context: Iron-Reaver, Soul-Stealer! response:	You...
context: Damn! C'mon, concentrate!\All right...\I can see...\the whirlpool of demonic energy.\When the vortex of demonic energies collide, the Wind Scar is formed.\If I cut through the Wind Scar with the Tetsusaiga...\I can defeat my enemy with its true power.\How about that, Kirara? Perfect form, huh? response:	With you around, my training's been great!
context: All right...\I can see...\the whirlpool of demonic energy.\When the vortex of demonic energies collide, the Wind Scar is formed.\If I cut through the Wind Scar with the Tetsusaiga...\I can defeat my enemy with its true power.\How about that, Kirara? Perfect form, huh?\With you around, my training's been great! response:	Let's go back and eat.
context: I can see...\the whirlpool of demonic energy.\When the vortex of demonic energies collide, the Wind Scar is formed.\If I cut through the Wind Scar with the Tetsusaiga...\I can defeat my enemy with its true power.\How about that, Kirara? Perfect form, huh?\With you around, my training's been great!\Let's go back and eat. response:	Kirara!
context: the whirlpool of demonic energy.\When the vortex of demonic energies collide, the Wind Scar is formed.\If I cut through the Wind Scar with the Tetsusaiga...\I can defeat my enemy with its true power.\How about that, Kirara? Perfect form, huh?\With you around, my training's been great!\Let's go back and eat.\Kirara! response:	What're you doing?
context: When the vortex of demonic energies collide, the Wind Scar is formed.\If I cut through the Wind Scar with the Tetsusaiga...\I can defeat my enemy with its true power.\How about that, Kirara? Perfect form, huh?\With you around, my training's been great!\Let's go back and eat.\Kirara!\What're you doing? response:	C'mon, it's chow time!
context: If I cut through the Wind Scar with the Tetsusaiga...\I can defeat my enemy with its true power.\How about that, Kirara? Perfect form, huh?\With you around, my training's been great!\Let's go back and eat.\Kirara!\What're you doing?\C'mon, it's chow time! response:	I knew it! That sword of his uses a weird magic.
context: I can defeat my enemy with its true power.\How about that, Kirara? Perfect form, huh?\With you around, my training's been great!\Let's go back and eat.\Kirara!\What're you doing?\C'mon, it's chow time!\I knew it! That sword of his uses a weird magic. response:	Damn it!
context: How about that, Kirara? Perfect form, huh?\With you around, my training's been great!\Let's go back and eat.\Kirara!\What're you doing?\C'mon, it's chow time!\I knew it! That sword of his uses a weird magic.\Damn it! response:	My hair is still standing on end!
context: With you around, my training's been great!\Let's go back and eat.\Kirara!\What're you doing?\C'mon, it's chow time!\I knew it! That sword of his uses a weird magic.\Damn it!\My hair is still standing on end! response:	But I know what to do now.
context: Let's go back and eat.\Kirara!\What're you doing?\C'mon, it's chow time!\I knew it! That sword of his uses a weird magic.\Damn it!\My hair is still standing on end!\But I know what to do now. response:	Inuyasha! Watch out!
context: Kirara!\What're you doing?\C'mon, it's chow time!\I knew it! That sword of his uses a weird magic.\Damn it!\My hair is still standing on end!\But I know what to do now.\Inuyasha! Watch out! response:	He has fragments of the Sacred Jewel. On his right arm and both legs!
context: What're you doing?\C'mon, it's chow time!\I knew it! That sword of his uses a weird magic.\Damn it!\My hair is still standing on end!\But I know what to do now.\Inuyasha! Watch out!\He has fragments of the Sacred Jewel. On his right arm and both legs! response:	A woman who can see the Sacred Jewel.
context: C'mon, it's chow time!\I knew it! That sword of his uses a weird magic.\Damn it!\My hair is still standing on end!\But I know what to do now.\Inuyasha! Watch out!\He has fragments of the Sacred Jewel. On his right arm and both legs!\A woman who can see the Sacred Jewel. response:	I'll make her work for me.
context: I knew it! That sword of his uses a weird magic.\Damn it!\My hair is still standing on end!\But I know what to do now.\Inuyasha! Watch out!\He has fragments of the Sacred Jewel. On his right arm and both legs!\A woman who can see the Sacred Jewel.\I'll make her work for me. response:	All right! I got the wolf scent.
context: Damn it!\My hair is still standing on end!\But I know what to do now.\Inuyasha! Watch out!\He has fragments of the Sacred Jewel. On his right arm and both legs!\A woman who can see the Sacred Jewel.\I'll make her work for me.\All right! I got the wolf scent. response:	I'll follow the scent and get them without fail!
context: My hair is still standing on end!\But I know what to do now.\Inuyasha! Watch out!\He has fragments of the Sacred Jewel. On his right arm and both legs!\A woman who can see the Sacred Jewel.\I'll make her work for me.\All right! I got the wolf scent.\I'll follow the scent and get them without fail! response:	I hate the smell of dogs.
context: But I know what to do now.\Inuyasha! Watch out!\He has fragments of the Sacred Jewel. On his right arm and both legs!\A woman who can see the Sacred Jewel.\I'll make her work for me.\All right! I got the wolf scent.\I'll follow the scent and get them without fail!\I hate the smell of dogs. response:	Makes me sick to my stomach!
context: Inuyasha! Watch out!\He has fragments of the Sacred Jewel. On his right arm and both legs!\A woman who can see the Sacred Jewel.\I'll make her work for me.\All right! I got the wolf scent.\I'll follow the scent and get them without fail!\I hate the smell of dogs.\Makes me sick to my stomach! response:	That cocky bastard! Calling me a mutt!
context: He has fragments of the Sacred Jewel. On his right arm and both legs!\A woman who can see the Sacred Jewel.\I'll make her work for me.\All right! I got the wolf scent.\I'll follow the scent and get them without fail!\I hate the smell of dogs.\Makes me sick to my stomach!\That cocky bastard! Calling me a mutt! response:	I don't blame him for getting upset at being called a mutt.
context: A woman who can see the Sacred Jewel.\I'll make her work for me.\All right! I got the wolf scent.\I'll follow the scent and get them without fail!\I hate the smell of dogs.\Makes me sick to my stomach!\That cocky bastard! Calling me a mutt!\I don't blame him for getting upset at being called a mutt. response:	But he sure looks like one.
context: I'll make her work for me.\All right! I got the wolf scent.\I'll follow the scent and get them without fail!\I hate the smell of dogs.\Makes me sick to my stomach!\That cocky bastard! Calling me a mutt!\I don't blame him for getting upset at being called a mutt.\But he sure looks like one. response:	What?!
context: All right! I got the wolf scent.\I'll follow the scent and get them without fail!\I hate the smell of dogs.\Makes me sick to my stomach!\That cocky bastard! Calling me a mutt!\I don't blame him for getting upset at being called a mutt.\But he sure looks like one.\What?! response:	Say that again, Shippo!
context: I'll follow the scent and get them without fail!\I hate the smell of dogs.\Makes me sick to my stomach!\That cocky bastard! Calling me a mutt!\I don't blame him for getting upset at being called a mutt.\But he sure looks like one.\What?!\Say that again, Shippo! response:	He can hear me from that distance!
context: I hate the smell of dogs.\Makes me sick to my stomach!\That cocky bastard! Calling me a mutt!\I don't blame him for getting upset at being called a mutt.\But he sure looks like one.\What?!\Say that again, Shippo!\He can hear me from that distance! response:	Now that really is canine power.
context: Makes me sick to my stomach!\That cocky bastard! Calling me a mutt!\I don't blame him for getting upset at being called a mutt.\But he sure looks like one.\What?!\Say that again, Shippo!\He can hear me from that distance!\Now that really is canine power. response:	Shippo!
context: That cocky bastard! Calling me a mutt!\I don't blame him for getting upset at being called a mutt.\But he sure looks like one.\What?!\Say that again, Shippo!\He can hear me from that distance!\Now that really is canine power.\Shippo! response:	C'mere, so I can give you a hundred wallops!
context: I don't blame him for getting upset at being called a mutt.\But he sure looks like one.\What?!\Say that again, Shippo!\He can hear me from that distance!\Now that really is canine power.\Shippo!\C'mere, so I can give you a hundred wallops! response:	This area feels very weird.
context: But he sure looks like one.\What?!\Say that again, Shippo!\He can hear me from that distance!\Now that really is canine power.\Shippo!\C'mere, so I can give you a hundred wallops!\This area feels very weird. response:	Do you sense it, too?
context: What?!\Say that again, Shippo!\He can hear me from that distance!\Now that really is canine power.\Shippo!\C'mere, so I can give you a hundred wallops!\This area feels very weird.\Do you sense it, too? response:	Kirara's also been very restless.
context: Say that again, Shippo!\He can hear me from that distance!\Now that really is canine power.\Shippo!\C'mere, so I can give you a hundred wallops!\This area feels very weird.\Do you sense it, too?\Kirara's also been very restless. response:	I feel a foreboding energy approaching...
context: He can hear me from that distance!\Now that really is canine power.\Shippo!\C'mere, so I can give you a hundred wallops!\This area feels very weird.\Do you sense it, too?\Kirara's also been very restless.\I feel a foreboding energy approaching... response:	Different from wolves.
context: Now that really is canine power.\Shippo!\C'mere, so I can give you a hundred wallops!\This area feels very weird.\Do you sense it, too?\Kirara's also been very restless.\I feel a foreboding energy approaching...\Different from wolves. response:	Another demon is here then?
context: Shippo!\C'mere, so I can give you a hundred wallops!\This area feels very weird.\Do you sense it, too?\Kirara's also been very restless.\I feel a foreboding energy approaching...\Different from wolves.\Another demon is here then? response:	You're too slow, Miroku! Where've you been?!
context: C'mere, so I can give you a hundred wallops!\This area feels very weird.\Do you sense it, too?\Kirara's also been very restless.\I feel a foreboding energy approaching...\Different from wolves.\Another demon is here then?\You're too slow, Miroku! Where've you been?! response:	Inuyasha!
context: This area feels very weird.\Do you sense it, too?\Kirara's also been very restless.\I feel a foreboding energy approaching...\Different from wolves.\Another demon is here then?\You're too slow, Miroku! Where've you been?!\Inuyasha! response:	Do your nose and ears sense anything?
context: Do you sense it, too?\Kirara's also been very restless.\I feel a foreboding energy approaching...\Different from wolves.\Another demon is here then?\You're too slow, Miroku! Where've you been?!\Inuyasha!\Do your nose and ears sense anything? response:	Nose? Ears?!
context: Kirara's also been very restless.\I feel a foreboding energy approaching...\Different from wolves.\Another demon is here then?\You're too slow, Miroku! Where've you been?!\Inuyasha!\Do your nose and ears sense anything?\Nose? Ears?! response:	You're treating me like a dog, too!
context: I feel a foreboding energy approaching...\Different from wolves.\Another demon is here then?\You're too slow, Miroku! Where've you been?!\Inuyasha!\Do your nose and ears sense anything?\Nose? Ears?!\You're treating me like a dog, too! response:	Damn! You piss me off... every one of you!
context: Different from wolves.\Another demon is here then?\You're too slow, Miroku! Where've you been?!\Inuyasha!\Do your nose and ears sense anything?\Nose? Ears?!\You're treating me like a dog, too!\Damn! You piss me off... every one of you! response:	That's not what I'm saying!
context: Another demon is here then?\You're too slow, Miroku! Where've you been?!\Inuyasha!\Do your nose and ears sense anything?\Nose? Ears?!\You're treating me like a dog, too!\Damn! You piss me off... every one of you!\That's not what I'm saying! response:	I'm just asking if you sense a different presence!
context: You're too slow, Miroku! Where've you been?!\Inuyasha!\Do your nose and ears sense anything?\Nose? Ears?!\You're treating me like a dog, too!\Damn! You piss me off... every one of you!\That's not what I'm saying!\I'm just asking if you sense a different presence! response:	Everyone, look up!
context: Inuyasha!\Do your nose and ears sense anything?\Nose? Ears?!\You're treating me like a dog, too!\Damn! You piss me off... every one of you!\That's not what I'm saying!\I'm just asking if you sense a different presence!\Everyone, look up! response:	Inuyasha!
context: Do your nose and ears sense anything?\Nose? Ears?!\You're treating me like a dog, too!\Damn! You piss me off... every one of you!\That's not what I'm saying!\I'm just asking if you sense a different presence!\Everyone, look up!\Inuyasha! response:	Sango!
context: Nose? Ears?!\You're treating me like a dog, too!\Damn! You piss me off... every one of you!\That's not what I'm saying!\I'm just asking if you sense a different presence!\Everyone, look up!\Inuyasha!\Sango! response:	Miroku!
context: You're treating me like a dog, too!\Damn! You piss me off... every one of you!\That's not what I'm saying!\I'm just asking if you sense a different presence!\Everyone, look up!\Inuyasha!\Sango!\Miroku! response:	Sango!
context: Damn! You piss me off... every one of you!\That's not what I'm saying!\I'm just asking if you sense a different presence!\Everyone, look up!\Inuyasha!\Sango!\Miroku!\Sango! response:	Damn, what're they up to?
context: That's not what I'm saying!\I'm just asking if you sense a different presence!\Everyone, look up!\Inuyasha!\Sango!\Miroku!\Sango!\Damn, what're they up to? response:	W-what is that?!
context: I'm just asking if you sense a different presence!\Everyone, look up!\Inuyasha!\Sango!\Miroku!\Sango!\Damn, what're they up to?\W-what is that?! response:	See ya, mutt!
context: Everyone, look up!\Inuyasha!\Sango!\Miroku!\Sango!\Damn, what're they up to?\W-what is that?!\See ya, mutt! response:	Inuyasha!
context: Inuyasha!\Sango!\Miroku!\Sango!\Damn, what're they up to?\W-what is that?!\See ya, mutt!\Inuyasha! response:	She's mine!
context: Sango!\Miroku!\Sango!\Damn, what're they up to?\W-what is that?!\See ya, mutt!\Inuyasha!\She's mine! response:	Kagome!
context: Miroku!\Sango!\Damn, what're they up to?\W-what is that?!\See ya, mutt!\Inuyasha!\She's mine!\Kagome! response:	Kagome!
context: Sango!\Damn, what're they up to?\W-what is that?!\See ya, mutt!\Inuyasha!\She's mine!\Kagome!\Kagome! response:	No, what...?!
context: Damn, what're they up to?\W-what is that?!\See ya, mutt!\Inuyasha!\She's mine!\Kagome!\Kagome!\No, what...?! response:	With Sacred Jewel fragments in my legs...
context: W-what is that?!\See ya, mutt!\Inuyasha!\She's mine!\Kagome!\Kagome!\No, what...?!\With Sacred Jewel fragments in my legs... response:	this cliff is nothing!
context: See ya, mutt!\Inuyasha!\She's mine!\Kagome!\Kagome!\No, what...?!\With Sacred Jewel fragments in my legs...\this cliff is nothing! response:	No! You're not reaching it!
context: Inuyasha!\She's mine!\Kagome!\Kagome!\No, what...?!\With Sacred Jewel fragments in my legs...\this cliff is nothing!\No! You're not reaching it! response:	We're gonna fall!
context: She's mine!\Kagome!\Kagome!\No, what...?!\With Sacred Jewel fragments in my legs...\this cliff is nothing!\No! You're not reaching it!\We're gonna fall! response:	Shaddup! Stop screaming!
context: Kagome!\Kagome!\No, what...?!\With Sacred Jewel fragments in my legs...\this cliff is nothing!\No! You're not reaching it!\We're gonna fall!\Shaddup! Stop screaming! response:	I will scream!
context: Kagome!\No, what...?!\With Sacred Jewel fragments in my legs...\this cliff is nothing!\No! You're not reaching it!\We're gonna fall!\Shaddup! Stop screaming!\I will scream! response:	Damn! Let me go!
context: No, what...?!\With Sacred Jewel fragments in my legs...\this cliff is nothing!\No! You're not reaching it!\We're gonna fall!\Shaddup! Stop screaming!\I will scream!\Damn! Let me go! response:	W-what?!
context: With Sacred Jewel fragments in my legs...\this cliff is nothing!\No! You're not reaching it!\We're gonna fall!\Shaddup! Stop screaming!\I will scream!\Damn! Let me go!\W-what?! response:	That show-off!
context: this cliff is nothing!\No! You're not reaching it!\We're gonna fall!\Shaddup! Stop screaming!\I will scream!\Damn! Let me go!\W-what?!\That show-off! response:	T-they!
context: No! You're not reaching it!\We're gonna fall!\Shaddup! Stop screaming!\I will scream!\Damn! Let me go!\W-what?!\That show-off!\T-they! response:	That'll teach him!
context: We're gonna fall!\Shaddup! Stop screaming!\I will scream!\Damn! Let me go!\W-what?!\That show-off!\T-they!\That'll teach him! response:	No one can keep up with my legs.
context: Shaddup! Stop screaming!\I will scream!\Damn! Let me go!\W-what?!\That show-off!\T-they!\That'll teach him!\No one can keep up with my legs. response:	Of course not! You have Sacred Jewel fragments!
context: I will scream!\Damn! Let me go!\W-what?!\That show-off!\T-they!\That'll teach him!\No one can keep up with my legs.\Of course not! You have Sacred Jewel fragments! response:	When you cheat, you don't get bragging rights!
context: Damn! Let me go!\W-what?!\That show-off!\T-they!\That'll teach him!\No one can keep up with my legs.\Of course not! You have Sacred Jewel fragments!\When you cheat, you don't get bragging rights! response:	What?!
context: W-what?!\That show-off!\T-they!\That'll teach him!\No one can keep up with my legs.\Of course not! You have Sacred Jewel fragments!\When you cheat, you don't get bragging rights!\What?! response:	Just what is the meaning of this?! Kidnapping me!
context: That show-off!\T-they!\That'll teach him!\No one can keep up with my legs.\Of course not! You have Sacred Jewel fragments!\When you cheat, you don't get bragging rights!\What?!\Just what is the meaning of this?! Kidnapping me! response:	W-what?!
context: T-they!\That'll teach him!\No one can keep up with my legs.\Of course not! You have Sacred Jewel fragments!\When you cheat, you don't get bragging rights!\What?!\Just what is the meaning of this?! Kidnapping me!\W-what?! response:	A bird?
context: That'll teach him!\No one can keep up with my legs.\Of course not! You have Sacred Jewel fragments!\When you cheat, you don't get bragging rights!\What?!\Just what is the meaning of this?! Kidnapping me!\W-what?!\A bird? response:	But isn't it awfully big for a bird?
context: No one can keep up with my legs.\Of course not! You have Sacred Jewel fragments!\When you cheat, you don't get bragging rights!\What?!\Just what is the meaning of this?! Kidnapping me!\W-what?!\A bird?\But isn't it awfully big for a bird? response:	If that's not a bird, then!
context: Of course not! You have Sacred Jewel fragments!\When you cheat, you don't get bragging rights!\What?!\Just what is the meaning of this?! Kidnapping me!\W-what?!\A bird?\But isn't it awfully big for a bird?\If that's not a bird, then! response:	W-what're they?!
context: When you cheat, you don't get bragging rights!\What?!\Just what is the meaning of this?! Kidnapping me!\W-what?!\A bird?\But isn't it awfully big for a bird?\If that's not a bird, then!\W-what're they?! response:	Those stupid birds are gathering to come after me.
context: What?!\Just what is the meaning of this?! Kidnapping me!\W-what?!\A bird?\But isn't it awfully big for a bird?\If that's not a bird, then!\W-what're they?!\Those stupid birds are gathering to come after me. response:	Good timing... Now look hard.
context: Just what is the meaning of this?! Kidnapping me!\W-what?!\A bird?\But isn't it awfully big for a bird?\If that's not a bird, then!\W-what're they?!\Those stupid birds are gathering to come after me.\Good timing... Now look hard. response:	Do you see any among them with Sacred Jewel fragments?
context: W-what?!\A bird?\But isn't it awfully big for a bird?\If that's not a bird, then!\W-what're they?!\Those stupid birds are gathering to come after me.\Good timing... Now look hard.\Do you see any among them with Sacred Jewel fragments? response:	Sacred Jewel fragments?
context: A bird?\But isn't it awfully big for a bird?\If that's not a bird, then!\W-what're they?!\Those stupid birds are gathering to come after me.\Good timing... Now look hard.\Do you see any among them with Sacred Jewel fragments?\Sacred Jewel fragments? response:	No... None of them.
context: But isn't it awfully big for a bird?\If that's not a bird, then!\W-what're they?!\Those stupid birds are gathering to come after me.\Good timing... Now look hard.\Do you see any among them with Sacred Jewel fragments?\Sacred Jewel fragments?\No... None of them. response:	Do those demons also have fragments?
context: If that's not a bird, then!\W-what're they?!\Those stupid birds are gathering to come after me.\Good timing... Now look hard.\Do you see any among them with Sacred Jewel fragments?\Sacred Jewel fragments?\No... None of them.\Do those demons also have fragments? response:	So... None of'em have it, huh?
context: W-what're they?!\Those stupid birds are gathering to come after me.\Good timing... Now look hard.\Do you see any among them with Sacred Jewel fragments?\Sacred Jewel fragments?\No... None of them.\Do those demons also have fragments?\So... None of'em have it, huh? response:	Then I've got no use for'em.
context: Those stupid birds are gathering to come after me.\Good timing... Now look hard.\Do you see any among them with Sacred Jewel fragments?\Sacred Jewel fragments?\No... None of them.\Do those demons also have fragments?\So... None of'em have it, huh?\Then I've got no use for'em. response:	So long!
context: Good timing... Now look hard.\Do you see any among them with Sacred Jewel fragments?\Sacred Jewel fragments?\No... None of them.\Do those demons also have fragments?\So... None of'em have it, huh?\Then I've got no use for'em.\So long! response:	Now scram!
context: Do you see any among them with Sacred Jewel fragments?\Sacred Jewel fragments?\No... None of them.\Do those demons also have fragments?\So... None of'em have it, huh?\Then I've got no use for'em.\So long!\Now scram! response:	It's Koga!
context: Sacred Jewel fragments?\No... None of them.\Do those demons also have fragments?\So... None of'em have it, huh?\Then I've got no use for'em.\So long!\Now scram!\It's Koga! response:	Koga's back!
context: No... None of them.\Do those demons also have fragments?\So... None of'em have it, huh?\Then I've got no use for'em.\So long!\Now scram!\It's Koga!\Koga's back! response:	Hey, Koga!
context: Do those demons also have fragments?\So... None of'em have it, huh?\Then I've got no use for'em.\So long!\Now scram!\It's Koga!\Koga's back!\Hey, Koga! response:	Yo... I'm back.
context: So... None of'em have it, huh?\Then I've got no use for'em.\So long!\Now scram!\It's Koga!\Koga's back!\Hey, Koga!\Yo... I'm back. response:	Where is this?
context: Then I've got no use for'em.\So long!\Now scram!\It's Koga!\Koga's back!\Hey, Koga!\Yo... I'm back.\Where is this? response:	This is the Wolf-Demon Tribe's den!
context: So long!\Now scram!\It's Koga!\Koga's back!\Hey, Koga!\Yo... I'm back.\Where is this?\This is the Wolf-Demon Tribe's den! response:	Damn! We were really washed downriver.
context: Now scram!\It's Koga!\Koga's back!\Hey, Koga!\Yo... I'm back.\Where is this?\This is the Wolf-Demon Tribe's den!\Damn! We were really washed downriver. response:	Koga's goal was to kidnap Kagome.
context: It's Koga!\Koga's back!\Hey, Koga!\Yo... I'm back.\Where is this?\This is the Wolf-Demon Tribe's den!\Damn! We were really washed downriver.\Koga's goal was to kidnap Kagome. response:	Kagome?
context: Koga's back!\Hey, Koga!\Yo... I'm back.\Where is this?\This is the Wolf-Demon Tribe's den!\Damn! We were really washed downriver.\Koga's goal was to kidnap Kagome.\Kagome? response:	So that's why the wolves separated me and then retreated immediately.
context: Hey, Koga!\Yo... I'm back.\Where is this?\This is the Wolf-Demon Tribe's den!\Damn! We were really washed downriver.\Koga's goal was to kidnap Kagome.\Kagome?\So that's why the wolves separated me and then retreated immediately. response:	Looks like it.
context: Yo... I'm back.\Where is this?\This is the Wolf-Demon Tribe's den!\Damn! We were really washed downriver.\Koga's goal was to kidnap Kagome.\Kagome?\So that's why the wolves separated me and then retreated immediately.\Looks like it. response:	Sango!
context: Where is this?\This is the Wolf-Demon Tribe's den!\Damn! We were really washed downriver.\Koga's goal was to kidnap Kagome.\Kagome?\So that's why the wolves separated me and then retreated immediately.\Looks like it.\Sango! response:	What of Kagome?
context: This is the Wolf-Demon Tribe's den!\Damn! We were really washed downriver.\Koga's goal was to kidnap Kagome.\Kagome?\So that's why the wolves separated me and then retreated immediately.\Looks like it.\Sango!\What of Kagome? response:	I almost caught up with them...
context: Damn! We were really washed downriver.\Koga's goal was to kidnap Kagome.\Kagome?\So that's why the wolves separated me and then retreated immediately.\Looks like it.\Sango!\What of Kagome?\I almost caught up with them... response:	but I had interference.
context: Koga's goal was to kidnap Kagome.\Kagome?\So that's why the wolves separated me and then retreated immediately.\Looks like it.\Sango!\What of Kagome?\I almost caught up with them...\but I had interference. response:	Interference?
context: Kagome?\So that's why the wolves separated me and then retreated immediately.\Looks like it.\Sango!\What of Kagome?\I almost caught up with them...\but I had interference.\Interference? response:	What is this?
context: So that's why the wolves separated me and then retreated immediately.\Looks like it.\Sango!\What of Kagome?\I almost caught up with them...\but I had interference.\Interference?\What is this? response:	A bird?
context: Looks like it.\Sango!\What of Kagome?\I almost caught up with them...\but I had interference.\Interference?\What is this?\A bird? response:	Not just ten or twenty of them.
context: Sango!\What of Kagome?\I almost caught up with them...\but I had interference.\Interference?\What is this?\A bird?\Not just ten or twenty of them. response:	They covered the sky.
context: What of Kagome?\I almost caught up with them...\but I had interference.\Interference?\What is this?\A bird?\Not just ten or twenty of them.\They covered the sky. response:	So this is the other demon energy we sensed.
context: I almost caught up with them...\but I had interference.\Interference?\What is this?\A bird?\Not just ten or twenty of them.\They covered the sky.\So this is the other demon energy we sensed. response:	It seems that these high mountains are all their territory.
context: but I had interference.\Interference?\What is this?\A bird?\Not just ten or twenty of them.\They covered the sky.\So this is the other demon energy we sensed.\It seems that these high mountains are all their territory. response:	Even you found them a challenge...
context: Interference?\What is this?\A bird?\Not just ten or twenty of them.\They covered the sky.\So this is the other demon energy we sensed.\It seems that these high mountains are all their territory.\Even you found them a challenge... response:	Now we have the Wolf-Demon Tribe and these birds on our hands.
context: What is this?\A bird?\Not just ten or twenty of them.\They covered the sky.\So this is the other demon energy we sensed.\It seems that these high mountains are all their territory.\Even you found them a challenge...\Now we have the Wolf-Demon Tribe and these birds on our hands. response:	Those are Shippo's warning signs!
context: A bird?\Not just ten or twenty of them.\They covered the sky.\So this is the other demon energy we sensed.\It seems that these high mountains are all their territory.\Even you found them a challenge...\Now we have the Wolf-Demon Tribe and these birds on our hands.\Those are Shippo's warning signs! response:	That reminds me...
context: Not just ten or twenty of them.\They covered the sky.\So this is the other demon energy we sensed.\It seems that these high mountains are all their territory.\Even you found them a challenge...\Now we have the Wolf-Demon Tribe and these birds on our hands.\Those are Shippo's warning signs!\That reminds me... response:	I thought he was missing...
context: They covered the sky.\So this is the other demon energy we sensed.\It seems that these high mountains are all their territory.\Even you found them a challenge...\Now we have the Wolf-Demon Tribe and these birds on our hands.\Those are Shippo's warning signs!\That reminds me...\I thought he was missing... response:	so he's been kidnapped with Kagome!
context: So this is the other demon energy we sensed.\It seems that these high mountains are all their territory.\Even you found them a challenge...\Now we have the Wolf-Demon Tribe and these birds on our hands.\Those are Shippo's warning signs!\That reminds me...\I thought he was missing...\so he's been kidnapped with Kagome! response:	They're pointing toward the mountains.
context: It seems that these high mountains are all their territory.\Even you found them a challenge...\Now we have the Wolf-Demon Tribe and these birds on our hands.\Those are Shippo's warning signs!\That reminds me...\I thought he was missing...\so he's been kidnapped with Kagome!\They're pointing toward the mountains. response:	We can't waste any more time!
context: Even you found them a challenge...\Now we have the Wolf-Demon Tribe and these birds on our hands.\Those are Shippo's warning signs!\That reminds me...\I thought he was missing...\so he's been kidnapped with Kagome!\They're pointing toward the mountains.\We can't waste any more time! response:	Hey, Koga! Who's that woman?
context: Now we have the Wolf-Demon Tribe and these birds on our hands.\Those are Shippo's warning signs!\That reminds me...\I thought he was missing...\so he's been kidnapped with Kagome!\They're pointing toward the mountains.\We can't waste any more time!\Hey, Koga! Who's that woman? response:	This place is full of man-eating wolves and skeletons!
context: Those are Shippo's warning signs!\That reminds me...\I thought he was missing...\so he's been kidnapped with Kagome!\They're pointing toward the mountains.\We can't waste any more time!\Hey, Koga! Who's that woman?\This place is full of man-eating wolves and skeletons! response:	Hey, Koga! Tasty-Iooking prey!
context: That reminds me...\I thought he was missing...\so he's been kidnapped with Kagome!\They're pointing toward the mountains.\We can't waste any more time!\Hey, Koga! Who's that woman?\This place is full of man-eating wolves and skeletons!\Hey, Koga! Tasty-Iooking prey! response:	Lemme eat some of her!
context: I thought he was missing...\so he's been kidnapped with Kagome!\They're pointing toward the mountains.\We can't waste any more time!\Hey, Koga! Who's that woman?\This place is full of man-eating wolves and skeletons!\Hey, Koga! Tasty-Iooking prey!\Lemme eat some of her! response:	They'll eat me!
context: so he's been kidnapped with Kagome!\They're pointing toward the mountains.\We can't waste any more time!\Hey, Koga! Who's that woman?\This place is full of man-eating wolves and skeletons!\Hey, Koga! Tasty-Iooking prey!\Lemme eat some of her!\They'll eat me! response:	This woman is not food!
context: They're pointing toward the mountains.\We can't waste any more time!\Hey, Koga! Who's that woman?\This place is full of man-eating wolves and skeletons!\Hey, Koga! Tasty-Iooking prey!\Lemme eat some of her!\They'll eat me!\This woman is not food! response:	I'll kill anyone who takes a bite outta her!
context: We can't waste any more time!\Hey, Koga! Who's that woman?\This place is full of man-eating wolves and skeletons!\Hey, Koga! Tasty-Iooking prey!\Lemme eat some of her!\They'll eat me!\This woman is not food!\I'll kill anyone who takes a bite outta her! response:	Scary...
context: Hey, Koga! Who's that woman?\This place is full of man-eating wolves and skeletons!\Hey, Koga! Tasty-Iooking prey!\Lemme eat some of her!\They'll eat me!\This woman is not food!\I'll kill anyone who takes a bite outta her!\Scary... response:	Oh, I get it... I'm able to see where the Sacred Jewel fragments are...
context: This place is full of man-eating wolves and skeletons!\Hey, Koga! Tasty-Iooking prey!\Lemme eat some of her!\They'll eat me!\This woman is not food!\I'll kill anyone who takes a bite outta her!\Scary...\Oh, I get it... I'm able to see where the Sacred Jewel fragments are... response:	so he needs me.
context: Hey, Koga! Tasty-Iooking prey!\Lemme eat some of her!\They'll eat me!\This woman is not food!\I'll kill anyone who takes a bite outta her!\Scary...\Oh, I get it... I'm able to see where the Sacred Jewel fragments are...\so he needs me. response:	At least they won't kill me right now.
context: Lemme eat some of her!\They'll eat me!\This woman is not food!\I'll kill anyone who takes a bite outta her!\Scary...\Oh, I get it... I'm able to see where the Sacred Jewel fragments are...\so he needs me.\At least they won't kill me right now. response:	Huh?
context: They'll eat me!\This woman is not food!\I'll kill anyone who takes a bite outta her!\Scary...\Oh, I get it... I'm able to see where the Sacred Jewel fragments are...\so he needs me.\At least they won't kill me right now.\Huh? response:	Oh this...
context: This woman is not food!\I'll kill anyone who takes a bite outta her!\Scary...\Oh, I get it... I'm able to see where the Sacred Jewel fragments are...\so he needs me.\At least they won't kill me right now.\Huh?\Oh this... response:	Seems he stuck fast to my tail when I captured the girl.
context: I'll kill anyone who takes a bite outta her!\Scary...\Oh, I get it... I'm able to see where the Sacred Jewel fragments are...\so he needs me.\At least they won't kill me right now.\Huh?\Oh this...\Seems he stuck fast to my tail when I captured the girl. response:	Here... You can eat him.
context: Scary...\Oh, I get it... I'm able to see where the Sacred Jewel fragments are...\so he needs me.\At least they won't kill me right now.\Huh?\Oh this...\Seems he stuck fast to my tail when I captured the girl.\Here... You can eat him. response:	Kagome!
