context: Excuse me! response:	Ohana!
context: She was feeling all right lately too...\Well, it happens fairly often, so I'm sure she'll be fine.\Aren't you going to go?\How can we run this inn if both of us are gone?\There's a lot of customers today.\I need to do my best!\You're awesome, young master!\Hello? Takako? response:	What? What?
context: Well, it happens fairly often, so I'm sure she'll be fine.\Aren't you going to go?\How can we run this inn if both of us are gone?\There's a lot of customers today.\I need to do my best!\You're awesome, young master!\Hello? Takako?\What? What? response:	Ms. Shijima?
context: Aren't you going to go?\How can we run this inn if both of us are gone?\There's a lot of customers today.\I need to do my best!\You're awesome, young master!\Hello? Takako?\What? What?\Ms. Shijima? response:	Are you Ms. Sui Shijima's relative?
context: How can we run this inn if both of us are gone?\There's a lot of customers today.\I need to do my best!\You're awesome, young master!\Hello? Takako?\What? What?\Ms. Shijima?\Are you Ms. Sui Shijima's relative? response:	Y-Yes!
context: There's a lot of customers today.\I need to do my best!\You're awesome, young master!\Hello? Takako?\What? What?\Ms. Shijima?\Are you Ms. Sui Shijima's relative?\Y-Yes! response:	We'll perform another examination tomorrow morning.
context: I need to do my best!\You're awesome, young master!\Hello? Takako?\What? What?\Ms. Shijima?\Are you Ms. Sui Shijima's relative?\Y-Yes!\We'll perform another examination tomorrow morning. response:	Take care.
context: You're awesome, young master!\Hello? Takako?\What? What?\Ms. Shijima?\Are you Ms. Sui Shijima's relative?\Y-Yes!\We'll perform another examination tomorrow morning.\Take care. response:	Th-Thank you.
context: Hello? Takako?\What? What?\Ms. Shijima?\Are you Ms. Sui Shijima's relative?\Y-Yes!\We'll perform another examination tomorrow morning.\Take care.\Th-Thank you. response:	I couldn't instantly respond to Ms. Shijima.
context: What? What?\Ms. Shijima?\Are you Ms. Sui Shijima's relative?\Y-Yes!\We'll perform another examination tomorrow morning.\Take care.\Th-Thank you.\I couldn't instantly respond to Ms. Shijima. response:	That's right.
context: Ms. Shijima?\Are you Ms. Sui Shijima's relative?\Y-Yes!\We'll perform another examination tomorrow morning.\Take care.\Th-Thank you.\I couldn't instantly respond to Ms. Shijima.\That's right. response:	She's my grandmother.
context: Are you Ms. Sui Shijima's relative?\Y-Yes!\We'll perform another examination tomorrow morning.\Take care.\Th-Thank you.\I couldn't instantly respond to Ms. Shijima.\That's right.\She's my grandmother. response:	Ohana?
context: Y-Yes!\We'll perform another examination tomorrow morning.\Take care.\Th-Thank you.\I couldn't instantly respond to Ms. Shijima.\That's right.\She's my grandmother.\Ohana? response:	Oh, you're awake.
context: We'll perform another examination tomorrow morning.\Take care.\Th-Thank you.\I couldn't instantly respond to Ms. Shijima.\That's right.\She's my grandmother.\Ohana?\Oh, you're awake. response:	Return to work.
context: Take care.\Th-Thank you.\I couldn't instantly respond to Ms. Shijima.\That's right.\She's my grandmother.\Ohana?\Oh, you're awake.\Return to work. response:	What?
context: Th-Thank you.\I couldn't instantly respond to Ms. Shijima.\That's right.\She's my grandmother.\Ohana?\Oh, you're awake.\Return to work.\What? response:	We suddenly have a lot of customers.
context: I couldn't instantly respond to Ms. Shijima.\That's right.\She's my grandmother.\Ohana?\Oh, you're awake.\Return to work.\What?\We suddenly have a lot of customers. response:	I bet everyone's having a hard time without a full staff.
context: That's right.\She's my grandmother.\Ohana?\Oh, you're awake.\Return to work.\What?\We suddenly have a lot of customers.\I bet everyone's having a hard time without a full staff. response:	But you're also having a hard time!
context: She's my grandmother.\Ohana?\Oh, you're awake.\Return to work.\What?\We suddenly have a lot of customers.\I bet everyone's having a hard time without a full staff.\But you're also having a hard time! response:	When you get this old,
context: Ohana?\Oh, you're awake.\Return to work.\What?\We suddenly have a lot of customers.\I bet everyone's having a hard time without a full staff.\But you're also having a hard time!\When you get this old, response:	things like this happen every now and then.
context: Oh, you're awake.\Return to work.\What?\We suddenly have a lot of customers.\I bet everyone's having a hard time without a full staff.\But you're also having a hard time!\When you get this old,\things like this happen every now and then. response:	Still, why didn't you let me call an ambulance?
context: Return to work.\What?\We suddenly have a lot of customers.\I bet everyone's having a hard time without a full staff.\But you're also having a hard time!\When you get this old,\things like this happen every now and then.\Still, why didn't you let me call an ambulance? response:	Idiot.
context: What?\We suddenly have a lot of customers.\I bet everyone's having a hard time without a full staff.\But you're also having a hard time!\When you get this old,\things like this happen every now and then.\Still, why didn't you let me call an ambulance?\Idiot. response:	If someone were to call an ambulance,
context: We suddenly have a lot of customers.\I bet everyone's having a hard time without a full staff.\But you're also having a hard time!\When you get this old,\things like this happen every now and then.\Still, why didn't you let me call an ambulance?\Idiot.\If someone were to call an ambulance, response:	what would the customers think?
context: I bet everyone's having a hard time without a full staff.\But you're also having a hard time!\When you get this old,\things like this happen every now and then.\Still, why didn't you let me call an ambulance?\Idiot.\If someone were to call an ambulance,\what would the customers think? response:	All I ever hear you say is the customer.
context: But you're also having a hard time!\When you get this old,\things like this happen every now and then.\Still, why didn't you let me call an ambulance?\Idiot.\If someone were to call an ambulance,\what would the customers think?\All I ever hear you say is the customer. response:	Because that's what this job is all about.
context: When you get this old,\things like this happen every now and then.\Still, why didn't you let me call an ambulance?\Idiot.\If someone were to call an ambulance,\what would the customers think?\All I ever hear you say is the customer.\Because that's what this job is all about. response:	Now, go back to work.
context: things like this happen every now and then.\Still, why didn't you let me call an ambulance?\Idiot.\If someone were to call an ambulance,\what would the customers think?\All I ever hear you say is the customer.\Because that's what this job is all about.\Now, go back to work. response:	I won't come here and visit you again.
context: Still, why didn't you let me call an ambulance?\Idiot.\If someone were to call an ambulance,\what would the customers think?\All I ever hear you say is the customer.\Because that's what this job is all about.\Now, go back to work.\I won't come here and visit you again. response:	That's fine.
context: Idiot.\If someone were to call an ambulance,\what would the customers think?\All I ever hear you say is the customer.\Because that's what this job is all about.\Now, go back to work.\I won't come here and visit you again.\That's fine. response:	Oh, right. The account book...
context: If someone were to call an ambulance,\what would the customers think?\All I ever hear you say is the customer.\Because that's what this job is all about.\Now, go back to work.\I won't come here and visit you again.\That's fine.\Oh, right. The account book... response:	Actually, never mind.
context: what would the customers think?\All I ever hear you say is the customer.\Because that's what this job is all about.\Now, go back to work.\I won't come here and visit you again.\That's fine.\Oh, right. The account book...\Actually, never mind. response:	Just go.
context: All I ever hear you say is the customer.\Because that's what this job is all about.\Now, go back to work.\I won't come here and visit you again.\That's fine.\Oh, right. The account book...\Actually, never mind.\Just go. response:	What?
context: Because that's what this job is all about.\Now, go back to work.\I won't come here and visit you again.\That's fine.\Oh, right. The account book...\Actually, never mind.\Just go.\What? response:	Ohana.
context: Now, go back to work.\I won't come here and visit you again.\That's fine.\Oh, right. The account book...\Actually, never mind.\Just go.\What?\Ohana. response:	Yes?
context: I won't come here and visit you again.\That's fine.\Oh, right. The account book...\Actually, never mind.\Just go.\What?\Ohana.\Yes? response:	Good luck. I'm counting on you.
context: That's fine.\Oh, right. The account book...\Actually, never mind.\Just go.\What?\Ohana.\Yes?\Good luck. I'm counting on you. response:	Okay.
context: Oh, right. The account book...\Actually, never mind.\Just go.\What?\Ohana.\Yes?\Good luck. I'm counting on you.\Okay. response:	Hi, you've reached Sakki's cell!
context: Actually, never mind.\Just go.\What?\Ohana.\Yes?\Good luck. I'm counting on you.\Okay.\Hi, you've reached Sakki's cell! response:	Please leave your message after the tone,
context: Just go.\What?\Ohana.\Yes?\Good luck. I'm counting on you.\Okay.\Hi, you've reached Sakki's cell!\Please leave your message after the tone, response:	and keep it under 20 seconds please!
context: What?\Ohana.\Yes?\Good luck. I'm counting on you.\Okay.\Hi, you've reached Sakki's cell!\Please leave your message after the tone,\and keep it under 20 seconds please! response:	Mom, Grandma is...
context: Ohana.\Yes?\Good luck. I'm counting on you.\Okay.\Hi, you've reached Sakki's cell!\Please leave your message after the tone,\and keep it under 20 seconds please!\Mom, Grandma is... response:	Ko...
context: Yes?\Good luck. I'm counting on you.\Okay.\Hi, you've reached Sakki's cell!\Please leave your message after the tone,\and keep it under 20 seconds please!\Mom, Grandma is...\Ko... response:	If I were to call him right now,
context: Good luck. I'm counting on you.\Okay.\Hi, you've reached Sakki's cell!\Please leave your message after the tone,\and keep it under 20 seconds please!\Mom, Grandma is...\Ko...\If I were to call him right now, response:	what would I say to him?
context: Okay.\Hi, you've reached Sakki's cell!\Please leave your message after the tone,\and keep it under 20 seconds please!\Mom, Grandma is...\Ko...\If I were to call him right now,\what would I say to him? response:	From Ko
context: Hi, you've reached Sakki's cell!\Please leave your message after the tone,\and keep it under 20 seconds please!\Mom, Grandma is...\Ko...\If I were to call him right now,\what would I say to him?\From Ko response:	H-Hello!
context: Please leave your message after the tone,\and keep it under 20 seconds please!\Mom, Grandma is...\Ko...\If I were to call him right now,\what would I say to him?\From Ko\H-Hello! response:	O-Ohana?
context: and keep it under 20 seconds please!\Mom, Grandma is...\Ko...\If I were to call him right now,\what would I say to him?\From Ko\H-Hello!\O-Ohana? response:	It's been a while.
context: Mom, Grandma is...\Ko...\If I were to call him right now,\what would I say to him?\From Ko\H-Hello!\O-Ohana?\It's been a while. response:	Have you been well?
context: Ko...\If I were to call him right now,\what would I say to him?\From Ko\H-Hello!\O-Ohana?\It's been a while.\Have you been well? response:	Yeah.
context: If I were to call him right now,\what would I say to him?\From Ko\H-Hello!\O-Ohana?\It's been a while.\Have you been well?\Yeah. response:	What's wrong? You don't sound normal.
context: what would I say to him?\From Ko\H-Hello!\O-Ohana?\It's been a while.\Have you been well?\Yeah.\What's wrong? You don't sound normal. response:	Did something happen?
context: From Ko\H-Hello!\O-Ohana?\It's been a while.\Have you been well?\Yeah.\What's wrong? You don't sound normal.\Did something happen? response:	Nah.
context: H-Hello!\O-Ohana?\It's been a while.\Have you been well?\Yeah.\What's wrong? You don't sound normal.\Did something happen?\Nah. response:	Yeah.
context: O-Ohana?\It's been a while.\Have you been well?\Yeah.\What's wrong? You don't sound normal.\Did something happen?\Nah.\Yeah. response:	What's that supposed to mean?
context: It's been a while.\Have you been well?\Yeah.\What's wrong? You don't sound normal.\Did something happen?\Nah.\Yeah.\What's that supposed to mean? response:	No, what I meant was...
context: Have you been well?\Yeah.\What's wrong? You don't sound normal.\Did something happen?\Nah.\Yeah.\What's that supposed to mean?\No, what I meant was... response:	Thanks, Ko.
context: Yeah.\What's wrong? You don't sound normal.\Did something happen?\Nah.\Yeah.\What's that supposed to mean?\No, what I meant was...\Thanks, Ko. response:	No problem.
context: What's wrong? You don't sound normal.\Did something happen?\Nah.\Yeah.\What's that supposed to mean?\No, what I meant was...\Thanks, Ko.\No problem. response:	Actually, Ohana...
context: Did something happen?\Nah.\Yeah.\What's that supposed to mean?\No, what I meant was...\Thanks, Ko.\No problem.\Actually, Ohana... response:	Yeah?
context: Nah.\Yeah.\What's that supposed to mean?\No, what I meant was...\Thanks, Ko.\No problem.\Actually, Ohana...\Yeah? response:	I'm actually on a train, on the way to see you.
context: Yeah.\What's that supposed to mean?\No, what I meant was...\Thanks, Ko.\No problem.\Actually, Ohana...\Yeah?\I'm actually on a train, on the way to see you. response:	What? I can't really hear you.
context: What's that supposed to mean?\No, what I meant was...\Thanks, Ko.\No problem.\Actually, Ohana...\Yeah?\I'm actually on a train, on the way to see you.\What? I can't really hear you. response:	Like I said, I'm on a train.
context: No, what I meant was...\Thanks, Ko.\No problem.\Actually, Ohana...\Yeah?\I'm actually on a train, on the way to see you.\What? I can't really hear you.\Like I said, I'm on a train. response:	Are you on your way to work?
context: Thanks, Ko.\No problem.\Actually, Ohana...\Yeah?\I'm actually on a train, on the way to see you.\What? I can't really hear you.\Like I said, I'm on a train.\Are you on your way to work? response:	No, listen...
context: No problem.\Actually, Ohana...\Yeah?\I'm actually on a train, on the way to see you.\What? I can't really hear you.\Like I said, I'm on a train.\Are you on your way to work?\No, listen... response:	What?
context: Actually, Ohana...\Yeah?\I'm actually on a train, on the way to see you.\What? I can't really hear you.\Like I said, I'm on a train.\Are you on your way to work?\No, listen...\What? response:	What?
context: Yeah?\I'm actually on a train, on the way to see you.\What? I can't really hear you.\Like I said, I'm on a train.\Are you on your way to work?\No, listen...\What?\What? response:	We're here.
context: I'm actually on a train, on the way to see you.\What? I can't really hear you.\Like I said, I'm on a train.\Are you on your way to work?\No, listen...\What?\What?\We're here. response:	Oh, thank you!
context: What? I can't really hear you.\Like I said, I'm on a train.\Are you on your way to work?\No, listen...\What?\What?\We're here.\Oh, thank you! response:	No signal
context: Like I said, I'm on a train.\Are you on your way to work?\No, listen...\What?\What?\We're here.\Oh, thank you!\No signal response:	I have the feeling that Ko
context: Are you on your way to work?\No, listen...\What?\What?\We're here.\Oh, thank you!\No signal\I have the feeling that Ko response:	said something about coming to see me...
context: No, listen...\What?\What?\We're here.\Oh, thank you!\No signal\I have the feeling that Ko\said something about coming to see me... response:	But there's no way...
context: What?\What?\We're here.\Oh, thank you!\No signal\I have the feeling that Ko\said something about coming to see me...\But there's no way... response:	Are you ready, Ohana?
context: What?\We're here.\Oh, thank you!\No signal\I have the feeling that Ko\said something about coming to see me...\But there's no way...\Are you ready, Ohana? response:	Yeah, I am!
context: We're here.\Oh, thank you!\No signal\I have the feeling that Ko\said something about coming to see me...\But there's no way...\Are you ready, Ohana?\Yeah, I am! response:	Then can I get you to take some snacks to the Wisteria Room?
context: Oh, thank you!\No signal\I have the feeling that Ko\said something about coming to see me...\But there's no way...\Are you ready, Ohana?\Yeah, I am!\Then can I get you to take some snacks to the Wisteria Room? response:	Sure!
context: No signal\I have the feeling that Ko\said something about coming to see me...\But there's no way...\Are you ready, Ohana?\Yeah, I am!\Then can I get you to take some snacks to the Wisteria Room?\Sure! response:	My apologies.
context: I have the feeling that Ko\said something about coming to see me...\But there's no way...\Are you ready, Ohana?\Yeah, I am!\Then can I get you to take some snacks to the Wisteria Room?\Sure!\My apologies. response:	What?
context: said something about coming to see me...\But there's no way...\Are you ready, Ohana?\Yeah, I am!\Then can I get you to take some snacks to the Wisteria Room?\Sure!\My apologies.\What? response:	My apologies. I have the wrong room.
context: But there's no way...\Are you ready, Ohana?\Yeah, I am!\Then can I get you to take some snacks to the Wisteria Room?\Sure!\My apologies.\What?\My apologies. I have the wrong room. response:	What on Earth are you doing?
context: Are you ready, Ohana?\Yeah, I am!\Then can I get you to take some snacks to the Wisteria Room?\Sure!\My apologies.\What?\My apologies. I have the wrong room.\What on Earth are you doing? response:	I'm in the middle of an important mission.
context: Yeah, I am!\Then can I get you to take some snacks to the Wisteria Room?\Sure!\My apologies.\What?\My apologies. I have the wrong room.\What on Earth are you doing?\I'm in the middle of an important mission. response:	Oh, he's back.
context: Then can I get you to take some snacks to the Wisteria Room?\Sure!\My apologies.\What?\My apologies. I have the wrong room.\What on Earth are you doing?\I'm in the middle of an important mission.\Oh, he's back. response:	Indeed.
context: Sure!\My apologies.\What?\My apologies. I have the wrong room.\What on Earth are you doing?\I'm in the middle of an important mission.\Oh, he's back.\Indeed. response:	Why is everyone gathered here?
context: My apologies.\What?\My apologies. I have the wrong room.\What on Earth are you doing?\I'm in the middle of an important mission.\Oh, he's back.\Indeed.\Why is everyone gathered here? response:	Oh, you're back from the hospital.
context: What?\My apologies. I have the wrong room.\What on Earth are you doing?\I'm in the middle of an important mission.\Oh, he's back.\Indeed.\Why is everyone gathered here?\Oh, you're back from the hospital. response:	Can you join this meeting then?
context: My apologies. I have the wrong room.\What on Earth are you doing?\I'm in the middle of an important mission.\Oh, he's back.\Indeed.\Why is everyone gathered here?\Oh, you're back from the hospital.\Can you join this meeting then? response:	What?
context: What on Earth are you doing?\I'm in the middle of an important mission.\Oh, he's back.\Indeed.\Why is everyone gathered here?\Oh, you're back from the hospital.\Can you join this meeting then?\What? response:	I'm kind of in the middle of something...
context: I'm in the middle of an important mission.\Oh, he's back.\Indeed.\Why is everyone gathered here?\Oh, you're back from the hospital.\Can you join this meeting then?\What?\I'm kind of in the middle of something... response:	And that's exactly why we need to brainstorm.
context: Oh, he's back.\Indeed.\Why is everyone gathered here?\Oh, you're back from the hospital.\Can you join this meeting then?\What?\I'm kind of in the middle of something...\And that's exactly why we need to brainstorm. response:	Br - what?
context: Indeed.\Why is everyone gathered here?\Oh, you're back from the hospital.\Can you join this meeting then?\What?\I'm kind of in the middle of something...\And that's exactly why we need to brainstorm.\Br - what? response:	Excuse me, but I also have work to get back to...
context: Why is everyone gathered here?\Oh, you're back from the hospital.\Can you join this meeting then?\What?\I'm kind of in the middle of something...\And that's exactly why we need to brainstorm.\Br - what?\Excuse me, but I also have work to get back to... response:	It'll be finished soon.
context: Oh, you're back from the hospital.\Can you join this meeting then?\What?\I'm kind of in the middle of something...\And that's exactly why we need to brainstorm.\Br - what?\Excuse me, but I also have work to get back to...\It'll be finished soon. response:	Go on, Mr. Jiro!
context: Can you join this meeting then?\What?\I'm kind of in the middle of something...\And that's exactly why we need to brainstorm.\Br - what?\Excuse me, but I also have work to get back to...\It'll be finished soon.\Go on, Mr. Jiro! response:	I've worked for 15 years in order to become a writer.
context: What?\I'm kind of in the middle of something...\And that's exactly why we need to brainstorm.\Br - what?\Excuse me, but I also have work to get back to...\It'll be finished soon.\Go on, Mr. Jiro!\I've worked for 15 years in order to become a writer. response:	It looks like it's finally time for my well-trained
context: I'm kind of in the middle of something...\And that's exactly why we need to brainstorm.\Br - what?\Excuse me, but I also have work to get back to...\It'll be finished soon.\Go on, Mr. Jiro!\I've worked for 15 years in order to become a writer.\It looks like it's finally time for my well-trained response:	observation abilities to see the light of day.
context: And that's exactly why we need to brainstorm.\Br - what?\Excuse me, but I also have work to get back to...\It'll be finished soon.\Go on, Mr. Jiro!\I've worked for 15 years in order to become a writer.\It looks like it's finally time for my well-trained\observation abilities to see the light of day. response:	Stop being a show off. Let's hear what you've got.
context: Br - what?\Excuse me, but I also have work to get back to...\It'll be finished soon.\Go on, Mr. Jiro!\I've worked for 15 years in order to become a writer.\It looks like it's finally time for my well-trained\observation abilities to see the light of day.\Stop being a show off. Let's hear what you've got. response:	S-Show off?!
context: Excuse me, but I also have work to get back to...\It'll be finished soon.\Go on, Mr. Jiro!\I've worked for 15 years in order to become a writer.\It looks like it's finally time for my well-trained\observation abilities to see the light of day.\Stop being a show off. Let's hear what you've got.\S-Show off?! response:	Anyway,
context: It'll be finished soon.\Go on, Mr. Jiro!\I've worked for 15 years in order to become a writer.\It looks like it's finally time for my well-trained\observation abilities to see the light of day.\Stop being a show off. Let's hear what you've got.\S-Show off?!\Anyway, response:	the ones that are suspicious are the two women in the Moon Room
context: Go on, Mr. Jiro!\I've worked for 15 years in order to become a writer.\It looks like it's finally time for my well-trained\observation abilities to see the light of day.\Stop being a show off. Let's hear what you've got.\S-Show off?!\Anyway,\the ones that are suspicious are the two women in the Moon Room response:	and the man in the Wave Room.
context: I've worked for 15 years in order to become a writer.\It looks like it's finally time for my well-trained\observation abilities to see the light of day.\Stop being a show off. Let's hear what you've got.\S-Show off?!\Anyway,\the ones that are suspicious are the two women in the Moon Room\and the man in the Wave Room. response:	Our target is one of those two groups, no doubt about it.
context: It looks like it's finally time for my well-trained\observation abilities to see the light of day.\Stop being a show off. Let's hear what you've got.\S-Show off?!\Anyway,\the ones that are suspicious are the two women in the Moon Room\and the man in the Wave Room.\Our target is one of those two groups, no doubt about it. response:	What are you talking about?
context: observation abilities to see the light of day.\Stop being a show off. Let's hear what you've got.\S-Show off?!\Anyway,\the ones that are suspicious are the two women in the Moon Room\and the man in the Wave Room.\Our target is one of those two groups, no doubt about it.\What are you talking about? response:	Mystery guests.
context: Stop being a show off. Let's hear what you've got.\S-Show off?!\Anyway,\the ones that are suspicious are the two women in the Moon Room\and the man in the Wave Room.\Our target is one of those two groups, no doubt about it.\What are you talking about?\Mystery guests. response:	Mystery... Oh!
context: S-Show off?!\Anyway,\the ones that are suspicious are the two women in the Moon Room\and the man in the Wave Room.\Our target is one of those two groups, no doubt about it.\What are you talking about?\Mystery guests.\Mystery... Oh! response:	That's right!
context: Anyway,\the ones that are suspicious are the two women in the Moon Room\and the man in the Wave Room.\Our target is one of those two groups, no doubt about it.\What are you talking about?\Mystery guests.\Mystery... Oh!\That's right! response:	There must be a reason that so many customers...
context: the ones that are suspicious are the two women in the Moon Room\and the man in the Wave Room.\Our target is one of those two groups, no doubt about it.\What are you talking about?\Mystery guests.\Mystery... Oh!\That's right!\There must be a reason that so many customers... response:	are showing up during the off season.
context: and the man in the Wave Room.\Our target is one of those two groups, no doubt about it.\What are you talking about?\Mystery guests.\Mystery... Oh!\That's right!\There must be a reason that so many customers...\are showing up during the off season. response:	It's logical to assume that there are
context: Our target is one of those two groups, no doubt about it.\What are you talking about?\Mystery guests.\Mystery... Oh!\That's right!\There must be a reason that so many customers...\are showing up during the off season.\It's logical to assume that there are response:	mystery guests working for magazines staying at Kissuiso!
context: What are you talking about?\Mystery guests.\Mystery... Oh!\That's right!\There must be a reason that so many customers...\are showing up during the off season.\It's logical to assume that there are\mystery guests working for magazines staying at Kissuiso! response:	There is no time like the present!
context: Mystery guests.\Mystery... Oh!\That's right!\There must be a reason that so many customers...\are showing up during the off season.\It's logical to assume that there are\mystery guests working for magazines staying at Kissuiso!\There is no time like the present! response:	Let this chance go and there won't be a next time!
context: Mystery... Oh!\That's right!\There must be a reason that so many customers...\are showing up during the off season.\It's logical to assume that there are\mystery guests working for magazines staying at Kissuiso!\There is no time like the present!\Let this chance go and there won't be a next time! response:	We'll find out who the mystery guest is
context: That's right!\There must be a reason that so many customers...\are showing up during the off season.\It's logical to assume that there are\mystery guests working for magazines staying at Kissuiso!\There is no time like the present!\Let this chance go and there won't be a next time!\We'll find out who the mystery guest is response:	and show them the time of their life,
context: There must be a reason that so many customers...\are showing up during the off season.\It's logical to assume that there are\mystery guests working for magazines staying at Kissuiso!\There is no time like the present!\Let this chance go and there won't be a next time!\We'll find out who the mystery guest is\and show them the time of their life, response:	resulting in us scoring high in the rankings!
context: are showing up during the off season.\It's logical to assume that there are\mystery guests working for magazines staying at Kissuiso!\There is no time like the present!\Let this chance go and there won't be a next time!\We'll find out who the mystery guest is\and show them the time of their life,\resulting in us scoring high in the rankings! response:	So, you're saying we should prioritize customers?
context: It's logical to assume that there are\mystery guests working for magazines staying at Kissuiso!\There is no time like the present!\Let this chance go and there won't be a next time!\We'll find out who the mystery guest is\and show them the time of their life,\resulting in us scoring high in the rankings!\So, you're saying we should prioritize customers? response:	Of course. Why not?
context: mystery guests working for magazines staying at Kissuiso!\There is no time like the present!\Let this chance go and there won't be a next time!\We'll find out who the mystery guest is\and show them the time of their life,\resulting in us scoring high in the rankings!\So, you're saying we should prioritize customers?\Of course. Why not? response:	B-But what about the other customers?
context: There is no time like the present!\Let this chance go and there won't be a next time!\We'll find out who the mystery guest is\and show them the time of their life,\resulting in us scoring high in the rankings!\So, you're saying we should prioritize customers?\Of course. Why not?\B-But what about the other customers? response:	Oh, well...
context: Let this chance go and there won't be a next time!\We'll find out who the mystery guest is\and show them the time of their life,\resulting in us scoring high in the rankings!\So, you're saying we should prioritize customers?\Of course. Why not?\B-But what about the other customers?\Oh, well... response:	We'll be giving the other customers the
context: We'll find out who the mystery guest is\and show them the time of their life,\resulting in us scoring high in the rankings!\So, you're saying we should prioritize customers?\Of course. Why not?\B-But what about the other customers?\Oh, well...\We'll be giving the other customers the response:	same kind of service we've always given them.
context: and show them the time of their life,\resulting in us scoring high in the rankings!\So, you're saying we should prioritize customers?\Of course. Why not?\B-But what about the other customers?\Oh, well...\We'll be giving the other customers the\same kind of service we've always given them. response:	We're just going to be giving
context: resulting in us scoring high in the rankings!\So, you're saying we should prioritize customers?\Of course. Why not?\B-But what about the other customers?\Oh, well...\We'll be giving the other customers the\same kind of service we've always given them.\We're just going to be giving response:	the mystery guests better service.
context: So, you're saying we should prioritize customers?\Of course. Why not?\B-But what about the other customers?\Oh, well...\We'll be giving the other customers the\same kind of service we've always given them.\We're just going to be giving\the mystery guests better service. response:	Is there an issue here?
context: Of course. Why not?\B-But what about the other customers?\Oh, well...\We'll be giving the other customers the\same kind of service we've always given them.\We're just going to be giving\the mystery guests better service.\Is there an issue here? response:	Professionals always prioritize their work.
context: B-But what about the other customers?\Oh, well...\We'll be giving the other customers the\same kind of service we've always given them.\We're just going to be giving\the mystery guests better service.\Is there an issue here?\Professionals always prioritize their work. response:	Only amateurs let emotions get in the way.
context: Oh, well...\We'll be giving the other customers the\same kind of service we've always given them.\We're just going to be giving\the mystery guests better service.\Is there an issue here?\Professionals always prioritize their work.\Only amateurs let emotions get in the way. response:	It's our only chance to revive Kissuiso, Ohana!
context: We'll be giving the other customers the\same kind of service we've always given them.\We're just going to be giving\the mystery guests better service.\Is there an issue here?\Professionals always prioritize their work.\Only amateurs let emotions get in the way.\It's our only chance to revive Kissuiso, Ohana! response:	But Madam Manager wouldn't...
context: same kind of service we've always given them.\We're just going to be giving\the mystery guests better service.\Is there an issue here?\Professionals always prioritize their work.\Only amateurs let emotions get in the way.\It's our only chance to revive Kissuiso, Ohana!\But Madam Manager wouldn't... response:	We've got no time to lose!
context: We're just going to be giving\the mystery guests better service.\Is there an issue here?\Professionals always prioritize their work.\Only amateurs let emotions get in the way.\It's our only chance to revive Kissuiso, Ohana!\But Madam Manager wouldn't...\We've got no time to lose! response:	You're all going to follow my plan.
context: the mystery guests better service.\Is there an issue here?\Professionals always prioritize their work.\Only amateurs let emotions get in the way.\It's our only chance to revive Kissuiso, Ohana!\But Madam Manager wouldn't...\We've got no time to lose!\You're all going to follow my plan. response:	Roger!
context: Is there an issue here?\Professionals always prioritize their work.\Only amateurs let emotions get in the way.\It's our only chance to revive Kissuiso, Ohana!\But Madam Manager wouldn't...\We've got no time to lose!\You're all going to follow my plan.\Roger! response:	Sure, whatever.
context: Professionals always prioritize their work.\Only amateurs let emotions get in the way.\It's our only chance to revive Kissuiso, Ohana!\But Madam Manager wouldn't...\We've got no time to lose!\You're all going to follow my plan.\Roger!\Sure, whatever. response:	I'll need you to get ready as well, Mr. Jiro.
context: Only amateurs let emotions get in the way.\It's our only chance to revive Kissuiso, Ohana!\But Madam Manager wouldn't...\We've got no time to lose!\You're all going to follow my plan.\Roger!\Sure, whatever.\I'll need you to get ready as well, Mr. Jiro. response:	You've got it!
context: It's our only chance to revive Kissuiso, Ohana!\But Madam Manager wouldn't...\We've got no time to lose!\You're all going to follow my plan.\Roger!\Sure, whatever.\I'll need you to get ready as well, Mr. Jiro.\You've got it! response:	Hey you, can you take me to the kitchen?
context: But Madam Manager wouldn't...\We've got no time to lose!\You're all going to follow my plan.\Roger!\Sure, whatever.\I'll need you to get ready as well, Mr. Jiro.\You've got it!\Hey you, can you take me to the kitchen? response:	What?
context: We've got no time to lose!\You're all going to follow my plan.\Roger!\Sure, whatever.\I'll need you to get ready as well, Mr. Jiro.\You've got it!\Hey you, can you take me to the kitchen?\What? response:	Dinner is the key?
context: You're all going to follow my plan.\Roger!\Sure, whatever.\I'll need you to get ready as well, Mr. Jiro.\You've got it!\Hey you, can you take me to the kitchen?\What?\Dinner is the key? response:	What do you mean?
context: Roger!\Sure, whatever.\I'll need you to get ready as well, Mr. Jiro.\You've got it!\Hey you, can you take me to the kitchen?\What?\Dinner is the key?\What do you mean? response:	Don't tell me you're telling us to give
context: Sure, whatever.\I'll need you to get ready as well, Mr. Jiro.\You've got it!\Hey you, can you take me to the kitchen?\What?\Dinner is the key?\What do you mean?\Don't tell me you're telling us to give response:	the potential mystery guests a better meal?
context: I'll need you to get ready as well, Mr. Jiro.\You've got it!\Hey you, can you take me to the kitchen?\What?\Dinner is the key?\What do you mean?\Don't tell me you're telling us to give\the potential mystery guests a better meal? response:	That's right.
context: You've got it!\Hey you, can you take me to the kitchen?\What?\Dinner is the key?\What do you mean?\Don't tell me you're telling us to give\the potential mystery guests a better meal?\That's right. response:	It starts with a meal and ends with a meal.
