context: Passing Time response:	Let's see, 135 over 80.
context: Okay.\Well, it's easier to sleep if it's dark, so I'll close the door.\Okay.\Call me if you need anything.\I'll be right next door.\Okay.\And by the morning of the exam,\her fever had dropped considerably, to just over 37 degrees. response:	Hina! Kiriyama has come to pick you up!
context: Well, it's easier to sleep if it's dark, so I'll close the door.\Okay.\Call me if you need anything.\I'll be right next door.\Okay.\And by the morning of the exam,\her fever had dropped considerably, to just over 37 degrees.\Hina! Kiriyama has come to pick you up! response:	What, Rei?
context: Okay.\Call me if you need anything.\I'll be right next door.\Okay.\And by the morning of the exam,\her fever had dropped considerably, to just over 37 degrees.\Hina! Kiriyama has come to pick you up!\What, Rei? response:	You didn't have to go to the trouble. I'll be okay!
context: Call me if you need anything.\I'll be right next door.\Okay.\And by the morning of the exam,\her fever had dropped considerably, to just over 37 degrees.\Hina! Kiriyama has come to pick you up!\What, Rei?\You didn't have to go to the trouble. I'll be okay! response:	Well, it's my day off anyway.
context: I'll be right next door.\Okay.\And by the morning of the exam,\her fever had dropped considerably, to just over 37 degrees.\Hina! Kiriyama has come to pick you up!\What, Rei?\You didn't have to go to the trouble. I'll be okay!\Well, it's my day off anyway. response:	From school?
context: Okay.\And by the morning of the exam,\her fever had dropped considerably, to just over 37 degrees.\Hina! Kiriyama has come to pick you up!\What, Rei?\You didn't have to go to the trouble. I'll be okay!\Well, it's my day off anyway.\From school? response:	Well, you and the other exam-takers will be there, so we don't have class today.
context: And by the morning of the exam,\her fever had dropped considerably, to just over 37 degrees.\Hina! Kiriyama has come to pick you up!\What, Rei?\You didn't have to go to the trouble. I'll be okay!\Well, it's my day off anyway.\From school?\Well, you and the other exam-takers will be there, so we don't have class today. response:	Oh, that's right.
context: her fever had dropped considerably, to just over 37 degrees.\Hina! Kiriyama has come to pick you up!\What, Rei?\You didn't have to go to the trouble. I'll be okay!\Well, it's my day off anyway.\From school?\Well, you and the other exam-takers will be there, so we don't have class today.\Oh, that's right. response:	Hina, good luck!
context: Hina! Kiriyama has come to pick you up!\What, Rei?\You didn't have to go to the trouble. I'll be okay!\Well, it's my day off anyway.\From school?\Well, you and the other exam-takers will be there, so we don't have class today.\Oh, that's right.\Hina, good luck! response:	See you later!
context: What, Rei?\You didn't have to go to the trouble. I'll be okay!\Well, it's my day off anyway.\From school?\Well, you and the other exam-takers will be there, so we don't have class today.\Oh, that's right.\Hina, good luck!\See you later! response:	Be careful of the snow. Don't fail
context: You didn't have to go to the trouble. I'll be okay!\Well, it's my day off anyway.\From school?\Well, you and the other exam-takers will be there, so we don't have class today.\Oh, that's right.\Hina, good luck!\See you later!\Be careful of the snow. Don't fail response:	EEK
context: Well, it's my day off anyway.\From school?\Well, you and the other exam-takers will be there, so we don't have class today.\Oh, that's right.\Hina, good luck!\See you later!\Be careful of the snow. Don't fail\EEK response:	I-I mean, don't trip.
context: From school?\Well, you and the other exam-takers will be there, so we don't have class today.\Oh, that's right.\Hina, good luck!\See you later!\Be careful of the snow. Don't fail\EEK\I-I mean, don't trip. response:	Right! See you later!
context: Well, you and the other exam-takers will be there, so we don't have class today.\Oh, that's right.\Hina, good luck!\See you later!\Be careful of the snow. Don't fail\EEK\I-I mean, don't trip.\Right! See you later! response:	During the time I had the fever,
context: Oh, that's right.\Hina, good luck!\See you later!\Be careful of the snow. Don't fail\EEK\I-I mean, don't trip.\Right! See you later!\During the time I had the fever, response:	I kept thinking about all the people I had lost...
context: Hina, good luck!\See you later!\Be careful of the snow. Don't fail\EEK\I-I mean, don't trip.\Right! See you later!\During the time I had the fever,\I kept thinking about all the people I had lost... response:	and the tears wouldn't stop.
context: See you later!\Be careful of the snow. Don't fail\EEK\I-I mean, don't trip.\Right! See you later!\During the time I had the fever,\I kept thinking about all the people I had lost...\and the tears wouldn't stop. response:	I'll hold your bag.
context: Be careful of the snow. Don't fail\EEK\I-I mean, don't trip.\Right! See you later!\During the time I had the fever,\I kept thinking about all the people I had lost...\and the tears wouldn't stop.\I'll hold your bag. response:	That's okay. I've got it.
context: EEK\I-I mean, don't trip.\Right! See you later!\During the time I had the fever,\I kept thinking about all the people I had lost...\and the tears wouldn't stop.\I'll hold your bag.\That's okay. I've got it. response:	The sidewalk's iced up, so it could be dangerous. Here.
context: I-I mean, don't trip.\Right! See you later!\During the time I had the fever,\I kept thinking about all the people I had lost...\and the tears wouldn't stop.\I'll hold your bag.\That's okay. I've got it.\The sidewalk's iced up, so it could be dangerous. Here. response:	Thanks.
context: Right! See you later!\During the time I had the fever,\I kept thinking about all the people I had lost...\and the tears wouldn't stop.\I'll hold your bag.\That's okay. I've got it.\The sidewalk's iced up, so it could be dangerous. Here.\Thanks. response:	Kiriyama, you're kind of like a mother.
context: During the time I had the fever,\I kept thinking about all the people I had lost...\and the tears wouldn't stop.\I'll hold your bag.\That's okay. I've got it.\The sidewalk's iced up, so it could be dangerous. Here.\Thanks.\Kiriyama, you're kind of like a mother. response:	What?
context: I kept thinking about all the people I had lost...\and the tears wouldn't stop.\I'll hold your bag.\That's okay. I've got it.\The sidewalk's iced up, so it could be dangerous. Here.\Thanks.\Kiriyama, you're kind of like a mother.\What? response:	I feel like someone told me that before.
context: and the tears wouldn't stop.\I'll hold your bag.\That's okay. I've got it.\The sidewalk's iced up, so it could be dangerous. Here.\Thanks.\Kiriyama, you're kind of like a mother.\What?\I feel like someone told me that before. response:	But...
context: I'll hold your bag.\That's okay. I've got it.\The sidewalk's iced up, so it could be dangerous. Here.\Thanks.\Kiriyama, you're kind of like a mother.\What?\I feel like someone told me that before.\But... response:	But that's right. Rei suddenly appeared before me.
context: That's okay. I've got it.\The sidewalk's iced up, so it could be dangerous. Here.\Thanks.\Kiriyama, you're kind of like a mother.\What?\I feel like someone told me that before.\But...\But that's right. Rei suddenly appeared before me. response:	Mom, Grandma, please watch over Hina.
context: The sidewalk's iced up, so it could be dangerous. Here.\Thanks.\Kiriyama, you're kind of like a mother.\What?\I feel like someone told me that before.\But...\But that's right. Rei suddenly appeared before me.\Mom, Grandma, please watch over Hina. response:	CRESCENT MOON
context: Thanks.\Kiriyama, you're kind of like a mother.\What?\I feel like someone told me that before.\But...\But that's right. Rei suddenly appeared before me.\Mom, Grandma, please watch over Hina.\CRESCENT MOON response:	Good luck, Hina.
context: Kiriyama, you're kind of like a mother.\What?\I feel like someone told me that before.\But...\But that's right. Rei suddenly appeared before me.\Mom, Grandma, please watch over Hina.\CRESCENT MOON\Good luck, Hina. response:	Hina! Are you all right?!
context: What?\I feel like someone told me that before.\But...\But that's right. Rei suddenly appeared before me.\Mom, Grandma, please watch over Hina.\CRESCENT MOON\Good luck, Hina.\Hina! Are you all right?! response:	You fell
context: I feel like someone told me that before.\But...\But that's right. Rei suddenly appeared before me.\Mom, Grandma, please watch over Hina.\CRESCENT MOON\Good luck, Hina.\Hina! Are you all right?!\You fell response:	No, um, I mean...
context: But...\But that's right. Rei suddenly appeared before me.\Mom, Grandma, please watch over Hina.\CRESCENT MOON\Good luck, Hina.\Hina! Are you all right?!\You fell\No, um, I mean... response:	I'm fine! I-I just tripped!
context: But that's right. Rei suddenly appeared before me.\Mom, Grandma, please watch over Hina.\CRESCENT MOON\Good luck, Hina.\Hina! Are you all right?!\You fell\No, um, I mean...\I'm fine! I-I just tripped! response:	That's right.
context: Mom, Grandma, please watch over Hina.\CRESCENT MOON\Good luck, Hina.\Hina! Are you all right?!\You fell\No, um, I mean...\I'm fine! I-I just tripped!\That's right. response:	Not everyone has gone far away.
context: CRESCENT MOON\Good luck, Hina.\Hina! Are you all right?!\You fell\No, um, I mean...\I'm fine! I-I just tripped!\That's right.\Not everyone has gone far away. response:	Not everyone has disappeared.
context: Good luck, Hina.\Hina! Are you all right?!\You fell\No, um, I mean...\I'm fine! I-I just tripped!\That's right.\Not everyone has gone far away.\Not everyone has disappeared. response:	I mustn't ever forget that.
context: Hina! Are you all right?!\You fell\No, um, I mean...\I'm fine! I-I just tripped!\That's right.\Not everyone has gone far away.\Not everyone has disappeared.\I mustn't ever forget that. response:	Passing Time
context: You fell\No, um, I mean...\I'm fine! I-I just tripped!\That's right.\Not everyone has gone far away.\Not everyone has disappeared.\I mustn't ever forget that.\Passing Time response:	Spring Comes
context: No, um, I mean...\I'm fine! I-I just tripped!\That's right.\Not everyone has gone far away.\Not everyone has disappeared.\I mustn't ever forget that.\Passing Time\Spring Comes response:	QUIVER QUIVER
context: I'm fine! I-I just tripped!\That's right.\Not everyone has gone far away.\Not everyone has disappeared.\I mustn't ever forget that.\Passing Time\Spring Comes\QUIVER QUIVER response:	Wow!
context: That's right.\Not everyone has gone far away.\Not everyone has disappeared.\I mustn't ever forget that.\Passing Time\Spring Comes\QUIVER QUIVER\Wow! response:	SIZZLE
context: Not everyone has gone far away.\Not everyone has disappeared.\I mustn't ever forget that.\Passing Time\Spring Comes\QUIVER QUIVER\Wow!\SIZZLE response:	PIPING HOT
context: Not everyone has disappeared.\I mustn't ever forget that.\Passing Time\Spring Comes\QUIVER QUIVER\Wow!\SIZZLE\PIPING HOT response:	Heap of Juicy Deep-Fried Chicken
context: I mustn't ever forget that.\Passing Time\Spring Comes\QUIVER QUIVER\Wow!\SIZZLE\PIPING HOT\Heap of Juicy Deep-Fried Chicken response:	Eggplant and Meat Gratin with Plenty of Cheese
context: Passing Time\Spring Comes\QUIVER QUIVER\Wow!\SIZZLE\PIPING HOT\Heap of Juicy Deep-Fried Chicken\Eggplant and Meat Gratin with Plenty of Cheese response:	Tuna and Soft Boiled Egg Macaroni Salad
context: Spring Comes\QUIVER QUIVER\Wow!\SIZZLE\PIPING HOT\Heap of Juicy Deep-Fried Chicken\Eggplant and Meat Gratin with Plenty of Cheese\Tuna and Soft Boiled Egg Macaroni Salad response:	Garlic Toast
context: QUIVER QUIVER\Wow!\SIZZLE\PIPING HOT\Heap of Juicy Deep-Fried Chicken\Eggplant and Meat Gratin with Plenty of Cheese\Tuna and Soft Boiled Egg Macaroni Salad\Garlic Toast response:	Mini Onigiri and Sweet Pickled Daikon Radish
context: Wow!\SIZZLE\PIPING HOT\Heap of Juicy Deep-Fried Chicken\Eggplant and Meat Gratin with Plenty of Cheese\Tuna and Soft Boiled Egg Macaroni Salad\Garlic Toast\Mini Onigiri and Sweet Pickled Daikon Radish response:	Hina, congratulations on passing!
context: SIZZLE\PIPING HOT\Heap of Juicy Deep-Fried Chicken\Eggplant and Meat Gratin with Plenty of Cheese\Tuna and Soft Boiled Egg Macaroni Salad\Garlic Toast\Mini Onigiri and Sweet Pickled Daikon Radish\Hina, congratulations on passing! response:	CELEBRATE
context: PIPING HOT\Heap of Juicy Deep-Fried Chicken\Eggplant and Meat Gratin with Plenty of Cheese\Tuna and Soft Boiled Egg Macaroni Salad\Garlic Toast\Mini Onigiri and Sweet Pickled Daikon Radish\Hina, congratulations on passing!\CELEBRATE response:	I-It's like a mountain of fried meat!
context: Heap of Juicy Deep-Fried Chicken\Eggplant and Meat Gratin with Plenty of Cheese\Tuna and Soft Boiled Egg Macaroni Salad\Garlic Toast\Mini Onigiri and Sweet Pickled Daikon Radish\Hina, congratulations on passing!\CELEBRATE\I-It's like a mountain of fried meat! response:	MOUNTAIN
context: Eggplant and Meat Gratin with Plenty of Cheese\Tuna and Soft Boiled Egg Macaroni Salad\Garlic Toast\Mini Onigiri and Sweet Pickled Daikon Radish\Hina, congratulations on passing!\CELEBRATE\I-It's like a mountain of fried meat!\MOUNTAIN response:	It's juicy!
context: Tuna and Soft Boiled Egg Macaroni Salad\Garlic Toast\Mini Onigiri and Sweet Pickled Daikon Radish\Hina, congratulations on passing!\CELEBRATE\I-It's like a mountain of fried meat!\MOUNTAIN\It's juicy! response:	HUFF HUFF
context: Garlic Toast\Mini Onigiri and Sweet Pickled Daikon Radish\Hina, congratulations on passing!\CELEBRATE\I-It's like a mountain of fried meat!\MOUNTAIN\It's juicy!\HUFF HUFF response:	Grabbing it with her hands
context: Mini Onigiri and Sweet Pickled Daikon Radish\Hina, congratulations on passing!\CELEBRATE\I-It's like a mountain of fried meat!\MOUNTAIN\It's juicy!\HUFF HUFF\Grabbing it with her hands response:	And the eggplant gratin!
context: Hina, congratulations on passing!\CELEBRATE\I-It's like a mountain of fried meat!\MOUNTAIN\It's juicy!\HUFF HUFF\Grabbing it with her hands\And the eggplant gratin! response:	I'm so happy! Look at all this cheese!
context: CELEBRATE\I-It's like a mountain of fried meat!\MOUNTAIN\It's juicy!\HUFF HUFF\Grabbing it with her hands\And the eggplant gratin!\I'm so happy! Look at all this cheese! response:	A huge pile of macaroni salad!
context: I-It's like a mountain of fried meat!\MOUNTAIN\It's juicy!\HUFF HUFF\Grabbing it with her hands\And the eggplant gratin!\I'm so happy! Look at all this cheese!\A huge pile of macaroni salad! response:	With lots of tuna and soft boiled eggs!
context: MOUNTAIN\It's juicy!\HUFF HUFF\Grabbing it with her hands\And the eggplant gratin!\I'm so happy! Look at all this cheese!\A huge pile of macaroni salad!\With lots of tuna and soft boiled eggs! response:	HUFF HUFF
context: It's juicy!\HUFF HUFF\Grabbing it with her hands\And the eggplant gratin!\I'm so happy! Look at all this cheese!\A huge pile of macaroni salad!\With lots of tuna and soft boiled eggs!\HUFF HUFF response:	What do you think? I made all your favorites, Hina.
context: HUFF HUFF\Grabbing it with her hands\And the eggplant gratin!\I'm so happy! Look at all this cheese!\A huge pile of macaroni salad!\With lots of tuna and soft boiled eggs!\HUFF HUFF\What do you think? I made all your favorites, Hina. response:	HOHOHO
context: Grabbing it with her hands\And the eggplant gratin!\I'm so happy! Look at all this cheese!\A huge pile of macaroni salad!\With lots of tuna and soft boiled eggs!\HUFF HUFF\What do you think? I made all your favorites, Hina.\HOHOHO response:	It's really delicious!
context: And the eggplant gratin!\I'm so happy! Look at all this cheese!\A huge pile of macaroni salad!\With lots of tuna and soft boiled eggs!\HUFF HUFF\What do you think? I made all your favorites, Hina.\HOHOHO\It's really delicious! response:	All right, everyone, fill up!
context: I'm so happy! Look at all this cheese!\A huge pile of macaroni salad!\With lots of tuna and soft boiled eggs!\HUFF HUFF\What do you think? I made all your favorites, Hina.\HOHOHO\It's really delicious!\All right, everyone, fill up! response:	For tonight, fried foods are the beverages.
context: A huge pile of macaroni salad!\With lots of tuna and soft boiled eggs!\HUFF HUFF\What do you think? I made all your favorites, Hina.\HOHOHO\It's really delicious!\All right, everyone, fill up!\For tonight, fried foods are the beverages. response:	Since we're celebrating, I got carried away and deep-fried two kilograms of chicken.
context: With lots of tuna and soft boiled eggs!\HUFF HUFF\What do you think? I made all your favorites, Hina.\HOHOHO\It's really delicious!\All right, everyone, fill up!\For tonight, fried foods are the beverages.\Since we're celebrating, I got carried away and deep-fried two kilograms of chicken. response:	T-Two kilos?! As beverages?
context: HUFF HUFF\What do you think? I made all your favorites, Hina.\HOHOHO\It's really delicious!\All right, everyone, fill up!\For tonight, fried foods are the beverages.\Since we're celebrating, I got carried away and deep-fried two kilograms of chicken.\T-Two kilos?! As beverages? response:	Akari, wait...
context: What do you think? I made all your favorites, Hina.\HOHOHO\It's really delicious!\All right, everyone, fill up!\For tonight, fried foods are the beverages.\Since we're celebrating, I got carried away and deep-fried two kilograms of chicken.\T-Two kilos?! As beverages?\Akari, wait... response:	Hina, congratulations!
context: HOHOHO\It's really delicious!\All right, everyone, fill up!\For tonight, fried foods are the beverages.\Since we're celebrating, I got carried away and deep-fried two kilograms of chicken.\T-Two kilos?! As beverages?\Akari, wait...\Hina, congratulations! response:	Thank you, Momo!
context: It's really delicious!\All right, everyone, fill up!\For tonight, fried foods are the beverages.\Since we're celebrating, I got carried away and deep-fried two kilograms of chicken.\T-Two kilos?! As beverages?\Akari, wait...\Hina, congratulations!\Thank you, Momo! response:	I'm moving up too, to senior year of preschool!
context: All right, everyone, fill up!\For tonight, fried foods are the beverages.\Since we're celebrating, I got carried away and deep-fried two kilograms of chicken.\T-Two kilos?! As beverages?\Akari, wait...\Hina, congratulations!\Thank you, Momo!\I'm moving up too, to senior year of preschool! response:	Really, now...
context: For tonight, fried foods are the beverages.\Since we're celebrating, I got carried away and deep-fried two kilograms of chicken.\T-Two kilos?! As beverages?\Akari, wait...\Hina, congratulations!\Thank you, Momo!\I'm moving up too, to senior year of preschool!\Really, now... response:	My little Hina is becoming a high school student.
context: Since we're celebrating, I got carried away and deep-fried two kilograms of chicken.\T-Two kilos?! As beverages?\Akari, wait...\Hina, congratulations!\Thank you, Momo!\I'm moving up too, to senior year of preschool!\Really, now...\My little Hina is becoming a high school student. response:	Time sure flies.
context: T-Two kilos?! As beverages?\Akari, wait...\Hina, congratulations!\Thank you, Momo!\I'm moving up too, to senior year of preschool!\Really, now...\My little Hina is becoming a high school student.\Time sure flies. response:	I'm getting old.
context: Akari, wait...\Hina, congratulations!\Thank you, Momo!\I'm moving up too, to senior year of preschool!\Really, now...\My little Hina is becoming a high school student.\Time sure flies.\I'm getting old. response:	No, Akari, knock it off! No mom-speak.
context: Hina, congratulations!\Thank you, Momo!\I'm moving up too, to senior year of preschool!\Really, now...\My little Hina is becoming a high school student.\Time sure flies.\I'm getting old.\No, Akari, knock it off! No mom-speak. response:	You're still only 23!
context: Thank you, Momo!\I'm moving up too, to senior year of preschool!\Really, now...\My little Hina is becoming a high school student.\Time sure flies.\I'm getting old.\No, Akari, knock it off! No mom-speak.\You're still only 23! response:	But it's really all thanks to Rei.
context: I'm moving up too, to senior year of preschool!\Really, now...\My little Hina is becoming a high school student.\Time sure flies.\I'm getting old.\No, Akari, knock it off! No mom-speak.\You're still only 23!\But it's really all thanks to Rei. response:	Because you helped me with math, I was able to solve a lot of mysteries!
context: Really, now...\My little Hina is becoming a high school student.\Time sure flies.\I'm getting old.\No, Akari, knock it off! No mom-speak.\You're still only 23!\But it's really all thanks to Rei.\Because you helped me with math, I was able to solve a lot of mysteries! response:	Like proof problems!
context: My little Hina is becoming a high school student.\Time sure flies.\I'm getting old.\No, Akari, knock it off! No mom-speak.\You're still only 23!\But it's really all thanks to Rei.\Because you helped me with math, I was able to solve a lot of mysteries!\Like proof problems! response:	True, your average math score has gone up 30 points since Rei started tutoring you.
context: Time sure flies.\I'm getting old.\No, Akari, knock it off! No mom-speak.\You're still only 23!\But it's really all thanks to Rei.\Because you helped me with math, I was able to solve a lot of mysteries!\Like proof problems!\True, your average math score has gone up 30 points since Rei started tutoring you. response:	Even though you really didn't like math!
context: I'm getting old.\No, Akari, knock it off! No mom-speak.\You're still only 23!\But it's really all thanks to Rei.\Because you helped me with math, I was able to solve a lot of mysteries!\Like proof problems!\True, your average math score has gone up 30 points since Rei started tutoring you.\Even though you really didn't like math! response:	Whoa, that's impressive, kid!
context: No, Akari, knock it off! No mom-speak.\You're still only 23!\But it's really all thanks to Rei.\Because you helped me with math, I was able to solve a lot of mysteries!\Like proof problems!\True, your average math score has gone up 30 points since Rei started tutoring you.\Even though you really didn't like math!\Whoa, that's impressive, kid! response:	I guess professional shogi players are smart cookies.
context: You're still only 23!\But it's really all thanks to Rei.\Because you helped me with math, I was able to solve a lot of mysteries!\Like proof problems!\True, your average math score has gone up 30 points since Rei started tutoring you.\Even though you really didn't like math!\Whoa, that's impressive, kid!\I guess professional shogi players are smart cookies. response:	Thank you so much. Can I call you Rei too?
context: But it's really all thanks to Rei.\Because you helped me with math, I was able to solve a lot of mysteries!\Like proof problems!\True, your average math score has gone up 30 points since Rei started tutoring you.\Even though you really didn't like math!\Whoa, that's impressive, kid!\I guess professional shogi players are smart cookies.\Thank you so much. Can I call you Rei too? response:	Eat some more.
context: Because you helped me with math, I was able to solve a lot of mysteries!\Like proof problems!\True, your average math score has gone up 30 points since Rei started tutoring you.\Even though you really didn't like math!\Whoa, that's impressive, kid!\I guess professional shogi players are smart cookies.\Thank you so much. Can I call you Rei too?\Eat some more. response:	Keep eating!
context: Like proof problems!\True, your average math score has gone up 30 points since Rei started tutoring you.\Even though you really didn't like math!\Whoa, that's impressive, kid!\I guess professional shogi players are smart cookies.\Thank you so much. Can I call you Rei too?\Eat some more.\Keep eating! response:	Uh, th-thank you.
context: True, your average math score has gone up 30 points since Rei started tutoring you.\Even though you really didn't like math!\Whoa, that's impressive, kid!\I guess professional shogi players are smart cookies.\Thank you so much. Can I call you Rei too?\Eat some more.\Keep eating!\Uh, th-thank you. response:	HEAP
context: Even though you really didn't like math!\Whoa, that's impressive, kid!\I guess professional shogi players are smart cookies.\Thank you so much. Can I call you Rei too?\Eat some more.\Keep eating!\Uh, th-thank you.\HEAP response:	The Night Before the Exam (Flash Back)
context: Whoa, that's impressive, kid!\I guess professional shogi players are smart cookies.\Thank you so much. Can I call you Rei too?\Eat some more.\Keep eating!\Uh, th-thank you.\HEAP\The Night Before the Exam (Flash Back) response:	EHH!?
context: I guess professional shogi players are smart cookies.\Thank you so much. Can I call you Rei too?\Eat some more.\Keep eating!\Uh, th-thank you.\HEAP\The Night Before the Exam (Flash Back)\EHH!? response:	RATTLE
context: Thank you so much. Can I call you Rei too?\Eat some more.\Keep eating!\Uh, th-thank you.\HEAP\The Night Before the Exam (Flash Back)\EHH!?\RATTLE response:	Y-You left the two of them alone in the house?
context: Eat some more.\Keep eating!\Uh, th-thank you.\HEAP\The Night Before the Exam (Flash Back)\EHH!?\RATTLE\Y-You left the two of them alone in the house? response:	Kiriyama is that boy who's always over, right? How old is he now?
context: Keep eating!\Uh, th-thank you.\HEAP\The Night Before the Exam (Flash Back)\EHH!?\RATTLE\Y-You left the two of them alone in the house?\Kiriyama is that boy who's always over, right? How old is he now? response:	A second-year?
context: Uh, th-thank you.\HEAP\The Night Before the Exam (Flash Back)\EHH!?\RATTLE\Y-You left the two of them alone in the house?\Kiriyama is that boy who's always over, right? How old is he now?\A second-year? response:	You left a third-year middle schooler and a second-year high schooler home alone this late?
context: HEAP\The Night Before the Exam (Flash Back)\EHH!?\RATTLE\Y-You left the two of them alone in the house?\Kiriyama is that boy who's always over, right? How old is he now?\A second-year?\You left a third-year middle schooler and a second-year high schooler home alone this late? response:	Wh-What will you do if something happens?
context: The Night Before the Exam (Flash Back)\EHH!?\RATTLE\Y-You left the two of them alone in the house?\Kiriyama is that boy who's always over, right? How old is he now?\A second-year?\You left a third-year middle schooler and a second-year high schooler home alone this late?\Wh-What will you do if something happens? response:	If they make a mistake, it'll be too late!
context: EHH!?\RATTLE\Y-You left the two of them alone in the house?\Kiriyama is that boy who's always over, right? How old is he now?\A second-year?\You left a third-year middle schooler and a second-year high schooler home alone this late?\Wh-What will you do if something happens?\If they make a mistake, it'll be too late! response:	You need to go home right now!
context: RATTLE\Y-You left the two of them alone in the house?\Kiriyama is that boy who's always over, right? How old is he now?\A second-year?\You left a third-year middle schooler and a second-year high schooler home alone this late?\Wh-What will you do if something happens?\If they make a mistake, it'll be too late!\You need to go home right now! response:	Wh-What'll we do if something happens to Hina?
context: Y-You left the two of them alone in the house?\Kiriyama is that boy who's always over, right? How old is he now?\A second-year?\You left a third-year middle schooler and a second-year high schooler home alone this late?\Wh-What will you do if something happens?\If they make a mistake, it'll be too late!\You need to go home right now!\Wh-What'll we do if something happens to Hina? response:	Calm down, it's all right, Aunt. There's nothing to worry about.
context: Kiriyama is that boy who's always over, right? How old is he now?\A second-year?\You left a third-year middle schooler and a second-year high schooler home alone this late?\Wh-What will you do if something happens?\If they make a mistake, it'll be too late!\You need to go home right now!\Wh-What'll we do if something happens to Hina?\Calm down, it's all right, Aunt. There's nothing to worry about. response:	It's all right?!
context: A second-year?\You left a third-year middle schooler and a second-year high schooler home alone this late?\Wh-What will you do if something happens?\If they make a mistake, it'll be too late!\You need to go home right now!\Wh-What'll we do if something happens to Hina?\Calm down, it's all right, Aunt. There's nothing to worry about.\It's all right?! response:	How can you be so blase?
context: You left a third-year middle schooler and a second-year high schooler home alone this late?\Wh-What will you do if something happens?\If they make a mistake, it'll be too late!\You need to go home right now!\Wh-What'll we do if something happens to Hina?\Calm down, it's all right, Aunt. There's nothing to worry about.\It's all right?!\How can you be so blase? response:	Well...
context: Wh-What will you do if something happens?\If they make a mistake, it'll be too late!\You need to go home right now!\Wh-What'll we do if something happens to Hina?\Calm down, it's all right, Aunt. There's nothing to worry about.\It's all right?!\How can you be so blase?\Well... response:	We're talking about Kiriyama.
context: If they make a mistake, it'll be too late!\You need to go home right now!\Wh-What'll we do if something happens to Hina?\Calm down, it's all right, Aunt. There's nothing to worry about.\It's all right?!\How can you be so blase?\Well...\We're talking about Kiriyama. response:	The Next Day From There (Flashback 2)
context: You need to go home right now!\Wh-What'll we do if something happens to Hina?\Calm down, it's all right, Aunt. There's nothing to worry about.\It's all right?!\How can you be so blase?\Well...\We're talking about Kiriyama.\The Next Day From There (Flashback 2) response:	CRESCENT MOON
context: Wh-What'll we do if something happens to Hina?\Calm down, it's all right, Aunt. There's nothing to worry about.\It's all right?!\How can you be so blase?\Well...\We're talking about Kiriyama.\The Next Day From There (Flashback 2)\CRESCENT MOON response:	Hey, Dad, are you okay with this?
context: Calm down, it's all right, Aunt. There's nothing to worry about.\It's all right?!\How can you be so blase?\Well...\We're talking about Kiriyama.\The Next Day From There (Flashback 2)\CRESCENT MOON\Hey, Dad, are you okay with this? response:	No matter how well-behaved he is or that he's helping her study,
context: It's all right?!\How can you be so blase?\Well...\We're talking about Kiriyama.\The Next Day From There (Flashback 2)\CRESCENT MOON\Hey, Dad, are you okay with this?\No matter how well-behaved he is or that he's helping her study, response:	I can't believe you're letting a young animal have the run of an all-female house.
context: How can you be so blase?\Well...\We're talking about Kiriyama.\The Next Day From There (Flashback 2)\CRESCENT MOON\Hey, Dad, are you okay with this?\No matter how well-behaved he is or that he's helping her study,\I can't believe you're letting a young animal have the run of an all-female house. response:	What's this, all of a sudden?
context: Well...\We're talking about Kiriyama.\The Next Day From There (Flashback 2)\CRESCENT MOON\Hey, Dad, are you okay with this?\No matter how well-behaved he is or that he's helping her study,\I can't believe you're letting a young animal have the run of an all-female house.\What's this, all of a sudden? response:	What'll we do if something happens to Hina?
context: We're talking about Kiriyama.\The Next Day From There (Flashback 2)\CRESCENT MOON\Hey, Dad, are you okay with this?\No matter how well-behaved he is or that he's helping her study,\I can't believe you're letting a young animal have the run of an all-female house.\What's this, all of a sudden?\What'll we do if something happens to Hina? response:	It's fine.
context: The Next Day From There (Flashback 2)\CRESCENT MOON\Hey, Dad, are you okay with this?\No matter how well-behaved he is or that he's helping her study,\I can't believe you're letting a young animal have the run of an all-female house.\What's this, all of a sudden?\What'll we do if something happens to Hina?\It's fine. response:	After all, we're talking about the kid!
context: CRESCENT MOON\Hey, Dad, are you okay with this?\No matter how well-behaved he is or that he's helping her study,\I can't believe you're letting a young animal have the run of an all-female house.\What's this, all of a sudden?\What'll we do if something happens to Hina?\It's fine.\After all, we're talking about the kid! response:	Nothing, nothing's going to happen.
context: Hey, Dad, are you okay with this?\No matter how well-behaved he is or that he's helping her study,\I can't believe you're letting a young animal have the run of an all-female house.\What's this, all of a sudden?\What'll we do if something happens to Hina?\It's fine.\After all, we're talking about the kid!\Nothing, nothing's going to happen. response:	Not only Akari, but Dad too!
context: No matter how well-behaved he is or that he's helping her study,\I can't believe you're letting a young animal have the run of an all-female house.\What's this, all of a sudden?\What'll we do if something happens to Hina?\It's fine.\After all, we're talking about the kid!\Nothing, nothing's going to happen.\Not only Akari, but Dad too! response:	They fully trust a second-year high school boy?
context: I can't believe you're letting a young animal have the run of an all-female house.\What's this, all of a sudden?\What'll we do if something happens to Hina?\It's fine.\After all, we're talking about the kid!\Nothing, nothing's going to happen.\Not only Akari, but Dad too!\They fully trust a second-year high school boy? response:	Does he really such a safety piece?
