context: Lucy-san! Are you awake?! response:	Which match is it right now?
context: Gotcha!\Cat punch! Cat punch! Punch!\There it is!\The first attack that's landed is by Mermaid Heel!\Great! You're cookin' with gas!\She's totally relaxed as she fights.\Maybe it's because she feels secure with Kagura behind her.\You ain't seen nothin' yet! response:	I train with Kagura-chan every day!
context: Cat punch! Cat punch! Punch!\There it is!\The first attack that's landed is by Mermaid Heel!\Great! You're cookin' with gas!\She's totally relaxed as she fights.\Maybe it's because she feels secure with Kagura behind her.\You ain't seen nothin' yet!\I train with Kagura-chan every day! response:	Secret weapon!
context: There it is!\The first attack that's landed is by Mermaid Heel!\Great! You're cookin' with gas!\She's totally relaxed as she fights.\Maybe it's because she feels secure with Kagura behind her.\You ain't seen nothin' yet!\I train with Kagura-chan every day!\Secret weapon! response:	Scratch attack!
context: The first attack that's landed is by Mermaid Heel!\Great! You're cookin' with gas!\She's totally relaxed as she fights.\Maybe it's because she feels secure with Kagura behind her.\You ain't seen nothin' yet!\I train with Kagura-chan every day!\Secret weapon!\Scratch attack! response:	What's wrong? You're not putting up any resistance!
context: Great! You're cookin' with gas!\She's totally relaxed as she fights.\Maybe it's because she feels secure with Kagura behind her.\You ain't seen nothin' yet!\I train with Kagura-chan every day!\Secret weapon!\Scratch attack!\What's wrong? You're not putting up any resistance! response:	This is a surprise!
context: She's totally relaxed as she fights.\Maybe it's because she feels secure with Kagura behind her.\You ain't seen nothin' yet!\I train with Kagura-chan every day!\Secret weapon!\Scratch attack!\What's wrong? You're not putting up any resistance!\This is a surprise! response:	Those two are the go-to wizards of Lamia Scale, but Millianna isn't giving an inch!
context: Maybe it's because she feels secure with Kagura behind her.\You ain't seen nothin' yet!\I train with Kagura-chan every day!\Secret weapon!\Scratch attack!\What's wrong? You're not putting up any resistance!\This is a surprise!\Those two are the go-to wizards of Lamia Scale, but Millianna isn't giving an inch! response:	It seems that both of her opponents are flummoxed
context: You ain't seen nothin' yet!\I train with Kagura-chan every day!\Secret weapon!\Scratch attack!\What's wrong? You're not putting up any resistance!\This is a surprise!\Those two are the go-to wizards of Lamia Scale, but Millianna isn't giving an inch!\It seems that both of her opponents are flummoxed response:	by her quick, cat-like moves.
context: I train with Kagura-chan every day!\Secret weapon!\Scratch attack!\What's wrong? You're not putting up any resistance!\This is a surprise!\Those two are the go-to wizards of Lamia Scale, but Millianna isn't giving an inch!\It seems that both of her opponents are flummoxed\by her quick, cat-like moves. response:	Ow... That girl is better than I thought...
context: Secret weapon!\Scratch attack!\What's wrong? You're not putting up any resistance!\This is a surprise!\Those two are the go-to wizards of Lamia Scale, but Millianna isn't giving an inch!\It seems that both of her opponents are flummoxed\by her quick, cat-like moves.\Ow... That girl is better than I thought... response:	If she weren't, it wouldn't be interesting!
context: Scratch attack!\What's wrong? You're not putting up any resistance!\This is a surprise!\Those two are the go-to wizards of Lamia Scale, but Millianna isn't giving an inch!\It seems that both of her opponents are flummoxed\by her quick, cat-like moves.\Ow... That girl is better than I thought...\If she weren't, it wouldn't be interesting! response:	Cat Binding Tube!
context: What's wrong? You're not putting up any resistance!\This is a surprise!\Those two are the go-to wizards of Lamia Scale, but Millianna isn't giving an inch!\It seems that both of her opponents are flummoxed\by her quick, cat-like moves.\Ow... That girl is better than I thought...\If she weren't, it wouldn't be interesting!\Cat Binding Tube! response:	But...
context: This is a surprise!\Those two are the go-to wizards of Lamia Scale, but Millianna isn't giving an inch!\It seems that both of her opponents are flummoxed\by her quick, cat-like moves.\Ow... That girl is better than I thought...\If she weren't, it wouldn't be interesting!\Cat Binding Tube!\But... response:	Huh. In that case, how's this?!
context: Those two are the go-to wizards of Lamia Scale, but Millianna isn't giving an inch!\It seems that both of her opponents are flummoxed\by her quick, cat-like moves.\Ow... That girl is better than I thought...\If she weren't, it wouldn't be interesting!\Cat Binding Tube!\But...\Huh. In that case, how's this?! response:	Cat Binding Tube!
context: It seems that both of her opponents are flummoxed\by her quick, cat-like moves.\Ow... That girl is better than I thought...\If she weren't, it wouldn't be interesting!\Cat Binding Tube!\But...\Huh. In that case, how's this?!\Cat Binding Tube! response:	Double! Triple! Uh...
context: by her quick, cat-like moves.\Ow... That girl is better than I thought...\If she weren't, it wouldn't be interesting!\Cat Binding Tube!\But...\Huh. In that case, how's this?!\Cat Binding Tube!\Double! Triple! Uh... response:	A lot!
context: Ow... That girl is better than I thought...\If she weren't, it wouldn't be interesting!\Cat Binding Tube!\But...\Huh. In that case, how's this?!\Cat Binding Tube!\Double! Triple! Uh...\A lot! response:	So you can produce several at once, huh?
context: If she weren't, it wouldn't be interesting!\Cat Binding Tube!\But...\Huh. In that case, how's this?!\Cat Binding Tube!\Double! Triple! Uh...\A lot!\So you can produce several at once, huh? response:	My techniques are evolving, too!
context: Cat Binding Tube!\But...\Huh. In that case, how's this?!\Cat Binding Tube!\Double! Triple! Uh...\A lot!\So you can produce several at once, huh?\My techniques are evolving, too! response:	Ice Make: Eagle!
context: But...\Huh. In that case, how's this?!\Cat Binding Tube!\Double! Triple! Uh...\A lot!\So you can produce several at once, huh?\My techniques are evolving, too!\Ice Make: Eagle! response:	She's doing it again!
context: Huh. In that case, how's this?!\Cat Binding Tube!\Double! Triple! Uh...\A lot!\So you can produce several at once, huh?\My techniques are evolving, too!\Ice Make: Eagle!\She's doing it again! response:	You're just wasting your energy!
context: Cat Binding Tube!\Double! Triple! Uh...\A lot!\So you can produce several at once, huh?\My techniques are evolving, too!\Ice Make: Eagle!\She's doing it again!\You're just wasting your energy! response:	Well? How about giving up?
context: Double! Triple! Uh...\A lot!\So you can produce several at once, huh?\My techniques are evolving, too!\Ice Make: Eagle!\She's doing it again!\You're just wasting your energy!\Well? How about giving up? response:	This is no good...
context: A lot!\So you can produce several at once, huh?\My techniques are evolving, too!\Ice Make: Eagle!\She's doing it again!\You're just wasting your energy!\Well? How about giving up?\This is no good... response:	At this rate, I won't be able to look cool in front of Juvia!
context: So you can produce several at once, huh?\My techniques are evolving, too!\Ice Make: Eagle!\She's doing it again!\You're just wasting your energy!\Well? How about giving up?\This is no good...\At this rate, I won't be able to look cool in front of Juvia! response:	Hey, you're still worried about that?
context: My techniques are evolving, too!\Ice Make: Eagle!\She's doing it again!\You're just wasting your energy!\Well? How about giving up?\This is no good...\At this rate, I won't be able to look cool in front of Juvia!\Hey, you're still worried about that? response:	But...
context: Ice Make: Eagle!\She's doing it again!\You're just wasting your energy!\Well? How about giving up?\This is no good...\At this rate, I won't be able to look cool in front of Juvia!\Hey, you're still worried about that?\But... response:	This is the only thing to do against a cat opponent!
context: She's doing it again!\You're just wasting your energy!\Well? How about giving up?\This is no good...\At this rate, I won't be able to look cool in front of Juvia!\Hey, you're still worried about that?\But...\This is the only thing to do against a cat opponent! response:	Ice Make: Mouse!
context: You're just wasting your energy!\Well? How about giving up?\This is no good...\At this rate, I won't be able to look cool in front of Juvia!\Hey, you're still worried about that?\But...\This is the only thing to do against a cat opponent!\Ice Make: Mouse! response:	A mouse! Whee!
context: Well? How about giving up?\This is no good...\At this rate, I won't be able to look cool in front of Juvia!\Hey, you're still worried about that?\But...\This is the only thing to do against a cat opponent!\Ice Make: Mouse!\A mouse! Whee! response:	Wait for me!
context: This is no good...\At this rate, I won't be able to look cool in front of Juvia!\Hey, you're still worried about that?\But...\This is the only thing to do against a cat opponent!\Ice Make: Mouse!\A mouse! Whee!\Wait for me! response:	Don't insult my intelligence!
context: At this rate, I won't be able to look cool in front of Juvia!\Hey, you're still worried about that?\But...\This is the only thing to do against a cat opponent!\Ice Make: Mouse!\A mouse! Whee!\Wait for me!\Don't insult my intelligence! response:	Next up is this!
context: Hey, you're still worried about that?\But...\This is the only thing to do against a cat opponent!\Ice Make: Mouse!\A mouse! Whee!\Wait for me!\Don't insult my intelligence!\Next up is this! response:	Blow, blizzard!
context: But...\This is the only thing to do against a cat opponent!\Ice Make: Mouse!\A mouse! Whee!\Wait for me!\Don't insult my intelligence!\Next up is this!\Blow, blizzard! response:	I-It's cold...
context: This is the only thing to do against a cat opponent!\Ice Make: Mouse!\A mouse! Whee!\Wait for me!\Don't insult my intelligence!\Next up is this!\Blow, blizzard!\I-It's cold... response:	Cats don't like winter...
context: Ice Make: Mouse!\A mouse! Whee!\Wait for me!\Don't insult my intelligence!\Next up is this!\Blow, blizzard!\I-It's cold...\Cats don't like winter... response:	A kotatsu!
context: A mouse! Whee!\Wait for me!\Don't insult my intelligence!\Next up is this!\Blow, blizzard!\I-It's cold...\Cats don't like winter...\A kotatsu! response:	Cats love kotatsus...
context: Wait for me!\Don't insult my intelligence!\Next up is this!\Blow, blizzard!\I-It's cold...\Cats don't like winter...\A kotatsu!\Cats love kotatsus... response:	It's comfy and warm...
context: Don't insult my intelligence!\Next up is this!\Blow, blizzard!\I-It's cold...\Cats don't like winter...\A kotatsu!\Cats love kotatsus...\It's comfy and warm... response:	Would you stop treating me like a cat?!
context: Next up is this!\Blow, blizzard!\I-It's cold...\Cats don't like winter...\A kotatsu!\Cats love kotatsus...\It's comfy and warm...\Would you stop treating me like a cat?! response:	I didn't think they'd trick Millianna with that kind of method!
context: Blow, blizzard!\I-It's cold...\Cats don't like winter...\A kotatsu!\Cats love kotatsus...\It's comfy and warm...\Would you stop treating me like a cat?!\I didn't think they'd trick Millianna with that kind of method! response:	That's Lyon of Lamia Scale for you. You can't be too cautious with him.
context: I-It's cold...\Cats don't like winter...\A kotatsu!\Cats love kotatsus...\It's comfy and warm...\Would you stop treating me like a cat?!\I didn't think they'd trick Millianna with that kind of method!\That's Lyon of Lamia Scale for you. You can't be too cautious with him. response:	Um... Are you guys really that impressed?
context: Cats don't like winter...\A kotatsu!\Cats love kotatsus...\It's comfy and warm...\Would you stop treating me like a cat?!\I didn't think they'd trick Millianna with that kind of method!\That's Lyon of Lamia Scale for you. You can't be too cautious with him.\Um... Are you guys really that impressed? response:	Did you see that, Juvia? My beautiful brain play!
context: A kotatsu!\Cats love kotatsus...\It's comfy and warm...\Would you stop treating me like a cat?!\I didn't think they'd trick Millianna with that kind of method!\That's Lyon of Lamia Scale for you. You can't be too cautious with him.\Um... Are you guys really that impressed?\Did you see that, Juvia? My beautiful brain play! response:	She's turned off...
context: Cats love kotatsus...\It's comfy and warm...\Would you stop treating me like a cat?!\I didn't think they'd trick Millianna with that kind of method!\That's Lyon of Lamia Scale for you. You can't be too cautious with him.\Um... Are you guys really that impressed?\Did you see that, Juvia? My beautiful brain play!\She's turned off... response:	Lyon Vastia...
context: It's comfy and warm...\Would you stop treating me like a cat?!\I didn't think they'd trick Millianna with that kind of method!\That's Lyon of Lamia Scale for you. You can't be too cautious with him.\Um... Are you guys really that impressed?\Did you see that, Juvia? My beautiful brain play!\She's turned off...\Lyon Vastia... response:	You haven't directly attacked Millianna yet.
context: Would you stop treating me like a cat?!\I didn't think they'd trick Millianna with that kind of method!\That's Lyon of Lamia Scale for you. You can't be too cautious with him.\Um... Are you guys really that impressed?\Did you see that, Juvia? My beautiful brain play!\She's turned off...\Lyon Vastia...\You haven't directly attacked Millianna yet. response:	Great! Great!
context: I didn't think they'd trick Millianna with that kind of method!\That's Lyon of Lamia Scale for you. You can't be too cautious with him.\Um... Are you guys really that impressed?\Did you see that, Juvia? My beautiful brain play!\She's turned off...\Lyon Vastia...\You haven't directly attacked Millianna yet.\Great! Great! response:	This is a tough battle for both Mermaid Heel and Lamia Scale!
context: That's Lyon of Lamia Scale for you. You can't be too cautious with him.\Um... Are you guys really that impressed?\Did you see that, Juvia? My beautiful brain play!\She's turned off...\Lyon Vastia...\You haven't directly attacked Millianna yet.\Great! Great!\This is a tough battle for both Mermaid Heel and Lamia Scale! response:	Kabo! Kabo! Kabo!
context: Um... Are you guys really that impressed?\Did you see that, Juvia? My beautiful brain play!\She's turned off...\Lyon Vastia...\You haven't directly attacked Millianna yet.\Great! Great!\This is a tough battle for both Mermaid Heel and Lamia Scale!\Kabo! Kabo! Kabo! response:	Hey! Lyon and Yuka, quit standing around!
context: Did you see that, Juvia? My beautiful brain play!\She's turned off...\Lyon Vastia...\You haven't directly attacked Millianna yet.\Great! Great!\This is a tough battle for both Mermaid Heel and Lamia Scale!\Kabo! Kabo! Kabo!\Hey! Lyon and Yuka, quit standing around! response:	If you don't win this right now, I'm gonna make you spin!
context: She's turned off...\Lyon Vastia...\You haven't directly attacked Millianna yet.\Great! Great!\This is a tough battle for both Mermaid Heel and Lamia Scale!\Kabo! Kabo! Kabo!\Hey! Lyon and Yuka, quit standing around!\If you don't win this right now, I'm gonna make you spin! response:	What happens if you get spun?
context: Lyon Vastia...\You haven't directly attacked Millianna yet.\Great! Great!\This is a tough battle for both Mermaid Heel and Lamia Scale!\Kabo! Kabo! Kabo!\Hey! Lyon and Yuka, quit standing around!\If you don't win this right now, I'm gonna make you spin!\What happens if you get spun? response:	I can't really describe it,
context: You haven't directly attacked Millianna yet.\Great! Great!\This is a tough battle for both Mermaid Heel and Lamia Scale!\Kabo! Kabo! Kabo!\Hey! Lyon and Yuka, quit standing around!\If you don't win this right now, I'm gonna make you spin!\What happens if you get spun?\I can't really describe it, response:	but anyway, it's really bad for sure!
context: Great! Great!\This is a tough battle for both Mermaid Heel and Lamia Scale!\Kabo! Kabo! Kabo!\Hey! Lyon and Yuka, quit standing around!\If you don't win this right now, I'm gonna make you spin!\What happens if you get spun?\I can't really describe it,\but anyway, it's really bad for sure! response:	Obaba's right.
context: This is a tough battle for both Mermaid Heel and Lamia Scale!\Kabo! Kabo! Kabo!\Hey! Lyon and Yuka, quit standing around!\If you don't win this right now, I'm gonna make you spin!\What happens if you get spun?\I can't really describe it,\but anyway, it's really bad for sure!\Obaba's right. response:	At this rate, we're gonna run out of the 30-minute time limit and it'll be a draw.
context: Kabo! Kabo! Kabo!\Hey! Lyon and Yuka, quit standing around!\If you don't win this right now, I'm gonna make you spin!\What happens if you get spun?\I can't really describe it,\but anyway, it's really bad for sure!\Obaba's right.\At this rate, we're gonna run out of the 30-minute time limit and it'll be a draw. response:	Then I have no choice.
context: Hey! Lyon and Yuka, quit standing around!\If you don't win this right now, I'm gonna make you spin!\What happens if you get spun?\I can't really describe it,\but anyway, it's really bad for sure!\Obaba's right.\At this rate, we're gonna run out of the 30-minute time limit and it'll be a draw.\Then I have no choice. response:	I intended to save Kagura for last, but...
context: If you don't win this right now, I'm gonna make you spin!\What happens if you get spun?\I can't really describe it,\but anyway, it's really bad for sure!\Obaba's right.\At this rate, we're gonna run out of the 30-minute time limit and it'll be a draw.\Then I have no choice.\I intended to save Kagura for last, but... response:	Ice Make: Snow Tiger!
context: What happens if you get spun?\I can't really describe it,\but anyway, it's really bad for sure!\Obaba's right.\At this rate, we're gonna run out of the 30-minute time limit and it'll be a draw.\Then I have no choice.\I intended to save Kagura for last, but...\Ice Make: Snow Tiger! response:	I love cats, but tigers are another thing!
context: I can't really describe it,\but anyway, it's really bad for sure!\Obaba's right.\At this rate, we're gonna run out of the 30-minute time limit and it'll be a draw.\Then I have no choice.\I intended to save Kagura for last, but...\Ice Make: Snow Tiger!\I love cats, but tigers are another thing! response:	Kagura-chan... I'm sorry...
context: but anyway, it's really bad for sure!\Obaba's right.\At this rate, we're gonna run out of the 30-minute time limit and it'll be a draw.\Then I have no choice.\I intended to save Kagura for last, but...\Ice Make: Snow Tiger!\I love cats, but tigers are another thing!\Kagura-chan... I'm sorry... response:	I suppose I have to participate after all...
context: Obaba's right.\At this rate, we're gonna run out of the 30-minute time limit and it'll be a draw.\Then I have no choice.\I intended to save Kagura for last, but...\Ice Make: Snow Tiger!\I love cats, but tigers are another thing!\Kagura-chan... I'm sorry...\I suppose I have to participate after all... response:	So you've finally decided to play, Kagura!
context: At this rate, we're gonna run out of the 30-minute time limit and it'll be a draw.\Then I have no choice.\I intended to save Kagura for last, but...\Ice Make: Snow Tiger!\I love cats, but tigers are another thing!\Kagura-chan... I'm sorry...\I suppose I have to participate after all...\So you've finally decided to play, Kagura! response:	I'll go first!
context: Then I have no choice.\I intended to save Kagura for last, but...\Ice Make: Snow Tiger!\I love cats, but tigers are another thing!\Kagura-chan... I'm sorry...\I suppose I have to participate after all...\So you've finally decided to play, Kagura!\I'll go first! response:	Wave!
context: I intended to save Kagura for last, but...\Ice Make: Snow Tiger!\I love cats, but tigers are another thing!\Kagura-chan... I'm sorry...\I suppose I have to participate after all...\So you've finally decided to play, Kagura!\I'll go first!\Wave! response:	An attack that nullifies your opponent's magic, eh?
context: Ice Make: Snow Tiger!\I love cats, but tigers are another thing!\Kagura-chan... I'm sorry...\I suppose I have to participate after all...\So you've finally decided to play, Kagura!\I'll go first!\Wave!\An attack that nullifies your opponent's magic, eh? response:	However...
context: I love cats, but tigers are another thing!\Kagura-chan... I'm sorry...\I suppose I have to participate after all...\So you've finally decided to play, Kagura!\I'll go first!\Wave!\An attack that nullifies your opponent's magic, eh?\However... response:	Good heavens!
context: Kagura-chan... I'm sorry...\I suppose I have to participate after all...\So you've finally decided to play, Kagura!\I'll go first!\Wave!\An attack that nullifies your opponent's magic, eh?\However...\Good heavens! response:	Mermaid Heel's Kagura...
context: I suppose I have to participate after all...\So you've finally decided to play, Kagura!\I'll go first!\Wave!\An attack that nullifies your opponent's magic, eh?\However...\Good heavens!\Mermaid Heel's Kagura... response:	Wave!
context: So you've finally decided to play, Kagura!\I'll go first!\Wave!\An attack that nullifies your opponent's magic, eh?\However...\Good heavens!\Mermaid Heel's Kagura...\Wave! response:	You're slow!
context: I'll go first!\Wave!\An attack that nullifies your opponent's magic, eh?\However...\Good heavens!\Mermaid Heel's Kagura...\Wave!\You're slow! response:	Incredible!
context: Wave!\An attack that nullifies your opponent's magic, eh?\However...\Good heavens!\Mermaid Heel's Kagura...\Wave!\You're slow!\Incredible! response:	She's downed Yuka by not giving him a moment to retaliate!
context: An attack that nullifies your opponent's magic, eh?\However...\Good heavens!\Mermaid Heel's Kagura...\Wave!\You're slow!\Incredible!\She's downed Yuka by not giving him a moment to retaliate! response:	At last, it's just Kagura and Lyon!
context: However...\Good heavens!\Mermaid Heel's Kagura...\Wave!\You're slow!\Incredible!\She's downed Yuka by not giving him a moment to retaliate!\At last, it's just Kagura and Lyon! response:	One on one!
context: Good heavens!\Mermaid Heel's Kagura...\Wave!\You're slow!\Incredible!\She's downed Yuka by not giving him a moment to retaliate!\At last, it's just Kagura and Lyon!\One on one! response:	She beat one of them without even drawing her sword?
context: Mermaid Heel's Kagura...\Wave!\You're slow!\Incredible!\She's downed Yuka by not giving him a moment to retaliate!\At last, it's just Kagura and Lyon!\One on one!\She beat one of them without even drawing her sword? response:	Impressive...
context: Wave!\You're slow!\Incredible!\She's downed Yuka by not giving him a moment to retaliate!\At last, it's just Kagura and Lyon!\One on one!\She beat one of them without even drawing her sword?\Impressive... response:	Yeah. Kagura is an expert with a sheathed sword.
context: You're slow!\Incredible!\She's downed Yuka by not giving him a moment to retaliate!\At last, it's just Kagura and Lyon!\One on one!\She beat one of them without even drawing her sword?\Impressive...\Yeah. Kagura is an expert with a sheathed sword. response:	Maybe she'd be a worthy opponent for my Iron Dragon Sword.
context: Incredible!\She's downed Yuka by not giving him a moment to retaliate!\At last, it's just Kagura and Lyon!\One on one!\She beat one of them without even drawing her sword?\Impressive...\Yeah. Kagura is an expert with a sheathed sword.\Maybe she'd be a worthy opponent for my Iron Dragon Sword. response:	W-Will Lyon be okay?
context: She's downed Yuka by not giving him a moment to retaliate!\At last, it's just Kagura and Lyon!\One on one!\She beat one of them without even drawing her sword?\Impressive...\Yeah. Kagura is an expert with a sheathed sword.\Maybe she'd be a worthy opponent for my Iron Dragon Sword.\W-Will Lyon be okay? response:	Even though he had a hard time against Millianna,
context: At last, it's just Kagura and Lyon!\One on one!\She beat one of them without even drawing her sword?\Impressive...\Yeah. Kagura is an expert with a sheathed sword.\Maybe she'd be a worthy opponent for my Iron Dragon Sword.\W-Will Lyon be okay?\Even though he had a hard time against Millianna, response:	going one on one against Kagura...
context: One on one!\She beat one of them without even drawing her sword?\Impressive...\Yeah. Kagura is an expert with a sheathed sword.\Maybe she'd be a worthy opponent for my Iron Dragon Sword.\W-Will Lyon be okay?\Even though he had a hard time against Millianna,\going one on one against Kagura... response:	What? Lyon hasn't unleashed his true strength yet.
context: She beat one of them without even drawing her sword?\Impressive...\Yeah. Kagura is an expert with a sheathed sword.\Maybe she'd be a worthy opponent for my Iron Dragon Sword.\W-Will Lyon be okay?\Even though he had a hard time against Millianna,\going one on one against Kagura...\What? Lyon hasn't unleashed his true strength yet. response:	Lyon! No matter what, you'd better win!
context: Impressive...\Yeah. Kagura is an expert with a sheathed sword.\Maybe she'd be a worthy opponent for my Iron Dragon Sword.\W-Will Lyon be okay?\Even though he had a hard time against Millianna,\going one on one against Kagura...\What? Lyon hasn't unleashed his true strength yet.\Lyon! No matter what, you'd better win! response:	Show her your power!
context: Yeah. Kagura is an expert with a sheathed sword.\Maybe she'd be a worthy opponent for my Iron Dragon Sword.\W-Will Lyon be okay?\Even though he had a hard time against Millianna,\going one on one against Kagura...\What? Lyon hasn't unleashed his true strength yet.\Lyon! No matter what, you'd better win!\Show her your power! response:	I've heard about you.
context: Maybe she'd be a worthy opponent for my Iron Dragon Sword.\W-Will Lyon be okay?\Even though he had a hard time against Millianna,\going one on one against Kagura...\What? Lyon hasn't unleashed his true strength yet.\Lyon! No matter what, you'd better win!\Show her your power!\I've heard about you. response:	You once went by the name Reitei.
context: W-Will Lyon be okay?\Even though he had a hard time against Millianna,\going one on one against Kagura...\What? Lyon hasn't unleashed his true strength yet.\Lyon! No matter what, you'd better win!\Show her your power!\I've heard about you.\You once went by the name Reitei. response:	You attempted a dangerous ritual in order to fight Deliora.
context: Even though he had a hard time against Millianna,\going one on one against Kagura...\What? Lyon hasn't unleashed his true strength yet.\Lyon! No matter what, you'd better win!\Show her your power!\I've heard about you.\You once went by the name Reitei.\You attempted a dangerous ritual in order to fight Deliora. response:	That was a long time ago.
context: going one on one against Kagura...\What? Lyon hasn't unleashed his true strength yet.\Lyon! No matter what, you'd better win!\Show her your power!\I've heard about you.\You once went by the name Reitei.\You attempted a dangerous ritual in order to fight Deliora.\That was a long time ago. response:	Now, I'm Lyon, a wizard with Lamia Scale.
context: What? Lyon hasn't unleashed his true strength yet.\Lyon! No matter what, you'd better win!\Show her your power!\I've heard about you.\You once went by the name Reitei.\You attempted a dangerous ritual in order to fight Deliora.\That was a long time ago.\Now, I'm Lyon, a wizard with Lamia Scale. response:	Nothing more or less.
context: Lyon! No matter what, you'd better win!\Show her your power!\I've heard about you.\You once went by the name Reitei.\You attempted a dangerous ritual in order to fight Deliora.\That was a long time ago.\Now, I'm Lyon, a wizard with Lamia Scale.\Nothing more or less. response:	But something about you reminds me of the way I used to be.
context: Show her your power!\I've heard about you.\You once went by the name Reitei.\You attempted a dangerous ritual in order to fight Deliora.\That was a long time ago.\Now, I'm Lyon, a wizard with Lamia Scale.\Nothing more or less.\But something about you reminds me of the way I used to be. response:	Back when I was driven by hatred and had lost sight of something...
context: I've heard about you.\You once went by the name Reitei.\You attempted a dangerous ritual in order to fight Deliora.\That was a long time ago.\Now, I'm Lyon, a wizard with Lamia Scale.\Nothing more or less.\But something about you reminds me of the way I used to be.\Back when I was driven by hatred and had lost sight of something... response:	Let me ask you one thing.
context: You once went by the name Reitei.\You attempted a dangerous ritual in order to fight Deliora.\That was a long time ago.\Now, I'm Lyon, a wizard with Lamia Scale.\Nothing more or less.\But something about you reminds me of the way I used to be.\Back when I was driven by hatred and had lost sight of something...\Let me ask you one thing. response:	Why didn't you attack Millianna directly?
context: You attempted a dangerous ritual in order to fight Deliora.\That was a long time ago.\Now, I'm Lyon, a wizard with Lamia Scale.\Nothing more or less.\But something about you reminds me of the way I used to be.\Back when I was driven by hatred and had lost sight of something...\Let me ask you one thing.\Why didn't you attack Millianna directly? response:	Did you hold back because she's a woman?
context: That was a long time ago.\Now, I'm Lyon, a wizard with Lamia Scale.\Nothing more or less.\But something about you reminds me of the way I used to be.\Back when I was driven by hatred and had lost sight of something...\Let me ask you one thing.\Why didn't you attack Millianna directly?\Did you hold back because she's a woman? response:	Or just because you didn't want to reveal your strategy to me?
context: Now, I'm Lyon, a wizard with Lamia Scale.\Nothing more or less.\But something about you reminds me of the way I used to be.\Back when I was driven by hatred and had lost sight of something...\Let me ask you one thing.\Why didn't you attack Millianna directly?\Did you hold back because she's a woman?\Or just because you didn't want to reveal your strategy to me? response:	Who knows?
context: Nothing more or less.\But something about you reminds me of the way I used to be.\Back when I was driven by hatred and had lost sight of something...\Let me ask you one thing.\Why didn't you attack Millianna directly?\Did you hold back because she's a woman?\Or just because you didn't want to reveal your strategy to me?\Who knows? response:	Maybe you'll find out when you fight me!
context: But something about you reminds me of the way I used to be.\Back when I was driven by hatred and had lost sight of something...\Let me ask you one thing.\Why didn't you attack Millianna directly?\Did you hold back because she's a woman?\Or just because you didn't want to reveal your strategy to me?\Who knows?\Maybe you'll find out when you fight me! response:	Ice Make: Dragonfly!
context: Back when I was driven by hatred and had lost sight of something...\Let me ask you one thing.\Why didn't you attack Millianna directly?\Did you hold back because she's a woman?\Or just because you didn't want to reveal your strategy to me?\Who knows?\Maybe you'll find out when you fight me!\Ice Make: Dragonfly! response:	Ice Make: Eagle!
context: Let me ask you one thing.\Why didn't you attack Millianna directly?\Did you hold back because she's a woman?\Or just because you didn't want to reveal your strategy to me?\Who knows?\Maybe you'll find out when you fight me!\Ice Make: Dragonfly!\Ice Make: Eagle! response:	Kagura really is strong!
context: Why didn't you attack Millianna directly?\Did you hold back because she's a woman?\Or just because you didn't want to reveal your strategy to me?\Who knows?\Maybe you'll find out when you fight me!\Ice Make: Dragonfly!\Ice Make: Eagle!\Kagura really is strong! response:	Is Lyon powerless to do anything?!
context: Did you hold back because she's a woman?\Or just because you didn't want to reveal your strategy to me?\Who knows?\Maybe you'll find out when you fight me!\Ice Make: Dragonfly!\Ice Make: Eagle!\Kagura really is strong!\Is Lyon powerless to do anything?! response:	What are you doin', Lyon?!
context: Or just because you didn't want to reveal your strategy to me?\Who knows?\Maybe you'll find out when you fight me!\Ice Make: Dragonfly!\Ice Make: Eagle!\Kagura really is strong!\Is Lyon powerless to do anything?!\What are you doin', Lyon?! response:	And you were Ur's disciple?!
context: Who knows?\Maybe you'll find out when you fight me!\Ice Make: Dragonfly!\Ice Make: Eagle!\Kagura really is strong!\Is Lyon powerless to do anything?!\What are you doin', Lyon?!\And you were Ur's disciple?! response:	You're stronger than that!
context: Maybe you'll find out when you fight me!\Ice Make: Dragonfly!\Ice Make: Eagle!\Kagura really is strong!\Is Lyon powerless to do anything?!\What are you doin', Lyon?!\And you were Ur's disciple?!\You're stronger than that! response:	Get your act together now!
context: Ice Make: Dragonfly!\Ice Make: Eagle!\Kagura really is strong!\Is Lyon powerless to do anything?!\What are you doin', Lyon?!\And you were Ur's disciple?!\You're stronger than that!\Get your act together now! response:	He's right.
context: Ice Make: Eagle!\Kagura really is strong!\Is Lyon powerless to do anything?!\What are you doin', Lyon?!\And you were Ur's disciple?!\You're stronger than that!\Get your act together now!\He's right. response:	Show me what you've really got, Lyon Vastia!
context: Kagura really is strong!\Is Lyon powerless to do anything?!\What are you doin', Lyon?!\And you were Ur's disciple?!\You're stronger than that!\Get your act together now!\He's right.\Show me what you've really got, Lyon Vastia! response:	Yeah. And we are running out of time...
context: Is Lyon powerless to do anything?!\What are you doin', Lyon?!\And you were Ur's disciple?!\You're stronger than that!\Get your act together now!\He's right.\Show me what you've really got, Lyon Vastia!\Yeah. And we are running out of time... response:	Ice Make: Snow Tiger!
context: What are you doin', Lyon?!\And you were Ur's disciple?!\You're stronger than that!\Get your act together now!\He's right.\Show me what you've really got, Lyon Vastia!\Yeah. And we are running out of time...\Ice Make: Snow Tiger! response:	Ice Make: Snow Ape!
