context: Hey... response:	Rin.
context: But it's also true that I was Souichi-san's maid.\Even while I was pregnant, though,\I was resolved not to think of Rin as my daughter.\S-Sorry. I'm not sure I understand...\For the longest time, I wasn't popular at all...\Then, just as I was about to finally land a major assignment,\I found out I was pregnant...\And it's not the kind of work you can do and raise a kid at the same time... response:	But Souichi-san encouraged me to have the child nevertheless...
context: Even while I was pregnant, though,\I was resolved not to think of Rin as my daughter.\S-Sorry. I'm not sure I understand...\For the longest time, I wasn't popular at all...\Then, just as I was about to finally land a major assignment,\I found out I was pregnant...\And it's not the kind of work you can do and raise a kid at the same time...\But Souichi-san encouraged me to have the child nevertheless... response:	Every day, I'd either work or stay in bed, and just got fatter and flabbier...
context: I was resolved not to think of Rin as my daughter.\S-Sorry. I'm not sure I understand...\For the longest time, I wasn't popular at all...\Then, just as I was about to finally land a major assignment,\I found out I was pregnant...\And it's not the kind of work you can do and raise a kid at the same time...\But Souichi-san encouraged me to have the child nevertheless...\Every day, I'd either work or stay in bed, and just got fatter and flabbier... response:	But even so, weirdly enough...
context: S-Sorry. I'm not sure I understand...\For the longest time, I wasn't popular at all...\Then, just as I was about to finally land a major assignment,\I found out I was pregnant...\And it's not the kind of work you can do and raise a kid at the same time...\But Souichi-san encouraged me to have the child nevertheless...\Every day, I'd either work or stay in bed, and just got fatter and flabbier...\But even so, weirdly enough... response:	When Rin was born, I thought she was so cute, my heart went out to her.
context: For the longest time, I wasn't popular at all...\Then, just as I was about to finally land a major assignment,\I found out I was pregnant...\And it's not the kind of work you can do and raise a kid at the same time...\But Souichi-san encouraged me to have the child nevertheless...\Every day, I'd either work or stay in bed, and just got fatter and flabbier...\But even so, weirdly enough...\When Rin was born, I thought she was so cute, my heart went out to her. response:	Weirdly enough...?
context: Then, just as I was about to finally land a major assignment,\I found out I was pregnant...\And it's not the kind of work you can do and raise a kid at the same time...\But Souichi-san encouraged me to have the child nevertheless...\Every day, I'd either work or stay in bed, and just got fatter and flabbier...\But even so, weirdly enough...\When Rin was born, I thought she was so cute, my heart went out to her.\Weirdly enough...? response:	That's why, even while telling myself that Rin wasn't my daughter,
context: I found out I was pregnant...\And it's not the kind of work you can do and raise a kid at the same time...\But Souichi-san encouraged me to have the child nevertheless...\Every day, I'd either work or stay in bed, and just got fatter and flabbier...\But even so, weirdly enough...\When Rin was born, I thought she was so cute, my heart went out to her.\Weirdly enough...?\That's why, even while telling myself that Rin wasn't my daughter, response:	I tried desperately to both work and raise her.
context: And it's not the kind of work you can do and raise a kid at the same time...\But Souichi-san encouraged me to have the child nevertheless...\Every day, I'd either work or stay in bed, and just got fatter and flabbier...\But even so, weirdly enough...\When Rin was born, I thought she was so cute, my heart went out to her.\Weirdly enough...?\That's why, even while telling myself that Rin wasn't my daughter,\I tried desperately to both work and raise her. response:	But it was tough trying to be a day person...
context: But Souichi-san encouraged me to have the child nevertheless...\Every day, I'd either work or stay in bed, and just got fatter and flabbier...\But even so, weirdly enough...\When Rin was born, I thought she was so cute, my heart went out to her.\Weirdly enough...?\That's why, even while telling myself that Rin wasn't my daughter,\I tried desperately to both work and raise her.\But it was tough trying to be a day person... response:	And sometimes I have to go out at night for meetings,
context: Every day, I'd either work or stay in bed, and just got fatter and flabbier...\But even so, weirdly enough...\When Rin was born, I thought she was so cute, my heart went out to her.\Weirdly enough...?\That's why, even while telling myself that Rin wasn't my daughter,\I tried desperately to both work and raise her.\But it was tough trying to be a day person...\And sometimes I have to go out at night for meetings, response:	which means being up late...
context: But even so, weirdly enough...\When Rin was born, I thought she was so cute, my heart went out to her.\Weirdly enough...?\That's why, even while telling myself that Rin wasn't my daughter,\I tried desperately to both work and raise her.\But it was tough trying to be a day person...\And sometimes I have to go out at night for meetings,\which means being up late... response:	It was just physically impossible...
context: When Rin was born, I thought she was so cute, my heart went out to her.\Weirdly enough...?\That's why, even while telling myself that Rin wasn't my daughter,\I tried desperately to both work and raise her.\But it was tough trying to be a day person...\And sometimes I have to go out at night for meetings,\which means being up late...\It was just physically impossible... response:	Um... I hear that Rin stayed with you in an apartment at night?
context: Weirdly enough...?\That's why, even while telling myself that Rin wasn't my daughter,\I tried desperately to both work and raise her.\But it was tough trying to be a day person...\And sometimes I have to go out at night for meetings,\which means being up late...\It was just physically impossible...\Um... I hear that Rin stayed with you in an apartment at night? response:	Yes...
context: That's why, even while telling myself that Rin wasn't my daughter,\I tried desperately to both work and raise her.\But it was tough trying to be a day person...\And sometimes I have to go out at night for meetings,\which means being up late...\It was just physically impossible...\Um... I hear that Rin stayed with you in an apartment at night?\Yes... response:	Did you ever go out at night then?
context: I tried desperately to both work and raise her.\But it was tough trying to be a day person...\And sometimes I have to go out at night for meetings,\which means being up late...\It was just physically impossible...\Um... I hear that Rin stayed with you in an apartment at night?\Yes...\Did you ever go out at night then? response:	Well, it was more the middle of the night.
context: But it was tough trying to be a day person...\And sometimes I have to go out at night for meetings,\which means being up late...\It was just physically impossible...\Um... I hear that Rin stayed with you in an apartment at night?\Yes...\Did you ever go out at night then?\Well, it was more the middle of the night. response:	Rin was already sleeping, so I went out for a little while...
context: And sometimes I have to go out at night for meetings,\which means being up late...\It was just physically impossible...\Um... I hear that Rin stayed with you in an apartment at night?\Yes...\Did you ever go out at night then?\Well, it was more the middle of the night.\Rin was already sleeping, so I went out for a little while... response:	And sometimes Souichi-san watched her then...
context: which means being up late...\It was just physically impossible...\Um... I hear that Rin stayed with you in an apartment at night?\Yes...\Did you ever go out at night then?\Well, it was more the middle of the night.\Rin was already sleeping, so I went out for a little while...\And sometimes Souichi-san watched her then... response:	Even now, Rin occasionally wakes up after midnight.
context: It was just physically impossible...\Um... I hear that Rin stayed with you in an apartment at night?\Yes...\Did you ever go out at night then?\Well, it was more the middle of the night.\Rin was already sleeping, so I went out for a little while...\And sometimes Souichi-san watched her then...\Even now, Rin occasionally wakes up after midnight. response:	Didn't you ever think about how she'd feel when she did,
context: Um... I hear that Rin stayed with you in an apartment at night?\Yes...\Did you ever go out at night then?\Well, it was more the middle of the night.\Rin was already sleeping, so I went out for a little while...\And sometimes Souichi-san watched her then...\Even now, Rin occasionally wakes up after midnight.\Didn't you ever think about how she'd feel when she did, response:	and no one was next to her?
context: Yes...\Did you ever go out at night then?\Well, it was more the middle of the night.\Rin was already sleeping, so I went out for a little while...\And sometimes Souichi-san watched her then...\Even now, Rin occasionally wakes up after midnight.\Didn't you ever think about how she'd feel when she did,\and no one was next to her? response:	But... Then how else was I supposed to raise a child on my own?
context: Did you ever go out at night then?\Well, it was more the middle of the night.\Rin was already sleeping, so I went out for a little while...\And sometimes Souichi-san watched her then...\Even now, Rin occasionally wakes up after midnight.\Didn't you ever think about how she'd feel when she did,\and no one was next to her?\But... Then how else was I supposed to raise a child on my own? response:	Well, my grandfather wanted the three of you to be a family, didn't he?
context: Well, it was more the middle of the night.\Rin was already sleeping, so I went out for a little while...\And sometimes Souichi-san watched her then...\Even now, Rin occasionally wakes up after midnight.\Didn't you ever think about how she'd feel when she did,\and no one was next to her?\But... Then how else was I supposed to raise a child on my own?\Well, my grandfather wanted the three of you to be a family, didn't he? response:	Do you have a problem with me continuing to live with Rin?
context: Rin was already sleeping, so I went out for a little while...\And sometimes Souichi-san watched her then...\Even now, Rin occasionally wakes up after midnight.\Didn't you ever think about how she'd feel when she did,\and no one was next to her?\But... Then how else was I supposed to raise a child on my own?\Well, my grandfather wanted the three of you to be a family, didn't he?\Do you have a problem with me continuing to live with Rin? response:	No.
context: And sometimes Souichi-san watched her then...\Even now, Rin occasionally wakes up after midnight.\Didn't you ever think about how she'd feel when she did,\and no one was next to her?\But... Then how else was I supposed to raise a child on my own?\Well, my grandfather wanted the three of you to be a family, didn't he?\Do you have a problem with me continuing to live with Rin?\No. response:	I'm not Rin's mother anymore,
context: Even now, Rin occasionally wakes up after midnight.\Didn't you ever think about how she'd feel when she did,\and no one was next to her?\But... Then how else was I supposed to raise a child on my own?\Well, my grandfather wanted the three of you to be a family, didn't he?\Do you have a problem with me continuing to live with Rin?\No.\I'm not Rin's mother anymore, response:	so I don't have the right to make those kinds of choices.
context: Didn't you ever think about how she'd feel when she did,\and no one was next to her?\But... Then how else was I supposed to raise a child on my own?\Well, my grandfather wanted the three of you to be a family, didn't he?\Do you have a problem with me continuing to live with Rin?\No.\I'm not Rin's mother anymore,\so I don't have the right to make those kinds of choices. response:	Even though it's beyond dispute that Rin was in your belly?
context: and no one was next to her?\But... Then how else was I supposed to raise a child on my own?\Well, my grandfather wanted the three of you to be a family, didn't he?\Do you have a problem with me continuing to live with Rin?\No.\I'm not Rin's mother anymore,\so I don't have the right to make those kinds of choices.\Even though it's beyond dispute that Rin was in your belly? response:	Th-That has nothing to do with it!
context: But... Then how else was I supposed to raise a child on my own?\Well, my grandfather wanted the three of you to be a family, didn't he?\Do you have a problem with me continuing to live with Rin?\No.\I'm not Rin's mother anymore,\so I don't have the right to make those kinds of choices.\Even though it's beyond dispute that Rin was in your belly?\Th-That has nothing to do with it! response:	How do you actually feel about Rin?
context: Well, my grandfather wanted the three of you to be a family, didn't he?\Do you have a problem with me continuing to live with Rin?\No.\I'm not Rin's mother anymore,\so I don't have the right to make those kinds of choices.\Even though it's beyond dispute that Rin was in your belly?\Th-That has nothing to do with it!\How do you actually feel about Rin? response:	Is she important to you or not?
context: Do you have a problem with me continuing to live with Rin?\No.\I'm not Rin's mother anymore,\so I don't have the right to make those kinds of choices.\Even though it's beyond dispute that Rin was in your belly?\Th-That has nothing to do with it!\How do you actually feel about Rin?\Is she important to you or not? response:	I-I don't know...
context: No.\I'm not Rin's mother anymore,\so I don't have the right to make those kinds of choices.\Even though it's beyond dispute that Rin was in your belly?\Th-That has nothing to do with it!\How do you actually feel about Rin?\Is she important to you or not?\I-I don't know... response:	Um... I just have one favor to ask...
context: I'm not Rin's mother anymore,\so I don't have the right to make those kinds of choices.\Even though it's beyond dispute that Rin was in your belly?\Th-That has nothing to do with it!\How do you actually feel about Rin?\Is she important to you or not?\I-I don't know...\Um... I just have one favor to ask... response:	What is it?
context: so I don't have the right to make those kinds of choices.\Even though it's beyond dispute that Rin was in your belly?\Th-That has nothing to do with it!\How do you actually feel about Rin?\Is she important to you or not?\I-I don't know...\Um... I just have one favor to ask...\What is it? response:	When that girl goes to school, please let her use your family name.
context: Even though it's beyond dispute that Rin was in your belly?\Th-That has nothing to do with it!\How do you actually feel about Rin?\Is she important to you or not?\I-I don't know...\Um... I just have one favor to ask...\What is it?\When that girl goes to school, please let her use your family name. response:	If her surname is different from that of her guardian,
context: Th-That has nothing to do with it!\How do you actually feel about Rin?\Is she important to you or not?\I-I don't know...\Um... I just have one favor to ask...\What is it?\When that girl goes to school, please let her use your family name.\If her surname is different from that of her guardian, response:	I'm sure she'll have a rough time...
context: How do you actually feel about Rin?\Is she important to you or not?\I-I don't know...\Um... I just have one favor to ask...\What is it?\When that girl goes to school, please let her use your family name.\If her surname is different from that of her guardian,\I'm sure she'll have a rough time... response:	Would you just promise me that?
context: Is she important to you or not?\I-I don't know...\Um... I just have one favor to ask...\What is it?\When that girl goes to school, please let her use your family name.\If her surname is different from that of her guardian,\I'm sure she'll have a rough time...\Would you just promise me that? response:	I know where you're coming from, but...
context: I-I don't know...\Um... I just have one favor to ask...\What is it?\When that girl goes to school, please let her use your family name.\If her surname is different from that of her guardian,\I'm sure she'll have a rough time...\Would you just promise me that?\I know where you're coming from, but... response:	But I can't promise that...
context: Um... I just have one favor to ask...\What is it?\When that girl goes to school, please let her use your family name.\If her surname is different from that of her guardian,\I'm sure she'll have a rough time...\Would you just promise me that?\I know where you're coming from, but...\But I can't promise that... response:	She's always been Kaga Rin up to now...
context: What is it?\When that girl goes to school, please let her use your family name.\If her surname is different from that of her guardian,\I'm sure she'll have a rough time...\Would you just promise me that?\I know where you're coming from, but...\But I can't promise that...\She's always been Kaga Rin up to now... response:	I don't think a person's name is such a simple thing to change...
context: When that girl goes to school, please let her use your family name.\If her surname is different from that of her guardian,\I'm sure she'll have a rough time...\Would you just promise me that?\I know where you're coming from, but...\But I can't promise that...\She's always been Kaga Rin up to now...\I don't think a person's name is such a simple thing to change... response:	I'm a woman,
context: If her surname is different from that of her guardian,\I'm sure she'll have a rough time...\Would you just promise me that?\I know where you're coming from, but...\But I can't promise that...\She's always been Kaga Rin up to now...\I don't think a person's name is such a simple thing to change...\I'm a woman, response:	so I don't have any great affection for or attachment to my family name.
context: I'm sure she'll have a rough time...\Would you just promise me that?\I know where you're coming from, but...\But I can't promise that...\She's always been Kaga Rin up to now...\I don't think a person's name is such a simple thing to change...\I'm a woman,\so I don't have any great affection for or attachment to my family name. response:	One day, it might change anyways...
context: Would you just promise me that?\I know where you're coming from, but...\But I can't promise that...\She's always been Kaga Rin up to now...\I don't think a person's name is such a simple thing to change...\I'm a woman,\so I don't have any great affection for or attachment to my family name.\One day, it might change anyways... response:	Rin's a woman, too, so she probably feels the same way.
context: I know where you're coming from, but...\But I can't promise that...\She's always been Kaga Rin up to now...\I don't think a person's name is such a simple thing to change...\I'm a woman,\so I don't have any great affection for or attachment to my family name.\One day, it might change anyways...\Rin's a woman, too, so she probably feels the same way. response:	Yeah, but Rin's still six...
context: But I can't promise that...\She's always been Kaga Rin up to now...\I don't think a person's name is such a simple thing to change...\I'm a woman,\so I don't have any great affection for or attachment to my family name.\One day, it might change anyways...\Rin's a woman, too, so she probably feels the same way.\Yeah, but Rin's still six... response:	And that's not what I'm talking about.
context: She's always been Kaga Rin up to now...\I don't think a person's name is such a simple thing to change...\I'm a woman,\so I don't have any great affection for or attachment to my family name.\One day, it might change anyways...\Rin's a woman, too, so she probably feels the same way.\Yeah, but Rin's still six...\And that's not what I'm talking about. response:	Besides which, it's just your own personal opinion!
context: I don't think a person's name is such a simple thing to change...\I'm a woman,\so I don't have any great affection for or attachment to my family name.\One day, it might change anyways...\Rin's a woman, too, so she probably feels the same way.\Yeah, but Rin's still six...\And that's not what I'm talking about.\Besides which, it's just your own personal opinion! response:	There's only one thing that's important!
context: I'm a woman,\so I don't have any great affection for or attachment to my family name.\One day, it might change anyways...\Rin's a woman, too, so she probably feels the same way.\Yeah, but Rin's still six...\And that's not what I'm talking about.\Besides which, it's just your own personal opinion!\There's only one thing that's important! response:	And that's her name, Rin, which Souichi-san gave her.
context: so I don't have any great affection for or attachment to my family name.\One day, it might change anyways...\Rin's a woman, too, so she probably feels the same way.\Yeah, but Rin's still six...\And that's not what I'm talking about.\Besides which, it's just your own personal opinion!\There's only one thing that's important!\And that's her name, Rin, which Souichi-san gave her. response:	Now, excuse me!
context: One day, it might change anyways...\Rin's a woman, too, so she probably feels the same way.\Yeah, but Rin's still six...\And that's not what I'm talking about.\Besides which, it's just your own personal opinion!\There's only one thing that's important!\And that's her name, Rin, which Souichi-san gave her.\Now, excuse me! response:	Look...
context: Rin's a woman, too, so she probably feels the same way.\Yeah, but Rin's still six...\And that's not what I'm talking about.\Besides which, it's just your own personal opinion!\There's only one thing that's important!\And that's her name, Rin, which Souichi-san gave her.\Now, excuse me!\Look... response:	I'm a man, so I don't really get what you're saying.
context: Yeah, but Rin's still six...\And that's not what I'm talking about.\Besides which, it's just your own personal opinion!\There's only one thing that's important!\And that's her name, Rin, which Souichi-san gave her.\Now, excuse me!\Look...\I'm a man, so I don't really get what you're saying. response:	But...
context: And that's not what I'm talking about.\Besides which, it's just your own personal opinion!\There's only one thing that's important!\And that's her name, Rin, which Souichi-san gave her.\Now, excuse me!\Look...\I'm a man, so I don't really get what you're saying.\But... response:	I can talk to her about it.
context: Besides which, it's just your own personal opinion!\There's only one thing that's important!\And that's her name, Rin, which Souichi-san gave her.\Now, excuse me!\Look...\I'm a man, so I don't really get what you're saying.\But...\I can talk to her about it. response:	Talk to her about it?
context: There's only one thing that's important!\And that's her name, Rin, which Souichi-san gave her.\Now, excuse me!\Look...\I'm a man, so I don't really get what you're saying.\But...\I can talk to her about it.\Talk to her about it? response:	You'd make that little girl decide?!
context: And that's her name, Rin, which Souichi-san gave her.\Now, excuse me!\Look...\I'm a man, so I don't really get what you're saying.\But...\I can talk to her about it.\Talk to her about it?\You'd make that little girl decide?! response:	Don't you think that's cruel?!
context: Now, excuse me!\Look...\I'm a man, so I don't really get what you're saying.\But...\I can talk to her about it.\Talk to her about it?\You'd make that little girl decide?!\Don't you think that's cruel?! response:	I'm thinking about what's best for Rin.
context: Look...\I'm a man, so I don't really get what you're saying.\But...\I can talk to her about it.\Talk to her about it?\You'd make that little girl decide?!\Don't you think that's cruel?!\I'm thinking about what's best for Rin. response:	And making the decision for her is what would be cruel.
context: I'm a man, so I don't really get what you're saying.\But...\I can talk to her about it.\Talk to her about it?\You'd make that little girl decide?!\Don't you think that's cruel?!\I'm thinking about what's best for Rin.\And making the decision for her is what would be cruel. response:	First, I've got to ask Rin how she feels.
context: But...\I can talk to her about it.\Talk to her about it?\You'd make that little girl decide?!\Don't you think that's cruel?!\I'm thinking about what's best for Rin.\And making the decision for her is what would be cruel.\First, I've got to ask Rin how she feels. response:	After that, the two of us will decide together,
context: I can talk to her about it.\Talk to her about it?\You'd make that little girl decide?!\Don't you think that's cruel?!\I'm thinking about what's best for Rin.\And making the decision for her is what would be cruel.\First, I've got to ask Rin how she feels.\After that, the two of us will decide together, response:	and I'll let you know afterwards what the answer is.
context: Talk to her about it?\You'd make that little girl decide?!\Don't you think that's cruel?!\I'm thinking about what's best for Rin.\And making the decision for her is what would be cruel.\First, I've got to ask Rin how she feels.\After that, the two of us will decide together,\and I'll let you know afterwards what the answer is. response:	It sounds like she's no good!
context: You'd make that little girl decide?!\Don't you think that's cruel?!\I'm thinking about what's best for Rin.\And making the decision for her is what would be cruel.\First, I've got to ask Rin how she feels.\After that, the two of us will decide together,\and I'll let you know afterwards what the answer is.\It sounds like she's no good! response:	I'm sure of it!
context: Don't you think that's cruel?!\I'm thinking about what's best for Rin.\And making the decision for her is what would be cruel.\First, I've got to ask Rin how she feels.\After that, the two of us will decide together,\and I'll let you know afterwards what the answer is.\It sounds like she's no good!\I'm sure of it! response:	Who would abandon a cute little girl like that?!
context: I'm thinking about what's best for Rin.\And making the decision for her is what would be cruel.\First, I've got to ask Rin how she feels.\After that, the two of us will decide together,\and I'll let you know afterwards what the answer is.\It sounds like she's no good!\I'm sure of it!\Who would abandon a cute little girl like that?! response:	It defies common sense!
context: And making the decision for her is what would be cruel.\First, I've got to ask Rin how she feels.\After that, the two of us will decide together,\and I'll let you know afterwards what the answer is.\It sounds like she's no good!\I'm sure of it!\Who would abandon a cute little girl like that?!\It defies common sense! response:	Well, she does at least worry about Rin...
context: First, I've got to ask Rin how she feels.\After that, the two of us will decide together,\and I'll let you know afterwards what the answer is.\It sounds like she's no good!\I'm sure of it!\Who would abandon a cute little girl like that?!\It defies common sense!\Well, she does at least worry about Rin... response:	It's just, she's a little odd.
context: After that, the two of us will decide together,\and I'll let you know afterwards what the answer is.\It sounds like she's no good!\I'm sure of it!\Who would abandon a cute little girl like that?!\It defies common sense!\Well, she does at least worry about Rin...\It's just, she's a little odd. response:	It's like she has no awareness of getting other people involved in her mess.
context: and I'll let you know afterwards what the answer is.\It sounds like she's no good!\I'm sure of it!\Who would abandon a cute little girl like that?!\It defies common sense!\Well, she does at least worry about Rin...\It's just, she's a little odd.\It's like she has no awareness of getting other people involved in her mess. response:	What are you talking about?!
context: It sounds like she's no good!\I'm sure of it!\Who would abandon a cute little girl like that?!\It defies common sense!\Well, she does at least worry about Rin...\It's just, she's a little odd.\It's like she has no awareness of getting other people involved in her mess.\What are you talking about?! response:	Naturally, a mother would worry about her daughter!
context: I'm sure of it!\Who would abandon a cute little girl like that?!\It defies common sense!\Well, she does at least worry about Rin...\It's just, she's a little odd.\It's like she has no awareness of getting other people involved in her mess.\What are you talking about?!\Naturally, a mother would worry about her daughter! response:	But if she really worried about her, she'd want to see her!
context: Who would abandon a cute little girl like that?!\It defies common sense!\Well, she does at least worry about Rin...\It's just, she's a little odd.\It's like she has no awareness of getting other people involved in her mess.\What are you talking about?!\Naturally, a mother would worry about her daughter!\But if she really worried about her, she'd want to see her! response:	Now, now. We don't know the woman's circumstances. Have an orange.
context: It defies common sense!\Well, she does at least worry about Rin...\It's just, she's a little odd.\It's like she has no awareness of getting other people involved in her mess.\What are you talking about?!\Naturally, a mother would worry about her daughter!\But if she really worried about her, she'd want to see her!\Now, now. We don't know the woman's circumstances. Have an orange. response:	What did Grandpa ever see in her?
context: Well, she does at least worry about Rin...\It's just, she's a little odd.\It's like she has no awareness of getting other people involved in her mess.\What are you talking about?!\Naturally, a mother would worry about her daughter!\But if she really worried about her, she'd want to see her!\Now, now. We don't know the woman's circumstances. Have an orange.\What did Grandpa ever see in her? response:	Well, at this stage, that hardly matters...
context: It's just, she's a little odd.\It's like she has no awareness of getting other people involved in her mess.\What are you talking about?!\Naturally, a mother would worry about her daughter!\But if she really worried about her, she'd want to see her!\Now, now. We don't know the woman's circumstances. Have an orange.\What did Grandpa ever see in her?\Well, at this stage, that hardly matters... response:	The thing is, she demanded that when Rin starts school, she use my surname.
context: It's like she has no awareness of getting other people involved in her mess.\What are you talking about?!\Naturally, a mother would worry about her daughter!\But if she really worried about her, she'd want to see her!\Now, now. We don't know the woman's circumstances. Have an orange.\What did Grandpa ever see in her?\Well, at this stage, that hardly matters...\The thing is, she demanded that when Rin starts school, she use my surname. response:	Oh, well, I agree with that.
context: What are you talking about?!\Naturally, a mother would worry about her daughter!\But if she really worried about her, she'd want to see her!\Now, now. We don't know the woman's circumstances. Have an orange.\What did Grandpa ever see in her?\Well, at this stage, that hardly matters...\The thing is, she demanded that when Rin starts school, she use my surname.\Oh, well, I agree with that. response:	Of course a child should have the same family name as her guardian.
context: Naturally, a mother would worry about her daughter!\But if she really worried about her, she'd want to see her!\Now, now. We don't know the woman's circumstances. Have an orange.\What did Grandpa ever see in her?\Well, at this stage, that hardly matters...\The thing is, she demanded that when Rin starts school, she use my surname.\Oh, well, I agree with that.\Of course a child should have the same family name as her guardian. response:	Well, yeah... I understand, but...
context: But if she really worried about her, she'd want to see her!\Now, now. We don't know the woman's circumstances. Have an orange.\What did Grandpa ever see in her?\Well, at this stage, that hardly matters...\The thing is, she demanded that when Rin starts school, she use my surname.\Oh, well, I agree with that.\Of course a child should have the same family name as her guardian.\Well, yeah... I understand, but... response:	How am I supposed to explain that to Rin?
context: Now, now. We don't know the woman's circumstances. Have an orange.\What did Grandpa ever see in her?\Well, at this stage, that hardly matters...\The thing is, she demanded that when Rin starts school, she use my surname.\Oh, well, I agree with that.\Of course a child should have the same family name as her guardian.\Well, yeah... I understand, but...\How am I supposed to explain that to Rin? response:	When she's already got a name of her own...
context: What did Grandpa ever see in her?\Well, at this stage, that hardly matters...\The thing is, she demanded that when Rin starts school, she use my surname.\Oh, well, I agree with that.\Of course a child should have the same family name as her guardian.\Well, yeah... I understand, but...\How am I supposed to explain that to Rin?\When she's already got a name of her own... response:	Well, she's a girl,
context: Well, at this stage, that hardly matters...\The thing is, she demanded that when Rin starts school, she use my surname.\Oh, well, I agree with that.\Of course a child should have the same family name as her guardian.\Well, yeah... I understand, but...\How am I supposed to explain that to Rin?\When she's already got a name of her own...\Well, she's a girl, response:	so her family name will change anyway when she gets married...
context: The thing is, she demanded that when Rin starts school, she use my surname.\Oh, well, I agree with that.\Of course a child should have the same family name as her guardian.\Well, yeah... I understand, but...\How am I supposed to explain that to Rin?\When she's already got a name of her own...\Well, she's a girl,\so her family name will change anyway when she gets married... response:	That again?!
context: Oh, well, I agree with that.\Of course a child should have the same family name as her guardian.\Well, yeah... I understand, but...\How am I supposed to explain that to Rin?\When she's already got a name of her own...\Well, she's a girl,\so her family name will change anyway when she gets married...\That again?! response:	What again?
context: Of course a child should have the same family name as her guardian.\Well, yeah... I understand, but...\How am I supposed to explain that to Rin?\When she's already got a name of her own...\Well, she's a girl,\so her family name will change anyway when she gets married...\That again?!\What again? response:	It's much more preferable for her to use our family name at school
context: Well, yeah... I understand, but...\How am I supposed to explain that to Rin?\When she's already got a name of her own...\Well, she's a girl,\so her family name will change anyway when she gets married...\That again?!\What again?\It's much more preferable for her to use our family name at school response:	than let someone make a crack about her differing name and hurt her feelings.
context: How am I supposed to explain that to Rin?\When she's already got a name of her own...\Well, she's a girl,\so her family name will change anyway when she gets married...\That again?!\What again?\It's much more preferable for her to use our family name at school\than let someone make a crack about her differing name and hurt her feelings. response:	And you think she can keep that all straight?
context: When she's already got a name of her own...\Well, she's a girl,\so her family name will change anyway when she gets married...\That again?!\What again?\It's much more preferable for her to use our family name at school\than let someone make a crack about her differing name and hurt her feelings.\And you think she can keep that all straight? response:	There's a lot going on, even in elementary school.
context: Well, she's a girl,\so her family name will change anyway when she gets married...\That again?!\What again?\It's much more preferable for her to use our family name at school\than let someone make a crack about her differing name and hurt her feelings.\And you think she can keep that all straight?\There's a lot going on, even in elementary school. response:	I just don't want things to be difficult for her.
context: so her family name will change anyway when she gets married...\That again?!\What again?\It's much more preferable for her to use our family name at school\than let someone make a crack about her differing name and hurt her feelings.\And you think she can keep that all straight?\There's a lot going on, even in elementary school.\I just don't want things to be difficult for her. response:	Fine, I'll adopt Rin.
context: That again?!\What again?\It's much more preferable for her to use our family name at school\than let someone make a crack about her differing name and hurt her feelings.\And you think she can keep that all straight?\There's a lot going on, even in elementary school.\I just don't want things to be difficult for her.\Fine, I'll adopt Rin. response:	Wha...?!
context: What again?\It's much more preferable for her to use our family name at school\than let someone make a crack about her differing name and hurt her feelings.\And you think she can keep that all straight?\There's a lot going on, even in elementary school.\I just don't want things to be difficult for her.\Fine, I'll adopt Rin.\Wha...?! response:	As long as she doesn't object...
context: It's much more preferable for her to use our family name at school\than let someone make a crack about her differing name and hurt her feelings.\And you think she can keep that all straight?\There's a lot going on, even in elementary school.\I just don't want things to be difficult for her.\Fine, I'll adopt Rin.\Wha...?!\As long as she doesn't object... response:	That way, she'll really be Kawachi Rin...
context: than let someone make a crack about her differing name and hurt her feelings.\And you think she can keep that all straight?\There's a lot going on, even in elementary school.\I just don't want things to be difficult for her.\Fine, I'll adopt Rin.\Wha...?!\As long as she doesn't object...\That way, she'll really be Kawachi Rin... response:	Yeah, that way's more natural...
context: And you think she can keep that all straight?\There's a lot going on, even in elementary school.\I just don't want things to be difficult for her.\Fine, I'll adopt Rin.\Wha...?!\As long as she doesn't object...\That way, she'll really be Kawachi Rin...\Yeah, that way's more natural... response:	Don't talk so glibly about such an important thing!
context: There's a lot going on, even in elementary school.\I just don't want things to be difficult for her.\Fine, I'll adopt Rin.\Wha...?!\As long as she doesn't object...\That way, she'll really be Kawachi Rin...\Yeah, that way's more natural...\Don't talk so glibly about such an important thing! response:	I'm not being glib!
context: I just don't want things to be difficult for her.\Fine, I'll adopt Rin.\Wha...?!\As long as she doesn't object...\That way, she'll really be Kawachi Rin...\Yeah, that way's more natural...\Don't talk so glibly about such an important thing!\I'm not being glib! response:	This is something that's gotta be decided, am I right?!
context: Fine, I'll adopt Rin.\Wha...?!\As long as she doesn't object...\That way, she'll really be Kawachi Rin...\Yeah, that way's more natural...\Don't talk so glibly about such an important thing!\I'm not being glib!\This is something that's gotta be decided, am I right?! response:	It's all the same if it's now or later!
context: Wha...?!\As long as she doesn't object...\That way, she'll really be Kawachi Rin...\Yeah, that way's more natural...\Don't talk so glibly about such an important thing!\I'm not being glib!\This is something that's gotta be decided, am I right?!\It's all the same if it's now or later! response:	Easy, easy...
context: As long as she doesn't object...\That way, she'll really be Kawachi Rin...\Yeah, that way's more natural...\Don't talk so glibly about such an important thing!\I'm not being glib!\This is something that's gotta be decided, am I right?!\It's all the same if it's now or later!\Easy, easy... response:	It's not all the same!
