context: Hello, Kawajiri residence. response:	July 16th (Fri) 7:57 AM
context: That's Rohan-sensei's earring.\and ask me about my dad...\Sorry about that.\I overslept and was late meeting up with my friends.\Huh? I've seen you before... Where was it?\Ah, Josuke and Okuyasu.\Yo.\Yo, Koichi. Good morning, Jotaro. response:	What, so Rohan's the only one who's not here yet?
context: and ask me about my dad...\Sorry about that.\I overslept and was late meeting up with my friends.\Huh? I've seen you before... Where was it?\Ah, Josuke and Okuyasu.\Yo.\Yo, Koichi. Good morning, Jotaro.\What, so Rohan's the only one who's not here yet? response:	A-And two more...
context: Sorry about that.\I overslept and was late meeting up with my friends.\Huh? I've seen you before... Where was it?\Ah, Josuke and Okuyasu.\Yo.\Yo, Koichi. Good morning, Jotaro.\What, so Rohan's the only one who's not here yet?\A-And two more... response:	When he said his friends were going to show up...
context: I overslept and was late meeting up with my friends.\Huh? I've seen you before... Where was it?\Ah, Josuke and Okuyasu.\Yo.\Yo, Koichi. Good morning, Jotaro.\What, so Rohan's the only one who's not here yet?\A-And two more...\When he said his friends were going to show up... response:	We won't know where Hayato Kawajiri's house is if he's not here.
context: Huh? I've seen you before... Where was it?\Ah, Josuke and Okuyasu.\Yo.\Yo, Koichi. Good morning, Jotaro.\What, so Rohan's the only one who's not here yet?\A-And two more...\When he said his friends were going to show up...\We won't know where Hayato Kawajiri's house is if he's not here. response:	He must have been talking about them!
context: Ah, Josuke and Okuyasu.\Yo.\Yo, Koichi. Good morning, Jotaro.\What, so Rohan's the only one who's not here yet?\A-And two more...\When he said his friends were going to show up...\We won't know where Hayato Kawajiri's house is if he's not here.\He must have been talking about them! response:	I just remembered I accidentally grabbed onto this.
context: Yo.\Yo, Koichi. Good morning, Jotaro.\What, so Rohan's the only one who's not here yet?\A-And two more...\When he said his friends were going to show up...\We won't know where Hayato Kawajiri's house is if he's not here.\He must have been talking about them!\I just remembered I accidentally grabbed onto this. response:	Here you go. Your hat.
context: Yo, Koichi. Good morning, Jotaro.\What, so Rohan's the only one who's not here yet?\A-And two more...\When he said his friends were going to show up...\We won't know where Hayato Kawajiri's house is if he's not here.\He must have been talking about them!\I just remembered I accidentally grabbed onto this.\Here you go. Your hat. response:	Th-Thanks...
context: What, so Rohan's the only one who's not here yet?\A-And two more...\When he said his friends were going to show up...\We won't know where Hayato Kawajiri's house is if he's not here.\He must have been talking about them!\I just remembered I accidentally grabbed onto this.\Here you go. Your hat.\Th-Thanks... response:	That angle...
context: A-And two more...\When he said his friends were going to show up...\We won't know where Hayato Kawajiri's house is if he's not here.\He must have been talking about them!\I just remembered I accidentally grabbed onto this.\Here you go. Your hat.\Th-Thanks...\That angle... response:	It's that angle. I'm sure I've seen him before...
context: When he said his friends were going to show up...\We won't know where Hayato Kawajiri's house is if he's not here.\He must have been talking about them!\I just remembered I accidentally grabbed onto this.\Here you go. Your hat.\Th-Thanks...\That angle...\It's that angle. I'm sure I've seen him before... response:	Where was it? I know I've seen him...
context: We won't know where Hayato Kawajiri's house is if he's not here.\He must have been talking about them!\I just remembered I accidentally grabbed onto this.\Here you go. Your hat.\Th-Thanks...\That angle...\It's that angle. I'm sure I've seen him before...\Where was it? I know I've seen him... response:	Koichi. Look at the name on his backpack.
context: He must have been talking about them!\I just remembered I accidentally grabbed onto this.\Here you go. Your hat.\Th-Thanks...\That angle...\It's that angle. I'm sure I've seen him before...\Where was it? I know I've seen him...\Koichi. Look at the name on his backpack. response:	Huh?
context: I just remembered I accidentally grabbed onto this.\Here you go. Your hat.\Th-Thanks...\That angle...\It's that angle. I'm sure I've seen him before...\Where was it? I know I've seen him...\Koichi. Look at the name on his backpack.\Huh? response:	Hayato Kawajiri
context: Here you go. Your hat.\Th-Thanks...\That angle...\It's that angle. I'm sure I've seen him before...\Where was it? I know I've seen him...\Koichi. Look at the name on his backpack.\Huh?\Hayato Kawajiri response:	Hayato Kawajiri?!
context: Th-Thanks...\That angle...\It's that angle. I'm sure I've seen him before...\Where was it? I know I've seen him...\Koichi. Look at the name on his backpack.\Huh?\Hayato Kawajiri\Hayato Kawajiri?! response:	What?!
context: That angle...\It's that angle. I'm sure I've seen him before...\Where was it? I know I've seen him...\Koichi. Look at the name on his backpack.\Huh?\Hayato Kawajiri\Hayato Kawajiri?!\What?! response:	I-I've been found out!
context: It's that angle. I'm sure I've seen him before...\Where was it? I know I've seen him...\Koichi. Look at the name on his backpack.\Huh?\Hayato Kawajiri\Hayato Kawajiri?!\What?!\I-I've been found out! response:	Wake up
context: Where was it? I know I've seen him...\Koichi. Look at the name on his backpack.\Huh?\Hayato Kawajiri\Hayato Kawajiri?!\What?!\I-I've been found out!\Wake up response:	The weather report begins
context: Koichi. Look at the name on his backpack.\Huh?\Hayato Kawajiri\Hayato Kawajiri?!\What?!\I-I've been found out!\Wake up\The weather report begins response:	Kira leaves the house
context: Huh?\Hayato Kawajiri\Hayato Kawajiri?!\What?!\I-I've been found out!\Wake up\The weather report begins\Kira leaves the house response:	Hayato meets Rohan
context: Hayato Kawajiri\Hayato Kawajiri?!\What?!\I-I've been found out!\Wake up\The weather report begins\Kira leaves the house\Hayato meets Rohan response:	Lightning strikes the Pepsi sign
context: Hayato Kawajiri?!\What?!\I-I've been found out!\Wake up\The weather report begins\Kira leaves the house\Hayato meets Rohan\Lightning strikes the Pepsi sign response:	Rohan Kishibe dies from explosion
context: What?!\I-I've been found out!\Wake up\The weather report begins\Kira leaves the house\Hayato meets Rohan\Lightning strikes the Pepsi sign\Rohan Kishibe dies from explosion response:	July 16th (Fri) 8:34 AM
context: I-I've been found out!\Wake up\The weather report begins\Kira leaves the house\Hayato meets Rohan\Lightning strikes the Pepsi sign\Rohan Kishibe dies from explosion\July 16th (Fri) 8:34 AM response:	Hayato Kawajiri...
context: Wake up\The weather report begins\Kira leaves the house\Hayato meets Rohan\Lightning strikes the Pepsi sign\Rohan Kishibe dies from explosion\July 16th (Fri) 8:34 AM\Hayato Kawajiri... response:	What are you doing here?
context: The weather report begins\Kira leaves the house\Hayato meets Rohan\Lightning strikes the Pepsi sign\Rohan Kishibe dies from explosion\July 16th (Fri) 8:34 AM\Hayato Kawajiri...\What are you doing here? response:	Is it a coincidence?
context: Kira leaves the house\Hayato meets Rohan\Lightning strikes the Pepsi sign\Rohan Kishibe dies from explosion\July 16th (Fri) 8:34 AM\Hayato Kawajiri...\What are you doing here?\Is it a coincidence? response:	D-Does this have to do with Rohan-sensei not being here?
context: Hayato meets Rohan\Lightning strikes the Pepsi sign\Rohan Kishibe dies from explosion\July 16th (Fri) 8:34 AM\Hayato Kawajiri...\What are you doing here?\Is it a coincidence?\D-Does this have to do with Rohan-sensei not being here? response:	If these four start asking me about my dad...
context: Lightning strikes the Pepsi sign\Rohan Kishibe dies from explosion\July 16th (Fri) 8:34 AM\Hayato Kawajiri...\What are you doing here?\Is it a coincidence?\D-Does this have to do with Rohan-sensei not being here?\If these four start asking me about my dad... response:	They're all going to be blown away!
context: Rohan Kishibe dies from explosion\July 16th (Fri) 8:34 AM\Hayato Kawajiri...\What are you doing here?\Is it a coincidence?\D-Does this have to do with Rohan-sensei not being here?\If these four start asking me about my dad...\They're all going to be blown away! response:	N-No! Don't ask me any questions...
context: July 16th (Fri) 8:34 AM\Hayato Kawajiri...\What are you doing here?\Is it a coincidence?\D-Does this have to do with Rohan-sensei not being here?\If these four start asking me about my dad...\They're all going to be blown away!\N-No! Don't ask me any questions... response:	If you guys die, too, who's going to defeat him?
context: Hayato Kawajiri...\What are you doing here?\Is it a coincidence?\D-Does this have to do with Rohan-sensei not being here?\If these four start asking me about my dad...\They're all going to be blown away!\N-No! Don't ask me any questions...\If you guys die, too, who's going to defeat him? response:	Even if I have to deceive them...
context: What are you doing here?\Is it a coincidence?\D-Does this have to do with Rohan-sensei not being here?\If these four start asking me about my dad...\They're all going to be blown away!\N-No! Don't ask me any questions...\If you guys die, too, who's going to defeat him?\Even if I have to deceive them... response:	I can't let these people die, no matter what!
context: Is it a coincidence?\D-Does this have to do with Rohan-sensei not being here?\If these four start asking me about my dad...\They're all going to be blown away!\N-No! Don't ask me any questions...\If you guys die, too, who's going to defeat him?\Even if I have to deceive them...\I can't let these people die, no matter what! response:	I want to ask you about this photo...
context: D-Does this have to do with Rohan-sensei not being here?\If these four start asking me about my dad...\They're all going to be blown away!\N-No! Don't ask me any questions...\If you guys die, too, who's going to defeat him?\Even if I have to deceive them...\I can't let these people die, no matter what!\I want to ask you about this photo... response:	I want to know why you were recording a video in this photo.
context: If these four start asking me about my dad...\They're all going to be blown away!\N-No! Don't ask me any questions...\If you guys die, too, who's going to defeat him?\Even if I have to deceive them...\I can't let these people die, no matter what!\I want to ask you about this photo...\I want to know why you were recording a video in this photo. response:	Why were you recording your da
context: They're all going to be blown away!\N-No! Don't ask me any questions...\If you guys die, too, who's going to defeat him?\Even if I have to deceive them...\I can't let these people die, no matter what!\I want to ask you about this photo...\I want to know why you were recording a video in this photo.\Why were you recording your da response:	M-My nose is bleeding!
context: N-No! Don't ask me any questions...\If you guys die, too, who's going to defeat him?\Even if I have to deceive them...\I can't let these people die, no matter what!\I want to ask you about this photo...\I want to know why you were recording a video in this photo.\Why were you recording your da\M-My nose is bleeding! response:	I need to go to the clinic! My nose is gushing blood!
context: If you guys die, too, who's going to defeat him?\Even if I have to deceive them...\I can't let these people die, no matter what!\I want to ask you about this photo...\I want to know why you were recording a video in this photo.\Why were you recording your da\M-My nose is bleeding!\I need to go to the clinic! My nose is gushing blood! response:	I-I... Bye!
context: Even if I have to deceive them...\I can't let these people die, no matter what!\I want to ask you about this photo...\I want to know why you were recording a video in this photo.\Why were you recording your da\M-My nose is bleeding!\I need to go to the clinic! My nose is gushing blood!\I-I... Bye! response:	Hold it.
context: I can't let these people die, no matter what!\I want to ask you about this photo...\I want to know why you were recording a video in this photo.\Why were you recording your da\M-My nose is bleeding!\I need to go to the clinic! My nose is gushing blood!\I-I... Bye!\Hold it. response:	Your nose is bleeding? Let me see.
context: I want to ask you about this photo...\I want to know why you were recording a video in this photo.\Why were you recording your da\M-My nose is bleeding!\I need to go to the clinic! My nose is gushing blood!\I-I... Bye!\Hold it.\Your nose is bleeding? Let me see. response:	Here. What happened?
context: I want to know why you were recording a video in this photo.\Why were you recording your da\M-My nose is bleeding!\I need to go to the clinic! My nose is gushing blood!\I-I... Bye!\Hold it.\Your nose is bleeding? Let me see.\Here. What happened? response:	I have to go. Excuse me.
context: Why were you recording your da\M-My nose is bleeding!\I need to go to the clinic! My nose is gushing blood!\I-I... Bye!\Hold it.\Your nose is bleeding? Let me see.\Here. What happened?\I have to go. Excuse me. response:	You don't need to go to a clinic.
context: M-My nose is bleeding!\I need to go to the clinic! My nose is gushing blood!\I-I... Bye!\Hold it.\Your nose is bleeding? Let me see.\Here. What happened?\I have to go. Excuse me.\You don't need to go to a clinic. response:	Your nose isn't bleeding.
context: I need to go to the clinic! My nose is gushing blood!\I-I... Bye!\Hold it.\Your nose is bleeding? Let me see.\Here. What happened?\I have to go. Excuse me.\You don't need to go to a clinic.\Your nose isn't bleeding. response:	Huh?
context: I-I... Bye!\Hold it.\Your nose is bleeding? Let me see.\Here. What happened?\I have to go. Excuse me.\You don't need to go to a clinic.\Your nose isn't bleeding.\Huh? response:	Huh?!
context: Hold it.\Your nose is bleeding? Let me see.\Here. What happened?\I have to go. Excuse me.\You don't need to go to a clinic.\Your nose isn't bleeding.\Huh?\Huh?! response:	My name is Josuke Higashikata.
context: Your nose is bleeding? Let me see.\Here. What happened?\I have to go. Excuse me.\You don't need to go to a clinic.\Your nose isn't bleeding.\Huh?\Huh?!\My name is Josuke Higashikata. response:	He's a relative of mine, Jotaro Kujo.
context: Here. What happened?\I have to go. Excuse me.\You don't need to go to a clinic.\Your nose isn't bleeding.\Huh?\Huh?!\My name is Josuke Higashikata.\He's a relative of mine, Jotaro Kujo. response:	The one with the scary face over there is Okuyasu Nijimura.
context: I have to go. Excuse me.\You don't need to go to a clinic.\Your nose isn't bleeding.\Huh?\Huh?!\My name is Josuke Higashikata.\He's a relative of mine, Jotaro Kujo.\The one with the scary face over there is Okuyasu Nijimura. response:	And the friendly-looking guy there is Koichi Hirose.
context: You don't need to go to a clinic.\Your nose isn't bleeding.\Huh?\Huh?!\My name is Josuke Higashikata.\He's a relative of mine, Jotaro Kujo.\The one with the scary face over there is Okuyasu Nijimura.\And the friendly-looking guy there is Koichi Hirose. response:	You go to Budogaoka Elementary, don't you?
context: Your nose isn't bleeding.\Huh?\Huh?!\My name is Josuke Higashikata.\He's a relative of mine, Jotaro Kujo.\The one with the scary face over there is Okuyasu Nijimura.\And the friendly-looking guy there is Koichi Hirose.\You go to Budogaoka Elementary, don't you? response:	Then you won't be late just yet.
context: Huh?\Huh?!\My name is Josuke Higashikata.\He's a relative of mine, Jotaro Kujo.\The one with the scary face over there is Okuyasu Nijimura.\And the friendly-looking guy there is Koichi Hirose.\You go to Budogaoka Elementary, don't you?\Then you won't be late just yet. response:	We just have some questions...
context: Huh?!\My name is Josuke Higashikata.\He's a relative of mine, Jotaro Kujo.\The one with the scary face over there is Okuyasu Nijimura.\And the friendly-looking guy there is Koichi Hirose.\You go to Budogaoka Elementary, don't you?\Then you won't be late just yet.\We just have some questions... response:	about this picture.
context: My name is Josuke Higashikata.\He's a relative of mine, Jotaro Kujo.\The one with the scary face over there is Okuyasu Nijimura.\And the friendly-looking guy there is Koichi Hirose.\You go to Budogaoka Elementary, don't you?\Then you won't be late just yet.\We just have some questions...\about this picture. response:	If it's nothing, then that's fine.
context: He's a relative of mine, Jotaro Kujo.\The one with the scary face over there is Okuyasu Nijimura.\And the friendly-looking guy there is Koichi Hirose.\You go to Budogaoka Elementary, don't you?\Then you won't be late just yet.\We just have some questions...\about this picture.\If it's nothing, then that's fine. response:	W-Well, it is something! Don't ask me any questions!
context: The one with the scary face over there is Okuyasu Nijimura.\And the friendly-looking guy there is Koichi Hirose.\You go to Budogaoka Elementary, don't you?\Then you won't be late just yet.\We just have some questions...\about this picture.\If it's nothing, then that's fine.\W-Well, it is something! Don't ask me any questions! response:	You can't ask me any questions!
context: And the friendly-looking guy there is Koichi Hirose.\You go to Budogaoka Elementary, don't you?\Then you won't be late just yet.\We just have some questions...\about this picture.\If it's nothing, then that's fine.\W-Well, it is something! Don't ask me any questions!\You can't ask me any questions! response:	Is the person in this picture
context: You go to Budogaoka Elementary, don't you?\Then you won't be late just yet.\We just have some questions...\about this picture.\If it's nothing, then that's fine.\W-Well, it is something! Don't ask me any questions!\You can't ask me any questions!\Is the person in this picture response:	your da
context: Then you won't be late just yet.\We just have some questions...\about this picture.\If it's nothing, then that's fine.\W-Well, it is something! Don't ask me any questions!\You can't ask me any questions!\Is the person in this picture\your da response:	No! Don't say any more!
context: We just have some questions...\about this picture.\If it's nothing, then that's fine.\W-Well, it is something! Don't ask me any questions!\You can't ask me any questions!\Is the person in this picture\your da\No! Don't say any more! response:	I-It's no use...
context: about this picture.\If it's nothing, then that's fine.\W-Well, it is something! Don't ask me any questions!\You can't ask me any questions!\Is the person in this picture\your da\No! Don't say any more!\I-It's no use... response:	Now they're going to ask even more questions.
context: If it's nothing, then that's fine.\W-Well, it is something! Don't ask me any questions!\You can't ask me any questions!\Is the person in this picture\your da\No! Don't say any more!\I-It's no use...\Now they're going to ask even more questions. response:	What do you mean by Don't say anymore?
context: W-Well, it is something! Don't ask me any questions!\You can't ask me any questions!\Is the person in this picture\your da\No! Don't say any more!\I-It's no use...\Now they're going to ask even more questions.\What do you mean by Don't say anymore? response:	One after another...
context: You can't ask me any questions!\Is the person in this picture\your da\No! Don't say any more!\I-It's no use...\Now they're going to ask even more questions.\What do you mean by Don't say anymore?\One after another... response:	What are we not supposed to say?
context: Is the person in this picture\your da\No! Don't say any more!\I-It's no use...\Now they're going to ask even more questions.\What do you mean by Don't say anymore?\One after another...\What are we not supposed to say? response:	I can't stop it anymore!
context: your da\No! Don't say any more!\I-It's no use...\Now they're going to ask even more questions.\What do you mean by Don't say anymore?\One after another...\What are we not supposed to say?\I can't stop it anymore! response:	Are you talking about your dad?
context: No! Don't say any more!\I-It's no use...\Now they're going to ask even more questions.\What do you mean by Don't say anymore?\One after another...\What are we not supposed to say?\I can't stop it anymore!\Are you talking about your dad? response:	They're going to explode!
context: I-It's no use...\Now they're going to ask even more questions.\What do you mean by Don't say anymore?\One after another...\What are we not supposed to say?\I can't stop it anymore!\Are you talking about your dad?\They're going to explode! response:	They're all going to explode!
context: Now they're going to ask even more questions.\What do you mean by Don't say anymore?\One after another...\What are we not supposed to say?\I can't stop it anymore!\Are you talking about your dad?\They're going to explode!\They're all going to explode! response:	You suddenly shouted, No!
context: What do you mean by Don't say anymore?\One after another...\What are we not supposed to say?\I can't stop it anymore!\Are you talking about your dad?\They're going to explode!\They're all going to explode!\You suddenly shouted, No! response:	Don't say any more?
context: One after another...\What are we not supposed to say?\I can't stop it anymore!\Are you talking about your dad?\They're going to explode!\They're all going to explode!\You suddenly shouted, No!\Don't say any more? response:	But we didn't ask you anything yet.
context: What are we not supposed to say?\I can't stop it anymore!\Are you talking about your dad?\They're going to explode!\They're all going to explode!\You suddenly shouted, No!\Don't say any more?\But we didn't ask you anything yet. response:	Could it be...
context: I can't stop it anymore!\Are you talking about your dad?\They're going to explode!\They're all going to explode!\You suddenly shouted, No!\Don't say any more?\But we didn't ask you anything yet.\Could it be... response:	that even asking you a question is a bad idea?
context: Are you talking about your dad?\They're going to explode!\They're all going to explode!\You suddenly shouted, No!\Don't say any more?\But we didn't ask you anything yet.\Could it be...\that even asking you a question is a bad idea? response:	They're going to explode... Explode... Explode...
context: They're going to explode!\They're all going to explode!\You suddenly shouted, No!\Don't say any more?\But we didn't ask you anything yet.\Could it be...\that even asking you a question is a bad idea?\They're going to explode... Explode... Explode... response:	I know...
context: They're all going to explode!\You suddenly shouted, No!\Don't say any more?\But we didn't ask you anything yet.\Could it be...\that even asking you a question is a bad idea?\They're going to explode... Explode... Explode...\I know... response:	I-If I die, no one else will have to die!
context: You suddenly shouted, No!\Don't say any more?\But we didn't ask you anything yet.\Could it be...\that even asking you a question is a bad idea?\They're going to explode... Explode... Explode...\I know...\I-If I die, no one else will have to die! response:	Since I'm the bomb, I just need to die!
context: Don't say any more?\But we didn't ask you anything yet.\Could it be...\that even asking you a question is a bad idea?\They're going to explode... Explode... Explode...\I know...\I-If I die, no one else will have to die!\Since I'm the bomb, I just need to die! response:	If I die, I'm sure these people will be able to defeat him and save my mom!
context: But we didn't ask you anything yet.\Could it be...\that even asking you a question is a bad idea?\They're going to explode... Explode... Explode...\I know...\I-If I die, no one else will have to die!\Since I'm the bomb, I just need to die!\If I die, I'm sure these people will be able to defeat him and save my mom! response:	Come on, ask him about Kosaku Kawajiri already.
context: Could it be...\that even asking you a question is a bad idea?\They're going to explode... Explode... Explode...\I know...\I-If I die, no one else will have to die!\Since I'm the bomb, I just need to die!\If I die, I'm sure these people will be able to defeat him and save my mom!\Come on, ask him about Kosaku Kawajiri already. response:	Wait, Josuke. Something's wrong.
context: that even asking you a question is a bad idea?\They're going to explode... Explode... Explode...\I know...\I-If I die, no one else will have to die!\Since I'm the bomb, I just need to die!\If I die, I'm sure these people will be able to defeat him and save my mom!\Come on, ask him about Kosaku Kawajiri already.\Wait, Josuke. Something's wrong. response:	What are you crouching down for?
context: They're going to explode... Explode... Explode...\I know...\I-If I die, no one else will have to die!\Since I'm the bomb, I just need to die!\If I die, I'm sure these people will be able to defeat him and save my mom!\Come on, ask him about Kosaku Kawajiri already.\Wait, Josuke. Something's wrong.\What are you crouching down for? response:	I-It won't go through...
context: I know...\I-If I die, no one else will have to die!\Since I'm the bomb, I just need to die!\If I die, I'm sure these people will be able to defeat him and save my mom!\Come on, ask him about Kosaku Kawajiri already.\Wait, Josuke. Something's wrong.\What are you crouching down for?\I-It won't go through... response:	For some reason, the box cutter won't go into my throat!
context: I-If I die, no one else will have to die!\Since I'm the bomb, I just need to die!\If I die, I'm sure these people will be able to defeat him and save my mom!\Come on, ask him about Kosaku Kawajiri already.\Wait, Josuke. Something's wrong.\What are you crouching down for?\I-It won't go through...\For some reason, the box cutter won't go into my throat! response:	That's...
context: Since I'm the bomb, I just need to die!\If I die, I'm sure these people will be able to defeat him and save my mom!\Come on, ask him about Kosaku Kawajiri already.\Wait, Josuke. Something's wrong.\What are you crouching down for?\I-It won't go through...\For some reason, the box cutter won't go into my throat!\That's... response:	That Stand...
context: If I die, I'm sure these people will be able to defeat him and save my mom!\Come on, ask him about Kosaku Kawajiri already.\Wait, Josuke. Something's wrong.\What are you crouching down for?\I-It won't go through...\For some reason, the box cutter won't go into my throat!\That's...\That Stand... response:	I'd never forget it after seeing it once!
context: Come on, ask him about Kosaku Kawajiri already.\Wait, Josuke. Something's wrong.\What are you crouching down for?\I-It won't go through...\For some reason, the box cutter won't go into my throat!\That's...\That Stand...\I'd never forget it after seeing it once! response:	Deadly Queen!
context: Wait, Josuke. Something's wrong.\What are you crouching down for?\I-It won't go through...\For some reason, the box cutter won't go into my throat!\That's...\That Stand...\I'd never forget it after seeing it once!\Deadly Queen! response:	To be more precise,
context: What are you crouching down for?\I-It won't go through...\For some reason, the box cutter won't go into my throat!\That's...\That Stand...\I'd never forget it after seeing it once!\Deadly Queen!\To be more precise, response:	its Deadly Queen's third bomb, Bites the Dust.
context: I-It won't go through...\For some reason, the box cutter won't go into my throat!\That's...\That Stand...\I'd never forget it after seeing it once!\Deadly Queen!\To be more precise,\its Deadly Queen's third bomb, Bites the Dust. response:	It's already too late to attack.
context: For some reason, the box cutter won't go into my throat!\That's...\That Stand...\I'd never forget it after seeing it once!\Deadly Queen!\To be more precise,\its Deadly Queen's third bomb, Bites the Dust.\It's already too late to attack. response:	If you're seeing me, that means I'm already inside your eyes.
context: That's...\That Stand...\I'd never forget it after seeing it once!\Deadly Queen!\To be more precise,\its Deadly Queen's third bomb, Bites the Dust.\It's already too late to attack.\If you're seeing me, that means I'm already inside your eyes. response:	It doesn't matter how many of you there are, because all at once...
context: That Stand...\I'd never forget it after seeing it once!\Deadly Queen!\To be more precise,\its Deadly Queen's third bomb, Bites the Dust.\It's already too late to attack.\If you're seeing me, that means I'm already inside your eyes.\It doesn't matter how many of you there are, because all at once... response:	You tried to find out my identity!
context: I'd never forget it after seeing it once!\Deadly Queen!\To be more precise,\its Deadly Queen's third bomb, Bites the Dust.\It's already too late to attack.\If you're seeing me, that means I'm already inside your eyes.\It doesn't matter how many of you there are, because all at once...\You tried to find out my identity! response:	What, you're already awake?
context: Deadly Queen!\To be more precise,\its Deadly Queen's third bomb, Bites the Dust.\It's already too late to attack.\If you're seeing me, that means I'm already inside your eyes.\It doesn't matter how many of you there are, because all at once...\You tried to find out my identity!\What, you're already awake? response:	I'm glad you replied for once when I called you, but there's no need to yell.
context: To be more precise,\its Deadly Queen's third bomb, Bites the Dust.\It's already too late to attack.\If you're seeing me, that means I'm already inside your eyes.\It doesn't matter how many of you there are, because all at once...\You tried to find out my identity!\What, you're already awake?\I'm glad you replied for once when I called you, but there's no need to yell. response:	Breakfast is ready, so come on.
context: its Deadly Queen's third bomb, Bites the Dust.\It's already too late to attack.\If you're seeing me, that means I'm already inside your eyes.\It doesn't matter how many of you there are, because all at once...\You tried to find out my identity!\What, you're already awake?\I'm glad you replied for once when I called you, but there's no need to yell.\Breakfast is ready, so come on. response:	I couldn't stop it... Those four got attacked, too.
context: It's already too late to attack.\If you're seeing me, that means I'm already inside your eyes.\It doesn't matter how many of you there are, because all at once...\You tried to find out my identity!\What, you're already awake?\I'm glad you replied for once when I called you, but there's no need to yell.\Breakfast is ready, so come on.\I couldn't stop it... Those four got attacked, too. response:	It's no use... No matter how hard I try,
context: If you're seeing me, that means I'm already inside your eyes.\It doesn't matter how many of you there are, because all at once...\You tried to find out my identity!\What, you're already awake?\I'm glad you replied for once when I called you, but there's no need to yell.\Breakfast is ready, so come on.\I couldn't stop it... Those four got attacked, too.\It's no use... No matter how hard I try, response:	in an hour, fate is going to eliminate those four, too...
context: It doesn't matter how many of you there are, because all at once...\You tried to find out my identity!\What, you're already awake?\I'm glad you replied for once when I called you, but there's no need to yell.\Breakfast is ready, so come on.\I couldn't stop it... Those four got attacked, too.\It's no use... No matter how hard I try,\in an hour, fate is going to eliminate those four, too... response:	I can't even kill myself.
context: You tried to find out my identity!\What, you're already awake?\I'm glad you replied for once when I called you, but there's no need to yell.\Breakfast is ready, so come on.\I couldn't stop it... Those four got attacked, too.\It's no use... No matter how hard I try,\in an hour, fate is going to eliminate those four, too...\I can't even kill myself. response:	My dying would be troublesome to him,
context: What, you're already awake?\I'm glad you replied for once when I called you, but there's no need to yell.\Breakfast is ready, so come on.\I couldn't stop it... Those four got attacked, too.\It's no use... No matter how hard I try,\in an hour, fate is going to eliminate those four, too...\I can't even kill myself.\My dying would be troublesome to him, response:	so Bites the Dust must be automatically protecting me.
context: I'm glad you replied for once when I called you, but there's no need to yell.\Breakfast is ready, so come on.\I couldn't stop it... Those four got attacked, too.\It's no use... No matter how hard I try,\in an hour, fate is going to eliminate those four, too...\I can't even kill myself.\My dying would be troublesome to him,\so Bites the Dust must be automatically protecting me. response:	He's too strong...
context: Breakfast is ready, so come on.\I couldn't stop it... Those four got attacked, too.\It's no use... No matter how hard I try,\in an hour, fate is going to eliminate those four, too...\I can't even kill myself.\My dying would be troublesome to him,\so Bites the Dust must be automatically protecting me.\He's too strong... response:	Yoshikage Kira is too much of a monster.
context: I couldn't stop it... Those four got attacked, too.\It's no use... No matter how hard I try,\in an hour, fate is going to eliminate those four, too...\I can't even kill myself.\My dying would be troublesome to him,\so Bites the Dust must be automatically protecting me.\He's too strong...\Yoshikage Kira is too much of a monster. response:	Either he has to die, or he has to undo Bites the Dust for whatever reason,
context: It's no use... No matter how hard I try,\in an hour, fate is going to eliminate those four, too...\I can't even kill myself.\My dying would be troublesome to him,\so Bites the Dust must be automatically protecting me.\He's too strong...\Yoshikage Kira is too much of a monster.\Either he has to die, or he has to undo Bites the Dust for whatever reason, response:	or those four are going to die for sure.
context: in an hour, fate is going to eliminate those four, too...\I can't even kill myself.\My dying would be troublesome to him,\so Bites the Dust must be automatically protecting me.\He's too strong...\Yoshikage Kira is too much of a monster.\Either he has to die, or he has to undo Bites the Dust for whatever reason,\or those four are going to die for sure. response:	Either he has to die, or he has to undo Bites the Dust...
context: I can't even kill myself.\My dying would be troublesome to him,\so Bites the Dust must be automatically protecting me.\He's too strong...\Yoshikage Kira is too much of a monster.\Either he has to die, or he has to undo Bites the Dust for whatever reason,\or those four are going to die for sure.\Either he has to die, or he has to undo Bites the Dust... response:	I always thought there was no way I could ever kill someone.
context: My dying would be troublesome to him,\so Bites the Dust must be automatically protecting me.\He's too strong...\Yoshikage Kira is too much of a monster.\Either he has to die, or he has to undo Bites the Dust for whatever reason,\or those four are going to die for sure.\Either he has to die, or he has to undo Bites the Dust...\I always thought there was no way I could ever kill someone. response:	There was no way an 11-year-old boy like me could kill a monster like that.
context: so Bites the Dust must be automatically protecting me.\He's too strong...\Yoshikage Kira is too much of a monster.\Either he has to die, or he has to undo Bites the Dust for whatever reason,\or those four are going to die for sure.\Either he has to die, or he has to undo Bites the Dust...\I always thought there was no way I could ever kill someone.\There was no way an 11-year-old boy like me could kill a monster like that. response:	But there is one way!
context: He's too strong...\Yoshikage Kira is too much of a monster.\Either he has to die, or he has to undo Bites the Dust for whatever reason,\or those four are going to die for sure.\Either he has to die, or he has to undo Bites the Dust...\I always thought there was no way I could ever kill someone.\There was no way an 11-year-old boy like me could kill a monster like that.\But there is one way! response:	A way for an 11-year-old like me to kill him...
