context: Suioh University response:	Hooray for spring.
context: A fighting game tournament at the Manga Club.\Of course...\So Tanaka and the others have started building models.\Does that mean you do it too?\Hmm, just one.\It was just an MG Zita...\Then, you don't like them very much.\I do, generally. response:	Want to see it? The Zita Gungal.
context: Of course...\So Tanaka and the others have started building models.\Does that mean you do it too?\Hmm, just one.\It was just an MG Zita...\Then, you don't like them very much.\I do, generally.\Want to see it? The Zita Gungal. response:	I'll pass.
context: So Tanaka and the others have started building models.\Does that mean you do it too?\Hmm, just one.\It was just an MG Zita...\Then, you don't like them very much.\I do, generally.\Want to see it? The Zita Gungal.\I'll pass. response:	Beginner Upgrade Courses Step 1: Smooth out the seams
context: Does that mean you do it too?\Hmm, just one.\It was just an MG Zita...\Then, you don't like them very much.\I do, generally.\Want to see it? The Zita Gungal.\I'll pass.\Beginner Upgrade Courses Step 1: Smooth out the seams response:	One way or another, let's get through test fitting today.
context: Hmm, just one.\It was just an MG Zita...\Then, you don't like them very much.\I do, generally.\Want to see it? The Zita Gungal.\I'll pass.\Beginner Upgrade Courses Step 1: Smooth out the seams\One way or another, let's get through test fitting today. response:	Yes sir!
context: It was just an MG Zita...\Then, you don't like them very much.\I do, generally.\Want to see it? The Zita Gungal.\I'll pass.\Beginner Upgrade Courses Step 1: Smooth out the seams\One way or another, let's get through test fitting today.\Yes sir! response:	We'll do our best!
context: Then, you don't like them very much.\I do, generally.\Want to see it? The Zita Gungal.\I'll pass.\Beginner Upgrade Courses Step 1: Smooth out the seams\One way or another, let's get through test fitting today.\Yes sir!\We'll do our best! response:	Carefully, carefully.
context: I do, generally.\Want to see it? The Zita Gungal.\I'll pass.\Beginner Upgrade Courses Step 1: Smooth out the seams\One way or another, let's get through test fitting today.\Yes sir!\We'll do our best!\Carefully, carefully. response:	Oh, and also, cut those pins off on the short side.
context: Want to see it? The Zita Gungal.\I'll pass.\Beginner Upgrade Courses Step 1: Smooth out the seams\One way or another, let's get through test fitting today.\Yes sir!\We'll do our best!\Carefully, carefully.\Oh, and also, cut those pins off on the short side. response:	It'll make it easier when you take it apart after test fitting.
context: I'll pass.\Beginner Upgrade Courses Step 1: Smooth out the seams\One way or another, let's get through test fitting today.\Yes sir!\We'll do our best!\Carefully, carefully.\Oh, and also, cut those pins off on the short side.\It'll make it easier when you take it apart after test fitting. response:	Y-Yes sir.
context: Beginner Upgrade Courses Step 1: Smooth out the seams\One way or another, let's get through test fitting today.\Yes sir!\We'll do our best!\Carefully, carefully.\Oh, and also, cut those pins off on the short side.\It'll make it easier when you take it apart after test fitting.\Y-Yes sir. response:	There's no special technique required as of yet.
context: One way or another, let's get through test fitting today.\Yes sir!\We'll do our best!\Carefully, carefully.\Oh, and also, cut those pins off on the short side.\It'll make it easier when you take it apart after test fitting.\Y-Yes sir.\There's no special technique required as of yet. response:	Fun, isn't it?
context: Yes sir!\We'll do our best!\Carefully, carefully.\Oh, and also, cut those pins off on the short side.\It'll make it easier when you take it apart after test fitting.\Y-Yes sir.\There's no special technique required as of yet.\Fun, isn't it? response:	It still makes me kind of tense.
context: We'll do our best!\Carefully, carefully.\Oh, and also, cut those pins off on the short side.\It'll make it easier when you take it apart after test fitting.\Y-Yes sir.\There's no special technique required as of yet.\Fun, isn't it?\It still makes me kind of tense. response:	Then you'll never make it through inking.
context: Carefully, carefully.\Oh, and also, cut those pins off on the short side.\It'll make it easier when you take it apart after test fitting.\Y-Yes sir.\There's no special technique required as of yet.\Fun, isn't it?\It still makes me kind of tense.\Then you'll never make it through inking. response:	You'll be so tense you'll forget to breathe.
context: Oh, and also, cut those pins off on the short side.\It'll make it easier when you take it apart after test fitting.\Y-Yes sir.\There's no special technique required as of yet.\Fun, isn't it?\It still makes me kind of tense.\Then you'll never make it through inking.\You'll be so tense you'll forget to breathe. response:	Wow, I wonder if I'll make it.
context: It'll make it easier when you take it apart after test fitting.\Y-Yes sir.\There's no special technique required as of yet.\Fun, isn't it?\It still makes me kind of tense.\Then you'll never make it through inking.\You'll be so tense you'll forget to breathe.\Wow, I wonder if I'll make it. response:	But the JM looks like it'll be harder to ink.
context: Y-Yes sir.\There's no special technique required as of yet.\Fun, isn't it?\It still makes me kind of tense.\Then you'll never make it through inking.\You'll be so tense you'll forget to breathe.\Wow, I wonder if I'll make it.\But the JM looks like it'll be harder to ink. response:	I thought so. I'm not that good at it.
context: There's no special technique required as of yet.\Fun, isn't it?\It still makes me kind of tense.\Then you'll never make it through inking.\You'll be so tense you'll forget to breathe.\Wow, I wonder if I'll make it.\But the JM looks like it'll be harder to ink.\I thought so. I'm not that good at it. response:	Whoa!
context: Fun, isn't it?\It still makes me kind of tense.\Then you'll never make it through inking.\You'll be so tense you'll forget to breathe.\Wow, I wonder if I'll make it.\But the JM looks like it'll be harder to ink.\I thought so. I'm not that good at it.\Whoa! response:	Whoa?
context: It still makes me kind of tense.\Then you'll never make it through inking.\You'll be so tense you'll forget to breathe.\Wow, I wonder if I'll make it.\But the JM looks like it'll be harder to ink.\I thought so. I'm not that good at it.\Whoa!\Whoa? response:	Nothing, nothing.
context: Then you'll never make it through inking.\You'll be so tense you'll forget to breathe.\Wow, I wonder if I'll make it.\But the JM looks like it'll be harder to ink.\I thought so. I'm not that good at it.\Whoa!\Whoa?\Nothing, nothing. response:	Go on, continue.
context: You'll be so tense you'll forget to breathe.\Wow, I wonder if I'll make it.\But the JM looks like it'll be harder to ink.\I thought so. I'm not that good at it.\Whoa!\Whoa?\Nothing, nothing.\Go on, continue. response:	Yes sir.
context: Wow, I wonder if I'll make it.\But the JM looks like it'll be harder to ink.\I thought so. I'm not that good at it.\Whoa!\Whoa?\Nothing, nothing.\Go on, continue.\Yes sir. response:	Hey, where's Kohsaka?
context: But the JM looks like it'll be harder to ink.\I thought so. I'm not that good at it.\Whoa!\Whoa?\Nothing, nothing.\Go on, continue.\Yes sir.\Hey, where's Kohsaka? response:	I haven't heard.
context: I thought so. I'm not that good at it.\Whoa!\Whoa?\Nothing, nothing.\Go on, continue.\Yes sir.\Hey, where's Kohsaka?\I haven't heard. response:	Oh.
context: Whoa!\Whoa?\Nothing, nothing.\Go on, continue.\Yes sir.\Hey, where's Kohsaka?\I haven't heard.\Oh. response:	I'm not gonna do anything!
context: Whoa?\Nothing, nothing.\Go on, continue.\Yes sir.\Hey, where's Kohsaka?\I haven't heard.\Oh.\I'm not gonna do anything! response:	I-I'm sorry, I just...
context: Nothing, nothing.\Go on, continue.\Yes sir.\Hey, where's Kohsaka?\I haven't heard.\Oh.\I'm not gonna do anything!\I-I'm sorry, I just... response:	Beginner Upgrade Courses Step 3: Even out the Hike
context: Go on, continue.\Yes sir.\Hey, where's Kohsaka?\I haven't heard.\Oh.\I'm not gonna do anything!\I-I'm sorry, I just...\Beginner Upgrade Courses Step 3: Even out the Hike response:	I finished the head!
context: Yes sir.\Hey, where's Kohsaka?\I haven't heard.\Oh.\I'm not gonna do anything!\I-I'm sorry, I just...\Beginner Upgrade Courses Step 3: Even out the Hike\I finished the head! response:	Oh, nice pace.
context: Hey, where's Kohsaka?\I haven't heard.\Oh.\I'm not gonna do anything!\I-I'm sorry, I just...\Beginner Upgrade Courses Step 3: Even out the Hike\I finished the head!\Oh, nice pace. response:	You're quick, Ohno.
context: I haven't heard.\Oh.\I'm not gonna do anything!\I-I'm sorry, I just...\Beginner Upgrade Courses Step 3: Even out the Hike\I finished the head!\Oh, nice pace.\You're quick, Ohno. response:	Ah, but the JM has more head parts.
context: Oh.\I'm not gonna do anything!\I-I'm sorry, I just...\Beginner Upgrade Courses Step 3: Even out the Hike\I finished the head!\Oh, nice pace.\You're quick, Ohno.\Ah, but the JM has more head parts. response:	Let's see it.
context: I'm not gonna do anything!\I-I'm sorry, I just...\Beginner Upgrade Courses Step 3: Even out the Hike\I finished the head!\Oh, nice pace.\You're quick, Ohno.\Ah, but the JM has more head parts.\Let's see it. response:	Not bad.
context: I-I'm sorry, I just...\Beginner Upgrade Courses Step 3: Even out the Hike\I finished the head!\Oh, nice pace.\You're quick, Ohno.\Ah, but the JM has more head parts.\Let's see it.\Not bad. response:	Just attach the mono-eye and it's perfect.
context: Beginner Upgrade Courses Step 3: Even out the Hike\I finished the head!\Oh, nice pace.\You're quick, Ohno.\Ah, but the JM has more head parts.\Let's see it.\Not bad.\Just attach the mono-eye and it's perfect. response:	It, it is?
context: I finished the head!\Oh, nice pace.\You're quick, Ohno.\Ah, but the JM has more head parts.\Let's see it.\Not bad.\Just attach the mono-eye and it's perfect.\It, it is? response:	Aren't we all having fun.
context: Oh, nice pace.\You're quick, Ohno.\Ah, but the JM has more head parts.\Let's see it.\Not bad.\Just attach the mono-eye and it's perfect.\It, it is?\Aren't we all having fun. response:	Well, um...
context: You're quick, Ohno.\Ah, but the JM has more head parts.\Let's see it.\Not bad.\Just attach the mono-eye and it's perfect.\It, it is?\Aren't we all having fun.\Well, um... response:	The mono-eye... fulfills the duty of being the main camera...
context: Ah, but the JM has more head parts.\Let's see it.\Not bad.\Just attach the mono-eye and it's perfect.\It, it is?\Aren't we all having fun.\Well, um...\The mono-eye... fulfills the duty of being the main camera... response:	Was that by any chance for my benefit?
context: Let's see it.\Not bad.\Just attach the mono-eye and it's perfect.\It, it is?\Aren't we all having fun.\Well, um...\The mono-eye... fulfills the duty of being the main camera...\Was that by any chance for my benefit? response:	No, I'm just talking to myself.
context: Not bad.\Just attach the mono-eye and it's perfect.\It, it is?\Aren't we all having fun.\Well, um...\The mono-eye... fulfills the duty of being the main camera...\Was that by any chance for my benefit?\No, I'm just talking to myself. response:	I see.
context: Just attach the mono-eye and it's perfect.\It, it is?\Aren't we all having fun.\Well, um...\The mono-eye... fulfills the duty of being the main camera...\Was that by any chance for my benefit?\No, I'm just talking to myself.\I see. response:	Scary story, part 2.
context: It, it is?\Aren't we all having fun.\Well, um...\The mono-eye... fulfills the duty of being the main camera...\Was that by any chance for my benefit?\No, I'm just talking to myself.\I see.\Scary story, part 2. response:	What's with these bad vibes?
context: Aren't we all having fun.\Well, um...\The mono-eye... fulfills the duty of being the main camera...\Was that by any chance for my benefit?\No, I'm just talking to myself.\I see.\Scary story, part 2.\What's with these bad vibes? response:	Am I some kind of nuisance?
context: Well, um...\The mono-eye... fulfills the duty of being the main camera...\Was that by any chance for my benefit?\No, I'm just talking to myself.\I see.\Scary story, part 2.\What's with these bad vibes?\Am I some kind of nuisance? response:	I liked how today's Kujiun was bursting with minor characters.
context: The mono-eye... fulfills the duty of being the main camera...\Was that by any chance for my benefit?\No, I'm just talking to myself.\I see.\Scary story, part 2.\What's with these bad vibes?\Am I some kind of nuisance?\I liked how today's Kujiun was bursting with minor characters. response:	Maybe that's why, but Tokino seemed livelier than usual...
context: Was that by any chance for my benefit?\No, I'm just talking to myself.\I see.\Scary story, part 2.\What's with these bad vibes?\Am I some kind of nuisance?\I liked how today's Kujiun was bursting with minor characters.\Maybe that's why, but Tokino seemed livelier than usual... response:	You could say that.
context: No, I'm just talking to myself.\I see.\Scary story, part 2.\What's with these bad vibes?\Am I some kind of nuisance?\I liked how today's Kujiun was bursting with minor characters.\Maybe that's why, but Tokino seemed livelier than usual...\You could say that. response:	This b-being the second season...
context: I see.\Scary story, part 2.\What's with these bad vibes?\Am I some kind of nuisance?\I liked how today's Kujiun was bursting with minor characters.\Maybe that's why, but Tokino seemed livelier than usual...\You could say that.\This b-being the second season... response:	I agree.
context: Scary story, part 2.\What's with these bad vibes?\Am I some kind of nuisance?\I liked how today's Kujiun was bursting with minor characters.\Maybe that's why, but Tokino seemed livelier than usual...\You could say that.\This b-being the second season...\I agree. response:	Anyone else?
context: What's with these bad vibes?\Am I some kind of nuisance?\I liked how today's Kujiun was bursting with minor characters.\Maybe that's why, but Tokino seemed livelier than usual...\You could say that.\This b-being the second season...\I agree.\Anyone else? response:	Saki, were you watching it?
context: Am I some kind of nuisance?\I liked how today's Kujiun was bursting with minor characters.\Maybe that's why, but Tokino seemed livelier than usual...\You could say that.\This b-being the second season...\I agree.\Anyone else?\Saki, were you watching it? response:	Huh?
context: I liked how today's Kujiun was bursting with minor characters.\Maybe that's why, but Tokino seemed livelier than usual...\You could say that.\This b-being the second season...\I agree.\Anyone else?\Saki, were you watching it?\Huh? response:	Uh, that's...
context: Maybe that's why, but Tokino seemed livelier than usual...\You could say that.\This b-being the second season...\I agree.\Anyone else?\Saki, were you watching it?\Huh?\Uh, that's... response:	Oh, this?
context: You could say that.\This b-being the second season...\I agree.\Anyone else?\Saki, were you watching it?\Huh?\Uh, that's...\Oh, this? response:	I was just checking it out.
context: This b-being the second season...\I agree.\Anyone else?\Saki, were you watching it?\Huh?\Uh, that's...\Oh, this?\I was just checking it out. response:	T-That's still in the test fitting stage!
context: I agree.\Anyone else?\Saki, were you watching it?\Huh?\Uh, that's...\Oh, this?\I was just checking it out.\T-That's still in the test fitting stage! response:	I mean, it's easy to lose track of the parts.
context: Anyone else?\Saki, were you watching it?\Huh?\Uh, that's...\Oh, this?\I was just checking it out.\T-That's still in the test fitting stage!\I mean, it's easy to lose track of the parts. response:	Fine, fine, I'll give it back.
context: Saki, were you watching it?\Huh?\Uh, that's...\Oh, this?\I was just checking it out.\T-That's still in the test fitting stage!\I mean, it's easy to lose track of the parts.\Fine, fine, I'll give it back. response:	Sorry about your precious head.
context: Huh?\Uh, that's...\Oh, this?\I was just checking it out.\T-That's still in the test fitting stage!\I mean, it's easy to lose track of the parts.\Fine, fine, I'll give it back.\Sorry about your precious head. response:	No, I'm sorry.
context: Uh, that's...\Oh, this?\I was just checking it out.\T-That's still in the test fitting stage!\I mean, it's easy to lose track of the parts.\Fine, fine, I'll give it back.\Sorry about your precious head.\No, I'm sorry. response:	I wonder if K-Kasukabe wants to make one too...
context: Oh, this?\I was just checking it out.\T-That's still in the test fitting stage!\I mean, it's easy to lose track of the parts.\Fine, fine, I'll give it back.\Sorry about your precious head.\No, I'm sorry.\I wonder if K-Kasukabe wants to make one too... response:	There's no way.
context: I was just checking it out.\T-That's still in the test fitting stage!\I mean, it's easy to lose track of the parts.\Fine, fine, I'll give it back.\Sorry about your precious head.\No, I'm sorry.\I wonder if K-Kasukabe wants to make one too...\There's no way. response:	No chance.
context: T-That's still in the test fitting stage!\I mean, it's easy to lose track of the parts.\Fine, fine, I'll give it back.\Sorry about your precious head.\No, I'm sorry.\I wonder if K-Kasukabe wants to make one too...\There's no way.\No chance. response:	Not a one, no.
context: I mean, it's easy to lose track of the parts.\Fine, fine, I'll give it back.\Sorry about your precious head.\No, I'm sorry.\I wonder if K-Kasukabe wants to make one too...\There's no way.\No chance.\Not a one, no. response:	But you know, maybe we should ask her.
context: Fine, fine, I'll give it back.\Sorry about your precious head.\No, I'm sorry.\I wonder if K-Kasukabe wants to make one too...\There's no way.\No chance.\Not a one, no.\But you know, maybe we should ask her. response:	W-Well...
context: Sorry about your precious head.\No, I'm sorry.\I wonder if K-Kasukabe wants to make one too...\There's no way.\No chance.\Not a one, no.\But you know, maybe we should ask her.\W-Well... response:	I don't know.
context: No, I'm sorry.\I wonder if K-Kasukabe wants to make one too...\There's no way.\No chance.\Not a one, no.\But you know, maybe we should ask her.\W-Well...\I don't know. response:	She's not interested.
context: I wonder if K-Kasukabe wants to make one too...\There's no way.\No chance.\Not a one, no.\But you know, maybe we should ask her.\W-Well...\I don't know.\She's not interested. response:	Oh...
context: There's no way.\No chance.\Not a one, no.\But you know, maybe we should ask her.\W-Well...\I don't know.\She's not interested.\Oh... response:	Making models is so much fun though.
context: No chance.\Not a one, no.\But you know, maybe we should ask her.\W-Well...\I don't know.\She's not interested.\Oh...\Making models is so much fun though. response:	I think maybe I'll take the one-shoulder challenge this summer.
context: Not a one, no.\But you know, maybe we should ask her.\W-Well...\I don't know.\She's not interested.\Oh...\Making models is so much fun though.\I think maybe I'll take the one-shoulder challenge this summer. response:	One-shoulder?
context: But you know, maybe we should ask her.\W-Well...\I don't know.\She's not interested.\Oh...\Making models is so much fun though.\I think maybe I'll take the one-shoulder challenge this summer.\One-shoulder? response:	Outfits that show off one of your shoulders.
context: W-Well...\I don't know.\She's not interested.\Oh...\Making models is so much fun though.\I think maybe I'll take the one-shoulder challenge this summer.\One-shoulder?\Outfits that show off one of your shoulders. response:	Huh.
context: I don't know.\She's not interested.\Oh...\Making models is so much fun though.\I think maybe I'll take the one-shoulder challenge this summer.\One-shoulder?\Outfits that show off one of your shoulders.\Huh. response:	Speaking of one-shoulder...
context: She's not interested.\Oh...\Making models is so much fun though.\I think maybe I'll take the one-shoulder challenge this summer.\One-shoulder?\Outfits that show off one of your shoulders.\Huh.\Speaking of one-shoulder... response:	The one with spike armor just on one shoulder...
context: Oh...\Making models is so much fun though.\I think maybe I'll take the one-shoulder challenge this summer.\One-shoulder?\Outfits that show off one of your shoulders.\Huh.\Speaking of one-shoulder...\The one with spike armor just on one shoulder... response:	Is something wrong?
context: Making models is so much fun though.\I think maybe I'll take the one-shoulder challenge this summer.\One-shoulder?\Outfits that show off one of your shoulders.\Huh.\Speaking of one-shoulder...\The one with spike armor just on one shoulder...\Is something wrong? response:	No, what should we do after this?
context: I think maybe I'll take the one-shoulder challenge this summer.\One-shoulder?\Outfits that show off one of your shoulders.\Huh.\Speaking of one-shoulder...\The one with spike armor just on one shoulder...\Is something wrong?\No, what should we do after this? response:	What would you like to do?
context: One-shoulder?\Outfits that show off one of your shoulders.\Huh.\Speaking of one-shoulder...\The one with spike armor just on one shoulder...\Is something wrong?\No, what should we do after this?\What would you like to do? response:	Let's see...
context: Outfits that show off one of your shoulders.\Huh.\Speaking of one-shoulder...\The one with spike armor just on one shoulder...\Is something wrong?\No, what should we do after this?\What would you like to do?\Let's see... response:	Sorry, I think I'll split.
context: Huh.\Speaking of one-shoulder...\The one with spike armor just on one shoulder...\Is something wrong?\No, what should we do after this?\What would you like to do?\Let's see...\Sorry, I think I'll split. response:	I'm kinda tired.
context: Speaking of one-shoulder...\The one with spike armor just on one shoulder...\Is something wrong?\No, what should we do after this?\What would you like to do?\Let's see...\Sorry, I think I'll split.\I'm kinda tired. response:	Say what?
context: The one with spike armor just on one shoulder...\Is something wrong?\No, what should we do after this?\What would you like to do?\Let's see...\Sorry, I think I'll split.\I'm kinda tired.\Say what? response:	Ohno, are you doing a manicure?
context: Is something wrong?\No, what should we do after this?\What would you like to do?\Let's see...\Sorry, I think I'll split.\I'm kinda tired.\Say what?\Ohno, are you doing a manicure? response:	A new color?
context: No, what should we do after this?\What would you like to do?\Let's see...\Sorry, I think I'll split.\I'm kinda tired.\Say what?\Ohno, are you doing a manicure?\A new color? response:	Pardon?
context: What would you like to do?\Let's see...\Sorry, I think I'll split.\I'm kinda tired.\Say what?\Ohno, are you doing a manicure?\A new color?\Pardon? response:	Of course not...
context: Let's see...\Sorry, I think I'll split.\I'm kinda tired.\Say what?\Ohno, are you doing a manicure?\A new color?\Pardon?\Of course not... response:	U-Um...
context: Sorry, I think I'll split.\I'm kinda tired.\Say what?\Ohno, are you doing a manicure?\A new color?\Pardon?\Of course not...\U-Um... response:	What?
context: I'm kinda tired.\Say what?\Ohno, are you doing a manicure?\A new color?\Pardon?\Of course not...\U-Um...\What? response:	Would you like to build with me?
context: Say what?\Ohno, are you doing a manicure?\A new color?\Pardon?\Of course not...\U-Um...\What?\Would you like to build with me? response:	What?
context: Ohno, are you doing a manicure?\A new color?\Pardon?\Of course not...\U-Um...\What?\Would you like to build with me?\What? response:	I mean, you've been here a lot lately...
context: A new color?\Pardon?\Of course not...\U-Um...\What?\Would you like to build with me?\What?\I mean, you've been here a lot lately... response:	I thought maybe you were interested in models.
context: Pardon?\Of course not...\U-Um...\What?\Would you like to build with me?\What?\I mean, you've been here a lot lately...\I thought maybe you were interested in models. response:	Yeah, right.
context: Of course not...\U-Um...\What?\Would you like to build with me?\What?\I mean, you've been here a lot lately...\I thought maybe you were interested in models.\Yeah, right. response:	Try again.
context: U-Um...\What?\Would you like to build with me?\What?\I mean, you've been here a lot lately...\I thought maybe you were interested in models.\Yeah, right.\Try again. response:	See? There's no way.
context: What?\Would you like to build with me?\What?\I mean, you've been here a lot lately...\I thought maybe you were interested in models.\Yeah, right.\Try again.\See? There's no way. response:	A-Anyway, let's continue smoothing out the seams!
context: Would you like to build with me?\What?\I mean, you've been here a lot lately...\I thought maybe you were interested in models.\Yeah, right.\Try again.\See? There's no way.\A-Anyway, let's continue smoothing out the seams! response:	It goes without saying that this one task yields tremendous results.
context: What?\I mean, you've been here a lot lately...\I thought maybe you were interested in models.\Yeah, right.\Try again.\See? There's no way.\A-Anyway, let's continue smoothing out the seams!\It goes without saying that this one task yields tremendous results. response:	Yes sir!
context: I mean, you've been here a lot lately...\I thought maybe you were interested in models.\Yeah, right.\Try again.\See? There's no way.\A-Anyway, let's continue smoothing out the seams!\It goes without saying that this one task yields tremendous results.\Yes sir! response:	Yes sir...
context: I thought maybe you were interested in models.\Yeah, right.\Try again.\See? There's no way.\A-Anyway, let's continue smoothing out the seams!\It goes without saying that this one task yields tremendous results.\Yes sir!\Yes sir... response:	Hey, Genshiken!
context: Yeah, right.\Try again.\See? There's no way.\A-Anyway, let's continue smoothing out the seams!\It goes without saying that this one task yields tremendous results.\Yes sir!\Yes sir...\Hey, Genshiken! response:	What's up?
context: Try again.\See? There's no way.\A-Anyway, let's continue smoothing out the seams!\It goes without saying that this one task yields tremendous results.\Yes sir!\Yes sir...\Hey, Genshiken!\What's up? response:	Don't give me that!
context: See? There's no way.\A-Anyway, let's continue smoothing out the seams!\It goes without saying that this one task yields tremendous results.\Yes sir!\Yes sir...\Hey, Genshiken!\What's up?\Don't give me that! response:	We've got complaints about the smell of paint thinner...
context: A-Anyway, let's continue smoothing out the seams!\It goes without saying that this one task yields tremendous results.\Yes sir!\Yes sir...\Hey, Genshiken!\What's up?\Don't give me that!\We've got complaints about the smell of paint thinner... response:	Paint thinner?
context: It goes without saying that this one task yields tremendous results.\Yes sir!\Yes sir...\Hey, Genshiken!\What's up?\Don't give me that!\We've got complaints about the smell of paint thinner...\Paint thinner? response:	Ahhh...
context: Yes sir!\Yes sir...\Hey, Genshiken!\What's up?\Don't give me that!\We've got complaints about the smell of paint thinner...\Paint thinner?\Ahhh... response:	And what does ahhh mean?
context: Yes sir...\Hey, Genshiken!\What's up?\Don't give me that!\We've got complaints about the smell of paint thinner...\Paint thinner?\Ahhh...\And what does ahhh mean? response:	Well, it is spring, you get all types showing up.
context: Hey, Genshiken!\What's up?\Don't give me that!\We've got complaints about the smell of paint thinner...\Paint thinner?\Ahhh...\And what does ahhh mean?\Well, it is spring, you get all types showing up. response:	Huh?
context: What's up?\Don't give me that!\We've got complaints about the smell of paint thinner...\Paint thinner?\Ahhh...\And what does ahhh mean?\Well, it is spring, you get all types showing up.\Huh? response:	You see that you do whatever it takes to keep those bozos in line.
context: Don't give me that!\We've got complaints about the smell of paint thinner...\Paint thinner?\Ahhh...\And what does ahhh mean?\Well, it is spring, you get all types showing up.\Huh?\You see that you do whatever it takes to keep those bozos in line. response:	Why'd this have to happen now?
context: We've got complaints about the smell of paint thinner...\Paint thinner?\Ahhh...\And what does ahhh mean?\Well, it is spring, you get all types showing up.\Huh?\You see that you do whatever it takes to keep those bozos in line.\Why'd this have to happen now? response:	I'm worried about any dust.
context: Paint thinner?\Ahhh...\And what does ahhh mean?\Well, it is spring, you get all types showing up.\Huh?\You see that you do whatever it takes to keep those bozos in line.\Why'd this have to happen now?\I'm worried about any dust. response:	There's no way to get rid of it in the end.
context: Ahhh...\And what does ahhh mean?\Well, it is spring, you get all types showing up.\Huh?\You see that you do whatever it takes to keep those bozos in line.\Why'd this have to happen now?\I'm worried about any dust.\There's no way to get rid of it in the end. response:	You just have to block the wind with your body as much as possible.
context: And what does ahhh mean?\Well, it is spring, you get all types showing up.\Huh?\You see that you do whatever it takes to keep those bozos in line.\Why'd this have to happen now?\I'm worried about any dust.\There's no way to get rid of it in the end.\You just have to block the wind with your body as much as possible. response:	What are you doing?
context: Well, it is spring, you get all types showing up.\Huh?\You see that you do whatever it takes to keep those bozos in line.\Why'd this have to happen now?\I'm worried about any dust.\There's no way to get rid of it in the end.\You just have to block the wind with your body as much as possible.\What are you doing? response:	Well, there were complaints about a paint thinner smell in the club room...
context: Huh?\You see that you do whatever it takes to keep those bozos in line.\Why'd this have to happen now?\I'm worried about any dust.\There's no way to get rid of it in the end.\You just have to block the wind with your body as much as possible.\What are you doing?\Well, there were complaints about a paint thinner smell in the club room... response:	To be honest I resent this...
context: You see that you do whatever it takes to keep those bozos in line.\Why'd this have to happen now?\I'm worried about any dust.\There's no way to get rid of it in the end.\You just have to block the wind with your body as much as possible.\What are you doing?\Well, there were complaints about a paint thinner smell in the club room...\To be honest I resent this... response:	Yes sir!
context: Why'd this have to happen now?\I'm worried about any dust.\There's no way to get rid of it in the end.\You just have to block the wind with your body as much as possible.\What are you doing?\Well, there were complaints about a paint thinner smell in the club room...\To be honest I resent this...\Yes sir! response:	Beginner Upgrade Courses Step 4: Inking
context: I'm worried about any dust.\There's no way to get rid of it in the end.\You just have to block the wind with your body as much as possible.\What are you doing?\Well, there were complaints about a paint thinner smell in the club room...\To be honest I resent this...\Yes sir!\Beginner Upgrade Courses Step 4: Inking response:	Are you tired?
context: There's no way to get rid of it in the end.\You just have to block the wind with your body as much as possible.\What are you doing?\Well, there were complaints about a paint thinner smell in the club room...\To be honest I resent this...\Yes sir!\Beginner Upgrade Courses Step 4: Inking\Are you tired? response:	I don't exercise much, so...
context: You just have to block the wind with your body as much as possible.\What are you doing?\Well, there were complaints about a paint thinner smell in the club room...\To be honest I resent this...\Yes sir!\Beginner Upgrade Courses Step 4: Inking\Are you tired?\I don't exercise much, so... response:	Just one more push.
context: What are you doing?\Well, there were complaints about a paint thinner smell in the club room...\To be honest I resent this...\Yes sir!\Beginner Upgrade Courses Step 4: Inking\Are you tired?\I don't exercise much, so...\Just one more push. response:	Yes sir, I'll try.
context: Well, there were complaints about a paint thinner smell in the club room...\To be honest I resent this...\Yes sir!\Beginner Upgrade Courses Step 4: Inking\Are you tired?\I don't exercise much, so...\Just one more push.\Yes sir, I'll try. response:	Beginner Upgrade Courses Step 5: Affix Decals
context: To be honest I resent this...\Yes sir!\Beginner Upgrade Courses Step 4: Inking\Are you tired?\I don't exercise much, so...\Just one more push.\Yes sir, I'll try.\Beginner Upgrade Courses Step 5: Affix Decals response:	Hmm.
context: Yes sir!\Beginner Upgrade Courses Step 4: Inking\Are you tired?\I don't exercise much, so...\Just one more push.\Yes sir, I'll try.\Beginner Upgrade Courses Step 5: Affix Decals\Hmm. response:	How are they?
context: Beginner Upgrade Courses Step 4: Inking\Are you tired?\I don't exercise much, so...\Just one more push.\Yes sir, I'll try.\Beginner Upgrade Courses Step 5: Affix Decals\Hmm.\How are they? response:	Good job...
context: Are you tired?\I don't exercise much, so...\Just one more push.\Yes sir, I'll try.\Beginner Upgrade Courses Step 5: Affix Decals\Hmm.\How are they?\Good job... response:	That just leaves the finishing touch, matte paint.
context: I don't exercise much, so...\Just one more push.\Yes sir, I'll try.\Beginner Upgrade Courses Step 5: Affix Decals\Hmm.\How are they?\Good job...\That just leaves the finishing touch, matte paint. response:	Yes sir!
context: Just one more push.\Yes sir, I'll try.\Beginner Upgrade Courses Step 5: Affix Decals\Hmm.\How are they?\Good job...\That just leaves the finishing touch, matte paint.\Yes sir! response:	This is something where mistakes are irrevocable...
context: Yes sir, I'll try.\Beginner Upgrade Courses Step 5: Affix Decals\Hmm.\How are they?\Good job...\That just leaves the finishing touch, matte paint.\Yes sir!\This is something where mistakes are irrevocable... response:	Yes sir!
