context: I hadn't realized... response:	that humans could die so easily.
context: Make your escape and entertain me.\Time to go to Hell.\What is this place?\It's all doors.\Is this Hell?\Hell is up ahead.\Every one of these is connected to a different place in the world.\Of course, one leads to Hell. response:	Come on, let's hurry.
context: Time to go to Hell.\What is this place?\It's all doors.\Is this Hell?\Hell is up ahead.\Every one of these is connected to a different place in the world.\Of course, one leads to Hell.\Come on, let's hurry. response:	Hey, Kohaku.
context: What is this place?\It's all doors.\Is this Hell?\Hell is up ahead.\Every one of these is connected to a different place in the world.\Of course, one leads to Hell.\Come on, let's hurry.\Hey, Kohaku. response:	What, are you tired?
context: It's all doors.\Is this Hell?\Hell is up ahead.\Every one of these is connected to a different place in the world.\Of course, one leads to Hell.\Come on, let's hurry.\Hey, Kohaku.\What, are you tired? response:	No.
context: Is this Hell?\Hell is up ahead.\Every one of these is connected to a different place in the world.\Of course, one leads to Hell.\Come on, let's hurry.\Hey, Kohaku.\What, are you tired?\No. response:	We've walked a long time. Are we there yet?
context: Hell is up ahead.\Every one of these is connected to a different place in the world.\Of course, one leads to Hell.\Come on, let's hurry.\Hey, Kohaku.\What, are you tired?\No.\We've walked a long time. Are we there yet? response:	Almost there.
context: Every one of these is connected to a different place in the world.\Of course, one leads to Hell.\Come on, let's hurry.\Hey, Kohaku.\What, are you tired?\No.\We've walked a long time. Are we there yet?\Almost there. response:	Azazel is just up ahead.
context: Of course, one leads to Hell.\Come on, let's hurry.\Hey, Kohaku.\What, are you tired?\No.\We've walked a long time. Are we there yet?\Almost there.\Azazel is just up ahead. response:	Azazel? Is that the demon's name?
context: Come on, let's hurry.\Hey, Kohaku.\What, are you tired?\No.\We've walked a long time. Are we there yet?\Almost there.\Azazel is just up ahead.\Azazel? Is that the demon's name? response:	Azazel?!
context: Hey, Kohaku.\What, are you tired?\No.\We've walked a long time. Are we there yet?\Almost there.\Azazel is just up ahead.\Azazel? Is that the demon's name?\Azazel?! response:	You know him?
context: What, are you tired?\No.\We've walked a long time. Are we there yet?\Almost there.\Azazel is just up ahead.\Azazel? Is that the demon's name?\Azazel?!\You know him? response:	He's one of the biggest names there is!
context: No.\We've walked a long time. Are we there yet?\Almost there.\Azazel is just up ahead.\Azazel? Is that the demon's name?\Azazel?!\You know him?\He's one of the biggest names there is! response:	He was originally an angel who broke a taboo
context: We've walked a long time. Are we there yet?\Almost there.\Azazel is just up ahead.\Azazel? Is that the demon's name?\Azazel?!\You know him?\He's one of the biggest names there is!\He was originally an angel who broke a taboo response:	by falling in love with a human girl, and then became a devil.
context: Almost there.\Azazel is just up ahead.\Azazel? Is that the demon's name?\Azazel?!\You know him?\He's one of the biggest names there is!\He was originally an angel who broke a taboo\by falling in love with a human girl, and then became a devil. response:	That's right.
context: Azazel is just up ahead.\Azazel? Is that the demon's name?\Azazel?!\You know him?\He's one of the biggest names there is!\He was originally an angel who broke a taboo\by falling in love with a human girl, and then became a devil.\That's right. response:	He swore eternal love to her,
context: Azazel? Is that the demon's name?\Azazel?!\You know him?\He's one of the biggest names there is!\He was originally an angel who broke a taboo\by falling in love with a human girl, and then became a devil.\That's right.\He swore eternal love to her, response:	but she died, and now he's trying to bring her back.
context: Azazel?!\You know him?\He's one of the biggest names there is!\He was originally an angel who broke a taboo\by falling in love with a human girl, and then became a devil.\That's right.\He swore eternal love to her,\but she died, and now he's trying to bring her back. response:	He's been trying for years.
context: You know him?\He's one of the biggest names there is!\He was originally an angel who broke a taboo\by falling in love with a human girl, and then became a devil.\That's right.\He swore eternal love to her,\but she died, and now he's trying to bring her back.\He's been trying for years. response:	Where am I?
context: He's one of the biggest names there is!\He was originally an angel who broke a taboo\by falling in love with a human girl, and then became a devil.\That's right.\He swore eternal love to her,\but she died, and now he's trying to bring her back.\He's been trying for years.\Where am I? response:	Is there someone here?
context: He was originally an angel who broke a taboo\by falling in love with a human girl, and then became a devil.\That's right.\He swore eternal love to her,\but she died, and now he's trying to bring her back.\He's been trying for years.\Where am I?\Is there someone here? response:	Be quiet.
context: by falling in love with a human girl, and then became a devil.\That's right.\He swore eternal love to her,\but she died, and now he's trying to bring her back.\He's been trying for years.\Where am I?\Is there someone here?\Be quiet. response:	My left hand won't move...
context: That's right.\He swore eternal love to her,\but she died, and now he's trying to bring her back.\He's been trying for years.\Where am I?\Is there someone here?\Be quiet.\My left hand won't move... response:	It's done...
context: He swore eternal love to her,\but she died, and now he's trying to bring her back.\He's been trying for years.\Where am I?\Is there someone here?\Be quiet.\My left hand won't move...\It's done... response:	All her limbs are ready.
context: but she died, and now he's trying to bring her back.\He's been trying for years.\Where am I?\Is there someone here?\Be quiet.\My left hand won't move...\It's done...\All her limbs are ready. response:	Now...
context: He's been trying for years.\Where am I?\Is there someone here?\Be quiet.\My left hand won't move...\It's done...\All her limbs are ready.\Now... response:	Don't worry. It won't fail this time.
context: Where am I?\Is there someone here?\Be quiet.\My left hand won't move...\It's done...\All her limbs are ready.\Now...\Don't worry. It won't fail this time. response:	Don't worry. Don't worry. Don't worry.
context: Is there someone here?\Be quiet.\My left hand won't move...\It's done...\All her limbs are ready.\Now...\Don't worry. It won't fail this time.\Don't worry. Don't worry. Don't worry. response:	So the one girl's leg and the other's voice were...
context: Be quiet.\My left hand won't move...\It's done...\All her limbs are ready.\Now...\Don't worry. It won't fail this time.\Don't worry. Don't worry. Don't worry.\So the one girl's leg and the other's voice were... response:	Yes. They're like the parts needed to bring her back.
context: My left hand won't move...\It's done...\All her limbs are ready.\Now...\Don't worry. It won't fail this time.\Don't worry. Don't worry. Don't worry.\So the one girl's leg and the other's voice were...\Yes. They're like the parts needed to bring her back. response:	But they keep getting rejected, so it doesn't work...
context: It's done...\All her limbs are ready.\Now...\Don't worry. It won't fail this time.\Don't worry. Don't worry. Don't worry.\So the one girl's leg and the other's voice were...\Yes. They're like the parts needed to bring her back.\But they keep getting rejected, so it doesn't work... response:	And that's why he...
context: All her limbs are ready.\Now...\Don't worry. It won't fail this time.\Don't worry. Don't worry. Don't worry.\So the one girl's leg and the other's voice were...\Yes. They're like the parts needed to bring her back.\But they keep getting rejected, so it doesn't work...\And that's why he... response:	So that's why he's been going around kidnapping girls all this time?
context: Now...\Don't worry. It won't fail this time.\Don't worry. Don't worry. Don't worry.\So the one girl's leg and the other's voice were...\Yes. They're like the parts needed to bring her back.\But they keep getting rejected, so it doesn't work...\And that's why he...\So that's why he's been going around kidnapping girls all this time? response:	But he didn't care about the girls who didn't work,
context: Don't worry. It won't fail this time.\Don't worry. Don't worry. Don't worry.\So the one girl's leg and the other's voice were...\Yes. They're like the parts needed to bring her back.\But they keep getting rejected, so it doesn't work...\And that's why he...\So that's why he's been going around kidnapping girls all this time?\But he didn't care about the girls who didn't work, response:	or the ones he'd already taken parts from,
context: Don't worry. Don't worry. Don't worry.\So the one girl's leg and the other's voice were...\Yes. They're like the parts needed to bring her back.\But they keep getting rejected, so it doesn't work...\And that's why he...\So that's why he's been going around kidnapping girls all this time?\But he didn't care about the girls who didn't work,\or the ones he'd already taken parts from, response:	so he just gave them to Kohaku.
context: So the one girl's leg and the other's voice were...\Yes. They're like the parts needed to bring her back.\But they keep getting rejected, so it doesn't work...\And that's why he...\So that's why he's been going around kidnapping girls all this time?\But he didn't care about the girls who didn't work,\or the ones he'd already taken parts from,\so he just gave them to Kohaku. response:	So that's what was up with the girls in Toyama Park?
context: Yes. They're like the parts needed to bring her back.\But they keep getting rejected, so it doesn't work...\And that's why he...\So that's why he's been going around kidnapping girls all this time?\But he didn't care about the girls who didn't work,\or the ones he'd already taken parts from,\so he just gave them to Kohaku.\So that's what was up with the girls in Toyama Park? response:	Huh? Flowers?
context: But they keep getting rejected, so it doesn't work...\And that's why he...\So that's why he's been going around kidnapping girls all this time?\But he didn't care about the girls who didn't work,\or the ones he'd already taken parts from,\so he just gave them to Kohaku.\So that's what was up with the girls in Toyama Park?\Huh? Flowers? response:	Flowers? Flowers in a place like this?
context: And that's why he...\So that's why he's been going around kidnapping girls all this time?\But he didn't care about the girls who didn't work,\or the ones he'd already taken parts from,\so he just gave them to Kohaku.\So that's what was up with the girls in Toyama Park?\Huh? Flowers?\Flowers? Flowers in a place like this? response:	Is that... wolfsbane?
context: So that's why he's been going around kidnapping girls all this time?\But he didn't care about the girls who didn't work,\or the ones he'd already taken parts from,\so he just gave them to Kohaku.\So that's what was up with the girls in Toyama Park?\Huh? Flowers?\Flowers? Flowers in a place like this?\Is that... wolfsbane? response:	Wait a second! Is the guard dog Cerberus?
context: But he didn't care about the girls who didn't work,\or the ones he'd already taken parts from,\so he just gave them to Kohaku.\So that's what was up with the girls in Toyama Park?\Huh? Flowers?\Flowers? Flowers in a place like this?\Is that... wolfsbane?\Wait a second! Is the guard dog Cerberus? response:	No way!
context: or the ones he'd already taken parts from,\so he just gave them to Kohaku.\So that's what was up with the girls in Toyama Park?\Huh? Flowers?\Flowers? Flowers in a place like this?\Is that... wolfsbane?\Wait a second! Is the guard dog Cerberus?\No way! response:	What's wrong, Theo?
context: so he just gave them to Kohaku.\So that's what was up with the girls in Toyama Park?\Huh? Flowers?\Flowers? Flowers in a place like this?\Is that... wolfsbane?\Wait a second! Is the guard dog Cerberus?\No way!\What's wrong, Theo? response:	Wolfbane blooms from Cerberus's drool!
context: So that's what was up with the girls in Toyama Park?\Huh? Flowers?\Flowers? Flowers in a place like this?\Is that... wolfsbane?\Wait a second! Is the guard dog Cerberus?\No way!\What's wrong, Theo?\Wolfbane blooms from Cerberus's drool! response:	If there's so much here, that means Cerberus is around!
context: Huh? Flowers?\Flowers? Flowers in a place like this?\Is that... wolfsbane?\Wait a second! Is the guard dog Cerberus?\No way!\What's wrong, Theo?\Wolfbane blooms from Cerberus's drool!\If there's so much here, that means Cerberus is around! response:	What will you do? Go home before you're found?
context: Flowers? Flowers in a place like this?\Is that... wolfsbane?\Wait a second! Is the guard dog Cerberus?\No way!\What's wrong, Theo?\Wolfbane blooms from Cerberus's drool!\If there's so much here, that means Cerberus is around!\What will you do? Go home before you're found? response:	Or keep going?
context: Is that... wolfsbane?\Wait a second! Is the guard dog Cerberus?\No way!\What's wrong, Theo?\Wolfbane blooms from Cerberus's drool!\If there's so much here, that means Cerberus is around!\What will you do? Go home before you're found?\Or keep going? response:	This smell... It's been so long since I've had meat.
context: Wait a second! Is the guard dog Cerberus?\No way!\What's wrong, Theo?\Wolfbane blooms from Cerberus's drool!\If there's so much here, that means Cerberus is around!\What will you do? Go home before you're found?\Or keep going?\This smell... It's been so long since I've had meat. response:	Where is it? Meat! Meat!
context: No way!\What's wrong, Theo?\Wolfbane blooms from Cerberus's drool!\If there's so much here, that means Cerberus is around!\What will you do? Go home before you're found?\Or keep going?\This smell... It's been so long since I've had meat.\Where is it? Meat! Meat! response:	Where is the meat?
context: What's wrong, Theo?\Wolfbane blooms from Cerberus's drool!\If there's so much here, that means Cerberus is around!\What will you do? Go home before you're found?\Or keep going?\This smell... It's been so long since I've had meat.\Where is it? Meat! Meat!\Where is the meat? response:	And then there's the usual smell of Coyote and sweet candy!
context: Wolfbane blooms from Cerberus's drool!\If there's so much here, that means Cerberus is around!\What will you do? Go home before you're found?\Or keep going?\This smell... It's been so long since I've had meat.\Where is it? Meat! Meat!\Where is the meat?\And then there's the usual smell of Coyote and sweet candy! response:	Is that Cerberus?
context: If there's so much here, that means Cerberus is around!\What will you do? Go home before you're found?\Or keep going?\This smell... It's been so long since I've had meat.\Where is it? Meat! Meat!\Where is the meat?\And then there's the usual smell of Coyote and sweet candy!\Is that Cerberus? response:	That's right. Have fun running!
context: What will you do? Go home before you're found?\Or keep going?\This smell... It's been so long since I've had meat.\Where is it? Meat! Meat!\Where is the meat?\And then there's the usual smell of Coyote and sweet candy!\Is that Cerberus?\That's right. Have fun running! response:	Kohaku, you...
context: Or keep going?\This smell... It's been so long since I've had meat.\Where is it? Meat! Meat!\Where is the meat?\And then there's the usual smell of Coyote and sweet candy!\Is that Cerberus?\That's right. Have fun running!\Kohaku, you... response:	Is that you, Coyote?
context: This smell... It's been so long since I've had meat.\Where is it? Meat! Meat!\Where is the meat?\And then there's the usual smell of Coyote and sweet candy!\Is that Cerberus?\That's right. Have fun running!\Kohaku, you...\Is that you, Coyote? response:	It's coming!
context: Where is it? Meat! Meat!\Where is the meat?\And then there's the usual smell of Coyote and sweet candy!\Is that Cerberus?\That's right. Have fun running!\Kohaku, you...\Is that you, Coyote?\It's coming! response:	Found it!
context: Where is the meat?\And then there's the usual smell of Coyote and sweet candy!\Is that Cerberus?\That's right. Have fun running!\Kohaku, you...\Is that you, Coyote?\It's coming!\Found it! response:	This is his favorite. Sweets.
context: And then there's the usual smell of Coyote and sweet candy!\Is that Cerberus?\That's right. Have fun running!\Kohaku, you...\Is that you, Coyote?\It's coming!\Found it!\This is his favorite. Sweets. response:	We can use it to distract him!
context: Is that Cerberus?\That's right. Have fun running!\Kohaku, you...\Is that you, Coyote?\It's coming!\Found it!\This is his favorite. Sweets.\We can use it to distract him! response:	Run!
context: That's right. Have fun running!\Kohaku, you...\Is that you, Coyote?\It's coming!\Found it!\This is his favorite. Sweets.\We can use it to distract him!\Run! response:	That actually worked!
context: Kohaku, you...\Is that you, Coyote?\It's coming!\Found it!\This is his favorite. Sweets.\We can use it to distract him!\Run!\That actually worked! response:	But...
context: Is that you, Coyote?\It's coming!\Found it!\This is his favorite. Sweets.\We can use it to distract him!\Run!\That actually worked!\But... response:	You'll need more than that!
context: It's coming!\Found it!\This is his favorite. Sweets.\We can use it to distract him!\Run!\That actually worked!\But...\You'll need more than that! response:	We won't last a second if that thing catches up!
context: Found it!\This is his favorite. Sweets.\We can use it to distract him!\Run!\That actually worked!\But...\You'll need more than that!\We won't last a second if that thing catches up! response:	I know that!
context: This is his favorite. Sweets.\We can use it to distract him!\Run!\That actually worked!\But...\You'll need more than that!\We won't last a second if that thing catches up!\I know that! response:	Now it's all here.
context: We can use it to distract him!\Run!\That actually worked!\But...\You'll need more than that!\We won't last a second if that thing catches up!\I know that!\Now it's all here. response:	The arms, the legs, the hair, the body... all of it.
context: Run!\That actually worked!\But...\You'll need more than that!\We won't last a second if that thing catches up!\I know that!\Now it's all here.\The arms, the legs, the hair, the body... all of it. response:	I have all the parts.
context: That actually worked!\But...\You'll need more than that!\We won't last a second if that thing catches up!\I know that!\Now it's all here.\The arms, the legs, the hair, the body... all of it.\I have all the parts. response:	She'll be as she was. As she was.
context: But...\You'll need more than that!\We won't last a second if that thing catches up!\I know that!\Now it's all here.\The arms, the legs, the hair, the body... all of it.\I have all the parts.\She'll be as she was. As she was. response:	Hey!
context: You'll need more than that!\We won't last a second if that thing catches up!\I know that!\Now it's all here.\The arms, the legs, the hair, the body... all of it.\I have all the parts.\She'll be as she was. As she was.\Hey! response:	All that's left are the eyes.
context: We won't last a second if that thing catches up!\I know that!\Now it's all here.\The arms, the legs, the hair, the body... all of it.\I have all the parts.\She'll be as she was. As she was.\Hey!\All that's left are the eyes. response:	The eyes are hers.
context: I know that!\Now it's all here.\The arms, the legs, the hair, the body... all of it.\I have all the parts.\She'll be as she was. As she was.\Hey!\All that's left are the eyes.\The eyes are hers. response:	I'm taking them back.
context: Now it's all here.\The arms, the legs, the hair, the body... all of it.\I have all the parts.\She'll be as she was. As she was.\Hey!\All that's left are the eyes.\The eyes are hers.\I'm taking them back. response:	Amazing! All three of you are still alive!
context: The arms, the legs, the hair, the body... all of it.\I have all the parts.\She'll be as she was. As she was.\Hey!\All that's left are the eyes.\The eyes are hers.\I'm taking them back.\Amazing! All three of you are still alive! response:	Kohaku!
context: I have all the parts.\She'll be as she was. As she was.\Hey!\All that's left are the eyes.\The eyes are hers.\I'm taking them back.\Amazing! All three of you are still alive!\Kohaku! response:	Sakaki-san, over there!
context: She'll be as she was. As she was.\Hey!\All that's left are the eyes.\The eyes are hers.\I'm taking them back.\Amazing! All three of you are still alive!\Kohaku!\Sakaki-san, over there! response:	The exit!
context: Hey!\All that's left are the eyes.\The eyes are hers.\I'm taking them back.\Amazing! All three of you are still alive!\Kohaku!\Sakaki-san, over there!\The exit! response:	Theo!
context: All that's left are the eyes.\The eyes are hers.\I'm taking them back.\Amazing! All three of you are still alive!\Kohaku!\Sakaki-san, over there!\The exit!\Theo! response:	Did that work?
context: The eyes are hers.\I'm taking them back.\Amazing! All three of you are still alive!\Kohaku!\Sakaki-san, over there!\The exit!\Theo!\Did that work? response:	No!
context: I'm taking them back.\Amazing! All three of you are still alive!\Kohaku!\Sakaki-san, over there!\The exit!\Theo!\Did that work?\No! response:	Theo-san!
context: Amazing! All three of you are still alive!\Kohaku!\Sakaki-san, over there!\The exit!\Theo!\Did that work?\No!\Theo-san! response:	I'll eat you all!
context: Kohaku!\Sakaki-san, over there!\The exit!\Theo!\Did that work?\No!\Theo-san!\I'll eat you all! response:	Miyako!
context: Sakaki-san, over there!\The exit!\Theo!\Did that work?\No!\Theo-san!\I'll eat you all!\Miyako! response:	You can't have him.
context: The exit!\Theo!\Did that work?\No!\Theo-san!\I'll eat you all!\Miyako!\You can't have him. response:	He's mine.
context: Theo!\Did that work?\No!\Theo-san!\I'll eat you all!\Miyako!\You can't have him.\He's mine. response:	Go.
context: Did that work?\No!\Theo-san!\I'll eat you all!\Miyako!\You can't have him.\He's mine.\Go. response:	You win again, huh?
context: No!\Theo-san!\I'll eat you all!\Miyako!\You can't have him.\He's mine.\Go.\You win again, huh? response:	I'm saved...
context: Theo-san!\I'll eat you all!\Miyako!\You can't have him.\He's mine.\Go.\You win again, huh?\I'm saved... response:	Sheesh...
context: I'll eat you all!\Miyako!\You can't have him.\He's mine.\Go.\You win again, huh?\I'm saved...\Sheesh... response:	I told you it would kill you.
context: Miyako!\You can't have him.\He's mine.\Go.\You win again, huh?\I'm saved...\Sheesh...\I told you it would kill you. response:	Next time, do as I say.
context: You can't have him.\He's mine.\Go.\You win again, huh?\I'm saved...\Sheesh...\I told you it would kill you.\Next time, do as I say. response:	Kohaku.
context: He's mine.\Go.\You win again, huh?\I'm saved...\Sheesh...\I told you it would kill you.\Next time, do as I say.\Kohaku. response:	What?
context: Go.\You win again, huh?\I'm saved...\Sheesh...\I told you it would kill you.\Next time, do as I say.\Kohaku.\What? response:	I never thought the day would come when I'd thank you.
context: You win again, huh?\I'm saved...\Sheesh...\I told you it would kill you.\Next time, do as I say.\Kohaku.\What?\I never thought the day would come when I'd thank you. response:	But thank you.
context: I'm saved...\Sheesh...\I told you it would kill you.\Next time, do as I say.\Kohaku.\What?\I never thought the day would come when I'd thank you.\But thank you. response:	I don't care about the other two, but I can't have you dying.
context: Sheesh...\I told you it would kill you.\Next time, do as I say.\Kohaku.\What?\I never thought the day would come when I'd thank you.\But thank you.\I don't care about the other two, but I can't have you dying. response:	You okay?
context: I told you it would kill you.\Next time, do as I say.\Kohaku.\What?\I never thought the day would come when I'd thank you.\But thank you.\I don't care about the other two, but I can't have you dying.\You okay? response:	Sorry for screwing up at the last moment, guys.
context: Next time, do as I say.\Kohaku.\What?\I never thought the day would come when I'd thank you.\But thank you.\I don't care about the other two, but I can't have you dying.\You okay?\Sorry for screwing up at the last moment, guys. response:	Come on, let's hurry.
context: Kohaku.\What?\I never thought the day would come when I'd thank you.\But thank you.\I don't care about the other two, but I can't have you dying.\You okay?\Sorry for screwing up at the last moment, guys.\Come on, let's hurry. response:	Yeah.
context: What?\I never thought the day would come when I'd thank you.\But thank you.\I don't care about the other two, but I can't have you dying.\You okay?\Sorry for screwing up at the last moment, guys.\Come on, let's hurry.\Yeah. response:	Izumi!
context: I never thought the day would come when I'd thank you.\But thank you.\I don't care about the other two, but I can't have you dying.\You okay?\Sorry for screwing up at the last moment, guys.\Come on, let's hurry.\Yeah.\Izumi! response:	Izumi! Are you okay?
context: But thank you.\I don't care about the other two, but I can't have you dying.\You okay?\Sorry for screwing up at the last moment, guys.\Come on, let's hurry.\Yeah.\Izumi!\Izumi! Are you okay? response:	She's fine. Just unconscious.
context: I don't care about the other two, but I can't have you dying.\You okay?\Sorry for screwing up at the last moment, guys.\Come on, let's hurry.\Yeah.\Izumi!\Izumi! Are you okay?\She's fine. Just unconscious. response:	She's in no danger.
context: You okay?\Sorry for screwing up at the last moment, guys.\Come on, let's hurry.\Yeah.\Izumi!\Izumi! Are you okay?\She's fine. Just unconscious.\She's in no danger. response:	Good...
context: Sorry for screwing up at the last moment, guys.\Come on, let's hurry.\Yeah.\Izumi!\Izumi! Are you okay?\She's fine. Just unconscious.\She's in no danger.\Good... response:	Nee-san!
context: Come on, let's hurry.\Yeah.\Izumi!\Izumi! Are you okay?\She's fine. Just unconscious.\She's in no danger.\Good...\Nee-san! response:	You bastard!
context: Yeah.\Izumi!\Izumi! Are you okay?\She's fine. Just unconscious.\She's in no danger.\Good...\Nee-san!\You bastard! response:	Don't interfere.
context: Izumi!\Izumi! Are you okay?\She's fine. Just unconscious.\She's in no danger.\Good...\Nee-san!\You bastard!\Don't interfere. response:	I can't move.
context: Izumi! Are you okay?\She's fine. Just unconscious.\She's in no danger.\Good...\Nee-san!\You bastard!\Don't interfere.\I can't move. response:	Stay put, and I will release you.
context: She's fine. Just unconscious.\She's in no danger.\Good...\Nee-san!\You bastard!\Don't interfere.\I can't move.\Stay put, and I will release you. response:	I promise.
context: She's in no danger.\Good...\Nee-san!\You bastard!\Don't interfere.\I can't move.\Stay put, and I will release you.\I promise. response:	Miyako.
context: Good...\Nee-san!\You bastard!\Don't interfere.\I can't move.\Stay put, and I will release you.\I promise.\Miyako. response:	He's saying not to interfere.
context: Nee-san!\You bastard!\Don't interfere.\I can't move.\Stay put, and I will release you.\I promise.\Miyako.\He's saying not to interfere. response:	I missed you...
context: You bastard!\Don't interfere.\I can't move.\Stay put, and I will release you.\I promise.\Miyako.\He's saying not to interfere.\I missed you... response:	Again... You woke me up again!
context: Don't interfere.\I can't move.\Stay put, and I will release you.\I promise.\Miyako.\He's saying not to interfere.\I missed you...\Again... You woke me up again! response:	This body isn't mine!
context: I can't move.\Stay put, and I will release you.\I promise.\Miyako.\He's saying not to interfere.\I missed you...\Again... You woke me up again!\This body isn't mine! response:	It feels disgusting! It feels disgusting!
context: Stay put, and I will release you.\I promise.\Miyako.\He's saying not to interfere.\I missed you...\Again... You woke me up again!\This body isn't mine!\It feels disgusting! It feels disgusting! response:	She's extremely upset.
context: I promise.\Miyako.\He's saying not to interfere.\I missed you...\Again... You woke me up again!\This body isn't mine!\It feels disgusting! It feels disgusting!\She's extremely upset. response:	She says the body isn't right.
context: Miyako.\He's saying not to interfere.\I missed you...\Again... You woke me up again!\This body isn't mine!\It feels disgusting! It feels disgusting!\She's extremely upset.\She says the body isn't right. response:	Are those sounds words?
context: He's saying not to interfere.\I missed you...\Again... You woke me up again!\This body isn't mine!\It feels disgusting! It feels disgusting!\She's extremely upset.\She says the body isn't right.\Are those sounds words? response:	Then is she an Another?
context: I missed you...\Again... You woke me up again!\This body isn't mine!\It feels disgusting! It feels disgusting!\She's extremely upset.\She says the body isn't right.\Are those sounds words?\Then is she an Another? response:	Look at the way he tried to bring her back.
context: Again... You woke me up again!\This body isn't mine!\It feels disgusting! It feels disgusting!\She's extremely upset.\She says the body isn't right.\Are those sounds words?\Then is she an Another?\Look at the way he tried to bring her back. response:	Of course she'd stop being human.
context: This body isn't mine!\It feels disgusting! It feels disgusting!\She's extremely upset.\She says the body isn't right.\Are those sounds words?\Then is she an Another?\Look at the way he tried to bring her back.\Of course she'd stop being human. response:	What's wrong?
context: It feels disgusting! It feels disgusting!\She's extremely upset.\She says the body isn't right.\Are those sounds words?\Then is she an Another?\Look at the way he tried to bring her back.\Of course she'd stop being human.\What's wrong? response:	Look. It's me, Azazel.
context: She's extremely upset.\She says the body isn't right.\Are those sounds words?\Then is she an Another?\Look at the way he tried to bring her back.\Of course she'd stop being human.\What's wrong?\Look. It's me, Azazel. response:	You can smile at me like you did the first time we met, right?
context: She says the body isn't right.\Are those sounds words?\Then is she an Another?\Look at the way he tried to bring her back.\Of course she'd stop being human.\What's wrong?\Look. It's me, Azazel.\You can smile at me like you did the first time we met, right? response:	You keep putting me inside these things over and over and over again!
context: Are those sounds words?\Then is she an Another?\Look at the way he tried to bring her back.\Of course she'd stop being human.\What's wrong?\Look. It's me, Azazel.\You can smile at me like you did the first time we met, right?\You keep putting me inside these things over and over and over again! response:	It's disgusting! Disgusting!
context: Then is she an Another?\Look at the way he tried to bring her back.\Of course she'd stop being human.\What's wrong?\Look. It's me, Azazel.\You can smile at me like you did the first time we met, right?\You keep putting me inside these things over and over and over again!\It's disgusting! Disgusting! response:	Disgusting!
context: Look at the way he tried to bring her back.\Of course she'd stop being human.\What's wrong?\Look. It's me, Azazel.\You can smile at me like you did the first time we met, right?\You keep putting me inside these things over and over and over again!\It's disgusting! Disgusting!\Disgusting! response:	Let me sleep!
context: Of course she'd stop being human.\What's wrong?\Look. It's me, Azazel.\You can smile at me like you did the first time we met, right?\You keep putting me inside these things over and over and over again!\It's disgusting! Disgusting!\Disgusting!\Let me sleep! response:	Release me!
context: What's wrong?\Look. It's me, Azazel.\You can smile at me like you did the first time we met, right?\You keep putting me inside these things over and over and over again!\It's disgusting! Disgusting!\Disgusting!\Let me sleep!\Release me! response:	Who are you?
context: Look. It's me, Azazel.\You can smile at me like you did the first time we met, right?\You keep putting me inside these things over and over and over again!\It's disgusting! Disgusting!\Disgusting!\Let me sleep!\Release me!\Who are you? response:	I failed! Failed! Failed! Failed! Failed!
context: You can smile at me like you did the first time we met, right?\You keep putting me inside these things over and over and over again!\It's disgusting! Disgusting!\Disgusting!\Let me sleep!\Release me!\Who are you?\I failed! Failed! Failed! Failed! Failed! response:	I have to do it again!
context: You keep putting me inside these things over and over and over again!\It's disgusting! Disgusting!\Disgusting!\Let me sleep!\Release me!\Who are you?\I failed! Failed! Failed! Failed! Failed!\I have to do it again! response:	What went wrong this time?
context: It's disgusting! Disgusting!\Disgusting!\Let me sleep!\Release me!\Who are you?\I failed! Failed! Failed! Failed! Failed!\I have to do it again!\What went wrong this time? response:	This is wonderful!
context: Disgusting!\Let me sleep!\Release me!\Who are you?\I failed! Failed! Failed! Failed! Failed!\I have to do it again!\What went wrong this time?\This is wonderful! response:	He's always so unemotional,
context: Let me sleep!\Release me!\Who are you?\I failed! Failed! Failed! Failed! Failed!\I have to do it again!\What went wrong this time?\This is wonderful!\He's always so unemotional, response:	and now his face is filled with wonderful despair!
context: Release me!\Who are you?\I failed! Failed! Failed! Failed! Failed!\I have to do it again!\What went wrong this time?\This is wonderful!\He's always so unemotional,\and now his face is filled with wonderful despair! response:	Why? Why?
context: Who are you?\I failed! Failed! Failed! Failed! Failed!\I have to do it again!\What went wrong this time?\This is wonderful!\He's always so unemotional,\and now his face is filled with wonderful despair!\Why? Why? response:	As promised.
context: I failed! Failed! Failed! Failed! Failed!\I have to do it again!\What went wrong this time?\This is wonderful!\He's always so unemotional,\and now his face is filled with wonderful despair!\Why? Why?\As promised. response:	We can move again.
context: I have to do it again!\What went wrong this time?\This is wonderful!\He's always so unemotional,\and now his face is filled with wonderful despair!\Why? Why?\As promised.\We can move again. response:	Nee-san!
context: What went wrong this time?\This is wonderful!\He's always so unemotional,\and now his face is filled with wonderful despair!\Why? Why?\As promised.\We can move again.\Nee-san! response:	Begone. There is nothing for you here now.
context: This is wonderful!\He's always so unemotional,\and now his face is filled with wonderful despair!\Why? Why?\As promised.\We can move again.\Nee-san!\Begone. There is nothing for you here now. response:	You piece of shit!
context: He's always so unemotional,\and now his face is filled with wonderful despair!\Why? Why?\As promised.\We can move again.\Nee-san!\Begone. There is nothing for you here now.\You piece of shit! response:	Wait!
context: and now his face is filled with wonderful despair!\Why? Why?\As promised.\We can move again.\Nee-san!\Begone. There is nothing for you here now.\You piece of shit!\Wait! response:	Our goal is to get everyone out of here.
