context: The contract money Gaia transferred into our accounts, response:	the expected monthly salaries from the agency,
context: Do you find it noisy every morning? Or do you find me noisy?\Yeah. Thanks to you, I've been able to sleep really well lately.\Was she being sarcastic?\Maybe.\You're alone on the fourth floor, aren't you?\You're not planning to move here, are you?\Think why I fled from Room 603 after just one night.\Then what about the third floor? Does anyone live there? response:	I've never seen anyone from there.
context: Yeah. Thanks to you, I've been able to sleep really well lately.\Was she being sarcastic?\Maybe.\You're alone on the fourth floor, aren't you?\You're not planning to move here, are you?\Think why I fled from Room 603 after just one night.\Then what about the third floor? Does anyone live there?\I've never seen anyone from there. response:	More importantly, what are you gonna do today, Nobu?
context: Was she being sarcastic?\Maybe.\You're alone on the fourth floor, aren't you?\You're not planning to move here, are you?\Think why I fled from Room 603 after just one night.\Then what about the third floor? Does anyone live there?\I've never seen anyone from there.\More importantly, what are you gonna do today, Nobu? response:	Are you going to the fireworks festival?
context: Maybe.\You're alone on the fourth floor, aren't you?\You're not planning to move here, are you?\Think why I fled from Room 603 after just one night.\Then what about the third floor? Does anyone live there?\I've never seen anyone from there.\More importantly, what are you gonna do today, Nobu?\Are you going to the fireworks festival? response:	Yeah.
context: You're alone on the fourth floor, aren't you?\You're not planning to move here, are you?\Think why I fled from Room 603 after just one night.\Then what about the third floor? Does anyone live there?\I've never seen anyone from there.\More importantly, what are you gonna do today, Nobu?\Are you going to the fireworks festival?\Yeah. response:	You're gonna get Hachi back!
context: You're not planning to move here, are you?\Think why I fled from Room 603 after just one night.\Then what about the third floor? Does anyone live there?\I've never seen anyone from there.\More importantly, what are you gonna do today, Nobu?\Are you going to the fireworks festival?\Yeah.\You're gonna get Hachi back! response:	Huh? Well...
context: Think why I fled from Room 603 after just one night.\Then what about the third floor? Does anyone live there?\I've never seen anyone from there.\More importantly, what are you gonna do today, Nobu?\Are you going to the fireworks festival?\Yeah.\You're gonna get Hachi back!\Huh? Well... response:	You coward.
context: Then what about the third floor? Does anyone live there?\I've never seen anyone from there.\More importantly, what are you gonna do today, Nobu?\Are you going to the fireworks festival?\Yeah.\You're gonna get Hachi back!\Huh? Well...\You coward. response:	Hey! That's something I should decide after I see her!
context: I've never seen anyone from there.\More importantly, what are you gonna do today, Nobu?\Are you going to the fireworks festival?\Yeah.\You're gonna get Hachi back!\Huh? Well...\You coward.\Hey! That's something I should decide after I see her! response:	If she seems happy, then that's good enough for me.
context: More importantly, what are you gonna do today, Nobu?\Are you going to the fireworks festival?\Yeah.\You're gonna get Hachi back!\Huh? Well...\You coward.\Hey! That's something I should decide after I see her!\If she seems happy, then that's good enough for me. response:	I don't wanna get her back if it's gonna interfere with her happiness.
context: Are you going to the fireworks festival?\Yeah.\You're gonna get Hachi back!\Huh? Well...\You coward.\Hey! That's something I should decide after I see her!\If she seems happy, then that's good enough for me.\I don't wanna get her back if it's gonna interfere with her happiness. response:	But... if she seems sad, then I couldn't leave her like that.
context: Yeah.\You're gonna get Hachi back!\Huh? Well...\You coward.\Hey! That's something I should decide after I see her!\If she seems happy, then that's good enough for me.\I don't wanna get her back if it's gonna interfere with her happiness.\But... if she seems sad, then I couldn't leave her like that. response:	No!
context: You're gonna get Hachi back!\Huh? Well...\You coward.\Hey! That's something I should decide after I see her!\If she seems happy, then that's good enough for me.\I don't wanna get her back if it's gonna interfere with her happiness.\But... if she seems sad, then I couldn't leave her like that.\No! response:	You seriously think you can just cancel your interview
context: Huh? Well...\You coward.\Hey! That's something I should decide after I see her!\If she seems happy, then that's good enough for me.\I don't wanna get her back if it's gonna interfere with her happiness.\But... if she seems sad, then I couldn't leave her like that.\No!\You seriously think you can just cancel your interview response:	at the last minute for personal reasons?!
context: You coward.\Hey! That's something I should decide after I see her!\If she seems happy, then that's good enough for me.\I don't wanna get her back if it's gonna interfere with her happiness.\But... if she seems sad, then I couldn't leave her like that.\No!\You seriously think you can just cancel your interview\at the last minute for personal reasons?! response:	I never said anything about canceling it!
context: Hey! That's something I should decide after I see her!\If she seems happy, then that's good enough for me.\I don't wanna get her back if it's gonna interfere with her happiness.\But... if she seems sad, then I couldn't leave her like that.\No!\You seriously think you can just cancel your interview\at the last minute for personal reasons?!\I never said anything about canceling it! response:	I'm just asking you to move it to another day!
context: If she seems happy, then that's good enough for me.\I don't wanna get her back if it's gonna interfere with her happiness.\But... if she seems sad, then I couldn't leave her like that.\No!\You seriously think you can just cancel your interview\at the last minute for personal reasons?!\I never said anything about canceling it!\I'm just asking you to move it to another day! response:	Absolutely not!
context: I don't wanna get her back if it's gonna interfere with her happiness.\But... if she seems sad, then I couldn't leave her like that.\No!\You seriously think you can just cancel your interview\at the last minute for personal reasons?!\I never said anything about canceling it!\I'm just asking you to move it to another day!\Absolutely not! response:	Besides I can't let you loose in a big crowd like that.
context: But... if she seems sad, then I couldn't leave her like that.\No!\You seriously think you can just cancel your interview\at the last minute for personal reasons?!\I never said anything about canceling it!\I'm just asking you to move it to another day!\Absolutely not!\Besides I can't let you loose in a big crowd like that. response:	Don't worry about that.
context: No!\You seriously think you can just cancel your interview\at the last minute for personal reasons?!\I never said anything about canceling it!\I'm just asking you to move it to another day!\Absolutely not!\Besides I can't let you loose in a big crowd like that.\Don't worry about that. response:	Mika and Masaru said they'd help, so our disguises will be perfect.
context: You seriously think you can just cancel your interview\at the last minute for personal reasons?!\I never said anything about canceling it!\I'm just asking you to move it to another day!\Absolutely not!\Besides I can't let you loose in a big crowd like that.\Don't worry about that.\Mika and Masaru said they'd help, so our disguises will be perfect. response:	Oh my! You think you can get away using
context: at the last minute for personal reasons?!\I never said anything about canceling it!\I'm just asking you to move it to another day!\Absolutely not!\Besides I can't let you loose in a big crowd like that.\Don't worry about that.\Mika and Masaru said they'd help, so our disguises will be perfect.\Oh my! You think you can get away using response:	a professional hair stylist and makeup artist for your personal business?!
context: I never said anything about canceling it!\I'm just asking you to move it to another day!\Absolutely not!\Besides I can't let you loose in a big crowd like that.\Don't worry about that.\Mika and Masaru said they'd help, so our disguises will be perfect.\Oh my! You think you can get away using\a professional hair stylist and makeup artist for your personal business?! response:	But when we called and asked,
context: I'm just asking you to move it to another day!\Absolutely not!\Besides I can't let you loose in a big crowd like that.\Don't worry about that.\Mika and Masaru said they'd help, so our disguises will be perfect.\Oh my! You think you can get away using\a professional hair stylist and makeup artist for your personal business?!\But when we called and asked, response:	they both found it amusing and were looking forward to it.
context: Absolutely not!\Besides I can't let you loose in a big crowd like that.\Don't worry about that.\Mika and Masaru said they'd help, so our disguises will be perfect.\Oh my! You think you can get away using\a professional hair stylist and makeup artist for your personal business?!\But when we called and asked,\they both found it amusing and were looking forward to it. response:	I wonder what kind of interesting outfits they have planned for us.
context: Besides I can't let you loose in a big crowd like that.\Don't worry about that.\Mika and Masaru said they'd help, so our disguises will be perfect.\Oh my! You think you can get away using\a professional hair stylist and makeup artist for your personal business?!\But when we called and asked,\they both found it amusing and were looking forward to it.\I wonder what kind of interesting outfits they have planned for us. response:	Regardless, I won't allow it!
context: Don't worry about that.\Mika and Masaru said they'd help, so our disguises will be perfect.\Oh my! You think you can get away using\a professional hair stylist and makeup artist for your personal business?!\But when we called and asked,\they both found it amusing and were looking forward to it.\I wonder what kind of interesting outfits they have planned for us.\Regardless, I won't allow it! response:	All right.
context: Mika and Masaru said they'd help, so our disguises will be perfect.\Oh my! You think you can get away using\a professional hair stylist and makeup artist for your personal business?!\But when we called and asked,\they both found it amusing and were looking forward to it.\I wonder what kind of interesting outfits they have planned for us.\Regardless, I won't allow it!\All right. response:	If you won't allow it, I'll just hafta skip work.
context: Oh my! You think you can get away using\a professional hair stylist and makeup artist for your personal business?!\But when we called and asked,\they both found it amusing and were looking forward to it.\I wonder what kind of interesting outfits they have planned for us.\Regardless, I won't allow it!\All right.\If you won't allow it, I'll just hafta skip work. response:	What did you say?!
context: a professional hair stylist and makeup artist for your personal business?!\But when we called and asked,\they both found it amusing and were looking forward to it.\I wonder what kind of interesting outfits they have planned for us.\Regardless, I won't allow it!\All right.\If you won't allow it, I'll just hafta skip work.\What did you say?! response:	I'm so disappointed in you, Nana.
context: But when we called and asked,\they both found it amusing and were looking forward to it.\I wonder what kind of interesting outfits they have planned for us.\Regardless, I won't allow it!\All right.\If you won't allow it, I'll just hafta skip work.\What did you say?!\I'm so disappointed in you, Nana. response:	You've got a bad attitude, and you're a lousy singer,
context: they both found it amusing and were looking forward to it.\I wonder what kind of interesting outfits they have planned for us.\Regardless, I won't allow it!\All right.\If you won't allow it, I'll just hafta skip work.\What did you say?!\I'm so disappointed in you, Nana.\You've got a bad attitude, and you're a lousy singer, response:	but at least I valued you for your enthusiasm towards your work.
context: I wonder what kind of interesting outfits they have planned for us.\Regardless, I won't allow it!\All right.\If you won't allow it, I'll just hafta skip work.\What did you say?!\I'm so disappointed in you, Nana.\You've got a bad attitude, and you're a lousy singer,\but at least I valued you for your enthusiasm towards your work. response:	I'm lousy?!
context: Regardless, I won't allow it!\All right.\If you won't allow it, I'll just hafta skip work.\What did you say?!\I'm so disappointed in you, Nana.\You've got a bad attitude, and you're a lousy singer,\but at least I valued you for your enthusiasm towards your work.\I'm lousy?! response:	Well, that's why, Ginpei.
context: All right.\If you won't allow it, I'll just hafta skip work.\What did you say?!\I'm so disappointed in you, Nana.\You've got a bad attitude, and you're a lousy singer,\but at least I valued you for your enthusiasm towards your work.\I'm lousy?!\Well, that's why, Ginpei. response:	I wish you'd understand that for Nana to be insisting so much,
context: If you won't allow it, I'll just hafta skip work.\What did you say?!\I'm so disappointed in you, Nana.\You've got a bad attitude, and you're a lousy singer,\but at least I valued you for your enthusiasm towards your work.\I'm lousy?!\Well, that's why, Ginpei.\I wish you'd understand that for Nana to be insisting so much, response:	this has gotta be something really important to her.
context: What did you say?!\I'm so disappointed in you, Nana.\You've got a bad attitude, and you're a lousy singer,\but at least I valued you for your enthusiasm towards your work.\I'm lousy?!\Well, that's why, Ginpei.\I wish you'd understand that for Nana to be insisting so much,\this has gotta be something really important to her. response:	Yasu... I understand.
context: I'm so disappointed in you, Nana.\You've got a bad attitude, and you're a lousy singer,\but at least I valued you for your enthusiasm towards your work.\I'm lousy?!\Well, that's why, Ginpei.\I wish you'd understand that for Nana to be insisting so much,\this has gotta be something really important to her.\Yasu... I understand. response:	For you to say so, it's gotta be something really important.
context: You've got a bad attitude, and you're a lousy singer,\but at least I valued you for your enthusiasm towards your work.\I'm lousy?!\Well, that's why, Ginpei.\I wish you'd understand that for Nana to be insisting so much,\this has gotta be something really important to her.\Yasu... I understand.\For you to say so, it's gotta be something really important. response:	What the hell?!
context: but at least I valued you for your enthusiasm towards your work.\I'm lousy?!\Well, that's why, Ginpei.\I wish you'd understand that for Nana to be insisting so much,\this has gotta be something really important to her.\Yasu... I understand.\For you to say so, it's gotta be something really important.\What the hell?! response:	I'll discuss it with the reporter.
context: I'm lousy?!\Well, that's why, Ginpei.\I wish you'd understand that for Nana to be insisting so much,\this has gotta be something really important to her.\Yasu... I understand.\For you to say so, it's gotta be something really important.\What the hell?!\I'll discuss it with the reporter. response:	He's really in love with him?
context: Well, that's why, Ginpei.\I wish you'd understand that for Nana to be insisting so much,\this has gotta be something really important to her.\Yasu... I understand.\For you to say so, it's gotta be something really important.\What the hell?!\I'll discuss it with the reporter.\He's really in love with him? response:	Oh, sure, that's fine.
context: I wish you'd understand that for Nana to be insisting so much,\this has gotta be something really important to her.\Yasu... I understand.\For you to say so, it's gotta be something really important.\What the hell?!\I'll discuss it with the reporter.\He's really in love with him?\Oh, sure, that's fine. response:	We still have time before the proofing deadline.
context: this has gotta be something really important to her.\Yasu... I understand.\For you to say so, it's gotta be something really important.\What the hell?!\I'll discuss it with the reporter.\He's really in love with him?\Oh, sure, that's fine.\We still have time before the proofing deadline. response:	Monday? Not a problem at all.
context: Yasu... I understand.\For you to say so, it's gotta be something really important.\What the hell?!\I'll discuss it with the reporter.\He's really in love with him?\Oh, sure, that's fine.\We still have time before the proofing deadline.\Monday? Not a problem at all. response:	KENICHI KANEDA (32) SINGLE MUSIC REPORTER
context: For you to say so, it's gotta be something really important.\What the hell?!\I'll discuss it with the reporter.\He's really in love with him?\Oh, sure, that's fine.\We still have time before the proofing deadline.\Monday? Not a problem at all.\KENICHI KANEDA (32) SINGLE MUSIC REPORTER response:	KENICHI KANEDA (32) SINGLE MUSIC REPORTER Then I'll try to finish this game and return to work before then.
context: What the hell?!\I'll discuss it with the reporter.\He's really in love with him?\Oh, sure, that's fine.\We still have time before the proofing deadline.\Monday? Not a problem at all.\KENICHI KANEDA (32) SINGLE MUSIC REPORTER\KENICHI KANEDA (32) SINGLE MUSIC REPORTER Then I'll try to finish this game and return to work before then. response:	What'd he say?
context: I'll discuss it with the reporter.\He's really in love with him?\Oh, sure, that's fine.\We still have time before the proofing deadline.\Monday? Not a problem at all.\KENICHI KANEDA (32) SINGLE MUSIC REPORTER\KENICHI KANEDA (32) SINGLE MUSIC REPORTER Then I'll try to finish this game and return to work before then.\What'd he say? response:	He was extremely troubled by it,
context: He's really in love with him?\Oh, sure, that's fine.\We still have time before the proofing deadline.\Monday? Not a problem at all.\KENICHI KANEDA (32) SINGLE MUSIC REPORTER\KENICHI KANEDA (32) SINGLE MUSIC REPORTER Then I'll try to finish this game and return to work before then.\What'd he say?\He was extremely troubled by it, response:	but has agreed to somehow adjust his schedule to accommodate us.
context: Oh, sure, that's fine.\We still have time before the proofing deadline.\Monday? Not a problem at all.\KENICHI KANEDA (32) SINGLE MUSIC REPORTER\KENICHI KANEDA (32) SINGLE MUSIC REPORTER Then I'll try to finish this game and return to work before then.\What'd he say?\He was extremely troubled by it,\but has agreed to somehow adjust his schedule to accommodate us. response:	All right!
context: We still have time before the proofing deadline.\Monday? Not a problem at all.\KENICHI KANEDA (32) SINGLE MUSIC REPORTER\KENICHI KANEDA (32) SINGLE MUSIC REPORTER Then I'll try to finish this game and return to work before then.\What'd he say?\He was extremely troubled by it,\but has agreed to somehow adjust his schedule to accommodate us.\All right! response:	I'm sorry for the trouble, Ginpei.
context: Monday? Not a problem at all.\KENICHI KANEDA (32) SINGLE MUSIC REPORTER\KENICHI KANEDA (32) SINGLE MUSIC REPORTER Then I'll try to finish this game and return to work before then.\What'd he say?\He was extremely troubled by it,\but has agreed to somehow adjust his schedule to accommodate us.\All right!\I'm sorry for the trouble, Ginpei. response:	- It's okay. - This is great! Isn't it, Nobu?!
context: KENICHI KANEDA (32) SINGLE MUSIC REPORTER\KENICHI KANEDA (32) SINGLE MUSIC REPORTER Then I'll try to finish this game and return to work before then.\What'd he say?\He was extremely troubled by it,\but has agreed to somehow adjust his schedule to accommodate us.\All right!\I'm sorry for the trouble, Ginpei.\- It's okay. - This is great! Isn't it, Nobu?! response:	I do have a heart, you know.
context: KENICHI KANEDA (32) SINGLE MUSIC REPORTER Then I'll try to finish this game and return to work before then.\What'd he say?\He was extremely troubled by it,\but has agreed to somehow adjust his schedule to accommodate us.\All right!\I'm sorry for the trouble, Ginpei.\- It's okay. - This is great! Isn't it, Nobu?!\I do have a heart, you know. response:	- That's good news, isn't it, Nana? - Hey, come on! Aren't you happy?!
context: What'd he say?\He was extremely troubled by it,\but has agreed to somehow adjust his schedule to accommodate us.\All right!\I'm sorry for the trouble, Ginpei.\- It's okay. - This is great! Isn't it, Nobu?!\I do have a heart, you know.\- That's good news, isn't it, Nana? - Hey, come on! Aren't you happy?! response:	Y-Yeah...
context: He was extremely troubled by it,\but has agreed to somehow adjust his schedule to accommodate us.\All right!\I'm sorry for the trouble, Ginpei.\- It's okay. - This is great! Isn't it, Nobu?!\I do have a heart, you know.\- That's good news, isn't it, Nana? - Hey, come on! Aren't you happy?!\Y-Yeah... response:	Our band is becoming more and more like a family.
context: but has agreed to somehow adjust his schedule to accommodate us.\All right!\I'm sorry for the trouble, Ginpei.\- It's okay. - This is great! Isn't it, Nobu?!\I do have a heart, you know.\- That's good news, isn't it, Nana? - Hey, come on! Aren't you happy?!\Y-Yeah...\Our band is becoming more and more like a family. response:	You can't smoke!
context: All right!\I'm sorry for the trouble, Ginpei.\- It's okay. - This is great! Isn't it, Nobu?!\I do have a heart, you know.\- That's good news, isn't it, Nana? - Hey, come on! Aren't you happy?!\Y-Yeah...\Our band is becoming more and more like a family.\You can't smoke! response:	- Ginpei's like the strong mama, - Why just me?
context: I'm sorry for the trouble, Ginpei.\- It's okay. - This is great! Isn't it, Nobu?!\I do have a heart, you know.\- That's good news, isn't it, Nana? - Hey, come on! Aren't you happy?!\Y-Yeah...\Our band is becoming more and more like a family.\You can't smoke!\- Ginpei's like the strong mama, - Why just me? response:	- Yasu's the dependable oldest son, - If you quit, Shin might quit too.
context: - It's okay. - This is great! Isn't it, Nobu?!\I do have a heart, you know.\- That's good news, isn't it, Nana? - Hey, come on! Aren't you happy?!\Y-Yeah...\Our band is becoming more and more like a family.\You can't smoke!\- Ginpei's like the strong mama, - Why just me?\- Yasu's the dependable oldest son, - If you quit, Shin might quit too. response:	Nobu's the kind-hearted second son, and Shin's the bratty baby of the family.
context: I do have a heart, you know.\- That's good news, isn't it, Nana? - Hey, come on! Aren't you happy?!\Y-Yeah...\Our band is becoming more and more like a family.\You can't smoke!\- Ginpei's like the strong mama, - Why just me?\- Yasu's the dependable oldest son, - If you quit, Shin might quit too.\Nobu's the kind-hearted second son, and Shin's the bratty baby of the family. response:	It's because I'm protected by this family
context: - That's good news, isn't it, Nana? - Hey, come on! Aren't you happy?!\Y-Yeah...\Our band is becoming more and more like a family.\You can't smoke!\- Ginpei's like the strong mama, - Why just me?\- Yasu's the dependable oldest son, - If you quit, Shin might quit too.\Nobu's the kind-hearted second son, and Shin's the bratty baby of the family.\It's because I'm protected by this family response:	that I can get away with being so selfish and spoiled.
context: Y-Yeah...\Our band is becoming more and more like a family.\You can't smoke!\- Ginpei's like the strong mama, - Why just me?\- Yasu's the dependable oldest son, - If you quit, Shin might quit too.\Nobu's the kind-hearted second son, and Shin's the bratty baby of the family.\It's because I'm protected by this family\that I can get away with being so selfish and spoiled. response:	But then who's the dad?
context: Our band is becoming more and more like a family.\You can't smoke!\- Ginpei's like the strong mama, - Why just me?\- Yasu's the dependable oldest son, - If you quit, Shin might quit too.\Nobu's the kind-hearted second son, and Shin's the bratty baby of the family.\It's because I'm protected by this family\that I can get away with being so selfish and spoiled.\But then who's the dad? response:	If it's the president, that would make this some gangster family.
context: You can't smoke!\- Ginpei's like the strong mama, - Why just me?\- Yasu's the dependable oldest son, - If you quit, Shin might quit too.\Nobu's the kind-hearted second son, and Shin's the bratty baby of the family.\It's because I'm protected by this family\that I can get away with being so selfish and spoiled.\But then who's the dad?\If it's the president, that would make this some gangster family. response:	BLACK STONES CLAN If it's the president, that would make this some gangster family.
context: - Ginpei's like the strong mama, - Why just me?\- Yasu's the dependable oldest son, - If you quit, Shin might quit too.\Nobu's the kind-hearted second son, and Shin's the bratty baby of the family.\It's because I'm protected by this family\that I can get away with being so selfish and spoiled.\But then who's the dad?\If it's the president, that would make this some gangster family.\BLACK STONES CLAN If it's the president, that would make this some gangster family. response:	BLACK STONES CLAN
context: - Yasu's the dependable oldest son, - If you quit, Shin might quit too.\Nobu's the kind-hearted second son, and Shin's the bratty baby of the family.\It's because I'm protected by this family\that I can get away with being so selfish and spoiled.\But then who's the dad?\If it's the president, that would make this some gangster family.\BLACK STONES CLAN If it's the president, that would make this some gangster family.\BLACK STONES CLAN response:	I guess I'll settle on the raccoon guy. At least he's better than the fox guy.
context: Nobu's the kind-hearted second son, and Shin's the bratty baby of the family.\It's because I'm protected by this family\that I can get away with being so selfish and spoiled.\But then who's the dad?\If it's the president, that would make this some gangster family.\BLACK STONES CLAN If it's the president, that would make this some gangster family.\BLACK STONES CLAN\I guess I'll settle on the raccoon guy. At least he's better than the fox guy. response:	That's not bad.
context: It's because I'm protected by this family\that I can get away with being so selfish and spoiled.\But then who's the dad?\If it's the president, that would make this some gangster family.\BLACK STONES CLAN If it's the president, that would make this some gangster family.\BLACK STONES CLAN\I guess I'll settle on the raccoon guy. At least he's better than the fox guy.\That's not bad. response:	I've always wanted to be part of a big family like the ones on TV.
context: that I can get away with being so selfish and spoiled.\But then who's the dad?\If it's the president, that would make this some gangster family.\BLACK STONES CLAN If it's the president, that would make this some gangster family.\BLACK STONES CLAN\I guess I'll settle on the raccoon guy. At least he's better than the fox guy.\That's not bad.\I've always wanted to be part of a big family like the ones on TV. response:	Now if Hachi would marry Nobu, it would be perfect.
context: But then who's the dad?\If it's the president, that would make this some gangster family.\BLACK STONES CLAN If it's the president, that would make this some gangster family.\BLACK STONES CLAN\I guess I'll settle on the raccoon guy. At least he's better than the fox guy.\That's not bad.\I've always wanted to be part of a big family like the ones on TV.\Now if Hachi would marry Nobu, it would be perfect. response:	OBSTETRICS GYNECOLOGY NAKAZATO CLINIC
context: If it's the president, that would make this some gangster family.\BLACK STONES CLAN If it's the president, that would make this some gangster family.\BLACK STONES CLAN\I guess I'll settle on the raccoon guy. At least he's better than the fox guy.\That's not bad.\I've always wanted to be part of a big family like the ones on TV.\Now if Hachi would marry Nobu, it would be perfect.\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC response:	OBSTETRICS GYNECOLOGY NAKAZATO CLINIC You're now fourteen weeks along.
context: BLACK STONES CLAN If it's the president, that would make this some gangster family.\BLACK STONES CLAN\I guess I'll settle on the raccoon guy. At least he's better than the fox guy.\That's not bad.\I've always wanted to be part of a big family like the ones on TV.\Now if Hachi would marry Nobu, it would be perfect.\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC You're now fourteen weeks along. response:	You're now fourteen weeks along.
context: BLACK STONES CLAN\I guess I'll settle on the raccoon guy. At least he's better than the fox guy.\That's not bad.\I've always wanted to be part of a big family like the ones on TV.\Now if Hachi would marry Nobu, it would be perfect.\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC You're now fourteen weeks along.\You're now fourteen weeks along. response:	The baby is growing well.
context: I guess I'll settle on the raccoon guy. At least he's better than the fox guy.\That's not bad.\I've always wanted to be part of a big family like the ones on TV.\Now if Hachi would marry Nobu, it would be perfect.\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC You're now fourteen weeks along.\You're now fourteen weeks along.\The baby is growing well. response:	I've got a pretty good idea now on the gender of the baby.
context: That's not bad.\I've always wanted to be part of a big family like the ones on TV.\Now if Hachi would marry Nobu, it would be perfect.\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC You're now fourteen weeks along.\You're now fourteen weeks along.\The baby is growing well.\I've got a pretty good idea now on the gender of the baby. response:	Huh?
context: I've always wanted to be part of a big family like the ones on TV.\Now if Hachi would marry Nobu, it would be perfect.\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC You're now fourteen weeks along.\You're now fourteen weeks along.\The baby is growing well.\I've got a pretty good idea now on the gender of the baby.\Huh? response:	Would you like to know now?
context: Now if Hachi would marry Nobu, it would be perfect.\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC You're now fourteen weeks along.\You're now fourteen weeks along.\The baby is growing well.\I've got a pretty good idea now on the gender of the baby.\Huh?\Would you like to know now? response:	Or would you like to keep it a surprise for when the baby's born?
context: OBSTETRICS GYNECOLOGY NAKAZATO CLINIC\OBSTETRICS GYNECOLOGY NAKAZATO CLINIC You're now fourteen weeks along.\You're now fourteen weeks along.\The baby is growing well.\I've got a pretty good idea now on the gender of the baby.\Huh?\Would you like to know now?\Or would you like to keep it a surprise for when the baby's born? response:	I do want to know,
context: OBSTETRICS GYNECOLOGY NAKAZATO CLINIC You're now fourteen weeks along.\You're now fourteen weeks along.\The baby is growing well.\I've got a pretty good idea now on the gender of the baby.\Huh?\Would you like to know now?\Or would you like to keep it a surprise for when the baby's born?\I do want to know, response:	THUMP THUMP THUMP I do want to know,
context: You're now fourteen weeks along.\The baby is growing well.\I've got a pretty good idea now on the gender of the baby.\Huh?\Would you like to know now?\Or would you like to keep it a surprise for when the baby's born?\I do want to know,\THUMP THUMP THUMP I do want to know, response:	THUMP THUMP THUMP but perhaps it would be more exciting to wait?
context: The baby is growing well.\I've got a pretty good idea now on the gender of the baby.\Huh?\Would you like to know now?\Or would you like to keep it a surprise for when the baby's born?\I do want to know,\THUMP THUMP THUMP I do want to know,\THUMP THUMP THUMP but perhaps it would be more exciting to wait? response:	THUMP THUMP THUMP
context: I've got a pretty good idea now on the gender of the baby.\Huh?\Would you like to know now?\Or would you like to keep it a surprise for when the baby's born?\I do want to know,\THUMP THUMP THUMP I do want to know,\THUMP THUMP THUMP but perhaps it would be more exciting to wait?\THUMP THUMP THUMP response:	THUMP THUMP THUMP What should I do?
context: Huh?\Would you like to know now?\Or would you like to keep it a surprise for when the baby's born?\I do want to know,\THUMP THUMP THUMP I do want to know,\THUMP THUMP THUMP but perhaps it would be more exciting to wait?\THUMP THUMP THUMP\THUMP THUMP THUMP What should I do? response:	It's still an educated guess at this point.
context: Would you like to know now?\Or would you like to keep it a surprise for when the baby's born?\I do want to know,\THUMP THUMP THUMP I do want to know,\THUMP THUMP THUMP but perhaps it would be more exciting to wait?\THUMP THUMP THUMP\THUMP THUMP THUMP What should I do?\It's still an educated guess at this point. response:	Yes.
context: Or would you like to keep it a surprise for when the baby's born?\I do want to know,\THUMP THUMP THUMP I do want to know,\THUMP THUMP THUMP but perhaps it would be more exciting to wait?\THUMP THUMP THUMP\THUMP THUMP THUMP What should I do?\It's still an educated guess at this point.\Yes. response:	It's good that your morning sickness subsided fairly quickly,
context: I do want to know,\THUMP THUMP THUMP I do want to know,\THUMP THUMP THUMP but perhaps it would be more exciting to wait?\THUMP THUMP THUMP\THUMP THUMP THUMP What should I do?\It's still an educated guess at this point.\Yes.\It's good that your morning sickness subsided fairly quickly, response:	but I am concerned about your rapid weight gain.
context: THUMP THUMP THUMP I do want to know,\THUMP THUMP THUMP but perhaps it would be more exciting to wait?\THUMP THUMP THUMP\THUMP THUMP THUMP What should I do?\It's still an educated guess at this point.\Yes.\It's good that your morning sickness subsided fairly quickly,\but I am concerned about your rapid weight gain. response:	If you gain too much, it can be dangerous in many ways,
context: THUMP THUMP THUMP but perhaps it would be more exciting to wait?\THUMP THUMP THUMP\THUMP THUMP THUMP What should I do?\It's still an educated guess at this point.\Yes.\It's good that your morning sickness subsided fairly quickly,\but I am concerned about your rapid weight gain.\If you gain too much, it can be dangerous in many ways, response:	so try to focus on eating proper portions of nutritionally balanced foods, okay?
context: THUMP THUMP THUMP\THUMP THUMP THUMP What should I do?\It's still an educated guess at this point.\Yes.\It's good that your morning sickness subsided fairly quickly,\but I am concerned about your rapid weight gain.\If you gain too much, it can be dangerous in many ways,\so try to focus on eating proper portions of nutritionally balanced foods, okay? response:	Actually, from an appearance point of view,
context: THUMP THUMP THUMP What should I do?\It's still an educated guess at this point.\Yes.\It's good that your morning sickness subsided fairly quickly,\but I am concerned about your rapid weight gain.\If you gain too much, it can be dangerous in many ways,\so try to focus on eating proper portions of nutritionally balanced foods, okay?\Actually, from an appearance point of view, response:	I don't wanna gain weight, either.
context: It's still an educated guess at this point.\Yes.\It's good that your morning sickness subsided fairly quickly,\but I am concerned about your rapid weight gain.\If you gain too much, it can be dangerous in many ways,\so try to focus on eating proper portions of nutritionally balanced foods, okay?\Actually, from an appearance point of view,\I don't wanna gain weight, either. response:	I ate too much at lunch.
