context: I've found you, weretiger. response:	Akutagawa!
context: I was never ready to begin with.\You said earlier that you couldn't understand me.\To me, you're completely incomprehensible.\Those fearful eyes have no faith in your own strength or gift,\yet you always involve yourself in futile battles.\Where do you get that incoherent self-respect?\That's enough, little guy.\I don't like being ignored. response:	Shut up.
context: You said earlier that you couldn't understand me.\To me, you're completely incomprehensible.\Those fearful eyes have no faith in your own strength or gift,\yet you always involve yourself in futile battles.\Where do you get that incoherent self-respect?\That's enough, little guy.\I don't like being ignored.\Shut up. response:	My main course is the weretiger.
context: To me, you're completely incomprehensible.\Those fearful eyes have no faith in your own strength or gift,\yet you always involve yourself in futile battles.\Where do you get that incoherent self-respect?\That's enough, little guy.\I don't like being ignored.\Shut up.\My main course is the weretiger. response:	I'd like my dessert to sit quietly.
context: Those fearful eyes have no faith in your own strength or gift,\yet you always involve yourself in futile battles.\Where do you get that incoherent self-respect?\That's enough, little guy.\I don't like being ignored.\Shut up.\My main course is the weretiger.\I'd like my dessert to sit quietly. response:	I hate being in second place.
context: yet you always involve yourself in futile battles.\Where do you get that incoherent self-respect?\That's enough, little guy.\I don't like being ignored.\Shut up.\My main course is the weretiger.\I'd like my dessert to sit quietly.\I hate being in second place. response:	I request our rankings be changed.
context: Where do you get that incoherent self-respect?\That's enough, little guy.\I don't like being ignored.\Shut up.\My main course is the weretiger.\I'd like my dessert to sit quietly.\I hate being in second place.\I request our rankings be changed. response:	Fine.
context: That's enough, little guy.\I don't like being ignored.\Shut up.\My main course is the weretiger.\I'd like my dessert to sit quietly.\I hate being in second place.\I request our rankings be changed.\Fine. response:	Did he stop Rashoumon with his bare hands?
context: I don't like being ignored.\Shut up.\My main course is the weretiger.\I'd like my dessert to sit quietly.\I hate being in second place.\I request our rankings be changed.\Fine.\Did he stop Rashoumon with his bare hands? response:	For your efforts, I'll teach you the fourth secret to success.
context: Shut up.\My main course is the weretiger.\I'd like my dessert to sit quietly.\I hate being in second place.\I request our rankings be changed.\Fine.\Did he stop Rashoumon with his bare hands?\For your efforts, I'll teach you the fourth secret to success. response:	I don't need it.
context: My main course is the weretiger.\I'd like my dessert to sit quietly.\I hate being in second place.\I request our rankings be changed.\Fine.\Did he stop Rashoumon with his bare hands?\For your efforts, I'll teach you the fourth secret to success.\I don't need it. response:	Rashoumon!
context: I'd like my dessert to sit quietly.\I hate being in second place.\I request our rankings be changed.\Fine.\Did he stop Rashoumon with his bare hands?\For your efforts, I'll teach you the fourth secret to success.\I don't need it.\Rashoumon! response:	Black Torrent!
context: I hate being in second place.\I request our rankings be changed.\Fine.\Did he stop Rashoumon with his bare hands?\For your efforts, I'll teach you the fourth secret to success.\I don't need it.\Rashoumon!\Black Torrent! response:	Black Torrent
context: I request our rankings be changed.\Fine.\Did he stop Rashoumon with his bare hands?\For your efforts, I'll teach you the fourth secret to success.\I don't need it.\Rashoumon!\Black Torrent!\Black Torrent response:	500,000 dollars.
context: Fine.\Did he stop Rashoumon with his bare hands?\For your efforts, I'll teach you the fourth secret to success.\I don't need it.\Rashoumon!\Black Torrent!\Black Torrent\500,000 dollars. response:	The fourth secret to success: Though there are many forms of strength...
context: Did he stop Rashoumon with his bare hands?\For your efforts, I'll teach you the fourth secret to success.\I don't need it.\Rashoumon!\Black Torrent!\Black Torrent\500,000 dollars.\The fourth secret to success: Though there are many forms of strength... response:	money and influence, gifts, social status... it helps to have all of them, the way I do.
context: For your efforts, I'll teach you the fourth secret to success.\I don't need it.\Rashoumon!\Black Torrent!\Black Torrent\500,000 dollars.\The fourth secret to success: Though there are many forms of strength...\money and influence, gifts, social status... it helps to have all of them, the way I do. response:	The tiger's gone.
context: I don't need it.\Rashoumon!\Black Torrent!\Black Torrent\500,000 dollars.\The fourth secret to success: Though there are many forms of strength...\money and influence, gifts, social status... it helps to have all of them, the way I do.\The tiger's gone. response:	Strength my ass!
context: Rashoumon!\Black Torrent!\Black Torrent\500,000 dollars.\The fourth secret to success: Though there are many forms of strength...\money and influence, gifts, social status... it helps to have all of them, the way I do.\The tiger's gone.\Strength my ass! response:	Money and gifts don't exist to blow up cities.
context: Black Torrent!\Black Torrent\500,000 dollars.\The fourth secret to success: Though there are many forms of strength...\money and influence, gifts, social status... it helps to have all of them, the way I do.\The tiger's gone.\Strength my ass!\Money and gifts don't exist to blow up cities. response:	Human strength exists to be shared with those who are in the depths of despair.
context: Black Torrent\500,000 dollars.\The fourth secret to success: Though there are many forms of strength...\money and influence, gifts, social status... it helps to have all of them, the way I do.\The tiger's gone.\Strength my ass!\Money and gifts don't exist to blow up cities.\Human strength exists to be shared with those who are in the depths of despair. response:	I'm not surprised that you'd make such a mistake.
context: 500,000 dollars.\The fourth secret to success: Though there are many forms of strength...\money and influence, gifts, social status... it helps to have all of them, the way I do.\The tiger's gone.\Strength my ass!\Money and gifts don't exist to blow up cities.\Human strength exists to be shared with those who are in the depths of despair.\I'm not surprised that you'd make such a mistake. response:	Strength doesn't exist to help the weak.
context: The fourth secret to success: Though there are many forms of strength...\money and influence, gifts, social status... it helps to have all of them, the way I do.\The tiger's gone.\Strength my ass!\Money and gifts don't exist to blow up cities.\Human strength exists to be shared with those who are in the depths of despair.\I'm not surprised that you'd make such a mistake.\Strength doesn't exist to help the weak. response:	The very essence of money-making is to extract value from the weak.
context: money and influence, gifts, social status... it helps to have all of them, the way I do.\The tiger's gone.\Strength my ass!\Money and gifts don't exist to blow up cities.\Human strength exists to be shared with those who are in the depths of despair.\I'm not surprised that you'd make such a mistake.\Strength doesn't exist to help the weak.\The very essence of money-making is to extract value from the weak. response:	To then offer that to the weak is to repeat a pointless act,
context: The tiger's gone.\Strength my ass!\Money and gifts don't exist to blow up cities.\Human strength exists to be shared with those who are in the depths of despair.\I'm not surprised that you'd make such a mistake.\Strength doesn't exist to help the weak.\The very essence of money-making is to extract value from the weak.\To then offer that to the weak is to repeat a pointless act, response:	akin to swinging a door round and round.
context: Strength my ass!\Money and gifts don't exist to blow up cities.\Human strength exists to be shared with those who are in the depths of despair.\I'm not surprised that you'd make such a mistake.\Strength doesn't exist to help the weak.\The very essence of money-making is to extract value from the weak.\To then offer that to the weak is to repeat a pointless act,\akin to swinging a door round and round. response:	Strength must be used more meaningfully.
context: Money and gifts don't exist to blow up cities.\Human strength exists to be shared with those who are in the depths of despair.\I'm not surprised that you'd make such a mistake.\Strength doesn't exist to help the weak.\The very essence of money-making is to extract value from the weak.\To then offer that to the weak is to repeat a pointless act,\akin to swinging a door round and round.\Strength must be used more meaningfully. response:	Do you pretend not to see the lives that are snubbed out to that end?
context: Human strength exists to be shared with those who are in the depths of despair.\I'm not surprised that you'd make such a mistake.\Strength doesn't exist to help the weak.\The very essence of money-making is to extract value from the weak.\To then offer that to the weak is to repeat a pointless act,\akin to swinging a door round and round.\Strength must be used more meaningfully.\Do you pretend not to see the lives that are snubbed out to that end? response:	By the snubbed out lives of the weak...
context: I'm not surprised that you'd make such a mistake.\Strength doesn't exist to help the weak.\The very essence of money-making is to extract value from the weak.\To then offer that to the weak is to repeat a pointless act,\akin to swinging a door round and round.\Strength must be used more meaningfully.\Do you pretend not to see the lives that are snubbed out to that end?\By the snubbed out lives of the weak... response:	Do you mean, for example, your past self?
context: Strength doesn't exist to help the weak.\The very essence of money-making is to extract value from the weak.\To then offer that to the weak is to repeat a pointless act,\akin to swinging a door round and round.\Strength must be used more meaningfully.\Do you pretend not to see the lives that are snubbed out to that end?\By the snubbed out lives of the weak...\Do you mean, for example, your past self? response:	I looked up your history.
context: The very essence of money-making is to extract value from the weak.\To then offer that to the weak is to repeat a pointless act,\akin to swinging a door round and round.\Strength must be used more meaningfully.\Do you pretend not to see the lives that are snubbed out to that end?\By the snubbed out lives of the weak...\Do you mean, for example, your past self?\I looked up your history. response:	You were nearly killed, twice, in your early childhood
context: To then offer that to the weak is to repeat a pointless act,\akin to swinging a door round and round.\Strength must be used more meaningfully.\Do you pretend not to see the lives that are snubbed out to that end?\By the snubbed out lives of the weak...\Do you mean, for example, your past self?\I looked up your history.\You were nearly killed, twice, in your early childhood response:	by the president of your orphanage.
context: akin to swinging a door round and round.\Strength must be used more meaningfully.\Do you pretend not to see the lives that are snubbed out to that end?\By the snubbed out lives of the weak...\Do you mean, for example, your past self?\I looked up your history.\You were nearly killed, twice, in your early childhood\by the president of your orphanage. response:	When he kicked you and broke your ribs, he said to you...
context: Strength must be used more meaningfully.\Do you pretend not to see the lives that are snubbed out to that end?\By the snubbed out lives of the weak...\Do you mean, for example, your past self?\I looked up your history.\You were nearly killed, twice, in your early childhood\by the president of your orphanage.\When he kicked you and broke your ribs, he said to you... response:	Compared to what your parents did to you in your infancy,
context: Do you pretend not to see the lives that are snubbed out to that end?\By the snubbed out lives of the weak...\Do you mean, for example, your past self?\I looked up your history.\You were nearly killed, twice, in your early childhood\by the president of your orphanage.\When he kicked you and broke your ribs, he said to you...\Compared to what your parents did to you in your infancy, response:	this doesn't even count as violence.
context: By the snubbed out lives of the weak...\Do you mean, for example, your past self?\I looked up your history.\You were nearly killed, twice, in your early childhood\by the president of your orphanage.\When he kicked you and broke your ribs, he said to you...\Compared to what your parents did to you in your infancy,\this doesn't even count as violence. response:	We're slowing down, preparing for descent.
context: Do you mean, for example, your past self?\I looked up your history.\You were nearly killed, twice, in your early childhood\by the president of your orphanage.\When he kicked you and broke your ribs, he said to you...\Compared to what your parents did to you in your infancy,\this doesn't even count as violence.\We're slowing down, preparing for descent. response:	We have just over ten minutes until impact.
context: I looked up your history.\You were nearly killed, twice, in your early childhood\by the president of your orphanage.\When he kicked you and broke your ribs, he said to you...\Compared to what your parents did to you in your infancy,\this doesn't even count as violence.\We're slowing down, preparing for descent.\We have just over ten minutes until impact. response:	I understand.
context: You were nearly killed, twice, in your early childhood\by the president of your orphanage.\When he kicked you and broke your ribs, he said to you...\Compared to what your parents did to you in your infancy,\this doesn't even count as violence.\We're slowing down, preparing for descent.\We have just over ten minutes until impact.\I understand. response:	What?
context: by the president of your orphanage.\When he kicked you and broke your ribs, he said to you...\Compared to what your parents did to you in your infancy,\this doesn't even count as violence.\We're slowing down, preparing for descent.\We have just over ten minutes until impact.\I understand.\What? response:	Stop!
context: When he kicked you and broke your ribs, he said to you...\Compared to what your parents did to you in your infancy,\this doesn't even count as violence.\We're slowing down, preparing for descent.\We have just over ten minutes until impact.\I understand.\What?\Stop! response:	He ran?
context: Compared to what your parents did to you in your infancy,\this doesn't even count as violence.\We're slowing down, preparing for descent.\We have just over ten minutes until impact.\I understand.\What?\Stop!\He ran? response:	I take back what I said about not being able to understand you.
context: this doesn't even count as violence.\We're slowing down, preparing for descent.\We have just over ten minutes until impact.\I understand.\What?\Stop!\He ran?\I take back what I said about not being able to understand you. response:	I understand you.
context: We're slowing down, preparing for descent.\We have just over ten minutes until impact.\I understand.\What?\Stop!\He ran?\I take back what I said about not being able to understand you.\I understand you. response:	Weretiger, you fight in order to earn permission to live.
context: We have just over ten minutes until impact.\I understand.\What?\Stop!\He ran?\I take back what I said about not being able to understand you.\I understand you.\Weretiger, you fight in order to earn permission to live. response:	Even if that means sacrificing your own life.
context: I understand.\What?\Stop!\He ran?\I take back what I said about not being able to understand you.\I understand you.\Weretiger, you fight in order to earn permission to live.\Even if that means sacrificing your own life. response:	Disgusting.
context: What?\Stop!\He ran?\I take back what I said about not being able to understand you.\I understand you.\Weretiger, you fight in order to earn permission to live.\Even if that means sacrificing your own life.\Disgusting. response:	Do you honestly believe, weretiger, that someone is out there to grant you permission?
context: Stop!\He ran?\I take back what I said about not being able to understand you.\I understand you.\Weretiger, you fight in order to earn permission to live.\Even if that means sacrificing your own life.\Disgusting.\Do you honestly believe, weretiger, that someone is out there to grant you permission? response:	Did you think that if you put your life on the line fighting for others,
context: He ran?\I take back what I said about not being able to understand you.\I understand you.\Weretiger, you fight in order to earn permission to live.\Even if that means sacrificing your own life.\Disgusting.\Do you honestly believe, weretiger, that someone is out there to grant you permission?\Did you think that if you put your life on the line fighting for others, response:	someone will stamp a form certifying that you deserve to live?
context: I take back what I said about not being able to understand you.\I understand you.\Weretiger, you fight in order to earn permission to live.\Even if that means sacrificing your own life.\Disgusting.\Do you honestly believe, weretiger, that someone is out there to grant you permission?\Did you think that if you put your life on the line fighting for others,\someone will stamp a form certifying that you deserve to live? response:	Where's the crime in believing that?
context: I understand you.\Weretiger, you fight in order to earn permission to live.\Even if that means sacrificing your own life.\Disgusting.\Do you honestly believe, weretiger, that someone is out there to grant you permission?\Did you think that if you put your life on the line fighting for others,\someone will stamp a form certifying that you deserve to live?\Where's the crime in believing that? response:	You're an utter disappointment.
context: Weretiger, you fight in order to earn permission to live.\Even if that means sacrificing your own life.\Disgusting.\Do you honestly believe, weretiger, that someone is out there to grant you permission?\Did you think that if you put your life on the line fighting for others,\someone will stamp a form certifying that you deserve to live?\Where's the crime in believing that?\You're an utter disappointment. response:	I never expected you to be such a fool.
context: Even if that means sacrificing your own life.\Disgusting.\Do you honestly believe, weretiger, that someone is out there to grant you permission?\Did you think that if you put your life on the line fighting for others,\someone will stamp a form certifying that you deserve to live?\Where's the crime in believing that?\You're an utter disappointment.\I never expected you to be such a fool. response:	I could kill you hundreds of times, and I'd have gained no accomplishments in battle.
context: Disgusting.\Do you honestly believe, weretiger, that someone is out there to grant you permission?\Did you think that if you put your life on the line fighting for others,\someone will stamp a form certifying that you deserve to live?\Where's the crime in believing that?\You're an utter disappointment.\I never expected you to be such a fool.\I could kill you hundreds of times, and I'd have gained no accomplishments in battle. response:	Accomplishments in battle.
context: Do you honestly believe, weretiger, that someone is out there to grant you permission?\Did you think that if you put your life on the line fighting for others,\someone will stamp a form certifying that you deserve to live?\Where's the crime in believing that?\You're an utter disappointment.\I never expected you to be such a fool.\I could kill you hundreds of times, and I'd have gained no accomplishments in battle.\Accomplishments in battle. response:	Indeed.
context: Did you think that if you put your life on the line fighting for others,\someone will stamp a form certifying that you deserve to live?\Where's the crime in believing that?\You're an utter disappointment.\I never expected you to be such a fool.\I could kill you hundreds of times, and I'd have gained no accomplishments in battle.\Accomplishments in battle.\Indeed. response:	That is the only true measure of value.
context: someone will stamp a form certifying that you deserve to live?\Where's the crime in believing that?\You're an utter disappointment.\I never expected you to be such a fool.\I could kill you hundreds of times, and I'd have gained no accomplishments in battle.\Accomplishments in battle.\Indeed.\That is the only true measure of value. response:	Without any accomplishments in battle, that man would never approve of me.
context: Where's the crime in believing that?\You're an utter disappointment.\I never expected you to be such a fool.\I could kill you hundreds of times, and I'd have gained no accomplishments in battle.\Accomplishments in battle.\Indeed.\That is the only true measure of value.\Without any accomplishments in battle, that man would never approve of me. response:	Not Dazai-san.
context: You're an utter disappointment.\I never expected you to be such a fool.\I could kill you hundreds of times, and I'd have gained no accomplishments in battle.\Accomplishments in battle.\Indeed.\That is the only true measure of value.\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san. response:	Dazai-san?
context: I never expected you to be such a fool.\I could kill you hundreds of times, and I'd have gained no accomplishments in battle.\Accomplishments in battle.\Indeed.\That is the only true measure of value.\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san? response:	How does his name fit here?
context: I could kill you hundreds of times, and I'd have gained no accomplishments in battle.\Accomplishments in battle.\Indeed.\That is the only true measure of value.\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san?\How does his name fit here? response:	I've found you, stray dogs.
context: Accomplishments in battle.\Indeed.\That is the only true measure of value.\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san?\How does his name fit here?\I've found you, stray dogs. response:	Kyouka-chan, everyone has strengths and weaknesses.
context: Indeed.\That is the only true measure of value.\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san?\How does his name fit here?\I've found you, stray dogs.\Kyouka-chan, everyone has strengths and weaknesses. response:	You clearly have talent in killing.
context: That is the only true measure of value.\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san?\How does his name fit here?\I've found you, stray dogs.\Kyouka-chan, everyone has strengths and weaknesses.\You clearly have talent in killing. response:	You think that, therefore, you can't become a member of the Detective Agency.
context: Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san.\Dazai-san?\How does his name fit here?\I've found you, stray dogs.\Kyouka-chan, everyone has strengths and weaknesses.\You clearly have talent in killing.\You think that, therefore, you can't become a member of the Detective Agency. response:	That's foolish.
context: Not Dazai-san.\Dazai-san?\How does his name fit here?\I've found you, stray dogs.\Kyouka-chan, everyone has strengths and weaknesses.\You clearly have talent in killing.\You think that, therefore, you can't become a member of the Detective Agency.\That's foolish. response:	I'll prove to you in one second how devoid of reason that belief is.
context: Dazai-san?\How does his name fit here?\I've found you, stray dogs.\Kyouka-chan, everyone has strengths and weaknesses.\You clearly have talent in killing.\You think that, therefore, you can't become a member of the Detective Agency.\That's foolish.\I'll prove to you in one second how devoid of reason that belief is. response:	Kyouka-chan, how many people have you killed with those hands?
context: How does his name fit here?\I've found you, stray dogs.\Kyouka-chan, everyone has strengths and weaknesses.\You clearly have talent in killing.\You think that, therefore, you can't become a member of the Detective Agency.\That's foolish.\I'll prove to you in one second how devoid of reason that belief is.\Kyouka-chan, how many people have you killed with those hands? response:	35.
context: I've found you, stray dogs.\Kyouka-chan, everyone has strengths and weaknesses.\You clearly have talent in killing.\You think that, therefore, you can't become a member of the Detective Agency.\That's foolish.\I'll prove to you in one second how devoid of reason that belief is.\Kyouka-chan, how many people have you killed with those hands?\35. response:	A mere 35.
context: Kyouka-chan, everyone has strengths and weaknesses.\You clearly have talent in killing.\You think that, therefore, you can't become a member of the Detective Agency.\That's foolish.\I'll prove to you in one second how devoid of reason that belief is.\Kyouka-chan, how many people have you killed with those hands?\35.\A mere 35. response:	Listen up, Kyouka-chan.
context: You clearly have talent in killing.\You think that, therefore, you can't become a member of the Detective Agency.\That's foolish.\I'll prove to you in one second how devoid of reason that belief is.\Kyouka-chan, how many people have you killed with those hands?\35.\A mere 35.\Listen up, Kyouka-chan. response:	You don't know everything about the Detective Agency.
context: You think that, therefore, you can't become a member of the Detective Agency.\That's foolish.\I'll prove to you in one second how devoid of reason that belief is.\Kyouka-chan, how many people have you killed with those hands?\35.\A mere 35.\Listen up, Kyouka-chan.\You don't know everything about the Detective Agency. response:	You don't know everything about yourself.
context: That's foolish.\I'll prove to you in one second how devoid of reason that belief is.\Kyouka-chan, how many people have you killed with those hands?\35.\A mere 35.\Listen up, Kyouka-chan.\You don't know everything about the Detective Agency.\You don't know everything about yourself. response:	No one can know everything.
context: I'll prove to you in one second how devoid of reason that belief is.\Kyouka-chan, how many people have you killed with those hands?\35.\A mere 35.\Listen up, Kyouka-chan.\You don't know everything about the Detective Agency.\You don't know everything about yourself.\No one can know everything. response:	That's what we call potential.
context: Kyouka-chan, how many people have you killed with those hands?\35.\A mere 35.\Listen up, Kyouka-chan.\You don't know everything about the Detective Agency.\You don't know everything about yourself.\No one can know everything.\That's what we call potential. response:	Even Atsushi-kun, who's given you another chance,
context: 35.\A mere 35.\Listen up, Kyouka-chan.\You don't know everything about the Detective Agency.\You don't know everything about yourself.\No one can know everything.\That's what we call potential.\Even Atsushi-kun, who's given you another chance, response:	was originally a savage beast, deemed a menace.
context: A mere 35.\Listen up, Kyouka-chan.\You don't know everything about the Detective Agency.\You don't know everything about yourself.\No one can know everything.\That's what we call potential.\Even Atsushi-kun, who's given you another chance,\was originally a savage beast, deemed a menace. response:	But now he's risking his own life to do what only he can do, in order to protect this city.
context: Listen up, Kyouka-chan.\You don't know everything about the Detective Agency.\You don't know everything about yourself.\No one can know everything.\That's what we call potential.\Even Atsushi-kun, who's given you another chance,\was originally a savage beast, deemed a menace.\But now he's risking his own life to do what only he can do, in order to protect this city. response:	That's it.
context: You don't know everything about the Detective Agency.\You don't know everything about yourself.\No one can know everything.\That's what we call potential.\Even Atsushi-kun, who's given you another chance,\was originally a savage beast, deemed a menace.\But now he's risking his own life to do what only he can do, in order to protect this city.\That's it. response:	The cargo elevator.
context: You don't know everything about yourself.\No one can know everything.\That's what we call potential.\Even Atsushi-kun, who's given you another chance,\was originally a savage beast, deemed a menace.\But now he's risking his own life to do what only he can do, in order to protect this city.\That's it.\The cargo elevator. response:	His ability is way out of my league.
context: No one can know everything.\That's what we call potential.\Even Atsushi-kun, who's given you another chance,\was originally a savage beast, deemed a menace.\But now he's risking his own life to do what only he can do, in order to protect this city.\That's it.\The cargo elevator.\His ability is way out of my league. response:	I don't stand a chance.
context: That's what we call potential.\Even Atsushi-kun, who's given you another chance,\was originally a savage beast, deemed a menace.\But now he's risking his own life to do what only he can do, in order to protect this city.\That's it.\The cargo elevator.\His ability is way out of my league.\I don't stand a chance. response:	I need to think of a way to steal the terminal when I have a chance.
context: Even Atsushi-kun, who's given you another chance,\was originally a savage beast, deemed a menace.\But now he's risking his own life to do what only he can do, in order to protect this city.\That's it.\The cargo elevator.\His ability is way out of my league.\I don't stand a chance.\I need to think of a way to steal the terminal when I have a chance. response:	You're as foolish as ever.
context: was originally a savage beast, deemed a menace.\But now he's risking his own life to do what only he can do, in order to protect this city.\That's it.\The cargo elevator.\His ability is way out of my league.\I don't stand a chance.\I need to think of a way to steal the terminal when I have a chance.\You're as foolish as ever. response:	What?
context: But now he's risking his own life to do what only he can do, in order to protect this city.\That's it.\The cargo elevator.\His ability is way out of my league.\I don't stand a chance.\I need to think of a way to steal the terminal when I have a chance.\You're as foolish as ever.\What? response:	This box takes us to the inescapable deck service door.
context: That's it.\The cargo elevator.\His ability is way out of my league.\I don't stand a chance.\I need to think of a way to steal the terminal when I have a chance.\You're as foolish as ever.\What?\This box takes us to the inescapable deck service door. response:	We are the ones who have been cornered.
context: The cargo elevator.\His ability is way out of my league.\I don't stand a chance.\I need to think of a way to steal the terminal when I have a chance.\You're as foolish as ever.\What?\This box takes us to the inescapable deck service door.\We are the ones who have been cornered. response:	No.
context: His ability is way out of my league.\I don't stand a chance.\I need to think of a way to steal the terminal when I have a chance.\You're as foolish as ever.\What?\This box takes us to the inescapable deck service door.\We are the ones who have been cornered.\No. response:	Nothing could be more shameful than to have been defeated once by the likes of you.
context: I don't stand a chance.\I need to think of a way to steal the terminal when I have a chance.\You're as foolish as ever.\What?\This box takes us to the inescapable deck service door.\We are the ones who have been cornered.\No.\Nothing could be more shameful than to have been defeated once by the likes of you. response:	Especially knowing that you're so worthless that you ask others for your own right to live.
context: I need to think of a way to steal the terminal when I have a chance.\You're as foolish as ever.\What?\This box takes us to the inescapable deck service door.\We are the ones who have been cornered.\No.\Nothing could be more shameful than to have been defeated once by the likes of you.\Especially knowing that you're so worthless that you ask others for your own right to live. response:	You're right, I'm worthless.
context: You're as foolish as ever.\What?\This box takes us to the inescapable deck service door.\We are the ones who have been cornered.\No.\Nothing could be more shameful than to have been defeated once by the likes of you.\Especially knowing that you're so worthless that you ask others for your own right to live.\You're right, I'm worthless. response:	But you're a murderer with no purpose but to flaunt your strength.
context: What?\This box takes us to the inescapable deck service door.\We are the ones who have been cornered.\No.\Nothing could be more shameful than to have been defeated once by the likes of you.\Especially knowing that you're so worthless that you ask others for your own right to live.\You're right, I'm worthless.\But you're a murderer with no purpose but to flaunt your strength. response:	I'm a hundred times better.
context: This box takes us to the inescapable deck service door.\We are the ones who have been cornered.\No.\Nothing could be more shameful than to have been defeated once by the likes of you.\Especially knowing that you're so worthless that you ask others for your own right to live.\You're right, I'm worthless.\But you're a murderer with no purpose but to flaunt your strength.\I'm a hundred times better. response:	Say that again.
context: We are the ones who have been cornered.\No.\Nothing could be more shameful than to have been defeated once by the likes of you.\Especially knowing that you're so worthless that you ask others for your own right to live.\You're right, I'm worthless.\But you're a murderer with no purpose but to flaunt your strength.\I'm a hundred times better.\Say that again. response:	You have plenty of power and status.
context: No.\Nothing could be more shameful than to have been defeated once by the likes of you.\Especially knowing that you're so worthless that you ask others for your own right to live.\You're right, I'm worthless.\But you're a murderer with no purpose but to flaunt your strength.\I'm a hundred times better.\Say that again.\You have plenty of power and status. response:	You fight just so that people fear you.
context: Nothing could be more shameful than to have been defeated once by the likes of you.\Especially knowing that you're so worthless that you ask others for your own right to live.\You're right, I'm worthless.\But you're a murderer with no purpose but to flaunt your strength.\I'm a hundred times better.\Say that again.\You have plenty of power and status.\You fight just so that people fear you. response:	That's way more worthless.
context: Especially knowing that you're so worthless that you ask others for your own right to live.\You're right, I'm worthless.\But you're a murderer with no purpose but to flaunt your strength.\I'm a hundred times better.\Say that again.\You have plenty of power and status.\You fight just so that people fear you.\That's way more worthless. response:	Take that back!
context: You're right, I'm worthless.\But you're a murderer with no purpose but to flaunt your strength.\I'm a hundred times better.\Say that again.\You have plenty of power and status.\You fight just so that people fear you.\That's way more worthless.\Take that back! response:	I have power and status?
context: But you're a murderer with no purpose but to flaunt your strength.\I'm a hundred times better.\Say that again.\You have plenty of power and status.\You fight just so that people fear you.\That's way more worthless.\Take that back!\I have power and status? response:	I'll tell you why I called you disgusting.
context: I'm a hundred times better.\Say that again.\You have plenty of power and status.\You fight just so that people fear you.\That's way more worthless.\Take that back!\I have power and status?\I'll tell you why I called you disgusting. response:	It's because you're a fool who continues to mope about old wounds despite having everything.
context: Say that again.\You have plenty of power and status.\You fight just so that people fear you.\That's way more worthless.\Take that back!\I have power and status?\I'll tell you why I called you disgusting.\It's because you're a fool who continues to mope about old wounds despite having everything. response:	What?
context: You have plenty of power and status.\You fight just so that people fear you.\That's way more worthless.\Take that back!\I have power and status?\I'll tell you why I called you disgusting.\It's because you're a fool who continues to mope about old wounds despite having everything.\What? response:	What did you say I am?
context: You fight just so that people fear you.\That's way more worthless.\Take that back!\I have power and status?\I'll tell you why I called you disgusting.\It's because you're a fool who continues to mope about old wounds despite having everything.\What?\What did you say I am? response:	You're blessed with your gift.
context: That's way more worthless.\Take that back!\I have power and status?\I'll tell you why I called you disgusting.\It's because you're a fool who continues to mope about old wounds despite having everything.\What?\What did you say I am?\You're blessed with your gift. response:	You're blessed with friends.
context: Take that back!\I have power and status?\I'll tell you why I called you disgusting.\It's because you're a fool who continues to mope about old wounds despite having everything.\What?\What did you say I am?\You're blessed with your gift.\You're blessed with friends. response:	With no effort and with nothing but sheer luck, you're revered and praised by Dazai-san.
context: I have power and status?\I'll tell you why I called you disgusting.\It's because you're a fool who continues to mope about old wounds despite having everything.\What?\What did you say I am?\You're blessed with your gift.\You're blessed with friends.\With no effort and with nothing but sheer luck, you're revered and praised by Dazai-san. response:	You don't even understand how lucky you are.
context: I'll tell you why I called you disgusting.\It's because you're a fool who continues to mope about old wounds despite having everything.\What?\What did you say I am?\You're blessed with your gift.\You're blessed with friends.\With no effort and with nothing but sheer luck, you're revered and praised by Dazai-san.\You don't even understand how lucky you are. response:	You dwell in your own tragedy.
context: It's because you're a fool who continues to mope about old wounds despite having everything.\What?\What did you say I am?\You're blessed with your gift.\You're blessed with friends.\With no effort and with nothing but sheer luck, you're revered and praised by Dazai-san.\You don't even understand how lucky you are.\You dwell in your own tragedy. response:	You're a disgusting fool!
context: What?\What did you say I am?\You're blessed with your gift.\You're blessed with friends.\With no effort and with nothing but sheer luck, you're revered and praised by Dazai-san.\You don't even understand how lucky you are.\You dwell in your own tragedy.\You're a disgusting fool! response:	Without any accomplishments in battle, that man would never approve of me.
context: What did you say I am?\You're blessed with your gift.\You're blessed with friends.\With no effort and with nothing but sheer luck, you're revered and praised by Dazai-san.\You don't even understand how lucky you are.\You dwell in your own tragedy.\You're a disgusting fool!\Without any accomplishments in battle, that man would never approve of me. response:	Not Dazai-san.
context: You're blessed with your gift.\You're blessed with friends.\With no effort and with nothing but sheer luck, you're revered and praised by Dazai-san.\You don't even understand how lucky you are.\You dwell in your own tragedy.\You're a disgusting fool!\Without any accomplishments in battle, that man would never approve of me.\Not Dazai-san. response:	Dazai-san?
