context: In order to restore my faith in this world, response:	Let's start a competitive karuta club! Please come see Ayase Chihaya in class 1-2!!
context: Consider this a bribe.\Hey, Komano-kun. You're the second-smartest person in our grade, right?!\I've heard that karuta is a great sport for smart people!\If you join, we'll have four members\and be one member closer to becoming an official club!\It doesn't matter if you don't have any experience!\I don't understand.\Oh, karuta as in Hundred Poets. response:	Is there any point to playing karuta?
context: Hey, Komano-kun. You're the second-smartest person in our grade, right?!\I've heard that karuta is a great sport for smart people!\If you join, we'll have four members\and be one member closer to becoming an official club!\It doesn't matter if you don't have any experience!\I don't understand.\Oh, karuta as in Hundred Poets.\Is there any point to playing karuta? response:	Can you become number one by playing karuta?
context: I've heard that karuta is a great sport for smart people!\If you join, we'll have four members\and be one member closer to becoming an official club!\It doesn't matter if you don't have any experience!\I don't understand.\Oh, karuta as in Hundred Poets.\Is there any point to playing karuta?\Can you become number one by playing karuta? response:	Um...
context: If you join, we'll have four members\and be one member closer to becoming an official club!\It doesn't matter if you don't have any experience!\I don't understand.\Oh, karuta as in Hundred Poets.\Is there any point to playing karuta?\Can you become number one by playing karuta?\Um... response:	There's no such thing as professional karuta, is there?
context: and be one member closer to becoming an official club!\It doesn't matter if you don't have any experience!\I don't understand.\Oh, karuta as in Hundred Poets.\Is there any point to playing karuta?\Can you become number one by playing karuta?\Um...\There's no such thing as professional karuta, is there? response:	It's just a game, right?
context: It doesn't matter if you don't have any experience!\I don't understand.\Oh, karuta as in Hundred Poets.\Is there any point to playing karuta?\Can you become number one by playing karuta?\Um...\There's no such thing as professional karuta, is there?\It's just a game, right? response:	Why should I play this game?
context: I don't understand.\Oh, karuta as in Hundred Poets.\Is there any point to playing karuta?\Can you become number one by playing karuta?\Um...\There's no such thing as professional karuta, is there?\It's just a game, right?\Why should I play this game? response:	Will it help me with my studies?
context: Oh, karuta as in Hundred Poets.\Is there any point to playing karuta?\Can you become number one by playing karuta?\Um...\There's no such thing as professional karuta, is there?\It's just a game, right?\Why should I play this game?\Will it help me with my studies? response:	Is there any benefit for me?
context: Is there any point to playing karuta?\Can you become number one by playing karuta?\Um...\There's no such thing as professional karuta, is there?\It's just a game, right?\Why should I play this game?\Will it help me with my studies?\Is there any benefit for me? response:	I don't care about your excuses!
context: Can you become number one by playing karuta?\Um...\There's no such thing as professional karuta, is there?\It's just a game, right?\Why should I play this game?\Will it help me with my studies?\Is there any benefit for me?\I don't care about your excuses! response:	Stop griping and play a game!
context: Um...\There's no such thing as professional karuta, is there?\It's just a game, right?\Why should I play this game?\Will it help me with my studies?\Is there any benefit for me?\I don't care about your excuses!\Stop griping and play a game! response:	Jam Bread
context: There's no such thing as professional karuta, is there?\It's just a game, right?\Why should I play this game?\Will it help me with my studies?\Is there any benefit for me?\I don't care about your excuses!\Stop griping and play a game!\Jam Bread response:	The field of play is supposed to be 87 centimeters wide.
context: It's just a game, right?\Why should I play this game?\Will it help me with my studies?\Is there any benefit for me?\I don't care about your excuses!\Stop griping and play a game!\Jam Bread\The field of play is supposed to be 87 centimeters wide. response:	You can use your elbow plus or minus a number of cards as a reference,
context: Why should I play this game?\Will it help me with my studies?\Is there any benefit for me?\I don't care about your excuses!\Stop griping and play a game!\Jam Bread\The field of play is supposed to be 87 centimeters wide.\You can use your elbow plus or minus a number of cards as a reference, response:	so remember how many cards it takes to get you to 87.
context: Will it help me with my studies?\Is there any benefit for me?\I don't care about your excuses!\Stop griping and play a game!\Jam Bread\The field of play is supposed to be 87 centimeters wide.\You can use your elbow plus or minus a number of cards as a reference,\so remember how many cards it takes to get you to 87. response:	Hey! This is embarrassing!
context: Is there any benefit for me?\I don't care about your excuses!\Stop griping and play a game!\Jam Bread\The field of play is supposed to be 87 centimeters wide.\You can use your elbow plus or minus a number of cards as a reference,\so remember how many cards it takes to get you to 87.\Hey! This is embarrassing! response:	Shut up! Just come inside!
context: I don't care about your excuses!\Stop griping and play a game!\Jam Bread\The field of play is supposed to be 87 centimeters wide.\You can use your elbow plus or minus a number of cards as a reference,\so remember how many cards it takes to get you to 87.\Hey! This is embarrassing!\Shut up! Just come inside! response:	Huh?
context: Stop griping and play a game!\Jam Bread\The field of play is supposed to be 87 centimeters wide.\You can use your elbow plus or minus a number of cards as a reference,\so remember how many cards it takes to get you to 87.\Hey! This is embarrassing!\Shut up! Just come inside!\Huh? response:	Hey, guys!
context: Jam Bread\The field of play is supposed to be 87 centimeters wide.\You can use your elbow plus or minus a number of cards as a reference,\so remember how many cards it takes to get you to 87.\Hey! This is embarrassing!\Shut up! Just come inside!\Huh?\Hey, guys! response:	Let's teach him how fun karuta can be!
context: The field of play is supposed to be 87 centimeters wide.\You can use your elbow plus or minus a number of cards as a reference,\so remember how many cards it takes to get you to 87.\Hey! This is embarrassing!\Shut up! Just come inside!\Huh?\Hey, guys!\Let's teach him how fun karuta can be! response:	Huh?
context: You can use your elbow plus or minus a number of cards as a reference,\so remember how many cards it takes to get you to 87.\Hey! This is embarrassing!\Shut up! Just come inside!\Huh?\Hey, guys!\Let's teach him how fun karuta can be!\Huh? response:	Don't be ridiculous!
context: so remember how many cards it takes to get you to 87.\Hey! This is embarrassing!\Shut up! Just come inside!\Huh?\Hey, guys!\Let's teach him how fun karuta can be!\Huh?\Don't be ridiculous! response:	You dragged me all the way here by force!
context: Hey! This is embarrassing!\Shut up! Just come inside!\Huh?\Hey, guys!\Let's teach him how fun karuta can be!\Huh?\Don't be ridiculous!\You dragged me all the way here by force! response:	But!
context: Shut up! Just come inside!\Huh?\Hey, guys!\Let's teach him how fun karuta can be!\Huh?\Don't be ridiculous!\You dragged me all the way here by force!\But! response:	I understand.
context: Huh?\Hey, guys!\Let's teach him how fun karuta can be!\Huh?\Don't be ridiculous!\You dragged me all the way here by force!\But!\I understand. response:	The karuta club is short on members, yes?
context: Hey, guys!\Let's teach him how fun karuta can be!\Huh?\Don't be ridiculous!\You dragged me all the way here by force!\But!\I understand.\The karuta club is short on members, yes? response:	So you just need to bolster head count.
context: Let's teach him how fun karuta can be!\Huh?\Don't be ridiculous!\You dragged me all the way here by force!\But!\I understand.\The karuta club is short on members, yes?\So you just need to bolster head count. response:	Look elsewhere, if you don't care who joins.
context: Huh?\Don't be ridiculous!\You dragged me all the way here by force!\But!\I understand.\The karuta club is short on members, yes?\So you just need to bolster head count.\Look elsewhere, if you don't care who joins. response:	You've got it wrong.
context: Don't be ridiculous!\You dragged me all the way here by force!\But!\I understand.\The karuta club is short on members, yes?\So you just need to bolster head count.\Look elsewhere, if you don't care who joins.\You've got it wrong. response:	I do care who joins!
context: You dragged me all the way here by force!\But!\I understand.\The karuta club is short on members, yes?\So you just need to bolster head count.\Look elsewhere, if you don't care who joins.\You've got it wrong.\I do care who joins! response:	Liar.
context: But!\I understand.\The karuta club is short on members, yes?\So you just need to bolster head count.\Look elsewhere, if you don't care who joins.\You've got it wrong.\I do care who joins!\Liar. response:	I'm telling the truth!
context: I understand.\The karuta club is short on members, yes?\So you just need to bolster head count.\Look elsewhere, if you don't care who joins.\You've got it wrong.\I do care who joins!\Liar.\I'm telling the truth! response:	Just play a game!
context: The karuta club is short on members, yes?\So you just need to bolster head count.\Look elsewhere, if you don't care who joins.\You've got it wrong.\I do care who joins!\Liar.\I'm telling the truth!\Just play a game! response:	I promise that you'll be hooked!
context: So you just need to bolster head count.\Look elsewhere, if you don't care who joins.\You've got it wrong.\I do care who joins!\Liar.\I'm telling the truth!\Just play a game!\I promise that you'll be hooked! response:	I'm busy!
context: Look elsewhere, if you don't care who joins.\You've got it wrong.\I do care who joins!\Liar.\I'm telling the truth!\Just play a game!\I promise that you'll be hooked!\I'm busy! response:	If I had time to play karuta, I would be studying instead!
context: You've got it wrong.\I do care who joins!\Liar.\I'm telling the truth!\Just play a game!\I promise that you'll be hooked!\I'm busy!\If I had time to play karuta, I would be studying instead! response:	Komano-kun, you want to become smarter, right?
context: I do care who joins!\Liar.\I'm telling the truth!\Just play a game!\I promise that you'll be hooked!\I'm busy!\If I had time to play karuta, I would be studying instead!\Komano-kun, you want to become smarter, right? response:	Huh?
context: Liar.\I'm telling the truth!\Just play a game!\I promise that you'll be hooked!\I'm busy!\If I had time to play karuta, I would be studying instead!\Komano-kun, you want to become smarter, right?\Huh? response:	Karuta is a mental game.
context: I'm telling the truth!\Just play a game!\I promise that you'll be hooked!\I'm busy!\If I had time to play karuta, I would be studying instead!\Komano-kun, you want to become smarter, right?\Huh?\Karuta is a mental game. response:	First, you have to memorize the positions of the cards.
context: Just play a game!\I promise that you'll be hooked!\I'm busy!\If I had time to play karuta, I would be studying instead!\Komano-kun, you want to become smarter, right?\Huh?\Karuta is a mental game.\First, you have to memorize the positions of the cards. response:	The fastest people can memorize all of them in five- no, three minutes!
context: I promise that you'll be hooked!\I'm busy!\If I had time to play karuta, I would be studying instead!\Komano-kun, you want to become smarter, right?\Huh?\Karuta is a mental game.\First, you have to memorize the positions of the cards.\The fastest people can memorize all of them in five- no, three minutes! response:	Stronger memorization skills will help you with your studies!
context: I'm busy!\If I had time to play karuta, I would be studying instead!\Komano-kun, you want to become smarter, right?\Huh?\Karuta is a mental game.\First, you have to memorize the positions of the cards.\The fastest people can memorize all of them in five- no, three minutes!\Stronger memorization skills will help you with your studies! response:	Memorize the positions? Of every card?
context: If I had time to play karuta, I would be studying instead!\Komano-kun, you want to become smarter, right?\Huh?\Karuta is a mental game.\First, you have to memorize the positions of the cards.\The fastest people can memorize all of them in five- no, three minutes!\Stronger memorization skills will help you with your studies!\Memorize the positions? Of every card? response:	Uh-huh.
context: Komano-kun, you want to become smarter, right?\Huh?\Karuta is a mental game.\First, you have to memorize the positions of the cards.\The fastest people can memorize all of them in five- no, three minutes!\Stronger memorization skills will help you with your studies!\Memorize the positions? Of every card?\Uh-huh. response:	Liar!
context: Huh?\Karuta is a mental game.\First, you have to memorize the positions of the cards.\The fastest people can memorize all of them in five- no, three minutes!\Stronger memorization skills will help you with your studies!\Memorize the positions? Of every card?\Uh-huh.\Liar! response:	I'm not lying!
context: Karuta is a mental game.\First, you have to memorize the positions of the cards.\The fastest people can memorize all of them in five- no, three minutes!\Stronger memorization skills will help you with your studies!\Memorize the positions? Of every card?\Uh-huh.\Liar!\I'm not lying! response:	This is the most basic step!
context: First, you have to memorize the positions of the cards.\The fastest people can memorize all of them in five- no, three minutes!\Stronger memorization skills will help you with your studies!\Memorize the positions? Of every card?\Uh-huh.\Liar!\I'm not lying!\This is the most basic step! response:	No grace...
context: The fastest people can memorize all of them in five- no, three minutes!\Stronger memorization skills will help you with your studies!\Memorize the positions? Of every card?\Uh-huh.\Liar!\I'm not lying!\This is the most basic step!\No grace... response:	I'll show you right now!
context: Stronger memorization skills will help you with your studies!\Memorize the positions? Of every card?\Uh-huh.\Liar!\I'm not lying!\This is the most basic step!\No grace...\I'll show you right now! response:	Wait!
context: Memorize the positions? Of every card?\Uh-huh.\Liar!\I'm not lying!\This is the most basic step!\No grace...\I'll show you right now!\Wait! response:	Hey, wait!
context: Uh-huh.\Liar!\I'm not lying!\This is the most basic step!\No grace...\I'll show you right now!\Wait!\Hey, wait! response:	Why me?
context: Liar!\I'm not lying!\This is the most basic step!\No grace...\I'll show you right now!\Wait!\Hey, wait!\Why me? response:	Taichi, let's play!
context: I'm not lying!\This is the most basic step!\No grace...\I'll show you right now!\Wait!\Hey, wait!\Why me?\Taichi, let's play! response:	Wait, what?
context: This is the most basic step!\No grace...\I'll show you right now!\Wait!\Hey, wait!\Why me?\Taichi, let's play!\Wait, what? response:	Huh?
context: No grace...\I'll show you right now!\Wait!\Hey, wait!\Why me?\Taichi, let's play!\Wait, what?\Huh? response:	Hurry up!
context: I'll show you right now!\Wait!\Hey, wait!\Why me?\Taichi, let's play!\Wait, what?\Huh?\Hurry up! response:	Fine then.
context: Wait!\Hey, wait!\Why me?\Taichi, let's play!\Wait, what?\Huh?\Hurry up!\Fine then. response:	Mashima Taichi...
context: Hey, wait!\Why me?\Taichi, let's play!\Wait, what?\Huh?\Hurry up!\Fine then.\Mashima Taichi... response:	He's had the top score on every monthly test.
context: Why me?\Taichi, let's play!\Wait, what?\Huh?\Hurry up!\Fine then.\Mashima Taichi...\He's had the top score on every monthly test. response:	The players get memorization time, so hold on.
context: Taichi, let's play!\Wait, what?\Huh?\Hurry up!\Fine then.\Mashima Taichi...\He's had the top score on every monthly test.\The players get memorization time, so hold on. response:	The match will begin in 15 minutes.
context: Wait, what?\Huh?\Hurry up!\Fine then.\Mashima Taichi...\He's had the top score on every monthly test.\The players get memorization time, so hold on.\The match will begin in 15 minutes. response:	W-Wait...
context: Huh?\Hurry up!\Fine then.\Mashima Taichi...\He's had the top score on every monthly test.\The players get memorization time, so hold on.\The match will begin in 15 minutes.\W-Wait... response:	Huh?
context: Hurry up!\Fine then.\Mashima Taichi...\He's had the top score on every monthly test.\The players get memorization time, so hold on.\The match will begin in 15 minutes.\W-Wait...\Huh? response:	Memorization is the most basic step, right?
context: Fine then.\Mashima Taichi...\He's had the top score on every monthly test.\The players get memorization time, so hold on.\The match will begin in 15 minutes.\W-Wait...\Huh?\Memorization is the most basic step, right? response:	If karuta players all have excellent memory,
context: Mashima Taichi...\He's had the top score on every monthly test.\The players get memorization time, so hold on.\The match will begin in 15 minutes.\W-Wait...\Huh?\Memorization is the most basic step, right?\If karuta players all have excellent memory, response:	you should be able to play with the cards flipped over!
context: He's had the top score on every monthly test.\The players get memorization time, so hold on.\The match will begin in 15 minutes.\W-Wait...\Huh?\Memorization is the most basic step, right?\If karuta players all have excellent memory,\you should be able to play with the cards flipped over! response:	What?!
context: The players get memorization time, so hold on.\The match will begin in 15 minutes.\W-Wait...\Huh?\Memorization is the most basic step, right?\If karuta players all have excellent memory,\you should be able to play with the cards flipped over!\What?! response:	This isn't Concentration!
context: The match will begin in 15 minutes.\W-Wait...\Huh?\Memorization is the most basic step, right?\If karuta players all have excellent memory,\you should be able to play with the cards flipped over!\What?!\This isn't Concentration! response:	Plus, the cards get moved around.
context: W-Wait...\Huh?\Memorization is the most basic step, right?\If karuta players all have excellent memory,\you should be able to play with the cards flipped over!\What?!\This isn't Concentration!\Plus, the cards get moved around. response:	It's impossible!
context: Huh?\Memorization is the most basic step, right?\If karuta players all have excellent memory,\you should be able to play with the cards flipped over!\What?!\This isn't Concentration!\Plus, the cards get moved around.\It's impossible! response:	I knew it.
context: Memorization is the most basic step, right?\If karuta players all have excellent memory,\you should be able to play with the cards flipped over!\What?!\This isn't Concentration!\Plus, the cards get moved around.\It's impossible!\I knew it. response:	So you're given memorization time, and you still can't do it.
context: If karuta players all have excellent memory,\you should be able to play with the cards flipped over!\What?!\This isn't Concentration!\Plus, the cards get moved around.\It's impossible!\I knew it.\So you're given memorization time, and you still can't do it. response:	Nothing impressive about that.
context: you should be able to play with the cards flipped over!\What?!\This isn't Concentration!\Plus, the cards get moved around.\It's impossible!\I knew it.\So you're given memorization time, and you still can't do it.\Nothing impressive about that. response:	Goodbye.
context: What?!\This isn't Concentration!\Plus, the cards get moved around.\It's impossible!\I knew it.\So you're given memorization time, and you still can't do it.\Nothing impressive about that.\Goodbye. response:	Wait! Don't leave!
context: This isn't Concentration!\Plus, the cards get moved around.\It's impossible!\I knew it.\So you're given memorization time, and you still can't do it.\Nothing impressive about that.\Goodbye.\Wait! Don't leave! response:	We'll give it a try, so wait!
context: Plus, the cards get moved around.\It's impossible!\I knew it.\So you're given memorization time, and you still can't do it.\Nothing impressive about that.\Goodbye.\Wait! Don't leave!\We'll give it a try, so wait! response:	Chihaya!
context: It's impossible!\I knew it.\So you're given memorization time, and you still can't do it.\Nothing impressive about that.\Goodbye.\Wait! Don't leave!\We'll give it a try, so wait!\Chihaya! response:	Who is this annoying brat?
context: I knew it.\So you're given memorization time, and you still can't do it.\Nothing impressive about that.\Goodbye.\Wait! Don't leave!\We'll give it a try, so wait!\Chihaya!\Who is this annoying brat? response:	You're the one who said that we should look for someone smart!
context: So you're given memorization time, and you still can't do it.\Nothing impressive about that.\Goodbye.\Wait! Don't leave!\We'll give it a try, so wait!\Chihaya!\Who is this annoying brat?\You're the one who said that we should look for someone smart! response:	Someone smart?
context: Nothing impressive about that.\Goodbye.\Wait! Don't leave!\We'll give it a try, so wait!\Chihaya!\Who is this annoying brat?\You're the one who said that we should look for someone smart!\Someone smart? response:	But I've never played karuta with the cards flipped over.
context: Goodbye.\Wait! Don't leave!\We'll give it a try, so wait!\Chihaya!\Who is this annoying brat?\You're the one who said that we should look for someone smart!\Someone smart?\But I've never played karuta with the cards flipped over. response:	Same here!
context: Wait! Don't leave!\We'll give it a try, so wait!\Chihaya!\Who is this annoying brat?\You're the one who said that we should look for someone smart!\Someone smart?\But I've never played karuta with the cards flipped over.\Same here! response:	But I can't back down now!
context: We'll give it a try, so wait!\Chihaya!\Who is this annoying brat?\You're the one who said that we should look for someone smart!\Someone smart?\But I've never played karuta with the cards flipped over.\Same here!\But I can't back down now! response:	Mizusawa
context: Chihaya!\Who is this annoying brat?\You're the one who said that we should look for someone smart!\Someone smart?\But I've never played karuta with the cards flipped over.\Same here!\But I can't back down now!\Mizusawa response:	Very well.
context: Who is this annoying brat?\You're the one who said that we should look for someone smart!\Someone smart?\But I've never played karuta with the cards flipped over.\Same here!\But I can't back down now!\Mizusawa\Very well. response:	I will play in your stead!
context: You're the one who said that we should look for someone smart!\Someone smart?\But I've never played karuta with the cards flipped over.\Same here!\But I can't back down now!\Mizusawa\Very well.\I will play in your stead! response:	It's okay, Oe-san.
context: Someone smart?\But I've never played karuta with the cards flipped over.\Same here!\But I can't back down now!\Mizusawa\Very well.\I will play in your stead!\It's okay, Oe-san. response:	Chihaya, let's give it a try.
context: But I've never played karuta with the cards flipped over.\Same here!\But I can't back down now!\Mizusawa\Very well.\I will play in your stead!\It's okay, Oe-san.\Chihaya, let's give it a try. response:	Huh? Is it okay, Taichi?
context: Same here!\But I can't back down now!\Mizusawa\Very well.\I will play in your stead!\It's okay, Oe-san.\Chihaya, let's give it a try.\Huh? Is it okay, Taichi? response:	We won't know where the cards are if you send them all flying,
context: But I can't back down now!\Mizusawa\Very well.\I will play in your stead!\It's okay, Oe-san.\Chihaya, let's give it a try.\Huh? Is it okay, Taichi?\We won't know where the cards are if you send them all flying, response:	so control yourself.
context: Mizusawa\Very well.\I will play in your stead!\It's okay, Oe-san.\Chihaya, let's give it a try.\Huh? Is it okay, Taichi?\We won't know where the cards are if you send them all flying,\so control yourself. response:	Uh-huh.
context: Very well.\I will play in your stead!\It's okay, Oe-san.\Chihaya, let's give it a try.\Huh? Is it okay, Taichi?\We won't know where the cards are if you send them all flying,\so control yourself.\Uh-huh. response:	Would the, May you, A night,
context: I will play in your stead!\It's okay, Oe-san.\Chihaya, let's give it a try.\Huh? Is it okay, Taichi?\We won't know where the cards are if you send them all flying,\so control yourself.\Uh-huh.\Would the, May you, A night, response:	As friends, My only thought as the, Impassionate,
context: It's okay, Oe-san.\Chihaya, let's give it a try.\Huh? Is it okay, Taichi?\We won't know where the cards are if you send them all flying,\so control yourself.\Uh-huh.\Would the, May you, A night,\As friends, My only thought as the, Impassionate, response:	In order for, My own home, The emotions,
context: Chihaya, let's give it a try.\Huh? Is it okay, Taichi?\We won't know where the cards are if you send them all flying,\so control yourself.\Uh-huh.\Would the, May you, A night,\As friends, My only thought as the, Impassionate,\In order for, My own home, The emotions, response:	A mountain stream, So spring nights, The storm will,
context: Huh? Is it okay, Taichi?\We won't know where the cards are if you send them all flying,\so control yourself.\Uh-huh.\Would the, May you, A night,\As friends, My only thought as the, Impassionate,\In order for, My own home, The emotions,\A mountain stream, So spring nights, The storm will, response:	As the first, Impassioned was, As my
context: We won't know where the cards are if you send them all flying,\so control yourself.\Uh-huh.\Would the, May you, A night,\As friends, My only thought as the, Impassionate,\In order for, My own home, The emotions,\A mountain stream, So spring nights, The storm will,\As the first, Impassioned was, As my response:	The autumn paddy, I know, The sight,
context: so control yourself.\Uh-huh.\Would the, May you, A night,\As friends, My only thought as the, Impassionate,\In order for, My own home, The emotions,\A mountain stream, So spring nights, The storm will,\As the first, Impassioned was, As my\The autumn paddy, I know, The sight, response:	No more, So the flower petals, A house,
context: Uh-huh.\Would the, May you, A night,\As friends, My only thought as the, Impassionate,\In order for, My own home, The emotions,\A mountain stream, So spring nights, The storm will,\As the first, Impassioned was, As my\The autumn paddy, I know, The sight,\No more, So the flower petals, A house, response:	Memorization time is over.
context: Would the, May you, A night,\As friends, My only thought as the, Impassionate,\In order for, My own home, The emotions,\A mountain stream, So spring nights, The storm will,\As the first, Impassioned was, As my\The autumn paddy, I know, The sight,\No more, So the flower petals, A house,\Memorization time is over. response:	While some, May the scarlet, Since I...
context: As friends, My only thought as the, Impassionate,\In order for, My own home, The emotions,\A mountain stream, So spring nights, The storm will,\As the first, Impassioned was, As my\The autumn paddy, I know, The sight,\No more, So the flower petals, A house,\Memorization time is over.\While some, May the scarlet, Since I... response:	Please flip the cards over.
context: In order for, My own home, The emotions,\A mountain stream, So spring nights, The storm will,\As the first, Impassioned was, As my\The autumn paddy, I know, The sight,\No more, So the flower petals, A house,\Memorization time is over.\While some, May the scarlet, Since I...\Please flip the cards over. response:	They won't be able to play flipped karuta.
context: A mountain stream, So spring nights, The storm will,\As the first, Impassioned was, As my\The autumn paddy, I know, The sight,\No more, So the flower petals, A house,\Memorization time is over.\While some, May the scarlet, Since I...\Please flip the cards over.\They won't be able to play flipped karuta. response:	It's impossible to memorize the positions
context: As the first, Impassioned was, As my\The autumn paddy, I know, The sight,\No more, So the flower petals, A house,\Memorization time is over.\While some, May the scarlet, Since I...\Please flip the cards over.\They won't be able to play flipped karuta.\It's impossible to memorize the positions response:	for all of those cards in 15 minutes.
context: The autumn paddy, I know, The sight,\No more, So the flower petals, A house,\Memorization time is over.\While some, May the scarlet, Since I...\Please flip the cards over.\They won't be able to play flipped karuta.\It's impossible to memorize the positions\for all of those cards in 15 minutes. response:	Impossible...
context: No more, So the flower petals, A house,\Memorization time is over.\While some, May the scarlet, Since I...\Please flip the cards over.\They won't be able to play flipped karuta.\It's impossible to memorize the positions\for all of those cards in 15 minutes.\Impossible... response:	Let's begin.
context: Memorization time is over.\While some, May the scarlet, Since I...\Please flip the cards over.\They won't be able to play flipped karuta.\It's impossible to memorize the positions\for all of those cards in 15 minutes.\Impossible...\Let's begin. response:	Naniwa Bay, now the flower blooms, but for winter
context: While some, May the scarlet, Since I...\Please flip the cards over.\They won't be able to play flipped karuta.\It's impossible to memorize the positions\for all of those cards in 15 minutes.\Impossible...\Let's begin.\Naniwa Bay, now the flower blooms, but for winter response:	Here comes spring, now the flower blooms
context: Please flip the cards over.\They won't be able to play flipped karuta.\It's impossible to memorize the positions\for all of those cards in 15 minutes.\Impossible...\Let's begin.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms response:	Here comes spring, now the flower blooms
context: They won't be able to play flipped karuta.\It's impossible to memorize the positions\for all of those cards in 15 minutes.\Impossible...\Let's begin.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms response:	May the solitary night spent together
context: It's impossible to memorize the positions\for all of those cards in 15 minutes.\Impossible...\Let's begin.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\May the solitary night spent together response:	Bring a life...
context: for all of those cards in 15 minutes.\Impossible...\Let's begin.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\May the solitary night spent together\Bring a life... response:	It's the right card!
context: Impossible...\Let's begin.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\May the solitary night spent together\Bring a life...\It's the right card! response:	While some dodge the famous waves of Takashi shore to avoid getting wet,
context: Let's begin.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\May the solitary night spent together\Bring a life...\It's the right card!\While some dodge the famous waves of Takashi shore to avoid getting wet, response:	I deflect your...
context: Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\May the solitary night spent together\Bring a life...\It's the right card!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your... response:	It's right!
context: Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\May the solitary night spent together\Bring a life...\It's the right card!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your...\It's right! response:	Our memory is still fresh at the beginning.
context: Here comes spring, now the flower blooms\May the solitary night spent together\Bring a life...\It's the right card!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your...\It's right!\Our memory is still fresh at the beginning. response:	The cards may be flipped over, but we should be able to find most of them.
context: May the solitary night spent together\Bring a life...\It's the right card!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your...\It's right!\Our memory is still fresh at the beginning.\The cards may be flipped over, but we should be able to find most of them. response:	The problem is later when the cards start getting passed around.
context: Bring a life...\It's the right card!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your...\It's right!\Our memory is still fresh at the beginning.\The cards may be flipped over, but we should be able to find most of them.\The problem is later when the cards start getting passed around. response:	It all comes down to concentration.
context: It's the right card!\While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your...\It's right!\Our memory is still fresh at the beginning.\The cards may be flipped over, but we should be able to find most of them.\The problem is later when the cards start getting passed around.\It all comes down to concentration. response:	I deflect your artful words to keep my sleeves dry
context: While some dodge the famous waves of Takashi shore to avoid getting wet,\I deflect your...\It's right!\Our memory is still fresh at the beginning.\The cards may be flipped over, but we should be able to find most of them.\The problem is later when the cards start getting passed around.\It all comes down to concentration.\I deflect your artful words to keep my sleeves dry response:	My own home is a retreat lying southeast of the capital
context: I deflect your...\It's right!\Our memory is still fresh at the beginning.\The cards may be flipped over, but we should be able to find most of them.\The problem is later when the cards start getting passed around.\It all comes down to concentration.\I deflect your artful words to keep my sleeves dry\My own home is a retreat lying southeast of the capital response:	That's the right card.
context: It's right!\Our memory is still fresh at the beginning.\The cards may be flipped over, but we should be able to find most of them.\The problem is later when the cards start getting passed around.\It all comes down to concentration.\I deflect your artful words to keep my sleeves dry\My own home is a retreat lying southeast of the capital\That's the right card. response:	Now I'm mad.
context: Our memory is still fresh at the beginning.\The cards may be flipped over, but we should be able to find most of them.\The problem is later when the cards start getting passed around.\It all comes down to concentration.\I deflect your artful words to keep my sleeves dry\My own home is a retreat lying southeast of the capital\That's the right card.\Now I'm mad. response:	I memorized that card.
context: The cards may be flipped over, but we should be able to find most of them.\The problem is later when the cards start getting passed around.\It all comes down to concentration.\I deflect your artful words to keep my sleeves dry\My own home is a retreat lying southeast of the capital\That's the right card.\Now I'm mad.\I memorized that card. response:	Chihaya doesn't have her usual edge.
context: The problem is later when the cards start getting passed around.\It all comes down to concentration.\I deflect your artful words to keep my sleeves dry\My own home is a retreat lying southeast of the capital\That's the right card.\Now I'm mad.\I memorized that card.\Chihaya doesn't have her usual edge. response:	She's not as confident.
context: It all comes down to concentration.\I deflect your artful words to keep my sleeves dry\My own home is a retreat lying southeast of the capital\That's the right card.\Now I'm mad.\I memorized that card.\Chihaya doesn't have her usual edge.\She's not as confident. response:	It's because her memorization skills are still lacking.
context: I deflect your artful words to keep my sleeves dry\My own home is a retreat lying southeast of the capital\That's the right card.\Now I'm mad.\I memorized that card.\Chihaya doesn't have her usual edge.\She's not as confident.\It's because her memorization skills are still lacking. response:	I-I can beat Chihaya...
context: My own home is a retreat lying southeast of the capital\That's the right card.\Now I'm mad.\I memorized that card.\Chihaya doesn't have her usual edge.\She's not as confident.\It's because her memorization skills are still lacking.\I-I can beat Chihaya... response:	Um, that one is So spring ends...
