context: Heart response:	Stirring
context: Got it. I'll be right over.\Okay.\Sorry. I've gotta go to work.\Work?\The convenience store on Third.\They're short-staffed and asked me to come in.\Oh, is that why you always rush out when school ends?\Yup. Sorry. response:	So, you two make sure you get through the rest.
context: Okay.\Sorry. I've gotta go to work.\Work?\The convenience store on Third.\They're short-staffed and asked me to come in.\Oh, is that why you always rush out when school ends?\Yup. Sorry.\So, you two make sure you get through the rest. response:	We will! Thanks!
context: Sorry. I've gotta go to work.\Work?\The convenience store on Third.\They're short-staffed and asked me to come in.\Oh, is that why you always rush out when school ends?\Yup. Sorry.\So, you two make sure you get through the rest.\We will! Thanks! response:	Whoa there, Oga!
context: Work?\The convenience store on Third.\They're short-staffed and asked me to come in.\Oh, is that why you always rush out when school ends?\Yup. Sorry.\So, you two make sure you get through the rest.\We will! Thanks!\Whoa there, Oga! response:	Take An with you!
context: The convenience store on Third.\They're short-staffed and asked me to come in.\Oh, is that why you always rush out when school ends?\Yup. Sorry.\So, you two make sure you get through the rest.\We will! Thanks!\Whoa there, Oga!\Take An with you! response:	Why?
context: They're short-staffed and asked me to come in.\Oh, is that why you always rush out when school ends?\Yup. Sorry.\So, you two make sure you get through the rest.\We will! Thanks!\Whoa there, Oga!\Take An with you!\Why? response:	This isn't good!
context: Oh, is that why you always rush out when school ends?\Yup. Sorry.\So, you two make sure you get through the rest.\We will! Thanks!\Whoa there, Oga!\Take An with you!\Why?\This isn't good! response:	I'm a dude living alone here!
context: Yup. Sorry.\So, you two make sure you get through the rest.\We will! Thanks!\Whoa there, Oga!\Take An with you!\Why?\This isn't good!\I'm a dude living alone here! response:	Huh?
context: So, you two make sure you get through the rest.\We will! Thanks!\Whoa there, Oga!\Take An with you!\Why?\This isn't good!\I'm a dude living alone here!\Huh? response:	So what?
context: We will! Thanks!\Whoa there, Oga!\Take An with you!\Why?\This isn't good!\I'm a dude living alone here!\Huh?\So what? response:	Do you actually have the brain of a high school boy?!
context: Whoa there, Oga!\Take An with you!\Why?\This isn't good!\I'm a dude living alone here!\Huh?\So what?\Do you actually have the brain of a high school boy?! response:	How can you be so astonishingly pure?!
context: Take An with you!\Why?\This isn't good!\I'm a dude living alone here!\Huh?\So what?\Do you actually have the brain of a high school boy?!\How can you be so astonishingly pure?! response:	No can do. You've gotta finish your quota.
context: Why?\This isn't good!\I'm a dude living alone here!\Huh?\So what?\Do you actually have the brain of a high school boy?!\How can you be so astonishingly pure?!\No can do. You've gotta finish your quota. response:	Bye!
context: This isn't good!\I'm a dude living alone here!\Huh?\So what?\Do you actually have the brain of a high school boy?!\How can you be so astonishingly pure?!\No can do. You've gotta finish your quota.\Bye! response:	A-Are you sure you don't want to leave?
context: I'm a dude living alone here!\Huh?\So what?\Do you actually have the brain of a high school boy?!\How can you be so astonishingly pure?!\No can do. You've gotta finish your quota.\Bye!\A-Are you sure you don't want to leave? response:	Yeah, I'm good.
context: Huh?\So what?\Do you actually have the brain of a high school boy?!\How can you be so astonishingly pure?!\No can do. You've gotta finish your quota.\Bye!\A-Are you sure you don't want to leave?\Yeah, I'm good. response:	Oga-kun's so nice, isn't he?
context: So what?\Do you actually have the brain of a high school boy?!\How can you be so astonishingly pure?!\No can do. You've gotta finish your quota.\Bye!\A-Are you sure you don't want to leave?\Yeah, I'm good.\Oga-kun's so nice, isn't he? response:	He's got his own studies and job,
context: Do you actually have the brain of a high school boy?!\How can you be so astonishingly pure?!\No can do. You've gotta finish your quota.\Bye!\A-Are you sure you don't want to leave?\Yeah, I'm good.\Oga-kun's so nice, isn't he?\He's got his own studies and job, response:	but he teaches us with all his heart.
context: How can you be so astonishingly pure?!\No can do. You've gotta finish your quota.\Bye!\A-Are you sure you don't want to leave?\Yeah, I'm good.\Oga-kun's so nice, isn't he?\He's got his own studies and job,\but he teaches us with all his heart. response:	We have to pass!
context: No can do. You've gotta finish your quota.\Bye!\A-Are you sure you don't want to leave?\Yeah, I'm good.\Oga-kun's so nice, isn't he?\He's got his own studies and job,\but he teaches us with all his heart.\We have to pass! response:	Yeah.
context: Bye!\A-Are you sure you don't want to leave?\Yeah, I'm good.\Oga-kun's so nice, isn't he?\He's got his own studies and job,\but he teaches us with all his heart.\We have to pass!\Yeah. response:	Hello.
context: A-Are you sure you don't want to leave?\Yeah, I'm good.\Oga-kun's so nice, isn't he?\He's got his own studies and job,\but he teaches us with all his heart.\We have to pass!\Yeah.\Hello. response:	This is Yoake from Support.
context: Yeah, I'm good.\Oga-kun's so nice, isn't he?\He's got his own studies and job,\but he teaches us with all his heart.\We have to pass!\Yeah.\Hello.\This is Yoake from Support. response:	Requesting permission for status surveillance on subject no. 002.
context: Oga-kun's so nice, isn't he?\He's got his own studies and job,\but he teaches us with all his heart.\We have to pass!\Yeah.\Hello.\This is Yoake from Support.\Requesting permission for status surveillance on subject no. 002. response:	Status surveillance?
context: He's got his own studies and job,\but he teaches us with all his heart.\We have to pass!\Yeah.\Hello.\This is Yoake from Support.\Requesting permission for status surveillance on subject no. 002.\Status surveillance? response:	Please hold.
context: but he teaches us with all his heart.\We have to pass!\Yeah.\Hello.\This is Yoake from Support.\Requesting permission for status surveillance on subject no. 002.\Status surveillance?\Please hold. response:	Connected.
context: We have to pass!\Yeah.\Hello.\This is Yoake from Support.\Requesting permission for status surveillance on subject no. 002.\Status surveillance?\Please hold.\Connected. response:	Hey, Arata-kun.
context: Yeah.\Hello.\This is Yoake from Support.\Requesting permission for status surveillance on subject no. 002.\Status surveillance?\Please hold.\Connected.\Hey, Arata-kun. response:	What was up with that calendar?
context: Hello.\This is Yoake from Support.\Requesting permission for status surveillance on subject no. 002.\Status surveillance?\Please hold.\Connected.\Hey, Arata-kun.\What was up with that calendar? response:	Notes about interviews and resumes...
context: This is Yoake from Support.\Requesting permission for status surveillance on subject no. 002.\Status surveillance?\Please hold.\Connected.\Hey, Arata-kun.\What was up with that calendar?\Notes about interviews and resumes... response:	What were those?
context: Requesting permission for status surveillance on subject no. 002.\Status surveillance?\Please hold.\Connected.\Hey, Arata-kun.\What was up with that calendar?\Notes about interviews and resumes...\What were those? response:	Work...
context: Status surveillance?\Please hold.\Connected.\Hey, Arata-kun.\What was up with that calendar?\Notes about interviews and resumes...\What were those?\Work... response:	I guess?
context: Please hold.\Connected.\Hey, Arata-kun.\What was up with that calendar?\Notes about interviews and resumes...\What were those?\Work...\I guess? response:	I was looking for part-time work.
context: Connected.\Hey, Arata-kun.\What was up with that calendar?\Notes about interviews and resumes...\What were those?\Work...\I guess?\I was looking for part-time work. response:	Arata-kun, did you ever work...
context: Hey, Arata-kun.\What was up with that calendar?\Notes about interviews and resumes...\What were those?\Work...\I guess?\I was looking for part-time work.\Arata-kun, did you ever work... response:	By the station?
context: What was up with that calendar?\Notes about interviews and resumes...\What were those?\Work...\I guess?\I was looking for part-time work.\Arata-kun, did you ever work...\By the station? response:	Y-Yeah.
context: Notes about interviews and resumes...\What were those?\Work...\I guess?\I was looking for part-time work.\Arata-kun, did you ever work...\By the station?\Y-Yeah. response:	How'd you know?
context: What were those?\Work...\I guess?\I was looking for part-time work.\Arata-kun, did you ever work...\By the station?\Y-Yeah.\How'd you know? response:	I knew it!
context: Work...\I guess?\I was looking for part-time work.\Arata-kun, did you ever work...\By the station?\Y-Yeah.\How'd you know?\I knew it! response:	I actually met you there!
context: I guess?\I was looking for part-time work.\Arata-kun, did you ever work...\By the station?\Y-Yeah.\How'd you know?\I knew it!\I actually met you there! response:	Remember me now?
context: I was looking for part-time work.\Arata-kun, did you ever work...\By the station?\Y-Yeah.\How'd you know?\I knew it!\I actually met you there!\Remember me now? response:	Sorry.
context: Arata-kun, did you ever work...\By the station?\Y-Yeah.\How'd you know?\I knew it!\I actually met you there!\Remember me now?\Sorry. response:	Figures.
context: By the station?\Y-Yeah.\How'd you know?\I knew it!\I actually met you there!\Remember me now?\Sorry.\Figures. response:	You seemed more grown-up there.
context: Y-Yeah.\How'd you know?\I knew it!\I actually met you there!\Remember me now?\Sorry.\Figures.\You seemed more grown-up there. response:	And really cool.
context: How'd you know?\I knew it!\I actually met you there!\Remember me now?\Sorry.\Figures.\You seemed more grown-up there.\And really cool. response:	Well... I guess...
context: I knew it!\I actually met you there!\Remember me now?\Sorry.\Figures.\You seemed more grown-up there.\And really cool.\Well... I guess... response:	Do they really?
context: I actually met you there!\Remember me now?\Sorry.\Figures.\You seemed more grown-up there.\And really cool.\Well... I guess...\Do they really? response:	But I'm really glad that we're the same age, in the same school,
context: Remember me now?\Sorry.\Figures.\You seemed more grown-up there.\And really cool.\Well... I guess...\Do they really?\But I'm really glad that we're the same age, in the same school, response:	and that we met again in the same class.
context: Sorry.\Figures.\You seemed more grown-up there.\And really cool.\Well... I guess...\Do they really?\But I'm really glad that we're the same age, in the same school,\and that we met again in the same class. response:	It's like destiny.
context: Figures.\You seemed more grown-up there.\And really cool.\Well... I guess...\Do they really?\But I'm really glad that we're the same age, in the same school,\and that we met again in the same class.\It's like destiny. response:	That voice is...!
context: You seemed more grown-up there.\And really cool.\Well... I guess...\Do they really?\But I'm really glad that we're the same age, in the same school,\and that we met again in the same class.\It's like destiny.\That voice is...! response:	The regulation five-minute status surveillance has concluded.
context: And really cool.\Well... I guess...\Do they really?\But I'm really glad that we're the same age, in the same school,\and that we met again in the same class.\It's like destiny.\That voice is...!\The regulation five-minute status surveillance has concluded. response:	This is Yoake from Support.
context: Well... I guess...\Do they really?\But I'm really glad that we're the same age, in the same school,\and that we met again in the same class.\It's like destiny.\That voice is...!\The regulation five-minute status surveillance has concluded.\This is Yoake from Support. response:	Detecting unusual circumstances with subject no. 002, Kaizaki Arata.
context: Do they really?\But I'm really glad that we're the same age, in the same school,\and that we met again in the same class.\It's like destiny.\That voice is...!\The regulation five-minute status surveillance has concluded.\This is Yoake from Support.\Detecting unusual circumstances with subject no. 002, Kaizaki Arata. response:	Requesting surveillance extension.
context: But I'm really glad that we're the same age, in the same school,\and that we met again in the same class.\It's like destiny.\That voice is...!\The regulation five-minute status surveillance has concluded.\This is Yoake from Support.\Detecting unusual circumstances with subject no. 002, Kaizaki Arata.\Requesting surveillance extension. response:	Permission granted. Connect now?
context: and that we met again in the same class.\It's like destiny.\That voice is...!\The regulation five-minute status surveillance has concluded.\This is Yoake from Support.\Detecting unusual circumstances with subject no. 002, Kaizaki Arata.\Requesting surveillance extension.\Permission granted. Connect now? response:	Please do.
context: It's like destiny.\That voice is...!\The regulation five-minute status surveillance has concluded.\This is Yoake from Support.\Detecting unusual circumstances with subject no. 002, Kaizaki Arata.\Requesting surveillance extension.\Permission granted. Connect now?\Please do. response:	So being alone with you like this is exciting.
context: That voice is...!\The regulation five-minute status surveillance has concluded.\This is Yoake from Support.\Detecting unusual circumstances with subject no. 002, Kaizaki Arata.\Requesting surveillance extension.\Permission granted. Connect now?\Please do.\So being alone with you like this is exciting. response:	Arata-kun, does being alone with me do nothing for you?
context: The regulation five-minute status surveillance has concluded.\This is Yoake from Support.\Detecting unusual circumstances with subject no. 002, Kaizaki Arata.\Requesting surveillance extension.\Permission granted. Connect now?\Please do.\So being alone with you like this is exciting.\Arata-kun, does being alone with me do nothing for you? response:	Aren't you...
context: This is Yoake from Support.\Detecting unusual circumstances with subject no. 002, Kaizaki Arata.\Requesting surveillance extension.\Permission granted. Connect now?\Please do.\So being alone with you like this is exciting.\Arata-kun, does being alone with me do nothing for you?\Aren't you... response:	Uh, well...
context: Detecting unusual circumstances with subject no. 002, Kaizaki Arata.\Requesting surveillance extension.\Permission granted. Connect now?\Please do.\So being alone with you like this is exciting.\Arata-kun, does being alone with me do nothing for you?\Aren't you...\Uh, well... response:	This is too sudden. I can't think.
context: Requesting surveillance extension.\Permission granted. Connect now?\Please do.\So being alone with you like this is exciting.\Arata-kun, does being alone with me do nothing for you?\Aren't you...\Uh, well...\This is too sudden. I can't think. response:	You're turning red.
context: Permission granted. Connect now?\Please do.\So being alone with you like this is exciting.\Arata-kun, does being alone with me do nothing for you?\Aren't you...\Uh, well...\This is too sudden. I can't think.\You're turning red. response:	W-Well, duh.
context: Please do.\So being alone with you like this is exciting.\Arata-kun, does being alone with me do nothing for you?\Aren't you...\Uh, well...\This is too sudden. I can't think.\You're turning red.\W-Well, duh. response:	Are you in love with anyone?
context: So being alone with you like this is exciting.\Arata-kun, does being alone with me do nothing for you?\Aren't you...\Uh, well...\This is too sudden. I can't think.\You're turning red.\W-Well, duh.\Are you in love with anyone? response:	Why Hishiro-san?!
context: Arata-kun, does being alone with me do nothing for you?\Aren't you...\Uh, well...\This is too sudden. I can't think.\You're turning red.\W-Well, duh.\Are you in love with anyone?\Why Hishiro-san?! response:	I don't think so...
context: Aren't you...\Uh, well...\This is too sudden. I can't think.\You're turning red.\W-Well, duh.\Are you in love with anyone?\Why Hishiro-san?!\I don't think so... response:	You don't think so, huh?
context: Uh, well...\This is too sudden. I can't think.\You're turning red.\W-Well, duh.\Are you in love with anyone?\Why Hishiro-san?!\I don't think so...\You don't think so, huh? response:	Then...
context: This is too sudden. I can't think.\You're turning red.\W-Well, duh.\Are you in love with anyone?\Why Hishiro-san?!\I don't think so...\You don't think so, huh?\Then... response:	If I said I wanted to be your girlfriend,
context: You're turning red.\W-Well, duh.\Are you in love with anyone?\Why Hishiro-san?!\I don't think so...\You don't think so, huh?\Then...\If I said I wanted to be your girlfriend, response:	would you accept?
context: W-Well, duh.\Are you in love with anyone?\Why Hishiro-san?!\I don't think so...\You don't think so, huh?\Then...\If I said I wanted to be your girlfriend,\would you accept? response:	Arata-kun...
context: Are you in love with anyone?\Why Hishiro-san?!\I don't think so...\You don't think so, huh?\Then...\If I said I wanted to be your girlfriend,\would you accept?\Arata-kun... response:	I love you.
context: Why Hishiro-san?!\I don't think so...\You don't think so, huh?\Then...\If I said I wanted to be your girlfriend,\would you accept?\Arata-kun...\I love you. response:	If it's consensual, it's not illegal or anything.
context: I don't think so...\You don't think so, huh?\Then...\If I said I wanted to be your girlfriend,\would you accept?\Arata-kun...\I love you.\If it's consensual, it's not illegal or anything. response:	But Kaizaki-san could never do anything like that!
context: You don't think so, huh?\Then...\If I said I wanted to be your girlfriend,\would you accept?\Arata-kun...\I love you.\If it's consensual, it's not illegal or anything.\But Kaizaki-san could never do anything like that! response:	How many times...!
context: Then...\If I said I wanted to be your girlfriend,\would you accept?\Arata-kun...\I love you.\If it's consensual, it's not illegal or anything.\But Kaizaki-san could never do anything like that!\How many times...! response:	Arata-kun...
context: If I said I wanted to be your girlfriend,\would you accept?\Arata-kun...\I love you.\If it's consensual, it's not illegal or anything.\But Kaizaki-san could never do anything like that!\How many times...!\Arata-kun... response:	Hey, An!
context: would you accept?\Arata-kun...\I love you.\If it's consensual, it's not illegal or anything.\But Kaizaki-san could never do anything like that!\How many times...!\Arata-kun...\Hey, An! response:	I can't, An.
context: Arata-kun...\I love you.\If it's consensual, it's not illegal or anything.\But Kaizaki-san could never do anything like that!\How many times...!\Arata-kun...\Hey, An!\I can't, An. response:	You should take better care of yourself.
context: I love you.\If it's consensual, it's not illegal or anything.\But Kaizaki-san could never do anything like that!\How many times...!\Arata-kun...\Hey, An!\I can't, An.\You should take better care of yourself. response:	This sort of thing isn't...
context: If it's consensual, it's not illegal or anything.\But Kaizaki-san could never do anything like that!\How many times...!\Arata-kun...\Hey, An!\I can't, An.\You should take better care of yourself.\This sort of thing isn't... response:	Yoake?
context: But Kaizaki-san could never do anything like that!\How many times...!\Arata-kun...\Hey, An!\I can't, An.\You should take better care of yourself.\This sort of thing isn't...\Yoake? response:	Wait, the door!
context: How many times...!\Arata-kun...\Hey, An!\I can't, An.\You should take better care of yourself.\This sort of thing isn't...\Yoake?\Wait, the door! response:	The lock! Huh?!
context: Arata-kun...\Hey, An!\I can't, An.\You should take better care of yourself.\This sort of thing isn't...\Yoake?\Wait, the door!\The lock! Huh?! response:	Oh, don't worry, I didn't break it.
context: Hey, An!\I can't, An.\You should take better care of yourself.\This sort of thing isn't...\Yoake?\Wait, the door!\The lock! Huh?!\Oh, don't worry, I didn't break it. response:	I have a spare key.
context: I can't, An.\You should take better care of yourself.\This sort of thing isn't...\Yoake?\Wait, the door!\The lock! Huh?!\Oh, don't worry, I didn't break it.\I have a spare key. response:	Why do you have one?!
context: You should take better care of yourself.\This sort of thing isn't...\Yoake?\Wait, the door!\The lock! Huh?!\Oh, don't worry, I didn't break it.\I have a spare key.\Why do you have one?! response:	Huh?
context: This sort of thing isn't...\Yoake?\Wait, the door!\The lock! Huh?!\Oh, don't worry, I didn't break it.\I have a spare key.\Why do you have one?!\Huh? response:	Yoake-kun from class, right?
context: Yoake?\Wait, the door!\The lock! Huh?!\Oh, don't worry, I didn't break it.\I have a spare key.\Why do you have one?!\Huh?\Yoake-kun from class, right? response:	A spare key?
context: Wait, the door!\The lock! Huh?!\Oh, don't worry, I didn't break it.\I have a spare key.\Why do you have one?!\Huh?\Yoake-kun from class, right?\A spare key? response:	Are you two lovers?!
context: The lock! Huh?!\Oh, don't worry, I didn't break it.\I have a spare key.\Why do you have one?!\Huh?\Yoake-kun from class, right?\A spare key?\Are you two lovers?! response:	No!
context: Oh, don't worry, I didn't break it.\I have a spare key.\Why do you have one?!\Huh?\Yoake-kun from class, right?\A spare key?\Are you two lovers?!\No! response:	That's enough, Onoya.
context: I have a spare key.\Why do you have one?!\Huh?\Yoake-kun from class, right?\A spare key?\Are you two lovers?!\No!\That's enough, Onoya. response:	Starting with no honorific?
context: Why do you have one?!\Huh?\Yoake-kun from class, right?\A spare key?\Are you two lovers?!\No!\That's enough, Onoya.\Starting with no honorific? response:	And your hand...
context: Huh?\Yoake-kun from class, right?\A spare key?\Are you two lovers?!\No!\That's enough, Onoya.\Starting with no honorific?\And your hand... response:	Would you let go?
context: Yoake-kun from class, right?\A spare key?\Are you two lovers?!\No!\That's enough, Onoya.\Starting with no honorific?\And your hand...\Would you let go? response:	What?
context: A spare key?\Are you two lovers?!\No!\That's enough, Onoya.\Starting with no honorific?\And your hand...\Would you let go?\What? response:	Are you mad because you thought I'd take Arata-kun from you?
context: Are you two lovers?!\No!\That's enough, Onoya.\Starting with no honorific?\And your hand...\Would you let go?\What?\Are you mad because you thought I'd take Arata-kun from you? response:	Wait...
context: No!\That's enough, Onoya.\Starting with no honorific?\And your hand...\Would you let go?\What?\Are you mad because you thought I'd take Arata-kun from you?\Wait... response:	We're not allowed to make excessive contact with our subjects.
context: That's enough, Onoya.\Starting with no honorific?\And your hand...\Would you let go?\What?\Are you mad because you thought I'd take Arata-kun from you?\Wait...\We're not allowed to make excessive contact with our subjects. response:	How many times do I have to tell you?
context: Starting with no honorific?\And your hand...\Would you let go?\What?\Are you mad because you thought I'd take Arata-kun from you?\Wait...\We're not allowed to make excessive contact with our subjects.\How many times do I have to tell you? response:	Eating lunch with him every day...
context: And your hand...\Would you let go?\What?\Are you mad because you thought I'd take Arata-kun from you?\Wait...\We're not allowed to make excessive contact with our subjects.\How many times do I have to tell you?\Eating lunch with him every day... response:	Deliberately joining his studies...
context: Would you let go?\What?\Are you mad because you thought I'd take Arata-kun from you?\Wait...\We're not allowed to make excessive contact with our subjects.\How many times do I have to tell you?\Eating lunch with him every day...\Deliberately joining his studies... response:	And now forcing your way into his home...
context: What?\Are you mad because you thought I'd take Arata-kun from you?\Wait...\We're not allowed to make excessive contact with our subjects.\How many times do I have to tell you?\Eating lunch with him every day...\Deliberately joining his studies...\And now forcing your way into his home... response:	What are you doing?
context: Are you mad because you thought I'd take Arata-kun from you?\Wait...\We're not allowed to make excessive contact with our subjects.\How many times do I have to tell you?\Eating lunch with him every day...\Deliberately joining his studies...\And now forcing your way into his home...\What are you doing? response:	This isn't a laughing matter, Onoya.
context: Wait...\We're not allowed to make excessive contact with our subjects.\How many times do I have to tell you?\Eating lunch with him every day...\Deliberately joining his studies...\And now forcing your way into his home...\What are you doing?\This isn't a laughing matter, Onoya. response:	Y-Yoake-san, what...?
context: We're not allowed to make excessive contact with our subjects.\How many times do I have to tell you?\Eating lunch with him every day...\Deliberately joining his studies...\And now forcing your way into his home...\What are you doing?\This isn't a laughing matter, Onoya.\Y-Yoake-san, what...? response:	Aw!
context: How many times do I have to tell you?\Eating lunch with him every day...\Deliberately joining his studies...\And now forcing your way into his home...\What are you doing?\This isn't a laughing matter, Onoya.\Y-Yoake-san, what...?\Aw! response:	Why'd you have to tell him, Yoake-senpai?
context: Eating lunch with him every day...\Deliberately joining his studies...\And now forcing your way into his home...\What are you doing?\This isn't a laughing matter, Onoya.\Y-Yoake-san, what...?\Aw!\Why'd you have to tell him, Yoake-senpai? response:	I could have done far more to support him
context: Deliberately joining his studies...\And now forcing your way into his home...\What are you doing?\This isn't a laughing matter, Onoya.\Y-Yoake-san, what...?\Aw!\Why'd you have to tell him, Yoake-senpai?\I could have done far more to support him response:	if he'd thought I was a real high school girl.
context: And now forcing your way into his home...\What are you doing?\This isn't a laughing matter, Onoya.\Y-Yoake-san, what...?\Aw!\Why'd you have to tell him, Yoake-senpai?\I could have done far more to support him\if he'd thought I was a real high school girl. response:	Shut up!
context: What are you doing?\This isn't a laughing matter, Onoya.\Y-Yoake-san, what...?\Aw!\Why'd you have to tell him, Yoake-senpai?\I could have done far more to support him\if he'd thought I was a real high school girl.\Shut up! response:	Who knows what else you'd do?
context: This isn't a laughing matter, Onoya.\Y-Yoake-san, what...?\Aw!\Why'd you have to tell him, Yoake-senpai?\I could have done far more to support him\if he'd thought I was a real high school girl.\Shut up!\Who knows what else you'd do? response:	I wasn't, like, serious about him.
context: Y-Yoake-san, what...?\Aw!\Why'd you have to tell him, Yoake-senpai?\I could have done far more to support him\if he'd thought I was a real high school girl.\Shut up!\Who knows what else you'd do?\I wasn't, like, serious about him. response:	I was just testing him.
context: Aw!\Why'd you have to tell him, Yoake-senpai?\I could have done far more to support him\if he'd thought I was a real high school girl.\Shut up!\Who knows what else you'd do?\I wasn't, like, serious about him.\I was just testing him. response:	Um...
context: Why'd you have to tell him, Yoake-senpai?\I could have done far more to support him\if he'd thought I was a real high school girl.\Shut up!\Who knows what else you'd do?\I wasn't, like, serious about him.\I was just testing him.\Um... response:	Look...
context: I could have done far more to support him\if he'd thought I was a real high school girl.\Shut up!\Who knows what else you'd do?\I wasn't, like, serious about him.\I was just testing him.\Um...\Look... response:	There have been way too many twists, and I'm not following this at all.
context: if he'd thought I was a real high school girl.\Shut up!\Who knows what else you'd do?\I wasn't, like, serious about him.\I was just testing him.\Um...\Look...\There have been way too many twists, and I'm not following this at all. response:	I mean, I can sorta guess from your conversation...
context: Shut up!\Who knows what else you'd do?\I wasn't, like, serious about him.\I was just testing him.\Um...\Look...\There have been way too many twists, and I'm not following this at all.\I mean, I can sorta guess from your conversation... response:	Do you work for the ReLIFE Laboratory?
context: Who knows what else you'd do?\I wasn't, like, serious about him.\I was just testing him.\Um...\Look...\There have been way too many twists, and I'm not following this at all.\I mean, I can sorta guess from your conversation...\Do you work for the ReLIFE Laboratory? response:	Hello! I'm Onoya An from the ReLIFE Laboratory Support Division.
context: I wasn't, like, serious about him.\I was just testing him.\Um...\Look...\There have been way too many twists, and I'm not following this at all.\I mean, I can sorta guess from your conversation...\Do you work for the ReLIFE Laboratory?\Hello! I'm Onoya An from the ReLIFE Laboratory Support Division. response:	Nice to meet you formally,
context: I was just testing him.\Um...\Look...\There have been way too many twists, and I'm not following this at all.\I mean, I can sorta guess from your conversation...\Do you work for the ReLIFE Laboratory?\Hello! I'm Onoya An from the ReLIFE Laboratory Support Division.\Nice to meet you formally, response:	Kaizaki Arata-san!
context: Um...\Look...\There have been way too many twists, and I'm not following this at all.\I mean, I can sorta guess from your conversation...\Do you work for the ReLIFE Laboratory?\Hello! I'm Onoya An from the ReLIFE Laboratory Support Division.\Nice to meet you formally,\Kaizaki Arata-san! response:	Then what was...?
context: Look...\There have been way too many twists, and I'm not following this at all.\I mean, I can sorta guess from your conversation...\Do you work for the ReLIFE Laboratory?\Hello! I'm Onoya An from the ReLIFE Laboratory Support Division.\Nice to meet you formally,\Kaizaki Arata-san!\Then what was...? response:	Love at first sight?
context: There have been way too many twists, and I'm not following this at all.\I mean, I can sorta guess from your conversation...\Do you work for the ReLIFE Laboratory?\Hello! I'm Onoya An from the ReLIFE Laboratory Support Division.\Nice to meet you formally,\Kaizaki Arata-san!\Then what was...?\Love at first sight? response:	Oh...
context: I mean, I can sorta guess from your conversation...\Do you work for the ReLIFE Laboratory?\Hello! I'm Onoya An from the ReLIFE Laboratory Support Division.\Nice to meet you formally,\Kaizaki Arata-san!\Then what was...?\Love at first sight?\Oh... response:	Just kidding!
context: Do you work for the ReLIFE Laboratory?\Hello! I'm Onoya An from the ReLIFE Laboratory Support Division.\Nice to meet you formally,\Kaizaki Arata-san!\Then what was...?\Love at first sight?\Oh...\Just kidding! response:	Just... kidding!
context: Hello! I'm Onoya An from the ReLIFE Laboratory Support Division.\Nice to meet you formally,\Kaizaki Arata-san!\Then what was...?\Love at first sight?\Oh...\Just kidding!\Just... kidding! response:	Just
context: Nice to meet you formally,\Kaizaki Arata-san!\Then what was...?\Love at first sight?\Oh...\Just kidding!\Just... kidding!\Just response:	kidding!
context: Kaizaki Arata-san!\Then what was...?\Love at first sight?\Oh...\Just kidding!\Just... kidding!\Just\kidding! response:	So the reason you're always on your phone...
context: Then what was...?\Love at first sight?\Oh...\Just kidding!\Just... kidding!\Just\kidding!\So the reason you're always on your phone... response:	Yeah, work conversations!
context: Love at first sight?\Oh...\Just kidding!\Just... kidding!\Just\kidding!\So the reason you're always on your phone...\Yeah, work conversations! response:	Mostly Yoake-senpai yelling at me for getting too close to you.
context: Oh...\Just kidding!\Just... kidding!\Just\kidding!\So the reason you're always on your phone...\Yeah, work conversations!\Mostly Yoake-senpai yelling at me for getting too close to you. response:	So,
context: Just kidding!\Just... kidding!\Just\kidding!\So the reason you're always on your phone...\Yeah, work conversations!\Mostly Yoake-senpai yelling at me for getting too close to you.\So, response:	how old are you really?
context: Just... kidding!\Just\kidding!\So the reason you're always on your phone...\Yeah, work conversations!\Mostly Yoake-senpai yelling at me for getting too close to you.\So,\how old are you really? response:	Forever seventeen, dude!
context: Just\kidding!\So the reason you're always on your phone...\Yeah, work conversations!\Mostly Yoake-senpai yelling at me for getting too close to you.\So,\how old are you really?\Forever seventeen, dude! response:	Twenty-seven this year.
context: kidding!\So the reason you're always on your phone...\Yeah, work conversations!\Mostly Yoake-senpai yelling at me for getting too close to you.\So,\how old are you really?\Forever seventeen, dude!\Twenty-seven this year. response:	Then what about Yoake-san?
context: So the reason you're always on your phone...\Yeah, work conversations!\Mostly Yoake-senpai yelling at me for getting too close to you.\So,\how old are you really?\Forever seventeen, dude!\Twenty-seven this year.\Then what about Yoake-san? response:	Wait, did I not say?
context: Yeah, work conversations!\Mostly Yoake-senpai yelling at me for getting too close to you.\So,\how old are you really?\Forever seventeen, dude!\Twenty-seven this year.\Then what about Yoake-san?\Wait, did I not say? response:	Same age as you.
context: Mostly Yoake-senpai yelling at me for getting too close to you.\So,\how old are you really?\Forever seventeen, dude!\Twenty-seven this year.\Then what about Yoake-san?\Wait, did I not say?\Same age as you. response:	Twenty-eight this year.
context: So,\how old are you really?\Forever seventeen, dude!\Twenty-seven this year.\Then what about Yoake-san?\Wait, did I not say?\Same age as you.\Twenty-eight this year. response:	We're equals?!
context: how old are you really?\Forever seventeen, dude!\Twenty-seven this year.\Then what about Yoake-san?\Wait, did I not say?\Same age as you.\Twenty-eight this year.\We're equals?! response:	Well, sorry for tricking you,
context: Forever seventeen, dude!\Twenty-seven this year.\Then what about Yoake-san?\Wait, did I not say?\Same age as you.\Twenty-eight this year.\We're equals?!\Well, sorry for tricking you, response:	but it was good practice for the future, right?
