context: Science Fell in Love, So I Tried to Prove It response:	Proof 11 Science-types Fell in Love, So They Tried Having a Fight.
context: If you ask, why are you so angry?\Because you're like that!\Because xxx?\If you give the correct reason for her anger, then...\If you know, then why'd you do it?\That's how it goes.\Once the question is asked, it's pretty much decided the man's in the wrong.\Yukimura-senpai... How will you answer her? response:	The act of me hugging Kanade accounts for approximately 34.
context: Because you're like that!\Because xxx?\If you give the correct reason for her anger, then...\If you know, then why'd you do it?\That's how it goes.\Once the question is asked, it's pretty much decided the man's in the wrong.\Yukimura-senpai... How will you answer her?\The act of me hugging Kanade accounts for approximately 34. response:	It's likely that...
context: Because xxx?\If you give the correct reason for her anger, then...\If you know, then why'd you do it?\That's how it goes.\Once the question is asked, it's pretty much decided the man's in the wrong.\Yukimura-senpai... How will you answer her?\The act of me hugging Kanade accounts for approximately 34.\It's likely that... response:	the declaration, it isn't as though we're dating, accounts for approximately 30.
context: If you give the correct reason for her anger, then...\If you know, then why'd you do it?\That's how it goes.\Once the question is asked, it's pretty much decided the man's in the wrong.\Yukimura-senpai... How will you answer her?\The act of me hugging Kanade accounts for approximately 34.\It's likely that...\the declaration, it isn't as though we're dating, accounts for approximately 30. response:	Other (Poor Physical Condition and Ill Humor Associated with Menstrual Cycle)
context: If you know, then why'd you do it?\That's how it goes.\Once the question is asked, it's pretty much decided the man's in the wrong.\Yukimura-senpai... How will you answer her?\The act of me hugging Kanade accounts for approximately 34.\It's likely that...\the declaration, it isn't as though we're dating, accounts for approximately 30.\Other (Poor Physical Condition and Ill Humor Associated with Menstrual Cycle) response:	Other
context: That's how it goes.\Once the question is asked, it's pretty much decided the man's in the wrong.\Yukimura-senpai... How will you answer her?\The act of me hugging Kanade accounts for approximately 34.\It's likely that...\the declaration, it isn't as though we're dating, accounts for approximately 30.\Other (Poor Physical Condition and Ill Humor Associated with Menstrual Cycle)\Other response:	Consecutive Days of Heat
context: Once the question is asked, it's pretty much decided the man's in the wrong.\Yukimura-senpai... How will you answer her?\The act of me hugging Kanade accounts for approximately 34.\It's likely that...\the declaration, it isn't as though we're dating, accounts for approximately 30.\Other (Poor Physical Condition and Ill Humor Associated with Menstrual Cycle)\Other\Consecutive Days of Heat response:	Lack of Sleep
context: Yukimura-senpai... How will you answer her?\The act of me hugging Kanade accounts for approximately 34.\It's likely that...\the declaration, it isn't as though we're dating, accounts for approximately 30.\Other (Poor Physical Condition and Ill Humor Associated with Menstrual Cycle)\Other\Consecutive Days of Heat\Lack of Sleep response:	Righteous Indignation at the Societal Dishonesty
context: The act of me hugging Kanade accounts for approximately 34.\It's likely that...\the declaration, it isn't as though we're dating, accounts for approximately 30.\Other (Poor Physical Condition and Ill Humor Associated with Menstrual Cycle)\Other\Consecutive Days of Heat\Lack of Sleep\Righteous Indignation at the Societal Dishonesty response:	Failed Experiments Duringhhhhhhhhhhhhhh Training Camp
context: It's likely that...\the declaration, it isn't as though we're dating, accounts for approximately 30.\Other (Poor Physical Condition and Ill Humor Associated with Menstrual Cycle)\Other\Consecutive Days of Heat\Lack of Sleep\Righteous Indignation at the Societal Dishonesty\Failed Experiments Duringhhhhhhhhhhhhhh Training Camp response:	It isn'thhhhhhhh as thoughhhhhhhhh we're datinghhhhhhhhhhh
context: the declaration, it isn't as though we're dating, accounts for approximately 30.\Other (Poor Physical Condition and Ill Humor Associated with Menstrual Cycle)\Other\Consecutive Days of Heat\Lack of Sleep\Righteous Indignation at the Societal Dishonesty\Failed Experiments Duringhhhhhhhhhhhhhh Training Camp\It isn'thhhhhhhh as thoughhhhhhhhh we're datinghhhhhhhhhhh response:	Act ofhhhhhhhhhhh Hugging Kanade
context: Other (Poor Physical Condition and Ill Humor Associated with Menstrual Cycle)\Other\Consecutive Days of Heat\Lack of Sleep\Righteous Indignation at the Societal Dishonesty\Failed Experiments Duringhhhhhhhhhhhhhh Training Camp\It isn'thhhhhhhh as thoughhhhhhhhh we're datinghhhhhhhhhhh\Act ofhhhhhhhhhhh Hugging Kanade response:	Also, factors such as poor physical condition and ill humor associated with menstrual cycle...
context: Other\Consecutive Days of Heat\Lack of Sleep\Righteous Indignation at the Societal Dishonesty\Failed Experiments Duringhhhhhhhhhhhhhh Training Camp\It isn'thhhhhhhh as thoughhhhhhhhh we're datinghhhhhhhhhhh\Act ofhhhhhhhhhhh Hugging Kanade\Also, factors such as poor physical condition and ill humor associated with menstrual cycle... response:	I've made general estimates, however, there are likely various specific items
context: Consecutive Days of Heat\Lack of Sleep\Righteous Indignation at the Societal Dishonesty\Failed Experiments Duringhhhhhhhhhhhhhh Training Camp\It isn'thhhhhhhh as thoughhhhhhhhh we're datinghhhhhhhhhhh\Act ofhhhhhhhhhhh Hugging Kanade\Also, factors such as poor physical condition and ill humor associated with menstrual cycle...\I've made general estimates, however, there are likely various specific items response:	I see you don't understand at all.
context: Lack of Sleep\Righteous Indignation at the Societal Dishonesty\Failed Experiments Duringhhhhhhhhhhhhhh Training Camp\It isn'thhhhhhhh as thoughhhhhhhhh we're datinghhhhhhhhhhh\Act ofhhhhhhhhhhh Hugging Kanade\Also, factors such as poor physical condition and ill humor associated with menstrual cycle...\I've made general estimates, however, there are likely various specific items\I see you don't understand at all. response:	Your degree of relative error is off by at least 0.8.
context: Righteous Indignation at the Societal Dishonesty\Failed Experiments Duringhhhhhhhhhhhhhh Training Camp\It isn'thhhhhhhh as thoughhhhhhhhh we're datinghhhhhhhhhhh\Act ofhhhhhhhhhhh Hugging Kanade\Also, factors such as poor physical condition and ill humor associated with menstrual cycle...\I've made general estimates, however, there are likely various specific items\I see you don't understand at all.\Your degree of relative error is off by at least 0.8. response:	And, poor physical condition and ill humor associated with menstrual cycle accounts for 0.
context: Failed Experiments Duringhhhhhhhhhhhhhh Training Camp\It isn'thhhhhhhh as thoughhhhhhhhh we're datinghhhhhhhhhhh\Act ofhhhhhhhhhhh Hugging Kanade\Also, factors such as poor physical condition and ill humor associated with menstrual cycle...\I've made general estimates, however, there are likely various specific items\I see you don't understand at all.\Your degree of relative error is off by at least 0.8.\And, poor physical condition and ill humor associated with menstrual cycle accounts for 0. response:	Including such detailed items accounts for approximately 43 of my current anger.
context: It isn'thhhhhhhh as thoughhhhhhhhh we're datinghhhhhhhhhhh\Act ofhhhhhhhhhhh Hugging Kanade\Also, factors such as poor physical condition and ill humor associated with menstrual cycle...\I've made general estimates, however, there are likely various specific items\I see you don't understand at all.\Your degree of relative error is off by at least 0.8.\And, poor physical condition and ill humor associated with menstrual cycle accounts for 0.\Including such detailed items accounts for approximately 43 of my current anger. response:	Hey! If you insist that I'm wrong, show me the evidence!
context: Act ofhhhhhhhhhhh Hugging Kanade\Also, factors such as poor physical condition and ill humor associated with menstrual cycle...\I've made general estimates, however, there are likely various specific items\I see you don't understand at all.\Your degree of relative error is off by at least 0.8.\And, poor physical condition and ill humor associated with menstrual cycle accounts for 0.\Including such detailed items accounts for approximately 43 of my current anger.\Hey! If you insist that I'm wrong, show me the evidence! response:	Hey! Himuro!
context: Also, factors such as poor physical condition and ill humor associated with menstrual cycle...\I've made general estimates, however, there are likely various specific items\I see you don't understand at all.\Your degree of relative error is off by at least 0.8.\And, poor physical condition and ill humor associated with menstrual cycle accounts for 0.\Including such detailed items accounts for approximately 43 of my current anger.\Hey! If you insist that I'm wrong, show me the evidence!\Hey! Himuro! response:	Evidence
context: I've made general estimates, however, there are likely various specific items\I see you don't understand at all.\Your degree of relative error is off by at least 0.8.\And, poor physical condition and ill humor associated with menstrual cycle accounts for 0.\Including such detailed items accounts for approximately 43 of my current anger.\Hey! If you insist that I'm wrong, show me the evidence!\Hey! Himuro!\Evidence response:	Evidence!
context: I see you don't understand at all.\Your degree of relative error is off by at least 0.8.\And, poor physical condition and ill humor associated with menstrual cycle accounts for 0.\Including such detailed items accounts for approximately 43 of my current anger.\Hey! If you insist that I'm wrong, show me the evidence!\Hey! Himuro!\Evidence\Evidence! response:	Look it up in a dictionary yourself, bear.
context: Your degree of relative error is off by at least 0.8.\And, poor physical condition and ill humor associated with menstrual cycle accounts for 0.\Including such detailed items accounts for approximately 43 of my current anger.\Hey! If you insist that I'm wrong, show me the evidence!\Hey! Himuro!\Evidence\Evidence!\Look it up in a dictionary yourself, bear. response:	This time, we'll be looking at relative error!
context: And, poor physical condition and ill humor associated with menstrual cycle accounts for 0.\Including such detailed items accounts for approximately 43 of my current anger.\Hey! If you insist that I'm wrong, show me the evidence!\Hey! Himuro!\Evidence\Evidence!\Look it up in a dictionary yourself, bear.\This time, we'll be looking at relative error! response:	Relative Error
context: Including such detailed items accounts for approximately 43 of my current anger.\Hey! If you insist that I'm wrong, show me the evidence!\Hey! Himuro!\Evidence\Evidence!\Look it up in a dictionary yourself, bear.\This time, we'll be looking at relative error!\Relative Error response:	Here we have 10 grams of boogers, bear.
context: Hey! If you insist that I'm wrong, show me the evidence!\Hey! Himuro!\Evidence\Evidence!\Look it up in a dictionary yourself, bear.\This time, we'll be looking at relative error!\Relative Error\Here we have 10 grams of boogers, bear. response:	But when stupid humans measure the weight,
context: Hey! Himuro!\Evidence\Evidence!\Look it up in a dictionary yourself, bear.\This time, we'll be looking at relative error!\Relative Error\Here we have 10 grams of boogers, bear.\But when stupid humans measure the weight, response:	the way they measure is so inept, it ends up being 11 grams, bear.
context: Evidence\Evidence!\Look it up in a dictionary yourself, bear.\This time, we'll be looking at relative error!\Relative Error\Here we have 10 grams of boogers, bear.\But when stupid humans measure the weight,\the way they measure is so inept, it ends up being 11 grams, bear. response:	In this case, the measurement error from the theoretical weight of the b is 1 gram, bear.
context: Evidence!\Look it up in a dictionary yourself, bear.\This time, we'll be looking at relative error!\Relative Error\Here we have 10 grams of boogers, bear.\But when stupid humans measure the weight,\the way they measure is so inept, it ends up being 11 grams, bear.\In this case, the measurement error from the theoretical weight of the b is 1 gram, bear. response:	This error is called absolute error, bear.
context: Look it up in a dictionary yourself, bear.\This time, we'll be looking at relative error!\Relative Error\Here we have 10 grams of boogers, bear.\But when stupid humans measure the weight,\the way they measure is so inept, it ends up being 11 grams, bear.\In this case, the measurement error from the theoretical weight of the b is 1 gram, bear.\This error is called absolute error, bear. response:	Absolute Error
context: This time, we'll be looking at relative error!\Relative Error\Here we have 10 grams of boogers, bear.\But when stupid humans measure the weight,\the way they measure is so inept, it ends up being 11 grams, bear.\In this case, the measurement error from the theoretical weight of the b is 1 gram, bear.\This error is called absolute error, bear.\Absolute Error response:	In contrast, relative error
context: Relative Error\Here we have 10 grams of boogers, bear.\But when stupid humans measure the weight,\the way they measure is so inept, it ends up being 11 grams, bear.\In this case, the measurement error from the theoretical weight of the b is 1 gram, bear.\This error is called absolute error, bear.\Absolute Error\In contrast, relative error response:	Theoretical Value
context: Here we have 10 grams of boogers, bear.\But when stupid humans measure the weight,\the way they measure is so inept, it ends up being 11 grams, bear.\In this case, the measurement error from the theoretical weight of the b is 1 gram, bear.\This error is called absolute error, bear.\Absolute Error\In contrast, relative error\Theoretical Value response:	Relative Error
context: But when stupid humans measure the weight,\the way they measure is so inept, it ends up being 11 grams, bear.\In this case, the measurement error from the theoretical weight of the b is 1 gram, bear.\This error is called absolute error, bear.\Absolute Error\In contrast, relative error\Theoretical Value\Relative Error response:	Measured Value - Theoretical Value
context: the way they measure is so inept, it ends up being 11 grams, bear.\In this case, the measurement error from the theoretical weight of the b is 1 gram, bear.\This error is called absolute error, bear.\Absolute Error\In contrast, relative error\Theoretical Value\Relative Error\Measured Value - Theoretical Value response:	Theoretical Value
context: In this case, the measurement error from the theoretical weight of the b is 1 gram, bear.\This error is called absolute error, bear.\Absolute Error\In contrast, relative error\Theoretical Value\Relative Error\Measured Value - Theoretical Value\Theoretical Value response:	is a ratio expressing the relationship of the absolute value to theoretical value, bear.
context: This error is called absolute error, bear.\Absolute Error\In contrast, relative error\Theoretical Value\Relative Error\Measured Value - Theoretical Value\Theoretical Value\is a ratio expressing the relationship of the absolute value to theoretical value, bear. response:	In the case of these boogers,
context: Absolute Error\In contrast, relative error\Theoretical Value\Relative Error\Measured Value - Theoretical Value\Theoretical Value\is a ratio expressing the relationship of the absolute value to theoretical value, bear.\In the case of these boogers, response:	Relative Error
context: In contrast, relative error\Theoretical Value\Relative Error\Measured Value - Theoretical Value\Theoretical Value\is a ratio expressing the relationship of the absolute value to theoretical value, bear.\In the case of these boogers,\Relative Error response:	the relative error is 0.1.
context: Theoretical Value\Relative Error\Measured Value - Theoretical Value\Theoretical Value\is a ratio expressing the relationship of the absolute value to theoretical value, bear.\In the case of these boogers,\Relative Error\the relative error is 0.1. response:	In the case of the relative error of 0.8 Himuro mentioned,
context: Relative Error\Measured Value - Theoretical Value\Theoretical Value\is a ratio expressing the relationship of the absolute value to theoretical value, bear.\In the case of these boogers,\Relative Error\the relative error is 0.1.\In the case of the relative error of 0.8 Himuro mentioned, response:	if you measured boogers that should weigh 10 grams,
context: Measured Value - Theoretical Value\Theoretical Value\is a ratio expressing the relationship of the absolute value to theoretical value, bear.\In the case of these boogers,\Relative Error\the relative error is 0.1.\In the case of the relative error of 0.8 Himuro mentioned,\if you measured boogers that should weigh 10 grams, response:	it means that the measuring was so bad, you got a weight of 18 grams, bear.
context: Theoretical Value\is a ratio expressing the relationship of the absolute value to theoretical value, bear.\In the case of these boogers,\Relative Error\the relative error is 0.1.\In the case of the relative error of 0.8 Himuro mentioned,\if you measured boogers that should weigh 10 grams,\it means that the measuring was so bad, you got a weight of 18 grams, bear. response:	Whoever did the measuring was useless scum, bear.
context: is a ratio expressing the relationship of the absolute value to theoretical value, bear.\In the case of these boogers,\Relative Error\the relative error is 0.1.\In the case of the relative error of 0.8 Himuro mentioned,\if you measured boogers that should weigh 10 grams,\it means that the measuring was so bad, you got a weight of 18 grams, bear.\Whoever did the measuring was useless scum, bear. response:	And whoever gathered 10 grams of boogers is useless scum, too, bear.
context: In the case of these boogers,\Relative Error\the relative error is 0.1.\In the case of the relative error of 0.8 Himuro mentioned,\if you measured boogers that should weigh 10 grams,\it means that the measuring was so bad, you got a weight of 18 grams, bear.\Whoever did the measuring was useless scum, bear.\And whoever gathered 10 grams of boogers is useless scum, too, bear. response:	You okay, Yukimura-senpai?
context: Relative Error\the relative error is 0.1.\In the case of the relative error of 0.8 Himuro mentioned,\if you measured boogers that should weigh 10 grams,\it means that the measuring was so bad, you got a weight of 18 grams, bear.\Whoever did the measuring was useless scum, bear.\And whoever gathered 10 grams of boogers is useless scum, too, bear.\You okay, Yukimura-senpai? response:	I made her angry again.
context: the relative error is 0.1.\In the case of the relative error of 0.8 Himuro mentioned,\if you measured boogers that should weigh 10 grams,\it means that the measuring was so bad, you got a weight of 18 grams, bear.\Whoever did the measuring was useless scum, bear.\And whoever gathered 10 grams of boogers is useless scum, too, bear.\You okay, Yukimura-senpai?\I made her angry again. response:	What could the problem have been...
context: In the case of the relative error of 0.8 Himuro mentioned,\if you measured boogers that should weigh 10 grams,\it means that the measuring was so bad, you got a weight of 18 grams, bear.\Whoever did the measuring was useless scum, bear.\And whoever gathered 10 grams of boogers is useless scum, too, bear.\You okay, Yukimura-senpai?\I made her angry again.\What could the problem have been... response:	Excluding poor physical condition and ill humor associated with menstrual cycle,
context: if you measured boogers that should weigh 10 grams,\it means that the measuring was so bad, you got a weight of 18 grams, bear.\Whoever did the measuring was useless scum, bear.\And whoever gathered 10 grams of boogers is useless scum, too, bear.\You okay, Yukimura-senpai?\I made her angry again.\What could the problem have been...\Excluding poor physical condition and ill humor associated with menstrual cycle, response:	the other details couldn't have been so very inaccurate...
context: it means that the measuring was so bad, you got a weight of 18 grams, bear.\Whoever did the measuring was useless scum, bear.\And whoever gathered 10 grams of boogers is useless scum, too, bear.\You okay, Yukimura-senpai?\I made her angry again.\What could the problem have been...\Excluding poor physical condition and ill humor associated with menstrual cycle,\the other details couldn't have been so very inaccurate... response:	If the reason for her anger is shifted in time, then any estimate grows even more difficult...
context: Whoever did the measuring was useless scum, bear.\And whoever gathered 10 grams of boogers is useless scum, too, bear.\You okay, Yukimura-senpai?\I made her angry again.\What could the problem have been...\Excluding poor physical condition and ill humor associated with menstrual cycle,\the other details couldn't have been so very inaccurate...\If the reason for her anger is shifted in time, then any estimate grows even more difficult... response:	I kinda get the feeling that's not the problem...
context: And whoever gathered 10 grams of boogers is useless scum, too, bear.\You okay, Yukimura-senpai?\I made her angry again.\What could the problem have been...\Excluding poor physical condition and ill humor associated with menstrual cycle,\the other details couldn't have been so very inaccurate...\If the reason for her anger is shifted in time, then any estimate grows even more difficult...\I kinda get the feeling that's not the problem... response:	Himuro-senpai!
context: You okay, Yukimura-senpai?\I made her angry again.\What could the problem have been...\Excluding poor physical condition and ill humor associated with menstrual cycle,\the other details couldn't have been so very inaccurate...\If the reason for her anger is shifted in time, then any estimate grows even more difficult...\I kinda get the feeling that's not the problem...\Himuro-senpai! response:	Kanade-chan?
context: I made her angry again.\What could the problem have been...\Excluding poor physical condition and ill humor associated with menstrual cycle,\the other details couldn't have been so very inaccurate...\If the reason for her anger is shifted in time, then any estimate grows even more difficult...\I kinda get the feeling that's not the problem...\Himuro-senpai!\Kanade-chan? response:	Um... Are you okay?
context: What could the problem have been...\Excluding poor physical condition and ill humor associated with menstrual cycle,\the other details couldn't have been so very inaccurate...\If the reason for her anger is shifted in time, then any estimate grows even more difficult...\I kinda get the feeling that's not the problem...\Himuro-senpai!\Kanade-chan?\Um... Are you okay? response:	What do I do?
context: Excluding poor physical condition and ill humor associated with menstrual cycle,\the other details couldn't have been so very inaccurate...\If the reason for her anger is shifted in time, then any estimate grows even more difficult...\I kinda get the feeling that's not the problem...\Himuro-senpai!\Kanade-chan?\Um... Are you okay?\What do I do? response:	Asking something like, Do you know why I'm angry...
context: the other details couldn't have been so very inaccurate...\If the reason for her anger is shifted in time, then any estimate grows even more difficult...\I kinda get the feeling that's not the problem...\Himuro-senpai!\Kanade-chan?\Um... Are you okay?\What do I do?\Asking something like, Do you know why I'm angry... response:	Why did I go and ask him that question?
context: If the reason for her anger is shifted in time, then any estimate grows even more difficult...\I kinda get the feeling that's not the problem...\Himuro-senpai!\Kanade-chan?\Um... Are you okay?\What do I do?\Asking something like, Do you know why I'm angry...\Why did I go and ask him that question? response:	It makes me seem like some stupid, annoying woman.
context: I kinda get the feeling that's not the problem...\Himuro-senpai!\Kanade-chan?\Um... Are you okay?\What do I do?\Asking something like, Do you know why I'm angry...\Why did I go and ask him that question?\It makes me seem like some stupid, annoying woman. response:	Yukimura-kun must hate me...
context: Himuro-senpai!\Kanade-chan?\Um... Are you okay?\What do I do?\Asking something like, Do you know why I'm angry...\Why did I go and ask him that question?\It makes me seem like some stupid, annoying woman.\Yukimura-kun must hate me... response:	You'd asked before you even thought about it, right?
context: Kanade-chan?\Um... Are you okay?\What do I do?\Asking something like, Do you know why I'm angry...\Why did I go and ask him that question?\It makes me seem like some stupid, annoying woman.\Yukimura-kun must hate me...\You'd asked before you even thought about it, right? response:	That's just how it goes. I understand.
context: Um... Are you okay?\What do I do?\Asking something like, Do you know why I'm angry...\Why did I go and ask him that question?\It makes me seem like some stupid, annoying woman.\Yukimura-kun must hate me...\You'd asked before you even thought about it, right?\That's just how it goes. I understand. response:	A question so difficult to respond to...
context: What do I do?\Asking something like, Do you know why I'm angry...\Why did I go and ask him that question?\It makes me seem like some stupid, annoying woman.\Yukimura-kun must hate me...\You'd asked before you even thought about it, right?\That's just how it goes. I understand.\A question so difficult to respond to... response:	I can't even present any evidence, and I...
context: Asking something like, Do you know why I'm angry...\Why did I go and ask him that question?\It makes me seem like some stupid, annoying woman.\Yukimura-kun must hate me...\You'd asked before you even thought about it, right?\That's just how it goes. I understand.\A question so difficult to respond to...\I can't even present any evidence, and I... response:	This isn't being intellectual at all!
context: Why did I go and ask him that question?\It makes me seem like some stupid, annoying woman.\Yukimura-kun must hate me...\You'd asked before you even thought about it, right?\That's just how it goes. I understand.\A question so difficult to respond to...\I can't even present any evidence, and I...\This isn't being intellectual at all! response:	Honestly, these people are just...
context: It makes me seem like some stupid, annoying woman.\Yukimura-kun must hate me...\You'd asked before you even thought about it, right?\That's just how it goes. I understand.\A question so difficult to respond to...\I can't even present any evidence, and I...\This isn't being intellectual at all!\Honestly, these people are just... response:	This place...
context: Yukimura-kun must hate me...\You'd asked before you even thought about it, right?\That's just how it goes. I understand.\A question so difficult to respond to...\I can't even present any evidence, and I...\This isn't being intellectual at all!\Honestly, these people are just...\This place... response:	The numerical value here wasn't bad, either...
context: You'd asked before you even thought about it, right?\That's just how it goes. I understand.\A question so difficult to respond to...\I can't even present any evidence, and I...\This isn't being intellectual at all!\Honestly, these people are just...\This place...\The numerical value here wasn't bad, either... response:	Details of the Argument
context: That's just how it goes. I understand.\A question so difficult to respond to...\I can't even present any evidence, and I...\This isn't being intellectual at all!\Honestly, these people are just...\This place...\The numerical value here wasn't bad, either...\Details of the Argument response:	1134 Yukimura Shinya said the following: hhhhhhhhhIf Kanade and I had done something, are there any grounds for you hhhhhhhhhto take issue with it? It isn't as if you and I are dating, are we?
context: A question so difficult to respond to...\I can't even present any evidence, and I...\This isn't being intellectual at all!\Honestly, these people are just...\This place...\The numerical value here wasn't bad, either...\Details of the Argument\1134 Yukimura Shinya said the following: hhhhhhhhhIf Kanade and I had done something, are there any grounds for you hhhhhhhhhto take issue with it? It isn't as if you and I are dating, are we? response:	Himuro Ayame struck Yukimura Shinya's left cheek with her open right hand
context: I can't even present any evidence, and I...\This isn't being intellectual at all!\Honestly, these people are just...\This place...\The numerical value here wasn't bad, either...\Details of the Argument\1134 Yukimura Shinya said the following: hhhhhhhhhIf Kanade and I had done something, are there any grounds for you hhhhhhhhhto take issue with it? It isn't as if you and I are dating, are we?\Himuro Ayame struck Yukimura Shinya's left cheek with her open right hand response:	1146 With a hint of tears in her eyes, Himuro Ayame spoke as follows: hhhhhhhhhThat's true... Strictly speaking, it isn't as if wehhhhhhhhhhhhh hhhhhhhhhare dating, is it?hhhhh
context: This isn't being intellectual at all!\Honestly, these people are just...\This place...\The numerical value here wasn't bad, either...\Details of the Argument\1134 Yukimura Shinya said the following: hhhhhhhhhIf Kanade and I had done something, are there any grounds for you hhhhhhhhhto take issue with it? It isn't as if you and I are dating, are we?\Himuro Ayame struck Yukimura Shinya's left cheek with her open right hand\1146 With a hint of tears in her eyes, Himuro Ayame spoke as follows: hhhhhhhhhThat's true... Strictly speaking, it isn't as if wehhhhhhhhhhhhh hhhhhhhhhare dating, is it?hhhhh response:	Immediately following, Himuro struck my left cheek with her open right hand.
context: Honestly, these people are just...\This place...\The numerical value here wasn't bad, either...\Details of the Argument\1134 Yukimura Shinya said the following: hhhhhhhhhIf Kanade and I had done something, are there any grounds for you hhhhhhhhhto take issue with it? It isn't as if you and I are dating, are we?\Himuro Ayame struck Yukimura Shinya's left cheek with her open right hand\1146 With a hint of tears in her eyes, Himuro Ayame spoke as follows: hhhhhhhhhThat's true... Strictly speaking, it isn't as if wehhhhhhhhhhhhh hhhhhhhhhare dating, is it?hhhhh\Immediately following, Himuro struck my left cheek with her open right hand. response:	she said, Strictly speaking, it isn't as if we are dating, is it?
context: This place...\The numerical value here wasn't bad, either...\Details of the Argument\1134 Yukimura Shinya said the following: hhhhhhhhhIf Kanade and I had done something, are there any grounds for you hhhhhhhhhto take issue with it? It isn't as if you and I are dating, are we?\Himuro Ayame struck Yukimura Shinya's left cheek with her open right hand\1146 With a hint of tears in her eyes, Himuro Ayame spoke as follows: hhhhhhhhhThat's true... Strictly speaking, it isn't as if wehhhhhhhhhhhhh hhhhhhhhhare dating, is it?hhhhh\Immediately following, Himuro struck my left cheek with her open right hand.\she said, Strictly speaking, it isn't as if we are dating, is it? response:	These are the details of the recent confrontation.
context: The numerical value here wasn't bad, either...\Details of the Argument\1134 Yukimura Shinya said the following: hhhhhhhhhIf Kanade and I had done something, are there any grounds for you hhhhhhhhhto take issue with it? It isn't as if you and I are dating, are we?\Himuro Ayame struck Yukimura Shinya's left cheek with her open right hand\1146 With a hint of tears in her eyes, Himuro Ayame spoke as follows: hhhhhhhhhThat's true... Strictly speaking, it isn't as if wehhhhhhhhhhhhh hhhhhhhhhare dating, is it?hhhhh\Immediately following, Himuro struck my left cheek with her open right hand.\she said, Strictly speaking, it isn't as if we are dating, is it?\These are the details of the recent confrontation. response:	What do you think? Where do you think the problem lies?
context: Details of the Argument\1134 Yukimura Shinya said the following: hhhhhhhhhIf Kanade and I had done something, are there any grounds for you hhhhhhhhhto take issue with it? It isn't as if you and I are dating, are we?\Himuro Ayame struck Yukimura Shinya's left cheek with her open right hand\1146 With a hint of tears in her eyes, Himuro Ayame spoke as follows: hhhhhhhhhThat's true... Strictly speaking, it isn't as if wehhhhhhhhhhhhh hhhhhhhhhare dating, is it?hhhhh\Immediately following, Himuro struck my left cheek with her open right hand.\she said, Strictly speaking, it isn't as if we are dating, is it?\These are the details of the recent confrontation.\What do you think? Where do you think the problem lies? response:	It's probably gotta be that last thing you said, Yukimura-senpai.
context: 1134 Yukimura Shinya said the following: hhhhhhhhhIf Kanade and I had done something, are there any grounds for you hhhhhhhhhto take issue with it? It isn't as if you and I are dating, are we?\Himuro Ayame struck Yukimura Shinya's left cheek with her open right hand\1146 With a hint of tears in her eyes, Himuro Ayame spoke as follows: hhhhhhhhhThat's true... Strictly speaking, it isn't as if wehhhhhhhhhhhhh hhhhhhhhhare dating, is it?hhhhh\Immediately following, Himuro struck my left cheek with her open right hand.\she said, Strictly speaking, it isn't as if we are dating, is it?\These are the details of the recent confrontation.\What do you think? Where do you think the problem lies?\It's probably gotta be that last thing you said, Yukimura-senpai. response:	I think that was a huge misstep.
context: Himuro Ayame struck Yukimura Shinya's left cheek with her open right hand\1146 With a hint of tears in her eyes, Himuro Ayame spoke as follows: hhhhhhhhhThat's true... Strictly speaking, it isn't as if wehhhhhhhhhhhhh hhhhhhhhhare dating, is it?hhhhh\Immediately following, Himuro struck my left cheek with her open right hand.\she said, Strictly speaking, it isn't as if we are dating, is it?\These are the details of the recent confrontation.\What do you think? Where do you think the problem lies?\It's probably gotta be that last thing you said, Yukimura-senpai.\I think that was a huge misstep. response:	If I ever made that choice with Aika...
context: 1146 With a hint of tears in her eyes, Himuro Ayame spoke as follows: hhhhhhhhhThat's true... Strictly speaking, it isn't as if wehhhhhhhhhhhhh hhhhhhhhhare dating, is it?hhhhh\Immediately following, Himuro struck my left cheek with her open right hand.\she said, Strictly speaking, it isn't as if we are dating, is it?\These are the details of the recent confrontation.\What do you think? Where do you think the problem lies?\It's probably gotta be that last thing you said, Yukimura-senpai.\I think that was a huge misstep.\If I ever made that choice with Aika... response:	I'd get a bloodbath ending.
context: Immediately following, Himuro struck my left cheek with her open right hand.\she said, Strictly speaking, it isn't as if we are dating, is it?\These are the details of the recent confrontation.\What do you think? Where do you think the problem lies?\It's probably gotta be that last thing you said, Yukimura-senpai.\I think that was a huge misstep.\If I ever made that choice with Aika...\I'd get a bloodbath ending. response:	You said you loved me!
context: she said, Strictly speaking, it isn't as if we are dating, is it?\These are the details of the recent confrontation.\What do you think? Where do you think the problem lies?\It's probably gotta be that last thing you said, Yukimura-senpai.\I think that was a huge misstep.\If I ever made that choice with Aika...\I'd get a bloodbath ending.\You said you loved me! response:	It was that bad?
context: These are the details of the recent confrontation.\What do you think? Where do you think the problem lies?\It's probably gotta be that last thing you said, Yukimura-senpai.\I think that was a huge misstep.\If I ever made that choice with Aika...\I'd get a bloodbath ending.\You said you loved me!\It was that bad? response:	Based on the situation, I also believe that statement to be the primary factor, but...
context: What do you think? Where do you think the problem lies?\It's probably gotta be that last thing you said, Yukimura-senpai.\I think that was a huge misstep.\If I ever made that choice with Aika...\I'd get a bloodbath ending.\You said you loved me!\It was that bad?\Based on the situation, I also believe that statement to be the primary factor, but... response:	What makes it such a problem?
