context: Lady Laffinty. response:	This way! Over here!
context: When you're done, be sure to return it to the faculty office.\No problem!\Kyono!\Huh?\Now you're one step ahead of Yoko. Keep it up.\Right!\Yes! A room for our club!\I'm happy for you. response:	And it's all thanks to you two joining the club!
context: No problem!\Kyono!\Huh?\Now you're one step ahead of Yoko. Keep it up.\Right!\Yes! A room for our club!\I'm happy for you.\And it's all thanks to you two joining the club! response:	Then I guess we should start acting more like Sweats Club members, huh?
context: Kyono!\Huh?\Now you're one step ahead of Yoko. Keep it up.\Right!\Yes! A room for our club!\I'm happy for you.\And it's all thanks to you two joining the club!\Then I guess we should start acting more like Sweats Club members, huh? response:	What do you mean?
context: Huh?\Now you're one step ahead of Yoko. Keep it up.\Right!\Yes! A room for our club!\I'm happy for you.\And it's all thanks to you two joining the club!\Then I guess we should start acting more like Sweats Club members, huh?\What do you mean? response:	The Student Council requested help with moving some of their stuff.
context: Now you're one step ahead of Yoko. Keep it up.\Right!\Yes! A room for our club!\I'm happy for you.\And it's all thanks to you two joining the club!\Then I guess we should start acting more like Sweats Club members, huh?\What do you mean?\The Student Council requested help with moving some of their stuff. response:	Muginami and I will handle that.
context: Right!\Yes! A room for our club!\I'm happy for you.\And it's all thanks to you two joining the club!\Then I guess we should start acting more like Sweats Club members, huh?\What do you mean?\The Student Council requested help with moving some of their stuff.\Muginami and I will handle that. response:	Huh?
context: Yes! A room for our club!\I'm happy for you.\And it's all thanks to you two joining the club!\Then I guess we should start acting more like Sweats Club members, huh?\What do you mean?\The Student Council requested help with moving some of their stuff.\Muginami and I will handle that.\Huh? response:	And Madoka, you can take care of the groceries that Mr. Hiroshi asked for. Right?
context: I'm happy for you.\And it's all thanks to you two joining the club!\Then I guess we should start acting more like Sweats Club members, huh?\What do you mean?\The Student Council requested help with moving some of their stuff.\Muginami and I will handle that.\Huh?\And Madoka, you can take care of the groceries that Mr. Hiroshi asked for. Right? response:	Sure. Sounds good.
context: And it's all thanks to you two joining the club!\Then I guess we should start acting more like Sweats Club members, huh?\What do you mean?\The Student Council requested help with moving some of their stuff.\Muginami and I will handle that.\Huh?\And Madoka, you can take care of the groceries that Mr. Hiroshi asked for. Right?\Sure. Sounds good. response:	You sure?
context: Then I guess we should start acting more like Sweats Club members, huh?\What do you mean?\The Student Council requested help with moving some of their stuff.\Muginami and I will handle that.\Huh?\And Madoka, you can take care of the groceries that Mr. Hiroshi asked for. Right?\Sure. Sounds good.\You sure? response:	In that case, I'll leave the rest to you two.
context: What do you mean?\The Student Council requested help with moving some of their stuff.\Muginami and I will handle that.\Huh?\And Madoka, you can take care of the groceries that Mr. Hiroshi asked for. Right?\Sure. Sounds good.\You sure?\In that case, I'll leave the rest to you two. response:	Roger that!
context: The Student Council requested help with moving some of their stuff.\Muginami and I will handle that.\Huh?\And Madoka, you can take care of the groceries that Mr. Hiroshi asked for. Right?\Sure. Sounds good.\You sure?\In that case, I'll leave the rest to you two.\Roger that! response:	Woof.
context: Muginami and I will handle that.\Huh?\And Madoka, you can take care of the groceries that Mr. Hiroshi asked for. Right?\Sure. Sounds good.\You sure?\In that case, I'll leave the rest to you two.\Roger that!\Woof. response:	Don't forget to lock up afterwards!
context: Huh?\And Madoka, you can take care of the groceries that Mr. Hiroshi asked for. Right?\Sure. Sounds good.\You sure?\In that case, I'll leave the rest to you two.\Roger that!\Woof.\Don't forget to lock up afterwards! response:	Don't forget to lock up afterwards.
context: And Madoka, you can take care of the groceries that Mr. Hiroshi asked for. Right?\Sure. Sounds good.\You sure?\In that case, I'll leave the rest to you two.\Roger that!\Woof.\Don't forget to lock up afterwards!\Don't forget to lock up afterwards. response:	Do I sound like a club captain or what?
context: Sure. Sounds good.\You sure?\In that case, I'll leave the rest to you two.\Roger that!\Woof.\Don't forget to lock up afterwards!\Don't forget to lock up afterwards.\Do I sound like a club captain or what? response:	Perfect!
context: You sure?\In that case, I'll leave the rest to you two.\Roger that!\Woof.\Don't forget to lock up afterwards!\Don't forget to lock up afterwards.\Do I sound like a club captain or what?\Perfect! response:	Shall we get going?
context: In that case, I'll leave the rest to you two.\Roger that!\Woof.\Don't forget to lock up afterwards!\Don't forget to lock up afterwards.\Do I sound like a club captain or what?\Perfect!\Shall we get going? response:	Come again!
context: Roger that!\Woof.\Don't forget to lock up afterwards!\Don't forget to lock up afterwards.\Do I sound like a club captain or what?\Perfect!\Shall we get going?\Come again! response:	Energy replenished!
context: Woof.\Don't forget to lock up afterwards!\Don't forget to lock up afterwards.\Do I sound like a club captain or what?\Perfect!\Shall we get going?\Come again!\Energy replenished! response:	Tonight I'll make a jumbo-size fish sandwich just like Uncle taught me!
context: Don't forget to lock up afterwards!\Don't forget to lock up afterwards.\Do I sound like a club captain or what?\Perfect!\Shall we get going?\Come again!\Energy replenished!\Tonight I'll make a jumbo-size fish sandwich just like Uncle taught me! response:	Uncle?
context: Don't forget to lock up afterwards.\Do I sound like a club captain or what?\Perfect!\Shall we get going?\Come again!\Energy replenished!\Tonight I'll make a jumbo-size fish sandwich just like Uncle taught me!\Uncle? response:	I think that coat looks better on me.
context: Do I sound like a club captain or what?\Perfect!\Shall we get going?\Come again!\Energy replenished!\Tonight I'll make a jumbo-size fish sandwich just like Uncle taught me!\Uncle?\I think that coat looks better on me. response:	Man, how many times we gotta go through this?
context: Perfect!\Shall we get going?\Come again!\Energy replenished!\Tonight I'll make a jumbo-size fish sandwich just like Uncle taught me!\Uncle?\I think that coat looks better on me.\Man, how many times we gotta go through this? response:	Huh? We did?
context: Shall we get going?\Come again!\Energy replenished!\Tonight I'll make a jumbo-size fish sandwich just like Uncle taught me!\Uncle?\I think that coat looks better on me.\Man, how many times we gotta go through this?\Huh? We did? response:	All right, then the next coat on sale is
context: Come again!\Energy replenished!\Tonight I'll make a jumbo-size fish sandwich just like Uncle taught me!\Uncle?\I think that coat looks better on me.\Man, how many times we gotta go through this?\Huh? We did?\All right, then the next coat on sale is response:	What are you doing?
context: Energy replenished!\Tonight I'll make a jumbo-size fish sandwich just like Uncle taught me!\Uncle?\I think that coat looks better on me.\Man, how many times we gotta go through this?\Huh? We did?\All right, then the next coat on sale is\What are you doing? response:	Hey, Madoka!
context: Tonight I'll make a jumbo-size fish sandwich just like Uncle taught me!\Uncle?\I think that coat looks better on me.\Man, how many times we gotta go through this?\Huh? We did?\All right, then the next coat on sale is\What are you doing?\Hey, Madoka! response:	This is my niece. Isn't she cute?
context: Uncle?\I think that coat looks better on me.\Man, how many times we gotta go through this?\Huh? We did?\All right, then the next coat on sale is\What are you doing?\Hey, Madoka!\This is my niece. Isn't she cute? response:	This is Giovu... Aw man, I bit my tongue again.
context: I think that coat looks better on me.\Man, how many times we gotta go through this?\Huh? We did?\All right, then the next coat on sale is\What are you doing?\Hey, Madoka!\This is my niece. Isn't she cute?\This is Giovu... Aw man, I bit my tongue again. response:	Hiroshi...
context: Man, how many times we gotta go through this?\Huh? We did?\All right, then the next coat on sale is\What are you doing?\Hey, Madoka!\This is my niece. Isn't she cute?\This is Giovu... Aw man, I bit my tongue again.\Hiroshi... response:	Y-Yes?
context: Huh? We did?\All right, then the next coat on sale is\What are you doing?\Hey, Madoka!\This is my niece. Isn't she cute?\This is Giovu... Aw man, I bit my tongue again.\Hiroshi...\Y-Yes? response:	Drinking out here, in broad daylight? How bold.
context: All right, then the next coat on sale is\What are you doing?\Hey, Madoka!\This is my niece. Isn't she cute?\This is Giovu... Aw man, I bit my tongue again.\Hiroshi...\Y-Yes?\Drinking out here, in broad daylight? How bold. response:	Well actually, he and I had bit of an argument earlier and...
context: What are you doing?\Hey, Madoka!\This is my niece. Isn't she cute?\This is Giovu... Aw man, I bit my tongue again.\Hiroshi...\Y-Yes?\Drinking out here, in broad daylight? How bold.\Well actually, he and I had bit of an argument earlier and... response:	This is... uh...
context: Hey, Madoka!\This is my niece. Isn't she cute?\This is Giovu... Aw man, I bit my tongue again.\Hiroshi...\Y-Yes?\Drinking out here, in broad daylight? How bold.\Well actually, he and I had bit of an argument earlier and...\This is... uh... response:	It's our way of making up! Yeah, that's it!
context: This is my niece. Isn't she cute?\This is Giovu... Aw man, I bit my tongue again.\Hiroshi...\Y-Yes?\Drinking out here, in broad daylight? How bold.\Well actually, he and I had bit of an argument earlier and...\This is... uh...\It's our way of making up! Yeah, that's it! response:	Want a drink too, Madoka?
context: This is Giovu... Aw man, I bit my tongue again.\Hiroshi...\Y-Yes?\Drinking out here, in broad daylight? How bold.\Well actually, he and I had bit of an argument earlier and...\This is... uh...\It's our way of making up! Yeah, that's it!\Want a drink too, Madoka? response:	No thank you!
context: Hiroshi...\Y-Yes?\Drinking out here, in broad daylight? How bold.\Well actually, he and I had bit of an argument earlier and...\This is... uh...\It's our way of making up! Yeah, that's it!\Want a drink too, Madoka?\No thank you! response:	I got everything except the soy sauce and sugar. Now go!
context: Y-Yes?\Drinking out here, in broad daylight? How bold.\Well actually, he and I had bit of an argument earlier and...\This is... uh...\It's our way of making up! Yeah, that's it!\Want a drink too, Madoka?\No thank you!\I got everything except the soy sauce and sugar. Now go! response:	See you.
context: Drinking out here, in broad daylight? How bold.\Well actually, he and I had bit of an argument earlier and...\This is... uh...\It's our way of making up! Yeah, that's it!\Want a drink too, Madoka?\No thank you!\I got everything except the soy sauce and sugar. Now go!\See you. response:	Sorry about that.
context: Well actually, he and I had bit of an argument earlier and...\This is... uh...\It's our way of making up! Yeah, that's it!\Want a drink too, Madoka?\No thank you!\I got everything except the soy sauce and sugar. Now go!\See you.\Sorry about that. response:	You are so in my way!
context: This is... uh...\It's our way of making up! Yeah, that's it!\Want a drink too, Madoka?\No thank you!\I got everything except the soy sauce and sugar. Now go!\See you.\Sorry about that.\You are so in my way! response:	How about now?
context: It's our way of making up! Yeah, that's it!\Want a drink too, Madoka?\No thank you!\I got everything except the soy sauce and sugar. Now go!\See you.\Sorry about that.\You are so in my way!\How about now? response:	Huh? Wha
context: Want a drink too, Madoka?\No thank you!\I got everything except the soy sauce and sugar. Now go!\See you.\Sorry about that.\You are so in my way!\How about now?\Huh? Wha response:	Are you all right?
context: No thank you!\I got everything except the soy sauce and sugar. Now go!\See you.\Sorry about that.\You are so in my way!\How about now?\Huh? Wha\Are you all right? response:	What are you looking at?
context: I got everything except the soy sauce and sugar. Now go!\See you.\Sorry about that.\You are so in my way!\How about now?\Huh? Wha\Are you all right?\What are you looking at? response:	Madoka, I don't think you should be wearing anything besides white
context: See you.\Sorry about that.\You are so in my way!\How about now?\Huh? Wha\Are you all right?\What are you looking at?\Madoka, I don't think you should be wearing anything besides white response:	I see.
context: Sorry about that.\You are so in my way!\How about now?\Huh? Wha\Are you all right?\What are you looking at?\Madoka, I don't think you should be wearing anything besides white\I see. response:	She really is cute.
context: You are so in my way!\How about now?\Huh? Wha\Are you all right?\What are you looking at?\Madoka, I don't think you should be wearing anything besides white\I see.\She really is cute. response:	This is the first time I've been to this town.
context: How about now?\Huh? Wha\Are you all right?\What are you looking at?\Madoka, I don't think you should be wearing anything besides white\I see.\She really is cute.\This is the first time I've been to this town. response:	So I've been walking around to see the sights.
context: Huh? Wha\Are you all right?\What are you looking at?\Madoka, I don't think you should be wearing anything besides white\I see.\She really is cute.\This is the first time I've been to this town.\So I've been walking around to see the sights. response:	But I have to say the ocean view from here is the best.
context: Are you all right?\What are you looking at?\Madoka, I don't think you should be wearing anything besides white\I see.\She really is cute.\This is the first time I've been to this town.\So I've been walking around to see the sights.\But I have to say the ocean view from here is the best. response:	Thank you.
context: What are you looking at?\Madoka, I don't think you should be wearing anything besides white\I see.\She really is cute.\This is the first time I've been to this town.\So I've been walking around to see the sights.\But I have to say the ocean view from here is the best.\Thank you. response:	Thank you?
context: Madoka, I don't think you should be wearing anything besides white\I see.\She really is cute.\This is the first time I've been to this town.\So I've been walking around to see the sights.\But I have to say the ocean view from here is the best.\Thank you.\Thank you? response:	By the way, what did you and my uncle argue about?
context: I see.\She really is cute.\This is the first time I've been to this town.\So I've been walking around to see the sights.\But I have to say the ocean view from here is the best.\Thank you.\Thank you?\By the way, what did you and my uncle argue about? response:	Well, there was only one left.
context: She really is cute.\This is the first time I've been to this town.\So I've been walking around to see the sights.\But I have to say the ocean view from here is the best.\Thank you.\Thank you?\By the way, what did you and my uncle argue about?\Well, there was only one left. response:	There's no need to argue
context: This is the first time I've been to this town.\So I've been walking around to see the sights.\But I have to say the ocean view from here is the best.\Thank you.\Thank you?\By the way, what did you and my uncle argue about?\Well, there was only one left.\There's no need to argue response:	over something if it's just lying around, right?
context: So I've been walking around to see the sights.\But I have to say the ocean view from here is the best.\Thank you.\Thank you?\By the way, what did you and my uncle argue about?\Well, there was only one left.\There's no need to argue\over something if it's just lying around, right? response:	Weren't we supposed to help out the student council?
context: But I have to say the ocean view from here is the best.\Thank you.\Thank you?\By the way, what did you and my uncle argue about?\Well, there was only one left.\There's no need to argue\over something if it's just lying around, right?\Weren't we supposed to help out the student council? response:	What are you planning?
context: Thank you.\Thank you?\By the way, what did you and my uncle argue about?\Well, there was only one left.\There's no need to argue\over something if it's just lying around, right?\Weren't we supposed to help out the student council?\What are you planning? response:	Planning?
context: Thank you?\By the way, what did you and my uncle argue about?\Well, there was only one left.\There's no need to argue\over something if it's just lying around, right?\Weren't we supposed to help out the student council?\What are you planning?\Planning? response:	What did you hope to gain by getting close to us?
context: By the way, what did you and my uncle argue about?\Well, there was only one left.\There's no need to argue\over something if it's just lying around, right?\Weren't we supposed to help out the student council?\What are you planning?\Planning?\What did you hope to gain by getting close to us? response:	I was wondering when you'd ask.
context: Well, there was only one left.\There's no need to argue\over something if it's just lying around, right?\Weren't we supposed to help out the student council?\What are you planning?\Planning?\What did you hope to gain by getting close to us?\I was wondering when you'd ask. response:	Lan, all you ever did was observe me from the shadows.
context: There's no need to argue\over something if it's just lying around, right?\Weren't we supposed to help out the student council?\What are you planning?\Planning?\What did you hope to gain by getting close to us?\I was wondering when you'd ask.\Lan, all you ever did was observe me from the shadows. response:	What do you mean?
context: over something if it's just lying around, right?\Weren't we supposed to help out the student council?\What are you planning?\Planning?\What did you hope to gain by getting close to us?\I was wondering when you'd ask.\Lan, all you ever did was observe me from the shadows.\What do you mean? response:	Yours is here, right?
context: Weren't we supposed to help out the student council?\What are you planning?\Planning?\What did you hope to gain by getting close to us?\I was wondering when you'd ask.\Lan, all you ever did was observe me from the shadows.\What do you mean?\Yours is here, right? response:	How can you have the Memoria?!
context: What are you planning?\Planning?\What did you hope to gain by getting close to us?\I was wondering when you'd ask.\Lan, all you ever did was observe me from the shadows.\What do you mean?\Yours is here, right?\How can you have the Memoria?! response:	What's so hard about it?
context: Planning?\What did you hope to gain by getting close to us?\I was wondering when you'd ask.\Lan, all you ever did was observe me from the shadows.\What do you mean?\Yours is here, right?\How can you have the Memoria?!\What's so hard about it? response:	I just stood naked in front of the Vox and then it poked me.
context: What did you hope to gain by getting close to us?\I was wondering when you'd ask.\Lan, all you ever did was observe me from the shadows.\What do you mean?\Yours is here, right?\How can you have the Memoria?!\What's so hard about it?\I just stood naked in front of the Vox and then it poked me. response:	What do you intend to do with the Vox?
context: I was wondering when you'd ask.\Lan, all you ever did was observe me from the shadows.\What do you mean?\Yours is here, right?\How can you have the Memoria?!\What's so hard about it?\I just stood naked in front of the Vox and then it poked me.\What do you intend to do with the Vox? response:	I don't know. Ask Brother.
context: Lan, all you ever did was observe me from the shadows.\What do you mean?\Yours is here, right?\How can you have the Memoria?!\What's so hard about it?\I just stood naked in front of the Vox and then it poked me.\What do you intend to do with the Vox?\I don't know. Ask Brother. response:	Brother?
context: What do you mean?\Yours is here, right?\How can you have the Memoria?!\What's so hard about it?\I just stood naked in front of the Vox and then it poked me.\What do you intend to do with the Vox?\I don't know. Ask Brother.\Brother? response:	Brother said he wanted it, that's why I came to get this.
context: Yours is here, right?\How can you have the Memoria?!\What's so hard about it?\I just stood naked in front of the Vox and then it poked me.\What do you intend to do with the Vox?\I don't know. Ask Brother.\Brother?\Brother said he wanted it, that's why I came to get this. response:	That's all.
context: How can you have the Memoria?!\What's so hard about it?\I just stood naked in front of the Vox and then it poked me.\What do you intend to do with the Vox?\I don't know. Ask Brother.\Brother?\Brother said he wanted it, that's why I came to get this.\That's all. response:	You don't know the horror that the Vox is capable of!
context: What's so hard about it?\I just stood naked in front of the Vox and then it poked me.\What do you intend to do with the Vox?\I don't know. Ask Brother.\Brother?\Brother said he wanted it, that's why I came to get this.\That's all.\You don't know the horror that the Vox is capable of! response:	Are you talking about the Legend of the Demons?
context: I just stood naked in front of the Vox and then it poked me.\What do you intend to do with the Vox?\I don't know. Ask Brother.\Brother?\Brother said he wanted it, that's why I came to get this.\That's all.\You don't know the horror that the Vox is capable of!\Are you talking about the Legend of the Demons? response:	You know about that?
context: What do you intend to do with the Vox?\I don't know. Ask Brother.\Brother?\Brother said he wanted it, that's why I came to get this.\That's all.\You don't know the horror that the Vox is capable of!\Are you talking about the Legend of the Demons?\You know about that? response:	I don't know the details.
context: I don't know. Ask Brother.\Brother?\Brother said he wanted it, that's why I came to get this.\That's all.\You don't know the horror that the Vox is capable of!\Are you talking about the Legend of the Demons?\You know about that?\I don't know the details. response:	I just heard that it's really, really scary.
context: Brother?\Brother said he wanted it, that's why I came to get this.\That's all.\You don't know the horror that the Vox is capable of!\Are you talking about the Legend of the Demons?\You know about that?\I don't know the details.\I just heard that it's really, really scary. response:	But it's just an old fairy tale, right?
context: Brother said he wanted it, that's why I came to get this.\That's all.\You don't know the horror that the Vox is capable of!\Are you talking about the Legend of the Demons?\You know about that?\I don't know the details.\I just heard that it's really, really scary.\But it's just an old fairy tale, right? response:	By the way, did you tell Madoka about this?
context: That's all.\You don't know the horror that the Vox is capable of!\Are you talking about the Legend of the Demons?\You know about that?\I don't know the details.\I just heard that it's really, really scary.\But it's just an old fairy tale, right?\By the way, did you tell Madoka about this? response:	Leave Madoka out of this.
context: You don't know the horror that the Vox is capable of!\Are you talking about the Legend of the Demons?\You know about that?\I don't know the details.\I just heard that it's really, really scary.\But it's just an old fairy tale, right?\By the way, did you tell Madoka about this?\Leave Madoka out of this. response:	Uh-oh, so you haven't told her yet?
context: Are you talking about the Legend of the Demons?\You know about that?\I don't know the details.\I just heard that it's really, really scary.\But it's just an old fairy tale, right?\By the way, did you tell Madoka about this?\Leave Madoka out of this.\Uh-oh, so you haven't told her yet? response:	I don't know, Lan, is that really a good idea?
context: You know about that?\I don't know the details.\I just heard that it's really, really scary.\But it's just an old fairy tale, right?\By the way, did you tell Madoka about this?\Leave Madoka out of this.\Uh-oh, so you haven't told her yet?\I don't know, Lan, is that really a good idea? response:	I'll tell Madoka when the time comes...
context: I don't know the details.\I just heard that it's really, really scary.\But it's just an old fairy tale, right?\By the way, did you tell Madoka about this?\Leave Madoka out of this.\Uh-oh, so you haven't told her yet?\I don't know, Lan, is that really a good idea?\I'll tell Madoka when the time comes... response:	Oh! I have a suggestion.
context: I just heard that it's really, really scary.\But it's just an old fairy tale, right?\By the way, did you tell Madoka about this?\Leave Madoka out of this.\Uh-oh, so you haven't told her yet?\I don't know, Lan, is that really a good idea?\I'll tell Madoka when the time comes...\Oh! I have a suggestion. response:	What?
context: But it's just an old fairy tale, right?\By the way, did you tell Madoka about this?\Leave Madoka out of this.\Uh-oh, so you haven't told her yet?\I don't know, Lan, is that really a good idea?\I'll tell Madoka when the time comes...\Oh! I have a suggestion.\What? response:	Brother will be coming to this town soon.
context: By the way, did you tell Madoka about this?\Leave Madoka out of this.\Uh-oh, so you haven't told her yet?\I don't know, Lan, is that really a good idea?\I'll tell Madoka when the time comes...\Oh! I have a suggestion.\What?\Brother will be coming to this town soon. response:	Actually, he should be here anytime now.
context: Leave Madoka out of this.\Uh-oh, so you haven't told her yet?\I don't know, Lan, is that really a good idea?\I'll tell Madoka when the time comes...\Oh! I have a suggestion.\What?\Brother will be coming to this town soon.\Actually, he should be here anytime now. response:	Then this town will become a battlefield for sure.
context: Uh-oh, so you haven't told her yet?\I don't know, Lan, is that really a good idea?\I'll tell Madoka when the time comes...\Oh! I have a suggestion.\What?\Brother will be coming to this town soon.\Actually, he should be here anytime now.\Then this town will become a battlefield for sure. response:	I won't let you have your way!
context: I don't know, Lan, is that really a good idea?\I'll tell Madoka when the time comes...\Oh! I have a suggestion.\What?\Brother will be coming to this town soon.\Actually, he should be here anytime now.\Then this town will become a battlefield for sure.\I won't let you have your way! response:	Of course not.
context: I'll tell Madoka when the time comes...\Oh! I have a suggestion.\What?\Brother will be coming to this town soon.\Actually, he should be here anytime now.\Then this town will become a battlefield for sure.\I won't let you have your way!\Of course not. response:	Isn't that why there's going to be a war?
context: Oh! I have a suggestion.\What?\Brother will be coming to this town soon.\Actually, he should be here anytime now.\Then this town will become a battlefield for sure.\I won't let you have your way!\Of course not.\Isn't that why there's going to be a war? response:	Anyway, war between us is inevitable.
context: What?\Brother will be coming to this town soon.\Actually, he should be here anytime now.\Then this town will become a battlefield for sure.\I won't let you have your way!\Of course not.\Isn't that why there's going to be a war?\Anyway, war between us is inevitable. response:	So...
context: Brother will be coming to this town soon.\Actually, he should be here anytime now.\Then this town will become a battlefield for sure.\I won't let you have your way!\Of course not.\Isn't that why there's going to be a war?\Anyway, war between us is inevitable.\So... response:	Let's enjoy this while we can!
context: Actually, he should be here anytime now.\Then this town will become a battlefield for sure.\I won't let you have your way!\Of course not.\Isn't that why there's going to be a war?\Anyway, war between us is inevitable.\So...\Let's enjoy this while we can! response:	Huh?
context: Then this town will become a battlefield for sure.\I won't let you have your way!\Of course not.\Isn't that why there's going to be a war?\Anyway, war between us is inevitable.\So...\Let's enjoy this while we can!\Huh? response:	I meant our student life here!
context: I won't let you have your way!\Of course not.\Isn't that why there's going to be a war?\Anyway, war between us is inevitable.\So...\Let's enjoy this while we can!\Huh?\I meant our student life here! response:	I just confirmed it.
context: Of course not.\Isn't that why there's going to be a war?\Anyway, war between us is inevitable.\So...\Let's enjoy this while we can!\Huh?\I meant our student life here!\I just confirmed it. response:	Like she said, Ignis has undergone Memoria.
context: Isn't that why there's going to be a war?\Anyway, war between us is inevitable.\So...\Let's enjoy this while we can!\Huh?\I meant our student life here!\I just confirmed it.\Like she said, Ignis has undergone Memoria. response:	How could that happen?!
context: Anyway, war between us is inevitable.\So...\Let's enjoy this while we can!\Huh?\I meant our student life here!\I just confirmed it.\Like she said, Ignis has undergone Memoria.\How could that happen?! response:	And as for Brother...
context: So...\Let's enjoy this while we can!\Huh?\I meant our student life here!\I just confirmed it.\Like she said, Ignis has undergone Memoria.\How could that happen?!\And as for Brother... response:	What did you learn?
context: Let's enjoy this while we can!\Huh?\I meant our student life here!\I just confirmed it.\Like she said, Ignis has undergone Memoria.\How could that happen?!\And as for Brother...\What did you learn? response:	The same as Muginami.
context: Huh?\I meant our student life here!\I just confirmed it.\Like she said, Ignis has undergone Memoria.\How could that happen?!\And as for Brother...\What did you learn?\The same as Muginami. response:	There isn't a criminal that matches up.
context: I meant our student life here!\I just confirmed it.\Like she said, Ignis has undergone Memoria.\How could that happen?!\And as for Brother...\What did you learn?\The same as Muginami.\There isn't a criminal that matches up. response:	Then it must be a codename.
context: I just confirmed it.\Like she said, Ignis has undergone Memoria.\How could that happen?!\And as for Brother...\What did you learn?\The same as Muginami.\There isn't a criminal that matches up.\Then it must be a codename. response:	Listen, find out who this Brother is, no matter what.
context: Like she said, Ignis has undergone Memoria.\How could that happen?!\And as for Brother...\What did you learn?\The same as Muginami.\There isn't a criminal that matches up.\Then it must be a codename.\Listen, find out who this Brother is, no matter what. response:	I understand.
context: How could that happen?!\And as for Brother...\What did you learn?\The same as Muginami.\There isn't a criminal that matches up.\Then it must be a codename.\Listen, find out who this Brother is, no matter what.\I understand. response:	Brother...
context: And as for Brother...\What did you learn?\The same as Muginami.\There isn't a criminal that matches up.\Then it must be a codename.\Listen, find out who this Brother is, no matter what.\I understand.\Brother... response:	I'm home.
context: What did you learn?\The same as Muginami.\There isn't a criminal that matches up.\Then it must be a codename.\Listen, find out who this Brother is, no matter what.\I understand.\Brother...\I'm home. response:	You have a customer.
context: The same as Muginami.\There isn't a criminal that matches up.\Then it must be a codename.\Listen, find out who this Brother is, no matter what.\I understand.\Brother...\I'm home.\You have a customer. response:	Giuvi...!
context: There isn't a criminal that matches up.\Then it must be a codename.\Listen, find out who this Brother is, no matter what.\I understand.\Brother...\I'm home.\You have a customer.\Giuvi...! response:	It's Villa. Villagiulio.
context: Then it must be a codename.\Listen, find out who this Brother is, no matter what.\I understand.\Brother...\I'm home.\You have a customer.\Giuvi...!\It's Villa. Villagiulio. response:	What brings you here?
context: Listen, find out who this Brother is, no matter what.\I understand.\Brother...\I'm home.\You have a customer.\Giuvi...!\It's Villa. Villagiulio.\What brings you here? response:	As a token of my apology for upsetting Madoka,
context: I understand.\Brother...\I'm home.\You have a customer.\Giuvi...!\It's Villa. Villagiulio.\What brings you here?\As a token of my apology for upsetting Madoka, response:	I helped her pick up trash.
context: Brother...\I'm home.\You have a customer.\Giuvi...!\It's Villa. Villagiulio.\What brings you here?\As a token of my apology for upsetting Madoka,\I helped her pick up trash. response:	Then she said she'd treat me.
context: I'm home.\You have a customer.\Giuvi...!\It's Villa. Villagiulio.\What brings you here?\As a token of my apology for upsetting Madoka,\I helped her pick up trash.\Then she said she'd treat me. response:	I did not!
context: You have a customer.\Giuvi...!\It's Villa. Villagiulio.\What brings you here?\As a token of my apology for upsetting Madoka,\I helped her pick up trash.\Then she said she'd treat me.\I did not! response:	I just said we deserve to have some good food after picking up all that trash!
context: Giuvi...!\It's Villa. Villagiulio.\What brings you here?\As a token of my apology for upsetting Madoka,\I helped her pick up trash.\Then she said she'd treat me.\I did not!\I just said we deserve to have some good food after picking up all that trash! response:	Hey.
context: It's Villa. Villagiulio.\What brings you here?\As a token of my apology for upsetting Madoka,\I helped her pick up trash.\Then she said she'd treat me.\I did not!\I just said we deserve to have some good food after picking up all that trash!\Hey. response:	How have you been?
context: What brings you here?\As a token of my apology for upsetting Madoka,\I helped her pick up trash.\Then she said she'd treat me.\I did not!\I just said we deserve to have some good food after picking up all that trash!\Hey.\How have you been? response:	Brother...
context: As a token of my apology for upsetting Madoka,\I helped her pick up trash.\Then she said she'd treat me.\I did not!\I just said we deserve to have some good food after picking up all that trash!\Hey.\How have you been?\Brother... response:	Brother?!
context: I helped her pick up trash.\Then she said she'd treat me.\I did not!\I just said we deserve to have some good food after picking up all that trash!\Hey.\How have you been?\Brother...\Brother?! response:	Brother!
context: Then she said she'd treat me.\I did not!\I just said we deserve to have some good food after picking up all that trash!\Hey.\How have you been?\Brother...\Brother?!\Brother! response:	You're so late!
context: I did not!\I just said we deserve to have some good food after picking up all that trash!\Hey.\How have you been?\Brother...\Brother?!\Brother!\You're so late! response:	I've been waiting for you this whole time!
context: I just said we deserve to have some good food after picking up all that trash!\Hey.\How have you been?\Brother...\Brother?!\Brother!\You're so late!\I've been waiting for you this whole time! response:	I just knew you'd come here!
context: Hey.\How have you been?\Brother...\Brother?!\Brother!\You're so late!\I've been waiting for you this whole time!\I just knew you'd come here! response:	Muginami,
context: How have you been?\Brother...\Brother?!\Brother!\You're so late!\I've been waiting for you this whole time!\I just knew you'd come here!\Muginami, response:	is he your older brother?
context: Brother...\Brother?!\Brother!\You're so late!\I've been waiting for you this whole time!\I just knew you'd come here!\Muginami,\is he your older brother? response:	Yes.
context: Brother?!\Brother!\You're so late!\I've been waiting for you this whole time!\I just knew you'd come here!\Muginami,\is he your older brother?\Yes. response:	Even though we're not related,
context: Brother!\You're so late!\I've been waiting for you this whole time!\I just knew you'd come here!\Muginami,\is he your older brother?\Yes.\Even though we're not related, response:	he's my brother!
