context: A customer booked a tour, and she specifically requested me! response:	It's time to show how much you've learned from your training.
context: Let's enjoy this together.\Ma'am, is there any specific place that you'd like to see?\Let's see...\I'll leave it up to you.\Eh? You'll leave it up... to me?\I've been a big fan of Neo-Venezia ever since I was young.\I've visited this city several times, so I've already seen all the major sightseeing spots.\I see. response:	So, if you don't mind, could you show me a side of Neo-Venezia that only you know?
context: Ma'am, is there any specific place that you'd like to see?\Let's see...\I'll leave it up to you.\Eh? You'll leave it up... to me?\I've been a big fan of Neo-Venezia ever since I was young.\I've visited this city several times, so I've already seen all the major sightseeing spots.\I see.\So, if you don't mind, could you show me a side of Neo-Venezia that only you know? response:	Yes, I'll do my very best!
context: Let's see...\I'll leave it up to you.\Eh? You'll leave it up... to me?\I've been a big fan of Neo-Venezia ever since I was young.\I've visited this city several times, so I've already seen all the major sightseeing spots.\I see.\So, if you don't mind, could you show me a side of Neo-Venezia that only you know?\Yes, I'll do my very best! response:	They're off.
context: I'll leave it up to you.\Eh? You'll leave it up... to me?\I've been a big fan of Neo-Venezia ever since I was young.\I've visited this city several times, so I've already seen all the major sightseeing spots.\I see.\So, if you don't mind, could you show me a side of Neo-Venezia that only you know?\Yes, I'll do my very best!\They're off. response:	Aika, I thought we were going to practice?
context: Eh? You'll leave it up... to me?\I've been a big fan of Neo-Venezia ever since I was young.\I've visited this city several times, so I've already seen all the major sightseeing spots.\I see.\So, if you don't mind, could you show me a side of Neo-Venezia that only you know?\Yes, I'll do my very best!\They're off.\Aika, I thought we were going to practice? response:	W-Well, aren't you worried about Akari being out there on her own, though?
context: I've been a big fan of Neo-Venezia ever since I was young.\I've visited this city several times, so I've already seen all the major sightseeing spots.\I see.\So, if you don't mind, could you show me a side of Neo-Venezia that only you know?\Yes, I'll do my very best!\They're off.\Aika, I thought we were going to practice?\W-Well, aren't you worried about Akari being out there on her own, though? response:	Besides, you can leave if you want, Junior.
context: I've visited this city several times, so I've already seen all the major sightseeing spots.\I see.\So, if you don't mind, could you show me a side of Neo-Venezia that only you know?\Yes, I'll do my very best!\They're off.\Aika, I thought we were going to practice?\W-Well, aren't you worried about Akari being out there on her own, though?\Besides, you can leave if you want, Junior. response:	No, I'll accompany you.
context: I see.\So, if you don't mind, could you show me a side of Neo-Venezia that only you know?\Yes, I'll do my very best!\They're off.\Aika, I thought we were going to practice?\W-Well, aren't you worried about Akari being out there on her own, though?\Besides, you can leave if you want, Junior.\No, I'll accompany you. response:	If she is the legendary examiner, I'm really curious what kind of inspection she performs.
context: So, if you don't mind, could you show me a side of Neo-Venezia that only you know?\Yes, I'll do my very best!\They're off.\Aika, I thought we were going to practice?\W-Well, aren't you worried about Akari being out there on her own, though?\Besides, you can leave if you want, Junior.\No, I'll accompany you.\If she is the legendary examiner, I'm really curious what kind of inspection she performs. response:	I-I see...
context: Yes, I'll do my very best!\They're off.\Aika, I thought we were going to practice?\W-Well, aren't you worried about Akari being out there on her own, though?\Besides, you can leave if you want, Junior.\No, I'll accompany you.\If she is the legendary examiner, I'm really curious what kind of inspection she performs.\I-I see... response:	Okay, Junior! Let's get going then!
context: They're off.\Aika, I thought we were going to practice?\W-Well, aren't you worried about Akari being out there on her own, though?\Besides, you can leave if you want, Junior.\No, I'll accompany you.\If she is the legendary examiner, I'm really curious what kind of inspection she performs.\I-I see...\Okay, Junior! Let's get going then! response:	Go!
context: Aika, I thought we were going to practice?\W-Well, aren't you worried about Akari being out there on her own, though?\Besides, you can leave if you want, Junior.\No, I'll accompany you.\If she is the legendary examiner, I'm really curious what kind of inspection she performs.\I-I see...\Okay, Junior! Let's get going then!\Go! response:	Roger!
context: W-Well, aren't you worried about Akari being out there on her own, though?\Besides, you can leave if you want, Junior.\No, I'll accompany you.\If she is the legendary examiner, I'm really curious what kind of inspection she performs.\I-I see...\Okay, Junior! Let's get going then!\Go!\Roger! response:	Ma'am, please look at the building up ahead on your right.
context: Besides, you can leave if you want, Junior.\No, I'll accompany you.\If she is the legendary examiner, I'm really curious what kind of inspection she performs.\I-I see...\Okay, Junior! Let's get going then!\Go!\Roger!\Ma'am, please look at the building up ahead on your right. response:	It's not a historic building, but...
context: No, I'll accompany you.\If she is the legendary examiner, I'm really curious what kind of inspection she performs.\I-I see...\Okay, Junior! Let's get going then!\Go!\Roger!\Ma'am, please look at the building up ahead on your right.\It's not a historic building, but... response:	If we move over here...
context: If she is the legendary examiner, I'm really curious what kind of inspection she performs.\I-I see...\Okay, Junior! Let's get going then!\Go!\Roger!\Ma'am, please look at the building up ahead on your right.\It's not a historic building, but...\If we move over here... response:	Please notice the statue on the roof.
context: I-I see...\Okay, Junior! Let's get going then!\Go!\Roger!\Ma'am, please look at the building up ahead on your right.\It's not a historic building, but...\If we move over here...\Please notice the statue on the roof. response:	Oh, my.
context: Okay, Junior! Let's get going then!\Go!\Roger!\Ma'am, please look at the building up ahead on your right.\It's not a historic building, but...\If we move over here...\Please notice the statue on the roof.\Oh, my. response:	When you're in this exact spot, the statue appears to be holding Ukijima.
context: Go!\Roger!\Ma'am, please look at the building up ahead on your right.\It's not a historic building, but...\If we move over here...\Please notice the statue on the roof.\Oh, my.\When you're in this exact spot, the statue appears to be holding Ukijima. response:	Oh, my! How interesting.
context: Roger!\Ma'am, please look at the building up ahead on your right.\It's not a historic building, but...\If we move over here...\Please notice the statue on the roof.\Oh, my.\When you're in this exact spot, the statue appears to be holding Ukijima.\Oh, my! How interesting. response:	It really is.
context: Ma'am, please look at the building up ahead on your right.\It's not a historic building, but...\If we move over here...\Please notice the statue on the roof.\Oh, my.\When you're in this exact spot, the statue appears to be holding Ukijima.\Oh, my! How interesting.\It really is. response:	Thank goodness!
context: It's not a historic building, but...\If we move over here...\Please notice the statue on the roof.\Oh, my.\When you're in this exact spot, the statue appears to be holding Ukijima.\Oh, my! How interesting.\It really is.\Thank goodness! response:	Akari?
context: If we move over here...\Please notice the statue on the roof.\Oh, my.\When you're in this exact spot, the statue appears to be holding Ukijima.\Oh, my! How interesting.\It really is.\Thank goodness!\Akari? response:	Yes?
context: Please notice the statue on the roof.\Oh, my.\When you're in this exact spot, the statue appears to be holding Ukijima.\Oh, my! How interesting.\It really is.\Thank goodness!\Akari?\Yes? response:	Could you move the gondola forward a little, please?
context: Oh, my.\When you're in this exact spot, the statue appears to be holding Ukijima.\Oh, my! How interesting.\It really is.\Thank goodness!\Akari?\Yes?\Could you move the gondola forward a little, please? response:	Yes ma'am.
context: When you're in this exact spot, the statue appears to be holding Ukijima.\Oh, my! How interesting.\It really is.\Thank goodness!\Akari?\Yes?\Could you move the gondola forward a little, please?\Yes ma'am. response:	Is this okay?
context: Oh, my! How interesting.\It really is.\Thank goodness!\Akari?\Yes?\Could you move the gondola forward a little, please?\Yes ma'am.\Is this okay? response:	Yes. Is this okay?
context: It really is.\Thank goodness!\Akari?\Yes?\Could you move the gondola forward a little, please?\Yes ma'am.\Is this okay?\Yes. Is this okay? response:	Yes.
context: Thank goodness!\Akari?\Yes?\Could you move the gondola forward a little, please?\Yes ma'am.\Is this okay?\Yes. Is this okay?\Yes. response:	Could you go in between those two palina, please?
context: Akari?\Yes?\Could you move the gondola forward a little, please?\Yes ma'am.\Is this okay?\Yes. Is this okay?\Yes.\Could you go in between those two palina, please? response:	Of course.
context: Yes?\Could you move the gondola forward a little, please?\Yes ma'am.\Is this okay?\Yes. Is this okay?\Yes.\Could you go in between those two palina, please?\Of course. response:	Is this spot okay?
context: Could you move the gondola forward a little, please?\Yes ma'am.\Is this okay?\Yes. Is this okay?\Yes.\Could you go in between those two palina, please?\Of course.\Is this spot okay? response:	Yes, thank you.
context: Yes ma'am.\Is this okay?\Yes. Is this okay?\Yes.\Could you go in between those two palina, please?\Of course.\Is this spot okay?\Yes, thank you. response:	It's two statues now!
context: Is this okay?\Yes. Is this okay?\Yes.\Could you go in between those two palina, please?\Of course.\Is this spot okay?\Yes, thank you.\It's two statues now! response:	This view can only be seen when you're in between these two palina.
context: Yes. Is this okay?\Yes.\Could you go in between those two palina, please?\Of course.\Is this spot okay?\Yes, thank you.\It's two statues now!\This view can only be seen when you're in between these two palina. response:	You've been here before, haven't you, Ms. Amarantha?
context: Yes.\Could you go in between those two palina, please?\Of course.\Is this spot okay?\Yes, thank you.\It's two statues now!\This view can only be seen when you're in between these two palina.\You've been here before, haven't you, Ms. Amarantha? response:	Yes, I've been here once before.
context: Could you go in between those two palina, please?\Of course.\Is this spot okay?\Yes, thank you.\It's two statues now!\This view can only be seen when you're in between these two palina.\You've been here before, haven't you, Ms. Amarantha?\Yes, I've been here once before. response:	But it was fun.
context: Of course.\Is this spot okay?\Yes, thank you.\It's two statues now!\This view can only be seen when you're in between these two palina.\You've been here before, haven't you, Ms. Amarantha?\Yes, I've been here once before.\But it was fun. response:	Where are you going to take me next?
context: Is this spot okay?\Yes, thank you.\It's two statues now!\This view can only be seen when you're in between these two palina.\You've been here before, haven't you, Ms. Amarantha?\Yes, I've been here once before.\But it was fun.\Where are you going to take me next? response:	Well then, allow me take you to our next destination.
context: Yes, thank you.\It's two statues now!\This view can only be seen when you're in between these two palina.\You've been here before, haven't you, Ms. Amarantha?\Yes, I've been here once before.\But it was fun.\Where are you going to take me next?\Well then, allow me take you to our next destination. response:	Is there something special about this spot?
context: It's two statues now!\This view can only be seen when you're in between these two palina.\You've been here before, haven't you, Ms. Amarantha?\Yes, I've been here once before.\But it was fun.\Where are you going to take me next?\Well then, allow me take you to our next destination.\Is there something special about this spot? response:	Not that I know of...
context: This view can only be seen when you're in between these two palina.\You've been here before, haven't you, Ms. Amarantha?\Yes, I've been here once before.\But it was fun.\Where are you going to take me next?\Well then, allow me take you to our next destination.\Is there something special about this spot?\Not that I know of... response:	It looks like everything's going well.
context: You've been here before, haven't you, Ms. Amarantha?\Yes, I've been here once before.\But it was fun.\Where are you going to take me next?\Well then, allow me take you to our next destination.\Is there something special about this spot?\Not that I know of...\It looks like everything's going well. response:	So far, sure. But the scary part is yet to come.
context: Yes, I've been here once before.\But it was fun.\Where are you going to take me next?\Well then, allow me take you to our next destination.\Is there something special about this spot?\Not that I know of...\It looks like everything's going well.\So far, sure. But the scary part is yet to come. response:	Junior! Back up, back up!
context: But it was fun.\Where are you going to take me next?\Well then, allow me take you to our next destination.\Is there something special about this spot?\Not that I know of...\It looks like everything's going well.\So far, sure. But the scary part is yet to come.\Junior! Back up, back up! response:	This pastor is creating an accurate miniature replica of Neo-Venezia.
context: Where are you going to take me next?\Well then, allow me take you to our next destination.\Is there something special about this spot?\Not that I know of...\It looks like everything's going well.\So far, sure. But the scary part is yet to come.\Junior! Back up, back up!\This pastor is creating an accurate miniature replica of Neo-Venezia. response:	It's been two years since I started this as a hobby.
context: Well then, allow me take you to our next destination.\Is there something special about this spot?\Not that I know of...\It looks like everything's going well.\So far, sure. But the scary part is yet to come.\Junior! Back up, back up!\This pastor is creating an accurate miniature replica of Neo-Venezia.\It's been two years since I started this as a hobby. response:	The main island of Neo-Venezia is finally starting to take shape.
context: Is there something special about this spot?\Not that I know of...\It looks like everything's going well.\So far, sure. But the scary part is yet to come.\Junior! Back up, back up!\This pastor is creating an accurate miniature replica of Neo-Venezia.\It's been two years since I started this as a hobby.\The main island of Neo-Venezia is finally starting to take shape. response:	I wonder what they're looking at?
context: Not that I know of...\It looks like everything's going well.\So far, sure. But the scary part is yet to come.\Junior! Back up, back up!\This pastor is creating an accurate miniature replica of Neo-Venezia.\It's been two years since I started this as a hobby.\The main island of Neo-Venezia is finally starting to take shape.\I wonder what they're looking at? response:	Who would have thought there'd be a sightseeing spot here?
context: It looks like everything's going well.\So far, sure. But the scary part is yet to come.\Junior! Back up, back up!\This pastor is creating an accurate miniature replica of Neo-Venezia.\It's been two years since I started this as a hobby.\The main island of Neo-Venezia is finally starting to take shape.\I wonder what they're looking at?\Who would have thought there'd be a sightseeing spot here? response:	What's the matter, President Aria?
context: So far, sure. But the scary part is yet to come.\Junior! Back up, back up!\This pastor is creating an accurate miniature replica of Neo-Venezia.\It's been two years since I started this as a hobby.\The main island of Neo-Venezia is finally starting to take shape.\I wonder what they're looking at?\Who would have thought there'd be a sightseeing spot here?\What's the matter, President Aria? response:	Oh, is that so?
context: Junior! Back up, back up!\This pastor is creating an accurate miniature replica of Neo-Venezia.\It's been two years since I started this as a hobby.\The main island of Neo-Venezia is finally starting to take shape.\I wonder what they're looking at?\Who would have thought there'd be a sightseeing spot here?\What's the matter, President Aria?\Oh, is that so? response:	Last time I was here, you had only completed the District of San Marco.
context: This pastor is creating an accurate miniature replica of Neo-Venezia.\It's been two years since I started this as a hobby.\The main island of Neo-Venezia is finally starting to take shape.\I wonder what they're looking at?\Who would have thought there'd be a sightseeing spot here?\What's the matter, President Aria?\Oh, is that so?\Last time I was here, you had only completed the District of San Marco. response:	I'm guessing it'll probably take me another five years to complete the whole thing.
context: It's been two years since I started this as a hobby.\The main island of Neo-Venezia is finally starting to take shape.\I wonder what they're looking at?\Who would have thought there'd be a sightseeing spot here?\What's the matter, President Aria?\Oh, is that so?\Last time I was here, you had only completed the District of San Marco.\I'm guessing it'll probably take me another five years to complete the whole thing. response:	Feel free to come back and see it anytime.
context: The main island of Neo-Venezia is finally starting to take shape.\I wonder what they're looking at?\Who would have thought there'd be a sightseeing spot here?\What's the matter, President Aria?\Oh, is that so?\Last time I was here, you had only completed the District of San Marco.\I'm guessing it'll probably take me another five years to complete the whole thing.\Feel free to come back and see it anytime. response:	Thank you very much.
context: I wonder what they're looking at?\Who would have thought there'd be a sightseeing spot here?\What's the matter, President Aria?\Oh, is that so?\Last time I was here, you had only completed the District of San Marco.\I'm guessing it'll probably take me another five years to complete the whole thing.\Feel free to come back and see it anytime.\Thank you very much. response:	There are many different kinds of people here, aren't there?
context: Who would have thought there'd be a sightseeing spot here?\What's the matter, President Aria?\Oh, is that so?\Last time I was here, you had only completed the District of San Marco.\I'm guessing it'll probably take me another five years to complete the whole thing.\Feel free to come back and see it anytime.\Thank you very much.\There are many different kinds of people here, aren't there? response:	Yes!
context: What's the matter, President Aria?\Oh, is that so?\Last time I was here, you had only completed the District of San Marco.\I'm guessing it'll probably take me another five years to complete the whole thing.\Feel free to come back and see it anytime.\Thank you very much.\There are many different kinds of people here, aren't there?\Yes! response:	Everyone's a big fan of Neo-Venezia.
context: Oh, is that so?\Last time I was here, you had only completed the District of San Marco.\I'm guessing it'll probably take me another five years to complete the whole thing.\Feel free to come back and see it anytime.\Thank you very much.\There are many different kinds of people here, aren't there?\Yes!\Everyone's a big fan of Neo-Venezia. response:	Fans Pontedi Rialto San Marco
context: Last time I was here, you had only completed the District of San Marco.\I'm guessing it'll probably take me another five years to complete the whole thing.\Feel free to come back and see it anytime.\Thank you very much.\There are many different kinds of people here, aren't there?\Yes!\Everyone's a big fan of Neo-Venezia.\Fans Pontedi Rialto San Marco response:	The Original Buttered Baked Potatoes
context: I'm guessing it'll probably take me another five years to complete the whole thing.\Feel free to come back and see it anytime.\Thank you very much.\There are many different kinds of people here, aren't there?\Yes!\Everyone's a big fan of Neo-Venezia.\Fans Pontedi Rialto San Marco\The Original Buttered Baked Potatoes response:	Here you go.
context: Feel free to come back and see it anytime.\Thank you very much.\There are many different kinds of people here, aren't there?\Yes!\Everyone's a big fan of Neo-Venezia.\Fans Pontedi Rialto San Marco\The Original Buttered Baked Potatoes\Here you go. response:	Thank you very much.
context: Thank you very much.\There are many different kinds of people here, aren't there?\Yes!\Everyone's a big fan of Neo-Venezia.\Fans Pontedi Rialto San Marco\The Original Buttered Baked Potatoes\Here you go.\Thank you very much. response:	Here, Alicia.
context: There are many different kinds of people here, aren't there?\Yes!\Everyone's a big fan of Neo-Venezia.\Fans Pontedi Rialto San Marco\The Original Buttered Baked Potatoes\Here you go.\Thank you very much.\Here, Alicia. response:	Thank you, Akari.
context: Yes!\Everyone's a big fan of Neo-Venezia.\Fans Pontedi Rialto San Marco\The Original Buttered Baked Potatoes\Here you go.\Thank you very much.\Here, Alicia.\Thank you, Akari. response:	Yes, yes. There's one for you, too.
context: Everyone's a big fan of Neo-Venezia.\Fans Pontedi Rialto San Marco\The Original Buttered Baked Potatoes\Here you go.\Thank you very much.\Here, Alicia.\Thank you, Akari.\Yes, yes. There's one for you, too. response:	It's delicious.
context: Fans Pontedi Rialto San Marco\The Original Buttered Baked Potatoes\Here you go.\Thank you very much.\Here, Alicia.\Thank you, Akari.\Yes, yes. There's one for you, too.\It's delicious. response:	Yes. It's the best buttered baked potato in Neo-Venezia, after all!
context: The Original Buttered Baked Potatoes\Here you go.\Thank you very much.\Here, Alicia.\Thank you, Akari.\Yes, yes. There's one for you, too.\It's delicious.\Yes. It's the best buttered baked potato in Neo-Venezia, after all! response:	President Aria, it's hot, so I'll cool it down for you.
context: Here you go.\Thank you very much.\Here, Alicia.\Thank you, Akari.\Yes, yes. There's one for you, too.\It's delicious.\Yes. It's the best buttered baked potato in Neo-Venezia, after all!\President Aria, it's hot, so I'll cool it down for you. response:	Here you go.
context: Thank you very much.\Here, Alicia.\Thank you, Akari.\Yes, yes. There's one for you, too.\It's delicious.\Yes. It's the best buttered baked potato in Neo-Venezia, after all!\President Aria, it's hot, so I'll cool it down for you.\Here you go. response:	Excuse me, Mr. Shopkeeper.
context: Here, Alicia.\Thank you, Akari.\Yes, yes. There's one for you, too.\It's delicious.\Yes. It's the best buttered baked potato in Neo-Venezia, after all!\President Aria, it's hot, so I'll cool it down for you.\Here you go.\Excuse me, Mr. Shopkeeper. response:	Yes?
context: Thank you, Akari.\Yes, yes. There's one for you, too.\It's delicious.\Yes. It's the best buttered baked potato in Neo-Venezia, after all!\President Aria, it's hot, so I'll cool it down for you.\Here you go.\Excuse me, Mr. Shopkeeper.\Yes? response:	Have you changed the butter recently?
context: Yes, yes. There's one for you, too.\It's delicious.\Yes. It's the best buttered baked potato in Neo-Venezia, after all!\President Aria, it's hot, so I'll cool it down for you.\Here you go.\Excuse me, Mr. Shopkeeper.\Yes?\Have you changed the butter recently? response:	Well, the shop I always used to purchase my butter from closed down.
context: It's delicious.\Yes. It's the best buttered baked potato in Neo-Venezia, after all!\President Aria, it's hot, so I'll cool it down for you.\Here you go.\Excuse me, Mr. Shopkeeper.\Yes?\Have you changed the butter recently?\Well, the shop I always used to purchase my butter from closed down. response:	Does it taste bad? I thought I chose a good new butter, but...
context: Yes. It's the best buttered baked potato in Neo-Venezia, after all!\President Aria, it's hot, so I'll cool it down for you.\Here you go.\Excuse me, Mr. Shopkeeper.\Yes?\Have you changed the butter recently?\Well, the shop I always used to purchase my butter from closed down.\Does it taste bad? I thought I chose a good new butter, but... response:	Not at all, it tastes even better now.
context: President Aria, it's hot, so I'll cool it down for you.\Here you go.\Excuse me, Mr. Shopkeeper.\Yes?\Have you changed the butter recently?\Well, the shop I always used to purchase my butter from closed down.\Does it taste bad? I thought I chose a good new butter, but...\Not at all, it tastes even better now. response:	Really? What a relief!
context: Here you go.\Excuse me, Mr. Shopkeeper.\Yes?\Have you changed the butter recently?\Well, the shop I always used to purchase my butter from closed down.\Does it taste bad? I thought I chose a good new butter, but...\Not at all, it tastes even better now.\Really? What a relief! response:	Thank you for your continued patronage!
context: Excuse me, Mr. Shopkeeper.\Yes?\Have you changed the butter recently?\Well, the shop I always used to purchase my butter from closed down.\Does it taste bad? I thought I chose a good new butter, but...\Not at all, it tastes even better now.\Really? What a relief!\Thank you for your continued patronage! response:	Continued?
context: Yes?\Have you changed the butter recently?\Well, the shop I always used to purchase my butter from closed down.\Does it taste bad? I thought I chose a good new butter, but...\Not at all, it tastes even better now.\Really? What a relief!\Thank you for your continued patronage!\Continued? response:	I want to eat buttered potatoes, too!
context: Have you changed the butter recently?\Well, the shop I always used to purchase my butter from closed down.\Does it taste bad? I thought I chose a good new butter, but...\Not at all, it tastes even better now.\Really? What a relief!\Thank you for your continued patronage!\Continued?\I want to eat buttered potatoes, too! response:	Please restrain yourself, Aika.
context: Well, the shop I always used to purchase my butter from closed down.\Does it taste bad? I thought I chose a good new butter, but...\Not at all, it tastes even better now.\Really? What a relief!\Thank you for your continued patronage!\Continued?\I want to eat buttered potatoes, too!\Please restrain yourself, Aika. response:	But...
context: Does it taste bad? I thought I chose a good new butter, but...\Not at all, it tastes even better now.\Really? What a relief!\Thank you for your continued patronage!\Continued?\I want to eat buttered potatoes, too!\Please restrain yourself, Aika.\But... response:	Oh, my.
context: Not at all, it tastes even better now.\Really? What a relief!\Thank you for your continued patronage!\Continued?\I want to eat buttered potatoes, too!\Please restrain yourself, Aika.\But...\Oh, my. response:	Our scheduled time is almost up.
context: Really? What a relief!\Thank you for your continued patronage!\Continued?\I want to eat buttered potatoes, too!\Please restrain yourself, Aika.\But...\Oh, my.\Our scheduled time is almost up. response:	Ah, yes. It is, isn't it?
context: Thank you for your continued patronage!\Continued?\I want to eat buttered potatoes, too!\Please restrain yourself, Aika.\But...\Oh, my.\Our scheduled time is almost up.\Ah, yes. It is, isn't it? response:	Thank you very much for today, Akari. I had so much fun!
context: Continued?\I want to eat buttered potatoes, too!\Please restrain yourself, Aika.\But...\Oh, my.\Our scheduled time is almost up.\Ah, yes. It is, isn't it?\Thank you very much for today, Akari. I had so much fun! response:	Um, Ms. Amarantha, Alicia.
context: I want to eat buttered potatoes, too!\Please restrain yourself, Aika.\But...\Oh, my.\Our scheduled time is almost up.\Ah, yes. It is, isn't it?\Thank you very much for today, Akari. I had so much fun!\Um, Ms. Amarantha, Alicia. response:	There's one more really special place I'd like to show you.
context: Please restrain yourself, Aika.\But...\Oh, my.\Our scheduled time is almost up.\Ah, yes. It is, isn't it?\Thank you very much for today, Akari. I had so much fun!\Um, Ms. Amarantha, Alicia.\There's one more really special place I'd like to show you. response:	Is there any way you'd allow me to take you to one last spot?
context: But...\Oh, my.\Our scheduled time is almost up.\Ah, yes. It is, isn't it?\Thank you very much for today, Akari. I had so much fun!\Um, Ms. Amarantha, Alicia.\There's one more really special place I'd like to show you.\Is there any way you'd allow me to take you to one last spot? response:	I still have some time. Please, let's go see it.
context: Oh, my.\Our scheduled time is almost up.\Ah, yes. It is, isn't it?\Thank you very much for today, Akari. I had so much fun!\Um, Ms. Amarantha, Alicia.\There's one more really special place I'd like to show you.\Is there any way you'd allow me to take you to one last spot?\I still have some time. Please, let's go see it. response:	Thank you very much!
context: Our scheduled time is almost up.\Ah, yes. It is, isn't it?\Thank you very much for today, Akari. I had so much fun!\Um, Ms. Amarantha, Alicia.\There's one more really special place I'd like to show you.\Is there any way you'd allow me to take you to one last spot?\I still have some time. Please, let's go see it.\Thank you very much! response:	I wonder what happened?
context: Ah, yes. It is, isn't it?\Thank you very much for today, Akari. I had so much fun!\Um, Ms. Amarantha, Alicia.\There's one more really special place I'd like to show you.\Is there any way you'd allow me to take you to one last spot?\I still have some time. Please, let's go see it.\Thank you very much!\I wonder what happened? response:	Maybe... the lady said she failed?
context: Thank you very much for today, Akari. I had so much fun!\Um, Ms. Amarantha, Alicia.\There's one more really special place I'd like to show you.\Is there any way you'd allow me to take you to one last spot?\I still have some time. Please, let's go see it.\Thank you very much!\I wonder what happened?\Maybe... the lady said she failed? response:	Ehh?! N-No way!
context: Um, Ms. Amarantha, Alicia.\There's one more really special place I'd like to show you.\Is there any way you'd allow me to take you to one last spot?\I still have some time. Please, let's go see it.\Thank you very much!\I wonder what happened?\Maybe... the lady said she failed?\Ehh?! N-No way! response:	L-Let's hurry and follow them!
context: There's one more really special place I'd like to show you.\Is there any way you'd allow me to take you to one last spot?\I still have some time. Please, let's go see it.\Thank you very much!\I wonder what happened?\Maybe... the lady said she failed?\Ehh?! N-No way!\L-Let's hurry and follow them! response:	Yes!
context: Is there any way you'd allow me to take you to one last spot?\I still have some time. Please, let's go see it.\Thank you very much!\I wonder what happened?\Maybe... the lady said she failed?\Ehh?! N-No way!\L-Let's hurry and follow them!\Yes! response:	That's such a narrow canal...
context: I still have some time. Please, let's go see it.\Thank you very much!\I wonder what happened?\Maybe... the lady said she failed?\Ehh?! N-No way!\L-Let's hurry and follow them!\Yes!\That's such a narrow canal... response:	I wonder where they're headed?
context: Thank you very much!\I wonder what happened?\Maybe... the lady said she failed?\Ehh?! N-No way!\L-Let's hurry and follow them!\Yes!\That's such a narrow canal...\I wonder where they're headed? response:	How far are they planning to go?
context: I wonder what happened?\Maybe... the lady said she failed?\Ehh?! N-No way!\L-Let's hurry and follow them!\Yes!\That's such a narrow canal...\I wonder where they're headed?\How far are they planning to go? response:	We've arrived.
context: Maybe... the lady said she failed?\Ehh?! N-No way!\L-Let's hurry and follow them!\Yes!\That's such a narrow canal...\I wonder where they're headed?\How far are they planning to go?\We've arrived. response:	We'll be going through some narrow passageways, so please keep to the center of the gondola.
context: Ehh?! N-No way!\L-Let's hurry and follow them!\Yes!\That's such a narrow canal...\I wonder where they're headed?\How far are they planning to go?\We've arrived.\We'll be going through some narrow passageways, so please keep to the center of the gondola. response:	This is the back garden of a convent,
context: L-Let's hurry and follow them!\Yes!\That's such a narrow canal...\I wonder where they're headed?\How far are they planning to go?\We've arrived.\We'll be going through some narrow passageways, so please keep to the center of the gondola.\This is the back garden of a convent, response:	which was submerged and abandoned when the water level rose.
context: Yes!\That's such a narrow canal...\I wonder where they're headed?\How far are they planning to go?\We've arrived.\We'll be going through some narrow passageways, so please keep to the center of the gondola.\This is the back garden of a convent,\which was submerged and abandoned when the water level rose. response:	What a spectacular place.
context: That's such a narrow canal...\I wonder where they're headed?\How far are they planning to go?\We've arrived.\We'll be going through some narrow passageways, so please keep to the center of the gondola.\This is the back garden of a convent,\which was submerged and abandoned when the water level rose.\What a spectacular place. response:	I hope you're satisfied with the tour?
context: I wonder where they're headed?\How far are they planning to go?\We've arrived.\We'll be going through some narrow passageways, so please keep to the center of the gondola.\This is the back garden of a convent,\which was submerged and abandoned when the water level rose.\What a spectacular place.\I hope you're satisfied with the tour? response:	Akari?
context: How far are they planning to go?\We've arrived.\We'll be going through some narrow passageways, so please keep to the center of the gondola.\This is the back garden of a convent,\which was submerged and abandoned when the water level rose.\What a spectacular place.\I hope you're satisfied with the tour?\Akari? response:	Yes?
context: We've arrived.\We'll be going through some narrow passageways, so please keep to the center of the gondola.\This is the back garden of a convent,\which was submerged and abandoned when the water level rose.\What a spectacular place.\I hope you're satisfied with the tour?\Akari?\Yes? response:	What's behind that door?
context: We'll be going through some narrow passageways, so please keep to the center of the gondola.\This is the back garden of a convent,\which was submerged and abandoned when the water level rose.\What a spectacular place.\I hope you're satisfied with the tour?\Akari?\Yes?\What's behind that door? response:	Umm...
context: This is the back garden of a convent,\which was submerged and abandoned when the water level rose.\What a spectacular place.\I hope you're satisfied with the tour?\Akari?\Yes?\What's behind that door?\Umm... response:	I'm not sure.
context: which was submerged and abandoned when the water level rose.\What a spectacular place.\I hope you're satisfied with the tour?\Akari?\Yes?\What's behind that door?\Umm...\I'm not sure. response:	Why don't we go have a look?
context: What a spectacular place.\I hope you're satisfied with the tour?\Akari?\Yes?\What's behind that door?\Umm...\I'm not sure.\Why don't we go have a look? response:	Ah, yes!
context: I hope you're satisfied with the tour?\Akari?\Yes?\What's behind that door?\Umm...\I'm not sure.\Why don't we go have a look?\Ah, yes! response:	Let's keep going straight.
context: Akari?\Yes?\What's behind that door?\Umm...\I'm not sure.\Why don't we go have a look?\Ah, yes!\Let's keep going straight. response:	Okay.
context: Yes?\What's behind that door?\Umm...\I'm not sure.\Why don't we go have a look?\Ah, yes!\Let's keep going straight.\Okay. response:	A forked canal, huh?
context: What's behind that door?\Umm...\I'm not sure.\Why don't we go have a look?\Ah, yes!\Let's keep going straight.\Okay.\A forked canal, huh? response:	I wonder which way they went?
context: Umm...\I'm not sure.\Why don't we go have a look?\Ah, yes!\Let's keep going straight.\Okay.\A forked canal, huh?\I wonder which way they went? response:	This way! This way!
