context: Once upon a time, there was a man who died. response:	The man was writing a story about a brave and handsome prince, who vanquishes a crafty raven.
context: Mytho-senpai...\The thing about the prince who lost his heart...\Oh, I haven't properly apologized about his foot yet!\I must go...\Oh!\Uh, um...\I'm so sorry!\What? response:	Is your foot still hurting?
context: The thing about the prince who lost his heart...\Oh, I haven't properly apologized about his foot yet!\I must go...\Oh!\Uh, um...\I'm so sorry!\What?\Is your foot still hurting? response:	Not really.
context: Oh, I haven't properly apologized about his foot yet!\I must go...\Oh!\Uh, um...\I'm so sorry!\What?\Is your foot still hurting?\Not really. response:	It's all better, then. Thank goodness.
context: I must go...\Oh!\Uh, um...\I'm so sorry!\What?\Is your foot still hurting?\Not really.\It's all better, then. Thank goodness. response:	I have to say something.
context: Oh!\Uh, um...\I'm so sorry!\What?\Is your foot still hurting?\Not really.\It's all better, then. Thank goodness.\I have to say something. response:	Are you reading a book?
context: Uh, um...\I'm so sorry!\What?\Is your foot still hurting?\Not really.\It's all better, then. Thank goodness.\I have to say something.\Are you reading a book? response:	Just look, it's obvious! Just look! What the heck am I saying?
context: I'm so sorry!\What?\Is your foot still hurting?\Not really.\It's all better, then. Thank goodness.\I have to say something.\Are you reading a book?\Just look, it's obvious! Just look! What the heck am I saying? response:	Do you like books?
context: What?\Is your foot still hurting?\Not really.\It's all better, then. Thank goodness.\I have to say something.\Are you reading a book?\Just look, it's obvious! Just look! What the heck am I saying?\Do you like books? response:	Whoa, that sounds so snobbish! I sound so snobbish somehow!
context: Is your foot still hurting?\Not really.\It's all better, then. Thank goodness.\I have to say something.\Are you reading a book?\Just look, it's obvious! Just look! What the heck am I saying?\Do you like books?\Whoa, that sounds so snobbish! I sound so snobbish somehow! response:	Is the book interesting?
context: Not really.\It's all better, then. Thank goodness.\I have to say something.\Are you reading a book?\Just look, it's obvious! Just look! What the heck am I saying?\Do you like books?\Whoa, that sounds so snobbish! I sound so snobbish somehow!\Is the book interesting? response:	Of course, it is. He's reading it because it's interesting.
context: It's all better, then. Thank goodness.\I have to say something.\Are you reading a book?\Just look, it's obvious! Just look! What the heck am I saying?\Do you like books?\Whoa, that sounds so snobbish! I sound so snobbish somehow!\Is the book interesting?\Of course, it is. He's reading it because it's interesting. response:	Not really.
context: I have to say something.\Are you reading a book?\Just look, it's obvious! Just look! What the heck am I saying?\Do you like books?\Whoa, that sounds so snobbish! I sound so snobbish somehow!\Is the book interesting?\Of course, it is. He's reading it because it's interesting.\Not really. response:	Huh?
context: Are you reading a book?\Just look, it's obvious! Just look! What the heck am I saying?\Do you like books?\Whoa, that sounds so snobbish! I sound so snobbish somehow!\Is the book interesting?\Of course, it is. He's reading it because it's interesting.\Not really.\Huh? response:	I don't think I particularly like or dislike books.
context: Just look, it's obvious! Just look! What the heck am I saying?\Do you like books?\Whoa, that sounds so snobbish! I sound so snobbish somehow!\Is the book interesting?\Of course, it is. He's reading it because it's interesting.\Not really.\Huh?\I don't think I particularly like or dislike books. response:	There they are again, lonely looking eyes.
context: Do you like books?\Whoa, that sounds so snobbish! I sound so snobbish somehow!\Is the book interesting?\Of course, it is. He's reading it because it's interesting.\Not really.\Huh?\I don't think I particularly like or dislike books.\There they are again, lonely looking eyes. response:	Good day, Mytho.
context: Whoa, that sounds so snobbish! I sound so snobbish somehow!\Is the book interesting?\Of course, it is. He's reading it because it's interesting.\Not really.\Huh?\I don't think I particularly like or dislike books.\There they are again, lonely looking eyes.\Good day, Mytho. response:	Oh, Rue-chan?
context: Is the book interesting?\Of course, it is. He's reading it because it's interesting.\Not really.\Huh?\I don't think I particularly like or dislike books.\There they are again, lonely looking eyes.\Good day, Mytho.\Oh, Rue-chan? response:	Qua...
context: Of course, it is. He's reading it because it's interesting.\Not really.\Huh?\I don't think I particularly like or dislike books.\There they are again, lonely looking eyes.\Good day, Mytho.\Oh, Rue-chan?\Qua... response:	An anteater?! An anteater that eats ants?!
context: Not really.\Huh?\I don't think I particularly like or dislike books.\There they are again, lonely looking eyes.\Good day, Mytho.\Oh, Rue-chan?\Qua...\An anteater?! An anteater that eats ants?! response:	Why an anteater? Okay, well, I'm a duck, too, but...
context: Huh?\I don't think I particularly like or dislike books.\There they are again, lonely looking eyes.\Good day, Mytho.\Oh, Rue-chan?\Qua...\An anteater?! An anteater that eats ants?!\Why an anteater? Okay, well, I'm a duck, too, but... response:	May I sit next to you?
context: I don't think I particularly like or dislike books.\There they are again, lonely looking eyes.\Good day, Mytho.\Oh, Rue-chan?\Qua...\An anteater?! An anteater that eats ants?!\Why an anteater? Okay, well, I'm a duck, too, but...\May I sit next to you? response:	Sure.
context: There they are again, lonely looking eyes.\Good day, Mytho.\Oh, Rue-chan?\Qua...\An anteater?! An anteater that eats ants?!\Why an anteater? Okay, well, I'm a duck, too, but...\May I sit next to you?\Sure. response:	What are your thoughts on Rue-san?
context: Good day, Mytho.\Oh, Rue-chan?\Qua...\An anteater?! An anteater that eats ants?!\Why an anteater? Okay, well, I'm a duck, too, but...\May I sit next to you?\Sure.\What are your thoughts on Rue-san? response:	I don't know.
context: Oh, Rue-chan?\Qua...\An anteater?! An anteater that eats ants?!\Why an anteater? Okay, well, I'm a duck, too, but...\May I sit next to you?\Sure.\What are your thoughts on Rue-san?\I don't know. response:	You love her, do you not?
context: Qua...\An anteater?! An anteater that eats ants?!\Why an anteater? Okay, well, I'm a duck, too, but...\May I sit next to you?\Sure.\What are your thoughts on Rue-san?\I don't know.\You love her, do you not? response:	Not really.
context: An anteater?! An anteater that eats ants?!\Why an anteater? Okay, well, I'm a duck, too, but...\May I sit next to you?\Sure.\What are your thoughts on Rue-san?\I don't know.\You love her, do you not?\Not really. response:	Then, might I ask you to be with me instead? Would you be averse to it?
context: Why an anteater? Okay, well, I'm a duck, too, but...\May I sit next to you?\Sure.\What are your thoughts on Rue-san?\I don't know.\You love her, do you not?\Not really.\Then, might I ask you to be with me instead? Would you be averse to it? response:	Not really.
context: May I sit next to you?\Sure.\What are your thoughts on Rue-san?\I don't know.\You love her, do you not?\Not really.\Then, might I ask you to be with me instead? Would you be averse to it?\Not really. response:	No way!
context: Sure.\What are your thoughts on Rue-san?\I don't know.\You love her, do you not?\Not really.\Then, might I ask you to be with me instead? Would you be averse to it?\Not really.\No way! response:	Mytho...
context: What are your thoughts on Rue-san?\I don't know.\You love her, do you not?\Not really.\Then, might I ask you to be with me instead? Would you be averse to it?\Not really.\No way!\Mytho... response:	She licked him!
context: I don't know.\You love her, do you not?\Not really.\Then, might I ask you to be with me instead? Would you be averse to it?\Not really.\No way!\Mytho...\She licked him! response:	Oh, excuse me please!
context: You love her, do you not?\Not really.\Then, might I ask you to be with me instead? Would you be averse to it?\Not really.\No way!\Mytho...\She licked him!\Oh, excuse me please! response:	Quack!
context: Not really.\Then, might I ask you to be with me instead? Would you be averse to it?\Not really.\No way!\Mytho...\She licked him!\Oh, excuse me please!\Quack! response:	Quack! Quack, quack!
context: Then, might I ask you to be with me instead? Would you be averse to it?\Not really.\No way!\Mytho...\She licked him!\Oh, excuse me please!\Quack!\Quack! Quack, quack! response:	Quack, quack, quack!
context: Not really.\No way!\Mytho...\She licked him!\Oh, excuse me please!\Quack!\Quack! Quack, quack!\Quack, quack, quack! response:	You can't come this way! You can't!
context: No way!\Mytho...\She licked him!\Oh, excuse me please!\Quack!\Quack! Quack, quack!\Quack, quack, quack!\You can't come this way! You can't! response:	I can't do this as a duck!
context: Mytho...\She licked him!\Oh, excuse me please!\Quack!\Quack! Quack, quack!\Quack, quack, quack!\You can't come this way! You can't!\I can't do this as a duck! response:	How can I go back to being a girl?!
context: She licked him!\Oh, excuse me please!\Quack!\Quack! Quack, quack!\Quack, quack, quack!\You can't come this way! You can't!\I can't do this as a duck!\How can I go back to being a girl?! response:	Um, what did I do last time? I know! Water!
context: Oh, excuse me please!\Quack!\Quack! Quack, quack!\Quack, quack, quack!\You can't come this way! You can't!\I can't do this as a duck!\How can I go back to being a girl?!\Um, what did I do last time? I know! Water! response:	I did it! Rue-chan!
context: Quack!\Quack! Quack, quack!\Quack, quack, quack!\You can't come this way! You can't!\I can't do this as a duck!\How can I go back to being a girl?!\Um, what did I do last time? I know! Water!\I did it! Rue-chan! response:	Oh, I can't go all naked like this!
context: Quack! Quack, quack!\Quack, quack, quack!\You can't come this way! You can't!\I can't do this as a duck!\How can I go back to being a girl?!\Um, what did I do last time? I know! Water!\I did it! Rue-chan!\Oh, I can't go all naked like this! response:	Um, so... Um, um... I know! Quack!
context: Quack, quack, quack!\You can't come this way! You can't!\I can't do this as a duck!\How can I go back to being a girl?!\Um, what did I do last time? I know! Water!\I did it! Rue-chan!\Oh, I can't go all naked like this!\Um, so... Um, um... I know! Quack! response:	Ah, that is, oh!
context: You can't come this way! You can't!\I can't do this as a duck!\How can I go back to being a girl?!\Um, what did I do last time? I know! Water!\I did it! Rue-chan!\Oh, I can't go all naked like this!\Um, so... Um, um... I know! Quack!\Ah, that is, oh! response:	My, if it isn't Rue-san.
context: I can't do this as a duck!\How can I go back to being a girl?!\Um, what did I do last time? I know! Water!\I did it! Rue-chan!\Oh, I can't go all naked like this!\Um, so... Um, um... I know! Quack!\Ah, that is, oh!\My, if it isn't Rue-san. response:	Allow me to inform you.
context: How can I go back to being a girl?!\Um, what did I do last time? I know! Water!\I did it! Rue-chan!\Oh, I can't go all naked like this!\Um, so... Um, um... I know! Quack!\Ah, that is, oh!\My, if it isn't Rue-san.\Allow me to inform you. response:	Mytho is going to be with me, now.
context: Um, what did I do last time? I know! Water!\I did it! Rue-chan!\Oh, I can't go all naked like this!\Um, so... Um, um... I know! Quack!\Ah, that is, oh!\My, if it isn't Rue-san.\Allow me to inform you.\Mytho is going to be with me, now. response:	What?
context: I did it! Rue-chan!\Oh, I can't go all naked like this!\Um, so... Um, um... I know! Quack!\Ah, that is, oh!\My, if it isn't Rue-san.\Allow me to inform you.\Mytho is going to be with me, now.\What? response:	It seems it is clear who is the winner here.
context: Oh, I can't go all naked like this!\Um, so... Um, um... I know! Quack!\Ah, that is, oh!\My, if it isn't Rue-san.\Allow me to inform you.\Mytho is going to be with me, now.\What?\It seems it is clear who is the winner here. response:	Excuse us.
context: Um, so... Um, um... I know! Quack!\Ah, that is, oh!\My, if it isn't Rue-san.\Allow me to inform you.\Mytho is going to be with me, now.\What?\It seems it is clear who is the winner here.\Excuse us. response:	No! No! I'm pretty sure that's not true!
context: Ah, that is, oh!\My, if it isn't Rue-san.\Allow me to inform you.\Mytho is going to be with me, now.\What?\It seems it is clear who is the winner here.\Excuse us.\No! No! I'm pretty sure that's not true! response:	That wasn't for real and...
context: My, if it isn't Rue-san.\Allow me to inform you.\Mytho is going to be with me, now.\What?\It seems it is clear who is the winner here.\Excuse us.\No! No! I'm pretty sure that's not true!\That wasn't for real and... response:	It doesn't bother me.
context: Allow me to inform you.\Mytho is going to be with me, now.\What?\It seems it is clear who is the winner here.\Excuse us.\No! No! I'm pretty sure that's not true!\That wasn't for real and...\It doesn't bother me. response:	What?
context: Mytho is going to be with me, now.\What?\It seems it is clear who is the winner here.\Excuse us.\No! No! I'm pretty sure that's not true!\That wasn't for real and...\It doesn't bother me.\What? response:	You're a good person.
context: What?\It seems it is clear who is the winner here.\Excuse us.\No! No! I'm pretty sure that's not true!\That wasn't for real and...\It doesn't bother me.\What?\You're a good person. response:	What?! With Anteaterina?!
context: It seems it is clear who is the winner here.\Excuse us.\No! No! I'm pretty sure that's not true!\That wasn't for real and...\It doesn't bother me.\What?\You're a good person.\What?! With Anteaterina?! response:	Didn't Mytho-sama love Rue?
context: Excuse us.\No! No! I'm pretty sure that's not true!\That wasn't for real and...\It doesn't bother me.\What?\You're a good person.\What?! With Anteaterina?!\Didn't Mytho-sama love Rue? response:	And now, of all people, with Anteaterina?!
context: No! No! I'm pretty sure that's not true!\That wasn't for real and...\It doesn't bother me.\What?\You're a good person.\What?! With Anteaterina?!\Didn't Mytho-sama love Rue?\And now, of all people, with Anteaterina?! response:	Oh, my god!
context: That wasn't for real and...\It doesn't bother me.\What?\You're a good person.\What?! With Anteaterina?!\Didn't Mytho-sama love Rue?\And now, of all people, with Anteaterina?!\Oh, my god! response:	What?
context: It doesn't bother me.\What?\You're a good person.\What?! With Anteaterina?!\Didn't Mytho-sama love Rue?\And now, of all people, with Anteaterina?!\Oh, my god!\What? response:	You dumped Rue, didn't you?
context: What?\You're a good person.\What?! With Anteaterina?!\Didn't Mytho-sama love Rue?\And now, of all people, with Anteaterina?!\Oh, my god!\What?\You dumped Rue, didn't you? response:	You're a terrible guy.
context: You're a good person.\What?! With Anteaterina?!\Didn't Mytho-sama love Rue?\And now, of all people, with Anteaterina?!\Oh, my god!\What?\You dumped Rue, didn't you?\You're a terrible guy. response:	Am I?
context: What?! With Anteaterina?!\Didn't Mytho-sama love Rue?\And now, of all people, with Anteaterina?!\Oh, my god!\What?\You dumped Rue, didn't you?\You're a terrible guy.\Am I? response:	It's because you don't understand people's feelings.
context: Didn't Mytho-sama love Rue?\And now, of all people, with Anteaterina?!\Oh, my god!\What?\You dumped Rue, didn't you?\You're a terrible guy.\Am I?\It's because you don't understand people's feelings. response:	That's why you do things like that without a second thought.
context: And now, of all people, with Anteaterina?!\Oh, my god!\What?\You dumped Rue, didn't you?\You're a terrible guy.\Am I?\It's because you don't understand people's feelings.\That's why you do things like that without a second thought. response:	Sorry.
context: Oh, my god!\What?\You dumped Rue, didn't you?\You're a terrible guy.\Am I?\It's because you don't understand people's feelings.\That's why you do things like that without a second thought.\Sorry. response:	Idiot. That's how it should be.
context: What?\You dumped Rue, didn't you?\You're a terrible guy.\Am I?\It's because you don't understand people's feelings.\That's why you do things like that without a second thought.\Sorry.\Idiot. That's how it should be. response:	With ballet, take a day off and you will know,
context: You dumped Rue, didn't you?\You're a terrible guy.\Am I?\It's because you don't understand people's feelings.\That's why you do things like that without a second thought.\Sorry.\Idiot. That's how it should be.\With ballet, take a day off and you will know, response:	take three days off and those around you will know,
context: You're a terrible guy.\Am I?\It's because you don't understand people's feelings.\That's why you do things like that without a second thought.\Sorry.\Idiot. That's how it should be.\With ballet, take a day off and you will know,\take three days off and those around you will know, response:	and take a week off and the audience will know.
context: Am I?\It's because you don't understand people's feelings.\That's why you do things like that without a second thought.\Sorry.\Idiot. That's how it should be.\With ballet, take a day off and you will know,\take three days off and those around you will know,\and take a week off and the audience will know. response:	As this adage indicates, daily practice is most important.
context: It's because you don't understand people's feelings.\That's why you do things like that without a second thought.\Sorry.\Idiot. That's how it should be.\With ballet, take a day off and you will know,\take three days off and those around you will know,\and take a week off and the audience will know.\As this adage indicates, daily practice is most important. response:	And so, from now on, we will have a test once a month to assign you to a class.
context: That's why you do things like that without a second thought.\Sorry.\Idiot. That's how it should be.\With ballet, take a day off and you will know,\take three days off and those around you will know,\and take a week off and the audience will know.\As this adage indicates, daily practice is most important.\And so, from now on, we will have a test once a month to assign you to a class. response:	In the worst case scenario, you will be dropped to the probationary class!
context: Sorry.\Idiot. That's how it should be.\With ballet, take a day off and you will know,\take three days off and those around you will know,\and take a week off and the audience will know.\As this adage indicates, daily practice is most important.\And so, from now on, we will have a test once a month to assign you to a class.\In the worst case scenario, you will be dropped to the probationary class! response:	What?!
context: Idiot. That's how it should be.\With ballet, take a day off and you will know,\take three days off and those around you will know,\and take a week off and the audience will know.\As this adage indicates, daily practice is most important.\And so, from now on, we will have a test once a month to assign you to a class.\In the worst case scenario, you will be dropped to the probationary class!\What?! response:	I don't want to be on probation NOW!
context: With ballet, take a day off and you will know,\take three days off and those around you will know,\and take a week off and the audience will know.\As this adage indicates, daily practice is most important.\And so, from now on, we will have a test once a month to assign you to a class.\In the worst case scenario, you will be dropped to the probationary class!\What?!\I don't want to be on probation NOW! response:	That, or I will have you marry me!
context: take three days off and those around you will know,\and take a week off and the audience will know.\As this adage indicates, daily practice is most important.\And so, from now on, we will have a test once a month to assign you to a class.\In the worst case scenario, you will be dropped to the probationary class!\What?!\I don't want to be on probation NOW!\That, or I will have you marry me! response:	I don't want that, either!
context: and take a week off and the audience will know.\As this adage indicates, daily practice is most important.\And so, from now on, we will have a test once a month to assign you to a class.\In the worst case scenario, you will be dropped to the probationary class!\What?!\I don't want to be on probation NOW!\That, or I will have you marry me!\I don't want that, either! response:	Don't want...
context: As this adage indicates, daily practice is most important.\And so, from now on, we will have a test once a month to assign you to a class.\In the worst case scenario, you will be dropped to the probationary class!\What?!\I don't want to be on probation NOW!\That, or I will have you marry me!\I don't want that, either!\Don't want... response:	Cat-sensei!
context: And so, from now on, we will have a test once a month to assign you to a class.\In the worst case scenario, you will be dropped to the probationary class!\What?!\I don't want to be on probation NOW!\That, or I will have you marry me!\I don't want that, either!\Don't want...\Cat-sensei! response:	What is it, Anteaterina-san?! Meow!
context: In the worst case scenario, you will be dropped to the probationary class!\What?!\I don't want to be on probation NOW!\That, or I will have you marry me!\I don't want that, either!\Don't want...\Cat-sensei!\What is it, Anteaterina-san?! Meow! response:	Is the special class strictly limited to five people?
context: What?!\I don't want to be on probation NOW!\That, or I will have you marry me!\I don't want that, either!\Don't want...\Cat-sensei!\What is it, Anteaterina-san?! Meow!\Is the special class strictly limited to five people? response:	Yes, so?! Meow!
context: I don't want to be on probation NOW!\That, or I will have you marry me!\I don't want that, either!\Don't want...\Cat-sensei!\What is it, Anteaterina-san?! Meow!\Is the special class strictly limited to five people?\Yes, so?! Meow! response:	Then I suppose someone else will be dropped to make room for me!
context: That, or I will have you marry me!\I don't want that, either!\Don't want...\Cat-sensei!\What is it, Anteaterina-san?! Meow!\Is the special class strictly limited to five people?\Yes, so?! Meow!\Then I suppose someone else will be dropped to make room for me! response:	Oh, my!
context: I don't want that, either!\Don't want...\Cat-sensei!\What is it, Anteaterina-san?! Meow!\Is the special class strictly limited to five people?\Yes, so?! Meow!\Then I suppose someone else will be dropped to make room for me!\Oh, my! response:	This is a declaration of war!
context: Don't want...\Cat-sensei!\What is it, Anteaterina-san?! Meow!\Is the special class strictly limited to five people?\Yes, so?! Meow!\Then I suppose someone else will be dropped to make room for me!\Oh, my!\This is a declaration of war! response:	What?
context: Cat-sensei!\What is it, Anteaterina-san?! Meow!\Is the special class strictly limited to five people?\Yes, so?! Meow!\Then I suppose someone else will be dropped to make room for me!\Oh, my!\This is a declaration of war!\What? response:	So, she means to take not only her lover, but her status as well!
context: What is it, Anteaterina-san?! Meow!\Is the special class strictly limited to five people?\Yes, so?! Meow!\Then I suppose someone else will be dropped to make room for me!\Oh, my!\This is a declaration of war!\What?\So, she means to take not only her lover, but her status as well! response:	What?
context: Is the special class strictly limited to five people?\Yes, so?! Meow!\Then I suppose someone else will be dropped to make room for me!\Oh, my!\This is a declaration of war!\What?\So, she means to take not only her lover, but her status as well!\What? response:	What an exciting turn of events!
context: Yes, so?! Meow!\Then I suppose someone else will be dropped to make room for me!\Oh, my!\This is a declaration of war!\What?\So, she means to take not only her lover, but her status as well!\What?\What an exciting turn of events! response:	I shall dance a pas de deux with my partner.
context: Then I suppose someone else will be dropped to make room for me!\Oh, my!\This is a declaration of war!\What?\So, she means to take not only her lover, but her status as well!\What?\What an exciting turn of events!\I shall dance a pas de deux with my partner. response:	Come, Mytho!
context: Oh, my!\This is a declaration of war!\What?\So, she means to take not only her lover, but her status as well!\What?\What an exciting turn of events!\I shall dance a pas de deux with my partner.\Come, Mytho! response:	An even more exciting turn of events!
context: This is a declaration of war!\What?\So, she means to take not only her lover, but her status as well!\What?\What an exciting turn of events!\I shall dance a pas de deux with my partner.\Come, Mytho!\An even more exciting turn of events! response:	This can't be happening!
context: What?\So, she means to take not only her lover, but her status as well!\What?\What an exciting turn of events!\I shall dance a pas de deux with my partner.\Come, Mytho!\An even more exciting turn of events!\This can't be happening! response:	I guess it wasn't all talk after all!
context: So, she means to take not only her lover, but her status as well!\What?\What an exciting turn of events!\I shall dance a pas de deux with my partner.\Come, Mytho!\An even more exciting turn of events!\This can't be happening!\I guess it wasn't all talk after all! response:	A women's battle!
context: What?\What an exciting turn of events!\I shall dance a pas de deux with my partner.\Come, Mytho!\An even more exciting turn of events!\This can't be happening!\I guess it wasn't all talk after all!\A women's battle! response:	She's definitely good, but somehow...
context: What an exciting turn of events!\I shall dance a pas de deux with my partner.\Come, Mytho!\An even more exciting turn of events!\This can't be happening!\I guess it wasn't all talk after all!\A women's battle!\She's definitely good, but somehow... response:	there's no joy in it.
context: I shall dance a pas de deux with my partner.\Come, Mytho!\An even more exciting turn of events!\This can't be happening!\I guess it wasn't all talk after all!\A women's battle!\She's definitely good, but somehow...\there's no joy in it. response:	Rue-san, I would very much like to see your pas de deux.
context: Come, Mytho!\An even more exciting turn of events!\This can't be happening!\I guess it wasn't all talk after all!\A women's battle!\She's definitely good, but somehow...\there's no joy in it.\Rue-san, I would very much like to see your pas de deux. response:	But whether there is a partner for you or not...
context: An even more exciting turn of events!\This can't be happening!\I guess it wasn't all talk after all!\A women's battle!\She's definitely good, but somehow...\there's no joy in it.\Rue-san, I would very much like to see your pas de deux.\But whether there is a partner for you or not... response:	That's so mean.
context: This can't be happening!\I guess it wasn't all talk after all!\A women's battle!\She's definitely good, but somehow...\there's no joy in it.\Rue-san, I would very much like to see your pas de deux.\But whether there is a partner for you or not...\That's so mean. response:	Rue-chan's in a pinch!
context: I guess it wasn't all talk after all!\A women's battle!\She's definitely good, but somehow...\there's no joy in it.\Rue-san, I would very much like to see your pas de deux.\But whether there is a partner for you or not...\That's so mean.\Rue-chan's in a pinch! response:	A pinch!
context: A women's battle!\She's definitely good, but somehow...\there's no joy in it.\Rue-san, I would very much like to see your pas de deux.\But whether there is a partner for you or not...\That's so mean.\Rue-chan's in a pinch!\A pinch! response:	Would you dance with me?
context: She's definitely good, but somehow...\there's no joy in it.\Rue-san, I would very much like to see your pas de deux.\But whether there is a partner for you or not...\That's so mean.\Rue-chan's in a pinch!\A pinch!\Would you dance with me? response:	Wha?!
context: there's no joy in it.\Rue-san, I would very much like to see your pas de deux.\But whether there is a partner for you or not...\That's so mean.\Rue-chan's in a pinch!\A pinch!\Would you dance with me?\Wha?! response:	Yes.
context: Rue-san, I would very much like to see your pas de deux.\But whether there is a partner for you or not...\That's so mean.\Rue-chan's in a pinch!\A pinch!\Would you dance with me?\Wha?!\Yes. response:	Ahiru's in a pinch!
context: But whether there is a partner for you or not...\That's so mean.\Rue-chan's in a pinch!\A pinch!\Would you dance with me?\Wha?!\Yes.\Ahiru's in a pinch! response:	What?!
context: That's so mean.\Rue-chan's in a pinch!\A pinch!\Would you dance with me?\Wha?!\Yes.\Ahiru's in a pinch!\What?! response:	Why with Ahiru?
context: Rue-chan's in a pinch!\A pinch!\Would you dance with me?\Wha?!\Yes.\Ahiru's in a pinch!\What?!\Why with Ahiru? response:	Maybe an excuse for when she loses?
context: A pinch!\Would you dance with me?\Wha?!\Yes.\Ahiru's in a pinch!\What?!\Why with Ahiru?\Maybe an excuse for when she loses? response:	Good point.
context: Would you dance with me?\Wha?!\Yes.\Ahiru's in a pinch!\What?!\Why with Ahiru?\Maybe an excuse for when she loses?\Good point. response:	Rue-chan, you know, I'm really terrible at it.
context: Wha?!\Yes.\Ahiru's in a pinch!\What?!\Why with Ahiru?\Maybe an excuse for when she loses?\Good point.\Rue-chan, you know, I'm really terrible at it. response:	So, I'm sure I'll be no good at all...
context: Yes.\Ahiru's in a pinch!\What?!\Why with Ahiru?\Maybe an excuse for when she loses?\Good point.\Rue-chan, you know, I'm really terrible at it.\So, I'm sure I'll be no good at all... response:	Don't worry, just follow my lead.
context: Ahiru's in a pinch!\What?!\Why with Ahiru?\Maybe an excuse for when she loses?\Good point.\Rue-chan, you know, I'm really terrible at it.\So, I'm sure I'll be no good at all...\Don't worry, just follow my lead. response:	Don't be nervous.
context: What?!\Why with Ahiru?\Maybe an excuse for when she loses?\Good point.\Rue-chan, you know, I'm really terrible at it.\So, I'm sure I'll be no good at all...\Don't worry, just follow my lead.\Don't be nervous. response:	Okay.
context: Why with Ahiru?\Maybe an excuse for when she loses?\Good point.\Rue-chan, you know, I'm really terrible at it.\So, I'm sure I'll be no good at all...\Don't worry, just follow my lead.\Don't be nervous.\Okay. response:	I'll bet she's going to mess up!
context: Maybe an excuse for when she loses?\Good point.\Rue-chan, you know, I'm really terrible at it.\So, I'm sure I'll be no good at all...\Don't worry, just follow my lead.\Don't be nervous.\Okay.\I'll bet she's going to mess up! response:	I know!
context: Good point.\Rue-chan, you know, I'm really terrible at it.\So, I'm sure I'll be no good at all...\Don't worry, just follow my lead.\Don't be nervous.\Okay.\I'll bet she's going to mess up!\I know! response:	I sense a storm brewing!
context: Rue-chan, you know, I'm really terrible at it.\So, I'm sure I'll be no good at all...\Don't worry, just follow my lead.\Don't be nervous.\Okay.\I'll bet she's going to mess up!\I know!\I sense a storm brewing! response:	I know!
context: So, I'm sure I'll be no good at all...\Don't worry, just follow my lead.\Don't be nervous.\Okay.\I'll bet she's going to mess up!\I know!\I sense a storm brewing!\I know! response:	Jump.
context: Don't worry, just follow my lead.\Don't be nervous.\Okay.\I'll bet she's going to mess up!\I know!\I sense a storm brewing!\I know!\Jump. response:	You were wonderful.
context: Don't be nervous.\Okay.\I'll bet she's going to mess up!\I know!\I sense a storm brewing!\I know!\Jump.\You were wonderful. response:	Really?
context: Okay.\I'll bet she's going to mess up!\I know!\I sense a storm brewing!\I know!\Jump.\You were wonderful.\Really? response:	It's like she wasn't Ahiru!
context: I'll bet she's going to mess up!\I know!\I sense a storm brewing!\I know!\Jump.\You were wonderful.\Really?\It's like she wasn't Ahiru! response:	That's right! That wasn't Ahiru!
context: I know!\I sense a storm brewing!\I know!\Jump.\You were wonderful.\Really?\It's like she wasn't Ahiru!\That's right! That wasn't Ahiru! response:	After the humiliation that I, your girlfriend, just went through...
context: I sense a storm brewing!\I know!\Jump.\You were wonderful.\Really?\It's like she wasn't Ahiru!\That's right! That wasn't Ahiru!\After the humiliation that I, your girlfriend, just went through... response:	Do you not think anything of it?!
context: I know!\Jump.\You were wonderful.\Really?\It's like she wasn't Ahiru!\That's right! That wasn't Ahiru!\After the humiliation that I, your girlfriend, just went through...\Do you not think anything of it?! response:	Not really.
context: Jump.\You were wonderful.\Really?\It's like she wasn't Ahiru!\That's right! That wasn't Ahiru!\After the humiliation that I, your girlfriend, just went through...\Do you not think anything of it?!\Not really. response:	Could it be that you did not do your best on purpose?!
context: You were wonderful.\Really?\It's like she wasn't Ahiru!\That's right! That wasn't Ahiru!\After the humiliation that I, your girlfriend, just went through...\Do you not think anything of it?!\Not really.\Could it be that you did not do your best on purpose?! response:	I don't know.
context: Really?\It's like she wasn't Ahiru!\That's right! That wasn't Ahiru!\After the humiliation that I, your girlfriend, just went through...\Do you not think anything of it?!\Not really.\Could it be that you did not do your best on purpose?!\I don't know. response:	Do not mock me!
context: It's like she wasn't Ahiru!\That's right! That wasn't Ahiru!\After the humiliation that I, your girlfriend, just went through...\Do you not think anything of it?!\Not really.\Could it be that you did not do your best on purpose?!\I don't know.\Do not mock me! response:	If you had not been Rue's boyfriend, I would not have asked you out, either!
context: That's right! That wasn't Ahiru!\After the humiliation that I, your girlfriend, just went through...\Do you not think anything of it?!\Not really.\Could it be that you did not do your best on purpose?!\I don't know.\Do not mock me!\If you had not been Rue's boyfriend, I would not have asked you out, either! response:	Goodbye.
context: After the humiliation that I, your girlfriend, just went through...\Do you not think anything of it?!\Not really.\Could it be that you did not do your best on purpose?!\I don't know.\Do not mock me!\If you had not been Rue's boyfriend, I would not have asked you out, either!\Goodbye. response:	Um...
context: Do you not think anything of it?!\Not really.\Could it be that you did not do your best on purpose?!\I don't know.\Do not mock me!\If you had not been Rue's boyfriend, I would not have asked you out, either!\Goodbye.\Um... response:	Have you come to laugh at me?!
