context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: Pikachu. Pika, Pikachu.\Pika. Pikachu.\Do you think maybe Dexter might be able to tell us\how Butterfree can get that other Butterfree to be its mate?\Dexter's never been in love.\I just don't understand it. My Butterfree's great.\Why would any other Butterfree reject it?\Butterfree, maybe you just have to show off your strengths response:	and let the others see how great you are.
context: Pika. Pikachu.\Do you think maybe Dexter might be able to tell us\how Butterfree can get that other Butterfree to be its mate?\Dexter's never been in love.\I just don't understand it. My Butterfree's great.\Why would any other Butterfree reject it?\Butterfree, maybe you just have to show off your strengths\and let the others see how great you are. response:	Show how powerful your Tackle is or how you can use Stun Spore.
context: Do you think maybe Dexter might be able to tell us\how Butterfree can get that other Butterfree to be its mate?\Dexter's never been in love.\I just don't understand it. My Butterfree's great.\Why would any other Butterfree reject it?\Butterfree, maybe you just have to show off your strengths\and let the others see how great you are.\Show how powerful your Tackle is or how you can use Stun Spore. response:	That's right, Butterfree. You've got to be assertive.
context: how Butterfree can get that other Butterfree to be its mate?\Dexter's never been in love.\I just don't understand it. My Butterfree's great.\Why would any other Butterfree reject it?\Butterfree, maybe you just have to show off your strengths\and let the others see how great you are.\Show how powerful your Tackle is or how you can use Stun Spore.\That's right, Butterfree. You've got to be assertive. response:	Love is all about attacking your opponent first.
context: Dexter's never been in love.\I just don't understand it. My Butterfree's great.\Why would any other Butterfree reject it?\Butterfree, maybe you just have to show off your strengths\and let the others see how great you are.\Show how powerful your Tackle is or how you can use Stun Spore.\That's right, Butterfree. You've got to be assertive.\Love is all about attacking your opponent first. response:	Get in a quick punch and surprise them, then while they're still weak
context: I just don't understand it. My Butterfree's great.\Why would any other Butterfree reject it?\Butterfree, maybe you just have to show off your strengths\and let the others see how great you are.\Show how powerful your Tackle is or how you can use Stun Spore.\That's right, Butterfree. You've got to be assertive.\Love is all about attacking your opponent first.\Get in a quick punch and surprise them, then while they're still weak response:	take the lead and you'll beat them hands down.
context: Why would any other Butterfree reject it?\Butterfree, maybe you just have to show off your strengths\and let the others see how great you are.\Show how powerful your Tackle is or how you can use Stun Spore.\That's right, Butterfree. You've got to be assertive.\Love is all about attacking your opponent first.\Get in a quick punch and surprise them, then while they're still weak\take the lead and you'll beat them hands down. response:	Trust me, I know that's the best way to win.
context: Butterfree, maybe you just have to show off your strengths\and let the others see how great you are.\Show how powerful your Tackle is or how you can use Stun Spore.\That's right, Butterfree. You've got to be assertive.\Love is all about attacking your opponent first.\Get in a quick punch and surprise them, then while they're still weak\take the lead and you'll beat them hands down.\Trust me, I know that's the best way to win. response:	-You mean it? -Sure do. That's love.
context: and let the others see how great you are.\Show how powerful your Tackle is or how you can use Stun Spore.\That's right, Butterfree. You've got to be assertive.\Love is all about attacking your opponent first.\Get in a quick punch and surprise them, then while they're still weak\take the lead and you'll beat them hands down.\Trust me, I know that's the best way to win.\-You mean it? -Sure do. That's love. response:	-Ah! I wish I'd known that sooner. -Let's give it another try.
context: Show how powerful your Tackle is or how you can use Stun Spore.\That's right, Butterfree. You've got to be assertive.\Love is all about attacking your opponent first.\Get in a quick punch and surprise them, then while they're still weak\take the lead and you'll beat them hands down.\Trust me, I know that's the best way to win.\-You mean it? -Sure do. That's love.\-Ah! I wish I'd known that sooner. -Let's give it another try. response:	-Hold it. -Huh?
context: That's right, Butterfree. You've got to be assertive.\Love is all about attacking your opponent first.\Get in a quick punch and surprise them, then while they're still weak\take the lead and you'll beat them hands down.\Trust me, I know that's the best way to win.\-You mean it? -Sure do. That's love.\-Ah! I wish I'd known that sooner. -Let's give it another try.\-Hold it. -Huh? response:	A new look might help.
context: Love is all about attacking your opponent first.\Get in a quick punch and surprise them, then while they're still weak\take the lead and you'll beat them hands down.\Trust me, I know that's the best way to win.\-You mean it? -Sure do. That's love.\-Ah! I wish I'd known that sooner. -Let's give it another try.\-Hold it. -Huh?\A new look might help. response:	-Heh. -Yeah, that looks great.
context: Get in a quick punch and surprise them, then while they're still weak\take the lead and you'll beat them hands down.\Trust me, I know that's the best way to win.\-You mean it? -Sure do. That's love.\-Ah! I wish I'd known that sooner. -Let's give it another try.\-Hold it. -Huh?\A new look might help.\-Heh. -Yeah, that looks great. response:	Free! Free!
context: take the lead and you'll beat them hands down.\Trust me, I know that's the best way to win.\-You mean it? -Sure do. That's love.\-Ah! I wish I'd known that sooner. -Let's give it another try.\-Hold it. -Huh?\A new look might help.\-Heh. -Yeah, that looks great.\Free! Free! response:	We got to find it. Where did that pink Butterfree go?
context: Trust me, I know that's the best way to win.\-You mean it? -Sure do. That's love.\-Ah! I wish I'd known that sooner. -Let's give it another try.\-Hold it. -Huh?\A new look might help.\-Heh. -Yeah, that looks great.\Free! Free!\We got to find it. Where did that pink Butterfree go? response:	-This is important to you, isn't it? -I raised that Butterfree myself
context: -You mean it? -Sure do. That's love.\-Ah! I wish I'd known that sooner. -Let's give it another try.\-Hold it. -Huh?\A new look might help.\-Heh. -Yeah, that looks great.\Free! Free!\We got to find it. Where did that pink Butterfree go?\-This is important to you, isn't it? -I raised that Butterfree myself response:	and I'll show them all how good it is.
context: -Ah! I wish I'd known that sooner. -Let's give it another try.\-Hold it. -Huh?\A new look might help.\-Heh. -Yeah, that looks great.\Free! Free!\We got to find it. Where did that pink Butterfree go?\-This is important to you, isn't it? -I raised that Butterfree myself\and I'll show them all how good it is. response:	Heh, it looks like the trainer is just as passionate as the Butterfree.
context: -Hold it. -Huh?\A new look might help.\-Heh. -Yeah, that looks great.\Free! Free!\We got to find it. Where did that pink Butterfree go?\-This is important to you, isn't it? -I raised that Butterfree myself\and I'll show them all how good it is.\Heh, it looks like the trainer is just as passionate as the Butterfree. response:	All right, there it is.
context: A new look might help.\-Heh. -Yeah, that looks great.\Free! Free!\We got to find it. Where did that pink Butterfree go?\-This is important to you, isn't it? -I raised that Butterfree myself\and I'll show them all how good it is.\Heh, it looks like the trainer is just as passionate as the Butterfree.\All right, there it is. response:	Now, Butterfree, this time just have confidence in yourself.
context: -Heh. -Yeah, that looks great.\Free! Free!\We got to find it. Where did that pink Butterfree go?\-This is important to you, isn't it? -I raised that Butterfree myself\and I'll show them all how good it is.\Heh, it looks like the trainer is just as passionate as the Butterfree.\All right, there it is.\Now, Butterfree, this time just have confidence in yourself. response:	-Go. -Pika.
context: Free! Free!\We got to find it. Where did that pink Butterfree go?\-This is important to you, isn't it? -I raised that Butterfree myself\and I'll show them all how good it is.\Heh, it looks like the trainer is just as passionate as the Butterfree.\All right, there it is.\Now, Butterfree, this time just have confidence in yourself.\-Go. -Pika. response:	Free!
context: We got to find it. Where did that pink Butterfree go?\-This is important to you, isn't it? -I raised that Butterfree myself\and I'll show them all how good it is.\Heh, it looks like the trainer is just as passionate as the Butterfree.\All right, there it is.\Now, Butterfree, this time just have confidence in yourself.\-Go. -Pika.\Free! response:	Butterfree! Show it your Whirlwind attack!
context: -This is important to you, isn't it? -I raised that Butterfree myself\and I'll show them all how good it is.\Heh, it looks like the trainer is just as passionate as the Butterfree.\All right, there it is.\Now, Butterfree, this time just have confidence in yourself.\-Go. -Pika.\Free!\Butterfree! Show it your Whirlwind attack! response:	Hm. Now use your Tackle. That should do the trick.
context: and I'll show them all how good it is.\Heh, it looks like the trainer is just as passionate as the Butterfree.\All right, there it is.\Now, Butterfree, this time just have confidence in yourself.\-Go. -Pika.\Free!\Butterfree! Show it your Whirlwind attack!\Hm. Now use your Tackle. That should do the trick. response:	Free! Free! Free! Free!
context: Heh, it looks like the trainer is just as passionate as the Butterfree.\All right, there it is.\Now, Butterfree, this time just have confidence in yourself.\-Go. -Pika.\Free!\Butterfree! Show it your Whirlwind attack!\Hm. Now use your Tackle. That should do the trick.\Free! Free! Free! Free! response:	- -Free...
context: All right, there it is.\Now, Butterfree, this time just have confidence in yourself.\-Go. -Pika.\Free!\Butterfree! Show it your Whirlwind attack!\Hm. Now use your Tackle. That should do the trick.\Free! Free! Free! Free!\- -Free... response:	- Shot down again. -Pikachu.
context: Now, Butterfree, this time just have confidence in yourself.\-Go. -Pika.\Free!\Butterfree! Show it your Whirlwind attack!\Hm. Now use your Tackle. That should do the trick.\Free! Free! Free! Free!\- -Free...\- Shot down again. -Pikachu. response:	-Huh? -What's that?
context: -Go. -Pika.\Free!\Butterfree! Show it your Whirlwind attack!\Hm. Now use your Tackle. That should do the trick.\Free! Free! Free! Free!\- -Free...\- Shot down again. -Pikachu.\-Huh? -What's that? response:	- Prepare for trouble. - Make it double.
context: Free!\Butterfree! Show it your Whirlwind attack!\Hm. Now use your Tackle. That should do the trick.\Free! Free! Free! Free!\- -Free...\- Shot down again. -Pikachu.\-Huh? -What's that?\- Prepare for trouble. - Make it double. response:	To protect the world from devastation.
context: Butterfree! Show it your Whirlwind attack!\Hm. Now use your Tackle. That should do the trick.\Free! Free! Free! Free!\- -Free...\- Shot down again. -Pikachu.\-Huh? -What's that?\- Prepare for trouble. - Make it double.\To protect the world from devastation. response:	To unite all peoples within our nation.
context: Hm. Now use your Tackle. That should do the trick.\Free! Free! Free! Free!\- -Free...\- Shot down again. -Pikachu.\-Huh? -What's that?\- Prepare for trouble. - Make it double.\To protect the world from devastation.\To unite all peoples within our nation. response:	-To renounce the evils of truth and love. -To extend our reach to the stars above.
context: Free! Free! Free! Free!\- -Free...\- Shot down again. -Pikachu.\-Huh? -What's that?\- Prepare for trouble. - Make it double.\To protect the world from devastation.\To unite all peoples within our nation.\-To renounce the evils of truth and love. -To extend our reach to the stars above. response:	- Jessie. - James.
context: - -Free...\- Shot down again. -Pikachu.\-Huh? -What's that?\- Prepare for trouble. - Make it double.\To protect the world from devastation.\To unite all peoples within our nation.\-To renounce the evils of truth and love. -To extend our reach to the stars above.\- Jessie. - James. response:	Team Rocket, blast off at the speed of light.
context: - Shot down again. -Pikachu.\-Huh? -What's that?\- Prepare for trouble. - Make it double.\To protect the world from devastation.\To unite all peoples within our nation.\-To renounce the evils of truth and love. -To extend our reach to the stars above.\- Jessie. - James.\Team Rocket, blast off at the speed of light. response:	Surrender now or prepare to fight.
context: -Huh? -What's that?\- Prepare for trouble. - Make it double.\To protect the world from devastation.\To unite all peoples within our nation.\-To renounce the evils of truth and love. -To extend our reach to the stars above.\- Jessie. - James.\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight. response:	Meowth. That's right.
context: - Prepare for trouble. - Make it double.\To protect the world from devastation.\To unite all peoples within our nation.\-To renounce the evils of truth and love. -To extend our reach to the stars above.\- Jessie. - James.\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right. response:	Ha-ha! Look at all the Butterfree.
context: To protect the world from devastation.\To unite all peoples within our nation.\-To renounce the evils of truth and love. -To extend our reach to the stars above.\- Jessie. - James.\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right.\Ha-ha! Look at all the Butterfree. response:	All ours for the taking.
context: To unite all peoples within our nation.\-To renounce the evils of truth and love. -To extend our reach to the stars above.\- Jessie. - James.\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right.\Ha-ha! Look at all the Butterfree.\All ours for the taking. response:	Let's do some networking, ha-ha!
context: -To renounce the evils of truth and love. -To extend our reach to the stars above.\- Jessie. - James.\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right.\Ha-ha! Look at all the Butterfree.\All ours for the taking.\Let's do some networking, ha-ha! response:	Look! They're stealing the Butterfree.
context: - Jessie. - James.\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right.\Ha-ha! Look at all the Butterfree.\All ours for the taking.\Let's do some networking, ha-ha!\Look! They're stealing the Butterfree. response:	It's those little twerps again.
context: Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight.\Meowth. That's right.\Ha-ha! Look at all the Butterfree.\All ours for the taking.\Let's do some networking, ha-ha!\Look! They're stealing the Butterfree.\It's those little twerps again. response:	No matter where we go, those kids are always in our way.
context: Surrender now or prepare to fight.\Meowth. That's right.\Ha-ha! Look at all the Butterfree.\All ours for the taking.\Let's do some networking, ha-ha!\Look! They're stealing the Butterfree.\It's those little twerps again.\No matter where we go, those kids are always in our way. response:	But this time they can't do a thing to stop us.
context: Meowth. That's right.\Ha-ha! Look at all the Butterfree.\All ours for the taking.\Let's do some networking, ha-ha!\Look! They're stealing the Butterfree.\It's those little twerps again.\No matter where we go, those kids are always in our way.\But this time they can't do a thing to stop us. response:	Hey, knock it off.
context: Ha-ha! Look at all the Butterfree.\All ours for the taking.\Let's do some networking, ha-ha!\Look! They're stealing the Butterfree.\It's those little twerps again.\No matter where we go, those kids are always in our way.\But this time they can't do a thing to stop us.\Hey, knock it off. response:	Stop or you're going to disrupt their whole egg-laying season.
context: All ours for the taking.\Let's do some networking, ha-ha!\Look! They're stealing the Butterfree.\It's those little twerps again.\No matter where we go, those kids are always in our way.\But this time they can't do a thing to stop us.\Hey, knock it off.\Stop or you're going to disrupt their whole egg-laying season. response:	Can't you see these Butterfree are in love?
context: Let's do some networking, ha-ha!\Look! They're stealing the Butterfree.\It's those little twerps again.\No matter where we go, those kids are always in our way.\But this time they can't do a thing to stop us.\Hey, knock it off.\Stop or you're going to disrupt their whole egg-laying season.\Can't you see these Butterfree are in love? response:	Heh, we're in love too, little girl, with all the pretty little Pokemon.
context: Look! They're stealing the Butterfree.\It's those little twerps again.\No matter where we go, those kids are always in our way.\But this time they can't do a thing to stop us.\Hey, knock it off.\Stop or you're going to disrupt their whole egg-laying season.\Can't you see these Butterfree are in love?\Heh, we're in love too, little girl, with all the pretty little Pokemon. response:	Those Butterfree are free no more.
context: It's those little twerps again.\No matter where we go, those kids are always in our way.\But this time they can't do a thing to stop us.\Hey, knock it off.\Stop or you're going to disrupt their whole egg-laying season.\Can't you see these Butterfree are in love?\Heh, we're in love too, little girl, with all the pretty little Pokemon.\Those Butterfree are free no more. response:	Argh! We've got to stop them.
context: No matter where we go, those kids are always in our way.\But this time they can't do a thing to stop us.\Hey, knock it off.\Stop or you're going to disrupt their whole egg-laying season.\Can't you see these Butterfree are in love?\Heh, we're in love too, little girl, with all the pretty little Pokemon.\Those Butterfree are free no more.\Argh! We've got to stop them. response:	Quit it! Leave'em alone!
context: But this time they can't do a thing to stop us.\Hey, knock it off.\Stop or you're going to disrupt their whole egg-laying season.\Can't you see these Butterfree are in love?\Heh, we're in love too, little girl, with all the pretty little Pokemon.\Those Butterfree are free no more.\Argh! We've got to stop them.\Quit it! Leave'em alone! response:	We're having quiet a spree.
context: Hey, knock it off.\Stop or you're going to disrupt their whole egg-laying season.\Can't you see these Butterfree are in love?\Heh, we're in love too, little girl, with all the pretty little Pokemon.\Those Butterfree are free no more.\Argh! We've got to stop them.\Quit it! Leave'em alone!\We're having quiet a spree. response:	-We're swiping all of the Butterfree. -There's never been a happier me.
context: Stop or you're going to disrupt their whole egg-laying season.\Can't you see these Butterfree are in love?\Heh, we're in love too, little girl, with all the pretty little Pokemon.\Those Butterfree are free no more.\Argh! We've got to stop them.\Quit it! Leave'em alone!\We're having quiet a spree.\-We're swiping all of the Butterfree. -There's never been a happier me. response:	Can't we speed this thing up and catch them?
context: Can't you see these Butterfree are in love?\Heh, we're in love too, little girl, with all the pretty little Pokemon.\Those Butterfree are free no more.\Argh! We've got to stop them.\Quit it! Leave'em alone!\We're having quiet a spree.\-We're swiping all of the Butterfree. -There's never been a happier me.\Can't we speed this thing up and catch them? response:	I'm trying, Ash, but their chopper's a lot faster.
context: Heh, we're in love too, little girl, with all the pretty little Pokemon.\Those Butterfree are free no more.\Argh! We've got to stop them.\Quit it! Leave'em alone!\We're having quiet a spree.\-We're swiping all of the Butterfree. -There's never been a happier me.\Can't we speed this thing up and catch them?\I'm trying, Ash, but their chopper's a lot faster. response:	Huh.
context: Those Butterfree are free no more.\Argh! We've got to stop them.\Quit it! Leave'em alone!\We're having quiet a spree.\-We're swiping all of the Butterfree. -There's never been a happier me.\Can't we speed this thing up and catch them?\I'm trying, Ash, but their chopper's a lot faster.\Huh. response:	Ha-ha, nothing but net.
context: Argh! We've got to stop them.\Quit it! Leave'em alone!\We're having quiet a spree.\-We're swiping all of the Butterfree. -There's never been a happier me.\Can't we speed this thing up and catch them?\I'm trying, Ash, but their chopper's a lot faster.\Huh.\Ha-ha, nothing but net. response:	Free!
context: Quit it! Leave'em alone!\We're having quiet a spree.\-We're swiping all of the Butterfree. -There's never been a happier me.\Can't we speed this thing up and catch them?\I'm trying, Ash, but their chopper's a lot faster.\Huh.\Ha-ha, nothing but net.\Free! response:	Free! Free!
context: We're having quiet a spree.\-We're swiping all of the Butterfree. -There's never been a happier me.\Can't we speed this thing up and catch them?\I'm trying, Ash, but their chopper's a lot faster.\Huh.\Ha-ha, nothing but net.\Free!\Free! Free! response:	Free! Free!
context: -We're swiping all of the Butterfree. -There's never been a happier me.\Can't we speed this thing up and catch them?\I'm trying, Ash, but their chopper's a lot faster.\Huh.\Ha-ha, nothing but net.\Free!\Free! Free!\Free! Free! response:	Yeah. That's it, Butterfree! Use your Tackle Attack.
context: Can't we speed this thing up and catch them?\I'm trying, Ash, but their chopper's a lot faster.\Huh.\Ha-ha, nothing but net.\Free!\Free! Free!\Free! Free!\Yeah. That's it, Butterfree! Use your Tackle Attack. response:	Huh, that pathetic little insect thinks it can stop us.
context: I'm trying, Ash, but their chopper's a lot faster.\Huh.\Ha-ha, nothing but net.\Free!\Free! Free!\Free! Free!\Yeah. That's it, Butterfree! Use your Tackle Attack.\Huh, that pathetic little insect thinks it can stop us. response:	Butterfree, Stun Spore now!
context: Huh.\Ha-ha, nothing but net.\Free!\Free! Free!\Free! Free!\Yeah. That's it, Butterfree! Use your Tackle Attack.\Huh, that pathetic little insect thinks it can stop us.\Butterfree, Stun Spore now! response:	Ha-ha-ha! That was a stunning failure.
context: Ha-ha, nothing but net.\Free!\Free! Free!\Free! Free!\Yeah. That's it, Butterfree! Use your Tackle Attack.\Huh, that pathetic little insect thinks it can stop us.\Butterfree, Stun Spore now!\Ha-ha-ha! That was a stunning failure. response:	I guess I'm going to have to use Pidgeotto then.
context: Free!\Free! Free!\Free! Free!\Yeah. That's it, Butterfree! Use your Tackle Attack.\Huh, that pathetic little insect thinks it can stop us.\Butterfree, Stun Spore now!\Ha-ha-ha! That was a stunning failure.\I guess I'm going to have to use Pidgeotto then. response:	Wait a minute. You can't do that.
context: Free! Free!\Free! Free!\Yeah. That's it, Butterfree! Use your Tackle Attack.\Huh, that pathetic little insect thinks it can stop us.\Butterfree, Stun Spore now!\Ha-ha-ha! That was a stunning failure.\I guess I'm going to have to use Pidgeotto then.\Wait a minute. You can't do that. response:	Just think how Butterfree would feel. It's trying its hardest out there.
context: Free! Free!\Yeah. That's it, Butterfree! Use your Tackle Attack.\Huh, that pathetic little insect thinks it can stop us.\Butterfree, Stun Spore now!\Ha-ha-ha! That was a stunning failure.\I guess I'm going to have to use Pidgeotto then.\Wait a minute. You can't do that.\Just think how Butterfree would feel. It's trying its hardest out there. response:	All right.
context: Yeah. That's it, Butterfree! Use your Tackle Attack.\Huh, that pathetic little insect thinks it can stop us.\Butterfree, Stun Spore now!\Ha-ha-ha! That was a stunning failure.\I guess I'm going to have to use Pidgeotto then.\Wait a minute. You can't do that.\Just think how Butterfree would feel. It's trying its hardest out there.\All right. response:	All right. What a catch.
context: Huh, that pathetic little insect thinks it can stop us.\Butterfree, Stun Spore now!\Ha-ha-ha! That was a stunning failure.\I guess I'm going to have to use Pidgeotto then.\Wait a minute. You can't do that.\Just think how Butterfree would feel. It's trying its hardest out there.\All right.\All right. What a catch. response:	Now let's hit the skyway.
context: Butterfree, Stun Spore now!\Ha-ha-ha! That was a stunning failure.\I guess I'm going to have to use Pidgeotto then.\Wait a minute. You can't do that.\Just think how Butterfree would feel. It's trying its hardest out there.\All right.\All right. What a catch.\Now let's hit the skyway. response:	Our thanks to all of you who came to see Team Rocket's latest triumph.
context: Ha-ha-ha! That was a stunning failure.\I guess I'm going to have to use Pidgeotto then.\Wait a minute. You can't do that.\Just think how Butterfree would feel. It's trying its hardest out there.\All right.\All right. What a catch.\Now let's hit the skyway.\Our thanks to all of you who came to see Team Rocket's latest triumph. response:	-We hope to see you again. - Next time we steal the show.
context: I guess I'm going to have to use Pidgeotto then.\Wait a minute. You can't do that.\Just think how Butterfree would feel. It's trying its hardest out there.\All right.\All right. What a catch.\Now let's hit the skyway.\Our thanks to all of you who came to see Team Rocket's latest triumph.\-We hope to see you again. - Next time we steal the show. response:	Hey, come back!
context: Wait a minute. You can't do that.\Just think how Butterfree would feel. It's trying its hardest out there.\All right.\All right. What a catch.\Now let's hit the skyway.\Our thanks to all of you who came to see Team Rocket's latest triumph.\-We hope to see you again. - Next time we steal the show.\Hey, come back! response:	Free! Free!
context: Just think how Butterfree would feel. It's trying its hardest out there.\All right.\All right. What a catch.\Now let's hit the skyway.\Our thanks to all of you who came to see Team Rocket's latest triumph.\-We hope to see you again. - Next time we steal the show.\Hey, come back!\Free! Free! response:	-Butterfree! After it. -Here goes.
context: All right.\All right. What a catch.\Now let's hit the skyway.\Our thanks to all of you who came to see Team Rocket's latest triumph.\-We hope to see you again. - Next time we steal the show.\Hey, come back!\Free! Free!\-Butterfree! After it. -Here goes. response:	-I don't see Butterfree or Team Rocket. -
context: All right. What a catch.\Now let's hit the skyway.\Our thanks to all of you who came to see Team Rocket's latest triumph.\-We hope to see you again. - Next time we steal the show.\Hey, come back!\Free! Free!\-Butterfree! After it. -Here goes.\-I don't see Butterfree or Team Rocket. - response:	Butterfree was flying as fast as it could.
context: Now let's hit the skyway.\Our thanks to all of you who came to see Team Rocket's latest triumph.\-We hope to see you again. - Next time we steal the show.\Hey, come back!\Free! Free!\-Butterfree! After it. -Here goes.\-I don't see Butterfree or Team Rocket. -\Butterfree was flying as fast as it could. response:	I bet it's going to follow that pink Butterfree no matter where they take it.
context: Our thanks to all of you who came to see Team Rocket's latest triumph.\-We hope to see you again. - Next time we steal the show.\Hey, come back!\Free! Free!\-Butterfree! After it. -Here goes.\-I don't see Butterfree or Team Rocket. -\Butterfree was flying as fast as it could.\I bet it's going to follow that pink Butterfree no matter where they take it. response:	Butterfree, where are you?
context: -We hope to see you again. - Next time we steal the show.\Hey, come back!\Free! Free!\-Butterfree! After it. -Here goes.\-I don't see Butterfree or Team Rocket. -\Butterfree was flying as fast as it could.\I bet it's going to follow that pink Butterfree no matter where they take it.\Butterfree, where are you? response:	Pika!
context: Hey, come back!\Free! Free!\-Butterfree! After it. -Here goes.\-I don't see Butterfree or Team Rocket. -\Butterfree was flying as fast as it could.\I bet it's going to follow that pink Butterfree no matter where they take it.\Butterfree, where are you?\Pika! response:	- Butterfree! -Pika!
context: Free! Free!\-Butterfree! After it. -Here goes.\-I don't see Butterfree or Team Rocket. -\Butterfree was flying as fast as it could.\I bet it's going to follow that pink Butterfree no matter where they take it.\Butterfree, where are you?\Pika!\- Butterfree! -Pika! response:	-Please, Butterfree! -Hey, Butterfree!
context: -Butterfree! After it. -Here goes.\-I don't see Butterfree or Team Rocket. -\Butterfree was flying as fast as it could.\I bet it's going to follow that pink Butterfree no matter where they take it.\Butterfree, where are you?\Pika!\- Butterfree! -Pika!\-Please, Butterfree! -Hey, Butterfree! response:	Free! Free!
context: -I don't see Butterfree or Team Rocket. -\Butterfree was flying as fast as it could.\I bet it's going to follow that pink Butterfree no matter where they take it.\Butterfree, where are you?\Pika!\- Butterfree! -Pika!\-Please, Butterfree! -Hey, Butterfree!\Free! Free! response:	-Ah, Butterfree. -Free! Free!
context: Butterfree was flying as fast as it could.\I bet it's going to follow that pink Butterfree no matter where they take it.\Butterfree, where are you?\Pika!\- Butterfree! -Pika!\-Please, Butterfree! -Hey, Butterfree!\Free! Free!\-Ah, Butterfree. -Free! Free! response:	Free! Free!
context: I bet it's going to follow that pink Butterfree no matter where they take it.\Butterfree, where are you?\Pika!\- Butterfree! -Pika!\-Please, Butterfree! -Hey, Butterfree!\Free! Free!\-Ah, Butterfree. -Free! Free!\Free! Free! response:	What happened?
context: Butterfree, where are you?\Pika!\- Butterfree! -Pika!\-Please, Butterfree! -Hey, Butterfree!\Free! Free!\-Ah, Butterfree. -Free! Free!\Free! Free!\What happened? response:	- -Chu, chu?
context: Pika!\- Butterfree! -Pika!\-Please, Butterfree! -Hey, Butterfree!\Free! Free!\-Ah, Butterfree. -Free! Free!\Free! Free!\What happened?\- -Chu, chu? response:	-Is the pink Butterfree over there? -Free! Free!
context: - Butterfree! -Pika!\-Please, Butterfree! -Hey, Butterfree!\Free! Free!\-Ah, Butterfree. -Free! Free!\Free! Free!\What happened?\- -Chu, chu?\-Is the pink Butterfree over there? -Free! Free! response:	Don't worry. Show us the way, Butterfree.
context: -Please, Butterfree! -Hey, Butterfree!\Free! Free!\-Ah, Butterfree. -Free! Free!\Free! Free!\What happened?\- -Chu, chu?\-Is the pink Butterfree over there? -Free! Free!\Don't worry. Show us the way, Butterfree. response:	98 Meowth, 99 Meowth, 100 Meowth, hee-hee-hee!
context: Free! Free!\-Ah, Butterfree. -Free! Free!\Free! Free!\What happened?\- -Chu, chu?\-Is the pink Butterfree over there? -Free! Free!\Don't worry. Show us the way, Butterfree.\98 Meowth, 99 Meowth, 100 Meowth, hee-hee-hee! response:	- A very nice catch. - Just between us, isn't it nice
context: -Ah, Butterfree. -Free! Free!\Free! Free!\What happened?\- -Chu, chu?\-Is the pink Butterfree over there? -Free! Free!\Don't worry. Show us the way, Butterfree.\98 Meowth, 99 Meowth, 100 Meowth, hee-hee-hee!\- A very nice catch. - Just between us, isn't it nice response:	to have one of our nefarious schemes actually work for once?
context: Free! Free!\What happened?\- -Chu, chu?\-Is the pink Butterfree over there? -Free! Free!\Don't worry. Show us the way, Butterfree.\98 Meowth, 99 Meowth, 100 Meowth, hee-hee-hee!\- A very nice catch. - Just between us, isn't it nice\to have one of our nefarious schemes actually work for once? response:	Feels great.
context: What happened?\- -Chu, chu?\-Is the pink Butterfree over there? -Free! Free!\Don't worry. Show us the way, Butterfree.\98 Meowth, 99 Meowth, 100 Meowth, hee-hee-hee!\- A very nice catch. - Just between us, isn't it nice\to have one of our nefarious schemes actually work for once?\Feels great. response:	We're at our best when we're at our worst.
context: - -Chu, chu?\-Is the pink Butterfree over there? -Free! Free!\Don't worry. Show us the way, Butterfree.\98 Meowth, 99 Meowth, 100 Meowth, hee-hee-hee!\- A very nice catch. - Just between us, isn't it nice\to have one of our nefarious schemes actually work for once?\Feels great.\We're at our best when we're at our worst. response:	We've finally got it back.
context: -Is the pink Butterfree over there? -Free! Free!\Don't worry. Show us the way, Butterfree.\98 Meowth, 99 Meowth, 100 Meowth, hee-hee-hee!\- A very nice catch. - Just between us, isn't it nice\to have one of our nefarious schemes actually work for once?\Feels great.\We're at our best when we're at our worst.\We've finally got it back. response:	Yeah, when the boss hears about this, I'll be top cat again.
context: Don't worry. Show us the way, Butterfree.\98 Meowth, 99 Meowth, 100 Meowth, hee-hee-hee!\- A very nice catch. - Just between us, isn't it nice\to have one of our nefarious schemes actually work for once?\Feels great.\We're at our best when we're at our worst.\We've finally got it back.\Yeah, when the boss hears about this, I'll be top cat again. response:	Na-na-na!
context: 98 Meowth, 99 Meowth, 100 Meowth, hee-hee-hee!\- A very nice catch. - Just between us, isn't it nice\to have one of our nefarious schemes actually work for once?\Feels great.\We're at our best when we're at our worst.\We've finally got it back.\Yeah, when the boss hears about this, I'll be top cat again.\Na-na-na! response:	-Hey, somebody's busting in. -Who is it? who's there?
