context: What are you two doing? response:	Crown Prince has issued an order. There will be a wedding in a few days.
context: Dijun.\You already lost half of your powers from saving Little Princess.\- I'm worried you- - You are right to worry.\I need to go into seclusion to recuperate.\While I am away...\write something for me in the Book of Destiny.\Book of Destiny? I control the fates of mortals.\I am powerless to do anything about the fates of immortals. response:	After I come out of seclusion, I will be going to the mortal realm.
context: You already lost half of your powers from saving Little Princess.\- I'm worried you- - You are right to worry.\I need to go into seclusion to recuperate.\While I am away...\write something for me in the Book of Destiny.\Book of Destiny? I control the fates of mortals.\I am powerless to do anything about the fates of immortals.\After I come out of seclusion, I will be going to the mortal realm. response:	What will you be doing there?
context: - I'm worried you- - You are right to worry.\I need to go into seclusion to recuperate.\While I am away...\write something for me in the Book of Destiny.\Book of Destiny? I control the fates of mortals.\I am powerless to do anything about the fates of immortals.\After I come out of seclusion, I will be going to the mortal realm.\What will you be doing there? response:	The Hong Luan Star will not be ascendant in my destiny.
context: I need to go into seclusion to recuperate.\While I am away...\write something for me in the Book of Destiny.\Book of Destiny? I control the fates of mortals.\I am powerless to do anything about the fates of immortals.\After I come out of seclusion, I will be going to the mortal realm.\What will you be doing there?\The Hong Luan Star will not be ascendant in my destiny. response:	When I go to the mortal realm
context: While I am away...\write something for me in the Book of Destiny.\Book of Destiny? I control the fates of mortals.\I am powerless to do anything about the fates of immortals.\After I come out of seclusion, I will be going to the mortal realm.\What will you be doing there?\The Hong Luan Star will not be ascendant in my destiny.\When I go to the mortal realm response:	you can write of a marriage in your Book of Destiny.
context: write something for me in the Book of Destiny.\Book of Destiny? I control the fates of mortals.\I am powerless to do anything about the fates of immortals.\After I come out of seclusion, I will be going to the mortal realm.\What will you be doing there?\The Hong Luan Star will not be ascendant in my destiny.\When I go to the mortal realm\you can write of a marriage in your Book of Destiny. response:	She kept me company for so long in the Celestial Palace.
context: Book of Destiny? I control the fates of mortals.\I am powerless to do anything about the fates of immortals.\After I come out of seclusion, I will be going to the mortal realm.\What will you be doing there?\The Hong Luan Star will not be ascendant in my destiny.\When I go to the mortal realm\you can write of a marriage in your Book of Destiny.\She kept me company for so long in the Celestial Palace. response:	Nevertheless, I should fulfill her wish to stay with me.
context: I am powerless to do anything about the fates of immortals.\After I come out of seclusion, I will be going to the mortal realm.\What will you be doing there?\The Hong Luan Star will not be ascendant in my destiny.\When I go to the mortal realm\you can write of a marriage in your Book of Destiny.\She kept me company for so long in the Celestial Palace.\Nevertheless, I should fulfill her wish to stay with me. response:	If Heavenly Lord asks, how should I reply?
context: After I come out of seclusion, I will be going to the mortal realm.\What will you be doing there?\The Hong Luan Star will not be ascendant in my destiny.\When I go to the mortal realm\you can write of a marriage in your Book of Destiny.\She kept me company for so long in the Celestial Palace.\Nevertheless, I should fulfill her wish to stay with me.\If Heavenly Lord asks, how should I reply? response:	Just say...
context: What will you be doing there?\The Hong Luan Star will not be ascendant in my destiny.\When I go to the mortal realm\you can write of a marriage in your Book of Destiny.\She kept me company for so long in the Celestial Palace.\Nevertheless, I should fulfill her wish to stay with me.\If Heavenly Lord asks, how should I reply?\Just say... response:	I am going to experience the bitterness of life.
context: The Hong Luan Star will not be ascendant in my destiny.\When I go to the mortal realm\you can write of a marriage in your Book of Destiny.\She kept me company for so long in the Celestial Palace.\Nevertheless, I should fulfill her wish to stay with me.\If Heavenly Lord asks, how should I reply?\Just say...\I am going to experience the bitterness of life. response:	Father, you must not.
context: When I go to the mortal realm\you can write of a marriage in your Book of Destiny.\She kept me company for so long in the Celestial Palace.\Nevertheless, I should fulfill her wish to stay with me.\If Heavenly Lord asks, how should I reply?\Just say...\I am going to experience the bitterness of life.\Father, you must not. response:	Celestials need the divine fungal grass to purify their cultivation.
context: you can write of a marriage in your Book of Destiny.\She kept me company for so long in the Celestial Palace.\Nevertheless, I should fulfill her wish to stay with me.\If Heavenly Lord asks, how should I reply?\Just say...\I am going to experience the bitterness of life.\Father, you must not.\Celestials need the divine fungal grass to purify their cultivation. response:	Otherwise, both you and Ye Hua will lose control of your powers
context: She kept me company for so long in the Celestial Palace.\Nevertheless, I should fulfill her wish to stay with me.\If Heavenly Lord asks, how should I reply?\Just say...\I am going to experience the bitterness of life.\Father, you must not.\Celestials need the divine fungal grass to purify their cultivation.\Otherwise, both you and Ye Hua will lose control of your powers response:	and fall into a demonic state!
context: Nevertheless, I should fulfill her wish to stay with me.\If Heavenly Lord asks, how should I reply?\Just say...\I am going to experience the bitterness of life.\Father, you must not.\Celestials need the divine fungal grass to purify their cultivation.\Otherwise, both you and Ye Hua will lose control of your powers\and fall into a demonic state! response:	There is no time to worry about that now.
context: If Heavenly Lord asks, how should I reply?\Just say...\I am going to experience the bitterness of life.\Father, you must not.\Celestials need the divine fungal grass to purify their cultivation.\Otherwise, both you and Ye Hua will lose control of your powers\and fall into a demonic state!\There is no time to worry about that now. response:	You must not, even if there is no time!
context: Just say...\I am going to experience the bitterness of life.\Father, you must not.\Celestials need the divine fungal grass to purify their cultivation.\Otherwise, both you and Ye Hua will lose control of your powers\and fall into a demonic state!\There is no time to worry about that now.\You must not, even if there is no time! response:	Father is Heavenly Lord, while Ye Hua is your successor.
context: I am going to experience the bitterness of life.\Father, you must not.\Celestials need the divine fungal grass to purify their cultivation.\Otherwise, both you and Ye Hua will lose control of your powers\and fall into a demonic state!\There is no time to worry about that now.\You must not, even if there is no time!\Father is Heavenly Lord, while Ye Hua is your successor. response:	If you both fall into a demonic state, what will become of the Celestial Tribe?
context: Father, you must not.\Celestials need the divine fungal grass to purify their cultivation.\Otherwise, both you and Ye Hua will lose control of your powers\and fall into a demonic state!\There is no time to worry about that now.\You must not, even if there is no time!\Father is Heavenly Lord, while Ye Hua is your successor.\If you both fall into a demonic state, what will become of the Celestial Tribe? response:	Wait for us to get divine fungal grass from the Eastern Sea.
context: Celestials need the divine fungal grass to purify their cultivation.\Otherwise, both you and Ye Hua will lose control of your powers\and fall into a demonic state!\There is no time to worry about that now.\You must not, even if there is no time!\Father is Heavenly Lord, while Ye Hua is your successor.\If you both fall into a demonic state, what will become of the Celestial Tribe?\Wait for us to get divine fungal grass from the Eastern Sea. response:	Father, do not be impatient!
context: Otherwise, both you and Ye Hua will lose control of your powers\and fall into a demonic state!\There is no time to worry about that now.\You must not, even if there is no time!\Father is Heavenly Lord, while Ye Hua is your successor.\If you both fall into a demonic state, what will become of the Celestial Tribe?\Wait for us to get divine fungal grass from the Eastern Sea.\Father, do not be impatient! response:	No, there is no time.
context: and fall into a demonic state!\There is no time to worry about that now.\You must not, even if there is no time!\Father is Heavenly Lord, while Ye Hua is your successor.\If you both fall into a demonic state, what will become of the Celestial Tribe?\Wait for us to get divine fungal grass from the Eastern Sea.\Father, do not be impatient!\No, there is no time. response:	Sorry, Father.
context: There is no time to worry about that now.\You must not, even if there is no time!\Father is Heavenly Lord, while Ye Hua is your successor.\If you both fall into a demonic state, what will become of the Celestial Tribe?\Wait for us to get divine fungal grass from the Eastern Sea.\Father, do not be impatient!\No, there is no time.\Sorry, Father. response:	Third Brother, what are you doing?
context: You must not, even if there is no time!\Father is Heavenly Lord, while Ye Hua is your successor.\If you both fall into a demonic state, what will become of the Celestial Tribe?\Wait for us to get divine fungal grass from the Eastern Sea.\Father, do not be impatient!\No, there is no time.\Sorry, Father.\Third Brother, what are you doing? response:	What do you think I am doing?
context: Father is Heavenly Lord, while Ye Hua is your successor.\If you both fall into a demonic state, what will become of the Celestial Tribe?\Wait for us to get divine fungal grass from the Eastern Sea.\Father, do not be impatient!\No, there is no time.\Sorry, Father.\Third Brother, what are you doing?\What do you think I am doing? response:	You know how much Father loves Ye Hua.
context: If you both fall into a demonic state, what will become of the Celestial Tribe?\Wait for us to get divine fungal grass from the Eastern Sea.\Father, do not be impatient!\No, there is no time.\Sorry, Father.\Third Brother, what are you doing?\What do you think I am doing?\You know how much Father loves Ye Hua. response:	He will even risk his life for him! Why would he fear turning demonic?
context: Wait for us to get divine fungal grass from the Eastern Sea.\Father, do not be impatient!\No, there is no time.\Sorry, Father.\Third Brother, what are you doing?\What do you think I am doing?\You know how much Father loves Ye Hua.\He will even risk his life for him! Why would he fear turning demonic? response:	Don't delay anymore, Eldest Brother! Come with me to get divine fungal grass.
context: Father, do not be impatient!\No, there is no time.\Sorry, Father.\Third Brother, what are you doing?\What do you think I am doing?\You know how much Father loves Ye Hua.\He will even risk his life for him! Why would he fear turning demonic?\Don't delay anymore, Eldest Brother! Come with me to get divine fungal grass. response:	Sister-in-law, you'll stay here.
context: No, there is no time.\Sorry, Father.\Third Brother, what are you doing?\What do you think I am doing?\You know how much Father loves Ye Hua.\He will even risk his life for him! Why would he fear turning demonic?\Don't delay anymore, Eldest Brother! Come with me to get divine fungal grass.\Sister-in-law, you'll stay here. response:	Before we return, aside from Medicine King, nobody is to come in.
context: Sorry, Father.\Third Brother, what are you doing?\What do you think I am doing?\You know how much Father loves Ye Hua.\He will even risk his life for him! Why would he fear turning demonic?\Don't delay anymore, Eldest Brother! Come with me to get divine fungal grass.\Sister-in-law, you'll stay here.\Before we return, aside from Medicine King, nobody is to come in. response:	All right.
context: Third Brother, what are you doing?\What do you think I am doing?\You know how much Father loves Ye Hua.\He will even risk his life for him! Why would he fear turning demonic?\Don't delay anymore, Eldest Brother! Come with me to get divine fungal grass.\Sister-in-law, you'll stay here.\Before we return, aside from Medicine King, nobody is to come in.\All right. response:	Let's go!
context: What do you think I am doing?\You know how much Father loves Ye Hua.\He will even risk his life for him! Why would he fear turning demonic?\Don't delay anymore, Eldest Brother! Come with me to get divine fungal grass.\Sister-in-law, you'll stay here.\Before we return, aside from Medicine King, nobody is to come in.\All right.\Let's go! response:	Ye Hua.
context: You know how much Father loves Ye Hua.\He will even risk his life for him! Why would he fear turning demonic?\Don't delay anymore, Eldest Brother! Come with me to get divine fungal grass.\Sister-in-law, you'll stay here.\Before we return, aside from Medicine King, nobody is to come in.\All right.\Let's go!\Ye Hua. response:	Why must you treat me like this?
context: He will even risk his life for him! Why would he fear turning demonic?\Don't delay anymore, Eldest Brother! Come with me to get divine fungal grass.\Sister-in-law, you'll stay here.\Before we return, aside from Medicine King, nobody is to come in.\All right.\Let's go!\Ye Hua.\Why must you treat me like this? response:	I have never sought to have you only for myself.
context: Don't delay anymore, Eldest Brother! Come with me to get divine fungal grass.\Sister-in-law, you'll stay here.\Before we return, aside from Medicine King, nobody is to come in.\All right.\Let's go!\Ye Hua.\Why must you treat me like this?\I have never sought to have you only for myself. response:	Am I not even allowed to merely stay by your side?
context: Sister-in-law, you'll stay here.\Before we return, aside from Medicine King, nobody is to come in.\All right.\Let's go!\Ye Hua.\Why must you treat me like this?\I have never sought to have you only for myself.\Am I not even allowed to merely stay by your side? response:	Your Highness! Your Highness!
context: Before we return, aside from Medicine King, nobody is to come in.\All right.\Let's go!\Ye Hua.\Why must you treat me like this?\I have never sought to have you only for myself.\Am I not even allowed to merely stay by your side?\Your Highness! Your Highness! response:	Go quickly to Zichen Hall!
context: All right.\Let's go!\Ye Hua.\Why must you treat me like this?\I have never sought to have you only for myself.\Am I not even allowed to merely stay by your side?\Your Highness! Your Highness!\Go quickly to Zichen Hall! response:	What's the matter?
context: Let's go!\Ye Hua.\Why must you treat me like this?\I have never sought to have you only for myself.\Am I not even allowed to merely stay by your side?\Your Highness! Your Highness!\Go quickly to Zichen Hall!\What's the matter? response:	His Highness... His Highness jumped off Zhuxian Terrace!
context: Ye Hua.\Why must you treat me like this?\I have never sought to have you only for myself.\Am I not even allowed to merely stay by your side?\Your Highness! Your Highness!\Go quickly to Zichen Hall!\What's the matter?\His Highness... His Highness jumped off Zhuxian Terrace! response:	It's unknown whether he's still alive!
context: Why must you treat me like this?\I have never sought to have you only for myself.\Am I not even allowed to merely stay by your side?\Your Highness! Your Highness!\Go quickly to Zichen Hall!\What's the matter?\His Highness... His Highness jumped off Zhuxian Terrace!\It's unknown whether he's still alive! response:	What? What did you say?
context: I have never sought to have you only for myself.\Am I not even allowed to merely stay by your side?\Your Highness! Your Highness!\Go quickly to Zichen Hall!\What's the matter?\His Highness... His Highness jumped off Zhuxian Terrace!\It's unknown whether he's still alive!\What? What did you say? response:	Hurry! Go quickly, Your Highness.
context: Am I not even allowed to merely stay by your side?\Your Highness! Your Highness!\Go quickly to Zichen Hall!\What's the matter?\His Highness... His Highness jumped off Zhuxian Terrace!\It's unknown whether he's still alive!\What? What did you say?\Hurry! Go quickly, Your Highness. response:	Perhaps... you may still get to see His Highness one last time.
context: Your Highness! Your Highness!\Go quickly to Zichen Hall!\What's the matter?\His Highness... His Highness jumped off Zhuxian Terrace!\It's unknown whether he's still alive!\What? What did you say?\Hurry! Go quickly, Your Highness.\Perhaps... you may still get to see His Highness one last time. response:	Your Highness!
context: Go quickly to Zichen Hall!\What's the matter?\His Highness... His Highness jumped off Zhuxian Terrace!\It's unknown whether he's still alive!\What? What did you say?\Hurry! Go quickly, Your Highness.\Perhaps... you may still get to see His Highness one last time.\Your Highness! response:	High God.
context: What's the matter?\His Highness... His Highness jumped off Zhuxian Terrace!\It's unknown whether he's still alive!\What? What did you say?\Hurry! Go quickly, Your Highness.\Perhaps... you may still get to see His Highness one last time.\Your Highness!\High God. response:	What has happened?
context: His Highness... His Highness jumped off Zhuxian Terrace!\It's unknown whether he's still alive!\What? What did you say?\Hurry! Go quickly, Your Highness.\Perhaps... you may still get to see His Highness one last time.\Your Highness!\High God.\What has happened? response:	My lord has suffered critical injuries.
context: It's unknown whether he's still alive!\What? What did you say?\Hurry! Go quickly, Your Highness.\Perhaps... you may still get to see His Highness one last time.\Your Highness!\High God.\What has happened?\My lord has suffered critical injuries. response:	Heavenly Lord is waiting for divine fungal grass in Zichen Hall
context: What? What did you say?\Hurry! Go quickly, Your Highness.\Perhaps... you may still get to see His Highness one last time.\Your Highness!\High God.\What has happened?\My lord has suffered critical injuries.\Heavenly Lord is waiting for divine fungal grass in Zichen Hall response:	to transfer his own cultivation to save my lord's life.
context: Hurry! Go quickly, Your Highness.\Perhaps... you may still get to see His Highness one last time.\Your Highness!\High God.\What has happened?\My lord has suffered critical injuries.\Heavenly Lord is waiting for divine fungal grass in Zichen Hall\to transfer his own cultivation to save my lord's life. response:	Critical injuries? Wasn't he perfectly fine this morning?
context: Perhaps... you may still get to see His Highness one last time.\Your Highness!\High God.\What has happened?\My lord has suffered critical injuries.\Heavenly Lord is waiting for divine fungal grass in Zichen Hall\to transfer his own cultivation to save my lord's life.\Critical injuries? Wasn't he perfectly fine this morning? response:	- High God. - High God.
context: Your Highness!\High God.\What has happened?\My lord has suffered critical injuries.\Heavenly Lord is waiting for divine fungal grass in Zichen Hall\to transfer his own cultivation to save my lord's life.\Critical injuries? Wasn't he perfectly fine this morning?\- High God. - High God. response:	Quick, Medicine King, follow me.
context: High God.\What has happened?\My lord has suffered critical injuries.\Heavenly Lord is waiting for divine fungal grass in Zichen Hall\to transfer his own cultivation to save my lord's life.\Critical injuries? Wasn't he perfectly fine this morning?\- High God. - High God.\Quick, Medicine King, follow me. response:	Wait.
context: What has happened?\My lord has suffered critical injuries.\Heavenly Lord is waiting for divine fungal grass in Zichen Hall\to transfer his own cultivation to save my lord's life.\Critical injuries? Wasn't he perfectly fine this morning?\- High God. - High God.\Quick, Medicine King, follow me.\Wait. response:	High God, what orders do you have?
context: My lord has suffered critical injuries.\Heavenly Lord is waiting for divine fungal grass in Zichen Hall\to transfer his own cultivation to save my lord's life.\Critical injuries? Wasn't he perfectly fine this morning?\- High God. - High God.\Quick, Medicine King, follow me.\Wait.\High God, what orders do you have? response:	Why don't you bring me inside?
context: Heavenly Lord is waiting for divine fungal grass in Zichen Hall\to transfer his own cultivation to save my lord's life.\Critical injuries? Wasn't he perfectly fine this morning?\- High God. - High God.\Quick, Medicine King, follow me.\Wait.\High God, what orders do you have?\Why don't you bring me inside? response:	Perhaps my medical expertise may be of help.
context: to transfer his own cultivation to save my lord's life.\Critical injuries? Wasn't he perfectly fine this morning?\- High God. - High God.\Quick, Medicine King, follow me.\Wait.\High God, what orders do you have?\Why don't you bring me inside?\Perhaps my medical expertise may be of help. response:	Yes!
context: Critical injuries? Wasn't he perfectly fine this morning?\- High God. - High God.\Quick, Medicine King, follow me.\Wait.\High God, what orders do you have?\Why don't you bring me inside?\Perhaps my medical expertise may be of help.\Yes! response:	In this world, the one with the most medical expertise must be you, High God.
context: - High God. - High God.\Quick, Medicine King, follow me.\Wait.\High God, what orders do you have?\Why don't you bring me inside?\Perhaps my medical expertise may be of help.\Yes!\In this world, the one with the most medical expertise must be you, High God. response:	Jia Yun, why don't you bring the two of us inside?
context: Quick, Medicine King, follow me.\Wait.\High God, what orders do you have?\Why don't you bring me inside?\Perhaps my medical expertise may be of help.\Yes!\In this world, the one with the most medical expertise must be you, High God.\Jia Yun, why don't you bring the two of us inside? response:	All right, please follow me.
context: Wait.\High God, what orders do you have?\Why don't you bring me inside?\Perhaps my medical expertise may be of help.\Yes!\In this world, the one with the most medical expertise must be you, High God.\Jia Yun, why don't you bring the two of us inside?\All right, please follow me. response:	Your Highness may not enter.
context: High God, what orders do you have?\Why don't you bring me inside?\Perhaps my medical expertise may be of help.\Yes!\In this world, the one with the most medical expertise must be you, High God.\Jia Yun, why don't you bring the two of us inside?\All right, please follow me.\Your Highness may not enter. response:	Why am I not allowed inside?
context: Why don't you bring me inside?\Perhaps my medical expertise may be of help.\Yes!\In this world, the one with the most medical expertise must be you, High God.\Jia Yun, why don't you bring the two of us inside?\All right, please follow me.\Your Highness may not enter.\Why am I not allowed inside? response:	Eldest Prince and Third Prince ordered me
context: Perhaps my medical expertise may be of help.\Yes!\In this world, the one with the most medical expertise must be you, High God.\Jia Yun, why don't you bring the two of us inside?\All right, please follow me.\Your Highness may not enter.\Why am I not allowed inside?\Eldest Prince and Third Prince ordered me response:	not to allow entry to anyone but Medicine King before they return.
context: Yes!\In this world, the one with the most medical expertise must be you, High God.\Jia Yun, why don't you bring the two of us inside?\All right, please follow me.\Your Highness may not enter.\Why am I not allowed inside?\Eldest Prince and Third Prince ordered me\not to allow entry to anyone but Medicine King before they return. response:	But High God Zhe Yan... Why was he allowed inside?
context: In this world, the one with the most medical expertise must be you, High God.\Jia Yun, why don't you bring the two of us inside?\All right, please follow me.\Your Highness may not enter.\Why am I not allowed inside?\Eldest Prince and Third Prince ordered me\not to allow entry to anyone but Medicine King before they return.\But High God Zhe Yan... Why was he allowed inside? response:	High God Zhe Yan's medical expertise is known throughout the four seas.
context: Jia Yun, why don't you bring the two of us inside?\All right, please follow me.\Your Highness may not enter.\Why am I not allowed inside?\Eldest Prince and Third Prince ordered me\not to allow entry to anyone but Medicine King before they return.\But High God Zhe Yan... Why was he allowed inside?\High God Zhe Yan's medical expertise is known throughout the four seas. response:	By defying orders, I am risking my head
context: All right, please follow me.\Your Highness may not enter.\Why am I not allowed inside?\Eldest Prince and Third Prince ordered me\not to allow entry to anyone but Medicine King before they return.\But High God Zhe Yan... Why was he allowed inside?\High God Zhe Yan's medical expertise is known throughout the four seas.\By defying orders, I am risking my head response:	to allow High God Zhe Yan inside to save the Crown Prince.
context: Your Highness may not enter.\Why am I not allowed inside?\Eldest Prince and Third Prince ordered me\not to allow entry to anyone but Medicine King before they return.\But High God Zhe Yan... Why was he allowed inside?\High God Zhe Yan's medical expertise is known throughout the four seas.\By defying orders, I am risking my head\to allow High God Zhe Yan inside to save the Crown Prince. response:	Your Highness cannot provide any help for the Crown Prince's injuries.
context: Why am I not allowed inside?\Eldest Prince and Third Prince ordered me\not to allow entry to anyone but Medicine King before they return.\But High God Zhe Yan... Why was he allowed inside?\High God Zhe Yan's medical expertise is known throughout the four seas.\By defying orders, I am risking my head\to allow High God Zhe Yan inside to save the Crown Prince.\Your Highness cannot provide any help for the Crown Prince's injuries. response:	Please do not make my task difficult.
context: Eldest Prince and Third Prince ordered me\not to allow entry to anyone but Medicine King before they return.\But High God Zhe Yan... Why was he allowed inside?\High God Zhe Yan's medical expertise is known throughout the four seas.\By defying orders, I am risking my head\to allow High God Zhe Yan inside to save the Crown Prince.\Your Highness cannot provide any help for the Crown Prince's injuries.\Please do not make my task difficult. response:	Then tell me.
context: not to allow entry to anyone but Medicine King before they return.\But High God Zhe Yan... Why was he allowed inside?\High God Zhe Yan's medical expertise is known throughout the four seas.\By defying orders, I am risking my head\to allow High God Zhe Yan inside to save the Crown Prince.\Your Highness cannot provide any help for the Crown Prince's injuries.\Please do not make my task difficult.\Then tell me. response:	Ye Hua...
context: But High God Zhe Yan... Why was he allowed inside?\High God Zhe Yan's medical expertise is known throughout the four seas.\By defying orders, I am risking my head\to allow High God Zhe Yan inside to save the Crown Prince.\Your Highness cannot provide any help for the Crown Prince's injuries.\Please do not make my task difficult.\Then tell me.\Ye Hua... response:	He is still alive.
context: High God Zhe Yan's medical expertise is known throughout the four seas.\By defying orders, I am risking my head\to allow High God Zhe Yan inside to save the Crown Prince.\Your Highness cannot provide any help for the Crown Prince's injuries.\Please do not make my task difficult.\Then tell me.\Ye Hua...\He is still alive. response:	Consort Le Xu.
context: By defying orders, I am risking my head\to allow High God Zhe Yan inside to save the Crown Prince.\Your Highness cannot provide any help for the Crown Prince's injuries.\Please do not make my task difficult.\Then tell me.\Ye Hua...\He is still alive.\Consort Le Xu. response:	High God Zhe Yan.
context: to allow High God Zhe Yan inside to save the Crown Prince.\Your Highness cannot provide any help for the Crown Prince's injuries.\Please do not make my task difficult.\Then tell me.\Ye Hua...\He is still alive.\Consort Le Xu.\High God Zhe Yan. response:	Your Highness, my medical skills are incomparable to Zhe Yan's.
context: Your Highness cannot provide any help for the Crown Prince's injuries.\Please do not make my task difficult.\Then tell me.\Ye Hua...\He is still alive.\Consort Le Xu.\High God Zhe Yan.\Your Highness, my medical skills are incomparable to Zhe Yan's. response:	He was outside the hall by chance. Why don't you allow him to take a look?
context: Please do not make my task difficult.\Then tell me.\Ye Hua...\He is still alive.\Consort Le Xu.\High God Zhe Yan.\Your Highness, my medical skills are incomparable to Zhe Yan's.\He was outside the hall by chance. Why don't you allow him to take a look? response:	All right.
context: Then tell me.\Ye Hua...\He is still alive.\Consort Le Xu.\High God Zhe Yan.\Your Highness, my medical skills are incomparable to Zhe Yan's.\He was outside the hall by chance. Why don't you allow him to take a look?\All right. response:	You may take a look at Ye Hua. I will not be in your way.
context: Ye Hua...\He is still alive.\Consort Le Xu.\High God Zhe Yan.\Your Highness, my medical skills are incomparable to Zhe Yan's.\He was outside the hall by chance. Why don't you allow him to take a look?\All right.\You may take a look at Ye Hua. I will not be in your way. response:	Heavenly Lord is...
context: He is still alive.\Consort Le Xu.\High God Zhe Yan.\Your Highness, my medical skills are incomparable to Zhe Yan's.\He was outside the hall by chance. Why don't you allow him to take a look?\All right.\You may take a look at Ye Hua. I will not be in your way.\Heavenly Lord is... response:	No need to explain. I do not see anything.
context: Consort Le Xu.\High God Zhe Yan.\Your Highness, my medical skills are incomparable to Zhe Yan's.\He was outside the hall by chance. Why don't you allow him to take a look?\All right.\You may take a look at Ye Hua. I will not be in your way.\Heavenly Lord is...\No need to explain. I do not see anything. response:	I have long since sequestered myself from the three realms
context: High God Zhe Yan.\Your Highness, my medical skills are incomparable to Zhe Yan's.\He was outside the hall by chance. Why don't you allow him to take a look?\All right.\You may take a look at Ye Hua. I will not be in your way.\Heavenly Lord is...\No need to explain. I do not see anything.\I have long since sequestered myself from the three realms response:	and am no longer confined to convention.
context: Your Highness, my medical skills are incomparable to Zhe Yan's.\He was outside the hall by chance. Why don't you allow him to take a look?\All right.\You may take a look at Ye Hua. I will not be in your way.\Heavenly Lord is...\No need to explain. I do not see anything.\I have long since sequestered myself from the three realms\and am no longer confined to convention. response:	May I request that you all step out?
context: He was outside the hall by chance. Why don't you allow him to take a look?\All right.\You may take a look at Ye Hua. I will not be in your way.\Heavenly Lord is...\No need to explain. I do not see anything.\I have long since sequestered myself from the three realms\and am no longer confined to convention.\May I request that you all step out? response:	All right.
context: All right.\You may take a look at Ye Hua. I will not be in your way.\Heavenly Lord is...\No need to explain. I do not see anything.\I have long since sequestered myself from the three realms\and am no longer confined to convention.\May I request that you all step out?\All right. response:	Your Highness, when High God Zhe Yan retired from the three realms
context: You may take a look at Ye Hua. I will not be in your way.\Heavenly Lord is...\No need to explain. I do not see anything.\I have long since sequestered myself from the three realms\and am no longer confined to convention.\May I request that you all step out?\All right.\Your Highness, when High God Zhe Yan retired from the three realms response:	he may have sealed his magical artifact under Kunlun Mountain
context: Heavenly Lord is...\No need to explain. I do not see anything.\I have long since sequestered myself from the three realms\and am no longer confined to convention.\May I request that you all step out?\All right.\Your Highness, when High God Zhe Yan retired from the three realms\he may have sealed his magical artifact under Kunlun Mountain response:	but he still has his medical expertise.
context: No need to explain. I do not see anything.\I have long since sequestered myself from the three realms\and am no longer confined to convention.\May I request that you all step out?\All right.\Your Highness, when High God Zhe Yan retired from the three realms\he may have sealed his magical artifact under Kunlun Mountain\but he still has his medical expertise. response:	Nobody else in this world can compare to him.
context: I have long since sequestered myself from the three realms\and am no longer confined to convention.\May I request that you all step out?\All right.\Your Highness, when High God Zhe Yan retired from the three realms\he may have sealed his magical artifact under Kunlun Mountain\but he still has his medical expertise.\Nobody else in this world can compare to him. response:	Let us wait patiently.
context: and am no longer confined to convention.\May I request that you all step out?\All right.\Your Highness, when High God Zhe Yan retired from the three realms\he may have sealed his magical artifact under Kunlun Mountain\but he still has his medical expertise.\Nobody else in this world can compare to him.\Let us wait patiently. response:	I do not know what relationship you have to Mo Yuan
context: May I request that you all step out?\All right.\Your Highness, when High God Zhe Yan retired from the three realms\he may have sealed his magical artifact under Kunlun Mountain\but he still has his medical expertise.\Nobody else in this world can compare to him.\Let us wait patiently.\I do not know what relationship you have to Mo Yuan response:	for even your spirit to be so similar to his.
context: All right.\Your Highness, when High God Zhe Yan retired from the three realms\he may have sealed his magical artifact under Kunlun Mountain\but he still has his medical expertise.\Nobody else in this world can compare to him.\Let us wait patiently.\I do not know what relationship you have to Mo Yuan\for even your spirit to be so similar to his. response:	If you are him, then you had better live on.
context: Your Highness, when High God Zhe Yan retired from the three realms\he may have sealed his magical artifact under Kunlun Mountain\but he still has his medical expertise.\Nobody else in this world can compare to him.\Let us wait patiently.\I do not know what relationship you have to Mo Yuan\for even your spirit to be so similar to his.\If you are him, then you had better live on. response:	Kunlun Mountain has already waited for you for 70,000 years.
context: he may have sealed his magical artifact under Kunlun Mountain\but he still has his medical expertise.\Nobody else in this world can compare to him.\Let us wait patiently.\I do not know what relationship you have to Mo Yuan\for even your spirit to be so similar to his.\If you are him, then you had better live on.\Kunlun Mountain has already waited for you for 70,000 years. response:	If you are not him, then since you have a face just like his
context: but he still has his medical expertise.\Nobody else in this world can compare to him.\Let us wait patiently.\I do not know what relationship you have to Mo Yuan\for even your spirit to be so similar to his.\If you are him, then you had better live on.\Kunlun Mountain has already waited for you for 70,000 years.\If you are not him, then since you have a face just like his response:	then you should be like him
context: Nobody else in this world can compare to him.\Let us wait patiently.\I do not know what relationship you have to Mo Yuan\for even your spirit to be so similar to his.\If you are him, then you had better live on.\Kunlun Mountain has already waited for you for 70,000 years.\If you are not him, then since you have a face just like his\then you should be like him response:	and persevere for all the people of the world.
context: Let us wait patiently.\I do not know what relationship you have to Mo Yuan\for even your spirit to be so similar to his.\If you are him, then you had better live on.\Kunlun Mountain has already waited for you for 70,000 years.\If you are not him, then since you have a face just like his\then you should be like him\and persevere for all the people of the world. response:	Ye Hua.
context: I do not know what relationship you have to Mo Yuan\for even your spirit to be so similar to his.\If you are him, then you had better live on.\Kunlun Mountain has already waited for you for 70,000 years.\If you are not him, then since you have a face just like his\then you should be like him\and persevere for all the people of the world.\Ye Hua. response:	My good grandson.
