context: Science Fell in Love, So I Tried to Prove It response:	Gone Home
context: no matter how epic or complicated the game is,\I could instantly find which route makes Aika happiest.\Is that what it means?\No matter which erotic game I play,\I could instantly collect every CG scene?\I suspect that would be impossible, however...\something very close to that\could be possible. response:	One more thing...
context: I could instantly find which route makes Aika happiest.\Is that what it means?\No matter which erotic game I play,\I could instantly collect every CG scene?\I suspect that would be impossible, however...\something very close to that\could be possible.\One more thing... response:	Kosuke-kun, you like soccer, don't you?
context: Is that what it means?\No matter which erotic game I play,\I could instantly collect every CG scene?\I suspect that would be impossible, however...\something very close to that\could be possible.\One more thing...\Kosuke-kun, you like soccer, don't you? response:	Do you know about the top players shooting free kicks with no spin?
context: No matter which erotic game I play,\I could instantly collect every CG scene?\I suspect that would be impossible, however...\something very close to that\could be possible.\One more thing...\Kosuke-kun, you like soccer, don't you?\Do you know about the top players shooting free kicks with no spin? response:	Of course.
context: I could instantly collect every CG scene?\I suspect that would be impossible, however...\something very close to that\could be possible.\One more thing...\Kosuke-kun, you like soccer, don't you?\Do you know about the top players shooting free kicks with no spin?\Of course. response:	Those crazy-amazing shots that wobble unpredictably, right?
context: I suspect that would be impossible, however...\something very close to that\could be possible.\One more thing...\Kosuke-kun, you like soccer, don't you?\Do you know about the top players shooting free kicks with no spin?\Of course.\Those crazy-amazing shots that wobble unpredictably, right? response:	Apparently, they move that way because of chaotic air currents, or turbulence.
context: something very close to that\could be possible.\One more thing...\Kosuke-kun, you like soccer, don't you?\Do you know about the top players shooting free kicks with no spin?\Of course.\Those crazy-amazing shots that wobble unpredictably, right?\Apparently, they move that way because of chaotic air currents, or turbulence. response:	Really?
context: could be possible.\One more thing...\Kosuke-kun, you like soccer, don't you?\Do you know about the top players shooting free kicks with no spin?\Of course.\Those crazy-amazing shots that wobble unpredictably, right?\Apparently, they move that way because of chaotic air currents, or turbulence.\Really? response:	Chaos theory, which explains the creation of turbulence, is...
context: One more thing...\Kosuke-kun, you like soccer, don't you?\Do you know about the top players shooting free kicks with no spin?\Of course.\Those crazy-amazing shots that wobble unpredictably, right?\Apparently, they move that way because of chaotic air currents, or turbulence.\Really?\Chaos theory, which explains the creation of turbulence, is... response:	My field of study.
context: Kosuke-kun, you like soccer, don't you?\Do you know about the top players shooting free kicks with no spin?\Of course.\Those crazy-amazing shots that wobble unpredictably, right?\Apparently, they move that way because of chaotic air currents, or turbulence.\Really?\Chaos theory, which explains the creation of turbulence, is...\My field of study. response:	What?!
context: Do you know about the top players shooting free kicks with no spin?\Of course.\Those crazy-amazing shots that wobble unpredictably, right?\Apparently, they move that way because of chaotic air currents, or turbulence.\Really?\Chaos theory, which explains the creation of turbulence, is...\My field of study.\What?! response:	Truth is, Kosuke-kun, even among the things you love,
context: Of course.\Those crazy-amazing shots that wobble unpredictably, right?\Apparently, they move that way because of chaotic air currents, or turbulence.\Really?\Chaos theory, which explains the creation of turbulence, is...\My field of study.\What?!\Truth is, Kosuke-kun, even among the things you love, response:	you can find lots of science tucked away within them.
context: Those crazy-amazing shots that wobble unpredictably, right?\Apparently, they move that way because of chaotic air currents, or turbulence.\Really?\Chaos theory, which explains the creation of turbulence, is...\My field of study.\What?!\Truth is, Kosuke-kun, even among the things you love,\you can find lots of science tucked away within them. response:	All right!
context: Apparently, they move that way because of chaotic air currents, or turbulence.\Really?\Chaos theory, which explains the creation of turbulence, is...\My field of study.\What?!\Truth is, Kosuke-kun, even among the things you love,\you can find lots of science tucked away within them.\All right! response:	Whoops! Can't just sit around now.
context: Really?\Chaos theory, which explains the creation of turbulence, is...\My field of study.\What?!\Truth is, Kosuke-kun, even among the things you love,\you can find lots of science tucked away within them.\All right!\Whoops! Can't just sit around now. response:	It's really all self-interest with you, isn't it?
context: Chaos theory, which explains the creation of turbulence, is...\My field of study.\What?!\Truth is, Kosuke-kun, even among the things you love,\you can find lots of science tucked away within them.\All right!\Whoops! Can't just sit around now.\It's really all self-interest with you, isn't it? response:	Just a second ago, you were ready to quit the lab.
context: My field of study.\What?!\Truth is, Kosuke-kun, even among the things you love,\you can find lots of science tucked away within them.\All right!\Whoops! Can't just sit around now.\It's really all self-interest with you, isn't it?\Just a second ago, you were ready to quit the lab. response:	No one's talking to you!
context: What?!\Truth is, Kosuke-kun, even among the things you love,\you can find lots of science tucked away within them.\All right!\Whoops! Can't just sit around now.\It's really all self-interest with you, isn't it?\Just a second ago, you were ready to quit the lab.\No one's talking to you! response:	I'm sure you're just feeling relieved that the man you've fallen for isn't leav
context: Truth is, Kosuke-kun, even among the things you love,\you can find lots of science tucked away within them.\All right!\Whoops! Can't just sit around now.\It's really all self-interest with you, isn't it?\Just a second ago, you were ready to quit the lab.\No one's talking to you!\I'm sure you're just feeling relieved that the man you've fallen for isn't leav response:	No.
context: you can find lots of science tucked away within them.\All right!\Whoops! Can't just sit around now.\It's really all self-interest with you, isn't it?\Just a second ago, you were ready to quit the lab.\No one's talking to you!\I'm sure you're just feeling relieved that the man you've fallen for isn't leav\No. response:	No, no, no. So very much not that.
context: All right!\Whoops! Can't just sit around now.\It's really all self-interest with you, isn't it?\Just a second ago, you were ready to quit the lab.\No one's talking to you!\I'm sure you're just feeling relieved that the man you've fallen for isn't leav\No.\No, no, no. So very much not that. response:	Do you have to say no that much?
context: Whoops! Can't just sit around now.\It's really all self-interest with you, isn't it?\Just a second ago, you were ready to quit the lab.\No one's talking to you!\I'm sure you're just feeling relieved that the man you've fallen for isn't leav\No.\No, no, no. So very much not that.\Do you have to say no that much? response:	No, no, no, no, no.
context: It's really all self-interest with you, isn't it?\Just a second ago, you were ready to quit the lab.\No one's talking to you!\I'm sure you're just feeling relieved that the man you've fallen for isn't leav\No.\No, no, no. So very much not that.\Do you have to say no that much?\No, no, no, no, no. response:	I mean, compared to me...
context: Just a second ago, you were ready to quit the lab.\No one's talking to you!\I'm sure you're just feeling relieved that the man you've fallen for isn't leav\No.\No, no, no. So very much not that.\Do you have to say no that much?\No, no, no, no, no.\I mean, compared to me... response:	everyone here is super amazing, but...
context: No one's talking to you!\I'm sure you're just feeling relieved that the man you've fallen for isn't leav\No.\No, no, no. So very much not that.\Do you have to say no that much?\No, no, no, no, no.\I mean, compared to me...\everyone here is super amazing, but... response:	It's not uncomfortable to be here.
context: I'm sure you're just feeling relieved that the man you've fallen for isn't leav\No.\No, no, no. So very much not that.\Do you have to say no that much?\No, no, no, no, no.\I mean, compared to me...\everyone here is super amazing, but...\It's not uncomfortable to be here. response:	I just can't hate it, you know?
context: No.\No, no, no. So very much not that.\Do you have to say no that much?\No, no, no, no, no.\I mean, compared to me...\everyone here is super amazing, but...\It's not uncomfortable to be here.\I just can't hate it, you know? response:	This lab.
context: No, no, no. So very much not that.\Do you have to say no that much?\No, no, no, no, no.\I mean, compared to me...\everyone here is super amazing, but...\It's not uncomfortable to be here.\I just can't hate it, you know?\This lab. response:	If I can't get a hold of it myself,
context: Do you have to say no that much?\No, no, no, no, no.\I mean, compared to me...\everyone here is super amazing, but...\It's not uncomfortable to be here.\I just can't hate it, you know?\This lab.\If I can't get a hold of it myself, response:	then I wanna grab a hold and go along for the ride!
context: No, no, no, no, no.\I mean, compared to me...\everyone here is super amazing, but...\It's not uncomfortable to be here.\I just can't hate it, you know?\This lab.\If I can't get a hold of it myself,\then I wanna grab a hold and go along for the ride! response:	Oh, come on, take a jab at me!
context: I mean, compared to me...\everyone here is super amazing, but...\It's not uncomfortable to be here.\I just can't hate it, you know?\This lab.\If I can't get a hold of it myself,\then I wanna grab a hold and go along for the ride!\Oh, come on, take a jab at me! response:	You're making me feel all embarrassed now!
context: everyone here is super amazing, but...\It's not uncomfortable to be here.\I just can't hate it, you know?\This lab.\If I can't get a hold of it myself,\then I wanna grab a hold and go along for the ride!\Oh, come on, take a jab at me!\You're making me feel all embarrassed now! response:	I see.
context: It's not uncomfortable to be here.\I just can't hate it, you know?\This lab.\If I can't get a hold of it myself,\then I wanna grab a hold and go along for the ride!\Oh, come on, take a jab at me!\You're making me feel all embarrassed now!\I see. response:	What's with that?
context: I just can't hate it, you know?\This lab.\If I can't get a hold of it myself,\then I wanna grab a hold and go along for the ride!\Oh, come on, take a jab at me!\You're making me feel all embarrassed now!\I see.\What's with that? response:	That expression's not like you at all...
context: This lab.\If I can't get a hold of it myself,\then I wanna grab a hold and go along for the ride!\Oh, come on, take a jab at me!\You're making me feel all embarrassed now!\I see.\What's with that?\That expression's not like you at all... response:	Yes. I'm starting to look forward to the training camp, aren't you?
context: If I can't get a hold of it myself,\then I wanna grab a hold and go along for the ride!\Oh, come on, take a jab at me!\You're making me feel all embarrassed now!\I see.\What's with that?\That expression's not like you at all...\Yes. I'm starting to look forward to the training camp, aren't you? response:	Outrageous.
context: then I wanna grab a hold and go along for the ride!\Oh, come on, take a jab at me!\You're making me feel all embarrassed now!\I see.\What's with that?\That expression's not like you at all...\Yes. I'm starting to look forward to the training camp, aren't you?\Outrageous. response:	What's wrong, Yukimura-kun, Kanade-kun?
context: Oh, come on, take a jab at me!\You're making me feel all embarrassed now!\I see.\What's with that?\That expression's not like you at all...\Yes. I'm starting to look forward to the training camp, aren't you?\Outrageous.\What's wrong, Yukimura-kun, Kanade-kun? response:	Just now, I asked Yukimura-senpai and Himuro-senpai
context: You're making me feel all embarrassed now!\I see.\What's with that?\That expression's not like you at all...\Yes. I'm starting to look forward to the training camp, aren't you?\Outrageous.\What's wrong, Yukimura-kun, Kanade-kun?\Just now, I asked Yukimura-senpai and Himuro-senpai response:	to watch me practice my presentation, but...
context: I see.\What's with that?\That expression's not like you at all...\Yes. I'm starting to look forward to the training camp, aren't you?\Outrageous.\What's wrong, Yukimura-kun, Kanade-kun?\Just now, I asked Yukimura-senpai and Himuro-senpai\to watch me practice my presentation, but... response:	It's not worth consideration.
context: What's with that?\That expression's not like you at all...\Yes. I'm starting to look forward to the training camp, aren't you?\Outrageous.\What's wrong, Yukimura-kun, Kanade-kun?\Just now, I asked Yukimura-senpai and Himuro-senpai\to watch me practice my presentation, but...\It's not worth consideration. response:	Practice should take care of the hesitation in your speech, but...
context: That expression's not like you at all...\Yes. I'm starting to look forward to the training camp, aren't you?\Outrageous.\What's wrong, Yukimura-kun, Kanade-kun?\Just now, I asked Yukimura-senpai and Himuro-senpai\to watch me practice my presentation, but...\It's not worth consideration.\Practice should take care of the hesitation in your speech, but... response:	The slides are hard to read.
context: Yes. I'm starting to look forward to the training camp, aren't you?\Outrageous.\What's wrong, Yukimura-kun, Kanade-kun?\Just now, I asked Yukimura-senpai and Himuro-senpai\to watch me practice my presentation, but...\It's not worth consideration.\Practice should take care of the hesitation in your speech, but...\The slides are hard to read. response:	You've packed too much information into each one.
context: Outrageous.\What's wrong, Yukimura-kun, Kanade-kun?\Just now, I asked Yukimura-senpai and Himuro-senpai\to watch me practice my presentation, but...\It's not worth consideration.\Practice should take care of the hesitation in your speech, but...\The slides are hard to read.\You've packed too much information into each one. response:	There are too many unnecessary sentences.
context: What's wrong, Yukimura-kun, Kanade-kun?\Just now, I asked Yukimura-senpai and Himuro-senpai\to watch me practice my presentation, but...\It's not worth consideration.\Practice should take care of the hesitation in your speech, but...\The slides are hard to read.\You've packed too much information into each one.\There are too many unnecessary sentences. response:	But... um...
context: Just now, I asked Yukimura-senpai and Himuro-senpai\to watch me practice my presentation, but...\It's not worth consideration.\Practice should take care of the hesitation in your speech, but...\The slides are hard to read.\You've packed too much information into each one.\There are too many unnecessary sentences.\But... um... response:	If I write a lot on the slides,
context: to watch me practice my presentation, but...\It's not worth consideration.\Practice should take care of the hesitation in your speech, but...\The slides are hard to read.\You've packed too much information into each one.\There are too many unnecessary sentences.\But... um...\If I write a lot on the slides, response:	then I don't have to worry if I forget what I was going to say.
context: It's not worth consideration.\Practice should take care of the hesitation in your speech, but...\The slides are hard to read.\You've packed too much information into each one.\There are too many unnecessary sentences.\But... um...\If I write a lot on the slides,\then I don't have to worry if I forget what I was going to say. response:	Don't coddle yourself!
context: Practice should take care of the hesitation in your speech, but...\The slides are hard to read.\You've packed too much information into each one.\There are too many unnecessary sentences.\But... um...\If I write a lot on the slides,\then I don't have to worry if I forget what I was going to say.\Don't coddle yourself! response:	You should be determined to memorize every line!
context: The slides are hard to read.\You've packed too much information into each one.\There are too many unnecessary sentences.\But... um...\If I write a lot on the slides,\then I don't have to worry if I forget what I was going to say.\Don't coddle yourself!\You should be determined to memorize every line! response:	That's a rather Spartan attitude, Yukimura-senpai.
context: You've packed too much information into each one.\There are too many unnecessary sentences.\But... um...\If I write a lot on the slides,\then I don't have to worry if I forget what I was going to say.\Don't coddle yourself!\You should be determined to memorize every line!\That's a rather Spartan attitude, Yukimura-senpai. response:	Spartan?
context: There are too many unnecessary sentences.\But... um...\If I write a lot on the slides,\then I don't have to worry if I forget what I was going to say.\Don't coddle yourself!\You should be determined to memorize every line!\That's a rather Spartan attitude, Yukimura-senpai.\Spartan? response:	I'm not talking about strength of will.
context: But... um...\If I write a lot on the slides,\then I don't have to worry if I forget what I was going to say.\Don't coddle yourself!\You should be determined to memorize every line!\That's a rather Spartan attitude, Yukimura-senpai.\Spartan?\I'm not talking about strength of will. response:	I'm talking about the ten-thousand-hour rule.
context: If I write a lot on the slides,\then I don't have to worry if I forget what I was going to say.\Don't coddle yourself!\You should be determined to memorize every line!\That's a rather Spartan attitude, Yukimura-senpai.\Spartan?\I'm not talking about strength of will.\I'm talking about the ten-thousand-hour rule. response:	No matter the field, in order to reach the top level,
context: then I don't have to worry if I forget what I was going to say.\Don't coddle yourself!\You should be determined to memorize every line!\That's a rather Spartan attitude, Yukimura-senpai.\Spartan?\I'm not talking about strength of will.\I'm talking about the ten-thousand-hour rule.\No matter the field, in order to reach the top level, response:	at least ten thousand hours of practice is necessary.
context: Don't coddle yourself!\You should be determined to memorize every line!\That's a rather Spartan attitude, Yukimura-senpai.\Spartan?\I'm not talking about strength of will.\I'm talking about the ten-thousand-hour rule.\No matter the field, in order to reach the top level,\at least ten thousand hours of practice is necessary. response:	That's what you're referring to, right?
context: You should be determined to memorize every line!\That's a rather Spartan attitude, Yukimura-senpai.\Spartan?\I'm not talking about strength of will.\I'm talking about the ten-thousand-hour rule.\No matter the field, in order to reach the top level,\at least ten thousand hours of practice is necessary.\That's what you're referring to, right? response:	A theory first proposed by psychologist Anders Ericsson based on his own study.
context: That's a rather Spartan attitude, Yukimura-senpai.\Spartan?\I'm not talking about strength of will.\I'm talking about the ten-thousand-hour rule.\No matter the field, in order to reach the top level,\at least ten thousand hours of practice is necessary.\That's what you're referring to, right?\A theory first proposed by psychologist Anders Ericsson based on his own study. response:	Ten thousand hours...
context: Spartan?\I'm not talking about strength of will.\I'm talking about the ten-thousand-hour rule.\No matter the field, in order to reach the top level,\at least ten thousand hours of practice is necessary.\That's what you're referring to, right?\A theory first proposed by psychologist Anders Ericsson based on his own study.\Ten thousand hours... response:	For Aika's sake, I've already burned through that several times over.
context: I'm not talking about strength of will.\I'm talking about the ten-thousand-hour rule.\No matter the field, in order to reach the top level,\at least ten thousand hours of practice is necessary.\That's what you're referring to, right?\A theory first proposed by psychologist Anders Ericsson based on his own study.\Ten thousand hours...\For Aika's sake, I've already burned through that several times over. response:	I understand.
context: I'm talking about the ten-thousand-hour rule.\No matter the field, in order to reach the top level,\at least ten thousand hours of practice is necessary.\That's what you're referring to, right?\A theory first proposed by psychologist Anders Ericsson based on his own study.\Ten thousand hours...\For Aika's sake, I've already burned through that several times over.\I understand. response:	When I'm with Aika, it's like I forget the time.
context: No matter the field, in order to reach the top level,\at least ten thousand hours of practice is necessary.\That's what you're referring to, right?\A theory first proposed by psychologist Anders Ericsson based on his own study.\Ten thousand hours...\For Aika's sake, I've already burned through that several times over.\I understand.\When I'm with Aika, it's like I forget the time. response:	I'll go through and redo the slides.
context: at least ten thousand hours of practice is necessary.\That's what you're referring to, right?\A theory first proposed by psychologist Anders Ericsson based on his own study.\Ten thousand hours...\For Aika's sake, I've already burned through that several times over.\I understand.\When I'm with Aika, it's like I forget the time.\I'll go through and redo the slides. response:	Or like, time has passed without me realizing...
context: That's what you're referring to, right?\A theory first proposed by psychologist Anders Ericsson based on his own study.\Ten thousand hours...\For Aika's sake, I've already burned through that several times over.\I understand.\When I'm with Aika, it's like I forget the time.\I'll go through and redo the slides.\Or like, time has passed without me realizing... response:	I'm grateful for the guidance, but...
context: A theory first proposed by psychologist Anders Ericsson based on his own study.\Ten thousand hours...\For Aika's sake, I've already burned through that several times over.\I understand.\When I'm with Aika, it's like I forget the time.\I'll go through and redo the slides.\Or like, time has passed without me realizing...\I'm grateful for the guidance, but... response:	When you're in love...
context: Ten thousand hours...\For Aika's sake, I've already burned through that several times over.\I understand.\When I'm with Aika, it's like I forget the time.\I'll go through and redo the slides.\Or like, time has passed without me realizing...\I'm grateful for the guidance, but...\When you're in love... response:	I don't know whether to say that senpai of mine doesn't hold back, or that he's harsh...
context: For Aika's sake, I've already burned through that several times over.\I understand.\When I'm with Aika, it's like I forget the time.\I'll go through and redo the slides.\Or like, time has passed without me realizing...\I'm grateful for the guidance, but...\When you're in love...\I don't know whether to say that senpai of mine doesn't hold back, or that he's harsh... response:	And Himuro-senpai... It's amazing she managed to fall for him...
context: I understand.\When I'm with Aika, it's like I forget the time.\I'll go through and redo the slides.\Or like, time has passed without me realizing...\I'm grateful for the guidance, but...\When you're in love...\I don't know whether to say that senpai of mine doesn't hold back, or that he's harsh...\And Himuro-senpai... It's amazing she managed to fall for him... response:	By the way, Kanade.
context: When I'm with Aika, it's like I forget the time.\I'll go through and redo the slides.\Or like, time has passed without me realizing...\I'm grateful for the guidance, but...\When you're in love...\I don't know whether to say that senpai of mine doesn't hold back, or that he's harsh...\And Himuro-senpai... It's amazing she managed to fall for him...\By the way, Kanade. response:	Yes?
context: I'll go through and redo the slides.\Or like, time has passed without me realizing...\I'm grateful for the guidance, but...\When you're in love...\I don't know whether to say that senpai of mine doesn't hold back, or that he's harsh...\And Himuro-senpai... It's amazing she managed to fall for him...\By the way, Kanade.\Yes? response:	I want your saliva.
context: Or like, time has passed without me realizing...\I'm grateful for the guidance, but...\When you're in love...\I don't know whether to say that senpai of mine doesn't hold back, or that he's harsh...\And Himuro-senpai... It's amazing she managed to fall for him...\By the way, Kanade.\Yes?\I want your saliva. response:	Huh?
context: I'm grateful for the guidance, but...\When you're in love...\I don't know whether to say that senpai of mine doesn't hold back, or that he's harsh...\And Himuro-senpai... It's amazing she managed to fall for him...\By the way, Kanade.\Yes?\I want your saliva.\Huh? response:	Science Fell in Love, So I Tried to Prove It
context: When you're in love...\I don't know whether to say that senpai of mine doesn't hold back, or that he's harsh...\And Himuro-senpai... It's amazing she managed to fall for him...\By the way, Kanade.\Yes?\I want your saliva.\Huh?\Science Fell in Love, So I Tried to Prove It response:	Yukimura-kun, I borrowed some vials.
context: I don't know whether to say that senpai of mine doesn't hold back, or that he's harsh...\And Himuro-senpai... It's amazing she managed to fall for him...\By the way, Kanade.\Yes?\I want your saliva.\Huh?\Science Fell in Love, So I Tried to Prove It\Yukimura-kun, I borrowed some vials. response:	Kanade-chan, what happened?
context: And Himuro-senpai... It's amazing she managed to fall for him...\By the way, Kanade.\Yes?\I want your saliva.\Huh?\Science Fell in Love, So I Tried to Prove It\Yukimura-kun, I borrowed some vials.\Kanade-chan, what happened? response:	I-I'm very sorry!
context: By the way, Kanade.\Yes?\I want your saliva.\Huh?\Science Fell in Love, So I Tried to Prove It\Yukimura-kun, I borrowed some vials.\Kanade-chan, what happened?\I-I'm very sorry! response:	It's... um...
context: Yes?\I want your saliva.\Huh?\Science Fell in Love, So I Tried to Prove It\Yukimura-kun, I borrowed some vials.\Kanade-chan, what happened?\I-I'm very sorry!\It's... um... response:	I was just so shocked by his statement... It was sort of a reflex...
context: I want your saliva.\Huh?\Science Fell in Love, So I Tried to Prove It\Yukimura-kun, I borrowed some vials.\Kanade-chan, what happened?\I-I'm very sorry!\It's... um...\I was just so shocked by his statement... It was sort of a reflex... response:	I'm sure Yukimura-kun had his usual lack of tact when he said what he did, right?
context: Huh?\Science Fell in Love, So I Tried to Prove It\Yukimura-kun, I borrowed some vials.\Kanade-chan, what happened?\I-I'm very sorry!\It's... um...\I was just so shocked by his statement... It was sort of a reflex...\I'm sure Yukimura-kun had his usual lack of tact when he said what he did, right? response:	It wasn't really a question of tact, exactly...
context: Science Fell in Love, So I Tried to Prove It\Yukimura-kun, I borrowed some vials.\Kanade-chan, what happened?\I-I'm very sorry!\It's... um...\I was just so shocked by his statement... It was sort of a reflex...\I'm sure Yukimura-kun had his usual lack of tact when he said what he did, right?\It wasn't really a question of tact, exactly... response:	It was so sudden, I wasn't sure what was going on...
context: Yukimura-kun, I borrowed some vials.\Kanade-chan, what happened?\I-I'm very sorry!\It's... um...\I was just so shocked by his statement... It was sort of a reflex...\I'm sure Yukimura-kun had his usual lack of tact when he said what he did, right?\It wasn't really a question of tact, exactly...\It was so sudden, I wasn't sure what was going on... response:	Oh, right, Kanade-chan.
context: Kanade-chan, what happened?\I-I'm very sorry!\It's... um...\I was just so shocked by his statement... It was sort of a reflex...\I'm sure Yukimura-kun had his usual lack of tact when he said what he did, right?\It wasn't really a question of tact, exactly...\It was so sudden, I wasn't sure what was going on...\Oh, right, Kanade-chan. response:	Would you let me collect some of your saliva?
context: I-I'm very sorry!\It's... um...\I was just so shocked by his statement... It was sort of a reflex...\I'm sure Yukimura-kun had his usual lack of tact when he said what he did, right?\It wasn't really a question of tact, exactly...\It was so sudden, I wasn't sure what was going on...\Oh, right, Kanade-chan.\Would you let me collect some of your saliva? response:	Wham!
context: It's... um...\I was just so shocked by his statement... It was sort of a reflex...\I'm sure Yukimura-kun had his usual lack of tact when he said what he did, right?\It wasn't really a question of tact, exactly...\It was so sudden, I wasn't sure what was going on...\Oh, right, Kanade-chan.\Would you let me collect some of your saliva?\Wham! response:	I see. It's for research.
context: I was just so shocked by his statement... It was sort of a reflex...\I'm sure Yukimura-kun had his usual lack of tact when he said what he did, right?\It wasn't really a question of tact, exactly...\It was so sudden, I wasn't sure what was going on...\Oh, right, Kanade-chan.\Would you let me collect some of your saliva?\Wham!\I see. It's for research. response:	What else would it be for?
context: I'm sure Yukimura-kun had his usual lack of tact when he said what he did, right?\It wasn't really a question of tact, exactly...\It was so sudden, I wasn't sure what was going on...\Oh, right, Kanade-chan.\Would you let me collect some of your saliva?\Wham!\I see. It's for research.\What else would it be for? response:	I'm so sorry.
context: It wasn't really a question of tact, exactly...\It was so sudden, I wasn't sure what was going on...\Oh, right, Kanade-chan.\Would you let me collect some of your saliva?\Wham!\I see. It's for research.\What else would it be for?\I'm so sorry. response:	So, what is it this time?
context: It was so sudden, I wasn't sure what was going on...\Oh, right, Kanade-chan.\Would you let me collect some of your saliva?\Wham!\I see. It's for research.\What else would it be for?\I'm so sorry.\So, what is it this time? response:	In preparation for the summer training camp,
context: Oh, right, Kanade-chan.\Would you let me collect some of your saliva?\Wham!\I see. It's for research.\What else would it be for?\I'm so sorry.\So, what is it this time?\In preparation for the summer training camp, response:	we will conduct a new experiment measuring oxytocin.
context: Would you let me collect some of your saliva?\Wham!\I see. It's for research.\What else would it be for?\I'm so sorry.\So, what is it this time?\In preparation for the summer training camp,\we will conduct a new experiment measuring oxytocin. response:	Oxytocin?
context: Wham!\I see. It's for research.\What else would it be for?\I'm so sorry.\So, what is it this time?\In preparation for the summer training camp,\we will conduct a new experiment measuring oxytocin.\Oxytocin? response:	When people are in love, many different hormones are secreted.
context: I see. It's for research.\What else would it be for?\I'm so sorry.\So, what is it this time?\In preparation for the summer training camp,\we will conduct a new experiment measuring oxytocin.\Oxytocin?\When people are in love, many different hormones are secreted. response:	Endorphins
context: What else would it be for?\I'm so sorry.\So, what is it this time?\In preparation for the summer training camp,\we will conduct a new experiment measuring oxytocin.\Oxytocin?\When people are in love, many different hormones are secreted.\Endorphins response:	Testosterone
context: I'm so sorry.\So, what is it this time?\In preparation for the summer training camp,\we will conduct a new experiment measuring oxytocin.\Oxytocin?\When people are in love, many different hormones are secreted.\Endorphins\Testosterone response:	Oxytocin
context: So, what is it this time?\In preparation for the summer training camp,\we will conduct a new experiment measuring oxytocin.\Oxytocin?\When people are in love, many different hormones are secreted.\Endorphins\Testosterone\Oxytocin response:	Phenethylamine
context: In preparation for the summer training camp,\we will conduct a new experiment measuring oxytocin.\Oxytocin?\When people are in love, many different hormones are secreted.\Endorphins\Testosterone\Oxytocin\Phenethylamine response:	Dopamine
context: we will conduct a new experiment measuring oxytocin.\Oxytocin?\When people are in love, many different hormones are secreted.\Endorphins\Testosterone\Oxytocin\Phenethylamine\Dopamine response:	Estrogen
context: Oxytocin?\When people are in love, many different hormones are secreted.\Endorphins\Testosterone\Oxytocin\Phenethylamine\Dopamine\Estrogen response:	Among them, one is released when a person is touched by the person they love.
context: When people are in love, many different hormones are secreted.\Endorphins\Testosterone\Oxytocin\Phenethylamine\Dopamine\Estrogen\Among them, one is released when a person is touched by the person they love. response:	That's oxytocin.
context: Endorphins\Testosterone\Oxytocin\Phenethylamine\Dopamine\Estrogen\Among them, one is released when a person is touched by the person they love.\That's oxytocin. response:	It's also known as the love hormone.
context: Testosterone\Oxytocin\Phenethylamine\Dopamine\Estrogen\Among them, one is released when a person is touched by the person they love.\That's oxytocin.\It's also known as the love hormone. response:	I see. I see.
context: Oxytocin\Phenethylamine\Dopamine\Estrogen\Among them, one is released when a person is touched by the person they love.\That's oxytocin.\It's also known as the love hormone.\I see. I see. response:	This hormone is activated by physical contact.
context: Phenethylamine\Dopamine\Estrogen\Among them, one is released when a person is touched by the person they love.\That's oxytocin.\It's also known as the love hormone.\I see. I see.\This hormone is activated by physical contact. response:	It can bring feelings of euphoria,
context: Dopamine\Estrogen\Among them, one is released when a person is touched by the person they love.\That's oxytocin.\It's also known as the love hormone.\I see. I see.\This hormone is activated by physical contact.\It can bring feelings of euphoria, response:	lower blood pressure,
context: Estrogen\Among them, one is released when a person is touched by the person they love.\That's oxytocin.\It's also known as the love hormone.\I see. I see.\This hormone is activated by physical contact.\It can bring feelings of euphoria,\lower blood pressure, response:	and even seems to have an effect on general health.
context: Among them, one is released when a person is touched by the person they love.\That's oxytocin.\It's also known as the love hormone.\I see. I see.\This hormone is activated by physical contact.\It can bring feelings of euphoria,\lower blood pressure,\and even seems to have an effect on general health. response:	There's even a treatment called touch therapy because of these effects.
context: That's oxytocin.\It's also known as the love hormone.\I see. I see.\This hormone is activated by physical contact.\It can bring feelings of euphoria,\lower blood pressure,\and even seems to have an effect on general health.\There's even a treatment called touch therapy because of these effects. response:	Wow.
context: It's also known as the love hormone.\I see. I see.\This hormone is activated by physical contact.\It can bring feelings of euphoria,\lower blood pressure,\and even seems to have an effect on general health.\There's even a treatment called touch therapy because of these effects.\Wow. response:	Of course, it isn't as if you can touch just anyone.
context: I see. I see.\This hormone is activated by physical contact.\It can bring feelings of euphoria,\lower blood pressure,\and even seems to have an effect on general health.\There's even a treatment called touch therapy because of these effects.\Wow.\Of course, it isn't as if you can touch just anyone. response:	It's contact specifically with someone you love which causes oxytocin to be released.
context: This hormone is activated by physical contact.\It can bring feelings of euphoria,\lower blood pressure,\and even seems to have an effect on general health.\There's even a treatment called touch therapy because of these effects.\Wow.\Of course, it isn't as if you can touch just anyone.\It's contact specifically with someone you love which causes oxytocin to be released. response:	Oxytocin
context: It can bring feelings of euphoria,\lower blood pressure,\and even seems to have an effect on general health.\There's even a treatment called touch therapy because of these effects.\Wow.\Of course, it isn't as if you can touch just anyone.\It's contact specifically with someone you love which causes oxytocin to be released.\Oxytocin response:	Oxytocin!
