context: A healthy soul... response:	Run!
context: Some lively souls came on their own.\It's through this door.\Gathering all these human souls...\What do they intend to do?\Can I take all these souls?\Fool!\Do you want to become a Kishin?\As a soul caretaker I can't allow this. response:	I will take them into custody.
context: It's through this door.\Gathering all these human souls...\What do they intend to do?\Can I take all these souls?\Fool!\Do you want to become a Kishin?\As a soul caretaker I can't allow this.\I will take them into custody. response:	How's that brat? You a Shinigami?
context: Gathering all these human souls...\What do they intend to do?\Can I take all these souls?\Fool!\Do you want to become a Kishin?\As a soul caretaker I can't allow this.\I will take them into custody.\How's that brat? You a Shinigami? response:	How's that brat? You a Shinigami?
context: What do they intend to do?\Can I take all these souls?\Fool!\Do you want to become a Kishin?\As a soul caretaker I can't allow this.\I will take them into custody.\How's that brat? You a Shinigami?\How's that brat? You a Shinigami? response:	Liz, Patty!
context: Can I take all these souls?\Fool!\Do you want to become a Kishin?\As a soul caretaker I can't allow this.\I will take them into custody.\How's that brat? You a Shinigami?\How's that brat? You a Shinigami?\Liz, Patty! response:	Huh...
context: Fool!\Do you want to become a Kishin?\As a soul caretaker I can't allow this.\I will take them into custody.\How's that brat? You a Shinigami?\How's that brat? You a Shinigami?\Liz, Patty!\Huh... response:	Yes!
context: Do you want to become a Kishin?\As a soul caretaker I can't allow this.\I will take them into custody.\How's that brat? You a Shinigami?\How's that brat? You a Shinigami?\Liz, Patty!\Huh...\Yes! response:	Nidhogg!
context: As a soul caretaker I can't allow this.\I will take them into custody.\How's that brat? You a Shinigami?\How's that brat? You a Shinigami?\Liz, Patty!\Huh...\Yes!\Nidhogg! response:	Liz!
context: I will take them into custody.\How's that brat? You a Shinigami?\How's that brat? You a Shinigami?\Liz, Patty!\Huh...\Yes!\Nidhogg!\Liz! response:	She fell! She fell!
context: How's that brat? You a Shinigami?\How's that brat? You a Shinigami?\Liz, Patty!\Huh...\Yes!\Nidhogg!\Liz!\She fell! She fell! response:	It's your sister, right?!
context: How's that brat? You a Shinigami?\Liz, Patty!\Huh...\Yes!\Nidhogg!\Liz!\She fell! She fell!\It's your sister, right?! response:	It's no laughing matter!
context: Liz, Patty!\Huh...\Yes!\Nidhogg!\Liz!\She fell! She fell!\It's your sister, right?!\It's no laughing matter! response:	This ship and I are one and the same.
context: Huh...\Yes!\Nidhogg!\Liz!\She fell! She fell!\It's your sister, right?!\It's no laughing matter!\This ship and I are one and the same. response:	All that's left is digesting her.
context: Yes!\Nidhogg!\Liz!\She fell! She fell!\It's your sister, right?!\It's no laughing matter!\This ship and I are one and the same.\All that's left is digesting her. response:	Are you an evil spirit?
context: Nidhogg!\Liz!\She fell! She fell!\It's your sister, right?!\It's no laughing matter!\This ship and I are one and the same.\All that's left is digesting her.\Are you an evil spirit? response:	What are you planning to do, gathering all these souls?
context: Liz!\She fell! She fell!\It's your sister, right?!\It's no laughing matter!\This ship and I are one and the same.\All that's left is digesting her.\Are you an evil spirit?\What are you planning to do, gathering all these souls? response:	Because of a Shinigami, I've become extremely bewildered.
context: She fell! She fell!\It's your sister, right?!\It's no laughing matter!\This ship and I are one and the same.\All that's left is digesting her.\Are you an evil spirit?\What are you planning to do, gathering all these souls?\Because of a Shinigami, I've become extremely bewildered. response:	That's why I'm offering them to Kishin-sama...
context: It's your sister, right?!\It's no laughing matter!\This ship and I are one and the same.\All that's left is digesting her.\Are you an evil spirit?\What are you planning to do, gathering all these souls?\Because of a Shinigami, I've become extremely bewildered.\That's why I'm offering them to Kishin-sama... response:	Kishin?
context: It's no laughing matter!\This ship and I are one and the same.\All that's left is digesting her.\Are you an evil spirit?\What are you planning to do, gathering all these souls?\Because of a Shinigami, I've become extremely bewildered.\That's why I'm offering them to Kishin-sama...\Kishin? response:	Are you talking about Ragnarok?
context: This ship and I are one and the same.\All that's left is digesting her.\Are you an evil spirit?\What are you planning to do, gathering all these souls?\Because of a Shinigami, I've become extremely bewildered.\That's why I'm offering them to Kishin-sama...\Kishin?\Are you talking about Ragnarok? response:	That rookie's of no importance.
context: All that's left is digesting her.\Are you an evil spirit?\What are you planning to do, gathering all these souls?\Because of a Shinigami, I've become extremely bewildered.\That's why I'm offering them to Kishin-sama...\Kishin?\Are you talking about Ragnarok?\That rookie's of no importance. response:	The Kishin-sama that's right next to you.
context: Are you an evil spirit?\What are you planning to do, gathering all these souls?\Because of a Shinigami, I've become extremely bewildered.\That's why I'm offering them to Kishin-sama...\Kishin?\Are you talking about Ragnarok?\That rookie's of no importance.\The Kishin-sama that's right next to you. response:	For that person's sake.
context: What are you planning to do, gathering all these souls?\Because of a Shinigami, I've become extremely bewildered.\That's why I'm offering them to Kishin-sama...\Kishin?\Are you talking about Ragnarok?\That rookie's of no importance.\The Kishin-sama that's right next to you.\For that person's sake. response:	What?
context: Because of a Shinigami, I've become extremely bewildered.\That's why I'm offering them to Kishin-sama...\Kishin?\Are you talking about Ragnarok?\That rookie's of no importance.\The Kishin-sama that's right next to you.\For that person's sake.\What? response:	Right next to us, you said?
context: That's why I'm offering them to Kishin-sama...\Kishin?\Are you talking about Ragnarok?\That rookie's of no importance.\The Kishin-sama that's right next to you.\For that person's sake.\What?\Right next to us, you said? response:	It's better for children not to know.
context: Kishin?\Are you talking about Ragnarok?\That rookie's of no importance.\The Kishin-sama that's right next to you.\For that person's sake.\What?\Right next to us, you said?\It's better for children not to know. response:	This ship will surely get me something.
context: Are you talking about Ragnarok?\That rookie's of no importance.\The Kishin-sama that's right next to you.\For that person's sake.\What?\Right next to us, you said?\It's better for children not to know.\This ship will surely get me something. response:	From the far off depths, humans are waiting for the Kishin song.
context: That rookie's of no importance.\The Kishin-sama that's right next to you.\For that person's sake.\What?\Right next to us, you said?\It's better for children not to know.\This ship will surely get me something.\From the far off depths, humans are waiting for the Kishin song. response:	Everyone craves for power no matter what sort it may be.
context: The Kishin-sama that's right next to you.\For that person's sake.\What?\Right next to us, you said?\It's better for children not to know.\This ship will surely get me something.\From the far off depths, humans are waiting for the Kishin song.\Everyone craves for power no matter what sort it may be. response:	But in certain times, that alone is not quite enough.
context: For that person's sake.\What?\Right next to us, you said?\It's better for children not to know.\This ship will surely get me something.\From the far off depths, humans are waiting for the Kishin song.\Everyone craves for power no matter what sort it may be.\But in certain times, that alone is not quite enough. response:	Humans are waiting for the Kishin.
context: What?\Right next to us, you said?\It's better for children not to know.\This ship will surely get me something.\From the far off depths, humans are waiting for the Kishin song.\Everyone craves for power no matter what sort it may be.\But in certain times, that alone is not quite enough.\Humans are waiting for the Kishin. response:	These souls are a gift to Kishin-sama.
context: Right next to us, you said?\It's better for children not to know.\This ship will surely get me something.\From the far off depths, humans are waiting for the Kishin song.\Everyone craves for power no matter what sort it may be.\But in certain times, that alone is not quite enough.\Humans are waiting for the Kishin.\These souls are a gift to Kishin-sama. response:	I won't hand them over!
context: It's better for children not to know.\This ship will surely get me something.\From the far off depths, humans are waiting for the Kishin song.\Everyone craves for power no matter what sort it may be.\But in certain times, that alone is not quite enough.\Humans are waiting for the Kishin.\These souls are a gift to Kishin-sama.\I won't hand them over! response:	Kid-kun, I'll transform into a gun, okay?
context: This ship will surely get me something.\From the far off depths, humans are waiting for the Kishin song.\Everyone craves for power no matter what sort it may be.\But in certain times, that alone is not quite enough.\Humans are waiting for the Kishin.\These souls are a gift to Kishin-sama.\I won't hand them over!\Kid-kun, I'll transform into a gun, okay? response:	No.
context: From the far off depths, humans are waiting for the Kishin song.\Everyone craves for power no matter what sort it may be.\But in certain times, that alone is not quite enough.\Humans are waiting for the Kishin.\These souls are a gift to Kishin-sama.\I won't hand them over!\Kid-kun, I'll transform into a gun, okay?\No. response:	I can't...
context: Everyone craves for power no matter what sort it may be.\But in certain times, that alone is not quite enough.\Humans are waiting for the Kishin.\These souls are a gift to Kishin-sama.\I won't hand them over!\Kid-kun, I'll transform into a gun, okay?\No.\I can't... response:	I can't! I can't! I can't! I can't!
context: But in certain times, that alone is not quite enough.\Humans are waiting for the Kishin.\These souls are a gift to Kishin-sama.\I won't hand them over!\Kid-kun, I'll transform into a gun, okay?\No.\I can't...\I can't! I can't! I can't! I can't! response:	It's no use!
context: Humans are waiting for the Kishin.\These souls are a gift to Kishin-sama.\I won't hand them over!\Kid-kun, I'll transform into a gun, okay?\No.\I can't...\I can't! I can't! I can't! I can't!\It's no use! response:	Patty... Kid...
context: These souls are a gift to Kishin-sama.\I won't hand them over!\Kid-kun, I'll transform into a gun, okay?\No.\I can't...\I can't! I can't! I can't! I can't!\It's no use!\Patty... Kid... response:	But I wonder if those two will be okay?
context: I won't hand them over!\Kid-kun, I'll transform into a gun, okay?\No.\I can't...\I can't! I can't! I can't! I can't!\It's no use!\Patty... Kid...\But I wonder if those two will be okay? response:	If Kid only has Patty to use, he can't be symmetrical.
context: Kid-kun, I'll transform into a gun, okay?\No.\I can't...\I can't! I can't! I can't! I can't!\It's no use!\Patty... Kid...\But I wonder if those two will be okay?\If Kid only has Patty to use, he can't be symmetrical. response:	He can't fight...
context: No.\I can't...\I can't! I can't! I can't! I can't!\It's no use!\Patty... Kid...\But I wonder if those two will be okay?\If Kid only has Patty to use, he can't be symmetrical.\He can't fight... response:	In any case, I've got to return to them.
context: I can't...\I can't! I can't! I can't! I can't!\It's no use!\Patty... Kid...\But I wonder if those two will be okay?\If Kid only has Patty to use, he can't be symmetrical.\He can't fight...\In any case, I've got to return to them. response:	Come on...
context: I can't! I can't! I can't! I can't!\It's no use!\Patty... Kid...\But I wonder if those two will be okay?\If Kid only has Patty to use, he can't be symmetrical.\He can't fight...\In any case, I've got to return to them.\Come on... response:	I'm not scared of this ghost ship!
context: It's no use!\Patty... Kid...\But I wonder if those two will be okay?\If Kid only has Patty to use, he can't be symmetrical.\He can't fight...\In any case, I've got to return to them.\Come on...\I'm not scared of this ghost ship! response:	I was once feared as Brooklin's Demon.
context: Patty... Kid...\But I wonder if those two will be okay?\If Kid only has Patty to use, he can't be symmetrical.\He can't fight...\In any case, I've got to return to them.\Come on...\I'm not scared of this ghost ship!\I was once feared as Brooklin's Demon. response:	One of the Thompson sisters who'd even stop a child's tears!
context: But I wonder if those two will be okay?\If Kid only has Patty to use, he can't be symmetrical.\He can't fight...\In any case, I've got to return to them.\Come on...\I'm not scared of this ghost ship!\I was once feared as Brooklin's Demon.\One of the Thompson sisters who'd even stop a child's tears! response:	There's nothing I fear.
context: If Kid only has Patty to use, he can't be symmetrical.\He can't fight...\In any case, I've got to return to them.\Come on...\I'm not scared of this ghost ship!\I was once feared as Brooklin's Demon.\One of the Thompson sisters who'd even stop a child's tears!\There's nothing I fear. response:	Why am I in such a place?
context: He can't fight...\In any case, I've got to return to them.\Come on...\I'm not scared of this ghost ship!\I was once feared as Brooklin's Demon.\One of the Thompson sisters who'd even stop a child's tears!\There's nothing I fear.\Why am I in such a place? response:	My luck ran out when I got high and mighty, mugging a shinigami...
context: In any case, I've got to return to them.\Come on...\I'm not scared of this ghost ship!\I was once feared as Brooklin's Demon.\One of the Thompson sisters who'd even stop a child's tears!\There's nothing I fear.\Why am I in such a place?\My luck ran out when I got high and mighty, mugging a shinigami... response:	At any rate, is this the right way?
context: Come on...\I'm not scared of this ghost ship!\I was once feared as Brooklin's Demon.\One of the Thompson sisters who'd even stop a child's tears!\There's nothing I fear.\Why am I in such a place?\My luck ran out when I got high and mighty, mugging a shinigami...\At any rate, is this the right way? response:	That's it... this way...
context: I'm not scared of this ghost ship!\I was once feared as Brooklin's Demon.\One of the Thompson sisters who'd even stop a child's tears!\There's nothing I fear.\Why am I in such a place?\My luck ran out when I got high and mighty, mugging a shinigami...\At any rate, is this the right way?\That's it... this way... response:	I appreciate the kindness.
context: I was once feared as Brooklin's Demon.\One of the Thompson sisters who'd even stop a child's tears!\There's nothing I fear.\Why am I in such a place?\My luck ran out when I got high and mighty, mugging a shinigami...\At any rate, is this the right way?\That's it... this way...\I appreciate the kindness. response:	Who's there?
context: One of the Thompson sisters who'd even stop a child's tears!\There's nothing I fear.\Why am I in such a place?\My luck ran out when I got high and mighty, mugging a shinigami...\At any rate, is this the right way?\That's it... this way...\I appreciate the kindness.\Who's there? response:	Mishearing... mishearing...
context: There's nothing I fear.\Why am I in such a place?\My luck ran out when I got high and mighty, mugging a shinigami...\At any rate, is this the right way?\That's it... this way...\I appreciate the kindness.\Who's there?\Mishearing... mishearing... response:	That's it.
context: Why am I in such a place?\My luck ran out when I got high and mighty, mugging a shinigami...\At any rate, is this the right way?\That's it... this way...\I appreciate the kindness.\Who's there?\Mishearing... mishearing...\That's it. response:	Like that, straight ahead.
context: My luck ran out when I got high and mighty, mugging a shinigami...\At any rate, is this the right way?\That's it... this way...\I appreciate the kindness.\Who's there?\Mishearing... mishearing...\That's it.\Like that, straight ahead. response:	Death the Kid's
context: At any rate, is this the right way?\That's it... this way...\I appreciate the kindness.\Who's there?\Mishearing... mishearing...\That's it.\Like that, straight ahead.\Death the Kid's response:	Complaints about the World!
context: That's it... this way...\I appreciate the kindness.\Who's there?\Mishearing... mishearing...\That's it.\Like that, straight ahead.\Death the Kid's\Complaints about the World! response:	Cup ramen are too expensive, and I can't feel like I'd want to buy one!
context: I appreciate the kindness.\Who's there?\Mishearing... mishearing...\That's it.\Like that, straight ahead.\Death the Kid's\Complaints about the World!\Cup ramen are too expensive, and I can't feel like I'd want to buy one! response:	Soba stores all over the world should serve cold tempura batter udon even in the winter!
context: Who's there?\Mishearing... mishearing...\That's it.\Like that, straight ahead.\Death the Kid's\Complaints about the World!\Cup ramen are too expensive, and I can't feel like I'd want to buy one!\Soba stores all over the world should serve cold tempura batter udon even in the winter! response:	Death the Kid's
context: Mishearing... mishearing...\That's it.\Like that, straight ahead.\Death the Kid's\Complaints about the World!\Cup ramen are too expensive, and I can't feel like I'd want to buy one!\Soba stores all over the world should serve cold tempura batter udon even in the winter!\Death the Kid's response:	Complaints about the World!
context: That's it.\Like that, straight ahead.\Death the Kid's\Complaints about the World!\Cup ramen are too expensive, and I can't feel like I'd want to buy one!\Soba stores all over the world should serve cold tempura batter udon even in the winter!\Death the Kid's\Complaints about the World! response:	Make sure you're aware of global warming!
context: Like that, straight ahead.\Death the Kid's\Complaints about the World!\Cup ramen are too expensive, and I can't feel like I'd want to buy one!\Soba stores all over the world should serve cold tempura batter udon even in the winter!\Death the Kid's\Complaints about the World!\Make sure you're aware of global warming! response:	I can't look! I can't look!
context: Death the Kid's\Complaints about the World!\Cup ramen are too expensive, and I can't feel like I'd want to buy one!\Soba stores all over the world should serve cold tempura batter udon even in the winter!\Death the Kid's\Complaints about the World!\Make sure you're aware of global warming!\I can't look! I can't look! response:	It's definitely there! It's definitely there! It's definitely there!
context: Complaints about the World!\Cup ramen are too expensive, and I can't feel like I'd want to buy one!\Soba stores all over the world should serve cold tempura batter udon even in the winter!\Death the Kid's\Complaints about the World!\Make sure you're aware of global warming!\I can't look! I can't look!\It's definitely there! It's definitely there! It's definitely there! response:	It's definitely there! It's definitely there! It's definitely there!
context: Cup ramen are too expensive, and I can't feel like I'd want to buy one!\Soba stores all over the world should serve cold tempura batter udon even in the winter!\Death the Kid's\Complaints about the World!\Make sure you're aware of global warming!\I can't look! I can't look!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there! response:	It's definitely there! It's definitely there! It's definitely there!
context: Soba stores all over the world should serve cold tempura batter udon even in the winter!\Death the Kid's\Complaints about the World!\Make sure you're aware of global warming!\I can't look! I can't look!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there! response:	It's definitely there! It's definitely there! It's definitely there!
context: Death the Kid's\Complaints about the World!\Make sure you're aware of global warming!\I can't look! I can't look!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there! response:	It's definitely there! It's definitely there! It's definitely there!
context: Complaints about the World!\Make sure you're aware of global warming!\I can't look! I can't look!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there! response:	It's definitely there! It's definitely there! It's definitely there!
context: Make sure you're aware of global warming!\I can't look! I can't look!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there! response:	No! No! No! No! No! No!
context: I can't look! I can't look!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\No! No! No! No! No! No! response:	That's it. Like that, straight ahead.
context: It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\No! No! No! No! No! No!\That's it. Like that, straight ahead. response:	I was eaten by this ship.
context: It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\No! No! No! No! No! No!\That's it. Like that, straight ahead.\I was eaten by this ship. response:	I'm the ghost of a poor girl.
context: It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\No! No! No! No! No! No!\That's it. Like that, straight ahead.\I was eaten by this ship.\I'm the ghost of a poor girl. response:	Y-Y-You were eaten?
context: It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\No! No! No! No! No! No!\That's it. Like that, straight ahead.\I was eaten by this ship.\I'm the ghost of a poor girl.\Y-Y-You were eaten? response:	T-T-Then, you intend to eat me too?
context: It's definitely there! It's definitely there! It's definitely there!\It's definitely there! It's definitely there! It's definitely there!\No! No! No! No! No! No!\That's it. Like that, straight ahead.\I was eaten by this ship.\I'm the ghost of a poor girl.\Y-Y-You were eaten?\T-T-Then, you intend to eat me too? response:	The one who eats is the Kishin.
context: It's definitely there! It's definitely there! It's definitely there!\No! No! No! No! No! No!\That's it. Like that, straight ahead.\I was eaten by this ship.\I'm the ghost of a poor girl.\Y-Y-You were eaten?\T-T-Then, you intend to eat me too?\The one who eats is the Kishin. response:	I only want to show you the way to your friends.
context: No! No! No! No! No! No!\That's it. Like that, straight ahead.\I was eaten by this ship.\I'm the ghost of a poor girl.\Y-Y-You were eaten?\T-T-Then, you intend to eat me too?\The one who eats is the Kishin.\I only want to show you the way to your friends. response:	That's a lie!
context: That's it. Like that, straight ahead.\I was eaten by this ship.\I'm the ghost of a poor girl.\Y-Y-You were eaten?\T-T-Then, you intend to eat me too?\The one who eats is the Kishin.\I only want to show you the way to your friends.\That's a lie! response:	You're just planning to eat my nice body!
context: I was eaten by this ship.\I'm the ghost of a poor girl.\Y-Y-You were eaten?\T-T-Then, you intend to eat me too?\The one who eats is the Kishin.\I only want to show you the way to your friends.\That's a lie!\You're just planning to eat my nice body! response:	I wouldn't eat you.
context: I'm the ghost of a poor girl.\Y-Y-You were eaten?\T-T-Then, you intend to eat me too?\The one who eats is the Kishin.\I only want to show you the way to your friends.\That's a lie!\You're just planning to eat my nice body!\I wouldn't eat you. response:	Believe me.
context: Y-Y-You were eaten?\T-T-Then, you intend to eat me too?\The one who eats is the Kishin.\I only want to show you the way to your friends.\That's a lie!\You're just planning to eat my nice body!\I wouldn't eat you.\Believe me. response:	It's big but it's not tasty!
context: T-T-Then, you intend to eat me too?\The one who eats is the Kishin.\I only want to show you the way to your friends.\That's a lie!\You're just planning to eat my nice body!\I wouldn't eat you.\Believe me.\It's big but it's not tasty! response:	Believe...
context: The one who eats is the Kishin.\I only want to show you the way to your friends.\That's a lie!\You're just planning to eat my nice body!\I wouldn't eat you.\Believe me.\It's big but it's not tasty!\Believe... response:	Like I said, I'm not good for eating!
context: I only want to show you the way to your friends.\That's a lie!\You're just planning to eat my nice body!\I wouldn't eat you.\Believe me.\It's big but it's not tasty!\Believe...\Like I said, I'm not good for eating! response:	Shut yer trap!
context: That's a lie!\You're just planning to eat my nice body!\I wouldn't eat you.\Believe me.\It's big but it's not tasty!\Believe...\Like I said, I'm not good for eating!\Shut yer trap! response:	Quit jabberin' and get a move on, damn it!
context: You're just planning to eat my nice body!\I wouldn't eat you.\Believe me.\It's big but it's not tasty!\Believe...\Like I said, I'm not good for eating!\Shut yer trap!\Quit jabberin' and get a move on, damn it! response:	I'll beat your ass!
context: I wouldn't eat you.\Believe me.\It's big but it's not tasty!\Believe...\Like I said, I'm not good for eating!\Shut yer trap!\Quit jabberin' and get a move on, damn it!\I'll beat your ass! response:	I will gladly follow.
context: Believe me.\It's big but it's not tasty!\Believe...\Like I said, I'm not good for eating!\Shut yer trap!\Quit jabberin' and get a move on, damn it!\I'll beat your ass!\I will gladly follow. response:	As long as you understand...
context: It's big but it's not tasty!\Believe...\Like I said, I'm not good for eating!\Shut yer trap!\Quit jabberin' and get a move on, damn it!\I'll beat your ass!\I will gladly follow.\As long as you understand... response:	Now, move it.
context: Believe...\Like I said, I'm not good for eating!\Shut yer trap!\Quit jabberin' and get a move on, damn it!\I'll beat your ass!\I will gladly follow.\As long as you understand...\Now, move it. response:	Geez...
context: Like I said, I'm not good for eating!\Shut yer trap!\Quit jabberin' and get a move on, damn it!\I'll beat your ass!\I will gladly follow.\As long as you understand...\Now, move it.\Geez... response:	If I'd lived as long as you have, I'd have a nice body and everyone would say I'm sexy.
context: Shut yer trap!\Quit jabberin' and get a move on, damn it!\I'll beat your ass!\I will gladly follow.\As long as you understand...\Now, move it.\Geez...\If I'd lived as long as you have, I'd have a nice body and everyone would say I'm sexy. response:	I'm sure they would...
context: Quit jabberin' and get a move on, damn it!\I'll beat your ass!\I will gladly follow.\As long as you understand...\Now, move it.\Geez...\If I'd lived as long as you have, I'd have a nice body and everyone would say I'm sexy.\I'm sure they would... response:	Patty, sis is in a pinch.
context: I'll beat your ass!\I will gladly follow.\As long as you understand...\Now, move it.\Geez...\If I'd lived as long as you have, I'd have a nice body and everyone would say I'm sexy.\I'm sure they would...\Patty, sis is in a pinch. response:	Running is useless...
context: I will gladly follow.\As long as you understand...\Now, move it.\Geez...\If I'd lived as long as you have, I'd have a nice body and everyone would say I'm sexy.\I'm sure they would...\Patty, sis is in a pinch.\Running is useless... response:	I didn't want things to turn out this way,
context: As long as you understand...\Now, move it.\Geez...\If I'd lived as long as you have, I'd have a nice body and everyone would say I'm sexy.\I'm sure they would...\Patty, sis is in a pinch.\Running is useless...\I didn't want things to turn out this way, response:	But now...
context: Now, move it.\Geez...\If I'd lived as long as you have, I'd have a nice body and everyone would say I'm sexy.\I'm sure they would...\Patty, sis is in a pinch.\Running is useless...\I didn't want things to turn out this way,\But now... response:	My...
context: Geez...\If I'd lived as long as you have, I'd have a nice body and everyone would say I'm sexy.\I'm sure they would...\Patty, sis is in a pinch.\Running is useless...\I didn't want things to turn out this way,\But now...\My... response:	For symmetry...
context: If I'd lived as long as you have, I'd have a nice body and everyone would say I'm sexy.\I'm sure they would...\Patty, sis is in a pinch.\Running is useless...\I didn't want things to turn out this way,\But now...\My...\For symmetry... response:	Effort due to symmetry.
context: I'm sure they would...\Patty, sis is in a pinch.\Running is useless...\I didn't want things to turn out this way,\But now...\My...\For symmetry...\Effort due to symmetry. response:	Effort for the sake of symmetry!
context: Patty, sis is in a pinch.\Running is useless...\I didn't want things to turn out this way,\But now...\My...\For symmetry...\Effort due to symmetry.\Effort for the sake of symmetry! response:	Where would it go?
context: Running is useless...\I didn't want things to turn out this way,\But now...\My...\For symmetry...\Effort due to symmetry.\Effort for the sake of symmetry!\Where would it go? response:	Wouldn't everything... go to waste?
context: I didn't want things to turn out this way,\But now...\My...\For symmetry...\Effort due to symmetry.\Effort for the sake of symmetry!\Where would it go?\Wouldn't everything... go to waste? response:	Wouldn't everything... go to waste?
context: But now...\My...\For symmetry...\Effort due to symmetry.\Effort for the sake of symmetry!\Where would it go?\Wouldn't everything... go to waste?\Wouldn't everything... go to waste? response:	Damn it!
context: My...\For symmetry...\Effort due to symmetry.\Effort for the sake of symmetry!\Where would it go?\Wouldn't everything... go to waste?\Wouldn't everything... go to waste?\Damn it! response:	Where'd Liz go?
context: For symmetry...\Effort due to symmetry.\Effort for the sake of symmetry!\Where would it go?\Wouldn't everything... go to waste?\Wouldn't everything... go to waste?\Damn it!\Where'd Liz go? response:	Miss...
context: Effort due to symmetry.\Effort for the sake of symmetry!\Where would it go?\Wouldn't everything... go to waste?\Wouldn't everything... go to waste?\Damn it!\Where'd Liz go?\Miss... response:	This way...
context: Effort for the sake of symmetry!\Where would it go?\Wouldn't everything... go to waste?\Wouldn't everything... go to waste?\Damn it!\Where'd Liz go?\Miss...\This way... response:	Shut it!
context: Where would it go?\Wouldn't everything... go to waste?\Wouldn't everything... go to waste?\Damn it!\Where'd Liz go?\Miss...\This way...\Shut it! response:	No!
context: Wouldn't everything... go to waste?\Wouldn't everything... go to waste?\Damn it!\Where'd Liz go?\Miss...\This way...\Shut it!\No! response:	I don't want to be guided like this!
context: Wouldn't everything... go to waste?\Damn it!\Where'd Liz go?\Miss...\This way...\Shut it!\No!\I don't want to be guided like this! response:	What's wrong Shinigami?
context: Damn it!\Where'd Liz go?\Miss...\This way...\Shut it!\No!\I don't want to be guided like this!\What's wrong Shinigami? response:	Is that all there is to a God's power?
context: Where'd Liz go?\Miss...\This way...\Shut it!\No!\I don't want to be guided like this!\What's wrong Shinigami?\Is that all there is to a God's power? response:	I haven't done anything yet!
context: Miss...\This way...\Shut it!\No!\I don't want to be guided like this!\What's wrong Shinigami?\Is that all there is to a God's power?\I haven't done anything yet! response:	Then show me the power of a Shinigami.
context: This way...\Shut it!\No!\I don't want to be guided like this!\What's wrong Shinigami?\Is that all there is to a God's power?\I haven't done anything yet!\Then show me the power of a Shinigami. response:	I'm an evil spirit following Kishin, reaping innocent souls.
context: Shut it!\No!\I don't want to be guided like this!\What's wrong Shinigami?\Is that all there is to a God's power?\I haven't done anything yet!\Then show me the power of a Shinigami.\I'm an evil spirit following Kishin, reaping innocent souls. response:	I'm an evil spirit following Kishin, reaping innocent souls.
context: No!\I don't want to be guided like this!\What's wrong Shinigami?\Is that all there is to a God's power?\I haven't done anything yet!\Then show me the power of a Shinigami.\I'm an evil spirit following Kishin, reaping innocent souls.\I'm an evil spirit following Kishin, reaping innocent souls. response:	Show me how you judge your so-called evil.
context: I don't want to be guided like this!\What's wrong Shinigami?\Is that all there is to a God's power?\I haven't done anything yet!\Then show me the power of a Shinigami.\I'm an evil spirit following Kishin, reaping innocent souls.\I'm an evil spirit following Kishin, reaping innocent souls.\Show me how you judge your so-called evil. response:	I don't deny evil.
context: What's wrong Shinigami?\Is that all there is to a God's power?\I haven't done anything yet!\Then show me the power of a Shinigami.\I'm an evil spirit following Kishin, reaping innocent souls.\I'm an evil spirit following Kishin, reaping innocent souls.\Show me how you judge your so-called evil.\I don't deny evil. response:	I don't know a human completely without evil.
context: Is that all there is to a God's power?\I haven't done anything yet!\Then show me the power of a Shinigami.\I'm an evil spirit following Kishin, reaping innocent souls.\I'm an evil spirit following Kishin, reaping innocent souls.\Show me how you judge your so-called evil.\I don't deny evil.\I don't know a human completely without evil. response:	Everything is in balance.
