context: I'll plunge this world into darkness! response:	That's as far as you go, Devil Count!
context: So this is the lineup for this tournament...\Zakkos Charanko Bakuzan\It's seeded. I wonder if this Bakuzan guy is strong, then.\Or if we go the other way, I guess this Suiryu guy is the seed.\Suiryu Max Ring-Ring Benpats Snek\Hey, you're Charanko, right?\Shit. Does he actually know Charanko?\Hey, come on, now. Did you forget the face of your senpai? response:	Is Fist of Water Polo, Carbonation supposed to be some kind of joke?
context: Zakkos Charanko Bakuzan\It's seeded. I wonder if this Bakuzan guy is strong, then.\Or if we go the other way, I guess this Suiryu guy is the seed.\Suiryu Max Ring-Ring Benpats Snek\Hey, you're Charanko, right?\Shit. Does he actually know Charanko?\Hey, come on, now. Did you forget the face of your senpai?\Is Fist of Water Polo, Carbonation supposed to be some kind of joke? response:	Well, I can't blame you for panicking.
context: It's seeded. I wonder if this Bakuzan guy is strong, then.\Or if we go the other way, I guess this Suiryu guy is the seed.\Suiryu Max Ring-Ring Benpats Snek\Hey, you're Charanko, right?\Shit. Does he actually know Charanko?\Hey, come on, now. Did you forget the face of your senpai?\Is Fist of Water Polo, Carbonation supposed to be some kind of joke?\Well, I can't blame you for panicking. response:	You never did like me.
context: Or if we go the other way, I guess this Suiryu guy is the seed.\Suiryu Max Ring-Ring Benpats Snek\Hey, you're Charanko, right?\Shit. Does he actually know Charanko?\Hey, come on, now. Did you forget the face of your senpai?\Is Fist of Water Polo, Carbonation supposed to be some kind of joke?\Well, I can't blame you for panicking.\You never did like me. response:	Hero Association Hospital
context: Suiryu Max Ring-Ring Benpats Snek\Hey, you're Charanko, right?\Shit. Does he actually know Charanko?\Hey, come on, now. Did you forget the face of your senpai?\Is Fist of Water Polo, Carbonation supposed to be some kind of joke?\Well, I can't blame you for panicking.\You never did like me.\Hero Association Hospital response:	He better not have entered the tournament in my place...
context: Hey, you're Charanko, right?\Shit. Does he actually know Charanko?\Hey, come on, now. Did you forget the face of your senpai?\Is Fist of Water Polo, Carbonation supposed to be some kind of joke?\Well, I can't blame you for panicking.\You never did like me.\Hero Association Hospital\He better not have entered the tournament in my place... response:	I guess he's not that stupid.
context: Shit. Does he actually know Charanko?\Hey, come on, now. Did you forget the face of your senpai?\Is Fist of Water Polo, Carbonation supposed to be some kind of joke?\Well, I can't blame you for panicking.\You never did like me.\Hero Association Hospital\He better not have entered the tournament in my place...\I guess he's not that stupid. response:	No, wait. Saitama does seem pretty stupid.
context: Hey, come on, now. Did you forget the face of your senpai?\Is Fist of Water Polo, Carbonation supposed to be some kind of joke?\Well, I can't blame you for panicking.\You never did like me.\Hero Association Hospital\He better not have entered the tournament in my place...\I guess he's not that stupid.\No, wait. Saitama does seem pretty stupid. response:	Saitama?
context: Is Fist of Water Polo, Carbonation supposed to be some kind of joke?\Well, I can't blame you for panicking.\You never did like me.\Hero Association Hospital\He better not have entered the tournament in my place...\I guess he's not that stupid.\No, wait. Saitama does seem pretty stupid.\Saitama? response:	Oh, you're...
context: Well, I can't blame you for panicking.\You never did like me.\Hero Association Hospital\He better not have entered the tournament in my place...\I guess he's not that stupid.\No, wait. Saitama does seem pretty stupid.\Saitama?\Oh, you're... response:	You know Saitama?
context: You never did like me.\Hero Association Hospital\He better not have entered the tournament in my place...\I guess he's not that stupid.\No, wait. Saitama does seem pretty stupid.\Saitama?\Oh, you're...\You know Saitama? response:	Charanko, do you know why I entered this tournament?
context: Hero Association Hospital\He better not have entered the tournament in my place...\I guess he's not that stupid.\No, wait. Saitama does seem pretty stupid.\Saitama?\Oh, you're...\You know Saitama?\Charanko, do you know why I entered this tournament? response:	I couldn't care less, to be honest. Could you please just go away?
context: He better not have entered the tournament in my place...\I guess he's not that stupid.\No, wait. Saitama does seem pretty stupid.\Saitama?\Oh, you're...\You know Saitama?\Charanko, do you know why I entered this tournament?\I couldn't care less, to be honest. Could you please just go away? response:	There are two reasons.
context: I guess he's not that stupid.\No, wait. Saitama does seem pretty stupid.\Saitama?\Oh, you're...\You know Saitama?\Charanko, do you know why I entered this tournament?\I couldn't care less, to be honest. Could you please just go away?\There are two reasons. response:	First, because this Super Fight tournament
context: No, wait. Saitama does seem pretty stupid.\Saitama?\Oh, you're...\You know Saitama?\Charanko, do you know why I entered this tournament?\I couldn't care less, to be honest. Could you please just go away?\There are two reasons.\First, because this Super Fight tournament response:	is one of the best ways for a fighter to make a name for themselves.
context: Saitama?\Oh, you're...\You know Saitama?\Charanko, do you know why I entered this tournament?\I couldn't care less, to be honest. Could you please just go away?\There are two reasons.\First, because this Super Fight tournament\is one of the best ways for a fighter to make a name for themselves. response:	Winner
context: Oh, you're...\You know Saitama?\Charanko, do you know why I entered this tournament?\I couldn't care less, to be honest. Could you please just go away?\There are two reasons.\First, because this Super Fight tournament\is one of the best ways for a fighter to make a name for themselves.\Winner response:	Master Bang won a while back.
context: You know Saitama?\Charanko, do you know why I entered this tournament?\I couldn't care less, to be honest. Could you please just go away?\There are two reasons.\First, because this Super Fight tournament\is one of the best ways for a fighter to make a name for themselves.\Winner\Master Bang won a while back. response:	And the second reason...
context: Charanko, do you know why I entered this tournament?\I couldn't care less, to be honest. Could you please just go away?\There are two reasons.\First, because this Super Fight tournament\is one of the best ways for a fighter to make a name for themselves.\Winner\Master Bang won a while back.\And the second reason... response:	The incident that happened at last year's tournament.
context: I couldn't care less, to be honest. Could you please just go away?\There are two reasons.\First, because this Super Fight tournament\is one of the best ways for a fighter to make a name for themselves.\Winner\Master Bang won a while back.\And the second reason...\The incident that happened at last year's tournament. response:	The winner was a masked fighter named Wolfman.
context: There are two reasons.\First, because this Super Fight tournament\is one of the best ways for a fighter to make a name for themselves.\Winner\Master Bang won a while back.\And the second reason...\The incident that happened at last year's tournament.\The winner was a masked fighter named Wolfman. response:	But later on, they found the actual Wolfman unconscious.
context: First, because this Super Fight tournament\is one of the best ways for a fighter to make a name for themselves.\Winner\Master Bang won a while back.\And the second reason...\The incident that happened at last year's tournament.\The winner was a masked fighter named Wolfman.\But later on, they found the actual Wolfman unconscious. response:	And that's why they banned entering under false names and the use of disguises.
context: is one of the best ways for a fighter to make a name for themselves.\Winner\Master Bang won a while back.\And the second reason...\The incident that happened at last year's tournament.\The winner was a masked fighter named Wolfman.\But later on, they found the actual Wolfman unconscious.\And that's why they banned entering under false names and the use of disguises. response:	D-Disguises?
context: Winner\Master Bang won a while back.\And the second reason...\The incident that happened at last year's tournament.\The winner was a masked fighter named Wolfman.\But later on, they found the actual Wolfman unconscious.\And that's why they banned entering under false names and the use of disguises.\D-Disguises? response:	You putting down a false fighting style might also be in the gray area.
context: Master Bang won a while back.\And the second reason...\The incident that happened at last year's tournament.\The winner was a masked fighter named Wolfman.\But later on, they found the actual Wolfman unconscious.\And that's why they banned entering under false names and the use of disguises.\D-Disguises?\You putting down a false fighting style might also be in the gray area. response:	What happens if they find out?
context: And the second reason...\The incident that happened at last year's tournament.\The winner was a masked fighter named Wolfman.\But later on, they found the actual Wolfman unconscious.\And that's why they banned entering under false names and the use of disguises.\D-Disguises?\You putting down a false fighting style might also be in the gray area.\What happens if they find out? response:	You're stripped your qualifications and permanently banned.
context: The incident that happened at last year's tournament.\The winner was a masked fighter named Wolfman.\But later on, they found the actual Wolfman unconscious.\And that's why they banned entering under false names and the use of disguises.\D-Disguises?\You putting down a false fighting style might also be in the gray area.\What happens if they find out?\You're stripped your qualifications and permanently banned. response:	And considering last year's incident,
context: The winner was a masked fighter named Wolfman.\But later on, they found the actual Wolfman unconscious.\And that's why they banned entering under false names and the use of disguises.\D-Disguises?\You putting down a false fighting style might also be in the gray area.\What happens if they find out?\You're stripped your qualifications and permanently banned.\And considering last year's incident, response:	you'll probably also be sued and slapped with a huge fine.
context: But later on, they found the actual Wolfman unconscious.\And that's why they banned entering under false names and the use of disguises.\D-Disguises?\You putting down a false fighting style might also be in the gray area.\What happens if they find out?\You're stripped your qualifications and permanently banned.\And considering last year's incident,\you'll probably also be sued and slapped with a huge fine. response:	You might even be arrested.
context: And that's why they banned entering under false names and the use of disguises.\D-Disguises?\You putting down a false fighting style might also be in the gray area.\What happens if they find out?\You're stripped your qualifications and permanently banned.\And considering last year's incident,\you'll probably also be sued and slapped with a huge fine.\You might even be arrested. response:	Huh? What?!
context: D-Disguises?\You putting down a false fighting style might also be in the gray area.\What happens if they find out?\You're stripped your qualifications and permanently banned.\And considering last year's incident,\you'll probably also be sued and slapped with a huge fine.\You might even be arrested.\Huh? What?! response:	Huh? What's up?
context: You putting down a false fighting style might also be in the gray area.\What happens if they find out?\You're stripped your qualifications and permanently banned.\And considering last year's incident,\you'll probably also be sued and slapped with a huge fine.\You might even be arrested.\Huh? What?!\Huh? What's up? response:	Don't tell me you...
context: What happens if they find out?\You're stripped your qualifications and permanently banned.\And considering last year's incident,\you'll probably also be sued and slapped with a huge fine.\You might even be arrested.\Huh? What?!\Huh? What's up?\Don't tell me you... response:	have an idea who that despicable impostor was!
context: You're stripped your qualifications and permanently banned.\And considering last year's incident,\you'll probably also be sued and slapped with a huge fine.\You might even be arrested.\Huh? What?!\Huh? What's up?\Don't tell me you...\have an idea who that despicable impostor was! response:	I'm safe.
context: And considering last year's incident,\you'll probably also be sued and slapped with a huge fine.\You might even be arrested.\Huh? What?!\Huh? What's up?\Don't tell me you...\have an idea who that despicable impostor was!\I'm safe. response:	After seeing the video of them fighting, I'm certain I know who it is.
context: you'll probably also be sued and slapped with a huge fine.\You might even be arrested.\Huh? What?!\Huh? What's up?\Don't tell me you...\have an idea who that despicable impostor was!\I'm safe.\After seeing the video of them fighting, I'm certain I know who it is. response:	There's no doubt about it.
context: You might even be arrested.\Huh? What?!\Huh? What's up?\Don't tell me you...\have an idea who that despicable impostor was!\I'm safe.\After seeing the video of them fighting, I'm certain I know who it is.\There's no doubt about it. response:	The impostor in the last tournament
context: Huh? What?!\Huh? What's up?\Don't tell me you...\have an idea who that despicable impostor was!\I'm safe.\After seeing the video of them fighting, I'm certain I know who it is.\There's no doubt about it.\The impostor in the last tournament response:	was Garo!
context: Huh? What's up?\Don't tell me you...\have an idea who that despicable impostor was!\I'm safe.\After seeing the video of them fighting, I'm certain I know who it is.\There's no doubt about it.\The impostor in the last tournament\was Garo! response:	Heya. I'm back again.
context: Don't tell me you...\have an idea who that despicable impostor was!\I'm safe.\After seeing the video of them fighting, I'm certain I know who it is.\There's no doubt about it.\The impostor in the last tournament\was Garo!\Heya. I'm back again. response:	Oh, hey, old dude! Are you out patrolling again?
context: have an idea who that despicable impostor was!\I'm safe.\After seeing the video of them fighting, I'm certain I know who it is.\There's no doubt about it.\The impostor in the last tournament\was Garo!\Heya. I'm back again.\Oh, hey, old dude! Are you out patrolling again? response:	Stop calling me old dude. And let me borrow that book.
context: I'm safe.\After seeing the video of them fighting, I'm certain I know who it is.\There's no doubt about it.\The impostor in the last tournament\was Garo!\Heya. I'm back again.\Oh, hey, old dude! Are you out patrolling again?\Stop calling me old dude. And let me borrow that book. response:	I told you, you can't borrow it.
context: After seeing the video of them fighting, I'm certain I know who it is.\There's no doubt about it.\The impostor in the last tournament\was Garo!\Heya. I'm back again.\Oh, hey, old dude! Are you out patrolling again?\Stop calling me old dude. And let me borrow that book.\I told you, you can't borrow it. response:	Huh?
context: There's no doubt about it.\The impostor in the last tournament\was Garo!\Heya. I'm back again.\Oh, hey, old dude! Are you out patrolling again?\Stop calling me old dude. And let me borrow that book.\I told you, you can't borrow it.\Huh? response:	I'm saying... that we should read it together.
context: The impostor in the last tournament\was Garo!\Heya. I'm back again.\Oh, hey, old dude! Are you out patrolling again?\Stop calling me old dude. And let me borrow that book.\I told you, you can't borrow it.\Huh?\I'm saying... that we should read it together. response:	Garo, huh?
context: was Garo!\Heya. I'm back again.\Oh, hey, old dude! Are you out patrolling again?\Stop calling me old dude. And let me borrow that book.\I told you, you can't borrow it.\Huh?\I'm saying... that we should read it together.\Garo, huh? response:	That name came up again.
context: Heya. I'm back again.\Oh, hey, old dude! Are you out patrolling again?\Stop calling me old dude. And let me borrow that book.\I told you, you can't borrow it.\Huh?\I'm saying... that we should read it together.\Garo, huh?\That name came up again. response:	About six months ago.
context: Oh, hey, old dude! Are you out patrolling again?\Stop calling me old dude. And let me borrow that book.\I told you, you can't borrow it.\Huh?\I'm saying... that we should read it together.\Garo, huh?\That name came up again.\About six months ago. response:	So it's right after the incident where he was expelled by our master.
context: Stop calling me old dude. And let me borrow that book.\I told you, you can't borrow it.\Huh?\I'm saying... that we should read it together.\Garo, huh?\That name came up again.\About six months ago.\So it's right after the incident where he was expelled by our master. response:	There's no doubt about it.
context: I told you, you can't borrow it.\Huh?\I'm saying... that we should read it together.\Garo, huh?\That name came up again.\About six months ago.\So it's right after the incident where he was expelled by our master.\There's no doubt about it. response:	That incident?
context: Huh?\I'm saying... that we should read it together.\Garo, huh?\That name came up again.\About six months ago.\So it's right after the incident where he was expelled by our master.\There's no doubt about it.\That incident? response:	You were off slacking somewhere, so I'm sure you didn't know,
context: I'm saying... that we should read it together.\Garo, huh?\That name came up again.\About six months ago.\So it's right after the incident where he was expelled by our master.\There's no doubt about it.\That incident?\You were off slacking somewhere, so I'm sure you didn't know, response:	but it happened while the master was gone.
context: Garo, huh?\That name came up again.\About six months ago.\So it's right after the incident where he was expelled by our master.\There's no doubt about it.\That incident?\You were off slacking somewhere, so I'm sure you didn't know,\but it happened while the master was gone. response:	I'm tired of this.
context: That name came up again.\About six months ago.\So it's right after the incident where he was expelled by our master.\There's no doubt about it.\That incident?\You were off slacking somewhere, so I'm sure you didn't know,\but it happened while the master was gone.\I'm tired of this. response:	Huh?
context: About six months ago.\So it's right after the incident where he was expelled by our master.\There's no doubt about it.\That incident?\You were off slacking somewhere, so I'm sure you didn't know,\but it happened while the master was gone.\I'm tired of this.\Huh? response:	There's nothing else I can learn here.
context: So it's right after the incident where he was expelled by our master.\There's no doubt about it.\That incident?\You were off slacking somewhere, so I'm sure you didn't know,\but it happened while the master was gone.\I'm tired of this.\Huh?\There's nothing else I can learn here. response:	Let's have an actual fight.
context: There's no doubt about it.\That incident?\You were off slacking somewhere, so I'm sure you didn't know,\but it happened while the master was gone.\I'm tired of this.\Huh?\There's nothing else I can learn here.\Let's have an actual fight. response:	He was hiding his true intent while sharpening his fangs.
context: That incident?\You were off slacking somewhere, so I'm sure you didn't know,\but it happened while the master was gone.\I'm tired of this.\Huh?\There's nothing else I can learn here.\Let's have an actual fight.\He was hiding his true intent while sharpening his fangs. response:	If he hadn't shown up, we wouldn't have had to leave the dojo, damn it!
context: You were off slacking somewhere, so I'm sure you didn't know,\but it happened while the master was gone.\I'm tired of this.\Huh?\There's nothing else I can learn here.\Let's have an actual fight.\He was hiding his true intent while sharpening his fangs.\If he hadn't shown up, we wouldn't have had to leave the dojo, damn it! response:	That's why I'm going to win this tournament today
context: but it happened while the master was gone.\I'm tired of this.\Huh?\There's nothing else I can learn here.\Let's have an actual fight.\He was hiding his true intent while sharpening his fangs.\If he hadn't shown up, we wouldn't have had to leave the dojo, damn it!\That's why I'm going to win this tournament today response:	and regain my confidence.
context: I'm tired of this.\Huh?\There's nothing else I can learn here.\Let's have an actual fight.\He was hiding his true intent while sharpening his fangs.\If he hadn't shown up, we wouldn't have had to leave the dojo, damn it!\That's why I'm going to win this tournament today\and regain my confidence. response:	Confidence that I can get to Garo's level.
context: Huh?\There's nothing else I can learn here.\Let's have an actual fight.\He was hiding his true intent while sharpening his fangs.\If he hadn't shown up, we wouldn't have had to leave the dojo, damn it!\That's why I'm going to win this tournament today\and regain my confidence.\Confidence that I can get to Garo's level. response:	But to think that you'd have the guts to enter the Super Fight when
context: There's nothing else I can learn here.\Let's have an actual fight.\He was hiding his true intent while sharpening his fangs.\If he hadn't shown up, we wouldn't have had to leave the dojo, damn it!\That's why I'm going to win this tournament today\and regain my confidence.\Confidence that I can get to Garo's level.\But to think that you'd have the guts to enter the Super Fight when response:	you were one of the weakest at the dojo...
context: Let's have an actual fight.\He was hiding his true intent while sharpening his fangs.\If he hadn't shown up, we wouldn't have had to leave the dojo, damn it!\That's why I'm going to win this tournament today\and regain my confidence.\Confidence that I can get to Garo's level.\But to think that you'd have the guts to enter the Super Fight when\you were one of the weakest at the dojo... response:	You sure got cocky.
context: He was hiding his true intent while sharpening his fangs.\If he hadn't shown up, we wouldn't have had to leave the dojo, damn it!\That's why I'm going to win this tournament today\and regain my confidence.\Confidence that I can get to Garo's level.\But to think that you'd have the guts to enter the Super Fight when\you were one of the weakest at the dojo...\You sure got cocky. response:	I hear you're calling yourself Master Bang's top student,
context: If he hadn't shown up, we wouldn't have had to leave the dojo, damn it!\That's why I'm going to win this tournament today\and regain my confidence.\Confidence that I can get to Garo's level.\But to think that you'd have the guts to enter the Super Fight when\you were one of the weakest at the dojo...\You sure got cocky.\I hear you're calling yourself Master Bang's top student, response:	but don't get too full of yourself.
context: That's why I'm going to win this tournament today\and regain my confidence.\Confidence that I can get to Garo's level.\But to think that you'd have the guts to enter the Super Fight when\you were one of the weakest at the dojo...\You sure got cocky.\I hear you're calling yourself Master Bang's top student,\but don't get too full of yourself. response:	I see. So Saitama might enter the tournament in your place.
context: and regain my confidence.\Confidence that I can get to Garo's level.\But to think that you'd have the guts to enter the Super Fight when\you were one of the weakest at the dojo...\You sure got cocky.\I hear you're calling yourself Master Bang's top student,\but don't get too full of yourself.\I see. So Saitama might enter the tournament in your place. response:	Yeah.
context: Confidence that I can get to Garo's level.\But to think that you'd have the guts to enter the Super Fight when\you were one of the weakest at the dojo...\You sure got cocky.\I hear you're calling yourself Master Bang's top student,\but don't get too full of yourself.\I see. So Saitama might enter the tournament in your place.\Yeah. response:	If someone inexperienced ends up entering a tournament like that...
context: But to think that you'd have the guts to enter the Super Fight when\you were one of the weakest at the dojo...\You sure got cocky.\I hear you're calling yourself Master Bang's top student,\but don't get too full of yourself.\I see. So Saitama might enter the tournament in your place.\Yeah.\If someone inexperienced ends up entering a tournament like that... response:	They'll definitely be killed.
context: you were one of the weakest at the dojo...\You sure got cocky.\I hear you're calling yourself Master Bang's top student,\but don't get too full of yourself.\I see. So Saitama might enter the tournament in your place.\Yeah.\If someone inexperienced ends up entering a tournament like that...\They'll definitely be killed. response:	You don't need to worry.
context: You sure got cocky.\I hear you're calling yourself Master Bang's top student,\but don't get too full of yourself.\I see. So Saitama might enter the tournament in your place.\Yeah.\If someone inexperienced ends up entering a tournament like that...\They'll definitely be killed.\You don't need to worry. response:	After all, he's...
context: I hear you're calling yourself Master Bang's top student,\but don't get too full of yourself.\I see. So Saitama might enter the tournament in your place.\Yeah.\If someone inexperienced ends up entering a tournament like that...\They'll definitely be killed.\You don't need to worry.\After all, he's... response:	a hero.
context: but don't get too full of yourself.\I see. So Saitama might enter the tournament in your place.\Yeah.\If someone inexperienced ends up entering a tournament like that...\They'll definitely be killed.\You don't need to worry.\After all, he's...\a hero. response:	You know, I wouldn't have left the dojo if I'd known
context: I see. So Saitama might enter the tournament in your place.\Yeah.\If someone inexperienced ends up entering a tournament like that...\They'll definitely be killed.\You don't need to worry.\After all, he's...\a hero.\You know, I wouldn't have left the dojo if I'd known response:	that Garo was going to be expelled.
context: Yeah.\If someone inexperienced ends up entering a tournament like that...\They'll definitely be killed.\You don't need to worry.\After all, he's...\a hero.\You know, I wouldn't have left the dojo if I'd known\that Garo was going to be expelled. response:	But if I hadn't quit,
context: If someone inexperienced ends up entering a tournament like that...\They'll definitely be killed.\You don't need to worry.\After all, he's...\a hero.\You know, I wouldn't have left the dojo if I'd known\that Garo was going to be expelled.\But if I hadn't quit, response:	I, Sourface, would've been Master Bang's number one student right now.
context: They'll definitely be killed.\You don't need to worry.\After all, he's...\a hero.\You know, I wouldn't have left the dojo if I'd known\that Garo was going to be expelled.\But if I hadn't quit,\I, Sourface, would've been Master Bang's number one student right now. response:	How about it? Why don't we practice some holds until you pass out again?
context: You don't need to worry.\After all, he's...\a hero.\You know, I wouldn't have left the dojo if I'd known\that Garo was going to be expelled.\But if I hadn't quit,\I, Sourface, would've been Master Bang's number one student right now.\How about it? Why don't we practice some holds until you pass out again? response:	But you did quit the dojo, right?
context: After all, he's...\a hero.\You know, I wouldn't have left the dojo if I'd known\that Garo was going to be expelled.\But if I hadn't quit,\I, Sourface, would've been Master Bang's number one student right now.\How about it? Why don't we practice some holds until you pass out again?\But you did quit the dojo, right? response:	What?
context: a hero.\You know, I wouldn't have left the dojo if I'd known\that Garo was going to be expelled.\But if I hadn't quit,\I, Sourface, would've been Master Bang's number one student right now.\How about it? Why don't we practice some holds until you pass out again?\But you did quit the dojo, right?\What? response:	Charanko fought Garo one-on-one.
context: You know, I wouldn't have left the dojo if I'd known\that Garo was going to be expelled.\But if I hadn't quit,\I, Sourface, would've been Master Bang's number one student right now.\How about it? Why don't we practice some holds until you pass out again?\But you did quit the dojo, right?\What?\Charanko fought Garo one-on-one. response:	But anyway, I plan on defeating Garo myself.
context: that Garo was going to be expelled.\But if I hadn't quit,\I, Sourface, would've been Master Bang's number one student right now.\How about it? Why don't we practice some holds until you pass out again?\But you did quit the dojo, right?\What?\Charanko fought Garo one-on-one.\But anyway, I plan on defeating Garo myself. response:	As long as he's hunting heroes, I'm sure I'll run into him sooner or later.
context: But if I hadn't quit,\I, Sourface, would've been Master Bang's number one student right now.\How about it? Why don't we practice some holds until you pass out again?\But you did quit the dojo, right?\What?\Charanko fought Garo one-on-one.\But anyway, I plan on defeating Garo myself.\As long as he's hunting heroes, I'm sure I'll run into him sooner or later. response:	What I'm saying is that
context: I, Sourface, would've been Master Bang's number one student right now.\How about it? Why don't we practice some holds until you pass out again?\But you did quit the dojo, right?\What?\Charanko fought Garo one-on-one.\But anyway, I plan on defeating Garo myself.\As long as he's hunting heroes, I'm sure I'll run into him sooner or later.\What I'm saying is that response:	you ran away, so you don't get to act like you're better than me.
context: How about it? Why don't we practice some holds until you pass out again?\But you did quit the dojo, right?\What?\Charanko fought Garo one-on-one.\But anyway, I plan on defeating Garo myself.\As long as he's hunting heroes, I'm sure I'll run into him sooner or later.\What I'm saying is that\you ran away, so you don't get to act like you're better than me. response:	You'd better be prepared to defend those words!
context: But you did quit the dojo, right?\What?\Charanko fought Garo one-on-one.\But anyway, I plan on defeating Garo myself.\As long as he's hunting heroes, I'm sure I'll run into him sooner or later.\What I'm saying is that\you ran away, so you don't get to act like you're better than me.\You'd better be prepared to defend those words! response:	The Super Fight is a one-day tournament.
context: What?\Charanko fought Garo one-on-one.\But anyway, I plan on defeating Garo myself.\As long as he's hunting heroes, I'm sure I'll run into him sooner or later.\What I'm saying is that\you ran away, so you don't get to act like you're better than me.\You'd better be prepared to defend those words!\The Super Fight is a one-day tournament. response:	If you can actually manage to win your way to the top,
context: Charanko fought Garo one-on-one.\But anyway, I plan on defeating Garo myself.\As long as he's hunting heroes, I'm sure I'll run into him sooner or later.\What I'm saying is that\you ran away, so you don't get to act like you're better than me.\You'd better be prepared to defend those words!\The Super Fight is a one-day tournament.\If you can actually manage to win your way to the top, response:	we're going to bump heads in the ring.
context: But anyway, I plan on defeating Garo myself.\As long as he's hunting heroes, I'm sure I'll run into him sooner or later.\What I'm saying is that\you ran away, so you don't get to act like you're better than me.\You'd better be prepared to defend those words!\The Super Fight is a one-day tournament.\If you can actually manage to win your way to the top,\we're going to bump heads in the ring. response:	And that's when I'll show you
context: As long as he's hunting heroes, I'm sure I'll run into him sooner or later.\What I'm saying is that\you ran away, so you don't get to act like you're better than me.\You'd better be prepared to defend those words!\The Super Fight is a one-day tournament.\If you can actually manage to win your way to the top,\we're going to bump heads in the ring.\And that's when I'll show you response:	what a real battle is.
context: What I'm saying is that\you ran away, so you don't get to act like you're better than me.\You'd better be prepared to defend those words!\The Super Fight is a one-day tournament.\If you can actually manage to win your way to the top,\we're going to bump heads in the ring.\And that's when I'll show you\what a real battle is. response:	A real battle, huh?
context: you ran away, so you don't get to act like you're better than me.\You'd better be prepared to defend those words!\The Super Fight is a one-day tournament.\If you can actually manage to win your way to the top,\we're going to bump heads in the ring.\And that's when I'll show you\what a real battle is.\A real battle, huh? response:	I don't remember what that feels like at all.
context: You'd better be prepared to defend those words!\The Super Fight is a one-day tournament.\If you can actually manage to win your way to the top,\we're going to bump heads in the ring.\And that's when I'll show you\what a real battle is.\A real battle, huh?\I don't remember what that feels like at all. response:	That was amazing, Papa!
context: The Super Fight is a one-day tournament.\If you can actually manage to win your way to the top,\we're going to bump heads in the ring.\And that's when I'll show you\what a real battle is.\A real battle, huh?\I don't remember what that feels like at all.\That was amazing, Papa! response:	He defeated them in no time!
context: If you can actually manage to win your way to the top,\we're going to bump heads in the ring.\And that's when I'll show you\what a real battle is.\A real battle, huh?\I don't remember what that feels like at all.\That was amazing, Papa!\He defeated them in no time! response:	All right, let's take a picture to remember this.
context: we're going to bump heads in the ring.\And that's when I'll show you\what a real battle is.\A real battle, huh?\I don't remember what that feels like at all.\That was amazing, Papa!\He defeated them in no time!\All right, let's take a picture to remember this. response:	Hey, hurry up and take cover. It's dangerous.
context: And that's when I'll show you\what a real battle is.\A real battle, huh?\I don't remember what that feels like at all.\That was amazing, Papa!\He defeated them in no time!\All right, let's take a picture to remember this.\Hey, hurry up and take cover. It's dangerous. response:	Venus-People Trap and I were both annihilated instantly.
context: what a real battle is.\A real battle, huh?\I don't remember what that feels like at all.\That was amazing, Papa!\He defeated them in no time!\All right, let's take a picture to remember this.\Hey, hurry up and take cover. It's dangerous.\Venus-People Trap and I were both annihilated instantly. response:	Considering what you did to us, I guess you really are strong,
context: A real battle, huh?\I don't remember what that feels like at all.\That was amazing, Papa!\He defeated them in no time!\All right, let's take a picture to remember this.\Hey, hurry up and take cover. It's dangerous.\Venus-People Trap and I were both annihilated instantly.\Considering what you did to us, I guess you really are strong, response:	Metal Bat.
context: I don't remember what that feels like at all.\That was amazing, Papa!\He defeated them in no time!\All right, let's take a picture to remember this.\Hey, hurry up and take cover. It's dangerous.\Venus-People Trap and I were both annihilated instantly.\Considering what you did to us, I guess you really are strong,\Metal Bat. response:	So that's what a Class S hero is like, huh?
context: That was amazing, Papa!\He defeated them in no time!\All right, let's take a picture to remember this.\Hey, hurry up and take cover. It's dangerous.\Venus-People Trap and I were both annihilated instantly.\Considering what you did to us, I guess you really are strong,\Metal Bat.\So that's what a Class S hero is like, huh? response:	But if you're that strong, you probably think you're the strongest.
context: He defeated them in no time!\All right, let's take a picture to remember this.\Hey, hurry up and take cover. It's dangerous.\Venus-People Trap and I were both annihilated instantly.\Considering what you did to us, I guess you really are strong,\Metal Bat.\So that's what a Class S hero is like, huh?\But if you're that strong, you probably think you're the strongest. response:	I was the same way...
context: All right, let's take a picture to remember this.\Hey, hurry up and take cover. It's dangerous.\Venus-People Trap and I were both annihilated instantly.\Considering what you did to us, I guess you really are strong,\Metal Bat.\So that's what a Class S hero is like, huh?\But if you're that strong, you probably think you're the strongest.\I was the same way... response:	Man, bugs are persistent.
context: Hey, hurry up and take cover. It's dangerous.\Venus-People Trap and I were both annihilated instantly.\Considering what you did to us, I guess you really are strong,\Metal Bat.\So that's what a Class S hero is like, huh?\But if you're that strong, you probably think you're the strongest.\I was the same way...\Man, bugs are persistent. response:	I should probably finish you off.
context: Venus-People Trap and I were both annihilated instantly.\Considering what you did to us, I guess you really are strong,\Metal Bat.\So that's what a Class S hero is like, huh?\But if you're that strong, you probably think you're the strongest.\I was the same way...\Man, bugs are persistent.\I should probably finish you off. response:	But then, my senpai showed up...
context: Considering what you did to us, I guess you really are strong,\Metal Bat.\So that's what a Class S hero is like, huh?\But if you're that strong, you probably think you're the strongest.\I was the same way...\Man, bugs are persistent.\I should probably finish you off.\But then, my senpai showed up... response:	Another one?!
