context: Sakura Hall response:	Let's Make a Game! Pitch
context: S-Sorry.\This weather really does seem foreboding.\Must be a fall storm.\Okay, okay.\Only say it once!\Good evening. I apologize for dropping in so suddenly.\A-A foreigner?!\Are you dazzled by my beauty? response:	You're dazzled by my beauty, aren't you?
context: This weather really does seem foreboding.\Must be a fall storm.\Okay, okay.\Only say it once!\Good evening. I apologize for dropping in so suddenly.\A-A foreigner?!\Are you dazzled by my beauty?\You're dazzled by my beauty, aren't you? response:	I-I cannot speak English.
context: Must be a fall storm.\Okay, okay.\Only say it once!\Good evening. I apologize for dropping in so suddenly.\A-A foreigner?!\Are you dazzled by my beauty?\You're dazzled by my beauty, aren't you?\I-I cannot speak English. response:	It's Rita.
context: Okay, okay.\Only say it once!\Good evening. I apologize for dropping in so suddenly.\A-A foreigner?!\Are you dazzled by my beauty?\You're dazzled by my beauty, aren't you?\I-I cannot speak English.\It's Rita. response:	Mashiro!
context: Only say it once!\Good evening. I apologize for dropping in so suddenly.\A-A foreigner?!\Are you dazzled by my beauty?\You're dazzled by my beauty, aren't you?\I-I cannot speak English.\It's Rita.\Mashiro! response:	You seem to be keeping well, Mashiro. I'm glad.
context: Good evening. I apologize for dropping in so suddenly.\A-A foreigner?!\Are you dazzled by my beauty?\You're dazzled by my beauty, aren't you?\I-I cannot speak English.\It's Rita.\Mashiro!\You seem to be keeping well, Mashiro. I'm glad. response:	You, too.
context: A-A foreigner?!\Are you dazzled by my beauty?\You're dazzled by my beauty, aren't you?\I-I cannot speak English.\It's Rita.\Mashiro!\You seem to be keeping well, Mashiro. I'm glad.\You, too. response:	She's a real doll!
context: Are you dazzled by my beauty?\You're dazzled by my beauty, aren't you?\I-I cannot speak English.\It's Rita.\Mashiro!\You seem to be keeping well, Mashiro. I'm glad.\You, too.\She's a real doll! response:	She's a babe! Mashiro-chan, do you know her?
context: You're dazzled by my beauty, aren't you?\I-I cannot speak English.\It's Rita.\Mashiro!\You seem to be keeping well, Mashiro. I'm glad.\You, too.\She's a real doll!\She's a babe! Mashiro-chan, do you know her? response:	Oh, it's Rita.
context: I-I cannot speak English.\It's Rita.\Mashiro!\You seem to be keeping well, Mashiro. I'm glad.\You, too.\She's a real doll!\She's a babe! Mashiro-chan, do you know her?\Oh, it's Rita. response:	Good to see you again, Chihiro-san.
context: It's Rita.\Mashiro!\You seem to be keeping well, Mashiro. I'm glad.\You, too.\She's a real doll!\She's a babe! Mashiro-chan, do you know her?\Oh, it's Rita.\Good to see you again, Chihiro-san. response:	Who is she?
context: Mashiro!\You seem to be keeping well, Mashiro. I'm glad.\You, too.\She's a real doll!\She's a babe! Mashiro-chan, do you know her?\Oh, it's Rita.\Good to see you again, Chihiro-san.\Who is she? response:	She was Mashiro's roommate when she lived in England.
context: You seem to be keeping well, Mashiro. I'm glad.\You, too.\She's a real doll!\She's a babe! Mashiro-chan, do you know her?\Oh, it's Rita.\Good to see you again, Chihiro-san.\Who is she?\She was Mashiro's roommate when she lived in England. response:	I'm Rita Ainsworth. Nice to meet you.
context: You, too.\She's a real doll!\She's a babe! Mashiro-chan, do you know her?\Oh, it's Rita.\Good to see you again, Chihiro-san.\Who is she?\She was Mashiro's roommate when she lived in England.\I'm Rita Ainsworth. Nice to meet you. response:	But, Rita, what are you doing here?
context: She's a real doll!\She's a babe! Mashiro-chan, do you know her?\Oh, it's Rita.\Good to see you again, Chihiro-san.\Who is she?\She was Mashiro's roommate when she lived in England.\I'm Rita Ainsworth. Nice to meet you.\But, Rita, what are you doing here? response:	Cinderella's magic has been dispelled.
context: She's a babe! Mashiro-chan, do you know her?\Oh, it's Rita.\Good to see you again, Chihiro-san.\Who is she?\She was Mashiro's roommate when she lived in England.\I'm Rita Ainsworth. Nice to meet you.\But, Rita, what are you doing here?\Cinderella's magic has been dispelled. response:	I'm here to take Kaguyahime back to the moon.
context: Oh, it's Rita.\Good to see you again, Chihiro-san.\Who is she?\She was Mashiro's roommate when she lived in England.\I'm Rita Ainsworth. Nice to meet you.\But, Rita, what are you doing here?\Cinderella's magic has been dispelled.\I'm here to take Kaguyahime back to the moon. response:	Mashiro, please come back...
context: Good to see you again, Chihiro-san.\Who is she?\She was Mashiro's roommate when she lived in England.\I'm Rita Ainsworth. Nice to meet you.\But, Rita, what are you doing here?\Cinderella's magic has been dispelled.\I'm here to take Kaguyahime back to the moon.\Mashiro, please come back... response:	to England with me immediately.
context: Who is she?\She was Mashiro's roommate when she lived in England.\I'm Rita Ainsworth. Nice to meet you.\But, Rita, what are you doing here?\Cinderella's magic has been dispelled.\I'm here to take Kaguyahime back to the moon.\Mashiro, please come back...\to England with me immediately. response:	What?!
context: She was Mashiro's roommate when she lived in England.\I'm Rita Ainsworth. Nice to meet you.\But, Rita, what are you doing here?\Cinderella's magic has been dispelled.\I'm here to take Kaguyahime back to the moon.\Mashiro, please come back...\to England with me immediately.\What?! response:	You came here to take Mashiro-chan back with you?
context: I'm Rita Ainsworth. Nice to meet you.\But, Rita, what are you doing here?\Cinderella's magic has been dispelled.\I'm here to take Kaguyahime back to the moon.\Mashiro, please come back...\to England with me immediately.\What?!\You came here to take Mashiro-chan back with you? response:	Yes. I cannot allow Mashiro to continue studying manga here.
context: But, Rita, what are you doing here?\Cinderella's magic has been dispelled.\I'm here to take Kaguyahime back to the moon.\Mashiro, please come back...\to England with me immediately.\What?!\You came here to take Mashiro-chan back with you?\Yes. I cannot allow Mashiro to continue studying manga here. response:	I won't go home.
context: Cinderella's magic has been dispelled.\I'm here to take Kaguyahime back to the moon.\Mashiro, please come back...\to England with me immediately.\What?!\You came here to take Mashiro-chan back with you?\Yes. I cannot allow Mashiro to continue studying manga here.\I won't go home. response:	I thought you might say that.
context: I'm here to take Kaguyahime back to the moon.\Mashiro, please come back...\to England with me immediately.\What?!\You came here to take Mashiro-chan back with you?\Yes. I cannot allow Mashiro to continue studying manga here.\I won't go home.\I thought you might say that. response:	But please reconsider.
context: Mashiro, please come back...\to England with me immediately.\What?!\You came here to take Mashiro-chan back with you?\Yes. I cannot allow Mashiro to continue studying manga here.\I won't go home.\I thought you might say that.\But please reconsider. response:	Don't you realize how much potential you have in those fingers?
context: to England with me immediately.\What?!\You came here to take Mashiro-chan back with you?\Yes. I cannot allow Mashiro to continue studying manga here.\I won't go home.\I thought you might say that.\But please reconsider.\Don't you realize how much potential you have in those fingers? response:	Your paintings may even go down in history.
context: What?!\You came here to take Mashiro-chan back with you?\Yes. I cannot allow Mashiro to continue studying manga here.\I won't go home.\I thought you might say that.\But please reconsider.\Don't you realize how much potential you have in those fingers?\Your paintings may even go down in history. response:	There are lots of people itching to see your next masterpiece.
context: You came here to take Mashiro-chan back with you?\Yes. I cannot allow Mashiro to continue studying manga here.\I won't go home.\I thought you might say that.\But please reconsider.\Don't you realize how much potential you have in those fingers?\Your paintings may even go down in history.\There are lots of people itching to see your next masterpiece. response:	Won't you scratch that itch?
context: Yes. I cannot allow Mashiro to continue studying manga here.\I won't go home.\I thought you might say that.\But please reconsider.\Don't you realize how much potential you have in those fingers?\Your paintings may even go down in history.\There are lots of people itching to see your next masterpiece.\Won't you scratch that itch? response:	You encouraged me to draw manga.
context: I won't go home.\I thought you might say that.\But please reconsider.\Don't you realize how much potential you have in those fingers?\Your paintings may even go down in history.\There are lots of people itching to see your next masterpiece.\Won't you scratch that itch?\You encouraged me to draw manga. response:	I only taught you how to use a computer.
context: I thought you might say that.\But please reconsider.\Don't you realize how much potential you have in those fingers?\Your paintings may even go down in history.\There are lots of people itching to see your next masterpiece.\Won't you scratch that itch?\You encouraged me to draw manga.\I only taught you how to use a computer. response:	I never encouraged you to do anything.
context: But please reconsider.\Don't you realize how much potential you have in those fingers?\Your paintings may even go down in history.\There are lots of people itching to see your next masterpiece.\Won't you scratch that itch?\You encouraged me to draw manga.\I only taught you how to use a computer.\I never encouraged you to do anything. response:	Rita...
context: Don't you realize how much potential you have in those fingers?\Your paintings may even go down in history.\There are lots of people itching to see your next masterpiece.\Won't you scratch that itch?\You encouraged me to draw manga.\I only taught you how to use a computer.\I never encouraged you to do anything.\Rita... response:	I can't sit back and watch you waste your time and talent any longer.
context: Your paintings may even go down in history.\There are lots of people itching to see your next masterpiece.\Won't you scratch that itch?\You encouraged me to draw manga.\I only taught you how to use a computer.\I never encouraged you to do anything.\Rita...\I can't sit back and watch you waste your time and talent any longer. response:	Come, Mashiro. Together, we
context: There are lots of people itching to see your next masterpiece.\Won't you scratch that itch?\You encouraged me to draw manga.\I only taught you how to use a computer.\I never encouraged you to do anything.\Rita...\I can't sit back and watch you waste your time and talent any longer.\Come, Mashiro. Together, we response:	I'm not going home.
context: Won't you scratch that itch?\You encouraged me to draw manga.\I only taught you how to use a computer.\I never encouraged you to do anything.\Rita...\I can't sit back and watch you waste your time and talent any longer.\Come, Mashiro. Together, we\I'm not going home. response:	W-Wait, just listen to me, Mashiro!
context: You encouraged me to draw manga.\I only taught you how to use a computer.\I never encouraged you to do anything.\Rita...\I can't sit back and watch you waste your time and talent any longer.\Come, Mashiro. Together, we\I'm not going home.\W-Wait, just listen to me, Mashiro! response:	I'm not going home.
context: I only taught you how to use a computer.\I never encouraged you to do anything.\Rita...\I can't sit back and watch you waste your time and talent any longer.\Come, Mashiro. Together, we\I'm not going home.\W-Wait, just listen to me, Mashiro!\I'm not going home. response:	Hey, are you sure about this, Shiina?
context: I never encouraged you to do anything.\Rita...\I can't sit back and watch you waste your time and talent any longer.\Come, Mashiro. Together, we\I'm not going home.\W-Wait, just listen to me, Mashiro!\I'm not going home.\Hey, are you sure about this, Shiina? response:	Mashiro, I won't give up!
context: Rita...\I can't sit back and watch you waste your time and talent any longer.\Come, Mashiro. Together, we\I'm not going home.\W-Wait, just listen to me, Mashiro!\I'm not going home.\Hey, are you sure about this, Shiina?\Mashiro, I won't give up! response:	I will take you back to England with me!
context: I can't sit back and watch you waste your time and talent any longer.\Come, Mashiro. Together, we\I'm not going home.\W-Wait, just listen to me, Mashiro!\I'm not going home.\Hey, are you sure about this, Shiina?\Mashiro, I won't give up!\I will take you back to England with me! response:	Do you hear me?!
context: Come, Mashiro. Together, we\I'm not going home.\W-Wait, just listen to me, Mashiro!\I'm not going home.\Hey, are you sure about this, Shiina?\Mashiro, I won't give up!\I will take you back to England with me!\Do you hear me?! response:	You're going after her?
context: I'm not going home.\W-Wait, just listen to me, Mashiro!\I'm not going home.\Hey, are you sure about this, Shiina?\Mashiro, I won't give up!\I will take you back to England with me!\Do you hear me?!\You're going after her? response:	I can't just leave her out there.
context: W-Wait, just listen to me, Mashiro!\I'm not going home.\Hey, are you sure about this, Shiina?\Mashiro, I won't give up!\I will take you back to England with me!\Do you hear me?!\You're going after her?\I can't just leave her out there. response:	You want Mashiro-chan to go back to England?
context: I'm not going home.\Hey, are you sure about this, Shiina?\Mashiro, I won't give up!\I will take you back to England with me!\Do you hear me?!\You're going after her?\I can't just leave her out there.\You want Mashiro-chan to go back to England? response:	I can't just leave her!
context: Hey, are you sure about this, Shiina?\Mashiro, I won't give up!\I will take you back to England with me!\Do you hear me?!\You're going after her?\I can't just leave her out there.\You want Mashiro-chan to go back to England?\I can't just leave her! response:	I figured you'd come.
context: Mashiro, I won't give up!\I will take you back to England with me!\Do you hear me?!\You're going after her?\I can't just leave her out there.\You want Mashiro-chan to go back to England?\I can't just leave her!\I figured you'd come. response:	You knew I would come?
context: I will take you back to England with me!\Do you hear me?!\You're going after her?\I can't just leave her out there.\You want Mashiro-chan to go back to England?\I can't just leave her!\I figured you'd come.\You knew I would come? response:	When a damsel's in distress,
context: Do you hear me?!\You're going after her?\I can't just leave her out there.\You want Mashiro-chan to go back to England?\I can't just leave her!\I figured you'd come.\You knew I would come?\When a damsel's in distress, response:	a kind boy always comes to save her.
context: You're going after her?\I can't just leave her out there.\You want Mashiro-chan to go back to England?\I can't just leave her!\I figured you'd come.\You knew I would come?\When a damsel's in distress,\a kind boy always comes to save her. response:	I brought her back here, but this is crazy.
context: I can't just leave her out there.\You want Mashiro-chan to go back to England?\I can't just leave her!\I figured you'd come.\You knew I would come?\When a damsel's in distress,\a kind boy always comes to save her.\I brought her back here, but this is crazy. response:	She immediately said she wanted to take a bath.
context: You want Mashiro-chan to go back to England?\I can't just leave her!\I figured you'd come.\You knew I would come?\When a damsel's in distress,\a kind boy always comes to save her.\I brought her back here, but this is crazy.\She immediately said she wanted to take a bath. response:	Honestly, English people...
context: I can't just leave her!\I figured you'd come.\You knew I would come?\When a damsel's in distress,\a kind boy always comes to save her.\I brought her back here, but this is crazy.\She immediately said she wanted to take a bath.\Honestly, English people... response:	Sorata.
context: I figured you'd come.\You knew I would come?\When a damsel's in distress,\a kind boy always comes to save her.\I brought her back here, but this is crazy.\She immediately said she wanted to take a bath.\Honestly, English people...\Sorata. response:	Wh-Why aren't you wearing any clothes?!
context: You knew I would come?\When a damsel's in distress,\a kind boy always comes to save her.\I brought her back here, but this is crazy.\She immediately said she wanted to take a bath.\Honestly, English people...\Sorata.\Wh-Why aren't you wearing any clothes?! response:	I don't have a change of clothes.
context: When a damsel's in distress,\a kind boy always comes to save her.\I brought her back here, but this is crazy.\She immediately said she wanted to take a bath.\Honestly, English people...\Sorata.\Wh-Why aren't you wearing any clothes?!\I don't have a change of clothes. response:	I intended to return home straight away.
context: a kind boy always comes to save her.\I brought her back here, but this is crazy.\She immediately said she wanted to take a bath.\Honestly, English people...\Sorata.\Wh-Why aren't you wearing any clothes?!\I don't have a change of clothes.\I intended to return home straight away. response:	Just put some clothes on!
context: I brought her back here, but this is crazy.\She immediately said she wanted to take a bath.\Honestly, English people...\Sorata.\Wh-Why aren't you wearing any clothes?!\I don't have a change of clothes.\I intended to return home straight away.\Just put some clothes on! response:	This belongs to Mashiro, doesn't it?
context: She immediately said she wanted to take a bath.\Honestly, English people...\Sorata.\Wh-Why aren't you wearing any clothes?!\I don't have a change of clothes.\I intended to return home straight away.\Just put some clothes on!\This belongs to Mashiro, doesn't it? response:	I do her laundry for her.
context: Honestly, English people...\Sorata.\Wh-Why aren't you wearing any clothes?!\I don't have a change of clothes.\I intended to return home straight away.\Just put some clothes on!\This belongs to Mashiro, doesn't it?\I do her laundry for her. response:	As her former roommate, you must understand.
context: Sorata.\Wh-Why aren't you wearing any clothes?!\I don't have a change of clothes.\I intended to return home straight away.\Just put some clothes on!\This belongs to Mashiro, doesn't it?\I do her laundry for her.\As her former roommate, you must understand. response:	I see. You're on Mashiro Duty in Japan.
context: Wh-Why aren't you wearing any clothes?!\I don't have a change of clothes.\I intended to return home straight away.\Just put some clothes on!\This belongs to Mashiro, doesn't it?\I do her laundry for her.\As her former roommate, you must understand.\I see. You're on Mashiro Duty in Japan. response:	You did that in England, too?
context: I don't have a change of clothes.\I intended to return home straight away.\Just put some clothes on!\This belongs to Mashiro, doesn't it?\I do her laundry for her.\As her former roommate, you must understand.\I see. You're on Mashiro Duty in Japan.\You did that in England, too? response:	Yes. Over there, I was on Mashiro Duty.
context: I intended to return home straight away.\Just put some clothes on!\This belongs to Mashiro, doesn't it?\I do her laundry for her.\As her former roommate, you must understand.\I see. You're on Mashiro Duty in Japan.\You did that in England, too?\Yes. Over there, I was on Mashiro Duty. response:	You can look this way now.
context: Just put some clothes on!\This belongs to Mashiro, doesn't it?\I do her laundry for her.\As her former roommate, you must understand.\I see. You're on Mashiro Duty in Japan.\You did that in England, too?\Yes. Over there, I was on Mashiro Duty.\You can look this way now. response:	Mashiro drew half of this, didn't she?
context: This belongs to Mashiro, doesn't it?\I do her laundry for her.\As her former roommate, you must understand.\I see. You're on Mashiro Duty in Japan.\You did that in England, too?\Yes. Over there, I was on Mashiro Duty.\You can look this way now.\Mashiro drew half of this, didn't she? response:	You can tell just by looking?
context: I do her laundry for her.\As her former roommate, you must understand.\I see. You're on Mashiro Duty in Japan.\You did that in England, too?\Yes. Over there, I was on Mashiro Duty.\You can look this way now.\Mashiro drew half of this, didn't she?\You can tell just by looking? response:	I've been with Mashiro since we met...
context: As her former roommate, you must understand.\I see. You're on Mashiro Duty in Japan.\You did that in England, too?\Yes. Over there, I was on Mashiro Duty.\You can look this way now.\Mashiro drew half of this, didn't she?\You can tell just by looking?\I've been with Mashiro since we met... response:	at my grandfather's studio when we were six years old.
context: I see. You're on Mashiro Duty in Japan.\You did that in England, too?\Yes. Over there, I was on Mashiro Duty.\You can look this way now.\Mashiro drew half of this, didn't she?\You can tell just by looking?\I've been with Mashiro since we met...\at my grandfather's studio when we were six years old. response:	I don't draw anymore, though.
context: You did that in England, too?\Yes. Over there, I was on Mashiro Duty.\You can look this way now.\Mashiro drew half of this, didn't she?\You can tell just by looking?\I've been with Mashiro since we met...\at my grandfather's studio when we were six years old.\I don't draw anymore, though. response:	Why not?
context: Yes. Over there, I was on Mashiro Duty.\You can look this way now.\Mashiro drew half of this, didn't she?\You can tell just by looking?\I've been with Mashiro since we met...\at my grandfather's studio when we were six years old.\I don't draw anymore, though.\Why not? response:	You'll let me stay in this room tonight, won't you?
context: You can look this way now.\Mashiro drew half of this, didn't she?\You can tell just by looking?\I've been with Mashiro since we met...\at my grandfather's studio when we were six years old.\I don't draw anymore, though.\Why not?\You'll let me stay in this room tonight, won't you? response:	Y-You're staying here?!
context: Mashiro drew half of this, didn't she?\You can tell just by looking?\I've been with Mashiro since we met...\at my grandfather's studio when we were six years old.\I don't draw anymore, though.\Why not?\You'll let me stay in this room tonight, won't you?\Y-You're staying here?! response:	I haven't booked a hotel.
context: You can tell just by looking?\I've been with Mashiro since we met...\at my grandfather's studio when we were six years old.\I don't draw anymore, though.\Why not?\You'll let me stay in this room tonight, won't you?\Y-You're staying here?!\I haven't booked a hotel. response:	Or are you the type of person who throws someone out after you've taken them in?
context: I've been with Mashiro since we met...\at my grandfather's studio when we were six years old.\I don't draw anymore, though.\Why not?\You'll let me stay in this room tonight, won't you?\Y-You're staying here?!\I haven't booked a hotel.\Or are you the type of person who throws someone out after you've taken them in? response:	Fine. I'll sleep in the dining room.
context: at my grandfather's studio when we were six years old.\I don't draw anymore, though.\Why not?\You'll let me stay in this room tonight, won't you?\Y-You're staying here?!\I haven't booked a hotel.\Or are you the type of person who throws someone out after you've taken them in?\Fine. I'll sleep in the dining room. response:	No, you'll sleep here, as well.
context: I don't draw anymore, though.\Why not?\You'll let me stay in this room tonight, won't you?\Y-You're staying here?!\I haven't booked a hotel.\Or are you the type of person who throws someone out after you've taken them in?\Fine. I'll sleep in the dining room.\No, you'll sleep here, as well. response:	With you?!
context: Why not?\You'll let me stay in this room tonight, won't you?\Y-You're staying here?!\I haven't booked a hotel.\Or are you the type of person who throws someone out after you've taken them in?\Fine. I'll sleep in the dining room.\No, you'll sleep here, as well.\With you?! response:	I want you to tell me about Mashiro's life in Japan.
context: You'll let me stay in this room tonight, won't you?\Y-You're staying here?!\I haven't booked a hotel.\Or are you the type of person who throws someone out after you've taken them in?\Fine. I'll sleep in the dining room.\No, you'll sleep here, as well.\With you?!\I want you to tell me about Mashiro's life in Japan. response:	Don't you want to know what Mashiro's life...
context: Y-You're staying here?!\I haven't booked a hotel.\Or are you the type of person who throws someone out after you've taken them in?\Fine. I'll sleep in the dining room.\No, you'll sleep here, as well.\With you?!\I want you to tell me about Mashiro's life in Japan.\Don't you want to know what Mashiro's life... response:	was like in England?
context: I haven't booked a hotel.\Or are you the type of person who throws someone out after you've taken them in?\Fine. I'll sleep in the dining room.\No, you'll sleep here, as well.\With you?!\I want you to tell me about Mashiro's life in Japan.\Don't you want to know what Mashiro's life...\was like in England? response:	Is Shiina really that amazing?
context: Or are you the type of person who throws someone out after you've taken them in?\Fine. I'll sleep in the dining room.\No, you'll sleep here, as well.\With you?!\I want you to tell me about Mashiro's life in Japan.\Don't you want to know what Mashiro's life...\was like in England?\Is Shiina really that amazing? response:	Mashiro's overwhelming.
context: Fine. I'll sleep in the dining room.\No, you'll sleep here, as well.\With you?!\I want you to tell me about Mashiro's life in Japan.\Don't you want to know what Mashiro's life...\was like in England?\Is Shiina really that amazing?\Mashiro's overwhelming. response:	Overwhelming?
context: No, you'll sleep here, as well.\With you?!\I want you to tell me about Mashiro's life in Japan.\Don't you want to know what Mashiro's life...\was like in England?\Is Shiina really that amazing?\Mashiro's overwhelming.\Overwhelming? response:	It makes me wish she'd just disappear.
context: With you?!\I want you to tell me about Mashiro's life in Japan.\Don't you want to know what Mashiro's life...\was like in England?\Is Shiina really that amazing?\Mashiro's overwhelming.\Overwhelming?\It makes me wish she'd just disappear. response:	You should be careful.
context: I want you to tell me about Mashiro's life in Japan.\Don't you want to know what Mashiro's life...\was like in England?\Is Shiina really that amazing?\Mashiro's overwhelming.\Overwhelming?\It makes me wish she'd just disappear.\You should be careful. response:	If you stay by Mashiro's side, you'll be destroyed, too.
context: Don't you want to know what Mashiro's life...\was like in England?\Is Shiina really that amazing?\Mashiro's overwhelming.\Overwhelming?\It makes me wish she'd just disappear.\You should be careful.\If you stay by Mashiro's side, you'll be destroyed, too. response:	Just like I have been...
context: was like in England?\Is Shiina really that amazing?\Mashiro's overwhelming.\Overwhelming?\It makes me wish she'd just disappear.\You should be careful.\If you stay by Mashiro's side, you'll be destroyed, too.\Just like I have been... response:	Destroyed?
context: Is Shiina really that amazing?\Mashiro's overwhelming.\Overwhelming?\It makes me wish she'd just disappear.\You should be careful.\If you stay by Mashiro's side, you'll be destroyed, too.\Just like I have been...\Destroyed? response:	Her paintings will go down in history...
context: Mashiro's overwhelming.\Overwhelming?\It makes me wish she'd just disappear.\You should be careful.\If you stay by Mashiro's side, you'll be destroyed, too.\Just like I have been...\Destroyed?\Her paintings will go down in history... response:	Please reconsider.
context: Overwhelming?\It makes me wish she'd just disappear.\You should be careful.\If you stay by Mashiro's side, you'll be destroyed, too.\Just like I have been...\Destroyed?\Her paintings will go down in history...\Please reconsider. response:	Don't you realize how much potential you have in those fingers?
context: It makes me wish she'd just disappear.\You should be careful.\If you stay by Mashiro's side, you'll be destroyed, too.\Just like I have been...\Destroyed?\Her paintings will go down in history...\Please reconsider.\Don't you realize how much potential you have in those fingers? response:	Kanda-kun, it's already past eight.
context: You should be careful.\If you stay by Mashiro's side, you'll be destroyed, too.\Just like I have been...\Destroyed?\Her paintings will go down in history...\Please reconsider.\Don't you realize how much potential you have in those fingers?\Kanda-kun, it's already past eight. response:	N-No! Don't get the wrong idea!
context: If you stay by Mashiro's side, you'll be destroyed, too.\Just like I have been...\Destroyed?\Her paintings will go down in history...\Please reconsider.\Don't you realize how much potential you have in those fingers?\Kanda-kun, it's already past eight.\N-No! Don't get the wrong idea! response:	Our relationship is pure, proper, and appropriate for high schoolers!
context: Just like I have been...\Destroyed?\Her paintings will go down in history...\Please reconsider.\Don't you realize how much potential you have in those fingers?\Kanda-kun, it's already past eight.\N-No! Don't get the wrong idea!\Our relationship is pure, proper, and appropriate for high schoolers! response:	It's fine that you let her stay here...
context: Destroyed?\Her paintings will go down in history...\Please reconsider.\Don't you realize how much potential you have in those fingers?\Kanda-kun, it's already past eight.\N-No! Don't get the wrong idea!\Our relationship is pure, proper, and appropriate for high schoolers!\It's fine that you let her stay here... response:	but you've become awfully close, haven't you?
context: Her paintings will go down in history...\Please reconsider.\Don't you realize how much potential you have in those fingers?\Kanda-kun, it's already past eight.\N-No! Don't get the wrong idea!\Our relationship is pure, proper, and appropriate for high schoolers!\It's fine that you let her stay here...\but you've become awfully close, haven't you? response:	Sorata, are you on Rita's side?
context: Please reconsider.\Don't you realize how much potential you have in those fingers?\Kanda-kun, it's already past eight.\N-No! Don't get the wrong idea!\Our relationship is pure, proper, and appropriate for high schoolers!\It's fine that you let her stay here...\but you've become awfully close, haven't you?\Sorata, are you on Rita's side? response:	No, I...
context: Don't you realize how much potential you have in those fingers?\Kanda-kun, it's already past eight.\N-No! Don't get the wrong idea!\Our relationship is pure, proper, and appropriate for high schoolers!\It's fine that you let her stay here...\but you've become awfully close, haven't you?\Sorata, are you on Rita's side?\No, I... response:	Yes, he is.
context: Kanda-kun, it's already past eight.\N-No! Don't get the wrong idea!\Our relationship is pure, proper, and appropriate for high schoolers!\It's fine that you let her stay here...\but you've become awfully close, haven't you?\Sorata, are you on Rita's side?\No, I...\Yes, he is. response:	I have decided to stay in Sorata's room...
context: N-No! Don't get the wrong idea!\Our relationship is pure, proper, and appropriate for high schoolers!\It's fine that you let her stay here...\but you've become awfully close, haven't you?\Sorata, are you on Rita's side?\No, I...\Yes, he is.\I have decided to stay in Sorata's room... response:	until you agree to come back to England with me.
context: Our relationship is pure, proper, and appropriate for high schoolers!\It's fine that you let her stay here...\but you've become awfully close, haven't you?\Sorata, are you on Rita's side?\No, I...\Yes, he is.\I have decided to stay in Sorata's room...\until you agree to come back to England with me. response:	What?! Without even consulting me?!
context: It's fine that you let her stay here...\but you've become awfully close, haven't you?\Sorata, are you on Rita's side?\No, I...\Yes, he is.\I have decided to stay in Sorata's room...\until you agree to come back to England with me.\What?! Without even consulting me?! response:	Sorata's my enemy.
context: but you've become awfully close, haven't you?\Sorata, are you on Rita's side?\No, I...\Yes, he is.\I have decided to stay in Sorata's room...\until you agree to come back to England with me.\What?! Without even consulting me?!\Sorata's my enemy. response:	I'm not!
context: Sorata, are you on Rita's side?\No, I...\Yes, he is.\I have decided to stay in Sorata's room...\until you agree to come back to England with me.\What?! Without even consulting me?!\Sorata's my enemy.\I'm not! response:	Congratulations, kouhai-kun!
context: No, I...\Yes, he is.\I have decided to stay in Sorata's room...\until you agree to come back to England with me.\What?! Without even consulting me?!\Sorata's my enemy.\I'm not!\Congratulations, kouhai-kun! response:	You have now reached adulthood!
context: Yes, he is.\I have decided to stay in Sorata's room...\until you agree to come back to England with me.\What?! Without even consulting me?!\Sorata's my enemy.\I'm not!\Congratulations, kouhai-kun!\You have now reached adulthood! response:	Today is the day I relinquish my title of Flying Ace.
context: I have decided to stay in Sorata's room...\until you agree to come back to England with me.\What?! Without even consulting me?!\Sorata's my enemy.\I'm not!\Congratulations, kouhai-kun!\You have now reached adulthood!\Today is the day I relinquish my title of Flying Ace. response:	It's all up to you now, Sorata!
context: until you agree to come back to England with me.\What?! Without even consulting me?!\Sorata's my enemy.\I'm not!\Congratulations, kouhai-kun!\You have now reached adulthood!\Today is the day I relinquish my title of Flying Ace.\It's all up to you now, Sorata! response:	Kanda, I've always thought you were pretty annoying.
context: What?! Without even consulting me?!\Sorata's my enemy.\I'm not!\Congratulations, kouhai-kun!\You have now reached adulthood!\Today is the day I relinquish my title of Flying Ace.\It's all up to you now, Sorata!\Kanda, I've always thought you were pretty annoying. response:	That has no bearing on this situation at all!
context: Sorata's my enemy.\I'm not!\Congratulations, kouhai-kun!\You have now reached adulthood!\Today is the day I relinquish my title of Flying Ace.\It's all up to you now, Sorata!\Kanda, I've always thought you were pretty annoying.\That has no bearing on this situation at all! response:	You're too loud first thing in the morning.
context: I'm not!\Congratulations, kouhai-kun!\You have now reached adulthood!\Today is the day I relinquish my title of Flying Ace.\It's all up to you now, Sorata!\Kanda, I've always thought you were pretty annoying.\That has no bearing on this situation at all!\You're too loud first thing in the morning. response:	What is this place, a zoo during breeding season?
context: Congratulations, kouhai-kun!\You have now reached adulthood!\Today is the day I relinquish my title of Flying Ace.\It's all up to you now, Sorata!\Kanda, I've always thought you were pretty annoying.\That has no bearing on this situation at all!\You're too loud first thing in the morning.\What is this place, a zoo during breeding season? response:	Y-You...
context: You have now reached adulthood!\Today is the day I relinquish my title of Flying Ace.\It's all up to you now, Sorata!\Kanda, I've always thought you were pretty annoying.\That has no bearing on this situation at all!\You're too loud first thing in the morning.\What is this place, a zoo during breeding season?\Y-You... response:	Y-You...
