context: The first semester's finally over... response:	Okumura!
context: Don't you get it?\This ain't gonna be as easy as the Esquire exam.\We're in a dark forest. You'll be found out right away.\Huh?\I'm telling you not to use your flames.\Don't forget that I'm still a High Inspector.\If someone finds out that you possess Satan's power, I will have to report it to the higher-ups.\Then Arch Knights and the Paladin and who knows what other things worse than demons will come to hunt you down. response:	See? Use your head in this fight.
context: This ain't gonna be as easy as the Esquire exam.\We're in a dark forest. You'll be found out right away.\Huh?\I'm telling you not to use your flames.\Don't forget that I'm still a High Inspector.\If someone finds out that you possess Satan's power, I will have to report it to the higher-ups.\Then Arch Knights and the Paladin and who knows what other things worse than demons will come to hunt you down.\See? Use your head in this fight. response:	Where'd your enthusiasm go?
context: We're in a dark forest. You'll be found out right away.\Huh?\I'm telling you not to use your flames.\Don't forget that I'm still a High Inspector.\If someone finds out that you possess Satan's power, I will have to report it to the higher-ups.\Then Arch Knights and the Paladin and who knows what other things worse than demons will come to hunt you down.\See? Use your head in this fight.\Where'd your enthusiasm go? response:	Are you scared or something?
context: Huh?\I'm telling you not to use your flames.\Don't forget that I'm still a High Inspector.\If someone finds out that you possess Satan's power, I will have to report it to the higher-ups.\Then Arch Knights and the Paladin and who knows what other things worse than demons will come to hunt you down.\See? Use your head in this fight.\Where'd your enthusiasm go?\Are you scared or something? response:	Huh?
context: I'm telling you not to use your flames.\Don't forget that I'm still a High Inspector.\If someone finds out that you possess Satan's power, I will have to report it to the higher-ups.\Then Arch Knights and the Paladin and who knows what other things worse than demons will come to hunt you down.\See? Use your head in this fight.\Where'd your enthusiasm go?\Are you scared or something?\Huh? response:	Bon... This training is designed to turn us against each other.
context: Don't forget that I'm still a High Inspector.\If someone finds out that you possess Satan's power, I will have to report it to the higher-ups.\Then Arch Knights and the Paladin and who knows what other things worse than demons will come to hunt you down.\See? Use your head in this fight.\Where'd your enthusiasm go?\Are you scared or something?\Huh?\Bon... This training is designed to turn us against each other. response:	But if we do that...
context: If someone finds out that you possess Satan's power, I will have to report it to the higher-ups.\Then Arch Knights and the Paladin and who knows what other things worse than demons will come to hunt you down.\See? Use your head in this fight.\Where'd your enthusiasm go?\Are you scared or something?\Huh?\Bon... This training is designed to turn us against each other.\But if we do that... response:	It'd be suicide.
context: Then Arch Knights and the Paladin and who knows what other things worse than demons will come to hunt you down.\See? Use your head in this fight.\Where'd your enthusiasm go?\Are you scared or something?\Huh?\Bon... This training is designed to turn us against each other.\But if we do that...\It'd be suicide. response:	Every man for himself is the correct answer here.
context: See? Use your head in this fight.\Where'd your enthusiasm go?\Are you scared or something?\Huh?\Bon... This training is designed to turn us against each other.\But if we do that...\It'd be suicide.\Every man for himself is the correct answer here. response:	No helping each other.
context: Where'd your enthusiasm go?\Are you scared or something?\Huh?\Bon... This training is designed to turn us against each other.\But if we do that...\It'd be suicide.\Every man for himself is the correct answer here.\No helping each other. response:	There are only three lanterns after all. Of course I'll do my best.
context: Are you scared or something?\Huh?\Bon... This training is designed to turn us against each other.\But if we do that...\It'd be suicide.\Every man for himself is the correct answer here.\No helping each other.\There are only three lanterns after all. Of course I'll do my best. response:	Just don't take it as an offense.
context: Huh?\Bon... This training is designed to turn us against each other.\But if we do that...\It'd be suicide.\Every man for himself is the correct answer here.\No helping each other.\There are only three lanterns after all. Of course I'll do my best.\Just don't take it as an offense. response:	Without relying on my power...
context: Bon... This training is designed to turn us against each other.\But if we do that...\It'd be suicide.\Every man for himself is the correct answer here.\No helping each other.\There are only three lanterns after all. Of course I'll do my best.\Just don't take it as an offense.\Without relying on my power... response:	Then, get to your positions. Ready...
context: But if we do that...\It'd be suicide.\Every man for himself is the correct answer here.\No helping each other.\There are only three lanterns after all. Of course I'll do my best.\Just don't take it as an offense.\Without relying on my power...\Then, get to your positions. Ready... response:	Huh, what? There's so many of them!
context: It'd be suicide.\Every man for himself is the correct answer here.\No helping each other.\There are only three lanterns after all. Of course I'll do my best.\Just don't take it as an offense.\Without relying on my power...\Then, get to your positions. Ready...\Huh, what? There's so many of them! response:	I told you on the way earlier, but the forest is now a nest of minor demons.
context: Every man for himself is the correct answer here.\No helping each other.\There are only three lanterns after all. Of course I'll do my best.\Just don't take it as an offense.\Without relying on my power...\Then, get to your positions. Ready...\Huh, what? There's so many of them!\I told you on the way earlier, but the forest is now a nest of minor demons. response:	I think you should be able to make it through at your current level.
context: No helping each other.\There are only three lanterns after all. Of course I'll do my best.\Just don't take it as an offense.\Without relying on my power...\Then, get to your positions. Ready...\Huh, what? There's so many of them!\I told you on the way earlier, but the forest is now a nest of minor demons.\I think you should be able to make it through at your current level. response:	Are they blood-suckers? Demon bugs?
context: There are only three lanterns after all. Of course I'll do my best.\Just don't take it as an offense.\Without relying on my power...\Then, get to your positions. Ready...\Huh, what? There's so many of them!\I told you on the way earlier, but the forest is now a nest of minor demons.\I think you should be able to make it through at your current level.\Are they blood-suckers? Demon bugs? response:	If you get in trouble, use the demon-repelling fireworks.
context: Just don't take it as an offense.\Without relying on my power...\Then, get to your positions. Ready...\Huh, what? There's so many of them!\I told you on the way earlier, but the forest is now a nest of minor demons.\I think you should be able to make it through at your current level.\Are they blood-suckers? Demon bugs?\If you get in trouble, use the demon-repelling fireworks. response:	Professor Kirigakure or I will come to your aid right away.
context: Without relying on my power...\Then, get to your positions. Ready...\Huh, what? There's so many of them!\I told you on the way earlier, but the forest is now a nest of minor demons.\I think you should be able to make it through at your current level.\Are they blood-suckers? Demon bugs?\If you get in trouble, use the demon-repelling fireworks.\Professor Kirigakure or I will come to your aid right away. response:	Why is there only one match?
context: Then, get to your positions. Ready...\Huh, what? There's so many of them!\I told you on the way earlier, but the forest is now a nest of minor demons.\I think you should be able to make it through at your current level.\Are they blood-suckers? Demon bugs?\If you get in trouble, use the demon-repelling fireworks.\Professor Kirigakure or I will come to your aid right away.\Why is there only one match? response:	If you light the fireworks, you can't light the lantern. Think carefully before using it.
context: Huh, what? There's so many of them!\I told you on the way earlier, but the forest is now a nest of minor demons.\I think you should be able to make it through at your current level.\Are they blood-suckers? Demon bugs?\If you get in trouble, use the demon-repelling fireworks.\Professor Kirigakure or I will come to your aid right away.\Why is there only one match?\If you light the fireworks, you can't light the lantern. Think carefully before using it. response:	I humbly call upon the Gods of Harvest!
context: I told you on the way earlier, but the forest is now a nest of minor demons.\I think you should be able to make it through at your current level.\Are they blood-suckers? Demon bugs?\If you get in trouble, use the demon-repelling fireworks.\Professor Kirigakure or I will come to your aid right away.\Why is there only one match?\If you light the fireworks, you can't light the lantern. Think carefully before using it.\I humbly call upon the Gods of Harvest! response:	Follow my wishes, leave none unfulfilled!
context: I think you should be able to make it through at your current level.\Are they blood-suckers? Demon bugs?\If you get in trouble, use the demon-repelling fireworks.\Professor Kirigakure or I will come to your aid right away.\Why is there only one match?\If you light the fireworks, you can't light the lantern. Think carefully before using it.\I humbly call upon the Gods of Harvest!\Follow my wishes, leave none unfulfilled! response:	After he had served his own generation by the will of God
context: Are they blood-suckers? Demon bugs?\If you get in trouble, use the demon-repelling fireworks.\Professor Kirigakure or I will come to your aid right away.\Why is there only one match?\If you light the fireworks, you can't light the lantern. Think carefully before using it.\I humbly call upon the Gods of Harvest!\Follow my wishes, leave none unfulfilled!\After he had served his own generation by the will of God response:	fell on sleep, and was laid unto his fathers,
context: If you get in trouble, use the demon-repelling fireworks.\Professor Kirigakure or I will come to your aid right away.\Why is there only one match?\If you light the fireworks, you can't light the lantern. Think carefully before using it.\I humbly call upon the Gods of Harvest!\Follow my wishes, leave none unfulfilled!\After he had served his own generation by the will of God\fell on sleep, and was laid unto his fathers, response:	and saw corruption!
context: Professor Kirigakure or I will come to your aid right away.\Why is there only one match?\If you light the fireworks, you can't light the lantern. Think carefully before using it.\I humbly call upon the Gods of Harvest!\Follow my wishes, leave none unfulfilled!\After he had served his own generation by the will of God\fell on sleep, and was laid unto his fathers,\and saw corruption! response:	Thou shalt not suffer thine Holy One to see corruption.
context: Why is there only one match?\If you light the fireworks, you can't light the lantern. Think carefully before using it.\I humbly call upon the Gods of Harvest!\Follow my wishes, leave none unfulfilled!\After he had served his own generation by the will of God\fell on sleep, and was laid unto his fathers,\and saw corruption!\Thou shalt not suffer thine Holy One to see corruption. response:	Ni, give me something for bug repellent!
context: If you light the fireworks, you can't light the lantern. Think carefully before using it.\I humbly call upon the Gods of Harvest!\Follow my wishes, leave none unfulfilled!\After he had served his own generation by the will of God\fell on sleep, and was laid unto his fathers,\and saw corruption!\Thou shalt not suffer thine Holy One to see corruption.\Ni, give me something for bug repellent! response:	Ni...
context: I humbly call upon the Gods of Harvest!\Follow my wishes, leave none unfulfilled!\After he had served his own generation by the will of God\fell on sleep, and was laid unto his fathers,\and saw corruption!\Thou shalt not suffer thine Holy One to see corruption.\Ni, give me something for bug repellent!\Ni... response:	Shiemi? Shiemi! What's wrong?
context: Follow my wishes, leave none unfulfilled!\After he had served his own generation by the will of God\fell on sleep, and was laid unto his fathers,\and saw corruption!\Thou shalt not suffer thine Holy One to see corruption.\Ni, give me something for bug repellent!\Ni...\Shiemi? Shiemi! What's wrong? response:	Shiemi!
context: After he had served his own generation by the will of God\fell on sleep, and was laid unto his fathers,\and saw corruption!\Thou shalt not suffer thine Holy One to see corruption.\Ni, give me something for bug repellent!\Ni...\Shiemi? Shiemi! What's wrong?\Shiemi! response:	Get away from her!
context: fell on sleep, and was laid unto his fathers,\and saw corruption!\Thou shalt not suffer thine Holy One to see corruption.\Ni, give me something for bug repellent!\Ni...\Shiemi? Shiemi! What's wrong?\Shiemi!\Get away from her! response:	Shiemi! Shiemi!
context: and saw corruption!\Thou shalt not suffer thine Holy One to see corruption.\Ni, give me something for bug repellent!\Ni...\Shiemi? Shiemi! What's wrong?\Shiemi!\Get away from her!\Shiemi! Shiemi! response:	Get lost!
context: Thou shalt not suffer thine Holy One to see corruption.\Ni, give me something for bug repellent!\Ni...\Shiemi? Shiemi! What's wrong?\Shiemi!\Get away from her!\Shiemi! Shiemi!\Get lost! response:	Damn!
context: Ni, give me something for bug repellent!\Ni...\Shiemi? Shiemi! What's wrong?\Shiemi!\Get away from her!\Shiemi! Shiemi!\Get lost!\Damn! response:	Calm down, calm down, calm down...
context: Ni...\Shiemi? Shiemi! What's wrong?\Shiemi!\Get away from her!\Shiemi! Shiemi!\Get lost!\Damn!\Calm down, calm down, calm down... response:	God's flames... God's flames...
context: Shiemi? Shiemi! What's wrong?\Shiemi!\Get away from her!\Shiemi! Shiemi!\Get lost!\Damn!\Calm down, calm down, calm down...\God's flames... God's flames... response:	I'm such an idiot... I did it again.
context: Shiemi!\Get away from her!\Shiemi! Shiemi!\Get lost!\Damn!\Calm down, calm down, calm down...\God's flames... God's flames...\I'm such an idiot... I did it again. response:	Using my flames is turning into a habit...
context: Get away from her!\Shiemi! Shiemi!\Get lost!\Damn!\Calm down, calm down, calm down...\God's flames... God's flames...\I'm such an idiot... I did it again.\Using my flames is turning into a habit... response:	Shiemi! Shiemi!
context: Shiemi! Shiemi!\Get lost!\Damn!\Calm down, calm down, calm down...\God's flames... God's flames...\I'm such an idiot... I did it again.\Using my flames is turning into a habit...\Shiemi! Shiemi! response:	You... What was that just now?
context: Get lost!\Damn!\Calm down, calm down, calm down...\God's flames... God's flames...\I'm such an idiot... I did it again.\Using my flames is turning into a habit...\Shiemi! Shiemi!\You... What was that just now? response:	What was that just now?
context: Damn!\Calm down, calm down, calm down...\God's flames... God's flames...\I'm such an idiot... I did it again.\Using my flames is turning into a habit...\Shiemi! Shiemi!\You... What was that just now?\What was that just now? response:	Did he see it?
context: Calm down, calm down, calm down...\God's flames... God's flames...\I'm such an idiot... I did it again.\Using my flames is turning into a habit...\Shiemi! Shiemi!\You... What was that just now?\What was that just now?\Did he see it? response:	Is Moriyama okay?
context: God's flames... God's flames...\I'm such an idiot... I did it again.\Using my flames is turning into a habit...\Shiemi! Shiemi!\You... What was that just now?\What was that just now?\Did he see it?\Is Moriyama okay? response:	Yeah, I think so. But she's unconscious.
context: I'm such an idiot... I did it again.\Using my flames is turning into a habit...\Shiemi! Shiemi!\You... What was that just now?\What was that just now?\Did he see it?\Is Moriyama okay?\Yeah, I think so. But she's unconscious. response:	Turn off your flashlight already.
context: Using my flames is turning into a habit...\Shiemi! Shiemi!\You... What was that just now?\What was that just now?\Did he see it?\Is Moriyama okay?\Yeah, I think so. But she's unconscious.\Turn off your flashlight already. response:	The light is attracting the bugs.
context: Shiemi! Shiemi!\You... What was that just now?\What was that just now?\Did he see it?\Is Moriyama okay?\Yeah, I think so. But she's unconscious.\Turn off your flashlight already.\The light is attracting the bugs. response:	Oh, okay.
context: You... What was that just now?\What was that just now?\Did he see it?\Is Moriyama okay?\Yeah, I think so. But she's unconscious.\Turn off your flashlight already.\The light is attracting the bugs.\Oh, okay. response:	He didn't see me?
context: What was that just now?\Did he see it?\Is Moriyama okay?\Yeah, I think so. But she's unconscious.\Turn off your flashlight already.\The light is attracting the bugs.\Oh, okay.\He didn't see me? response:	Anyway, what was that blue light earlier?
context: Did he see it?\Is Moriyama okay?\Yeah, I think so. But she's unconscious.\Turn off your flashlight already.\The light is attracting the bugs.\Oh, okay.\He didn't see me?\Anyway, what was that blue light earlier? response:	It flared up so suddenly, I couldn't see what it was...
context: Is Moriyama okay?\Yeah, I think so. But she's unconscious.\Turn off your flashlight already.\The light is attracting the bugs.\Oh, okay.\He didn't see me?\Anyway, what was that blue light earlier?\It flared up so suddenly, I couldn't see what it was... response:	Dunno... I couldn't see it either.
context: Yeah, I think so. But she's unconscious.\Turn off your flashlight already.\The light is attracting the bugs.\Oh, okay.\He didn't see me?\Anyway, what was that blue light earlier?\It flared up so suddenly, I couldn't see what it was...\Dunno... I couldn't see it either. response:	It could've been that... Umm, what, I wonder...
context: Turn off your flashlight already.\The light is attracting the bugs.\Oh, okay.\He didn't see me?\Anyway, what was that blue light earlier?\It flared up so suddenly, I couldn't see what it was...\Dunno... I couldn't see it either.\It could've been that... Umm, what, I wonder... response:	That's good. Looks like he didn't see me.
context: The light is attracting the bugs.\Oh, okay.\He didn't see me?\Anyway, what was that blue light earlier?\It flared up so suddenly, I couldn't see what it was...\Dunno... I couldn't see it either.\It could've been that... Umm, what, I wonder...\That's good. Looks like he didn't see me. response:	And what are you here for?
context: Oh, okay.\He didn't see me?\Anyway, what was that blue light earlier?\It flared up so suddenly, I couldn't see what it was...\Dunno... I couldn't see it either.\It could've been that... Umm, what, I wonder...\That's good. Looks like he didn't see me.\And what are you here for? response:	What do you mean? To help her, of course.
context: He didn't see me?\Anyway, what was that blue light earlier?\It flared up so suddenly, I couldn't see what it was...\Dunno... I couldn't see it either.\It could've been that... Umm, what, I wonder...\That's good. Looks like he didn't see me.\And what are you here for?\What do you mean? To help her, of course. response:	You said no helping each other...
context: Anyway, what was that blue light earlier?\It flared up so suddenly, I couldn't see what it was...\Dunno... I couldn't see it either.\It could've been that... Umm, what, I wonder...\That's good. Looks like he didn't see me.\And what are you here for?\What do you mean? To help her, of course.\You said no helping each other... response:	Shut up! I can't just go on when I hear a girl screaming like that!
context: It flared up so suddenly, I couldn't see what it was...\Dunno... I couldn't see it either.\It could've been that... Umm, what, I wonder...\That's good. Looks like he didn't see me.\And what are you here for?\What do you mean? To help her, of course.\You said no helping each other...\Shut up! I can't just go on when I hear a girl screaming like that! response:	Shiemi is alright, so just leave her to me and go on ahead.
context: Dunno... I couldn't see it either.\It could've been that... Umm, what, I wonder...\That's good. Looks like he didn't see me.\And what are you here for?\What do you mean? To help her, of course.\You said no helping each other...\Shut up! I can't just go on when I hear a girl screaming like that!\Shiemi is alright, so just leave her to me and go on ahead. response:	Leave her to you? What do you mean?
context: It could've been that... Umm, what, I wonder...\That's good. Looks like he didn't see me.\And what are you here for?\What do you mean? To help her, of course.\You said no helping each other...\Shut up! I can't just go on when I hear a girl screaming like that!\Shiemi is alright, so just leave her to me and go on ahead.\Leave her to you? What do you mean? response:	I'll take her back to the camp.
context: That's good. Looks like he didn't see me.\And what are you here for?\What do you mean? To help her, of course.\You said no helping each other...\Shut up! I can't just go on when I hear a girl screaming like that!\Shiemi is alright, so just leave her to me and go on ahead.\Leave her to you? What do you mean?\I'll take her back to the camp. response:	Then I'll head out again.
context: And what are you here for?\What do you mean? To help her, of course.\You said no helping each other...\Shut up! I can't just go on when I hear a girl screaming like that!\Shiemi is alright, so just leave her to me and go on ahead.\Leave her to you? What do you mean?\I'll take her back to the camp.\Then I'll head out again. response:	You...
context: What do you mean? To help her, of course.\You said no helping each other...\Shut up! I can't just go on when I hear a girl screaming like that!\Shiemi is alright, so just leave her to me and go on ahead.\Leave her to you? What do you mean?\I'll take her back to the camp.\Then I'll head out again.\You... response:	Rin?
context: You said no helping each other...\Shut up! I can't just go on when I hear a girl screaming like that!\Shiemi is alright, so just leave her to me and go on ahead.\Leave her to you? What do you mean?\I'll take her back to the camp.\Then I'll head out again.\You...\Rin? response:	Shiemi!
context: Shut up! I can't just go on when I hear a girl screaming like that!\Shiemi is alright, so just leave her to me and go on ahead.\Leave her to you? What do you mean?\I'll take her back to the camp.\Then I'll head out again.\You...\Rin?\Shiemi! response:	Ni!
context: Shiemi is alright, so just leave her to me and go on ahead.\Leave her to you? What do you mean?\I'll take her back to the camp.\Then I'll head out again.\You...\Rin?\Shiemi!\Ni! response:	N-Ni...
context: Leave her to you? What do you mean?\I'll take her back to the camp.\Then I'll head out again.\You...\Rin?\Shiemi!\Ni!\N-Ni... response:	Don't worry, if you draw a magic circle on a paper you can summon your familiar again.
context: I'll take her back to the camp.\Then I'll head out again.\You...\Rin?\Shiemi!\Ni!\N-Ni...\Don't worry, if you draw a magic circle on a paper you can summon your familiar again. response:	Really?
context: Then I'll head out again.\You...\Rin?\Shiemi!\Ni!\N-Ni...\Don't worry, if you draw a magic circle on a paper you can summon your familiar again.\Really? response:	Huh? Something's missing...
context: You...\Rin?\Shiemi!\Ni!\N-Ni...\Don't worry, if you draw a magic circle on a paper you can summon your familiar again.\Really?\Huh? Something's missing... response:	Did it fall out when I was attacked?
context: Rin?\Shiemi!\Ni!\N-Ni...\Don't worry, if you draw a magic circle on a paper you can summon your familiar again.\Really?\Huh? Something's missing...\Did it fall out when I was attacked? response:	It looked like some huge moth.
context: Shiemi!\Ni!\N-Ni...\Don't worry, if you draw a magic circle on a paper you can summon your familiar again.\Really?\Huh? Something's missing...\Did it fall out when I was attacked?\It looked like some huge moth. response:	Hit the dirt!
context: Ni!\N-Ni...\Don't worry, if you draw a magic circle on a paper you can summon your familiar again.\Really?\Huh? Something's missing...\Did it fall out when I was attacked?\It looked like some huge moth.\Hit the dirt! response:	Shima?
context: N-Ni...\Don't worry, if you draw a magic circle on a paper you can summon your familiar again.\Really?\Huh? Something's missing...\Did it fall out when I was attacked?\It looked like some huge moth.\Hit the dirt!\Shima? response:	Bon?
context: Don't worry, if you draw a magic circle on a paper you can summon your familiar again.\Really?\Huh? Something's missing...\Did it fall out when I was attacked?\It looked like some huge moth.\Hit the dirt!\Shima?\Bon? response:	What happened to the not helping each other part?
context: Really?\Huh? Something's missing...\Did it fall out when I was attacked?\It looked like some huge moth.\Hit the dirt!\Shima?\Bon?\What happened to the not helping each other part? response:	And what about you? Anyway, off with the light!
context: Huh? Something's missing...\Did it fall out when I was attacked?\It looked like some huge moth.\Hit the dirt!\Shima?\Bon?\What happened to the not helping each other part?\And what about you? Anyway, off with the light! response:	Okay.
context: Did it fall out when I was attacked?\It looked like some huge moth.\Hit the dirt!\Shima?\Bon?\What happened to the not helping each other part?\And what about you? Anyway, off with the light!\Okay. response:	Well... Lots of moths attacked me, they were all around me and then I sorta blacked out...
context: It looked like some huge moth.\Hit the dirt!\Shima?\Bon?\What happened to the not helping each other part?\And what about you? Anyway, off with the light!\Okay.\Well... Lots of moths attacked me, they were all around me and then I sorta blacked out... response:	You never change.
context: Hit the dirt!\Shima?\Bon?\What happened to the not helping each other part?\And what about you? Anyway, off with the light!\Okay.\Well... Lots of moths attacked me, they were all around me and then I sorta blacked out...\You never change. response:	Huh?
context: Shima?\Bon?\What happened to the not helping each other part?\And what about you? Anyway, off with the light!\Okay.\Well... Lots of moths attacked me, they were all around me and then I sorta blacked out...\You never change.\Huh? response:	Me too.
context: Bon?\What happened to the not helping each other part?\And what about you? Anyway, off with the light!\Okay.\Well... Lots of moths attacked me, they were all around me and then I sorta blacked out...\You never change.\Huh?\Me too. response:	It's Konekomaru.
context: What happened to the not helping each other part?\And what about you? Anyway, off with the light!\Okay.\Well... Lots of moths attacked me, they were all around me and then I sorta blacked out...\You never change.\Huh?\Me too.\It's Konekomaru. response:	He says he found a lantern.
context: And what about you? Anyway, off with the light!\Okay.\Well... Lots of moths attacked me, they were all around me and then I sorta blacked out...\You never change.\Huh?\Me too.\It's Konekomaru.\He says he found a lantern. response:	He says it's impossible alone, we've gotta work together.
context: Okay.\Well... Lots of moths attacked me, they were all around me and then I sorta blacked out...\You never change.\Huh?\Me too.\It's Konekomaru.\He says he found a lantern.\He says it's impossible alone, we've gotta work together. response:	See, it didn't take ten minutes and he used his powers already!
context: Well... Lots of moths attacked me, they were all around me and then I sorta blacked out...\You never change.\Huh?\Me too.\It's Konekomaru.\He says he found a lantern.\He says it's impossible alone, we've gotta work together.\See, it didn't take ten minutes and he used his powers already! response:	Though in this darkness it'd blind anyone so I guess it's alright.
context: You never change.\Huh?\Me too.\It's Konekomaru.\He says he found a lantern.\He says it's impossible alone, we've gotta work together.\See, it didn't take ten minutes and he used his powers already!\Though in this darkness it'd blind anyone so I guess it's alright. response:	I'm afraid I can't hide his powers anymore.
context: Huh?\Me too.\It's Konekomaru.\He says he found a lantern.\He says it's impossible alone, we've gotta work together.\See, it didn't take ten minutes and he used his powers already!\Though in this darkness it'd blind anyone so I guess it's alright.\I'm afraid I can't hide his powers anymore. response:	You sound like some old fart!
context: Me too.\It's Konekomaru.\He says he found a lantern.\He says it's impossible alone, we've gotta work together.\See, it didn't take ten minutes and he used his powers already!\Though in this darkness it'd blind anyone so I guess it's alright.\I'm afraid I can't hide his powers anymore.\You sound like some old fart! response:	What are you planning to do, Shura?
context: It's Konekomaru.\He says he found a lantern.\He says it's impossible alone, we've gotta work together.\See, it didn't take ten minutes and he used his powers already!\Though in this darkness it'd blind anyone so I guess it's alright.\I'm afraid I can't hide his powers anymore.\You sound like some old fart!\What are you planning to do, Shura? response:	You haven't reported to the Vatican and you're not doing anything here...
context: He says he found a lantern.\He says it's impossible alone, we've gotta work together.\See, it didn't take ten minutes and he used his powers already!\Though in this darkness it'd blind anyone so I guess it's alright.\I'm afraid I can't hide his powers anymore.\You sound like some old fart!\What are you planning to do, Shura?\You haven't reported to the Vatican and you're not doing anything here... response:	I'm assessing the situation. I've decided to teach him about swords.
context: He says it's impossible alone, we've gotta work together.\See, it didn't take ten minutes and he used his powers already!\Though in this darkness it'd blind anyone so I guess it's alright.\I'm afraid I can't hide his powers anymore.\You sound like some old fart!\What are you planning to do, Shura?\You haven't reported to the Vatican and you're not doing anything here...\I'm assessing the situation. I've decided to teach him about swords. response:	Really? Why?
context: See, it didn't take ten minutes and he used his powers already!\Though in this darkness it'd blind anyone so I guess it's alright.\I'm afraid I can't hide his powers anymore.\You sound like some old fart!\What are you planning to do, Shura?\You haven't reported to the Vatican and you're not doing anything here...\I'm assessing the situation. I've decided to teach him about swords.\Really? Why? response:	He told me he wants to become a Paladin!
context: Though in this darkness it'd blind anyone so I guess it's alright.\I'm afraid I can't hide his powers anymore.\You sound like some old fart!\What are you planning to do, Shura?\You haven't reported to the Vatican and you're not doing anything here...\I'm assessing the situation. I've decided to teach him about swords.\Really? Why?\He told me he wants to become a Paladin! response:	I have a thing for boys who aim high.
context: I'm afraid I can't hide his powers anymore.\You sound like some old fart!\What are you planning to do, Shura?\You haven't reported to the Vatican and you're not doing anything here...\I'm assessing the situation. I've decided to teach him about swords.\Really? Why?\He told me he wants to become a Paladin!\I have a thing for boys who aim high. response:	I didn't know what to make of it when Shiro asked me though.
context: You sound like some old fart!\What are you planning to do, Shura?\You haven't reported to the Vatican and you're not doing anything here...\I'm assessing the situation. I've decided to teach him about swords.\Really? Why?\He told me he wants to become a Paladin!\I have a thing for boys who aim high.\I didn't know what to make of it when Shiro asked me though. response:	Father did?
context: What are you planning to do, Shura?\You haven't reported to the Vatican and you're not doing anything here...\I'm assessing the situation. I've decided to teach him about swords.\Really? Why?\He told me he wants to become a Paladin!\I have a thing for boys who aim high.\I didn't know what to make of it when Shiro asked me though.\Father did? response:	I'm not exactly happy to admit it, but I think he was right about how to temper that kid.
context: You haven't reported to the Vatican and you're not doing anything here...\I'm assessing the situation. I've decided to teach him about swords.\Really? Why?\He told me he wants to become a Paladin!\I have a thing for boys who aim high.\I didn't know what to make of it when Shiro asked me though.\Father did?\I'm not exactly happy to admit it, but I think he was right about how to temper that kid. response:	That woman knows we're here. So cheeky.
context: I'm assessing the situation. I've decided to teach him about swords.\Really? Why?\He told me he wants to become a Paladin!\I have a thing for boys who aim high.\I didn't know what to make of it when Shiro asked me though.\Father did?\I'm not exactly happy to admit it, but I think he was right about how to temper that kid.\That woman knows we're here. So cheeky. response:	Amaimon, have you greeted the king of this forest yet?
context: Really? Why?\He told me he wants to become a Paladin!\I have a thing for boys who aim high.\I didn't know what to make of it when Shiro asked me though.\Father did?\I'm not exactly happy to admit it, but I think he was right about how to temper that kid.\That woman knows we're here. So cheeky.\Amaimon, have you greeted the king of this forest yet? response:	Yes. I killed lots of its kin, so it's cooperative.
context: He told me he wants to become a Paladin!\I have a thing for boys who aim high.\I didn't know what to make of it when Shiro asked me though.\Father did?\I'm not exactly happy to admit it, but I think he was right about how to temper that kid.\That woman knows we're here. So cheeky.\Amaimon, have you greeted the king of this forest yet?\Yes. I killed lots of its kin, so it's cooperative. response:	Let me watch the show this time.
context: I have a thing for boys who aim high.\I didn't know what to make of it when Shiro asked me though.\Father did?\I'm not exactly happy to admit it, but I think he was right about how to temper that kid.\That woman knows we're here. So cheeky.\Amaimon, have you greeted the king of this forest yet?\Yes. I killed lots of its kin, so it's cooperative.\Let me watch the show this time. response:	That woman is hiding the Demon-Slaying Blade.
context: I didn't know what to make of it when Shiro asked me though.\Father did?\I'm not exactly happy to admit it, but I think he was right about how to temper that kid.\That woman knows we're here. So cheeky.\Amaimon, have you greeted the king of this forest yet?\Yes. I killed lots of its kin, so it's cooperative.\Let me watch the show this time.\That woman is hiding the Demon-Slaying Blade. response:	How should I make the boy mad?
context: Father did?\I'm not exactly happy to admit it, but I think he was right about how to temper that kid.\That woman knows we're here. So cheeky.\Amaimon, have you greeted the king of this forest yet?\Yes. I killed lots of its kin, so it's cooperative.\Let me watch the show this time.\That woman is hiding the Demon-Slaying Blade.\How should I make the boy mad? response:	I'm glad you're so enthusiastic, but this time you will do as I say.
context: I'm not exactly happy to admit it, but I think he was right about how to temper that kid.\That woman knows we're here. So cheeky.\Amaimon, have you greeted the king of this forest yet?\Yes. I killed lots of its kin, so it's cooperative.\Let me watch the show this time.\That woman is hiding the Demon-Slaying Blade.\How should I make the boy mad?\I'm glad you're so enthusiastic, but this time you will do as I say. response:	He's not listening...
context: That woman knows we're here. So cheeky.\Amaimon, have you greeted the king of this forest yet?\Yes. I killed lots of its kin, so it's cooperative.\Let me watch the show this time.\That woman is hiding the Demon-Slaying Blade.\How should I make the boy mad?\I'm glad you're so enthusiastic, but this time you will do as I say.\He's not listening... response:	You were right, this is impossible alone.
context: Amaimon, have you greeted the king of this forest yet?\Yes. I killed lots of its kin, so it's cooperative.\Let me watch the show this time.\That woman is hiding the Demon-Slaying Blade.\How should I make the boy mad?\I'm glad you're so enthusiastic, but this time you will do as I say.\He's not listening...\You were right, this is impossible alone. response:	This is the lantern? It's so huge!
