context: Let me go! Please, let me go! response:	I don't even know Vegeta!
context: As far away as we've come, there's no way Vegeta will know.\Y- you're right. Besides, Father will be here really soon.\That settles it, that settles it. Let's fly at full speed!\Right.\Go!\If we fly at this speed, we'll arrive in an hour.\Right!\I've found you at last! response:	There are two presences- Kakarrot's son, and the runt who was with him.
context: Y- you're right. Besides, Father will be here really soon.\That settles it, that settles it. Let's fly at full speed!\Right.\Go!\If we fly at this speed, we'll arrive in an hour.\Right!\I've found you at last!\There are two presences- Kakarrot's son, and the runt who was with him. response:	Though I thought they would be coming here, after my Dragon Balls,
context: That settles it, that settles it. Let's fly at full speed!\Right.\Go!\If we fly at this speed, we'll arrive in an hour.\Right!\I've found you at last!\There are two presences- Kakarrot's son, and the runt who was with him.\Though I thought they would be coming here, after my Dragon Balls, response:	but they're somewhere pretty far away.
context: Right.\Go!\If we fly at this speed, we'll arrive in an hour.\Right!\I've found you at last!\There are two presences- Kakarrot's son, and the runt who was with him.\Though I thought they would be coming here, after my Dragon Balls,\but they're somewhere pretty far away. response:	I don't know what they're planning, but if I let this opportunity pass,
context: Go!\If we fly at this speed, we'll arrive in an hour.\Right!\I've found you at last!\There are two presences- Kakarrot's son, and the runt who was with him.\Though I thought they would be coming here, after my Dragon Balls,\but they're somewhere pretty far away.\I don't know what they're planning, but if I let this opportunity pass, response:	I probably won't have another chance to force the location...
context: If we fly at this speed, we'll arrive in an hour.\Right!\I've found you at last!\There are two presences- Kakarrot's son, and the runt who was with him.\Though I thought they would be coming here, after my Dragon Balls,\but they're somewhere pretty far away.\I don't know what they're planning, but if I let this opportunity pass,\I probably won't have another chance to force the location... response:	If I take this one with me,
context: Right!\I've found you at last!\There are two presences- Kakarrot's son, and the runt who was with him.\Though I thought they would be coming here, after my Dragon Balls,\but they're somewhere pretty far away.\I don't know what they're planning, but if I let this opportunity pass,\I probably won't have another chance to force the location...\If I take this one with me, response:	then even if that woman does seek this place out
context: I've found you at last!\There are two presences- Kakarrot's son, and the runt who was with him.\Though I thought they would be coming here, after my Dragon Balls,\but they're somewhere pretty far away.\I don't know what they're planning, but if I let this opportunity pass,\I probably won't have another chance to force the location...\If I take this one with me,\then even if that woman does seek this place out response:	with her unusual little device, she won't be able to get all seven.
context: There are two presences- Kakarrot's son, and the runt who was with him.\Though I thought they would be coming here, after my Dragon Balls,\but they're somewhere pretty far away.\I don't know what they're planning, but if I let this opportunity pass,\I probably won't have another chance to force the location...\If I take this one with me,\then even if that woman does seek this place out\with her unusual little device, she won't be able to get all seven. response:	All right!
context: Though I thought they would be coming here, after my Dragon Balls,\but they're somewhere pretty far away.\I don't know what they're planning, but if I let this opportunity pass,\I probably won't have another chance to force the location...\If I take this one with me,\then even if that woman does seek this place out\with her unusual little device, she won't be able to get all seven.\All right! response:	You're going to pay this time for sure! Brace yourselves!
context: but they're somewhere pretty far away.\I don't know what they're planning, but if I let this opportunity pass,\I probably won't have another chance to force the location...\If I take this one with me,\then even if that woman does seek this place out\with her unusual little device, she won't be able to get all seven.\All right!\You're going to pay this time for sure! Brace yourselves! response:	Freeza- sama!
context: I don't know what they're planning, but if I let this opportunity pass,\I probably won't have another chance to force the location...\If I take this one with me,\then even if that woman does seek this place out\with her unusual little device, she won't be able to get all seven.\All right!\You're going to pay this time for sure! Brace yourselves!\Freeza- sama! response:	We just received a message from the Ginyu Special Corps.
context: I probably won't have another chance to force the location...\If I take this one with me,\then even if that woman does seek this place out\with her unusual little device, she won't be able to get all seven.\All right!\You're going to pay this time for sure! Brace yourselves!\Freeza- sama!\We just received a message from the Ginyu Special Corps. response:	They said that they are currently passing through the area near 9035-XY,
context: If I take this one with me,\then even if that woman does seek this place out\with her unusual little device, she won't be able to get all seven.\All right!\You're going to pay this time for sure! Brace yourselves!\Freeza- sama!\We just received a message from the Ginyu Special Corps.\They said that they are currently passing through the area near 9035-XY, response:	and that they would be arriving shortly.
context: then even if that woman does seek this place out\with her unusual little device, she won't be able to get all seven.\All right!\You're going to pay this time for sure! Brace yourselves!\Freeza- sama!\We just received a message from the Ginyu Special Corps.\They said that they are currently passing through the area near 9035-XY,\and that they would be arriving shortly. response:	Very well.
context: with her unusual little device, she won't be able to get all seven.\All right!\You're going to pay this time for sure! Brace yourselves!\Freeza- sama!\We just received a message from the Ginyu Special Corps.\They said that they are currently passing through the area near 9035-XY,\and that they would be arriving shortly.\Very well. response:	They are finally arriving, are they?
context: All right!\You're going to pay this time for sure! Brace yourselves!\Freeza- sama!\We just received a message from the Ginyu Special Corps.\They said that they are currently passing through the area near 9035-XY,\and that they would be arriving shortly.\Very well.\They are finally arriving, are they? response:	Seeing as how, fortunately, nothing has happened,
context: You're going to pay this time for sure! Brace yourselves!\Freeza- sama!\We just received a message from the Ginyu Special Corps.\They said that they are currently passing through the area near 9035-XY,\and that they would be arriving shortly.\Very well.\They are finally arriving, are they?\Seeing as how, fortunately, nothing has happened, response:	it would appear that Vegeta has been unable to get all seven Dragon Balls together.
context: Freeza- sama!\We just received a message from the Ginyu Special Corps.\They said that they are currently passing through the area near 9035-XY,\and that they would be arriving shortly.\Very well.\They are finally arriving, are they?\Seeing as how, fortunately, nothing has happened,\it would appear that Vegeta has been unable to get all seven Dragon Balls together. response:	Remember this well: Once I get the Scouters the Ginyu Special Corps will be bringing,
context: We just received a message from the Ginyu Special Corps.\They said that they are currently passing through the area near 9035-XY,\and that they would be arriving shortly.\Very well.\They are finally arriving, are they?\Seeing as how, fortunately, nothing has happened,\it would appear that Vegeta has been unable to get all seven Dragon Balls together.\Remember this well: Once I get the Scouters the Ginyu Special Corps will be bringing, response:	I will be able to find you, no matter where you are.
context: They said that they are currently passing through the area near 9035-XY,\and that they would be arriving shortly.\Very well.\They are finally arriving, are they?\Seeing as how, fortunately, nothing has happened,\it would appear that Vegeta has been unable to get all seven Dragon Balls together.\Remember this well: Once I get the Scouters the Ginyu Special Corps will be bringing,\I will be able to find you, no matter where you are. response:	Exactly what sort of men are in this Ginyu Special Corps, who would be arriving shortly?
context: and that they would be arriving shortly.\Very well.\They are finally arriving, are they?\Seeing as how, fortunately, nothing has happened,\it would appear that Vegeta has been unable to get all seven Dragon Balls together.\Remember this well: Once I get the Scouters the Ginyu Special Corps will be bringing,\I will be able to find you, no matter where you are.\Exactly what sort of men are in this Ginyu Special Corps, who would be arriving shortly? response:	And with Vegeta having finally discovered Kuririn and Gohan,
context: Very well.\They are finally arriving, are they?\Seeing as how, fortunately, nothing has happened,\it would appear that Vegeta has been unable to get all seven Dragon Balls together.\Remember this well: Once I get the Scouters the Ginyu Special Corps will be bringing,\I will be able to find you, no matter where you are.\Exactly what sort of men are in this Ginyu Special Corps, who would be arriving shortly?\And with Vegeta having finally discovered Kuririn and Gohan, response:	is there any way for them to get out of this crisis?
