context: There she is now. response:	I wonder what's wrong. Hina? That's you, right?
context: Thank you.\You are...\my lifesaver.\I promise.\I'll stay with you.\Rei...\Even if it takes the rest of my life, I will pay you back.\Ladybug Bush (Part 2) response:	Ladybug Bush (Part 3)
context: You are...\my lifesaver.\I promise.\I'll stay with you.\Rei...\Even if it takes the rest of my life, I will pay you back.\Ladybug Bush (Part 2)\Ladybug Bush (Part 3) response:	The next day,
context: my lifesaver.\I promise.\I'll stay with you.\Rei...\Even if it takes the rest of my life, I will pay you back.\Ladybug Bush (Part 2)\Ladybug Bush (Part 3)\The next day, response:	on the way back home from school,
context: I promise.\I'll stay with you.\Rei...\Even if it takes the rest of my life, I will pay you back.\Ladybug Bush (Part 2)\Ladybug Bush (Part 3)\The next day,\on the way back home from school, response:	Rei was sitting on a bench...
context: I'll stay with you.\Rei...\Even if it takes the rest of my life, I will pay you back.\Ladybug Bush (Part 2)\Ladybug Bush (Part 3)\The next day,\on the way back home from school,\Rei was sitting on a bench... response:	next to the bridge.
context: Rei...\Even if it takes the rest of my life, I will pay you back.\Ladybug Bush (Part 2)\Ladybug Bush (Part 3)\The next day,\on the way back home from school,\Rei was sitting on a bench...\next to the bridge. response:	There's something I want to research, so I was hoping you can take me to the library.
context: Even if it takes the rest of my life, I will pay you back.\Ladybug Bush (Part 2)\Ladybug Bush (Part 3)\The next day,\on the way back home from school,\Rei was sitting on a bench...\next to the bridge.\There's something I want to research, so I was hoping you can take me to the library. response:	That's what Rei said, so I led the way.
context: Ladybug Bush (Part 2)\Ladybug Bush (Part 3)\The next day,\on the way back home from school,\Rei was sitting on a bench...\next to the bridge.\There's something I want to research, so I was hoping you can take me to the library.\That's what Rei said, so I led the way. response:	I hadn't been to the library since elementary school.
context: Ladybug Bush (Part 3)\The next day,\on the way back home from school,\Rei was sitting on a bench...\next to the bridge.\There's something I want to research, so I was hoping you can take me to the library.\That's what Rei said, so I led the way.\I hadn't been to the library since elementary school. response:	When I saw the chairs in the kids' corner,
context: The next day,\on the way back home from school,\Rei was sitting on a bench...\next to the bridge.\There's something I want to research, so I was hoping you can take me to the library.\That's what Rei said, so I led the way.\I hadn't been to the library since elementary school.\When I saw the chairs in the kids' corner, response:	it made me think, Were we that small?
context: on the way back home from school,\Rei was sitting on a bench...\next to the bridge.\There's something I want to research, so I was hoping you can take me to the library.\That's what Rei said, so I led the way.\I hadn't been to the library since elementary school.\When I saw the chairs in the kids' corner,\it made me think, Were we that small? response:	and tears came to my eyes.
context: Rei was sitting on a bench...\next to the bridge.\There's something I want to research, so I was hoping you can take me to the library.\That's what Rei said, so I led the way.\I hadn't been to the library since elementary school.\When I saw the chairs in the kids' corner,\it made me think, Were we that small?\and tears came to my eyes. response:	Book of Manju Easy Sweets Basics of Traditional Sweets
context: next to the bridge.\There's something I want to research, so I was hoping you can take me to the library.\That's what Rei said, so I led the way.\I hadn't been to the library since elementary school.\When I saw the chairs in the kids' corner,\it made me think, Were we that small?\and tears came to my eyes.\Book of Manju Easy Sweets Basics of Traditional Sweets response:	They had all of these.
context: There's something I want to research, so I was hoping you can take me to the library.\That's what Rei said, so I led the way.\I hadn't been to the library since elementary school.\When I saw the chairs in the kids' corner,\it made me think, Were we that small?\and tears came to my eyes.\Book of Manju Easy Sweets Basics of Traditional Sweets\They had all of these. response:	As Rei said that, he brought over several books of beautiful sweets.
context: That's what Rei said, so I led the way.\I hadn't been to the library since elementary school.\When I saw the chairs in the kids' corner,\it made me think, Were we that small?\and tears came to my eyes.\Book of Manju Easy Sweets Basics of Traditional Sweets\They had all of these.\As Rei said that, he brought over several books of beautiful sweets. response:	Traditional Sweets Recommended Japanese-style Sweets
context: I hadn't been to the library since elementary school.\When I saw the chairs in the kids' corner,\it made me think, Were we that small?\and tears came to my eyes.\Book of Manju Easy Sweets Basics of Traditional Sweets\They had all of these.\As Rei said that, he brought over several books of beautiful sweets.\Traditional Sweets Recommended Japanese-style Sweets response:	I'd seen some of the sweets before at Grandpa's shop.
context: When I saw the chairs in the kids' corner,\it made me think, Were we that small?\and tears came to my eyes.\Book of Manju Easy Sweets Basics of Traditional Sweets\They had all of these.\As Rei said that, he brought over several books of beautiful sweets.\Traditional Sweets Recommended Japanese-style Sweets\I'd seen some of the sweets before at Grandpa's shop. response:	There were also many pretty sweets I never even knew about.
context: it made me think, Were we that small?\and tears came to my eyes.\Book of Manju Easy Sweets Basics of Traditional Sweets\They had all of these.\As Rei said that, he brought over several books of beautiful sweets.\Traditional Sweets Recommended Japanese-style Sweets\I'd seen some of the sweets before at Grandpa's shop.\There were also many pretty sweets I never even knew about. response:	Rei sat next to me, gazing at field guides on plants and insects.
context: and tears came to my eyes.\Book of Manju Easy Sweets Basics of Traditional Sweets\They had all of these.\As Rei said that, he brought over several books of beautiful sweets.\Traditional Sweets Recommended Japanese-style Sweets\I'd seen some of the sweets before at Grandpa's shop.\There were also many pretty sweets I never even knew about.\Rei sat next to me, gazing at field guides on plants and insects. response:	There it is.
context: Book of Manju Easy Sweets Basics of Traditional Sweets\They had all of these.\As Rei said that, he brought over several books of beautiful sweets.\Traditional Sweets Recommended Japanese-style Sweets\I'd seen some of the sweets before at Grandpa's shop.\There were also many pretty sweets I never even knew about.\Rei sat next to me, gazing at field guides on plants and insects.\There it is. response:	I see.
context: They had all of these.\As Rei said that, he brought over several books of beautiful sweets.\Traditional Sweets Recommended Japanese-style Sweets\I'd seen some of the sweets before at Grandpa's shop.\There were also many pretty sweets I never even knew about.\Rei sat next to me, gazing at field guides on plants and insects.\There it is.\I see. response:	It was called a silverthorn.
context: As Rei said that, he brought over several books of beautiful sweets.\Traditional Sweets Recommended Japanese-style Sweets\I'd seen some of the sweets before at Grandpa's shop.\There were also many pretty sweets I never even knew about.\Rei sat next to me, gazing at field guides on plants and insects.\There it is.\I see.\It was called a silverthorn. response:	And what I've always called a two-starred ladybug is actually named
context: Traditional Sweets Recommended Japanese-style Sweets\I'd seen some of the sweets before at Grandpa's shop.\There were also many pretty sweets I never even knew about.\Rei sat next to me, gazing at field guides on plants and insects.\There it is.\I see.\It was called a silverthorn.\And what I've always called a two-starred ladybug is actually named response:	Harmonia axyridis.
context: I'd seen some of the sweets before at Grandpa's shop.\There were also many pretty sweets I never even knew about.\Rei sat next to me, gazing at field guides on plants and insects.\There it is.\I see.\It was called a silverthorn.\And what I've always called a two-starred ladybug is actually named\Harmonia axyridis. response:	The characters for ladybug are Heavenly Path Insect?
context: There were also many pretty sweets I never even knew about.\Rei sat next to me, gazing at field guides on plants and insects.\There it is.\I see.\It was called a silverthorn.\And what I've always called a two-starred ladybug is actually named\Harmonia axyridis.\The characters for ladybug are Heavenly Path Insect? response:	I wonder why.
context: Rei sat next to me, gazing at field guides on plants and insects.\There it is.\I see.\It was called a silverthorn.\And what I've always called a two-starred ladybug is actually named\Harmonia axyridis.\The characters for ladybug are Heavenly Path Insect?\I wonder why. response:	When I muttered that...
context: There it is.\I see.\It was called a silverthorn.\And what I've always called a two-starred ladybug is actually named\Harmonia axyridis.\The characters for ladybug are Heavenly Path Insect?\I wonder why.\When I muttered that... response:	Hold out your hand.
context: I see.\It was called a silverthorn.\And what I've always called a two-starred ladybug is actually named\Harmonia axyridis.\The characters for ladybug are Heavenly Path Insect?\I wonder why.\When I muttered that...\Hold out your hand. response:	That tickles.
context: It was called a silverthorn.\And what I've always called a two-starred ladybug is actually named\Harmonia axyridis.\The characters for ladybug are Heavenly Path Insect?\I wonder why.\When I muttered that...\Hold out your hand.\That tickles. response:	It keeps climbing.
context: And what I've always called a two-starred ladybug is actually named\Harmonia axyridis.\The characters for ladybug are Heavenly Path Insect?\I wonder why.\When I muttered that...\Hold out your hand.\That tickles.\It keeps climbing. response:	It took off!
context: Harmonia axyridis.\The characters for ladybug are Heavenly Path Insect?\I wonder why.\When I muttered that...\Hold out your hand.\That tickles.\It keeps climbing.\It took off! response:	As we watched the ladybug fly away, Rei explained to me...
context: The characters for ladybug are Heavenly Path Insect?\I wonder why.\When I muttered that...\Hold out your hand.\That tickles.\It keeps climbing.\It took off!\As we watched the ladybug fly away, Rei explained to me... response:	that the Japanese name is from long ago, when people pointed at this cute little creature,
context: I wonder why.\When I muttered that...\Hold out your hand.\That tickles.\It keeps climbing.\It took off!\As we watched the ladybug fly away, Rei explained to me...\that the Japanese name is from long ago, when people pointed at this cute little creature, response:	as it flew towards the sun.
context: When I muttered that...\Hold out your hand.\That tickles.\It keeps climbing.\It took off!\As we watched the ladybug fly away, Rei explained to me...\that the Japanese name is from long ago, when people pointed at this cute little creature,\as it flew towards the sun. response:	That's how it got its name.
context: Hold out your hand.\That tickles.\It keeps climbing.\It took off!\As we watched the ladybug fly away, Rei explained to me...\that the Japanese name is from long ago, when people pointed at this cute little creature,\as it flew towards the sun.\That's how it got its name. response:	Ladybug Bush (Part 3)
context: That tickles.\It keeps climbing.\It took off!\As we watched the ladybug fly away, Rei explained to me...\that the Japanese name is from long ago, when people pointed at this cute little creature,\as it flew towards the sun.\That's how it got its name.\Ladybug Bush (Part 3) response:	Feelings
context: It keeps climbing.\It took off!\As we watched the ladybug fly away, Rei explained to me...\that the Japanese name is from long ago, when people pointed at this cute little creature,\as it flew towards the sun.\That's how it got its name.\Ladybug Bush (Part 3)\Feelings response:	While she gripped my sleeve and cried,
context: It took off!\As we watched the ladybug fly away, Rei explained to me...\that the Japanese name is from long ago, when people pointed at this cute little creature,\as it flew towards the sun.\That's how it got its name.\Ladybug Bush (Part 3)\Feelings\While she gripped my sleeve and cried, response:	my whole body throbbed as if it had become one heart,
context: As we watched the ladybug fly away, Rei explained to me...\that the Japanese name is from long ago, when people pointed at this cute little creature,\as it flew towards the sun.\That's how it got its name.\Ladybug Bush (Part 3)\Feelings\While she gripped my sleeve and cried,\my whole body throbbed as if it had become one heart, response:	and it was so painful that it felt like it wanted to tear me apart.
context: that the Japanese name is from long ago, when people pointed at this cute little creature,\as it flew towards the sun.\That's how it got its name.\Ladybug Bush (Part 3)\Feelings\While she gripped my sleeve and cried,\my whole body throbbed as if it had become one heart,\and it was so painful that it felt like it wanted to tear me apart. response:	In that moment, I wanted to hunt down the people who made her cry
context: as it flew towards the sun.\That's how it got its name.\Ladybug Bush (Part 3)\Feelings\While she gripped my sleeve and cried,\my whole body throbbed as if it had become one heart,\and it was so painful that it felt like it wanted to tear me apart.\In that moment, I wanted to hunt down the people who made her cry response:	and rip them limb from limb,
context: That's how it got its name.\Ladybug Bush (Part 3)\Feelings\While she gripped my sleeve and cried,\my whole body throbbed as if it had become one heart,\and it was so painful that it felt like it wanted to tear me apart.\In that moment, I wanted to hunt down the people who made her cry\and rip them limb from limb, response:	but that wouldn't solve the problem.
context: Ladybug Bush (Part 3)\Feelings\While she gripped my sleeve and cried,\my whole body throbbed as if it had become one heart,\and it was so painful that it felt like it wanted to tear me apart.\In that moment, I wanted to hunt down the people who made her cry\and rip them limb from limb,\but that wouldn't solve the problem. response:	That wouldn't benefit her at all.
context: Feelings\While she gripped my sleeve and cried,\my whole body throbbed as if it had become one heart,\and it was so painful that it felt like it wanted to tear me apart.\In that moment, I wanted to hunt down the people who made her cry\and rip them limb from limb,\but that wouldn't solve the problem.\That wouldn't benefit her at all. response:	So think. Think.
context: While she gripped my sleeve and cried,\my whole body throbbed as if it had become one heart,\and it was so painful that it felt like it wanted to tear me apart.\In that moment, I wanted to hunt down the people who made her cry\and rip them limb from limb,\but that wouldn't solve the problem.\That wouldn't benefit her at all.\So think. Think. response:	What should I do?
context: my whole body throbbed as if it had become one heart,\and it was so painful that it felt like it wanted to tear me apart.\In that moment, I wanted to hunt down the people who made her cry\and rip them limb from limb,\but that wouldn't solve the problem.\That wouldn't benefit her at all.\So think. Think.\What should I do? response:	Think!
context: and it was so painful that it felt like it wanted to tear me apart.\In that moment, I wanted to hunt down the people who made her cry\and rip them limb from limb,\but that wouldn't solve the problem.\That wouldn't benefit her at all.\So think. Think.\What should I do?\Think! response:	Then, when we got back to her house...
context: In that moment, I wanted to hunt down the people who made her cry\and rip them limb from limb,\but that wouldn't solve the problem.\That wouldn't benefit her at all.\So think. Think.\What should I do?\Think!\Then, when we got back to her house... response:	I just finished making dinner.
context: and rip them limb from limb,\but that wouldn't solve the problem.\That wouldn't benefit her at all.\So think. Think.\What should I do?\Think!\Then, when we got back to her house...\I just finished making dinner. response:	You went to the library? With Rei? That's great.
context: but that wouldn't solve the problem.\That wouldn't benefit her at all.\So think. Think.\What should I do?\Think!\Then, when we got back to her house...\I just finished making dinner.\You went to the library? With Rei? That's great. response:	Rei, come on in as well, okay?
context: That wouldn't benefit her at all.\So think. Think.\What should I do?\Think!\Then, when we got back to her house...\I just finished making dinner.\You went to the library? With Rei? That's great.\Rei, come on in as well, okay? response:	It was Akari and Momo, the same as usual,
context: So think. Think.\What should I do?\Think!\Then, when we got back to her house...\I just finished making dinner.\You went to the library? With Rei? That's great.\Rei, come on in as well, okay?\It was Akari and Momo, the same as usual, response:	a warm dinner served on a low dining table,
context: What should I do?\Think!\Then, when we got back to her house...\I just finished making dinner.\You went to the library? With Rei? That's great.\Rei, come on in as well, okay?\It was Akari and Momo, the same as usual,\a warm dinner served on a low dining table, response:	and a grim-looking Grandpa, waiting for her.
context: Think!\Then, when we got back to her house...\I just finished making dinner.\You went to the library? With Rei? That's great.\Rei, come on in as well, okay?\It was Akari and Momo, the same as usual,\a warm dinner served on a low dining table,\and a grim-looking Grandpa, waiting for her. response:	Hey. Hina, sit down.
context: Then, when we got back to her house...\I just finished making dinner.\You went to the library? With Rei? That's great.\Rei, come on in as well, okay?\It was Akari and Momo, the same as usual,\a warm dinner served on a low dining table,\and a grim-looking Grandpa, waiting for her.\Hey. Hina, sit down. response:	Akari told me everything.
context: I just finished making dinner.\You went to the library? With Rei? That's great.\Rei, come on in as well, okay?\It was Akari and Momo, the same as usual,\a warm dinner served on a low dining table,\and a grim-looking Grandpa, waiting for her.\Hey. Hina, sit down.\Akari told me everything. response:	PAW PAW
context: You went to the library? With Rei? That's great.\Rei, come on in as well, okay?\It was Akari and Momo, the same as usual,\a warm dinner served on a low dining table,\and a grim-looking Grandpa, waiting for her.\Hey. Hina, sit down.\Akari told me everything.\PAW PAW response:	Hina...
context: Rei, come on in as well, okay?\It was Akari and Momo, the same as usual,\a warm dinner served on a low dining table,\and a grim-looking Grandpa, waiting for her.\Hey. Hina, sit down.\Akari told me everything.\PAW PAW\Hina... response:	You did good!
context: It was Akari and Momo, the same as usual,\a warm dinner served on a low dining table,\and a grim-looking Grandpa, waiting for her.\Hey. Hina, sit down.\Akari told me everything.\PAW PAW\Hina...\You did good! response:	Grandpa?
context: a warm dinner served on a low dining table,\and a grim-looking Grandpa, waiting for her.\Hey. Hina, sit down.\Akari told me everything.\PAW PAW\Hina...\You did good!\Grandpa? response:	SUICIDE, VICTIM WAS BULLIED
context: and a grim-looking Grandpa, waiting for her.\Hey. Hina, sit down.\Akari told me everything.\PAW PAW\Hina...\You did good!\Grandpa?\SUICIDE, VICTIM WAS BULLIED response:	Even I know how nasty bullying is after seeing it in newspapers and on the news.
context: Hey. Hina, sit down.\Akari told me everything.\PAW PAW\Hina...\You did good!\Grandpa?\SUICIDE, VICTIM WAS BULLIED\Even I know how nasty bullying is after seeing it in newspapers and on the news. response:	BULLYING BEHIND SUICIDES, RISING
context: Akari told me everything.\PAW PAW\Hina...\You did good!\Grandpa?\SUICIDE, VICTIM WAS BULLIED\Even I know how nasty bullying is after seeing it in newspapers and on the news.\BULLYING BEHIND SUICIDES, RISING response:	140,000 CASES OF BULLYING
context: PAW PAW\Hina...\You did good!\Grandpa?\SUICIDE, VICTIM WAS BULLIED\Even I know how nasty bullying is after seeing it in newspapers and on the news.\BULLYING BEHIND SUICIDES, RISING\140,000 CASES OF BULLYING response:	SCHOOLS BEING NEGLIGENT
context: Hina...\You did good!\Grandpa?\SUICIDE, VICTIM WAS BULLIED\Even I know how nasty bullying is after seeing it in newspapers and on the news.\BULLYING BEHIND SUICIDES, RISING\140,000 CASES OF BULLYING\SCHOOLS BEING NEGLIGENT response:	Teacher Responses: Don't rock the boat. Do you feel bad about it? Bully Responses: Click their tongue when I go by
context: You did good!\Grandpa?\SUICIDE, VICTIM WAS BULLIED\Even I know how nasty bullying is after seeing it in newspapers and on the news.\BULLYING BEHIND SUICIDES, RISING\140,000 CASES OF BULLYING\SCHOOLS BEING NEGLIGENT\Teacher Responses: Don't rock the boat. Do you feel bad about it? Bully Responses: Click their tongue when I go by response:	When Bullied Students Speak Up
context: Grandpa?\SUICIDE, VICTIM WAS BULLIED\Even I know how nasty bullying is after seeing it in newspapers and on the news.\BULLYING BEHIND SUICIDES, RISING\140,000 CASES OF BULLYING\SCHOOLS BEING NEGLIGENT\Teacher Responses: Don't rock the boat. Do you feel bad about it? Bully Responses: Click their tongue when I go by\When Bullied Students Speak Up response:	They put junk in my food. Girl changes schools after bullying
context: SUICIDE, VICTIM WAS BULLIED\Even I know how nasty bullying is after seeing it in newspapers and on the news.\BULLYING BEHIND SUICIDES, RISING\140,000 CASES OF BULLYING\SCHOOLS BEING NEGLIGENT\Teacher Responses: Don't rock the boat. Do you feel bad about it? Bully Responses: Click their tongue when I go by\When Bullied Students Speak Up\They put junk in my food. Girl changes schools after bullying response:	Bullying Countermeasures Commission
context: Even I know how nasty bullying is after seeing it in newspapers and on the news.\BULLYING BEHIND SUICIDES, RISING\140,000 CASES OF BULLYING\SCHOOLS BEING NEGLIGENT\Teacher Responses: Don't rock the boat. Do you feel bad about it? Bully Responses: Click their tongue when I go by\When Bullied Students Speak Up\They put junk in my food. Girl changes schools after bullying\Bullying Countermeasures Commission response:	Every time I see it in the news, it breaks me up.
context: BULLYING BEHIND SUICIDES, RISING\140,000 CASES OF BULLYING\SCHOOLS BEING NEGLIGENT\Teacher Responses: Don't rock the boat. Do you feel bad about it? Bully Responses: Click their tongue when I go by\When Bullied Students Speak Up\They put junk in my food. Girl changes schools after bullying\Bullying Countermeasures Commission\Every time I see it in the news, it breaks me up. response:	And yet you tried to help your friend out of a scary situation like that!
context: 140,000 CASES OF BULLYING\SCHOOLS BEING NEGLIGENT\Teacher Responses: Don't rock the boat. Do you feel bad about it? Bully Responses: Click their tongue when I go by\When Bullied Students Speak Up\They put junk in my food. Girl changes schools after bullying\Bullying Countermeasures Commission\Every time I see it in the news, it breaks me up.\And yet you tried to help your friend out of a scary situation like that! response:	That took real courage!
context: SCHOOLS BEING NEGLIGENT\Teacher Responses: Don't rock the boat. Do you feel bad about it? Bully Responses: Click their tongue when I go by\When Bullied Students Speak Up\They put junk in my food. Girl changes schools after bullying\Bullying Countermeasures Commission\Every time I see it in the news, it breaks me up.\And yet you tried to help your friend out of a scary situation like that!\That took real courage! response:	Not many adults could've done that!
context: Teacher Responses: Don't rock the boat. Do you feel bad about it? Bully Responses: Click their tongue when I go by\When Bullied Students Speak Up\They put junk in my food. Girl changes schools after bullying\Bullying Countermeasures Commission\Every time I see it in the news, it breaks me up.\And yet you tried to help your friend out of a scary situation like that!\That took real courage!\Not many adults could've done that! response:	You're amazing!
context: When Bullied Students Speak Up\They put junk in my food. Girl changes schools after bullying\Bullying Countermeasures Commission\Every time I see it in the news, it breaks me up.\And yet you tried to help your friend out of a scary situation like that!\That took real courage!\Not many adults could've done that!\You're amazing! response:	I'm proud of you, granddaughter!
context: They put junk in my food. Girl changes schools after bullying\Bullying Countermeasures Commission\Every time I see it in the news, it breaks me up.\And yet you tried to help your friend out of a scary situation like that!\That took real courage!\Not many adults could've done that!\You're amazing!\I'm proud of you, granddaughter! response:	You didn't do a single thing wrong!
context: Bullying Countermeasures Commission\Every time I see it in the news, it breaks me up.\And yet you tried to help your friend out of a scary situation like that!\That took real courage!\Not many adults could've done that!\You're amazing!\I'm proud of you, granddaughter!\You didn't do a single thing wrong! response:	You helped your friend!
context: Every time I see it in the news, it breaks me up.\And yet you tried to help your friend out of a scary situation like that!\That took real courage!\Not many adults could've done that!\You're amazing!\I'm proud of you, granddaughter!\You didn't do a single thing wrong!\You helped your friend! response:	Be proud of yourself!
context: And yet you tried to help your friend out of a scary situation like that!\That took real courage!\Not many adults could've done that!\You're amazing!\I'm proud of you, granddaughter!\You didn't do a single thing wrong!\You helped your friend!\Be proud of yourself! response:	Grandpa.
context: That took real courage!\Not many adults could've done that!\You're amazing!\I'm proud of you, granddaughter!\You didn't do a single thing wrong!\You helped your friend!\Be proud of yourself!\Grandpa. response:	I will.
context: Not many adults could've done that!\You're amazing!\I'm proud of you, granddaughter!\You didn't do a single thing wrong!\You helped your friend!\Be proud of yourself!\Grandpa.\I will. response:	After that, we all had dinner.
context: You're amazing!\I'm proud of you, granddaughter!\You didn't do a single thing wrong!\You helped your friend!\Be proud of yourself!\Grandpa.\I will.\After that, we all had dinner. response:	Grandpa told me, Thanks for going after Hina last night.
context: I'm proud of you, granddaughter!\You didn't do a single thing wrong!\You helped your friend!\Be proud of yourself!\Grandpa.\I will.\After that, we all had dinner.\Grandpa told me, Thanks for going after Hina last night. response:	Now eat up, and he slapped me on the back.
context: You didn't do a single thing wrong!\You helped your friend!\Be proud of yourself!\Grandpa.\I will.\After that, we all had dinner.\Grandpa told me, Thanks for going after Hina last night.\Now eat up, and he slapped me on the back. response:	Hina ate a lot too, though she was crying the whole time.
context: You helped your friend!\Be proud of yourself!\Grandpa.\I will.\After that, we all had dinner.\Grandpa told me, Thanks for going after Hina last night.\Now eat up, and he slapped me on the back.\Hina ate a lot too, though she was crying the whole time. response:	We had deep-fried chicken, potato salad, and cream stew.
context: Be proud of yourself!\Grandpa.\I will.\After that, we all had dinner.\Grandpa told me, Thanks for going after Hina last night.\Now eat up, and he slapped me on the back.\Hina ate a lot too, though she was crying the whole time.\We had deep-fried chicken, potato salad, and cream stew. response:	Akari made all the food that Hina loves.
context: Grandpa.\I will.\After that, we all had dinner.\Grandpa told me, Thanks for going after Hina last night.\Now eat up, and he slapped me on the back.\Hina ate a lot too, though she was crying the whole time.\We had deep-fried chicken, potato salad, and cream stew.\Akari made all the food that Hina loves. response:	As I chewed, I continuously searched my brain for something I could do.
context: I will.\After that, we all had dinner.\Grandpa told me, Thanks for going after Hina last night.\Now eat up, and he slapped me on the back.\Hina ate a lot too, though she was crying the whole time.\We had deep-fried chicken, potato salad, and cream stew.\Akari made all the food that Hina loves.\As I chewed, I continuously searched my brain for something I could do. response:	Feelings
context: After that, we all had dinner.\Grandpa told me, Thanks for going after Hina last night.\Now eat up, and he slapped me on the back.\Hina ate a lot too, though she was crying the whole time.\We had deep-fried chicken, potato salad, and cream stew.\Akari made all the food that Hina loves.\As I chewed, I continuously searched my brain for something I could do.\Feelings response:	Next Episode Preview
context: Grandpa told me, Thanks for going after Hina last night.\Now eat up, and he slapped me on the back.\Hina ate a lot too, though she was crying the whole time.\We had deep-fried chicken, potato salad, and cream stew.\Akari made all the food that Hina loves.\As I chewed, I continuously searched my brain for something I could do.\Feelings\Next Episode Preview response:	Episode 27
context: Now eat up, and he slapped me on the back.\Hina ate a lot too, though she was crying the whole time.\We had deep-fried chicken, potato salad, and cream stew.\Akari made all the food that Hina loves.\As I chewed, I continuously searched my brain for something I could do.\Feelings\Next Episode Preview\Episode 27 response:	You can take your time on this, so listen patiently to their thoughts.
context: Hina ate a lot too, though she was crying the whole time.\We had deep-fried chicken, potato salad, and cream stew.\Akari made all the food that Hina loves.\As I chewed, I continuously searched my brain for something I could do.\Feelings\Next Episode Preview\Episode 27\You can take your time on this, so listen patiently to their thoughts. response:	You must honorably repay gratitude. That is the way of things for humanity.
context: We had deep-fried chicken, potato salad, and cream stew.\Akari made all the food that Hina loves.\As I chewed, I continuously searched my brain for something I could do.\Feelings\Next Episode Preview\Episode 27\You can take your time on this, so listen patiently to their thoughts.\You must honorably repay gratitude. That is the way of things for humanity. response:	You're finally willing to do it!
context: Akari made all the food that Hina loves.\As I chewed, I continuously searched my brain for something I could do.\Feelings\Next Episode Preview\Episode 27\You can take your time on this, so listen patiently to their thoughts.\You must honorably repay gratitude. That is the way of things for humanity.\You're finally willing to do it! response:	I'm happy for you, Nikaidou!
context: As I chewed, I continuously searched my brain for something I could do.\Feelings\Next Episode Preview\Episode 27\You can take your time on this, so listen patiently to their thoughts.\You must honorably repay gratitude. That is the way of things for humanity.\You're finally willing to do it!\I'm happy for you, Nikaidou! response:	I mean, I'm a guy after all, so...
context: Feelings\Next Episode Preview\Episode 27\You can take your time on this, so listen patiently to their thoughts.\You must honorably repay gratitude. That is the way of things for humanity.\You're finally willing to do it!\I'm happy for you, Nikaidou!\I mean, I'm a guy after all, so... response:	I'm really no good, huh?
context: Next Episode Preview\Episode 27\You can take your time on this, so listen patiently to their thoughts.\You must honorably repay gratitude. That is the way of things for humanity.\You're finally willing to do it!\I'm happy for you, Nikaidou!\I mean, I'm a guy after all, so...\I'm really no good, huh? response:	ILLUSTRATOR: TSUNAMI UMINO
context: Episode 27\You can take your time on this, so listen patiently to their thoughts.\You must honorably repay gratitude. That is the way of things for humanity.\You're finally willing to do it!\I'm happy for you, Nikaidou!\I mean, I'm a guy after all, so...\I'm really no good, huh?\ILLUSTRATOR: TSUNAMI UMINO response:	I'm hungry-meow.
context: You can take your time on this, so listen patiently to their thoughts.\You must honorably repay gratitude. That is the way of things for humanity.\You're finally willing to do it!\I'm happy for you, Nikaidou!\I mean, I'm a guy after all, so...\I'm really no good, huh?\ILLUSTRATOR: TSUNAMI UMINO\I'm hungry-meow. response:	I want some fried chicken-meow.
context: You must honorably repay gratitude. That is the way of things for humanity.\You're finally willing to do it!\I'm happy for you, Nikaidou!\I mean, I'm a guy after all, so...\I'm really no good, huh?\ILLUSTRATOR: TSUNAMI UMINO\I'm hungry-meow.\I want some fried chicken-meow. response:	Potato salad is good too-meow.
