context: Signs response:	OP
context: Yeah, Ritsu's coming too, so it'll be okay.\Really?!\Thanks! Bye!\I'll have to stay levelheaded.\Huh? You mean London London?\Of course, Nodoka-chan! Are there any other Londons?\You just texted me so suddenly. I thought it was a new shop or something...\We're all going tomorrow to a travel agency to book our tickets. response:	I didn't know you girls in the light music club wanted to go to England so badly.
context: Really?!\Thanks! Bye!\I'll have to stay levelheaded.\Huh? You mean London London?\Of course, Nodoka-chan! Are there any other Londons?\You just texted me so suddenly. I thought it was a new shop or something...\We're all going tomorrow to a travel agency to book our tickets.\I didn't know you girls in the light music club wanted to go to England so badly. response:	You look weird in that.
context: Thanks! Bye!\I'll have to stay levelheaded.\Huh? You mean London London?\Of course, Nodoka-chan! Are there any other Londons?\You just texted me so suddenly. I thought it was a new shop or something...\We're all going tomorrow to a travel agency to book our tickets.\I didn't know you girls in the light music club wanted to go to England so badly.\You look weird in that. response:	You see, Mio-chan was the one who wanted to go,
context: I'll have to stay levelheaded.\Huh? You mean London London?\Of course, Nodoka-chan! Are there any other Londons?\You just texted me so suddenly. I thought it was a new shop or something...\We're all going tomorrow to a travel agency to book our tickets.\I didn't know you girls in the light music club wanted to go to England so badly.\You look weird in that.\You see, Mio-chan was the one who wanted to go, response:	and Ton-chan made the decision.
context: Huh? You mean London London?\Of course, Nodoka-chan! Are there any other Londons?\You just texted me so suddenly. I thought it was a new shop or something...\We're all going tomorrow to a travel agency to book our tickets.\I didn't know you girls in the light music club wanted to go to England so badly.\You look weird in that.\You see, Mio-chan was the one who wanted to go,\and Ton-chan made the decision. response:	The turtle decided it?
context: Of course, Nodoka-chan! Are there any other Londons?\You just texted me so suddenly. I thought it was a new shop or something...\We're all going tomorrow to a travel agency to book our tickets.\I didn't know you girls in the light music club wanted to go to England so badly.\You look weird in that.\You see, Mio-chan was the one who wanted to go,\and Ton-chan made the decision.\The turtle decided it? response:	Soft-shelled turtle!
context: You just texted me so suddenly. I thought it was a new shop or something...\We're all going tomorrow to a travel agency to book our tickets.\I didn't know you girls in the light music club wanted to go to England so badly.\You look weird in that.\You see, Mio-chan was the one who wanted to go,\and Ton-chan made the decision.\The turtle decided it?\Soft-shelled turtle! response:	And we're not going to England. We're going to London.
context: We're all going tomorrow to a travel agency to book our tickets.\I didn't know you girls in the light music club wanted to go to England so badly.\You look weird in that.\You see, Mio-chan was the one who wanted to go,\and Ton-chan made the decision.\The turtle decided it?\Soft-shelled turtle!\And we're not going to England. We're going to London. response:	Yui... You know, it's hard for me to point this out...
context: I didn't know you girls in the light music club wanted to go to England so badly.\You look weird in that.\You see, Mio-chan was the one who wanted to go,\and Ton-chan made the decision.\The turtle decided it?\Soft-shelled turtle!\And we're not going to England. We're going to London.\Yui... You know, it's hard for me to point this out... response:	London is in England.
context: You look weird in that.\You see, Mio-chan was the one who wanted to go,\and Ton-chan made the decision.\The turtle decided it?\Soft-shelled turtle!\And we're not going to England. We're going to London.\Yui... You know, it's hard for me to point this out...\London is in England. response:	It's such a sudden decision! I didn't think I'd be going too.
context: You see, Mio-chan was the one who wanted to go,\and Ton-chan made the decision.\The turtle decided it?\Soft-shelled turtle!\And we're not going to England. We're going to London.\Yui... You know, it's hard for me to point this out...\London is in England.\It's such a sudden decision! I didn't think I'd be going too. response:	You're buying a lot of these books...
context: and Ton-chan made the decision.\The turtle decided it?\Soft-shelled turtle!\And we're not going to England. We're going to London.\Yui... You know, it's hard for me to point this out...\London is in England.\It's such a sudden decision! I didn't think I'd be going too.\You're buying a lot of these books... response:	I need to look up stuff because no one else will.
context: The turtle decided it?\Soft-shelled turtle!\And we're not going to England. We're going to London.\Yui... You know, it's hard for me to point this out...\London is in England.\It's such a sudden decision! I didn't think I'd be going too.\You're buying a lot of these books...\I need to look up stuff because no one else will. response:	Please take care of my sister.
context: Soft-shelled turtle!\And we're not going to England. We're going to London.\Yui... You know, it's hard for me to point this out...\London is in England.\It's such a sudden decision! I didn't think I'd be going too.\You're buying a lot of these books...\I need to look up stuff because no one else will.\Please take care of my sister. response:	That reminds me, Ui...
context: And we're not going to England. We're going to London.\Yui... You know, it's hard for me to point this out...\London is in England.\It's such a sudden decision! I didn't think I'd be going too.\You're buying a lot of these books...\I need to look up stuff because no one else will.\Please take care of my sister.\That reminds me, Ui... response:	It's about your sister.
context: Yui... You know, it's hard for me to point this out...\London is in England.\It's such a sudden decision! I didn't think I'd be going too.\You're buying a lot of these books...\I need to look up stuff because no one else will.\Please take care of my sister.\That reminds me, Ui...\It's about your sister. response:	Hmm?
context: London is in England.\It's such a sudden decision! I didn't think I'd be going too.\You're buying a lot of these books...\I need to look up stuff because no one else will.\Please take care of my sister.\That reminds me, Ui...\It's about your sister.\Hmm? response:	It feels like she's keeping a secret from me.
context: It's such a sudden decision! I didn't think I'd be going too.\You're buying a lot of these books...\I need to look up stuff because no one else will.\Please take care of my sister.\That reminds me, Ui...\It's about your sister.\Hmm?\It feels like she's keeping a secret from me. response:	Do you know anything about it?
context: You're buying a lot of these books...\I need to look up stuff because no one else will.\Please take care of my sister.\That reminds me, Ui...\It's about your sister.\Hmm?\It feels like she's keeping a secret from me.\Do you know anything about it? response:	I don't think she could keep secrets at all.
context: I need to look up stuff because no one else will.\Please take care of my sister.\That reminds me, Ui...\It's about your sister.\Hmm?\It feels like she's keeping a secret from me.\Do you know anything about it?\I don't think she could keep secrets at all. response:	That's true.
context: Please take care of my sister.\That reminds me, Ui...\It's about your sister.\Hmm?\It feels like she's keeping a secret from me.\Do you know anything about it?\I don't think she could keep secrets at all.\That's true. response:	Y-Yes!
context: That reminds me, Ui...\It's about your sister.\Hmm?\It feels like she's keeping a secret from me.\Do you know anything about it?\I don't think she could keep secrets at all.\That's true.\Y-Yes! response:	We'd like to go to London for about five days.
context: It's about your sister.\Hmm?\It feels like she's keeping a secret from me.\Do you know anything about it?\I don't think she could keep secrets at all.\That's true.\Y-Yes!\We'd like to go to London for about five days. response:	So three nights and five days in London?
context: Hmm?\It feels like she's keeping a secret from me.\Do you know anything about it?\I don't think she could keep secrets at all.\That's true.\Y-Yes!\We'd like to go to London for about five days.\So three nights and five days in London? response:	Three? It doesn't add up!
context: It feels like she's keeping a secret from me.\Do you know anything about it?\I don't think she could keep secrets at all.\That's true.\Y-Yes!\We'd like to go to London for about five days.\So three nights and five days in London?\Three? It doesn't add up! response:	It takes a night to get there and come back.
context: Do you know anything about it?\I don't think she could keep secrets at all.\That's true.\Y-Yes!\We'd like to go to London for about five days.\So three nights and five days in London?\Three? It doesn't add up!\It takes a night to get there and come back. response:	Oh!
context: I don't think she could keep secrets at all.\That's true.\Y-Yes!\We'd like to go to London for about five days.\So three nights and five days in London?\Three? It doesn't add up!\It takes a night to get there and come back.\Oh! response:	I knew that!
context: That's true.\Y-Yes!\We'd like to go to London for about five days.\So three nights and five days in London?\Three? It doesn't add up!\It takes a night to get there and come back.\Oh!\I knew that! response:	Sure.
context: Y-Yes!\We'd like to go to London for about five days.\So three nights and five days in London?\Three? It doesn't add up!\It takes a night to get there and come back.\Oh!\I knew that!\Sure. response:	Would you just like to visit London City?
context: We'd like to go to London for about five days.\So three nights and five days in London?\Three? It doesn't add up!\It takes a night to get there and come back.\Oh!\I knew that!\Sure.\Would you just like to visit London City? response:	Sounds good?
context: So three nights and five days in London?\Three? It doesn't add up!\It takes a night to get there and come back.\Oh!\I knew that!\Sure.\Would you just like to visit London City?\Sounds good? response:	I guess.
context: Three? It doesn't add up!\It takes a night to get there and come back.\Oh!\I knew that!\Sure.\Would you just like to visit London City?\Sounds good?\I guess. response:	I think it's okay!
context: It takes a night to get there and come back.\Oh!\I knew that!\Sure.\Would you just like to visit London City?\Sounds good?\I guess.\I think it's okay! response:	There's plenty to see there.
context: Oh!\I knew that!\Sure.\Would you just like to visit London City?\Sounds good?\I guess.\I think it's okay!\There's plenty to see there. response:	I wanna ride this!
context: I knew that!\Sure.\Would you just like to visit London City?\Sounds good?\I guess.\I think it's okay!\There's plenty to see there.\I wanna ride this! response:	Let's go to a cafe and have tea.
context: Sure.\Would you just like to visit London City?\Sounds good?\I guess.\I think it's okay!\There's plenty to see there.\I wanna ride this!\Let's go to a cafe and have tea. response:	This looks delicious.
context: Would you just like to visit London City?\Sounds good?\I guess.\I think it's okay!\There's plenty to see there.\I wanna ride this!\Let's go to a cafe and have tea.\This looks delicious. response:	This looks delicious.
context: Sounds good?\I guess.\I think it's okay!\There's plenty to see there.\I wanna ride this!\Let's go to a cafe and have tea.\This looks delicious.\This looks delicious. response:	This is cool.
context: I guess.\I think it's okay!\There's plenty to see there.\I wanna ride this!\Let's go to a cafe and have tea.\This looks delicious.\This looks delicious.\This is cool. response:	I just want to visit the homes of Jimi Hendrix and Jimmy Page!
context: I think it's okay!\There's plenty to see there.\I wanna ride this!\Let's go to a cafe and have tea.\This looks delicious.\This looks delicious.\This is cool.\I just want to visit the homes of Jimi Hendrix and Jimmy Page! response:	That sounds good!
context: There's plenty to see there.\I wanna ride this!\Let's go to a cafe and have tea.\This looks delicious.\This looks delicious.\This is cool.\I just want to visit the homes of Jimi Hendrix and Jimmy Page!\That sounds good! response:	David Bowie's house too!
context: I wanna ride this!\Let's go to a cafe and have tea.\This looks delicious.\This looks delicious.\This is cool.\I just want to visit the homes of Jimi Hendrix and Jimmy Page!\That sounds good!\David Bowie's house too! response:	Look, there's an instrument shop.
context: Let's go to a cafe and have tea.\This looks delicious.\This looks delicious.\This is cool.\I just want to visit the homes of Jimi Hendrix and Jimmy Page!\That sounds good!\David Bowie's house too!\Look, there's an instrument shop. response:	Abbey Road!
context: This looks delicious.\This looks delicious.\This is cool.\I just want to visit the homes of Jimi Hendrix and Jimmy Page!\That sounds good!\David Bowie's house too!\Look, there's an instrument shop.\Abbey Road! response:	Excuse me... In that case I'd suggest you take a personal trip
context: This looks delicious.\This is cool.\I just want to visit the homes of Jimi Hendrix and Jimmy Page!\That sounds good!\David Bowie's house too!\Look, there's an instrument shop.\Abbey Road!\Excuse me... In that case I'd suggest you take a personal trip response:	as you can go wherever you'd like.
context: This is cool.\I just want to visit the homes of Jimi Hendrix and Jimmy Page!\That sounds good!\David Bowie's house too!\Look, there's an instrument shop.\Abbey Road!\Excuse me... In that case I'd suggest you take a personal trip\as you can go wherever you'd like. response:	No, that's a bit...
context: I just want to visit the homes of Jimi Hendrix and Jimmy Page!\That sounds good!\David Bowie's house too!\Look, there's an instrument shop.\Abbey Road!\Excuse me... In that case I'd suggest you take a personal trip\as you can go wherever you'd like.\No, that's a bit... response:	Okay, let's do that then!
context: That sounds good!\David Bowie's house too!\Look, there's an instrument shop.\Abbey Road!\Excuse me... In that case I'd suggest you take a personal trip\as you can go wherever you'd like.\No, that's a bit...\Okay, let's do that then! response:	Good morning!
context: David Bowie's house too!\Look, there's an instrument shop.\Abbey Road!\Excuse me... In that case I'd suggest you take a personal trip\as you can go wherever you'd like.\No, that's a bit...\Okay, let's do that then!\Good morning! response:	Oh, girl from the light music club.
context: Look, there's an instrument shop.\Abbey Road!\Excuse me... In that case I'd suggest you take a personal trip\as you can go wherever you'd like.\No, that's a bit...\Okay, let's do that then!\Good morning!\Oh, girl from the light music club. response:	It's cold, isn't it?
context: Abbey Road!\Excuse me... In that case I'd suggest you take a personal trip\as you can go wherever you'd like.\No, that's a bit...\Okay, let's do that then!\Good morning!\Oh, girl from the light music club.\It's cold, isn't it? response:	You're still doing your occult activities?
context: Excuse me... In that case I'd suggest you take a personal trip\as you can go wherever you'd like.\No, that's a bit...\Okay, let's do that then!\Good morning!\Oh, girl from the light music club.\It's cold, isn't it?\You're still doing your occult activities? response:	Yeah, we're going to try sending a message to outer space from the roof.
context: as you can go wherever you'd like.\No, that's a bit...\Okay, let's do that then!\Good morning!\Oh, girl from the light music club.\It's cold, isn't it?\You're still doing your occult activities?\Yeah, we're going to try sending a message to outer space from the roof. response:	Oh right, the light music club's going on a trip to England!
context: No, that's a bit...\Okay, let's do that then!\Good morning!\Oh, girl from the light music club.\It's cold, isn't it?\You're still doing your occult activities?\Yeah, we're going to try sending a message to outer space from the roof.\Oh right, the light music club's going on a trip to England! response:	That's nice.
context: Okay, let's do that then!\Good morning!\Oh, girl from the light music club.\It's cold, isn't it?\You're still doing your occult activities?\Yeah, we're going to try sending a message to outer space from the roof.\Oh right, the light music club's going on a trip to England!\That's nice. response:	It's our graduation trip!
context: Good morning!\Oh, girl from the light music club.\It's cold, isn't it?\You're still doing your occult activities?\Yeah, we're going to try sending a message to outer space from the roof.\Oh right, the light music club's going on a trip to England!\That's nice.\It's our graduation trip! response:	What would you like me to bring back for you?
context: Oh, girl from the light music club.\It's cold, isn't it?\You're still doing your occult activities?\Yeah, we're going to try sending a message to outer space from the roof.\Oh right, the light music club's going on a trip to England!\That's nice.\It's our graduation trip!\What would you like me to bring back for you? response:	Nessie's...
context: It's cold, isn't it?\You're still doing your occult activities?\Yeah, we're going to try sending a message to outer space from the roof.\Oh right, the light music club's going on a trip to England!\That's nice.\It's our graduation trip!\What would you like me to bring back for you?\Nessie's... response:	Nessie...
context: You're still doing your occult activities?\Yeah, we're going to try sending a message to outer space from the roof.\Oh right, the light music club's going on a trip to England!\That's nice.\It's our graduation trip!\What would you like me to bring back for you?\Nessie's...\Nessie... response:	Please take a picture of Nessie.
context: Yeah, we're going to try sending a message to outer space from the roof.\Oh right, the light music club's going on a trip to England!\That's nice.\It's our graduation trip!\What would you like me to bring back for you?\Nessie's...\Nessie...\Please take a picture of Nessie. response:	Sure, okay!
context: Oh right, the light music club's going on a trip to England!\That's nice.\It's our graduation trip!\What would you like me to bring back for you?\Nessie's...\Nessie...\Please take a picture of Nessie.\Sure, okay! response:	Leave it to me!
context: That's nice.\It's our graduation trip!\What would you like me to bring back for you?\Nessie's...\Nessie...\Please take a picture of Nessie.\Sure, okay!\Leave it to me! response:	Girl from the light music club...
context: It's our graduation trip!\What would you like me to bring back for you?\Nessie's...\Nessie...\Please take a picture of Nessie.\Sure, okay!\Leave it to me!\Girl from the light music club... response:	So can we fit that in our plans somewhere?
context: What would you like me to bring back for you?\Nessie's...\Nessie...\Please take a picture of Nessie.\Sure, okay!\Leave it to me!\Girl from the light music club...\So can we fit that in our plans somewhere? response:	Nessie?
context: Nessie's...\Nessie...\Please take a picture of Nessie.\Sure, okay!\Leave it to me!\Girl from the light music club...\So can we fit that in our plans somewhere?\Nessie? response:	Loch Ness is really far away.
context: Nessie...\Please take a picture of Nessie.\Sure, okay!\Leave it to me!\Girl from the light music club...\So can we fit that in our plans somewhere?\Nessie?\Loch Ness is really far away. response:	And Nessie probably doesn't even exist.
context: Please take a picture of Nessie.\Sure, okay!\Leave it to me!\Girl from the light music club...\So can we fit that in our plans somewhere?\Nessie?\Loch Ness is really far away.\And Nessie probably doesn't even exist. response:	Wait, was that a joke from the occult club?!
context: Sure, okay!\Leave it to me!\Girl from the light music club...\So can we fit that in our plans somewhere?\Nessie?\Loch Ness is really far away.\And Nessie probably doesn't even exist.\Wait, was that a joke from the occult club?! response:	It flew right over my head!
context: Leave it to me!\Girl from the light music club...\So can we fit that in our plans somewhere?\Nessie?\Loch Ness is really far away.\And Nessie probably doesn't even exist.\Wait, was that a joke from the occult club?!\It flew right over my head! response:	Don't worry, Hirasawa-san.
context: Girl from the light music club...\So can we fit that in our plans somewhere?\Nessie?\Loch Ness is really far away.\And Nessie probably doesn't even exist.\Wait, was that a joke from the occult club?!\It flew right over my head!\Don't worry, Hirasawa-san. response:	Oh...
context: So can we fit that in our plans somewhere?\Nessie?\Loch Ness is really far away.\And Nessie probably doesn't even exist.\Wait, was that a joke from the occult club?!\It flew right over my head!\Don't worry, Hirasawa-san.\Oh... response:	So do you guys have any other requests?
context: Nessie?\Loch Ness is really far away.\And Nessie probably doesn't even exist.\Wait, was that a joke from the occult club?!\It flew right over my head!\Don't worry, Hirasawa-san.\Oh...\So do you guys have any other requests? response:	All good!
context: Loch Ness is really far away.\And Nessie probably doesn't even exist.\Wait, was that a joke from the occult club?!\It flew right over my head!\Don't worry, Hirasawa-san.\Oh...\So do you guys have any other requests?\All good! response:	Then I'll try to plan our itenary so that it all fits together efficiently.
context: And Nessie probably doesn't even exist.\Wait, was that a joke from the occult club?!\It flew right over my head!\Don't worry, Hirasawa-san.\Oh...\So do you guys have any other requests?\All good!\Then I'll try to plan our itenary so that it all fits together efficiently. response:	Are you sure you don't need help?
context: Wait, was that a joke from the occult club?!\It flew right over my head!\Don't worry, Hirasawa-san.\Oh...\So do you guys have any other requests?\All good!\Then I'll try to plan our itenary so that it all fits together efficiently.\Are you sure you don't need help? response:	Yeah, I love planning things.
context: It flew right over my head!\Don't worry, Hirasawa-san.\Oh...\So do you guys have any other requests?\All good!\Then I'll try to plan our itenary so that it all fits together efficiently.\Are you sure you don't need help?\Yeah, I love planning things. response:	Sorry.
context: Don't worry, Hirasawa-san.\Oh...\So do you guys have any other requests?\All good!\Then I'll try to plan our itenary so that it all fits together efficiently.\Are you sure you don't need help?\Yeah, I love planning things.\Sorry. response:	Azusa-chan, would you like some more?
context: Oh...\So do you guys have any other requests?\All good!\Then I'll try to plan our itenary so that it all fits together efficiently.\Are you sure you don't need help?\Yeah, I love planning things.\Sorry.\Azusa-chan, would you like some more? response:	Thank you, but I'm already full.
context: So do you guys have any other requests?\All good!\Then I'll try to plan our itenary so that it all fits together efficiently.\Are you sure you don't need help?\Yeah, I love planning things.\Sorry.\Azusa-chan, would you like some more?\Thank you, but I'm already full. response:	If Azu-nyan's planning our schedule, then we won't have any snack time...
context: All good!\Then I'll try to plan our itenary so that it all fits together efficiently.\Are you sure you don't need help?\Yeah, I love planning things.\Sorry.\Azusa-chan, would you like some more?\Thank you, but I'm already full.\If Azu-nyan's planning our schedule, then we won't have any snack time... response:	If we can go wherever we like, then we should go wherever we like.
context: Then I'll try to plan our itenary so that it all fits together efficiently.\Are you sure you don't need help?\Yeah, I love planning things.\Sorry.\Azusa-chan, would you like some more?\Thank you, but I'm already full.\If Azu-nyan's planning our schedule, then we won't have any snack time...\If we can go wherever we like, then we should go wherever we like. response:	Azusa, you're going home?
context: Are you sure you don't need help?\Yeah, I love planning things.\Sorry.\Azusa-chan, would you like some more?\Thank you, but I'm already full.\If Azu-nyan's planning our schedule, then we won't have any snack time...\If we can go wherever we like, then we should go wherever we like.\Azusa, you're going home? response:	Yes. Are you all staying?
context: Yeah, I love planning things.\Sorry.\Azusa-chan, would you like some more?\Thank you, but I'm already full.\If Azu-nyan's planning our schedule, then we won't have any snack time...\If we can go wherever we like, then we should go wherever we like.\Azusa, you're going home?\Yes. Are you all staying? response:	We're going home!
context: Sorry.\Azusa-chan, would you like some more?\Thank you, but I'm already full.\If Azu-nyan's planning our schedule, then we won't have any snack time...\If we can go wherever we like, then we should go wherever we like.\Azusa, you're going home?\Yes. Are you all staying?\We're going home! response:	After practicing afternoon tea, that is!
context: Azusa-chan, would you like some more?\Thank you, but I'm already full.\If Azu-nyan's planning our schedule, then we won't have any snack time...\If we can go wherever we like, then we should go wherever we like.\Azusa, you're going home?\Yes. Are you all staying?\We're going home!\After practicing afternoon tea, that is! response:	We're...
context: Thank you, but I'm already full.\If Azu-nyan's planning our schedule, then we won't have any snack time...\If we can go wherever we like, then we should go wherever we like.\Azusa, you're going home?\Yes. Are you all staying?\We're going home!\After practicing afternoon tea, that is!\We're... response:	going home after one more cup of tea, Azusa-chan!
context: If Azu-nyan's planning our schedule, then we won't have any snack time...\If we can go wherever we like, then we should go wherever we like.\Azusa, you're going home?\Yes. Are you all staying?\We're going home!\After practicing afternoon tea, that is!\We're...\going home after one more cup of tea, Azusa-chan! response:	Here, a souvenir!
context: If we can go wherever we like, then we should go wherever we like.\Azusa, you're going home?\Yes. Are you all staying?\We're going home!\After practicing afternoon tea, that is!\We're...\going home after one more cup of tea, Azusa-chan!\Here, a souvenir! response:	It's nothing impressive, though.
context: Azusa, you're going home?\Yes. Are you all staying?\We're going home!\After practicing afternoon tea, that is!\We're...\going home after one more cup of tea, Azusa-chan!\Here, a souvenir!\It's nothing impressive, though. response:	We're gonna wash the cups too!
context: Yes. Are you all staying?\We're going home!\After practicing afternoon tea, that is!\We're...\going home after one more cup of tea, Azusa-chan!\Here, a souvenir!\It's nothing impressive, though.\We're gonna wash the cups too! response:	Okay... Thank you very much.
context: We're going home!\After practicing afternoon tea, that is!\We're...\going home after one more cup of tea, Azusa-chan!\Here, a souvenir!\It's nothing impressive, though.\We're gonna wash the cups too!\Okay... Thank you very much. response:	Be careful, Azusa.
context: After practicing afternoon tea, that is!\We're...\going home after one more cup of tea, Azusa-chan!\Here, a souvenir!\It's nothing impressive, though.\We're gonna wash the cups too!\Okay... Thank you very much.\Be careful, Azusa. response:	And be sure to fit in snack times!
context: We're...\going home after one more cup of tea, Azusa-chan!\Here, a souvenir!\It's nothing impressive, though.\We're gonna wash the cups too!\Okay... Thank you very much.\Be careful, Azusa.\And be sure to fit in snack times! response:	I'll be going now.
context: going home after one more cup of tea, Azusa-chan!\Here, a souvenir!\It's nothing impressive, though.\We're gonna wash the cups too!\Okay... Thank you very much.\Be careful, Azusa.\And be sure to fit in snack times!\I'll be going now. response:	See you tomorrow!
context: Here, a souvenir!\It's nothing impressive, though.\We're gonna wash the cups too!\Okay... Thank you very much.\Be careful, Azusa.\And be sure to fit in snack times!\I'll be going now.\See you tomorrow! response:	Now then...
context: It's nothing impressive, though.\We're gonna wash the cups too!\Okay... Thank you very much.\Be careful, Azusa.\And be sure to fit in snack times!\I'll be going now.\See you tomorrow!\Now then... response:	Time for the main act.
context: We're gonna wash the cups too!\Okay... Thank you very much.\Be careful, Azusa.\And be sure to fit in snack times!\I'll be going now.\See you tomorrow!\Now then...\Time for the main act. response:	Of what?
context: Okay... Thank you very much.\Be careful, Azusa.\And be sure to fit in snack times!\I'll be going now.\See you tomorrow!\Now then...\Time for the main act.\Of what? response:	You're still here?!
context: Be careful, Azusa.\And be sure to fit in snack times!\I'll be going now.\See you tomorrow!\Now then...\Time for the main act.\Of what?\You're still here?! response:	Hey!
context: And be sure to fit in snack times!\I'll be going now.\See you tomorrow!\Now then...\Time for the main act.\Of what?\You're still here?!\Hey! response:	Come on, Sawa-chan!
context: I'll be going now.\See you tomorrow!\Now then...\Time for the main act.\Of what?\You're still here?!\Hey!\Come on, Sawa-chan! response:	Don't worry about it.
context: See you tomorrow!\Now then...\Time for the main act.\Of what?\You're still here?!\Hey!\Come on, Sawa-chan!\Don't worry about it. response:	Oh right, weren't you having a date today?
context: Now then...\Time for the main act.\Of what?\You're still here?!\Hey!\Come on, Sawa-chan!\Don't worry about it.\Oh right, weren't you having a date today? response:	I don't have such plans!
context: Time for the main act.\Of what?\You're still here?!\Hey!\Come on, Sawa-chan!\Don't worry about it.\Oh right, weren't you having a date today?\I don't have such plans! response:	Oh? See you later!
context: Of what?\You're still here?!\Hey!\Come on, Sawa-chan!\Don't worry about it.\Oh right, weren't you having a date today?\I don't have such plans!\Oh? See you later! response:	Okay.
context: You're still here?!\Hey!\Come on, Sawa-chan!\Don't worry about it.\Oh right, weren't you having a date today?\I don't have such plans!\Oh? See you later!\Okay. response:	So what should we get for Azu-nyan?
context: Hey!\Come on, Sawa-chan!\Don't worry about it.\Oh right, weren't you having a date today?\I don't have such plans!\Oh? See you later!\Okay.\So what should we get for Azu-nyan? response:	She's always taking care of us.
context: Come on, Sawa-chan!\Don't worry about it.\Oh right, weren't you having a date today?\I don't have such plans!\Oh? See you later!\Okay.\So what should we get for Azu-nyan?\She's always taking care of us. response:	If we were to express our constant gratitude to her...
context: Don't worry about it.\Oh right, weren't you having a date today?\I don't have such plans!\Oh? See you later!\Okay.\So what should we get for Azu-nyan?\She's always taking care of us.\If we were to express our constant gratitude to her... response:	How about a play?
context: Oh right, weren't you having a date today?\I don't have such plans!\Oh? See you later!\Okay.\So what should we get for Azu-nyan?\She's always taking care of us.\If we were to express our constant gratitude to her...\How about a play? response:	No more plays!
context: I don't have such plans!\Oh? See you later!\Okay.\So what should we get for Azu-nyan?\She's always taking care of us.\If we were to express our constant gratitude to her...\How about a play?\No more plays! response:	What would be nice?
context: Oh? See you later!\Okay.\So what should we get for Azu-nyan?\She's always taking care of us.\If we were to express our constant gratitude to her...\How about a play?\No more plays!\What would be nice? response:	Azu-nyan left Muttan here!
context: Okay.\So what should we get for Azu-nyan?\She's always taking care of us.\If we were to express our constant gratitude to her...\How about a play?\No more plays!\What would be nice?\Azu-nyan left Muttan here! response:	This is terrible!
context: So what should we get for Azu-nyan?\She's always taking care of us.\If we were to express our constant gratitude to her...\How about a play?\No more plays!\What would be nice?\Azu-nyan left Muttan here!\This is terrible! response:	It's Mustang.
context: She's always taking care of us.\If we were to express our constant gratitude to her...\How about a play?\No more plays!\What would be nice?\Azu-nyan left Muttan here!\This is terrible!\It's Mustang. response:	Yours is named Elizabeth, right?
context: If we were to express our constant gratitude to her...\How about a play?\No more plays!\What would be nice?\Azu-nyan left Muttan here!\This is terrible!\It's Mustang.\Yours is named Elizabeth, right? response:	Well, how about asking Muttan?
context: How about a play?\No more plays!\What would be nice?\Azu-nyan left Muttan here!\This is terrible!\It's Mustang.\Yours is named Elizabeth, right?\Well, how about asking Muttan? response:	Muttan, what would be a good present for Azu-nyan?
context: No more plays!\What would be nice?\Azu-nyan left Muttan here!\This is terrible!\It's Mustang.\Yours is named Elizabeth, right?\Well, how about asking Muttan?\Muttan, what would be a good present for Azu-nyan? response:	Just kidding...
context: What would be nice?\Azu-nyan left Muttan here!\This is terrible!\It's Mustang.\Yours is named Elizabeth, right?\Well, how about asking Muttan?\Muttan, what would be a good present for Azu-nyan?\Just kidding... response:	Muttan!
context: Azu-nyan left Muttan here!\This is terrible!\It's Mustang.\Yours is named Elizabeth, right?\Well, how about asking Muttan?\Muttan, what would be a good present for Azu-nyan?\Just kidding...\Muttan! response:	Wait!
context: This is terrible!\It's Mustang.\Yours is named Elizabeth, right?\Well, how about asking Muttan?\Muttan, what would be a good present for Azu-nyan?\Just kidding...\Muttan!\Wait! response:	Muttan spoke.
context: It's Mustang.\Yours is named Elizabeth, right?\Well, how about asking Muttan?\Muttan, what would be a good present for Azu-nyan?\Just kidding...\Muttan!\Wait!\Muttan spoke. response:	A track, he said.
context: Yours is named Elizabeth, right?\Well, how about asking Muttan?\Muttan, what would be a good present for Azu-nyan?\Just kidding...\Muttan!\Wait!\Muttan spoke.\A track, he said. response:	Shoot! Was it that bad of a fall?
context: Well, how about asking Muttan?\Muttan, what would be a good present for Azu-nyan?\Just kidding...\Muttan!\Wait!\Muttan spoke.\A track, he said.\Shoot! Was it that bad of a fall? response:	A train track?
context: Muttan, what would be a good present for Azu-nyan?\Just kidding...\Muttan!\Wait!\Muttan spoke.\A track, he said.\Shoot! Was it that bad of a fall?\A train track? response:	No, a track!
context: Just kidding...\Muttan!\Wait!\Muttan spoke.\A track, he said.\Shoot! Was it that bad of a fall?\A train track?\No, a track! response:	A trick?
context: Muttan!\Wait!\Muttan spoke.\A track, he said.\Shoot! Was it that bad of a fall?\A train track?\No, a track!\A trick? response:	No, a track!
context: Wait!\Muttan spoke.\A track, he said.\Shoot! Was it that bad of a fall?\A train track?\No, a track!\A trick?\No, a track! response:	Field?
context: Muttan spoke.\A track, he said.\Shoot! Was it that bad of a fall?\A train track?\No, a track!\A trick?\No, a track!\Field? response:	No! A song! You know, music!
context: A track, he said.\Shoot! Was it that bad of a fall?\A train track?\No, a track!\A trick?\No, a track!\Field?\No! A song! You know, music! response:	Why didn't I think of this earlier?
context: Shoot! Was it that bad of a fall?\A train track?\No, a track!\A trick?\No, a track!\Field?\No! A song! You know, music!\Why didn't I think of this earlier? response:	You mean we should write a song for Azusa?
