context: now response:	Ruka-chan Still up?
context: Jeez, you two!\That should do it.\What's the plan for Christmas? I'd like to go see some night lights!\I'm going on a trip with family over Christmas. Really sorry.\What? I don't believe you!!\This can't go on all the way to Christmas, or she'll really get the wrong idea!\What? I don't believe you!!\I'm breaking up with you. response:	I'm breaking up with you.
context: That should do it.\What's the plan for Christmas? I'd like to go see some night lights!\I'm going on a trip with family over Christmas. Really sorry.\What? I don't believe you!!\This can't go on all the way to Christmas, or she'll really get the wrong idea!\What? I don't believe you!!\I'm breaking up with you.\I'm breaking up with you. response:	Just kidding.
context: What's the plan for Christmas? I'd like to go see some night lights!\I'm going on a trip with family over Christmas. Really sorry.\What? I don't believe you!!\This can't go on all the way to Christmas, or she'll really get the wrong idea!\What? I don't believe you!!\I'm breaking up with you.\I'm breaking up with you.\Just kidding. response:	I need to distance myself...
context: I'm going on a trip with family over Christmas. Really sorry.\What? I don't believe you!!\This can't go on all the way to Christmas, or she'll really get the wrong idea!\What? I don't believe you!!\I'm breaking up with you.\I'm breaking up with you.\Just kidding.\I need to distance myself... response:	Christmas, huh?
context: What? I don't believe you!!\This can't go on all the way to Christmas, or she'll really get the wrong idea!\What? I don't believe you!!\I'm breaking up with you.\I'm breaking up with you.\Just kidding.\I need to distance myself...\Christmas, huh? response:	Last year, I spent the entire time at home studying for entrance exams.
context: This can't go on all the way to Christmas, or she'll really get the wrong idea!\What? I don't believe you!!\I'm breaking up with you.\I'm breaking up with you.\Just kidding.\I need to distance myself...\Christmas, huh?\Last year, I spent the entire time at home studying for entrance exams. response:	The only special occurrences...
context: What? I don't believe you!!\I'm breaking up with you.\I'm breaking up with you.\Just kidding.\I need to distance myself...\Christmas, huh?\Last year, I spent the entire time at home studying for entrance exams.\The only special occurrences... response:	Kibe Yoshiaki
context: I'm breaking up with you.\I'm breaking up with you.\Just kidding.\I need to distance myself...\Christmas, huh?\Last year, I spent the entire time at home studying for entrance exams.\The only special occurrences...\Kibe Yoshiaki response:	Use it to buy a GAO porn lucky bag, VGB.
context: I'm breaking up with you.\Just kidding.\I need to distance myself...\Christmas, huh?\Last year, I spent the entire time at home studying for entrance exams.\The only special occurrences...\Kibe Yoshiaki\Use it to buy a GAO porn lucky bag, VGB. response:	What's VGB?
context: Just kidding.\I need to distance myself...\Christmas, huh?\Last year, I spent the entire time at home studying for entrance exams.\The only special occurrences...\Kibe Yoshiaki\Use it to buy a GAO porn lucky bag, VGB.\What's VGB? response:	VirGin Boy
context: I need to distance myself...\Christmas, huh?\Last year, I spent the entire time at home studying for entrance exams.\The only special occurrences...\Kibe Yoshiaki\Use it to buy a GAO porn lucky bag, VGB.\What's VGB?\VirGin Boy response:	stfu
context: Christmas, huh?\Last year, I spent the entire time at home studying for entrance exams.\The only special occurrences...\Kibe Yoshiaki\Use it to buy a GAO porn lucky bag, VGB.\What's VGB?\VirGin Boy\stfu response:	no u
context: Last year, I spent the entire time at home studying for entrance exams.\The only special occurrences...\Kibe Yoshiaki\Use it to buy a GAO porn lucky bag, VGB.\What's VGB?\VirGin Boy\stfu\no u response:	were these nonsense texts from Kibe.
context: The only special occurrences...\Kibe Yoshiaki\Use it to buy a GAO porn lucky bag, VGB.\What's VGB?\VirGin Boy\stfu\no u\were these nonsense texts from Kibe. response:	Kibe Yoshiaki
context: Kibe Yoshiaki\Use it to buy a GAO porn lucky bag, VGB.\What's VGB?\VirGin Boy\stfu\no u\were these nonsense texts from Kibe.\Kibe Yoshiaki response:	merry xmas
context: Use it to buy a GAO porn lucky bag, VGB.\What's VGB?\VirGin Boy\stfu\no u\were these nonsense texts from Kibe.\Kibe Yoshiaki\merry xmas response:	dick
context: What's VGB?\VirGin Boy\stfu\no u\were these nonsense texts from Kibe.\Kibe Yoshiaki\merry xmas\dick response:	dick
context: VirGin Boy\stfu\no u\were these nonsense texts from Kibe.\Kibe Yoshiaki\merry xmas\dick\dick response:	If only I could spend Christmas with Mizuhara...
context: stfu\no u\were these nonsense texts from Kibe.\Kibe Yoshiaki\merry xmas\dick\dick\If only I could spend Christmas with Mizuhara... response:	Cheers!
context: no u\were these nonsense texts from Kibe.\Kibe Yoshiaki\merry xmas\dick\dick\If only I could spend Christmas with Mizuhara...\Cheers! response:	Clink
context: were these nonsense texts from Kibe.\Kibe Yoshiaki\merry xmas\dick\dick\If only I could spend Christmas with Mizuhara...\Cheers!\Clink response:	Here's your gift.
context: Kibe Yoshiaki\merry xmas\dick\dick\If only I could spend Christmas with Mizuhara...\Cheers!\Clink\Here's your gift. response:	Merry, merry Christmas!
context: merry xmas\dick\dick\If only I could spend Christmas with Mizuhara...\Cheers!\Clink\Here's your gift.\Merry, merry Christmas! response:	Merry, Merry Christmas!
context: dick\dick\If only I could spend Christmas with Mizuhara...\Cheers!\Clink\Here's your gift.\Merry, merry Christmas!\Merry, Merry Christmas! response:	Oh, I know!
context: dick\If only I could spend Christmas with Mizuhara...\Cheers!\Clink\Here's your gift.\Merry, merry Christmas!\Merry, Merry Christmas!\Oh, I know! response:	If I make a booking right now, I
context: If only I could spend Christmas with Mizuhara...\Cheers!\Clink\Here's your gift.\Merry, merry Christmas!\Merry, Merry Christmas!\Oh, I know!\If I make a booking right now, I response:	Mizuhara
context: Cheers!\Clink\Here's your gift.\Merry, merry Christmas!\Merry, Merry Christmas!\Oh, I know!\If I make a booking right now, I\Mizuhara response:	What? She's already booked for Christmas Eve?
context: Clink\Here's your gift.\Merry, merry Christmas!\Merry, Merry Christmas!\Oh, I know!\If I make a booking right now, I\Mizuhara\What? She's already booked for Christmas Eve? response:	Well, she's fairly popular.
context: Here's your gift.\Merry, merry Christmas!\Merry, Merry Christmas!\Oh, I know!\If I make a booking right now, I\Mizuhara\What? She's already booked for Christmas Eve?\Well, she's fairly popular. response:	And I guess great minds think alike.
context: Merry, merry Christmas!\Merry, Merry Christmas!\Oh, I know!\If I make a booking right now, I\Mizuhara\What? She's already booked for Christmas Eve?\Well, she's fairly popular.\And I guess great minds think alike. response:	She's on top of the charts among rookies, after all.
context: Merry, Merry Christmas!\Oh, I know!\If I make a booking right now, I\Mizuhara\What? She's already booked for Christmas Eve?\Well, she's fairly popular.\And I guess great minds think alike.\She's on top of the charts among rookies, after all. response:	Come to think of it...
context: Oh, I know!\If I make a booking right now, I\Mizuhara\What? She's already booked for Christmas Eve?\Well, she's fairly popular.\And I guess great minds think alike.\She's on top of the charts among rookies, after all.\Come to think of it... response:	Mizuhara Kamiya Shimizu
context: If I make a booking right now, I\Mizuhara\What? She's already booked for Christmas Eve?\Well, she's fairly popular.\And I guess great minds think alike.\She's on top of the charts among rookies, after all.\Come to think of it...\Mizuhara Kamiya Shimizu response:	Why is she even working as a rental girlfriend?
context: Mizuhara\What? She's already booked for Christmas Eve?\Well, she's fairly popular.\And I guess great minds think alike.\She's on top of the charts among rookies, after all.\Come to think of it...\Mizuhara Kamiya Shimizu\Why is she even working as a rental girlfriend? response:	For money, I guess?
context: What? She's already booked for Christmas Eve?\Well, she's fairly popular.\And I guess great minds think alike.\She's on top of the charts among rookies, after all.\Come to think of it...\Mizuhara Kamiya Shimizu\Why is she even working as a rental girlfriend?\For money, I guess? response:	Mwahaha
context: Well, she's fairly popular.\And I guess great minds think alike.\She's on top of the charts among rookies, after all.\Come to think of it...\Mizuhara Kamiya Shimizu\Why is she even working as a rental girlfriend?\For money, I guess?\Mwahaha response:	But she said she wasn't making all that much,
context: And I guess great minds think alike.\She's on top of the charts among rookies, after all.\Come to think of it...\Mizuhara Kamiya Shimizu\Why is she even working as a rental girlfriend?\For money, I guess?\Mwahaha\But she said she wasn't making all that much, response:	and she's living in this run-down building.
context: She's on top of the charts among rookies, after all.\Come to think of it...\Mizuhara Kamiya Shimizu\Why is she even working as a rental girlfriend?\For money, I guess?\Mwahaha\But she said she wasn't making all that much,\and she's living in this run-down building. response:	She's not the type to get off on wrapping boys around her finger, either.
context: Come to think of it...\Mizuhara Kamiya Shimizu\Why is she even working as a rental girlfriend?\For money, I guess?\Mwahaha\But she said she wasn't making all that much,\and she's living in this run-down building.\She's not the type to get off on wrapping boys around her finger, either. response:	Come on.
context: Mizuhara Kamiya Shimizu\Why is she even working as a rental girlfriend?\For money, I guess?\Mwahaha\But she said she wasn't making all that much,\and she's living in this run-down building.\She's not the type to get off on wrapping boys around her finger, either.\Come on. response:	Well, no point in thinking about it. Time to sleep.
context: Why is she even working as a rental girlfriend?\For money, I guess?\Mwahaha\But she said she wasn't making all that much,\and she's living in this run-down building.\She's not the type to get off on wrapping boys around her finger, either.\Come on.\Well, no point in thinking about it. Time to sleep. response:	No way I could figure it out...
context: For money, I guess?\Mwahaha\But she said she wasn't making all that much,\and she's living in this run-down building.\She's not the type to get off on wrapping boys around her finger, either.\Come on.\Well, no point in thinking about it. Time to sleep.\No way I could figure it out... response:	Man, looks like I'll be spending another Christmas alone...
context: Mwahaha\But she said she wasn't making all that much,\and she's living in this run-down building.\She's not the type to get off on wrapping boys around her finger, either.\Come on.\Well, no point in thinking about it. Time to sleep.\No way I could figure it out...\Man, looks like I'll be spending another Christmas alone... response:	That's all the end-of-year payments done...
context: But she said she wasn't making all that much,\and she's living in this run-down building.\She's not the type to get off on wrapping boys around her finger, either.\Come on.\Well, no point in thinking about it. Time to sleep.\No way I could figure it out...\Man, looks like I'll be spending another Christmas alone...\That's all the end-of-year payments done... response:	That number's looking awfully low. Lots of it went to Mizuhara.
context: and she's living in this run-down building.\She's not the type to get off on wrapping boys around her finger, either.\Come on.\Well, no point in thinking about it. Time to sleep.\No way I could figure it out...\Man, looks like I'll be spending another Christmas alone...\That's all the end-of-year payments done...\That number's looking awfully low. Lots of it went to Mizuhara. response:	It's my own fault, though.
context: She's not the type to get off on wrapping boys around her finger, either.\Come on.\Well, no point in thinking about it. Time to sleep.\No way I could figure it out...\Man, looks like I'll be spending another Christmas alone...\That's all the end-of-year payments done...\That number's looking awfully low. Lots of it went to Mizuhara.\It's my own fault, though. response:	Guess I'll have to find a job for real.
context: Come on.\Well, no point in thinking about it. Time to sleep.\No way I could figure it out...\Man, looks like I'll be spending another Christmas alone...\That's all the end-of-year payments done...\That number's looking awfully low. Lots of it went to Mizuhara.\It's my own fault, though.\Guess I'll have to find a job for real. response:	Mizuhara?
context: Well, no point in thinking about it. Time to sleep.\No way I could figure it out...\Man, looks like I'll be spending another Christmas alone...\That's all the end-of-year payments done...\That number's looking awfully low. Lots of it went to Mizuhara.\It's my own fault, though.\Guess I'll have to find a job for real.\Mizuhara? response:	Look at her all dressed up! So pretty!
context: No way I could figure it out...\Man, looks like I'll be spending another Christmas alone...\That's all the end-of-year payments done...\That number's looking awfully low. Lots of it went to Mizuhara.\It's my own fault, though.\Guess I'll have to find a job for real.\Mizuhara?\Look at her all dressed up! So pretty! response:	Wait, why am I hiding?
context: Man, looks like I'll be spending another Christmas alone...\That's all the end-of-year payments done...\That number's looking awfully low. Lots of it went to Mizuhara.\It's my own fault, though.\Guess I'll have to find a job for real.\Mizuhara?\Look at her all dressed up! So pretty!\Wait, why am I hiding? response:	Yikes, a date? I didn't want to see her working!
context: That's all the end-of-year payments done...\That number's looking awfully low. Lots of it went to Mizuhara.\It's my own fault, though.\Guess I'll have to find a job for real.\Mizuhara?\Look at her all dressed up! So pretty!\Wait, why am I hiding?\Yikes, a date? I didn't want to see her working! response:	Why am I looking away?
context: That number's looking awfully low. Lots of it went to Mizuhara.\It's my own fault, though.\Guess I'll have to find a job for real.\Mizuhara?\Look at her all dressed up! So pretty!\Wait, why am I hiding?\Yikes, a date? I didn't want to see her working!\Why am I looking away? response:	But I have a feeling I shouldn't look...
context: It's my own fault, though.\Guess I'll have to find a job for real.\Mizuhara?\Look at her all dressed up! So pretty!\Wait, why am I hiding?\Yikes, a date? I didn't want to see her working!\Why am I looking away?\But I have a feeling I shouldn't look... response:	I can't believe a hottie like that is booking a rental girlfriend, though.
context: Guess I'll have to find a job for real.\Mizuhara?\Look at her all dressed up! So pretty!\Wait, why am I hiding?\Yikes, a date? I didn't want to see her working!\Why am I looking away?\But I have a feeling I shouldn't look...\I can't believe a hottie like that is booking a rental girlfriend, though. response:	I shouldn't interrupt.
context: Mizuhara?\Look at her all dressed up! So pretty!\Wait, why am I hiding?\Yikes, a date? I didn't want to see her working!\Why am I looking away?\But I have a feeling I shouldn't look...\I can't believe a hottie like that is booking a rental girlfriend, though.\I shouldn't interrupt. response:	I didn't know why, but a massive doubt crept into my mind at that moment...
context: Look at her all dressed up! So pretty!\Wait, why am I hiding?\Yikes, a date? I didn't want to see her working!\Why am I looking away?\But I have a feeling I shouldn't look...\I can't believe a hottie like that is booking a rental girlfriend, though.\I shouldn't interrupt.\I didn't know why, but a massive doubt crept into my mind at that moment... response:	An all-too-cruel possibility I'd stumbled upon on that sacred day.
context: Wait, why am I hiding?\Yikes, a date? I didn't want to see her working!\Why am I looking away?\But I have a feeling I shouldn't look...\I can't believe a hottie like that is booking a rental girlfriend, though.\I shouldn't interrupt.\I didn't know why, but a massive doubt crept into my mind at that moment...\An all-too-cruel possibility I'd stumbled upon on that sacred day. response:	Something I wanted to look away from'cause it'd turn my world upside-down.
context: Yikes, a date? I didn't want to see her working!\Why am I looking away?\But I have a feeling I shouldn't look...\I can't believe a hottie like that is booking a rental girlfriend, though.\I shouldn't interrupt.\I didn't know why, but a massive doubt crept into my mind at that moment...\An all-too-cruel possibility I'd stumbled upon on that sacred day.\Something I wanted to look away from'cause it'd turn my world upside-down. response:	At the same time, I was dismayed at myself for not even considering it until then.
context: Why am I looking away?\But I have a feeling I shouldn't look...\I can't believe a hottie like that is booking a rental girlfriend, though.\I shouldn't interrupt.\I didn't know why, but a massive doubt crept into my mind at that moment...\An all-too-cruel possibility I'd stumbled upon on that sacred day.\Something I wanted to look away from'cause it'd turn my world upside-down.\At the same time, I was dismayed at myself for not even considering it until then. response:	Maybe Rental Girlfriend Mizuhara Chizuru has a boyfriend.
context: But I have a feeling I shouldn't look...\I can't believe a hottie like that is booking a rental girlfriend, though.\I shouldn't interrupt.\I didn't know why, but a massive doubt crept into my mind at that moment...\An all-too-cruel possibility I'd stumbled upon on that sacred day.\Something I wanted to look away from'cause it'd turn my world upside-down.\At the same time, I was dismayed at myself for not even considering it until then.\Maybe Rental Girlfriend Mizuhara Chizuru has a boyfriend. response:	It took but a few seconds for those dark thoughts to completely consume my mind.
context: I can't believe a hottie like that is booking a rental girlfriend, though.\I shouldn't interrupt.\I didn't know why, but a massive doubt crept into my mind at that moment...\An all-too-cruel possibility I'd stumbled upon on that sacred day.\Something I wanted to look away from'cause it'd turn my world upside-down.\At the same time, I was dismayed at myself for not even considering it until then.\Maybe Rental Girlfriend Mizuhara Chizuru has a boyfriend.\It took but a few seconds for those dark thoughts to completely consume my mind. response:	Rent - a - Girlfriend
context: I shouldn't interrupt.\I didn't know why, but a massive doubt crept into my mind at that moment...\An all-too-cruel possibility I'd stumbled upon on that sacred day.\Something I wanted to look away from'cause it'd turn my world upside-down.\At the same time, I was dismayed at myself for not even considering it until then.\Maybe Rental Girlfriend Mizuhara Chizuru has a boyfriend.\It took but a few seconds for those dark thoughts to completely consume my mind.\Rent - a - Girlfriend response:	What?
context: I didn't know why, but a massive doubt crept into my mind at that moment...\An all-too-cruel possibility I'd stumbled upon on that sacred day.\Something I wanted to look away from'cause it'd turn my world upside-down.\At the same time, I was dismayed at myself for not even considering it until then.\Maybe Rental Girlfriend Mizuhara Chizuru has a boyfriend.\It took but a few seconds for those dark thoughts to completely consume my mind.\Rent - a - Girlfriend\What? response:	Is that her boyfriend?!
context: An all-too-cruel possibility I'd stumbled upon on that sacred day.\Something I wanted to look away from'cause it'd turn my world upside-down.\At the same time, I was dismayed at myself for not even considering it until then.\Maybe Rental Girlfriend Mizuhara Chizuru has a boyfriend.\It took but a few seconds for those dark thoughts to completely consume my mind.\Rent - a - Girlfriend\What?\Is that her boyfriend?! response:	Why'd the thought never even cross my mind?
context: Something I wanted to look away from'cause it'd turn my world upside-down.\At the same time, I was dismayed at myself for not even considering it until then.\Maybe Rental Girlfriend Mizuhara Chizuru has a boyfriend.\It took but a few seconds for those dark thoughts to completely consume my mind.\Rent - a - Girlfriend\What?\Is that her boyfriend?!\Why'd the thought never even cross my mind? response:	Who ever said a rental girlfriend couldn't have a boyfriend?
context: At the same time, I was dismayed at myself for not even considering it until then.\Maybe Rental Girlfriend Mizuhara Chizuru has a boyfriend.\It took but a few seconds for those dark thoughts to completely consume my mind.\Rent - a - Girlfriend\What?\Is that her boyfriend?!\Why'd the thought never even cross my mind?\Who ever said a rental girlfriend couldn't have a boyfriend? response:	Come to think of it, I know nothing about Mizuhara's personal life.
context: Maybe Rental Girlfriend Mizuhara Chizuru has a boyfriend.\It took but a few seconds for those dark thoughts to completely consume my mind.\Rent - a - Girlfriend\What?\Is that her boyfriend?!\Why'd the thought never even cross my mind?\Who ever said a rental girlfriend couldn't have a boyfriend?\Come to think of it, I know nothing about Mizuhara's personal life. response:	And there's a chance they're dating in secret.
context: It took but a few seconds for those dark thoughts to completely consume my mind.\Rent - a - Girlfriend\What?\Is that her boyfriend?!\Why'd the thought never even cross my mind?\Who ever said a rental girlfriend couldn't have a boyfriend?\Come to think of it, I know nothing about Mizuhara's personal life.\And there's a chance they're dating in secret. response:	And Mizuhara being single was about as likely as pigs flying to begin with!
context: Rent - a - Girlfriend\What?\Is that her boyfriend?!\Why'd the thought never even cross my mind?\Who ever said a rental girlfriend couldn't have a boyfriend?\Come to think of it, I know nothing about Mizuhara's personal life.\And there's a chance they're dating in secret.\And Mizuhara being single was about as likely as pigs flying to begin with! response:	Wait, no way!
context: What?\Is that her boyfriend?!\Why'd the thought never even cross my mind?\Who ever said a rental girlfriend couldn't have a boyfriend?\Come to think of it, I know nothing about Mizuhara's personal life.\And there's a chance they're dating in secret.\And Mizuhara being single was about as likely as pigs flying to begin with!\Wait, no way! response:	Mizuhara can't have a boyfriend!
context: Is that her boyfriend?!\Why'd the thought never even cross my mind?\Who ever said a rental girlfriend couldn't have a boyfriend?\Come to think of it, I know nothing about Mizuhara's personal life.\And there's a chance they're dating in secret.\And Mizuhara being single was about as likely as pigs flying to begin with!\Wait, no way!\Mizuhara can't have a boyfriend! response:	She... can't...
context: Why'd the thought never even cross my mind?\Who ever said a rental girlfriend couldn't have a boyfriend?\Come to think of it, I know nothing about Mizuhara's personal life.\And there's a chance they're dating in secret.\And Mizuhara being single was about as likely as pigs flying to begin with!\Wait, no way!\Mizuhara can't have a boyfriend!\She... can't... response:	Sorry, I lied about when my last train leaves.
context: Who ever said a rental girlfriend couldn't have a boyfriend?\Come to think of it, I know nothing about Mizuhara's personal life.\And there's a chance they're dating in secret.\And Mizuhara being single was about as likely as pigs flying to begin with!\Wait, no way!\Mizuhara can't have a boyfriend!\She... can't...\Sorry, I lied about when my last train leaves. response:	Bad girl. Santa won't come see you this year.
context: Come to think of it, I know nothing about Mizuhara's personal life.\And there's a chance they're dating in secret.\And Mizuhara being single was about as likely as pigs flying to begin with!\Wait, no way!\Mizuhara can't have a boyfriend!\She... can't...\Sorry, I lied about when my last train leaves.\Bad girl. Santa won't come see you this year. response:	Shall we get going, then?
context: And there's a chance they're dating in secret.\And Mizuhara being single was about as likely as pigs flying to begin with!\Wait, no way!\Mizuhara can't have a boyfriend!\She... can't...\Sorry, I lied about when my last train leaves.\Bad girl. Santa won't come see you this year.\Shall we get going, then? response:	Yeah!
context: And Mizuhara being single was about as likely as pigs flying to begin with!\Wait, no way!\Mizuhara can't have a boyfriend!\She... can't...\Sorry, I lied about when my last train leaves.\Bad girl. Santa won't come see you this year.\Shall we get going, then?\Yeah! response:	What'd you do over the weekend, Umi-kun?
context: Wait, no way!\Mizuhara can't have a boyfriend!\She... can't...\Sorry, I lied about when my last train leaves.\Bad girl. Santa won't come see you this year.\Shall we get going, then?\Yeah!\What'd you do over the weekend, Umi-kun? response:	Futsal, mostly.
context: Mizuhara can't have a boyfriend!\She... can't...\Sorry, I lied about when my last train leaves.\Bad girl. Santa won't come see you this year.\Shall we get going, then?\Yeah!\What'd you do over the weekend, Umi-kun?\Futsal, mostly. response:	Sounds cool! I wanna try it, too!
context: She... can't...\Sorry, I lied about when my last train leaves.\Bad girl. Santa won't come see you this year.\Shall we get going, then?\Yeah!\What'd you do over the weekend, Umi-kun?\Futsal, mostly.\Sounds cool! I wanna try it, too! response:	I'll call you next time I go. It's really fun.
context: Sorry, I lied about when my last train leaves.\Bad girl. Santa won't come see you this year.\Shall we get going, then?\Yeah!\What'd you do over the weekend, Umi-kun?\Futsal, mostly.\Sounds cool! I wanna try it, too!\I'll call you next time I go. It's really fun. response:	Yay!
context: Bad girl. Santa won't come see you this year.\Shall we get going, then?\Yeah!\What'd you do over the weekend, Umi-kun?\Futsal, mostly.\Sounds cool! I wanna try it, too!\I'll call you next time I go. It's really fun.\Yay! response:	So his name's Umi, huh?
context: Shall we get going, then?\Yeah!\What'd you do over the weekend, Umi-kun?\Futsal, mostly.\Sounds cool! I wanna try it, too!\I'll call you next time I go. It's really fun.\Yay!\So his name's Umi, huh? response:	Eco-Friendly
context: Yeah!\What'd you do over the weekend, Umi-kun?\Futsal, mostly.\Sounds cool! I wanna try it, too!\I'll call you next time I go. It's really fun.\Yay!\So his name's Umi, huh?\Eco-Friendly response:	How shady.
context: What'd you do over the weekend, Umi-kun?\Futsal, mostly.\Sounds cool! I wanna try it, too!\I'll call you next time I go. It's really fun.\Yay!\So his name's Umi, huh?\Eco-Friendly\How shady. response:	I-I'm so sorry!
context: Futsal, mostly.\Sounds cool! I wanna try it, too!\I'll call you next time I go. It's really fun.\Yay!\So his name's Umi, huh?\Eco-Friendly\How shady.\I-I'm so sorry! response:	What am I doing?
context: Sounds cool! I wanna try it, too!\I'll call you next time I go. It's really fun.\Yay!\So his name's Umi, huh?\Eco-Friendly\How shady.\I-I'm so sorry!\What am I doing? response:	If Mizuhara saw me, what would she think?
context: I'll call you next time I go. It's really fun.\Yay!\So his name's Umi, huh?\Eco-Friendly\How shady.\I-I'm so sorry!\What am I doing?\If Mizuhara saw me, what would she think? response:	Is that seriously her boyfriend, though?
context: Yay!\So his name's Umi, huh?\Eco-Friendly\How shady.\I-I'm so sorry!\What am I doing?\If Mizuhara saw me, what would she think?\Is that seriously her boyfriend, though? response:	There's still a chance he's renting her.
context: So his name's Umi, huh?\Eco-Friendly\How shady.\I-I'm so sorry!\What am I doing?\If Mizuhara saw me, what would she think?\Is that seriously her boyfriend, though?\There's still a chance he's renting her. response:	And it'd be mighty deceptive of her to act all affable with clients
context: Eco-Friendly\How shady.\I-I'm so sorry!\What am I doing?\If Mizuhara saw me, what would she think?\Is that seriously her boyfriend, though?\There's still a chance he's renting her.\And it'd be mighty deceptive of her to act all affable with clients response:	while dating a pretty boy in real life...
context: How shady.\I-I'm so sorry!\What am I doing?\If Mizuhara saw me, what would she think?\Is that seriously her boyfriend, though?\There's still a chance he's renting her.\And it'd be mighty deceptive of her to act all affable with clients\while dating a pretty boy in real life... response:	If I'm gonna date a guy, he's gotta be hot.
context: I-I'm so sorry!\What am I doing?\If Mizuhara saw me, what would she think?\Is that seriously her boyfriend, though?\There's still a chance he's renting her.\And it'd be mighty deceptive of her to act all affable with clients\while dating a pretty boy in real life...\If I'm gonna date a guy, he's gotta be hot. response:	Snicker
context: What am I doing?\If Mizuhara saw me, what would she think?\Is that seriously her boyfriend, though?\There's still a chance he's renting her.\And it'd be mighty deceptive of her to act all affable with clients\while dating a pretty boy in real life...\If I'm gonna date a guy, he's gotta be hot.\Snicker response:	Would Mizuhara really betray us like that?
context: If Mizuhara saw me, what would she think?\Is that seriously her boyfriend, though?\There's still a chance he's renting her.\And it'd be mighty deceptive of her to act all affable with clients\while dating a pretty boy in real life...\If I'm gonna date a guy, he's gotta be hot.\Snicker\Would Mizuhara really betray us like that? response:	That'd be way too cruel!
context: Is that seriously her boyfriend, though?\There's still a chance he's renting her.\And it'd be mighty deceptive of her to act all affable with clients\while dating a pretty boy in real life...\If I'm gonna date a guy, he's gotta be hot.\Snicker\Would Mizuhara really betray us like that?\That'd be way too cruel! response:	Go, Kinoshita!
context: There's still a chance he's renting her.\And it'd be mighty deceptive of her to act all affable with clients\while dating a pretty boy in real life...\If I'm gonna date a guy, he's gotta be hot.\Snicker\Would Mizuhara really betray us like that?\That'd be way too cruel!\Go, Kinoshita! response:	Mizuhara Chizuru
context: And it'd be mighty deceptive of her to act all affable with clients\while dating a pretty boy in real life...\If I'm gonna date a guy, he's gotta be hot.\Snicker\Would Mizuhara really betray us like that?\That'd be way too cruel!\Go, Kinoshita!\Mizuhara Chizuru response:	Client Association
context: while dating a pretty boy in real life...\If I'm gonna date a guy, he's gotta be hot.\Snicker\Would Mizuhara really betray us like that?\That'd be way too cruel!\Go, Kinoshita!\Mizuhara Chizuru\Client Association response:	Expose Mizuhara Chizuru!
context: If I'm gonna date a guy, he's gotta be hot.\Snicker\Would Mizuhara really betray us like that?\That'd be way too cruel!\Go, Kinoshita!\Mizuhara Chizuru\Client Association\Expose Mizuhara Chizuru! response:	Being that pretty is not an excuse!
context: Snicker\Would Mizuhara really betray us like that?\That'd be way too cruel!\Go, Kinoshita!\Mizuhara Chizuru\Client Association\Expose Mizuhara Chizuru!\Being that pretty is not an excuse! response:	I need to do this for the bros!
context: Would Mizuhara really betray us like that?\That'd be way too cruel!\Go, Kinoshita!\Mizuhara Chizuru\Client Association\Expose Mizuhara Chizuru!\Being that pretty is not an excuse!\I need to do this for the bros! response:	A movie?
context: That'd be way too cruel!\Go, Kinoshita!\Mizuhara Chizuru\Client Association\Expose Mizuhara Chizuru!\Being that pretty is not an excuse!\I need to do this for the bros!\A movie? response:	What a trite idea for a date. What is he, some well-adjusted fellow?
context: Go, Kinoshita!\Mizuhara Chizuru\Client Association\Expose Mizuhara Chizuru!\Being that pretty is not an excuse!\I need to do this for the bros!\A movie?\What a trite idea for a date. What is he, some well-adjusted fellow? response:	Aquarium (Very Trite)
context: Mizuhara Chizuru\Client Association\Expose Mizuhara Chizuru!\Being that pretty is not an excuse!\I need to do this for the bros!\A movie?\What a trite idea for a date. What is he, some well-adjusted fellow?\Aquarium (Very Trite) response:	Why would anyone pay to rent her and just watch a movie for two hours, though?
context: Client Association\Expose Mizuhara Chizuru!\Being that pretty is not an excuse!\I need to do this for the bros!\A movie?\What a trite idea for a date. What is he, some well-adjusted fellow?\Aquarium (Very Trite)\Why would anyone pay to rent her and just watch a movie for two hours, though? response:	It's really unlikely that this is a rental date, I guess?
context: Expose Mizuhara Chizuru!\Being that pretty is not an excuse!\I need to do this for the bros!\A movie?\What a trite idea for a date. What is he, some well-adjusted fellow?\Aquarium (Very Trite)\Why would anyone pay to rent her and just watch a movie for two hours, though?\It's really unlikely that this is a rental date, I guess? response:	Knows a thing or two about rental dates
context: Being that pretty is not an excuse!\I need to do this for the bros!\A movie?\What a trite idea for a date. What is he, some well-adjusted fellow?\Aquarium (Very Trite)\Why would anyone pay to rent her and just watch a movie for two hours, though?\It's really unlikely that this is a rental date, I guess?\Knows a thing or two about rental dates response:	Lots of people here, huh?
context: I need to do this for the bros!\A movie?\What a trite idea for a date. What is he, some well-adjusted fellow?\Aquarium (Very Trite)\Why would anyone pay to rent her and just watch a movie for two hours, though?\It's really unlikely that this is a rental date, I guess?\Knows a thing or two about rental dates\Lots of people here, huh? response:	This should be good.
context: A movie?\What a trite idea for a date. What is he, some well-adjusted fellow?\Aquarium (Very Trite)\Why would anyone pay to rent her and just watch a movie for two hours, though?\It's really unlikely that this is a rental date, I guess?\Knows a thing or two about rental dates\Lots of people here, huh?\This should be good. response:	I can't just stand around here!
