context: Let's follow him. response:	Zelada?
context: You two are a pair.\If that alien there rapes a 100-year-old man...\I'd be calling you a pervert for the rest of your life!\-That's not- -Don't worry.\I'm a fair boss.\So if your shit spills out of the toilet bowl,\I'll make the alien there clean it up with her tongue!\We clear? response:	Yes, sir.
context: If that alien there rapes a 100-year-old man...\I'd be calling you a pervert for the rest of your life!\-That's not- -Don't worry.\I'm a fair boss.\So if your shit spills out of the toilet bowl,\I'll make the alien there clean it up with her tongue!\We clear?\Yes, sir. response:	So, why did you chop off the guy's arm?
context: I'd be calling you a pervert for the rest of your life!\-That's not- -Don't worry.\I'm a fair boss.\So if your shit spills out of the toilet bowl,\I'll make the alien there clean it up with her tongue!\We clear?\Yes, sir.\So, why did you chop off the guy's arm? response:	His lawyer's gonna be overjoyed.
context: -That's not- -Don't worry.\I'm a fair boss.\So if your shit spills out of the toilet bowl,\I'll make the alien there clean it up with her tongue!\We clear?\Yes, sir.\So, why did you chop off the guy's arm?\His lawyer's gonna be overjoyed. response:	It wasn't an arm. It was a finger.
context: I'm a fair boss.\So if your shit spills out of the toilet bowl,\I'll make the alien there clean it up with her tongue!\We clear?\Yes, sir.\So, why did you chop off the guy's arm?\His lawyer's gonna be overjoyed.\It wasn't an arm. It was a finger. response:	And Inspector Zimmer...
context: So if your shit spills out of the toilet bowl,\I'll make the alien there clean it up with her tongue!\We clear?\Yes, sir.\So, why did you chop off the guy's arm?\His lawyer's gonna be overjoyed.\It wasn't an arm. It was a finger.\And Inspector Zimmer... response:	Don't call me an alien.
context: I'll make the alien there clean it up with her tongue!\We clear?\Yes, sir.\So, why did you chop off the guy's arm?\His lawyer's gonna be overjoyed.\It wasn't an arm. It was a finger.\And Inspector Zimmer...\Don't call me an alien. response:	That's racist!
context: We clear?\Yes, sir.\So, why did you chop off the guy's arm?\His lawyer's gonna be overjoyed.\It wasn't an arm. It was a finger.\And Inspector Zimmer...\Don't call me an alien.\That's racist! response:	Oh, is it?
context: Yes, sir.\So, why did you chop off the guy's arm?\His lawyer's gonna be overjoyed.\It wasn't an arm. It was a finger.\And Inspector Zimmer...\Don't call me an alien.\That's racist!\Oh, is it? response:	I'll keep that in mind.
context: So, why did you chop off the guy's arm?\His lawyer's gonna be overjoyed.\It wasn't an arm. It was a finger.\And Inspector Zimmer...\Don't call me an alien.\That's racist!\Oh, is it?\I'll keep that in mind. response:	You know Gardner down at the prosecutor's office, right?
context: His lawyer's gonna be overjoyed.\It wasn't an arm. It was a finger.\And Inspector Zimmer...\Don't call me an alien.\That's racist!\Oh, is it?\I'll keep that in mind.\You know Gardner down at the prosecutor's office, right? response:	I'll talk to him, but I need a report on my desk by 9:00 AM tomorrow!
context: It wasn't an arm. It was a finger.\And Inspector Zimmer...\Don't call me an alien.\That's racist!\Oh, is it?\I'll keep that in mind.\You know Gardner down at the prosecutor's office, right?\I'll talk to him, but I need a report on my desk by 9:00 AM tomorrow! response:	Don't even be a minute late!
context: And Inspector Zimmer...\Don't call me an alien.\That's racist!\Oh, is it?\I'll keep that in mind.\You know Gardner down at the prosecutor's office, right?\I'll talk to him, but I need a report on my desk by 9:00 AM tomorrow!\Don't even be a minute late! response:	Uh... roger.
context: Don't call me an alien.\That's racist!\Oh, is it?\I'll keep that in mind.\You know Gardner down at the prosecutor's office, right?\I'll talk to him, but I need a report on my desk by 9:00 AM tomorrow!\Don't even be a minute late!\Uh... roger. response:	That goes for you too, alien!
context: That's racist!\Oh, is it?\I'll keep that in mind.\You know Gardner down at the prosecutor's office, right?\I'll talk to him, but I need a report on my desk by 9:00 AM tomorrow!\Don't even be a minute late!\Uh... roger.\That goes for you too, alien! response:	Ask Matoba how to write it!
context: Oh, is it?\I'll keep that in mind.\You know Gardner down at the prosecutor's office, right?\I'll talk to him, but I need a report on my desk by 9:00 AM tomorrow!\Don't even be a minute late!\Uh... roger.\That goes for you too, alien!\Ask Matoba how to write it! response:	He's pretty brutal. So that's Roth's successor, huh?
context: I'll keep that in mind.\You know Gardner down at the prosecutor's office, right?\I'll talk to him, but I need a report on my desk by 9:00 AM tomorrow!\Don't even be a minute late!\Uh... roger.\That goes for you too, alien!\Ask Matoba how to write it!\He's pretty brutal. So that's Roth's successor, huh? response:	Why is he yelling at me? I was carrying out justice!
context: You know Gardner down at the prosecutor's office, right?\I'll talk to him, but I need a report on my desk by 9:00 AM tomorrow!\Don't even be a minute late!\Uh... roger.\That goes for you too, alien!\Ask Matoba how to write it!\He's pretty brutal. So that's Roth's successor, huh?\Why is he yelling at me? I was carrying out justice! response:	You went too far.
context: I'll talk to him, but I need a report on my desk by 9:00 AM tomorrow!\Don't even be a minute late!\Uh... roger.\That goes for you too, alien!\Ask Matoba how to write it!\He's pretty brutal. So that's Roth's successor, huh?\Why is he yelling at me? I was carrying out justice!\You went too far. response:	It's because you let your guard down!
context: Don't even be a minute late!\Uh... roger.\That goes for you too, alien!\Ask Matoba how to write it!\He's pretty brutal. So that's Roth's successor, huh?\Why is he yelling at me? I was carrying out justice!\You went too far.\It's because you let your guard down! response:	It's your fault!
context: Uh... roger.\That goes for you too, alien!\Ask Matoba how to write it!\He's pretty brutal. So that's Roth's successor, huh?\Why is he yelling at me? I was carrying out justice!\You went too far.\It's because you let your guard down!\It's your fault! response:	I didn't ask for your help.
context: That goes for you too, alien!\Ask Matoba how to write it!\He's pretty brutal. So that's Roth's successor, huh?\Why is he yelling at me? I was carrying out justice!\You went too far.\It's because you let your guard down!\It's your fault!\I didn't ask for your help. response:	I don't know how you can even say that.
context: Ask Matoba how to write it!\He's pretty brutal. So that's Roth's successor, huh?\Why is he yelling at me? I was carrying out justice!\You went too far.\It's because you let your guard down!\It's your fault!\I didn't ask for your help.\I don't know how you can even say that. response:	Would it kill you to say, thank you?
context: He's pretty brutal. So that's Roth's successor, huh?\Why is he yelling at me? I was carrying out justice!\You went too far.\It's because you let your guard down!\It's your fault!\I didn't ask for your help.\I don't know how you can even say that.\Would it kill you to say, thank you? response:	-In the name of the great god Kizenya... -Kei!
context: Why is he yelling at me? I was carrying out justice!\You went too far.\It's because you let your guard down!\It's your fault!\I didn't ask for your help.\I don't know how you can even say that.\Would it kill you to say, thank you?\-In the name of the great god Kizenya... -Kei! response:	Over here!
context: You went too far.\It's because you let your guard down!\It's your fault!\I didn't ask for your help.\I don't know how you can even say that.\Would it kill you to say, thank you?\-In the name of the great god Kizenya... -Kei!\Over here! response:	We're being called. You can pray next week.
context: It's because you let your guard down!\It's your fault!\I didn't ask for your help.\I don't know how you can even say that.\Would it kill you to say, thank you?\-In the name of the great god Kizenya... -Kei!\Over here!\We're being called. You can pray next week. response:	He's such a jerk!
context: It's your fault!\I didn't ask for your help.\I don't know how you can even say that.\Would it kill you to say, thank you?\-In the name of the great god Kizenya... -Kei!\Over here!\We're being called. You can pray next week.\He's such a jerk! response:	That hurt! What was that for?
context: I didn't ask for your help.\I don't know how you can even say that.\Would it kill you to say, thank you?\-In the name of the great god Kizenya... -Kei!\Over here!\We're being called. You can pray next week.\He's such a jerk!\That hurt! What was that for? response:	Shut up!
context: I don't know how you can even say that.\Would it kill you to say, thank you?\-In the name of the great god Kizenya... -Kei!\Over here!\We're being called. You can pray next week.\He's such a jerk!\That hurt! What was that for?\Shut up! response:	Stop it! You're embarrassing me!
context: Would it kill you to say, thank you?\-In the name of the great god Kizenya... -Kei!\Over here!\We're being called. You can pray next week.\He's such a jerk!\That hurt! What was that for?\Shut up!\Stop it! You're embarrassing me! response:	Rakebye!
context: -In the name of the great god Kizenya... -Kei!\Over here!\We're being called. You can pray next week.\He's such a jerk!\That hurt! What was that for?\Shut up!\Stop it! You're embarrassing me!\Rakebye! response:	Why are you flirting with her?
context: Over here!\We're being called. You can pray next week.\He's such a jerk!\That hurt! What was that for?\Shut up!\Stop it! You're embarrassing me!\Rakebye!\Why are you flirting with her? response:	I am not.
context: We're being called. You can pray next week.\He's such a jerk!\That hurt! What was that for?\Shut up!\Stop it! You're embarrassing me!\Rakebye!\Why are you flirting with her?\I am not. response:	Did something happen?
context: He's such a jerk!\That hurt! What was that for?\Shut up!\Stop it! You're embarrassing me!\Rakebye!\Why are you flirting with her?\I am not.\Did something happen? response:	We don't know.
context: That hurt! What was that for?\Shut up!\Stop it! You're embarrassing me!\Rakebye!\Why are you flirting with her?\I am not.\Did something happen?\We don't know. response:	This garage belongs to the guys we just cuffed.
context: Shut up!\Stop it! You're embarrassing me!\Rakebye!\Why are you flirting with her?\I am not.\Did something happen?\We don't know.\This garage belongs to the guys we just cuffed. response:	A coffin?
context: Stop it! You're embarrassing me!\Rakebye!\Why are you flirting with her?\I am not.\Did something happen?\We don't know.\This garage belongs to the guys we just cuffed.\A coffin? response:	It's a little too strange for that.
context: Rakebye!\Why are you flirting with her?\I am not.\Did something happen?\We don't know.\This garage belongs to the guys we just cuffed.\A coffin?\It's a little too strange for that. response:	Does it belong to a Semanian?
context: Why are you flirting with her?\I am not.\Did something happen?\We don't know.\This garage belongs to the guys we just cuffed.\A coffin?\It's a little too strange for that.\Does it belong to a Semanian? response:	I don't know.
context: I am not.\Did something happen?\We don't know.\This garage belongs to the guys we just cuffed.\A coffin?\It's a little too strange for that.\Does it belong to a Semanian?\I don't know. response:	I've seen these letters in an old book.
context: Did something happen?\We don't know.\This garage belongs to the guys we just cuffed.\A coffin?\It's a little too strange for that.\Does it belong to a Semanian?\I don't know.\I've seen these letters in an old book. response:	Moon... Forbidden... Blood.
context: We don't know.\This garage belongs to the guys we just cuffed.\A coffin?\It's a little too strange for that.\Does it belong to a Semanian?\I don't know.\I've seen these letters in an old book.\Moon... Forbidden... Blood. response:	That's all I can read.
context: This garage belongs to the guys we just cuffed.\A coffin?\It's a little too strange for that.\Does it belong to a Semanian?\I don't know.\I've seen these letters in an old book.\Moon... Forbidden... Blood.\That's all I can read. response:	What's inside?
context: A coffin?\It's a little too strange for that.\Does it belong to a Semanian?\I don't know.\I've seen these letters in an old book.\Moon... Forbidden... Blood.\That's all I can read.\What's inside? response:	What if it's some valuable work of art?
context: It's a little too strange for that.\Does it belong to a Semanian?\I don't know.\I've seen these letters in an old book.\Moon... Forbidden... Blood.\That's all I can read.\What's inside?\What if it's some valuable work of art? response:	We need to be careful with it.
context: Does it belong to a Semanian?\I don't know.\I've seen these letters in an old book.\Moon... Forbidden... Blood.\That's all I can read.\What's inside?\What if it's some valuable work of art?\We need to be careful with it. response:	Who gives a shit? Smash it open.
context: I don't know.\I've seen these letters in an old book.\Moon... Forbidden... Blood.\That's all I can read.\What's inside?\What if it's some valuable work of art?\We need to be careful with it.\Who gives a shit? Smash it open. response:	Is that...
context: I've seen these letters in an old book.\Moon... Forbidden... Blood.\That's all I can read.\What's inside?\What if it's some valuable work of art?\We need to be careful with it.\Who gives a shit? Smash it open.\Is that... response:	It looks like a princess or something to me.
context: Moon... Forbidden... Blood.\That's all I can read.\What's inside?\What if it's some valuable work of art?\We need to be careful with it.\Who gives a shit? Smash it open.\Is that...\It looks like a princess or something to me. response:	I can't be sure, but it looks like a Semanian woman.
context: That's all I can read.\What's inside?\What if it's some valuable work of art?\We need to be careful with it.\Who gives a shit? Smash it open.\Is that...\It looks like a princess or something to me.\I can't be sure, but it looks like a Semanian woman. response:	Of course it is.
context: What's inside?\What if it's some valuable work of art?\We need to be careful with it.\Who gives a shit? Smash it open.\Is that...\It looks like a princess or something to me.\I can't be sure, but it looks like a Semanian woman.\Of course it is. response:	It's a mummy in Semanian clothes, found in a Semanian coffin.
context: What if it's some valuable work of art?\We need to be careful with it.\Who gives a shit? Smash it open.\Is that...\It looks like a princess or something to me.\I can't be sure, but it looks like a Semanian woman.\Of course it is.\It's a mummy in Semanian clothes, found in a Semanian coffin. response:	They have a different number of teeth.
context: We need to be careful with it.\Who gives a shit? Smash it open.\Is that...\It looks like a princess or something to me.\I can't be sure, but it looks like a Semanian woman.\Of course it is.\It's a mummy in Semanian clothes, found in a Semanian coffin.\They have a different number of teeth. response:	Humans have 32 teeth.
context: Who gives a shit? Smash it open.\Is that...\It looks like a princess or something to me.\I can't be sure, but it looks like a Semanian woman.\Of course it is.\It's a mummy in Semanian clothes, found in a Semanian coffin.\They have a different number of teeth.\Humans have 32 teeth. response:	But Semanians have 28.
context: Is that...\It looks like a princess or something to me.\I can't be sure, but it looks like a Semanian woman.\Of course it is.\It's a mummy in Semanian clothes, found in a Semanian coffin.\They have a different number of teeth.\Humans have 32 teeth.\But Semanians have 28. response:	I'll give her an autopsy if you want, I guess,
context: It looks like a princess or something to me.\I can't be sure, but it looks like a Semanian woman.\Of course it is.\It's a mummy in Semanian clothes, found in a Semanian coffin.\They have a different number of teeth.\Humans have 32 teeth.\But Semanians have 28.\I'll give her an autopsy if you want, I guess, response:	but we deal in fresh corpses, not mummies.
context: I can't be sure, but it looks like a Semanian woman.\Of course it is.\It's a mummy in Semanian clothes, found in a Semanian coffin.\They have a different number of teeth.\Humans have 32 teeth.\But Semanians have 28.\I'll give her an autopsy if you want, I guess,\but we deal in fresh corpses, not mummies. response:	You'd be better off giving her to an archaeologist, don't you think?
context: Of course it is.\It's a mummy in Semanian clothes, found in a Semanian coffin.\They have a different number of teeth.\Humans have 32 teeth.\But Semanians have 28.\I'll give her an autopsy if you want, I guess,\but we deal in fresh corpses, not mummies.\You'd be better off giving her to an archaeologist, don't you think? response:	We can send her to a lab when you're done.
context: It's a mummy in Semanian clothes, found in a Semanian coffin.\They have a different number of teeth.\Humans have 32 teeth.\But Semanians have 28.\I'll give her an autopsy if you want, I guess,\but we deal in fresh corpses, not mummies.\You'd be better off giving her to an archaeologist, don't you think?\We can send her to a lab when you're done. response:	Time of death. Age. Cause of death.
context: They have a different number of teeth.\Humans have 32 teeth.\But Semanians have 28.\I'll give her an autopsy if you want, I guess,\but we deal in fresh corpses, not mummies.\You'd be better off giving her to an archaeologist, don't you think?\We can send her to a lab when you're done.\Time of death. Age. Cause of death. response:	I want to know all of that tonight.
context: Humans have 32 teeth.\But Semanians have 28.\I'll give her an autopsy if you want, I guess,\but we deal in fresh corpses, not mummies.\You'd be better off giving her to an archaeologist, don't you think?\We can send her to a lab when you're done.\Time of death. Age. Cause of death.\I want to know all of that tonight. response:	Kei, I've been on the clock since this morning.
context: But Semanians have 28.\I'll give her an autopsy if you want, I guess,\but we deal in fresh corpses, not mummies.\You'd be better off giving her to an archaeologist, don't you think?\We can send her to a lab when you're done.\Time of death. Age. Cause of death.\I want to know all of that tonight.\Kei, I've been on the clock since this morning. response:	What a coincidence! Me too.
context: I'll give her an autopsy if you want, I guess,\but we deal in fresh corpses, not mummies.\You'd be better off giving her to an archaeologist, don't you think?\We can send her to a lab when you're done.\Time of death. Age. Cause of death.\I want to know all of that tonight.\Kei, I've been on the clock since this morning.\What a coincidence! Me too. response:	You're such a jerk.
context: but we deal in fresh corpses, not mummies.\You'd be better off giving her to an archaeologist, don't you think?\We can send her to a lab when you're done.\Time of death. Age. Cause of death.\I want to know all of that tonight.\Kei, I've been on the clock since this morning.\What a coincidence! Me too.\You're such a jerk. response:	I agree.
context: You'd be better off giving her to an archaeologist, don't you think?\We can send her to a lab when you're done.\Time of death. Age. Cause of death.\I want to know all of that tonight.\Kei, I've been on the clock since this morning.\What a coincidence! Me too.\You're such a jerk.\I agree. response:	Right?
context: We can send her to a lab when you're done.\Time of death. Age. Cause of death.\I want to know all of that tonight.\Kei, I've been on the clock since this morning.\What a coincidence! Me too.\You're such a jerk.\I agree.\Right? response:	I'm amazed you decided to stay here and work with him.
context: Time of death. Age. Cause of death.\I want to know all of that tonight.\Kei, I've been on the clock since this morning.\What a coincidence! Me too.\You're such a jerk.\I agree.\Right?\I'm amazed you decided to stay here and work with him. response:	I think it was temporary insanity.
context: I want to know all of that tonight.\Kei, I've been on the clock since this morning.\What a coincidence! Me too.\You're such a jerk.\I agree.\Right?\I'm amazed you decided to stay here and work with him.\I think it was temporary insanity. response:	I deeply regret it now.
context: Kei, I've been on the clock since this morning.\What a coincidence! Me too.\You're such a jerk.\I agree.\Right?\I'm amazed you decided to stay here and work with him.\I think it was temporary insanity.\I deeply regret it now. response:	I know, right?
context: What a coincidence! Me too.\You're such a jerk.\I agree.\Right?\I'm amazed you decided to stay here and work with him.\I think it was temporary insanity.\I deeply regret it now.\I know, right? response:	He's cold and mean.
context: You're such a jerk.\I agree.\Right?\I'm amazed you decided to stay here and work with him.\I think it was temporary insanity.\I deeply regret it now.\I know, right?\He's cold and mean. response:	But once in a while, he's nice and it catches you off guard!
context: I agree.\Right?\I'm amazed you decided to stay here and work with him.\I think it was temporary insanity.\I deeply regret it now.\I know, right?\He's cold and mean.\But once in a while, he's nice and it catches you off guard! response:	Make sure you don't let him fool you.
context: Right?\I'm amazed you decided to stay here and work with him.\I think it was temporary insanity.\I deeply regret it now.\I know, right?\He's cold and mean.\But once in a while, he's nice and it catches you off guard!\Make sure you don't let him fool you. response:	I don't really understand, but I'll remember that.
context: I'm amazed you decided to stay here and work with him.\I think it was temporary insanity.\I deeply regret it now.\I know, right?\He's cold and mean.\But once in a while, he's nice and it catches you off guard!\Make sure you don't let him fool you.\I don't really understand, but I'll remember that. response:	Hey.
context: I think it was temporary insanity.\I deeply regret it now.\I know, right?\He's cold and mean.\But once in a while, he's nice and it catches you off guard!\Make sure you don't let him fool you.\I don't really understand, but I'll remember that.\Hey. response:	You wouldn't believe what happened the first day we met.
context: I deeply regret it now.\I know, right?\He's cold and mean.\But once in a while, he's nice and it catches you off guard!\Make sure you don't let him fool you.\I don't really understand, but I'll remember that.\Hey.\You wouldn't believe what happened the first day we met. response:	He brings me the body of some gang member he just killed,
context: I know, right?\He's cold and mean.\But once in a while, he's nice and it catches you off guard!\Make sure you don't let him fool you.\I don't really understand, but I'll remember that.\Hey.\You wouldn't believe what happened the first day we met.\He brings me the body of some gang member he just killed, response:	and then do you know what he says?
context: He's cold and mean.\But once in a while, he's nice and it catches you off guard!\Make sure you don't let him fool you.\I don't really understand, but I'll remember that.\Hey.\You wouldn't believe what happened the first day we met.\He brings me the body of some gang member he just killed,\and then do you know what he says? response:	Don't steal the change out of his pockets!
context: But once in a while, he's nice and it catches you off guard!\Make sure you don't let him fool you.\I don't really understand, but I'll remember that.\Hey.\You wouldn't believe what happened the first day we met.\He brings me the body of some gang member he just killed,\and then do you know what he says?\Don't steal the change out of his pockets! response:	I know what you mean!
context: Make sure you don't let him fool you.\I don't really understand, but I'll remember that.\Hey.\You wouldn't believe what happened the first day we met.\He brings me the body of some gang member he just killed,\and then do you know what he says?\Don't steal the change out of his pockets!\I know what you mean! response:	I saved his life today, and he said he didn't ask for my help!
context: I don't really understand, but I'll remember that.\Hey.\You wouldn't believe what happened the first day we met.\He brings me the body of some gang member he just killed,\and then do you know what he says?\Don't steal the change out of his pockets!\I know what you mean!\I saved his life today, and he said he didn't ask for my help! response:	Next time something happens, I'm just going to let him die.
context: Hey.\You wouldn't believe what happened the first day we met.\He brings me the body of some gang member he just killed,\and then do you know what he says?\Don't steal the change out of his pockets!\I know what you mean!\I saved his life today, and he said he didn't ask for my help!\Next time something happens, I'm just going to let him die. response:	Smart.
context: You wouldn't believe what happened the first day we met.\He brings me the body of some gang member he just killed,\and then do you know what he says?\Don't steal the change out of his pockets!\I know what you mean!\I saved his life today, and he said he didn't ask for my help!\Next time something happens, I'm just going to let him die.\Smart. response:	When he dies, why don't we dissect him together?
context: He brings me the body of some gang member he just killed,\and then do you know what he says?\Don't steal the change out of his pockets!\I know what you mean!\I saved his life today, and he said he didn't ask for my help!\Next time something happens, I'm just going to let him die.\Smart.\When he dies, why don't we dissect him together? response:	We can slit open his stomach and take a selfie!
context: and then do you know what he says?\Don't steal the change out of his pockets!\I know what you mean!\I saved his life today, and he said he didn't ask for my help!\Next time something happens, I'm just going to let him die.\Smart.\When he dies, why don't we dissect him together?\We can slit open his stomach and take a selfie! response:	I love it, Bozah Epps!
context: Don't steal the change out of his pockets!\I know what you mean!\I saved his life today, and he said he didn't ask for my help!\Next time something happens, I'm just going to let him die.\Smart.\When he dies, why don't we dissect him together?\We can slit open his stomach and take a selfie!\I love it, Bozah Epps! response:	Make sure you invite me.
context: I know what you mean!\I saved his life today, and he said he didn't ask for my help!\Next time something happens, I'm just going to let him die.\Smart.\When he dies, why don't we dissect him together?\We can slit open his stomach and take a selfie!\I love it, Bozah Epps!\Make sure you invite me. response:	Call me Cecil, Miss Exedilica.
context: I saved his life today, and he said he didn't ask for my help!\Next time something happens, I'm just going to let him die.\Smart.\When he dies, why don't we dissect him together?\We can slit open his stomach and take a selfie!\I love it, Bozah Epps!\Make sure you invite me.\Call me Cecil, Miss Exedilica. response:	Cecil, you can call me Tilarna, too!
context: Next time something happens, I'm just going to let him die.\Smart.\When he dies, why don't we dissect him together?\We can slit open his stomach and take a selfie!\I love it, Bozah Epps!\Make sure you invite me.\Call me Cecil, Miss Exedilica.\Cecil, you can call me Tilarna, too! response:	You're sure getting friendly fast.
context: Smart.\When he dies, why don't we dissect him together?\We can slit open his stomach and take a selfie!\I love it, Bozah Epps!\Make sure you invite me.\Call me Cecil, Miss Exedilica.\Cecil, you can call me Tilarna, too!\You're sure getting friendly fast. response:	Dr. Epps, the results of the lab test are in.
context: When he dies, why don't we dissect him together?\We can slit open his stomach and take a selfie!\I love it, Bozah Epps!\Make sure you invite me.\Call me Cecil, Miss Exedilica.\Cecil, you can call me Tilarna, too!\You're sure getting friendly fast.\Dr. Epps, the results of the lab test are in. response:	There's nothing wrong with being friendly with our clients,
context: We can slit open his stomach and take a selfie!\I love it, Bozah Epps!\Make sure you invite me.\Call me Cecil, Miss Exedilica.\Cecil, you can call me Tilarna, too!\You're sure getting friendly fast.\Dr. Epps, the results of the lab test are in.\There's nothing wrong with being friendly with our clients, response:	but don't forget to do your job.
context: I love it, Bozah Epps!\Make sure you invite me.\Call me Cecil, Miss Exedilica.\Cecil, you can call me Tilarna, too!\You're sure getting friendly fast.\Dr. Epps, the results of the lab test are in.\There's nothing wrong with being friendly with our clients,\but don't forget to do your job. response:	Okay. I'll be right there.
context: Make sure you invite me.\Call me Cecil, Miss Exedilica.\Cecil, you can call me Tilarna, too!\You're sure getting friendly fast.\Dr. Epps, the results of the lab test are in.\There's nothing wrong with being friendly with our clients,\but don't forget to do your job.\Okay. I'll be right there. response:	What's his problem?
context: Call me Cecil, Miss Exedilica.\Cecil, you can call me Tilarna, too!\You're sure getting friendly fast.\Dr. Epps, the results of the lab test are in.\There's nothing wrong with being friendly with our clients,\but don't forget to do your job.\Okay. I'll be right there.\What's his problem? response:	He's your apprentice, right?
context: Cecil, you can call me Tilarna, too!\You're sure getting friendly fast.\Dr. Epps, the results of the lab test are in.\There's nothing wrong with being friendly with our clients,\but don't forget to do your job.\Okay. I'll be right there.\What's his problem?\He's your apprentice, right? response:	My assistant.
context: You're sure getting friendly fast.\Dr. Epps, the results of the lab test are in.\There's nothing wrong with being friendly with our clients,\but don't forget to do your job.\Okay. I'll be right there.\What's his problem?\He's your apprentice, right?\My assistant. response:	He doesn't like me.
context: Dr. Epps, the results of the lab test are in.\There's nothing wrong with being friendly with our clients,\but don't forget to do your job.\Okay. I'll be right there.\What's his problem?\He's your apprentice, right?\My assistant.\He doesn't like me. response:	It might be the other way around. He may have a crush on you.
context: There's nothing wrong with being friendly with our clients,\but don't forget to do your job.\Okay. I'll be right there.\What's his problem?\He's your apprentice, right?\My assistant.\He doesn't like me.\It might be the other way around. He may have a crush on you. response:	Oh, are you worried?
context: but don't forget to do your job.\Okay. I'll be right there.\What's his problem?\He's your apprentice, right?\My assistant.\He doesn't like me.\It might be the other way around. He may have a crush on you.\Oh, are you worried? response:	Quiet.
context: Okay. I'll be right there.\What's his problem?\He's your apprentice, right?\My assistant.\He doesn't like me.\It might be the other way around. He may have a crush on you.\Oh, are you worried?\Quiet. response:	I'll wait to hear from you, then.
context: What's his problem?\He's your apprentice, right?\My assistant.\He doesn't like me.\It might be the other way around. He may have a crush on you.\Oh, are you worried?\Quiet.\I'll wait to hear from you, then. response:	I'm a little worried.
context: He's your apprentice, right?\My assistant.\He doesn't like me.\It might be the other way around. He may have a crush on you.\Oh, are you worried?\Quiet.\I'll wait to hear from you, then.\I'm a little worried. response:	Bodies like that aren't something to be touched lightly.
context: My assistant.\He doesn't like me.\It might be the other way around. He may have a crush on you.\Oh, are you worried?\Quiet.\I'll wait to hear from you, then.\I'm a little worried.\Bodies like that aren't something to be touched lightly. response:	If you're worried about bacteria, don't be. Cecil's a pro.
context: He doesn't like me.\It might be the other way around. He may have a crush on you.\Oh, are you worried?\Quiet.\I'll wait to hear from you, then.\I'm a little worried.\Bodies like that aren't something to be touched lightly.\If you're worried about bacteria, don't be. Cecil's a pro. response:	No. The spirits of the deceased are drawn to corpses.
context: It might be the other way around. He may have a crush on you.\Oh, are you worried?\Quiet.\I'll wait to hear from you, then.\I'm a little worried.\Bodies like that aren't something to be touched lightly.\If you're worried about bacteria, don't be. Cecil's a pro.\No. The spirits of the deceased are drawn to corpses. response:	It's best not to touch them.
context: Oh, are you worried?\Quiet.\I'll wait to hear from you, then.\I'm a little worried.\Bodies like that aren't something to be touched lightly.\If you're worried about bacteria, don't be. Cecil's a pro.\No. The spirits of the deceased are drawn to corpses.\It's best not to touch them. response:	That's not an option. She's evidence.
context: Quiet.\I'll wait to hear from you, then.\I'm a little worried.\Bodies like that aren't something to be touched lightly.\If you're worried about bacteria, don't be. Cecil's a pro.\No. The spirits of the deceased are drawn to corpses.\It's best not to touch them.\That's not an option. She's evidence. response:	And she might belong to some noble somewhere.
context: I'll wait to hear from you, then.\I'm a little worried.\Bodies like that aren't something to be touched lightly.\If you're worried about bacteria, don't be. Cecil's a pro.\No. The spirits of the deceased are drawn to corpses.\It's best not to touch them.\That's not an option. She's evidence.\And she might belong to some noble somewhere. response:	Anyway...
context: I'm a little worried.\Bodies like that aren't something to be touched lightly.\If you're worried about bacteria, don't be. Cecil's a pro.\No. The spirits of the deceased are drawn to corpses.\It's best not to touch them.\That's not an option. She's evidence.\And she might belong to some noble somewhere.\Anyway... response:	Are you close to Cecil?
context: Bodies like that aren't something to be touched lightly.\If you're worried about bacteria, don't be. Cecil's a pro.\No. The spirits of the deceased are drawn to corpses.\It's best not to touch them.\That's not an option. She's evidence.\And she might belong to some noble somewhere.\Anyway...\Are you close to Cecil? response:	I explained this before, didn't I?
context: If you're worried about bacteria, don't be. Cecil's a pro.\No. The spirits of the deceased are drawn to corpses.\It's best not to touch them.\That's not an option. She's evidence.\And she might belong to some noble somewhere.\Anyway...\Are you close to Cecil?\I explained this before, didn't I? response:	That ex word, was it?
context: No. The spirits of the deceased are drawn to corpses.\It's best not to touch them.\That's not an option. She's evidence.\And she might belong to some noble somewhere.\Anyway...\Are you close to Cecil?\I explained this before, didn't I?\That ex word, was it? response:	It wasn't in the dictionary.
context: It's best not to touch them.\That's not an option. She's evidence.\And she might belong to some noble somewhere.\Anyway...\Are you close to Cecil?\I explained this before, didn't I?\That ex word, was it?\It wasn't in the dictionary. response:	Don't worry about it. We're still friends.
context: That's not an option. She's evidence.\And she might belong to some noble somewhere.\Anyway...\Are you close to Cecil?\I explained this before, didn't I?\That ex word, was it?\It wasn't in the dictionary.\Don't worry about it. We're still friends. response:	Wait.
context: And she might belong to some noble somewhere.\Anyway...\Are you close to Cecil?\I explained this before, didn't I?\That ex word, was it?\It wasn't in the dictionary.\Don't worry about it. We're still friends.\Wait. response:	Still? What does that mean?
context: Anyway...\Are you close to Cecil?\I explained this before, didn't I?\That ex word, was it?\It wasn't in the dictionary.\Don't worry about it. We're still friends.\Wait.\Still? What does that mean? response:	Forget it.
