context: Signs response:	Ending Romaji
context: Look,\a veil.\Taiga...\Um... I, Takasu Ryuuji, will...\Uh, what should I say?\It doesn't matter, just say something.\H-How can it not matter?\Uh... will marry Aisaka Taiga - response:	As I thought, I don't want a vow yet.
context: a veil.\Taiga...\Um... I, Takasu Ryuuji, will...\Uh, what should I say?\It doesn't matter, just say something.\H-How can it not matter?\Uh... will marry Aisaka Taiga -\As I thought, I don't want a vow yet. response:	What?!
context: Taiga...\Um... I, Takasu Ryuuji, will...\Uh, what should I say?\It doesn't matter, just say something.\H-How can it not matter?\Uh... will marry Aisaka Taiga -\As I thought, I don't want a vow yet.\What?! response:	Wasn't this your idea in the first -
context: Um... I, Takasu Ryuuji, will...\Uh, what should I say?\It doesn't matter, just say something.\H-How can it not matter?\Uh... will marry Aisaka Taiga -\As I thought, I don't want a vow yet.\What?!\Wasn't this your idea in the first - response:	Do you remember what you said before?
context: Uh, what should I say?\It doesn't matter, just say something.\H-How can it not matter?\Uh... will marry Aisaka Taiga -\As I thought, I don't want a vow yet.\What?!\Wasn't this your idea in the first -\Do you remember what you said before? response:	Huh?
context: It doesn't matter, just say something.\H-How can it not matter?\Uh... will marry Aisaka Taiga -\As I thought, I don't want a vow yet.\What?!\Wasn't this your idea in the first -\Do you remember what you said before?\Huh? response:	Since ancient times, the dragon has been the only beast to equal the tiger.
context: H-How can it not matter?\Uh... will marry Aisaka Taiga -\As I thought, I don't want a vow yet.\What?!\Wasn't this your idea in the first -\Do you remember what you said before?\Huh?\Since ancient times, the dragon has been the only beast to equal the tiger. response:	That's why, even without a vow, we'll always be together, right?
context: Uh... will marry Aisaka Taiga -\As I thought, I don't want a vow yet.\What?!\Wasn't this your idea in the first -\Do you remember what you said before?\Huh?\Since ancient times, the dragon has been the only beast to equal the tiger.\That's why, even without a vow, we'll always be together, right? response:	Yeah.
context: As I thought, I don't want a vow yet.\What?!\Wasn't this your idea in the first -\Do you remember what you said before?\Huh?\Since ancient times, the dragon has been the only beast to equal the tiger.\That's why, even without a vow, we'll always be together, right?\Yeah. response:	Tai -
context: What?!\Wasn't this your idea in the first -\Do you remember what you said before?\Huh?\Since ancient times, the dragon has been the only beast to equal the tiger.\That's why, even without a vow, we'll always be together, right?\Yeah.\Tai - response:	Your eyes are red.
context: Wasn't this your idea in the first -\Do you remember what you said before?\Huh?\Since ancient times, the dragon has been the only beast to equal the tiger.\That's why, even without a vow, we'll always be together, right?\Yeah.\Tai -\Your eyes are red. response:	Your breathing is all weird.
context: Do you remember what you said before?\Huh?\Since ancient times, the dragon has been the only beast to equal the tiger.\That's why, even without a vow, we'll always be together, right?\Yeah.\Tai -\Your eyes are red.\Your breathing is all weird. response:	Shut up!
context: Huh?\Since ancient times, the dragon has been the only beast to equal the tiger.\That's why, even without a vow, we'll always be together, right?\Yeah.\Tai -\Your eyes are red.\Your breathing is all weird.\Shut up! response:	Your lips are cracked.
context: Since ancient times, the dragon has been the only beast to equal the tiger.\That's why, even without a vow, we'll always be together, right?\Yeah.\Tai -\Your eyes are red.\Your breathing is all weird.\Shut up!\Your lips are cracked. response:	It'll hurt if we kiss.
context: That's why, even without a vow, we'll always be together, right?\Yeah.\Tai -\Your eyes are red.\Your breathing is all weird.\Shut up!\Your lips are cracked.\It'll hurt if we kiss. response:	It's not like...
context: Yeah.\Tai -\Your eyes are red.\Your breathing is all weird.\Shut up!\Your lips are cracked.\It'll hurt if we kiss.\It's not like... response:	If we kiss, it'll definitely hurt... a lot.
context: Tai -\Your eyes are red.\Your breathing is all weird.\Shut up!\Your lips are cracked.\It'll hurt if we kiss.\It's not like...\If we kiss, it'll definitely hurt... a lot. response:	How was it?
context: Your eyes are red.\Your breathing is all weird.\Shut up!\Your lips are cracked.\It'll hurt if we kiss.\It's not like...\If we kiss, it'll definitely hurt... a lot.\How was it? response:	Just as I expected...
context: Your breathing is all weird.\Shut up!\Your lips are cracked.\It'll hurt if we kiss.\It's not like...\If we kiss, it'll definitely hurt... a lot.\How was it?\Just as I expected... response:	It was like a rough, dry wilderness.
context: Shut up!\Your lips are cracked.\It'll hurt if we kiss.\It's not like...\If we kiss, it'll definitely hurt... a lot.\How was it?\Just as I expected...\It was like a rough, dry wilderness. response:	Also, it was really, really warm...
context: Your lips are cracked.\It'll hurt if we kiss.\It's not like...\If we kiss, it'll definitely hurt... a lot.\How was it?\Just as I expected...\It was like a rough, dry wilderness.\Also, it was really, really warm... response:	Hey, it's cold, so let's do it once more -
context: It'll hurt if we kiss.\It's not like...\If we kiss, it'll definitely hurt... a lot.\How was it?\Just as I expected...\It was like a rough, dry wilderness.\Also, it was really, really warm...\Hey, it's cold, so let's do it once more - response:	Once more...
context: It's not like...\If we kiss, it'll definitely hurt... a lot.\How was it?\Just as I expected...\It was like a rough, dry wilderness.\Also, it was really, really warm...\Hey, it's cold, so let's do it once more -\Once more... response:	Once more...
context: If we kiss, it'll definitely hurt... a lot.\How was it?\Just as I expected...\It was like a rough, dry wilderness.\Also, it was really, really warm...\Hey, it's cold, so let's do it once more -\Once more...\Once more... response:	Somehow, it feels weird.
context: How was it?\Just as I expected...\It was like a rough, dry wilderness.\Also, it was really, really warm...\Hey, it's cold, so let's do it once more -\Once more...\Once more...\Somehow, it feels weird. response:	Just us two left,
context: Just as I expected...\It was like a rough, dry wilderness.\Also, it was really, really warm...\Hey, it's cold, so let's do it once more -\Once more...\Once more...\Somehow, it feels weird.\Just us two left, response:	but now three people and a pet are coming back.
context: It was like a rough, dry wilderness.\Also, it was really, really warm...\Hey, it's cold, so let's do it once more -\Once more...\Once more...\Somehow, it feels weird.\Just us two left,\but now three people and a pet are coming back. response:	Ryuuji, you believed it, right?
context: Also, it was really, really warm...\Hey, it's cold, so let's do it once more -\Once more...\Once more...\Somehow, it feels weird.\Just us two left,\but now three people and a pet are coming back.\Ryuuji, you believed it, right? response:	Huh?
context: Hey, it's cold, so let's do it once more -\Once more...\Once more...\Somehow, it feels weird.\Just us two left,\but now three people and a pet are coming back.\Ryuuji, you believed it, right?\Huh? response:	That Ya-chan would come if you lied,
context: Once more...\Once more...\Somehow, it feels weird.\Just us two left,\but now three people and a pet are coming back.\Ryuuji, you believed it, right?\Huh?\That Ya-chan would come if you lied, response:	then get back on good terms with Grandma and Grandpa.
context: Once more...\Somehow, it feels weird.\Just us two left,\but now three people and a pet are coming back.\Ryuuji, you believed it, right?\Huh?\That Ya-chan would come if you lied,\then get back on good terms with Grandma and Grandpa. response:	I didn't think she would,
context: Somehow, it feels weird.\Just us two left,\but now three people and a pet are coming back.\Ryuuji, you believed it, right?\Huh?\That Ya-chan would come if you lied,\then get back on good terms with Grandma and Grandpa.\I didn't think she would, response:	but I didn't think she wouldn't either...
context: Just us two left,\but now three people and a pet are coming back.\Ryuuji, you believed it, right?\Huh?\That Ya-chan would come if you lied,\then get back on good terms with Grandma and Grandpa.\I didn't think she would,\but I didn't think she wouldn't either... response:	I wonder why.
context: but now three people and a pet are coming back.\Ryuuji, you believed it, right?\Huh?\That Ya-chan would come if you lied,\then get back on good terms with Grandma and Grandpa.\I didn't think she would,\but I didn't think she wouldn't either...\I wonder why. response:	Perhaps it's like that.
context: Ryuuji, you believed it, right?\Huh?\That Ya-chan would come if you lied,\then get back on good terms with Grandma and Grandpa.\I didn't think she would,\but I didn't think she wouldn't either...\I wonder why.\Perhaps it's like that. response:	Perhaps families are like that...
context: Huh?\That Ya-chan would come if you lied,\then get back on good terms with Grandma and Grandpa.\I didn't think she would,\but I didn't think she wouldn't either...\I wonder why.\Perhaps it's like that.\Perhaps families are like that... response:	Oh, I'm so hungry!
context: That Ya-chan would come if you lied,\then get back on good terms with Grandma and Grandpa.\I didn't think she would,\but I didn't think she wouldn't either...\I wonder why.\Perhaps it's like that.\Perhaps families are like that...\Oh, I'm so hungry! response:	Taiga-chan, you're coming over for dinner, right?
context: then get back on good terms with Grandma and Grandpa.\I didn't think she would,\but I didn't think she wouldn't either...\I wonder why.\Perhaps it's like that.\Perhaps families are like that...\Oh, I'm so hungry!\Taiga-chan, you're coming over for dinner, right? response:	It's all right.
context: I didn't think she would,\but I didn't think she wouldn't either...\I wonder why.\Perhaps it's like that.\Perhaps families are like that...\Oh, I'm so hungry!\Taiga-chan, you're coming over for dinner, right?\It's all right. response:	We're a family of three, right?
context: but I didn't think she wouldn't either...\I wonder why.\Perhaps it's like that.\Perhaps families are like that...\Oh, I'm so hungry!\Taiga-chan, you're coming over for dinner, right?\It's all right.\We're a family of three, right? response:	Yeah...
context: I wonder why.\Perhaps it's like that.\Perhaps families are like that...\Oh, I'm so hungry!\Taiga-chan, you're coming over for dinner, right?\It's all right.\We're a family of three, right?\Yeah... response:	Oh, I forgot about you, Inko-chan...
context: Perhaps it's like that.\Perhaps families are like that...\Oh, I'm so hungry!\Taiga-chan, you're coming over for dinner, right?\It's all right.\We're a family of three, right?\Yeah...\Oh, I forgot about you, Inko-chan... response:	Taiga?
context: Perhaps families are like that...\Oh, I'm so hungry!\Taiga-chan, you're coming over for dinner, right?\It's all right.\We're a family of three, right?\Yeah...\Oh, I forgot about you, Inko-chan...\Taiga? response:	You guys go ahead, I'm going to go change my clothes.
context: Oh, I'm so hungry!\Taiga-chan, you're coming over for dinner, right?\It's all right.\We're a family of three, right?\Yeah...\Oh, I forgot about you, Inko-chan...\Taiga?\You guys go ahead, I'm going to go change my clothes. response:	But won't your parents be -
context: Taiga-chan, you're coming over for dinner, right?\It's all right.\We're a family of three, right?\Yeah...\Oh, I forgot about you, Inko-chan...\Taiga?\You guys go ahead, I'm going to go change my clothes.\But won't your parents be - response:	I'm coming with you.
context: It's all right.\We're a family of three, right?\Yeah...\Oh, I forgot about you, Inko-chan...\Taiga?\You guys go ahead, I'm going to go change my clothes.\But won't your parents be -\I'm coming with you. response:	Fine.
context: We're a family of three, right?\Yeah...\Oh, I forgot about you, Inko-chan...\Taiga?\You guys go ahead, I'm going to go change my clothes.\But won't your parents be -\I'm coming with you.\Fine. response:	Be quick, since I'm making your favorite tonight; pork cutlets.
context: Yeah...\Oh, I forgot about you, Inko-chan...\Taiga?\You guys go ahead, I'm going to go change my clothes.\But won't your parents be -\I'm coming with you.\Fine.\Be quick, since I'm making your favorite tonight; pork cutlets. response:	Huh?
context: Oh, I forgot about you, Inko-chan...\Taiga?\You guys go ahead, I'm going to go change my clothes.\But won't your parents be -\I'm coming with you.\Fine.\Be quick, since I'm making your favorite tonight; pork cutlets.\Huh? response:	Mum?
context: Taiga?\You guys go ahead, I'm going to go change my clothes.\But won't your parents be -\I'm coming with you.\Fine.\Be quick, since I'm making your favorite tonight; pork cutlets.\Huh?\Mum? response:	Taiga, what are you think -
context: You guys go ahead, I'm going to go change my clothes.\But won't your parents be -\I'm coming with you.\Fine.\Be quick, since I'm making your favorite tonight; pork cutlets.\Huh?\Mum?\Taiga, what are you think - response:	You seriously don't think about the consequen -
context: But won't your parents be -\I'm coming with you.\Fine.\Be quick, since I'm making your favorite tonight; pork cutlets.\Huh?\Mum?\Taiga, what are you think -\You seriously don't think about the consequen - response:	Taiga...
context: I'm coming with you.\Fine.\Be quick, since I'm making your favorite tonight; pork cutlets.\Huh?\Mum?\Taiga, what are you think -\You seriously don't think about the consequen -\Taiga... response:	Taiga, do you really hate me that mu -
context: Fine.\Be quick, since I'm making your favorite tonight; pork cutlets.\Huh?\Mum?\Taiga, what are you think -\You seriously don't think about the consequen -\Taiga...\Taiga, do you really hate me that mu - response:	Fine!
context: Be quick, since I'm making your favorite tonight; pork cutlets.\Huh?\Mum?\Taiga, what are you think -\You seriously don't think about the consequen -\Taiga...\Taiga, do you really hate me that mu -\Fine! response:	I don't give a damn anymore!
context: Huh?\Mum?\Taiga, what are you think -\You seriously don't think about the consequen -\Taiga...\Taiga, do you really hate me that mu -\Fine!\I don't give a damn anymore! response:	I'm leaving, so do whatever you want! Bye!
context: Mum?\Taiga, what are you think -\You seriously don't think about the consequen -\Taiga...\Taiga, do you really hate me that mu -\Fine!\I don't give a damn anymore!\I'm leaving, so do whatever you want! Bye! response:	She's just like a kid...
context: Taiga, what are you think -\You seriously don't think about the consequen -\Taiga...\Taiga, do you really hate me that mu -\Fine!\I don't give a damn anymore!\I'm leaving, so do whatever you want! Bye!\She's just like a kid... response:	Ryuuji, you know,
context: You seriously don't think about the consequen -\Taiga...\Taiga, do you really hate me that mu -\Fine!\I don't give a damn anymore!\I'm leaving, so do whatever you want! Bye!\She's just like a kid...\Ryuuji, you know, response:	I always thought that I would never be loved...
context: Taiga...\Taiga, do you really hate me that mu -\Fine!\I don't give a damn anymore!\I'm leaving, so do whatever you want! Bye!\She's just like a kid...\Ryuuji, you know,\I always thought that I would never be loved... response:	It smells great!
context: Taiga, do you really hate me that mu -\Fine!\I don't give a damn anymore!\I'm leaving, so do whatever you want! Bye!\She's just like a kid...\Ryuuji, you know,\I always thought that I would never be loved...\It smells great! response:	I'm not just making pork cutlets.
context: Fine!\I don't give a damn anymore!\I'm leaving, so do whatever you want! Bye!\She's just like a kid...\Ryuuji, you know,\I always thought that I would never be loved...\It smells great!\I'm not just making pork cutlets. response:	Grandma taught me how to make some delicious taro rice.
context: I don't give a damn anymore!\I'm leaving, so do whatever you want! Bye!\She's just like a kid...\Ryuuji, you know,\I always thought that I would never be loved...\It smells great!\I'm not just making pork cutlets.\Grandma taught me how to make some delicious taro rice. response:	Yay!
context: I'm leaving, so do whatever you want! Bye!\She's just like a kid...\Ryuuji, you know,\I always thought that I would never be loved...\It smells great!\I'm not just making pork cutlets.\Grandma taught me how to make some delicious taro rice.\Yay! response:	Thank you, Ryuu-chan.
context: She's just like a kid...\Ryuuji, you know,\I always thought that I would never be loved...\It smells great!\I'm not just making pork cutlets.\Grandma taught me how to make some delicious taro rice.\Yay!\Thank you, Ryuu-chan. response:	I can't see the stars...
context: Ryuuji, you know,\I always thought that I would never be loved...\It smells great!\I'm not just making pork cutlets.\Grandma taught me how to make some delicious taro rice.\Yay!\Thank you, Ryuu-chan.\I can't see the stars... response:	It's so small...
context: I always thought that I would never be loved...\It smells great!\I'm not just making pork cutlets.\Grandma taught me how to make some delicious taro rice.\Yay!\Thank you, Ryuu-chan.\I can't see the stars...\It's so small... response:	It's hidden and lonely, just like me.
context: It smells great!\I'm not just making pork cutlets.\Grandma taught me how to make some delicious taro rice.\Yay!\Thank you, Ryuu-chan.\I can't see the stars...\It's so small...\It's hidden and lonely, just like me. response:	I blamed my lack of confidence on my parents and my surroundings,
context: I'm not just making pork cutlets.\Grandma taught me how to make some delicious taro rice.\Yay!\Thank you, Ryuu-chan.\I can't see the stars...\It's so small...\It's hidden and lonely, just like me.\I blamed my lack of confidence on my parents and my surroundings, response:	but Ryuuji still loves me.
context: Grandma taught me how to make some delicious taro rice.\Yay!\Thank you, Ryuu-chan.\I can't see the stars...\It's so small...\It's hidden and lonely, just like me.\I blamed my lack of confidence on my parents and my surroundings,\but Ryuuji still loves me. response:	That's why...
context: Yay!\Thank you, Ryuu-chan.\I can't see the stars...\It's so small...\It's hidden and lonely, just like me.\I blamed my lack of confidence on my parents and my surroundings,\but Ryuuji still loves me.\That's why... response:	I have to change.
context: Thank you, Ryuu-chan.\I can't see the stars...\It's so small...\It's hidden and lonely, just like me.\I blamed my lack of confidence on my parents and my surroundings,\but Ryuuji still loves me.\That's why...\I have to change. response:	I have to accept everything.
context: I can't see the stars...\It's so small...\It's hidden and lonely, just like me.\I blamed my lack of confidence on my parents and my surroundings,\but Ryuuji still loves me.\That's why...\I have to change.\I have to accept everything. response:	I will be proud of myself and love Ryuuji.
context: It's so small...\It's hidden and lonely, just like me.\I blamed my lack of confidence on my parents and my surroundings,\but Ryuuji still loves me.\That's why...\I have to change.\I have to accept everything.\I will be proud of myself and love Ryuuji. response:	That day, Taiga didn't come over for dinner.
context: It's hidden and lonely, just like me.\I blamed my lack of confidence on my parents and my surroundings,\but Ryuuji still loves me.\That's why...\I have to change.\I have to accept everything.\I will be proud of myself and love Ryuuji.\That day, Taiga didn't come over for dinner. response:	Takasu, we can't understand if you don't tell us anything.
context: I blamed my lack of confidence on my parents and my surroundings,\but Ryuuji still loves me.\That's why...\I have to change.\I have to accept everything.\I will be proud of myself and love Ryuuji.\That day, Taiga didn't come over for dinner.\Takasu, we can't understand if you don't tell us anything. response:	What actually happened?
context: but Ryuuji still loves me.\That's why...\I have to change.\I have to accept everything.\I will be proud of myself and love Ryuuji.\That day, Taiga didn't come over for dinner.\Takasu, we can't understand if you don't tell us anything.\What actually happened? response:	Why did Taiga -
context: That's why...\I have to change.\I have to accept everything.\I will be proud of myself and love Ryuuji.\That day, Taiga didn't come over for dinner.\Takasu, we can't understand if you don't tell us anything.\What actually happened?\Why did Taiga - response:	Come on, everyone, back to your seats.
context: I have to change.\I have to accept everything.\I will be proud of myself and love Ryuuji.\That day, Taiga didn't come over for dinner.\Takasu, we can't understand if you don't tell us anything.\What actually happened?\Why did Taiga -\Come on, everyone, back to your seats. response:	I have some bad news for everyone.
context: I have to accept everything.\I will be proud of myself and love Ryuuji.\That day, Taiga didn't come over for dinner.\Takasu, we can't understand if you don't tell us anything.\What actually happened?\Why did Taiga -\Come on, everyone, back to your seats.\I have some bad news for everyone. response:	Due to family reasons, Aisaka-san is withdrawing from this school.
context: I will be proud of myself and love Ryuuji.\That day, Taiga didn't come over for dinner.\Takasu, we can't understand if you don't tell us anything.\What actually happened?\Why did Taiga -\Come on, everyone, back to your seats.\I have some bad news for everyone.\Due to family reasons, Aisaka-san is withdrawing from this school. response:	I've just received that message from her mother.
context: That day, Taiga didn't come over for dinner.\Takasu, we can't understand if you don't tell us anything.\What actually happened?\Why did Taiga -\Come on, everyone, back to your seats.\I have some bad news for everyone.\Due to family reasons, Aisaka-san is withdrawing from this school.\I've just received that message from her mother. response:	Aisaka-san will be going back to her mother's -
context: Takasu, we can't understand if you don't tell us anything.\What actually happened?\Why did Taiga -\Come on, everyone, back to your seats.\I have some bad news for everyone.\Due to family reasons, Aisaka-san is withdrawing from this school.\I've just received that message from her mother.\Aisaka-san will be going back to her mother's - response:	Wai -
context: What actually happened?\Why did Taiga -\Come on, everyone, back to your seats.\I have some bad news for everyone.\Due to family reasons, Aisaka-san is withdrawing from this school.\I've just received that message from her mother.\Aisaka-san will be going back to her mother's -\Wai - response:	This is a lie, right? It's a joke, right? She was forced, right?!
context: Why did Taiga -\Come on, everyone, back to your seats.\I have some bad news for everyone.\Due to family reasons, Aisaka-san is withdrawing from this school.\I've just received that message from her mother.\Aisaka-san will be going back to her mother's -\Wai -\This is a lie, right? It's a joke, right? She was forced, right?! response:	She didn't tell us or...
context: Come on, everyone, back to your seats.\I have some bad news for everyone.\Due to family reasons, Aisaka-san is withdrawing from this school.\I've just received that message from her mother.\Aisaka-san will be going back to her mother's -\Wai -\This is a lie, right? It's a joke, right? She was forced, right?!\She didn't tell us or... response:	In your lives, you will all come to different crossroads.
context: I have some bad news for everyone.\Due to family reasons, Aisaka-san is withdrawing from this school.\I've just received that message from her mother.\Aisaka-san will be going back to her mother's -\Wai -\This is a lie, right? It's a joke, right? She was forced, right?!\She didn't tell us or...\In your lives, you will all come to different crossroads. response:	Regardless of whether you decide to stay where you are, or turn back,
context: Due to family reasons, Aisaka-san is withdrawing from this school.\I've just received that message from her mother.\Aisaka-san will be going back to her mother's -\Wai -\This is a lie, right? It's a joke, right? She was forced, right?!\She didn't tell us or...\In your lives, you will all come to different crossroads.\Regardless of whether you decide to stay where you are, or turn back, response:	you still have to make a decision.
context: I've just received that message from her mother.\Aisaka-san will be going back to her mother's -\Wai -\This is a lie, right? It's a joke, right? She was forced, right?!\She didn't tell us or...\In your lives, you will all come to different crossroads.\Regardless of whether you decide to stay where you are, or turn back,\you still have to make a decision. response:	Aisaka-san's decision may mean leaving you all,
context: Aisaka-san will be going back to her mother's -\Wai -\This is a lie, right? It's a joke, right? She was forced, right?!\She didn't tell us or...\In your lives, you will all come to different crossroads.\Regardless of whether you decide to stay where you are, or turn back,\you still have to make a decision.\Aisaka-san's decision may mean leaving you all, response:	but it's a decision she tried her best to make.
context: Wai -\This is a lie, right? It's a joke, right? She was forced, right?!\She didn't tell us or...\In your lives, you will all come to different crossroads.\Regardless of whether you decide to stay where you are, or turn back,\you still have to make a decision.\Aisaka-san's decision may mean leaving you all,\but it's a decision she tried her best to make. response:	Let's support her, okay?
context: This is a lie, right? It's a joke, right? She was forced, right?!\She didn't tell us or...\In your lives, you will all come to different crossroads.\Regardless of whether you decide to stay where you are, or turn back,\you still have to make a decision.\Aisaka-san's decision may mean leaving you all,\but it's a decision she tried her best to make.\Let's support her, okay? response:	Kids these days are so scary!
context: She didn't tell us or...\In your lives, you will all come to different crossroads.\Regardless of whether you decide to stay where you are, or turn back,\you still have to make a decision.\Aisaka-san's decision may mean leaving you all,\but it's a decision she tried her best to make.\Let's support her, okay?\Kids these days are so scary! response:	Are you all calling Aisaka-san?
context: In your lives, you will all come to different crossroads.\Regardless of whether you decide to stay where you are, or turn back,\you still have to make a decision.\Aisaka-san's decision may mean leaving you all,\but it's a decision she tried her best to make.\Let's support her, okay?\Kids these days are so scary!\Are you all calling Aisaka-san? response:	Texting her?
context: Regardless of whether you decide to stay where you are, or turn back,\you still have to make a decision.\Aisaka-san's decision may mean leaving you all,\but it's a decision she tried her best to make.\Let's support her, okay?\Kids these days are so scary!\Are you all calling Aisaka-san?\Texting her? response:	Unbelievable!
context: you still have to make a decision.\Aisaka-san's decision may mean leaving you all,\but it's a decision she tried her best to make.\Let's support her, okay?\Kids these days are so scary!\Are you all calling Aisaka-san?\Texting her?\Unbelievable! response:	You should all take a good, hard look at your lives!
context: Aisaka-san's decision may mean leaving you all,\but it's a decision she tried her best to make.\Let's support her, okay?\Kids these days are so scary!\Are you all calling Aisaka-san?\Texting her?\Unbelievable!\You should all take a good, hard look at your lives! response:	Takasu?
context: but it's a decision she tried her best to make.\Let's support her, okay?\Kids these days are so scary!\Are you all calling Aisaka-san?\Texting her?\Unbelievable!\You should all take a good, hard look at your lives!\Takasu? response:	It won't go through if we all call at the same time!
context: Let's support her, okay?\Kids these days are so scary!\Are you all calling Aisaka-san?\Texting her?\Unbelievable!\You should all take a good, hard look at your lives!\Takasu?\It won't go through if we all call at the same time! response:	Everyone, back to your seats!
context: Kids these days are so scary!\Are you all calling Aisaka-san?\Texting her?\Unbelievable!\You should all take a good, hard look at your lives!\Takasu?\It won't go through if we all call at the same time!\Everyone, back to your seats! response:	Takasu-kun!
context: Are you all calling Aisaka-san?\Texting her?\Unbelievable!\You should all take a good, hard look at your lives!\Takasu?\It won't go through if we all call at the same time!\Everyone, back to your seats!\Takasu-kun! response:	Kushie -
context: Texting her?\Unbelievable!\You should all take a good, hard look at your lives!\Takasu?\It won't go through if we all call at the same time!\Everyone, back to your seats!\Takasu-kun!\Kushie - response:	Can you clench your teeth for a second?
context: Unbelievable!\You should all take a good, hard look at your lives!\Takasu?\It won't go through if we all call at the same time!\Everyone, back to your seats!\Takasu-kun!\Kushie -\Can you clench your teeth for a second? response:	Why did you come back by yourself?!
context: You should all take a good, hard look at your lives!\Takasu?\It won't go through if we all call at the same time!\Everyone, back to your seats!\Takasu-kun!\Kushie -\Can you clench your teeth for a second?\Why did you come back by yourself?! response:	Why is Taiga transferring?!
context: Takasu?\It won't go through if we all call at the same time!\Everyone, back to your seats!\Takasu-kun!\Kushie -\Can you clench your teeth for a second?\Why did you come back by yourself?!\Why is Taiga transferring?! response:	I don't get it!
context: It won't go through if we all call at the same time!\Everyone, back to your seats!\Takasu-kun!\Kushie -\Can you clench your teeth for a second?\Why did you come back by yourself?!\Why is Taiga transferring?!\I don't get it! response:	Hey, Takas -
context: Everyone, back to your seats!\Takasu-kun!\Kushie -\Can you clench your teeth for a second?\Why did you come back by yourself?!\Why is Taiga transferring?!\I don't get it!\Hey, Takas - response:	Wait, Kushieda!
context: Takasu-kun!\Kushie -\Can you clench your teeth for a second?\Why did you come back by yourself?!\Why is Taiga transferring?!\I don't get it!\Hey, Takas -\Wait, Kushieda! response:	Kitamura-kun.
context: Kushie -\Can you clench your teeth for a second?\Why did you come back by yourself?!\Why is Taiga transferring?!\I don't get it!\Hey, Takas -\Wait, Kushieda!\Kitamura-kun. response:	I'd bring her back right now if I could.
context: Can you clench your teeth for a second?\Why did you come back by yourself?!\Why is Taiga transferring?!\I don't get it!\Hey, Takas -\Wait, Kushieda!\Kitamura-kun.\I'd bring her back right now if I could. response:	I'd ask her why she decided everything by herself.
context: Why did you come back by yourself?!\Why is Taiga transferring?!\I don't get it!\Hey, Takas -\Wait, Kushieda!\Kitamura-kun.\I'd bring her back right now if I could.\I'd ask her why she decided everything by herself. response:	But...
context: Why is Taiga transferring?!\I don't get it!\Hey, Takas -\Wait, Kushieda!\Kitamura-kun.\I'd bring her back right now if I could.\I'd ask her why she decided everything by herself.\But... response:	That's why the only thing I can do right now is accept it.
context: I don't get it!\Hey, Takas -\Wait, Kushieda!\Kitamura-kun.\I'd bring her back right now if I could.\I'd ask her why she decided everything by herself.\But...\That's why the only thing I can do right now is accept it. response:	Takasu...
context: Hey, Takas -\Wait, Kushieda!\Kitamura-kun.\I'd bring her back right now if I could.\I'd ask her why she decided everything by herself.\But...\That's why the only thing I can do right now is accept it.\Takasu... response:	Wow, she learns how to be tidy at the last minute.
context: Wait, Kushieda!\Kitamura-kun.\I'd bring her back right now if I could.\I'd ask her why she decided everything by herself.\But...\That's why the only thing I can do right now is accept it.\Takasu...\Wow, she learns how to be tidy at the last minute. response:	What's this?
context: Kitamura-kun.\I'd bring her back right now if I could.\I'd ask her why she decided everything by herself.\But...\That's why the only thing I can do right now is accept it.\Takasu...\Wow, she learns how to be tidy at the last minute.\What's this? response:	Oh! A single sock!
context: I'd bring her back right now if I could.\I'd ask her why she decided everything by herself.\But...\That's why the only thing I can do right now is accept it.\Takasu...\Wow, she learns how to be tidy at the last minute.\What's this?\Oh! A single sock! response:	Unforgivable!
context: I'd ask her why she decided everything by herself.\But...\That's why the only thing I can do right now is accept it.\Takasu...\Wow, she learns how to be tidy at the last minute.\What's this?\Oh! A single sock!\Unforgivable! response:	Where's your buddy?
context: But...\That's why the only thing I can do right now is accept it.\Takasu...\Wow, she learns how to be tidy at the last minute.\What's this?\Oh! A single sock!\Unforgivable!\Where's your buddy? response:	I'll definitely find him for you!
context: That's why the only thing I can do right now is accept it.\Takasu...\Wow, she learns how to be tidy at the last minute.\What's this?\Oh! A single sock!\Unforgivable!\Where's your buddy?\I'll definitely find him for you! response:	That klutz...
context: Takasu...\Wow, she learns how to be tidy at the last minute.\What's this?\Oh! A single sock!\Unforgivable!\Where's your buddy?\I'll definitely find him for you!\That klutz... response:	How could she forget these?
context: Wow, she learns how to be tidy at the last minute.\What's this?\Oh! A single sock!\Unforgivable!\Where's your buddy?\I'll definitely find him for you!\That klutz...\How could she forget these? response:	You're really stupid, aren't you?
context: What's this?\Oh! A single sock!\Unforgivable!\Where's your buddy?\I'll definitely find him for you!\That klutz...\How could she forget these?\You're really stupid, aren't you? response:	I didn't?
context: Oh! A single sock!\Unforgivable!\Where's your buddy?\I'll definitely find him for you!\That klutz...\How could she forget these?\You're really stupid, aren't you?\I didn't? response:	I remember when I fell into the river -
context: Unforgivable!\Where's your buddy?\I'll definitely find him for you!\That klutz...\How could she forget these?\You're really stupid, aren't you?\I didn't?\I remember when I fell into the river - response:	Oh, yeah! Crap!
context: Where's your buddy?\I'll definitely find him for you!\That klutz...\How could she forget these?\You're really stupid, aren't you?\I didn't?\I remember when I fell into the river -\Oh, yeah! Crap! response:	I was interrupted...
context: I'll definitely find him for you!\That klutz...\How could she forget these?\You're really stupid, aren't you?\I didn't?\I remember when I fell into the river -\Oh, yeah! Crap!\I was interrupted... response:	Gosh, I even said it a few times to Kawashima...
