context: One, two... response:	This is pretty fun.
context: What are you talking about?\Come on, let's go.\Come with me.\But I'm not...\S-Sorry!\Shit, she's going to kill me.\What?\I'm really sorry. response:	She's unusually docile.
context: Come on, let's go.\Come with me.\But I'm not...\S-Sorry!\Shit, she's going to kill me.\What?\I'm really sorry.\She's unusually docile. response:	Hey, what's your name?
context: Come with me.\But I'm not...\S-Sorry!\Shit, she's going to kill me.\What?\I'm really sorry.\She's unusually docile.\Hey, what's your name? response:	Sorry, it's just that I've seen you in a photo before.
context: But I'm not...\S-Sorry!\Shit, she's going to kill me.\What?\I'm really sorry.\She's unusually docile.\Hey, what's your name?\Sorry, it's just that I've seen you in a photo before. response:	You looked really good.
context: S-Sorry!\Shit, she's going to kill me.\What?\I'm really sorry.\She's unusually docile.\Hey, what's your name?\Sorry, it's just that I've seen you in a photo before.\You looked really good. response:	A photo?
context: Shit, she's going to kill me.\What?\I'm really sorry.\She's unusually docile.\Hey, what's your name?\Sorry, it's just that I've seen you in a photo before.\You looked really good.\A photo? response:	I knew there were students from other schools at this camp,
context: What?\I'm really sorry.\She's unusually docile.\Hey, what's your name?\Sorry, it's just that I've seen you in a photo before.\You looked really good.\A photo?\I knew there were students from other schools at this camp, response:	but I never thought I'd meet his relative.
context: I'm really sorry.\She's unusually docile.\Hey, what's your name?\Sorry, it's just that I've seen you in a photo before.\You looked really good.\A photo?\I knew there were students from other schools at this camp,\but I never thought I'd meet his relative. response:	Who is this?!
context: She's unusually docile.\Hey, what's your name?\Sorry, it's just that I've seen you in a photo before.\You looked really good.\A photo?\I knew there were students from other schools at this camp,\but I never thought I'd meet his relative.\Who is this?! response:	A-A relative.
context: Hey, what's your name?\Sorry, it's just that I've seen you in a photo before.\You looked really good.\A photo?\I knew there were students from other schools at this camp,\but I never thought I'd meet his relative.\Who is this?!\A-A relative. response:	D-Don't tell me...
context: Sorry, it's just that I've seen you in a photo before.\You looked really good.\A photo?\I knew there were students from other schools at this camp,\but I never thought I'd meet his relative.\Who is this?!\A-A relative.\D-Don't tell me... response:	Shoot, this wig!
context: You looked really good.\A photo?\I knew there were students from other schools at this camp,\but I never thought I'd meet his relative.\Who is this?!\A-A relative.\D-Don't tell me...\Shoot, this wig! response:	So wait, does she think I'm the guy in the photo?
context: A photo?\I knew there were students from other schools at this camp,\but I never thought I'd meet his relative.\Who is this?!\A-A relative.\D-Don't tell me...\Shoot, this wig!\So wait, does she think I'm the guy in the photo? response:	This is bad.
context: I knew there were students from other schools at this camp,\but I never thought I'd meet his relative.\Who is this?!\A-A relative.\D-Don't tell me...\Shoot, this wig!\So wait, does she think I'm the guy in the photo?\This is bad. response:	Should I tell her the truth?
context: but I never thought I'd meet his relative.\Who is this?!\A-A relative.\D-Don't tell me...\Shoot, this wig!\So wait, does she think I'm the guy in the photo?\This is bad.\Should I tell her the truth? response:	That the photo was actually of me?
context: Who is this?!\A-A relative.\D-Don't tell me...\Shoot, this wig!\So wait, does she think I'm the guy in the photo?\This is bad.\Should I tell her the truth?\That the photo was actually of me? response:	But she might be able to blackmail me with it.
context: A-A relative.\D-Don't tell me...\Shoot, this wig!\So wait, does she think I'm the guy in the photo?\This is bad.\Should I tell her the truth?\That the photo was actually of me?\But she might be able to blackmail me with it. response:	I'd rather not.
context: D-Don't tell me...\Shoot, this wig!\So wait, does she think I'm the guy in the photo?\This is bad.\Should I tell her the truth?\That the photo was actually of me?\But she might be able to blackmail me with it.\I'd rather not. response:	I'll have to...
context: Shoot, this wig!\So wait, does she think I'm the guy in the photo?\This is bad.\Should I tell her the truth?\That the photo was actually of me?\But she might be able to blackmail me with it.\I'd rather not.\I'll have to... response:	Oh, go straight down here and you'll end up on a bigger path.
context: So wait, does she think I'm the guy in the photo?\This is bad.\Should I tell her the truth?\That the photo was actually of me?\But she might be able to blackmail me with it.\I'd rather not.\I'll have to...\Oh, go straight down here and you'll end up on a bigger path. response:	Bye.
context: This is bad.\Should I tell her the truth?\That the photo was actually of me?\But she might be able to blackmail me with it.\I'd rather not.\I'll have to...\Oh, go straight down here and you'll end up on a bigger path.\Bye. response:	W-Wait.
context: Should I tell her the truth?\That the photo was actually of me?\But she might be able to blackmail me with it.\I'd rather not.\I'll have to...\Oh, go straight down here and you'll end up on a bigger path.\Bye.\W-Wait. response:	I got separated from my sister.
context: That the photo was actually of me?\But she might be able to blackmail me with it.\I'd rather not.\I'll have to...\Oh, go straight down here and you'll end up on a bigger path.\Bye.\W-Wait.\I got separated from my sister. response:	Could you help me find her?
context: But she might be able to blackmail me with it.\I'd rather not.\I'll have to...\Oh, go straight down here and you'll end up on a bigger path.\Bye.\W-Wait.\I got separated from my sister.\Could you help me find her? response:	Uesugi-san...
context: I'd rather not.\I'll have to...\Oh, go straight down here and you'll end up on a bigger path.\Bye.\W-Wait.\I got separated from my sister.\Could you help me find her?\Uesugi-san... response:	Where are you?
context: I'll have to...\Oh, go straight down here and you'll end up on a bigger path.\Bye.\W-Wait.\I got separated from my sister.\Could you help me find her?\Uesugi-san...\Where are you? response:	So your name's Kintaro-kun, huh?
context: Oh, go straight down here and you'll end up on a bigger path.\Bye.\W-Wait.\I got separated from my sister.\Could you help me find her?\Uesugi-san...\Where are you?\So your name's Kintaro-kun, huh? response:	Yeah.
context: Bye.\W-Wait.\I got separated from my sister.\Could you help me find her?\Uesugi-san...\Where are you?\So your name's Kintaro-kun, huh?\Yeah. response:	Hurry up and get over here, Itsuki.
context: W-Wait.\I got separated from my sister.\Could you help me find her?\Uesugi-san...\Where are you?\So your name's Kintaro-kun, huh?\Yeah.\Hurry up and get over here, Itsuki. response:	Or else...
context: I got separated from my sister.\Could you help me find her?\Uesugi-san...\Where are you?\So your name's Kintaro-kun, huh?\Yeah.\Hurry up and get over here, Itsuki.\Or else... response:	He's totally my type!
context: Could you help me find her?\Uesugi-san...\Where are you?\So your name's Kintaro-kun, huh?\Yeah.\Hurry up and get over here, Itsuki.\Or else...\He's totally my type! response:	Man, I want some booze.
context: Uesugi-san...\Where are you?\So your name's Kintaro-kun, huh?\Yeah.\Hurry up and get over here, Itsuki.\Or else...\He's totally my type!\Man, I want some booze. response:	I'm underage, but I want some booze.
context: Where are you?\So your name's Kintaro-kun, huh?\Yeah.\Hurry up and get over here, Itsuki.\Or else...\He's totally my type!\Man, I want some booze.\I'm underage, but I want some booze. response:	I wanna break the law.
context: So your name's Kintaro-kun, huh?\Yeah.\Hurry up and get over here, Itsuki.\Or else...\He's totally my type!\Man, I want some booze.\I'm underage, but I want some booze.\I wanna break the law. response:	How's that?
context: Yeah.\Hurry up and get over here, Itsuki.\Or else...\He's totally my type!\Man, I want some booze.\I'm underage, but I want some booze.\I wanna break the law.\How's that? response:	Do you hate me now?
context: Hurry up and get over here, Itsuki.\Or else...\He's totally my type!\Man, I want some booze.\I'm underage, but I want some booze.\I wanna break the law.\How's that?\Do you hate me now? response:	So wild. I love it.
context: Or else...\He's totally my type!\Man, I want some booze.\I'm underage, but I want some booze.\I wanna break the law.\How's that?\Do you hate me now?\So wild. I love it. response:	It had the opposite effect!
context: He's totally my type!\Man, I want some booze.\I'm underage, but I want some booze.\I wanna break the law.\How's that?\Do you hate me now?\So wild. I love it.\It had the opposite effect! response:	Itsu
context: Man, I want some booze.\I'm underage, but I want some booze.\I wanna break the law.\How's that?\Do you hate me now?\So wild. I love it.\It had the opposite effect!\Itsu response:	Your sister may have headed back.
context: I'm underage, but I want some booze.\I wanna break the law.\How's that?\Do you hate me now?\So wild. I love it.\It had the opposite effect!\Itsu\Your sister may have headed back. response:	Five lengths below the Big Dipper is Polaris.
context: I wanna break the law.\How's that?\Do you hate me now?\So wild. I love it.\It had the opposite effect!\Itsu\Your sister may have headed back.\Five lengths below the Big Dipper is Polaris. response:	North is that way.
context: How's that?\Do you hate me now?\So wild. I love it.\It had the opposite effect!\Itsu\Your sister may have headed back.\Five lengths below the Big Dipper is Polaris.\North is that way. response:	Now we know which way we're going.
context: Do you hate me now?\So wild. I love it.\It had the opposite effect!\Itsu\Your sister may have headed back.\Five lengths below the Big Dipper is Polaris.\North is that way.\Now we know which way we're going. response:	Wow, you're so knowledgeable.
context: So wild. I love it.\It had the opposite effect!\Itsu\Your sister may have headed back.\Five lengths below the Big Dipper is Polaris.\North is that way.\Now we know which way we're going.\Wow, you're so knowledgeable. response:	I like smart people.
context: It had the opposite effect!\Itsu\Your sister may have headed back.\Five lengths below the Big Dipper is Polaris.\North is that way.\Now we know which way we're going.\Wow, you're so knowledgeable.\I like smart people. response:	Liar.
context: Itsu\Your sister may have headed back.\Five lengths below the Big Dipper is Polaris.\North is that way.\Now we know which way we're going.\Wow, you're so knowledgeable.\I like smart people.\Liar. response:	You're way better than someone who loves showing off his grades.
context: Your sister may have headed back.\Five lengths below the Big Dipper is Polaris.\North is that way.\Now we know which way we're going.\Wow, you're so knowledgeable.\I like smart people.\Liar.\You're way better than someone who loves showing off his grades. response:	P-People do that?
context: Five lengths below the Big Dipper is Polaris.\North is that way.\Now we know which way we're going.\Wow, you're so knowledgeable.\I like smart people.\Liar.\You're way better than someone who loves showing off his grades.\P-People do that? response:	You know him.
context: North is that way.\Now we know which way we're going.\Wow, you're so knowledgeable.\I like smart people.\Liar.\You're way better than someone who loves showing off his grades.\P-People do that?\You know him. response:	He's your relative.
context: Now we know which way we're going.\Wow, you're so knowledgeable.\I like smart people.\Liar.\You're way better than someone who loves showing off his grades.\P-People do that?\You know him.\He's your relative. response:	Huh?
context: Wow, you're so knowledgeable.\I like smart people.\Liar.\You're way better than someone who loves showing off his grades.\P-People do that?\You know him.\He's your relative.\Huh? response:	Let me take a good look at your face.
context: I like smart people.\Liar.\You're way better than someone who loves showing off his grades.\P-People do that?\You know him.\He's your relative.\Huh?\Let me take a good look at your face. response:	Sh-Shoot...
context: Liar.\You're way better than someone who loves showing off his grades.\P-People do that?\You know him.\He's your relative.\Huh?\Let me take a good look at your face.\Sh-Shoot... response:	Look. You have a bruise on your forehead.
context: You're way better than someone who loves showing off his grades.\P-People do that?\You know him.\He's your relative.\Huh?\Let me take a good look at your face.\Sh-Shoot...\Look. You have a bruise on your forehead. response:	O-Oh...
context: P-People do that?\You know him.\He's your relative.\Huh?\Let me take a good look at your face.\Sh-Shoot...\Look. You have a bruise on your forehead.\O-Oh... response:	It's just a scrape.
context: You know him.\He's your relative.\Huh?\Let me take a good look at your face.\Sh-Shoot...\Look. You have a bruise on your forehead.\O-Oh...\It's just a scrape. response:	It'll heal on its own.
context: He's your relative.\Huh?\Let me take a good look at your face.\Sh-Shoot...\Look. You have a bruise on your forehead.\O-Oh...\It's just a scrape.\It'll heal on its own. response:	I can't allow that.
context: Huh?\Let me take a good look at your face.\Sh-Shoot...\Look. You have a bruise on your forehead.\O-Oh...\It's just a scrape.\It'll heal on its own.\I can't allow that. response:	One of my sisters always comes home injured.
context: Let me take a good look at your face.\Sh-Shoot...\Look. You have a bruise on your forehead.\O-Oh...\It's just a scrape.\It'll heal on its own.\I can't allow that.\One of my sisters always comes home injured. response:	There, all better.
context: Sh-Shoot...\Look. You have a bruise on your forehead.\O-Oh...\It's just a scrape.\It'll heal on its own.\I can't allow that.\One of my sisters always comes home injured.\There, all better. response:	This is throwing me off.
context: Look. You have a bruise on your forehead.\O-Oh...\It's just a scrape.\It'll heal on its own.\I can't allow that.\One of my sisters always comes home injured.\There, all better.\This is throwing me off. response:	Did you hear a voice or something?
context: O-Oh...\It's just a scrape.\It'll heal on its own.\I can't allow that.\One of my sisters always comes home injured.\There, all better.\This is throwing me off.\Did you hear a voice or something? response:	Wait, my sister said this forest is haunted.
context: It's just a scrape.\It'll heal on its own.\I can't allow that.\One of my sisters always comes home injured.\There, all better.\This is throwing me off.\Did you hear a voice or something?\Wait, my sister said this forest is haunted. response:	Cut it out.
context: It'll heal on its own.\I can't allow that.\One of my sisters always comes home injured.\There, all better.\This is throwing me off.\Did you hear a voice or something?\Wait, my sister said this forest is haunted.\Cut it out. response:	I-I know.
context: I can't allow that.\One of my sisters always comes home injured.\There, all better.\This is throwing me off.\Did you hear a voice or something?\Wait, my sister said this forest is haunted.\Cut it out.\I-I know. response:	I have this good luck charm!
context: One of my sisters always comes home injured.\There, all better.\This is throwing me off.\Did you hear a voice or something?\Wait, my sister said this forest is haunted.\Cut it out.\I-I know.\I have this good luck charm! response:	It'll protect us from any kind of evil!
context: There, all better.\This is throwing me off.\Did you hear a voice or something?\Wait, my sister said this forest is haunted.\Cut it out.\I-I know.\I have this good luck charm!\It'll protect us from any kind of evil! response:	W-Wait, don't leave me!
context: This is throwing me off.\Did you hear a voice or something?\Wait, my sister said this forest is haunted.\Cut it out.\I-I know.\I have this good luck charm!\It'll protect us from any kind of evil!\W-Wait, don't leave me! response:	I'd be too scared by myself!
context: Did you hear a voice or something?\Wait, my sister said this forest is haunted.\Cut it out.\I-I know.\I have this good luck charm!\It'll protect us from any kind of evil!\W-Wait, don't leave me!\I'd be too scared by myself! response:	Well, I'm not scared.
context: Wait, my sister said this forest is haunted.\Cut it out.\I-I know.\I have this good luck charm!\It'll protect us from any kind of evil!\W-Wait, don't leave me!\I'd be too scared by myself!\Well, I'm not scared. response:	Huh? The path...
context: Cut it out.\I-I know.\I have this good luck charm!\It'll protect us from any kind of evil!\W-Wait, don't leave me!\I'd be too scared by myself!\Well, I'm not scared.\Huh? The path... response:	Jeez, he's not very manly.
context: I-I know.\I have this good luck charm!\It'll protect us from any kind of evil!\W-Wait, don't leave me!\I'd be too scared by myself!\Well, I'm not scared.\Huh? The path...\Jeez, he's not very manly. response:	I'm kind of disappointed.
context: I have this good luck charm!\It'll protect us from any kind of evil!\W-Wait, don't leave me!\I'd be too scared by myself!\Well, I'm not scared.\Huh? The path...\Jeez, he's not very manly.\I'm kind of disappointed. response:	There's a path this way, too.
context: It'll protect us from any kind of evil!\W-Wait, don't leave me!\I'd be too scared by myself!\Well, I'm not scared.\Huh? The path...\Jeez, he's not very manly.\I'm kind of disappointed.\There's a path this way, too. response:	It's the edge of the forest, too.
context: W-Wait, don't leave me!\I'd be too scared by myself!\Well, I'm not scared.\Huh? The path...\Jeez, he's not very manly.\I'm kind of disappointed.\There's a path this way, too.\It's the edge of the forest, too. response:	No, you idiot!
context: I'd be too scared by myself!\Well, I'm not scared.\Huh? The path...\Jeez, he's not very manly.\I'm kind of disappointed.\There's a path this way, too.\It's the edge of the forest, too.\No, you idiot! response:	That way is...
context: Well, I'm not scared.\Huh? The path...\Jeez, he's not very manly.\I'm kind of disappointed.\There's a path this way, too.\It's the edge of the forest, too.\No, you idiot!\That way is... response:	What?
context: Huh? The path...\Jeez, he's not very manly.\I'm kind of disappointed.\There's a path this way, too.\It's the edge of the forest, too.\No, you idiot!\That way is...\What? response:	Shit!
context: Jeez, he's not very manly.\I'm kind of disappointed.\There's a path this way, too.\It's the edge of the forest, too.\No, you idiot!\That way is...\What?\Shit! response:	My hand!
context: I'm kind of disappointed.\There's a path this way, too.\It's the edge of the forest, too.\No, you idiot!\That way is...\What?\Shit!\My hand! response:	Thanks.
context: There's a path this way, too.\It's the edge of the forest, too.\No, you idiot!\That way is...\What?\Shit!\My hand!\Thanks. response:	I should be the one thanking you.
context: It's the edge of the forest, too.\No, you idiot!\That way is...\What?\Shit!\My hand!\Thanks.\I should be the one thanking you. response:	Where is your sister, though?
context: No, you idiot!\That way is...\What?\Shit!\My hand!\Thanks.\I should be the one thanking you.\Where is your sister, though? response:	Maybe she really did head back.
context: That way is...\What?\Shit!\My hand!\Thanks.\I should be the one thanking you.\Where is your sister, though?\Maybe she really did head back. response:	What's wrong?
context: What?\Shit!\My hand!\Thanks.\I should be the one thanking you.\Where is your sister, though?\Maybe she really did head back.\What's wrong? response:	Sorry, I don't think I can move.
context: Shit!\My hand!\Thanks.\I should be the one thanking you.\Where is your sister, though?\Maybe she really did head back.\What's wrong?\Sorry, I don't think I can move. response:	I'm scared.
context: My hand!\Thanks.\I should be the one thanking you.\Where is your sister, though?\Maybe she really did head back.\What's wrong?\Sorry, I don't think I can move.\I'm scared. response:	Can you hold my hand?
context: Thanks.\I should be the one thanking you.\Where is your sister, though?\Maybe she really did head back.\What's wrong?\Sorry, I don't think I can move.\I'm scared.\Can you hold my hand? response:	Y-You know, we might be in for more scares here.
context: I should be the one thanking you.\Where is your sister, though?\Maybe she really did head back.\What's wrong?\Sorry, I don't think I can move.\I'm scared.\Can you hold my hand?\Y-You know, we might be in for more scares here. response:	What am I saying to a guy I just met for the first time?
context: Where is your sister, though?\Maybe she really did head back.\What's wrong?\Sorry, I don't think I can move.\I'm scared.\Can you hold my hand?\Y-You know, we might be in for more scares here.\What am I saying to a guy I just met for the first time? response:	Forget I said that.
context: Maybe she really did head back.\What's wrong?\Sorry, I don't think I can move.\I'm scared.\Can you hold my hand?\Y-You know, we might be in for more scares here.\What am I saying to a guy I just met for the first time?\Forget I said that. response:	All right.
context: What's wrong?\Sorry, I don't think I can move.\I'm scared.\Can you hold my hand?\Y-You know, we might be in for more scares here.\What am I saying to a guy I just met for the first time?\Forget I said that.\All right. response:	That's a really powerful good luck charm.
context: Sorry, I don't think I can move.\I'm scared.\Can you hold my hand?\Y-You know, we might be in for more scares here.\What am I saying to a guy I just met for the first time?\Forget I said that.\All right.\That's a really powerful good luck charm. response:	Hang onto it, and it'll protect you for sure.
context: I'm scared.\Can you hold my hand?\Y-You know, we might be in for more scares here.\What am I saying to a guy I just met for the first time?\Forget I said that.\All right.\That's a really powerful good luck charm.\Hang onto it, and it'll protect you for sure. response:	There're rumors that it'll even grant your wishes.
context: Can you hold my hand?\Y-You know, we might be in for more scares here.\What am I saying to a guy I just met for the first time?\Forget I said that.\All right.\That's a really powerful good luck charm.\Hang onto it, and it'll protect you for sure.\There're rumors that it'll even grant your wishes. response:	Just for you.
context: Y-You know, we might be in for more scares here.\What am I saying to a guy I just met for the first time?\Forget I said that.\All right.\That's a really powerful good luck charm.\Hang onto it, and it'll protect you for sure.\There're rumors that it'll even grant your wishes.\Just for you. response:	Will you be here tomorrow too, Kintaro-kun?
context: What am I saying to a guy I just met for the first time?\Forget I said that.\All right.\That's a really powerful good luck charm.\Hang onto it, and it'll protect you for sure.\There're rumors that it'll even grant your wishes.\Just for you.\Will you be here tomorrow too, Kintaro-kun? response:	Yeah.
context: Forget I said that.\All right.\That's a really powerful good luck charm.\Hang onto it, and it'll protect you for sure.\There're rumors that it'll even grant your wishes.\Just for you.\Will you be here tomorrow too, Kintaro-kun?\Yeah. response:	My school's having a campfire tomorrow.
context: All right.\That's a really powerful good luck charm.\Hang onto it, and it'll protect you for sure.\There're rumors that it'll even grant your wishes.\Just for you.\Will you be here tomorrow too, Kintaro-kun?\Yeah.\My school's having a campfire tomorrow. response:	There's a legend about the folk dance that we do.
context: That's a really powerful good luck charm.\Hang onto it, and it'll protect you for sure.\There're rumors that it'll even grant your wishes.\Just for you.\Will you be here tomorrow too, Kintaro-kun?\Yeah.\My school's having a campfire tomorrow.\There's a legend about the folk dance that we do. response:	Any pair that's holding hands during the finale ends up together.
context: Hang onto it, and it'll protect you for sure.\There're rumors that it'll even grant your wishes.\Just for you.\Will you be here tomorrow too, Kintaro-kun?\Yeah.\My school's having a campfire tomorrow.\There's a legend about the folk dance that we do.\Any pair that's holding hands during the finale ends up together. response:	Y-Yeah?
context: There're rumors that it'll even grant your wishes.\Just for you.\Will you be here tomorrow too, Kintaro-kun?\Yeah.\My school's having a campfire tomorrow.\There's a legend about the folk dance that we do.\Any pair that's holding hands during the finale ends up together.\Y-Yeah? response:	Some even say you'll get together just by holding hands once.
context: Just for you.\Will you be here tomorrow too, Kintaro-kun?\Yeah.\My school's having a campfire tomorrow.\There's a legend about the folk dance that we do.\Any pair that's holding hands during the finale ends up together.\Y-Yeah?\Some even say you'll get together just by holding hands once. response:	The shyer students do it secretly, out of sight.
context: Will you be here tomorrow too, Kintaro-kun?\Yeah.\My school's having a campfire tomorrow.\There's a legend about the folk dance that we do.\Any pair that's holding hands during the finale ends up together.\Y-Yeah?\Some even say you'll get together just by holding hands once.\The shyer students do it secretly, out of sight. response:	That's it?
context: Yeah.\My school's having a campfire tomorrow.\There's a legend about the folk dance that we do.\Any pair that's holding hands during the finale ends up together.\Y-Yeah?\Some even say you'll get together just by holding hands once.\The shyer students do it secretly, out of sight.\That's it? response:	It's so overblown and childish.
context: My school's having a campfire tomorrow.\There's a legend about the folk dance that we do.\Any pair that's holding hands during the finale ends up together.\Y-Yeah?\Some even say you'll get together just by holding hands once.\The shyer students do it secretly, out of sight.\That's it?\It's so overblown and childish. response:	Kintaro-kun...
context: There's a legend about the folk dance that we do.\Any pair that's holding hands during the finale ends up together.\Y-Yeah?\Some even say you'll get together just by holding hands once.\The shyer students do it secretly, out of sight.\That's it?\It's so overblown and childish.\Kintaro-kun... response:	Would you dance with me?
context: Any pair that's holding hands during the finale ends up together.\Y-Yeah?\Some even say you'll get together just by holding hands once.\The shyer students do it secretly, out of sight.\That's it?\It's so overblown and childish.\Kintaro-kun...\Would you dance with me? response:	Uh...
context: Y-Yeah?\Some even say you'll get together just by holding hands once.\The shyer students do it secretly, out of sight.\That's it?\It's so overblown and childish.\Kintaro-kun...\Would you dance with me?\Uh... response:	I'll be waiting.
context: Some even say you'll get together just by holding hands once.\The shyer students do it secretly, out of sight.\That's it?\It's so overblown and childish.\Kintaro-kun...\Would you dance with me?\Uh...\I'll be waiting. response:	It's that voice.
context: The shyer students do it secretly, out of sight.\That's it?\It's so overblown and childish.\Kintaro-kun...\Would you dance with me?\Uh...\I'll be waiting.\It's that voice. response:	I-It's coming.
context: That's it?\It's so overblown and childish.\Kintaro-kun...\Would you dance with me?\Uh...\I'll be waiting.\It's that voice.\I-It's coming. response:	I-Itsuki!
context: It's so overblown and childish.\Kintaro-kun...\Would you dance with me?\Uh...\I'll be waiting.\It's that voice.\I-It's coming.\I-Itsuki! response:	Come on, Itsuki!
context: Kintaro-kun...\Would you dance with me?\Uh...\I'll be waiting.\It's that voice.\I-It's coming.\I-Itsuki!\Come on, Itsuki! response:	Nino!
context: Would you dance with me?\Uh...\I'll be waiting.\It's that voice.\I-It's coming.\I-Itsuki!\Come on, Itsuki!\Nino! response:	I was so lonely!
context: Uh...\I'll be waiting.\It's that voice.\I-It's coming.\I-Itsuki!\Come on, Itsuki!\Nino!\I was so lonely! response:	Y-You're too misleading!
context: I'll be waiting.\It's that voice.\I-It's coming.\I-Itsuki!\Come on, Itsuki!\Nino!\I was so lonely!\Y-You're too misleading! response:	Come on, let's go.
context: It's that voice.\I-It's coming.\I-Itsuki!\Come on, Itsuki!\Nino!\I was so lonely!\Y-You're too misleading!\Come on, let's go. response:	O-Oh, okay.
context: I-It's coming.\I-Itsuki!\Come on, Itsuki!\Nino!\I was so lonely!\Y-You're too misleading!\Come on, let's go.\O-Oh, okay. response:	I'm surprised you were fine by yourself.
context: I-Itsuki!\Come on, Itsuki!\Nino!\I was so lonely!\Y-You're too misleading!\Come on, let's go.\O-Oh, okay.\I'm surprised you were fine by yourself. response:	I wasn't.
context: Come on, Itsuki!\Nino!\I was so lonely!\Y-You're too misleading!\Come on, let's go.\O-Oh, okay.\I'm surprised you were fine by yourself.\I wasn't. response:	I was...
context: Nino!\I was so lonely!\Y-You're too misleading!\Come on, let's go.\O-Oh, okay.\I'm surprised you were fine by yourself.\I wasn't.\I was... response:	What is it?
context: I was so lonely!\Y-You're too misleading!\Come on, let's go.\O-Oh, okay.\I'm surprised you were fine by yourself.\I wasn't.\I was...\What is it? response:	I'll be waiting.
context: Y-You're too misleading!\Come on, let's go.\O-Oh, okay.\I'm surprised you were fine by yourself.\I wasn't.\I was...\What is it?\I'll be waiting. response:	What now?
context: Come on, let's go.\O-Oh, okay.\I'm surprised you were fine by yourself.\I wasn't.\I was...\What is it?\I'll be waiting.\What now? response:	What do I think of Futaro-kun?
context: O-Oh, okay.\I'm surprised you were fine by yourself.\I wasn't.\I was...\What is it?\I'll be waiting.\What now?\What do I think of Futaro-kun? response:	I think he's going through his awkward phase.
context: I'm surprised you were fine by yourself.\I wasn't.\I was...\What is it?\I'll be waiting.\What now?\What do I think of Futaro-kun?\I think he's going through his awkward phase. response:	I mean, he's pretty unbalanced, don't you think?
context: I wasn't.\I was...\What is it?\I'll be waiting.\What now?\What do I think of Futaro-kun?\I think he's going through his awkward phase.\I mean, he's pretty unbalanced, don't you think? response:	Imagine if he grows up the way he is now.
context: I was...\What is it?\I'll be waiting.\What now?\What do I think of Futaro-kun?\I think he's going through his awkward phase.\I mean, he's pretty unbalanced, don't you think?\Imagine if he grows up the way he is now. response:	I don't mean that.
context: What is it?\I'll be waiting.\What now?\What do I think of Futaro-kun?\I think he's going through his awkward phase.\I mean, he's pretty unbalanced, don't you think?\Imagine if he grows up the way he is now.\I don't mean that. response:	How do you feel about Futaro?
context: I'll be waiting.\What now?\What do I think of Futaro-kun?\I think he's going through his awkward phase.\I mean, he's pretty unbalanced, don't you think?\Imagine if he grows up the way he is now.\I don't mean that.\How do you feel about Futaro? response:	Miku, I think we should trade spots for the dance.
context: What now?\What do I think of Futaro-kun?\I think he's going through his awkward phase.\I mean, he's pretty unbalanced, don't you think?\Imagine if he grows up the way he is now.\I don't mean that.\How do you feel about Futaro?\Miku, I think we should trade spots for the dance. response:	You're worried, aren't you?
context: What do I think of Futaro-kun?\I think he's going through his awkward phase.\I mean, he's pretty unbalanced, don't you think?\Imagine if he grows up the way he is now.\I don't mean that.\How do you feel about Futaro?\Miku, I think we should trade spots for the dance.\You're worried, aren't you? response:	Let's be fair.
context: I think he's going through his awkward phase.\I mean, he's pretty unbalanced, don't you think?\Imagine if he grows up the way he is now.\I don't mean that.\How do you feel about Futaro?\Miku, I think we should trade spots for the dance.\You're worried, aren't you?\Let's be fair. response:	You should be his partner.
context: I mean, he's pretty unbalanced, don't you think?\Imagine if he grows up the way he is now.\I don't mean that.\How do you feel about Futaro?\Miku, I think we should trade spots for the dance.\You're worried, aren't you?\Let's be fair.\You should be his partner. response:	Try not to regret things.
context: Imagine if he grows up the way he is now.\I don't mean that.\How do you feel about Futaro?\Miku, I think we should trade spots for the dance.\You're worried, aren't you?\Let's be fair.\You should be his partner.\Try not to regret things. response:	These times aren't going to last forever.
context: I don't mean that.\How do you feel about Futaro?\Miku, I think we should trade spots for the dance.\You're worried, aren't you?\Let's be fair.\You should be his partner.\Try not to regret things.\These times aren't going to last forever. response:	I wish school camp would last forever.
context: How do you feel about Futaro?\Miku, I think we should trade spots for the dance.\You're worried, aren't you?\Let's be fair.\You should be his partner.\Try not to regret things.\These times aren't going to last forever.\I wish school camp would last forever. response:	Reception
context: Miku, I think we should trade spots for the dance.\You're worried, aren't you?\Let's be fair.\You should be his partner.\Try not to regret things.\These times aren't going to last forever.\I wish school camp would last forever.\Reception response:	You seem happy.
context: You're worried, aren't you?\Let's be fair.\You should be his partner.\Try not to regret things.\These times aren't going to last forever.\I wish school camp would last forever.\Reception\You seem happy. response:	Do you have some good news?
context: Let's be fair.\You should be his partner.\Try not to regret things.\These times aren't going to last forever.\I wish school camp would last forever.\Reception\You seem happy.\Do you have some good news? response:	I'm not telling you.
context: You should be his partner.\Try not to regret things.\These times aren't going to last forever.\I wish school camp would last forever.\Reception\You seem happy.\Do you have some good news?\I'm not telling you. response:	This is a pain in the ass.
context: Try not to regret things.\These times aren't going to last forever.\I wish school camp would last forever.\Reception\You seem happy.\Do you have some good news?\I'm not telling you.\This is a pain in the ass. response:	I could just dance with her in my disguise,
context: These times aren't going to last forever.\I wish school camp would last forever.\Reception\You seem happy.\Do you have some good news?\I'm not telling you.\This is a pain in the ass.\I could just dance with her in my disguise, response:	but I'm already supposed to dance with Ichika.
