context: One-inch Princess? response:	Really? Does she really exist?
context: What makes you say so?\Chobiko loves the big guy who she can't possibly be together with.\The gap in the height of them might represent the alienation she feels for him from not being able to be with him.\I see...\If that's the case, who is the big guy?\Could the big guy be...?\Okay, I'm going.\I'm borrowing this first. I'll give it to you when I'm done. response:	Okay.
context: Chobiko loves the big guy who she can't possibly be together with.\The gap in the height of them might represent the alienation she feels for him from not being able to be with him.\I see...\If that's the case, who is the big guy?\Could the big guy be...?\Okay, I'm going.\I'm borrowing this first. I'll give it to you when I'm done.\Okay. response:	He has also been reading it?
context: The gap in the height of them might represent the alienation she feels for him from not being able to be with him.\I see...\If that's the case, who is the big guy?\Could the big guy be...?\Okay, I'm going.\I'm borrowing this first. I'll give it to you when I'm done.\Okay.\He has also been reading it? response:	Did he get inspired, after reading it, to make the figurine, like me?
context: I see...\If that's the case, who is the big guy?\Could the big guy be...?\Okay, I'm going.\I'm borrowing this first. I'll give it to you when I'm done.\Okay.\He has also been reading it?\Did he get inspired, after reading it, to make the figurine, like me? response:	One-inch Princess, come on out.
context: If that's the case, who is the big guy?\Could the big guy be...?\Okay, I'm going.\I'm borrowing this first. I'll give it to you when I'm done.\Okay.\He has also been reading it?\Did he get inspired, after reading it, to make the figurine, like me?\One-inch Princess, come on out. response:	Are you there?
context: Could the big guy be...?\Okay, I'm going.\I'm borrowing this first. I'll give it to you when I'm done.\Okay.\He has also been reading it?\Did he get inspired, after reading it, to make the figurine, like me?\One-inch Princess, come on out.\Are you there? response:	There you are!
context: Okay, I'm going.\I'm borrowing this first. I'll give it to you when I'm done.\Okay.\He has also been reading it?\Did he get inspired, after reading it, to make the figurine, like me?\One-inch Princess, come on out.\Are you there?\There you are! response:	Did you make this for me, Grandma?
context: I'm borrowing this first. I'll give it to you when I'm done.\Okay.\He has also been reading it?\Did he get inspired, after reading it, to make the figurine, like me?\One-inch Princess, come on out.\Are you there?\There you are!\Did you make this for me, Grandma? response:	Well, One-inch Princess should be dressed like that, you know.
context: Okay.\He has also been reading it?\Did he get inspired, after reading it, to make the figurine, like me?\One-inch Princess, come on out.\Are you there?\There you are!\Did you make this for me, Grandma?\Well, One-inch Princess should be dressed like that, you know. response:	I'm so happy. It's beautiful. Thank you so much.
context: He has also been reading it?\Did he get inspired, after reading it, to make the figurine, like me?\One-inch Princess, come on out.\Are you there?\There you are!\Did you make this for me, Grandma?\Well, One-inch Princess should be dressed like that, you know.\I'm so happy. It's beautiful. Thank you so much. response:	I am really happy. (She's using old Japanese.)
context: Did he get inspired, after reading it, to make the figurine, like me?\One-inch Princess, come on out.\Are you there?\There you are!\Did you make this for me, Grandma?\Well, One-inch Princess should be dressed like that, you know.\I'm so happy. It's beautiful. Thank you so much.\I am really happy. (She's using old Japanese.) response:	Oh? Someone came.
context: One-inch Princess, come on out.\Are you there?\There you are!\Did you make this for me, Grandma?\Well, One-inch Princess should be dressed like that, you know.\I'm so happy. It's beautiful. Thank you so much.\I am really happy. (She's using old Japanese.)\Oh? Someone came. response:	It's Mitsuko.
context: Are you there?\There you are!\Did you make this for me, Grandma?\Well, One-inch Princess should be dressed like that, you know.\I'm so happy. It's beautiful. Thank you so much.\I am really happy. (She's using old Japanese.)\Oh? Someone came.\It's Mitsuko. response:	Coming.
context: There you are!\Did you make this for me, Grandma?\Well, One-inch Princess should be dressed like that, you know.\I'm so happy. It's beautiful. Thank you so much.\I am really happy. (She's using old Japanese.)\Oh? Someone came.\It's Mitsuko.\Coming. response:	- Hide somewhere a bit, okay? - Yup.
context: Did you make this for me, Grandma?\Well, One-inch Princess should be dressed like that, you know.\I'm so happy. It's beautiful. Thank you so much.\I am really happy. (She's using old Japanese.)\Oh? Someone came.\It's Mitsuko.\Coming.\- Hide somewhere a bit, okay? - Yup. response:	I think he doesn't want to see my face.
context: Well, One-inch Princess should be dressed like that, you know.\I'm so happy. It's beautiful. Thank you so much.\I am really happy. (She's using old Japanese.)\Oh? Someone came.\It's Mitsuko.\Coming.\- Hide somewhere a bit, okay? - Yup.\I think he doesn't want to see my face. response:	Why? You used to get along well.
context: I'm so happy. It's beautiful. Thank you so much.\I am really happy. (She's using old Japanese.)\Oh? Someone came.\It's Mitsuko.\Coming.\- Hide somewhere a bit, okay? - Yup.\I think he doesn't want to see my face.\Why? You used to get along well. response:	Well, I wonder if he hasn't loved me that much from the beginning.
context: I am really happy. (She's using old Japanese.)\Oh? Someone came.\It's Mitsuko.\Coming.\- Hide somewhere a bit, okay? - Yup.\I think he doesn't want to see my face.\Why? You used to get along well.\Well, I wonder if he hasn't loved me that much from the beginning. response:	He used to love someone very much.
context: Oh? Someone came.\It's Mitsuko.\Coming.\- Hide somewhere a bit, okay? - Yup.\I think he doesn't want to see my face.\Why? You used to get along well.\Well, I wonder if he hasn't loved me that much from the beginning.\He used to love someone very much. response:	Because she broke his heart, he just got together with me who was around him.
context: It's Mitsuko.\Coming.\- Hide somewhere a bit, okay? - Yup.\I think he doesn't want to see my face.\Why? You used to get along well.\Well, I wonder if he hasn't loved me that much from the beginning.\He used to love someone very much.\Because she broke his heart, he just got together with me who was around him. response:	Okay, it's ready.
context: Coming.\- Hide somewhere a bit, okay? - Yup.\I think he doesn't want to see my face.\Why? You used to get along well.\Well, I wonder if he hasn't loved me that much from the beginning.\He used to love someone very much.\Because she broke his heart, he just got together with me who was around him.\Okay, it's ready. response:	It must be under there.
context: - Hide somewhere a bit, okay? - Yup.\I think he doesn't want to see my face.\Why? You used to get along well.\Well, I wonder if he hasn't loved me that much from the beginning.\He used to love someone very much.\Because she broke his heart, he just got together with me who was around him.\Okay, it's ready.\It must be under there. response:	We got two children, and the restaurant business keeps us busy.
context: I think he doesn't want to see my face.\Why? You used to get along well.\Well, I wonder if he hasn't loved me that much from the beginning.\He used to love someone very much.\Because she broke his heart, he just got together with me who was around him.\Okay, it's ready.\It must be under there.\We got two children, and the restaurant business keeps us busy. response:	So, I have been living, not thinking about those things.
context: Why? You used to get along well.\Well, I wonder if he hasn't loved me that much from the beginning.\He used to love someone very much.\Because she broke his heart, he just got together with me who was around him.\Okay, it's ready.\It must be under there.\We got two children, and the restaurant business keeps us busy.\So, I have been living, not thinking about those things. response:	But, since Chiyomi's gone, I see him more often now.
context: Well, I wonder if he hasn't loved me that much from the beginning.\He used to love someone very much.\Because she broke his heart, he just got together with me who was around him.\Okay, it's ready.\It must be under there.\We got two children, and the restaurant business keeps us busy.\So, I have been living, not thinking about those things.\But, since Chiyomi's gone, I see him more often now. response:	Consequently, we've been fighting a lot.
context: He used to love someone very much.\Because she broke his heart, he just got together with me who was around him.\Okay, it's ready.\It must be under there.\We got two children, and the restaurant business keeps us busy.\So, I have been living, not thinking about those things.\But, since Chiyomi's gone, I see him more often now.\Consequently, we've been fighting a lot. response:	But, Master has been really in love with you since he married you, hasn't he?
context: Because she broke his heart, he just got together with me who was around him.\Okay, it's ready.\It must be under there.\We got two children, and the restaurant business keeps us busy.\So, I have been living, not thinking about those things.\But, since Chiyomi's gone, I see him more often now.\Consequently, we've been fighting a lot.\But, Master has been really in love with you since he married you, hasn't he? response:	That's not true. Because... I haven't been proposed.
context: Okay, it's ready.\It must be under there.\We got two children, and the restaurant business keeps us busy.\So, I have been living, not thinking about those things.\But, since Chiyomi's gone, I see him more often now.\Consequently, we've been fighting a lot.\But, Master has been really in love with you since he married you, hasn't he?\That's not true. Because... I haven't been proposed. response:	- What? - What!?
context: It must be under there.\We got two children, and the restaurant business keeps us busy.\So, I have been living, not thinking about those things.\But, since Chiyomi's gone, I see him more often now.\Consequently, we've been fighting a lot.\But, Master has been really in love with you since he married you, hasn't he?\That's not true. Because... I haven't been proposed.\- What? - What!? response:	Oh, is that right?
context: We got two children, and the restaurant business keeps us busy.\So, I have been living, not thinking about those things.\But, since Chiyomi's gone, I see him more often now.\Consequently, we've been fighting a lot.\But, Master has been really in love with you since he married you, hasn't he?\That's not true. Because... I haven't been proposed.\- What? - What!?\Oh, is that right? response:	Yeah. It's just that, since we had Chiyomi, we decided to to the right thing.
context: So, I have been living, not thinking about those things.\But, since Chiyomi's gone, I see him more often now.\Consequently, we've been fighting a lot.\But, Master has been really in love with you since he married you, hasn't he?\That's not true. Because... I haven't been proposed.\- What? - What!?\Oh, is that right?\Yeah. It's just that, since we had Chiyomi, we decided to to the right thing. response:	So, it was true that they had a shotgun wedding.
context: But, since Chiyomi's gone, I see him more often now.\Consequently, we've been fighting a lot.\But, Master has been really in love with you since he married you, hasn't he?\That's not true. Because... I haven't been proposed.\- What? - What!?\Oh, is that right?\Yeah. It's just that, since we had Chiyomi, we decided to to the right thing.\So, it was true that they had a shotgun wedding. response:	That stupid Joji.
context: Consequently, we've been fighting a lot.\But, Master has been really in love with you since he married you, hasn't he?\That's not true. Because... I haven't been proposed.\- What? - What!?\Oh, is that right?\Yeah. It's just that, since we had Chiyomi, we decided to to the right thing.\So, it was true that they had a shotgun wedding.\That stupid Joji. response:	Sorry to say such a thing about your husband.
context: But, Master has been really in love with you since he married you, hasn't he?\That's not true. Because... I haven't been proposed.\- What? - What!?\Oh, is that right?\Yeah. It's just that, since we had Chiyomi, we decided to to the right thing.\So, it was true that they had a shotgun wedding.\That stupid Joji.\Sorry to say such a thing about your husband. response:	I just remembered his face from the time when he was a mischievous rascal.
context: That's not true. Because... I haven't been proposed.\- What? - What!?\Oh, is that right?\Yeah. It's just that, since we had Chiyomi, we decided to to the right thing.\So, it was true that they had a shotgun wedding.\That stupid Joji.\Sorry to say such a thing about your husband.\I just remembered his face from the time when he was a mischievous rascal. response:	Don't worry about it.'Stupid Joji' is good enough.
context: - What? - What!?\Oh, is that right?\Yeah. It's just that, since we had Chiyomi, we decided to to the right thing.\So, it was true that they had a shotgun wedding.\That stupid Joji.\Sorry to say such a thing about your husband.\I just remembered his face from the time when he was a mischievous rascal.\Don't worry about it.'Stupid Joji' is good enough. response:	But, you know, that'stupid Joji,'
context: Oh, is that right?\Yeah. It's just that, since we had Chiyomi, we decided to to the right thing.\So, it was true that they had a shotgun wedding.\That stupid Joji.\Sorry to say such a thing about your husband.\I just remembered his face from the time when he was a mischievous rascal.\Don't worry about it.'Stupid Joji' is good enough.\But, you know, that'stupid Joji,' response:	I was happy he got serious about working ever since he married you.
context: Yeah. It's just that, since we had Chiyomi, we decided to to the right thing.\So, it was true that they had a shotgun wedding.\That stupid Joji.\Sorry to say such a thing about your husband.\I just remembered his face from the time when he was a mischievous rascal.\Don't worry about it.'Stupid Joji' is good enough.\But, you know, that'stupid Joji,'\I was happy he got serious about working ever since he married you. response:	Before that, he... What was it? He...
context: So, it was true that they had a shotgun wedding.\That stupid Joji.\Sorry to say such a thing about your husband.\I just remembered his face from the time when he was a mischievous rascal.\Don't worry about it.'Stupid Joji' is good enough.\But, you know, that'stupid Joji,'\I was happy he got serious about working ever since he married you.\Before that, he... What was it? He... response:	Heavy metal?
context: That stupid Joji.\Sorry to say such a thing about your husband.\I just remembered his face from the time when he was a mischievous rascal.\Don't worry about it.'Stupid Joji' is good enough.\But, you know, that'stupid Joji,'\I was happy he got serious about working ever since he married you.\Before that, he... What was it? He...\Heavy metal? response:	Heavy metal?
context: Sorry to say such a thing about your husband.\I just remembered his face from the time when he was a mischievous rascal.\Don't worry about it.'Stupid Joji' is good enough.\But, you know, that'stupid Joji,'\I was happy he got serious about working ever since he married you.\Before that, he... What was it? He...\Heavy metal?\Heavy metal? response:	That's right.'Stupid Joji' used to play heavy metal rock.
context: I just remembered his face from the time when he was a mischievous rascal.\Don't worry about it.'Stupid Joji' is good enough.\But, you know, that'stupid Joji,'\I was happy he got serious about working ever since he married you.\Before that, he... What was it? He...\Heavy metal?\Heavy metal?\That's right.'Stupid Joji' used to play heavy metal rock. response:	He sang, dressed in such crazy fashion like this.
context: Don't worry about it.'Stupid Joji' is good enough.\But, you know, that'stupid Joji,'\I was happy he got serious about working ever since he married you.\Before that, he... What was it? He...\Heavy metal?\Heavy metal?\That's right.'Stupid Joji' used to play heavy metal rock.\He sang, dressed in such crazy fashion like this. response:	He didn't work hard, despite his age, and said he would go to Tokyo and have success.
context: But, you know, that'stupid Joji,'\I was happy he got serious about working ever since he married you.\Before that, he... What was it? He...\Heavy metal?\Heavy metal?\That's right.'Stupid Joji' used to play heavy metal rock.\He sang, dressed in such crazy fashion like this.\He didn't work hard, despite his age, and said he would go to Tokyo and have success. response:	Tokyo? Dad...
context: I was happy he got serious about working ever since he married you.\Before that, he... What was it? He...\Heavy metal?\Heavy metal?\That's right.'Stupid Joji' used to play heavy metal rock.\He sang, dressed in such crazy fashion like this.\He didn't work hard, despite his age, and said he would go to Tokyo and have success.\Tokyo? Dad... response:	NAh! Yeah! Yeah! Yeah! I'm... I'm... Come on!
context: Before that, he... What was it? He...\Heavy metal?\Heavy metal?\That's right.'Stupid Joji' used to play heavy metal rock.\He sang, dressed in such crazy fashion like this.\He didn't work hard, despite his age, and said he would go to Tokyo and have success.\Tokyo? Dad...\NAh! Yeah! Yeah! Yeah! I'm... I'm... Come on! response:	No way. It's not possible.
context: Heavy metal?\Heavy metal?\That's right.'Stupid Joji' used to play heavy metal rock.\He sang, dressed in such crazy fashion like this.\He didn't work hard, despite his age, and said he would go to Tokyo and have success.\Tokyo? Dad...\NAh! Yeah! Yeah! Yeah! I'm... I'm... Come on!\No way. It's not possible. response:	But, since he married you, he has worked really hard.
context: Heavy metal?\That's right.'Stupid Joji' used to play heavy metal rock.\He sang, dressed in such crazy fashion like this.\He didn't work hard, despite his age, and said he would go to Tokyo and have success.\Tokyo? Dad...\NAh! Yeah! Yeah! Yeah! I'm... I'm... Come on!\No way. It's not possible.\But, since he married you, he has worked really hard. response:	He saved up money for down payment and opened a restaurant.
context: That's right.'Stupid Joji' used to play heavy metal rock.\He sang, dressed in such crazy fashion like this.\He didn't work hard, despite his age, and said he would go to Tokyo and have success.\Tokyo? Dad...\NAh! Yeah! Yeah! Yeah! I'm... I'm... Come on!\No way. It's not possible.\But, since he married you, he has worked really hard.\He saved up money for down payment and opened a restaurant. response:	So, he is who he is today
context: He sang, dressed in such crazy fashion like this.\He didn't work hard, despite his age, and said he would go to Tokyo and have success.\Tokyo? Dad...\NAh! Yeah! Yeah! Yeah! I'm... I'm... Come on!\No way. It's not possible.\But, since he married you, he has worked really hard.\He saved up money for down payment and opened a restaurant.\So, he is who he is today response:	all thanks to you, Ricchan.
context: He didn't work hard, despite his age, and said he would go to Tokyo and have success.\Tokyo? Dad...\NAh! Yeah! Yeah! Yeah! I'm... I'm... Come on!\No way. It's not possible.\But, since he married you, he has worked really hard.\He saved up money for down payment and opened a restaurant.\So, he is who he is today\all thanks to you, Ricchan. response:	That's not true.
context: Tokyo? Dad...\NAh! Yeah! Yeah! Yeah! I'm... I'm... Come on!\No way. It's not possible.\But, since he married you, he has worked really hard.\He saved up money for down payment and opened a restaurant.\So, he is who he is today\all thanks to you, Ricchan.\That's not true. response:	You know, Ricchan,
context: NAh! Yeah! Yeah! Yeah! I'm... I'm... Come on!\No way. It's not possible.\But, since he married you, he has worked really hard.\He saved up money for down payment and opened a restaurant.\So, he is who he is today\all thanks to you, Ricchan.\That's not true.\You know, Ricchan, response:	you got together with him because you loved him very much, didn't you?
context: No way. It's not possible.\But, since he married you, he has worked really hard.\He saved up money for down payment and opened a restaurant.\So, he is who he is today\all thanks to you, Ricchan.\That's not true.\You know, Ricchan,\you got together with him because you loved him very much, didn't you? response:	Mom.
context: But, since he married you, he has worked really hard.\He saved up money for down payment and opened a restaurant.\So, he is who he is today\all thanks to you, Ricchan.\That's not true.\You know, Ricchan,\you got together with him because you loved him very much, didn't you?\Mom. response:	I think so.
context: He saved up money for down payment and opened a restaurant.\So, he is who he is today\all thanks to you, Ricchan.\That's not true.\You know, Ricchan,\you got together with him because you loved him very much, didn't you?\Mom.\I think so. response:	See? The fact that you got jealous now
context: So, he is who he is today\all thanks to you, Ricchan.\That's not true.\You know, Ricchan,\you got together with him because you loved him very much, didn't you?\Mom.\I think so.\See? The fact that you got jealous now response:	proves that you love him. Don't you think so?
context: all thanks to you, Ricchan.\That's not true.\You know, Ricchan,\you got together with him because you loved him very much, didn't you?\Mom.\I think so.\See? The fact that you got jealous now\proves that you love him. Don't you think so? response:	I am not sure about it now.
context: That's not true.\You know, Ricchan,\you got together with him because you loved him very much, didn't you?\Mom.\I think so.\See? The fact that you got jealous now\proves that you love him. Don't you think so?\I am not sure about it now. response:	You've been working too hard.
context: You know, Ricchan,\you got together with him because you loved him very much, didn't you?\Mom.\I think so.\See? The fact that you got jealous now\proves that you love him. Don't you think so?\I am not sure about it now.\You've been working too hard. response:	What?
context: you got together with him because you loved him very much, didn't you?\Mom.\I think so.\See? The fact that you got jealous now\proves that you love him. Don't you think so?\I am not sure about it now.\You've been working too hard.\What? response:	You should slack off a bit.
context: Mom.\I think so.\See? The fact that you got jealous now\proves that you love him. Don't you think so?\I am not sure about it now.\You've been working too hard.\What?\You should slack off a bit. response:	Slacking off,
context: I think so.\See? The fact that you got jealous now\proves that you love him. Don't you think so?\I am not sure about it now.\You've been working too hard.\What?\You should slack off a bit.\Slacking off, response:	it is also important.
context: See? The fact that you got jealous now\proves that you love him. Don't you think so?\I am not sure about it now.\You've been working too hard.\What?\You should slack off a bit.\Slacking off,\it is also important. response:	Why desn't she reply to me?
context: proves that you love him. Don't you think so?\I am not sure about it now.\You've been working too hard.\What?\You should slack off a bit.\Slacking off,\it is also important.\Why desn't she reply to me? response:	My Little Lover Minami Kun No Koibito
context: I am not sure about it now.\You've been working too hard.\What?\You should slack off a bit.\Slacking off,\it is also important.\Why desn't she reply to me?\My Little Lover Minami Kun No Koibito response:	Hello.
context: You've been working too hard.\What?\You should slack off a bit.\Slacking off,\it is also important.\Why desn't she reply to me?\My Little Lover Minami Kun No Koibito\Hello. response:	What should I do? Minami-kun's home.
context: What?\You should slack off a bit.\Slacking off,\it is also important.\Why desn't she reply to me?\My Little Lover Minami Kun No Koibito\Hello.\What should I do? Minami-kun's home. response:	Thank you, you two.
context: You should slack off a bit.\Slacking off,\it is also important.\Why desn't she reply to me?\My Little Lover Minami Kun No Koibito\Hello.\What should I do? Minami-kun's home.\Thank you, you two. response:	You helped me a lot. This is a thank you gift. Why don't you put it in your shop?
context: Slacking off,\it is also important.\Why desn't she reply to me?\My Little Lover Minami Kun No Koibito\Hello.\What should I do? Minami-kun's home.\Thank you, you two.\You helped me a lot. This is a thank you gift. Why don't you put it in your shop? response:	- Wow, it's great. - Thank you.
context: it is also important.\Why desn't she reply to me?\My Little Lover Minami Kun No Koibito\Hello.\What should I do? Minami-kun's home.\Thank you, you two.\You helped me a lot. This is a thank you gift. Why don't you put it in your shop?\- Wow, it's great. - Thank you. response:	Not at all.
context: Why desn't she reply to me?\My Little Lover Minami Kun No Koibito\Hello.\What should I do? Minami-kun's home.\Thank you, you two.\You helped me a lot. This is a thank you gift. Why don't you put it in your shop?\- Wow, it's great. - Thank you.\Not at all. response:	Alstroemeria is called'Lily of the Incas' and'Peruvian Lily.' It's flower meaning is...
context: My Little Lover Minami Kun No Koibito\Hello.\What should I do? Minami-kun's home.\Thank you, you two.\You helped me a lot. This is a thank you gift. Why don't you put it in your shop?\- Wow, it's great. - Thank you.\Not at all.\Alstroemeria is called'Lily of the Incas' and'Peruvian Lily.' It's flower meaning is... response:	You don't have to tell me. I won't be able to memorize it.
context: Hello.\What should I do? Minami-kun's home.\Thank you, you two.\You helped me a lot. This is a thank you gift. Why don't you put it in your shop?\- Wow, it's great. - Thank you.\Not at all.\Alstroemeria is called'Lily of the Incas' and'Peruvian Lily.' It's flower meaning is...\You don't have to tell me. I won't be able to memorize it. response:	It's no good. She doesn't pick up the phone.
context: What should I do? Minami-kun's home.\Thank you, you two.\You helped me a lot. This is a thank you gift. Why don't you put it in your shop?\- Wow, it's great. - Thank you.\Not at all.\Alstroemeria is called'Lily of the Incas' and'Peruvian Lily.' It's flower meaning is...\You don't have to tell me. I won't be able to memorize it.\It's no good. She doesn't pick up the phone. response:	Oh, you are Chiyomi's... It's been long.
context: Thank you, you two.\You helped me a lot. This is a thank you gift. Why don't you put it in your shop?\- Wow, it's great. - Thank you.\Not at all.\Alstroemeria is called'Lily of the Incas' and'Peruvian Lily.' It's flower meaning is...\You don't have to tell me. I won't be able to memorize it.\It's no good. She doesn't pick up the phone.\Oh, you are Chiyomi's... It's been long. response:	- Hello. - Hello.
context: You helped me a lot. This is a thank you gift. Why don't you put it in your shop?\- Wow, it's great. - Thank you.\Not at all.\Alstroemeria is called'Lily of the Incas' and'Peruvian Lily.' It's flower meaning is...\You don't have to tell me. I won't be able to memorize it.\It's no good. She doesn't pick up the phone.\Oh, you are Chiyomi's... It's been long.\- Hello. - Hello. response:	Could it be...
context: - Wow, it's great. - Thank you.\Not at all.\Alstroemeria is called'Lily of the Incas' and'Peruvian Lily.' It's flower meaning is...\You don't have to tell me. I won't be able to memorize it.\It's no good. She doesn't pick up the phone.\Oh, you are Chiyomi's... It's been long.\- Hello. - Hello.\Could it be... response:	she went there again?
context: Not at all.\Alstroemeria is called'Lily of the Incas' and'Peruvian Lily.' It's flower meaning is...\You don't have to tell me. I won't be able to memorize it.\It's no good. She doesn't pick up the phone.\Oh, you are Chiyomi's... It's been long.\- Hello. - Hello.\Could it be...\she went there again? response:	- Here you go. - Thanks.
context: Alstroemeria is called'Lily of the Incas' and'Peruvian Lily.' It's flower meaning is...\You don't have to tell me. I won't be able to memorize it.\It's no good. She doesn't pick up the phone.\Oh, you are Chiyomi's... It's been long.\- Hello. - Hello.\Could it be...\she went there again?\- Here you go. - Thanks. response:	Oh, Minami-kun.
context: You don't have to tell me. I won't be able to memorize it.\It's no good. She doesn't pick up the phone.\Oh, you are Chiyomi's... It's been long.\- Hello. - Hello.\Could it be...\she went there again?\- Here you go. - Thanks.\Oh, Minami-kun. response:	Hello.
context: It's no good. She doesn't pick up the phone.\Oh, you are Chiyomi's... It's been long.\- Hello. - Hello.\Could it be...\she went there again?\- Here you go. - Thanks.\Oh, Minami-kun.\Hello. response:	- Oh, hi. - Hello.
context: Oh, you are Chiyomi's... It's been long.\- Hello. - Hello.\Could it be...\she went there again?\- Here you go. - Thanks.\Oh, Minami-kun.\Hello.\- Oh, hi. - Hello. response:	- Want some cake? - No, I'll drink something.
context: - Hello. - Hello.\Could it be...\she went there again?\- Here you go. - Thanks.\Oh, Minami-kun.\Hello.\- Oh, hi. - Hello.\- Want some cake? - No, I'll drink something. response:	Wow, it's unusual.
context: Could it be...\she went there again?\- Here you go. - Thanks.\Oh, Minami-kun.\Hello.\- Oh, hi. - Hello.\- Want some cake? - No, I'll drink something.\Wow, it's unusual. response:	- You usually have a takeout. - I wanted to have a coffee break.
context: she went there again?\- Here you go. - Thanks.\Oh, Minami-kun.\Hello.\- Oh, hi. - Hello.\- Want some cake? - No, I'll drink something.\Wow, it's unusual.\- You usually have a takeout. - I wanted to have a coffee break. response:	- Here you go. - Well then, may I have ice coffee? - Sure.
context: - Here you go. - Thanks.\Oh, Minami-kun.\Hello.\- Oh, hi. - Hello.\- Want some cake? - No, I'll drink something.\Wow, it's unusual.\- You usually have a takeout. - I wanted to have a coffee break.\- Here you go. - Well then, may I have ice coffee? - Sure. response:	- It makes me so happy. - Chiyomi...
context: Oh, Minami-kun.\Hello.\- Oh, hi. - Hello.\- Want some cake? - No, I'll drink something.\Wow, it's unusual.\- You usually have a takeout. - I wanted to have a coffee break.\- Here you go. - Well then, may I have ice coffee? - Sure.\- It makes me so happy. - Chiyomi... response:	Where is she?
context: Hello.\- Oh, hi. - Hello.\- Want some cake? - No, I'll drink something.\Wow, it's unusual.\- You usually have a takeout. - I wanted to have a coffee break.\- Here you go. - Well then, may I have ice coffee? - Sure.\- It makes me so happy. - Chiyomi...\Where is she? response:	Minami-kun, you are doing great.
context: - Oh, hi. - Hello.\- Want some cake? - No, I'll drink something.\Wow, it's unusual.\- You usually have a takeout. - I wanted to have a coffee break.\- Here you go. - Well then, may I have ice coffee? - Sure.\- It makes me so happy. - Chiyomi...\Where is she?\Minami-kun, you are doing great. response:	I heard you've been studying.
context: - Want some cake? - No, I'll drink something.\Wow, it's unusual.\- You usually have a takeout. - I wanted to have a coffee break.\- Here you go. - Well then, may I have ice coffee? - Sure.\- It makes me so happy. - Chiyomi...\Where is she?\Minami-kun, you are doing great.\I heard you've been studying. response:	I wish Chiyomi would learn from you.
context: Wow, it's unusual.\- You usually have a takeout. - I wanted to have a coffee break.\- Here you go. - Well then, may I have ice coffee? - Sure.\- It makes me so happy. - Chiyomi...\Where is she?\Minami-kun, you are doing great.\I heard you've been studying.\I wish Chiyomi would learn from you. response:	I can't expect too much from her because she is my daughter.
context: - You usually have a takeout. - I wanted to have a coffee break.\- Here you go. - Well then, may I have ice coffee? - Sure.\- It makes me so happy. - Chiyomi...\Where is she?\Minami-kun, you are doing great.\I heard you've been studying.\I wish Chiyomi would learn from you.\I can't expect too much from her because she is my daughter. response:	I hope she would go to college at least.
context: - Here you go. - Well then, may I have ice coffee? - Sure.\- It makes me so happy. - Chiyomi...\Where is she?\Minami-kun, you are doing great.\I heard you've been studying.\I wish Chiyomi would learn from you.\I can't expect too much from her because she is my daughter.\I hope she would go to college at least. response:	But, Chiyomi-san is a hardworking person, too.
context: - It makes me so happy. - Chiyomi...\Where is she?\Minami-kun, you are doing great.\I heard you've been studying.\I wish Chiyomi would learn from you.\I can't expect too much from her because she is my daughter.\I hope she would go to college at least.\But, Chiyomi-san is a hardworking person, too. response:	She might not be good at studying,
context: Where is she?\Minami-kun, you are doing great.\I heard you've been studying.\I wish Chiyomi would learn from you.\I can't expect too much from her because she is my daughter.\I hope she would go to college at least.\But, Chiyomi-san is a hardworking person, too.\She might not be good at studying, response:	but she is talented in other areas, like writing...
context: Minami-kun, you are doing great.\I heard you've been studying.\I wish Chiyomi would learn from you.\I can't expect too much from her because she is my daughter.\I hope she would go to college at least.\But, Chiyomi-san is a hardworking person, too.\She might not be good at studying,\but she is talented in other areas, like writing... response:	Oh, well, you know,
context: I heard you've been studying.\I wish Chiyomi would learn from you.\I can't expect too much from her because she is my daughter.\I hope she would go to college at least.\But, Chiyomi-san is a hardworking person, too.\She might not be good at studying,\but she is talented in other areas, like writing...\Oh, well, you know, response:	she has actually been working hard to pursue her dream to be a dancer.
context: I wish Chiyomi would learn from you.\I can't expect too much from her because she is my daughter.\I hope she would go to college at least.\But, Chiyomi-san is a hardworking person, too.\She might not be good at studying,\but she is talented in other areas, like writing...\Oh, well, you know,\she has actually been working hard to pursue her dream to be a dancer. response:	- Riku. - I respect her
context: I can't expect too much from her because she is my daughter.\I hope she would go to college at least.\But, Chiyomi-san is a hardworking person, too.\She might not be good at studying,\but she is talented in other areas, like writing...\Oh, well, you know,\she has actually been working hard to pursue her dream to be a dancer.\- Riku. - I respect her response:	who has that aspect.
context: I hope she would go to college at least.\But, Chiyomi-san is a hardworking person, too.\She might not be good at studying,\but she is talented in other areas, like writing...\Oh, well, you know,\she has actually been working hard to pursue her dream to be a dancer.\- Riku. - I respect her\who has that aspect. response:	Okay, heres your ice coffee.
context: But, Chiyomi-san is a hardworking person, too.\She might not be good at studying,\but she is talented in other areas, like writing...\Oh, well, you know,\she has actually been working hard to pursue her dream to be a dancer.\- Riku. - I respect her\who has that aspect.\Okay, heres your ice coffee. response:	Minami-kun. Grandma saw me a while ago.
context: She might not be good at studying,\but she is talented in other areas, like writing...\Oh, well, you know,\she has actually been working hard to pursue her dream to be a dancer.\- Riku. - I respect her\who has that aspect.\Okay, heres your ice coffee.\Minami-kun. Grandma saw me a while ago. response:	Chiyomi... She was found by Grandma again?
