context: Okay. See you later, Goddess! response:	Okay. You know...
context: You can't regroup quickly.\When its prey is gasping for breath,\moaning in pain,\and thoroughly weakened...\That is when the dungeon bares its fangs.\No way...\Monsters?\No... response:	I won't make it...
context: When its prey is gasping for breath,\moaning in pain,\and thoroughly weakened...\That is when the dungeon bares its fangs.\No way...\Monsters?\No...\I won't make it... response:	So these
context: moaning in pain,\and thoroughly weakened...\That is when the dungeon bares its fangs.\No way...\Monsters?\No...\I won't make it...\So these response:	are the middle floors...
context: and thoroughly weakened...\That is when the dungeon bares its fangs.\No way...\Monsters?\No...\I won't make it...\So these\are the middle floors... response:	Really?
context: That is when the dungeon bares its fangs.\No way...\Monsters?\No...\I won't make it...\So these\are the middle floors...\Really? response:	Bell-kun's party hasn't come back?
context: No way...\Monsters?\No...\I won't make it...\So these\are the middle floors...\Really?\Bell-kun's party hasn't come back? response:	And they haven't been here either, have they?
context: Monsters?\No...\I won't make it...\So these\are the middle floors...\Really?\Bell-kun's party hasn't come back?\And they haven't been here either, have they? response:	That's true.
context: No...\I won't make it...\So these\are the middle floors...\Really?\Bell-kun's party hasn't come back?\And they haven't been here either, have they?\That's true. response:	If nothing else, I haven't seen them.
context: I won't make it...\So these\are the middle floors...\Really?\Bell-kun's party hasn't come back?\And they haven't been here either, have they?\That's true.\If nothing else, I haven't seen them. response:	I see.
context: So these\are the middle floors...\Really?\Bell-kun's party hasn't come back?\And they haven't been here either, have they?\That's true.\If nothing else, I haven't seen them.\I see. response:	I want to issue a quest.
context: are the middle floors...\Really?\Bell-kun's party hasn't come back?\And they haven't been here either, have they?\That's true.\If nothing else, I haven't seen them.\I see.\I want to issue a quest. response:	The quest is to find Bell-kun's party!
context: Really?\Bell-kun's party hasn't come back?\And they haven't been here either, have they?\That's true.\If nothing else, I haven't seen them.\I see.\I want to issue a quest.\The quest is to find Bell-kun's party! response:	Hestia!
context: Bell-kun's party hasn't come back?\And they haven't been here either, have they?\That's true.\If nothing else, I haven't seen them.\I see.\I want to issue a quest.\The quest is to find Bell-kun's party!\Hestia! response:	Take?
context: And they haven't been here either, have they?\That's true.\If nothing else, I haven't seen them.\I see.\I want to issue a quest.\The quest is to find Bell-kun's party!\Hestia!\Take? response:	Are you okay?
context: That's true.\If nothing else, I haven't seen them.\I see.\I want to issue a quest.\The quest is to find Bell-kun's party!\Hestia!\Take?\Are you okay? response:	Yeah, sorry.
context: If nothing else, I haven't seen them.\I see.\I want to issue a quest.\The quest is to find Bell-kun's party!\Hestia!\Take?\Are you okay?\Yeah, sorry. response:	Man, our luck is crap.
context: I see.\I want to issue a quest.\The quest is to find Bell-kun's party!\Hestia!\Take?\Are you okay?\Yeah, sorry.\Man, our luck is crap. response:	We want to go back up as fast as we can,
context: I want to issue a quest.\The quest is to find Bell-kun's party!\Hestia!\Take?\Are you okay?\Yeah, sorry.\Man, our luck is crap.\We want to go back up as fast as we can, response:	but we fell down two floors instead.
context: The quest is to find Bell-kun's party!\Hestia!\Take?\Are you okay?\Yeah, sorry.\Man, our luck is crap.\We want to go back up as fast as we can,\but we fell down two floors instead. response:	It's a miracle all three of us survived that fall.
context: Hestia!\Take?\Are you okay?\Yeah, sorry.\Man, our luck is crap.\We want to go back up as fast as we can,\but we fell down two floors instead.\It's a miracle all three of us survived that fall. response:	Yeah.
context: Take?\Are you okay?\Yeah, sorry.\Man, our luck is crap.\We want to go back up as fast as we can,\but we fell down two floors instead.\It's a miracle all three of us survived that fall.\Yeah. response:	If it weren't for my salamander wool,
context: Are you okay?\Yeah, sorry.\Man, our luck is crap.\We want to go back up as fast as we can,\but we fell down two floors instead.\It's a miracle all three of us survived that fall.\Yeah.\If it weren't for my salamander wool, response:	that hellhound's breath would've wiped us all out.
context: Yeah, sorry.\Man, our luck is crap.\We want to go back up as fast as we can,\but we fell down two floors instead.\It's a miracle all three of us survived that fall.\Yeah.\If it weren't for my salamander wool,\that hellhound's breath would've wiped us all out. response:	We owe your advisor, big time.
context: Man, our luck is crap.\We want to go back up as fast as we can,\but we fell down two floors instead.\It's a miracle all three of us survived that fall.\Yeah.\If it weren't for my salamander wool,\that hellhound's breath would've wiped us all out.\We owe your advisor, big time. response:	You're right.
context: We want to go back up as fast as we can,\but we fell down two floors instead.\It's a miracle all three of us survived that fall.\Yeah.\If it weren't for my salamander wool,\that hellhound's breath would've wiped us all out.\We owe your advisor, big time.\You're right. response:	Another...
context: but we fell down two floors instead.\It's a miracle all three of us survived that fall.\Yeah.\If it weren't for my salamander wool,\that hellhound's breath would've wiped us all out.\We owe your advisor, big time.\You're right.\Another... response:	Bell, Li'l Lili,
context: It's a miracle all three of us survived that fall.\Yeah.\If it weren't for my salamander wool,\that hellhound's breath would've wiped us all out.\We owe your advisor, big time.\You're right.\Another...\Bell, Li'l Lili, response:	leave me if you must.
context: Yeah.\If it weren't for my salamander wool,\that hellhound's breath would've wiped us all out.\We owe your advisor, big time.\You're right.\Another...\Bell, Li'l Lili,\leave me if you must. response:	Welf, what are you
context: If it weren't for my salamander wool,\that hellhound's breath would've wiped us all out.\We owe your advisor, big time.\You're right.\Another...\Bell, Li'l Lili,\leave me if you must.\Welf, what are you response:	Either way, with this leg, I'm only going to slow you down.
context: that hellhound's breath would've wiped us all out.\We owe your advisor, big time.\You're right.\Another...\Bell, Li'l Lili,\leave me if you must.\Welf, what are you\Either way, with this leg, I'm only going to slow you down. response:	But I can't do that!
context: We owe your advisor, big time.\You're right.\Another...\Bell, Li'l Lili,\leave me if you must.\Welf, what are you\Either way, with this leg, I'm only going to slow you down.\But I can't do that! response:	We don't have a choice.
context: You're right.\Another...\Bell, Li'l Lili,\leave me if you must.\Welf, what are you\Either way, with this leg, I'm only going to slow you down.\But I can't do that!\We don't have a choice. response:	If we...
context: Another...\Bell, Li'l Lili,\leave me if you must.\Welf, what are you\Either way, with this leg, I'm only going to slow you down.\But I can't do that!\We don't have a choice.\If we... response:	If we want to survive, we can also try going down to the 18th floor.
context: Bell, Li'l Lili,\leave me if you must.\Welf, what are you\Either way, with this leg, I'm only going to slow you down.\But I can't do that!\We don't have a choice.\If we...\If we want to survive, we can also try going down to the 18th floor. response:	L-Lili, wait.
context: leave me if you must.\Welf, what are you\Either way, with this leg, I'm only going to slow you down.\But I can't do that!\We don't have a choice.\If we...\If we want to survive, we can also try going down to the 18th floor.\L-Lili, wait. response:	Go even further down?
context: Welf, what are you\Either way, with this leg, I'm only going to slow you down.\But I can't do that!\We don't have a choice.\If we...\If we want to survive, we can also try going down to the 18th floor.\L-Lili, wait.\Go even further down? response:	The enemies will just get stronger!
context: Either way, with this leg, I'm only going to slow you down.\But I can't do that!\We don't have a choice.\If we...\If we want to survive, we can also try going down to the 18th floor.\L-Lili, wait.\Go even further down?\The enemies will just get stronger! response:	The 18th floor is one of several safe zones in the dungeon.
context: But I can't do that!\We don't have a choice.\If we...\If we want to survive, we can also try going down to the 18th floor.\L-Lili, wait.\Go even further down?\The enemies will just get stronger!\The 18th floor is one of several safe zones in the dungeon. response:	That is, monsters don't appear on that floor.
context: We don't have a choice.\If we...\If we want to survive, we can also try going down to the 18th floor.\L-Lili, wait.\Go even further down?\The enemies will just get stronger!\The 18th floor is one of several safe zones in the dungeon.\That is, monsters don't appear on that floor. response:	If we can get some higher-level adventurers
context: If we...\If we want to survive, we can also try going down to the 18th floor.\L-Lili, wait.\Go even further down?\The enemies will just get stronger!\The 18th floor is one of several safe zones in the dungeon.\That is, monsters don't appear on that floor.\If we can get some higher-level adventurers response:	to take us back up with them,
context: If we want to survive, we can also try going down to the 18th floor.\L-Lili, wait.\Go even further down?\The enemies will just get stronger!\The 18th floor is one of several safe zones in the dungeon.\That is, monsters don't appear on that floor.\If we can get some higher-level adventurers\to take us back up with them, response:	our odds of survival increase.
context: L-Lili, wait.\Go even further down?\The enemies will just get stronger!\The 18th floor is one of several safe zones in the dungeon.\That is, monsters don't appear on that floor.\If we can get some higher-level adventurers\to take us back up with them,\our odds of survival increase. response:	But how...?
context: Go even further down?\The enemies will just get stronger!\The 18th floor is one of several safe zones in the dungeon.\That is, monsters don't appear on that floor.\If we can get some higher-level adventurers\to take us back up with them,\our odds of survival increase.\But how...? response:	We'll use the holes.
context: The enemies will just get stronger!\The 18th floor is one of several safe zones in the dungeon.\That is, monsters don't appear on that floor.\If we can get some higher-level adventurers\to take us back up with them,\our odds of survival increase.\But how...?\We'll use the holes. response:	There are many holes like this in the middle floors.
context: The 18th floor is one of several safe zones in the dungeon.\That is, monsters don't appear on that floor.\If we can get some higher-level adventurers\to take us back up with them,\our odds of survival increase.\But how...?\We'll use the holes.\There are many holes like this in the middle floors. response:	We can probably go down a lot more quickly than we can go up.
context: That is, monsters don't appear on that floor.\If we can get some higher-level adventurers\to take us back up with them,\our odds of survival increase.\But how...?\We'll use the holes.\There are many holes like this in the middle floors.\We can probably go down a lot more quickly than we can go up. response:	What about the floor boss?
context: If we can get some higher-level adventurers\to take us back up with them,\our odds of survival increase.\But how...?\We'll use the holes.\There are many holes like this in the middle floors.\We can probably go down a lot more quickly than we can go up.\What about the floor boss? response:	That thing's on the 17th floor, right?
context: to take us back up with them,\our odds of survival increase.\But how...?\We'll use the holes.\There are many holes like this in the middle floors.\We can probably go down a lot more quickly than we can go up.\What about the floor boss?\That thing's on the 17th floor, right? response:	If you mean the Goliath,
context: our odds of survival increase.\But how...?\We'll use the holes.\There are many holes like this in the middle floors.\We can probably go down a lot more quickly than we can go up.\What about the floor boss?\That thing's on the 17th floor, right?\If you mean the Goliath, response:	the Loki Familia should have beaten it on their way down.
context: But how...?\We'll use the holes.\There are many holes like this in the middle floors.\We can probably go down a lot more quickly than we can go up.\What about the floor boss?\That thing's on the 17th floor, right?\If you mean the Goliath,\the Loki Familia should have beaten it on their way down. response:	Given the time it takes to respawn,
context: We'll use the holes.\There are many holes like this in the middle floors.\We can probably go down a lot more quickly than we can go up.\What about the floor boss?\That thing's on the 17th floor, right?\If you mean the Goliath,\the Loki Familia should have beaten it on their way down.\Given the time it takes to respawn, response:	if we go now, we'll get through first.
context: There are many holes like this in the middle floors.\We can probably go down a lot more quickly than we can go up.\What about the floor boss?\That thing's on the 17th floor, right?\If you mean the Goliath,\the Loki Familia should have beaten it on their way down.\Given the time it takes to respawn,\if we go now, we'll get through first. response:	Have you lost your mind?
context: We can probably go down a lot more quickly than we can go up.\What about the floor boss?\That thing's on the 17th floor, right?\If you mean the Goliath,\the Loki Familia should have beaten it on their way down.\Given the time it takes to respawn,\if we go now, we'll get through first.\Have you lost your mind? response:	It's just an option.
context: What about the floor boss?\That thing's on the 17th floor, right?\If you mean the Goliath,\the Loki Familia should have beaten it on their way down.\Given the time it takes to respawn,\if we go now, we'll get through first.\Have you lost your mind?\It's just an option. response:	I'll leave the decision to Bell-sama, our party leader.
context: That thing's on the 17th floor, right?\If you mean the Goliath,\the Loki Familia should have beaten it on their way down.\Given the time it takes to respawn,\if we go now, we'll get through first.\Have you lost your mind?\It's just an option.\I'll leave the decision to Bell-sama, our party leader. response:	M-Me?
context: If you mean the Goliath,\the Loki Familia should have beaten it on their way down.\Given the time it takes to respawn,\if we go now, we'll get through first.\Have you lost your mind?\It's just an option.\I'll leave the decision to Bell-sama, our party leader.\M-Me? response:	Okay. Decide.
context: the Loki Familia should have beaten it on their way down.\Given the time it takes to respawn,\if we go now, we'll get through first.\Have you lost your mind?\It's just an option.\I'll leave the decision to Bell-sama, our party leader.\M-Me?\Okay. Decide. response:	No matter what happens, we won't blame you.
context: Given the time it takes to respawn,\if we go now, we'll get through first.\Have you lost your mind?\It's just an option.\I'll leave the decision to Bell-sama, our party leader.\M-Me?\Okay. Decide.\No matter what happens, we won't blame you. response:	Let's keep going.
context: if we go now, we'll get through first.\Have you lost your mind?\It's just an option.\I'll leave the decision to Bell-sama, our party leader.\M-Me?\Okay. Decide.\No matter what happens, we won't blame you.\Let's keep going. response:	I'm sorry, Hestia.
context: Have you lost your mind?\It's just an option.\I'll leave the decision to Bell-sama, our party leader.\M-Me?\Okay. Decide.\No matter what happens, we won't blame you.\Let's keep going.\I'm sorry, Hestia. response:	So you're saying they dumped their monsters on Bell's party?
context: It's just an option.\I'll leave the decision to Bell-sama, our party leader.\M-Me?\Okay. Decide.\No matter what happens, we won't blame you.\Let's keep going.\I'm sorry, Hestia.\So you're saying they dumped their monsters on Bell's party? response:	They were desperate, but... I'm sorry.
context: I'll leave the decision to Bell-sama, our party leader.\M-Me?\Okay. Decide.\No matter what happens, we won't blame you.\Let's keep going.\I'm sorry, Hestia.\So you're saying they dumped their monsters on Bell's party?\They were desperate, but... I'm sorry. response:	If Bell-kun doesn't come back...
context: M-Me?\Okay. Decide.\No matter what happens, we won't blame you.\Let's keep going.\I'm sorry, Hestia.\So you're saying they dumped their monsters on Bell's party?\They were desperate, but... I'm sorry.\If Bell-kun doesn't come back... response:	I'll blame you until the day I die.
context: Okay. Decide.\No matter what happens, we won't blame you.\Let's keep going.\I'm sorry, Hestia.\So you're saying they dumped their monsters on Bell's party?\They were desperate, but... I'm sorry.\If Bell-kun doesn't come back...\I'll blame you until the day I die. response:	But...
context: No matter what happens, we won't blame you.\Let's keep going.\I'm sorry, Hestia.\So you're saying they dumped their monsters on Bell's party?\They were desperate, but... I'm sorry.\If Bell-kun doesn't come back...\I'll blame you until the day I die.\But... response:	I won't hate you. I promise.
context: Let's keep going.\I'm sorry, Hestia.\So you're saying they dumped their monsters on Bell's party?\They were desperate, but... I'm sorry.\If Bell-kun doesn't come back...\I'll blame you until the day I die.\But...\I won't hate you. I promise. response:	So... please. Would you help me?
context: I'm sorry, Hestia.\So you're saying they dumped their monsters on Bell's party?\They were desperate, but... I'm sorry.\If Bell-kun doesn't come back...\I'll blame you until the day I die.\But...\I won't hate you. I promise.\So... please. Would you help me? response:	As you say.
context: So you're saying they dumped their monsters on Bell's party?\They were desperate, but... I'm sorry.\If Bell-kun doesn't come back...\I'll blame you until the day I die.\But...\I won't hate you. I promise.\So... please. Would you help me?\As you say. response:	Even if you want to put together a search party,
context: They were desperate, but... I'm sorry.\If Bell-kun doesn't come back...\I'll blame you until the day I die.\But...\I won't hate you. I promise.\So... please. Would you help me?\As you say.\Even if you want to put together a search party, response:	most of our high-level members are out on the Loki Familia's expedition.
context: If Bell-kun doesn't come back...\I'll blame you until the day I die.\But...\I won't hate you. I promise.\So... please. Would you help me?\As you say.\Even if you want to put together a search party,\most of our high-level members are out on the Loki Familia's expedition. response:	The only ones I can send down to the middle floors are Ouka and Mikoto,
context: I'll blame you until the day I die.\But...\I won't hate you. I promise.\So... please. Would you help me?\As you say.\Even if you want to put together a search party,\most of our high-level members are out on the Loki Familia's expedition.\The only ones I can send down to the middle floors are Ouka and Mikoto, response:	and Chigusa to act as a supporter.
context: But...\I won't hate you. I promise.\So... please. Would you help me?\As you say.\Even if you want to put together a search party,\most of our high-level members are out on the Loki Familia's expedition.\The only ones I can send down to the middle floors are Ouka and Mikoto,\and Chigusa to act as a supporter. response:	The others, unfortunately, would just slow you down.
context: I won't hate you. I promise.\So... please. Would you help me?\As you say.\Even if you want to put together a search party,\most of our high-level members are out on the Loki Familia's expedition.\The only ones I can send down to the middle floors are Ouka and Mikoto,\and Chigusa to act as a supporter.\The others, unfortunately, would just slow you down. response:	But with just three people...
context: So... please. Would you help me?\As you say.\Even if you want to put together a search party,\most of our high-level members are out on the Loki Familia's expedition.\The only ones I can send down to the middle floors are Ouka and Mikoto,\and Chigusa to act as a supporter.\The others, unfortunately, would just slow you down.\But with just three people... response:	I'll help too, Hestia.
context: As you say.\Even if you want to put together a search party,\most of our high-level members are out on the Loki Familia's expedition.\The only ones I can send down to the middle floors are Ouka and Mikoto,\and Chigusa to act as a supporter.\The others, unfortunately, would just slow you down.\But with just three people...\I'll help too, Hestia. response:	Hermes!
context: Even if you want to put together a search party,\most of our high-level members are out on the Loki Familia's expedition.\The only ones I can send down to the middle floors are Ouka and Mikoto,\and Chigusa to act as a supporter.\The others, unfortunately, would just slow you down.\But with just three people...\I'll help too, Hestia.\Hermes! response:	What are you doing here?
context: most of our high-level members are out on the Loki Familia's expedition.\The only ones I can send down to the middle floors are Ouka and Mikoto,\and Chigusa to act as a supporter.\The others, unfortunately, would just slow you down.\But with just three people...\I'll help too, Hestia.\Hermes!\What are you doing here? response:	When did you get back?
context: The only ones I can send down to the middle floors are Ouka and Mikoto,\and Chigusa to act as a supporter.\The others, unfortunately, would just slow you down.\But with just three people...\I'll help too, Hestia.\Hermes!\What are you doing here?\When did you get back? response:	Oh, I heard one of my dear friends was in trouble, so I hurried over.
context: and Chigusa to act as a supporter.\The others, unfortunately, would just slow you down.\But with just three people...\I'll help too, Hestia.\Hermes!\What are you doing here?\When did you get back?\Oh, I heard one of my dear friends was in trouble, so I hurried over. response:	I'll help, too.
context: The others, unfortunately, would just slow you down.\But with just three people...\I'll help too, Hestia.\Hermes!\What are you doing here?\When did you get back?\Oh, I heard one of my dear friends was in trouble, so I hurried over.\I'll help, too. response:	With your quest to find Bell Cranel and his friends.
context: But with just three people...\I'll help too, Hestia.\Hermes!\What are you doing here?\When did you get back?\Oh, I heard one of my dear friends was in trouble, so I hurried over.\I'll help, too.\With your quest to find Bell Cranel and his friends. response:	Dear friend?
context: I'll help too, Hestia.\Hermes!\What are you doing here?\When did you get back?\Oh, I heard one of my dear friends was in trouble, so I hurried over.\I'll help, too.\With your quest to find Bell Cranel and his friends.\Dear friend? response:	You've barely spoken to Hestia since you came down from Heaven.
context: Hermes!\What are you doing here?\When did you get back?\Oh, I heard one of my dear friends was in trouble, so I hurried over.\I'll help, too.\With your quest to find Bell Cranel and his friends.\Dear friend?\You've barely spoken to Hestia since you came down from Heaven. response:	She's right.
context: What are you doing here?\When did you get back?\Oh, I heard one of my dear friends was in trouble, so I hurried over.\I'll help, too.\With your quest to find Bell Cranel and his friends.\Dear friend?\You've barely spoken to Hestia since you came down from Heaven.\She's right. response:	Some dear friend.
context: When did you get back?\Oh, I heard one of my dear friends was in trouble, so I hurried over.\I'll help, too.\With your quest to find Bell Cranel and his friends.\Dear friend?\You've barely spoken to Hestia since you came down from Heaven.\She's right.\Some dear friend. response:	Oh, my. You guys are harsh.
context: Oh, I heard one of my dear friends was in trouble, so I hurried over.\I'll help, too.\With your quest to find Bell Cranel and his friends.\Dear friend?\You've barely spoken to Hestia since you came down from Heaven.\She's right.\Some dear friend.\Oh, my. You guys are harsh. response:	But it's true that I want to help Hestia.
context: I'll help, too.\With your quest to find Bell Cranel and his friends.\Dear friend?\You've barely spoken to Hestia since you came down from Heaven.\She's right.\Some dear friend.\Oh, my. You guys are harsh.\But it's true that I want to help Hestia. response:	I want to save Bell-kun, too.
context: With your quest to find Bell Cranel and his friends.\Dear friend?\You've barely spoken to Hestia since you came down from Heaven.\She's right.\Some dear friend.\Oh, my. You guys are harsh.\But it's true that I want to help Hestia.\I want to save Bell-kun, too. response:	I'll take Asfi here.
context: Dear friend?\You've barely spoken to Hestia since you came down from Heaven.\She's right.\Some dear friend.\Oh, my. You guys are harsh.\But it's true that I want to help Hestia.\I want to save Bell-kun, too.\I'll take Asfi here. response:	She's our ace. Don't worry.
context: You've barely spoken to Hestia since you came down from Heaven.\She's right.\Some dear friend.\Oh, my. You guys are harsh.\But it's true that I want to help Hestia.\I want to save Bell-kun, too.\I'll take Asfi here.\She's our ace. Don't worry. response:	What will you do, Hestia?
context: She's right.\Some dear friend.\Oh, my. You guys are harsh.\But it's true that I want to help Hestia.\I want to save Bell-kun, too.\I'll take Asfi here.\She's our ace. Don't worry.\What will you do, Hestia? response:	Finding Bell-kun's party is my top priority now.
context: Some dear friend.\Oh, my. You guys are harsh.\But it's true that I want to help Hestia.\I want to save Bell-kun, too.\I'll take Asfi here.\She's our ace. Don't worry.\What will you do, Hestia?\Finding Bell-kun's party is my top priority now. response:	I want as many people as I can get.
context: Oh, my. You guys are harsh.\But it's true that I want to help Hestia.\I want to save Bell-kun, too.\I'll take Asfi here.\She's our ace. Don't worry.\What will you do, Hestia?\Finding Bell-kun's party is my top priority now.\I want as many people as I can get. response:	I'm counting on you, Hermes.
context: But it's true that I want to help Hestia.\I want to save Bell-kun, too.\I'll take Asfi here.\She's our ace. Don't worry.\What will you do, Hestia?\Finding Bell-kun's party is my top priority now.\I want as many people as I can get.\I'm counting on you, Hermes. response:	Yeah. I'll handle this.
context: I want to save Bell-kun, too.\I'll take Asfi here.\She's our ace. Don't worry.\What will you do, Hestia?\Finding Bell-kun's party is my top priority now.\I want as many people as I can get.\I'm counting on you, Hermes.\Yeah. I'll handle this. response:	We'll set out once the preparations are made.
context: I'll take Asfi here.\She's our ace. Don't worry.\What will you do, Hestia?\Finding Bell-kun's party is my top priority now.\I want as many people as I can get.\I'm counting on you, Hermes.\Yeah. I'll handle this.\We'll set out once the preparations are made. response:	Yeah. That'll be tonight.
context: She's our ace. Don't worry.\What will you do, Hestia?\Finding Bell-kun's party is my top priority now.\I want as many people as I can get.\I'm counting on you, Hermes.\Yeah. I'll handle this.\We'll set out once the preparations are made.\Yeah. That'll be tonight. response:	Ouka, you guys get ready, too.
context: What will you do, Hestia?\Finding Bell-kun's party is my top priority now.\I want as many people as I can get.\I'm counting on you, Hermes.\Yeah. I'll handle this.\We'll set out once the preparations are made.\Yeah. That'll be tonight.\Ouka, you guys get ready, too. response:	Right!
context: Finding Bell-kun's party is my top priority now.\I want as many people as I can get.\I'm counting on you, Hermes.\Yeah. I'll handle this.\We'll set out once the preparations are made.\Yeah. That'll be tonight.\Ouka, you guys get ready, too.\Right! response:	Hey, what is it, Asfi?
context: I want as many people as I can get.\I'm counting on you, Hermes.\Yeah. I'll handle this.\We'll set out once the preparations are made.\Yeah. That'll be tonight.\Ouka, you guys get ready, too.\Right!\Hey, what is it, Asfi? response:	Hermes-sama, you just said you'd take me, but...
context: I'm counting on you, Hermes.\Yeah. I'll handle this.\We'll set out once the preparations are made.\Yeah. That'll be tonight.\Ouka, you guys get ready, too.\Right!\Hey, what is it, Asfi?\Hermes-sama, you just said you'd take me, but... response:	You can't mean...
context: Yeah. I'll handle this.\We'll set out once the preparations are made.\Yeah. That'll be tonight.\Ouka, you guys get ready, too.\Right!\Hey, what is it, Asfi?\Hermes-sama, you just said you'd take me, but...\You can't mean... response:	Yup. I'm going, too!
context: We'll set out once the preparations are made.\Yeah. That'll be tonight.\Ouka, you guys get ready, too.\Right!\Hey, what is it, Asfi?\Hermes-sama, you just said you'd take me, but...\You can't mean...\Yup. I'm going, too! response:	But it's against the rules for a God to enter the dungeon!
context: Yeah. That'll be tonight.\Ouka, you guys get ready, too.\Right!\Hey, what is it, Asfi?\Hermes-sama, you just said you'd take me, but...\You can't mean...\Yup. I'm going, too!\But it's against the rules for a God to enter the dungeon! response:	It'll be fine as long as nobody finds out.
context: Ouka, you guys get ready, too.\Right!\Hey, what is it, Asfi?\Hermes-sama, you just said you'd take me, but...\You can't mean...\Yup. I'm going, too!\But it's against the rules for a God to enter the dungeon!\It'll be fine as long as nobody finds out. response:	It just means I can't do anything stupid.
context: Right!\Hey, what is it, Asfi?\Hermes-sama, you just said you'd take me, but...\You can't mean...\Yup. I'm going, too!\But it's against the rules for a God to enter the dungeon!\It'll be fine as long as nobody finds out.\It just means I can't do anything stupid. response:	This was your plan from the start, wasn't it.
context: Hey, what is it, Asfi?\Hermes-sama, you just said you'd take me, but...\You can't mean...\Yup. I'm going, too!\But it's against the rules for a God to enter the dungeon!\It'll be fine as long as nobody finds out.\It just means I can't do anything stupid.\This was your plan from the start, wasn't it. response:	I hope you can babysit me.
context: Hermes-sama, you just said you'd take me, but...\You can't mean...\Yup. I'm going, too!\But it's against the rules for a God to enter the dungeon!\It'll be fine as long as nobody finds out.\It just means I can't do anything stupid.\This was your plan from the start, wasn't it.\I hope you can babysit me. response:	Take me, too.
context: You can't mean...\Yup. I'm going, too!\But it's against the rules for a God to enter the dungeon!\It'll be fine as long as nobody finds out.\It just means I can't do anything stupid.\This was your plan from the start, wasn't it.\I hope you can babysit me.\Take me, too. response:	Hestia!
context: Yup. I'm going, too!\But it's against the rules for a God to enter the dungeon!\It'll be fine as long as nobody finds out.\It just means I can't do anything stupid.\This was your plan from the start, wasn't it.\I hope you can babysit me.\Take me, too.\Hestia! response:	Calm down, Hestia!
context: But it's against the rules for a God to enter the dungeon!\It'll be fine as long as nobody finds out.\It just means I can't do anything stupid.\This was your plan from the start, wasn't it.\I hope you can babysit me.\Take me, too.\Hestia!\Calm down, Hestia! response:	It's against the rules for a God to enter the dungeon, so...
context: It'll be fine as long as nobody finds out.\It just means I can't do anything stupid.\This was your plan from the start, wasn't it.\I hope you can babysit me.\Take me, too.\Hestia!\Calm down, Hestia!\It's against the rules for a God to enter the dungeon, so... response:	It'll be fine as long as nobody finds out, right?
context: It just means I can't do anything stupid.\This was your plan from the start, wasn't it.\I hope you can babysit me.\Take me, too.\Hestia!\Calm down, Hestia!\It's against the rules for a God to enter the dungeon, so...\It'll be fine as long as nobody finds out, right? response:	I'm going to help save Bell-kun, too.
context: This was your plan from the start, wasn't it.\I hope you can babysit me.\Take me, too.\Hestia!\Calm down, Hestia!\It's against the rules for a God to enter the dungeon, so...\It'll be fine as long as nobody finds out, right?\I'm going to help save Bell-kun, too. response:	I can't leave his fate to somebody else.
context: I hope you can babysit me.\Take me, too.\Hestia!\Calm down, Hestia!\It's against the rules for a God to enter the dungeon, so...\It'll be fine as long as nobody finds out, right?\I'm going to help save Bell-kun, too.\I can't leave his fate to somebody else. response:	I'm going, too.
context: Take me, too.\Hestia!\Calm down, Hestia!\It's against the rules for a God to enter the dungeon, so...\It'll be fine as long as nobody finds out, right?\I'm going to help save Bell-kun, too.\I can't leave his fate to somebody else.\I'm going, too. response:	Got it?
context: Hestia!\Calm down, Hestia!\It's against the rules for a God to enter the dungeon, so...\It'll be fine as long as nobody finds out, right?\I'm going to help save Bell-kun, too.\I can't leave his fate to somebody else.\I'm going, too.\Got it? response:	You know...
context: Calm down, Hestia!\It's against the rules for a God to enter the dungeon, so...\It'll be fine as long as nobody finds out, right?\I'm going to help save Bell-kun, too.\I can't leave his fate to somebody else.\I'm going, too.\Got it?\You know... response:	I'm sorry. This is our fault.
context: It's against the rules for a God to enter the dungeon, so...\It'll be fine as long as nobody finds out, right?\I'm going to help save Bell-kun, too.\I can't leave his fate to somebody else.\I'm going, too.\Got it?\You know...\I'm sorry. This is our fault. response:	Forget about it.
context: It'll be fine as long as nobody finds out, right?\I'm going to help save Bell-kun, too.\I can't leave his fate to somebody else.\I'm going, too.\Got it?\You know...\I'm sorry. This is our fault.\Forget about it. response:	I can feel it.
context: I'm going to help save Bell-kun, too.\I can't leave his fate to somebody else.\I'm going, too.\Got it?\You know...\I'm sorry. This is our fault.\Forget about it.\I can feel it. response:	It's okay.
context: I can't leave his fate to somebody else.\I'm going, too.\Got it?\You know...\I'm sorry. This is our fault.\Forget about it.\I can feel it.\It's okay. response:	Bell-kun is alive.
context: I'm going, too.\Got it?\You know...\I'm sorry. This is our fault.\Forget about it.\I can feel it.\It's okay.\Bell-kun is alive. response:	The blessing I gave him hasn't disappeared.
context: Got it?\You know...\I'm sorry. This is our fault.\Forget about it.\I can feel it.\It's okay.\Bell-kun is alive.\The blessing I gave him hasn't disappeared. response:	Hestia,
context: You know...\I'm sorry. This is our fault.\Forget about it.\I can feel it.\It's okay.\Bell-kun is alive.\The blessing I gave him hasn't disappeared.\Hestia, response:	when you find Welf, there's something I want you to give him...
context: I'm sorry. This is our fault.\Forget about it.\I can feel it.\It's okay.\Bell-kun is alive.\The blessing I gave him hasn't disappeared.\Hestia,\when you find Welf, there's something I want you to give him... response:	Along with this message from me.
