context: Bye, Arata. response:	Let me know when you're done watching your friends play.
context: I had to wake up at five.\Sounds like hard work.\I don't mind.\There were other people doing this work when I was a student.\This is my way of paying them back.\We should keep the tradition going.\What about you, Arata?\You're only registered for the individual tournament, right? response:	Oh, I wanted to watch my friends play.
context: Sounds like hard work.\I don't mind.\There were other people doing this work when I was a student.\This is my way of paying them back.\We should keep the tradition going.\What about you, Arata?\You're only registered for the individual tournament, right?\Oh, I wanted to watch my friends play. response:	Oh, you mean Fujioka West from Fukui?
context: I don't mind.\There were other people doing this work when I was a student.\This is my way of paying them back.\We should keep the tradition going.\What about you, Arata?\You're only registered for the individual tournament, right?\Oh, I wanted to watch my friends play.\Oh, you mean Fujioka West from Fukui? response:	You have friends there?
context: There were other people doing this work when I was a student.\This is my way of paying them back.\We should keep the tradition going.\What about you, Arata?\You're only registered for the individual tournament, right?\Oh, I wanted to watch my friends play.\Oh, you mean Fujioka West from Fukui?\You have friends there? response:	Oh, no...
context: This is my way of paying them back.\We should keep the tradition going.\What about you, Arata?\You're only registered for the individual tournament, right?\Oh, I wanted to watch my friends play.\Oh, you mean Fujioka West from Fukui?\You have friends there?\Oh, no... response:	Fujioka West is having a hard time.
context: We should keep the tradition going.\What about you, Arata?\You're only registered for the individual tournament, right?\Oh, I wanted to watch my friends play.\Oh, you mean Fujioka West from Fukui?\You have friends there?\Oh, no...\Fujioka West is having a hard time. response:	They've fought hard in the group stages with their three registered members,
context: What about you, Arata?\You're only registered for the individual tournament, right?\Oh, I wanted to watch my friends play.\Oh, you mean Fujioka West from Fukui?\You have friends there?\Oh, no...\Fujioka West is having a hard time.\They've fought hard in the group stages with their three registered members, response:	but how long will they last?
context: You're only registered for the individual tournament, right?\Oh, I wanted to watch my friends play.\Oh, you mean Fujioka West from Fukui?\You have friends there?\Oh, no...\Fujioka West is having a hard time.\They've fought hard in the group stages with their three registered members,\but how long will they last? response:	Murao-san!
context: Oh, I wanted to watch my friends play.\Oh, you mean Fujioka West from Fukui?\You have friends there?\Oh, no...\Fujioka West is having a hard time.\They've fought hard in the group stages with their three registered members,\but how long will they last?\Murao-san! response:	Oh, sorry.
context: Oh, you mean Fujioka West from Fukui?\You have friends there?\Oh, no...\Fujioka West is having a hard time.\They've fought hard in the group stages with their three registered members,\but how long will they last?\Murao-san!\Oh, sorry. response:	The team tournament means more in high school karuta,
context: You have friends there?\Oh, no...\Fujioka West is having a hard time.\They've fought hard in the group stages with their three registered members,\but how long will they last?\Murao-san!\Oh, sorry.\The team tournament means more in high school karuta, response:	but the individual tournament is where you'll witness true skill.
context: Oh, no...\Fujioka West is having a hard time.\They've fought hard in the group stages with their three registered members,\but how long will they last?\Murao-san!\Oh, sorry.\The team tournament means more in high school karuta,\but the individual tournament is where you'll witness true skill. response:	You should go home and rest up for tomorrow.
context: Fujioka West is having a hard time.\They've fought hard in the group stages with their three registered members,\but how long will they last?\Murao-san!\Oh, sorry.\The team tournament means more in high school karuta,\but the individual tournament is where you'll witness true skill.\You should go home and rest up for tomorrow. response:	Fukui
context: They've fought hard in the group stages with their three registered members,\but how long will they last?\Murao-san!\Oh, sorry.\The team tournament means more in high school karuta,\but the individual tournament is where you'll witness true skill.\You should go home and rest up for tomorrow.\Fukui response:	Fujioka
context: but how long will they last?\Murao-san!\Oh, sorry.\The team tournament means more in high school karuta,\but the individual tournament is where you'll witness true skill.\You should go home and rest up for tomorrow.\Fukui\Fujioka response:	Oh, he finally picked up!
context: Murao-san!\Oh, sorry.\The team tournament means more in high school karuta,\but the individual tournament is where you'll witness true skill.\You should go home and rest up for tomorrow.\Fukui\Fujioka\Oh, he finally picked up! response:	Coach, where are you?!
context: Oh, sorry.\The team tournament means more in high school karuta,\but the individual tournament is where you'll witness true skill.\You should go home and rest up for tomorrow.\Fukui\Fujioka\Oh, he finally picked up!\Coach, where are you?! response:	Isn't Tajiri with you?!
context: The team tournament means more in high school karuta,\but the individual tournament is where you'll witness true skill.\You should go home and rest up for tomorrow.\Fukui\Fujioka\Oh, he finally picked up!\Coach, where are you?!\Isn't Tajiri with you?! response:	We were placed in a group with three teams,
context: but the individual tournament is where you'll witness true skill.\You should go home and rest up for tomorrow.\Fukui\Fujioka\Oh, he finally picked up!\Coach, where are you?!\Isn't Tajiri with you?!\We were placed in a group with three teams, response:	so we didn't play the first round,
context: You should go home and rest up for tomorrow.\Fukui\Fujioka\Oh, he finally picked up!\Coach, where are you?!\Isn't Tajiri with you?!\We were placed in a group with three teams,\so we didn't play the first round, response:	but we'll be up soon!
context: Fukui\Fujioka\Oh, he finally picked up!\Coach, where are you?!\Isn't Tajiri with you?!\We were placed in a group with three teams,\so we didn't play the first round,\but we'll be up soon! response:	An accident caused a traffic jam and they're only at the edge of Kyoto Prefecture.
context: Fujioka\Oh, he finally picked up!\Coach, where are you?!\Isn't Tajiri with you?!\We were placed in a group with three teams,\so we didn't play the first round,\but we'll be up soon!\An accident caused a traffic jam and they're only at the edge of Kyoto Prefecture. response:	It'll be at least an hour before they get here...
context: Oh, he finally picked up!\Coach, where are you?!\Isn't Tajiri with you?!\We were placed in a group with three teams,\so we didn't play the first round,\but we'll be up soon!\An accident caused a traffic jam and they're only at the edge of Kyoto Prefecture.\It'll be at least an hour before they get here... response:	I'm sorry, Masaki!
context: Coach, where are you?!\Isn't Tajiri with you?!\We were placed in a group with three teams,\so we didn't play the first round,\but we'll be up soon!\An accident caused a traffic jam and they're only at the edge of Kyoto Prefecture.\It'll be at least an hour before they get here...\I'm sorry, Masaki! response:	You're the one who went through LASIK surgery for this tournament!
context: Isn't Tajiri with you?!\We were placed in a group with three teams,\so we didn't play the first round,\but we'll be up soon!\An accident caused a traffic jam and they're only at the edge of Kyoto Prefecture.\It'll be at least an hour before they get here...\I'm sorry, Masaki!\You're the one who went through LASIK surgery for this tournament! response:	Shoji?
context: We were placed in a group with three teams,\so we didn't play the first round,\but we'll be up soon!\An accident caused a traffic jam and they're only at the edge of Kyoto Prefecture.\It'll be at least an hour before they get here...\I'm sorry, Masaki!\You're the one who went through LASIK surgery for this tournament!\Shoji? response:	Are you Shoji?
context: so we didn't play the first round,\but we'll be up soon!\An accident caused a traffic jam and they're only at the edge of Kyoto Prefecture.\It'll be at least an hour before they get here...\I'm sorry, Masaki!\You're the one who went through LASIK surgery for this tournament!\Shoji?\Are you Shoji? response:	I'm Arata.
context: but we'll be up soon!\An accident caused a traffic jam and they're only at the edge of Kyoto Prefecture.\It'll be at least an hour before they get here...\I'm sorry, Masaki!\You're the one who went through LASIK surgery for this tournament!\Shoji?\Are you Shoji?\I'm Arata. response:	We went to the same middle school.
context: An accident caused a traffic jam and they're only at the edge of Kyoto Prefecture.\It'll be at least an hour before they get here...\I'm sorry, Masaki!\You're the one who went through LASIK surgery for this tournament!\Shoji?\Are you Shoji?\I'm Arata.\We went to the same middle school. response:	Wataya!
context: It'll be at least an hour before they get here...\I'm sorry, Masaki!\You're the one who went through LASIK surgery for this tournament!\Shoji?\Are you Shoji?\I'm Arata.\We went to the same middle school.\Wataya! response:	You were lucky to have a Master for a grandfather,
context: I'm sorry, Masaki!\You're the one who went through LASIK surgery for this tournament!\Shoji?\Are you Shoji?\I'm Arata.\We went to the same middle school.\Wataya!\You were lucky to have a Master for a grandfather, response:	but now it's the opposite!
context: You're the one who went through LASIK surgery for this tournament!\Shoji?\Are you Shoji?\I'm Arata.\We went to the same middle school.\Wataya!\You were lucky to have a Master for a grandfather,\but now it's the opposite! response:	He's the reason you don't have time to practice!
context: Shoji?\Are you Shoji?\I'm Arata.\We went to the same middle school.\Wataya!\You were lucky to have a Master for a grandfather,\but now it's the opposite!\He's the reason you don't have time to practice! response:	Wa-Wataya Arata?
context: Are you Shoji?\I'm Arata.\We went to the same middle school.\Wataya!\You were lucky to have a Master for a grandfather,\but now it's the opposite!\He's the reason you don't have time to practice!\Wa-Wataya Arata? response:	Yeah.
context: I'm Arata.\We went to the same middle school.\Wataya!\You were lucky to have a Master for a grandfather,\but now it's the opposite!\He's the reason you don't have time to practice!\Wa-Wataya Arata?\Yeah. response:	Arata?
context: We went to the same middle school.\Wataya!\You were lucky to have a Master for a grandfather,\but now it's the opposite!\He's the reason you don't have time to practice!\Wa-Wataya Arata?\Yeah.\Arata? response:	You ended up going to Fujioka West?
context: Wataya!\You were lucky to have a Master for a grandfather,\but now it's the opposite!\He's the reason you don't have time to practice!\Wa-Wataya Arata?\Yeah.\Arata?\You ended up going to Fujioka West? response:	The super karuta player Wataya Arata who went to Fujioka East?!
context: You were lucky to have a Master for a grandfather,\but now it's the opposite!\He's the reason you don't have time to practice!\Wa-Wataya Arata?\Yeah.\Arata?\You ended up going to Fujioka West?\The super karuta player Wataya Arata who went to Fujioka East?! response:	Huh?
context: but now it's the opposite!\He's the reason you don't have time to practice!\Wa-Wataya Arata?\Yeah.\Arata?\You ended up going to Fujioka West?\The super karuta player Wataya Arata who went to Fujioka East?!\Huh? response:	Hey, does Fujioka West only have three players?
context: He's the reason you don't have time to practice!\Wa-Wataya Arata?\Yeah.\Arata?\You ended up going to Fujioka West?\The super karuta player Wataya Arata who went to Fujioka East?!\Huh?\Hey, does Fujioka West only have three players? response:	I thought that Fukui was big on karuta.
context: Wa-Wataya Arata?\Yeah.\Arata?\You ended up going to Fujioka West?\The super karuta player Wataya Arata who went to Fujioka East?!\Huh?\Hey, does Fujioka West only have three players?\I thought that Fukui was big on karuta. response:	Only three schools showed up for their preliminary.
context: Yeah.\Arata?\You ended up going to Fujioka West?\The super karuta player Wataya Arata who went to Fujioka East?!\Huh?\Hey, does Fujioka West only have three players?\I thought that Fukui was big on karuta.\Only three schools showed up for their preliminary. response:	I've heard that the players all spend their time at karuta societies instead.
context: Arata?\You ended up going to Fujioka West?\The super karuta player Wataya Arata who went to Fujioka East?!\Huh?\Hey, does Fujioka West only have three players?\I thought that Fukui was big on karuta.\Only three schools showed up for their preliminary.\I've heard that the players all spend their time at karuta societies instead. response:	Oh, like the Fukui Nagumo society.
context: You ended up going to Fujioka West?\The super karuta player Wataya Arata who went to Fujioka East?!\Huh?\Hey, does Fujioka West only have three players?\I thought that Fukui was big on karuta.\Only three schools showed up for their preliminary.\I've heard that the players all spend their time at karuta societies instead.\Oh, like the Fukui Nagumo society. response:	It's famous for being really good.
context: The super karuta player Wataya Arata who went to Fujioka East?!\Huh?\Hey, does Fujioka West only have three players?\I thought that Fukui was big on karuta.\Only three schools showed up for their preliminary.\I've heard that the players all spend their time at karuta societies instead.\Oh, like the Fukui Nagumo society.\It's famous for being really good. response:	Wait, doesn't that mean that their three players could be really strong?
context: Huh?\Hey, does Fujioka West only have three players?\I thought that Fukui was big on karuta.\Only three schools showed up for their preliminary.\I've heard that the players all spend their time at karuta societies instead.\Oh, like the Fukui Nagumo society.\It's famous for being really good.\Wait, doesn't that mean that their three players could be really strong? response:	What is this?
context: Hey, does Fujioka West only have three players?\I thought that Fukui was big on karuta.\Only three schools showed up for their preliminary.\I've heard that the players all spend their time at karuta societies instead.\Oh, like the Fukui Nagumo society.\It's famous for being really good.\Wait, doesn't that mean that their three players could be really strong?\What is this? response:	What am I doing?
context: I thought that Fukui was big on karuta.\Only three schools showed up for their preliminary.\I've heard that the players all spend their time at karuta societies instead.\Oh, like the Fukui Nagumo society.\It's famous for being really good.\Wait, doesn't that mean that their three players could be really strong?\What is this?\What am I doing? response:	Why am I here?
context: Only three schools showed up for their preliminary.\I've heard that the players all spend their time at karuta societies instead.\Oh, like the Fukui Nagumo society.\It's famous for being really good.\Wait, doesn't that mean that their three players could be really strong?\What is this?\What am I doing?\Why am I here? response:	Okay, we will now begin the second round for groups H and I.
context: I've heard that the players all spend their time at karuta societies instead.\Oh, like the Fukui Nagumo society.\It's famous for being really good.\Wait, doesn't that mean that their three players could be really strong?\What is this?\What am I doing?\Why am I here?\Okay, we will now begin the second round for groups H and I. response:	Please place your cards.
context: Oh, like the Fukui Nagumo society.\It's famous for being really good.\Wait, doesn't that mean that their three players could be really strong?\What is this?\What am I doing?\Why am I here?\Okay, we will now begin the second round for groups H and I.\Please place your cards. response:	Shoji! This won't work!
context: It's famous for being really good.\Wait, doesn't that mean that their three players could be really strong?\What is this?\What am I doing?\Why am I here?\Okay, we will now begin the second round for groups H and I.\Please place your cards.\Shoji! This won't work! response:	It's going to fail!
context: Wait, doesn't that mean that their three players could be really strong?\What is this?\What am I doing?\Why am I here?\Okay, we will now begin the second round for groups H and I.\Please place your cards.\Shoji! This won't work!\It's going to fail! response:	What's wrong, Tajiri-kun?
context: What is this?\What am I doing?\Why am I here?\Okay, we will now begin the second round for groups H and I.\Please place your cards.\Shoji! This won't work!\It's going to fail!\What's wrong, Tajiri-kun? response:	They're gonna find out!
context: What am I doing?\Why am I here?\Okay, we will now begin the second round for groups H and I.\Please place your cards.\Shoji! This won't work!\It's going to fail!\What's wrong, Tajiri-kun?\They're gonna find out! response:	Director Kuriyama from our karuta society is up there!
context: Why am I here?\Okay, we will now begin the second round for groups H and I.\Please place your cards.\Shoji! This won't work!\It's going to fail!\What's wrong, Tajiri-kun?\They're gonna find out!\Director Kuriyama from our karuta society is up there! response:	Don't worry.
context: Okay, we will now begin the second round for groups H and I.\Please place your cards.\Shoji! This won't work!\It's going to fail!\What's wrong, Tajiri-kun?\They're gonna find out!\Director Kuriyama from our karuta society is up there!\Don't worry. response:	An Arata without glasses is no Arata.
context: Please place your cards.\Shoji! This won't work!\It's going to fail!\What's wrong, Tajiri-kun?\They're gonna find out!\Director Kuriyama from our karuta society is up there!\Don't worry.\An Arata without glasses is no Arata. response:	You're Tajiri-kun.
context: Shoji! This won't work!\It's going to fail!\What's wrong, Tajiri-kun?\They're gonna find out!\Director Kuriyama from our karuta society is up there!\Don't worry.\An Arata without glasses is no Arata.\You're Tajiri-kun. response:	We will now begin fifteen minutes of memorization time.
context: It's going to fail!\What's wrong, Tajiri-kun?\They're gonna find out!\Director Kuriyama from our karuta society is up there!\Don't worry.\An Arata without glasses is no Arata.\You're Tajiri-kun.\We will now begin fifteen minutes of memorization time. response:	You have until that minute hand hits 6.
context: What's wrong, Tajiri-kun?\They're gonna find out!\Director Kuriyama from our karuta society is up there!\Don't worry.\An Arata without glasses is no Arata.\You're Tajiri-kun.\We will now begin fifteen minutes of memorization time.\You have until that minute hand hits 6. response:	Why is this happening?
context: They're gonna find out!\Director Kuriyama from our karuta society is up there!\Don't worry.\An Arata without glasses is no Arata.\You're Tajiri-kun.\We will now begin fifteen minutes of memorization time.\You have until that minute hand hits 6.\Why is this happening? response:	That won't work.
context: Director Kuriyama from our karuta society is up there!\Don't worry.\An Arata without glasses is no Arata.\You're Tajiri-kun.\We will now begin fifteen minutes of memorization time.\You have until that minute hand hits 6.\Why is this happening?\That won't work. response:	I go to a different high school.
context: Don't worry.\An Arata without glasses is no Arata.\You're Tajiri-kun.\We will now begin fifteen minutes of memorization time.\You have until that minute hand hits 6.\Why is this happening?\That won't work.\I go to a different high school. response:	Our schools are right next to each other!
context: An Arata without glasses is no Arata.\You're Tajiri-kun.\We will now begin fifteen minutes of memorization time.\You have until that minute hand hits 6.\Why is this happening?\That won't work.\I go to a different high school.\Our schools are right next to each other! response:	That's not the point!
context: You're Tajiri-kun.\We will now begin fifteen minutes of memorization time.\You have until that minute hand hits 6.\Why is this happening?\That won't work.\I go to a different high school.\Our schools are right next to each other!\That's not the point! response:	Arata.
context: We will now begin fifteen minutes of memorization time.\You have until that minute hand hits 6.\Why is this happening?\That won't work.\I go to a different high school.\Our schools are right next to each other!\That's not the point!\Arata. response:	I'm not expecting you to win or anything.
context: You have until that minute hand hits 6.\Why is this happening?\That won't work.\I go to a different high school.\Our schools are right next to each other!\That's not the point!\Arata.\I'm not expecting you to win or anything. response:	You just have to sit down with us!
context: Why is this happening?\That won't work.\I go to a different high school.\Our schools are right next to each other!\That's not the point!\Arata.\I'm not expecting you to win or anything.\You just have to sit down with us! response:	It took effort to convince Masaki and Tajiri to start a karuta club!
context: That won't work.\I go to a different high school.\Our schools are right next to each other!\That's not the point!\Arata.\I'm not expecting you to win or anything.\You just have to sit down with us!\It took effort to convince Masaki and Tajiri to start a karuta club! response:	We worked hard the past 18 months to make it to Nationals!
context: I go to a different high school.\Our schools are right next to each other!\That's not the point!\Arata.\I'm not expecting you to win or anything.\You just have to sit down with us!\It took effort to convince Masaki and Tajiri to start a karuta club!\We worked hard the past 18 months to make it to Nationals! response:	I don't want to go home without playing a single match!
context: Our schools are right next to each other!\That's not the point!\Arata.\I'm not expecting you to win or anything.\You just have to sit down with us!\It took effort to convince Masaki and Tajiri to start a karuta club!\We worked hard the past 18 months to make it to Nationals!\I don't want to go home without playing a single match! response:	But if I take off my glasses,
context: That's not the point!\Arata.\I'm not expecting you to win or anything.\You just have to sit down with us!\It took effort to convince Masaki and Tajiri to start a karuta club!\We worked hard the past 18 months to make it to Nationals!\I don't want to go home without playing a single match!\But if I take off my glasses, response:	I won't be able to do anything besides sit around.
context: Arata.\I'm not expecting you to win or anything.\You just have to sit down with us!\It took effort to convince Masaki and Tajiri to start a karuta club!\We worked hard the past 18 months to make it to Nationals!\I don't want to go home without playing a single match!\But if I take off my glasses,\I won't be able to do anything besides sit around. response:	I somehow managed to place my cards.
context: I'm not expecting you to win or anything.\You just have to sit down with us!\It took effort to convince Masaki and Tajiri to start a karuta club!\We worked hard the past 18 months to make it to Nationals!\I don't want to go home without playing a single match!\But if I take off my glasses,\I won't be able to do anything besides sit around.\I somehow managed to place my cards. response:	We're up against Jinnan Academy from Kochi.
context: You just have to sit down with us!\It took effort to convince Masaki and Tajiri to start a karuta club!\We worked hard the past 18 months to make it to Nationals!\I don't want to go home without playing a single match!\But if I take off my glasses,\I won't be able to do anything besides sit around.\I somehow managed to place my cards.\We're up against Jinnan Academy from Kochi. response:	The two players who win by default are staying seated to support their team.
context: It took effort to convince Masaki and Tajiri to start a karuta club!\We worked hard the past 18 months to make it to Nationals!\I don't want to go home without playing a single match!\But if I take off my glasses,\I won't be able to do anything besides sit around.\I somehow managed to place my cards.\We're up against Jinnan Academy from Kochi.\The two players who win by default are staying seated to support their team. response:	They're serious about this. My opponent is too.
context: We worked hard the past 18 months to make it to Nationals!\I don't want to go home without playing a single match!\But if I take off my glasses,\I won't be able to do anything besides sit around.\I somehow managed to place my cards.\We're up against Jinnan Academy from Kochi.\The two players who win by default are staying seated to support their team.\They're serious about this. My opponent is too. response:	Time is up. Let's begin.
context: I don't want to go home without playing a single match!\But if I take off my glasses,\I won't be able to do anything besides sit around.\I somehow managed to place my cards.\We're up against Jinnan Academy from Kochi.\The two players who win by default are staying seated to support their team.\They're serious about this. My opponent is too.\Time is up. Let's begin. response:	Thank you for the game.
context: But if I take off my glasses,\I won't be able to do anything besides sit around.\I somehow managed to place my cards.\We're up against Jinnan Academy from Kochi.\The two players who win by default are staying seated to support their team.\They're serious about this. My opponent is too.\Time is up. Let's begin.\Thank you for the game. response:	Thank you for the game.
context: I won't be able to do anything besides sit around.\I somehow managed to place my cards.\We're up against Jinnan Academy from Kochi.\The two players who win by default are staying seated to support their team.\They're serious about this. My opponent is too.\Time is up. Let's begin.\Thank you for the game.\Thank you for the game. response:	Naniwa Bay, now the flower blooms, but for winter
context: I somehow managed to place my cards.\We're up against Jinnan Academy from Kochi.\The two players who win by default are staying seated to support their team.\They're serious about this. My opponent is too.\Time is up. Let's begin.\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter response:	I just came here to watch Chihaya and Taichi play...
context: We're up against Jinnan Academy from Kochi.\The two players who win by default are staying seated to support their team.\They're serious about this. My opponent is too.\Time is up. Let's begin.\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\I just came here to watch Chihaya and Taichi play... response:	Please, at least, don't let me get caught and disqualified!
context: The two players who win by default are staying seated to support their team.\They're serious about this. My opponent is too.\Time is up. Let's begin.\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\I just came here to watch Chihaya and Taichi play...\Please, at least, don't let me get caught and disqualified! response:	Here comes spring, now the flower blooms
context: They're serious about this. My opponent is too.\Time is up. Let's begin.\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\I just came here to watch Chihaya and Taichi play...\Please, at least, don't let me get caught and disqualified!\Here comes spring, now the flower blooms response:	Here comes spring, now the flower blooms
context: Time is up. Let's begin.\Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\I just came here to watch Chihaya and Taichi play...\Please, at least, don't let me get caught and disqualified!\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms response:	I told Chihaya to focus,
context: Thank you for the game.\Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\I just came here to watch Chihaya and Taichi play...\Please, at least, don't let me get caught and disqualified!\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\I told Chihaya to focus, response:	but I'm the one who can't stop thinking about him.
context: Thank you for the game.\Naniwa Bay, now the flower blooms, but for winter\I just came here to watch Chihaya and Taichi play...\Please, at least, don't let me get caught and disqualified!\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\I told Chihaya to focus,\but I'm the one who can't stop thinking about him. response:	Taichi.
context: Naniwa Bay, now the flower blooms, but for winter\I just came here to watch Chihaya and Taichi play...\Please, at least, don't let me get caught and disqualified!\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\I told Chihaya to focus,\but I'm the one who can't stop thinking about him.\Taichi. response:	Huh? What?
context: I just came here to watch Chihaya and Taichi play...\Please, at least, don't let me get caught and disqualified!\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\I told Chihaya to focus,\but I'm the one who can't stop thinking about him.\Taichi.\Huh? What? response:	Stay focused.
context: Please, at least, don't let me get caught and disqualified!\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\I told Chihaya to focus,\but I'm the one who can't stop thinking about him.\Taichi.\Huh? What?\Stay focused. response:	Coming from you?
context: Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\I told Chihaya to focus,\but I'm the one who can't stop thinking about him.\Taichi.\Huh? What?\Stay focused.\Coming from you? response:	If Arata comes to watch us,
context: Here comes spring, now the flower blooms\I told Chihaya to focus,\but I'm the one who can't stop thinking about him.\Taichi.\Huh? What?\Stay focused.\Coming from you?\If Arata comes to watch us, response:	I want to show off my team, and how strong we are.
context: I told Chihaya to focus,\but I'm the one who can't stop thinking about him.\Taichi.\Huh? What?\Stay focused.\Coming from you?\If Arata comes to watch us,\I want to show off my team, and how strong we are. response:	I don't understand,
context: but I'm the one who can't stop thinking about him.\Taichi.\Huh? What?\Stay focused.\Coming from you?\If Arata comes to watch us,\I want to show off my team, and how strong we are.\I don't understand, response:	but I like the idea of Ayase-senpai showing me off.
context: Taichi.\Huh? What?\Stay focused.\Coming from you?\If Arata comes to watch us,\I want to show off my team, and how strong we are.\I don't understand,\but I like the idea of Ayase-senpai showing me off. response:	This is the second round of the group stage...
context: Huh? What?\Stay focused.\Coming from you?\If Arata comes to watch us,\I want to show off my team, and how strong we are.\I don't understand,\but I like the idea of Ayase-senpai showing me off.\This is the second round of the group stage... response:	Watch us, Arata.
context: Stay focused.\Coming from you?\If Arata comes to watch us,\I want to show off my team, and how strong we are.\I don't understand,\but I like the idea of Ayase-senpai showing me off.\This is the second round of the group stage...\Watch us, Arata. response:	Not possible
context: Coming from you?\If Arata comes to watch us,\I want to show off my team, and how strong we are.\I don't understand,\but I like the idea of Ayase-senpai showing me off.\This is the second round of the group stage...\Watch us, Arata.\Not possible response:	I can't win...
context: If Arata comes to watch us,\I want to show off my team, and how strong we are.\I don't understand,\but I like the idea of Ayase-senpai showing me off.\This is the second round of the group stage...\Watch us, Arata.\Not possible\I can't win... response:	I can't influence the other two players...
context: I want to show off my team, and how strong we are.\I don't understand,\but I like the idea of Ayase-senpai showing me off.\This is the second round of the group stage...\Watch us, Arata.\Not possible\I can't win...\I can't influence the other two players... response:	As my love first came to realization,
context: I don't understand,\but I like the idea of Ayase-senpai showing me off.\This is the second round of the group stage...\Watch us, Arata.\Not possible\I can't win...\I can't influence the other two players...\As my love first came to realization, response:	But that's...
context: but I like the idea of Ayase-senpai showing me off.\This is the second round of the group stage...\Watch us, Arata.\Not possible\I can't win...\I can't influence the other two players...\As my love first came to realization,\But that's... response:	For the cold nights when crickets are chirping,
context: This is the second round of the group stage...\Watch us, Arata.\Not possible\I can't win...\I can't influence the other two players...\As my love first came to realization,\But that's...\For the cold nights when crickets are chirping, response:	More tiring than playing normally.
context: Watch us, Arata.\Not possible\I can't win...\I can't influence the other two players...\As my love first came to realization,\But that's...\For the cold nights when crickets are chirping,\More tiring than playing normally. response:	What's wrong with this guy?
context: Not possible\I can't win...\I can't influence the other two players...\As my love first came to realization,\But that's...\For the cold nights when crickets are chirping,\More tiring than playing normally.\What's wrong with this guy? response:	Is he even trying?
context: I can't win...\I can't influence the other two players...\As my love first came to realization,\But that's...\For the cold nights when crickets are chirping,\More tiring than playing normally.\What's wrong with this guy?\Is he even trying? response:	I'm playing my heart out here.
context: I can't influence the other two players...\As my love first came to realization,\But that's...\For the cold nights when crickets are chirping,\More tiring than playing normally.\What's wrong with this guy?\Is he even trying?\I'm playing my heart out here. response:	I'm sorry.
context: As my love first came to realization,\But that's...\For the cold nights when crickets are chirping,\More tiring than playing normally.\What's wrong with this guy?\Is he even trying?\I'm playing my heart out here.\I'm sorry. response:	I can feel his frustration...
context: But that's...\For the cold nights when crickets are chirping,\More tiring than playing normally.\What's wrong with this guy?\Is he even trying?\I'm playing my heart out here.\I'm sorry.\I can feel his frustration... response:	After making it to Nationals,
context: For the cold nights when crickets are chirping,\More tiring than playing normally.\What's wrong with this guy?\Is he even trying?\I'm playing my heart out here.\I'm sorry.\I can feel his frustration...\After making it to Nationals, response:	you want to play as many games as you can...
context: More tiring than playing normally.\What's wrong with this guy?\Is he even trying?\I'm playing my heart out here.\I'm sorry.\I can feel his frustration...\After making it to Nationals,\you want to play as many games as you can... response:	You want to play strong opponents who will make you better.
context: What's wrong with this guy?\Is he even trying?\I'm playing my heart out here.\I'm sorry.\I can feel his frustration...\After making it to Nationals,\you want to play as many games as you can...\You want to play strong opponents who will make you better. response:	Look for the sound of the cuckoo
context: Is he even trying?\I'm playing my heart out here.\I'm sorry.\I can feel his frustration...\After making it to Nationals,\you want to play as many games as you can...\You want to play strong opponents who will make you better.\Look for the sound of the cuckoo response:	He's fast.
context: I'm playing my heart out here.\I'm sorry.\I can feel his frustration...\After making it to Nationals,\you want to play as many games as you can...\You want to play strong opponents who will make you better.\Look for the sound of the cuckoo\He's fast. response:	Crap!
context: I'm sorry.\I can feel his frustration...\After making it to Nationals,\you want to play as many games as you can...\You want to play strong opponents who will make you better.\Look for the sound of the cuckoo\He's fast.\Crap! response:	I need to be careful...
context: I can feel his frustration...\After making it to Nationals,\you want to play as many games as you can...\You want to play strong opponents who will make you better.\Look for the sound of the cuckoo\He's fast.\Crap!\I need to be careful... response:	My body moves when a one-syllable card on my side is read.
context: After making it to Nationals,\you want to play as many games as you can...\You want to play strong opponents who will make you better.\Look for the sound of the cuckoo\He's fast.\Crap!\I need to be careful...\My body moves when a one-syllable card on my side is read. response:	Even when I can't see the cards...
context: you want to play as many games as you can...\You want to play strong opponents who will make you better.\Look for the sound of the cuckoo\He's fast.\Crap!\I need to be careful...\My body moves when a one-syllable card on my side is read.\Even when I can't see the cards... response:	Didn't this happen before?
context: You want to play strong opponents who will make you better.\Look for the sound of the cuckoo\He's fast.\Crap!\I need to be careful...\My body moves when a one-syllable card on my side is read.\Even when I can't see the cards...\Didn't this happen before? response:	When I took cards without my glasses?
