context: They say that the more you fight, the closer you are. response:	But fighting is nothing but a clash of egos.
context: What am I gonna do? That wasn't my intention at all.\Then what was your intention?\I don't know.\You really don't remember?\And you don't remember sinking your phone in the water.\Sorry. After you went to the trouble of getting that phone for me.\Something was wrong with me.\It's all right. response:	If you need a cell phone, we can buy another one.
context: Then what was your intention?\I don't know.\You really don't remember?\And you don't remember sinking your phone in the water.\Sorry. After you went to the trouble of getting that phone for me.\Something was wrong with me.\It's all right.\If you need a cell phone, we can buy another one. response:	But I lost all the phone numbers and email addresses I had.
context: I don't know.\You really don't remember?\And you don't remember sinking your phone in the water.\Sorry. After you went to the trouble of getting that phone for me.\Something was wrong with me.\It's all right.\If you need a cell phone, we can buy another one.\But I lost all the phone numbers and email addresses I had. response:	I should've kept a memo.
context: You really don't remember?\And you don't remember sinking your phone in the water.\Sorry. After you went to the trouble of getting that phone for me.\Something was wrong with me.\It's all right.\If you need a cell phone, we can buy another one.\But I lost all the phone numbers and email addresses I had.\I should've kept a memo. response:	Well, the few friends you have are mostly my friends too, so...
context: And you don't remember sinking your phone in the water.\Sorry. After you went to the trouble of getting that phone for me.\Something was wrong with me.\It's all right.\If you need a cell phone, we can buy another one.\But I lost all the phone numbers and email addresses I had.\I should've kept a memo.\Well, the few friends you have are mostly my friends too, so... response:	That's right.
context: Sorry. After you went to the trouble of getting that phone for me.\Something was wrong with me.\It's all right.\If you need a cell phone, we can buy another one.\But I lost all the phone numbers and email addresses I had.\I should've kept a memo.\Well, the few friends you have are mostly my friends too, so...\That's right. response:	It needs to be recharged.
context: Something was wrong with me.\It's all right.\If you need a cell phone, we can buy another one.\But I lost all the phone numbers and email addresses I had.\I should've kept a memo.\Well, the few friends you have are mostly my friends too, so...\That's right.\It needs to be recharged. response:	Charge it right now!
context: It's all right.\If you need a cell phone, we can buy another one.\But I lost all the phone numbers and email addresses I had.\I should've kept a memo.\Well, the few friends you have are mostly my friends too, so...\That's right.\It needs to be recharged.\Charge it right now! response:	YOU'RE SO LAME!
context: If you need a cell phone, we can buy another one.\But I lost all the phone numbers and email addresses I had.\I should've kept a memo.\Well, the few friends you have are mostly my friends too, so...\That's right.\It needs to be recharged.\Charge it right now!\YOU'RE SO LAME! response:	YOU'RE SO LAME! No, I gotta get going.
context: But I lost all the phone numbers and email addresses I had.\I should've kept a memo.\Well, the few friends you have are mostly my friends too, so...\That's right.\It needs to be recharged.\Charge it right now!\YOU'RE SO LAME!\YOU'RE SO LAME! No, I gotta get going. response:	You're practicing again at the studio tonight too, right?
context: I should've kept a memo.\Well, the few friends you have are mostly my friends too, so...\That's right.\It needs to be recharged.\Charge it right now!\YOU'RE SO LAME!\YOU'RE SO LAME! No, I gotta get going.\You're practicing again at the studio tonight too, right? response:	Ask the guys directly when you're there.
context: Well, the few friends you have are mostly my friends too, so...\That's right.\It needs to be recharged.\Charge it right now!\YOU'RE SO LAME!\YOU'RE SO LAME! No, I gotta get going.\You're practicing again at the studio tonight too, right?\Ask the guys directly when you're there. response:	But I've gotta call her right away.
context: That's right.\It needs to be recharged.\Charge it right now!\YOU'RE SO LAME!\YOU'RE SO LAME! No, I gotta get going.\You're practicing again at the studio tonight too, right?\Ask the guys directly when you're there.\But I've gotta call her right away. response:	Rather than calling her, go see her.
context: It needs to be recharged.\Charge it right now!\YOU'RE SO LAME!\YOU'RE SO LAME! No, I gotta get going.\You're practicing again at the studio tonight too, right?\Ask the guys directly when you're there.\But I've gotta call her right away.\Rather than calling her, go see her. response:	Hachi's struggling with morning sickness and it's raining.
context: Charge it right now!\YOU'RE SO LAME!\YOU'RE SO LAME! No, I gotta get going.\You're practicing again at the studio tonight too, right?\Ask the guys directly when you're there.\But I've gotta call her right away.\Rather than calling her, go see her.\Hachi's struggling with morning sickness and it's raining. response:	She's probably home.
context: YOU'RE SO LAME!\YOU'RE SO LAME! No, I gotta get going.\You're practicing again at the studio tonight too, right?\Ask the guys directly when you're there.\But I've gotta call her right away.\Rather than calling her, go see her.\Hachi's struggling with morning sickness and it's raining.\She's probably home. response:	SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU
context: YOU'RE SO LAME! No, I gotta get going.\You're practicing again at the studio tonight too, right?\Ask the guys directly when you're there.\But I've gotta call her right away.\Rather than calling her, go see her.\Hachi's struggling with morning sickness and it's raining.\She's probably home.\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU response:	SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU Shirogane... 302? That's the same number as Ren's place.
context: You're practicing again at the studio tonight too, right?\Ask the guys directly when you're there.\But I've gotta call her right away.\Rather than calling her, go see her.\Hachi's struggling with morning sickness and it's raining.\She's probably home.\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU Shirogane... 302? That's the same number as Ren's place. response:	Shirogane... 302? That's the same number as Ren's place.
context: Ask the guys directly when you're there.\But I've gotta call her right away.\Rather than calling her, go see her.\Hachi's struggling with morning sickness and it's raining.\She's probably home.\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU Shirogane... 302? That's the same number as Ren's place.\Shirogane... 302? That's the same number as Ren's place. response:	Ren! Give me a ride to the station!
context: But I've gotta call her right away.\Rather than calling her, go see her.\Hachi's struggling with morning sickness and it's raining.\She's probably home.\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU Shirogane... 302? That's the same number as Ren's place.\Shirogane... 302? That's the same number as Ren's place.\Ren! Give me a ride to the station! response:	To Shirogane-dai station?
context: Rather than calling her, go see her.\Hachi's struggling with morning sickness and it's raining.\She's probably home.\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU Shirogane... 302? That's the same number as Ren's place.\Shirogane... 302? That's the same number as Ren's place.\Ren! Give me a ride to the station!\To Shirogane-dai station? response:	No, the station over there. I've gotta buy those glasses.
context: Hachi's struggling with morning sickness and it's raining.\She's probably home.\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU Shirogane... 302? That's the same number as Ren's place.\Shirogane... 302? That's the same number as Ren's place.\Ren! Give me a ride to the station!\To Shirogane-dai station?\No, the station over there. I've gotta buy those glasses. response:	No matter how many times I think it over,
context: She's probably home.\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU Shirogane... 302? That's the same number as Ren's place.\Shirogane... 302? That's the same number as Ren's place.\Ren! Give me a ride to the station!\To Shirogane-dai station?\No, the station over there. I've gotta buy those glasses.\No matter how many times I think it over, response:	I can't get over how careless I was.
context: SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU\SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU Shirogane... 302? That's the same number as Ren's place.\Shirogane... 302? That's the same number as Ren's place.\Ren! Give me a ride to the station!\To Shirogane-dai station?\No, the station over there. I've gotta buy those glasses.\No matter how many times I think it over,\I can't get over how careless I was. response:	But with the rain getting stronger
context: SUITE 302 SHIROGANE SHIROGANE 7-CHOME MINATO-KU Shirogane... 302? That's the same number as Ren's place.\Shirogane... 302? That's the same number as Ren's place.\Ren! Give me a ride to the station!\To Shirogane-dai station?\No, the station over there. I've gotta buy those glasses.\No matter how many times I think it over,\I can't get over how careless I was.\But with the rain getting stronger response:	and the restlessness of not having an umbrella
context: Shirogane... 302? That's the same number as Ren's place.\Ren! Give me a ride to the station!\To Shirogane-dai station?\No, the station over there. I've gotta buy those glasses.\No matter how many times I think it over,\I can't get over how careless I was.\But with the rain getting stronger\and the restlessness of not having an umbrella response:	added to the anxiety of wanting to hurry and see Hachiko.
context: Ren! Give me a ride to the station!\To Shirogane-dai station?\No, the station over there. I've gotta buy those glasses.\No matter how many times I think it over,\I can't get over how careless I was.\But with the rain getting stronger\and the restlessness of not having an umbrella\added to the anxiety of wanting to hurry and see Hachiko. response:	How lucky! Is this the rain of grace?
context: To Shirogane-dai station?\No, the station over there. I've gotta buy those glasses.\No matter how many times I think it over,\I can't get over how careless I was.\But with the rain getting stronger\and the restlessness of not having an umbrella\added to the anxiety of wanting to hurry and see Hachiko.\How lucky! Is this the rain of grace? response:	The trigger that alters someone's fate can be pulled in an instant.
context: No, the station over there. I've gotta buy those glasses.\No matter how many times I think it over,\I can't get over how careless I was.\But with the rain getting stronger\and the restlessness of not having an umbrella\added to the anxiety of wanting to hurry and see Hachiko.\How lucky! Is this the rain of grace?\The trigger that alters someone's fate can be pulled in an instant. response:	Hello, Mrs. Ichinose.
context: No matter how many times I think it over,\I can't get over how careless I was.\But with the rain getting stronger\and the restlessness of not having an umbrella\added to the anxiety of wanting to hurry and see Hachiko.\How lucky! Is this the rain of grace?\The trigger that alters someone's fate can be pulled in an instant.\Hello, Mrs. Ichinose. response:	MRS. ICHINOSE Are you going out?
context: I can't get over how careless I was.\But with the rain getting stronger\and the restlessness of not having an umbrella\added to the anxiety of wanting to hurry and see Hachiko.\How lucky! Is this the rain of grace?\The trigger that alters someone's fate can be pulled in an instant.\Hello, Mrs. Ichinose.\MRS. ICHINOSE Are you going out? response:	MRS. ICHINOSE Yes. Can you please call a taxi for me?
context: But with the rain getting stronger\and the restlessness of not having an umbrella\added to the anxiety of wanting to hurry and see Hachiko.\How lucky! Is this the rain of grace?\The trigger that alters someone's fate can be pulled in an instant.\Hello, Mrs. Ichinose.\MRS. ICHINOSE Are you going out?\MRS. ICHINOSE Yes. Can you please call a taxi for me? response:	Yes. Can you please call a taxi for me?
context: and the restlessness of not having an umbrella\added to the anxiety of wanting to hurry and see Hachiko.\How lucky! Is this the rain of grace?\The trigger that alters someone's fate can be pulled in an instant.\Hello, Mrs. Ichinose.\MRS. ICHINOSE Are you going out?\MRS. ICHINOSE Yes. Can you please call a taxi for me?\Yes. Can you please call a taxi for me? response:	Certainly. Where to?
context: added to the anxiety of wanting to hurry and see Hachiko.\How lucky! Is this the rain of grace?\The trigger that alters someone's fate can be pulled in an instant.\Hello, Mrs. Ichinose.\MRS. ICHINOSE Are you going out?\MRS. ICHINOSE Yes. Can you please call a taxi for me?\Yes. Can you please call a taxi for me?\Certainly. Where to? response:	To the Shirogane-dai station.
context: How lucky! Is this the rain of grace?\The trigger that alters someone's fate can be pulled in an instant.\Hello, Mrs. Ichinose.\MRS. ICHINOSE Are you going out?\MRS. ICHINOSE Yes. Can you please call a taxi for me?\Yes. Can you please call a taxi for me?\Certainly. Where to?\To the Shirogane-dai station. response:	SHIROGANE 7-14
context: The trigger that alters someone's fate can be pulled in an instant.\Hello, Mrs. Ichinose.\MRS. ICHINOSE Are you going out?\MRS. ICHINOSE Yes. Can you please call a taxi for me?\Yes. Can you please call a taxi for me?\Certainly. Where to?\To the Shirogane-dai station.\SHIROGANE 7-14 response:	SHIROGANE 7-14 This isn't good, I don't have a clue.
context: Hello, Mrs. Ichinose.\MRS. ICHINOSE Are you going out?\MRS. ICHINOSE Yes. Can you please call a taxi for me?\Yes. Can you please call a taxi for me?\Certainly. Where to?\To the Shirogane-dai station.\SHIROGANE 7-14\SHIROGANE 7-14 This isn't good, I don't have a clue. response:	This isn't good, I don't have a clue.
context: MRS. ICHINOSE Are you going out?\MRS. ICHINOSE Yes. Can you please call a taxi for me?\Yes. Can you please call a taxi for me?\Certainly. Where to?\To the Shirogane-dai station.\SHIROGANE 7-14\SHIROGANE 7-14 This isn't good, I don't have a clue.\This isn't good, I don't have a clue. response:	It should be somewhere around here. Twenty minutes from the station?
context: MRS. ICHINOSE Yes. Can you please call a taxi for me?\Yes. Can you please call a taxi for me?\Certainly. Where to?\To the Shirogane-dai station.\SHIROGANE 7-14\SHIROGANE 7-14 This isn't good, I don't have a clue.\This isn't good, I don't have a clue.\It should be somewhere around here. Twenty minutes from the station? response:	I feel like I've been walking for an hour.
context: Yes. Can you please call a taxi for me?\Certainly. Where to?\To the Shirogane-dai station.\SHIROGANE 7-14\SHIROGANE 7-14 This isn't good, I don't have a clue.\This isn't good, I don't have a clue.\It should be somewhere around here. Twenty minutes from the station?\I feel like I've been walking for an hour. response:	Excuse me.
context: Certainly. Where to?\To the Shirogane-dai station.\SHIROGANE 7-14\SHIROGANE 7-14 This isn't good, I don't have a clue.\This isn't good, I don't have a clue.\It should be somewhere around here. Twenty minutes from the station?\I feel like I've been walking for an hour.\Excuse me. response:	I need to get to this address. Would you know the way?
context: To the Shirogane-dai station.\SHIROGANE 7-14\SHIROGANE 7-14 This isn't good, I don't have a clue.\This isn't good, I don't have a clue.\It should be somewhere around here. Twenty minutes from the station?\I feel like I've been walking for an hour.\Excuse me.\I need to get to this address. Would you know the way? response:	I should just act normally. As if nothing ever happened.
context: SHIROGANE 7-14\SHIROGANE 7-14 This isn't good, I don't have a clue.\This isn't good, I don't have a clue.\It should be somewhere around here. Twenty minutes from the station?\I feel like I've been walking for an hour.\Excuse me.\I need to get to this address. Would you know the way?\I should just act normally. As if nothing ever happened. response:	Hachi thinks that I'm taking Nobu's side and am therefore furious,
context: SHIROGANE 7-14 This isn't good, I don't have a clue.\This isn't good, I don't have a clue.\It should be somewhere around here. Twenty minutes from the station?\I feel like I've been walking for an hour.\Excuse me.\I need to get to this address. Would you know the way?\I should just act normally. As if nothing ever happened.\Hachi thinks that I'm taking Nobu's side and am therefore furious, response:	taking a stand for justice.
context: This isn't good, I don't have a clue.\It should be somewhere around here. Twenty minutes from the station?\I feel like I've been walking for an hour.\Excuse me.\I need to get to this address. Would you know the way?\I should just act normally. As if nothing ever happened.\Hachi thinks that I'm taking Nobu's side and am therefore furious,\taking a stand for justice. response:	Because she thinks of me as some hero.
context: It should be somewhere around here. Twenty minutes from the station?\I feel like I've been walking for an hour.\Excuse me.\I need to get to this address. Would you know the way?\I should just act normally. As if nothing ever happened.\Hachi thinks that I'm taking Nobu's side and am therefore furious,\taking a stand for justice.\Because she thinks of me as some hero. response:	So I must teach her that a true hero always stands by the heroine,
context: I feel like I've been walking for an hour.\Excuse me.\I need to get to this address. Would you know the way?\I should just act normally. As if nothing ever happened.\Hachi thinks that I'm taking Nobu's side and am therefore furious,\taking a stand for justice.\Because she thinks of me as some hero.\So I must teach her that a true hero always stands by the heroine, response:	no matter what happens.
context: Excuse me.\I need to get to this address. Would you know the way?\I should just act normally. As if nothing ever happened.\Hachi thinks that I'm taking Nobu's side and am therefore furious,\taking a stand for justice.\Because she thinks of me as some hero.\So I must teach her that a true hero always stands by the heroine,\no matter what happens. response:	Sorry, Nobuo.
context: I need to get to this address. Would you know the way?\I should just act normally. As if nothing ever happened.\Hachi thinks that I'm taking Nobu's side and am therefore furious,\taking a stand for justice.\Because she thinks of me as some hero.\So I must teach her that a true hero always stands by the heroine,\no matter what happens.\Sorry, Nobuo. response:	I WILL BE WAITING FOR YOU UNTIL 7 O'CLOCK AT THE TICKET GATE OF SHIROGANE-DAI STATION. NANA
context: I should just act normally. As if nothing ever happened.\Hachi thinks that I'm taking Nobu's side and am therefore furious,\taking a stand for justice.\Because she thinks of me as some hero.\So I must teach her that a true hero always stands by the heroine,\no matter what happens.\Sorry, Nobuo.\I WILL BE WAITING FOR YOU UNTIL 7 O'CLOCK AT THE TICKET GATE OF SHIROGANE-DAI STATION. NANA response:	Um, excuse me.
context: Hachi thinks that I'm taking Nobu's side and am therefore furious,\taking a stand for justice.\Because she thinks of me as some hero.\So I must teach her that a true hero always stands by the heroine,\no matter what happens.\Sorry, Nobuo.\I WILL BE WAITING FOR YOU UNTIL 7 O'CLOCK AT THE TICKET GATE OF SHIROGANE-DAI STATION. NANA\Um, excuse me. response:	It seems that the person I've come to see is not here.
context: taking a stand for justice.\Because she thinks of me as some hero.\So I must teach her that a true hero always stands by the heroine,\no matter what happens.\Sorry, Nobuo.\I WILL BE WAITING FOR YOU UNTIL 7 O'CLOCK AT THE TICKET GATE OF SHIROGANE-DAI STATION. NANA\Um, excuse me.\It seems that the person I've come to see is not here. response:	Can you please give this to her when she returns?
context: Because she thinks of me as some hero.\So I must teach her that a true hero always stands by the heroine,\no matter what happens.\Sorry, Nobuo.\I WILL BE WAITING FOR YOU UNTIL 7 O'CLOCK AT THE TICKET GATE OF SHIROGANE-DAI STATION. NANA\Um, excuse me.\It seems that the person I've come to see is not here.\Can you please give this to her when she returns? response:	Of course. Who is it to, and of which suite?
context: So I must teach her that a true hero always stands by the heroine,\no matter what happens.\Sorry, Nobuo.\I WILL BE WAITING FOR YOU UNTIL 7 O'CLOCK AT THE TICKET GATE OF SHIROGANE-DAI STATION. NANA\Um, excuse me.\It seems that the person I've come to see is not here.\Can you please give this to her when she returns?\Of course. Who is it to, and of which suite? response:	Suite 302...
context: no matter what happens.\Sorry, Nobuo.\I WILL BE WAITING FOR YOU UNTIL 7 O'CLOCK AT THE TICKET GATE OF SHIROGANE-DAI STATION. NANA\Um, excuse me.\It seems that the person I've come to see is not here.\Can you please give this to her when she returns?\Of course. Who is it to, and of which suite?\Suite 302... response:	Suite 302 is presently vacant.
context: Sorry, Nobuo.\I WILL BE WAITING FOR YOU UNTIL 7 O'CLOCK AT THE TICKET GATE OF SHIROGANE-DAI STATION. NANA\Um, excuse me.\It seems that the person I've come to see is not here.\Can you please give this to her when she returns?\Of course. Who is it to, and of which suite?\Suite 302...\Suite 302 is presently vacant. response:	Could you have the wrong suite number?
context: I WILL BE WAITING FOR YOU UNTIL 7 O'CLOCK AT THE TICKET GATE OF SHIROGANE-DAI STATION. NANA\Um, excuse me.\It seems that the person I've come to see is not here.\Can you please give this to her when she returns?\Of course. Who is it to, and of which suite?\Suite 302...\Suite 302 is presently vacant.\Could you have the wrong suite number? response:	302 is the same number as Ren's place.
context: Um, excuse me.\It seems that the person I've come to see is not here.\Can you please give this to her when she returns?\Of course. Who is it to, and of which suite?\Suite 302...\Suite 302 is presently vacant.\Could you have the wrong suite number?\302 is the same number as Ren's place. response:	I definitely don't have the wrong number.
context: It seems that the person I've come to see is not here.\Can you please give this to her when she returns?\Of course. Who is it to, and of which suite?\Suite 302...\Suite 302 is presently vacant.\Could you have the wrong suite number?\302 is the same number as Ren's place.\I definitely don't have the wrong number. response:	Excuse me.
context: Can you please give this to her when she returns?\Of course. Who is it to, and of which suite?\Suite 302...\Suite 302 is presently vacant.\Could you have the wrong suite number?\302 is the same number as Ren's place.\I definitely don't have the wrong number.\Excuse me. response:	Smoking is not permitted in the restaurant.
context: Of course. Who is it to, and of which suite?\Suite 302...\Suite 302 is presently vacant.\Could you have the wrong suite number?\302 is the same number as Ren's place.\I definitely don't have the wrong number.\Excuse me.\Smoking is not permitted in the restaurant. response:	Nana Komatsu?
context: Suite 302...\Suite 302 is presently vacant.\Could you have the wrong suite number?\302 is the same number as Ren's place.\I definitely don't have the wrong number.\Excuse me.\Smoking is not permitted in the restaurant.\Nana Komatsu? response:	There's no one by that name living here.
context: Suite 302 is presently vacant.\Could you have the wrong suite number?\302 is the same number as Ren's place.\I definitely don't have the wrong number.\Excuse me.\Smoking is not permitted in the restaurant.\Nana Komatsu?\There's no one by that name living here. response:	That's impossible! She just moved here recently!
context: Could you have the wrong suite number?\302 is the same number as Ren's place.\I definitely don't have the wrong number.\Excuse me.\Smoking is not permitted in the restaurant.\Nana Komatsu?\There's no one by that name living here.\That's impossible! She just moved here recently! response:	Why, of course. It's under Takumi's name.
context: 302 is the same number as Ren's place.\I definitely don't have the wrong number.\Excuse me.\Smoking is not permitted in the restaurant.\Nana Komatsu?\There's no one by that name living here.\That's impossible! She just moved here recently!\Why, of course. It's under Takumi's name. response:	What's Takumi's surname?
context: I definitely don't have the wrong number.\Excuse me.\Smoking is not permitted in the restaurant.\Nana Komatsu?\There's no one by that name living here.\That's impossible! She just moved here recently!\Why, of course. It's under Takumi's name.\What's Takumi's surname? response:	Or, is Takumi his real name to begin with?
context: Excuse me.\Smoking is not permitted in the restaurant.\Nana Komatsu?\There's no one by that name living here.\That's impossible! She just moved here recently!\Why, of course. It's under Takumi's name.\What's Takumi's surname?\Or, is Takumi his real name to begin with? response:	I have no idea what Takumi's real name is!
context: Smoking is not permitted in the restaurant.\Nana Komatsu?\There's no one by that name living here.\That's impossible! She just moved here recently!\Why, of course. It's under Takumi's name.\What's Takumi's surname?\Or, is Takumi his real name to begin with?\I have no idea what Takumi's real name is! response:	Takumi of Trapnest and his woman live in suite 302, don't they?!
context: Nana Komatsu?\There's no one by that name living here.\That's impossible! She just moved here recently!\Why, of course. It's under Takumi's name.\What's Takumi's surname?\Or, is Takumi his real name to begin with?\I have no idea what Takumi's real name is!\Takumi of Trapnest and his woman live in suite 302, don't they?! response:	There's no use hiding it. I already know.
context: There's no one by that name living here.\That's impossible! She just moved here recently!\Why, of course. It's under Takumi's name.\What's Takumi's surname?\Or, is Takumi his real name to begin with?\I have no idea what Takumi's real name is!\Takumi of Trapnest and his woman live in suite 302, don't they?!\There's no use hiding it. I already know. response:	There's no one living here that matches that description.
context: That's impossible! She just moved here recently!\Why, of course. It's under Takumi's name.\What's Takumi's surname?\Or, is Takumi his real name to begin with?\I have no idea what Takumi's real name is!\Takumi of Trapnest and his woman live in suite 302, don't they?!\There's no use hiding it. I already know.\There's no one living here that matches that description. response:	TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. There's no one living here
context: Why, of course. It's under Takumi's name.\What's Takumi's surname?\Or, is Takumi his real name to begin with?\I have no idea what Takumi's real name is!\Takumi of Trapnest and his woman live in suite 302, don't they?!\There's no use hiding it. I already know.\There's no one living here that matches that description.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. There's no one living here response:	TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.
context: What's Takumi's surname?\Or, is Takumi his real name to begin with?\I have no idea what Takumi's real name is!\Takumi of Trapnest and his woman live in suite 302, don't they?!\There's no use hiding it. I already know.\There's no one living here that matches that description.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. There's no one living here\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. response:	TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. Excuse me, but could you please leave?
context: Or, is Takumi his real name to begin with?\I have no idea what Takumi's real name is!\Takumi of Trapnest and his woman live in suite 302, don't they?!\There's no use hiding it. I already know.\There's no one living here that matches that description.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. There's no one living here\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. Excuse me, but could you please leave? response:	TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.
context: I have no idea what Takumi's real name is!\Takumi of Trapnest and his woman live in suite 302, don't they?!\There's no use hiding it. I already know.\There's no one living here that matches that description.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. There's no one living here\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. Excuse me, but could you please leave?\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. response:	Damn it!
context: Takumi of Trapnest and his woman live in suite 302, don't they?!\There's no use hiding it. I already know.\There's no one living here that matches that description.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. There's no one living here\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING. Excuse me, but could you please leave?\TAKUMI ICHINOSE NANA CAUTION: DO NOT ACCEPT MESSAGES FROM ANY VISITORS WITHOUT AN APPOINTMENT. TELL ANYONE SUSPICIOUS THAT THE APARTMENT IS VACANT TO DISCOURAGE THEM FROM RETURNING.\Damn it! response:	I bet that guy mistook me for a fan of Takumi.
