context: One Strike. response:	One strike...
context: It's the job of you clergymen to believe,\but the very foundation of science is to question everything.\You should have questioned this bomb-making ability a bit more.\It is true that I made these bombs on my own time.\And my true gift is the ability to take no damage from lemon-shaped bombs!\Lemons! That beautiful spindle shape is the ultimate geometry,\as well as the destroyer of this tedious world!\On that note, here's a present for you from response:	the commander-in-chief of the universe and myself...
context: but the very foundation of science is to question everything.\You should have questioned this bomb-making ability a bit more.\It is true that I made these bombs on my own time.\And my true gift is the ability to take no damage from lemon-shaped bombs!\Lemons! That beautiful spindle shape is the ultimate geometry,\as well as the destroyer of this tedious world!\On that note, here's a present for you from\the commander-in-chief of the universe and myself... response:	It can't be...
context: You should have questioned this bomb-making ability a bit more.\It is true that I made these bombs on my own time.\And my true gift is the ability to take no damage from lemon-shaped bombs!\Lemons! That beautiful spindle shape is the ultimate geometry,\as well as the destroyer of this tedious world!\On that note, here's a present for you from\the commander-in-chief of the universe and myself...\It can't be... response:	Everyone get away from the ship!
context: It is true that I made these bombs on my own time.\And my true gift is the ability to take no damage from lemon-shaped bombs!\Lemons! That beautiful spindle shape is the ultimate geometry,\as well as the destroyer of this tedious world!\On that note, here's a present for you from\the commander-in-chief of the universe and myself...\It can't be...\Everyone get away from the ship! response:	The ship...
context: And my true gift is the ability to take no damage from lemon-shaped bombs!\Lemons! That beautiful spindle shape is the ultimate geometry,\as well as the destroyer of this tedious world!\On that note, here's a present for you from\the commander-in-chief of the universe and myself...\It can't be...\Everyone get away from the ship!\The ship... response:	Just who is that man?!
context: Lemons! That beautiful spindle shape is the ultimate geometry,\as well as the destroyer of this tedious world!\On that note, here's a present for you from\the commander-in-chief of the universe and myself...\It can't be...\Everyone get away from the ship!\The ship...\Just who is that man?! response:	It appears the threat letter was no mere prank.
context: as well as the destroyer of this tedious world!\On that note, here's a present for you from\the commander-in-chief of the universe and myself...\It can't be...\Everyone get away from the ship!\The ship...\Just who is that man?!\It appears the threat letter was no mere prank. response:	And two targets still remain.
context: On that note, here's a present for you from\the commander-in-chief of the universe and myself...\It can't be...\Everyone get away from the ship!\The ship...\Just who is that man?!\It appears the threat letter was no mere prank.\And two targets still remain. response:	The enemy will be upon us shortly.
context: the commander-in-chief of the universe and myself...\It can't be...\Everyone get away from the ship!\The ship...\Just who is that man?!\It appears the threat letter was no mere prank.\And two targets still remain.\The enemy will be upon us shortly. response:	We will engage them here.
context: It can't be...\Everyone get away from the ship!\The ship...\Just who is that man?!\It appears the threat letter was no mere prank.\And two targets still remain.\The enemy will be upon us shortly.\We will engage them here. response:	If we stop their surprise attack,
context: Everyone get away from the ship!\The ship...\Just who is that man?!\It appears the threat letter was no mere prank.\And two targets still remain.\The enemy will be upon us shortly.\We will engage them here.\If we stop their surprise attack, response:	no number of gifted enemies can be a match for us.
context: The ship...\Just who is that man?!\It appears the threat letter was no mere prank.\And two targets still remain.\The enemy will be upon us shortly.\We will engage them here.\If we stop their surprise attack,\no number of gifted enemies can be a match for us. response:	The Guild's gifted members are indeed formidable.
context: Just who is that man?!\It appears the threat letter was no mere prank.\And two targets still remain.\The enemy will be upon us shortly.\We will engage them here.\If we stop their surprise attack,\no number of gifted enemies can be a match for us.\The Guild's gifted members are indeed formidable. response:	Even our elite would have a difficult time bringing them down.
context: It appears the threat letter was no mere prank.\And two targets still remain.\The enemy will be upon us shortly.\We will engage them here.\If we stop their surprise attack,\no number of gifted enemies can be a match for us.\The Guild's gifted members are indeed formidable.\Even our elite would have a difficult time bringing them down. response:	Which is why...
context: And two targets still remain.\The enemy will be upon us shortly.\We will engage them here.\If we stop their surprise attack,\no number of gifted enemies can be a match for us.\The Guild's gifted members are indeed formidable.\Even our elite would have a difficult time bringing them down.\Which is why... response:	I've just played my most eager, motivated piece.
context: The enemy will be upon us shortly.\We will engage them here.\If we stop their surprise attack,\no number of gifted enemies can be a match for us.\The Guild's gifted members are indeed formidable.\Even our elite would have a difficult time bringing them down.\Which is why...\I've just played my most eager, motivated piece. response:	This sea breeze is suffocating.
context: We will engage them here.\If we stop their surprise attack,\no number of gifted enemies can be a match for us.\The Guild's gifted members are indeed formidable.\Even our elite would have a difficult time bringing them down.\Which is why...\I've just played my most eager, motivated piece.\This sea breeze is suffocating. response:	Let's get this over with quickly.
context: If we stop their surprise attack,\no number of gifted enemies can be a match for us.\The Guild's gifted members are indeed formidable.\Even our elite would have a difficult time bringing them down.\Which is why...\I've just played my most eager, motivated piece.\This sea breeze is suffocating.\Let's get this over with quickly. response:	Are you a Port Mafia assassin?
context: no number of gifted enemies can be a match for us.\The Guild's gifted members are indeed formidable.\Even our elite would have a difficult time bringing them down.\Which is why...\I've just played my most eager, motivated piece.\This sea breeze is suffocating.\Let's get this over with quickly.\Are you a Port Mafia assassin? response:	How are you feeling, irmao of the Guild?
context: The Guild's gifted members are indeed formidable.\Even our elite would have a difficult time bringing them down.\Which is why...\I've just played my most eager, motivated piece.\This sea breeze is suffocating.\Let's get this over with quickly.\Are you a Port Mafia assassin?\How are you feeling, irmao of the Guild? response:	Pretty awful.
context: Even our elite would have a difficult time bringing them down.\Which is why...\I've just played my most eager, motivated piece.\This sea breeze is suffocating.\Let's get this over with quickly.\Are you a Port Mafia assassin?\How are you feeling, irmao of the Guild?\Pretty awful. response:	A bit like I've had a run-in with the devil spoken of in the Bible.
context: Which is why...\I've just played my most eager, motivated piece.\This sea breeze is suffocating.\Let's get this over with quickly.\Are you a Port Mafia assassin?\How are you feeling, irmao of the Guild?\Pretty awful.\A bit like I've had a run-in with the devil spoken of in the Bible. response:	May I ask your name?
context: I've just played my most eager, motivated piece.\This sea breeze is suffocating.\Let's get this over with quickly.\Are you a Port Mafia assassin?\How are you feeling, irmao of the Guild?\Pretty awful.\A bit like I've had a run-in with the devil spoken of in the Bible.\May I ask your name? response:	Diablo.
context: This sea breeze is suffocating.\Let's get this over with quickly.\Are you a Port Mafia assassin?\How are you feeling, irmao of the Guild?\Pretty awful.\A bit like I've had a run-in with the devil spoken of in the Bible.\May I ask your name?\Diablo. response:	Then this must be Mount Hermon.
context: Let's get this over with quickly.\Are you a Port Mafia assassin?\How are you feeling, irmao of the Guild?\Pretty awful.\A bit like I've had a run-in with the devil spoken of in the Bible.\May I ask your name?\Diablo.\Then this must be Mount Hermon. response:	Are you a trial sent to test this humble servant's faith in God?
context: Are you a Port Mafia assassin?\How are you feeling, irmao of the Guild?\Pretty awful.\A bit like I've had a run-in with the devil spoken of in the Bible.\May I ask your name?\Diablo.\Then this must be Mount Hermon.\Are you a trial sent to test this humble servant's faith in God? response:	Is it a trial you want?
context: How are you feeling, irmao of the Guild?\Pretty awful.\A bit like I've had a run-in with the devil spoken of in the Bible.\May I ask your name?\Diablo.\Then this must be Mount Hermon.\Are you a trial sent to test this humble servant's faith in God?\Is it a trial you want? response:	Then I'll give you one!
context: Pretty awful.\A bit like I've had a run-in with the devil spoken of in the Bible.\May I ask your name?\Diablo.\Then this must be Mount Hermon.\Are you a trial sent to test this humble servant's faith in God?\Is it a trial you want?\Then I'll give you one! response:	Do not call me irmao.
context: A bit like I've had a run-in with the devil spoken of in the Bible.\May I ask your name?\Diablo.\Then this must be Mount Hermon.\Are you a trial sent to test this humble servant's faith in God?\Is it a trial you want?\Then I'll give you one!\Do not call me irmao. response:	I am a minister, not some relic of ancient Rome!
context: May I ask your name?\Diablo.\Then this must be Mount Hermon.\Are you a trial sent to test this humble servant's faith in God?\Is it a trial you want?\Then I'll give you one!\Do not call me irmao.\I am a minister, not some relic of ancient Rome! response:	Don't think that will be enough to test my faith,
context: Diablo.\Then this must be Mount Hermon.\Are you a trial sent to test this humble servant's faith in God?\Is it a trial you want?\Then I'll give you one!\Do not call me irmao.\I am a minister, not some relic of ancient Rome!\Don't think that will be enough to test my faith, response:	you trash!
context: Then this must be Mount Hermon.\Are you a trial sent to test this humble servant's faith in God?\Is it a trial you want?\Then I'll give you one!\Do not call me irmao.\I am a minister, not some relic of ancient Rome!\Don't think that will be enough to test my faith,\you trash! response:	Repent, little guy of the Port Mafia!
context: Are you a trial sent to test this humble servant's faith in God?\Is it a trial you want?\Then I'll give you one!\Do not call me irmao.\I am a minister, not some relic of ancient Rome!\Don't think that will be enough to test my faith,\you trash!\Repent, little guy of the Port Mafia! response:	Interesting!
context: Is it a trial you want?\Then I'll give you one!\Do not call me irmao.\I am a minister, not some relic of ancient Rome!\Don't think that will be enough to test my faith,\you trash!\Repent, little guy of the Port Mafia!\Interesting! response:	The enemy's ability is intermediate-range matter manipulation,
context: Then I'll give you one!\Do not call me irmao.\I am a minister, not some relic of ancient Rome!\Don't think that will be enough to test my faith,\you trash!\Repent, little guy of the Port Mafia!\Interesting!\The enemy's ability is intermediate-range matter manipulation, response:	both offensive and defensive?
context: Do not call me irmao.\I am a minister, not some relic of ancient Rome!\Don't think that will be enough to test my faith,\you trash!\Repent, little guy of the Port Mafia!\Interesting!\The enemy's ability is intermediate-range matter manipulation,\both offensive and defensive? response:	That's similar to my own.
context: I am a minister, not some relic of ancient Rome!\Don't think that will be enough to test my faith,\you trash!\Repent, little guy of the Port Mafia!\Interesting!\The enemy's ability is intermediate-range matter manipulation,\both offensive and defensive?\That's similar to my own. response:	In that case...
context: Don't think that will be enough to test my faith,\you trash!\Repent, little guy of the Port Mafia!\Interesting!\The enemy's ability is intermediate-range matter manipulation,\both offensive and defensive?\That's similar to my own.\In that case... response:	The one whose ability holds the most potential will win!
context: you trash!\Repent, little guy of the Port Mafia!\Interesting!\The enemy's ability is intermediate-range matter manipulation,\both offensive and defensive?\That's similar to my own.\In that case...\The one whose ability holds the most potential will win! response:	Rashoumon
context: Repent, little guy of the Port Mafia!\Interesting!\The enemy's ability is intermediate-range matter manipulation,\both offensive and defensive?\That's similar to my own.\In that case...\The one whose ability holds the most potential will win!\Rashoumon response:	Rashoumon!
context: Interesting!\The enemy's ability is intermediate-range matter manipulation,\both offensive and defensive?\That's similar to my own.\In that case...\The one whose ability holds the most potential will win!\Rashoumon\Rashoumon! response:	The Scarlet Letter!
context: The enemy's ability is intermediate-range matter manipulation,\both offensive and defensive?\That's similar to my own.\In that case...\The one whose ability holds the most potential will win!\Rashoumon\Rashoumon!\The Scarlet Letter! response:	The Scarlet Letter
context: both offensive and defensive?\That's similar to my own.\In that case...\The one whose ability holds the most potential will win!\Rashoumon\Rashoumon!\The Scarlet Letter!\The Scarlet Letter response:	Is that all you can do, irmao?
context: That's similar to my own.\In that case...\The one whose ability holds the most potential will win!\Rashoumon\Rashoumon!\The Scarlet Letter!\The Scarlet Letter\Is that all you can do, irmao? response:	You are no devil at all.
context: In that case...\The one whose ability holds the most potential will win!\Rashoumon\Rashoumon!\The Scarlet Letter!\The Scarlet Letter\Is that all you can do, irmao?\You are no devil at all. response:	What?
context: The one whose ability holds the most potential will win!\Rashoumon\Rashoumon!\The Scarlet Letter!\The Scarlet Letter\Is that all you can do, irmao?\You are no devil at all.\What? response:	The blood on my coat is turning into writing?
context: Rashoumon\Rashoumon!\The Scarlet Letter!\The Scarlet Letter\Is that all you can do, irmao?\You are no devil at all.\What?\The blood on my coat is turning into writing? response:	You are merely a soulless beast that craves the flesh of the weak.
context: Rashoumon!\The Scarlet Letter!\The Scarlet Letter\Is that all you can do, irmao?\You are no devil at all.\What?\The blood on my coat is turning into writing?\You are merely a soulless beast that craves the flesh of the weak. response:	I'm sure you've only fought gifted enemies
context: The Scarlet Letter!\The Scarlet Letter\Is that all you can do, irmao?\You are no devil at all.\What?\The blood on my coat is turning into writing?\You are merely a soulless beast that craves the flesh of the weak.\I'm sure you've only fought gifted enemies response:	who were weaker than you up until now.
context: The Scarlet Letter\Is that all you can do, irmao?\You are no devil at all.\What?\The blood on my coat is turning into writing?\You are merely a soulless beast that craves the flesh of the weak.\I'm sure you've only fought gifted enemies\who were weaker than you up until now. response:	The Port Mafia is nothing.
context: Is that all you can do, irmao?\You are no devil at all.\What?\The blood on my coat is turning into writing?\You are merely a soulless beast that craves the flesh of the weak.\I'm sure you've only fought gifted enemies\who were weaker than you up until now.\The Port Mafia is nothing. response:	I will take back my family's honor!
context: You are no devil at all.\What?\The blood on my coat is turning into writing?\You are merely a soulless beast that craves the flesh of the weak.\I'm sure you've only fought gifted enemies\who were weaker than you up until now.\The Port Mafia is nothing.\I will take back my family's honor! response:	My coat is falling apart...
context: What?\The blood on my coat is turning into writing?\You are merely a soulless beast that craves the flesh of the weak.\I'm sure you've only fought gifted enemies\who were weaker than you up until now.\The Port Mafia is nothing.\I will take back my family's honor!\My coat is falling apart... response:	A weathering ability?
context: The blood on my coat is turning into writing?\You are merely a soulless beast that craves the flesh of the weak.\I'm sure you've only fought gifted enemies\who were weaker than you up until now.\The Port Mafia is nothing.\I will take back my family's honor!\My coat is falling apart...\A weathering ability? response:	I cannot lose to one like you,
context: You are merely a soulless beast that craves the flesh of the weak.\I'm sure you've only fought gifted enemies\who were weaker than you up until now.\The Port Mafia is nothing.\I will take back my family's honor!\My coat is falling apart...\A weathering ability?\I cannot lose to one like you, response:	who has never known defeat or humiliation!
context: I'm sure you've only fought gifted enemies\who were weaker than you up until now.\The Port Mafia is nothing.\I will take back my family's honor!\My coat is falling apart...\A weathering ability?\I cannot lose to one like you,\who has never known defeat or humiliation! response:	Never known defeat, you say?
context: who were weaker than you up until now.\The Port Mafia is nothing.\I will take back my family's honor!\My coat is falling apart...\A weathering ability?\I cannot lose to one like you,\who has never known defeat or humiliation!\Never known defeat, you say? response:	Margaret!
context: The Port Mafia is nothing.\I will take back my family's honor!\My coat is falling apart...\A weathering ability?\I cannot lose to one like you,\who has never known defeat or humiliation!\Never known defeat, you say?\Margaret! response:	Defeat and humiliation are always with me.
context: I will take back my family's honor!\My coat is falling apart...\A weathering ability?\I cannot lose to one like you,\who has never known defeat or humiliation!\Never known defeat, you say?\Margaret!\Defeat and humiliation are always with me. response:	I am a remnant, going through the darkness.
context: My coat is falling apart...\A weathering ability?\I cannot lose to one like you,\who has never known defeat or humiliation!\Never known defeat, you say?\Margaret!\Defeat and humiliation are always with me.\I am a remnant, going through the darkness. response:	As such, despair of this nature
context: A weathering ability?\I cannot lose to one like you,\who has never known defeat or humiliation!\Never known defeat, you say?\Margaret!\Defeat and humiliation are always with me.\I am a remnant, going through the darkness.\As such, despair of this nature response:	will not ruin me!
context: I cannot lose to one like you,\who has never known defeat or humiliation!\Never known defeat, you say?\Margaret!\Defeat and humiliation are always with me.\I am a remnant, going through the darkness.\As such, despair of this nature\will not ruin me! response:	Not now...
context: who has never known defeat or humiliation!\Never known defeat, you say?\Margaret!\Defeat and humiliation are always with me.\I am a remnant, going through the darkness.\As such, despair of this nature\will not ruin me!\Not now... response:	That's not a wound caused by The Scarlet Letter.
context: Never known defeat, you say?\Margaret!\Defeat and humiliation are always with me.\I am a remnant, going through the darkness.\As such, despair of this nature\will not ruin me!\Not now...\That's not a wound caused by The Scarlet Letter. response:	Could it be... he was seriously injured when he came here?
context: Margaret!\Defeat and humiliation are always with me.\I am a remnant, going through the darkness.\As such, despair of this nature\will not ruin me!\Not now...\That's not a wound caused by The Scarlet Letter.\Could it be... he was seriously injured when he came here? response:	This is nothing! Come at me!
context: Defeat and humiliation are always with me.\I am a remnant, going through the darkness.\As such, despair of this nature\will not ruin me!\Not now...\That's not a wound caused by The Scarlet Letter.\Could it be... he was seriously injured when he came here?\This is nothing! Come at me! response:	Fight me with all you've got.
context: I am a remnant, going through the darkness.\As such, despair of this nature\will not ruin me!\Not now...\That's not a wound caused by The Scarlet Letter.\Could it be... he was seriously injured when he came here?\This is nothing! Come at me!\Fight me with all you've got. response:	Otherwise, there was no point to me coming here!
context: As such, despair of this nature\will not ruin me!\Not now...\That's not a wound caused by The Scarlet Letter.\Could it be... he was seriously injured when he came here?\This is nothing! Come at me!\Fight me with all you've got.\Otherwise, there was no point to me coming here! response:	Why would you go to such lengths?
context: will not ruin me!\Not now...\That's not a wound caused by The Scarlet Letter.\Could it be... he was seriously injured when he came here?\This is nothing! Come at me!\Fight me with all you've got.\Otherwise, there was no point to me coming here!\Why would you go to such lengths? response:	My only hope is for one word.
context: Not now...\That's not a wound caused by The Scarlet Letter.\Could it be... he was seriously injured when he came here?\This is nothing! Come at me!\Fight me with all you've got.\Otherwise, there was no point to me coming here!\Why would you go to such lengths?\My only hope is for one word. response:	A simple, trivial word from a certain person...
context: That's not a wound caused by The Scarlet Letter.\Could it be... he was seriously injured when he came here?\This is nothing! Come at me!\Fight me with all you've got.\Otherwise, there was no point to me coming here!\Why would you go to such lengths?\My only hope is for one word.\A simple, trivial word from a certain person... response:	For the sake of hearing that word,
context: Could it be... he was seriously injured when he came here?\This is nothing! Come at me!\Fight me with all you've got.\Otherwise, there was no point to me coming here!\Why would you go to such lengths?\My only hope is for one word.\A simple, trivial word from a certain person...\For the sake of hearing that word, response:	I have come through countless humiliating defeats!
context: This is nothing! Come at me!\Fight me with all you've got.\Otherwise, there was no point to me coming here!\Why would you go to such lengths?\My only hope is for one word.\A simple, trivial word from a certain person...\For the sake of hearing that word,\I have come through countless humiliating defeats! response:	This man is a ruthless killer from the Port Mafia,
context: Fight me with all you've got.\Otherwise, there was no point to me coming here!\Why would you go to such lengths?\My only hope is for one word.\A simple, trivial word from a certain person...\For the sake of hearing that word,\I have come through countless humiliating defeats!\This man is a ruthless killer from the Port Mafia, response:	yet at the same time, he longs deeply for something.
context: Otherwise, there was no point to me coming here!\Why would you go to such lengths?\My only hope is for one word.\A simple, trivial word from a certain person...\For the sake of hearing that word,\I have come through countless humiliating defeats!\This man is a ruthless killer from the Port Mafia,\yet at the same time, he longs deeply for something. response:	Something worth giving his life for...
context: Why would you go to such lengths?\My only hope is for one word.\A simple, trivial word from a certain person...\For the sake of hearing that word,\I have come through countless humiliating defeats!\This man is a ruthless killer from the Port Mafia,\yet at the same time, he longs deeply for something.\Something worth giving his life for... response:	And with an intensity that nearly rivals that of religious faith.
context: My only hope is for one word.\A simple, trivial word from a certain person...\For the sake of hearing that word,\I have come through countless humiliating defeats!\This man is a ruthless killer from the Port Mafia,\yet at the same time, he longs deeply for something.\Something worth giving his life for...\And with an intensity that nearly rivals that of religious faith. response:	You asked me to fight with all I've got, yes?
context: A simple, trivial word from a certain person...\For the sake of hearing that word,\I have come through countless humiliating defeats!\This man is a ruthless killer from the Port Mafia,\yet at the same time, he longs deeply for something.\Something worth giving his life for...\And with an intensity that nearly rivals that of religious faith.\You asked me to fight with all I've got, yes? response:	I've changed my mind. I will grant your wish.
context: For the sake of hearing that word,\I have come through countless humiliating defeats!\This man is a ruthless killer from the Port Mafia,\yet at the same time, he longs deeply for something.\Something worth giving his life for...\And with an intensity that nearly rivals that of religious faith.\You asked me to fight with all I've got, yes?\I've changed my mind. I will grant your wish. response:	What?!
context: I have come through countless humiliating defeats!\This man is a ruthless killer from the Port Mafia,\yet at the same time, he longs deeply for something.\Something worth giving his life for...\And with an intensity that nearly rivals that of religious faith.\You asked me to fight with all I've got, yes?\I've changed my mind. I will grant your wish.\What?! response:	Rashoumon...
context: This man is a ruthless killer from the Port Mafia,\yet at the same time, he longs deeply for something.\Something worth giving his life for...\And with an intensity that nearly rivals that of religious faith.\You asked me to fight with all I've got, yes?\I've changed my mind. I will grant your wish.\What?!\Rashoumon... response:	Jaws of Endless Gates!
context: yet at the same time, he longs deeply for something.\Something worth giving his life for...\And with an intensity that nearly rivals that of religious faith.\You asked me to fight with all I've got, yes?\I've changed my mind. I will grant your wish.\What?!\Rashoumon...\Jaws of Endless Gates! response:	Jaws of Endless Gates
context: Something worth giving his life for...\And with an intensity that nearly rivals that of religious faith.\You asked me to fight with all I've got, yes?\I've changed my mind. I will grant your wish.\What?!\Rashoumon...\Jaws of Endless Gates!\Jaws of Endless Gates response:	Margaret...
context: And with an intensity that nearly rivals that of religious faith.\You asked me to fight with all I've got, yes?\I've changed my mind. I will grant your wish.\What?!\Rashoumon...\Jaws of Endless Gates!\Jaws of Endless Gates\Margaret... response:	People need to be told they're worthy of being alive by someone else, or they can't go on.
context: You asked me to fight with all I've got, yes?\I've changed my mind. I will grant your wish.\What?!\Rashoumon...\Jaws of Endless Gates!\Jaws of Endless Gates\Margaret...\People need to be told they're worthy of being alive by someone else, or they can't go on. response:	Why can't you understand such a simple thing?!
context: I've changed my mind. I will grant your wish.\What?!\Rashoumon...\Jaws of Endless Gates!\Jaws of Endless Gates\Margaret...\People need to be told they're worthy of being alive by someone else, or they can't go on.\Why can't you understand such a simple thing?! response:	Those words...
context: What?!\Rashoumon...\Jaws of Endless Gates!\Jaws of Endless Gates\Margaret...\People need to be told they're worthy of being alive by someone else, or they can't go on.\Why can't you understand such a simple thing?!\Those words... response:	I don't need you to tell me that. I already know.
context: Rashoumon...\Jaws of Endless Gates!\Jaws of Endless Gates\Margaret...\People need to be told they're worthy of being alive by someone else, or they can't go on.\Why can't you understand such a simple thing?!\Those words...\I don't need you to tell me that. I already know. response:	Man, I'm so bored!
context: Jaws of Endless Gates!\Jaws of Endless Gates\Margaret...\People need to be told they're worthy of being alive by someone else, or they can't go on.\Why can't you understand such a simple thing?!\Those words...\I don't need you to tell me that. I already know.\Man, I'm so bored! response:	I wanna go outside!
context: Jaws of Endless Gates\Margaret...\People need to be told they're worthy of being alive by someone else, or they can't go on.\Why can't you understand such a simple thing?!\Those words...\I don't need you to tell me that. I already know.\Man, I'm so bored!\I wanna go outside! response:	Nothing out of the ordinary in the footage?
context: Margaret...\People need to be told they're worthy of being alive by someone else, or they can't go on.\Why can't you understand such a simple thing?!\Those words...\I don't need you to tell me that. I already know.\Man, I'm so bored!\I wanna go outside!\Nothing out of the ordinary in the footage? response:	Just a bunch of nothing.
context: People need to be told they're worthy of being alive by someone else, or they can't go on.\Why can't you understand such a simple thing?!\Those words...\I don't need you to tell me that. I already know.\Man, I'm so bored!\I wanna go outside!\Nothing out of the ordinary in the footage?\Just a bunch of nothing. response:	The only way to get into this hall
context: Why can't you understand such a simple thing?!\Those words...\I don't need you to tell me that. I already know.\Man, I'm so bored!\I wanna go outside!\Nothing out of the ordinary in the footage?\Just a bunch of nothing.\The only way to get into this hall response:	is through the underground railroad tunnel.
context: Those words...\I don't need you to tell me that. I already know.\Man, I'm so bored!\I wanna go outside!\Nothing out of the ordinary in the footage?\Just a bunch of nothing.\The only way to get into this hall\is through the underground railroad tunnel. response:	Even if the enemy does try to enter,
context: I don't need you to tell me that. I already know.\Man, I'm so bored!\I wanna go outside!\Nothing out of the ordinary in the footage?\Just a bunch of nothing.\The only way to get into this hall\is through the underground railroad tunnel.\Even if the enemy does try to enter, response:	the security camera footage will tell us before they get here.
context: Man, I'm so bored!\I wanna go outside!\Nothing out of the ordinary in the footage?\Just a bunch of nothing.\The only way to get into this hall\is through the underground railroad tunnel.\Even if the enemy does try to enter,\the security camera footage will tell us before they get here. response:	And there are lots of traps along the way, too.
context: I wanna go outside!\Nothing out of the ordinary in the footage?\Just a bunch of nothing.\The only way to get into this hall\is through the underground railroad tunnel.\Even if the enemy does try to enter,\the security camera footage will tell us before they get here.\And there are lots of traps along the way, too. response:	War is so boring.
context: Nothing out of the ordinary in the footage?\Just a bunch of nothing.\The only way to get into this hall\is through the underground railroad tunnel.\Even if the enemy does try to enter,\the security camera footage will tell us before they get here.\And there are lots of traps along the way, too.\War is so boring. response:	My emergency snacks ran out in half a day.
context: Just a bunch of nothing.\The only way to get into this hall\is through the underground railroad tunnel.\Even if the enemy does try to enter,\the security camera footage will tell us before they get here.\And there are lots of traps along the way, too.\War is so boring.\My emergency snacks ran out in half a day. response:	I know!
context: The only way to get into this hall\is through the underground railroad tunnel.\Even if the enemy does try to enter,\the security camera footage will tell us before they get here.\And there are lots of traps along the way, too.\War is so boring.\My emergency snacks ran out in half a day.\I know! response:	Hey, Yosano-san, let's play hanafuda on this!
context: is through the underground railroad tunnel.\Even if the enemy does try to enter,\the security camera footage will tell us before they get here.\And there are lots of traps along the way, too.\War is so boring.\My emergency snacks ran out in half a day.\I know!\Hey, Yosano-san, let's play hanafuda on this! response:	Oh? What are we going to bet?
context: Even if the enemy does try to enter,\the security camera footage will tell us before they get here.\And there are lots of traps along the way, too.\War is so boring.\My emergency snacks ran out in half a day.\I know!\Hey, Yosano-san, let's play hanafuda on this!\Oh? What are we going to bet? response:	Attacking enemy bases always makes my heart dance with joy.
context: the security camera footage will tell us before they get here.\And there are lots of traps along the way, too.\War is so boring.\My emergency snacks ran out in half a day.\I know!\Hey, Yosano-san, let's play hanafuda on this!\Oh? What are we going to bet?\Attacking enemy bases always makes my heart dance with joy. response:	It's time for the next move. How go the preparations?
context: And there are lots of traps along the way, too.\War is so boring.\My emergency snacks ran out in half a day.\I know!\Hey, Yosano-san, let's play hanafuda on this!\Oh? What are we going to bet?\Attacking enemy bases always makes my heart dance with joy.\It's time for the next move. How go the preparations? response:	Everything is ready.
context: War is so boring.\My emergency snacks ran out in half a day.\I know!\Hey, Yosano-san, let's play hanafuda on this!\Oh? What are we going to bet?\Attacking enemy bases always makes my heart dance with joy.\It's time for the next move. How go the preparations?\Everything is ready. response:	You have more than enough force to crush the Armed Detective Agency.
context: My emergency snacks ran out in half a day.\I know!\Hey, Yosano-san, let's play hanafuda on this!\Oh? What are we going to bet?\Attacking enemy bases always makes my heart dance with joy.\It's time for the next move. How go the preparations?\Everything is ready.\You have more than enough force to crush the Armed Detective Agency. response:	I look forward to hearing a superb melody.
context: I know!\Hey, Yosano-san, let's play hanafuda on this!\Oh? What are we going to bet?\Attacking enemy bases always makes my heart dance with joy.\It's time for the next move. How go the preparations?\Everything is ready.\You have more than enough force to crush the Armed Detective Agency.\I look forward to hearing a superb melody. response:	What's the matter?
context: Hey, Yosano-san, let's play hanafuda on this!\Oh? What are we going to bet?\Attacking enemy bases always makes my heart dance with joy.\It's time for the next move. How go the preparations?\Everything is ready.\You have more than enough force to crush the Armed Detective Agency.\I look forward to hearing a superb melody.\What's the matter? response:	President, I think we should call back the defensive teams.
context: Oh? What are we going to bet?\Attacking enemy bases always makes my heart dance with joy.\It's time for the next move. How go the preparations?\Everything is ready.\You have more than enough force to crush the Armed Detective Agency.\I look forward to hearing a superb melody.\What's the matter?\President, I think we should call back the defensive teams. response:	The enemy?
context: Attacking enemy bases always makes my heart dance with joy.\It's time for the next move. How go the preparations?\Everything is ready.\You have more than enough force to crush the Armed Detective Agency.\I look forward to hearing a superb melody.\What's the matter?\President, I think we should call back the defensive teams.\The enemy? response:	How many are attacking?
context: It's time for the next move. How go the preparations?\Everything is ready.\You have more than enough force to crush the Armed Detective Agency.\I look forward to hearing a superb melody.\What's the matter?\President, I think we should call back the defensive teams.\The enemy?\How many are attacking? response:	One.
context: Everything is ready.\You have more than enough force to crush the Armed Detective Agency.\I look forward to hearing a superb melody.\What's the matter?\President, I think we should call back the defensive teams.\The enemy?\How many are attacking?\One. response:	Mii-chan...
context: You have more than enough force to crush the Armed Detective Agency.\I look forward to hearing a superb melody.\What's the matter?\President, I think we should call back the defensive teams.\The enemy?\How many are attacking?\One.\Mii-chan... response:	As soon as this whole mess is over, I'll come for you, okay?
context: I look forward to hearing a superb melody.\What's the matter?\President, I think we should call back the defensive teams.\The enemy?\How many are attacking?\One.\Mii-chan...\As soon as this whole mess is over, I'll come for you, okay? response:	N-N-Naomi-chan!
context: What's the matter?\President, I think we should call back the defensive teams.\The enemy?\How many are attacking?\One.\Mii-chan...\As soon as this whole mess is over, I'll come for you, okay?\N-N-Naomi-chan! response:	Haruno-san...
context: President, I think we should call back the defensive teams.\The enemy?\How many are attacking?\One.\Mii-chan...\As soon as this whole mess is over, I'll come for you, okay?\N-N-Naomi-chan!\Haruno-san... response:	I-I-I was working! Really!
