context: Thanks for gathering here today. response:	I mean, this is our home...
context: This is a prank.\Stay cool, Uesugi Futaro.\I have zero reason to play along with this crap.\See?!\I fell for a cheap prank.\Not that it'd be okay if she actually...\Thank goodness.\You read my letter. response:	I wish I could've told you at the cafeteria.
context: Stay cool, Uesugi Futaro.\I have zero reason to play along with this crap.\See?!\I fell for a cheap prank.\Not that it'd be okay if she actually...\Thank goodness.\You read my letter.\I wish I could've told you at the cafeteria. response:	But I didn't want anyone to hear this.
context: I have zero reason to play along with this crap.\See?!\I fell for a cheap prank.\Not that it'd be okay if she actually...\Thank goodness.\You read my letter.\I wish I could've told you at the cafeteria.\But I didn't want anyone to hear this. response:	Huh?
context: See?!\I fell for a cheap prank.\Not that it'd be okay if she actually...\Thank goodness.\You read my letter.\I wish I could've told you at the cafeteria.\But I didn't want anyone to hear this.\Huh? response:	I don't like where this is going.
context: I fell for a cheap prank.\Not that it'd be okay if she actually...\Thank goodness.\You read my letter.\I wish I could've told you at the cafeteria.\But I didn't want anyone to hear this.\Huh?\I don't like where this is going. response:	Futaro...
context: Not that it'd be okay if she actually...\Thank goodness.\You read my letter.\I wish I could've told you at the cafeteria.\But I didn't want anyone to hear this.\Huh?\I don't like where this is going.\Futaro... response:	Hey...
context: Thank goodness.\You read my letter.\I wish I could've told you at the cafeteria.\But I didn't want anyone to hear this.\Huh?\I don't like where this is going.\Futaro...\Hey... response:	Miku's in love!
context: You read my letter.\I wish I could've told you at the cafeteria.\But I didn't want anyone to hear this.\Huh?\I don't like where this is going.\Futaro...\Hey...\Miku's in love! response:	Uh, Miku...
context: I wish I could've told you at the cafeteria.\But I didn't want anyone to hear this.\Huh?\I don't like where this is going.\Futaro...\Hey...\Miku's in love!\Uh, Miku... response:	I've been wanting to tell you...
context: But I didn't want anyone to hear this.\Huh?\I don't like where this is going.\Futaro...\Hey...\Miku's in love!\Uh, Miku...\I've been wanting to tell you... response:	I...?
context: Huh?\I don't like where this is going.\Futaro...\Hey...\Miku's in love!\Uh, Miku...\I've been wanting to tell you...\I...? response:	I knew it was Sue Harukata!
context: I don't like where this is going.\Futaro...\Hey...\Miku's in love!\Uh, Miku...\I've been wanting to tell you...\I...?\I knew it was Sue Harukata! response:	Sue
context: Futaro...\Hey...\Miku's in love!\Uh, Miku...\I've been wanting to tell you...\I...?\I knew it was Sue Harukata!\Sue response:	Sue Harukata?
context: Hey...\Miku's in love!\Uh, Miku...\I've been wanting to tell you...\I...?\I knew it was Sue Harukata!\Sue\Sue Harukata? response:	Sue Haru
context: Miku's in love!\Uh, Miku...\I've been wanting to tell you...\I...?\I knew it was Sue Harukata!\Sue\Sue Harukata?\Sue Haru response:	Sue Harukata
context: Uh, Miku...\I've been wanting to tell you...\I...?\I knew it was Sue Harukata!\Sue\Sue Harukata?\Sue Haru\Sue Harukata response:	There, I said it.
context: I've been wanting to tell you...\I...?\I knew it was Sue Harukata!\Sue\Sue Harukata?\Sue Haru\Sue Harukata\There, I said it. response:	I feel better now.
context: I...?\I knew it was Sue Harukata!\Sue\Sue Harukata?\Sue Haru\Sue Harukata\There, I said it.\I feel better now. response:	T-Timeout!
context: I knew it was Sue Harukata!\Sue\Sue Harukata?\Sue Haru\Sue Harukata\There, I said it.\I feel better now.\T-Timeout! response:	What are you talking about?
context: Sue\Sue Harukata?\Sue Haru\Sue Harukata\There, I said it.\I feel better now.\T-Timeout!\What are you talking about? response:	This isn't some weird confession, is it?
context: Sue Harukata?\Sue Haru\Sue Harukata\There, I said it.\I feel better now.\T-Timeout!\What are you talking about?\This isn't some weird confession, is it? response:	Shut up already.
context: Sue Haru\Sue Harukata\There, I said it.\I feel better now.\T-Timeout!\What are you talking about?\This isn't some weird confession, is it?\Shut up already. response:	It's the answer to your question.
context: Sue Harukata\There, I said it.\I feel better now.\T-Timeout!\What are you talking about?\This isn't some weird confession, is it?\Shut up already.\It's the answer to your question. response:	My question?
context: There, I said it.\I feel better now.\T-Timeout!\What are you talking about?\This isn't some weird confession, is it?\Shut up already.\It's the answer to your question.\My question? response:	Question 1: Name the warlord defeated by Mori Motonari at the Battle of Itsukushima.
context: I feel better now.\T-Timeout!\What are you talking about?\This isn't some weird confession, is it?\Shut up already.\It's the answer to your question.\My question?\Question 1: Name the warlord defeated by Mori Motonari at the Battle of Itsukushima. response:	That one?
context: T-Timeout!\What are you talking about?\This isn't some weird confession, is it?\Shut up already.\It's the answer to your question.\My question?\Question 1: Name the warlord defeated by Mori Motonari at the Battle of Itsukushima.\That one? response:	W-W-Wait!
context: What are you talking about?\This isn't some weird confession, is it?\Shut up already.\It's the answer to your question.\My question?\Question 1: Name the warlord defeated by Mori Motonari at the Battle of Itsukushima.\That one?\W-W-Wait! response:	Why are you answering that now?
context: This isn't some weird confession, is it?\Shut up already.\It's the answer to your question.\My question?\Question 1: Name the warlord defeated by Mori Motonari at the Battle of Itsukushima.\That one?\W-W-Wait!\Why are you answering that now? response:	S-Sorry!
context: Shut up already.\It's the answer to your question.\My question?\Question 1: Name the warlord defeated by Mori Motonari at the Battle of Itsukushima.\That one?\W-W-Wait!\Why are you answering that now?\S-Sorry! response:	Swift as the wind, silent as the woods
context: It's the answer to your question.\My question?\Question 1: Name the warlord defeated by Mori Motonari at the Battle of Itsukushima.\That one?\W-W-Wait!\Why are you answering that now?\S-Sorry!\Swift as the wind, silent as the woods response:	The Takeda crest?
context: My question?\Question 1: Name the warlord defeated by Mori Motonari at the Battle of Itsukushima.\That one?\W-W-Wait!\Why are you answering that now?\S-Sorry!\Swift as the wind, silent as the woods\The Takeda crest? response:	Isn't that Takeda Shingen's...
context: Question 1: Name the warlord defeated by Mori Motonari at the Battle of Itsukushima.\That one?\W-W-Wait!\Why are you answering that now?\S-Sorry!\Swift as the wind, silent as the woods\The Takeda crest?\Isn't that Takeda Shingen's... response:	Did you see it?
context: That one?\W-W-Wait!\Why are you answering that now?\S-Sorry!\Swift as the wind, silent as the woods\The Takeda crest?\Isn't that Takeda Shingen's...\Did you see it? response:	I did.
context: W-W-Wait!\Why are you answering that now?\S-Sorry!\Swift as the wind, silent as the woods\The Takeda crest?\Isn't that Takeda Shingen's...\Did you see it?\I did. response:	P-Please don't tell anyone.
context: Why are you answering that now?\S-Sorry!\Swift as the wind, silent as the woods\The Takeda crest?\Isn't that Takeda Shingen's...\Did you see it?\I did.\P-Please don't tell anyone. response:	I like Sengoku period warlords.
context: S-Sorry!\Swift as the wind, silent as the woods\The Takeda crest?\Isn't that Takeda Shingen's...\Did you see it?\I did.\P-Please don't tell anyone.\I like Sengoku period warlords. response:	Akechi Mitsuhide
context: Swift as the wind, silent as the woods\The Takeda crest?\Isn't that Takeda Shingen's...\Did you see it?\I did.\P-Please don't tell anyone.\I like Sengoku period warlords.\Akechi Mitsuhide response:	Takeda Shingen
context: The Takeda crest?\Isn't that Takeda Shingen's...\Did you see it?\I did.\P-Please don't tell anyone.\I like Sengoku period warlords.\Akechi Mitsuhide\Takeda Shingen response:	Tokugawa Ieyasu
context: Isn't that Takeda Shingen's...\Did you see it?\I did.\P-Please don't tell anyone.\I like Sengoku period warlords.\Akechi Mitsuhide\Takeda Shingen\Tokugawa Ieyasu response:	Date Masamune
context: Did you see it?\I did.\P-Please don't tell anyone.\I like Sengoku period warlords.\Akechi Mitsuhide\Takeda Shingen\Tokugawa Ieyasu\Date Masamune response:	It started with a game I borrowed from Yotsuba.
context: I did.\P-Please don't tell anyone.\I like Sengoku period warlords.\Akechi Mitsuhide\Takeda Shingen\Tokugawa Ieyasu\Date Masamune\It started with a game I borrowed from Yotsuba. response:	Takeda Shingen Tiger of Kai
context: P-Please don't tell anyone.\I like Sengoku period warlords.\Akechi Mitsuhide\Takeda Shingen\Tokugawa Ieyasu\Date Masamune\It started with a game I borrowed from Yotsuba.\Takeda Shingen Tiger of Kai response:	Leadership
context: I like Sengoku period warlords.\Akechi Mitsuhide\Takeda Shingen\Tokugawa Ieyasu\Date Masamune\It started with a game I borrowed from Yotsuba.\Takeda Shingen Tiger of Kai\Leadership response:	Attack
context: Akechi Mitsuhide\Takeda Shingen\Tokugawa Ieyasu\Date Masamune\It started with a game I borrowed from Yotsuba.\Takeda Shingen Tiger of Kai\Leadership\Attack response:	Defense
context: Takeda Shingen\Tokugawa Ieyasu\Date Masamune\It started with a game I borrowed from Yotsuba.\Takeda Shingen Tiger of Kai\Leadership\Attack\Defense response:	Intelligence
context: Tokugawa Ieyasu\Date Masamune\It started with a game I borrowed from Yotsuba.\Takeda Shingen Tiger of Kai\Leadership\Attack\Defense\Intelligence response:	Domestic
context: Date Masamune\It started with a game I borrowed from Yotsuba.\Takeda Shingen Tiger of Kai\Leadership\Attack\Defense\Intelligence\Domestic response:	Foreign
context: It started with a game I borrowed from Yotsuba.\Takeda Shingen Tiger of Kai\Leadership\Attack\Defense\Intelligence\Domestic\Foreign response:	Allegiance
context: Takeda Shingen Tiger of Kai\Leadership\Attack\Defense\Intelligence\Domestic\Foreign\Allegiance response:	Takeda
context: Leadership\Attack\Defense\Intelligence\Domestic\Foreign\Allegiance\Takeda response:	Special
context: Attack\Defense\Intelligence\Domestic\Foreign\Allegiance\Takeda\Special response:	Swift Wind
context: Defense\Intelligence\Domestic\Foreign\Allegiance\Takeda\Special\Swift Wind response:	During player's turn, movement speed is increased by 3 times.
context: Intelligence\Domestic\Foreign\Allegiance\Takeda\Special\Swift Wind\During player's turn, movement speed is increased by 3 times. response:	I was fascinated by the ambitious warlords,
context: Domestic\Foreign\Allegiance\Takeda\Special\Swift Wind\During player's turn, movement speed is increased by 3 times.\I was fascinated by the ambitious warlords, response:	and I read lots of books, too.
context: Foreign\Allegiance\Takeda\Special\Swift Wind\During player's turn, movement speed is increased by 3 times.\I was fascinated by the ambitious warlords,\and I read lots of books, too. response:	But the guys the people in class like are all good-looking actors or models.
context: Allegiance\Takeda\Special\Swift Wind\During player's turn, movement speed is increased by 3 times.\I was fascinated by the ambitious warlords,\and I read lots of books, too.\But the guys the people in class like are all good-looking actors or models. response:	And I like bearded old guys.
context: Takeda\Special\Swift Wind\During player's turn, movement speed is increased by 3 times.\I was fascinated by the ambitious warlords,\and I read lots of books, too.\But the guys the people in class like are all good-looking actors or models.\And I like bearded old guys. response:	I'm weird.
context: Special\Swift Wind\During player's turn, movement speed is increased by 3 times.\I was fascinated by the ambitious warlords,\and I read lots of books, too.\But the guys the people in class like are all good-looking actors or models.\And I like bearded old guys.\I'm weird. response:	Yeah, she's weird all right.
context: Swift Wind\During player's turn, movement speed is increased by 3 times.\I was fascinated by the ambitious warlords,\and I read lots of books, too.\But the guys the people in class like are all good-looking actors or models.\And I like bearded old guys.\I'm weird.\Yeah, she's weird all right. response:	It'd be all too easy to write her off as that.
context: During player's turn, movement speed is increased by 3 times.\I was fascinated by the ambitious warlords,\and I read lots of books, too.\But the guys the people in class like are all good-looking actors or models.\And I like bearded old guys.\I'm weird.\Yeah, she's weird all right.\It'd be all too easy to write her off as that. response:	But this is a golden opportunity.
context: I was fascinated by the ambitious warlords,\and I read lots of books, too.\But the guys the people in class like are all good-looking actors or models.\And I like bearded old guys.\I'm weird.\Yeah, she's weird all right.\It'd be all too easy to write her off as that.\But this is a golden opportunity. response:	It's not weird.
context: and I read lots of books, too.\But the guys the people in class like are all good-looking actors or models.\And I like bearded old guys.\I'm weird.\Yeah, she's weird all right.\It'd be all too easy to write her off as that.\But this is a golden opportunity.\It's not weird. response:	Have faith in what you like.
context: But the guys the people in class like are all good-looking actors or models.\And I like bearded old guys.\I'm weird.\Yeah, she's weird all right.\It'd be all too easy to write her off as that.\But this is a golden opportunity.\It's not weird.\Have faith in what you like. response:	Speaking of which, I got a perfect score on my last History exam.
context: And I like bearded old guys.\I'm weird.\Yeah, she's weird all right.\It'd be all too easy to write her off as that.\But this is a golden opportunity.\It's not weird.\Have faith in what you like.\Speaking of which, I got a perfect score on my last History exam. response:	Really?
context: I'm weird.\Yeah, she's weird all right.\It'd be all too easy to write her off as that.\But this is a golden opportunity.\It's not weird.\Have faith in what you like.\Speaking of which, I got a perfect score on my last History exam.\Really? response:	This is what the guy at the top of the grade is capable of.
context: Yeah, she's weird all right.\It'd be all too easy to write her off as that.\But this is a golden opportunity.\It's not weird.\Have faith in what you like.\Speaking of which, I got a perfect score on my last History exam.\Really?\This is what the guy at the top of the grade is capable of. response:	Booyah
context: It'd be all too easy to write her off as that.\But this is a golden opportunity.\It's not weird.\Have faith in what you like.\Speaking of which, I got a perfect score on my last History exam.\Really?\This is what the guy at the top of the grade is capable of.\Booyah response:	Take my lessons, and I'll teach you things about the warlords that you don't know.
context: But this is a golden opportunity.\It's not weird.\Have faith in what you like.\Speaking of which, I got a perfect score on my last History exam.\Really?\This is what the guy at the top of the grade is capable of.\Booyah\Take my lessons, and I'll teach you things about the warlords that you don't know. response:	Are you telling me you know more about them than I do?
context: It's not weird.\Have faith in what you like.\Speaking of which, I got a perfect score on my last History exam.\Really?\This is what the guy at the top of the grade is capable of.\Booyah\Take my lessons, and I'll teach you things about the warlords that you don't know.\Are you telling me you know more about them than I do? response:	Then, here's a question.
context: Have faith in what you like.\Speaking of which, I got a perfect score on my last History exam.\Really?\This is what the guy at the top of the grade is capable of.\Booyah\Take my lessons, and I'll teach you things about the warlords that you don't know.\Are you telling me you know more about them than I do?\Then, here's a question. response:	Blah Blah Blah
context: Speaking of which, I got a perfect score on my last History exam.\Really?\This is what the guy at the top of the grade is capable of.\Booyah\Take my lessons, and I'll teach you things about the warlords that you don't know.\Are you telling me you know more about them than I do?\Then, here's a question.\Blah Blah Blah response:	Nobunaga
context: Really?\This is what the guy at the top of the grade is capable of.\Booyah\Take my lessons, and I'll teach you things about the warlords that you don't know.\Are you telling me you know more about them than I do?\Then, here's a question.\Blah Blah Blah\Nobunaga response:	It's commonly said that Nobunaga used to call Hideyoshi a monkey,
context: This is what the guy at the top of the grade is capable of.\Booyah\Take my lessons, and I'll teach you things about the warlords that you don't know.\Are you telling me you know more about them than I do?\Then, here's a question.\Blah Blah Blah\Nobunaga\It's commonly said that Nobunaga used to call Hideyoshi a monkey, response:	Monkey
context: Booyah\Take my lessons, and I'll teach you things about the warlords that you don't know.\Are you telling me you know more about them than I do?\Then, here's a question.\Blah Blah Blah\Nobunaga\It's commonly said that Nobunaga used to call Hideyoshi a monkey,\Monkey response:	Hideyoshi
context: Take my lessons, and I'll teach you things about the warlords that you don't know.\Are you telling me you know more about them than I do?\Then, here's a question.\Blah Blah Blah\Nobunaga\It's commonly said that Nobunaga used to call Hideyoshi a monkey,\Monkey\Hideyoshi response:	but this is false.
context: Are you telling me you know more about them than I do?\Then, here's a question.\Blah Blah Blah\Nobunaga\It's commonly said that Nobunaga used to call Hideyoshi a monkey,\Monkey\Hideyoshi\but this is false. response:	What was his true nickname?
context: Then, here's a question.\Blah Blah Blah\Nobunaga\It's commonly said that Nobunaga used to call Hideyoshi a monkey,\Monkey\Hideyoshi\but this is false.\What was his true nickname? response:	She won't stop talking!
context: Blah Blah Blah\Nobunaga\It's commonly said that Nobunaga used to call Hideyoshi a monkey,\Monkey\Hideyoshi\but this is false.\What was his true nickname?\She won't stop talking! response:	So, Hideyoshi's nickname...
context: Nobunaga\It's commonly said that Nobunaga used to call Hideyoshi a monkey,\Monkey\Hideyoshi\but this is false.\What was his true nickname?\She won't stop talking!\So, Hideyoshi's nickname... response:	I think the History teacher mentioned it.
context: It's commonly said that Nobunaga used to call Hideyoshi a monkey,\Monkey\Hideyoshi\but this is false.\What was his true nickname?\She won't stop talking!\So, Hideyoshi's nickname...\I think the History teacher mentioned it. response:	Bald rat?
context: Monkey\Hideyoshi\but this is false.\What was his true nickname?\She won't stop talking!\So, Hideyoshi's nickname...\I think the History teacher mentioned it.\Bald rat? response:	Correct.
context: Hideyoshi\but this is false.\What was his true nickname?\She won't stop talking!\So, Hideyoshi's nickname...\I think the History teacher mentioned it.\Bald rat?\Correct. response:	Thank you, Sensei!
context: but this is false.\What was his true nickname?\She won't stop talking!\So, Hideyoshi's nickname...\I think the History teacher mentioned it.\Bald rat?\Correct.\Thank you, Sensei! response:	There's a theory that Kenshin was actually a woman.
context: What was his true nickname?\She won't stop talking!\So, Hideyoshi's nickname...\I think the History teacher mentioned it.\Bald rat?\Correct.\Thank you, Sensei!\There's a theory that Kenshin was actually a woman. response:	Yeah, totally.
context: She won't stop talking!\So, Hideyoshi's nickname...\I think the History teacher mentioned it.\Bald rat?\Correct.\Thank you, Sensei!\There's a theory that Kenshin was actually a woman.\Yeah, totally. response:	Mitsunari never ate the persimmons.
context: So, Hideyoshi's nickname...\I think the History teacher mentioned it.\Bald rat?\Correct.\Thank you, Sensei!\There's a theory that Kenshin was actually a woman.\Yeah, totally.\Mitsunari never ate the persimmons. response:	Yeah, he totally didn't.
context: I think the History teacher mentioned it.\Bald rat?\Correct.\Thank you, Sensei!\There's a theory that Kenshin was actually a woman.\Yeah, totally.\Mitsunari never ate the persimmons.\Yeah, he totally didn't. response:	Apparently, Nobunaga put sake in a skull.
context: Bald rat?\Correct.\Thank you, Sensei!\There's a theory that Kenshin was actually a woman.\Yeah, totally.\Mitsunari never ate the persimmons.\Yeah, he totally didn't.\Apparently, Nobunaga put sake in a skull. response:	Y-Yeah, he totally did.
context: Correct.\Thank you, Sensei!\There's a theory that Kenshin was actually a woman.\Yeah, totally.\Mitsunari never ate the persimmons.\Yeah, he totally didn't.\Apparently, Nobunaga put sake in a skull.\Y-Yeah, he totally did. response:	Warlords are the one thing linking History and Miku, who's running away from studies.
context: Thank you, Sensei!\There's a theory that Kenshin was actually a woman.\Yeah, totally.\Mitsunari never ate the persimmons.\Yeah, he totally didn't.\Apparently, Nobunaga put sake in a skull.\Y-Yeah, he totally did.\Warlords are the one thing linking History and Miku, who's running away from studies. response:	I'm going to make full use of them.
context: There's a theory that Kenshin was actually a woman.\Yeah, totally.\Mitsunari never ate the persimmons.\Yeah, he totally didn't.\Apparently, Nobunaga put sake in a skull.\Y-Yeah, he totally did.\Warlords are the one thing linking History and Miku, who's running away from studies.\I'm going to make full use of them. response:	Oh, and...
context: Yeah, totally.\Mitsunari never ate the persimmons.\Yeah, he totally didn't.\Apparently, Nobunaga put sake in a skull.\Y-Yeah, he totally did.\Warlords are the one thing linking History and Miku, who's running away from studies.\I'm going to make full use of them.\Oh, and... response:	I should head home.
context: Mitsunari never ate the persimmons.\Yeah, he totally didn't.\Apparently, Nobunaga put sake in a skull.\Y-Yeah, he totally did.\Warlords are the one thing linking History and Miku, who's running away from studies.\I'm going to make full use of them.\Oh, and...\I should head home. response:	I want to talk some more, though.
context: Yeah, he totally didn't.\Apparently, Nobunaga put sake in a skull.\Y-Yeah, he totally did.\Warlords are the one thing linking History and Miku, who's running away from studies.\I'm going to make full use of them.\Oh, and...\I should head home.\I want to talk some more, though. response:	I bet you'd love to hear this one.
context: Apparently, Nobunaga put sake in a skull.\Y-Yeah, he totally did.\Warlords are the one thing linking History and Miku, who's running away from studies.\I'm going to make full use of them.\Oh, and...\I should head home.\I want to talk some more, though.\I bet you'd love to hear this one. response:	I know!
context: Y-Yeah, he totally did.\Warlords are the one thing linking History and Miku, who's running away from studies.\I'm going to make full use of them.\Oh, and...\I should head home.\I want to talk some more, though.\I bet you'd love to hear this one.\I know! response:	Let's focus on Japanese history for our next tutoring session.
context: Warlords are the one thing linking History and Miku, who's running away from studies.\I'm going to make full use of them.\Oh, and...\I should head home.\I want to talk some more, though.\I bet you'd love to hear this one.\I know!\Let's focus on Japanese history for our next tutoring session. response:	Will you take it, Miku?
context: I'm going to make full use of them.\Oh, and...\I should head home.\I want to talk some more, though.\I bet you'd love to hear this one.\I know!\Let's focus on Japanese history for our next tutoring session.\Will you take it, Miku? response:	If you insist.
context: Oh, and...\I should head home.\I want to talk some more, though.\I bet you'd love to hear this one.\I know!\Let's focus on Japanese history for our next tutoring session.\Will you take it, Miku?\If you insist. response:	Fine.
context: I should head home.\I want to talk some more, though.\I bet you'd love to hear this one.\I know!\Let's focus on Japanese history for our next tutoring session.\Will you take it, Miku?\If you insist.\Fine. response:	Victory is mine.
context: I want to talk some more, though.\I bet you'd love to hear this one.\I know!\Let's focus on Japanese history for our next tutoring session.\Will you take it, Miku?\If you insist.\Fine.\Victory is mine. response:	I just need to find a spot for us to study.
context: I bet you'd love to hear this one.\I know!\Let's focus on Japanese history for our next tutoring session.\Will you take it, Miku?\If you insist.\Fine.\Victory is mine.\I just need to find a spot for us to study. response:	The rest will be easy.
context: I know!\Let's focus on Japanese history for our next tutoring session.\Will you take it, Miku?\If you insist.\Fine.\Victory is mine.\I just need to find a spot for us to study.\The rest will be easy. response:	My livelihood depends on this.
context: Let's focus on Japanese history for our next tutoring session.\Will you take it, Miku?\If you insist.\Fine.\Victory is mine.\I just need to find a spot for us to study.\The rest will be easy.\My livelihood depends on this. response:	Don't take this personally.
context: Will you take it, Miku?\If you insist.\Fine.\Victory is mine.\I just need to find a spot for us to study.\The rest will be easy.\My livelihood depends on this.\Don't take this personally. response:	Wait.
context: If you insist.\Fine.\Victory is mine.\I just need to find a spot for us to study.\The rest will be easy.\My livelihood depends on this.\Don't take this personally.\Wait. response:	A token of my goodwill.
context: Fine.\Victory is mine.\I just need to find a spot for us to study.\The rest will be easy.\My livelihood depends on this.\Don't take this personally.\Wait.\A token of my goodwill. response:	Try it.
context: Victory is mine.\I just need to find a spot for us to study.\The rest will be easy.\My livelihood depends on this.\Don't take this personally.\Wait.\A token of my goodwill.\Try it. response:	Matcha Soda
context: I just need to find a spot for us to study.\The rest will be easy.\My livelihood depends on this.\Don't take this personally.\Wait.\A token of my goodwill.\Try it.\Matcha Soda response:	You said you were curious.
context: The rest will be easy.\My livelihood depends on this.\Don't take this personally.\Wait.\A token of my goodwill.\Try it.\Matcha Soda\You said you were curious. response:	It'll be fine.
context: My livelihood depends on this.\Don't take this personally.\Wait.\A token of my goodwill.\Try it.\Matcha Soda\You said you were curious.\It'll be fine. response:	It doesn't have snot in it.
context: Don't take this personally.\Wait.\A token of my goodwill.\Try it.\Matcha Soda\You said you were curious.\It'll be fine.\It doesn't have snot in it. response:	Just kidding.
context: Wait.\A token of my goodwill.\Try it.\Matcha Soda\You said you were curious.\It'll be fine.\It doesn't have snot in it.\Just kidding. response:	Wait, did she just say snot?
context: A token of my goodwill.\Try it.\Matcha Soda\You said you were curious.\It'll be fine.\It doesn't have snot in it.\Just kidding.\Wait, did she just say snot? response:	What is she talking about?
context: Try it.\Matcha Soda\You said you were curious.\It'll be fine.\It doesn't have snot in it.\Just kidding.\Wait, did she just say snot?\What is she talking about? response:	Huh?
context: Matcha Soda\You said you were curious.\It'll be fine.\It doesn't have snot in it.\Just kidding.\Wait, did she just say snot?\What is she talking about?\Huh? response:	Do you not know this story?
context: You said you were curious.\It'll be fine.\It doesn't have snot in it.\Just kidding.\Wait, did she just say snot?\What is she talking about?\Huh?\Do you not know this story? response:	I see.
context: It'll be fine.\It doesn't have snot in it.\Just kidding.\Wait, did she just say snot?\What is she talking about?\Huh?\Do you not know this story?\I see. response:	You said you were smart, but you're all talk, huh?
context: It doesn't have snot in it.\Just kidding.\Wait, did she just say snot?\What is she talking about?\Huh?\Do you not know this story?\I see.\You said you were smart, but you're all talk, huh? response:	I doubt I have anything to learn from you.
context: Just kidding.\Wait, did she just say snot?\What is she talking about?\Huh?\Do you not know this story?\I see.\You said you were smart, but you're all talk, huh?\I doubt I have anything to learn from you. response:	Bye-bye.
context: Wait, did she just say snot?\What is she talking about?\Huh?\Do you not know this story?\I see.\You said you were smart, but you're all talk, huh?\I doubt I have anything to learn from you.\Bye-bye. response:	Reception
context: What is she talking about?\Huh?\Do you not know this story?\I see.\You said you were smart, but you're all talk, huh?\I doubt I have anything to learn from you.\Bye-bye.\Reception response:	I'd like to borrow all of these.
context: Huh?\Do you not know this story?\I see.\You said you were smart, but you're all talk, huh?\I doubt I have anything to learn from you.\Bye-bye.\Reception\I'd like to borrow all of these. response:	O-Okay.
context: Do you not know this story?\I see.\You said you were smart, but you're all talk, huh?\I doubt I have anything to learn from you.\Bye-bye.\Reception\I'd like to borrow all of these.\O-Okay. response:	All talk?
context: I see.\You said you were smart, but you're all talk, huh?\I doubt I have anything to learn from you.\Bye-bye.\Reception\I'd like to borrow all of these.\O-Okay.\All talk? response:	How dare she?!
context: You said you were smart, but you're all talk, huh?\I doubt I have anything to learn from you.\Bye-bye.\Reception\I'd like to borrow all of these.\O-Okay.\All talk?\How dare she?! response:	I'll teach her, whether she likes it or not!
context: I doubt I have anything to learn from you.\Bye-bye.\Reception\I'd like to borrow all of these.\O-Okay.\All talk?\How dare she?!\I'll teach her, whether she likes it or not! response:	Miku, I've been waiting for you.
context: Bye-bye.\Reception\I'd like to borrow all of these.\O-Okay.\All talk?\How dare she?!\I'll teach her, whether she likes it or not!\Miku, I've been waiting for you. response:	What do you want, Futaro?
context: Reception\I'd like to borrow all of these.\O-Okay.\All talk?\How dare she?!\I'll teach her, whether she likes it or not!\Miku, I've been waiting for you.\What do you want, Futaro? response:	Fight me.
context: I'd like to borrow all of these.\O-Okay.\All talk?\How dare she?!\I'll teach her, whether she likes it or not!\Miku, I've been waiting for you.\What do you want, Futaro?\Fight me. response:	What?
context: O-Okay.\All talk?\How dare she?!\I'll teach her, whether she likes it or not!\Miku, I've been waiting for you.\What do you want, Futaro?\Fight me.\What? response:	You like Sengoku trivia, don't you?
context: All talk?\How dare she?!\I'll teach her, whether she likes it or not!\Miku, I've been waiting for you.\What do you want, Futaro?\Fight me.\What?\You like Sengoku trivia, don't you? response:	I'll answer all of your questions this time.
context: How dare she?!\I'll teach her, whether she likes it or not!\Miku, I've been waiting for you.\What do you want, Futaro?\Fight me.\What?\You like Sengoku trivia, don't you?\I'll answer all of your questions this time. response:	No.
context: I'll teach her, whether she likes it or not!\Miku, I've been waiting for you.\What do you want, Futaro?\Fight me.\What?\You like Sengoku trivia, don't you?\I'll answer all of your questions this time.\No. response:	I'll be waiting at the west gate. Uesugi Futaro
context: Miku, I've been waiting for you.\What do you want, Futaro?\Fight me.\What?\You like Sengoku trivia, don't you?\I'll answer all of your questions this time.\No.\I'll be waiting at the west gate. Uesugi Futaro response:	You never learn, do you?
context: What do you want, Futaro?\Fight me.\What?\You like Sengoku trivia, don't you?\I'll answer all of your questions this time.\No.\I'll be waiting at the west gate. Uesugi Futaro\You never learn, do you? response:	Are you afraid of being beaten at your only skill?
context: Fight me.\What?\You like Sengoku trivia, don't you?\I'll answer all of your questions this time.\No.\I'll be waiting at the west gate. Uesugi Futaro\You never learn, do you?\Are you afraid of being beaten at your only skill? response:	In Takeda Shingen's Furin Kazan,
context: What?\You like Sengoku trivia, don't you?\I'll answer all of your questions this time.\No.\I'll be waiting at the west gate. Uesugi Futaro\You never learn, do you?\Are you afraid of being beaten at your only skill?\In Takeda Shingen's Furin Kazan, response:	what does the wind represent?
context: You like Sengoku trivia, don't you?\I'll answer all of your questions this time.\No.\I'll be waiting at the west gate. Uesugi Futaro\You never learn, do you?\Are you afraid of being beaten at your only skill?\In Takeda Shingen's Furin Kazan,\what does the wind represent? response:	That's easy.
context: I'll answer all of your questions this time.\No.\I'll be waiting at the west gate. Uesugi Futaro\You never learn, do you?\Are you afraid of being beaten at your only skill?\In Takeda Shingen's Furin Kazan,\what does the wind represent?\That's easy. response:	The answer is,
context: No.\I'll be waiting at the west gate. Uesugi Futaro\You never learn, do you?\Are you afraid of being beaten at your only skill?\In Takeda Shingen's Furin Kazan,\what does the wind represent?\That's easy.\The answer is, response:	swift as the wind.
context: I'll be waiting at the west gate. Uesugi Futaro\You never learn, do you?\Are you afraid of being beaten at your only skill?\In Takeda Shingen's Furin Kazan,\what does the wind represent?\That's easy.\The answer is,\swift as the wind. response:	Damn her!
