context: Let's go! response:	How dare you burn down our village!
context: If Milza returns before our forces can assemble, it'll become a painful battle for us.\In other words, we just need to buy you some time?\That's exactly right.\Very well. Then I'll have Sir Selge buy you that time.\I have a strategy in mind.\Allow me to report, sir!\A white flag has been hoisted over the Regalian castle.\What's going on? response:	Apparently, the Earl of Regalia and his younger brother, Viscount Igor, have slipped out of the castle.
context: In other words, we just need to buy you some time?\That's exactly right.\Very well. Then I'll have Sir Selge buy you that time.\I have a strategy in mind.\Allow me to report, sir!\A white flag has been hoisted over the Regalian castle.\What's going on?\Apparently, the Earl of Regalia and his younger brother, Viscount Igor, have slipped out of the castle. response:	What?
context: That's exactly right.\Very well. Then I'll have Sir Selge buy you that time.\I have a strategy in mind.\Allow me to report, sir!\A white flag has been hoisted over the Regalian castle.\What's going on?\Apparently, the Earl of Regalia and his younger brother, Viscount Igor, have slipped out of the castle.\What? response:	Perhaps it's a ploy to draw us out by pretending to have fled?
context: Very well. Then I'll have Sir Selge buy you that time.\I have a strategy in mind.\Allow me to report, sir!\A white flag has been hoisted over the Regalian castle.\What's going on?\Apparently, the Earl of Regalia and his younger brother, Viscount Igor, have slipped out of the castle.\What?\Perhaps it's a ploy to draw us out by pretending to have fled? response:	People had begun rioting and looting inside the castle.
context: I have a strategy in mind.\Allow me to report, sir!\A white flag has been hoisted over the Regalian castle.\What's going on?\Apparently, the Earl of Regalia and his younger brother, Viscount Igor, have slipped out of the castle.\What?\Perhaps it's a ploy to draw us out by pretending to have fled?\People had begun rioting and looting inside the castle. response:	Also, we've captured the Earl of Regalia's contracted mage.
context: Allow me to report, sir!\A white flag has been hoisted over the Regalian castle.\What's going on?\Apparently, the Earl of Regalia and his younger brother, Viscount Igor, have slipped out of the castle.\What?\Perhaps it's a ploy to draw us out by pretending to have fled?\People had begun rioting and looting inside the castle.\Also, we've captured the Earl of Regalia's contracted mage. response:	It seems she'd been left behind.
context: A white flag has been hoisted over the Regalian castle.\What's going on?\Apparently, the Earl of Regalia and his younger brother, Viscount Igor, have slipped out of the castle.\What?\Perhaps it's a ploy to draw us out by pretending to have fled?\People had begun rioting and looting inside the castle.\Also, we've captured the Earl of Regalia's contracted mage.\It seems she'd been left behind. response:	He left his contracted mage behind?
context: What's going on?\Apparently, the Earl of Regalia and his younger brother, Viscount Igor, have slipped out of the castle.\What?\Perhaps it's a ploy to draw us out by pretending to have fled?\People had begun rioting and looting inside the castle.\Also, we've captured the Earl of Regalia's contracted mage.\It seems she'd been left behind.\He left his contracted mage behind? response:	So he really ran away?
context: Apparently, the Earl of Regalia and his younger brother, Viscount Igor, have slipped out of the castle.\What?\Perhaps it's a ploy to draw us out by pretending to have fled?\People had begun rioting and looting inside the castle.\Also, we've captured the Earl of Regalia's contracted mage.\It seems she'd been left behind.\He left his contracted mage behind?\So he really ran away? response:	Even though Theo Cornaro was recently victorious over us?
context: What?\Perhaps it's a ploy to draw us out by pretending to have fled?\People had begun rioting and looting inside the castle.\Also, we've captured the Earl of Regalia's contracted mage.\It seems she'd been left behind.\He left his contracted mage behind?\So he really ran away?\Even though Theo Cornaro was recently victorious over us? response:	Selge Constance.
context: Perhaps it's a ploy to draw us out by pretending to have fled?\People had begun rioting and looting inside the castle.\Also, we've captured the Earl of Regalia's contracted mage.\It seems she'd been left behind.\He left his contracted mage behind?\So he really ran away?\Even though Theo Cornaro was recently victorious over us?\Selge Constance. response:	No wonder he's known as the Fleeing Earl.
context: People had begun rioting and looting inside the castle.\Also, we've captured the Earl of Regalia's contracted mage.\It seems she'd been left behind.\He left his contracted mage behind?\So he really ran away?\Even though Theo Cornaro was recently victorious over us?\Selge Constance.\No wonder he's known as the Fleeing Earl. response:	This just means that Theo isn't a Lord worthy of Selge's trust.
context: Also, we've captured the Earl of Regalia's contracted mage.\It seems she'd been left behind.\He left his contracted mage behind?\So he really ran away?\Even though Theo Cornaro was recently victorious over us?\Selge Constance.\No wonder he's known as the Fleeing Earl.\This just means that Theo isn't a Lord worthy of Selge's trust. response:	In Selge's eyes, Theo is a wandering Lord who Villar took in.
context: It seems she'd been left behind.\He left his contracted mage behind?\So he really ran away?\Even though Theo Cornaro was recently victorious over us?\Selge Constance.\No wonder he's known as the Fleeing Earl.\This just means that Theo isn't a Lord worthy of Selge's trust.\In Selge's eyes, Theo is a wandering Lord who Villar took in. response:	What should we do?
context: He left his contracted mage behind?\So he really ran away?\Even though Theo Cornaro was recently victorious over us?\Selge Constance.\No wonder he's known as the Fleeing Earl.\This just means that Theo isn't a Lord worthy of Selge's trust.\In Selge's eyes, Theo is a wandering Lord who Villar took in.\What should we do? response:	We can't leave things as-is.
context: So he really ran away?\Even though Theo Cornaro was recently victorious over us?\Selge Constance.\No wonder he's known as the Fleeing Earl.\This just means that Theo isn't a Lord worthy of Selge's trust.\In Selge's eyes, Theo is a wandering Lord who Villar took in.\What should we do?\We can't leave things as-is. response:	Eventually, Lassic David, the king of Sievis, will arrive with reinforcements to reclaim the fortress.
context: Even though Theo Cornaro was recently victorious over us?\Selge Constance.\No wonder he's known as the Fleeing Earl.\This just means that Theo isn't a Lord worthy of Selge's trust.\In Selge's eyes, Theo is a wandering Lord who Villar took in.\What should we do?\We can't leave things as-is.\Eventually, Lassic David, the king of Sievis, will arrive with reinforcements to reclaim the fortress. response:	I'll prepare to subjugate them immediately.
context: Selge Constance.\No wonder he's known as the Fleeing Earl.\This just means that Theo isn't a Lord worthy of Selge's trust.\In Selge's eyes, Theo is a wandering Lord who Villar took in.\What should we do?\We can't leave things as-is.\Eventually, Lassic David, the king of Sievis, will arrive with reinforcements to reclaim the fortress.\I'll prepare to subjugate them immediately. response:	Will you give me a week, sir?
context: No wonder he's known as the Fleeing Earl.\This just means that Theo isn't a Lord worthy of Selge's trust.\In Selge's eyes, Theo is a wandering Lord who Villar took in.\What should we do?\We can't leave things as-is.\Eventually, Lassic David, the king of Sievis, will arrive with reinforcements to reclaim the fortress.\I'll prepare to subjugate them immediately.\Will you give me a week, sir? response:	Not fast enough. Do it in five days.
context: This just means that Theo isn't a Lord worthy of Selge's trust.\In Selge's eyes, Theo is a wandering Lord who Villar took in.\What should we do?\We can't leave things as-is.\Eventually, Lassic David, the king of Sievis, will arrive with reinforcements to reclaim the fortress.\I'll prepare to subjugate them immediately.\Will you give me a week, sir?\Not fast enough. Do it in five days. response:	Understood.
context: In Selge's eyes, Theo is a wandering Lord who Villar took in.\What should we do?\We can't leave things as-is.\Eventually, Lassic David, the king of Sievis, will arrive with reinforcements to reclaim the fortress.\I'll prepare to subjugate them immediately.\Will you give me a week, sir?\Not fast enough. Do it in five days.\Understood. response:	What's going on here?
context: What should we do?\We can't leave things as-is.\Eventually, Lassic David, the king of Sievis, will arrive with reinforcements to reclaim the fortress.\I'll prepare to subjugate them immediately.\Will you give me a week, sir?\Not fast enough. Do it in five days.\Understood.\What's going on here? response:	Impossible.
context: We can't leave things as-is.\Eventually, Lassic David, the king of Sievis, will arrive with reinforcements to reclaim the fortress.\I'll prepare to subjugate them immediately.\Will you give me a week, sir?\Not fast enough. Do it in five days.\Understood.\What's going on here?\Impossible. response:	Is that Theo Cornaro?
context: Eventually, Lassic David, the king of Sievis, will arrive with reinforcements to reclaim the fortress.\I'll prepare to subjugate them immediately.\Will you give me a week, sir?\Not fast enough. Do it in five days.\Understood.\What's going on here?\Impossible.\Is that Theo Cornaro? response:	Did he actually sacrifice Regalia to buy himself some time?
context: I'll prepare to subjugate them immediately.\Will you give me a week, sir?\Not fast enough. Do it in five days.\Understood.\What's going on here?\Impossible.\Is that Theo Cornaro?\Did he actually sacrifice Regalia to buy himself some time? response:	Still, to think that he gathered this many soldiers in a short time.
context: Will you give me a week, sir?\Not fast enough. Do it in five days.\Understood.\What's going on here?\Impossible.\Is that Theo Cornaro?\Did he actually sacrifice Regalia to buy himself some time?\Still, to think that he gathered this many soldiers in a short time. response:	So he still has his one skill of being able to exhort the masses.
context: Not fast enough. Do it in five days.\Understood.\What's going on here?\Impossible.\Is that Theo Cornaro?\Did he actually sacrifice Regalia to buy himself some time?\Still, to think that he gathered this many soldiers in a short time.\So he still has his one skill of being able to exhort the masses. response:	I don't care how enormous his army may be. After all, it's only a ragtag force!
context: Understood.\What's going on here?\Impossible.\Is that Theo Cornaro?\Did he actually sacrifice Regalia to buy himself some time?\Still, to think that he gathered this many soldiers in a short time.\So he still has his one skill of being able to exhort the masses.\I don't care how enormous his army may be. After all, it's only a ragtag force! response:	We'll clash with them head on, and obliterate them!
context: What's going on here?\Impossible.\Is that Theo Cornaro?\Did he actually sacrifice Regalia to buy himself some time?\Still, to think that he gathered this many soldiers in a short time.\So he still has his one skill of being able to exhort the masses.\I don't care how enormous his army may be. After all, it's only a ragtag force!\We'll clash with them head on, and obliterate them! response:	Please wait a minute.
context: Impossible.\Is that Theo Cornaro?\Did he actually sacrifice Regalia to buy himself some time?\Still, to think that he gathered this many soldiers in a short time.\So he still has his one skill of being able to exhort the masses.\I don't care how enormous his army may be. After all, it's only a ragtag force!\We'll clash with them head on, and obliterate them!\Please wait a minute. response:	Since we left some troops in Regalia, we're down to 5,000 now.
context: Is that Theo Cornaro?\Did he actually sacrifice Regalia to buy himself some time?\Still, to think that he gathered this many soldiers in a short time.\So he still has his one skill of being able to exhort the masses.\I don't care how enormous his army may be. After all, it's only a ragtag force!\We'll clash with them head on, and obliterate them!\Please wait a minute.\Since we left some troops in Regalia, we're down to 5,000 now. response:	Meanwhile, Theo appears to have close to 50,000.
context: Did he actually sacrifice Regalia to buy himself some time?\Still, to think that he gathered this many soldiers in a short time.\So he still has his one skill of being able to exhort the masses.\I don't care how enormous his army may be. After all, it's only a ragtag force!\We'll clash with them head on, and obliterate them!\Please wait a minute.\Since we left some troops in Regalia, we're down to 5,000 now.\Meanwhile, Theo appears to have close to 50,000. response:	Let us return to the impregnable Castle Unicorn, and wait for reinforcements to arrive.
context: Still, to think that he gathered this many soldiers in a short time.\So he still has his one skill of being able to exhort the masses.\I don't care how enormous his army may be. After all, it's only a ragtag force!\We'll clash with them head on, and obliterate them!\Please wait a minute.\Since we left some troops in Regalia, we're down to 5,000 now.\Meanwhile, Theo appears to have close to 50,000.\Let us return to the impregnable Castle Unicorn, and wait for reinforcements to arrive. response:	What did you say?
context: So he still has his one skill of being able to exhort the masses.\I don't care how enormous his army may be. After all, it's only a ragtag force!\We'll clash with them head on, and obliterate them!\Please wait a minute.\Since we left some troops in Regalia, we're down to 5,000 now.\Meanwhile, Theo appears to have close to 50,000.\Let us return to the impregnable Castle Unicorn, and wait for reinforcements to arrive.\What did you say? response:	It would be foolish to battle under such unfavorable circumstances.
context: I don't care how enormous his army may be. After all, it's only a ragtag force!\We'll clash with them head on, and obliterate them!\Please wait a minute.\Since we left some troops in Regalia, we're down to 5,000 now.\Meanwhile, Theo appears to have close to 50,000.\Let us return to the impregnable Castle Unicorn, and wait for reinforcements to arrive.\What did you say?\It would be foolish to battle under such unfavorable circumstances. response:	We must summon reinforcements from Waldlind, Starck, and Dartania.
context: We'll clash with them head on, and obliterate them!\Please wait a minute.\Since we left some troops in Regalia, we're down to 5,000 now.\Meanwhile, Theo appears to have close to 50,000.\Let us return to the impregnable Castle Unicorn, and wait for reinforcements to arrive.\What did you say?\It would be foolish to battle under such unfavorable circumstances.\We must summon reinforcements from Waldlind, Starck, and Dartania. response:	The final battle can wait until after we've gathered sufficient troops!
context: Please wait a minute.\Since we left some troops in Regalia, we're down to 5,000 now.\Meanwhile, Theo appears to have close to 50,000.\Let us return to the impregnable Castle Unicorn, and wait for reinforcements to arrive.\What did you say?\It would be foolish to battle under such unfavorable circumstances.\We must summon reinforcements from Waldlind, Starck, and Dartania.\The final battle can wait until after we've gathered sufficient troops! response:	Are you telling me to flee into the castle without fighting a single battle?
context: Since we left some troops in Regalia, we're down to 5,000 now.\Meanwhile, Theo appears to have close to 50,000.\Let us return to the impregnable Castle Unicorn, and wait for reinforcements to arrive.\What did you say?\It would be foolish to battle under such unfavorable circumstances.\We must summon reinforcements from Waldlind, Starck, and Dartania.\The final battle can wait until after we've gathered sufficient troops!\Are you telling me to flee into the castle without fighting a single battle? response:	I beg you, please restrain yourself.
context: Meanwhile, Theo appears to have close to 50,000.\Let us return to the impregnable Castle Unicorn, and wait for reinforcements to arrive.\What did you say?\It would be foolish to battle under such unfavorable circumstances.\We must summon reinforcements from Waldlind, Starck, and Dartania.\The final battle can wait until after we've gathered sufficient troops!\Are you telling me to flee into the castle without fighting a single battle?\I beg you, please restrain yourself. response:	I'm going to trust you.
context: Let us return to the impregnable Castle Unicorn, and wait for reinforcements to arrive.\What did you say?\It would be foolish to battle under such unfavorable circumstances.\We must summon reinforcements from Waldlind, Starck, and Dartania.\The final battle can wait until after we've gathered sufficient troops!\Are you telling me to flee into the castle without fighting a single battle?\I beg you, please restrain yourself.\I'm going to trust you. response:	Thank you very much.
context: What did you say?\It would be foolish to battle under such unfavorable circumstances.\We must summon reinforcements from Waldlind, Starck, and Dartania.\The final battle can wait until after we've gathered sufficient troops!\Are you telling me to flee into the castle without fighting a single battle?\I beg you, please restrain yourself.\I'm going to trust you.\Thank you very much. response:	Theo Cornaro has surrounded Castle Unicorn with a huge army?
context: It would be foolish to battle under such unfavorable circumstances.\We must summon reinforcements from Waldlind, Starck, and Dartania.\The final battle can wait until after we've gathered sufficient troops!\Are you telling me to flee into the castle without fighting a single battle?\I beg you, please restrain yourself.\I'm going to trust you.\Thank you very much.\Theo Cornaro has surrounded Castle Unicorn with a huge army? response:	Yes. Furthermore, all the Altirk Treaty Lords and their troops
context: We must summon reinforcements from Waldlind, Starck, and Dartania.\The final battle can wait until after we've gathered sufficient troops!\Are you telling me to flee into the castle without fighting a single battle?\I beg you, please restrain yourself.\I'm going to trust you.\Thank you very much.\Theo Cornaro has surrounded Castle Unicorn with a huge army?\Yes. Furthermore, all the Altirk Treaty Lords and their troops response:	are assembling under the command of Lassic, king of Sievis.
context: The final battle can wait until after we've gathered sufficient troops!\Are you telling me to flee into the castle without fighting a single battle?\I beg you, please restrain yourself.\I'm going to trust you.\Thank you very much.\Theo Cornaro has surrounded Castle Unicorn with a huge army?\Yes. Furthermore, all the Altirk Treaty Lords and their troops\are assembling under the command of Lassic, king of Sievis. response:	Well, the Earl of Le Couleurs is being more persistent than we thought.
context: Are you telling me to flee into the castle without fighting a single battle?\I beg you, please restrain yourself.\I'm going to trust you.\Thank you very much.\Theo Cornaro has surrounded Castle Unicorn with a huge army?\Yes. Furthermore, all the Altirk Treaty Lords and their troops\are assembling under the command of Lassic, king of Sievis.\Well, the Earl of Le Couleurs is being more persistent than we thought. response:	If by chance that Milza is defeated,
context: I beg you, please restrain yourself.\I'm going to trust you.\Thank you very much.\Theo Cornaro has surrounded Castle Unicorn with a huge army?\Yes. Furthermore, all the Altirk Treaty Lords and their troops\are assembling under the command of Lassic, king of Sievis.\Well, the Earl of Le Couleurs is being more persistent than we thought.\If by chance that Milza is defeated, response:	that will leave Waldlind under attack from both the north and the south.
context: I'm going to trust you.\Thank you very much.\Theo Cornaro has surrounded Castle Unicorn with a huge army?\Yes. Furthermore, all the Altirk Treaty Lords and their troops\are assembling under the command of Lassic, king of Sievis.\Well, the Earl of Le Couleurs is being more persistent than we thought.\If by chance that Milza is defeated,\that will leave Waldlind under attack from both the north and the south. response:	I'll go to Milza's aid with 3,000 of my knights.
context: Thank you very much.\Theo Cornaro has surrounded Castle Unicorn with a huge army?\Yes. Furthermore, all the Altirk Treaty Lords and their troops\are assembling under the command of Lassic, king of Sievis.\Well, the Earl of Le Couleurs is being more persistent than we thought.\If by chance that Milza is defeated,\that will leave Waldlind under attack from both the north and the south.\I'll go to Milza's aid with 3,000 of my knights. response:	Theo Cornaro is a dangerous Lord.
context: Theo Cornaro has surrounded Castle Unicorn with a huge army?\Yes. Furthermore, all the Altirk Treaty Lords and their troops\are assembling under the command of Lassic, king of Sievis.\Well, the Earl of Le Couleurs is being more persistent than we thought.\If by chance that Milza is defeated,\that will leave Waldlind under attack from both the north and the south.\I'll go to Milza's aid with 3,000 of my knights.\Theo Cornaro is a dangerous Lord. response:	Left unchecked, who knows how big of a threat he'll become.
context: Yes. Furthermore, all the Altirk Treaty Lords and their troops\are assembling under the command of Lassic, king of Sievis.\Well, the Earl of Le Couleurs is being more persistent than we thought.\If by chance that Milza is defeated,\that will leave Waldlind under attack from both the north and the south.\I'll go to Milza's aid with 3,000 of my knights.\Theo Cornaro is a dangerous Lord.\Left unchecked, who knows how big of a threat he'll become. response:	Considering Prince Milza's situation, I believe that a force of that size would be insufficient.
context: are assembling under the command of Lassic, king of Sievis.\Well, the Earl of Le Couleurs is being more persistent than we thought.\If by chance that Milza is defeated,\that will leave Waldlind under attack from both the north and the south.\I'll go to Milza's aid with 3,000 of my knights.\Theo Cornaro is a dangerous Lord.\Left unchecked, who knows how big of a threat he'll become.\Considering Prince Milza's situation, I believe that a force of that size would be insufficient. response:	And we do need to prepare for Earl Le Couleurs.
context: Well, the Earl of Le Couleurs is being more persistent than we thought.\If by chance that Milza is defeated,\that will leave Waldlind under attack from both the north and the south.\I'll go to Milza's aid with 3,000 of my knights.\Theo Cornaro is a dangerous Lord.\Left unchecked, who knows how big of a threat he'll become.\Considering Prince Milza's situation, I believe that a force of that size would be insufficient.\And we do need to prepare for Earl Le Couleurs. response:	That's the most I can offer.
context: If by chance that Milza is defeated,\that will leave Waldlind under attack from both the north and the south.\I'll go to Milza's aid with 3,000 of my knights.\Theo Cornaro is a dangerous Lord.\Left unchecked, who knows how big of a threat he'll become.\Considering Prince Milza's situation, I believe that a force of that size would be insufficient.\And we do need to prepare for Earl Le Couleurs.\That's the most I can offer. response:	Surely there will be reinforcements from Dartania as well.
context: that will leave Waldlind under attack from both the north and the south.\I'll go to Milza's aid with 3,000 of my knights.\Theo Cornaro is a dangerous Lord.\Left unchecked, who knows how big of a threat he'll become.\Considering Prince Milza's situation, I believe that a force of that size would be insufficient.\And we do need to prepare for Earl Le Couleurs.\That's the most I can offer.\Surely there will be reinforcements from Dartania as well. response:	I want you to strongly urge Lady Ulrica to go to his aid.
context: I'll go to Milza's aid with 3,000 of my knights.\Theo Cornaro is a dangerous Lord.\Left unchecked, who knows how big of a threat he'll become.\Considering Prince Milza's situation, I believe that a force of that size would be insufficient.\And we do need to prepare for Earl Le Couleurs.\That's the most I can offer.\Surely there will be reinforcements from Dartania as well.\I want you to strongly urge Lady Ulrica to go to his aid. response:	That lame Milza! After all that blustering, look at him now!
context: Theo Cornaro is a dangerous Lord.\Left unchecked, who knows how big of a threat he'll become.\Considering Prince Milza's situation, I believe that a force of that size would be insufficient.\And we do need to prepare for Earl Le Couleurs.\That's the most I can offer.\Surely there will be reinforcements from Dartania as well.\I want you to strongly urge Lady Ulrica to go to his aid.\That lame Milza! After all that blustering, look at him now! response:	We've received a request from Lady Marrine to provide Sir Milza with reinforcements.
context: Left unchecked, who knows how big of a threat he'll become.\Considering Prince Milza's situation, I believe that a force of that size would be insufficient.\And we do need to prepare for Earl Le Couleurs.\That's the most I can offer.\Surely there will be reinforcements from Dartania as well.\I want you to strongly urge Lady Ulrica to go to his aid.\That lame Milza! After all that blustering, look at him now!\We've received a request from Lady Marrine to provide Sir Milza with reinforcements. response:	Not until we've subjugated Haman.
context: Considering Prince Milza's situation, I believe that a force of that size would be insufficient.\And we do need to prepare for Earl Le Couleurs.\That's the most I can offer.\Surely there will be reinforcements from Dartania as well.\I want you to strongly urge Lady Ulrica to go to his aid.\That lame Milza! After all that blustering, look at him now!\We've received a request from Lady Marrine to provide Sir Milza with reinforcements.\Not until we've subjugated Haman. response:	If we're late joining the battle, we'll be viewed negatively.
context: And we do need to prepare for Earl Le Couleurs.\That's the most I can offer.\Surely there will be reinforcements from Dartania as well.\I want you to strongly urge Lady Ulrica to go to his aid.\That lame Milza! After all that blustering, look at him now!\We've received a request from Lady Marrine to provide Sir Milza with reinforcements.\Not until we've subjugated Haman.\If we're late joining the battle, we'll be viewed negatively. response:	We can take care of Haman in three days.
context: That's the most I can offer.\Surely there will be reinforcements from Dartania as well.\I want you to strongly urge Lady Ulrica to go to his aid.\That lame Milza! After all that blustering, look at him now!\We've received a request from Lady Marrine to provide Sir Milza with reinforcements.\Not until we've subjugated Haman.\If we're late joining the battle, we'll be viewed negatively.\We can take care of Haman in three days. response:	After plundering Starck, and taking everything from Haman,
context: Surely there will be reinforcements from Dartania as well.\I want you to strongly urge Lady Ulrica to go to his aid.\That lame Milza! After all that blustering, look at him now!\We've received a request from Lady Marrine to provide Sir Milza with reinforcements.\Not until we've subjugated Haman.\If we're late joining the battle, we'll be viewed negatively.\We can take care of Haman in three days.\After plundering Starck, and taking everything from Haman, response:	we'll have stockpiled plenty of funds and food!
context: I want you to strongly urge Lady Ulrica to go to his aid.\That lame Milza! After all that blustering, look at him now!\We've received a request from Lady Marrine to provide Sir Milza with reinforcements.\Not until we've subjugated Haman.\If we're late joining the battle, we'll be viewed negatively.\We can take care of Haman in three days.\After plundering Starck, and taking everything from Haman,\we'll have stockpiled plenty of funds and food! response:	I'll keep seizing territories and court ranks like there's no tomorrow!
context: That lame Milza! After all that blustering, look at him now!\We've received a request from Lady Marrine to provide Sir Milza with reinforcements.\Not until we've subjugated Haman.\If we're late joining the battle, we'll be viewed negatively.\We can take care of Haman in three days.\After plundering Starck, and taking everything from Haman,\we'll have stockpiled plenty of funds and food!\I'll keep seizing territories and court ranks like there's no tomorrow! response:	Because it's not Marrine who'll be emperor, but my father Erik!
context: We've received a request from Lady Marrine to provide Sir Milza with reinforcements.\Not until we've subjugated Haman.\If we're late joining the battle, we'll be viewed negatively.\We can take care of Haman in three days.\After plundering Starck, and taking everything from Haman,\we'll have stockpiled plenty of funds and food!\I'll keep seizing territories and court ranks like there's no tomorrow!\Because it's not Marrine who'll be emperor, but my father Erik! response:	A report came in that a fleet from Nord is closing in on us.
context: Not until we've subjugated Haman.\If we're late joining the battle, we'll be viewed negatively.\We can take care of Haman in three days.\After plundering Starck, and taking everything from Haman,\we'll have stockpiled plenty of funds and food!\I'll keep seizing territories and court ranks like there's no tomorrow!\Because it's not Marrine who'll be emperor, but my father Erik!\A report came in that a fleet from Nord is closing in on us. response:	After taking so much from me, their final move is to rob me of my lands?
context: If we're late joining the battle, we'll be viewed negatively.\We can take care of Haman in three days.\After plundering Starck, and taking everything from Haman,\we'll have stockpiled plenty of funds and food!\I'll keep seizing territories and court ranks like there's no tomorrow!\Because it's not Marrine who'll be emperor, but my father Erik!\A report came in that a fleet from Nord is closing in on us.\After taking so much from me, their final move is to rob me of my lands? response:	The coffers are empty now.
context: We can take care of Haman in three days.\After plundering Starck, and taking everything from Haman,\we'll have stockpiled plenty of funds and food!\I'll keep seizing territories and court ranks like there's no tomorrow!\Because it's not Marrine who'll be emperor, but my father Erik!\A report came in that a fleet from Nord is closing in on us.\After taking so much from me, their final move is to rob me of my lands?\The coffers are empty now. response:	And the only decent clothes I have is this one dress that my husbands gave me.
context: After plundering Starck, and taking everything from Haman,\we'll have stockpiled plenty of funds and food!\I'll keep seizing territories and court ranks like there's no tomorrow!\Because it's not Marrine who'll be emperor, but my father Erik!\A report came in that a fleet from Nord is closing in on us.\After taking so much from me, their final move is to rob me of my lands?\The coffers are empty now.\And the only decent clothes I have is this one dress that my husbands gave me. response:	Sollas... Joachim..
context: we'll have stockpiled plenty of funds and food!\I'll keep seizing territories and court ranks like there's no tomorrow!\Because it's not Marrine who'll be emperor, but my father Erik!\A report came in that a fleet from Nord is closing in on us.\After taking so much from me, their final move is to rob me of my lands?\The coffers are empty now.\And the only decent clothes I have is this one dress that my husbands gave me.\Sollas... Joachim.. response:	The men who I loved put their lives on the line to fight for me and for Haman.
context: I'll keep seizing territories and court ranks like there's no tomorrow!\Because it's not Marrine who'll be emperor, but my father Erik!\A report came in that a fleet from Nord is closing in on us.\After taking so much from me, their final move is to rob me of my lands?\The coffers are empty now.\And the only decent clothes I have is this one dress that my husbands gave me.\Sollas... Joachim..\The men who I loved put their lives on the line to fight for me and for Haman. response:	But it looks like I'll lose everything after all.
context: Because it's not Marrine who'll be emperor, but my father Erik!\A report came in that a fleet from Nord is closing in on us.\After taking so much from me, their final move is to rob me of my lands?\The coffers are empty now.\And the only decent clothes I have is this one dress that my husbands gave me.\Sollas... Joachim..\The men who I loved put their lives on the line to fight for me and for Haman.\But it looks like I'll lose everything after all. response:	That's not a foregone conclusion just yet.
context: A report came in that a fleet from Nord is closing in on us.\After taking so much from me, their final move is to rob me of my lands?\The coffers are empty now.\And the only decent clothes I have is this one dress that my husbands gave me.\Sollas... Joachim..\The men who I loved put their lives on the line to fight for me and for Haman.\But it looks like I'll lose everything after all.\That's not a foregone conclusion just yet. response:	Starck has brought along 2,000 slave soldiers.
context: After taking so much from me, their final move is to rob me of my lands?\The coffers are empty now.\And the only decent clothes I have is this one dress that my husbands gave me.\Sollas... Joachim..\The men who I loved put their lives on the line to fight for me and for Haman.\But it looks like I'll lose everything after all.\That's not a foregone conclusion just yet.\Starck has brought along 2,000 slave soldiers. response:	I hear that a Lord serving under the Earl of Sistina has infiltrated their ranks.
context: The coffers are empty now.\And the only decent clothes I have is this one dress that my husbands gave me.\Sollas... Joachim..\The men who I loved put their lives on the line to fight for me and for Haman.\But it looks like I'll lose everything after all.\That's not a foregone conclusion just yet.\Starck has brought along 2,000 slave soldiers.\I hear that a Lord serving under the Earl of Sistina has infiltrated their ranks. response:	A Lord, doing a Shadow-like job?
context: And the only decent clothes I have is this one dress that my husbands gave me.\Sollas... Joachim..\The men who I loved put their lives on the line to fight for me and for Haman.\But it looks like I'll lose everything after all.\That's not a foregone conclusion just yet.\Starck has brought along 2,000 slave soldiers.\I hear that a Lord serving under the Earl of Sistina has infiltrated their ranks.\A Lord, doing a Shadow-like job? response:	It's Sir Juzel, the head of the Rossini family, former rulers of Sistina.
context: Sollas... Joachim..\The men who I loved put their lives on the line to fight for me and for Haman.\But it looks like I'll lose everything after all.\That's not a foregone conclusion just yet.\Starck has brought along 2,000 slave soldiers.\I hear that a Lord serving under the Earl of Sistina has infiltrated their ranks.\A Lord, doing a Shadow-like job?\It's Sir Juzel, the head of the Rossini family, former rulers of Sistina. response:	We'll work with him, and get the slave soldiers on our side.
context: The men who I loved put their lives on the line to fight for me and for Haman.\But it looks like I'll lose everything after all.\That's not a foregone conclusion just yet.\Starck has brought along 2,000 slave soldiers.\I hear that a Lord serving under the Earl of Sistina has infiltrated their ranks.\A Lord, doing a Shadow-like job?\It's Sir Juzel, the head of the Rossini family, former rulers of Sistina.\We'll work with him, and get the slave soldiers on our side. response:	Is that possible?
context: But it looks like I'll lose everything after all.\That's not a foregone conclusion just yet.\Starck has brought along 2,000 slave soldiers.\I hear that a Lord serving under the Earl of Sistina has infiltrated their ranks.\A Lord, doing a Shadow-like job?\It's Sir Juzel, the head of the Rossini family, former rulers of Sistina.\We'll work with him, and get the slave soldiers on our side.\Is that possible? response:	The slaves' discontent in Starck has been growing, and I hear the situation is becoming critical.
context: That's not a foregone conclusion just yet.\Starck has brought along 2,000 slave soldiers.\I hear that a Lord serving under the Earl of Sistina has infiltrated their ranks.\A Lord, doing a Shadow-like job?\It's Sir Juzel, the head of the Rossini family, former rulers of Sistina.\We'll work with him, and get the slave soldiers on our side.\Is that possible?\The slaves' discontent in Starck has been growing, and I hear the situation is becoming critical. response:	So we'll appeal to them by announcing a major slave uprising has broken out in Starck.
