context: Where... response:	The infirmary.
context: Well, Kanade did her best to write it seriously.\We shouldn't complain.\Right?\Seriously? She put a familiar number right here...\But, how should I put it...\I get the feeling Kanade put a lot of effort into it.\What part?\From the start till the end. response:	I guess so.
context: We shouldn't complain.\Right?\Seriously? She put a familiar number right here...\But, how should I put it...\I get the feeling Kanade put a lot of effort into it.\What part?\From the start till the end.\I guess so. response:	Good job, Kanade - chan!
context: Right?\Seriously? She put a familiar number right here...\But, how should I put it...\I get the feeling Kanade put a lot of effort into it.\What part?\From the start till the end.\I guess so.\Good job, Kanade - chan! response:	Yeah.
context: Seriously? She put a familiar number right here...\But, how should I put it...\I get the feeling Kanade put a lot of effort into it.\What part?\From the start till the end.\I guess so.\Good job, Kanade - chan!\Yeah. response:	What's next?
context: But, how should I put it...\I get the feeling Kanade put a lot of effort into it.\What part?\From the start till the end.\I guess so.\Good job, Kanade - chan!\Yeah.\What's next? response:	Next up...
context: I get the feeling Kanade put a lot of effort into it.\What part?\From the start till the end.\I guess so.\Good job, Kanade - chan!\Yeah.\What's next?\Next up... response:	Graduating class diploma presentation!
context: What part?\From the start till the end.\I guess so.\Good job, Kanade - chan!\Yeah.\What's next?\Next up...\Graduating class diploma presentation! response:	Do we have those?
context: From the start till the end.\I guess so.\Good job, Kanade - chan!\Yeah.\What's next?\Next up...\Graduating class diploma presentation!\Do we have those? response:	We made them.
context: I guess so.\Good job, Kanade - chan!\Yeah.\What's next?\Next up...\Graduating class diploma presentation!\Do we have those?\We made them. response:	Again, mostly Kanade's work.
context: Good job, Kanade - chan!\Yeah.\What's next?\Next up...\Graduating class diploma presentation!\Do we have those?\We made them.\Again, mostly Kanade's work. response:	Do we have a Principal to present them?
context: Yeah.\What's next?\Next up...\Graduating class diploma presentation!\Do we have those?\We made them.\Again, mostly Kanade's work.\Do we have a Principal to present them? response:	That would be me!
context: What's next?\Next up...\Graduating class diploma presentation!\Do we have those?\We made them.\Again, mostly Kanade's work.\Do we have a Principal to present them?\That would be me! response:	That's right! I lost at rock - paper - scissors!
context: Next up...\Graduating class diploma presentation!\Do we have those?\We made them.\Again, mostly Kanade's work.\Do we have a Principal to present them?\That would be me!\That's right! I lost at rock - paper - scissors! response:	Got a problem with that?!
context: Graduating class diploma presentation!\Do we have those?\We made them.\Again, mostly Kanade's work.\Do we have a Principal to present them?\That would be me!\That's right! I lost at rock - paper - scissors!\Got a problem with that?! response:	Why am I always getting stuck with these jobs?
context: Do we have those?\We made them.\Again, mostly Kanade's work.\Do we have a Principal to present them?\That would be me!\That's right! I lost at rock - paper - scissors!\Got a problem with that?!\Why am I always getting stuck with these jobs? response:	That role suits you well.
context: We made them.\Again, mostly Kanade's work.\Do we have a Principal to present them?\That would be me!\That's right! I lost at rock - paper - scissors!\Got a problem with that?!\Why am I always getting stuck with these jobs?\That role suits you well. response:	Alright, let's start!
context: Again, mostly Kanade's work.\Do we have a Principal to present them?\That would be me!\That's right! I lost at rock - paper - scissors!\Got a problem with that?!\Why am I always getting stuck with these jobs?\That role suits you well.\Alright, let's start! response:	Graduating class diploma presentation!
context: Do we have a Principal to present them?\That would be me!\That's right! I lost at rock - paper - scissors!\Got a problem with that?!\Why am I always getting stuck with these jobs?\That role suits you well.\Alright, let's start!\Graduating class diploma presentation! response:	First, Tachibana Kanade.
context: That would be me!\That's right! I lost at rock - paper - scissors!\Got a problem with that?!\Why am I always getting stuck with these jobs?\That role suits you well.\Alright, let's start!\Graduating class diploma presentation!\First, Tachibana Kanade. response:	Here.
context: That's right! I lost at rock - paper - scissors!\Got a problem with that?!\Why am I always getting stuck with these jobs?\That role suits you well.\Alright, let's start!\Graduating class diploma presentation!\First, Tachibana Kanade.\Here. response:	Next, Nakamura Yuri.
context: Got a problem with that?!\Why am I always getting stuck with these jobs?\That role suits you well.\Alright, let's start!\Graduating class diploma presentation!\First, Tachibana Kanade.\Here.\Next, Nakamura Yuri. response:	Here.
context: Why am I always getting stuck with these jobs?\That role suits you well.\Alright, let's start!\Graduating class diploma presentation!\First, Tachibana Kanade.\Here.\Next, Nakamura Yuri.\Here. response:	That looks good on you.
context: That role suits you well.\Alright, let's start!\Graduating class diploma presentation!\First, Tachibana Kanade.\Here.\Next, Nakamura Yuri.\Here.\That looks good on you. response:	Shut up.
context: Alright, let's start!\Graduating class diploma presentation!\First, Tachibana Kanade.\Here.\Next, Nakamura Yuri.\Here.\That looks good on you.\Shut up. response:	Idiot.
context: Graduating class diploma presentation!\First, Tachibana Kanade.\Here.\Next, Nakamura Yuri.\Here.\That looks good on you.\Shut up.\Idiot. response:	Next, Naoi Ayato.
context: First, Tachibana Kanade.\Here.\Next, Nakamura Yuri.\Here.\That looks good on you.\Shut up.\Idiot.\Next, Naoi Ayato. response:	Here.
context: Here.\Next, Nakamura Yuri.\Here.\That looks good on you.\Shut up.\Idiot.\Next, Naoi Ayato.\Here. response:	Praise me.
context: Next, Nakamura Yuri.\Here.\That looks good on you.\Shut up.\Idiot.\Next, Naoi Ayato.\Here.\Praise me. response:	What?
context: Here.\That looks good on you.\Shut up.\Idiot.\Next, Naoi Ayato.\Here.\Praise me.\What? response:	Geez...
context: That looks good on you.\Shut up.\Idiot.\Next, Naoi Ayato.\Here.\Praise me.\What?\Geez... response:	Thank you for your services.
context: Shut up.\Idiot.\Next, Naoi Ayato.\Here.\Praise me.\What?\Geez...\Thank you for your services. response:	Otonashi Yuzuru.
context: Idiot.\Next, Naoi Ayato.\Here.\Praise me.\What?\Geez...\Thank you for your services.\Otonashi Yuzuru. response:	Here.
context: Next, Naoi Ayato.\Here.\Praise me.\What?\Geez...\Thank you for your services.\Otonashi Yuzuru.\Here. response:	Take that off.
context: Here.\Praise me.\What?\Geez...\Thank you for your services.\Otonashi Yuzuru.\Here.\Take that off. response:	Okay.
context: Praise me.\What?\Geez...\Thank you for your services.\Otonashi Yuzuru.\Here.\Take that off.\Okay. response:	Hinata Hideki.
context: What?\Geez...\Thank you for your services.\Otonashi Yuzuru.\Here.\Take that off.\Okay.\Hinata Hideki. response:	Huh?
context: Geez...\Thank you for your services.\Otonashi Yuzuru.\Here.\Take that off.\Okay.\Hinata Hideki.\Huh? response:	Here!
context: Thank you for your services.\Otonashi Yuzuru.\Here.\Take that off.\Okay.\Hinata Hideki.\Huh?\Here! response:	Oh, what?
context: Otonashi Yuzuru.\Here.\Take that off.\Okay.\Hinata Hideki.\Huh?\Here!\Oh, what? response:	Geez...
context: Here.\Take that off.\Okay.\Hinata Hideki.\Huh?\Here!\Oh, what?\Geez... response:	Thanks.
context: Take that off.\Okay.\Hinata Hideki.\Huh?\Here!\Oh, what?\Geez...\Thanks. response:	Same here, thanks for everything.
context: Okay.\Hinata Hideki.\Huh?\Here!\Oh, what?\Geez...\Thanks.\Same here, thanks for everything. response:	Address from the representative of the graduating class!
context: Hinata Hideki.\Huh?\Here!\Oh, what?\Geez...\Thanks.\Same here, thanks for everything.\Address from the representative of the graduating class! response:	Looking back, we've been through quite a lot.
context: Huh?\Here!\Oh, what?\Geez...\Thanks.\Same here, thanks for everything.\Address from the representative of the graduating class!\Looking back, we've been through quite a lot. response:	The first person I met in this school was Nakamura Yuri - san.
context: Here!\Oh, what?\Geez...\Thanks.\Same here, thanks for everything.\Address from the representative of the graduating class!\Looking back, we've been through quite a lot.\The first person I met in this school was Nakamura Yuri - san. response:	The first thing she told me was that I was dead.
context: Oh, what?\Geez...\Thanks.\Same here, thanks for everything.\Address from the representative of the graduating class!\Looking back, we've been through quite a lot.\The first person I met in this school was Nakamura Yuri - san.\The first thing she told me was that I was dead. response:	And then she said that the people living here in the afterlife were unable to accept their deaths,
context: Geez...\Thanks.\Same here, thanks for everything.\Address from the representative of the graduating class!\Looking back, we've been through quite a lot.\The first person I met in this school was Nakamura Yuri - san.\The first thing she told me was that I was dead.\And then she said that the people living here in the afterlife were unable to accept their deaths, response:	and that they were rebelling against God.
context: Thanks.\Same here, thanks for everything.\Address from the representative of the graduating class!\Looking back, we've been through quite a lot.\The first person I met in this school was Nakamura Yuri - san.\The first thing she told me was that I was dead.\And then she said that the people living here in the afterlife were unable to accept their deaths,\and that they were rebelling against God. response:	I also fought alongside them.
context: Same here, thanks for everything.\Address from the representative of the graduating class!\Looking back, we've been through quite a lot.\The first person I met in this school was Nakamura Yuri - san.\The first thing she told me was that I was dead.\And then she said that the people living here in the afterlife were unable to accept their deaths,\and that they were rebelling against God.\I also fought alongside them. response:	But after I regained my memories, I was able to accept my life.
context: Address from the representative of the graduating class!\Looking back, we've been through quite a lot.\The first person I met in this school was Nakamura Yuri - san.\The first thing she told me was that I was dead.\And then she said that the people living here in the afterlife were unable to accept their deaths,\and that they were rebelling against God.\I also fought alongside them.\But after I regained my memories, I was able to accept my life. response:	Those memories were irreplaceable.
context: Looking back, we've been through quite a lot.\The first person I met in this school was Nakamura Yuri - san.\The first thing she told me was that I was dead.\And then she said that the people living here in the afterlife were unable to accept their deaths,\and that they were rebelling against God.\I also fought alongside them.\But after I regained my memories, I was able to accept my life.\Those memories were irreplaceable. response:	I wanted everyone to experience that feeling.
context: The first person I met in this school was Nakamura Yuri - san.\The first thing she told me was that I was dead.\And then she said that the people living here in the afterlife were unable to accept their deaths,\and that they were rebelling against God.\I also fought alongside them.\But after I regained my memories, I was able to accept my life.\Those memories were irreplaceable.\I wanted everyone to experience that feeling. response:	They had rebelled for so long,
context: The first thing she told me was that I was dead.\And then she said that the people living here in the afterlife were unable to accept their deaths,\and that they were rebelling against God.\I also fought alongside them.\But after I regained my memories, I was able to accept my life.\Those memories were irreplaceable.\I wanted everyone to experience that feeling.\They had rebelled for so long, response:	so it was truly a difficult task.
context: And then she said that the people living here in the afterlife were unable to accept their deaths,\and that they were rebelling against God.\I also fought alongside them.\But after I regained my memories, I was able to accept my life.\Those memories were irreplaceable.\I wanted everyone to experience that feeling.\They had rebelled for so long,\so it was truly a difficult task. response:	But they were able to help one another, and believe.
context: and that they were rebelling against God.\I also fought alongside them.\But after I regained my memories, I was able to accept my life.\Those memories were irreplaceable.\I wanted everyone to experience that feeling.\They had rebelled for so long,\so it was truly a difficult task.\But they were able to help one another, and believe. response:	This Battlefront, founded by Nakamura Yuri, was a group that was capable of such.
context: I also fought alongside them.\But after I regained my memories, I was able to accept my life.\Those memories were irreplaceable.\I wanted everyone to experience that feeling.\They had rebelled for so long,\so it was truly a difficult task.\But they were able to help one another, and believe.\This Battlefront, founded by Nakamura Yuri, was a group that was capable of such. response:	Turning that strength into courage, they began to accept their lives.
context: But after I regained my memories, I was able to accept my life.\Those memories were irreplaceable.\I wanted everyone to experience that feeling.\They had rebelled for so long,\so it was truly a difficult task.\But they were able to help one another, and believe.\This Battlefront, founded by Nakamura Yuri, was a group that was capable of such.\Turning that strength into courage, they began to accept their lives. response:	In the end, they all faced forward and departed.
context: Those memories were irreplaceable.\I wanted everyone to experience that feeling.\They had rebelled for so long,\so it was truly a difficult task.\But they were able to help one another, and believe.\This Battlefront, founded by Nakamura Yuri, was a group that was capable of such.\Turning that strength into courage, they began to accept their lives.\In the end, they all faced forward and departed. response:	And the five of us remaining...
context: I wanted everyone to experience that feeling.\They had rebelled for so long,\so it was truly a difficult task.\But they were able to help one another, and believe.\This Battlefront, founded by Nakamura Yuri, was a group that was capable of such.\Turning that strength into courage, they began to accept their lives.\In the end, they all faced forward and departed.\And the five of us remaining... response:	Even if we forget the faces of our friends,
context: They had rebelled for so long,\so it was truly a difficult task.\But they were able to help one another, and believe.\This Battlefront, founded by Nakamura Yuri, was a group that was capable of such.\Turning that strength into courage, they began to accept their lives.\In the end, they all faced forward and departed.\And the five of us remaining...\Even if we forget the faces of our friends, response:	we will never forget the bonds that were carved into our souls.
context: so it was truly a difficult task.\But they were able to help one another, and believe.\This Battlefront, founded by Nakamura Yuri, was a group that was capable of such.\Turning that strength into courage, they began to accept their lives.\In the end, they all faced forward and departed.\And the five of us remaining...\Even if we forget the faces of our friends,\we will never forget the bonds that were carved into our souls. response:	I am truly blessed to have been able to spend this time with you all.
context: But they were able to help one another, and believe.\This Battlefront, founded by Nakamura Yuri, was a group that was capable of such.\Turning that strength into courage, they began to accept their lives.\In the end, they all faced forward and departed.\And the five of us remaining...\Even if we forget the faces of our friends,\we will never forget the bonds that were carved into our souls.\I am truly blessed to have been able to spend this time with you all. response:	Thank you so much.
context: This Battlefront, founded by Nakamura Yuri, was a group that was capable of such.\Turning that strength into courage, they began to accept their lives.\In the end, they all faced forward and departed.\And the five of us remaining...\Even if we forget the faces of our friends,\we will never forget the bonds that were carved into our souls.\I am truly blessed to have been able to spend this time with you all.\Thank you so much. response:	Representative of the graduating class, Otonashi Yuzuru!
context: Turning that strength into courage, they began to accept their lives.\In the end, they all faced forward and departed.\And the five of us remaining...\Even if we forget the faces of our friends,\we will never forget the bonds that were carved into our souls.\I am truly blessed to have been able to spend this time with you all.\Thank you so much.\Representative of the graduating class, Otonashi Yuzuru! response:	All rise!
context: In the end, they all faced forward and departed.\And the five of us remaining...\Even if we forget the faces of our friends,\we will never forget the bonds that were carved into our souls.\I am truly blessed to have been able to spend this time with you all.\Thank you so much.\Representative of the graduating class, Otonashi Yuzuru!\All rise! response:	Rendition of Aogeba Toutoshi!
context: And the five of us remaining...\Even if we forget the faces of our friends,\we will never forget the bonds that were carved into our souls.\I am truly blessed to have been able to spend this time with you all.\Thank you so much.\Representative of the graduating class, Otonashi Yuzuru!\All rise!\Rendition of Aogeba Toutoshi! response:	As we look with reverence upon our debt to you, teacher
context: Even if we forget the faces of our friends,\we will never forget the bonds that were carved into our souls.\I am truly blessed to have been able to spend this time with you all.\Thank you so much.\Representative of the graduating class, Otonashi Yuzuru!\All rise!\Rendition of Aogeba Toutoshi!\As we look with reverence upon our debt to you, teacher response:	Even in this garden of learning, how quickly these few years have passed
context: we will never forget the bonds that were carved into our souls.\I am truly blessed to have been able to spend this time with you all.\Thank you so much.\Representative of the graduating class, Otonashi Yuzuru!\All rise!\Rendition of Aogeba Toutoshi!\As we look with reverence upon our debt to you, teacher\Even in this garden of learning, how quickly these few years have passed response:	As we think upon them, these years and months have flown by all too soon
context: I am truly blessed to have been able to spend this time with you all.\Thank you so much.\Representative of the graduating class, Otonashi Yuzuru!\All rise!\Rendition of Aogeba Toutoshi!\As we look with reverence upon our debt to you, teacher\Even in this garden of learning, how quickly these few years have passed\As we think upon them, these years and months have flown by all too soon response:	For now, let us part
context: Thank you so much.\Representative of the graduating class, Otonashi Yuzuru!\All rise!\Rendition of Aogeba Toutoshi!\As we look with reverence upon our debt to you, teacher\Even in this garden of learning, how quickly these few years have passed\As we think upon them, these years and months have flown by all too soon\For now, let us part response:	And so
context: Representative of the graduating class, Otonashi Yuzuru!\All rise!\Rendition of Aogeba Toutoshi!\As we look with reverence upon our debt to you, teacher\Even in this garden of learning, how quickly these few years have passed\As we think upon them, these years and months have flown by all too soon\For now, let us part\And so response:	You were late, scum!
context: All rise!\Rendition of Aogeba Toutoshi!\As we look with reverence upon our debt to you, teacher\Even in this garden of learning, how quickly these few years have passed\As we think upon them, these years and months have flown by all too soon\For now, let us part\And so\You were late, scum! response:	What?! It's you who was way too early!
context: Rendition of Aogeba Toutoshi!\As we look with reverence upon our debt to you, teacher\Even in this garden of learning, how quickly these few years have passed\As we think upon them, these years and months have flown by all too soon\For now, let us part\And so\You were late, scum!\What?! It's you who was way too early! response:	It's because you were too late!
context: As we look with reverence upon our debt to you, teacher\Even in this garden of learning, how quickly these few years have passed\As we think upon them, these years and months have flown by all too soon\For now, let us part\And so\You were late, scum!\What?! It's you who was way too early!\It's because you were too late! response:	We were in time, right?
context: Even in this garden of learning, how quickly these few years have passed\As we think upon them, these years and months have flown by all too soon\For now, let us part\And so\You were late, scum!\What?! It's you who was way too early!\It's because you were too late!\We were in time, right? response:	You're completely different when you're talking to Otonashi!
context: As we think upon them, these years and months have flown by all too soon\For now, let us part\And so\You were late, scum!\What?! It's you who was way too early!\It's because you were too late!\We were in time, right?\You're completely different when you're talking to Otonashi! response:	One, two!
context: For now, let us part\And so\You were late, scum!\What?! It's you who was way too early!\It's because you were too late!\We were in time, right?\You're completely different when you're talking to Otonashi!\One, two! response:	And so, farewell.
context: And so\You were late, scum!\What?! It's you who was way too early!\It's because you were too late!\We were in time, right?\You're completely different when you're talking to Otonashi!\One, two!\And so, farewell. response:	Ceremony closure!
context: You were late, scum!\What?! It's you who was way too early!\It's because you were too late!\We were in time, right?\You're completely different when you're talking to Otonashi!\One, two!\And so, farewell.\Ceremony closure! response:	We bring the Afterlife Battlefront graduation ceremony to an end here.
context: What?! It's you who was way too early!\It's because you were too late!\We were in time, right?\You're completely different when you're talking to Otonashi!\One, two!\And so, farewell.\Ceremony closure!\We bring the Afterlife Battlefront graduation ceremony to an end here. response:	Graduates, dismissed!
context: It's because you were too late!\We were in time, right?\You're completely different when you're talking to Otonashi!\One, two!\And so, farewell.\Ceremony closure!\We bring the Afterlife Battlefront graduation ceremony to an end here.\Graduates, dismissed! response:	I don't want to see any womanly tears.
context: We were in time, right?\You're completely different when you're talking to Otonashi!\One, two!\And so, farewell.\Ceremony closure!\We bring the Afterlife Battlefront graduation ceremony to an end here.\Graduates, dismissed!\I don't want to see any womanly tears. response:	I'll take my leave first.
context: You're completely different when you're talking to Otonashi!\One, two!\And so, farewell.\Ceremony closure!\We bring the Afterlife Battlefront graduation ceremony to an end here.\Graduates, dismissed!\I don't want to see any womanly tears.\I'll take my leave first. response:	Now look who's crying.
context: One, two!\And so, farewell.\Ceremony closure!\We bring the Afterlife Battlefront graduation ceremony to an end here.\Graduates, dismissed!\I don't want to see any womanly tears.\I'll take my leave first.\Now look who's crying. response:	Otonashi - san...
context: And so, farewell.\Ceremony closure!\We bring the Afterlife Battlefront graduation ceremony to an end here.\Graduates, dismissed!\I don't want to see any womanly tears.\I'll take my leave first.\Now look who's crying.\Otonashi - san... response:	If I hadn't met you, I...
context: Ceremony closure!\We bring the Afterlife Battlefront graduation ceremony to an end here.\Graduates, dismissed!\I don't want to see any womanly tears.\I'll take my leave first.\Now look who's crying.\Otonashi - san...\If I hadn't met you, I... response:	would never have found peace...
context: We bring the Afterlife Battlefront graduation ceremony to an end here.\Graduates, dismissed!\I don't want to see any womanly tears.\I'll take my leave first.\Now look who's crying.\Otonashi - san...\If I hadn't met you, I...\would never have found peace... response:	I won't hesitate any more.
context: Graduates, dismissed!\I don't want to see any womanly tears.\I'll take my leave first.\Now look who's crying.\Otonashi - san...\If I hadn't met you, I...\would never have found peace...\I won't hesitate any more. response:	Thank you so much!
context: I don't want to see any womanly tears.\I'll take my leave first.\Now look who's crying.\Otonashi - san...\If I hadn't met you, I...\would never have found peace...\I won't hesitate any more.\Thank you so much! response:	Yeah.
context: I'll take my leave first.\Now look who's crying.\Otonashi - san...\If I hadn't met you, I...\would never have found peace...\I won't hesitate any more.\Thank you so much!\Yeah. response:	Just go.
context: Now look who's crying.\Otonashi - san...\If I hadn't met you, I...\would never have found peace...\I won't hesitate any more.\Thank you so much!\Yeah.\Just go. response:	Thank you so much...
context: Otonashi - san...\If I hadn't met you, I...\would never have found peace...\I won't hesitate any more.\Thank you so much!\Yeah.\Just go.\Thank you so much... response:	So he's gone...
context: If I hadn't met you, I...\would never have found peace...\I won't hesitate any more.\Thank you so much!\Yeah.\Just go.\Thank you so much...\So he's gone... response:	Now then, who wants to cry next?
context: would never have found peace...\I won't hesitate any more.\Thank you so much!\Yeah.\Just go.\Thank you so much...\So he's gone...\Now then, who wants to cry next? response:	I won't cry.
context: I won't hesitate any more.\Thank you so much!\Yeah.\Just go.\Thank you so much...\So he's gone...\Now then, who wants to cry next?\I won't cry. response:	Kanade - chan.
context: Thank you so much!\Yeah.\Just go.\Thank you so much...\So he's gone...\Now then, who wants to cry next?\I won't cry.\Kanade - chan. response:	I'm sorry I fought you all this time.
context: Yeah.\Just go.\Thank you so much...\So he's gone...\Now then, who wants to cry next?\I won't cry.\Kanade - chan.\I'm sorry I fought you all this time. response:	I wonder why I couldn't be your friend sooner...
context: Just go.\Thank you so much...\So he's gone...\Now then, who wants to cry next?\I won't cry.\Kanade - chan.\I'm sorry I fought you all this time.\I wonder why I couldn't be your friend sooner... response:	I'm really sorry.
context: Thank you so much...\So he's gone...\Now then, who wants to cry next?\I won't cry.\Kanade - chan.\I'm sorry I fought you all this time.\I wonder why I couldn't be your friend sooner...\I'm really sorry. response:	I was the eldest,
context: So he's gone...\Now then, who wants to cry next?\I won't cry.\Kanade - chan.\I'm sorry I fought you all this time.\I wonder why I couldn't be your friend sooner...\I'm really sorry.\I was the eldest, response:	so I was always looking after my sisters and brother for my parents.
context: Now then, who wants to cry next?\I won't cry.\Kanade - chan.\I'm sorry I fought you all this time.\I wonder why I couldn't be your friend sooner...\I'm really sorry.\I was the eldest,\so I was always looking after my sisters and brother for my parents. response:	I could have showed you so many things...
context: I won't cry.\Kanade - chan.\I'm sorry I fought you all this time.\I wonder why I couldn't be your friend sooner...\I'm really sorry.\I was the eldest,\so I was always looking after my sisters and brother for my parents.\I could have showed you so many things... response:	I mean, you look like you don't get out much, so I was really worried about you.
context: Kanade - chan.\I'm sorry I fought you all this time.\I wonder why I couldn't be your friend sooner...\I'm really sorry.\I was the eldest,\so I was always looking after my sisters and brother for my parents.\I could have showed you so many things...\I mean, you look like you don't get out much, so I was really worried about you. response:	We could have done so many things...
context: I'm sorry I fought you all this time.\I wonder why I couldn't be your friend sooner...\I'm really sorry.\I was the eldest,\so I was always looking after my sisters and brother for my parents.\I could have showed you so many things...\I mean, you look like you don't get out much, so I was really worried about you.\We could have done so many things... response:	We could have had so much fun...
context: I wonder why I couldn't be your friend sooner...\I'm really sorry.\I was the eldest,\so I was always looking after my sisters and brother for my parents.\I could have showed you so many things...\I mean, you look like you don't get out much, so I was really worried about you.\We could have done so many things...\We could have had so much fun... response:	I wish...
context: I'm really sorry.\I was the eldest,\so I was always looking after my sisters and brother for my parents.\I could have showed you so many things...\I mean, you look like you don't get out much, so I was really worried about you.\We could have done so many things...\We could have had so much fun...\I wish... response:	I wish we had more time...
context: I was the eldest,\so I was always looking after my sisters and brother for my parents.\I could have showed you so many things...\I mean, you look like you don't get out much, so I was really worried about you.\We could have done so many things...\We could have had so much fun...\I wish...\I wish we had more time... response:	But now...
context: so I was always looking after my sisters and brother for my parents.\I could have showed you so many things...\I mean, you look like you don't get out much, so I was really worried about you.\We could have done so many things...\We could have had so much fun...\I wish...\I wish we had more time...\But now... response:	it's time to part...
context: I could have showed you so many things...\I mean, you look like you don't get out much, so I was really worried about you.\We could have done so many things...\We could have had so much fun...\I wish...\I wish we had more time...\But now...\it's time to part... response:	Goodbye, Kanade - chan.
context: I mean, you look like you don't get out much, so I was really worried about you.\We could have done so many things...\We could have had so much fun...\I wish...\I wish we had more time...\But now...\it's time to part...\Goodbye, Kanade - chan. response:	I'm off then.
context: We could have done so many things...\We could have had so much fun...\I wish...\I wish we had more time...\But now...\it's time to part...\Goodbye, Kanade - chan.\I'm off then. response:	Alright.
context: We could have had so much fun...\I wish...\I wish we had more time...\But now...\it's time to part...\Goodbye, Kanade - chan.\I'm off then.\Alright. response:	Thanks, Yuri.
context: I wish...\I wish we had more time...\But now...\it's time to part...\Goodbye, Kanade - chan.\I'm off then.\Alright.\Thanks, Yuri. response:	I owe you a bunch.
context: I wish we had more time...\But now...\it's time to part...\Goodbye, Kanade - chan.\I'm off then.\Alright.\Thanks, Yuri.\I owe you a bunch. response:	Good work, leader!
context: But now...\it's time to part...\Goodbye, Kanade - chan.\I'm off then.\Alright.\Thanks, Yuri.\I owe you a bunch.\Good work, leader! response:	Yep.
context: it's time to part...\Goodbye, Kanade - chan.\I'm off then.\Alright.\Thanks, Yuri.\I owe you a bunch.\Good work, leader!\Yep. response:	Let's meet again somewhere!
context: Goodbye, Kanade - chan.\I'm off then.\Alright.\Thanks, Yuri.\I owe you a bunch.\Good work, leader!\Yep.\Let's meet again somewhere! response:	I guess it's my turn now, if we go in order.
context: I'm off then.\Alright.\Thanks, Yuri.\I owe you a bunch.\Good work, leader!\Yep.\Let's meet again somewhere!\I guess it's my turn now, if we go in order. response:	No, I can go.
context: Alright.\Thanks, Yuri.\I owe you a bunch.\Good work, leader!\Yep.\Let's meet again somewhere!\I guess it's my turn now, if we go in order.\No, I can go. response:	What are you talking about?
context: Thanks, Yuri.\I owe you a bunch.\Good work, leader!\Yep.\Let's meet again somewhere!\I guess it's my turn now, if we go in order.\No, I can go.\What are you talking about? response:	Don't go off and leave Kanade - chan behind.
context: I owe you a bunch.\Good work, leader!\Yep.\Let's meet again somewhere!\I guess it's my turn now, if we go in order.\No, I can go.\What are you talking about?\Don't go off and leave Kanade - chan behind. response:	I'll go.
context: Good work, leader!\Yep.\Let's meet again somewhere!\I guess it's my turn now, if we go in order.\No, I can go.\What are you talking about?\Don't go off and leave Kanade - chan behind.\I'll go. response:	I see...
context: Yep.\Let's meet again somewhere!\I guess it's my turn now, if we go in order.\No, I can go.\What are you talking about?\Don't go off and leave Kanade - chan behind.\I'll go.\I see... response:	Yeah, I'm off.
context: Let's meet again somewhere!\I guess it's my turn now, if we go in order.\No, I can go.\What are you talking about?\Don't go off and leave Kanade - chan behind.\I'll go.\I see...\Yeah, I'm off. response:	Thanks for everything.
context: I guess it's my turn now, if we go in order.\No, I can go.\What are you talking about?\Don't go off and leave Kanade - chan behind.\I'll go.\I see...\Yeah, I'm off.\Thanks for everything. response:	Without you, this wouldn't have been possible,
context: No, I can go.\What are you talking about?\Don't go off and leave Kanade - chan behind.\I'll go.\I see...\Yeah, I'm off.\Thanks for everything.\Without you, this wouldn't have been possible, response:	and we wouldn't have been able to finish things like this.
context: What are you talking about?\Don't go off and leave Kanade - chan behind.\I'll go.\I see...\Yeah, I'm off.\Thanks for everything.\Without you, this wouldn't have been possible,\and we wouldn't have been able to finish things like this. response:	You have my gratitude.
context: Don't go off and leave Kanade - chan behind.\I'll go.\I see...\Yeah, I'm off.\Thanks for everything.\Without you, this wouldn't have been possible,\and we wouldn't have been able to finish things like this.\You have my gratitude. response:	It was just chance.
context: I'll go.\I see...\Yeah, I'm off.\Thanks for everything.\Without you, this wouldn't have been possible,\and we wouldn't have been able to finish things like this.\You have my gratitude.\It was just chance. response:	If you think about it, I wasn't supposed to have come here.
context: I see...\Yeah, I'm off.\Thanks for everything.\Without you, this wouldn't have been possible,\and we wouldn't have been able to finish things like this.\You have my gratitude.\It was just chance.\If you think about it, I wasn't supposed to have come here. response:	What do you mean?
context: Yeah, I'm off.\Thanks for everything.\Without you, this wouldn't have been possible,\and we wouldn't have been able to finish things like this.\You have my gratitude.\It was just chance.\If you think about it, I wasn't supposed to have come here.\What do you mean? response:	I was able to find fulfillment in life at the end.
context: Thanks for everything.\Without you, this wouldn't have been possible,\and we wouldn't have been able to finish things like this.\You have my gratitude.\It was just chance.\If you think about it, I wasn't supposed to have come here.\What do you mean?\I was able to find fulfillment in life at the end. response:	But I lost that memory, and mistakenly wandered into this world.
context: Without you, this wouldn't have been possible,\and we wouldn't have been able to finish things like this.\You have my gratitude.\It was just chance.\If you think about it, I wasn't supposed to have come here.\What do you mean?\I was able to find fulfillment in life at the end.\But I lost that memory, and mistakenly wandered into this world. response:	After remembering that, I knew what it was like to lead a full life even though I was in this world.
context: and we wouldn't have been able to finish things like this.\You have my gratitude.\It was just chance.\If you think about it, I wasn't supposed to have come here.\What do you mean?\I was able to find fulfillment in life at the end.\But I lost that memory, and mistakenly wandered into this world.\After remembering that, I knew what it was like to lead a full life even though I was in this world. response:	Is that how it was?
