context: Anime is being targeted now. response:	The shadow of evil is closing in
context: See? This way, we can both have half of them.\But these pencils are to commemorate us becoming pros this spring,\so we'll only use them for special occasions.\Yes.\Only when we draw the finest anime\that will never disappoint the dreams of children!\That's right!\We have to get each other's permission to untie that ribbon! response:	Okay?
context: But these pencils are to commemorate us becoming pros this spring,\so we'll only use them for special occasions.\Yes.\Only when we draw the finest anime\that will never disappoint the dreams of children!\That's right!\We have to get each other's permission to untie that ribbon!\Okay? response:	Okay!
context: so we'll only use them for special occasions.\Yes.\Only when we draw the finest anime\that will never disappoint the dreams of children!\That's right!\We have to get each other's permission to untie that ribbon!\Okay?\Okay! response:	It's a promise!
context: Yes.\Only when we draw the finest anime\that will never disappoint the dreams of children!\That's right!\We have to get each other's permission to untie that ribbon!\Okay?\Okay!\It's a promise! response:	It's a promise.
context: Only when we draw the finest anime\that will never disappoint the dreams of children!\That's right!\We have to get each other's permission to untie that ribbon!\Okay?\Okay!\It's a promise!\It's a promise. response:	I made that promise, but...
context: that will never disappoint the dreams of children!\That's right!\We have to get each other's permission to untie that ribbon!\Okay?\Okay!\It's a promise!\It's a promise.\I made that promise, but... response:	I've already used quite a bit without telling Kazuko.
context: That's right!\We have to get each other's permission to untie that ribbon!\Okay?\Okay!\It's a promise!\It's a promise.\I made that promise, but...\I've already used quite a bit without telling Kazuko. response:	But I kind of get fired up when I use this.
context: We have to get each other's permission to untie that ribbon!\Okay?\Okay!\It's a promise!\It's a promise.\I made that promise, but...\I've already used quite a bit without telling Kazuko.\But I kind of get fired up when I use this. response:	Besides, I'm going to get left behind by Kazuko at this rate.
context: Okay?\Okay!\It's a promise!\It's a promise.\I made that promise, but...\I've already used quite a bit without telling Kazuko.\But I kind of get fired up when I use this.\Besides, I'm going to get left behind by Kazuko at this rate. response:	Who are you?!
context: Okay!\It's a promise!\It's a promise.\I made that promise, but...\I've already used quite a bit without telling Kazuko.\But I kind of get fired up when I use this.\Besides, I'm going to get left behind by Kazuko at this rate.\Who are you?! response:	Pardon me. You are Miss Hiromi Matsuno, correct?
context: It's a promise!\It's a promise.\I made that promise, but...\I've already used quite a bit without telling Kazuko.\But I kind of get fired up when I use this.\Besides, I'm going to get left behind by Kazuko at this rate.\Who are you?!\Pardon me. You are Miss Hiromi Matsuno, correct? response:	I'm a fan of yours.
context: It's a promise.\I made that promise, but...\I've already used quite a bit without telling Kazuko.\But I kind of get fired up when I use this.\Besides, I'm going to get left behind by Kazuko at this rate.\Who are you?!\Pardon me. You are Miss Hiromi Matsuno, correct?\I'm a fan of yours. response:	And I really wanted to see where you worked.
context: I made that promise, but...\I've already used quite a bit without telling Kazuko.\But I kind of get fired up when I use this.\Besides, I'm going to get left behind by Kazuko at this rate.\Who are you?!\Pardon me. You are Miss Hiromi Matsuno, correct?\I'm a fan of yours.\And I really wanted to see where you worked. response:	Excuse me...
context: I've already used quite a bit without telling Kazuko.\But I kind of get fired up when I use this.\Besides, I'm going to get left behind by Kazuko at this rate.\Who are you?!\Pardon me. You are Miss Hiromi Matsuno, correct?\I'm a fan of yours.\And I really wanted to see where you worked.\Excuse me... response:	You can't be here.
context: But I kind of get fired up when I use this.\Besides, I'm going to get left behind by Kazuko at this rate.\Who are you?!\Pardon me. You are Miss Hiromi Matsuno, correct?\I'm a fan of yours.\And I really wanted to see where you worked.\Excuse me...\You can't be here. response:	DIVE
context: Besides, I'm going to get left behind by Kazuko at this rate.\Who are you?!\Pardon me. You are Miss Hiromi Matsuno, correct?\I'm a fan of yours.\And I really wanted to see where you worked.\Excuse me...\You can't be here.\DIVE response:	Now, I just need to lure those sailor warriors here.
context: Who are you?!\Pardon me. You are Miss Hiromi Matsuno, correct?\I'm a fan of yours.\And I really wanted to see where you worked.\Excuse me...\You can't be here.\DIVE\Now, I just need to lure those sailor warriors here. response:	Nephrite! You're up to something again, aren't you?!
context: Pardon me. You are Miss Hiromi Matsuno, correct?\I'm a fan of yours.\And I really wanted to see where you worked.\Excuse me...\You can't be here.\DIVE\Now, I just need to lure those sailor warriors here.\Nephrite! You're up to something again, aren't you?! response:	Sailor Mercury isn't going to let you have your way!
context: I'm a fan of yours.\And I really wanted to see where you worked.\Excuse me...\You can't be here.\DIVE\Now, I just need to lure those sailor warriors here.\Nephrite! You're up to something again, aren't you?!\Sailor Mercury isn't going to let you have your way! response:	Well, you've saved me the trouble.
context: And I really wanted to see where you worked.\Excuse me...\You can't be here.\DIVE\Now, I just need to lure those sailor warriors here.\Nephrite! You're up to something again, aren't you?!\Sailor Mercury isn't going to let you have your way!\Well, you've saved me the trouble. response:	I've prepared my best monsters just for you guys.
context: Excuse me...\You can't be here.\DIVE\Now, I just need to lure those sailor warriors here.\Nephrite! You're up to something again, aren't you?!\Sailor Mercury isn't going to let you have your way!\Well, you've saved me the trouble.\I've prepared my best monsters just for you guys. response:	Make sure to train yourself until the time comes to fight them!
context: You can't be here.\DIVE\Now, I just need to lure those sailor warriors here.\Nephrite! You're up to something again, aren't you?!\Sailor Mercury isn't going to let you have your way!\Well, you've saved me the trouble.\I've prepared my best monsters just for you guys.\Make sure to train yourself until the time comes to fight them! response:	What?!
context: DIVE\Now, I just need to lure those sailor warriors here.\Nephrite! You're up to something again, aren't you?!\Sailor Mercury isn't going to let you have your way!\Well, you've saved me the trouble.\I've prepared my best monsters just for you guys.\Make sure to train yourself until the time comes to fight them!\What?! response:	Shoot...
context: Now, I just need to lure those sailor warriors here.\Nephrite! You're up to something again, aren't you?!\Sailor Mercury isn't going to let you have your way!\Well, you've saved me the trouble.\I've prepared my best monsters just for you guys.\Make sure to train yourself until the time comes to fight them!\What?!\Shoot... response:	Hiromi!
context: Nephrite! You're up to something again, aren't you?!\Sailor Mercury isn't going to let you have your way!\Well, you've saved me the trouble.\I've prepared my best monsters just for you guys.\Make sure to train yourself until the time comes to fight them!\What?!\Shoot...\Hiromi! response:	I bought us dinner!
context: Sailor Mercury isn't going to let you have your way!\Well, you've saved me the trouble.\I've prepared my best monsters just for you guys.\Make sure to train yourself until the time comes to fight them!\What?!\Shoot...\Hiromi!\I bought us dinner! response:	Excuse me!
context: Well, you've saved me the trouble.\I've prepared my best monsters just for you guys.\Make sure to train yourself until the time comes to fight them!\What?!\Shoot...\Hiromi!\I bought us dinner!\Excuse me! response:	Yes?
context: I've prepared my best monsters just for you guys.\Make sure to train yourself until the time comes to fight them!\What?!\Shoot...\Hiromi!\I bought us dinner!\Excuse me!\Yes? response:	I found this.
context: Make sure to train yourself until the time comes to fight them!\What?!\Shoot...\Hiromi!\I bought us dinner!\Excuse me!\Yes?\I found this. response:	Thank you so much! This is very important to us.
context: What?!\Shoot...\Hiromi!\I bought us dinner!\Excuse me!\Yes?\I found this.\Thank you so much! This is very important to us. response:	Oh, Hiromi, you should thank her, too...
context: Shoot...\Hiromi!\I bought us dinner!\Excuse me!\Yes?\I found this.\Thank you so much! This is very important to us.\Oh, Hiromi, you should thank her, too... response:	Hiromi!
context: Hiromi!\I bought us dinner!\Excuse me!\Yes?\I found this.\Thank you so much! This is very important to us.\Oh, Hiromi, you should thank her, too...\Hiromi! response:	Oh, I'm sorry. She has a lot of work piled up, so she seems a bit dazed.
context: I bought us dinner!\Excuse me!\Yes?\I found this.\Thank you so much! This is very important to us.\Oh, Hiromi, you should thank her, too...\Hiromi!\Oh, I'm sorry. She has a lot of work piled up, so she seems a bit dazed. response:	That's all right.
context: Excuse me!\Yes?\I found this.\Thank you so much! This is very important to us.\Oh, Hiromi, you should thank her, too...\Hiromi!\Oh, I'm sorry. She has a lot of work piled up, so she seems a bit dazed.\That's all right. response:	Please come and see us again. That's all right.
context: Yes?\I found this.\Thank you so much! This is very important to us.\Oh, Hiromi, you should thank her, too...\Hiromi!\Oh, I'm sorry. She has a lot of work piled up, so she seems a bit dazed.\That's all right.\Please come and see us again. That's all right. response:	Please come and see us again.
context: I found this.\Thank you so much! This is very important to us.\Oh, Hiromi, you should thank her, too...\Hiromi!\Oh, I'm sorry. She has a lot of work piled up, so she seems a bit dazed.\That's all right.\Please come and see us again. That's all right.\Please come and see us again. response:	Of course, I'd love to!
context: Thank you so much! This is very important to us.\Oh, Hiromi, you should thank her, too...\Hiromi!\Oh, I'm sorry. She has a lot of work piled up, so she seems a bit dazed.\That's all right.\Please come and see us again. That's all right.\Please come and see us again.\Of course, I'd love to! response:	I can't believe Hiromi.
context: Oh, Hiromi, you should thank her, too...\Hiromi!\Oh, I'm sorry. She has a lot of work piled up, so she seems a bit dazed.\That's all right.\Please come and see us again. That's all right.\Please come and see us again.\Of course, I'd love to!\I can't believe Hiromi. response:	What in the world did Nephrite do in here? I can't believe Hiromi.
context: Hiromi!\Oh, I'm sorry. She has a lot of work piled up, so she seems a bit dazed.\That's all right.\Please come and see us again. That's all right.\Please come and see us again.\Of course, I'd love to!\I can't believe Hiromi.\What in the world did Nephrite do in here? I can't believe Hiromi. response:	What in the world did Nephrite do in here?
context: Oh, I'm sorry. She has a lot of work piled up, so she seems a bit dazed.\That's all right.\Please come and see us again. That's all right.\Please come and see us again.\Of course, I'd love to!\I can't believe Hiromi.\What in the world did Nephrite do in here? I can't believe Hiromi.\What in the world did Nephrite do in here? response:	I have to find out, no matter what!
context: That's all right.\Please come and see us again. That's all right.\Please come and see us again.\Of course, I'd love to!\I can't believe Hiromi.\What in the world did Nephrite do in here? I can't believe Hiromi.\What in the world did Nephrite do in here?\I have to find out, no matter what! response:	That isn't like you, Ami.
context: Please come and see us again. That's all right.\Please come and see us again.\Of course, I'd love to!\I can't believe Hiromi.\What in the world did Nephrite do in here? I can't believe Hiromi.\What in the world did Nephrite do in here?\I have to find out, no matter what!\That isn't like you, Ami. response:	Trying to take on Nephrite by yourself!
context: Please come and see us again.\Of course, I'd love to!\I can't believe Hiromi.\What in the world did Nephrite do in here? I can't believe Hiromi.\What in the world did Nephrite do in here?\I have to find out, no matter what!\That isn't like you, Ami.\Trying to take on Nephrite by yourself! response:	I'm sorry.
context: Of course, I'd love to!\I can't believe Hiromi.\What in the world did Nephrite do in here? I can't believe Hiromi.\What in the world did Nephrite do in here?\I have to find out, no matter what!\That isn't like you, Ami.\Trying to take on Nephrite by yourself!\I'm sorry. response:	That's right! I would've come right away, if you'd just called me!
context: I can't believe Hiromi.\What in the world did Nephrite do in here? I can't believe Hiromi.\What in the world did Nephrite do in here?\I have to find out, no matter what!\That isn't like you, Ami.\Trying to take on Nephrite by yourself!\I'm sorry.\That's right! I would've come right away, if you'd just called me! response:	I never expected to hear that coming from you, Usagi.
context: What in the world did Nephrite do in here? I can't believe Hiromi.\What in the world did Nephrite do in here?\I have to find out, no matter what!\That isn't like you, Ami.\Trying to take on Nephrite by yourself!\I'm sorry.\That's right! I would've come right away, if you'd just called me!\I never expected to hear that coming from you, Usagi. response:	Well, it's the place where they're producing the Sailor V anime, right?!
context: What in the world did Nephrite do in here?\I have to find out, no matter what!\That isn't like you, Ami.\Trying to take on Nephrite by yourself!\I'm sorry.\That's right! I would've come right away, if you'd just called me!\I never expected to hear that coming from you, Usagi.\Well, it's the place where they're producing the Sailor V anime, right?! response:	If I got lucky, I might've gotten a cel from them!
context: I have to find out, no matter what!\That isn't like you, Ami.\Trying to take on Nephrite by yourself!\I'm sorry.\That's right! I would've come right away, if you'd just called me!\I never expected to hear that coming from you, Usagi.\Well, it's the place where they're producing the Sailor V anime, right?!\If I got lucky, I might've gotten a cel from them! response:	She is such a groupie.
context: That isn't like you, Ami.\Trying to take on Nephrite by yourself!\I'm sorry.\That's right! I would've come right away, if you'd just called me!\I never expected to hear that coming from you, Usagi.\Well, it's the place where they're producing the Sailor V anime, right?!\If I got lucky, I might've gotten a cel from them!\She is such a groupie. response:	Okay. Then let's all go to Studio Dive after school.
context: Trying to take on Nephrite by yourself!\I'm sorry.\That's right! I would've come right away, if you'd just called me!\I never expected to hear that coming from you, Usagi.\Well, it's the place where they're producing the Sailor V anime, right?!\If I got lucky, I might've gotten a cel from them!\She is such a groupie.\Okay. Then let's all go to Studio Dive after school. response:	After all, we have to find out why Nephrite was there.
context: I'm sorry.\That's right! I would've come right away, if you'd just called me!\I never expected to hear that coming from you, Usagi.\Well, it's the place where they're producing the Sailor V anime, right?!\If I got lucky, I might've gotten a cel from them!\She is such a groupie.\Okay. Then let's all go to Studio Dive after school.\After all, we have to find out why Nephrite was there. response:	Yes! Of course!
context: That's right! I would've come right away, if you'd just called me!\I never expected to hear that coming from you, Usagi.\Well, it's the place where they're producing the Sailor V anime, right?!\If I got lucky, I might've gotten a cel from them!\She is such a groupie.\Okay. Then let's all go to Studio Dive after school.\After all, we have to find out why Nephrite was there.\Yes! Of course! response:	We can't just ignore it, since Nephrite showed up there!
context: I never expected to hear that coming from you, Usagi.\Well, it's the place where they're producing the Sailor V anime, right?!\If I got lucky, I might've gotten a cel from them!\She is such a groupie.\Okay. Then let's all go to Studio Dive after school.\After all, we have to find out why Nephrite was there.\Yes! Of course!\We can't just ignore it, since Nephrite showed up there! response:	Finished
context: Well, it's the place where they're producing the Sailor V anime, right?!\If I got lucky, I might've gotten a cel from them!\She is such a groupie.\Okay. Then let's all go to Studio Dive after school.\After all, we have to find out why Nephrite was there.\Yes! Of course!\We can't just ignore it, since Nephrite showed up there!\Finished response:	Finished Hiromi, did you draw all those in just one night?
context: If I got lucky, I might've gotten a cel from them!\She is such a groupie.\Okay. Then let's all go to Studio Dive after school.\After all, we have to find out why Nephrite was there.\Yes! Of course!\We can't just ignore it, since Nephrite showed up there!\Finished\Finished Hiromi, did you draw all those in just one night? response:	Hiromi, did you draw all those in just one night?
context: She is such a groupie.\Okay. Then let's all go to Studio Dive after school.\After all, we have to find out why Nephrite was there.\Yes! Of course!\We can't just ignore it, since Nephrite showed up there!\Finished\Finished Hiromi, did you draw all those in just one night?\Hiromi, did you draw all those in just one night? response:	This is nothing.
context: Okay. Then let's all go to Studio Dive after school.\After all, we have to find out why Nephrite was there.\Yes! Of course!\We can't just ignore it, since Nephrite showed up there!\Finished\Finished Hiromi, did you draw all those in just one night?\Hiromi, did you draw all those in just one night?\This is nothing. response:	Kazuko.
context: After all, we have to find out why Nephrite was there.\Yes! Of course!\We can't just ignore it, since Nephrite showed up there!\Finished\Finished Hiromi, did you draw all those in just one night?\Hiromi, did you draw all those in just one night?\This is nothing.\Kazuko. response:	I'll be using this room by myself today.
context: Yes! Of course!\We can't just ignore it, since Nephrite showed up there!\Finished\Finished Hiromi, did you draw all those in just one night?\Hiromi, did you draw all those in just one night?\This is nothing.\Kazuko.\I'll be using this room by myself today. response:	That's fine, but...
context: We can't just ignore it, since Nephrite showed up there!\Finished\Finished Hiromi, did you draw all those in just one night?\Hiromi, did you draw all those in just one night?\This is nothing.\Kazuko.\I'll be using this room by myself today.\That's fine, but... response:	Hiromi...
context: Finished\Finished Hiromi, did you draw all those in just one night?\Hiromi, did you draw all those in just one night?\This is nothing.\Kazuko.\I'll be using this room by myself today.\That's fine, but...\Hiromi... response:	Sailor V Opening Soon Hiromi...
context: Finished Hiromi, did you draw all those in just one night?\Hiromi, did you draw all those in just one night?\This is nothing.\Kazuko.\I'll be using this room by myself today.\That's fine, but...\Hiromi...\Sailor V Opening Soon Hiromi... response:	Sailor V Opening Soon
context: Hiromi, did you draw all those in just one night?\This is nothing.\Kazuko.\I'll be using this room by myself today.\That's fine, but...\Hiromi...\Sailor V Opening Soon Hiromi...\Sailor V Opening Soon response:	Kazuko will never be better than me again,
context: This is nothing.\Kazuko.\I'll be using this room by myself today.\That's fine, but...\Hiromi...\Sailor V Opening Soon Hiromi...\Sailor V Opening Soon\Kazuko will never be better than me again, response:	as long as I have this pencil.
context: Kazuko.\I'll be using this room by myself today.\That's fine, but...\Hiromi...\Sailor V Opening Soon Hiromi...\Sailor V Opening Soon\Kazuko will never be better than me again,\as long as I have this pencil. response:	An anime studio?
context: I'll be using this room by myself today.\That's fine, but...\Hiromi...\Sailor V Opening Soon Hiromi...\Sailor V Opening Soon\Kazuko will never be better than me again,\as long as I have this pencil.\An anime studio? response:	Anime is for kids, right? I have no interest in going there.
context: That's fine, but...\Hiromi...\Sailor V Opening Soon Hiromi...\Sailor V Opening Soon\Kazuko will never be better than me again,\as long as I have this pencil.\An anime studio?\Anime is for kids, right? I have no interest in going there. response:	Then, you're not going?
context: Hiromi...\Sailor V Opening Soon Hiromi...\Sailor V Opening Soon\Kazuko will never be better than me again,\as long as I have this pencil.\An anime studio?\Anime is for kids, right? I have no interest in going there.\Then, you're not going? response:	Oh, no! It's so late already.
context: Sailor V Opening Soon Hiromi...\Sailor V Opening Soon\Kazuko will never be better than me again,\as long as I have this pencil.\An anime studio?\Anime is for kids, right? I have no interest in going there.\Then, you're not going?\Oh, no! It's so late already. response:	Honestly!
context: Sailor V Opening Soon\Kazuko will never be better than me again,\as long as I have this pencil.\An anime studio?\Anime is for kids, right? I have no interest in going there.\Then, you're not going?\Oh, no! It's so late already.\Honestly! response:	I'm sorry.
context: Kazuko will never be better than me again,\as long as I have this pencil.\An anime studio?\Anime is for kids, right? I have no interest in going there.\Then, you're not going?\Oh, no! It's so late already.\Honestly!\I'm sorry. response:	Well, it can't be helped.
context: as long as I have this pencil.\An anime studio?\Anime is for kids, right? I have no interest in going there.\Then, you're not going?\Oh, no! It's so late already.\Honestly!\I'm sorry.\Well, it can't be helped. response:	Juban Municipal Junior High School Well, it can't be helped.
context: An anime studio?\Anime is for kids, right? I have no interest in going there.\Then, you're not going?\Oh, no! It's so late already.\Honestly!\I'm sorry.\Well, it can't be helped.\Juban Municipal Junior High School Well, it can't be helped. response:	Juban Municipal Junior High School You're late!
context: Anime is for kids, right? I have no interest in going there.\Then, you're not going?\Oh, no! It's so late already.\Honestly!\I'm sorry.\Well, it can't be helped.\Juban Municipal Junior High School Well, it can't be helped.\Juban Municipal Junior High School You're late! response:	You're late!
context: Then, you're not going?\Oh, no! It's so late already.\Honestly!\I'm sorry.\Well, it can't be helped.\Juban Municipal Junior High School Well, it can't be helped.\Juban Municipal Junior High School You're late!\You're late! response:	Kinchu!!
context: Oh, no! It's so late already.\Honestly!\I'm sorry.\Well, it can't be helped.\Juban Municipal Junior High School Well, it can't be helped.\Juban Municipal Junior High School You're late!\You're late!\Kinchu!! response:	Rei!
context: Honestly!\I'm sorry.\Well, it can't be helped.\Juban Municipal Junior High School Well, it can't be helped.\Juban Municipal Junior High School You're late!\You're late!\Kinchu!!\Rei! response:	What have you been doing all this time?!
context: I'm sorry.\Well, it can't be helped.\Juban Municipal Junior High School Well, it can't be helped.\Juban Municipal Junior High School You're late!\You're late!\Kinchu!!\Rei!\What have you been doing all this time?! response:	Someone was kept behind to do some studying.
context: Well, it can't be helped.\Juban Municipal Junior High School Well, it can't be helped.\Juban Municipal Junior High School You're late!\You're late!\Kinchu!!\Rei!\What have you been doing all this time?!\Someone was kept behind to do some studying. response:	But earlier, you said you weren't interested...
context: Juban Municipal Junior High School Well, it can't be helped.\Juban Municipal Junior High School You're late!\You're late!\Kinchu!!\Rei!\What have you been doing all this time?!\Someone was kept behind to do some studying.\But earlier, you said you weren't interested... response:	Well, we can't just ignore it if Nephrite showed up there, right?!
context: Juban Municipal Junior High School You're late!\You're late!\Kinchu!!\Rei!\What have you been doing all this time?!\Someone was kept behind to do some studying.\But earlier, you said you weren't interested...\Well, we can't just ignore it if Nephrite showed up there, right?! response:	That line sounds familiar.
context: You're late!\Kinchu!!\Rei!\What have you been doing all this time?!\Someone was kept behind to do some studying.\But earlier, you said you weren't interested...\Well, we can't just ignore it if Nephrite showed up there, right?!\That line sounds familiar. response:	Anyway, let's hurry!
context: Kinchu!!\Rei!\What have you been doing all this time?!\Someone was kept behind to do some studying.\But earlier, you said you weren't interested...\Well, we can't just ignore it if Nephrite showed up there, right?!\That line sounds familiar.\Anyway, let's hurry! response:	What are you going to do with so many sheets of velum?
context: Rei!\What have you been doing all this time?!\Someone was kept behind to do some studying.\But earlier, you said you weren't interested...\Well, we can't just ignore it if Nephrite showed up there, right?!\That line sounds familiar.\Anyway, let's hurry!\What are you going to do with so many sheets of velum? response:	Juban Municipal Junior High School
context: What have you been doing all this time?!\Someone was kept behind to do some studying.\But earlier, you said you weren't interested...\Well, we can't just ignore it if Nephrite showed up there, right?!\That line sounds familiar.\Anyway, let's hurry!\What are you going to do with so many sheets of velum?\Juban Municipal Junior High School response:	Juban Municipal Junior High School Oh, no, my friends asked me to get autographs...
context: Someone was kept behind to do some studying.\But earlier, you said you weren't interested...\Well, we can't just ignore it if Nephrite showed up there, right?!\That line sounds familiar.\Anyway, let's hurry!\What are you going to do with so many sheets of velum?\Juban Municipal Junior High School\Juban Municipal Junior High School Oh, no, my friends asked me to get autographs... response:	Juban Municipal Junior High School You're a liar! You want to get those autographs for yourself, don't you?!
context: But earlier, you said you weren't interested...\Well, we can't just ignore it if Nephrite showed up there, right?!\That line sounds familiar.\Anyway, let's hurry!\What are you going to do with so many sheets of velum?\Juban Municipal Junior High School\Juban Municipal Junior High School Oh, no, my friends asked me to get autographs...\Juban Municipal Junior High School You're a liar! You want to get those autographs for yourself, don't you?! response:	You're a liar! You want to get those autographs for yourself, don't you?!
context: Well, we can't just ignore it if Nephrite showed up there, right?!\That line sounds familiar.\Anyway, let's hurry!\What are you going to do with so many sheets of velum?\Juban Municipal Junior High School\Juban Municipal Junior High School Oh, no, my friends asked me to get autographs...\Juban Municipal Junior High School You're a liar! You want to get those autographs for yourself, don't you?!\You're a liar! You want to get those autographs for yourself, don't you?! response:	Rei, we're going to be in the 9th grade next year.
context: That line sounds familiar.\Anyway, let's hurry!\What are you going to do with so many sheets of velum?\Juban Municipal Junior High School\Juban Municipal Junior High School Oh, no, my friends asked me to get autographs...\Juban Municipal Junior High School You're a liar! You want to get those autographs for yourself, don't you?!\You're a liar! You want to get those autographs for yourself, don't you?!\Rei, we're going to be in the 9th grade next year. response:	So?
context: Anyway, let's hurry!\What are you going to do with so many sheets of velum?\Juban Municipal Junior High School\Juban Municipal Junior High School Oh, no, my friends asked me to get autographs...\Juban Municipal Junior High School You're a liar! You want to get those autographs for yourself, don't you?!\You're a liar! You want to get those autographs for yourself, don't you?!\Rei, we're going to be in the 9th grade next year.\So? response:	Nothing, that's all I wanted to say.
context: What are you going to do with so many sheets of velum?\Juban Municipal Junior High School\Juban Municipal Junior High School Oh, no, my friends asked me to get autographs...\Juban Municipal Junior High School You're a liar! You want to get those autographs for yourself, don't you?!\You're a liar! You want to get those autographs for yourself, don't you?!\Rei, we're going to be in the 9th grade next year.\So?\Nothing, that's all I wanted to say. response:	Is she trying to pick a fight with me?
context: Juban Municipal Junior High School\Juban Municipal Junior High School Oh, no, my friends asked me to get autographs...\Juban Municipal Junior High School You're a liar! You want to get those autographs for yourself, don't you?!\You're a liar! You want to get those autographs for yourself, don't you?!\Rei, we're going to be in the 9th grade next year.\So?\Nothing, that's all I wanted to say.\Is she trying to pick a fight with me? response:	My! You seem quite composed.
context: Juban Municipal Junior High School Oh, no, my friends asked me to get autographs...\Juban Municipal Junior High School You're a liar! You want to get those autographs for yourself, don't you?!\You're a liar! You want to get those autographs for yourself, don't you?!\Rei, we're going to be in the 9th grade next year.\So?\Nothing, that's all I wanted to say.\Is she trying to pick a fight with me?\My! You seem quite composed. response:	You again.
context: Juban Municipal Junior High School You're a liar! You want to get those autographs for yourself, don't you?!\You're a liar! You want to get those autographs for yourself, don't you?!\Rei, we're going to be in the 9th grade next year.\So?\Nothing, that's all I wanted to say.\Is she trying to pick a fight with me?\My! You seem quite composed.\You again. response:	I wonder, is your plan going well this time?
context: You're a liar! You want to get those autographs for yourself, don't you?!\Rei, we're going to be in the 9th grade next year.\So?\Nothing, that's all I wanted to say.\Is she trying to pick a fight with me?\My! You seem quite composed.\You again.\I wonder, is your plan going well this time? response:	Everything is proceeding nicely.
context: Rei, we're going to be in the 9th grade next year.\So?\Nothing, that's all I wanted to say.\Is she trying to pick a fight with me?\My! You seem quite composed.\You again.\I wonder, is your plan going well this time?\Everything is proceeding nicely. response:	Really? You seem extremely confident.
context: So?\Nothing, that's all I wanted to say.\Is she trying to pick a fight with me?\My! You seem quite composed.\You again.\I wonder, is your plan going well this time?\Everything is proceeding nicely.\Really? You seem extremely confident. response:	I shall see how well you do.
context: Nothing, that's all I wanted to say.\Is she trying to pick a fight with me?\My! You seem quite composed.\You again.\I wonder, is your plan going well this time?\Everything is proceeding nicely.\Really? You seem extremely confident.\I shall see how well you do. response:	Wow! She's so cool!
context: Is she trying to pick a fight with me?\My! You seem quite composed.\You again.\I wonder, is your plan going well this time?\Everything is proceeding nicely.\Really? You seem extremely confident.\I shall see how well you do.\Wow! She's so cool! response:	So, this is Sailor V!
context: My! You seem quite composed.\You again.\I wonder, is your plan going well this time?\Everything is proceeding nicely.\Really? You seem extremely confident.\I shall see how well you do.\Wow! She's so cool!\So, this is Sailor V! response:	I'm sorry for really taking you up on your offer to visit. So, this is Sailor V!
context: You again.\I wonder, is your plan going well this time?\Everything is proceeding nicely.\Really? You seem extremely confident.\I shall see how well you do.\Wow! She's so cool!\So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit. So, this is Sailor V! response:	I'm sorry for really taking you up on your offer to visit.
context: I wonder, is your plan going well this time?\Everything is proceeding nicely.\Really? You seem extremely confident.\I shall see how well you do.\Wow! She's so cool!\So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit. So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit. response:	I'm sorry for really taking you up on your offer to visit. Hey, don't you think Sailor V looks like me?
context: Everything is proceeding nicely.\Really? You seem extremely confident.\I shall see how well you do.\Wow! She's so cool!\So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit. So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit.\I'm sorry for really taking you up on your offer to visit. Hey, don't you think Sailor V looks like me? response:	It's okay, please make yourself at home. Hey, don't you think Sailor V looks like me?
context: Really? You seem extremely confident.\I shall see how well you do.\Wow! She's so cool!\So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit. So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit.\I'm sorry for really taking you up on your offer to visit. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. Hey, don't you think Sailor V looks like me? response:	It's okay, please make yourself at home. What?! Something must be wrong with your eyes!
context: I shall see how well you do.\Wow! She's so cool!\So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit. So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit.\I'm sorry for really taking you up on your offer to visit. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. What?! Something must be wrong with your eyes! response:	There's something I'd like to ask you. What?! Something must be wrong with your eyes!
context: Wow! She's so cool!\So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit. So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit.\I'm sorry for really taking you up on your offer to visit. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What?! Something must be wrong with your eyes! response:	There's something I'd like to ask you. What did you say?! Take a good look at these legs!
context: So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit. So, this is Sailor V!\I'm sorry for really taking you up on your offer to visit.\I'm sorry for really taking you up on your offer to visit. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. Hey, don't you think Sailor V looks like me?\It's okay, please make yourself at home. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What?! Something must be wrong with your eyes!\There's something I'd like to ask you. What did you say?! Take a good look at these legs! response:	Go right ahead, ask me anything. What did you say?! Take a good look at these legs!
