context: Haikyu!! response:	Episode 25: The Third Day
context: What's up?\I'm sure\they're pretty bummed.\I canceled our morning and after-school practices today,\considering everything that happened yesterday.\Aoba Johsai was strong, weren't they?\They were strong...\Ridiculously strong. response:	This time, we were able to play a good game against them,
context: I'm sure\they're pretty bummed.\I canceled our morning and after-school practices today,\considering everything that happened yesterday.\Aoba Johsai was strong, weren't they?\They were strong...\Ridiculously strong.\This time, we were able to play a good game against them, response:	but the next time we play against them, I don't know
context: they're pretty bummed.\I canceled our morning and after-school practices today,\considering everything that happened yesterday.\Aoba Johsai was strong, weren't they?\They were strong...\Ridiculously strong.\This time, we were able to play a good game against them,\but the next time we play against them, I don't know response:	if we'll be able to have the same level of enthusiasm.
context: I canceled our morning and after-school practices today,\considering everything that happened yesterday.\Aoba Johsai was strong, weren't they?\They were strong...\Ridiculously strong.\This time, we were able to play a good game against them,\but the next time we play against them, I don't know\if we'll be able to have the same level of enthusiasm. response:	But Seijoh will probably come at us with the same level of power.
context: considering everything that happened yesterday.\Aoba Johsai was strong, weren't they?\They were strong...\Ridiculously strong.\This time, we were able to play a good game against them,\but the next time we play against them, I don't know\if we'll be able to have the same level of enthusiasm.\But Seijoh will probably come at us with the same level of power. response:	Did you see them during their time-outs?
context: Aoba Johsai was strong, weren't they?\They were strong...\Ridiculously strong.\This time, we were able to play a good game against them,\but the next time we play against them, I don't know\if we'll be able to have the same level of enthusiasm.\But Seijoh will probably come at us with the same level of power.\Did you see them during their time-outs? response:	Yeah...
context: They were strong...\Ridiculously strong.\This time, we were able to play a good game against them,\but the next time we play against them, I don't know\if we'll be able to have the same level of enthusiasm.\But Seijoh will probably come at us with the same level of power.\Did you see them during their time-outs?\Yeah... response:	The meetings were just the team's members.
context: Ridiculously strong.\This time, we were able to play a good game against them,\but the next time we play against them, I don't know\if we'll be able to have the same level of enthusiasm.\But Seijoh will probably come at us with the same level of power.\Did you see them during their time-outs?\Yeah...\The meetings were just the team's members. response:	I'm sure the coaches have their backs,
context: This time, we were able to play a good game against them,\but the next time we play against them, I don't know\if we'll be able to have the same level of enthusiasm.\But Seijoh will probably come at us with the same level of power.\Did you see them during their time-outs?\Yeah...\The meetings were just the team's members.\I'm sure the coaches have their backs, response:	and they're giving them advice, but...
context: but the next time we play against them, I don't know\if we'll be able to have the same level of enthusiasm.\But Seijoh will probably come at us with the same level of power.\Did you see them during their time-outs?\Yeah...\The meetings were just the team's members.\I'm sure the coaches have their backs,\and they're giving them advice, but... response:	The players are constantly thinking and
context: if we'll be able to have the same level of enthusiasm.\But Seijoh will probably come at us with the same level of power.\Did you see them during their time-outs?\Yeah...\The meetings were just the team's members.\I'm sure the coaches have their backs,\and they're giving them advice, but...\The players are constantly thinking and response:	figuring out what to do during the game.
context: But Seijoh will probably come at us with the same level of power.\Did you see them during their time-outs?\Yeah...\The meetings were just the team's members.\I'm sure the coaches have their backs,\and they're giving them advice, but...\The players are constantly thinking and\figuring out what to do during the game. response:	No matter what we throw at them,
context: Did you see them during their time-outs?\Yeah...\The meetings were just the team's members.\I'm sure the coaches have their backs,\and they're giving them advice, but...\The players are constantly thinking and\figuring out what to do during the game.\No matter what we throw at them, response:	they quickly figure out how to counter it.
context: Yeah...\The meetings were just the team's members.\I'm sure the coaches have their backs,\and they're giving them advice, but...\The players are constantly thinking and\figuring out what to do during the game.\No matter what we throw at them,\they quickly figure out how to counter it. response:	And they won't break easily...
context: The meetings were just the team's members.\I'm sure the coaches have their backs,\and they're giving them advice, but...\The players are constantly thinking and\figuring out what to do during the game.\No matter what we throw at them,\they quickly figure out how to counter it.\And they won't break easily... response:	That's gotta be stressful.
context: I'm sure the coaches have their backs,\and they're giving them advice, but...\The players are constantly thinking and\figuring out what to do during the game.\No matter what we throw at them,\they quickly figure out how to counter it.\And they won't break easily...\That's gotta be stressful. response:	But...
context: and they're giving them advice, but...\The players are constantly thinking and\figuring out what to do during the game.\No matter what we throw at them,\they quickly figure out how to counter it.\And they won't break easily...\That's gotta be stressful.\But... response:	Even in the face of Seijoh's power, they still managed
context: The players are constantly thinking and\figuring out what to do during the game.\No matter what we throw at them,\they quickly figure out how to counter it.\And they won't break easily...\That's gotta be stressful.\But...\Even in the face of Seijoh's power, they still managed response:	to steal away points by force.
context: figuring out what to do during the game.\No matter what we throw at them,\they quickly figure out how to counter it.\And they won't break easily...\That's gotta be stressful.\But...\Even in the face of Seijoh's power, they still managed\to steal away points by force. response:	That must be what Shiratorizawa's like.
context: No matter what we throw at them,\they quickly figure out how to counter it.\And they won't break easily...\That's gotta be stressful.\But...\Even in the face of Seijoh's power, they still managed\to steal away points by force.\That must be what Shiratorizawa's like. response:	All of our practices, experience, and strategies are being broken by force.
context: they quickly figure out how to counter it.\And they won't break easily...\That's gotta be stressful.\But...\Even in the face of Seijoh's power, they still managed\to steal away points by force.\That must be what Shiratorizawa's like.\All of our practices, experience, and strategies are being broken by force. response:	Well, I guess the actual path to victory doesn't really matter.
context: And they won't break easily...\That's gotta be stressful.\But...\Even in the face of Seijoh's power, they still managed\to steal away points by force.\That must be what Shiratorizawa's like.\All of our practices, experience, and strategies are being broken by force.\Well, I guess the actual path to victory doesn't really matter. response:	The one that lets the ball fall on the court loses.
context: That's gotta be stressful.\But...\Even in the face of Seijoh's power, they still managed\to steal away points by force.\That must be what Shiratorizawa's like.\All of our practices, experience, and strategies are being broken by force.\Well, I guess the actual path to victory doesn't really matter.\The one that lets the ball fall on the court loses. response:	That's everything.
context: But...\Even in the face of Seijoh's power, they still managed\to steal away points by force.\That must be what Shiratorizawa's like.\All of our practices, experience, and strategies are being broken by force.\Well, I guess the actual path to victory doesn't really matter.\The one that lets the ball fall on the court loses.\That's everything. response:	If you guys try too hard and end up hurting yourselves
context: Even in the face of Seijoh's power, they still managed\to steal away points by force.\That must be what Shiratorizawa's like.\All of our practices, experience, and strategies are being broken by force.\Well, I guess the actual path to victory doesn't really matter.\The one that lets the ball fall on the court loses.\That's everything.\If you guys try too hard and end up hurting yourselves response:	badly enough to affect your futures, but still want to play,
context: to steal away points by force.\That must be what Shiratorizawa's like.\All of our practices, experience, and strategies are being broken by force.\Well, I guess the actual path to victory doesn't really matter.\The one that lets the ball fall on the court loses.\That's everything.\If you guys try too hard and end up hurting yourselves\badly enough to affect your futures, but still want to play, response:	we will probably stop you.
context: That must be what Shiratorizawa's like.\All of our practices, experience, and strategies are being broken by force.\Well, I guess the actual path to victory doesn't really matter.\The one that lets the ball fall on the court loses.\That's everything.\If you guys try too hard and end up hurting yourselves\badly enough to affect your futures, but still want to play,\we will probably stop you. response:	There are times where it's not best to act based
context: All of our practices, experience, and strategies are being broken by force.\Well, I guess the actual path to victory doesn't really matter.\The one that lets the ball fall on the court loses.\That's everything.\If you guys try too hard and end up hurting yourselves\badly enough to affect your futures, but still want to play,\we will probably stop you.\There are times where it's not best to act based response:	on how you're feeling.
context: Well, I guess the actual path to victory doesn't really matter.\The one that lets the ball fall on the court loses.\That's everything.\If you guys try too hard and end up hurting yourselves\badly enough to affect your futures, but still want to play,\we will probably stop you.\There are times where it's not best to act based\on how you're feeling. response:	However, if you're able to keep challenging yourselves, there are choices.
context: The one that lets the ball fall on the court loses.\That's everything.\If you guys try too hard and end up hurting yourselves\badly enough to affect your futures, but still want to play,\we will probably stop you.\There are times where it's not best to act based\on how you're feeling.\However, if you're able to keep challenging yourselves, there are choices. response:	That's what I think.
context: That's everything.\If you guys try too hard and end up hurting yourselves\badly enough to affect your futures, but still want to play,\we will probably stop you.\There are times where it's not best to act based\on how you're feeling.\However, if you're able to keep challenging yourselves, there are choices.\That's what I think. response:	Of course, I'm not saying that scoring poorly on an exam is nothing.
context: If you guys try too hard and end up hurting yourselves\badly enough to affect your futures, but still want to play,\we will probably stop you.\There are times where it's not best to act based\on how you're feeling.\However, if you're able to keep challenging yourselves, there are choices.\That's what I think.\Of course, I'm not saying that scoring poorly on an exam is nothing. response:	To overcome difficulties, you need effort, endurance, and sacrifices.
context: badly enough to affect your futures, but still want to play,\we will probably stop you.\There are times where it's not best to act based\on how you're feeling.\However, if you're able to keep challenging yourselves, there are choices.\That's what I think.\Of course, I'm not saying that scoring poorly on an exam is nothing.\To overcome difficulties, you need effort, endurance, and sacrifices. response:	The hours you're putting into the club
context: we will probably stop you.\There are times where it's not best to act based\on how you're feeling.\However, if you're able to keep challenging yourselves, there are choices.\That's what I think.\Of course, I'm not saying that scoring poorly on an exam is nothing.\To overcome difficulties, you need effort, endurance, and sacrifices.\The hours you're putting into the club response:	are hours others are putting into studying and securing their futures,
context: There are times where it's not best to act based\on how you're feeling.\However, if you're able to keep challenging yourselves, there are choices.\That's what I think.\Of course, I'm not saying that scoring poorly on an exam is nothing.\To overcome difficulties, you need effort, endurance, and sacrifices.\The hours you're putting into the club\are hours others are putting into studying and securing their futures, response:	which will give them an obvious lead over you.
context: on how you're feeling.\However, if you're able to keep challenging yourselves, there are choices.\That's what I think.\Of course, I'm not saying that scoring poorly on an exam is nothing.\To overcome difficulties, you need effort, endurance, and sacrifices.\The hours you're putting into the club\are hours others are putting into studying and securing their futures,\which will give them an obvious lead over you. response:	You all might end up regretting that.
context: However, if you're able to keep challenging yourselves, there are choices.\That's what I think.\Of course, I'm not saying that scoring poorly on an exam is nothing.\To overcome difficulties, you need effort, endurance, and sacrifices.\The hours you're putting into the club\are hours others are putting into studying and securing their futures,\which will give them an obvious lead over you.\You all might end up regretting that. response:	Please choose wisely.
context: That's what I think.\Of course, I'm not saying that scoring poorly on an exam is nothing.\To overcome difficulties, you need effort, endurance, and sacrifices.\The hours you're putting into the club\are hours others are putting into studying and securing their futures,\which will give them an obvious lead over you.\You all might end up regretting that.\Please choose wisely. response:	Choose the path that you will not regret in five, or even ten, years.
context: Of course, I'm not saying that scoring poorly on an exam is nothing.\To overcome difficulties, you need effort, endurance, and sacrifices.\The hours you're putting into the club\are hours others are putting into studying and securing their futures,\which will give them an obvious lead over you.\You all might end up regretting that.\Please choose wisely.\Choose the path that you will not regret in five, or even ten, years. response:	Your back's too high.
context: To overcome difficulties, you need effort, endurance, and sacrifices.\The hours you're putting into the club\are hours others are putting into studying and securing their futures,\which will give them an obvious lead over you.\You all might end up regretting that.\Please choose wisely.\Choose the path that you will not regret in five, or even ten, years.\Your back's too high. response:	Yeah...
context: The hours you're putting into the club\are hours others are putting into studying and securing their futures,\which will give them an obvious lead over you.\You all might end up regretting that.\Please choose wisely.\Choose the path that you will not regret in five, or even ten, years.\Your back's too high.\Yeah... response:	The finals should be wrapping up, shouldn't they?
context: are hours others are putting into studying and securing their futures,\which will give them an obvious lead over you.\You all might end up regretting that.\Please choose wisely.\Choose the path that you will not regret in five, or even ten, years.\Your back's too high.\Yeah...\The finals should be wrapping up, shouldn't they? response:	Yeah.
context: which will give them an obvious lead over you.\You all might end up regretting that.\Please choose wisely.\Choose the path that you will not regret in five, or even ten, years.\Your back's too high.\Yeah...\The finals should be wrapping up, shouldn't they?\Yeah. response:	The ones who win are going on to the nationals...
context: You all might end up regretting that.\Please choose wisely.\Choose the path that you will not regret in five, or even ten, years.\Your back's too high.\Yeah...\The finals should be wrapping up, shouldn't they?\Yeah.\The ones who win are going on to the nationals... response:	They're gonna play a lot of games.
context: Please choose wisely.\Choose the path that you will not regret in five, or even ten, years.\Your back's too high.\Yeah...\The finals should be wrapping up, shouldn't they?\Yeah.\The ones who win are going on to the nationals...\They're gonna play a lot of games. response:	Yeah...
context: Choose the path that you will not regret in five, or even ten, years.\Your back's too high.\Yeah...\The finals should be wrapping up, shouldn't they?\Yeah.\The ones who win are going on to the nationals...\They're gonna play a lot of games.\Yeah... response:	Damn... it!
context: Your back's too high.\Yeah...\The finals should be wrapping up, shouldn't they?\Yeah.\The ones who win are going on to the nationals...\They're gonna play a lot of games.\Yeah...\Damn... it! response:	Damn it...
context: Yeah...\The finals should be wrapping up, shouldn't they?\Yeah.\The ones who win are going on to the nationals...\They're gonna play a lot of games.\Yeah...\Damn... it!\Damn it... response:	Damn it all!
context: The finals should be wrapping up, shouldn't they?\Yeah.\The ones who win are going on to the nationals...\They're gonna play a lot of games.\Yeah...\Damn... it!\Damn it...\Damn it all! response:	I wanna win!
context: Yeah.\The ones who win are going on to the nationals...\They're gonna play a lot of games.\Yeah...\Damn... it!\Damn it...\Damn it all!\I wanna win! response:	I won't apologize anymore.
context: The ones who win are going on to the nationals...\They're gonna play a lot of games.\Yeah...\Damn... it!\Damn it...\Damn it all!\I wanna win!\I won't apologize anymore. response:	I won't throw any more tosses that I have
context: They're gonna play a lot of games.\Yeah...\Damn... it!\Damn it...\Damn it all!\I wanna win!\I won't apologize anymore.\I won't throw any more tosses that I have response:	to apologize for.
context: Yeah...\Damn... it!\Damn it...\Damn it all!\I wanna win!\I won't apologize anymore.\I won't throw any more tosses that I have\to apologize for. response:	The only ones who'll remain on the court...
context: Damn... it!\Damn it...\Damn it all!\I wanna win!\I won't apologize anymore.\I won't throw any more tosses that I have\to apologize for.\The only ones who'll remain on the court... response:	There's no time.
context: Damn it...\Damn it all!\I wanna win!\I won't apologize anymore.\I won't throw any more tosses that I have\to apologize for.\The only ones who'll remain on the court...\There's no time. response:	There's no time to stop.
context: Damn it all!\I wanna win!\I won't apologize anymore.\I won't throw any more tosses that I have\to apologize for.\The only ones who'll remain on the court...\There's no time.\There's no time to stop. response:	But you need to eat your lunch.
context: I wanna win!\I won't apologize anymore.\I won't throw any more tosses that I have\to apologize for.\The only ones who'll remain on the court...\There's no time.\There's no time to stop.\But you need to eat your lunch. response:	K Sa
context: I won't apologize anymore.\I won't throw any more tosses that I have\to apologize for.\The only ones who'll remain on the court...\There's no time.\There's no time to stop.\But you need to eat your lunch.\K Sa response:	Sh-Shimizu-senpai!
context: I won't throw any more tosses that I have\to apologize for.\The only ones who'll remain on the court...\There's no time.\There's no time to stop.\But you need to eat your lunch.\K Sa\Sh-Shimizu-senpai! response:	Also, stop shouting.
context: to apologize for.\The only ones who'll remain on the court...\There's no time.\There's no time to stop.\But you need to eat your lunch.\K Sa\Sh-Shimizu-senpai!\Also, stop shouting. response:	I could hear you all the way in the club room.
context: The only ones who'll remain on the court...\There's no time.\There's no time to stop.\But you need to eat your lunch.\K Sa\Sh-Shimizu-senpai!\Also, stop shouting.\I could hear you all the way in the club room. response:	Right!
context: There's no time.\There's no time to stop.\But you need to eat your lunch.\K Sa\Sh-Shimizu-senpai!\Also, stop shouting.\I could hear you all the way in the club room.\Right! response:	Kiyoko-san!
context: There's no time to stop.\But you need to eat your lunch.\K Sa\Sh-Shimizu-senpai!\Also, stop shouting.\I could hear you all the way in the club room.\Right!\Kiyoko-san! response:	You're beautiful as ever, Kiyoko-san!
context: But you need to eat your lunch.\K Sa\Sh-Shimizu-senpai!\Also, stop shouting.\I could hear you all the way in the club room.\Right!\Kiyoko-san!\You're beautiful as ever, Kiyoko-san! response:	We've come to see you!
context: K Sa\Sh-Shimizu-senpai!\Also, stop shouting.\I could hear you all the way in the club room.\Right!\Kiyoko-san!\You're beautiful as ever, Kiyoko-san!\We've come to see you! response:	We'll follow you forever!
context: Sh-Shimizu-senpai!\Also, stop shouting.\I could hear you all the way in the club room.\Right!\Kiyoko-san!\You're beautiful as ever, Kiyoko-san!\We've come to see you!\We'll follow you forever! response:	Don't get hurt!
context: Also, stop shouting.\I could hear you all the way in the club room.\Right!\Kiyoko-san!\You're beautiful as ever, Kiyoko-san!\We've come to see you!\We'll follow you forever!\Don't get hurt! response:	I thought you all had today off.
context: I could hear you all the way in the club room.\Right!\Kiyoko-san!\You're beautiful as ever, Kiyoko-san!\We've come to see you!\We'll follow you forever!\Don't get hurt!\I thought you all had today off. response:	Then why are you here?
context: Right!\Kiyoko-san!\You're beautiful as ever, Kiyoko-san!\We've come to see you!\We'll follow you forever!\Don't get hurt!\I thought you all had today off.\Then why are you here? response:	Heya.
context: Kiyoko-san!\You're beautiful as ever, Kiyoko-san!\We've come to see you!\We'll follow you forever!\Don't get hurt!\I thought you all had today off.\Then why are you here?\Heya. response:	Hey.
context: You're beautiful as ever, Kiyoko-san!\We've come to see you!\We'll follow you forever!\Don't get hurt!\I thought you all had today off.\Then why are you here?\Heya.\Hey. response:	Now, we're just waiting for the third-years.
context: We've come to see you!\We'll follow you forever!\Don't get hurt!\I thought you all had today off.\Then why are you here?\Heya.\Hey.\Now, we're just waiting for the third-years. response:	But there isn't club today in the first place.
context: We'll follow you forever!\Don't get hurt!\I thought you all had today off.\Then why are you here?\Heya.\Hey.\Now, we're just waiting for the third-years.\But there isn't club today in the first place. response:	Hey, hey, hey.
context: Don't get hurt!\I thought you all had today off.\Then why are you here?\Heya.\Hey.\Now, we're just waiting for the third-years.\But there isn't club today in the first place.\Hey, hey, hey. response:	There's no way the third-years are going to quit.
context: I thought you all had today off.\Then why are you here?\Heya.\Hey.\Now, we're just waiting for the third-years.\But there isn't club today in the first place.\Hey, hey, hey.\There's no way the third-years are going to quit. response:	Huh? What do you mean the third-years...
context: Then why are you here?\Heya.\Hey.\Now, we're just waiting for the third-years.\But there isn't club today in the first place.\Hey, hey, hey.\There's no way the third-years are going to quit.\Huh? What do you mean the third-years... response:	The third-years are staying, right?
context: Heya.\Hey.\Now, we're just waiting for the third-years.\But there isn't club today in the first place.\Hey, hey, hey.\There's no way the third-years are going to quit.\Huh? What do you mean the third-years...\The third-years are staying, right? response:	They're still going to the spring tournament, right?
context: Hey.\Now, we're just waiting for the third-years.\But there isn't club today in the first place.\Hey, hey, hey.\There's no way the third-years are going to quit.\Huh? What do you mean the third-years...\The third-years are staying, right?\They're still going to the spring tournament, right? response:	Crap, hurry.
context: Now, we're just waiting for the third-years.\But there isn't club today in the first place.\Hey, hey, hey.\There's no way the third-years are going to quit.\Huh? What do you mean the third-years...\The third-years are staying, right?\They're still going to the spring tournament, right?\Crap, hurry. response:	Yeah, we are.
context: But there isn't club today in the first place.\Hey, hey, hey.\There's no way the third-years are going to quit.\Huh? What do you mean the third-years...\The third-years are staying, right?\They're still going to the spring tournament, right?\Crap, hurry.\Yeah, we are. response:	You're late!
context: Hey, hey, hey.\There's no way the third-years are going to quit.\Huh? What do you mean the third-years...\The third-years are staying, right?\They're still going to the spring tournament, right?\Crap, hurry.\Yeah, we are.\You're late! response:	Let's go to the spring tournament!
context: There's no way the third-years are going to quit.\Huh? What do you mean the third-years...\The third-years are staying, right?\They're still going to the spring tournament, right?\Crap, hurry.\Yeah, we are.\You're late!\Let's go to the spring tournament! response:	All right!
context: Huh? What do you mean the third-years...\The third-years are staying, right?\They're still going to the spring tournament, right?\Crap, hurry.\Yeah, we are.\You're late!\Let's go to the spring tournament!\All right! response:	The day's finally here...
context: The third-years are staying, right?\They're still going to the spring tournament, right?\Crap, hurry.\Yeah, we are.\You're late!\Let's go to the spring tournament!\All right!\The day's finally here... response:	I wonder if some of those weirdos actually showed up.
context: They're still going to the spring tournament, right?\Crap, hurry.\Yeah, we are.\You're late!\Let's go to the spring tournament!\All right!\The day's finally here...\I wonder if some of those weirdos actually showed up. response:	Nice job!
context: Crap, hurry.\Yeah, we are.\You're late!\Let's go to the spring tournament!\All right!\The day's finally here...\I wonder if some of those weirdos actually showed up.\Nice job! response:	Nice job!
context: Yeah, we are.\You're late!\Let's go to the spring tournament!\All right!\The day's finally here...\I wonder if some of those weirdos actually showed up.\Nice job!\Nice job! response:	Thank you!
context: You're late!\Let's go to the spring tournament!\All right!\The day's finally here...\I wonder if some of those weirdos actually showed up.\Nice job!\Nice job!\Thank you! response:	You guys are in good spirits.
context: Let's go to the spring tournament!\All right!\The day's finally here...\I wonder if some of those weirdos actually showed up.\Nice job!\Nice job!\Thank you!\You guys are in good spirits. response:	Please continue to coach us!
context: All right!\The day's finally here...\I wonder if some of those weirdos actually showed up.\Nice job!\Nice job!\Thank you!\You guys are in good spirits.\Please continue to coach us! response:	Please!
context: The day's finally here...\I wonder if some of those weirdos actually showed up.\Nice job!\Nice job!\Thank you!\You guys are in good spirits.\Please continue to coach us!\Please! response:	We lost in a match that decided our superiority or inferiority.
context: I wonder if some of those weirdos actually showed up.\Nice job!\Nice job!\Thank you!\You guys are in good spirits.\Please continue to coach us!\Please!\We lost in a match that decided our superiority or inferiority. response:	Seijoh was strong and we fell to them.
context: Nice job!\Nice job!\Thank you!\You guys are in good spirits.\Please continue to coach us!\Please!\We lost in a match that decided our superiority or inferiority.\Seijoh was strong and we fell to them. response:	That is our reality right now.
context: Nice job!\Thank you!\You guys are in good spirits.\Please continue to coach us!\Please!\We lost in a match that decided our superiority or inferiority.\Seijoh was strong and we fell to them.\That is our reality right now. response:	As for today's finals for the Inter-High...
context: Thank you!\You guys are in good spirits.\Please continue to coach us!\Please!\We lost in a match that decided our superiority or inferiority.\Seijoh was strong and we fell to them.\That is our reality right now.\As for today's finals for the Inter-High... response:	The winner was...
context: You guys are in good spirits.\Please continue to coach us!\Please!\We lost in a match that decided our superiority or inferiority.\Seijoh was strong and we fell to them.\That is our reality right now.\As for today's finals for the Inter-High...\The winner was... response:	Shiratorizawa.
context: Please continue to coach us!\Please!\We lost in a match that decided our superiority or inferiority.\Seijoh was strong and we fell to them.\That is our reality right now.\As for today's finals for the Inter-High...\The winner was...\Shiratorizawa. response:	Shiratorizawa Aoba Johsai
context: Please!\We lost in a match that decided our superiority or inferiority.\Seijoh was strong and we fell to them.\That is our reality right now.\As for today's finals for the Inter-High...\The winner was...\Shiratorizawa.\Shiratorizawa Aoba Johsai response:	Seijoh...
context: We lost in a match that decided our superiority or inferiority.\Seijoh was strong and we fell to them.\That is our reality right now.\As for today's finals for the Inter-High...\The winner was...\Shiratorizawa.\Shiratorizawa Aoba Johsai\Seijoh... response:	There are teams stronger than Seijoh, even in our prefecture.
context: Seijoh was strong and we fell to them.\That is our reality right now.\As for today's finals for the Inter-High...\The winner was...\Shiratorizawa.\Shiratorizawa Aoba Johsai\Seijoh...\There are teams stronger than Seijoh, even in our prefecture. response:	That just means we have to get stronger.
context: That is our reality right now.\As for today's finals for the Inter-High...\The winner was...\Shiratorizawa.\Shiratorizawa Aoba Johsai\Seijoh...\There are teams stronger than Seijoh, even in our prefecture.\That just means we have to get stronger. response:	I'm pretty sure you know what our next goal is, but...
context: As for today's finals for the Inter-High...\The winner was...\Shiratorizawa.\Shiratorizawa Aoba Johsai\Seijoh...\There are teams stronger than Seijoh, even in our prefecture.\That just means we have to get stronger.\I'm pretty sure you know what our next goal is, but... response:	It's the spring tournament.
context: The winner was...\Shiratorizawa.\Shiratorizawa Aoba Johsai\Seijoh...\There are teams stronger than Seijoh, even in our prefecture.\That just means we have to get stronger.\I'm pretty sure you know what our next goal is, but...\It's the spring tournament. response:	For the third-years who will be participating, it will be their last battle.
context: Shiratorizawa.\Shiratorizawa Aoba Johsai\Seijoh...\There are teams stronger than Seijoh, even in our prefecture.\That just means we have to get stronger.\I'm pretty sure you know what our next goal is, but...\It's the spring tournament.\For the third-years who will be participating, it will be their last battle. response:	The spring tournament!
context: Shiratorizawa Aoba Johsai\Seijoh...\There are teams stronger than Seijoh, even in our prefecture.\That just means we have to get stronger.\I'm pretty sure you know what our next goal is, but...\It's the spring tournament.\For the third-years who will be participating, it will be their last battle.\The spring tournament! response:	The stage on which the Little Giant stood.
context: Seijoh...\There are teams stronger than Seijoh, even in our prefecture.\That just means we have to get stronger.\I'm pretty sure you know what our next goal is, but...\It's the spring tournament.\For the third-years who will be participating, it will be their last battle.\The spring tournament!\The stage on which the Little Giant stood. response:	Well, then, let's have the captain pump us all up.
context: There are teams stronger than Seijoh, even in our prefecture.\That just means we have to get stronger.\I'm pretty sure you know what our next goal is, but...\It's the spring tournament.\For the third-years who will be participating, it will be their last battle.\The spring tournament!\The stage on which the Little Giant stood.\Well, then, let's have the captain pump us all up. response:	It's the stage that Karasuno has been to just once in the past...
context: That just means we have to get stronger.\I'm pretty sure you know what our next goal is, but...\It's the spring tournament.\For the third-years who will be participating, it will be their last battle.\The spring tournament!\The stage on which the Little Giant stood.\Well, then, let's have the captain pump us all up.\It's the stage that Karasuno has been to just once in the past... response:	Tokyo.
context: I'm pretty sure you know what our next goal is, but...\It's the spring tournament.\For the third-years who will be participating, it will be their last battle.\The spring tournament!\The stage on which the Little Giant stood.\Well, then, let's have the captain pump us all up.\It's the stage that Karasuno has been to just once in the past...\Tokyo. response:	The Orange Court.
context: It's the spring tournament.\For the third-years who will be participating, it will be their last battle.\The spring tournament!\The stage on which the Little Giant stood.\Well, then, let's have the captain pump us all up.\It's the stage that Karasuno has been to just once in the past...\Tokyo.\The Orange Court. response:	We're going to go there one more time!
context: For the third-years who will be participating, it will be their last battle.\The spring tournament!\The stage on which the Little Giant stood.\Well, then, let's have the captain pump us all up.\It's the stage that Karasuno has been to just once in the past...\Tokyo.\The Orange Court.\We're going to go there one more time! response:	All right!
context: The spring tournament!\The stage on which the Little Giant stood.\Well, then, let's have the captain pump us all up.\It's the stage that Karasuno has been to just once in the past...\Tokyo.\The Orange Court.\We're going to go there one more time!\All right! response:	Take a break!
context: The stage on which the Little Giant stood.\Well, then, let's have the captain pump us all up.\It's the stage that Karasuno has been to just once in the past...\Tokyo.\The Orange Court.\We're going to go there one more time!\All right!\Take a break! response:	Right!
context: Well, then, let's have the captain pump us all up.\It's the stage that Karasuno has been to just once in the past...\Tokyo.\The Orange Court.\We're going to go there one more time!\All right!\Take a break!\Right! response:	Kageyama.
context: It's the stage that Karasuno has been to just once in the past...\Tokyo.\The Orange Court.\We're going to go there one more time!\All right!\Take a break!\Right!\Kageyama. response:	We're definitely going to win it next time.
context: Tokyo.\The Orange Court.\We're going to go there one more time!\All right!\Take a break!\Right!\Kageyama.\We're definitely going to win it next time. response:	All of us are.
context: The Orange Court.\We're going to go there one more time!\All right!\Take a break!\Right!\Kageyama.\We're definitely going to win it next time.\All of us are. response:	Yeah.
context: We're going to go there one more time!\All right!\Take a break!\Right!\Kageyama.\We're definitely going to win it next time.\All of us are.\Yeah. response:	All right, break's over!
context: All right!\Take a break!\Right!\Kageyama.\We're definitely going to win it next time.\All of us are.\Yeah.\All right, break's over! response:	Right!
context: Take a break!\Right!\Kageyama.\We're definitely going to win it next time.\All of us are.\Yeah.\All right, break's over!\Right! response:	A tall, tall wall looms in front of me.
context: Right!\Kageyama.\We're definitely going to win it next time.\All of us are.\Yeah.\All right, break's over!\Right!\A tall, tall wall looms in front of me. response:	Let's begin spiking practice!
context: Kageyama.\We're definitely going to win it next time.\All of us are.\Yeah.\All right, break's over!\Right!\A tall, tall wall looms in front of me.\Let's begin spiking practice! response:	Right!
context: We're definitely going to win it next time.\All of us are.\Yeah.\All right, break's over!\Right!\A tall, tall wall looms in front of me.\Let's begin spiking practice!\Right! response:	Here we go!
context: All of us are.\Yeah.\All right, break's over!\Right!\A tall, tall wall looms in front of me.\Let's begin spiking practice!\Right!\Here we go! response:	Beyond that
context: Yeah.\All right, break's over!\Right!\A tall, tall wall looms in front of me.\Let's begin spiking practice!\Right!\Here we go!\Beyond that response:	is something
context: All right, break's over!\Right!\A tall, tall wall looms in front of me.\Let's begin spiking practice!\Right!\Here we go!\Beyond that\is something response:	that I'd never be able to see on my own...
context: Right!\A tall, tall wall looms in front of me.\Let's begin spiking practice!\Right!\Here we go!\Beyond that\is something\that I'd never be able to see on my own... response:	Next, Hinata!
context: A tall, tall wall looms in front of me.\Let's begin spiking practice!\Right!\Here we go!\Beyond that\is something\that I'd never be able to see on my own...\Next, Hinata! response:	Please!
context: Let's begin spiking practice!\Right!\Here we go!\Beyond that\is something\that I'd never be able to see on my own...\Next, Hinata!\Please! response:	Bring it!
context: Right!\Here we go!\Beyond that\is something\that I'd never be able to see on my own...\Next, Hinata!\Please!\Bring it! response:	That's...
