context: eye catch response:	Pre! Preparation!
context: And that's it for shooting practice.\Next, we'll pair u -\Hey, Aisaka. Let's pair up.\Yes, let's pair up, Takasu-kun!\Yeah!\- p and pass balls!\Takasu and Aisaka, you two are really fired up.\Taiga? response:	Is it that kind of day today?
context: Next, we'll pair u -\Hey, Aisaka. Let's pair up.\Yes, let's pair up, Takasu-kun!\Yeah!\- p and pass balls!\Takasu and Aisaka, you two are really fired up.\Taiga?\Is it that kind of day today? response:	The plan is simple.
context: Hey, Aisaka. Let's pair up.\Yes, let's pair up, Takasu-kun!\Yeah!\- p and pass balls!\Takasu and Aisaka, you two are really fired up.\Taiga?\Is it that kind of day today?\The plan is simple. response:	I'll lightly hit Kitamura's partner with the ball,
context: Yes, let's pair up, Takasu-kun!\Yeah!\- p and pass balls!\Takasu and Aisaka, you two are really fired up.\Taiga?\Is it that kind of day today?\The plan is simple.\I'll lightly hit Kitamura's partner with the ball, response:	and then...
context: Yeah!\- p and pass balls!\Takasu and Aisaka, you two are really fired up.\Taiga?\Is it that kind of day today?\The plan is simple.\I'll lightly hit Kitamura's partner with the ball,\and then... response:	So, Aisaka and Kitamura will lose their partners and pair up instead.
context: - p and pass balls!\Takasu and Aisaka, you two are really fired up.\Taiga?\Is it that kind of day today?\The plan is simple.\I'll lightly hit Kitamura's partner with the ball,\and then...\So, Aisaka and Kitamura will lose their partners and pair up instead. response:	Who'll want to team up with Haruto-kun today?!
context: Takasu and Aisaka, you two are really fired up.\Taiga?\Is it that kind of day today?\The plan is simple.\I'll lightly hit Kitamura's partner with the ball,\and then...\So, Aisaka and Kitamura will lose their partners and pair up instead.\Who'll want to team up with Haruto-kun today?! response:	Maruo! Let's pair up!
context: Taiga?\Is it that kind of day today?\The plan is simple.\I'll lightly hit Kitamura's partner with the ball,\and then...\So, Aisaka and Kitamura will lose their partners and pair up instead.\Who'll want to team up with Haruto-kun today?!\Maruo! Let's pair up! response:	Sure thing. And stop calling me that.
context: Is it that kind of day today?\The plan is simple.\I'll lightly hit Kitamura's partner with the ball,\and then...\So, Aisaka and Kitamura will lose their partners and pair up instead.\Who'll want to team up with Haruto-kun today?!\Maruo! Let's pair up!\Sure thing. And stop calling me that. response:	But you're so similar!
context: The plan is simple.\I'll lightly hit Kitamura's partner with the ball,\and then...\So, Aisaka and Kitamura will lose their partners and pair up instead.\Who'll want to team up with Haruto-kun today?!\Maruo! Let's pair up!\Sure thing. And stop calling me that.\But you're so similar! response:	What the?
context: I'll lightly hit Kitamura's partner with the ball,\and then...\So, Aisaka and Kitamura will lose their partners and pair up instead.\Who'll want to team up with Haruto-kun today?!\Maruo! Let's pair up!\Sure thing. And stop calling me that.\But you're so similar!\What the? response:	K-Kitamura-kun's pairing up with that weirdo!
context: and then...\So, Aisaka and Kitamura will lose their partners and pair up instead.\Who'll want to team up with Haruto-kun today?!\Maruo! Let's pair up!\Sure thing. And stop calling me that.\But you're so similar!\What the?\K-Kitamura-kun's pairing up with that weirdo! response:	What's up with that?
context: So, Aisaka and Kitamura will lose their partners and pair up instead.\Who'll want to team up with Haruto-kun today?!\Maruo! Let's pair up!\Sure thing. And stop calling me that.\But you're so similar!\What the?\K-Kitamura-kun's pairing up with that weirdo!\What's up with that? response:	Events have taken a turn for the weir -
context: Who'll want to team up with Haruto-kun today?!\Maruo! Let's pair up!\Sure thing. And stop calling me that.\But you're so similar!\What the?\K-Kitamura-kun's pairing up with that weirdo!\What's up with that?\Events have taken a turn for the weir - response:	Kushieda!
context: Maruo! Let's pair up!\Sure thing. And stop calling me that.\But you're so similar!\What the?\K-Kitamura-kun's pairing up with that weirdo!\What's up with that?\Events have taken a turn for the weir -\Kushieda! response:	Want to pair up?
context: Sure thing. And stop calling me that.\But you're so similar!\What the?\K-Kitamura-kun's pairing up with that weirdo!\What's up with that?\Events have taken a turn for the weir -\Kushieda!\Want to pair up? response:	Okay, let's do this!
context: But you're so similar!\What the?\K-Kitamura-kun's pairing up with that weirdo!\What's up with that?\Events have taken a turn for the weir -\Kushieda!\Want to pair up?\Okay, let's do this! response:	Even Kushieda...
context: What the?\K-Kitamura-kun's pairing up with that weirdo!\What's up with that?\Events have taken a turn for the weir -\Kushieda!\Want to pair up?\Okay, let's do this!\Even Kushieda... response:	The plan will continue regardless.
context: K-Kitamura-kun's pairing up with that weirdo!\What's up with that?\Events have taken a turn for the weir -\Kushieda!\Want to pair up?\Okay, let's do this!\Even Kushieda...\The plan will continue regardless. response:	Wha - ? But then...
context: What's up with that?\Events have taken a turn for the weir -\Kushieda!\Want to pair up?\Okay, let's do this!\Even Kushieda...\The plan will continue regardless.\Wha - ? But then... response:	It doesn't matter what gender his partner is.
context: Events have taken a turn for the weir -\Kushieda!\Want to pair up?\Okay, let's do this!\Even Kushieda...\The plan will continue regardless.\Wha - ? But then...\It doesn't matter what gender his partner is. response:	And the swelling bulges drawn in the Jouan era...
context: Kushieda!\Want to pair up?\Okay, let's do this!\Even Kushieda...\The plan will continue regardless.\Wha - ? But then...\It doesn't matter what gender his partner is.\And the swelling bulges drawn in the Jouan era... response:	What's wrong, Haruta?
context: Want to pair up?\Okay, let's do this!\Even Kushieda...\The plan will continue regardless.\Wha - ? But then...\It doesn't matter what gender his partner is.\And the swelling bulges drawn in the Jouan era...\What's wrong, Haruta? response:	I'll throw the ball without using my thumbs!
context: Okay, let's do this!\Even Kushieda...\The plan will continue regardless.\Wha - ? But then...\It doesn't matter what gender his partner is.\And the swelling bulges drawn in the Jouan era...\What's wrong, Haruta?\I'll throw the ball without using my thumbs! response:	That didn't reach me, Kushieda.
context: Even Kushieda...\The plan will continue regardless.\Wha - ? But then...\It doesn't matter what gender his partner is.\And the swelling bulges drawn in the Jouan era...\What's wrong, Haruta?\I'll throw the ball without using my thumbs!\That didn't reach me, Kushieda. response:	The road to understanding the Satoru-ball is steep.
context: The plan will continue regardless.\Wha - ? But then...\It doesn't matter what gender his partner is.\And the swelling bulges drawn in the Jouan era...\What's wrong, Haruta?\I'll throw the ball without using my thumbs!\That didn't reach me, Kushieda.\The road to understanding the Satoru-ball is steep. response:	Huh?
context: Wha - ? But then...\It doesn't matter what gender his partner is.\And the swelling bulges drawn in the Jouan era...\What's wrong, Haruta?\I'll throw the ball without using my thumbs!\That didn't reach me, Kushieda.\The road to understanding the Satoru-ball is steep.\Huh? response:	Don't mind me, it's not something just anyone would know.
context: It doesn't matter what gender his partner is.\And the swelling bulges drawn in the Jouan era...\What's wrong, Haruta?\I'll throw the ball without using my thumbs!\That didn't reach me, Kushieda.\The road to understanding the Satoru-ball is steep.\Huh?\Don't mind me, it's not something just anyone would know. response:	That Noto - !
context: And the swelling bulges drawn in the Jouan era...\What's wrong, Haruta?\I'll throw the ball without using my thumbs!\That didn't reach me, Kushieda.\The road to understanding the Satoru-ball is steep.\Huh?\Don't mind me, it's not something just anyone would know.\That Noto - ! response:	Hey, pass!
context: What's wrong, Haruta?\I'll throw the ball without using my thumbs!\That didn't reach me, Kushieda.\The road to understanding the Satoru-ball is steep.\Huh?\Don't mind me, it's not something just anyone would know.\That Noto - !\Hey, pass! response:	Hey, hey! Pass, pass!
context: I'll throw the ball without using my thumbs!\That didn't reach me, Kushieda.\The road to understanding the Satoru-ball is steep.\Huh?\Don't mind me, it's not something just anyone would know.\That Noto - !\Hey, pass!\Hey, hey! Pass, pass! response:	Here I go, Maruo!
context: That didn't reach me, Kushieda.\The road to understanding the Satoru-ball is steep.\Huh?\Don't mind me, it's not something just anyone would know.\That Noto - !\Hey, pass!\Hey, hey! Pass, pass!\Here I go, Maruo! response:	Yeah.
context: The road to understanding the Satoru-ball is steep.\Huh?\Don't mind me, it's not something just anyone would know.\That Noto - !\Hey, pass!\Hey, hey! Pass, pass!\Here I go, Maruo!\Yeah. response:	Nice form.
context: Huh?\Don't mind me, it's not something just anyone would know.\That Noto - !\Hey, pass!\Hey, hey! Pass, pass!\Here I go, Maruo!\Yeah.\Nice form. response:	What are you saying, Maruo?
context: Don't mind me, it's not something just anyone would know.\That Noto - !\Hey, pass!\Hey, hey! Pass, pass!\Here I go, Maruo!\Yeah.\Nice form.\What are you saying, Maruo? response:	No, really, that was very good.
context: That Noto - !\Hey, pass!\Hey, hey! Pass, pass!\Here I go, Maruo!\Yeah.\Nice form.\What are you saying, Maruo?\No, really, that was very good. response:	There you go again!
context: Hey, pass!\Hey, hey! Pass, pass!\Here I go, Maruo!\Yeah.\Nice form.\What are you saying, Maruo?\No, really, that was very good.\There you go again! response:	Hey, pass!
context: Hey, hey! Pass, pass!\Here I go, Maruo!\Yeah.\Nice form.\What are you saying, Maruo?\No, really, that was very good.\There you go again!\Hey, pass! response:	Pass, you say...
context: Here I go, Maruo!\Yeah.\Nice form.\What are you saying, Maruo?\No, really, that was very good.\There you go again!\Hey, pass!\Pass, you say... response:	But hitting a girl with the ball...
context: Yeah.\Nice form.\What are you saying, Maruo?\No, really, that was very good.\There you go again!\Hey, pass!\Pass, you say...\But hitting a girl with the ball... response:	Here I go!
context: Nice form.\What are you saying, Maruo?\No, really, that was very good.\There you go again!\Hey, pass!\Pass, you say...\But hitting a girl with the ball...\Here I go! response:	Pass!
context: What are you saying, Maruo?\No, really, that was very good.\There you go again!\Hey, pass!\Pass, you say...\But hitting a girl with the ball...\Here I go!\Pass! response:	I'm sorry, Kihara. I will atone for this.
context: No, really, that was very good.\There you go again!\Hey, pass!\Pass, you say...\But hitting a girl with the ball...\Here I go!\Pass!\I'm sorry, Kihara. I will atone for this. response:	Clone...!
context: There you go again!\Hey, pass!\Pass, you say...\But hitting a girl with the ball...\Here I go!\Pass!\I'm sorry, Kihara. I will atone for this.\Clone...! response:	I'm sorry, Maruo!
context: Hey, pass!\Pass, you say...\But hitting a girl with the ball...\Here I go!\Pass!\I'm sorry, Kihara. I will atone for this.\Clone...!\I'm sorry, Maruo! response:	What happened?
context: Pass, you say...\But hitting a girl with the ball...\Here I go!\Pass!\I'm sorry, Kihara. I will atone for this.\Clone...!\I'm sorry, Maruo!\What happened? response:	The Palmtop Tiger got taken down by Takasu-kun!
context: But hitting a girl with the ball...\Here I go!\Pass!\I'm sorry, Kihara. I will atone for this.\Clone...!\I'm sorry, Maruo!\What happened?\The Palmtop Tiger got taken down by Takasu-kun! response:	O-Oops.
context: Here I go!\Pass!\I'm sorry, Kihara. I will atone for this.\Clone...!\I'm sorry, Maruo!\What happened?\The Palmtop Tiger got taken down by Takasu-kun!\O-Oops. response:	The Palmtop Tiger snarls at whoever's around.
context: Pass!\I'm sorry, Kihara. I will atone for this.\Clone...!\I'm sorry, Maruo!\What happened?\The Palmtop Tiger got taken down by Takasu-kun!\O-Oops.\The Palmtop Tiger snarls at whoever's around. response:	Even so, she tries so hard that she makes a fool of herself,
context: I'm sorry, Kihara. I will atone for this.\Clone...!\I'm sorry, Maruo!\What happened?\The Palmtop Tiger got taken down by Takasu-kun!\O-Oops.\The Palmtop Tiger snarls at whoever's around.\Even so, she tries so hard that she makes a fool of herself, response:	so you just end up wanting to help her.
context: Clone...!\I'm sorry, Maruo!\What happened?\The Palmtop Tiger got taken down by Takasu-kun!\O-Oops.\The Palmtop Tiger snarls at whoever's around.\Even so, she tries so hard that she makes a fool of herself,\so you just end up wanting to help her. response:	Listen up, you have to hand them over casually.
context: I'm sorry, Maruo!\What happened?\The Palmtop Tiger got taken down by Takasu-kun!\O-Oops.\The Palmtop Tiger snarls at whoever's around.\Even so, she tries so hard that she makes a fool of herself,\so you just end up wanting to help her.\Listen up, you have to hand them over casually. response:	Don't overdo it.
context: What happened?\The Palmtop Tiger got taken down by Takasu-kun!\O-Oops.\The Palmtop Tiger snarls at whoever's around.\Even so, she tries so hard that she makes a fool of herself,\so you just end up wanting to help her.\Listen up, you have to hand them over casually.\Don't overdo it. response:	O-Okay.
context: The Palmtop Tiger got taken down by Takasu-kun!\O-Oops.\The Palmtop Tiger snarls at whoever's around.\Even so, she tries so hard that she makes a fool of herself,\so you just end up wanting to help her.\Listen up, you have to hand them over casually.\Don't overdo it.\O-Okay. response:	As nonchalantly as possible, right?
context: O-Oops.\The Palmtop Tiger snarls at whoever's around.\Even so, she tries so hard that she makes a fool of herself,\so you just end up wanting to help her.\Listen up, you have to hand them over casually.\Don't overdo it.\O-Okay.\As nonchalantly as possible, right? response:	Thoughtlessly, informally, frivolously...
context: The Palmtop Tiger snarls at whoever's around.\Even so, she tries so hard that she makes a fool of herself,\so you just end up wanting to help her.\Listen up, you have to hand them over casually.\Don't overdo it.\O-Okay.\As nonchalantly as possible, right?\Thoughtlessly, informally, frivolously... response:	Let's go.
context: Even so, she tries so hard that she makes a fool of herself,\so you just end up wanting to help her.\Listen up, you have to hand them over casually.\Don't overdo it.\O-Okay.\As nonchalantly as possible, right?\Thoughtlessly, informally, frivolously...\Let's go. response:	Huh, where's Kitamura?
context: so you just end up wanting to help her.\Listen up, you have to hand them over casually.\Don't overdo it.\O-Okay.\As nonchalantly as possible, right?\Thoughtlessly, informally, frivolously...\Let's go.\Huh, where's Kitamura? response:	If you're looking for Kitamura,
context: Listen up, you have to hand them over casually.\Don't overdo it.\O-Okay.\As nonchalantly as possible, right?\Thoughtlessly, informally, frivolously...\Let's go.\Huh, where's Kitamura?\If you're looking for Kitamura, response:	he said he had some business over at building B or some -
context: Don't overdo it.\O-Okay.\As nonchalantly as possible, right?\Thoughtlessly, informally, frivolously...\Let's go.\Huh, where's Kitamura?\If you're looking for Kitamura,\he said he had some business over at building B or some - response:	T-Takasu-kun!
context: O-Okay.\As nonchalantly as possible, right?\Thoughtlessly, informally, frivolously...\Let's go.\Huh, where's Kitamura?\If you're looking for Kitamura,\he said he had some business over at building B or some -\T-Takasu-kun! response:	He just left, so he might be that wa -
context: As nonchalantly as possible, right?\Thoughtlessly, informally, frivolously...\Let's go.\Huh, where's Kitamura?\If you're looking for Kitamura,\he said he had some business over at building B or some -\T-Takasu-kun!\He just left, so he might be that wa - response:	There he is!
context: Thoughtlessly, informally, frivolously...\Let's go.\Huh, where's Kitamura?\If you're looking for Kitamura,\he said he had some business over at building B or some -\T-Takasu-kun!\He just left, so he might be that wa -\There he is! response:	Follow him!
context: Let's go.\Huh, where's Kitamura?\If you're looking for Kitamura,\he said he had some business over at building B or some -\T-Takasu-kun!\He just left, so he might be that wa -\There he is!\Follow him! response:	Y-Yeah!
context: Huh, where's Kitamura?\If you're looking for Kitamura,\he said he had some business over at building B or some -\T-Takasu-kun!\He just left, so he might be that wa -\There he is!\Follow him!\Y-Yeah! response:	What?
context: If you're looking for Kitamura,\he said he had some business over at building B or some -\T-Takasu-kun!\He just left, so he might be that wa -\There he is!\Follow him!\Y-Yeah!\What? response:	Get out of the way!
context: he said he had some business over at building B or some -\T-Takasu-kun!\He just left, so he might be that wa -\There he is!\Follow him!\Y-Yeah!\What?\Get out of the way! response:	She's fast!
context: T-Takasu-kun!\He just left, so he might be that wa -\There he is!\Follow him!\Y-Yeah!\What?\Get out of the way!\She's fast! response:	At that speed, she'll catch him -
context: He just left, so he might be that wa -\There he is!\Follow him!\Y-Yeah!\What?\Get out of the way!\She's fast!\At that speed, she'll catch him - response:	Ryuuji!
context: There he is!\Follow him!\Y-Yeah!\What?\Get out of the way!\She's fast!\At that speed, she'll catch him -\Ryuuji! response:	Are the cookies okay?
context: Follow him!\Y-Yeah!\What?\Get out of the way!\She's fast!\At that speed, she'll catch him -\Ryuuji!\Are the cookies okay? response:	Huh?
context: Y-Yeah!\What?\Get out of the way!\She's fast!\At that speed, she'll catch him -\Ryuuji!\Are the cookies okay?\Huh? response:	Just as I thought. It's swollen.
context: What?\Get out of the way!\She's fast!\At that speed, she'll catch him -\Ryuuji!\Are the cookies okay?\Huh?\Just as I thought. It's swollen. response:	Did you find the cookies?
context: Get out of the way!\She's fast!\At that speed, she'll catch him -\Ryuuji!\Are the cookies okay?\Huh?\Just as I thought. It's swollen.\Did you find the cookies? response:	Were they safe?
context: She's fast!\At that speed, she'll catch him -\Ryuuji!\Are the cookies okay?\Huh?\Just as I thought. It's swollen.\Did you find the cookies?\Were they safe? response:	I-I see...
context: At that speed, she'll catch him -\Ryuuji!\Are the cookies okay?\Huh?\Just as I thought. It's swollen.\Did you find the cookies?\Were they safe?\I-I see... response:	Hey.
context: Ryuuji!\Are the cookies okay?\Huh?\Just as I thought. It's swollen.\Did you find the cookies?\Were they safe?\I-I see...\Hey. response:	I might just be a klutz.
context: Are the cookies okay?\Huh?\Just as I thought. It's swollen.\Did you find the cookies?\Were they safe?\I-I see...\Hey.\I might just be a klutz. response:	She wasn't aware of that already?
context: Huh?\Just as I thought. It's swollen.\Did you find the cookies?\Were they safe?\I-I see...\Hey.\I might just be a klutz.\She wasn't aware of that already? response:	If I write a love letter, I end up putting it in the wrong bag.
context: Just as I thought. It's swollen.\Did you find the cookies?\Were they safe?\I-I see...\Hey.\I might just be a klutz.\She wasn't aware of that already?\If I write a love letter, I end up putting it in the wrong bag. response:	If I try to invade a house, I fall over from hunger.
context: Did you find the cookies?\Were they safe?\I-I see...\Hey.\I might just be a klutz.\She wasn't aware of that already?\If I write a love letter, I end up putting it in the wrong bag.\If I try to invade a house, I fall over from hunger. response:	If I play basketball, I get a ball right in the face.
context: Were they safe?\I-I see...\Hey.\I might just be a klutz.\She wasn't aware of that already?\If I write a love letter, I end up putting it in the wrong bag.\If I try to invade a house, I fall over from hunger.\If I play basketball, I get a ball right in the face. response:	If I try to hand over some cookies, I fall down the stairs,
context: I-I see...\Hey.\I might just be a klutz.\She wasn't aware of that already?\If I write a love letter, I end up putting it in the wrong bag.\If I try to invade a house, I fall over from hunger.\If I play basketball, I get a ball right in the face.\If I try to hand over some cookies, I fall down the stairs, response:	dropping the cookies...
context: Hey.\I might just be a klutz.\She wasn't aware of that already?\If I write a love letter, I end up putting it in the wrong bag.\If I try to invade a house, I fall over from hunger.\If I play basketball, I get a ball right in the face.\If I try to hand over some cookies, I fall down the stairs,\dropping the cookies... response:	Now, now, there's more.
context: I might just be a klutz.\She wasn't aware of that already?\If I write a love letter, I end up putting it in the wrong bag.\If I try to invade a house, I fall over from hunger.\If I play basketball, I get a ball right in the face.\If I try to hand over some cookies, I fall down the stairs,\dropping the cookies...\Now, now, there's more. response:	Like forgetting to put the love letter inside the envelope.
context: She wasn't aware of that already?\If I write a love letter, I end up putting it in the wrong bag.\If I try to invade a house, I fall over from hunger.\If I play basketball, I get a ball right in the face.\If I try to hand over some cookies, I fall down the stairs,\dropping the cookies...\Now, now, there's more.\Like forgetting to put the love letter inside the envelope. response:	There was that too...
context: If I write a love letter, I end up putting it in the wrong bag.\If I try to invade a house, I fall over from hunger.\If I play basketball, I get a ball right in the face.\If I try to hand over some cookies, I fall down the stairs,\dropping the cookies...\Now, now, there's more.\Like forgetting to put the love letter inside the envelope.\There was that too... response:	Give me one of those.
context: If I try to invade a house, I fall over from hunger.\If I play basketball, I get a ball right in the face.\If I try to hand over some cookies, I fall down the stairs,\dropping the cookies...\Now, now, there's more.\Like forgetting to put the love letter inside the envelope.\There was that too...\Give me one of those. response:	Huh? Wait, they were smashed into pieces...
context: If I play basketball, I get a ball right in the face.\If I try to hand over some cookies, I fall down the stairs,\dropping the cookies...\Now, now, there's more.\Like forgetting to put the love letter inside the envelope.\There was that too...\Give me one of those.\Huh? Wait, they were smashed into pieces... response:	And besides they t -
context: If I try to hand over some cookies, I fall down the stairs,\dropping the cookies...\Now, now, there's more.\Like forgetting to put the love letter inside the envelope.\There was that too...\Give me one of those.\Huh? Wait, they were smashed into pieces...\And besides they t - response:	They're great!
context: dropping the cookies...\Now, now, there's more.\Like forgetting to put the love letter inside the envelope.\There was that too...\Give me one of those.\Huh? Wait, they were smashed into pieces...\And besides they t -\They're great! response:	They came out okay, didn't they?
context: Now, now, there's more.\Like forgetting to put the love letter inside the envelope.\There was that too...\Give me one of those.\Huh? Wait, they were smashed into pieces...\And besides they t -\They're great!\They came out okay, didn't they? response:	It's a shame.
context: Like forgetting to put the love letter inside the envelope.\There was that too...\Give me one of those.\Huh? Wait, they were smashed into pieces...\And besides they t -\They're great!\They came out okay, didn't they?\It's a shame. response:	Let's try harder next time.
context: There was that too...\Give me one of those.\Huh? Wait, they were smashed into pieces...\And besides they t -\They're great!\They came out okay, didn't they?\It's a shame.\Let's try harder next time. response:	I did see them.
context: Give me one of those.\Huh? Wait, they were smashed into pieces...\And besides they t -\They're great!\They came out okay, didn't they?\It's a shame.\Let's try harder next time.\I did see them. response:	They were buying things like spring onions and radishes at the supermarket.
context: Huh? Wait, they were smashed into pieces...\And besides they t -\They're great!\They came out okay, didn't they?\It's a shame.\Let's try harder next time.\I did see them.\They were buying things like spring onions and radishes at the supermarket. response:	Are they like, married?
context: And besides they t -\They're great!\They came out okay, didn't they?\It's a shame.\Let's try harder next time.\I did see them.\They were buying things like spring onions and radishes at the supermarket.\Are they like, married? response:	They left the same apartment building together with naughty looks on their faces.
context: They're great!\They came out okay, didn't they?\It's a shame.\Let's try harder next time.\I did see them.\They were buying things like spring onions and radishes at the supermarket.\Are they like, married?\They left the same apartment building together with naughty looks on their faces. response:	Also, they were feeding each other home-made cookies saying, Here, open up!
context: They came out okay, didn't they?\It's a shame.\Let's try harder next time.\I did see them.\They were buying things like spring onions and radishes at the supermarket.\Are they like, married?\They left the same apartment building together with naughty looks on their faces.\Also, they were feeding each other home-made cookies saying, Here, open up! response:	Really? Are they like that? No way!
context: It's a shame.\Let's try harder next time.\I did see them.\They were buying things like spring onions and radishes at the supermarket.\Are they like, married?\They left the same apartment building together with naughty looks on their faces.\Also, they were feeding each other home-made cookies saying, Here, open up!\Really? Are they like that? No way! response:	Hey, Minorin. What's up with your best friend?
context: Let's try harder next time.\I did see them.\They were buying things like spring onions and radishes at the supermarket.\Are they like, married?\They left the same apartment building together with naughty looks on their faces.\Also, they were feeding each other home-made cookies saying, Here, open up!\Really? Are they like that? No way!\Hey, Minorin. What's up with your best friend? response:	What the?
context: I did see them.\They were buying things like spring onions and radishes at the supermarket.\Are they like, married?\They left the same apartment building together with naughty looks on their faces.\Also, they were feeding each other home-made cookies saying, Here, open up!\Really? Are they like that? No way!\Hey, Minorin. What's up with your best friend?\What the? response:	Hey, get inside already.
context: They were buying things like spring onions and radishes at the supermarket.\Are they like, married?\They left the same apartment building together with naughty looks on their faces.\Also, they were feeding each other home-made cookies saying, Here, open up!\Really? Are they like that? No way!\Hey, Minorin. What's up with your best friend?\What the?\Hey, get inside already. response:	My.
context: Are they like, married?\They left the same apartment building together with naughty looks on their faces.\Also, they were feeding each other home-made cookies saying, Here, open up!\Really? Are they like that? No way!\Hey, Minorin. What's up with your best friend?\What the?\Hey, get inside already.\My. response:	My?
context: They left the same apartment building together with naughty looks on their faces.\Also, they were feeding each other home-made cookies saying, Here, open up!\Really? Are they like that? No way!\Hey, Minorin. What's up with your best friend?\What the?\Hey, get inside already.\My.\My? response:	May I have a moment?
context: Also, they were feeding each other home-made cookies saying, Here, open up!\Really? Are they like that? No way!\Hey, Minorin. What's up with your best friend?\What the?\Hey, get inside already.\My.\My?\May I have a moment? response:	The sun is dry...
context: Really? Are they like that? No way!\Hey, Minorin. What's up with your best friend?\What the?\Hey, get inside already.\My.\My?\May I have a moment?\The sun is dry... response:	What's up with Kushieda-san?
context: Hey, Minorin. What's up with your best friend?\What the?\Hey, get inside already.\My.\My?\May I have a moment?\The sun is dry...\What's up with Kushieda-san? response:	I don't know.
context: What the?\Hey, get inside already.\My.\My?\May I have a moment?\The sun is dry...\What's up with Kushieda-san?\I don't know. response:	Takasu-kun.
context: Hey, get inside already.\My.\My?\May I have a moment?\The sun is dry...\What's up with Kushieda-san?\I don't know.\Takasu-kun. response:	Yes! What, me?
context: My.\My?\May I have a moment?\The sun is dry...\What's up with Kushieda-san?\I don't know.\Takasu-kun.\Yes! What, me? response:	Please take good care of Taiga!
context: My?\May I have a moment?\The sun is dry...\What's up with Kushieda-san?\I don't know.\Takasu-kun.\Yes! What, me?\Please take good care of Taiga! response:	Huh?
context: May I have a moment?\The sun is dry...\What's up with Kushieda-san?\I don't know.\Takasu-kun.\Yes! What, me?\Please take good care of Taiga!\Huh? response:	Taiga is my dearest best friend!
context: The sun is dry...\What's up with Kushieda-san?\I don't know.\Takasu-kun.\Yes! What, me?\Please take good care of Taiga!\Huh?\Taiga is my dearest best friend! response:	Please bestow happiness upon her!
context: What's up with Kushieda-san?\I don't know.\Takasu-kun.\Yes! What, me?\Please take good care of Taiga!\Huh?\Taiga is my dearest best friend!\Please bestow happiness upon her! response:	Wait, Kushieda. Are you saying you're -
context: I don't know.\Takasu-kun.\Yes! What, me?\Please take good care of Taiga!\Huh?\Taiga is my dearest best friend!\Please bestow happiness upon her!\Wait, Kushieda. Are you saying you're - response:	Happiness?
context: Takasu-kun.\Yes! What, me?\Please take good care of Taiga!\Huh?\Taiga is my dearest best friend!\Please bestow happiness upon her!\Wait, Kushieda. Are you saying you're -\Happiness? response:	So that's how it was.
context: Yes! What, me?\Please take good care of Taiga!\Huh?\Taiga is my dearest best friend!\Please bestow happiness upon her!\Wait, Kushieda. Are you saying you're -\Happiness?\So that's how it was. response:	You must be happy!
context: Please take good care of Taiga!\Huh?\Taiga is my dearest best friend!\Please bestow happiness upon her!\Wait, Kushieda. Are you saying you're -\Happiness?\So that's how it was.\You must be happy! response:	Kitamura? What're you doing up there?
context: Huh?\Taiga is my dearest best friend!\Please bestow happiness upon her!\Wait, Kushieda. Are you saying you're -\Happiness?\So that's how it was.\You must be happy!\Kitamura? What're you doing up there? response:	I was wondering why you were together so often,
context: Taiga is my dearest best friend!\Please bestow happiness upon her!\Wait, Kushieda. Are you saying you're -\Happiness?\So that's how it was.\You must be happy!\Kitamura? What're you doing up there?\I was wondering why you were together so often, response:	but now that I think about it, you two fit together so well!
context: Please bestow happiness upon her!\Wait, Kushieda. Are you saying you're -\Happiness?\So that's how it was.\You must be happy!\Kitamura? What're you doing up there?\I was wondering why you were together so often,\but now that I think about it, you two fit together so well! response:	Aisaka! Pull yourself together!
context: Wait, Kushieda. Are you saying you're -\Happiness?\So that's how it was.\You must be happy!\Kitamura? What're you doing up there?\I was wondering why you were together so often,\but now that I think about it, you two fit together so well!\Aisaka! Pull yourself together! response:	You! Stop laughing!
context: Happiness?\So that's how it was.\You must be happy!\Kitamura? What're you doing up there?\I was wondering why you were together so often,\but now that I think about it, you two fit together so well!\Aisaka! Pull yourself together!\You! Stop laughing! response:	Takasu-kun.
context: So that's how it was.\You must be happy!\Kitamura? What're you doing up there?\I was wondering why you were together so often,\but now that I think about it, you two fit together so well!\Aisaka! Pull yourself together!\You! Stop laughing!\Takasu-kun. response:	If you make Taiga cry... I won't forgive you.
context: You must be happy!\Kitamura? What're you doing up there?\I was wondering why you were together so often,\but now that I think about it, you two fit together so well!\Aisaka! Pull yourself together!\You! Stop laughing!\Takasu-kun.\If you make Taiga cry... I won't forgive you. response:	Kushi... eda...
context: Kitamura? What're you doing up there?\I was wondering why you were together so often,\but now that I think about it, you two fit together so well!\Aisaka! Pull yourself together!\You! Stop laughing!\Takasu-kun.\If you make Taiga cry... I won't forgive you.\Kushi... eda... response:	I'm sorry.
context: I was wondering why you were together so often,\but now that I think about it, you two fit together so well!\Aisaka! Pull yourself together!\You! Stop laughing!\Takasu-kun.\If you make Taiga cry... I won't forgive you.\Kushi... eda...\I'm sorry. response:	Minorin misunderstood everything because I was intruding at your house.
context: but now that I think about it, you two fit together so well!\Aisaka! Pull yourself together!\You! Stop laughing!\Takasu-kun.\If you make Taiga cry... I won't forgive you.\Kushi... eda...\I'm sorry.\Minorin misunderstood everything because I was intruding at your house. response:	No, that's -
