context: My family was rich. response:	I was sickly since birth...
context: She was asked, that was all. She thoght nothing of me.\For the first time in my life, I realized my pride was deeply hurt.\That to her, I was a meaningless existence.\But it was obvious, if you think about it. I was such a failure.\I knew I'd only be away for a short while.\I will change.\I will change so much that there'll be no way she can ignore me the next time we meet.\I'm not going to let it end like this. response:	Tsubaki, let's go back to class!
context: For the first time in my life, I realized my pride was deeply hurt.\That to her, I was a meaningless existence.\But it was obvious, if you think about it. I was such a failure.\I knew I'd only be away for a short while.\I will change.\I will change so much that there'll be no way she can ignore me the next time we meet.\I'm not going to let it end like this.\Tsubaki, let's go back to class! response:	Not yet. Not until I get this dunk down.
context: That to her, I was a meaningless existence.\But it was obvious, if you think about it. I was such a failure.\I knew I'd only be away for a short while.\I will change.\I will change so much that there'll be no way she can ignore me the next time we meet.\I'm not going to let it end like this.\Tsubaki, let's go back to class!\Not yet. Not until I get this dunk down. response:	I know I asked you this before, but aren't you on the volleyball team?
context: But it was obvious, if you think about it. I was such a failure.\I knew I'd only be away for a short while.\I will change.\I will change so much that there'll be no way she can ignore me the next time we meet.\I'm not going to let it end like this.\Tsubaki, let's go back to class!\Not yet. Not until I get this dunk down.\I know I asked you this before, but aren't you on the volleyball team? response:	Yes!
context: I knew I'd only be away for a short while.\I will change.\I will change so much that there'll be no way she can ignore me the next time we meet.\I'm not going to let it end like this.\Tsubaki, let's go back to class!\Not yet. Not until I get this dunk down.\I know I asked you this before, but aren't you on the volleyball team?\Yes! response:	Ah?
context: I will change.\I will change so much that there'll be no way she can ignore me the next time we meet.\I'm not going to let it end like this.\Tsubaki, let's go back to class!\Not yet. Not until I get this dunk down.\I know I asked you this before, but aren't you on the volleyball team?\Yes!\Ah? response:	Bravo!
context: I will change so much that there'll be no way she can ignore me the next time we meet.\I'm not going to let it end like this.\Tsubaki, let's go back to class!\Not yet. Not until I get this dunk down.\I know I asked you this before, but aren't you on the volleyball team?\Yes!\Ah?\Bravo! response:	Who was that?
context: I'm not going to let it end like this.\Tsubaki, let's go back to class!\Not yet. Not until I get this dunk down.\I know I asked you this before, but aren't you on the volleyball team?\Yes!\Ah?\Bravo!\Who was that? response:	He's the one. Tonami Takefumi, the one from...
context: Tsubaki, let's go back to class!\Not yet. Not until I get this dunk down.\I know I asked you this before, but aren't you on the volleyball team?\Yes!\Ah?\Bravo!\Who was that?\He's the one. Tonami Takefumi, the one from... response:	Okinawa with the same name as Tonami-kun.
context: Not yet. Not until I get this dunk down.\I know I asked you this before, but aren't you on the volleyball team?\Yes!\Ah?\Bravo!\Who was that?\He's the one. Tonami Takefumi, the one from...\Okinawa with the same name as Tonami-kun. response:	He's nothing like him!! !!
context: I know I asked you this before, but aren't you on the volleyball team?\Yes!\Ah?\Bravo!\Who was that?\He's the one. Tonami Takefumi, the one from...\Okinawa with the same name as Tonami-kun.\He's nothing like him!! !! response:	It is him!
context: Yes!\Ah?\Bravo!\Who was that?\He's the one. Tonami Takefumi, the one from...\Okinawa with the same name as Tonami-kun.\He's nothing like him!! !!\It is him! response:	That stupid girl hasn't changed at all!
context: Ah?\Bravo!\Who was that?\He's the one. Tonami Takefumi, the one from...\Okinawa with the same name as Tonami-kun.\He's nothing like him!! !!\It is him!\That stupid girl hasn't changed at all! response:	No matter. I have changed.
context: Bravo!\Who was that?\He's the one. Tonami Takefumi, the one from...\Okinawa with the same name as Tonami-kun.\He's nothing like him!! !!\It is him!\That stupid girl hasn't changed at all!\No matter. I have changed. response:	I got taller, I got stronger, I got over my diseases.
context: Who was that?\He's the one. Tonami Takefumi, the one from...\Okinawa with the same name as Tonami-kun.\He's nothing like him!! !!\It is him!\That stupid girl hasn't changed at all!\No matter. I have changed.\I got taller, I got stronger, I got over my diseases. response:	And I got thinner.
context: He's the one. Tonami Takefumi, the one from...\Okinawa with the same name as Tonami-kun.\He's nothing like him!! !!\It is him!\That stupid girl hasn't changed at all!\No matter. I have changed.\I got taller, I got stronger, I got over my diseases.\And I got thinner. response:	I'm not as I was when I was under her thumb.
context: Okinawa with the same name as Tonami-kun.\He's nothing like him!! !!\It is him!\That stupid girl hasn't changed at all!\No matter. I have changed.\I got taller, I got stronger, I got over my diseases.\And I got thinner.\I'm not as I was when I was under her thumb. response:	I'll let her pay nice and slowly.
context: He's nothing like him!! !!\It is him!\That stupid girl hasn't changed at all!\No matter. I have changed.\I got taller, I got stronger, I got over my diseases.\And I got thinner.\I'm not as I was when I was under her thumb.\I'll let her pay nice and slowly. response:	Whatcha looking at?
context: It is him!\That stupid girl hasn't changed at all!\No matter. I have changed.\I got taller, I got stronger, I got over my diseases.\And I got thinner.\I'm not as I was when I was under her thumb.\I'll let her pay nice and slowly.\Whatcha looking at? response:	What are you looking at?
context: That stupid girl hasn't changed at all!\No matter. I have changed.\I got taller, I got stronger, I got over my diseases.\And I got thinner.\I'm not as I was when I was under her thumb.\I'll let her pay nice and slowly.\Whatcha looking at?\What are you looking at? response:	That was fast!
context: No matter. I have changed.\I got taller, I got stronger, I got over my diseases.\And I got thinner.\I'm not as I was when I was under her thumb.\I'll let her pay nice and slowly.\Whatcha looking at?\What are you looking at?\That was fast! response:	The results are out already.
context: I got taller, I got stronger, I got over my diseases.\And I got thinner.\I'm not as I was when I was under her thumb.\I'll let her pay nice and slowly.\Whatcha looking at?\What are you looking at?\That was fast!\The results are out already. response:	Wow, Yukinon and Arima really live up to their reputations.
context: And I got thinner.\I'm not as I was when I was under her thumb.\I'll let her pay nice and slowly.\Whatcha looking at?\What are you looking at?\That was fast!\The results are out already.\Wow, Yukinon and Arima really live up to their reputations. response:	What's the matter, Tsubaki?
context: I'm not as I was when I was under her thumb.\I'll let her pay nice and slowly.\Whatcha looking at?\What are you looking at?\That was fast!\The results are out already.\Wow, Yukinon and Arima really live up to their reputations.\What's the matter, Tsubaki? response:	That dunk dude is up there too.
context: I'll let her pay nice and slowly.\Whatcha looking at?\What are you looking at?\That was fast!\The results are out already.\Wow, Yukinon and Arima really live up to their reputations.\What's the matter, Tsubaki?\That dunk dude is up there too. response:	You're right. He must be smart.
context: Whatcha looking at?\What are you looking at?\That was fast!\The results are out already.\Wow, Yukinon and Arima really live up to their reputations.\What's the matter, Tsubaki?\That dunk dude is up there too.\You're right. He must be smart. response:	Not bad.
context: What are you looking at?\That was fast!\The results are out already.\Wow, Yukinon and Arima really live up to their reputations.\What's the matter, Tsubaki?\That dunk dude is up there too.\You're right. He must be smart.\Not bad. response:	How did you do?
context: That was fast!\The results are out already.\Wow, Yukinon and Arima really live up to their reputations.\What's the matter, Tsubaki?\That dunk dude is up there too.\You're right. He must be smart.\Not bad.\How did you do? response:	I'm not smart enough to be among the top.
context: The results are out already.\Wow, Yukinon and Arima really live up to their reputations.\What's the matter, Tsubaki?\That dunk dude is up there too.\You're right. He must be smart.\Not bad.\How did you do?\I'm not smart enough to be among the top. response:	Aya, Rika, let's go!
context: Wow, Yukinon and Arima really live up to their reputations.\What's the matter, Tsubaki?\That dunk dude is up there too.\You're right. He must be smart.\Not bad.\How did you do?\I'm not smart enough to be among the top.\Aya, Rika, let's go! response:	I guess she grew up enough that she didn't deck me on the spot.
context: What's the matter, Tsubaki?\That dunk dude is up there too.\You're right. He must be smart.\Not bad.\How did you do?\I'm not smart enough to be among the top.\Aya, Rika, let's go!\I guess she grew up enough that she didn't deck me on the spot. response:	What the hell's his problem?
context: That dunk dude is up there too.\You're right. He must be smart.\Not bad.\How did you do?\I'm not smart enough to be among the top.\Aya, Rika, let's go!\I guess she grew up enough that she didn't deck me on the spot.\What the hell's his problem? response:	Shibahime figured it out.
context: You're right. He must be smart.\Not bad.\How did you do?\I'm not smart enough to be among the top.\Aya, Rika, let's go!\I guess she grew up enough that she didn't deck me on the spot.\What the hell's his problem?\Shibahime figured it out. response:	After all, she is a wild animal.
context: Not bad.\How did you do?\I'm not smart enough to be among the top.\Aya, Rika, let's go!\I guess she grew up enough that she didn't deck me on the spot.\What the hell's his problem?\Shibahime figured it out.\After all, she is a wild animal. response:	What, Arima?! As in, that Arima-kun?! No way!
context: How did you do?\I'm not smart enough to be among the top.\Aya, Rika, let's go!\I guess she grew up enough that she didn't deck me on the spot.\What the hell's his problem?\Shibahime figured it out.\After all, she is a wild animal.\What, Arima?! As in, that Arima-kun?! No way! response:	Hey, Arima! The grades are out!
context: I'm not smart enough to be among the top.\Aya, Rika, let's go!\I guess she grew up enough that she didn't deck me on the spot.\What the hell's his problem?\Shibahime figured it out.\After all, she is a wild animal.\What, Arima?! As in, that Arima-kun?! No way!\Hey, Arima! The grades are out! response:	Hurry hurry!
context: Aya, Rika, let's go!\I guess she grew up enough that she didn't deck me on the spot.\What the hell's his problem?\Shibahime figured it out.\After all, she is a wild animal.\What, Arima?! As in, that Arima-kun?! No way!\Hey, Arima! The grades are out!\Hurry hurry! response:	I made sure Sakura was here,
context: I guess she grew up enough that she didn't deck me on the spot.\What the hell's his problem?\Shibahime figured it out.\After all, she is a wild animal.\What, Arima?! As in, that Arima-kun?! No way!\Hey, Arima! The grades are out!\Hurry hurry!\I made sure Sakura was here, response:	but I figured Arima-kun would be at some famous private school!
context: What the hell's his problem?\Shibahime figured it out.\After all, she is a wild animal.\What, Arima?! As in, that Arima-kun?! No way!\Hey, Arima! The grades are out!\Hurry hurry!\I made sure Sakura was here,\but I figured Arima-kun would be at some famous private school! response:	We're in the same high school?!
context: Shibahime figured it out.\After all, she is a wild animal.\What, Arima?! As in, that Arima-kun?! No way!\Hey, Arima! The grades are out!\Hurry hurry!\I made sure Sakura was here,\but I figured Arima-kun would be at some famous private school!\We're in the same high school?! response:	Arima-kun and I were in the same class in middle school.
context: After all, she is a wild animal.\What, Arima?! As in, that Arima-kun?! No way!\Hey, Arima! The grades are out!\Hurry hurry!\I made sure Sakura was here,\but I figured Arima-kun would be at some famous private school!\We're in the same high school?!\Arima-kun and I were in the same class in middle school. response:	He was my idol.
context: What, Arima?! As in, that Arima-kun?! No way!\Hey, Arima! The grades are out!\Hurry hurry!\I made sure Sakura was here,\but I figured Arima-kun would be at some famous private school!\We're in the same high school?!\Arima-kun and I were in the same class in middle school.\He was my idol. response:	Look, we tied for first!
context: Hey, Arima! The grades are out!\Hurry hurry!\I made sure Sakura was here,\but I figured Arima-kun would be at some famous private school!\We're in the same high school?!\Arima-kun and I were in the same class in middle school.\He was my idol.\Look, we tied for first! response:	That's great. Now there'll be no hard feelings.
context: Hurry hurry!\I made sure Sakura was here,\but I figured Arima-kun would be at some famous private school!\We're in the same high school?!\Arima-kun and I were in the same class in middle school.\He was my idol.\Look, we tied for first!\That's great. Now there'll be no hard feelings. response:	Hey, doesn't this look like I'm in third place?
context: I made sure Sakura was here,\but I figured Arima-kun would be at some famous private school!\We're in the same high school?!\Arima-kun and I were in the same class in middle school.\He was my idol.\Look, we tied for first!\That's great. Now there'll be no hard feelings.\Hey, doesn't this look like I'm in third place? response:	What?
context: but I figured Arima-kun would be at some famous private school!\We're in the same high school?!\Arima-kun and I were in the same class in middle school.\He was my idol.\Look, we tied for first!\That's great. Now there'll be no hard feelings.\Hey, doesn't this look like I'm in third place?\What? response:	It looks third! And it looks like you're first! No fair!!
context: We're in the same high school?!\Arima-kun and I were in the same class in middle school.\He was my idol.\Look, we tied for first!\That's great. Now there'll be no hard feelings.\Hey, doesn't this look like I'm in third place?\What?\It looks third! And it looks like you're first! No fair!! response:	It's so unfair! Even if we put in the same effort Arima will always be ahead.
context: Arima-kun and I were in the same class in middle school.\He was my idol.\Look, we tied for first!\That's great. Now there'll be no hard feelings.\Hey, doesn't this look like I'm in third place?\What?\It looks third! And it looks like you're first! No fair!!\It's so unfair! Even if we put in the same effort Arima will always be ahead. response:	There's no hope with Miyazawa.
context: He was my idol.\Look, we tied for first!\That's great. Now there'll be no hard feelings.\Hey, doesn't this look like I'm in third place?\What?\It looks third! And it looks like you're first! No fair!!\It's so unfair! Even if we put in the same effort Arima will always be ahead.\There's no hope with Miyazawa. response:	Oh, come on now, who cares?
context: Look, we tied for first!\That's great. Now there'll be no hard feelings.\Hey, doesn't this look like I'm in third place?\What?\It looks third! And it looks like you're first! No fair!!\It's so unfair! Even if we put in the same effort Arima will always be ahead.\There's no hope with Miyazawa.\Oh, come on now, who cares? response:	Ow, my foot!
context: That's great. Now there'll be no hard feelings.\Hey, doesn't this look like I'm in third place?\What?\It looks third! And it looks like you're first! No fair!!\It's so unfair! Even if we put in the same effort Arima will always be ahead.\There's no hope with Miyazawa.\Oh, come on now, who cares?\Ow, my foot! response:	*Squish*
context: Hey, doesn't this look like I'm in third place?\What?\It looks third! And it looks like you're first! No fair!!\It's so unfair! Even if we put in the same effort Arima will always be ahead.\There's no hope with Miyazawa.\Oh, come on now, who cares?\Ow, my foot!\*Squish* response:	I can't believe you!
context: What?\It looks third! And it looks like you're first! No fair!!\It's so unfair! Even if we put in the same effort Arima will always be ahead.\There's no hope with Miyazawa.\Oh, come on now, who cares?\Ow, my foot!\*Squish*\I can't believe you! response:	Aw, all that's left would be to marry you and get myself among the A's.
context: It looks third! And it looks like you're first! No fair!!\It's so unfair! Even if we put in the same effort Arima will always be ahead.\There's no hope with Miyazawa.\Oh, come on now, who cares?\Ow, my foot!\*Squish*\I can't believe you!\Aw, all that's left would be to marry you and get myself among the A's. response:	Arima Yokuni Arima Souichiro
context: It's so unfair! Even if we put in the same effort Arima will always be ahead.\There's no hope with Miyazawa.\Oh, come on now, who cares?\Ow, my foot!\*Squish*\I can't believe you!\Aw, all that's left would be to marry you and get myself among the A's.\Arima Yokuni Arima Souichiro response:	Huh? What's the matter?
context: There's no hope with Miyazawa.\Oh, come on now, who cares?\Ow, my foot!\*Squish*\I can't believe you!\Aw, all that's left would be to marry you and get myself among the A's.\Arima Yokuni Arima Souichiro\Huh? What's the matter? response:	Oh, nothing...
context: Oh, come on now, who cares?\Ow, my foot!\*Squish*\I can't believe you!\Aw, all that's left would be to marry you and get myself among the A's.\Arima Yokuni Arima Souichiro\Huh? What's the matter?\Oh, nothing... response:	One more point and I would've been first place by myself.
context: Ow, my foot!\*Squish*\I can't believe you!\Aw, all that's left would be to marry you and get myself among the A's.\Arima Yokuni Arima Souichiro\Huh? What's the matter?\Oh, nothing...\One more point and I would've been first place by myself. response:	I made a careless mistake.
context: *Squish*\I can't believe you!\Aw, all that's left would be to marry you and get myself among the A's.\Arima Yokuni Arima Souichiro\Huh? What's the matter?\Oh, nothing...\One more point and I would've been first place by myself.\I made a careless mistake. response:	I made a stroke error on one Kanji.
context: I can't believe you!\Aw, all that's left would be to marry you and get myself among the A's.\Arima Yokuni Arima Souichiro\Huh? What's the matter?\Oh, nothing...\One more point and I would've been first place by myself.\I made a careless mistake.\I made a stroke error on one Kanji. response:	Why do you make such stupid mistakes when you're so smart?
context: Aw, all that's left would be to marry you and get myself among the A's.\Arima Yokuni Arima Souichiro\Huh? What's the matter?\Oh, nothing...\One more point and I would've been first place by myself.\I made a careless mistake.\I made a stroke error on one Kanji.\Why do you make such stupid mistakes when you're so smart? response:	Arima-kun was different from the other kids from the very start.
context: Arima Yokuni Arima Souichiro\Huh? What's the matter?\Oh, nothing...\One more point and I would've been first place by myself.\I made a careless mistake.\I made a stroke error on one Kanji.\Why do you make such stupid mistakes when you're so smart?\Arima-kun was different from the other kids from the very start. response:	You could just tell his good upbringing.
context: Huh? What's the matter?\Oh, nothing...\One more point and I would've been first place by myself.\I made a careless mistake.\I made a stroke error on one Kanji.\Why do you make such stupid mistakes when you're so smart?\Arima-kun was different from the other kids from the very start.\You could just tell his good upbringing. response:	His fairness and gentle disposition.
context: Oh, nothing...\One more point and I would've been first place by myself.\I made a careless mistake.\I made a stroke error on one Kanji.\Why do you make such stupid mistakes when you're so smart?\Arima-kun was different from the other kids from the very start.\You could just tell his good upbringing.\His fairness and gentle disposition. response:	His capacity as a leader.
context: One more point and I would've been first place by myself.\I made a careless mistake.\I made a stroke error on one Kanji.\Why do you make such stupid mistakes when you're so smart?\Arima-kun was different from the other kids from the very start.\You could just tell his good upbringing.\His fairness and gentle disposition.\His capacity as a leader. response:	It was like only he was surrounded in a special atmosphere.
context: I made a careless mistake.\I made a stroke error on one Kanji.\Why do you make such stupid mistakes when you're so smart?\Arima-kun was different from the other kids from the very start.\You could just tell his good upbringing.\His fairness and gentle disposition.\His capacity as a leader.\It was like only he was surrounded in a special atmosphere. response:	Luckily for me, no bullying happened in his class.
context: I made a stroke error on one Kanji.\Why do you make such stupid mistakes when you're so smart?\Arima-kun was different from the other kids from the very start.\You could just tell his good upbringing.\His fairness and gentle disposition.\His capacity as a leader.\It was like only he was surrounded in a special atmosphere.\Luckily for me, no bullying happened in his class. response:	Even that violent Sakura...
context: Why do you make such stupid mistakes when you're so smart?\Arima-kun was different from the other kids from the very start.\You could just tell his good upbringing.\His fairness and gentle disposition.\His capacity as a leader.\It was like only he was surrounded in a special atmosphere.\Luckily for me, no bullying happened in his class.\Even that violent Sakura... response:	Hey, go buy me some juice!
context: Arima-kun was different from the other kids from the very start.\You could just tell his good upbringing.\His fairness and gentle disposition.\His capacity as a leader.\It was like only he was surrounded in a special atmosphere.\Luckily for me, no bullying happened in his class.\Even that violent Sakura...\Hey, go buy me some juice! response:	Don't be mean to someone in my class.
context: You could just tell his good upbringing.\His fairness and gentle disposition.\His capacity as a leader.\It was like only he was surrounded in a special atmosphere.\Luckily for me, no bullying happened in his class.\Even that violent Sakura...\Hey, go buy me some juice!\Don't be mean to someone in my class. response:	Arima!
context: His fairness and gentle disposition.\His capacity as a leader.\It was like only he was surrounded in a special atmosphere.\Luckily for me, no bullying happened in his class.\Even that violent Sakura...\Hey, go buy me some juice!\Don't be mean to someone in my class.\Arima! response:	Oh fine. Later.
context: His capacity as a leader.\It was like only he was surrounded in a special atmosphere.\Luckily for me, no bullying happened in his class.\Even that violent Sakura...\Hey, go buy me some juice!\Don't be mean to someone in my class.\Arima!\Oh fine. Later. response:	She wouldn't lift her hand against Arima.
context: It was like only he was surrounded in a special atmosphere.\Luckily for me, no bullying happened in his class.\Even that violent Sakura...\Hey, go buy me some juice!\Don't be mean to someone in my class.\Arima!\Oh fine. Later.\She wouldn't lift her hand against Arima. response:	Wow! Arima-kun, you're so cool!
context: Luckily for me, no bullying happened in his class.\Even that violent Sakura...\Hey, go buy me some juice!\Don't be mean to someone in my class.\Arima!\Oh fine. Later.\She wouldn't lift her hand against Arima.\Wow! Arima-kun, you're so cool! response:	You're really awesome!
context: Even that violent Sakura...\Hey, go buy me some juice!\Don't be mean to someone in my class.\Arima!\Oh fine. Later.\She wouldn't lift her hand against Arima.\Wow! Arima-kun, you're so cool!\You're really awesome! response:	And cool! Thanks, Arima-kun!
context: Hey, go buy me some juice!\Don't be mean to someone in my class.\Arima!\Oh fine. Later.\She wouldn't lift her hand against Arima.\Wow! Arima-kun, you're so cool!\You're really awesome!\And cool! Thanks, Arima-kun! response:	Arima!
context: Don't be mean to someone in my class.\Arima!\Oh fine. Later.\She wouldn't lift her hand against Arima.\Wow! Arima-kun, you're so cool!\You're really awesome!\And cool! Thanks, Arima-kun!\Arima! response:	That's Arima-kun, three years later...
context: Arima!\Oh fine. Later.\She wouldn't lift her hand against Arima.\Wow! Arima-kun, you're so cool!\You're really awesome!\And cool! Thanks, Arima-kun!\Arima!\That's Arima-kun, three years later... response:	Nice shot, Arima!
context: Oh fine. Later.\She wouldn't lift her hand against Arima.\Wow! Arima-kun, you're so cool!\You're really awesome!\And cool! Thanks, Arima-kun!\Arima!\That's Arima-kun, three years later...\Nice shot, Arima! response:	He's still so cool! He's beautiful!
context: She wouldn't lift her hand against Arima.\Wow! Arima-kun, you're so cool!\You're really awesome!\And cool! Thanks, Arima-kun!\Arima!\That's Arima-kun, three years later...\Nice shot, Arima!\He's still so cool! He's beautiful! response:	Why are you blushing at another guy?
context: Wow! Arima-kun, you're so cool!\You're really awesome!\And cool! Thanks, Arima-kun!\Arima!\That's Arima-kun, three years later...\Nice shot, Arima!\He's still so cool! He's beautiful!\Why are you blushing at another guy? response:	Let's go, Tonami!
context: You're really awesome!\And cool! Thanks, Arima-kun!\Arima!\That's Arima-kun, three years later...\Nice shot, Arima!\He's still so cool! He's beautiful!\Why are you blushing at another guy?\Let's go, Tonami! response:	Right!
context: And cool! Thanks, Arima-kun!\Arima!\That's Arima-kun, three years later...\Nice shot, Arima!\He's still so cool! He's beautiful!\Why are you blushing at another guy?\Let's go, Tonami!\Right! response:	Awesome, Tonami!
context: Arima!\That's Arima-kun, three years later...\Nice shot, Arima!\He's still so cool! He's beautiful!\Why are you blushing at another guy?\Let's go, Tonami!\Right!\Awesome, Tonami! response:	Oh, you're the Tonami-kun who just transferred into 1-B!
context: That's Arima-kun, three years later...\Nice shot, Arima!\He's still so cool! He's beautiful!\Why are you blushing at another guy?\Let's go, Tonami!\Right!\Awesome, Tonami!\Oh, you're the Tonami-kun who just transferred into 1-B! response:	Did you used to live around here?
context: Nice shot, Arima!\He's still so cool! He's beautiful!\Why are you blushing at another guy?\Let's go, Tonami!\Right!\Awesome, Tonami!\Oh, you're the Tonami-kun who just transferred into 1-B!\Did you used to live around here? response:	I know someone with the same name.
context: He's still so cool! He's beautiful!\Why are you blushing at another guy?\Let's go, Tonami!\Right!\Awesome, Tonami!\Oh, you're the Tonami-kun who just transferred into 1-B!\Did you used to live around here?\I know someone with the same name. response:	Um, th...that's me.
context: Why are you blushing at another guy?\Let's go, Tonami!\Right!\Awesome, Tonami!\Oh, you're the Tonami-kun who just transferred into 1-B!\Did you used to live around here?\I know someone with the same name.\Um, th...that's me. response:	Really? I knew it!
context: Let's go, Tonami!\Right!\Awesome, Tonami!\Oh, you're the Tonami-kun who just transferred into 1-B!\Did you used to live around here?\I know someone with the same name.\Um, th...that's me.\Really? I knew it! response:	You've changed so much,
context: Right!\Awesome, Tonami!\Oh, you're the Tonami-kun who just transferred into 1-B!\Did you used to live around here?\I know someone with the same name.\Um, th...that's me.\Really? I knew it!\You've changed so much, response:	I was afraid I had the wrong person.
context: Awesome, Tonami!\Oh, you're the Tonami-kun who just transferred into 1-B!\Did you used to live around here?\I know someone with the same name.\Um, th...that's me.\Really? I knew it!\You've changed so much,\I was afraid I had the wrong person. response:	Yeah, I've changed.
context: Oh, you're the Tonami-kun who just transferred into 1-B!\Did you used to live around here?\I know someone with the same name.\Um, th...that's me.\Really? I knew it!\You've changed so much,\I was afraid I had the wrong person.\Yeah, I've changed. response:	He remembered me.
context: Did you used to live around here?\I know someone with the same name.\Um, th...that's me.\Really? I knew it!\You've changed so much,\I was afraid I had the wrong person.\Yeah, I've changed.\He remembered me. response:	When I had come back to this city only to get back at Sakura.
context: I know someone with the same name.\Um, th...that's me.\Really? I knew it!\You've changed so much,\I was afraid I had the wrong person.\Yeah, I've changed.\He remembered me.\When I had come back to this city only to get back at Sakura. response:	It made me so happy.
context: Um, th...that's me.\Really? I knew it!\You've changed so much,\I was afraid I had the wrong person.\Yeah, I've changed.\He remembered me.\When I had come back to this city only to get back at Sakura.\It made me so happy. response:	Arima, who are you bringing?!
context: Really? I knew it!\You've changed so much,\I was afraid I had the wrong person.\Yeah, I've changed.\He remembered me.\When I had come back to this city only to get back at Sakura.\It made me so happy.\Arima, who are you bringing?! response:	This is Tonami-kun.
context: You've changed so much,\I was afraid I had the wrong person.\Yeah, I've changed.\He remembered me.\When I had come back to this city only to get back at Sakura.\It made me so happy.\Arima, who are you bringing?!\This is Tonami-kun. response:	We were in the same junior high.
context: I was afraid I had the wrong person.\Yeah, I've changed.\He remembered me.\When I had come back to this city only to get back at Sakura.\It made me so happy.\Arima, who are you bringing?!\This is Tonami-kun.\We were in the same junior high. response:	It's been a while since we last saw each other.
context: Yeah, I've changed.\He remembered me.\When I had come back to this city only to get back at Sakura.\It made me so happy.\Arima, who are you bringing?!\This is Tonami-kun.\We were in the same junior high.\It's been a while since we last saw each other. response:	Is it okay if Tonami eats lunch with us?
context: He remembered me.\When I had come back to this city only to get back at Sakura.\It made me so happy.\Arima, who are you bringing?!\This is Tonami-kun.\We were in the same junior high.\It's been a while since we last saw each other.\Is it okay if Tonami eats lunch with us? response:	Hmm, in that case, okay.
context: When I had come back to this city only to get back at Sakura.\It made me so happy.\Arima, who are you bringing?!\This is Tonami-kun.\We were in the same junior high.\It's been a while since we last saw each other.\Is it okay if Tonami eats lunch with us?\Hmm, in that case, okay. response:	No way!
context: It made me so happy.\Arima, who are you bringing?!\This is Tonami-kun.\We were in the same junior high.\It's been a while since we last saw each other.\Is it okay if Tonami eats lunch with us?\Hmm, in that case, okay.\No way! response:	Don't be friends with any guy but me!
context: Arima, who are you bringing?!\This is Tonami-kun.\We were in the same junior high.\It's been a while since we last saw each other.\Is it okay if Tonami eats lunch with us?\Hmm, in that case, okay.\No way!\Don't be friends with any guy but me! response:	Stop suffocating me.
context: This is Tonami-kun.\We were in the same junior high.\It's been a while since we last saw each other.\Is it okay if Tonami eats lunch with us?\Hmm, in that case, okay.\No way!\Don't be friends with any guy but me!\Stop suffocating me. response:	Well, this is Miyazawa-san, who's in my class...
context: We were in the same junior high.\It's been a while since we last saw each other.\Is it okay if Tonami eats lunch with us?\Hmm, in that case, okay.\No way!\Don't be friends with any guy but me!\Stop suffocating me.\Well, this is Miyazawa-san, who's in my class... response:	Hi.
context: It's been a while since we last saw each other.\Is it okay if Tonami eats lunch with us?\Hmm, in that case, okay.\No way!\Don't be friends with any guy but me!\Stop suffocating me.\Well, this is Miyazawa-san, who's in my class...\Hi. response:	And this is Asaba.
context: Is it okay if Tonami eats lunch with us?\Hmm, in that case, okay.\No way!\Don't be friends with any guy but me!\Stop suffocating me.\Well, this is Miyazawa-san, who's in my class...\Hi.\And this is Asaba. response:	But you can forget his name right away.
context: Hmm, in that case, okay.\No way!\Don't be friends with any guy but me!\Stop suffocating me.\Well, this is Miyazawa-san, who's in my class...\Hi.\And this is Asaba.\But you can forget his name right away. response:	No way!
context: No way!\Don't be friends with any guy but me!\Stop suffocating me.\Well, this is Miyazawa-san, who's in my class...\Hi.\And this is Asaba.\But you can forget his name right away.\No way! response:	And Miyazawa and I are going out.
context: Don't be friends with any guy but me!\Stop suffocating me.\Well, this is Miyazawa-san, who's in my class...\Hi.\And this is Asaba.\But you can forget his name right away.\No way!\And Miyazawa and I are going out. response:	It's none of my business,
context: Stop suffocating me.\Well, this is Miyazawa-san, who's in my class...\Hi.\And this is Asaba.\But you can forget his name right away.\No way!\And Miyazawa and I are going out.\It's none of my business, response:	but Arima sure has strange tastes.
context: Well, this is Miyazawa-san, who's in my class...\Hi.\And this is Asaba.\But you can forget his name right away.\No way!\And Miyazawa and I are going out.\It's none of my business,\but Arima sure has strange tastes. response:	Oh, but I guess she's cute when she keeps her mouth shut.
context: Hi.\And this is Asaba.\But you can forget his name right away.\No way!\And Miyazawa and I are going out.\It's none of my business,\but Arima sure has strange tastes.\Oh, but I guess she's cute when she keeps her mouth shut. response:	Let's have lunch.
context: And this is Asaba.\But you can forget his name right away.\No way!\And Miyazawa and I are going out.\It's none of my business,\but Arima sure has strange tastes.\Oh, but I guess she's cute when she keeps her mouth shut.\Let's have lunch. response:	Okay Arima, say aah
context: But you can forget his name right away.\No way!\And Miyazawa and I are going out.\It's none of my business,\but Arima sure has strange tastes.\Oh, but I guess she's cute when she keeps her mouth shut.\Let's have lunch.\Okay Arima, say aah response:	What're you thinking?!
context: No way!\And Miyazawa and I are going out.\It's none of my business,\but Arima sure has strange tastes.\Oh, but I guess she's cute when she keeps her mouth shut.\Let's have lunch.\Okay Arima, say aah\What're you thinking?! response:	No, I don't want any!
context: And Miyazawa and I are going out.\It's none of my business,\but Arima sure has strange tastes.\Oh, but I guess she's cute when she keeps her mouth shut.\Let's have lunch.\Okay Arima, say aah\What're you thinking?!\No, I don't want any! response:	C'mon, say aah!
