context: Atsushi-kun... response:	Risa, after thinking about it,
context: What exactly would that be like between us, anyway?\Dummy.\Don't!\Ugh, that's disgusting.\Like hell!\I recall something that happened back when I was a student...\SSSh! Keep your voice down!\But you're saying Kanzaki-san and her giant boyfriend broke up! response:	Still, Nakao-chi's info isn't always reliable.
context: Dummy.\Don't!\Ugh, that's disgusting.\Like hell!\I recall something that happened back when I was a student...\SSSh! Keep your voice down!\But you're saying Kanzaki-san and her giant boyfriend broke up!\Still, Nakao-chi's info isn't always reliable. response:	No. This time it's true.
context: Don't!\Ugh, that's disgusting.\Like hell!\I recall something that happened back when I was a student...\SSSh! Keep your voice down!\But you're saying Kanzaki-san and her giant boyfriend broke up!\Still, Nakao-chi's info isn't always reliable.\No. This time it's true. response:	He bumped into Kanzaki-san the other day, and heard it directly from her.
context: Ugh, that's disgusting.\Like hell!\I recall something that happened back when I was a student...\SSSh! Keep your voice down!\But you're saying Kanzaki-san and her giant boyfriend broke up!\Still, Nakao-chi's info isn't always reliable.\No. This time it's true.\He bumped into Kanzaki-san the other day, and heard it directly from her. response:	A-Are you serious?
context: Like hell!\I recall something that happened back when I was a student...\SSSh! Keep your voice down!\But you're saying Kanzaki-san and her giant boyfriend broke up!\Still, Nakao-chi's info isn't always reliable.\No. This time it's true.\He bumped into Kanzaki-san the other day, and heard it directly from her.\A-Are you serious? response:	He didn't ask why they broke up,
context: I recall something that happened back when I was a student...\SSSh! Keep your voice down!\But you're saying Kanzaki-san and her giant boyfriend broke up!\Still, Nakao-chi's info isn't always reliable.\No. This time it's true.\He bumped into Kanzaki-san the other day, and heard it directly from her.\A-Are you serious?\He didn't ask why they broke up, response:	So that's why she didn't come to the party...
context: SSSh! Keep your voice down!\But you're saying Kanzaki-san and her giant boyfriend broke up!\Still, Nakao-chi's info isn't always reliable.\No. This time it's true.\He bumped into Kanzaki-san the other day, and heard it directly from her.\A-Are you serious?\He didn't ask why they broke up,\So that's why she didn't come to the party... response:	S-So, does Otani know?
context: But you're saying Kanzaki-san and her giant boyfriend broke up!\Still, Nakao-chi's info isn't always reliable.\No. This time it's true.\He bumped into Kanzaki-san the other day, and heard it directly from her.\A-Are you serious?\He didn't ask why they broke up,\So that's why she didn't come to the party...\S-So, does Otani know? response:	No. We don't want him to get any ideas. So we haven't told him.
context: Still, Nakao-chi's info isn't always reliable.\No. This time it's true.\He bumped into Kanzaki-san the other day, and heard it directly from her.\A-Are you serious?\He didn't ask why they broke up,\So that's why she didn't come to the party...\S-So, does Otani know?\No. We don't want him to get any ideas. So we haven't told him. response:	Is that so...
context: No. This time it's true.\He bumped into Kanzaki-san the other day, and heard it directly from her.\A-Are you serious?\He didn't ask why they broke up,\So that's why she didn't come to the party...\S-So, does Otani know?\No. We don't want him to get any ideas. So we haven't told him.\Is that so... response:	I mean, last time Kanzaki-san said she just wanted to talk,
context: He bumped into Kanzaki-san the other day, and heard it directly from her.\A-Are you serious?\He didn't ask why they broke up,\So that's why she didn't come to the party...\S-So, does Otani know?\No. We don't want him to get any ideas. So we haven't told him.\Is that so...\I mean, last time Kanzaki-san said she just wanted to talk, response:	Th-that is true...
context: A-Are you serious?\He didn't ask why they broke up,\So that's why she didn't come to the party...\S-So, does Otani know?\No. We don't want him to get any ideas. So we haven't told him.\Is that so...\I mean, last time Kanzaki-san said she just wanted to talk,\Th-that is true... response:	While Kanzaki-san's heart is still wounded...
context: He didn't ask why they broke up,\So that's why she didn't come to the party...\S-So, does Otani know?\No. We don't want him to get any ideas. So we haven't told him.\Is that so...\I mean, last time Kanzaki-san said she just wanted to talk,\Th-that is true...\While Kanzaki-san's heart is still wounded... response:	Her heartstrings!
context: So that's why she didn't come to the party...\S-So, does Otani know?\No. We don't want him to get any ideas. So we haven't told him.\Is that so...\I mean, last time Kanzaki-san said she just wanted to talk,\Th-that is true...\While Kanzaki-san's heart is still wounded...\Her heartstrings! response:	And up against a girl like her, Otani-kun would...
context: S-So, does Otani know?\No. We don't want him to get any ideas. So we haven't told him.\Is that so...\I mean, last time Kanzaki-san said she just wanted to talk,\Th-that is true...\While Kanzaki-san's heart is still wounded...\Her heartstrings!\And up against a girl like her, Otani-kun would... response:	His heartstrings!
context: No. We don't want him to get any ideas. So we haven't told him.\Is that so...\I mean, last time Kanzaki-san said she just wanted to talk,\Th-that is true...\While Kanzaki-san's heart is still wounded...\Her heartstrings!\And up against a girl like her, Otani-kun would...\His heartstrings! response:	Still, who was the one who told me An ex is just an ex, after all?
context: Is that so...\I mean, last time Kanzaki-san said she just wanted to talk,\Th-that is true...\While Kanzaki-san's heart is still wounded...\Her heartstrings!\And up against a girl like her, Otani-kun would...\His heartstrings!\Still, who was the one who told me An ex is just an ex, after all? response:	The situation has changed.
context: I mean, last time Kanzaki-san said she just wanted to talk,\Th-that is true...\While Kanzaki-san's heart is still wounded...\Her heartstrings!\And up against a girl like her, Otani-kun would...\His heartstrings!\Still, who was the one who told me An ex is just an ex, after all?\The situation has changed. response:	In any case, we shouldn't let news of Kanzaki-san's breakup reach Otani-kun.
context: Th-that is true...\While Kanzaki-san's heart is still wounded...\Her heartstrings!\And up against a girl like her, Otani-kun would...\His heartstrings!\Still, who was the one who told me An ex is just an ex, after all?\The situation has changed.\In any case, we shouldn't let news of Kanzaki-san's breakup reach Otani-kun. response:	Don't bring up Kanzaki-san in front of Otani at all, okay?
context: While Kanzaki-san's heart is still wounded...\Her heartstrings!\And up against a girl like her, Otani-kun would...\His heartstrings!\Still, who was the one who told me An ex is just an ex, after all?\The situation has changed.\In any case, we shouldn't let news of Kanzaki-san's breakup reach Otani-kun.\Don't bring up Kanzaki-san in front of Otani at all, okay? response:	And we need to take countermeasures to prevent the two of them meeting...
context: Her heartstrings!\And up against a girl like her, Otani-kun would...\His heartstrings!\Still, who was the one who told me An ex is just an ex, after all?\The situation has changed.\In any case, we shouldn't let news of Kanzaki-san's breakup reach Otani-kun.\Don't bring up Kanzaki-san in front of Otani at all, okay?\And we need to take countermeasures to prevent the two of them meeting... response:	Good afternoon.
context: And up against a girl like her, Otani-kun would...\His heartstrings!\Still, who was the one who told me An ex is just an ex, after all?\The situation has changed.\In any case, we shouldn't let news of Kanzaki-san's breakup reach Otani-kun.\Don't bring up Kanzaki-san in front of Otani at all, okay?\And we need to take countermeasures to prevent the two of them meeting...\Good afternoon. response:	Good afternoon.
context: His heartstrings!\Still, who was the one who told me An ex is just an ex, after all?\The situation has changed.\In any case, we shouldn't let news of Kanzaki-san's breakup reach Otani-kun.\Don't bring up Kanzaki-san in front of Otani at all, okay?\And we need to take countermeasures to prevent the two of them meeting...\Good afternoon.\Good afternoon. response:	Ahh! She appeared!
context: Still, who was the one who told me An ex is just an ex, after all?\The situation has changed.\In any case, we shouldn't let news of Kanzaki-san's breakup reach Otani-kun.\Don't bring up Kanzaki-san in front of Otani at all, okay?\And we need to take countermeasures to prevent the two of them meeting...\Good afternoon.\Good afternoon.\Ahh! She appeared! response:	Uh, nothing.
context: The situation has changed.\In any case, we shouldn't let news of Kanzaki-san's breakup reach Otani-kun.\Don't bring up Kanzaki-san in front of Otani at all, okay?\And we need to take countermeasures to prevent the two of them meeting...\Good afternoon.\Good afternoon.\Ahh! She appeared!\Uh, nothing. response:	Are you here to see Otani?
context: In any case, we shouldn't let news of Kanzaki-san's breakup reach Otani-kun.\Don't bring up Kanzaki-san in front of Otani at all, okay?\And we need to take countermeasures to prevent the two of them meeting...\Good afternoon.\Good afternoon.\Ahh! She appeared!\Uh, nothing.\Are you here to see Otani? response:	Yes. Did he already leave?
context: Don't bring up Kanzaki-san in front of Otani at all, okay?\And we need to take countermeasures to prevent the two of them meeting...\Good afternoon.\Good afternoon.\Ahh! She appeared!\Uh, nothing.\Are you here to see Otani?\Yes. Did he already leave? response:	He did. Sorry.
context: And we need to take countermeasures to prevent the two of them meeting...\Good afternoon.\Good afternoon.\Ahh! She appeared!\Uh, nothing.\Are you here to see Otani?\Yes. Did he already leave?\He did. Sorry. response:	Didn't he say he'd be right back after dropping by the staff room?
context: Good afternoon.\Good afternoon.\Ahh! She appeared!\Uh, nothing.\Are you here to see Otani?\Yes. Did he already leave?\He did. Sorry.\Didn't he say he'd be right back after dropping by the staff room? response:	I told you, we can't let them meet.
context: Good afternoon.\Ahh! She appeared!\Uh, nothing.\Are you here to see Otani?\Yes. Did he already leave?\He did. Sorry.\Didn't he say he'd be right back after dropping by the staff room?\I told you, we can't let them meet. response:	Ah. Right.
context: Ahh! She appeared!\Uh, nothing.\Are you here to see Otani?\Yes. Did he already leave?\He did. Sorry.\Didn't he say he'd be right back after dropping by the staff room?\I told you, we can't let them meet.\Ah. Right. response:	I see.
context: Uh, nothing.\Are you here to see Otani?\Yes. Did he already leave?\He did. Sorry.\Didn't he say he'd be right back after dropping by the staff room?\I told you, we can't let them meet.\Ah. Right.\I see. response:	So he's already gone home?
context: Are you here to see Otani?\Yes. Did he already leave?\He did. Sorry.\Didn't he say he'd be right back after dropping by the staff room?\I told you, we can't let them meet.\Ah. Right.\I see.\So he's already gone home? response:	What's this? This crushing guilt...
context: Yes. Did he already leave?\He did. Sorry.\Didn't he say he'd be right back after dropping by the staff room?\I told you, we can't let them meet.\Ah. Right.\I see.\So he's already gone home?\What's this? This crushing guilt... response:	My heart... My heart hurts...
context: He did. Sorry.\Didn't he say he'd be right back after dropping by the staff room?\I told you, we can't let them meet.\Ah. Right.\I see.\So he's already gone home?\What's this? This crushing guilt...\My heart... My heart hurts... response:	Oh, did you two attend the basketball club's Christmas party, by any chance?
context: Didn't he say he'd be right back after dropping by the staff room?\I told you, we can't let them meet.\Ah. Right.\I see.\So he's already gone home?\What's this? This crushing guilt...\My heart... My heart hurts...\Oh, did you two attend the basketball club's Christmas party, by any chance? response:	Uh, yes...
context: I told you, we can't let them meet.\Ah. Right.\I see.\So he's already gone home?\What's this? This crushing guilt...\My heart... My heart hurts...\Oh, did you two attend the basketball club's Christmas party, by any chance?\Uh, yes... response:	I thought so!
context: Ah. Right.\I see.\So he's already gone home?\What's this? This crushing guilt...\My heart... My heart hurts...\Oh, did you two attend the basketball club's Christmas party, by any chance?\Uh, yes...\I thought so! response:	I heard that a lot of Atsushi-kun's friends went.
context: I see.\So he's already gone home?\What's this? This crushing guilt...\My heart... My heart hurts...\Oh, did you two attend the basketball club's Christmas party, by any chance?\Uh, yes...\I thought so!\I heard that a lot of Atsushi-kun's friends went. response:	That's why I thought you might have gone too.
context: So he's already gone home?\What's this? This crushing guilt...\My heart... My heart hurts...\Oh, did you two attend the basketball club's Christmas party, by any chance?\Uh, yes...\I thought so!\I heard that a lot of Atsushi-kun's friends went.\That's why I thought you might have gone too. response:	She calls him Atsushi-kun.
context: What's this? This crushing guilt...\My heart... My heart hurts...\Oh, did you two attend the basketball club's Christmas party, by any chance?\Uh, yes...\I thought so!\I heard that a lot of Atsushi-kun's friends went.\That's why I thought you might have gone too.\She calls him Atsushi-kun. response:	Actually, everyone is getting together next Sunday to play basketball again.
context: My heart... My heart hurts...\Oh, did you two attend the basketball club's Christmas party, by any chance?\Uh, yes...\I thought so!\I heard that a lot of Atsushi-kun's friends went.\That's why I thought you might have gone too.\She calls him Atsushi-kun.\Actually, everyone is getting together next Sunday to play basketball again. response:	Will you be going to, Kanzaki-san?
context: Oh, did you two attend the basketball club's Christmas party, by any chance?\Uh, yes...\I thought so!\I heard that a lot of Atsushi-kun's friends went.\That's why I thought you might have gone too.\She calls him Atsushi-kun.\Actually, everyone is getting together next Sunday to play basketball again.\Will you be going to, Kanzaki-san? response:	Yes.
context: Uh, yes...\I thought so!\I heard that a lot of Atsushi-kun's friends went.\That's why I thought you might have gone too.\She calls him Atsushi-kun.\Actually, everyone is getting together next Sunday to play basketball again.\Will you be going to, Kanzaki-san?\Yes. response:	I'd like to surround myself with people in a cheery environment right now.
context: I thought so!\I heard that a lot of Atsushi-kun's friends went.\That's why I thought you might have gone too.\She calls him Atsushi-kun.\Actually, everyone is getting together next Sunday to play basketball again.\Will you be going to, Kanzaki-san?\Yes.\I'd like to surround myself with people in a cheery environment right now. response:	Truth be told, that tugged at my heartstrings just now.
context: I heard that a lot of Atsushi-kun's friends went.\That's why I thought you might have gone too.\She calls him Atsushi-kun.\Actually, everyone is getting together next Sunday to play basketball again.\Will you be going to, Kanzaki-san?\Yes.\I'd like to surround myself with people in a cheery environment right now.\Truth be told, that tugged at my heartstrings just now. response:	This is bad.
context: That's why I thought you might have gone too.\She calls him Atsushi-kun.\Actually, everyone is getting together next Sunday to play basketball again.\Will you be going to, Kanzaki-san?\Yes.\I'd like to surround myself with people in a cheery environment right now.\Truth be told, that tugged at my heartstrings just now.\This is bad. response:	I guess the thing about the breakup was true.
context: She calls him Atsushi-kun.\Actually, everyone is getting together next Sunday to play basketball again.\Will you be going to, Kanzaki-san?\Yes.\I'd like to surround myself with people in a cheery environment right now.\Truth be told, that tugged at my heartstrings just now.\This is bad.\I guess the thing about the breakup was true. response:	So, could you please let Atsushi-kun know about basketball on Sunday?
context: Actually, everyone is getting together next Sunday to play basketball again.\Will you be going to, Kanzaki-san?\Yes.\I'd like to surround myself with people in a cheery environment right now.\Truth be told, that tugged at my heartstrings just now.\This is bad.\I guess the thing about the breakup was true.\So, could you please let Atsushi-kun know about basketball on Sunday? response:	Thank you so much.
context: Will you be going to, Kanzaki-san?\Yes.\I'd like to surround myself with people in a cheery environment right now.\Truth be told, that tugged at my heartstrings just now.\This is bad.\I guess the thing about the breakup was true.\So, could you please let Atsushi-kun know about basketball on Sunday?\Thank you so much. response:	I'll be on my way, then.
context: Yes.\I'd like to surround myself with people in a cheery environment right now.\Truth be told, that tugged at my heartstrings just now.\This is bad.\I guess the thing about the breakup was true.\So, could you please let Atsushi-kun know about basketball on Sunday?\Thank you so much.\I'll be on my way, then. response:	She's so cute...
context: I'd like to surround myself with people in a cheery environment right now.\Truth be told, that tugged at my heartstrings just now.\This is bad.\I guess the thing about the breakup was true.\So, could you please let Atsushi-kun know about basketball on Sunday?\Thank you so much.\I'll be on my way, then.\She's so cute... response:	You're not wrong...
context: Truth be told, that tugged at my heartstrings just now.\This is bad.\I guess the thing about the breakup was true.\So, could you please let Atsushi-kun know about basketball on Sunday?\Thank you so much.\I'll be on my way, then.\She's so cute...\You're not wrong... response:	Hey, what are you doing saying a thing like that so casually?!
context: This is bad.\I guess the thing about the breakup was true.\So, could you please let Atsushi-kun know about basketball on Sunday?\Thank you so much.\I'll be on my way, then.\She's so cute...\You're not wrong...\Hey, what are you doing saying a thing like that so casually?! response:	She said they're gonna play basketball again. Kanzaki-san and Otani-kun will meet!
context: I guess the thing about the breakup was true.\So, could you please let Atsushi-kun know about basketball on Sunday?\Thank you so much.\I'll be on my way, then.\She's so cute...\You're not wrong...\Hey, what are you doing saying a thing like that so casually?!\She said they're gonna play basketball again. Kanzaki-san and Otani-kun will meet! response:	Y-You're right!
context: So, could you please let Atsushi-kun know about basketball on Sunday?\Thank you so much.\I'll be on my way, then.\She's so cute...\You're not wrong...\Hey, what are you doing saying a thing like that so casually?!\She said they're gonna play basketball again. Kanzaki-san and Otani-kun will meet!\Y-You're right! response:	What should we do?!
context: Thank you so much.\I'll be on my way, then.\She's so cute...\You're not wrong...\Hey, what are you doing saying a thing like that so casually?!\She said they're gonna play basketball again. Kanzaki-san and Otani-kun will meet!\Y-You're right!\What should we do?! response:	Sorry for the wait!
context: I'll be on my way, then.\She's so cute...\You're not wrong...\Hey, what are you doing saying a thing like that so casually?!\She said they're gonna play basketball again. Kanzaki-san and Otani-kun will meet!\Y-You're right!\What should we do?!\Sorry for the wait! response:	What's with you two?
context: She's so cute...\You're not wrong...\Hey, what are you doing saying a thing like that so casually?!\She said they're gonna play basketball again. Kanzaki-san and Otani-kun will meet!\Y-You're right!\What should we do?!\Sorry for the wait!\What's with you two? response:	Atsushi-kun...
context: You're not wrong...\Hey, what are you doing saying a thing like that so casually?!\She said they're gonna play basketball again. Kanzaki-san and Otani-kun will meet!\Y-You're right!\What should we do?!\Sorry for the wait!\What's with you two?\Atsushi-kun... response:	Someone... Someone save me! Help! Help!
context: Hey, what are you doing saying a thing like that so casually?!\She said they're gonna play basketball again. Kanzaki-san and Otani-kun will meet!\Y-You're right!\What should we do?!\Sorry for the wait!\What's with you two?\Atsushi-kun...\Someone... Someone save me! Help! Help! response:	How rude!
context: She said they're gonna play basketball again. Kanzaki-san and Otani-kun will meet!\Y-You're right!\What should we do?!\Sorry for the wait!\What's with you two?\Atsushi-kun...\Someone... Someone save me! Help! Help!\How rude! response:	Fine. I guess I am just a comedienne, after all.
context: Y-You're right!\What should we do?!\Sorry for the wait!\What's with you two?\Atsushi-kun...\Someone... Someone save me! Help! Help!\How rude!\Fine. I guess I am just a comedienne, after all. response:	What was that just now?
context: What should we do?!\Sorry for the wait!\What's with you two?\Atsushi-kun...\Someone... Someone save me! Help! Help!\How rude!\Fine. I guess I am just a comedienne, after all.\What was that just now? response:	An impression of Kanzaki-san.
context: Sorry for the wait!\What's with you two?\Atsushi-kun...\Someone... Someone save me! Help! Help!\How rude!\Fine. I guess I am just a comedienne, after all.\What was that just now?\An impression of Kanzaki-san. response:	She dropped by earlier.
context: What's with you two?\Atsushi-kun...\Someone... Someone save me! Help! Help!\How rude!\Fine. I guess I am just a comedienne, after all.\What was that just now?\An impression of Kanzaki-san.\She dropped by earlier. response:	She said there's going to be another basketball get-together.
context: Atsushi-kun...\Someone... Someone save me! Help! Help!\How rude!\Fine. I guess I am just a comedienne, after all.\What was that just now?\An impression of Kanzaki-san.\She dropped by earlier.\She said there's going to be another basketball get-together. response:	Oh. Nakao already told me about that.
context: Someone... Someone save me! Help! Help!\How rude!\Fine. I guess I am just a comedienne, after all.\What was that just now?\An impression of Kanzaki-san.\She dropped by earlier.\She said there's going to be another basketball get-together.\Oh. Nakao already told me about that. response:	Risa!
context: How rude!\Fine. I guess I am just a comedienne, after all.\What was that just now?\An impression of Kanzaki-san.\She dropped by earlier.\She said there's going to be another basketball get-together.\Oh. Nakao already told me about that.\Risa! response:	She already knew that darling would tell him!
context: Fine. I guess I am just a comedienne, after all.\What was that just now?\An impression of Kanzaki-san.\She dropped by earlier.\She said there's going to be another basketball get-together.\Oh. Nakao already told me about that.\Risa!\She already knew that darling would tell him! response:	That means she came in person just to see Otani-kun!
context: What was that just now?\An impression of Kanzaki-san.\She dropped by earlier.\She said there's going to be another basketball get-together.\Oh. Nakao already told me about that.\Risa!\She already knew that darling would tell him!\That means she came in person just to see Otani-kun! response:	You two are going to come along too, right?
context: An impression of Kanzaki-san.\She dropped by earlier.\She said there's going to be another basketball get-together.\Oh. Nakao already told me about that.\Risa!\She already knew that darling would tell him!\That means she came in person just to see Otani-kun!\You two are going to come along too, right? response:	We'll come!
context: She dropped by earlier.\She said there's going to be another basketball get-together.\Oh. Nakao already told me about that.\Risa!\She already knew that darling would tell him!\That means she came in person just to see Otani-kun!\You two are going to come along too, right?\We'll come! response:	If Otani-kun is going, it'll bother you if you don't go, right?
context: She said there's going to be another basketball get-together.\Oh. Nakao already told me about that.\Risa!\She already knew that darling would tell him!\That means she came in person just to see Otani-kun!\You two are going to come along too, right?\We'll come!\If Otani-kun is going, it'll bother you if you don't go, right? response:	Th-That's not true, but...
context: Oh. Nakao already told me about that.\Risa!\She already knew that darling would tell him!\That means she came in person just to see Otani-kun!\You two are going to come along too, right?\We'll come!\If Otani-kun is going, it'll bother you if you don't go, right?\Th-That's not true, but... response:	Imagine her making a face like this,
context: Risa!\She already knew that darling would tell him!\That means she came in person just to see Otani-kun!\You two are going to come along too, right?\We'll come!\If Otani-kun is going, it'll bother you if you don't go, right?\Th-That's not true, but...\Imagine her making a face like this, response:	A guy would want to do something about that, wouldn't he?
context: She already knew that darling would tell him!\That means she came in person just to see Otani-kun!\You two are going to come along too, right?\We'll come!\If Otani-kun is going, it'll bother you if you don't go, right?\Th-That's not true, but...\Imagine her making a face like this,\A guy would want to do something about that, wouldn't he? response:	Oh no...
context: That means she came in person just to see Otani-kun!\You two are going to come along too, right?\We'll come!\If Otani-kun is going, it'll bother you if you don't go, right?\Th-That's not true, but...\Imagine her making a face like this,\A guy would want to do something about that, wouldn't he?\Oh no... response:	What are you whispering about over there?
context: You two are going to come along too, right?\We'll come!\If Otani-kun is going, it'll bother you if you don't go, right?\Th-That's not true, but...\Imagine her making a face like this,\A guy would want to do something about that, wouldn't he?\Oh no...\What are you whispering about over there? response:	Nothing!
context: We'll come!\If Otani-kun is going, it'll bother you if you don't go, right?\Th-That's not true, but...\Imagine her making a face like this,\A guy would want to do something about that, wouldn't he?\Oh no...\What are you whispering about over there?\Nothing! response:	Huh?
context: If Otani-kun is going, it'll bother you if you don't go, right?\Th-That's not true, but...\Imagine her making a face like this,\A guy would want to do something about that, wouldn't he?\Oh no...\What are you whispering about over there?\Nothing!\Huh? response:	It's really bad this time.
context: Th-That's not true, but...\Imagine her making a face like this,\A guy would want to do something about that, wouldn't he?\Oh no...\What are you whispering about over there?\Nothing!\Huh?\It's really bad this time. response:	I've gotta do something!
context: Imagine her making a face like this,\A guy would want to do something about that, wouldn't he?\Oh no...\What are you whispering about over there?\Nothing!\Huh?\It's really bad this time.\I've gotta do something! response:	Hey!
context: A guy would want to do something about that, wouldn't he?\Oh no...\What are you whispering about over there?\Nothing!\Huh?\It's really bad this time.\I've gotta do something!\Hey! response:	Oh, he's here! He's here!
context: Oh no...\What are you whispering about over there?\Nothing!\Huh?\It's really bad this time.\I've gotta do something!\Hey!\Oh, he's here! He's here! response:	Hey! We've been waiting for you, Otani-kun.
context: What are you whispering about over there?\Nothing!\Huh?\It's really bad this time.\I've gotta do something!\Hey!\Oh, he's here! He's here!\Hey! We've been waiting for you, Otani-kun. response:	Wha... What?
context: Nothing!\Huh?\It's really bad this time.\I've gotta do something!\Hey!\Oh, he's here! He's here!\Hey! We've been waiting for you, Otani-kun.\Wha... What? response:	Th-These people...
context: Huh?\It's really bad this time.\I've gotta do something!\Hey!\Oh, he's here! He's here!\Hey! We've been waiting for you, Otani-kun.\Wha... What?\Th-These people... response:	Right. They're planning on getting Otani-kun and Kanzaki-san back together.
context: It's really bad this time.\I've gotta do something!\Hey!\Oh, he's here! He's here!\Hey! We've been waiting for you, Otani-kun.\Wha... What?\Th-These people...\Right. They're planning on getting Otani-kun and Kanzaki-san back together. response:	They definitely know about Kanzaki-san's break-up too.
context: I've gotta do something!\Hey!\Oh, he's here! He's here!\Hey! We've been waiting for you, Otani-kun.\Wha... What?\Th-These people...\Right. They're planning on getting Otani-kun and Kanzaki-san back together.\They definitely know about Kanzaki-san's break-up too. response:	Risa!
context: Hey!\Oh, he's here! He's here!\Hey! We've been waiting for you, Otani-kun.\Wha... What?\Th-These people...\Right. They're planning on getting Otani-kun and Kanzaki-san back together.\They definitely know about Kanzaki-san's break-up too.\Risa! response:	Kanzaki-san is already here.
context: Oh, he's here! He's here!\Hey! We've been waiting for you, Otani-kun.\Wha... What?\Th-These people...\Right. They're planning on getting Otani-kun and Kanzaki-san back together.\They definitely know about Kanzaki-san's break-up too.\Risa!\Kanzaki-san is already here. response:	Wh-What should we do?
context: Hey! We've been waiting for you, Otani-kun.\Wha... What?\Th-These people...\Right. They're planning on getting Otani-kun and Kanzaki-san back together.\They definitely know about Kanzaki-san's break-up too.\Risa!\Kanzaki-san is already here.\Wh-What should we do? response:	She looks so obviously lonely.
context: Wha... What?\Th-These people...\Right. They're planning on getting Otani-kun and Kanzaki-san back together.\They definitely know about Kanzaki-san's break-up too.\Risa!\Kanzaki-san is already here.\Wh-What should we do?\She looks so obviously lonely. response:	This is bad.
context: Th-These people...\Right. They're planning on getting Otani-kun and Kanzaki-san back together.\They definitely know about Kanzaki-san's break-up too.\Risa!\Kanzaki-san is already here.\Wh-What should we do?\She looks so obviously lonely.\This is bad. response:	She's exuding an aura that says Comfort me.
context: Right. They're planning on getting Otani-kun and Kanzaki-san back together.\They definitely know about Kanzaki-san's break-up too.\Risa!\Kanzaki-san is already here.\Wh-What should we do?\She looks so obviously lonely.\This is bad.\She's exuding an aura that says Comfort me. response:	Hey, what are you guys doing?
context: They definitely know about Kanzaki-san's break-up too.\Risa!\Kanzaki-san is already here.\Wh-What should we do?\She looks so obviously lonely.\This is bad.\She's exuding an aura that says Comfort me.\Hey, what are you guys doing? response:	Nothing, nothing.
context: Risa!\Kanzaki-san is already here.\Wh-What should we do?\She looks so obviously lonely.\This is bad.\She's exuding an aura that says Comfort me.\Hey, what are you guys doing?\Nothing, nothing. response:	Risa, get Otani-kun's attention before he's swallowed up by that aura!
context: Kanzaki-san is already here.\Wh-What should we do?\She looks so obviously lonely.\This is bad.\She's exuding an aura that says Comfort me.\Hey, what are you guys doing?\Nothing, nothing.\Risa, get Otani-kun's attention before he's swallowed up by that aura! response:	Wh-What do you mean get his attention?
context: Wh-What should we do?\She looks so obviously lonely.\This is bad.\She's exuding an aura that says Comfort me.\Hey, what are you guys doing?\Nothing, nothing.\Risa, get Otani-kun's attention before he's swallowed up by that aura!\Wh-What do you mean get his attention? response:	Do whatever you have to, keep them from talking.
context: She looks so obviously lonely.\This is bad.\She's exuding an aura that says Comfort me.\Hey, what are you guys doing?\Nothing, nothing.\Risa, get Otani-kun's attention before he's swallowed up by that aura!\Wh-What do you mean get his attention?\Do whatever you have to, keep them from talking. response:	What is this, all of a sudden!
context: This is bad.\She's exuding an aura that says Comfort me.\Hey, what are you guys doing?\Nothing, nothing.\Risa, get Otani-kun's attention before he's swallowed up by that aura!\Wh-What do you mean get his attention?\Do whatever you have to, keep them from talking.\What is this, all of a sudden! response:	Owww!
context: She's exuding an aura that says Comfort me.\Hey, what are you guys doing?\Nothing, nothing.\Risa, get Otani-kun's attention before he's swallowed up by that aura!\Wh-What do you mean get his attention?\Do whatever you have to, keep them from talking.\What is this, all of a sudden!\Owww! response:	What'd you do that for?!
context: Hey, what are you guys doing?\Nothing, nothing.\Risa, get Otani-kun's attention before he's swallowed up by that aura!\Wh-What do you mean get his attention?\Do whatever you have to, keep them from talking.\What is this, all of a sudden!\Owww!\What'd you do that for?! response:	No reason.
context: Nothing, nothing.\Risa, get Otani-kun's attention before he's swallowed up by that aura!\Wh-What do you mean get his attention?\Do whatever you have to, keep them from talking.\What is this, all of a sudden!\Owww!\What'd you do that for?!\No reason. response:	You trying to pick a fight, idiot?!
context: Risa, get Otani-kun's attention before he's swallowed up by that aura!\Wh-What do you mean get his attention?\Do whatever you have to, keep them from talking.\What is this, all of a sudden!\Owww!\What'd you do that for?!\No reason.\You trying to pick a fight, idiot?! response:	Lord.
context: Wh-What do you mean get his attention?\Do whatever you have to, keep them from talking.\What is this, all of a sudden!\Owww!\What'd you do that for?!\No reason.\You trying to pick a fight, idiot?!\Lord. response:	Otani!
context: Do whatever you have to, keep them from talking.\What is this, all of a sudden!\Owww!\What'd you do that for?!\No reason.\You trying to pick a fight, idiot?!\Lord.\Otani! response:	T-Teach me how to play basketball.
context: What is this, all of a sudden!\Owww!\What'd you do that for?!\No reason.\You trying to pick a fight, idiot?!\Lord.\Otani!\T-Teach me how to play basketball. response:	Huh? What's this all of a sudden?
context: Owww!\What'd you do that for?!\No reason.\You trying to pick a fight, idiot?!\Lord.\Otani!\T-Teach me how to play basketball.\Huh? What's this all of a sudden? response:	Otani-kun, look over there.
context: What'd you do that for?!\No reason.\You trying to pick a fight, idiot?!\Lord.\Otani!\T-Teach me how to play basketball.\Huh? What's this all of a sudden?\Otani-kun, look over there. response:	Kanzaki-san seems really down for some reason.
context: No reason.\You trying to pick a fight, idiot?!\Lord.\Otani!\T-Teach me how to play basketball.\Huh? What's this all of a sudden?\Otani-kun, look over there.\Kanzaki-san seems really down for some reason. response:	Why don't you go on over?
