context: Hey, Dororo. response:	Long time no see.
context: Yeah, there were no brigands.\I fed them all to my babies.\No...\We're getting further away.\So now you notice.\You fool.\Turn the boat around, now.\Jiromaru, Saburomaru. You two hungry? response:	Time to eat!
context: I fed them all to my babies.\No...\We're getting further away.\So now you notice.\You fool.\Turn the boat around, now.\Jiromaru, Saburomaru. You two hungry?\Time to eat! response:	You...
context: No...\We're getting further away.\So now you notice.\You fool.\Turn the boat around, now.\Jiromaru, Saburomaru. You two hungry?\Time to eat!\You... response:	B-Boss!
context: We're getting further away.\So now you notice.\You fool.\Turn the boat around, now.\Jiromaru, Saburomaru. You two hungry?\Time to eat!\You...\B-Boss! response:	Help us!
context: So now you notice.\You fool.\Turn the boat around, now.\Jiromaru, Saburomaru. You two hungry?\Time to eat!\You...\B-Boss!\Help us! response:	They're no normal sharks.
context: You fool.\Turn the boat around, now.\Jiromaru, Saburomaru. You two hungry?\Time to eat!\You...\B-Boss!\Help us!\They're no normal sharks. response:	Taste good?
context: Turn the boat around, now.\Jiromaru, Saburomaru. You two hungry?\Time to eat!\You...\B-Boss!\Help us!\They're no normal sharks.\Taste good? response:	I'll eat later.
context: Jiromaru, Saburomaru. You two hungry?\Time to eat!\You...\B-Boss!\Help us!\They're no normal sharks.\Taste good?\I'll eat later. response:	You little...!
context: Time to eat!\You...\B-Boss!\Help us!\They're no normal sharks.\Taste good?\I'll eat later.\You little...! response:	Don't eat them all at once now.
context: You...\B-Boss!\Help us!\They're no normal sharks.\Taste good?\I'll eat later.\You little...!\Don't eat them all at once now. response:	Save the rest for later.
context: B-Boss!\Help us!\They're no normal sharks.\Taste good?\I'll eat later.\You little...!\Don't eat them all at once now.\Save the rest for later. response:	Saburomaru, keep watch.
context: Help us!\They're no normal sharks.\Taste good?\I'll eat later.\You little...!\Don't eat them all at once now.\Save the rest for later.\Saburomaru, keep watch. response:	You can eat the rest after sundown.
context: They're no normal sharks.\Taste good?\I'll eat later.\You little...!\Don't eat them all at once now.\Save the rest for later.\Saburomaru, keep watch.\You can eat the rest after sundown. response:	It ain't letting us get away.
context: Taste good?\I'll eat later.\You little...!\Don't eat them all at once now.\Save the rest for later.\Saburomaru, keep watch.\You can eat the rest after sundown.\It ain't letting us get away. response:	Guess this is finally the end for the great Itachi.
context: I'll eat later.\You little...!\Don't eat them all at once now.\Save the rest for later.\Saburomaru, keep watch.\You can eat the rest after sundown.\It ain't letting us get away.\Guess this is finally the end for the great Itachi. response:	I got away from the samurai, only to get eaten by sharks.
context: You little...!\Don't eat them all at once now.\Save the rest for later.\Saburomaru, keep watch.\You can eat the rest after sundown.\It ain't letting us get away.\Guess this is finally the end for the great Itachi.\I got away from the samurai, only to get eaten by sharks. response:	Samurai... Hey, Itachi. I thought you had it good with your lord.
context: Don't eat them all at once now.\Save the rest for later.\Saburomaru, keep watch.\You can eat the rest after sundown.\It ain't letting us get away.\Guess this is finally the end for the great Itachi.\I got away from the samurai, only to get eaten by sharks.\Samurai... Hey, Itachi. I thought you had it good with your lord. response:	Yeah, I did.
context: Save the rest for later.\Saburomaru, keep watch.\You can eat the rest after sundown.\It ain't letting us get away.\Guess this is finally the end for the great Itachi.\I got away from the samurai, only to get eaten by sharks.\Samurai... Hey, Itachi. I thought you had it good with your lord.\Yeah, I did. response:	I went off to war under his orders.
context: Saburomaru, keep watch.\You can eat the rest after sundown.\It ain't letting us get away.\Guess this is finally the end for the great Itachi.\I got away from the samurai, only to get eaten by sharks.\Samurai... Hey, Itachi. I thought you had it good with your lord.\Yeah, I did.\I went off to war under his orders. response:	I worked my ass off trying to win some ground.
context: You can eat the rest after sundown.\It ain't letting us get away.\Guess this is finally the end for the great Itachi.\I got away from the samurai, only to get eaten by sharks.\Samurai... Hey, Itachi. I thought you had it good with your lord.\Yeah, I did.\I went off to war under his orders.\I worked my ass off trying to win some ground. response:	But...
context: It ain't letting us get away.\Guess this is finally the end for the great Itachi.\I got away from the samurai, only to get eaten by sharks.\Samurai... Hey, Itachi. I thought you had it good with your lord.\Yeah, I did.\I went off to war under his orders.\I worked my ass off trying to win some ground.\But... response:	Dammit, when are reinforcements coming?
context: Guess this is finally the end for the great Itachi.\I got away from the samurai, only to get eaten by sharks.\Samurai... Hey, Itachi. I thought you had it good with your lord.\Yeah, I did.\I went off to war under his orders.\I worked my ass off trying to win some ground.\But...\Dammit, when are reinforcements coming? response:	Boss...
context: I got away from the samurai, only to get eaten by sharks.\Samurai... Hey, Itachi. I thought you had it good with your lord.\Yeah, I did.\I went off to war under his orders.\I worked my ass off trying to win some ground.\But...\Dammit, when are reinforcements coming?\Boss... response:	Are reinforcements coming?
context: Samurai... Hey, Itachi. I thought you had it good with your lord.\Yeah, I did.\I went off to war under his orders.\I worked my ass off trying to win some ground.\But...\Dammit, when are reinforcements coming?\Boss...\Are reinforcements coming? response:	They ain't. They ain't ever coming.
context: Yeah, I did.\I went off to war under his orders.\I worked my ass off trying to win some ground.\But...\Dammit, when are reinforcements coming?\Boss...\Are reinforcements coming?\They ain't. They ain't ever coming. response:	What?
context: I went off to war under his orders.\I worked my ass off trying to win some ground.\But...\Dammit, when are reinforcements coming?\Boss...\Are reinforcements coming?\They ain't. They ain't ever coming.\What? response:	They all went to attack headquarters.
context: I worked my ass off trying to win some ground.\But...\Dammit, when are reinforcements coming?\Boss...\Are reinforcements coming?\They ain't. They ain't ever coming.\What?\They all went to attack headquarters. response:	We were just a lure. We were sent here to die.
context: But...\Dammit, when are reinforcements coming?\Boss...\Are reinforcements coming?\They ain't. They ain't ever coming.\What?\They all went to attack headquarters.\We were just a lure. We were sent here to die. response:	Boss was right.
context: Dammit, when are reinforcements coming?\Boss...\Are reinforcements coming?\They ain't. They ain't ever coming.\What?\They all went to attack headquarters.\We were just a lure. We were sent here to die.\Boss was right. response:	To them, we aren't even human.
context: Boss...\Are reinforcements coming?\They ain't. They ain't ever coming.\What?\They all went to attack headquarters.\We were just a lure. We were sent here to die.\Boss was right.\To them, we aren't even human. response:	No good comes from messing with samurai.
context: Are reinforcements coming?\They ain't. They ain't ever coming.\What?\They all went to attack headquarters.\We were just a lure. We were sent here to die.\Boss was right.\To them, we aren't even human.\No good comes from messing with samurai. response:	So I left them and went back to being a brigand.
context: They ain't. They ain't ever coming.\What?\They all went to attack headquarters.\We were just a lure. We were sent here to die.\Boss was right.\To them, we aren't even human.\No good comes from messing with samurai.\So I left them and went back to being a brigand. response:	So that's why you're here.
context: What?\They all went to attack headquarters.\We were just a lure. We were sent here to die.\Boss was right.\To them, we aren't even human.\No good comes from messing with samurai.\So I left them and went back to being a brigand.\So that's why you're here. response:	Yeah. He went through all this trouble to hide it. It's gotta be a fortune.
context: They all went to attack headquarters.\We were just a lure. We were sent here to die.\Boss was right.\To them, we aren't even human.\No good comes from messing with samurai.\So I left them and went back to being a brigand.\So that's why you're here.\Yeah. He went through all this trouble to hide it. It's gotta be a fortune. response:	I could do anything I want to with that money.
context: We were just a lure. We were sent here to die.\Boss was right.\To them, we aren't even human.\No good comes from messing with samurai.\So I left them and went back to being a brigand.\So that's why you're here.\Yeah. He went through all this trouble to hide it. It's gotta be a fortune.\I could do anything I want to with that money. response:	But what a fleeting dream that was.
context: Boss was right.\To them, we aren't even human.\No good comes from messing with samurai.\So I left them and went back to being a brigand.\So that's why you're here.\Yeah. He went through all this trouble to hide it. It's gotta be a fortune.\I could do anything I want to with that money.\But what a fleeting dream that was. response:	I wish I never dug up your mama's grave.
context: To them, we aren't even human.\No good comes from messing with samurai.\So I left them and went back to being a brigand.\So that's why you're here.\Yeah. He went through all this trouble to hide it. It's gotta be a fortune.\I could do anything I want to with that money.\But what a fleeting dream that was.\I wish I never dug up your mama's grave. response:	Sorry about that, Dororo.
context: No good comes from messing with samurai.\So I left them and went back to being a brigand.\So that's why you're here.\Yeah. He went through all this trouble to hide it. It's gotta be a fortune.\I could do anything I want to with that money.\But what a fleeting dream that was.\I wish I never dug up your mama's grave.\Sorry about that, Dororo. response:	Hey, ouch. What are you doing?
context: So I left them and went back to being a brigand.\So that's why you're here.\Yeah. He went through all this trouble to hide it. It's gotta be a fortune.\I could do anything I want to with that money.\But what a fleeting dream that was.\I wish I never dug up your mama's grave.\Sorry about that, Dororo.\Hey, ouch. What are you doing? response:	That hurts, right? That means you're alive.
context: So that's why you're here.\Yeah. He went through all this trouble to hide it. It's gotta be a fortune.\I could do anything I want to with that money.\But what a fleeting dream that was.\I wish I never dug up your mama's grave.\Sorry about that, Dororo.\Hey, ouch. What are you doing?\That hurts, right? That means you're alive. response:	So don't act like you're already dead.
context: Yeah. He went through all this trouble to hide it. It's gotta be a fortune.\I could do anything I want to with that money.\But what a fleeting dream that was.\I wish I never dug up your mama's grave.\Sorry about that, Dororo.\Hey, ouch. What are you doing?\That hurts, right? That means you're alive.\So don't act like you're already dead. response:	I lived all on my own, even without Papa and Mama.
context: I could do anything I want to with that money.\But what a fleeting dream that was.\I wish I never dug up your mama's grave.\Sorry about that, Dororo.\Hey, ouch. What are you doing?\That hurts, right? That means you're alive.\So don't act like you're already dead.\I lived all on my own, even without Papa and Mama. response:	I've been through lots of tough days. Almost died a few times, too.
context: But what a fleeting dream that was.\I wish I never dug up your mama's grave.\Sorry about that, Dororo.\Hey, ouch. What are you doing?\That hurts, right? That means you're alive.\So don't act like you're already dead.\I lived all on my own, even without Papa and Mama.\I've been through lots of tough days. Almost died a few times, too. response:	But I never gave up, never even complained.
context: I wish I never dug up your mama's grave.\Sorry about that, Dororo.\Hey, ouch. What are you doing?\That hurts, right? That means you're alive.\So don't act like you're already dead.\I lived all on my own, even without Papa and Mama.\I've been through lots of tough days. Almost died a few times, too.\But I never gave up, never even complained. response:	I shrugged it all off and pushed on.
context: Sorry about that, Dororo.\Hey, ouch. What are you doing?\That hurts, right? That means you're alive.\So don't act like you're already dead.\I lived all on my own, even without Papa and Mama.\I've been through lots of tough days. Almost died a few times, too.\But I never gave up, never even complained.\I shrugged it all off and pushed on. response:	Don't look down. Keep your head up.
context: Hey, ouch. What are you doing?\That hurts, right? That means you're alive.\So don't act like you're already dead.\I lived all on my own, even without Papa and Mama.\I've been through lots of tough days. Almost died a few times, too.\But I never gave up, never even complained.\I shrugged it all off and pushed on.\Don't look down. Keep your head up. response:	If you're a brigand, act like one and hang on to life till your last breath!
context: That hurts, right? That means you're alive.\So don't act like you're already dead.\I lived all on my own, even without Papa and Mama.\I've been through lots of tough days. Almost died a few times, too.\But I never gave up, never even complained.\I shrugged it all off and pushed on.\Don't look down. Keep your head up.\If you're a brigand, act like one and hang on to life till your last breath! response:	Lots of words for a little runt.
context: So don't act like you're already dead.\I lived all on my own, even without Papa and Mama.\I've been through lots of tough days. Almost died a few times, too.\But I never gave up, never even complained.\I shrugged it all off and pushed on.\Don't look down. Keep your head up.\If you're a brigand, act like one and hang on to life till your last breath!\Lots of words for a little runt. response:	You sound just like your papa.
context: I lived all on my own, even without Papa and Mama.\I've been through lots of tough days. Almost died a few times, too.\But I never gave up, never even complained.\I shrugged it all off and pushed on.\Don't look down. Keep your head up.\If you're a brigand, act like one and hang on to life till your last breath!\Lots of words for a little runt.\You sound just like your papa. response:	Okay, you heard the little brat.
context: I've been through lots of tough days. Almost died a few times, too.\But I never gave up, never even complained.\I shrugged it all off and pushed on.\Don't look down. Keep your head up.\If you're a brigand, act like one and hang on to life till your last breath!\Lots of words for a little runt.\You sound just like your papa.\Okay, you heard the little brat. response:	If you're a man, stand up and fight for your life.
context: But I never gave up, never even complained.\I shrugged it all off and pushed on.\Don't look down. Keep your head up.\If you're a brigand, act like one and hang on to life till your last breath!\Lots of words for a little runt.\You sound just like your papa.\Okay, you heard the little brat.\If you're a man, stand up and fight for your life. response:	Anybody still crying like a baby, no sharks are gonna get you.
context: I shrugged it all off and pushed on.\Don't look down. Keep your head up.\If you're a brigand, act like one and hang on to life till your last breath!\Lots of words for a little runt.\You sound just like your papa.\Okay, you heard the little brat.\If you're a man, stand up and fight for your life.\Anybody still crying like a baby, no sharks are gonna get you. response:	Cuz I'll kill you first.
context: Don't look down. Keep your head up.\If you're a brigand, act like one and hang on to life till your last breath!\Lots of words for a little runt.\You sound just like your papa.\Okay, you heard the little brat.\If you're a man, stand up and fight for your life.\Anybody still crying like a baby, no sharks are gonna get you.\Cuz I'll kill you first. response:	But Boss, what do we do?
context: If you're a brigand, act like one and hang on to life till your last breath!\Lots of words for a little runt.\You sound just like your papa.\Okay, you heard the little brat.\If you're a man, stand up and fight for your life.\Anybody still crying like a baby, no sharks are gonna get you.\Cuz I'll kill you first.\But Boss, what do we do? response:	Well...
context: Lots of words for a little runt.\You sound just like your papa.\Okay, you heard the little brat.\If you're a man, stand up and fight for your life.\Anybody still crying like a baby, no sharks are gonna get you.\Cuz I'll kill you first.\But Boss, what do we do?\Well... response:	What do we do, Dororo?
context: You sound just like your papa.\Okay, you heard the little brat.\If you're a man, stand up and fight for your life.\Anybody still crying like a baby, no sharks are gonna get you.\Cuz I'll kill you first.\But Boss, what do we do?\Well...\What do we do, Dororo? response:	I'm diving in to lure it.
context: Okay, you heard the little brat.\If you're a man, stand up and fight for your life.\Anybody still crying like a baby, no sharks are gonna get you.\Cuz I'll kill you first.\But Boss, what do we do?\Well...\What do we do, Dororo?\I'm diving in to lure it. response:	Pull this rope up when I signal it.
context: If you're a man, stand up and fight for your life.\Anybody still crying like a baby, no sharks are gonna get you.\Cuz I'll kill you first.\But Boss, what do we do?\Well...\What do we do, Dororo?\I'm diving in to lure it.\Pull this rope up when I signal it. response:	The shark will jump up trying to catch me.
context: Anybody still crying like a baby, no sharks are gonna get you.\Cuz I'll kill you first.\But Boss, what do we do?\Well...\What do we do, Dororo?\I'm diving in to lure it.\Pull this rope up when I signal it.\The shark will jump up trying to catch me. response:	When it does, you all stab him at once.
context: Cuz I'll kill you first.\But Boss, what do we do?\Well...\What do we do, Dororo?\I'm diving in to lure it.\Pull this rope up when I signal it.\The shark will jump up trying to catch me.\When it does, you all stab him at once. response:	That'll get it for sure. I'm counting on you.
context: But Boss, what do we do?\Well...\What do we do, Dororo?\I'm diving in to lure it.\Pull this rope up when I signal it.\The shark will jump up trying to catch me.\When it does, you all stab him at once.\That'll get it for sure. I'm counting on you. response:	Dororo! That reckless kid.
context: Well...\What do we do, Dororo?\I'm diving in to lure it.\Pull this rope up when I signal it.\The shark will jump up trying to catch me.\When it does, you all stab him at once.\That'll get it for sure. I'm counting on you.\Dororo! That reckless kid. response:	Here it comes.
context: What do we do, Dororo?\I'm diving in to lure it.\Pull this rope up when I signal it.\The shark will jump up trying to catch me.\When it does, you all stab him at once.\That'll get it for sure. I'm counting on you.\Dororo! That reckless kid.\Here it comes. response:	Pull the rope!
context: I'm diving in to lure it.\Pull this rope up when I signal it.\The shark will jump up trying to catch me.\When it does, you all stab him at once.\That'll get it for sure. I'm counting on you.\Dororo! That reckless kid.\Here it comes.\Pull the rope! response:	Gotcha!
context: Pull this rope up when I signal it.\The shark will jump up trying to catch me.\When it does, you all stab him at once.\That'll get it for sure. I'm counting on you.\Dororo! That reckless kid.\Here it comes.\Pull the rope!\Gotcha! response:	Now!
context: The shark will jump up trying to catch me.\When it does, you all stab him at once.\That'll get it for sure. I'm counting on you.\Dororo! That reckless kid.\Here it comes.\Pull the rope!\Gotcha!\Now! response:	Did it get away?
context: When it does, you all stab him at once.\That'll get it for sure. I'm counting on you.\Dororo! That reckless kid.\Here it comes.\Pull the rope!\Gotcha!\Now!\Did it get away? response:	Is it dead...?
context: That'll get it for sure. I'm counting on you.\Dororo! That reckless kid.\Here it comes.\Pull the rope!\Gotcha!\Now!\Did it get away?\Is it dead...? response:	We... we did it!
context: Dororo! That reckless kid.\Here it comes.\Pull the rope!\Gotcha!\Now!\Did it get away?\Is it dead...?\We... we did it! response:	It's not over yet.
context: Here it comes.\Pull the rope!\Gotcha!\Now!\Did it get away?\Is it dead...?\We... we did it!\It's not over yet. response:	He'll be back soon.
context: Pull the rope!\Gotcha!\Now!\Did it get away?\Is it dead...?\We... we did it!\It's not over yet.\He'll be back soon. response:	We gotta reach the cape before the sun sets.
context: Gotcha!\Now!\Did it get away?\Is it dead...?\We... we did it!\It's not over yet.\He'll be back soon.\We gotta reach the cape before the sun sets. response:	Tear off the seats and use them as oars.
context: Now!\Did it get away?\Is it dead...?\We... we did it!\It's not over yet.\He'll be back soon.\We gotta reach the cape before the sun sets.\Tear off the seats and use them as oars. response:	Paddle for your lives!
context: Did it get away?\Is it dead...?\We... we did it!\It's not over yet.\He'll be back soon.\We gotta reach the cape before the sun sets.\Tear off the seats and use them as oars.\Paddle for your lives! response:	One more thing.
context: Is it dead...?\We... we did it!\It's not over yet.\He'll be back soon.\We gotta reach the cape before the sun sets.\Tear off the seats and use them as oars.\Paddle for your lives!\One more thing. response:	Saburomaru.
context: We... we did it!\It's not over yet.\He'll be back soon.\We gotta reach the cape before the sun sets.\Tear off the seats and use them as oars.\Paddle for your lives!\One more thing.\Saburomaru. response:	Saburomaru!
context: It's not over yet.\He'll be back soon.\We gotta reach the cape before the sun sets.\Tear off the seats and use them as oars.\Paddle for your lives!\One more thing.\Saburomaru.\Saburomaru! response:	Saburomaru...
context: He'll be back soon.\We gotta reach the cape before the sun sets.\Tear off the seats and use them as oars.\Paddle for your lives!\One more thing.\Saburomaru.\Saburomaru!\Saburomaru... response:	It's over.
context: We gotta reach the cape before the sun sets.\Tear off the seats and use them as oars.\Paddle for your lives!\One more thing.\Saburomaru.\Saburomaru!\Saburomaru...\It's over. response:	The idiot shark boy really came.
context: Tear off the seats and use them as oars.\Paddle for your lives!\One more thing.\Saburomaru.\Saburomaru!\Saburomaru...\It's over.\The idiot shark boy really came. response:	You bastards...
context: Paddle for your lives!\One more thing.\Saburomaru.\Saburomaru!\Saburomaru...\It's over.\The idiot shark boy really came.\You bastards... response:	You had the upper hand in the water. But not up here on land.
context: One more thing.\Saburomaru.\Saburomaru!\Saburomaru...\It's over.\The idiot shark boy really came.\You bastards...\You had the upper hand in the water. But not up here on land. response:	Hey, you've done enough. You're going to kill him.
context: Saburomaru.\Saburomaru!\Saburomaru...\It's over.\The idiot shark boy really came.\You bastards...\You had the upper hand in the water. But not up here on land.\Hey, you've done enough. You're going to kill him. response:	I lost half of my men because of him.
context: Saburomaru!\Saburomaru...\It's over.\The idiot shark boy really came.\You bastards...\You had the upper hand in the water. But not up here on land.\Hey, you've done enough. You're going to kill him.\I lost half of my men because of him. response:	I could kill him a thousand times.
context: Saburomaru...\It's over.\The idiot shark boy really came.\You bastards...\You had the upper hand in the water. But not up here on land.\Hey, you've done enough. You're going to kill him.\I lost half of my men because of him.\I could kill him a thousand times. response:	Itachi!
context: It's over.\The idiot shark boy really came.\You bastards...\You had the upper hand in the water. But not up here on land.\Hey, you've done enough. You're going to kill him.\I lost half of my men because of him.\I could kill him a thousand times.\Itachi! response:	Fine.
context: The idiot shark boy really came.\You bastards...\You had the upper hand in the water. But not up here on land.\Hey, you've done enough. You're going to kill him.\I lost half of my men because of him.\I could kill him a thousand times.\Itachi!\Fine. response:	Toss him somewhere.
context: You bastards...\You had the upper hand in the water. But not up here on land.\Hey, you've done enough. You're going to kill him.\I lost half of my men because of him.\I could kill him a thousand times.\Itachi!\Fine.\Toss him somewhere. response:	Okay, time for you to spill your guts.
context: You had the upper hand in the water. But not up here on land.\Hey, you've done enough. You're going to kill him.\I lost half of my men because of him.\I could kill him a thousand times.\Itachi!\Fine.\Toss him somewhere.\Okay, time for you to spill your guts. response:	Don't play dumb. Tell us where the money is.
context: Hey, you've done enough. You're going to kill him.\I lost half of my men because of him.\I could kill him a thousand times.\Itachi!\Fine.\Toss him somewhere.\Okay, time for you to spill your guts.\Don't play dumb. Tell us where the money is. response:	I never said I'd given up.
context: I lost half of my men because of him.\I could kill him a thousand times.\Itachi!\Fine.\Toss him somewhere.\Okay, time for you to spill your guts.\Don't play dumb. Tell us where the money is.\I never said I'd given up. response:	I told you, I don't know.
context: I could kill him a thousand times.\Itachi!\Fine.\Toss him somewhere.\Okay, time for you to spill your guts.\Don't play dumb. Tell us where the money is.\I never said I'd given up.\I told you, I don't know. response:	There's a whole fortune just waiting for us to grab it.
context: Itachi!\Fine.\Toss him somewhere.\Okay, time for you to spill your guts.\Don't play dumb. Tell us where the money is.\I never said I'd given up.\I told you, I don't know.\There's a whole fortune just waiting for us to grab it. response:	Don't you want it?
context: Fine.\Toss him somewhere.\Okay, time for you to spill your guts.\Don't play dumb. Tell us where the money is.\I never said I'd given up.\I told you, I don't know.\There's a whole fortune just waiting for us to grab it.\Don't you want it? response:	What you have on your back can move people and change the world.
context: Toss him somewhere.\Okay, time for you to spill your guts.\Don't play dumb. Tell us where the money is.\I never said I'd given up.\I told you, I don't know.\There's a whole fortune just waiting for us to grab it.\Don't you want it?\What you have on your back can move people and change the world. response:	It's a source of great power.
context: Okay, time for you to spill your guts.\Don't play dumb. Tell us where the money is.\I never said I'd given up.\I told you, I don't know.\There's a whole fortune just waiting for us to grab it.\Don't you want it?\What you have on your back can move people and change the world.\It's a source of great power. response:	I don't want it right now.
context: Don't play dumb. Tell us where the money is.\I never said I'd given up.\I told you, I don't know.\There's a whole fortune just waiting for us to grab it.\Don't you want it?\What you have on your back can move people and change the world.\It's a source of great power.\I don't want it right now. response:	Yeah?
context: I never said I'd given up.\I told you, I don't know.\There's a whole fortune just waiting for us to grab it.\Don't you want it?\What you have on your back can move people and change the world.\It's a source of great power.\I don't want it right now.\Yeah? response:	Then I'll just force you to speak.
context: I told you, I don't know.\There's a whole fortune just waiting for us to grab it.\Don't you want it?\What you have on your back can move people and change the world.\It's a source of great power.\I don't want it right now.\Yeah?\Then I'll just force you to speak. response:	I won't let this be the end of me. I need one more shot at life.
context: There's a whole fortune just waiting for us to grab it.\Don't you want it?\What you have on your back can move people and change the world.\It's a source of great power.\I don't want it right now.\Yeah?\Then I'll just force you to speak.\I won't let this be the end of me. I need one more shot at life. response:	There's nothing on my back. You saw it.
context: Don't you want it?\What you have on your back can move people and change the world.\It's a source of great power.\I don't want it right now.\Yeah?\Then I'll just force you to speak.\I won't let this be the end of me. I need one more shot at life.\There's nothing on my back. You saw it. response:	Not your back.
context: What you have on your back can move people and change the world.\It's a source of great power.\I don't want it right now.\Yeah?\Then I'll just force you to speak.\I won't let this be the end of me. I need one more shot at life.\There's nothing on my back. You saw it.\Not your back. response:	But maybe somewhere else.
context: It's a source of great power.\I don't want it right now.\Yeah?\Then I'll just force you to speak.\I won't let this be the end of me. I need one more shot at life.\There's nothing on my back. You saw it.\Not your back.\But maybe somewhere else. response:	No... No!
context: I don't want it right now.\Yeah?\Then I'll just force you to speak.\I won't let this be the end of me. I need one more shot at life.\There's nothing on my back. You saw it.\Not your back.\But maybe somewhere else.\No... No! response:	Dang...
context: Yeah?\Then I'll just force you to speak.\I won't let this be the end of me. I need one more shot at life.\There's nothing on my back. You saw it.\Not your back.\But maybe somewhere else.\No... No!\Dang... response:	I never knew. I wonder why Boss raised you as a boy.
context: Then I'll just force you to speak.\I won't let this be the end of me. I need one more shot at life.\There's nothing on my back. You saw it.\Not your back.\But maybe somewhere else.\No... No!\Dang...\I never knew. I wonder why Boss raised you as a boy. response:	Dammit...
context: I won't let this be the end of me. I need one more shot at life.\There's nothing on my back. You saw it.\Not your back.\But maybe somewhere else.\No... No!\Dang...\I never knew. I wonder why Boss raised you as a boy.\Dammit... response:	Dororo, your back.
context: There's nothing on my back. You saw it.\Not your back.\But maybe somewhere else.\No... No!\Dang...\I never knew. I wonder why Boss raised you as a boy.\Dammit...\Dororo, your back. response:	Warm her back by the fire.
context: Not your back.\But maybe somewhere else.\No... No!\Dang...\I never knew. I wonder why Boss raised you as a boy.\Dammit...\Dororo, your back.\Warm her back by the fire. response:	Stop it!
context: But maybe somewhere else.\No... No!\Dang...\I never knew. I wonder why Boss raised you as a boy.\Dammit...\Dororo, your back.\Warm her back by the fire.\Stop it! response:	No, don't look!
context: No... No!\Dang...\I never knew. I wonder why Boss raised you as a boy.\Dammit...\Dororo, your back.\Warm her back by the fire.\Stop it!\No, don't look! response:	So that's how you hid it, Dororo.
context: Dang...\I never knew. I wonder why Boss raised you as a boy.\Dammit...\Dororo, your back.\Warm her back by the fire.\Stop it!\No, don't look!\So that's how you hid it, Dororo. response:	Let's go.
context: I never knew. I wonder why Boss raised you as a boy.\Dammit...\Dororo, your back.\Warm her back by the fire.\Stop it!\No, don't look!\So that's how you hid it, Dororo.\Let's go. response:	Damn it...
context: Dammit...\Dororo, your back.\Warm her back by the fire.\Stop it!\No, don't look!\So that's how you hid it, Dororo.\Let's go.\Damn it... response:	Get back here, Itachi!
context: Dororo, your back.\Warm her back by the fire.\Stop it!\No, don't look!\So that's how you hid it, Dororo.\Let's go.\Damn it...\Get back here, Itachi! response:	That's Papa's precious money...
context: Warm her back by the fire.\Stop it!\No, don't look!\So that's how you hid it, Dororo.\Let's go.\Damn it...\Get back here, Itachi!\That's Papa's precious money... response:	What's that?
context: Stop it!\No, don't look!\So that's how you hid it, Dororo.\Let's go.\Damn it...\Get back here, Itachi!\That's Papa's precious money...\What's that? response:	Jiromaru...
context: No, don't look!\So that's how you hid it, Dororo.\Let's go.\Damn it...\Get back here, Itachi!\That's Papa's precious money...\What's that?\Jiromaru... response:	Jiro...
context: So that's how you hid it, Dororo.\Let's go.\Damn it...\Get back here, Itachi!\That's Papa's precious money...\What's that?\Jiromaru...\Jiro... response:	Maru...
context: Let's go.\Damn it...\Get back here, Itachi!\That's Papa's precious money...\What's that?\Jiromaru...\Jiro...\Maru... response:	Saburomaru...
context: Damn it...\Get back here, Itachi!\That's Papa's precious money...\What's that?\Jiromaru...\Jiro...\Maru...\Saburomaru... response:	How it must've hurt.
context: Get back here, Itachi!\That's Papa's precious money...\What's that?\Jiromaru...\Jiro...\Maru...\Saburomaru...\How it must've hurt. response:	How it must've pained you.
context: That's Papa's precious money...\What's that?\Jiromaru...\Jiro...\Maru...\Saburomaru...\How it must've hurt.\How it must've pained you. response:	Those bastards...
context: What's that?\Jiromaru...\Jiro...\Maru...\Saburomaru...\How it must've hurt.\How it must've pained you.\Those bastards... response:	I'll kill them all.
context: Jiromaru...\Jiro...\Maru...\Saburomaru...\How it must've hurt.\How it must've pained you.\Those bastards...\I'll kill them all. response:	Jiromaru, eat them all up!
context: Jiro...\Maru...\Saburomaru...\How it must've hurt.\How it must've pained you.\Those bastards...\I'll kill them all.\Jiromaru, eat them all up! response:	Born into this world
context: Maru...\Saburomaru...\How it must've hurt.\How it must've pained you.\Those bastards...\I'll kill them all.\Jiromaru, eat them all up!\Born into this world response:	There is no salvation
context: Saburomaru...\How it must've hurt.\How it must've pained you.\Those bastards...\I'll kill them all.\Jiromaru, eat them all up!\Born into this world\There is no salvation response:	The distorted shape of the heart
context: How it must've hurt.\How it must've pained you.\Those bastards...\I'll kill them all.\Jiromaru, eat them all up!\Born into this world\There is no salvation\The distorted shape of the heart response:	Yet it beats courageously
context: How it must've pained you.\Those bastards...\I'll kill them all.\Jiromaru, eat them all up!\Born into this world\There is no salvation\The distorted shape of the heart\Yet it beats courageously response:	There is no turning back
context: Those bastards...\I'll kill them all.\Jiromaru, eat them all up!\Born into this world\There is no salvation\The distorted shape of the heart\Yet it beats courageously\There is no turning back response:	Even from the path of evil
context: I'll kill them all.\Jiromaru, eat them all up!\Born into this world\There is no salvation\The distorted shape of the heart\Yet it beats courageously\There is no turning back\Even from the path of evil response:	Witnessing the withering seasons
context: Jiromaru, eat them all up!\Born into this world\There is no salvation\The distorted shape of the heart\Yet it beats courageously\There is no turning back\Even from the path of evil\Witnessing the withering seasons response:	We search for the truth
