context: I made another mistake... response:	Geez, you must be such a handful for Alicia.
context: What are you doing up there?\N-Nothing...\U-Um...\I woke up early, so I thought I'd come by and say hello before going to school.\Eh?\Huh? Alicia, what happened?\My customer had another commitment, so I finished early today.\Why don't we all have some tea together? response:	Yay! I get to have tea with Alicia!
context: N-Nothing...\U-Um...\I woke up early, so I thought I'd come by and say hello before going to school.\Eh?\Huh? Alicia, what happened?\My customer had another commitment, so I finished early today.\Why don't we all have some tea together?\Yay! I get to have tea with Alicia! response:	I'm happy for you, Aika-
context: U-Um...\I woke up early, so I thought I'd come by and say hello before going to school.\Eh?\Huh? Alicia, what happened?\My customer had another commitment, so I finished early today.\Why don't we all have some tea together?\Yay! I get to have tea with Alicia!\I'm happy for you, Aika- response:	Oh, impressive, President Aria!
context: I woke up early, so I thought I'd come by and say hello before going to school.\Eh?\Huh? Alicia, what happened?\My customer had another commitment, so I finished early today.\Why don't we all have some tea together?\Yay! I get to have tea with Alicia!\I'm happy for you, Aika-\Oh, impressive, President Aria! response:	I-I'm so sorry, President Aria.
context: Eh?\Huh? Alicia, what happened?\My customer had another commitment, so I finished early today.\Why don't we all have some tea together?\Yay! I get to have tea with Alicia!\I'm happy for you, Aika-\Oh, impressive, President Aria!\I-I'm so sorry, President Aria. response:	Are you all right, President Aria?
context: Huh? Alicia, what happened?\My customer had another commitment, so I finished early today.\Why don't we all have some tea together?\Yay! I get to have tea with Alicia!\I'm happy for you, Aika-\Oh, impressive, President Aria!\I-I'm so sorry, President Aria.\Are you all right, President Aria? response:	Come to think of it, where's Alice?
context: My customer had another commitment, so I finished early today.\Why don't we all have some tea together?\Yay! I get to have tea with Alicia!\I'm happy for you, Aika-\Oh, impressive, President Aria!\I-I'm so sorry, President Aria.\Are you all right, President Aria?\Come to think of it, where's Alice? response:	She said she had something to do today, and went home.
context: Why don't we all have some tea together?\Yay! I get to have tea with Alicia!\I'm happy for you, Aika-\Oh, impressive, President Aria!\I-I'm so sorry, President Aria.\Are you all right, President Aria?\Come to think of it, where's Alice?\She said she had something to do today, and went home. response:	President Aria?
context: Yay! I get to have tea with Alicia!\I'm happy for you, Aika-\Oh, impressive, President Aria!\I-I'm so sorry, President Aria.\Are you all right, President Aria?\Come to think of it, where's Alice?\She said she had something to do today, and went home.\President Aria? response:	Huh? Wha-?!
context: I'm happy for you, Aika-\Oh, impressive, President Aria!\I-I'm so sorry, President Aria.\Are you all right, President Aria?\Come to think of it, where's Alice?\She said she had something to do today, and went home.\President Aria?\Huh? Wha-?! response:	Alice?
context: Oh, impressive, President Aria!\I-I'm so sorry, President Aria.\Are you all right, President Aria?\Come to think of it, where's Alice?\She said she had something to do today, and went home.\President Aria?\Huh? Wha-?!\Alice? response:	What are you doing here? I thought you had something to do?
context: I-I'm so sorry, President Aria.\Are you all right, President Aria?\Come to think of it, where's Alice?\She said she had something to do today, and went home.\President Aria?\Huh? Wha-?!\Alice?\What are you doing here? I thought you had something to do? response:	S-Something to do...
context: Are you all right, President Aria?\Come to think of it, where's Alice?\She said she had something to do today, and went home.\President Aria?\Huh? Wha-?!\Alice?\What are you doing here? I thought you had something to do?\S-Something to do... response:	I-I finished early and had a hunch that there might be a tea party with Alicia, so I came back.
context: Come to think of it, where's Alice?\She said she had something to do today, and went home.\President Aria?\Huh? Wha-?!\Alice?\What are you doing here? I thought you had something to do?\S-Something to do...\I-I finished early and had a hunch that there might be a tea party with Alicia, so I came back. response:	Huh?
context: She said she had something to do today, and went home.\President Aria?\Huh? Wha-?!\Alice?\What are you doing here? I thought you had something to do?\S-Something to do...\I-I finished early and had a hunch that there might be a tea party with Alicia, so I came back.\Huh? response:	A hunch?
context: President Aria?\Huh? Wha-?!\Alice?\What are you doing here? I thought you had something to do?\S-Something to do...\I-I finished early and had a hunch that there might be a tea party with Alicia, so I came back.\Huh?\A hunch? response:	I was right, wasn't I?
context: Huh? Wha-?!\Alice?\What are you doing here? I thought you had something to do?\S-Something to do...\I-I finished early and had a hunch that there might be a tea party with Alicia, so I came back.\Huh?\A hunch?\I was right, wasn't I? response:	Are you all right?
context: Alice?\What are you doing here? I thought you had something to do?\S-Something to do...\I-I finished early and had a hunch that there might be a tea party with Alicia, so I came back.\Huh?\A hunch?\I was right, wasn't I?\Are you all right? response:	Geez, what are you doing?
context: What are you doing here? I thought you had something to do?\S-Something to do...\I-I finished early and had a hunch that there might be a tea party with Alicia, so I came back.\Huh?\A hunch?\I was right, wasn't I?\Are you all right?\Geez, what are you doing? response:	W-W-W-W-What am I going to do?!
context: S-Something to do...\I-I finished early and had a hunch that there might be a tea party with Alicia, so I came back.\Huh?\A hunch?\I was right, wasn't I?\Are you all right?\Geez, what are you doing?\W-W-W-W-What am I going to do?! response:	This was Alicia's favorite teacup...
context: I-I finished early and had a hunch that there might be a tea party with Alicia, so I came back.\Huh?\A hunch?\I was right, wasn't I?\Are you all right?\Geez, what are you doing?\W-W-W-W-What am I going to do?!\This was Alicia's favorite teacup... response:	My, my, what was that sound? What?!
context: Huh?\A hunch?\I was right, wasn't I?\Are you all right?\Geez, what are you doing?\W-W-W-W-What am I going to do?!\This was Alicia's favorite teacup...\My, my, what was that sound? What?! response:	My, my, what was that sound?
context: A hunch?\I was right, wasn't I?\Are you all right?\Geez, what are you doing?\W-W-W-W-What am I going to do?!\This was Alicia's favorite teacup...\My, my, what was that sound? What?!\My, my, what was that sound? response:	I-I'm sorry!
context: I was right, wasn't I?\Are you all right?\Geez, what are you doing?\W-W-W-W-What am I going to do?!\This was Alicia's favorite teacup...\My, my, what was that sound? What?!\My, my, what was that sound?\I-I'm sorry! response:	Thank goodness...
context: Are you all right?\Geez, what are you doing?\W-W-W-W-What am I going to do?!\This was Alicia's favorite teacup...\My, my, what was that sound? What?!\My, my, what was that sound?\I-I'm sorry!\Thank goodness... response:	I'll help clean it up....none of you were hurt.
context: Geez, what are you doing?\W-W-W-W-What am I going to do?!\This was Alicia's favorite teacup...\My, my, what was that sound? What?!\My, my, what was that sound?\I-I'm sorry!\Thank goodness...\I'll help clean it up....none of you were hurt. response:	I'll help clean it up.
context: W-W-W-W-What am I going to do?!\This was Alicia's favorite teacup...\My, my, what was that sound? What?!\My, my, what was that sound?\I-I'm sorry!\Thank goodness...\I'll help clean it up....none of you were hurt.\I'll help clean it up. response:	I'm really sorry!
context: This was Alicia's favorite teacup...\My, my, what was that sound? What?!\My, my, what was that sound?\I-I'm sorry!\Thank goodness...\I'll help clean it up....none of you were hurt.\I'll help clean it up.\I'm really sorry! response:	My, my, it's all right. Don't worry about it.
context: My, my, what was that sound? What?!\My, my, what was that sound?\I-I'm sorry!\Thank goodness...\I'll help clean it up....none of you were hurt.\I'll help clean it up.\I'm really sorry!\My, my, it's all right. Don't worry about it. response:	Again, she didn't scold her. My, my, it's all right. Don't worry about it.
context: My, my, what was that sound?\I-I'm sorry!\Thank goodness...\I'll help clean it up....none of you were hurt.\I'll help clean it up.\I'm really sorry!\My, my, it's all right. Don't worry about it.\Again, she didn't scold her. My, my, it's all right. Don't worry about it. response:	Again, she didn't scold her. I'm really, really sorry!
context: I-I'm sorry!\Thank goodness...\I'll help clean it up....none of you were hurt.\I'll help clean it up.\I'm really sorry!\My, my, it's all right. Don't worry about it.\Again, she didn't scold her. My, my, it's all right. Don't worry about it.\Again, she didn't scold her. I'm really, really sorry! response:	Oh, no! Akari's gondola is drifting out to sea!
context: Thank goodness...\I'll help clean it up....none of you were hurt.\I'll help clean it up.\I'm really sorry!\My, my, it's all right. Don't worry about it.\Again, she didn't scold her. My, my, it's all right. Don't worry about it.\Again, she didn't scold her. I'm really, really sorry!\Oh, no! Akari's gondola is drifting out to sea! response:	Don't worry!
context: I'll help clean it up....none of you were hurt.\I'll help clean it up.\I'm really sorry!\My, my, it's all right. Don't worry about it.\Again, she didn't scold her. My, my, it's all right. Don't worry about it.\Again, she didn't scold her. I'm really, really sorry!\Oh, no! Akari's gondola is drifting out to sea!\Don't worry! response:	I'll go after it!
context: I'll help clean it up.\I'm really sorry!\My, my, it's all right. Don't worry about it.\Again, she didn't scold her. My, my, it's all right. Don't worry about it.\Again, she didn't scold her. I'm really, really sorry!\Oh, no! Akari's gondola is drifting out to sea!\Don't worry!\I'll go after it! response:	Aika, what should I do?!
context: I'm really sorry!\My, my, it's all right. Don't worry about it.\Again, she didn't scold her. My, my, it's all right. Don't worry about it.\Again, she didn't scold her. I'm really, really sorry!\Oh, no! Akari's gondola is drifting out to sea!\Don't worry!\I'll go after it!\Aika, what should I do?! response:	This is all because you didn't tie the rope properly!
context: My, my, it's all right. Don't worry about it.\Again, she didn't scold her. My, my, it's all right. Don't worry about it.\Again, she didn't scold her. I'm really, really sorry!\Oh, no! Akari's gondola is drifting out to sea!\Don't worry!\I'll go after it!\Aika, what should I do?!\This is all because you didn't tie the rope properly! response:	Oh, no!
context: Again, she didn't scold her. My, my, it's all right. Don't worry about it.\Again, she didn't scold her. I'm really, really sorry!\Oh, no! Akari's gondola is drifting out to sea!\Don't worry!\I'll go after it!\Aika, what should I do?!\This is all because you didn't tie the rope properly!\Oh, no! response:	This is a really good chance to see her get mad!
context: Again, she didn't scold her. I'm really, really sorry!\Oh, no! Akari's gondola is drifting out to sea!\Don't worry!\I'll go after it!\Aika, what should I do?!\This is all because you didn't tie the rope properly!\Oh, no!\This is a really good chance to see her get mad! response:	This is a really big mistake.
context: Oh, no! Akari's gondola is drifting out to sea!\Don't worry!\I'll go after it!\Aika, what should I do?!\This is all because you didn't tie the rope properly!\Oh, no!\This is a really good chance to see her get mad!\This is a really big mistake. response:	Even Alicia will have no choice but to scold Akari for this.
context: Don't worry!\I'll go after it!\Aika, what should I do?!\This is all because you didn't tie the rope properly!\Oh, no!\This is a really good chance to see her get mad!\This is a really big mistake.\Even Alicia will have no choice but to scold Akari for this. response:	My, my...
context: I'll go after it!\Aika, what should I do?!\This is all because you didn't tie the rope properly!\Oh, no!\This is a really good chance to see her get mad!\This is a really big mistake.\Even Alicia will have no choice but to scold Akari for this.\My, my... response:	It looks like the mooring rope was hit and severed by something sharp.
context: Aika, what should I do?!\This is all because you didn't tie the rope properly!\Oh, no!\This is a really good chance to see her get mad!\This is a really big mistake.\Even Alicia will have no choice but to scold Akari for this.\My, my...\It looks like the mooring rope was hit and severed by something sharp. response:	Thank you so much, Alicia.
context: This is all because you didn't tie the rope properly!\Oh, no!\This is a really good chance to see her get mad!\This is a really big mistake.\Even Alicia will have no choice but to scold Akari for this.\My, my...\It looks like the mooring rope was hit and severed by something sharp.\Thank you so much, Alicia. response:	It's all thanks to President Aria for noticing it right away.
context: Oh, no!\This is a really good chance to see her get mad!\This is a really big mistake.\Even Alicia will have no choice but to scold Akari for this.\My, my...\It looks like the mooring rope was hit and severed by something sharp.\Thank you so much, Alicia.\It's all thanks to President Aria for noticing it right away. response:	Thank you so much, President Aria!
context: This is a really good chance to see her get mad!\This is a really big mistake.\Even Alicia will have no choice but to scold Akari for this.\My, my...\It looks like the mooring rope was hit and severed by something sharp.\Thank you so much, Alicia.\It's all thanks to President Aria for noticing it right away.\Thank you so much, President Aria! response:	Come now, let's all finally have some tea.
context: This is a really big mistake.\Even Alicia will have no choice but to scold Akari for this.\My, my...\It looks like the mooring rope was hit and severed by something sharp.\Thank you so much, Alicia.\It's all thanks to President Aria for noticing it right away.\Thank you so much, President Aria!\Come now, let's all finally have some tea. response:	Yes!
context: Even Alicia will have no choice but to scold Akari for this.\My, my...\It looks like the mooring rope was hit and severed by something sharp.\Thank you so much, Alicia.\It's all thanks to President Aria for noticing it right away.\Thank you so much, President Aria!\Come now, let's all finally have some tea.\Yes! response:	Just what you'd expect from Alicia!
context: My, my...\It looks like the mooring rope was hit and severed by something sharp.\Thank you so much, Alicia.\It's all thanks to President Aria for noticing it right away.\Thank you so much, President Aria!\Come now, let's all finally have some tea.\Yes!\Just what you'd expect from Alicia! response:	Akira would have just jumped to conclusions and yelled, Hey Aika! You tied it wrong!
context: It looks like the mooring rope was hit and severed by something sharp.\Thank you so much, Alicia.\It's all thanks to President Aria for noticing it right away.\Thank you so much, President Aria!\Come now, let's all finally have some tea.\Yes!\Just what you'd expect from Alicia!\Akira would have just jumped to conclusions and yelled, Hey Aika! You tied it wrong! response:	She really was calm, wasn't she?
context: Thank you so much, Alicia.\It's all thanks to President Aria for noticing it right away.\Thank you so much, President Aria!\Come now, let's all finally have some tea.\Yes!\Just what you'd expect from Alicia!\Akira would have just jumped to conclusions and yelled, Hey Aika! You tied it wrong!\She really was calm, wasn't she? response:	But...
context: It's all thanks to President Aria for noticing it right away.\Thank you so much, President Aria!\Come now, let's all finally have some tea.\Yes!\Just what you'd expect from Alicia!\Akira would have just jumped to conclusions and yelled, Hey Aika! You tied it wrong!\She really was calm, wasn't she?\But... response:	Surely she would have scolded her... right?
context: Thank you so much, President Aria!\Come now, let's all finally have some tea.\Yes!\Just what you'd expect from Alicia!\Akira would have just jumped to conclusions and yelled, Hey Aika! You tied it wrong!\She really was calm, wasn't she?\But...\Surely she would have scolded her... right? response:	Could it be...
context: Come now, let's all finally have some tea.\Yes!\Just what you'd expect from Alicia!\Akira would have just jumped to conclusions and yelled, Hey Aika! You tied it wrong!\She really was calm, wasn't she?\But...\Surely she would have scolded her... right?\Could it be... response:	That couldn't be it... Could it?
context: Yes!\Just what you'd expect from Alicia!\Akira would have just jumped to conclusions and yelled, Hey Aika! You tied it wrong!\She really was calm, wasn't she?\But...\Surely she would have scolded her... right?\Could it be...\That couldn't be it... Could it? response:	Alicia...
context: Just what you'd expect from Alicia!\Akira would have just jumped to conclusions and yelled, Hey Aika! You tied it wrong!\She really was calm, wasn't she?\But...\Surely she would have scolded her... right?\Could it be...\That couldn't be it... Could it?\Alicia... response:	It's been a week since then.
context: Akira would have just jumped to conclusions and yelled, Hey Aika! You tied it wrong!\She really was calm, wasn't she?\But...\Surely she would have scolded her... right?\Could it be...\That couldn't be it... Could it?\Alicia...\It's been a week since then. response:	I've been unable to find any clues to reveal what Alicia is thinking.
context: She really was calm, wasn't she?\But...\Surely she would have scolded her... right?\Could it be...\That couldn't be it... Could it?\Alicia...\It's been a week since then.\I've been unable to find any clues to reveal what Alicia is thinking. response:	Maybe Akari making a really big mistake is the only way to find out, after all?
context: But...\Surely she would have scolded her... right?\Could it be...\That couldn't be it... Could it?\Alicia...\It's been a week since then.\I've been unable to find any clues to reveal what Alicia is thinking.\Maybe Akari making a really big mistake is the only way to find out, after all? response:	Thank you for waiting. Here is your special parfait.
context: Surely she would have scolded her... right?\Could it be...\That couldn't be it... Could it?\Alicia...\It's been a week since then.\I've been unable to find any clues to reveal what Alicia is thinking.\Maybe Akari making a really big mistake is the only way to find out, after all?\Thank you for waiting. Here is your special parfait. response:	This is to replenish the blood sugar in my brain, so I can come up with a much better plan!
context: Could it be...\That couldn't be it... Could it?\Alicia...\It's been a week since then.\I've been unable to find any clues to reveal what Alicia is thinking.\Maybe Akari making a really big mistake is the only way to find out, after all?\Thank you for waiting. Here is your special parfait.\This is to replenish the blood sugar in my brain, so I can come up with a much better plan! response:	What a coincidence, Alice.
context: That couldn't be it... Could it?\Alicia...\It's been a week since then.\I've been unable to find any clues to reveal what Alicia is thinking.\Maybe Akari making a really big mistake is the only way to find out, after all?\Thank you for waiting. Here is your special parfait.\This is to replenish the blood sugar in my brain, so I can come up with a much better plan!\What a coincidence, Alice. response:	Are you on your way home from school?
context: Alicia...\It's been a week since then.\I've been unable to find any clues to reveal what Alicia is thinking.\Maybe Akari making a really big mistake is the only way to find out, after all?\Thank you for waiting. Here is your special parfait.\This is to replenish the blood sugar in my brain, so I can come up with a much better plan!\What a coincidence, Alice.\Are you on your way home from school? response:	Would you mind if we join you?
context: It's been a week since then.\I've been unable to find any clues to reveal what Alicia is thinking.\Maybe Akari making a really big mistake is the only way to find out, after all?\Thank you for waiting. Here is your special parfait.\This is to replenish the blood sugar in my brain, so I can come up with a much better plan!\What a coincidence, Alice.\Are you on your way home from school?\Would you mind if we join you? response:	P-Please...
context: I've been unable to find any clues to reveal what Alicia is thinking.\Maybe Akari making a really big mistake is the only way to find out, after all?\Thank you for waiting. Here is your special parfait.\This is to replenish the blood sugar in my brain, so I can come up with a much better plan!\What a coincidence, Alice.\Are you on your way home from school?\Would you mind if we join you?\P-Please... response:	Th-This is really awkward.
context: Maybe Akari making a really big mistake is the only way to find out, after all?\Thank you for waiting. Here is your special parfait.\This is to replenish the blood sugar in my brain, so I can come up with a much better plan!\What a coincidence, Alice.\Are you on your way home from school?\Would you mind if we join you?\P-Please...\Th-This is really awkward. response:	I-Is this some kind of...
context: Thank you for waiting. Here is your special parfait.\This is to replenish the blood sugar in my brain, so I can come up with a much better plan!\What a coincidence, Alice.\Are you on your way home from school?\Would you mind if we join you?\P-Please...\Th-This is really awkward.\I-Is this some kind of... response:	Same one, please.
context: This is to replenish the blood sugar in my brain, so I can come up with a much better plan!\What a coincidence, Alice.\Are you on your way home from school?\Would you mind if we join you?\P-Please...\Th-This is really awkward.\I-Is this some kind of...\Same one, please. response:	Yes, certainly.
context: What a coincidence, Alice.\Are you on your way home from school?\Would you mind if we join you?\P-Please...\Th-This is really awkward.\I-Is this some kind of...\Same one, please.\Yes, certainly. response:	Has she figured out that I've secretly been observing her?
context: Are you on your way home from school?\Would you mind if we join you?\P-Please...\Th-This is really awkward.\I-Is this some kind of...\Same one, please.\Yes, certainly.\Has she figured out that I've secretly been observing her? response:	Say, Alice.
context: Would you mind if we join you?\P-Please...\Th-This is really awkward.\I-Is this some kind of...\Same one, please.\Yes, certainly.\Has she figured out that I've secretly been observing her?\Say, Alice. response:	Y-Yes?!
context: P-Please...\Th-This is really awkward.\I-Is this some kind of...\Same one, please.\Yes, certainly.\Has she figured out that I've secretly been observing her?\Say, Alice.\Y-Yes?! response:	My, my
context: Th-This is really awkward.\I-Is this some kind of...\Same one, please.\Yes, certainly.\Has she figured out that I've secretly been observing her?\Say, Alice.\Y-Yes?!\My, my response:	My, my My, my.
context: I-Is this some kind of...\Same one, please.\Yes, certainly.\Has she figured out that I've secretly been observing her?\Say, Alice.\Y-Yes?!\My, my\My, my My, my. response:	My, my.
context: Same one, please.\Yes, certainly.\Has she figured out that I've secretly been observing her?\Say, Alice.\Y-Yes?!\My, my\My, my My, my.\My, my. response:	Naughty troublemakers who snoop on other people from the shadows...
context: Yes, certainly.\Has she figured out that I've secretly been observing her?\Say, Alice.\Y-Yes?!\My, my\My, my My, my.\My, my.\Naughty troublemakers who snoop on other people from the shadows... response:	I-I'm really in a pinch!!
context: Has she figured out that I've secretly been observing her?\Say, Alice.\Y-Yes?!\My, my\My, my My, my.\My, my.\Naughty troublemakers who snoop on other people from the shadows...\I-I'm really in a pinch!! response:	Could this be the first time we've ever been alone together?
context: Say, Alice.\Y-Yes?!\My, my\My, my My, my.\My, my.\Naughty troublemakers who snoop on other people from the shadows...\I-I'm really in a pinch!!\Could this be the first time we've ever been alone together? response:	Eh?
context: Y-Yes?!\My, my\My, my My, my.\My, my.\Naughty troublemakers who snoop on other people from the shadows...\I-I'm really in a pinch!!\Could this be the first time we've ever been alone together?\Eh? response:	Ah, yes...
context: My, my\My, my My, my.\My, my.\Naughty troublemakers who snoop on other people from the shadows...\I-I'm really in a pinch!!\Could this be the first time we've ever been alone together?\Eh?\Ah, yes... response:	Now that you mention it...
context: My, my My, my.\My, my.\Naughty troublemakers who snoop on other people from the shadows...\I-I'm really in a pinch!!\Could this be the first time we've ever been alone together?\Eh?\Ah, yes...\Now that you mention it... response:	Isn't it strange, considering how long we've known each other?
context: My, my.\Naughty troublemakers who snoop on other people from the shadows...\I-I'm really in a pinch!!\Could this be the first time we've ever been alone together?\Eh?\Ah, yes...\Now that you mention it...\Isn't it strange, considering how long we've known each other? response:	Yes.
context: Naughty troublemakers who snoop on other people from the shadows...\I-I'm really in a pinch!!\Could this be the first time we've ever been alone together?\Eh?\Ah, yes...\Now that you mention it...\Isn't it strange, considering how long we've known each other?\Yes. response:	So Alice, is there something you'd like to ask me?
context: I-I'm really in a pinch!!\Could this be the first time we've ever been alone together?\Eh?\Ah, yes...\Now that you mention it...\Isn't it strange, considering how long we've known each other?\Yes.\So Alice, is there something you'd like to ask me? response:	Thank you for waiting.
context: Could this be the first time we've ever been alone together?\Eh?\Ah, yes...\Now that you mention it...\Isn't it strange, considering how long we've known each other?\Yes.\So Alice, is there something you'd like to ask me?\Thank you for waiting. response:	W-W-What do you mean?
context: Eh?\Ah, yes...\Now that you mention it...\Isn't it strange, considering how long we've known each other?\Yes.\So Alice, is there something you'd like to ask me?\Thank you for waiting.\W-W-What do you mean? response:	You've been watching me a lot lately, haven't you?
context: Ah, yes...\Now that you mention it...\Isn't it strange, considering how long we've known each other?\Yes.\So Alice, is there something you'd like to ask me?\Thank you for waiting.\W-W-What do you mean?\You've been watching me a lot lately, haven't you? response:	You were looking at me so intently, it made me a little self-conscious.
context: Now that you mention it...\Isn't it strange, considering how long we've known each other?\Yes.\So Alice, is there something you'd like to ask me?\Thank you for waiting.\W-W-What do you mean?\You've been watching me a lot lately, haven't you?\You were looking at me so intently, it made me a little self-conscious. response:	Giggle
context: Isn't it strange, considering how long we've known each other?\Yes.\So Alice, is there something you'd like to ask me?\Thank you for waiting.\W-W-What do you mean?\You've been watching me a lot lately, haven't you?\You were looking at me so intently, it made me a little self-conscious.\Giggle response:	Giggle I knew it, she saw right threw me!
context: Yes.\So Alice, is there something you'd like to ask me?\Thank you for waiting.\W-W-What do you mean?\You've been watching me a lot lately, haven't you?\You were looking at me so intently, it made me a little self-conscious.\Giggle\Giggle I knew it, she saw right threw me! response:	She truly is Miss Perfect!
context: So Alice, is there something you'd like to ask me?\Thank you for waiting.\W-W-What do you mean?\You've been watching me a lot lately, haven't you?\You were looking at me so intently, it made me a little self-conscious.\Giggle\Giggle I knew it, she saw right threw me!\She truly is Miss Perfect! response:	In that case... Go for broke!
context: Thank you for waiting.\W-W-What do you mean?\You've been watching me a lot lately, haven't you?\You were looking at me so intently, it made me a little self-conscious.\Giggle\Giggle I knew it, she saw right threw me!\She truly is Miss Perfect!\In that case... Go for broke! response:	Um... Alicia, why don't you scold people?
context: W-W-What do you mean?\You've been watching me a lot lately, haven't you?\You were looking at me so intently, it made me a little self-conscious.\Giggle\Giggle I knew it, she saw right threw me!\She truly is Miss Perfect!\In that case... Go for broke!\Um... Alicia, why don't you scold people? response:	Akari told me. She said that she's never seen you be angry.
context: You've been watching me a lot lately, haven't you?\You were looking at me so intently, it made me a little self-conscious.\Giggle\Giggle I knew it, she saw right threw me!\She truly is Miss Perfect!\In that case... Go for broke!\Um... Alicia, why don't you scold people?\Akari told me. She said that she's never seen you be angry. response:	I was wondering why that is.
context: You were looking at me so intently, it made me a little self-conscious.\Giggle\Giggle I knew it, she saw right threw me!\She truly is Miss Perfect!\In that case... Go for broke!\Um... Alicia, why don't you scold people?\Akari told me. She said that she's never seen you be angry.\I was wondering why that is. response:	You never scold your apprentice, no matter how grave a mistake she makes?
context: Giggle\Giggle I knew it, she saw right threw me!\She truly is Miss Perfect!\In that case... Go for broke!\Um... Alicia, why don't you scold people?\Akari told me. She said that she's never seen you be angry.\I was wondering why that is.\You never scold your apprentice, no matter how grave a mistake she makes? response:	If that's true, don't you think you're being a bit cold?
context: Giggle I knew it, she saw right threw me!\She truly is Miss Perfect!\In that case... Go for broke!\Um... Alicia, why don't you scold people?\Akari told me. She said that she's never seen you be angry.\I was wondering why that is.\You never scold your apprentice, no matter how grave a mistake she makes?\If that's true, don't you think you're being a bit cold? response:	Excuse me, President Aria.
context: She truly is Miss Perfect!\In that case... Go for broke!\Um... Alicia, why don't you scold people?\Akari told me. She said that she's never seen you be angry.\I was wondering why that is.\You never scold your apprentice, no matter how grave a mistake she makes?\If that's true, don't you think you're being a bit cold?\Excuse me, President Aria. response:	Could you please go give this to that little girl sitting over there?
context: In that case... Go for broke!\Um... Alicia, why don't you scold people?\Akari told me. She said that she's never seen you be angry.\I was wondering why that is.\You never scold your apprentice, no matter how grave a mistake she makes?\If that's true, don't you think you're being a bit cold?\Excuse me, President Aria.\Could you please go give this to that little girl sitting over there? response:	Um...
context: Um... Alicia, why don't you scold people?\Akari told me. She said that she's never seen you be angry.\I was wondering why that is.\You never scold your apprentice, no matter how grave a mistake she makes?\If that's true, don't you think you're being a bit cold?\Excuse me, President Aria.\Could you please go give this to that little girl sitting over there?\Um... response:	Alicia?
context: Akari told me. She said that she's never seen you be angry.\I was wondering why that is.\You never scold your apprentice, no matter how grave a mistake she makes?\If that's true, don't you think you're being a bit cold?\Excuse me, President Aria.\Could you please go give this to that little girl sitting over there?\Um...\Alicia? response:	U-Umm...
context: I was wondering why that is.\You never scold your apprentice, no matter how grave a mistake she makes?\If that's true, don't you think you're being a bit cold?\Excuse me, President Aria.\Could you please go give this to that little girl sitting over there?\Um...\Alicia?\U-Umm... response:	Alicia...
context: You never scold your apprentice, no matter how grave a mistake she makes?\If that's true, don't you think you're being a bit cold?\Excuse me, President Aria.\Could you please go give this to that little girl sitting over there?\Um...\Alicia?\U-Umm...\Alicia... response:	Hello?
context: If that's true, don't you think you're being a bit cold?\Excuse me, President Aria.\Could you please go give this to that little girl sitting over there?\Um...\Alicia?\U-Umm...\Alicia...\Hello? response:	Mr. Cat, is this candy for me?
context: Excuse me, President Aria.\Could you please go give this to that little girl sitting over there?\Um...\Alicia?\U-Umm...\Alicia...\Hello?\Mr. Cat, is this candy for me? response:	Thank you!
context: Could you please go give this to that little girl sitting over there?\Um...\Alicia?\U-Umm...\Alicia...\Hello?\Mr. Cat, is this candy for me?\Thank you! response:	My, my.
context: Um...\Alicia?\U-Umm...\Alicia...\Hello?\Mr. Cat, is this candy for me?\Thank you!\My, my. response:	President Aria, that was amazing!
context: Alicia?\U-Umm...\Alicia...\Hello?\Mr. Cat, is this candy for me?\Thank you!\My, my.\President Aria, that was amazing! response:	The errand was a big success!
context: U-Umm...\Alicia...\Hello?\Mr. Cat, is this candy for me?\Thank you!\My, my.\President Aria, that was amazing!\The errand was a big success! response:	That girl is really happy, too.
context: Alicia...\Hello?\Mr. Cat, is this candy for me?\Thank you!\My, my.\President Aria, that was amazing!\The errand was a big success!\That girl is really happy, too. response:	Now this time, go to the boy sitting at the next table.
context: Hello?\Mr. Cat, is this candy for me?\Thank you!\My, my.\President Aria, that was amazing!\The errand was a big success!\That girl is really happy, too.\Now this time, go to the boy sitting at the next table. response:	Thank you!
context: Mr. Cat, is this candy for me?\Thank you!\My, my.\President Aria, that was amazing!\The errand was a big success!\That girl is really happy, too.\Now this time, go to the boy sitting at the next table.\Thank you! response:	Amazing, amazing! That was much quicker than before!
context: Thank you!\My, my.\President Aria, that was amazing!\The errand was a big success!\That girl is really happy, too.\Now this time, go to the boy sitting at the next table.\Thank you!\Amazing, amazing! That was much quicker than before! response:	What do you think?
context: My, my.\President Aria, that was amazing!\The errand was a big success!\That girl is really happy, too.\Now this time, go to the boy sitting at the next table.\Thank you!\Amazing, amazing! That was much quicker than before!\What do you think? response:	Ah, yes...
context: President Aria, that was amazing!\The errand was a big success!\That girl is really happy, too.\Now this time, go to the boy sitting at the next table.\Thank you!\Amazing, amazing! That was much quicker than before!\What do you think?\Ah, yes... response:	He delivered them successfully.
context: The errand was a big success!\That girl is really happy, too.\Now this time, go to the boy sitting at the next table.\Thank you!\Amazing, amazing! That was much quicker than before!\What do you think?\Ah, yes...\He delivered them successfully. response:	Alice, why don't join me for a walk after you finish your parfait?
context: That girl is really happy, too.\Now this time, go to the boy sitting at the next table.\Thank you!\Amazing, amazing! That was much quicker than before!\What do you think?\Ah, yes...\He delivered them successfully.\Alice, why don't join me for a walk after you finish your parfait? response:	Eh?
