context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: when a crime or whatever hasn't even happened...\If a war really did happen, I don't think there would be any escaping it.\You're probably right...\Why?\After all, I've never even imagined it.\I wouldn't know what to do if I looked out the window and saw a bomb dropping.\Yeah... The last war was before my grandpa's time, even.\A war isn't happening. response:	No one is losing their loved ones.
context: If a war really did happen, I don't think there would be any escaping it.\You're probably right...\Why?\After all, I've never even imagined it.\I wouldn't know what to do if I looked out the window and saw a bomb dropping.\Yeah... The last war was before my grandpa's time, even.\A war isn't happening.\No one is losing their loved ones. response:	Houses aren't burning down.
context: You're probably right...\Why?\After all, I've never even imagined it.\I wouldn't know what to do if I looked out the window and saw a bomb dropping.\Yeah... The last war was before my grandpa's time, even.\A war isn't happening.\No one is losing their loved ones.\Houses aren't burning down. response:	No one is grieving...
context: Why?\After all, I've never even imagined it.\I wouldn't know what to do if I looked out the window and saw a bomb dropping.\Yeah... The last war was before my grandpa's time, even.\A war isn't happening.\No one is losing their loved ones.\Houses aren't burning down.\No one is grieving... response:	But that's why we can make a movie about it, right?
context: After all, I've never even imagined it.\I wouldn't know what to do if I looked out the window and saw a bomb dropping.\Yeah... The last war was before my grandpa's time, even.\A war isn't happening.\No one is losing their loved ones.\Houses aren't burning down.\No one is grieving...\But that's why we can make a movie about it, right? response:	Actually, can we do a retake?
context: I wouldn't know what to do if I looked out the window and saw a bomb dropping.\Yeah... The last war was before my grandpa's time, even.\A war isn't happening.\No one is losing their loved ones.\Houses aren't burning down.\No one is grieving...\But that's why we can make a movie about it, right?\Actually, can we do a retake? response:	Why?
context: Yeah... The last war was before my grandpa's time, even.\A war isn't happening.\No one is losing their loved ones.\Houses aren't burning down.\No one is grieving...\But that's why we can make a movie about it, right?\Actually, can we do a retake?\Why? response:	Because Sayo-san showed me up!
context: A war isn't happening.\No one is losing their loved ones.\Houses aren't burning down.\No one is grieving...\But that's why we can make a movie about it, right?\Actually, can we do a retake?\Why?\Because Sayo-san showed me up! response:	I can do better than that!
context: No one is losing their loved ones.\Houses aren't burning down.\No one is grieving...\But that's why we can make a movie about it, right?\Actually, can we do a retake?\Why?\Because Sayo-san showed me up!\I can do better than that! response:	Director, I have a favor...
context: Houses aren't burning down.\No one is grieving...\But that's why we can make a movie about it, right?\Actually, can we do a retake?\Why?\Because Sayo-san showed me up!\I can do better than that!\Director, I have a favor... response:	Yuuki Shinjurou...
context: No one is grieving...\But that's why we can make a movie about it, right?\Actually, can we do a retake?\Why?\Because Sayo-san showed me up!\I can do better than that!\Director, I have a favor...\Yuuki Shinjurou... response:	Why are you standing around chatting?!
context: But that's why we can make a movie about it, right?\Actually, can we do a retake?\Why?\Because Sayo-san showed me up!\I can do better than that!\Director, I have a favor...\Yuuki Shinjurou...\Why are you standing around chatting?! response:	Director, can we do it one more time?
context: Actually, can we do a retake?\Why?\Because Sayo-san showed me up!\I can do better than that!\Director, I have a favor...\Yuuki Shinjurou...\Why are you standing around chatting?!\Director, can we do it one more time? response:	You know that I'm the director, don't you?
context: Why?\Because Sayo-san showed me up!\I can do better than that!\Director, I have a favor...\Yuuki Shinjurou...\Why are you standing around chatting?!\Director, can we do it one more time?\You know that I'm the director, don't you? response:	Don't you dare bother me!
context: Because Sayo-san showed me up!\I can do better than that!\Director, I have a favor...\Yuuki Shinjurou...\Why are you standing around chatting?!\Director, can we do it one more time?\You know that I'm the director, don't you?\Don't you dare bother me! response:	Director, I...
context: I can do better than that!\Director, I have a favor...\Yuuki Shinjurou...\Why are you standing around chatting?!\Director, can we do it one more time?\You know that I'm the director, don't you?\Don't you dare bother me!\Director, I... response:	If we can do it for them...
context: Director, I have a favor...\Yuuki Shinjurou...\Why are you standing around chatting?!\Director, can we do it one more time?\You know that I'm the director, don't you?\Don't you dare bother me!\Director, I...\If we can do it for them... response:	Don't talk to them.
context: Yuuki Shinjurou...\Why are you standing around chatting?!\Director, can we do it one more time?\You know that I'm the director, don't you?\Don't you dare bother me!\Director, I...\If we can do it for them...\Don't talk to them. response:	Got it?! I'll kill you.
context: Why are you standing around chatting?!\Director, can we do it one more time?\You know that I'm the director, don't you?\Don't you dare bother me!\Director, I...\If we can do it for them...\Don't talk to them.\Got it?! I'll kill you. response:	Good job, everyone.
context: Director, can we do it one more time?\You know that I'm the director, don't you?\Don't you dare bother me!\Director, I...\If we can do it for them...\Don't talk to them.\Got it?! I'll kill you.\Good job, everyone. response:	Good job.
context: You know that I'm the director, don't you?\Don't you dare bother me!\Director, I...\If we can do it for them...\Don't talk to them.\Got it?! I'll kill you.\Good job, everyone.\Good job. response:	Good job.
context: Don't you dare bother me!\Director, I...\If we can do it for them...\Don't talk to them.\Got it?! I'll kill you.\Good job, everyone.\Good job.\Good job. response:	Where am I...?
context: Director, I...\If we can do it for them...\Don't talk to them.\Got it?! I'll kill you.\Good job, everyone.\Good job.\Good job.\Where am I...? response:	That's right. I need to talk to the director.
context: If we can do it for them...\Don't talk to them.\Got it?! I'll kill you.\Good job, everyone.\Good job.\Good job.\Where am I...?\That's right. I need to talk to the director. response:	This movie has a mystery.
context: Don't talk to them.\Got it?! I'll kill you.\Good job, everyone.\Good job.\Good job.\Where am I...?\That's right. I need to talk to the director.\This movie has a mystery. response:	Something isn't right...
context: Got it?! I'll kill you.\Good job, everyone.\Good job.\Good job.\Where am I...?\That's right. I need to talk to the director.\This movie has a mystery.\Something isn't right... response:	You understand, don't you? You're Papillon!
context: Good job, everyone.\Good job.\Good job.\Where am I...?\That's right. I need to talk to the director.\This movie has a mystery.\Something isn't right...\You understand, don't you? You're Papillon! response:	I don't understand!
context: Good job.\Good job.\Where am I...?\That's right. I need to talk to the director.\This movie has a mystery.\Something isn't right...\You understand, don't you? You're Papillon!\I don't understand! response:	Wait!
context: Good job.\Where am I...?\That's right. I need to talk to the director.\This movie has a mystery.\Something isn't right...\You understand, don't you? You're Papillon!\I don't understand!\Wait! response:	No! Don't let go!
context: Where am I...?\That's right. I need to talk to the director.\This movie has a mystery.\Something isn't right...\You understand, don't you? You're Papillon!\I don't understand!\Wait!\No! Don't let go! response:	Please! Don't let go!
context: That's right. I need to talk to the director.\This movie has a mystery.\Something isn't right...\You understand, don't you? You're Papillon!\I don't understand!\Wait!\No! Don't let go!\Please! Don't let go! response:	Let go of me!
context: This movie has a mystery.\Something isn't right...\You understand, don't you? You're Papillon!\I don't understand!\Wait!\No! Don't let go!\Please! Don't let go!\Let go of me! response:	Please! Just do what I say!
context: Something isn't right...\You understand, don't you? You're Papillon!\I don't understand!\Wait!\No! Don't let go!\Please! Don't let go!\Let go of me!\Please! Just do what I say! response:	Tomorrow, right here, got it?!
context: You understand, don't you? You're Papillon!\I don't understand!\Wait!\No! Don't let go!\Please! Don't let go!\Let go of me!\Please! Just do what I say!\Tomorrow, right here, got it?! response:	What are you doing, Yuuki?!
context: I don't understand!\Wait!\No! Don't let go!\Please! Don't let go!\Let go of me!\Please! Just do what I say!\Tomorrow, right here, got it?!\What are you doing, Yuuki?! response:	Get back to the room!
context: Wait!\No! Don't let go!\Please! Don't let go!\Let go of me!\Please! Just do what I say!\Tomorrow, right here, got it?!\What are you doing, Yuuki?!\Get back to the room! response:	What were you doing, Director?
context: No! Don't let go!\Please! Don't let go!\Let go of me!\Please! Just do what I say!\Tomorrow, right here, got it?!\What are you doing, Yuuki?!\Get back to the room!\What were you doing, Director? response:	None of your business!
context: Please! Don't let go!\Let go of me!\Please! Just do what I say!\Tomorrow, right here, got it?!\What are you doing, Yuuki?!\Get back to the room!\What were you doing, Director?\None of your business! response:	I've been entrusted with a movie camera.
context: Let go of me!\Please! Just do what I say!\Tomorrow, right here, got it?!\What are you doing, Yuuki?!\Get back to the room!\What were you doing, Director?\None of your business!\I've been entrusted with a movie camera. response:	For days now, I've been on location for a movie.
context: Please! Just do what I say!\Tomorrow, right here, got it?!\What are you doing, Yuuki?!\Get back to the room!\What were you doing, Director?\None of your business!\I've been entrusted with a movie camera.\For days now, I've been on location for a movie. response:	The silly premise is that modern-day Japan has become embroiled in a war.
context: Tomorrow, right here, got it?!\What are you doing, Yuuki?!\Get back to the room!\What were you doing, Director?\None of your business!\I've been entrusted with a movie camera.\For days now, I've been on location for a movie.\The silly premise is that modern-day Japan has become embroiled in a war. response:	Was the director with one of the actresses?
context: What are you doing, Yuuki?!\Get back to the room!\What were you doing, Director?\None of your business!\I've been entrusted with a movie camera.\For days now, I've been on location for a movie.\The silly premise is that modern-day Japan has become embroiled in a war.\Was the director with one of the actresses? response:	There's a mystery here.
context: Get back to the room!\What were you doing, Director?\None of your business!\I've been entrusted with a movie camera.\For days now, I've been on location for a movie.\The silly premise is that modern-day Japan has become embroiled in a war.\Was the director with one of the actresses?\There's a mystery here. response:	The mystery will be solved.
context: What were you doing, Director?\None of your business!\I've been entrusted with a movie camera.\For days now, I've been on location for a movie.\The silly premise is that modern-day Japan has become embroiled in a war.\Was the director with one of the actresses?\There's a mystery here.\The mystery will be solved. response:	The truth must be revealed...
context: None of your business!\I've been entrusted with a movie camera.\For days now, I've been on location for a movie.\The silly premise is that modern-day Japan has become embroiled in a war.\Was the director with one of the actresses?\There's a mystery here.\The mystery will be solved.\The truth must be revealed... response:	There was... no war...
context: I've been entrusted with a movie camera.\For days now, I've been on location for a movie.\The silly premise is that modern-day Japan has become embroiled in a war.\Was the director with one of the actresses?\There's a mystery here.\The mystery will be solved.\The truth must be revealed...\There was... no war... response:	JJ... Systems...
context: For days now, I've been on location for a movie.\The silly premise is that modern-day Japan has become embroiled in a war.\Was the director with one of the actresses?\There's a mystery here.\The mystery will be solved.\The truth must be revealed...\There was... no war...\JJ... Systems... response:	Mamori
context: The silly premise is that modern-day Japan has become embroiled in a war.\Was the director with one of the actresses?\There's a mystery here.\The mystery will be solved.\The truth must be revealed...\There was... no war...\JJ... Systems...\Mamori response:	Mamori... Kaze?
context: Was the director with one of the actresses?\There's a mystery here.\The mystery will be solved.\The truth must be revealed...\There was... no war...\JJ... Systems...\Mamori\Mamori... Kaze? response:	Kaze
context: There's a mystery here.\The mystery will be solved.\The truth must be revealed...\There was... no war...\JJ... Systems...\Mamori\Mamori... Kaze?\Kaze response:	Shinjurou-sama!
context: The mystery will be solved.\The truth must be revealed...\There was... no war...\JJ... Systems...\Mamori\Mamori... Kaze?\Kaze\Shinjurou-sama! response:	Director...
context: The truth must be revealed...\There was... no war...\JJ... Systems...\Mamori\Mamori... Kaze?\Kaze\Shinjurou-sama!\Director... response:	What?
context: There was... no war...\JJ... Systems...\Mamori\Mamori... Kaze?\Kaze\Shinjurou-sama!\Director...\What? response:	About last night...
context: JJ... Systems...\Mamori\Mamori... Kaze?\Kaze\Shinjurou-sama!\Director...\What?\About last night... response:	Mr. Mitaka?
context: Mamori\Mamori... Kaze?\Kaze\Shinjurou-sama!\Director...\What?\About last night...\Mr. Mitaka? response:	Rosenberg and Schaffner, this way.
context: Mamori... Kaze?\Kaze\Shinjurou-sama!\Director...\What?\About last night...\Mr. Mitaka?\Rosenberg and Schaffner, this way. response:	Okay.
context: Kaze\Shinjurou-sama!\Director...\What?\About last night...\Mr. Mitaka?\Rosenberg and Schaffner, this way.\Okay. response:	The Works of Director Frank Darabont
context: Shinjurou-sama!\Director...\What?\About last night...\Mr. Mitaka?\Rosenberg and Schaffner, this way.\Okay.\The Works of Director Frank Darabont response:	Is this a mystery too?
context: Director...\What?\About last night...\Mr. Mitaka?\Rosenberg and Schaffner, this way.\Okay.\The Works of Director Frank Darabont\Is this a mystery too? response:	Each is responding completely differently...
context: What?\About last night...\Mr. Mitaka?\Rosenberg and Schaffner, this way.\Okay.\The Works of Director Frank Darabont\Is this a mystery too?\Each is responding completely differently... response:	Is this what the director wants?
context: About last night...\Mr. Mitaka?\Rosenberg and Schaffner, this way.\Okay.\The Works of Director Frank Darabont\Is this a mystery too?\Each is responding completely differently...\Is this what the director wants? response:	Sure is hot!
context: Mr. Mitaka?\Rosenberg and Schaffner, this way.\Okay.\The Works of Director Frank Darabont\Is this a mystery too?\Each is responding completely differently...\Is this what the director wants?\Sure is hot! response:	I found shade!
context: Rosenberg and Schaffner, this way.\Okay.\The Works of Director Frank Darabont\Is this a mystery too?\Each is responding completely differently...\Is this what the director wants?\Sure is hot!\I found shade! response:	Yuuki Shinjurou, are you looking at women again?
context: Okay.\The Works of Director Frank Darabont\Is this a mystery too?\Each is responding completely differently...\Is this what the director wants?\Sure is hot!\I found shade!\Yuuki Shinjurou, are you looking at women again? response:	Uh, you mean the actresses?
context: The Works of Director Frank Darabont\Is this a mystery too?\Each is responding completely differently...\Is this what the director wants?\Sure is hot!\I found shade!\Yuuki Shinjurou, are you looking at women again?\Uh, you mean the actresses? response:	Tanimura, Yada are there... and Izawa, too?
context: Is this a mystery too?\Each is responding completely differently...\Is this what the director wants?\Sure is hot!\I found shade!\Yuuki Shinjurou, are you looking at women again?\Uh, you mean the actresses?\Tanimura, Yada are there... and Izawa, too? response:	Yes...
context: Each is responding completely differently...\Is this what the director wants?\Sure is hot!\I found shade!\Yuuki Shinjurou, are you looking at women again?\Uh, you mean the actresses?\Tanimura, Yada are there... and Izawa, too?\Yes... response:	What's wrong?
context: Is this what the director wants?\Sure is hot!\I found shade!\Yuuki Shinjurou, are you looking at women again?\Uh, you mean the actresses?\Tanimura, Yada are there... and Izawa, too?\Yes...\What's wrong? response:	Yuuki-san! Actually, we wanted to ask the director something about the script...
context: Sure is hot!\I found shade!\Yuuki Shinjurou, are you looking at women again?\Uh, you mean the actresses?\Tanimura, Yada are there... and Izawa, too?\Yes...\What's wrong?\Yuuki-san! Actually, we wanted to ask the director something about the script... response:	So we said to him, We know the script isn't finished,
context: I found shade!\Yuuki Shinjurou, are you looking at women again?\Uh, you mean the actresses?\Tanimura, Yada are there... and Izawa, too?\Yes...\What's wrong?\Yuuki-san! Actually, we wanted to ask the director something about the script...\So we said to him, We know the script isn't finished, response:	but are we going somewhere?
context: Yuuki Shinjurou, are you looking at women again?\Uh, you mean the actresses?\Tanimura, Yada are there... and Izawa, too?\Yes...\What's wrong?\Yuuki-san! Actually, we wanted to ask the director something about the script...\So we said to him, We know the script isn't finished,\but are we going somewhere? response:	And he said, You can't go anywhere. You're criminals.
context: Uh, you mean the actresses?\Tanimura, Yada are there... and Izawa, too?\Yes...\What's wrong?\Yuuki-san! Actually, we wanted to ask the director something about the script...\So we said to him, We know the script isn't finished,\but are we going somewhere?\And he said, You can't go anywhere. You're criminals. response:	Is that what you think too, Shinjurou-kun?
context: Tanimura, Yada are there... and Izawa, too?\Yes...\What's wrong?\Yuuki-san! Actually, we wanted to ask the director something about the script...\So we said to him, We know the script isn't finished,\but are we going somewhere?\And he said, You can't go anywhere. You're criminals.\Is that what you think too, Shinjurou-kun? response:	We don't know who we are or where we've come from,
context: Yes...\What's wrong?\Yuuki-san! Actually, we wanted to ask the director something about the script...\So we said to him, We know the script isn't finished,\but are we going somewhere?\And he said, You can't go anywhere. You're criminals.\Is that what you think too, Shinjurou-kun?\We don't know who we are or where we've come from, response:	and we can't even go anywhere!
context: What's wrong?\Yuuki-san! Actually, we wanted to ask the director something about the script...\So we said to him, We know the script isn't finished,\but are we going somewhere?\And he said, You can't go anywhere. You're criminals.\Is that what you think too, Shinjurou-kun?\We don't know who we are or where we've come from,\and we can't even go anywhere! response:	There is this line...
context: Yuuki-san! Actually, we wanted to ask the director something about the script...\So we said to him, We know the script isn't finished,\but are we going somewhere?\And he said, You can't go anywhere. You're criminals.\Is that what you think too, Shinjurou-kun?\We don't know who we are or where we've come from,\and we can't even go anywhere!\There is this line... response:	War is a toy, isn't it?
context: So we said to him, We know the script isn't finished,\but are we going somewhere?\And he said, You can't go anywhere. You're criminals.\Is that what you think too, Shinjurou-kun?\We don't know who we are or where we've come from,\and we can't even go anywhere!\There is this line...\War is a toy, isn't it? response:	And it isn't just me.
context: but are we going somewhere?\And he said, You can't go anywhere. You're criminals.\Is that what you think too, Shinjurou-kun?\We don't know who we are or where we've come from,\and we can't even go anywhere!\There is this line...\War is a toy, isn't it?\And it isn't just me. response:	It's you, too. And you!
context: And he said, You can't go anywhere. You're criminals.\Is that what you think too, Shinjurou-kun?\We don't know who we are or where we've come from,\and we can't even go anywhere!\There is this line...\War is a toy, isn't it?\And it isn't just me.\It's you, too. And you! response:	We've all made war into a toy!
context: Is that what you think too, Shinjurou-kun?\We don't know who we are or where we've come from,\and we can't even go anywhere!\There is this line...\War is a toy, isn't it?\And it isn't just me.\It's you, too. And you!\We've all made war into a toy! response:	We should've sucked off war more.
context: We don't know who we are or where we've come from,\and we can't even go anywhere!\There is this line...\War is a toy, isn't it?\And it isn't just me.\It's you, too. And you!\We've all made war into a toy!\We should've sucked off war more. response:	We should've wrapped our legs around war and ridden it until it was worn out.
context: and we can't even go anywhere!\There is this line...\War is a toy, isn't it?\And it isn't just me.\It's you, too. And you!\We've all made war into a toy!\We should've sucked off war more.\We should've wrapped our legs around war and ridden it until it was worn out. response:	Sucked it more, get more tangled up with it...
context: There is this line...\War is a toy, isn't it?\And it isn't just me.\It's you, too. And you!\We've all made war into a toy!\We should've sucked off war more.\We should've wrapped our legs around war and ridden it until it was worn out.\Sucked it more, get more tangled up with it... response:	Those are the lines we say when we hear that the war's over.
context: War is a toy, isn't it?\And it isn't just me.\It's you, too. And you!\We've all made war into a toy!\We should've sucked off war more.\We should've wrapped our legs around war and ridden it until it was worn out.\Sucked it more, get more tangled up with it...\Those are the lines we say when we hear that the war's over. response:	So, what about it?
context: And it isn't just me.\It's you, too. And you!\We've all made war into a toy!\We should've sucked off war more.\We should've wrapped our legs around war and ridden it until it was worn out.\Sucked it more, get more tangled up with it...\Those are the lines we say when we hear that the war's over.\So, what about it? response:	We all have different interpretations of what it means.
context: It's you, too. And you!\We've all made war into a toy!\We should've sucked off war more.\We should've wrapped our legs around war and ridden it until it was worn out.\Sucked it more, get more tangled up with it...\Those are the lines we say when we hear that the war's over.\So, what about it?\We all have different interpretations of what it means. response:	Um, I'm thinking it means we're happy that the war is over,
context: We've all made war into a toy!\We should've sucked off war more.\We should've wrapped our legs around war and ridden it until it was worn out.\Sucked it more, get more tangled up with it...\Those are the lines we say when we hear that the war's over.\So, what about it?\We all have different interpretations of what it means.\Um, I'm thinking it means we're happy that the war is over, response:	so now we can get back to our normal lives...
context: We should've sucked off war more.\We should've wrapped our legs around war and ridden it until it was worn out.\Sucked it more, get more tangled up with it...\Those are the lines we say when we hear that the war's over.\So, what about it?\We all have different interpretations of what it means.\Um, I'm thinking it means we're happy that the war is over,\so now we can get back to our normal lives... response:	But it made me so curious that I wanted to ask the director what it means...
context: We should've wrapped our legs around war and ridden it until it was worn out.\Sucked it more, get more tangled up with it...\Those are the lines we say when we hear that the war's over.\So, what about it?\We all have different interpretations of what it means.\Um, I'm thinking it means we're happy that the war is over,\so now we can get back to our normal lives...\But it made me so curious that I wanted to ask the director what it means... response:	You're totally wrong.
context: Sucked it more, get more tangled up with it...\Those are the lines we say when we hear that the war's over.\So, what about it?\We all have different interpretations of what it means.\Um, I'm thinking it means we're happy that the war is over,\so now we can get back to our normal lives...\But it made me so curious that I wanted to ask the director what it means...\You're totally wrong. response:	Normal lives has no meaning.
context: Those are the lines we say when we hear that the war's over.\So, what about it?\We all have different interpretations of what it means.\Um, I'm thinking it means we're happy that the war is over,\so now we can get back to our normal lives...\But it made me so curious that I wanted to ask the director what it means...\You're totally wrong.\Normal lives has no meaning. response:	I think it's more like there's a war and we're just running around,
context: So, what about it?\We all have different interpretations of what it means.\Um, I'm thinking it means we're happy that the war is over,\so now we can get back to our normal lives...\But it made me so curious that I wanted to ask the director what it means...\You're totally wrong.\Normal lives has no meaning.\I think it's more like there's a war and we're just running around, response:	but meanwhile maybe we finally realize that we're alive?
context: We all have different interpretations of what it means.\Um, I'm thinking it means we're happy that the war is over,\so now we can get back to our normal lives...\But it made me so curious that I wanted to ask the director what it means...\You're totally wrong.\Normal lives has no meaning.\I think it's more like there's a war and we're just running around,\but meanwhile maybe we finally realize that we're alive? response:	We've become just like beasts who only think of survival...
context: Um, I'm thinking it means we're happy that the war is over,\so now we can get back to our normal lives...\But it made me so curious that I wanted to ask the director what it means...\You're totally wrong.\Normal lives has no meaning.\I think it's more like there's a war and we're just running around,\but meanwhile maybe we finally realize that we're alive?\We've become just like beasts who only think of survival... response:	But there's still the one who's precious to us, whom we l-l...
context: so now we can get back to our normal lives...\But it made me so curious that I wanted to ask the director what it means...\You're totally wrong.\Normal lives has no meaning.\I think it's more like there's a war and we're just running around,\but meanwhile maybe we finally realize that we're alive?\We've become just like beasts who only think of survival...\But there's still the one who's precious to us, whom we l-l... response:	Love.
context: But it made me so curious that I wanted to ask the director what it means...\You're totally wrong.\Normal lives has no meaning.\I think it's more like there's a war and we're just running around,\but meanwhile maybe we finally realize that we're alive?\We've become just like beasts who only think of survival...\But there's still the one who's precious to us, whom we l-l...\Love. response:	Yes, that!
context: You're totally wrong.\Normal lives has no meaning.\I think it's more like there's a war and we're just running around,\but meanwhile maybe we finally realize that we're alive?\We've become just like beasts who only think of survival...\But there's still the one who's precious to us, whom we l-l...\Love.\Yes, that! response:	I can understand it, like...
context: Normal lives has no meaning.\I think it's more like there's a war and we're just running around,\but meanwhile maybe we finally realize that we're alive?\We've become just like beasts who only think of survival...\But there's still the one who's precious to us, whom we l-l...\Love.\Yes, that!\I can understand it, like... response:	It's that feeling, like you want to try living on the edge...
context: I think it's more like there's a war and we're just running around,\but meanwhile maybe we finally realize that we're alive?\We've become just like beasts who only think of survival...\But there's still the one who's precious to us, whom we l-l...\Love.\Yes, that!\I can understand it, like...\It's that feeling, like you want to try living on the edge... response:	Where you get sick of the tedious days that never change...
context: but meanwhile maybe we finally realize that we're alive?\We've become just like beasts who only think of survival...\But there's still the one who's precious to us, whom we l-l...\Love.\Yes, that!\I can understand it, like...\It's that feeling, like you want to try living on the edge...\Where you get sick of the tedious days that never change... response:	I guess my take on it is a little different.
context: We've become just like beasts who only think of survival...\But there's still the one who's precious to us, whom we l-l...\Love.\Yes, that!\I can understand it, like...\It's that feeling, like you want to try living on the edge...\Where you get sick of the tedious days that never change...\I guess my take on it is a little different. response:	I think it means that we're all going to be put on trial by the war...
context: But there's still the one who's precious to us, whom we l-l...\Love.\Yes, that!\I can understand it, like...\It's that feeling, like you want to try living on the edge...\Where you get sick of the tedious days that never change...\I guess my take on it is a little different.\I think it means that we're all going to be put on trial by the war... response:	Put on trial?
context: Love.\Yes, that!\I can understand it, like...\It's that feeling, like you want to try living on the edge...\Where you get sick of the tedious days that never change...\I guess my take on it is a little different.\I think it means that we're all going to be put on trial by the war...\Put on trial? response:	Good people, bad people, they all die the same, right?
context: Yes, that!\I can understand it, like...\It's that feeling, like you want to try living on the edge...\Where you get sick of the tedious days that never change...\I guess my take on it is a little different.\I think it means that we're all going to be put on trial by the war...\Put on trial?\Good people, bad people, they all die the same, right? response:	Maybe that's what he meant when he said we were criminals.
context: I can understand it, like...\It's that feeling, like you want to try living on the edge...\Where you get sick of the tedious days that never change...\I guess my take on it is a little different.\I think it means that we're all going to be put on trial by the war...\Put on trial?\Good people, bad people, they all die the same, right?\Maybe that's what he meant when he said we were criminals. response:	You're all over thinking it.
context: It's that feeling, like you want to try living on the edge...\Where you get sick of the tedious days that never change...\I guess my take on it is a little different.\I think it means that we're all going to be put on trial by the war...\Put on trial?\Good people, bad people, they all die the same, right?\Maybe that's what he meant when he said we were criminals.\You're all over thinking it. response:	This is a movie.
context: Where you get sick of the tedious days that never change...\I guess my take on it is a little different.\I think it means that we're all going to be put on trial by the war...\Put on trial?\Good people, bad people, they all die the same, right?\Maybe that's what he meant when he said we were criminals.\You're all over thinking it.\This is a movie. response:	What are you saying, Shinjurou-kun?!
context: I guess my take on it is a little different.\I think it means that we're all going to be put on trial by the war...\Put on trial?\Good people, bad people, they all die the same, right?\Maybe that's what he meant when he said we were criminals.\You're all over thinking it.\This is a movie.\What are you saying, Shinjurou-kun?! response:	If you're right, then why bother making a movie like this?
context: I think it means that we're all going to be put on trial by the war...\Put on trial?\Good people, bad people, they all die the same, right?\Maybe that's what he meant when he said we were criminals.\You're all over thinking it.\This is a movie.\What are you saying, Shinjurou-kun?!\If you're right, then why bother making a movie like this? response:	In the middle of this nonexistent war, what are we running for?
context: Put on trial?\Good people, bad people, they all die the same, right?\Maybe that's what he meant when he said we were criminals.\You're all over thinking it.\This is a movie.\What are you saying, Shinjurou-kun?!\If you're right, then why bother making a movie like this?\In the middle of this nonexistent war, what are we running for? response:	We're running because of our everyday lives...
context: Good people, bad people, they all die the same, right?\Maybe that's what he meant when he said we were criminals.\You're all over thinking it.\This is a movie.\What are you saying, Shinjurou-kun?!\If you're right, then why bother making a movie like this?\In the middle of this nonexistent war, what are we running for?\We're running because of our everyday lives... response:	Because we've realized how precious those ordinary,
context: Maybe that's what he meant when he said we were criminals.\You're all over thinking it.\This is a movie.\What are you saying, Shinjurou-kun?!\If you're right, then why bother making a movie like this?\In the middle of this nonexistent war, what are we running for?\We're running because of our everyday lives...\Because we've realized how precious those ordinary, response:	run-of-the-mill days are to us...
context: You're all over thinking it.\This is a movie.\What are you saying, Shinjurou-kun?!\If you're right, then why bother making a movie like this?\In the middle of this nonexistent war, what are we running for?\We're running because of our everyday lives...\Because we've realized how precious those ordinary,\run-of-the-mill days are to us... response:	That's not it!
context: This is a movie.\What are you saying, Shinjurou-kun?!\If you're right, then why bother making a movie like this?\In the middle of this nonexistent war, what are we running for?\We're running because of our everyday lives...\Because we've realized how precious those ordinary,\run-of-the-mill days are to us...\That's not it! response:	Everyone is secretly wishing for it...
context: What are you saying, Shinjurou-kun?!\If you're right, then why bother making a movie like this?\In the middle of this nonexistent war, what are we running for?\We're running because of our everyday lives...\Because we've realized how precious those ordinary,\run-of-the-mill days are to us...\That's not it!\Everyone is secretly wishing for it... response:	Maybe not for a war, but for something big to happen...
context: If you're right, then why bother making a movie like this?\In the middle of this nonexistent war, what are we running for?\We're running because of our everyday lives...\Because we've realized how precious those ordinary,\run-of-the-mill days are to us...\That's not it!\Everyone is secretly wishing for it...\Maybe not for a war, but for something big to happen... response:	Something that will change what we are now.
context: In the middle of this nonexistent war, what are we running for?\We're running because of our everyday lives...\Because we've realized how precious those ordinary,\run-of-the-mill days are to us...\That's not it!\Everyone is secretly wishing for it...\Maybe not for a war, but for something big to happen...\Something that will change what we are now. response:	Something that'll let us find what's really precious!
context: We're running because of our everyday lives...\Because we've realized how precious those ordinary,\run-of-the-mill days are to us...\That's not it!\Everyone is secretly wishing for it...\Maybe not for a war, but for something big to happen...\Something that will change what we are now.\Something that'll let us find what's really precious! response:	But think of people who lose their family or home in a volcanic eruption or fire...
context: Because we've realized how precious those ordinary,\run-of-the-mill days are to us...\That's not it!\Everyone is secretly wishing for it...\Maybe not for a war, but for something big to happen...\Something that will change what we are now.\Something that'll let us find what's really precious!\But think of people who lose their family or home in a volcanic eruption or fire... response:	They wish they could have their everyday life back, right?
context: run-of-the-mill days are to us...\That's not it!\Everyone is secretly wishing for it...\Maybe not for a war, but for something big to happen...\Something that will change what we are now.\Something that'll let us find what's really precious!\But think of people who lose their family or home in a volcanic eruption or fire...\They wish they could have their everyday life back, right? response:	But there are people who go to a volcano or fire just to watch.
context: That's not it!\Everyone is secretly wishing for it...\Maybe not for a war, but for something big to happen...\Something that will change what we are now.\Something that'll let us find what's really precious!\But think of people who lose their family or home in a volcanic eruption or fire...\They wish they could have their everyday life back, right?\But there are people who go to a volcano or fire just to watch. response:	Even though we know just how sad it would be,
