context: I was so worried... response:	I thought you weren't coming back anymore, Kagome.
context: If the fragment is removed, he'll die!\Kohaku!\You were under Naraku's mind control...\and you were in Naraku's castle.\So why are you...?\You... know me?\Huh?\You've hurt your arm. Let me see. response:	Ah...
context: Kohaku!\You were under Naraku's mind control...\and you were in Naraku's castle.\So why are you...?\You... know me?\Huh?\You've hurt your arm. Let me see.\Ah... response:	Hmm?
context: You were under Naraku's mind control...\and you were in Naraku's castle.\So why are you...?\You... know me?\Huh?\You've hurt your arm. Let me see.\Ah...\Hmm? response:	Have we met before?
context: and you were in Naraku's castle.\So why are you...?\You... know me?\Huh?\You've hurt your arm. Let me see.\Ah...\Hmm?\Have we met before? response:	Uh-huh.
context: So why are you...?\You... know me?\Huh?\You've hurt your arm. Let me see.\Ah...\Hmm?\Have we met before?\Uh-huh. response:	Kohaku... You really don't remember anything about...
context: You... know me?\Huh?\You've hurt your arm. Let me see.\Ah...\Hmm?\Have we met before?\Uh-huh.\Kohaku... You really don't remember anything about... response:	before you escaped from the castle?
context: Huh?\You've hurt your arm. Let me see.\Ah...\Hmm?\Have we met before?\Uh-huh.\Kohaku... You really don't remember anything about...\before you escaped from the castle? response:	No... I'm sorry.
context: You've hurt your arm. Let me see.\Ah...\Hmm?\Have we met before?\Uh-huh.\Kohaku... You really don't remember anything about...\before you escaped from the castle?\No... I'm sorry. response:	Even about Naraku?
context: Ah...\Hmm?\Have we met before?\Uh-huh.\Kohaku... You really don't remember anything about...\before you escaped from the castle?\No... I'm sorry.\Even about Naraku? response:	Naraku?
context: Hmm?\Have we met before?\Uh-huh.\Kohaku... You really don't remember anything about...\before you escaped from the castle?\No... I'm sorry.\Even about Naraku?\Naraku? response:	Kohaku...
context: Have we met before?\Uh-huh.\Kohaku... You really don't remember anything about...\before you escaped from the castle?\No... I'm sorry.\Even about Naraku?\Naraku?\Kohaku... response:	Keeping you alive is no longer necessary.
context: Uh-huh.\Kohaku... You really don't remember anything about...\before you escaped from the castle?\No... I'm sorry.\Even about Naraku?\Naraku?\Kohaku...\Keeping you alive is no longer necessary. response:	Join your father and the others.
context: Kohaku... You really don't remember anything about...\before you escaped from the castle?\No... I'm sorry.\Even about Naraku?\Naraku?\Kohaku...\Keeping you alive is no longer necessary.\Join your father and the others. response:	Could that have been...Naraku?
context: before you escaped from the castle?\No... I'm sorry.\Even about Naraku?\Naraku?\Kohaku...\Keeping you alive is no longer necessary.\Join your father and the others.\Could that have been...Naraku? response:	I don't like it! That kid is just putting on an act.
context: No... I'm sorry.\Even about Naraku?\Naraku?\Kohaku...\Keeping you alive is no longer necessary.\Join your father and the others.\Could that have been...Naraku?\I don't like it! That kid is just putting on an act. response:	It doesn't look it.
context: Even about Naraku?\Naraku?\Kohaku...\Keeping you alive is no longer necessary.\Join your father and the others.\Could that have been...Naraku?\I don't like it! That kid is just putting on an act.\It doesn't look it. response:	You trust him?
context: Naraku?\Kohaku...\Keeping you alive is no longer necessary.\Join your father and the others.\Could that have been...Naraku?\I don't like it! That kid is just putting on an act.\It doesn't look it.\You trust him? response:	No!
context: Kohaku...\Keeping you alive is no longer necessary.\Join your father and the others.\Could that have been...Naraku?\I don't like it! That kid is just putting on an act.\It doesn't look it.\You trust him?\No! response:	But the Kohaku who appeared before us that time...
context: Keeping you alive is no longer necessary.\Join your father and the others.\Could that have been...Naraku?\I don't like it! That kid is just putting on an act.\It doesn't look it.\You trust him?\No!\But the Kohaku who appeared before us that time... response:	was like a puppet... a human without a soul.
context: Join your father and the others.\Could that have been...Naraku?\I don't like it! That kid is just putting on an act.\It doesn't look it.\You trust him?\No!\But the Kohaku who appeared before us that time...\was like a puppet... a human without a soul. response:	But now...
context: Could that have been...Naraku?\I don't like it! That kid is just putting on an act.\It doesn't look it.\You trust him?\No!\But the Kohaku who appeared before us that time...\was like a puppet... a human without a soul.\But now... response:	Huh?
context: I don't like it! That kid is just putting on an act.\It doesn't look it.\You trust him?\No!\But the Kohaku who appeared before us that time...\was like a puppet... a human without a soul.\But now...\Huh? response:	Is it safe to leave them alone?
context: It doesn't look it.\You trust him?\No!\But the Kohaku who appeared before us that time...\was like a puppet... a human without a soul.\But now...\Huh?\Is it safe to leave them alone? response:	Sango wanted it that way.
context: You trust him?\No!\But the Kohaku who appeared before us that time...\was like a puppet... a human without a soul.\But now...\Huh?\Is it safe to leave them alone?\Sango wanted it that way. response:	The slayers' village?
context: No!\But the Kohaku who appeared before us that time...\was like a puppet... a human without a soul.\But now...\Huh?\Is it safe to leave them alone?\Sango wanted it that way.\The slayers' village? response:	Yes... that's where we used to live.
context: But the Kohaku who appeared before us that time...\was like a puppet... a human without a soul.\But now...\Huh?\Is it safe to leave them alone?\Sango wanted it that way.\The slayers' village?\Yes... that's where we used to live. response:	Then was I also a demon slayer?
context: was like a puppet... a human without a soul.\But now...\Huh?\Is it safe to leave them alone?\Sango wanted it that way.\The slayers' village?\Yes... that's where we used to live.\Then was I also a demon slayer? response:	You were an apprentice.
context: But now...\Huh?\Is it safe to leave them alone?\Sango wanted it that way.\The slayers' village?\Yes... that's where we used to live.\Then was I also a demon slayer?\You were an apprentice. response:	Rest a bit. We have lots of work ahead.
context: Huh?\Is it safe to leave them alone?\Sango wanted it that way.\The slayers' village?\Yes... that's where we used to live.\Then was I also a demon slayer?\You were an apprentice.\Rest a bit. We have lots of work ahead. response:	All right.
context: Is it safe to leave them alone?\Sango wanted it that way.\The slayers' village?\Yes... that's where we used to live.\Then was I also a demon slayer?\You were an apprentice.\Rest a bit. We have lots of work ahead.\All right. response:	Kohaku, be prepared, too.
context: Sango wanted it that way.\The slayers' village?\Yes... that's where we used to live.\Then was I also a demon slayer?\You were an apprentice.\Rest a bit. We have lots of work ahead.\All right.\Kohaku, be prepared, too. response:	Huh? Me?
context: The slayers' village?\Yes... that's where we used to live.\Then was I also a demon slayer?\You were an apprentice.\Rest a bit. We have lots of work ahead.\All right.\Kohaku, be prepared, too.\Huh? Me? response:	You're eleven years old.
context: Yes... that's where we used to live.\Then was I also a demon slayer?\You were an apprentice.\Rest a bit. We have lots of work ahead.\All right.\Kohaku, be prepared, too.\Huh? Me?\You're eleven years old. response:	It's time you got some real experience.
context: Then was I also a demon slayer?\You were an apprentice.\Rest a bit. We have lots of work ahead.\All right.\Kohaku, be prepared, too.\Huh? Me?\You're eleven years old.\It's time you got some real experience. response:	Uh-huh...
context: You were an apprentice.\Rest a bit. We have lots of work ahead.\All right.\Kohaku, be prepared, too.\Huh? Me?\You're eleven years old.\It's time you got some real experience.\Uh-huh... response:	Sister...
context: Rest a bit. We have lots of work ahead.\All right.\Kohaku, be prepared, too.\Huh? Me?\You're eleven years old.\It's time you got some real experience.\Uh-huh...\Sister... response:	Huh?
context: All right.\Kohaku, be prepared, too.\Huh? Me?\You're eleven years old.\It's time you got some real experience.\Uh-huh...\Sister...\Huh? response:	Do demons really spit fire and poison?
context: Kohaku, be prepared, too.\Huh? Me?\You're eleven years old.\It's time you got some real experience.\Uh-huh...\Sister...\Huh?\Do demons really spit fire and poison? response:	Sometimes.
context: Huh? Me?\You're eleven years old.\It's time you got some real experience.\Uh-huh...\Sister...\Huh?\Do demons really spit fire and poison?\Sometimes. response:	I see...
context: You're eleven years old.\It's time you got some real experience.\Uh-huh...\Sister...\Huh?\Do demons really spit fire and poison?\Sometimes.\I see... response:	Kohaku, are you afraid?
context: It's time you got some real experience.\Uh-huh...\Sister...\Huh?\Do demons really spit fire and poison?\Sometimes.\I see...\Kohaku, are you afraid? response:	N- no such thing! But...
context: Uh-huh...\Sister...\Huh?\Do demons really spit fire and poison?\Sometimes.\I see...\Kohaku, are you afraid?\N- no such thing! But... response:	Don't worry.
context: Sister...\Huh?\Do demons really spit fire and poison?\Sometimes.\I see...\Kohaku, are you afraid?\N- no such thing! But...\Don't worry. response:	We only slay oversized snakes and spiders.
context: Huh?\Do demons really spit fire and poison?\Sometimes.\I see...\Kohaku, are you afraid?\N- no such thing! But...\Don't worry.\We only slay oversized snakes and spiders. response:	Father always says...
context: Do demons really spit fire and poison?\Sometimes.\I see...\Kohaku, are you afraid?\N- no such thing! But...\Don't worry.\We only slay oversized snakes and spiders.\Father always says... response:	the demons to fear most are the ones pretending to be humans.
context: Sometimes.\I see...\Kohaku, are you afraid?\N- no such thing! But...\Don't worry.\We only slay oversized snakes and spiders.\Father always says...\the demons to fear most are the ones pretending to be humans. response:	If such demons get ahold of Sacred Jewel...
context: I see...\Kohaku, are you afraid?\N- no such thing! But...\Don't worry.\We only slay oversized snakes and spiders.\Father always says...\the demons to fear most are the ones pretending to be humans.\If such demons get ahold of Sacred Jewel... response:	it'll be terrible.
context: Kohaku, are you afraid?\N- no such thing! But...\Don't worry.\We only slay oversized snakes and spiders.\Father always says...\the demons to fear most are the ones pretending to be humans.\If such demons get ahold of Sacred Jewel...\it'll be terrible. response:	Hmm...
context: N- no such thing! But...\Don't worry.\We only slay oversized snakes and spiders.\Father always says...\the demons to fear most are the ones pretending to be humans.\If such demons get ahold of Sacred Jewel...\it'll be terrible.\Hmm... response:	And then that day when we were summoned by Naraku...
context: Don't worry.\We only slay oversized snakes and spiders.\Father always says...\the demons to fear most are the ones pretending to be humans.\If such demons get ahold of Sacred Jewel...\it'll be terrible.\Hmm...\And then that day when we were summoned by Naraku... response:	that was Kohaku's very first battle experience.
context: We only slay oversized snakes and spiders.\Father always says...\the demons to fear most are the ones pretending to be humans.\If such demons get ahold of Sacred Jewel...\it'll be terrible.\Hmm...\And then that day when we were summoned by Naraku...\that was Kohaku's very first battle experience. response:	Say...
context: Father always says...\the demons to fear most are the ones pretending to be humans.\If such demons get ahold of Sacred Jewel...\it'll be terrible.\Hmm...\And then that day when we were summoned by Naraku...\that was Kohaku's very first battle experience.\Say... response:	Tell me everything you know.
context: the demons to fear most are the ones pretending to be humans.\If such demons get ahold of Sacred Jewel...\it'll be terrible.\Hmm...\And then that day when we were summoned by Naraku...\that was Kohaku's very first battle experience.\Say...\Tell me everything you know. response:	Huh?
context: If such demons get ahold of Sacred Jewel...\it'll be terrible.\Hmm...\And then that day when we were summoned by Naraku...\that was Kohaku's very first battle experience.\Say...\Tell me everything you know.\Huh? response:	I feel so empty...
context: it'll be terrible.\Hmm...\And then that day when we were summoned by Naraku...\that was Kohaku's very first battle experience.\Say...\Tell me everything you know.\Huh?\I feel so empty... response:	I don't know why I'm like this.
context: Hmm...\And then that day when we were summoned by Naraku...\that was Kohaku's very first battle experience.\Say...\Tell me everything you know.\Huh?\I feel so empty...\I don't know why I'm like this. response:	He's just like the Kohaku of old.
context: And then that day when we were summoned by Naraku...\that was Kohaku's very first battle experience.\Say...\Tell me everything you know.\Huh?\I feel so empty...\I don't know why I'm like this.\He's just like the Kohaku of old. response:	Quiet...and a bit cowardly.
context: that was Kohaku's very first battle experience.\Say...\Tell me everything you know.\Huh?\I feel so empty...\I don't know why I'm like this.\He's just like the Kohaku of old.\Quiet...and a bit cowardly. response:	Huh?
context: Say...\Tell me everything you know.\Huh?\I feel so empty...\I don't know why I'm like this.\He's just like the Kohaku of old.\Quiet...and a bit cowardly.\Huh? response:	Just try to remember little by little.
context: Tell me everything you know.\Huh?\I feel so empty...\I don't know why I'm like this.\He's just like the Kohaku of old.\Quiet...and a bit cowardly.\Huh?\Just try to remember little by little. response:	We'll be together from now on.
context: Huh?\I feel so empty...\I don't know why I'm like this.\He's just like the Kohaku of old.\Quiet...and a bit cowardly.\Huh?\Just try to remember little by little.\We'll be together from now on. response:	Huh? Ah...
context: I feel so empty...\I don't know why I'm like this.\He's just like the Kohaku of old.\Quiet...and a bit cowardly.\Huh?\Just try to remember little by little.\We'll be together from now on.\Huh? Ah... response:	Hmm?
context: I don't know why I'm like this.\He's just like the Kohaku of old.\Quiet...and a bit cowardly.\Huh?\Just try to remember little by little.\We'll be together from now on.\Huh? Ah...\Hmm? response:	This is embarrassing...
context: He's just like the Kohaku of old.\Quiet...and a bit cowardly.\Huh?\Just try to remember little by little.\We'll be together from now on.\Huh? Ah...\Hmm?\This is embarrassing... response:	What're you so shy for? We're siblings.
context: Quiet...and a bit cowardly.\Huh?\Just try to remember little by little.\We'll be together from now on.\Huh? Ah...\Hmm?\This is embarrassing...\What're you so shy for? We're siblings. response:	Kohaku has come back to me. He's escaped from Naraku's grasp...
context: Huh?\Just try to remember little by little.\We'll be together from now on.\Huh? Ah...\Hmm?\This is embarrassing...\What're you so shy for? We're siblings.\Kohaku has come back to me. He's escaped from Naraku's grasp... response:	That's what I want to believe.
context: Just try to remember little by little.\We'll be together from now on.\Huh? Ah...\Hmm?\This is embarrassing...\What're you so shy for? We're siblings.\Kohaku has come back to me. He's escaped from Naraku's grasp...\That's what I want to believe. response:	Give'im a couple of knocks and he'll show his real self!
context: We'll be together from now on.\Huh? Ah...\Hmm?\This is embarrassing...\What're you so shy for? We're siblings.\Kohaku has come back to me. He's escaped from Naraku's grasp...\That's what I want to believe.\Give'im a couple of knocks and he'll show his real self! response:	Inuyasha, you!
context: Huh? Ah...\Hmm?\This is embarrassing...\What're you so shy for? We're siblings.\Kohaku has come back to me. He's escaped from Naraku's grasp...\That's what I want to believe.\Give'im a couple of knocks and he'll show his real self!\Inuyasha, you! response:	It's not that simple.
context: Hmm?\This is embarrassing...\What're you so shy for? We're siblings.\Kohaku has come back to me. He's escaped from Naraku's grasp...\That's what I want to believe.\Give'im a couple of knocks and he'll show his real self!\Inuyasha, you!\It's not that simple. response:	Whether it's a trap or not, her dear brother is back.
context: This is embarrassing...\What're you so shy for? We're siblings.\Kohaku has come back to me. He's escaped from Naraku's grasp...\That's what I want to believe.\Give'im a couple of knocks and he'll show his real self!\Inuyasha, you!\It's not that simple.\Whether it's a trap or not, her dear brother is back. response:	Yes... if this is a trap, Sango will be so hurt.
context: What're you so shy for? We're siblings.\Kohaku has come back to me. He's escaped from Naraku's grasp...\That's what I want to believe.\Give'im a couple of knocks and he'll show his real self!\Inuyasha, you!\It's not that simple.\Whether it's a trap or not, her dear brother is back.\Yes... if this is a trap, Sango will be so hurt. response:	Naraku loves to play with people's feelings.
context: Kohaku has come back to me. He's escaped from Naraku's grasp...\That's what I want to believe.\Give'im a couple of knocks and he'll show his real self!\Inuyasha, you!\It's not that simple.\Whether it's a trap or not, her dear brother is back.\Yes... if this is a trap, Sango will be so hurt.\Naraku loves to play with people's feelings. response:	Inuyasha?
context: That's what I want to believe.\Give'im a couple of knocks and he'll show his real self!\Inuyasha, you!\It's not that simple.\Whether it's a trap or not, her dear brother is back.\Yes... if this is a trap, Sango will be so hurt.\Naraku loves to play with people's feelings.\Inuyasha? response:	If you won't tell her, I will!
context: Give'im a couple of knocks and he'll show his real self!\Inuyasha, you!\It's not that simple.\Whether it's a trap or not, her dear brother is back.\Yes... if this is a trap, Sango will be so hurt.\Naraku loves to play with people's feelings.\Inuyasha?\If you won't tell her, I will! response:	W-wait! Stop, Inuyasha!
context: Inuyasha, you!\It's not that simple.\Whether it's a trap or not, her dear brother is back.\Yes... if this is a trap, Sango will be so hurt.\Naraku loves to play with people's feelings.\Inuyasha?\If you won't tell her, I will!\W-wait! Stop, Inuyasha! response:	What's the matter?
context: It's not that simple.\Whether it's a trap or not, her dear brother is back.\Yes... if this is a trap, Sango will be so hurt.\Naraku loves to play with people's feelings.\Inuyasha?\If you won't tell her, I will!\W-wait! Stop, Inuyasha!\What's the matter? response:	Say...
context: Whether it's a trap or not, her dear brother is back.\Yes... if this is a trap, Sango will be so hurt.\Naraku loves to play with people's feelings.\Inuyasha?\If you won't tell her, I will!\W-wait! Stop, Inuyasha!\What's the matter?\Say... response:	About Kohaku... This has to be Naraku's trap!
context: Yes... if this is a trap, Sango will be so hurt.\Naraku loves to play with people's feelings.\Inuyasha?\If you won't tell her, I will!\W-wait! Stop, Inuyasha!\What's the matter?\Say...\About Kohaku... This has to be Naraku's trap! response:	I believe in Kohaku!
context: Naraku loves to play with people's feelings.\Inuyasha?\If you won't tell her, I will!\W-wait! Stop, Inuyasha!\What's the matter?\Say...\About Kohaku... This has to be Naraku's trap!\I believe in Kohaku! response:	That's Naraku's aim.
context: Inuyasha?\If you won't tell her, I will!\W-wait! Stop, Inuyasha!\What's the matter?\Say...\About Kohaku... This has to be Naraku's trap!\I believe in Kohaku!\That's Naraku's aim. response:	What else can I do except to trust him?!
context: If you won't tell her, I will!\W-wait! Stop, Inuyasha!\What's the matter?\Say...\About Kohaku... This has to be Naraku's trap!\I believe in Kohaku!\That's Naraku's aim.\What else can I do except to trust him?! response:	It's a trick Naraku is likely to use!
context: W-wait! Stop, Inuyasha!\What's the matter?\Say...\About Kohaku... This has to be Naraku's trap!\I believe in Kohaku!\That's Naraku's aim.\What else can I do except to trust him?!\It's a trick Naraku is likely to use! response:	If we hadn't come to his aid...
context: What's the matter?\Say...\About Kohaku... This has to be Naraku's trap!\I believe in Kohaku!\That's Naraku's aim.\What else can I do except to trust him?!\It's a trick Naraku is likely to use!\If we hadn't come to his aid... response:	his Sacred Jewel fragment would have been removed...
context: Say...\About Kohaku... This has to be Naraku's trap!\I believe in Kohaku!\That's Naraku's aim.\What else can I do except to trust him?!\It's a trick Naraku is likely to use!\If we hadn't come to his aid...\his Sacred Jewel fragment would have been removed... response:	and he would really have died!
context: About Kohaku... This has to be Naraku's trap!\I believe in Kohaku!\That's Naraku's aim.\What else can I do except to trust him?!\It's a trick Naraku is likely to use!\If we hadn't come to his aid...\his Sacred Jewel fragment would have been removed...\and he would really have died! response:	Listen... that's the trap!
context: I believe in Kohaku!\That's Naraku's aim.\What else can I do except to trust him?!\It's a trick Naraku is likely to use!\If we hadn't come to his aid...\his Sacred Jewel fragment would have been removed...\and he would really have died!\Listen... that's the trap! response:	It's not a trap!
context: That's Naraku's aim.\What else can I do except to trust him?!\It's a trick Naraku is likely to use!\If we hadn't come to his aid...\his Sacred Jewel fragment would have been removed...\and he would really have died!\Listen... that's the trap!\It's not a trap! response:	I feel as though that kind woman will become unhappy...all because of me.
context: What else can I do except to trust him?!\It's a trick Naraku is likely to use!\If we hadn't come to his aid...\his Sacred Jewel fragment would have been removed...\and he would really have died!\Listen... that's the trap!\It's not a trap!\I feel as though that kind woman will become unhappy...all because of me. response:	I must not stay here.
context: It's a trick Naraku is likely to use!\If we hadn't come to his aid...\his Sacred Jewel fragment would have been removed...\and he would really have died!\Listen... that's the trap!\It's not a trap!\I feel as though that kind woman will become unhappy...all because of me.\I must not stay here. response:	You're being blinded by love for your kid brother!
context: If we hadn't come to his aid...\his Sacred Jewel fragment would have been removed...\and he would really have died!\Listen... that's the trap!\It's not a trap!\I feel as though that kind woman will become unhappy...all because of me.\I must not stay here.\You're being blinded by love for your kid brother! response:	Shut up! What would you know?!
context: his Sacred Jewel fragment would have been removed...\and he would really have died!\Listen... that's the trap!\It's not a trap!\I feel as though that kind woman will become unhappy...all because of me.\I must not stay here.\You're being blinded by love for your kid brother!\Shut up! What would you know?! response:	Open your eyes!
context: and he would really have died!\Listen... that's the trap!\It's not a trap!\I feel as though that kind woman will become unhappy...all because of me.\I must not stay here.\You're being blinded by love for your kid brother!\Shut up! What would you know?!\Open your eyes! response:	Farewell...
context: Listen... that's the trap!\It's not a trap!\I feel as though that kind woman will become unhappy...all because of me.\I must not stay here.\You're being blinded by love for your kid brother!\Shut up! What would you know?!\Open your eyes!\Farewell... response:	Inuyasha, you!
context: It's not a trap!\I feel as though that kind woman will become unhappy...all because of me.\I must not stay here.\You're being blinded by love for your kid brother!\Shut up! What would you know?!\Open your eyes!\Farewell...\Inuyasha, you! response:	Shh!
context: I feel as though that kind woman will become unhappy...all because of me.\I must not stay here.\You're being blinded by love for your kid brother!\Shut up! What would you know?!\Open your eyes!\Farewell...\Inuyasha, you!\Shh! response:	They're coming...
context: I must not stay here.\You're being blinded by love for your kid brother!\Shut up! What would you know?!\Open your eyes!\Farewell...\Inuyasha, you!\Shh!\They're coming... response:	A huge number of them!
context: You're being blinded by love for your kid brother!\Shut up! What would you know?!\Open your eyes!\Farewell...\Inuyasha, you!\Shh!\They're coming...\A huge number of them! response:	Naraku's poison insects!
context: Shut up! What would you know?!\Open your eyes!\Farewell...\Inuyasha, you!\Shh!\They're coming...\A huge number of them!\Naraku's poison insects! response:	His advance guard.
context: Open your eyes!\Farewell...\Inuyasha, you!\Shh!\They're coming...\A huge number of them!\Naraku's poison insects!\His advance guard. response:	They're... not after Kohaku?!
context: Farewell...\Inuyasha, you!\Shh!\They're coming...\A huge number of them!\Naraku's poison insects!\His advance guard.\They're... not after Kohaku?! response:	Sango, you!
context: Inuyasha, you!\Shh!\They're coming...\A huge number of them!\Naraku's poison insects!\His advance guard.\They're... not after Kohaku?!\Sango, you! response:	Kohaku!
context: Shh!\They're coming...\A huge number of them!\Naraku's poison insects!\His advance guard.\They're... not after Kohaku?!\Sango, you!\Kohaku! response:	Kohaku!
context: They're coming...\A huge number of them!\Naraku's poison insects!\His advance guard.\They're... not after Kohaku?!\Sango, you!\Kohaku!\Kohaku! response:	Sango, I sense the Sacred Jewel fragment moving.
context: A huge number of them!\Naraku's poison insects!\His advance guard.\They're... not after Kohaku?!\Sango, you!\Kohaku!\Kohaku!\Sango, I sense the Sacred Jewel fragment moving. response:	Let's go, Sango! We must protect Kohaku!
context: Naraku's poison insects!\His advance guard.\They're... not after Kohaku?!\Sango, you!\Kohaku!\Kohaku!\Sango, I sense the Sacred Jewel fragment moving.\Let's go, Sango! We must protect Kohaku! response:	Uh-huh!
context: His advance guard.\They're... not after Kohaku?!\Sango, you!\Kohaku!\Kohaku!\Sango, I sense the Sacred Jewel fragment moving.\Let's go, Sango! We must protect Kohaku!\Uh-huh! response:	Kagura! Whaddya want?!
context: They're... not after Kohaku?!\Sango, you!\Kohaku!\Kohaku!\Sango, I sense the Sacred Jewel fragment moving.\Let's go, Sango! We must protect Kohaku!\Uh-huh!\Kagura! Whaddya want?! response:	You're hiding Kohaku, aren't you?
context: Sango, you!\Kohaku!\Kohaku!\Sango, I sense the Sacred Jewel fragment moving.\Let's go, Sango! We must protect Kohaku!\Uh-huh!\Kagura! Whaddya want?!\You're hiding Kohaku, aren't you? response:	Let me have him.
context: Kohaku!\Kohaku!\Sango, I sense the Sacred Jewel fragment moving.\Let's go, Sango! We must protect Kohaku!\Uh-huh!\Kagura! Whaddya want?!\You're hiding Kohaku, aren't you?\Let me have him. response:	What?!
context: Kohaku!\Sango, I sense the Sacred Jewel fragment moving.\Let's go, Sango! We must protect Kohaku!\Uh-huh!\Kagura! Whaddya want?!\You're hiding Kohaku, aren't you?\Let me have him.\What?! response:	Don't act innocent! The kid Naraku's kept.
context: Sango, I sense the Sacred Jewel fragment moving.\Let's go, Sango! We must protect Kohaku!\Uh-huh!\Kagura! Whaddya want?!\You're hiding Kohaku, aren't you?\Let me have him.\What?!\Don't act innocent! The kid Naraku's kept. response:	Kohaku ran off amidst the confusion...
context: Let's go, Sango! We must protect Kohaku!\Uh-huh!\Kagura! Whaddya want?!\You're hiding Kohaku, aren't you?\Let me have him.\What?!\Don't act innocent! The kid Naraku's kept.\Kohaku ran off amidst the confusion... response:	with the Sacred Jewel fragment in his back.
context: Uh-huh!\Kagura! Whaddya want?!\You're hiding Kohaku, aren't you?\Let me have him.\What?!\Don't act innocent! The kid Naraku's kept.\Kohaku ran off amidst the confusion...\with the Sacred Jewel fragment in his back. response:	And that's why you've come for him?
context: Kagura! Whaddya want?!\You're hiding Kohaku, aren't you?\Let me have him.\What?!\Don't act innocent! The kid Naraku's kept.\Kohaku ran off amidst the confusion...\with the Sacred Jewel fragment in his back.\And that's why you've come for him? response:	Naraku always goes overboard.
context: You're hiding Kohaku, aren't you?\Let me have him.\What?!\Don't act innocent! The kid Naraku's kept.\Kohaku ran off amidst the confusion...\with the Sacred Jewel fragment in his back.\And that's why you've come for him?\Naraku always goes overboard. response:	Just because he wants the fragment...
context: Let me have him.\What?!\Don't act innocent! The kid Naraku's kept.\Kohaku ran off amidst the confusion...\with the Sacred Jewel fragment in his back.\And that's why you've come for him?\Naraku always goes overboard.\Just because he wants the fragment... response:	he sends out this army.
context: What?!\Don't act innocent! The kid Naraku's kept.\Kohaku ran off amidst the confusion...\with the Sacred Jewel fragment in his back.\And that's why you've come for him?\Naraku always goes overboard.\Just because he wants the fragment...\he sends out this army. response:	So you're after the Sacred Jewel fragment?
context: Don't act innocent! The kid Naraku's kept.\Kohaku ran off amidst the confusion...\with the Sacred Jewel fragment in his back.\And that's why you've come for him?\Naraku always goes overboard.\Just because he wants the fragment...\he sends out this army.\So you're after the Sacred Jewel fragment? response:	Yes... although once that's removed, Kohaku will die.
context: Kohaku ran off amidst the confusion...\with the Sacred Jewel fragment in his back.\And that's why you've come for him?\Naraku always goes overboard.\Just because he wants the fragment...\he sends out this army.\So you're after the Sacred Jewel fragment?\Yes... although once that's removed, Kohaku will die. response:	We're under orders to let Sango have him after that.
context: with the Sacred Jewel fragment in his back.\And that's why you've come for him?\Naraku always goes overboard.\Just because he wants the fragment...\he sends out this army.\So you're after the Sacred Jewel fragment?\Yes... although once that's removed, Kohaku will die.\We're under orders to let Sango have him after that. response:	W-why... you!
context: And that's why you've come for him?\Naraku always goes overboard.\Just because he wants the fragment...\he sends out this army.\So you're after the Sacred Jewel fragment?\Yes... although once that's removed, Kohaku will die.\We're under orders to let Sango have him after that.\W-why... you! response:	You're okay!
context: Naraku always goes overboard.\Just because he wants the fragment...\he sends out this army.\So you're after the Sacred Jewel fragment?\Yes... although once that's removed, Kohaku will die.\We're under orders to let Sango have him after that.\W-why... you!\You're okay! response:	Why?
context: Just because he wants the fragment...\he sends out this army.\So you're after the Sacred Jewel fragment?\Yes... although once that's removed, Kohaku will die.\We're under orders to let Sango have him after that.\W-why... you!\You're okay!\Why? response:	Why did you come?!
context: he sends out this army.\So you're after the Sacred Jewel fragment?\Yes... although once that's removed, Kohaku will die.\We're under orders to let Sango have him after that.\W-why... you!\You're okay!\Why?\Why did you come?! response:	They're after me!
context: So you're after the Sacred Jewel fragment?\Yes... although once that's removed, Kohaku will die.\We're under orders to let Sango have him after that.\W-why... you!\You're okay!\Why?\Why did you come?!\They're after me! response:	Huh?
context: Yes... although once that's removed, Kohaku will die.\We're under orders to let Sango have him after that.\W-why... you!\You're okay!\Why?\Why did you come?!\They're after me!\Huh? response:	Kohaku!
context: We're under orders to let Sango have him after that.\W-why... you!\You're okay!\Why?\Why did you come?!\They're after me!\Huh?\Kohaku! response:	Don't go anywhere anymore.
context: W-why... you!\You're okay!\Why?\Why did you come?!\They're after me!\Huh?\Kohaku!\Don't go anywhere anymore. response:	Why?
context: You're okay!\Why?\Why did you come?!\They're after me!\Huh?\Kohaku!\Don't go anywhere anymore.\Why? response:	Why go through all this for me?
context: Why?\Why did you come?!\They're after me!\Huh?\Kohaku!\Don't go anywhere anymore.\Why?\Why go through all this for me? response:	You're my... brother.
context: Why did you come?!\They're after me!\Huh?\Kohaku!\Don't go anywhere anymore.\Why?\Why go through all this for me?\You're my... brother. response:	You're my one and only little brother.
context: They're after me!\Huh?\Kohaku!\Don't go anywhere anymore.\Why?\Why go through all this for me?\You're my... brother.\You're my one and only little brother. response:	Kirara!
context: Huh?\Kohaku!\Don't go anywhere anymore.\Why?\Why go through all this for me?\You're my... brother.\You're my one and only little brother.\Kirara! response:	Kagome, watch Kohaku.
context: Kohaku!\Don't go anywhere anymore.\Why?\Why go through all this for me?\You're my... brother.\You're my one and only little brother.\Kirara!\Kagome, watch Kohaku. response:	I'll stop those demons!
context: Don't go anywhere anymore.\Why?\Why go through all this for me?\You're my... brother.\You're my one and only little brother.\Kirara!\Kagome, watch Kohaku.\I'll stop those demons! response:	All right!
