context: Arai Yoshiyuki (homeroom teacher Zen”) response:	Newly wed
context: Did I say that out loud?\What the hell? What's with this mushy stuff?\Kazehaya!\Come to the office!\We're done!\Stand.\Bow.\I'll do it too, then. response:	I was so happy.
context: What the hell? What's with this mushy stuff?\Kazehaya!\Come to the office!\We're done!\Stand.\Bow.\I'll do it too, then.\I was so happy. response:	One sec, I have to go to the bathroom.
context: Kazehaya!\Come to the office!\We're done!\Stand.\Bow.\I'll do it too, then.\I was so happy.\One sec, I have to go to the bathroom. response:	Kazehaya-kun.
context: Come to the office!\We're done!\Stand.\Bow.\I'll do it too, then.\I was so happy.\One sec, I have to go to the bathroom.\Kazehaya-kun. response:	I slipped out while Pin went to the bathroom.
context: We're done!\Stand.\Bow.\I'll do it too, then.\I was so happy.\One sec, I have to go to the bathroom.\Kazehaya-kun.\I slipped out while Pin went to the bathroom. response:	I'll help.
context: Stand.\Bow.\I'll do it too, then.\I was so happy.\One sec, I have to go to the bathroom.\Kazehaya-kun.\I slipped out while Pin went to the bathroom.\I'll help. response:	T-Thanks.
context: Bow.\I'll do it too, then.\I was so happy.\One sec, I have to go to the bathroom.\Kazehaya-kun.\I slipped out while Pin went to the bathroom.\I'll help.\T-Thanks. response:	Thanks for everything.
context: I'll do it too, then.\I was so happy.\One sec, I have to go to the bathroom.\Kazehaya-kun.\I slipped out while Pin went to the bathroom.\I'll help.\T-Thanks.\Thanks for everything. response:	You've given me all sorts of opportunities.
context: I was so happy.\One sec, I have to go to the bathroom.\Kazehaya-kun.\I slipped out while Pin went to the bathroom.\I'll help.\T-Thanks.\Thanks for everything.\You've given me all sorts of opportunities. response:	I had so much fun today.
context: One sec, I have to go to the bathroom.\Kazehaya-kun.\I slipped out while Pin went to the bathroom.\I'll help.\T-Thanks.\Thanks for everything.\You've given me all sorts of opportunities.\I had so much fun today. response:	I didn't really do anything.
context: Kazehaya-kun.\I slipped out while Pin went to the bathroom.\I'll help.\T-Thanks.\Thanks for everything.\You've given me all sorts of opportunities.\I had so much fun today.\I didn't really do anything. response:	Maybe everyone's waiting for a chance to talk to you.
context: I slipped out while Pin went to the bathroom.\I'll help.\T-Thanks.\Thanks for everything.\You've given me all sorts of opportunities.\I had so much fun today.\I didn't really do anything.\Maybe everyone's waiting for a chance to talk to you. response:	Could you lend me your pen?
context: I'll help.\T-Thanks.\Thanks for everything.\You've given me all sorts of opportunities.\I had so much fun today.\I didn't really do anything.\Maybe everyone's waiting for a chance to talk to you.\Could you lend me your pen? response:	Can I do the rest?
context: T-Thanks.\Thanks for everything.\You've given me all sorts of opportunities.\I had so much fun today.\I didn't really do anything.\Maybe everyone's waiting for a chance to talk to you.\Could you lend me your pen?\Can I do the rest? response:	Tha
context: Thanks for everything.\You've given me all sorts of opportunities.\I had so much fun today.\I didn't really do anything.\Maybe everyone's waiting for a chance to talk to you.\Could you lend me your pen?\Can I do the rest?\Tha response:	Kazehaya Shouta of 1-D, come to the office immediately!
context: You've given me all sorts of opportunities.\I had so much fun today.\I didn't really do anything.\Maybe everyone's waiting for a chance to talk to you.\Could you lend me your pen?\Can I do the rest?\Tha\Kazehaya Shouta of 1-D, come to the office immediately! response:	If you don't get here within one minute,
context: I had so much fun today.\I didn't really do anything.\Maybe everyone's waiting for a chance to talk to you.\Could you lend me your pen?\Can I do the rest?\Tha\Kazehaya Shouta of 1-D, come to the office immediately!\If you don't get here within one minute, response:	everyone's going to know everything about your embarrassing past.
context: I didn't really do anything.\Maybe everyone's waiting for a chance to talk to you.\Could you lend me your pen?\Can I do the rest?\Tha\Kazehaya Shouta of 1-D, come to the office immediately!\If you don't get here within one minute,\everyone's going to know everything about your embarrassing past. response:	I'm out.
context: Maybe everyone's waiting for a chance to talk to you.\Could you lend me your pen?\Can I do the rest?\Tha\Kazehaya Shouta of 1-D, come to the office immediately!\If you don't get here within one minute,\everyone's going to know everything about your embarrassing past.\I'm out. response:	Sorry, Kuronuma.
context: Could you lend me your pen?\Can I do the rest?\Tha\Kazehaya Shouta of 1-D, come to the office immediately!\If you don't get here within one minute,\everyone's going to know everything about your embarrassing past.\I'm out.\Sorry, Kuronuma. response:	I better go.
context: Can I do the rest?\Tha\Kazehaya Shouta of 1-D, come to the office immediately!\If you don't get here within one minute,\everyone's going to know everything about your embarrassing past.\I'm out.\Sorry, Kuronuma.\I better go. response:	T-Thanks.
context: Tha\Kazehaya Shouta of 1-D, come to the office immediately!\If you don't get here within one minute,\everyone's going to know everything about your embarrassing past.\I'm out.\Sorry, Kuronuma.\I better go.\T-Thanks. response:	Sorry, I
context: Kazehaya Shouta of 1-D, come to the office immediately!\If you don't get here within one minute,\everyone's going to know everything about your embarrassing past.\I'm out.\Sorry, Kuronuma.\I better go.\T-Thanks.\Sorry, I response:	Kazehaya-kun was here, so...
context: If you don't get here within one minute,\everyone's going to know everything about your embarrassing past.\I'm out.\Sorry, Kuronuma.\I better go.\T-Thanks.\Sorry, I\Kazehaya-kun was here, so... response:	Hirano-san and Endou-san.
context: everyone's going to know everything about your embarrassing past.\I'm out.\Sorry, Kuronuma.\I better go.\T-Thanks.\Sorry, I\Kazehaya-kun was here, so...\Hirano-san and Endou-san. response:	Maybe everyone's waiting for a chance to talk to you.
context: I'm out.\Sorry, Kuronuma.\I better go.\T-Thanks.\Sorry, I\Kazehaya-kun was here, so...\Hirano-san and Endou-san.\Maybe everyone's waiting for a chance to talk to you. response:	Hey,
context: Sorry, Kuronuma.\I better go.\T-Thanks.\Sorry, I\Kazehaya-kun was here, so...\Hirano-san and Endou-san.\Maybe everyone's waiting for a chance to talk to you.\Hey, response:	would it be okay if we talked for a bit?
context: I better go.\T-Thanks.\Sorry, I\Kazehaya-kun was here, so...\Hirano-san and Endou-san.\Maybe everyone's waiting for a chance to talk to you.\Hey,\would it be okay if we talked for a bit? response:	I'll get set up.
context: T-Thanks.\Sorry, I\Kazehaya-kun was here, so...\Hirano-san and Endou-san.\Maybe everyone's waiting for a chance to talk to you.\Hey,\would it be okay if we talked for a bit?\I'll get set up. response:	It's fine.
context: Sorry, I\Kazehaya-kun was here, so...\Hirano-san and Endou-san.\Maybe everyone's waiting for a chance to talk to you.\Hey,\would it be okay if we talked for a bit?\I'll get set up.\It's fine. response:	No luck...
context: Kazehaya-kun was here, so...\Hirano-san and Endou-san.\Maybe everyone's waiting for a chance to talk to you.\Hey,\would it be okay if we talked for a bit?\I'll get set up.\It's fine.\No luck... response:	No luck again.
context: Hirano-san and Endou-san.\Maybe everyone's waiting for a chance to talk to you.\Hey,\would it be okay if we talked for a bit?\I'll get set up.\It's fine.\No luck...\No luck again. response:	It's fine.
context: Maybe everyone's waiting for a chance to talk to you.\Hey,\would it be okay if we talked for a bit?\I'll get set up.\It's fine.\No luck...\No luck again.\It's fine. response:	We'll do it.
context: Hey,\would it be okay if we talked for a bit?\I'll get set up.\It's fine.\No luck...\No luck again.\It's fine.\We'll do it. response:	You're not angry, are you?
context: would it be okay if we talked for a bit?\I'll get set up.\It's fine.\No luck...\No luck again.\It's fine.\We'll do it.\You're not angry, are you? response:	Thought so.
context: I'll get set up.\It's fine.\No luck...\No luck again.\It's fine.\We'll do it.\You're not angry, are you?\Thought so. response:	You always look so angry, so...
context: It's fine.\No luck...\No luck again.\It's fine.\We'll do it.\You're not angry, are you?\Thought so.\You always look so angry, so... response:	I thought you liked being alone.
context: No luck...\No luck again.\It's fine.\We'll do it.\You're not angry, are you?\Thought so.\You always look so angry, so...\I thought you liked being alone. response:	But you said you were happy being able to talk to Yoshida-san or something.
context: No luck again.\It's fine.\We'll do it.\You're not angry, are you?\Thought so.\You always look so angry, so...\I thought you liked being alone.\But you said you were happy being able to talk to Yoshida-san or something. response:	You always said hello to us.
context: It's fine.\We'll do it.\You're not angry, are you?\Thought so.\You always look so angry, so...\I thought you liked being alone.\But you said you were happy being able to talk to Yoshida-san or something.\You always said hello to us. response:	So we got sort of curious and came by.
context: We'll do it.\You're not angry, are you?\Thought so.\You always look so angry, so...\I thought you liked being alone.\But you said you were happy being able to talk to Yoshida-san or something.\You always said hello to us.\So we got sort of curious and came by. response:	And Kazehaya said...
context: You're not angry, are you?\Thought so.\You always look so angry, so...\I thought you liked being alone.\But you said you were happy being able to talk to Yoshida-san or something.\You always said hello to us.\So we got sort of curious and came by.\And Kazehaya said... response:	Why don't you come inside? Don't just stand out here.
context: Thought so.\You always look so angry, so...\I thought you liked being alone.\But you said you were happy being able to talk to Yoshida-san or something.\You always said hello to us.\So we got sort of curious and came by.\And Kazehaya said...\Why don't you come inside? Don't just stand out here. response:	We'll help.
context: You always look so angry, so...\I thought you liked being alone.\But you said you were happy being able to talk to Yoshida-san or something.\You always said hello to us.\So we got sort of curious and came by.\And Kazehaya said...\Why don't you come inside? Don't just stand out here.\We'll help. response:	You're always doing our chores anyway.
context: I thought you liked being alone.\But you said you were happy being able to talk to Yoshida-san or something.\You always said hello to us.\So we got sort of curious and came by.\And Kazehaya said...\Why don't you come inside? Don't just stand out here.\We'll help.\You're always doing our chores anyway. response:	Why are you crying?
context: But you said you were happy being able to talk to Yoshida-san or something.\You always said hello to us.\So we got sort of curious and came by.\And Kazehaya said...\Why don't you come inside? Don't just stand out here.\We'll help.\You're always doing our chores anyway.\Why are you crying? response:	I'm so happy.
context: You always said hello to us.\So we got sort of curious and came by.\And Kazehaya said...\Why don't you come inside? Don't just stand out here.\We'll help.\You're always doing our chores anyway.\Why are you crying?\I'm so happy. response:	S-Seriously?
context: So we got sort of curious and came by.\And Kazehaya said...\Why don't you come inside? Don't just stand out here.\We'll help.\You're always doing our chores anyway.\Why are you crying?\I'm so happy.\S-Seriously? response:	You're the sensitive type?
context: And Kazehaya said...\Why don't you come inside? Don't just stand out here.\We'll help.\You're always doing our chores anyway.\Why are you crying?\I'm so happy.\S-Seriously?\You're the sensitive type? response:	T-Thanks.
context: Why don't you come inside? Don't just stand out here.\We'll help.\You're always doing our chores anyway.\Why are you crying?\I'm so happy.\S-Seriously?\You're the sensitive type?\T-Thanks. response:	So what did people call you before Sadako”?
context: We'll help.\You're always doing our chores anyway.\Why are you crying?\I'm so happy.\S-Seriously?\You're the sensitive type?\T-Thanks.\So what did people call you before Sadako”? response:	I liked it when people called me Zashiki Warashi.”
context: You're always doing our chores anyway.\Why are you crying?\I'm so happy.\S-Seriously?\You're the sensitive type?\T-Thanks.\So what did people call you before Sadako”?\I liked it when people called me Zashiki Warashi.” response:	Zashiki Warashi is a mythical creature that brings good fortune.
context: Why are you crying?\I'm so happy.\S-Seriously?\You're the sensitive type?\T-Thanks.\So what did people call you before Sadako”?\I liked it when people called me Zashiki Warashi.”\Zashiki Warashi is a mythical creature that brings good fortune. response:	You liked that? Really?
context: I'm so happy.\S-Seriously?\You're the sensitive type?\T-Thanks.\So what did people call you before Sadako”?\I liked it when people called me Zashiki Warashi.”\Zashiki Warashi is a mythical creature that brings good fortune.\You liked that? Really? response:	I was so freaked out when you were that ghost in the test of courage.
context: S-Seriously?\You're the sensitive type?\T-Thanks.\So what did people call you before Sadako”?\I liked it when people called me Zashiki Warashi.”\Zashiki Warashi is a mythical creature that brings good fortune.\You liked that? Really?\I was so freaked out when you were that ghost in the test of courage. response:	I honestly thought you were a real ghost.
context: You're the sensitive type?\T-Thanks.\So what did people call you before Sadako”?\I liked it when people called me Zashiki Warashi.”\Zashiki Warashi is a mythical creature that brings good fortune.\You liked that? Really?\I was so freaked out when you were that ghost in the test of courage.\I honestly thought you were a real ghost. response:	Kazehaya-kun gave me opportunities,
context: T-Thanks.\So what did people call you before Sadako”?\I liked it when people called me Zashiki Warashi.”\Zashiki Warashi is a mythical creature that brings good fortune.\You liked that? Really?\I was so freaked out when you were that ghost in the test of courage.\I honestly thought you were a real ghost.\Kazehaya-kun gave me opportunities, response:	and things are slowly changing around me.
context: So what did people call you before Sadako”?\I liked it when people called me Zashiki Warashi.”\Zashiki Warashi is a mythical creature that brings good fortune.\You liked that? Really?\I was so freaked out when you were that ghost in the test of courage.\I honestly thought you were a real ghost.\Kazehaya-kun gave me opportunities,\and things are slowly changing around me. response:	Y-You're done?
context: I liked it when people called me Zashiki Warashi.”\Zashiki Warashi is a mythical creature that brings good fortune.\You liked that? Really?\I was so freaked out when you were that ghost in the test of courage.\I honestly thought you were a real ghost.\Kazehaya-kun gave me opportunities,\and things are slowly changing around me.\Y-You're done? response:	Y-Yeah.
context: Zashiki Warashi is a mythical creature that brings good fortune.\You liked that? Really?\I was so freaked out when you were that ghost in the test of courage.\I honestly thought you were a real ghost.\Kazehaya-kun gave me opportunities,\and things are slowly changing around me.\Y-You're done?\Y-Yeah. response:	Hirano-san and Endou-san helped me out.
context: You liked that? Really?\I was so freaked out when you were that ghost in the test of courage.\I honestly thought you were a real ghost.\Kazehaya-kun gave me opportunities,\and things are slowly changing around me.\Y-You're done?\Y-Yeah.\Hirano-san and Endou-san helped me out. response:	Seriously? Nice.
context: I was so freaked out when you were that ghost in the test of courage.\I honestly thought you were a real ghost.\Kazehaya-kun gave me opportunities,\and things are slowly changing around me.\Y-You're done?\Y-Yeah.\Hirano-san and Endou-san helped me out.\Seriously? Nice. response:	Thanks.
context: I honestly thought you were a real ghost.\Kazehaya-kun gave me opportunities,\and things are slowly changing around me.\Y-You're done?\Y-Yeah.\Hirano-san and Endou-san helped me out.\Seriously? Nice.\Thanks. response:	Thanks to Kazehaya-kun, I'm changing myself.
context: Kazehaya-kun gave me opportunities,\and things are slowly changing around me.\Y-You're done?\Y-Yeah.\Hirano-san and Endou-san helped me out.\Seriously? Nice.\Thanks.\Thanks to Kazehaya-kun, I'm changing myself. response:	I think it's you giving me the strength to act.
context: and things are slowly changing around me.\Y-You're done?\Y-Yeah.\Hirano-san and Endou-san helped me out.\Seriously? Nice.\Thanks.\Thanks to Kazehaya-kun, I'm changing myself.\I think it's you giving me the strength to act. response:	Haven't you noticed?
context: Y-You're done?\Y-Yeah.\Hirano-san and Endou-san helped me out.\Seriously? Nice.\Thanks.\Thanks to Kazehaya-kun, I'm changing myself.\I think it's you giving me the strength to act.\Haven't you noticed? response:	Yano, Yoshida, Hirano, Endouthey're all being moved by your diligence.
context: Y-Yeah.\Hirano-san and Endou-san helped me out.\Seriously? Nice.\Thanks.\Thanks to Kazehaya-kun, I'm changing myself.\I think it's you giving me the strength to act.\Haven't you noticed?\Yano, Yoshida, Hirano, Endouthey're all being moved by your diligence. response:	Haven't you noticed?
context: Hirano-san and Endou-san helped me out.\Seriously? Nice.\Thanks.\Thanks to Kazehaya-kun, I'm changing myself.\I think it's you giving me the strength to act.\Haven't you noticed?\Yano, Yoshida, Hirano, Endouthey're all being moved by your diligence.\Haven't you noticed? response:	You're the one moving me as well.
context: Seriously? Nice.\Thanks.\Thanks to Kazehaya-kun, I'm changing myself.\I think it's you giving me the strength to act.\Haven't you noticed?\Yano, Yoshida, Hirano, Endouthey're all being moved by your diligence.\Haven't you noticed?\You're the one moving me as well. response:	Me?
context: Thanks.\Thanks to Kazehaya-kun, I'm changing myself.\I think it's you giving me the strength to act.\Haven't you noticed?\Yano, Yoshida, Hirano, Endouthey're all being moved by your diligence.\Haven't you noticed?\You're the one moving me as well.\Me? response:	Moving someone like Kazehaya-kun?
context: Thanks to Kazehaya-kun, I'm changing myself.\I think it's you giving me the strength to act.\Haven't you noticed?\Yano, Yoshida, Hirano, Endouthey're all being moved by your diligence.\Haven't you noticed?\You're the one moving me as well.\Me?\Moving someone like Kazehaya-kun? response:	I would never have thought it possible.
context: I think it's you giving me the strength to act.\Haven't you noticed?\Yano, Yoshida, Hirano, Endouthey're all being moved by your diligence.\Haven't you noticed?\You're the one moving me as well.\Me?\Moving someone like Kazehaya-kun?\I would never have thought it possible. response:	But I'd be so happy if it were true.
context: Haven't you noticed?\Yano, Yoshida, Hirano, Endouthey're all being moved by your diligence.\Haven't you noticed?\You're the one moving me as well.\Me?\Moving someone like Kazehaya-kun?\I would never have thought it possible.\But I'd be so happy if it were true. response:	Awesome, Sadako.
context: Yano, Yoshida, Hirano, Endouthey're all being moved by your diligence.\Haven't you noticed?\You're the one moving me as well.\Me?\Moving someone like Kazehaya-kun?\I would never have thought it possible.\But I'd be so happy if it were true.\Awesome, Sadako. response:	I heard Hirano-chan and Endou-chan helped you out.
context: Haven't you noticed?\You're the one moving me as well.\Me?\Moving someone like Kazehaya-kun?\I would never have thought it possible.\But I'd be so happy if it were true.\Awesome, Sadako.\I heard Hirano-chan and Endou-chan helped you out. response:	It's thanks to you two.
context: You're the one moving me as well.\Me?\Moving someone like Kazehaya-kun?\I would never have thought it possible.\But I'd be so happy if it were true.\Awesome, Sadako.\I heard Hirano-chan and Endou-chan helped you out.\It's thanks to you two. response:	Because you both talked to me.
context: Me?\Moving someone like Kazehaya-kun?\I would never have thought it possible.\But I'd be so happy if it were true.\Awesome, Sadako.\I heard Hirano-chan and Endou-chan helped you out.\It's thanks to you two.\Because you both talked to me. response:	That's why they talked to me too.
context: Moving someone like Kazehaya-kun?\I would never have thought it possible.\But I'd be so happy if it were true.\Awesome, Sadako.\I heard Hirano-chan and Endou-chan helped you out.\It's thanks to you two.\Because you both talked to me.\That's why they talked to me too. response:	Thanks.
context: I would never have thought it possible.\But I'd be so happy if it were true.\Awesome, Sadako.\I heard Hirano-chan and Endou-chan helped you out.\It's thanks to you two.\Because you both talked to me.\That's why they talked to me too.\Thanks. response:	You idiot!
context: But I'd be so happy if it were true.\Awesome, Sadako.\I heard Hirano-chan and Endou-chan helped you out.\It's thanks to you two.\Because you both talked to me.\That's why they talked to me too.\Thanks.\You idiot! response:	I think she's trying to say that it's because you worked so hard.
context: Awesome, Sadako.\I heard Hirano-chan and Endou-chan helped you out.\It's thanks to you two.\Because you both talked to me.\That's why they talked to me too.\Thanks.\You idiot!\I think she's trying to say that it's because you worked so hard. response:	But it's true, though, Sadako.
context: I heard Hirano-chan and Endou-chan helped you out.\It's thanks to you two.\Because you both talked to me.\That's why they talked to me too.\Thanks.\You idiot!\I think she's trying to say that it's because you worked so hard.\But it's true, though, Sadako. response:	I'm glad things are working out for you.
context: It's thanks to you two.\Because you both talked to me.\That's why they talked to me too.\Thanks.\You idiot!\I think she's trying to say that it's because you worked so hard.\But it's true, though, Sadako.\I'm glad things are working out for you. response:	I'm so lucky to have such nice people to talk to.
context: Because you both talked to me.\That's why they talked to me too.\Thanks.\You idiot!\I think she's trying to say that it's because you worked so hard.\But it's true, though, Sadako.\I'm glad things are working out for you.\I'm so lucky to have such nice people to talk to. response:	Anyway, what's that?
context: That's why they talked to me too.\Thanks.\You idiot!\I think she's trying to say that it's because you worked so hard.\But it's true, though, Sadako.\I'm glad things are working out for you.\I'm so lucky to have such nice people to talk to.\Anyway, what's that? response:	This? Horror stories.
context: Thanks.\You idiot!\I think she's trying to say that it's because you worked so hard.\But it's true, though, Sadako.\I'm glad things are working out for you.\I'm so lucky to have such nice people to talk to.\Anyway, what's that?\This? Horror stories. response:	Horror stories?
context: You idiot!\I think she's trying to say that it's because you worked so hard.\But it's true, though, Sadako.\I'm glad things are working out for you.\I'm so lucky to have such nice people to talk to.\Anyway, what's that?\This? Horror stories.\Horror stories? response:	I thought that, maybe, I could live up to your expectations with this.
context: I think she's trying to say that it's because you worked so hard.\But it's true, though, Sadako.\I'm glad things are working out for you.\I'm so lucky to have such nice people to talk to.\Anyway, what's that?\This? Horror stories.\Horror stories?\I thought that, maybe, I could live up to your expectations with this. response:	Sadako? Horror stories?
context: But it's true, though, Sadako.\I'm glad things are working out for you.\I'm so lucky to have such nice people to talk to.\Anyway, what's that?\This? Horror stories.\Horror stories?\I thought that, maybe, I could live up to your expectations with this.\Sadako? Horror stories? response:	Actually, I kind of want to hear.
context: I'm glad things are working out for you.\I'm so lucky to have such nice people to talk to.\Anyway, what's that?\This? Horror stories.\Horror stories?\I thought that, maybe, I could live up to your expectations with this.\Sadako? Horror stories?\Actually, I kind of want to hear. response:	You're such a pragmatist.
context: I'm so lucky to have such nice people to talk to.\Anyway, what's that?\This? Horror stories.\Horror stories?\I thought that, maybe, I could live up to your expectations with this.\Sadako? Horror stories?\Actually, I kind of want to hear.\You're such a pragmatist. response:	Pragmatic or weird? I don't know.
context: Anyway, what's that?\This? Horror stories.\Horror stories?\I thought that, maybe, I could live up to your expectations with this.\Sadako? Horror stories?\Actually, I kind of want to hear.\You're such a pragmatist.\Pragmatic or weird? I don't know. response:	Everything up until now will be on the midterm.
context: This? Horror stories.\Horror stories?\I thought that, maybe, I could live up to your expectations with this.\Sadako? Horror stories?\Actually, I kind of want to hear.\You're such a pragmatist.\Pragmatic or weird? I don't know.\Everything up until now will be on the midterm. response:	What are you doing, Kazehaya?
context: Horror stories?\I thought that, maybe, I could live up to your expectations with this.\Sadako? Horror stories?\Actually, I kind of want to hear.\You're such a pragmatist.\Pragmatic or weird? I don't know.\Everything up until now will be on the midterm.\What are you doing, Kazehaya? response:	A bugthere's a bug.
context: I thought that, maybe, I could live up to your expectations with this.\Sadako? Horror stories?\Actually, I kind of want to hear.\You're such a pragmatist.\Pragmatic or weird? I don't know.\Everything up until now will be on the midterm.\What are you doing, Kazehaya?\A bugthere's a bug. response:	It's the first time I've gotten a note. I didn't know it was for Yano-san.
context: Sadako? Horror stories?\Actually, I kind of want to hear.\You're such a pragmatist.\Pragmatic or weird? I don't know.\Everything up until now will be on the midterm.\What are you doing, Kazehaya?\A bugthere's a bug.\It's the first time I've gotten a note. I didn't know it was for Yano-san. response:	Kuronuma.
context: Actually, I kind of want to hear.\You're such a pragmatist.\Pragmatic or weird? I don't know.\Everything up until now will be on the midterm.\What are you doing, Kazehaya?\A bugthere's a bug.\It's the first time I've gotten a note. I didn't know it was for Yano-san.\Kuronuma. response:	My hand was shaking.
context: You're such a pragmatist.\Pragmatic or weird? I don't know.\Everything up until now will be on the midterm.\What are you doing, Kazehaya?\A bugthere's a bug.\It's the first time I've gotten a note. I didn't know it was for Yano-san.\Kuronuma.\My hand was shaking. response:	Once I'm done taking this to the office,
context: Pragmatic or weird? I don't know.\Everything up until now will be on the midterm.\What are you doing, Kazehaya?\A bugthere's a bug.\It's the first time I've gotten a note. I didn't know it was for Yano-san.\Kuronuma.\My hand was shaking.\Once I'm done taking this to the office, response:	I'll go home, get changed
context: Everything up until now will be on the midterm.\What are you doing, Kazehaya?\A bugthere's a bug.\It's the first time I've gotten a note. I didn't know it was for Yano-san.\Kuronuma.\My hand was shaking.\Once I'm done taking this to the office,\I'll go home, get changed response:	I'm too excited.
context: What are you doing, Kazehaya?\A bugthere's a bug.\It's the first time I've gotten a note. I didn't know it was for Yano-san.\Kuronuma.\My hand was shaking.\Once I'm done taking this to the office,\I'll go home, get changed\I'm too excited. response:	I have to focus.
context: A bugthere's a bug.\It's the first time I've gotten a note. I didn't know it was for Yano-san.\Kuronuma.\My hand was shaking.\Once I'm done taking this to the office,\I'll go home, get changed\I'm too excited.\I have to focus. response:	Here.
context: It's the first time I've gotten a note. I didn't know it was for Yano-san.\Kuronuma.\My hand was shaking.\Once I'm done taking this to the office,\I'll go home, get changed\I'm too excited.\I have to focus.\Here. response:	Thanks.
context: Kuronuma.\My hand was shaking.\Once I'm done taking this to the office,\I'll go home, get changed\I'm too excited.\I have to focus.\Here.\Thanks. response:	She looks like a French doll.
context: My hand was shaking.\Once I'm done taking this to the office,\I'll go home, get changed\I'm too excited.\I have to focus.\Here.\Thanks.\She looks like a French doll. response:	This must be the high point of my life.
context: Once I'm done taking this to the office,\I'll go home, get changed\I'm too excited.\I have to focus.\Here.\Thanks.\She looks like a French doll.\This must be the high point of my life. response:	Wait, Maru.
context: I'll go home, get changed\I'm too excited.\I have to focus.\Here.\Thanks.\She looks like a French doll.\This must be the high point of my life.\Wait, Maru. response:	Maru-chan!
context: I'm too excited.\I have to focus.\Here.\Thanks.\She looks like a French doll.\This must be the high point of my life.\Wait, Maru.\Maru-chan! response:	Come here.
context: I have to focus.\Here.\Thanks.\She looks like a French doll.\This must be the high point of my life.\Wait, Maru.\Maru-chan!\Come here. response:	Maru-chan.
context: Here.\Thanks.\She looks like a French doll.\This must be the high point of my life.\Wait, Maru.\Maru-chan!\Come here.\Maru-chan. response:	Oh, that?
context: Thanks.\She looks like a French doll.\This must be the high point of my life.\Wait, Maru.\Maru-chan!\Come here.\Maru-chan.\Oh, that? response:	My baiting plan is a success!
context: She looks like a French doll.\This must be the high point of my life.\Wait, Maru.\Maru-chan!\Come here.\Maru-chan.\Oh, that?\My baiting plan is a success! response:	Maru-chan.
context: This must be the high point of my life.\Wait, Maru.\Maru-chan!\Come here.\Maru-chan.\Oh, that?\My baiting plan is a success!\Maru-chan. response:	He responded.
context: Wait, Maru.\Maru-chan!\Come here.\Maru-chan.\Oh, that?\My baiting plan is a success!\Maru-chan.\He responded. response:	What would you usually be doing?
context: Maru-chan!\Come here.\Maru-chan.\Oh, that?\My baiting plan is a success!\Maru-chan.\He responded.\What would you usually be doing? response:	Studying and stuff.
context: Come here.\Maru-chan.\Oh, that?\My baiting plan is a success!\Maru-chan.\He responded.\What would you usually be doing?\Studying and stuff. response:	I mean, not before exams.
context: Maru-chan.\Oh, that?\My baiting plan is a success!\Maru-chan.\He responded.\What would you usually be doing?\Studying and stuff.\I mean, not before exams. response:	Studying and stuff?
context: Oh, that?\My baiting plan is a success!\Maru-chan.\He responded.\What would you usually be doing?\Studying and stuff.\I mean, not before exams.\Studying and stuff? response:	Wow.
context: My baiting plan is a success!\Maru-chan.\He responded.\What would you usually be doing?\Studying and stuff.\I mean, not before exams.\Studying and stuff?\Wow. response:	I just go out.
context: Maru-chan.\He responded.\What would you usually be doing?\Studying and stuff.\I mean, not before exams.\Studying and stuff?\Wow.\I just go out. response:	I usually have fun fantasizing
context: He responded.\What would you usually be doing?\Studying and stuff.\I mean, not before exams.\Studying and stuff?\Wow.\I just go out.\I usually have fun fantasizing response:	Wait, fantasizing?
context: What would you usually be doing?\Studying and stuff.\I mean, not before exams.\Studying and stuff?\Wow.\I just go out.\I usually have fun fantasizing\Wait, fantasizing? response:	I like imagining things.
context: Studying and stuff.\I mean, not before exams.\Studying and stuff?\Wow.\I just go out.\I usually have fun fantasizing\Wait, fantasizing?\I like imagining things. response:	Like, say the person next to me is having trouble.
context: I mean, not before exams.\Studying and stuff?\Wow.\I just go out.\I usually have fun fantasizing\Wait, fantasizing?\I like imagining things.\Like, say the person next to me is having trouble. response:	I think, maybe she's having trouble with this,”
context: Studying and stuff?\Wow.\I just go out.\I usually have fun fantasizing\Wait, fantasizing?\I like imagining things.\Like, say the person next to me is having trouble.\I think, maybe she's having trouble with this,” response:	or how can I explain it so that she would understand?”
context: Wow.\I just go out.\I usually have fun fantasizing\Wait, fantasizing?\I like imagining things.\Like, say the person next to me is having trouble.\I think, maybe she's having trouble with this,”\or how can I explain it so that she would understand?” response:	Eventually I would get a lot of studying done.
context: I just go out.\I usually have fun fantasizing\Wait, fantasizing?\I like imagining things.\Like, say the person next to me is having trouble.\I think, maybe she's having trouble with this,”\or how can I explain it so that she would understand?”\Eventually I would get a lot of studying done. response:	Speaking of which, have you told anyone about Maru?
context: I usually have fun fantasizing\Wait, fantasizing?\I like imagining things.\Like, say the person next to me is having trouble.\I think, maybe she's having trouble with this,”\or how can I explain it so that she would understand?”\Eventually I would get a lot of studying done.\Speaking of which, have you told anyone about Maru? response:	No.
context: Wait, fantasizing?\I like imagining things.\Like, say the person next to me is having trouble.\I think, maybe she's having trouble with this,”\or how can I explain it so that she would understand?”\Eventually I would get a lot of studying done.\Speaking of which, have you told anyone about Maru?\No. response:	I see.
context: I like imagining things.\Like, say the person next to me is having trouble.\I think, maybe she's having trouble with this,”\or how can I explain it so that she would understand?”\Eventually I would get a lot of studying done.\Speaking of which, have you told anyone about Maru?\No.\I see. response:	So then, we're the only ones who know about how we found him.
