context: Hey, apparently Koichi's family doesn't know, either. response:	They were talking about possibly calling the police.
context: Koichi, where are you?\What? I can hear the sound of waves...\Koichi, you...\You have a power like I do, don't you?\Yes! Now Josuke will definitely come here!\It'll only take 15 to 20 minutes by car.\I just have to survive until then!\N-No matter what! response:	The sound of waves... A pay phone...
context: What? I can hear the sound of waves...\Koichi, you...\You have a power like I do, don't you?\Yes! Now Josuke will definitely come here!\It'll only take 15 to 20 minutes by car.\I just have to survive until then!\N-No matter what!\The sound of waves... A pay phone... response:	The place Koichi is...
context: Koichi, you...\You have a power like I do, don't you?\Yes! Now Josuke will definitely come here!\It'll only take 15 to 20 minutes by car.\I just have to survive until then!\N-No matter what!\The sound of waves... A pay phone...\The place Koichi is... response:	It's gotta be here!
context: You have a power like I do, don't you?\Yes! Now Josuke will definitely come here!\It'll only take 15 to 20 minutes by car.\I just have to survive until then!\N-No matter what!\The sound of waves... A pay phone...\The place Koichi is...\It's gotta be here! response:	Koichi.
context: Yes! Now Josuke will definitely come here!\It'll only take 15 to 20 minutes by car.\I just have to survive until then!\N-No matter what!\The sound of waves... A pay phone...\The place Koichi is...\It's gotta be here!\Koichi. response:	Koichi!
context: It'll only take 15 to 20 minutes by car.\I just have to survive until then!\N-No matter what!\The sound of waves... A pay phone...\The place Koichi is...\It's gotta be here!\Koichi.\Koichi! response:	She's coming back!
context: I just have to survive until then!\N-No matter what!\The sound of waves... A pay phone...\The place Koichi is...\It's gotta be here!\Koichi.\Koichi!\She's coming back! response:	I-I've got no choice but to fight!
context: N-No matter what!\The sound of waves... A pay phone...\The place Koichi is...\It's gotta be here!\Koichi.\Koichi!\She's coming back!\I-I've got no choice but to fight! response:	Open the door, Koichi.
context: The sound of waves... A pay phone...\The place Koichi is...\It's gotta be here!\Koichi.\Koichi!\She's coming back!\I-I've got no choice but to fight!\Open the door, Koichi. response:	Wh-Why don't you just break the door down?
context: The place Koichi is...\It's gotta be here!\Koichi.\Koichi!\She's coming back!\I-I've got no choice but to fight!\Open the door, Koichi.\Wh-Why don't you just break the door down? response:	If Josuke sees a broken door, he'll definitely think something's wrong.
context: It's gotta be here!\Koichi.\Koichi!\She's coming back!\I-I've got no choice but to fight!\Open the door, Koichi.\Wh-Why don't you just break the door down?\If Josuke sees a broken door, he'll definitely think something's wrong. response:	I'm very happy right now.
context: Koichi.\Koichi!\She's coming back!\I-I've got no choice but to fight!\Open the door, Koichi.\Wh-Why don't you just break the door down?\If Josuke sees a broken door, he'll definitely think something's wrong.\I'm very happy right now. response:	I'm so happy that you have powers like I do, Koichi.
context: Koichi!\She's coming back!\I-I've got no choice but to fight!\Open the door, Koichi.\Wh-Why don't you just break the door down?\If Josuke sees a broken door, he'll definitely think something's wrong.\I'm very happy right now.\I'm so happy that you have powers like I do, Koichi. response:	Though it pisses me off that you were hiding that from me.
context: She's coming back!\I-I've got no choice but to fight!\Open the door, Koichi.\Wh-Why don't you just break the door down?\If Josuke sees a broken door, he'll definitely think something's wrong.\I'm very happy right now.\I'm so happy that you have powers like I do, Koichi.\Though it pisses me off that you were hiding that from me. response:	But I'm still very happy.
context: I-I've got no choice but to fight!\Open the door, Koichi.\Wh-Why don't you just break the door down?\If Josuke sees a broken door, he'll definitely think something's wrong.\I'm very happy right now.\I'm so happy that you have powers like I do, Koichi.\Though it pisses me off that you were hiding that from me.\But I'm still very happy. response:	Because the most important thing for a man and a woman living together
context: Open the door, Koichi.\Wh-Why don't you just break the door down?\If Josuke sees a broken door, he'll definitely think something's wrong.\I'm very happy right now.\I'm so happy that you have powers like I do, Koichi.\Though it pisses me off that you were hiding that from me.\But I'm still very happy.\Because the most important thing for a man and a woman living together response:	is love, and having the same goals and values, right?
context: Wh-Why don't you just break the door down?\If Josuke sees a broken door, he'll definitely think something's wrong.\I'm very happy right now.\I'm so happy that you have powers like I do, Koichi.\Though it pisses me off that you were hiding that from me.\But I'm still very happy.\Because the most important thing for a man and a woman living together\is love, and having the same goals and values, right? response:	We have something in common that no one else has.
context: If Josuke sees a broken door, he'll definitely think something's wrong.\I'm very happy right now.\I'm so happy that you have powers like I do, Koichi.\Though it pisses me off that you were hiding that from me.\But I'm still very happy.\Because the most important thing for a man and a woman living together\is love, and having the same goals and values, right?\We have something in common that no one else has. response:	We have the ultimate compatibility.
context: I'm very happy right now.\I'm so happy that you have powers like I do, Koichi.\Though it pisses me off that you were hiding that from me.\But I'm still very happy.\Because the most important thing for a man and a woman living together\is love, and having the same goals and values, right?\We have something in common that no one else has.\We have the ultimate compatibility. response:	So please, Koichi...
context: I'm so happy that you have powers like I do, Koichi.\Though it pisses me off that you were hiding that from me.\But I'm still very happy.\Because the most important thing for a man and a woman living together\is love, and having the same goals and values, right?\We have something in common that no one else has.\We have the ultimate compatibility.\So please, Koichi... response:	Open the door.
context: Though it pisses me off that you were hiding that from me.\But I'm still very happy.\Because the most important thing for a man and a woman living together\is love, and having the same goals and values, right?\We have something in common that no one else has.\We have the ultimate compatibility.\So please, Koichi...\Open the door. response:	I told you to open the door. Hurry up and open the door!
context: But I'm still very happy.\Because the most important thing for a man and a woman living together\is love, and having the same goals and values, right?\We have something in common that no one else has.\We have the ultimate compatibility.\So please, Koichi...\Open the door.\I told you to open the door. Hurry up and open the door! response:	I hate you
context: Because the most important thing for a man and a woman living together\is love, and having the same goals and values, right?\We have something in common that no one else has.\We have the ultimate compatibility.\So please, Koichi...\Open the door.\I told you to open the door. Hurry up and open the door!\I hate you response:	I hate you
context: is love, and having the same goals and values, right?\We have something in common that no one else has.\We have the ultimate compatibility.\So please, Koichi...\Open the door.\I told you to open the door. Hurry up and open the door!\I hate you\I hate you response:	I hate you! I hate you! I hate you! I hate you! I hate you!
context: We have something in common that no one else has.\We have the ultimate compatibility.\So please, Koichi...\Open the door.\I told you to open the door. Hurry up and open the door!\I hate you\I hate you\I hate you! I hate you! I hate you! I hate you! I hate you! response:	Th-The ultimate compatibility?!
context: We have the ultimate compatibility.\So please, Koichi...\Open the door.\I told you to open the door. Hurry up and open the door!\I hate you\I hate you\I hate you! I hate you! I hate you! I hate you! I hate you!\Th-The ultimate compatibility?! response:	I hate you! I hate you! I hate you! I hate you! I hate you!
context: So please, Koichi...\Open the door.\I told you to open the door. Hurry up and open the door!\I hate you\I hate you\I hate you! I hate you! I hate you! I hate you! I hate you!\Th-The ultimate compatibility?!\I hate you! I hate you! I hate you! I hate you! I hate you! response:	Can't you tell how much I don't want to be here?!
context: Open the door.\I told you to open the door. Hurry up and open the door!\I hate you\I hate you\I hate you! I hate you! I hate you! I hate you! I hate you!\Th-The ultimate compatibility?!\I hate you! I hate you! I hate you! I hate you! I hate you!\Can't you tell how much I don't want to be here?! response:	That sound won't go away until you cry, apologize, and give up on me.
context: I told you to open the door. Hurry up and open the door!\I hate you\I hate you\I hate you! I hate you! I hate you! I hate you! I hate you!\Th-The ultimate compatibility?!\I hate you! I hate you! I hate you! I hate you! I hate you!\Can't you tell how much I don't want to be here?!\That sound won't go away until you cry, apologize, and give up on me. response:	What is this? I don't hear any of this.
context: I hate you\I hate you\I hate you! I hate you! I hate you! I hate you! I hate you!\Th-The ultimate compatibility?!\I hate you! I hate you! I hate you! I hate you! I hate you!\Can't you tell how much I don't want to be here?!\That sound won't go away until you cry, apologize, and give up on me.\What is this? I don't hear any of this. response:	I hate you
context: I hate you\I hate you! I hate you! I hate you! I hate you! I hate you!\Th-The ultimate compatibility?!\I hate you! I hate you! I hate you! I hate you! I hate you!\Can't you tell how much I don't want to be here?!\That sound won't go away until you cry, apologize, and give up on me.\What is this? I don't hear any of this.\I hate you response:	Huh?!
context: I hate you! I hate you! I hate you! I hate you! I hate you!\Th-The ultimate compatibility?!\I hate you! I hate you! I hate you! I hate you! I hate you!\Can't you tell how much I don't want to be here?!\That sound won't go away until you cry, apologize, and give up on me.\What is this? I don't hear any of this.\I hate you\Huh?! response:	Th-This is...
context: Th-The ultimate compatibility?!\I hate you! I hate you! I hate you! I hate you! I hate you!\Can't you tell how much I don't want to be here?!\That sound won't go away until you cry, apologize, and give up on me.\What is this? I don't hear any of this.\I hate you\Huh?!\Th-This is... response:	nothing like that time with Tamami.
context: I hate you! I hate you! I hate you! I hate you! I hate you!\Can't you tell how much I don't want to be here?!\That sound won't go away until you cry, apologize, and give up on me.\What is this? I don't hear any of this.\I hate you\Huh?!\Th-This is...\nothing like that time with Tamami. response:	Her delusions are way too strong!
context: Can't you tell how much I don't want to be here?!\That sound won't go away until you cry, apologize, and give up on me.\What is this? I don't hear any of this.\I hate you\Huh?!\Th-This is...\nothing like that time with Tamami.\Her delusions are way too strong! response:	I had no idea sh-she'd be this stubborn...
context: That sound won't go away until you cry, apologize, and give up on me.\What is this? I don't hear any of this.\I hate you\Huh?!\Th-This is...\nothing like that time with Tamami.\Her delusions are way too strong!\I had no idea sh-she'd be this stubborn... response:	I finally found out that we've been bound by the one
context: What is this? I don't hear any of this.\I hate you\Huh?!\Th-This is...\nothing like that time with Tamami.\Her delusions are way too strong!\I had no idea sh-she'd be this stubborn...\I finally found out that we've been bound by the one response:	and only red thread in this world.
context: I hate you\Huh?!\Th-This is...\nothing like that time with Tamami.\Her delusions are way too strong!\I had no idea sh-she'd be this stubborn...\I finally found out that we've been bound by the one\and only red thread in this world. response:	Some people never find it at all.
context: Huh?!\Th-This is...\nothing like that time with Tamami.\Her delusions are way too strong!\I had no idea sh-she'd be this stubborn...\I finally found out that we've been bound by the one\and only red thread in this world.\Some people never find it at all. response:	Don't you understand how wonderful that is?
context: Th-This is...\nothing like that time with Tamami.\Her delusions are way too strong!\I had no idea sh-she'd be this stubborn...\I finally found out that we've been bound by the one\and only red thread in this world.\Some people never find it at all.\Don't you understand how wonderful that is? response:	Koichi...
context: nothing like that time with Tamami.\Her delusions are way too strong!\I had no idea sh-she'd be this stubborn...\I finally found out that we've been bound by the one\and only red thread in this world.\Some people never find it at all.\Don't you understand how wonderful that is?\Koichi... response:	I was going to try to make you into a fine man,
context: Her delusions are way too strong!\I had no idea sh-she'd be this stubborn...\I finally found out that we've been bound by the one\and only red thread in this world.\Some people never find it at all.\Don't you understand how wonderful that is?\Koichi...\I was going to try to make you into a fine man, response:	but now things are different.
context: I had no idea sh-she'd be this stubborn...\I finally found out that we've been bound by the one\and only red thread in this world.\Some people never find it at all.\Don't you understand how wonderful that is?\Koichi...\I was going to try to make you into a fine man,\but now things are different. response:	I won't let you leave this house until you fall in love with me.
context: I finally found out that we've been bound by the one\and only red thread in this world.\Some people never find it at all.\Don't you understand how wonderful that is?\Koichi...\I was going to try to make you into a fine man,\but now things are different.\I won't let you leave this house until you fall in love with me. response:	I will make you love me!
context: and only red thread in this world.\Some people never find it at all.\Don't you understand how wonderful that is?\Koichi...\I was going to try to make you into a fine man,\but now things are different.\I won't let you leave this house until you fall in love with me.\I will make you love me! response:	Or else...
context: Some people never find it at all.\Don't you understand how wonderful that is?\Koichi...\I was going to try to make you into a fine man,\but now things are different.\I won't let you leave this house until you fall in love with me.\I will make you love me!\Or else... response:	I might just kill you.
context: Don't you understand how wonderful that is?\Koichi...\I was going to try to make you into a fine man,\but now things are different.\I won't let you leave this house until you fall in love with me.\I will make you love me!\Or else...\I might just kill you. response:	I can't let her in here, no matter what...
context: Koichi...\I was going to try to make you into a fine man,\but now things are different.\I won't let you leave this house until you fall in love with me.\I will make you love me!\Or else...\I might just kill you.\I can't let her in here, no matter what... response:	I need to attack her with Reverb one more time!
context: I was going to try to make you into a fine man,\but now things are different.\I won't let you leave this house until you fall in love with me.\I will make you love me!\Or else...\I might just kill you.\I can't let her in here, no matter what...\I need to attack her with Reverb one more time! response:	If I try harder, I'll be able to produce a louder sound than before.
context: but now things are different.\I won't let you leave this house until you fall in love with me.\I will make you love me!\Or else...\I might just kill you.\I can't let her in here, no matter what...\I need to attack her with Reverb one more time!\If I try harder, I'll be able to produce a louder sound than before. response:	Reverb!
context: I won't let you leave this house until you fall in love with me.\I will make you love me!\Or else...\I might just kill you.\I can't let her in here, no matter what...\I need to attack her with Reverb one more time!\If I try harder, I'll be able to produce a louder sound than before.\Reverb! response:	Something's wrong with Reverb...
context: I will make you love me!\Or else...\I might just kill you.\I can't let her in here, no matter what...\I need to attack her with Reverb one more time!\If I try harder, I'll be able to produce a louder sound than before.\Reverb!\Something's wrong with Reverb... response:	Reverb!
context: Or else...\I might just kill you.\I can't let her in here, no matter what...\I need to attack her with Reverb one more time!\If I try harder, I'll be able to produce a louder sound than before.\Reverb!\Something's wrong with Reverb...\Reverb! response:	It's not moving!
context: I might just kill you.\I can't let her in here, no matter what...\I need to attack her with Reverb one more time!\If I try harder, I'll be able to produce a louder sound than before.\Reverb!\Something's wrong with Reverb...\Reverb!\It's not moving! response:	D-Did it die?
context: I can't let her in here, no matter what...\I need to attack her with Reverb one more time!\If I try harder, I'll be able to produce a louder sound than before.\Reverb!\Something's wrong with Reverb...\Reverb!\It's not moving!\D-Did it die? response:	Did my Stand die of utter despair?
context: I need to attack her with Reverb one more time!\If I try harder, I'll be able to produce a louder sound than before.\Reverb!\Something's wrong with Reverb...\Reverb!\It's not moving!\D-Did it die?\Did my Stand die of utter despair? response:	Reverb is dead!
context: If I try harder, I'll be able to produce a louder sound than before.\Reverb!\Something's wrong with Reverb...\Reverb!\It's not moving!\D-Did it die?\Did my Stand die of utter despair?\Reverb is dead! response:	Re
context: Reverb!\Something's wrong with Reverb...\Reverb!\It's not moving!\D-Did it die?\Did my Stand die of utter despair?\Reverb is dead!\Re response:	Rev
context: Something's wrong with Reverb...\Reverb!\It's not moving!\D-Did it die?\Did my Stand die of utter despair?\Reverb is dead!\Re\Rev response:	Rever
context: Reverb!\It's not moving!\D-Did it die?\Did my Stand die of utter despair?\Reverb is dead!\Re\Rev\Rever response:	Reverb
context: It's not moving!\D-Did it die?\Did my Stand die of utter despair?\Reverb is dead!\Re\Rev\Rever\Reverb response:	Ko
context: D-Did it die?\Did my Stand die of utter despair?\Reverb is dead!\Re\Rev\Rever\Reverb\Ko response:	Koichi
context: Did my Stand die of utter despair?\Reverb is dead!\Re\Rev\Rever\Reverb\Ko\Koichi response:	Koichi Hiro
context: Reverb is dead!\Re\Rev\Rever\Reverb\Ko\Koichi\Koichi Hiro response:	Koichi Hirose
context: Re\Rev\Rever\Reverb\Ko\Koichi\Koichi Hiro\Koichi Hirose response:	N-No! M-My...
context: Rev\Rever\Reverb\Ko\Koichi\Koichi Hiro\Koichi Hirose\N-No! M-My... response:	My Reverb isn't moving at all!
context: Rever\Reverb\Ko\Koichi\Koichi Hiro\Koichi Hirose\N-No! M-My...\My Reverb isn't moving at all! response:	Stands use mental ability to move.
context: Reverb\Ko\Koichi\Koichi Hiro\Koichi Hirose\N-No! M-My...\My Reverb isn't moving at all!\Stands use mental ability to move. response:	I pushed it too far, and then it got too worked up and died!
context: Ko\Koichi\Koichi Hiro\Koichi Hirose\N-No! M-My...\My Reverb isn't moving at all!\Stands use mental ability to move.\I pushed it too far, and then it got too worked up and died! response:	My Reverb...
context: Koichi\Koichi Hiro\Koichi Hirose\N-No! M-My...\My Reverb isn't moving at all!\Stands use mental ability to move.\I pushed it too far, and then it got too worked up and died!\My Reverb... response:	What?!
context: Koichi Hiro\Koichi Hirose\N-No! M-My...\My Reverb isn't moving at all!\Stands use mental ability to move.\I pushed it too far, and then it got too worked up and died!\My Reverb...\What?! response:	Wh-What is that?
context: Koichi Hirose\N-No! M-My...\My Reverb isn't moving at all!\Stands use mental ability to move.\I pushed it too far, and then it got too worked up and died!\My Reverb...\What?!\Wh-What is that? response:	It's called a Stand?
context: N-No! M-My...\My Reverb isn't moving at all!\Stands use mental ability to move.\I pushed it too far, and then it got too worked up and died!\My Reverb...\What?!\Wh-What is that?\It's called a Stand? response:	What is that Stand?
context: My Reverb isn't moving at all!\Stands use mental ability to move.\I pushed it too far, and then it got too worked up and died!\My Reverb...\What?!\Wh-What is that?\It's called a Stand?\What is that Stand? response:	This shoe cabinet is in my way!
context: Stands use mental ability to move.\I pushed it too far, and then it got too worked up and died!\My Reverb...\What?!\Wh-What is that?\It's called a Stand?\What is that Stand?\This shoe cabinet is in my way! response:	I-I'm going to be killed!
context: I pushed it too far, and then it got too worked up and died!\My Reverb...\What?!\Wh-What is that?\It's called a Stand?\What is that Stand?\This shoe cabinet is in my way!\I-I'm going to be killed! response:	If she comes in the door and catches me, then sooner or later, I'll be killed!
context: My Reverb...\What?!\Wh-What is that?\It's called a Stand?\What is that Stand?\This shoe cabinet is in my way!\I-I'm going to be killed!\If she comes in the door and catches me, then sooner or later, I'll be killed! response:	Open up, Koichi!
context: What?!\Wh-What is that?\It's called a Stand?\What is that Stand?\This shoe cabinet is in my way!\I-I'm going to be killed!\If she comes in the door and catches me, then sooner or later, I'll be killed!\Open up, Koichi! response:	Don't come through that door!
context: Wh-What is that?\It's called a Stand?\What is that Stand?\This shoe cabinet is in my way!\I-I'm going to be killed!\If she comes in the door and catches me, then sooner or later, I'll be killed!\Open up, Koichi!\Don't come through that door! response:	If only that door would blow her far away...
context: It's called a Stand?\What is that Stand?\This shoe cabinet is in my way!\I-I'm going to be killed!\If she comes in the door and catches me, then sooner or later, I'll be killed!\Open up, Koichi!\Don't come through that door!\If only that door would blow her far away... response:	It's gone! It's just an empty shell.
context: What is that Stand?\This shoe cabinet is in my way!\I-I'm going to be killed!\If she comes in the door and catches me, then sooner or later, I'll be killed!\Open up, Koichi!\Don't come through that door!\If only that door would blow her far away...\It's gone! It's just an empty shell. response:	Where did you put it?
context: This shoe cabinet is in my way!\I-I'm going to be killed!\If she comes in the door and catches me, then sooner or later, I'll be killed!\Open up, Koichi!\Don't come through that door!\If only that door would blow her far away...\It's gone! It's just an empty shell.\Where did you put it? response:	Huh?
context: I-I'm going to be killed!\If she comes in the door and catches me, then sooner or later, I'll be killed!\Open up, Koichi!\Don't come through that door!\If only that door would blow her far away...\It's gone! It's just an empty shell.\Where did you put it?\Huh? response:	I'm asking what happened to the thing inside that!
context: If she comes in the door and catches me, then sooner or later, I'll be killed!\Open up, Koichi!\Don't come through that door!\If only that door would blow her far away...\It's gone! It's just an empty shell.\Where did you put it?\Huh?\I'm asking what happened to the thing inside that! response:	Huh?!
context: Open up, Koichi!\Don't come through that door!\If only that door would blow her far away...\It's gone! It's just an empty shell.\Where did you put it?\Huh?\I'm asking what happened to the thing inside that!\Huh?! response:	Th...
context: Don't come through that door!\If only that door would blow her far away...\It's gone! It's just an empty shell.\Where did you put it?\Huh?\I'm asking what happened to the thing inside that!\Huh?!\Th... response:	That's...
context: If only that door would blow her far away...\It's gone! It's just an empty shell.\Where did you put it?\Huh?\I'm asking what happened to the thing inside that!\Huh?!\Th...\That's... response:	Wh-What is this? My Reverb
context: It's gone! It's just an empty shell.\Where did you put it?\Huh?\I'm asking what happened to the thing inside that!\Huh?!\Th...\That's...\Wh-What is this? My Reverb response:	i-isn't dead!
context: Where did you put it?\Huh?\I'm asking what happened to the thing inside that!\Huh?!\Th...\That's...\Wh-What is this? My Reverb\i-isn't dead! response:	Did it emerge from its old shell into a new form?
context: Huh?\I'm asking what happened to the thing inside that!\Huh?!\Th...\That's...\Wh-What is this? My Reverb\i-isn't dead!\Did it emerge from its old shell into a new form? response:	What is this?
context: I'm asking what happened to the thing inside that!\Huh?!\Th...\That's...\Wh-What is this? My Reverb\i-isn't dead!\Did it emerge from its old shell into a new form?\What is this? response:	The design's only changed a little, and it shrank.
context: Huh?!\Th...\That's...\Wh-What is this? My Reverb\i-isn't dead!\Did it emerge from its old shell into a new form?\What is this?\The design's only changed a little, and it shrank. response:	Just changing its shape won't make any difference!
context: Th...\That's...\Wh-What is this? My Reverb\i-isn't dead!\Did it emerge from its old shell into a new form?\What is this?\The design's only changed a little, and it shrank.\Just changing its shape won't make any difference! response:	I-It's fast!
context: That's...\Wh-What is this? My Reverb\i-isn't dead!\Did it emerge from its old shell into a new form?\What is this?\The design's only changed a little, and it shrank.\Just changing its shape won't make any difference!\I-It's fast! response:	Wh-What is
context: Wh-What is this? My Reverb\i-isn't dead!\Did it emerge from its old shell into a new form?\What is this?\The design's only changed a little, and it shrank.\Just changing its shape won't make any difference!\I-It's fast!\Wh-What is response:	this wind?!
context: i-isn't dead!\Did it emerge from its old shell into a new form?\What is this?\The design's only changed a little, and it shrank.\Just changing its shape won't make any difference!\I-It's fast!\Wh-What is\this wind?! response:	Bam
context: Did it emerge from its old shell into a new form?\What is this?\The design's only changed a little, and it shrank.\Just changing its shape won't make any difference!\I-It's fast!\Wh-What is\this wind?!\Bam response:	Sh-She got blown away!
context: What is this?\The design's only changed a little, and it shrank.\Just changing its shape won't make any difference!\I-It's fast!\Wh-What is\this wind?!\Bam\Sh-She got blown away! response:	I'm not sure how, but she just got blown away by something like wind!
context: The design's only changed a little, and it shrank.\Just changing its shape won't make any difference!\I-It's fast!\Wh-What is\this wind?!\Bam\Sh-She got blown away!\I'm not sure how, but she just got blown away by something like wind! response:	Wh-What just...
context: Just changing its shape won't make any difference!\I-It's fast!\Wh-What is\this wind?!\Bam\Sh-She got blown away!\I'm not sure how, but she just got blown away by something like wind!\Wh-What just... response:	happened to me?
context: I-It's fast!\Wh-What is\this wind?!\Bam\Sh-She got blown away!\I'm not sure how, but she just got blown away by something like wind!\Wh-What just...\happened to me? response:	Reverb's letters are on the door...
context: Wh-What is\this wind?!\Bam\Sh-She got blown away!\I'm not sure how, but she just got blown away by something like wind!\Wh-What just...\happened to me?\Reverb's letters are on the door... response:	Fwoosh
context: this wind?!\Bam\Sh-She got blown away!\I'm not sure how, but she just got blown away by something like wind!\Wh-What just...\happened to me?\Reverb's letters are on the door...\Fwoosh response:	Fwoosh
context: Bam\Sh-She got blown away!\I'm not sure how, but she just got blown away by something like wind!\Wh-What just...\happened to me?\Reverb's letters are on the door...\Fwoosh\Fwoosh response:	Because she touched the door with these words on it, they became real.
context: Sh-She got blown away!\I'm not sure how, but she just got blown away by something like wind!\Wh-What just...\happened to me?\Reverb's letters are on the door...\Fwoosh\Fwoosh\Because she touched the door with these words on it, they became real. response:	Fwoosh
context: I'm not sure how, but she just got blown away by something like wind!\Wh-What just...\happened to me?\Reverb's letters are on the door...\Fwoosh\Fwoosh\Because she touched the door with these words on it, they became real.\Fwoosh response:	The sensation of Fwoosh actually blew her away.
context: Wh-What just...\happened to me?\Reverb's letters are on the door...\Fwoosh\Fwoosh\Because she touched the door with these words on it, they became real.\Fwoosh\The sensation of Fwoosh actually blew her away. response:	Earlier, I wished this door would blow her away...
context: happened to me?\Reverb's letters are on the door...\Fwoosh\Fwoosh\Because she touched the door with these words on it, they became real.\Fwoosh\The sensation of Fwoosh actually blew her away.\Earlier, I wished this door would blow her away... response:	I guess I was unknowingly controlling it.
context: Reverb's letters are on the door...\Fwoosh\Fwoosh\Because she touched the door with these words on it, they became real.\Fwoosh\The sensation of Fwoosh actually blew her away.\Earlier, I wished this door would blow her away...\I guess I was unknowingly controlling it. response:	This is the new Reverb!
context: Fwoosh\Fwoosh\Because she touched the door with these words on it, they became real.\Fwoosh\The sensation of Fwoosh actually blew her away.\Earlier, I wished this door would blow her away...\I guess I was unknowingly controlling it.\This is the new Reverb! response:	Reverb Act 2!
context: Fwoosh\Because she touched the door with these words on it, they became real.\Fwoosh\The sensation of Fwoosh actually blew her away.\Earlier, I wished this door would blow her away...\I guess I was unknowingly controlling it.\This is the new Reverb!\Reverb Act 2! response:	Koichi...
context: Because she touched the door with these words on it, they became real.\Fwoosh\The sensation of Fwoosh actually blew her away.\Earlier, I wished this door would blow her away...\I guess I was unknowingly controlling it.\This is the new Reverb!\Reverb Act 2!\Koichi... response:	Teioh
context: Fwoosh\The sensation of Fwoosh actually blew her away.\Earlier, I wished this door would blow her away...\I guess I was unknowingly controlling it.\This is the new Reverb!\Reverb Act 2!\Koichi...\Teioh response:	It's those two...
context: The sensation of Fwoosh actually blew her away.\Earlier, I wished this door would blow her away...\I guess I was unknowingly controlling it.\This is the new Reverb!\Reverb Act 2!\Koichi...\Teioh\It's those two... response:	If it's a place near the sea with a lot of uninhabited houses,
context: Earlier, I wished this door would blow her away...\I guess I was unknowingly controlling it.\This is the new Reverb!\Reverb Act 2!\Koichi...\Teioh\It's those two...\If it's a place near the sea with a lot of uninhabited houses, response:	it has to be this area with all the villas.
context: I guess I was unknowingly controlling it.\This is the new Reverb!\Reverb Act 2!\Koichi...\Teioh\It's those two...\If it's a place near the sea with a lot of uninhabited houses,\it has to be this area with all the villas. response:	But there are, like, dozens of villas around here.
context: This is the new Reverb!\Reverb Act 2!\Koichi...\Teioh\It's those two...\If it's a place near the sea with a lot of uninhabited houses,\it has to be this area with all the villas.\But there are, like, dozens of villas around here. response:	We can't tell which one it is.
context: Reverb Act 2!\Koichi...\Teioh\It's those two...\If it's a place near the sea with a lot of uninhabited houses,\it has to be this area with all the villas.\But there are, like, dozens of villas around here.\We can't tell which one it is. response:	We have to find the pay phone! Koichi called us from one.
context: Koichi...\Teioh\It's those two...\If it's a place near the sea with a lot of uninhabited houses,\it has to be this area with all the villas.\But there are, like, dozens of villas around here.\We can't tell which one it is.\We have to find the pay phone! Koichi called us from one. response:	Let's find the pay phone first and then look at the houses near it.
context: Teioh\It's those two...\If it's a place near the sea with a lot of uninhabited houses,\it has to be this area with all the villas.\But there are, like, dozens of villas around here.\We can't tell which one it is.\We have to find the pay phone! Koichi called us from one.\Let's find the pay phone first and then look at the houses near it. response:	Yeah.
context: It's those two...\If it's a place near the sea with a lot of uninhabited houses,\it has to be this area with all the villas.\But there are, like, dozens of villas around here.\We can't tell which one it is.\We have to find the pay phone! Koichi called us from one.\Let's find the pay phone first and then look at the houses near it.\Yeah. response:	Cute little Koichi belongs to me.
context: If it's a place near the sea with a lot of uninhabited houses,\it has to be this area with all the villas.\But there are, like, dozens of villas around here.\We can't tell which one it is.\We have to find the pay phone! Koichi called us from one.\Let's find the pay phone first and then look at the houses near it.\Yeah.\Cute little Koichi belongs to me. response:	I won't let anyone else have him.
context: it has to be this area with all the villas.\But there are, like, dozens of villas around here.\We can't tell which one it is.\We have to find the pay phone! Koichi called us from one.\Let's find the pay phone first and then look at the houses near it.\Yeah.\Cute little Koichi belongs to me.\I won't let anyone else have him. response:	You probably shouldn't come any closer, Yukako.
context: But there are, like, dozens of villas around here.\We can't tell which one it is.\We have to find the pay phone! Koichi called us from one.\Let's find the pay phone first and then look at the houses near it.\Yeah.\Cute little Koichi belongs to me.\I won't let anyone else have him.\You probably shouldn't come any closer, Yukako. response:	I can tell for myself
context: We can't tell which one it is.\We have to find the pay phone! Koichi called us from one.\Let's find the pay phone first and then look at the houses near it.\Yeah.\Cute little Koichi belongs to me.\I won't let anyone else have him.\You probably shouldn't come any closer, Yukako.\I can tell for myself response:	that you can't beat my Reverb Act 2's abilities.
context: We have to find the pay phone! Koichi called us from one.\Let's find the pay phone first and then look at the houses near it.\Yeah.\Cute little Koichi belongs to me.\I won't let anyone else have him.\You probably shouldn't come any closer, Yukako.\I can tell for myself\that you can't beat my Reverb Act 2's abilities. response:	You won't be able to keep me here.
context: Let's find the pay phone first and then look at the houses near it.\Yeah.\Cute little Koichi belongs to me.\I won't let anyone else have him.\You probably shouldn't come any closer, Yukako.\I can tell for myself\that you can't beat my Reverb Act 2's abilities.\You won't be able to keep me here. response:	My left eyelid is starting to twitch.
context: Yeah.\Cute little Koichi belongs to me.\I won't let anyone else have him.\You probably shouldn't come any closer, Yukako.\I can tell for myself\that you can't beat my Reverb Act 2's abilities.\You won't be able to keep me here.\My left eyelid is starting to twitch. response:	Ever since I was little, my orbicularis oculi muscle would
