context: Ladies and gentlemen, good evening. response:	Poison has taken a beautiful girl and turned her into a sleeping beauty.
context: I have to think he targeted her specifically and made his move on her.\And anyway, how is it that he could take one look at your symptoms...\Wait a minute, are you implying that the Count is the one behind all this?!\I can't believe that, not for a minute!\If it weren't for the Count, I might not be standing here today!\Listen, Albert. Even if you looked all over Paris,\Not even doctors would!\Were you able to save me, then? You couldn't do a thing to help, am I right?! response:	The only reason I survived was because the Count was there!
context: And anyway, how is it that he could take one look at your symptoms...\Wait a minute, are you implying that the Count is the one behind all this?!\I can't believe that, not for a minute!\If it weren't for the Count, I might not be standing here today!\Listen, Albert. Even if you looked all over Paris,\Not even doctors would!\Were you able to save me, then? You couldn't do a thing to help, am I right?!\The only reason I survived was because the Count was there! response:	What would the Count hope to gain by trying to poison people? Tell me!
context: Wait a minute, are you implying that the Count is the one behind all this?!\I can't believe that, not for a minute!\If it weren't for the Count, I might not be standing here today!\Listen, Albert. Even if you looked all over Paris,\Not even doctors would!\Were you able to save me, then? You couldn't do a thing to help, am I right?!\The only reason I survived was because the Count was there!\What would the Count hope to gain by trying to poison people? Tell me! response:	I don't know. But I can sense it in him.
context: I can't believe that, not for a minute!\If it weren't for the Count, I might not be standing here today!\Listen, Albert. Even if you looked all over Paris,\Not even doctors would!\Were you able to save me, then? You couldn't do a thing to help, am I right?!\The only reason I survived was because the Count was there!\What would the Count hope to gain by trying to poison people? Tell me!\I don't know. But I can sense it in him. response:	Sense what?
context: If it weren't for the Count, I might not be standing here today!\Listen, Albert. Even if you looked all over Paris,\Not even doctors would!\Were you able to save me, then? You couldn't do a thing to help, am I right?!\The only reason I survived was because the Count was there!\What would the Count hope to gain by trying to poison people? Tell me!\I don't know. But I can sense it in him.\Sense what? response:	A deep darkness...
context: Listen, Albert. Even if you looked all over Paris,\Not even doctors would!\Were you able to save me, then? You couldn't do a thing to help, am I right?!\The only reason I survived was because the Count was there!\What would the Count hope to gain by trying to poison people? Tell me!\I don't know. But I can sense it in him.\Sense what?\A deep darkness... response:	Sorry I bothered you.
context: Not even doctors would!\Were you able to save me, then? You couldn't do a thing to help, am I right?!\The only reason I survived was because the Count was there!\What would the Count hope to gain by trying to poison people? Tell me!\I don't know. But I can sense it in him.\Sense what?\A deep darkness...\Sorry I bothered you. response:	Albert! Take a good look at him! Look at the real Count!
context: Were you able to save me, then? You couldn't do a thing to help, am I right?!\The only reason I survived was because the Count was there!\What would the Count hope to gain by trying to poison people? Tell me!\I don't know. But I can sense it in him.\Sense what?\A deep darkness...\Sorry I bothered you.\Albert! Take a good look at him! Look at the real Count! response:	Franz.
context: The only reason I survived was because the Count was there!\What would the Count hope to gain by trying to poison people? Tell me!\I don't know. But I can sense it in him.\Sense what?\A deep darkness...\Sorry I bothered you.\Albert! Take a good look at him! Look at the real Count!\Franz. response:	I have faith in him.
context: What would the Count hope to gain by trying to poison people? Tell me!\I don't know. But I can sense it in him.\Sense what?\A deep darkness...\Sorry I bothered you.\Albert! Take a good look at him! Look at the real Count!\Franz.\I have faith in him. response:	The only one who knows the real Count... is me!
context: I don't know. But I can sense it in him.\Sense what?\A deep darkness...\Sorry I bothered you.\Albert! Take a good look at him! Look at the real Count!\Franz.\I have faith in him.\The only one who knows the real Count... is me! response:	Encyclopedia of Toxicology
context: Sense what?\A deep darkness...\Sorry I bothered you.\Albert! Take a good look at him! Look at the real Count!\Franz.\I have faith in him.\The only one who knows the real Count... is me!\Encyclopedia of Toxicology response:	So, here you are.
context: A deep darkness...\Sorry I bothered you.\Albert! Take a good look at him! Look at the real Count!\Franz.\I have faith in him.\The only one who knows the real Count... is me!\Encyclopedia of Toxicology\So, here you are. response:	You've come around?
context: Sorry I bothered you.\Albert! Take a good look at him! Look at the real Count!\Franz.\I have faith in him.\The only one who knows the real Count... is me!\Encyclopedia of Toxicology\So, here you are.\You've come around? response:	What happened to me? My memories are a jumble...
context: Albert! Take a good look at him! Look at the real Count!\Franz.\I have faith in him.\The only one who knows the real Count... is me!\Encyclopedia of Toxicology\So, here you are.\You've come around?\What happened to me? My memories are a jumble... response:	Oh.
context: Franz.\I have faith in him.\The only one who knows the real Count... is me!\Encyclopedia of Toxicology\So, here you are.\You've come around?\What happened to me? My memories are a jumble...\Oh. response:	I can't seem to shake off this lethargy...
context: I have faith in him.\The only one who knows the real Count... is me!\Encyclopedia of Toxicology\So, here you are.\You've come around?\What happened to me? My memories are a jumble...\Oh.\I can't seem to shake off this lethargy... response:	That's because of the poison, don't you think?
context: The only one who knows the real Count... is me!\Encyclopedia of Toxicology\So, here you are.\You've come around?\What happened to me? My memories are a jumble...\Oh.\I can't seem to shake off this lethargy...\That's because of the poison, don't you think? response:	Poison?
context: Encyclopedia of Toxicology\So, here you are.\You've come around?\What happened to me? My memories are a jumble...\Oh.\I can't seem to shake off this lethargy...\That's because of the poison, don't you think?\Poison? response:	There's a good amount of poison coursing through your body.
context: So, here you are.\You've come around?\What happened to me? My memories are a jumble...\Oh.\I can't seem to shake off this lethargy...\That's because of the poison, don't you think?\Poison?\There's a good amount of poison coursing through your body. response:	When did you get that ring from the Count?
context: You've come around?\What happened to me? My memories are a jumble...\Oh.\I can't seem to shake off this lethargy...\That's because of the poison, don't you think?\Poison?\There's a good amount of poison coursing through your body.\When did you get that ring from the Count? response:	What's this about? What are you implying?
context: What happened to me? My memories are a jumble...\Oh.\I can't seem to shake off this lethargy...\That's because of the poison, don't you think?\Poison?\There's a good amount of poison coursing through your body.\When did you get that ring from the Count?\What's this about? What are you implying? response:	Allow me to change my line of questioning, then.
context: Oh.\I can't seem to shake off this lethargy...\That's because of the poison, don't you think?\Poison?\There's a good amount of poison coursing through your body.\When did you get that ring from the Count?\What's this about? What are you implying?\Allow me to change my line of questioning, then. response:	Have you ever seen this before?
context: I can't seem to shake off this lethargy...\That's because of the poison, don't you think?\Poison?\There's a good amount of poison coursing through your body.\When did you get that ring from the Count?\What's this about? What are you implying?\Allow me to change my line of questioning, then.\Have you ever seen this before? response:	I got it out of your jewelry box. Does that mean that this is perfume?
context: That's because of the poison, don't you think?\Poison?\There's a good amount of poison coursing through your body.\When did you get that ring from the Count?\What's this about? What are you implying?\Allow me to change my line of questioning, then.\Have you ever seen this before?\I got it out of your jewelry box. Does that mean that this is perfume? response:	I have no idea. It isn't mine.
context: Poison?\There's a good amount of poison coursing through your body.\When did you get that ring from the Count?\What's this about? What are you implying?\Allow me to change my line of questioning, then.\Have you ever seen this before?\I got it out of your jewelry box. Does that mean that this is perfume?\I have no idea. It isn't mine. response:	Are you trying to ruin me?
context: There's a good amount of poison coursing through your body.\When did you get that ring from the Count?\What's this about? What are you implying?\Allow me to change my line of questioning, then.\Have you ever seen this before?\I got it out of your jewelry box. Does that mean that this is perfume?\I have no idea. It isn't mine.\Are you trying to ruin me? response:	What you've done can never be set to rights.
context: When did you get that ring from the Count?\What's this about? What are you implying?\Allow me to change my line of questioning, then.\Have you ever seen this before?\I got it out of your jewelry box. Does that mean that this is perfume?\I have no idea. It isn't mine.\Are you trying to ruin me?\What you've done can never be set to rights. response:	If it gets out that my wife is a poisoner,
context: What's this about? What are you implying?\Allow me to change my line of questioning, then.\Have you ever seen this before?\I got it out of your jewelry box. Does that mean that this is perfume?\I have no idea. It isn't mine.\Are you trying to ruin me?\What you've done can never be set to rights.\If it gets out that my wife is a poisoner, response:	Your plans haven't run their course yet, have they?
context: Allow me to change my line of questioning, then.\Have you ever seen this before?\I got it out of your jewelry box. Does that mean that this is perfume?\I have no idea. It isn't mine.\Are you trying to ruin me?\What you've done can never be set to rights.\If it gets out that my wife is a poisoner,\Your plans haven't run their course yet, have they? response:	Who else is there? Valentine?
context: Have you ever seen this before?\I got it out of your jewelry box. Does that mean that this is perfume?\I have no idea. It isn't mine.\Are you trying to ruin me?\What you've done can never be set to rights.\If it gets out that my wife is a poisoner,\Your plans haven't run their course yet, have they?\Who else is there? Valentine? response:	Answer me! How many more do you plan to kill?!
context: I got it out of your jewelry box. Does that mean that this is perfume?\I have no idea. It isn't mine.\Are you trying to ruin me?\What you've done can never be set to rights.\If it gets out that my wife is a poisoner,\Your plans haven't run their course yet, have they?\Who else is there? Valentine?\Answer me! How many more do you plan to kill?! response:	Is my name on your list, too?
context: I have no idea. It isn't mine.\Are you trying to ruin me?\What you've done can never be set to rights.\If it gets out that my wife is a poisoner,\Your plans haven't run their course yet, have they?\Who else is there? Valentine?\Answer me! How many more do you plan to kill?!\Is my name on your list, too? response:	That's right! I had intended to kill you, too!
context: Are you trying to ruin me?\What you've done can never be set to rights.\If it gets out that my wife is a poisoner,\Your plans haven't run their course yet, have they?\Who else is there? Valentine?\Answer me! How many more do you plan to kill?!\Is my name on your list, too?\That's right! I had intended to kill you, too! response:	I only need my darling Edouard!
context: What you've done can never be set to rights.\If it gets out that my wife is a poisoner,\Your plans haven't run their course yet, have they?\Who else is there? Valentine?\Answer me! How many more do you plan to kill?!\Is my name on your list, too?\That's right! I had intended to kill you, too!\I only need my darling Edouard! response:	Look at you, acting like some high and mighty saint!
context: If it gets out that my wife is a poisoner,\Your plans haven't run their course yet, have they?\Who else is there? Valentine?\Answer me! How many more do you plan to kill?!\Is my name on your list, too?\That's right! I had intended to kill you, too!\I only need my darling Edouard!\Look at you, acting like some high and mighty saint! response:	I won't stand for these insults!
context: Your plans haven't run their course yet, have they?\Who else is there? Valentine?\Answer me! How many more do you plan to kill?!\Is my name on your list, too?\That's right! I had intended to kill you, too!\I only need my darling Edouard!\Look at you, acting like some high and mighty saint!\I won't stand for these insults! response:	I dare you to speak to me in that tone again!
context: Who else is there? Valentine?\Answer me! How many more do you plan to kill?!\Is my name on your list, too?\That's right! I had intended to kill you, too!\I only need my darling Edouard!\Look at you, acting like some high and mighty saint!\I won't stand for these insults!\I dare you to speak to me in that tone again! response:	I'll kill myself right here!
context: Answer me! How many more do you plan to kill?!\Is my name on your list, too?\That's right! I had intended to kill you, too!\I only need my darling Edouard!\Look at you, acting like some high and mighty saint!\I won't stand for these insults!\I dare you to speak to me in that tone again!\I'll kill myself right here! response:	To the mighty Crown Prosecutor, the man who values appearances more than anything,
context: Is my name on your list, too?\That's right! I had intended to kill you, too!\I only need my darling Edouard!\Look at you, acting like some high and mighty saint!\I won't stand for these insults!\I dare you to speak to me in that tone again!\I'll kill myself right here!\To the mighty Crown Prosecutor, the man who values appearances more than anything, response:	You... you don't mean to suggest that l...
context: That's right! I had intended to kill you, too!\I only need my darling Edouard!\Look at you, acting like some high and mighty saint!\I won't stand for these insults!\I dare you to speak to me in that tone again!\I'll kill myself right here!\To the mighty Crown Prosecutor, the man who values appearances more than anything,\You... you don't mean to suggest that l... response:	What's the matter? Aren't you going to drink it?
context: I only need my darling Edouard!\Look at you, acting like some high and mighty saint!\I won't stand for these insults!\I dare you to speak to me in that tone again!\I'll kill myself right here!\To the mighty Crown Prosecutor, the man who values appearances more than anything,\You... you don't mean to suggest that l...\What's the matter? Aren't you going to drink it? response:	What kind of man are you?
context: Look at you, acting like some high and mighty saint!\I won't stand for these insults!\I dare you to speak to me in that tone again!\I'll kill myself right here!\To the mighty Crown Prosecutor, the man who values appearances more than anything,\You... you don't mean to suggest that l...\What's the matter? Aren't you going to drink it?\What kind of man are you? response:	Are you only capable of killing other people?
context: I won't stand for these insults!\I dare you to speak to me in that tone again!\I'll kill myself right here!\To the mighty Crown Prosecutor, the man who values appearances more than anything,\You... you don't mean to suggest that l...\What's the matter? Aren't you going to drink it?\What kind of man are you?\Are you only capable of killing other people? response:	Tomorrow morning, you will be transferred to a hospital.
context: I dare you to speak to me in that tone again!\I'll kill myself right here!\To the mighty Crown Prosecutor, the man who values appearances more than anything,\You... you don't mean to suggest that l...\What's the matter? Aren't you going to drink it?\What kind of man are you?\Are you only capable of killing other people?\Tomorrow morning, you will be transferred to a hospital. response:	I've had a private room with barred windows prepared for you.
context: I'll kill myself right here!\To the mighty Crown Prosecutor, the man who values appearances more than anything,\You... you don't mean to suggest that l...\What's the matter? Aren't you going to drink it?\What kind of man are you?\Are you only capable of killing other people?\Tomorrow morning, you will be transferred to a hospital.\I've had a private room with barred windows prepared for you. response:	The quarters won't be very spacious, but you will spend the rest of your days there.
context: To the mighty Crown Prosecutor, the man who values appearances more than anything,\You... you don't mean to suggest that l...\What's the matter? Aren't you going to drink it?\What kind of man are you?\Are you only capable of killing other people?\Tomorrow morning, you will be transferred to a hospital.\I've had a private room with barred windows prepared for you.\The quarters won't be very spacious, but you will spend the rest of your days there. response:	Along with your poisons.
context: You... you don't mean to suggest that l...\What's the matter? Aren't you going to drink it?\What kind of man are you?\Are you only capable of killing other people?\Tomorrow morning, you will be transferred to a hospital.\I've had a private room with barred windows prepared for you.\The quarters won't be very spacious, but you will spend the rest of your days there.\Along with your poisons. response:	Albert! Take a good look at him! Look at the real Count!
context: What's the matter? Aren't you going to drink it?\What kind of man are you?\Are you only capable of killing other people?\Tomorrow morning, you will be transferred to a hospital.\I've had a private room with barred windows prepared for you.\The quarters won't be very spacious, but you will spend the rest of your days there.\Along with your poisons.\Albert! Take a good look at him! Look at the real Count! response:	I know the real Count better than anyone.
context: What kind of man are you?\Are you only capable of killing other people?\Tomorrow morning, you will be transferred to a hospital.\I've had a private room with barred windows prepared for you.\The quarters won't be very spacious, but you will spend the rest of your days there.\Along with your poisons.\Albert! Take a good look at him! Look at the real Count!\I know the real Count better than anyone. response:	Count!
context: Are you only capable of killing other people?\Tomorrow morning, you will be transferred to a hospital.\I've had a private room with barred windows prepared for you.\The quarters won't be very spacious, but you will spend the rest of your days there.\Along with your poisons.\Albert! Take a good look at him! Look at the real Count!\I know the real Count better than anyone.\Count! response:	Hello, Monsieur Albert. How are you feeling?
context: Tomorrow morning, you will be transferred to a hospital.\I've had a private room with barred windows prepared for you.\The quarters won't be very spacious, but you will spend the rest of your days there.\Along with your poisons.\Albert! Take a good look at him! Look at the real Count!\I know the real Count better than anyone.\Count!\Hello, Monsieur Albert. How are you feeling? response:	You seem to be in rather high spirits today, Count
context: I've had a private room with barred windows prepared for you.\The quarters won't be very spacious, but you will spend the rest of your days there.\Along with your poisons.\Albert! Take a good look at him! Look at the real Count!\I know the real Count better than anyone.\Count!\Hello, Monsieur Albert. How are you feeling?\You seem to be in rather high spirits today, Count response:	So, I take it that Mademoiselle Valentine was saved, then?
context: The quarters won't be very spacious, but you will spend the rest of your days there.\Along with your poisons.\Albert! Take a good look at him! Look at the real Count!\I know the real Count better than anyone.\Count!\Hello, Monsieur Albert. How are you feeling?\You seem to be in rather high spirits today, Count\So, I take it that Mademoiselle Valentine was saved, then? response:	Right. She's recuperating in Marseilles now with Maximilien watching over her.
context: Along with your poisons.\Albert! Take a good look at him! Look at the real Count!\I know the real Count better than anyone.\Count!\Hello, Monsieur Albert. How are you feeling?\You seem to be in rather high spirits today, Count\So, I take it that Mademoiselle Valentine was saved, then?\Right. She's recuperating in Marseilles now with Maximilien watching over her. response:	That is wonderful news.
context: Albert! Take a good look at him! Look at the real Count!\I know the real Count better than anyone.\Count!\Hello, Monsieur Albert. How are you feeling?\You seem to be in rather high spirits today, Count\So, I take it that Mademoiselle Valentine was saved, then?\Right. She's recuperating in Marseilles now with Maximilien watching over her.\That is wonderful news. response:	Yes, but we got there too late, and Valois, their butler, died...
context: I know the real Count better than anyone.\Count!\Hello, Monsieur Albert. How are you feeling?\You seem to be in rather high spirits today, Count\So, I take it that Mademoiselle Valentine was saved, then?\Right. She's recuperating in Marseilles now with Maximilien watching over her.\That is wonderful news.\Yes, but we got there too late, and Valois, their butler, died... response:	You were able to save the life of your dear friend. You needn't feel sad.
context: Count!\Hello, Monsieur Albert. How are you feeling?\You seem to be in rather high spirits today, Count\So, I take it that Mademoiselle Valentine was saved, then?\Right. She's recuperating in Marseilles now with Maximilien watching over her.\That is wonderful news.\Yes, but we got there too late, and Valois, their butler, died...\You were able to save the life of your dear friend. You needn't feel sad. response:	And Madame Villefort has had a mental breakdown...
context: Hello, Monsieur Albert. How are you feeling?\You seem to be in rather high spirits today, Count\So, I take it that Mademoiselle Valentine was saved, then?\Right. She's recuperating in Marseilles now with Maximilien watching over her.\That is wonderful news.\Yes, but we got there too late, and Valois, their butler, died...\You were able to save the life of your dear friend. You needn't feel sad.\And Madame Villefort has had a mental breakdown... response:	Count, why do you think those horrible things happened to the Villeforts?
context: You seem to be in rather high spirits today, Count\So, I take it that Mademoiselle Valentine was saved, then?\Right. She's recuperating in Marseilles now with Maximilien watching over her.\That is wonderful news.\Yes, but we got there too late, and Valois, their butler, died...\You were able to save the life of your dear friend. You needn't feel sad.\And Madame Villefort has had a mental breakdown...\Count, why do you think those horrible things happened to the Villeforts? response:	It was inevitable.
context: So, I take it that Mademoiselle Valentine was saved, then?\Right. She's recuperating in Marseilles now with Maximilien watching over her.\That is wonderful news.\Yes, but we got there too late, and Valois, their butler, died...\You were able to save the life of your dear friend. You needn't feel sad.\And Madame Villefort has had a mental breakdown...\Count, why do you think those horrible things happened to the Villeforts?\It was inevitable. response:	There are no coincidences in this world.
context: Right. She's recuperating in Marseilles now with Maximilien watching over her.\That is wonderful news.\Yes, but we got there too late, and Valois, their butler, died...\You were able to save the life of your dear friend. You needn't feel sad.\And Madame Villefort has had a mental breakdown...\Count, why do you think those horrible things happened to the Villeforts?\It was inevitable.\There are no coincidences in this world. response:	It all comes down to karma.
context: That is wonderful news.\Yes, but we got there too late, and Valois, their butler, died...\You were able to save the life of your dear friend. You needn't feel sad.\And Madame Villefort has had a mental breakdown...\Count, why do you think those horrible things happened to the Villeforts?\It was inevitable.\There are no coincidences in this world.\It all comes down to karma. response:	What do you mean by that?
context: Yes, but we got there too late, and Valois, their butler, died...\You were able to save the life of your dear friend. You needn't feel sad.\And Madame Villefort has had a mental breakdown...\Count, why do you think those horrible things happened to the Villeforts?\It was inevitable.\There are no coincidences in this world.\It all comes down to karma.\What do you mean by that? response:	Are you saying that the Villeforts deserved what happened to them?
context: You were able to save the life of your dear friend. You needn't feel sad.\And Madame Villefort has had a mental breakdown...\Count, why do you think those horrible things happened to the Villeforts?\It was inevitable.\There are no coincidences in this world.\It all comes down to karma.\What do you mean by that?\Are you saying that the Villeforts deserved what happened to them? response:	You and I met that day on Luna.
context: And Madame Villefort has had a mental breakdown...\Count, why do you think those horrible things happened to the Villeforts?\It was inevitable.\There are no coincidences in this world.\It all comes down to karma.\What do you mean by that?\Are you saying that the Villeforts deserved what happened to them?\You and I met that day on Luna. response:	Perhaps you feel that our meeting was a chance encounter.
context: Count, why do you think those horrible things happened to the Villeforts?\It was inevitable.\There are no coincidences in this world.\It all comes down to karma.\What do you mean by that?\Are you saying that the Villeforts deserved what happened to them?\You and I met that day on Luna.\Perhaps you feel that our meeting was a chance encounter. response:	But in fate, there are no coincidences.
context: It was inevitable.\There are no coincidences in this world.\It all comes down to karma.\What do you mean by that?\Are you saying that the Villeforts deserved what happened to them?\You and I met that day on Luna.\Perhaps you feel that our meeting was a chance encounter.\But in fate, there are no coincidences. response:	Just as that setting sun does so according to the laws of the universe,
context: There are no coincidences in this world.\It all comes down to karma.\What do you mean by that?\Are you saying that the Villeforts deserved what happened to them?\You and I met that day on Luna.\Perhaps you feel that our meeting was a chance encounter.\But in fate, there are no coincidences.\Just as that setting sun does so according to the laws of the universe, response:	There's no such thing as coincidence in your life?
context: It all comes down to karma.\What do you mean by that?\Are you saying that the Villeforts deserved what happened to them?\You and I met that day on Luna.\Perhaps you feel that our meeting was a chance encounter.\But in fate, there are no coincidences.\Just as that setting sun does so according to the laws of the universe,\There's no such thing as coincidence in your life? response:	No. There is not.
context: What do you mean by that?\Are you saying that the Villeforts deserved what happened to them?\You and I met that day on Luna.\Perhaps you feel that our meeting was a chance encounter.\But in fate, there are no coincidences.\Just as that setting sun does so according to the laws of the universe,\There's no such thing as coincidence in your life?\No. There is not. response:	What I have is the power of a strong will.
context: Are you saying that the Villeforts deserved what happened to them?\You and I met that day on Luna.\Perhaps you feel that our meeting was a chance encounter.\But in fate, there are no coincidences.\Just as that setting sun does so according to the laws of the universe,\There's no such thing as coincidence in your life?\No. There is not.\What I have is the power of a strong will. response:	Even if other people accept coincidences and are tossed about by them, I do not.
context: You and I met that day on Luna.\Perhaps you feel that our meeting was a chance encounter.\But in fate, there are no coincidences.\Just as that setting sun does so according to the laws of the universe,\There's no such thing as coincidence in your life?\No. There is not.\What I have is the power of a strong will.\Even if other people accept coincidences and are tossed about by them, I do not. response:	For you see, I have forged my own destiny through the power of my own will.
context: Perhaps you feel that our meeting was a chance encounter.\But in fate, there are no coincidences.\Just as that setting sun does so according to the laws of the universe,\There's no such thing as coincidence in your life?\No. There is not.\What I have is the power of a strong will.\Even if other people accept coincidences and are tossed about by them, I do not.\For you see, I have forged my own destiny through the power of my own will. response:	Forge your own destiny through the power of your will...
context: But in fate, there are no coincidences.\Just as that setting sun does so according to the laws of the universe,\There's no such thing as coincidence in your life?\No. There is not.\What I have is the power of a strong will.\Even if other people accept coincidences and are tossed about by them, I do not.\For you see, I have forged my own destiny through the power of my own will.\Forge your own destiny through the power of your will... response:	That is why we met, and that is why we are here now.
context: Just as that setting sun does so according to the laws of the universe,\There's no such thing as coincidence in your life?\No. There is not.\What I have is the power of a strong will.\Even if other people accept coincidences and are tossed about by them, I do not.\For you see, I have forged my own destiny through the power of my own will.\Forge your own destiny through the power of your will...\That is why we met, and that is why we are here now. response:	Count, I want to change.
context: There's no such thing as coincidence in your life?\No. There is not.\What I have is the power of a strong will.\Even if other people accept coincidences and are tossed about by them, I do not.\For you see, I have forged my own destiny through the power of my own will.\Forge your own destiny through the power of your will...\That is why we met, and that is why we are here now.\Count, I want to change. response:	I want to be a strong man like you.
context: No. There is not.\What I have is the power of a strong will.\Even if other people accept coincidences and are tossed about by them, I do not.\For you see, I have forged my own destiny through the power of my own will.\Forge your own destiny through the power of your will...\That is why we met, and that is why we are here now.\Count, I want to change.\I want to be a strong man like you. response:	In that case, allow me to offer you these words of advice.
context: What I have is the power of a strong will.\Even if other people accept coincidences and are tossed about by them, I do not.\For you see, I have forged my own destiny through the power of my own will.\Forge your own destiny through the power of your will...\That is why we met, and that is why we are here now.\Count, I want to change.\I want to be a strong man like you.\In that case, allow me to offer you these words of advice. response:	Bide your time. And hold out hope.
context: Even if other people accept coincidences and are tossed about by them, I do not.\For you see, I have forged my own destiny through the power of my own will.\Forge your own destiny through the power of your will...\That is why we met, and that is why we are here now.\Count, I want to change.\I want to be a strong man like you.\In that case, allow me to offer you these words of advice.\Bide your time. And hold out hope. response:	Bide your time... And hold out hope.
context: For you see, I have forged my own destiny through the power of my own will.\Forge your own destiny through the power of your will...\That is why we met, and that is why we are here now.\Count, I want to change.\I want to be a strong man like you.\In that case, allow me to offer you these words of advice.\Bide your time. And hold out hope.\Bide your time... And hold out hope. response:	Albert!
context: Forge your own destiny through the power of your will...\That is why we met, and that is why we are here now.\Count, I want to change.\I want to be a strong man like you.\In that case, allow me to offer you these words of advice.\Bide your time. And hold out hope.\Bide your time... And hold out hope.\Albert! response:	Why are you sitting there with that idiotic expression on your face?
context: That is why we met, and that is why we are here now.\Count, I want to change.\I want to be a strong man like you.\In that case, allow me to offer you these words of advice.\Bide your time. And hold out hope.\Bide your time... And hold out hope.\Albert!\Why are you sitting there with that idiotic expression on your face? response:	Eugenie? How's your mother?
context: Count, I want to change.\I want to be a strong man like you.\In that case, allow me to offer you these words of advice.\Bide your time. And hold out hope.\Bide your time... And hold out hope.\Albert!\Why are you sitting there with that idiotic expression on your face?\Eugenie? How's your mother? response:	It doesn't seem to be anything serious. She's been in a bad mood ever since, though.
context: I want to be a strong man like you.\In that case, allow me to offer you these words of advice.\Bide your time. And hold out hope.\Bide your time... And hold out hope.\Albert!\Why are you sitting there with that idiotic expression on your face?\Eugenie? How's your mother?\It doesn't seem to be anything serious. She's been in a bad mood ever since, though. response:	Oh.
context: In that case, allow me to offer you these words of advice.\Bide your time. And hold out hope.\Bide your time... And hold out hope.\Albert!\Why are you sitting there with that idiotic expression on your face?\Eugenie? How's your mother?\It doesn't seem to be anything serious. She's been in a bad mood ever since, though.\Oh. response:	But enough about that, listen to this!
context: Bide your time. And hold out hope.\Bide your time... And hold out hope.\Albert!\Why are you sitting there with that idiotic expression on your face?\Eugenie? How's your mother?\It doesn't seem to be anything serious. She's been in a bad mood ever since, though.\Oh.\But enough about that, listen to this! response:	I'm going to be playing the piano at the concert hall along with the orchestra!
context: Bide your time... And hold out hope.\Albert!\Why are you sitting there with that idiotic expression on your face?\Eugenie? How's your mother?\It doesn't seem to be anything serious. She's been in a bad mood ever since, though.\Oh.\But enough about that, listen to this!\I'm going to be playing the piano at the concert hall along with the orchestra! response:	At the opera house?
context: Albert!\Why are you sitting there with that idiotic expression on your face?\Eugenie? How's your mother?\It doesn't seem to be anything serious. She's been in a bad mood ever since, though.\Oh.\But enough about that, listen to this!\I'm going to be playing the piano at the concert hall along with the orchestra!\At the opera house? response:	Yeah. My dream is finally coming true. I just got the news!
context: Why are you sitting there with that idiotic expression on your face?\Eugenie? How's your mother?\It doesn't seem to be anything serious. She's been in a bad mood ever since, though.\Oh.\But enough about that, listen to this!\I'm going to be playing the piano at the concert hall along with the orchestra!\At the opera house?\Yeah. My dream is finally coming true. I just got the news! response:	They've recognized my talent on the piano!
context: Eugenie? How's your mother?\It doesn't seem to be anything serious. She's been in a bad mood ever since, though.\Oh.\But enough about that, listen to this!\I'm going to be playing the piano at the concert hall along with the orchestra!\At the opera house?\Yeah. My dream is finally coming true. I just got the news!\They've recognized my talent on the piano! response:	Congratulations!
context: It doesn't seem to be anything serious. She's been in a bad mood ever since, though.\Oh.\But enough about that, listen to this!\I'm going to be playing the piano at the concert hall along with the orchestra!\At the opera house?\Yeah. My dream is finally coming true. I just got the news!\They've recognized my talent on the piano!\Congratulations! response:	Make sure you come hear me play, okay?
context: Oh.\But enough about that, listen to this!\I'm going to be playing the piano at the concert hall along with the orchestra!\At the opera house?\Yeah. My dream is finally coming true. I just got the news!\They've recognized my talent on the piano!\Congratulations!\Make sure you come hear me play, okay? response:	You bet.
context: But enough about that, listen to this!\I'm going to be playing the piano at the concert hall along with the orchestra!\At the opera house?\Yeah. My dream is finally coming true. I just got the news!\They've recognized my talent on the piano!\Congratulations!\Make sure you come hear me play, okay?\You bet. response:	That's so amazing!
context: I'm going to be playing the piano at the concert hall along with the orchestra!\At the opera house?\Yeah. My dream is finally coming true. I just got the news!\They've recognized my talent on the piano!\Congratulations!\Make sure you come hear me play, okay?\You bet.\That's so amazing! response:	Well, I should get back and practice some more.
context: At the opera house?\Yeah. My dream is finally coming true. I just got the news!\They've recognized my talent on the piano!\Congratulations!\Make sure you come hear me play, okay?\You bet.\That's so amazing!\Well, I should get back and practice some more. response:	Um, Eugenie.
context: Yeah. My dream is finally coming true. I just got the news!\They've recognized my talent on the piano!\Congratulations!\Make sure you come hear me play, okay?\You bet.\That's so amazing!\Well, I should get back and practice some more.\Um, Eugenie. response:	Your playing that night at Auteuil...
context: They've recognized my talent on the piano!\Congratulations!\Make sure you come hear me play, okay?\You bet.\That's so amazing!\Well, I should get back and practice some more.\Um, Eugenie.\Your playing that night at Auteuil... response:	It was... How can I put it? It was really great.
context: Congratulations!\Make sure you come hear me play, okay?\You bet.\That's so amazing!\Well, I should get back and practice some more.\Um, Eugenie.\Your playing that night at Auteuil...\It was... How can I put it? It was really great. response:	You could really tell?
context: Make sure you come hear me play, okay?\You bet.\That's so amazing!\Well, I should get back and practice some more.\Um, Eugenie.\Your playing that night at Auteuil...\It was... How can I put it? It was really great.\You could really tell? response:	I'm glad. Thank you.
