context: (THIS IS A BETA VERSION!) Today this person will conduct. response:	Chiaki-Sama!
context: and respecting people...\and those things return to himself...\That is...\a real Maestro\Nodame Cantabile Lesson 3\Please permit my transfer to Conductor Division\That's fine. Until you permit me, I will submit as many as necessary\Even if you do not transfer, response:	I will take you as my pupil
context: and those things return to himself...\That is...\a real Maestro\Nodame Cantabile Lesson 3\Please permit my transfer to Conductor Division\That's fine. Until you permit me, I will submit as many as necessary\Even if you do not transfer,\I will take you as my pupil response:	Eh?
context: That is...\a real Maestro\Nodame Cantabile Lesson 3\Please permit my transfer to Conductor Division\That's fine. Until you permit me, I will submit as many as necessary\Even if you do not transfer,\I will take you as my pupil\Eh? response:	Because you seem to be interesting
context: a real Maestro\Nodame Cantabile Lesson 3\Please permit my transfer to Conductor Division\That's fine. Until you permit me, I will submit as many as necessary\Even if you do not transfer,\I will take you as my pupil\Eh?\Because you seem to be interesting response:	it's a shame to let you be the pupil of the like of Vieira
context: Nodame Cantabile Lesson 3\Please permit my transfer to Conductor Division\That's fine. Until you permit me, I will submit as many as necessary\Even if you do not transfer,\I will take you as my pupil\Eh?\Because you seem to be interesting\it's a shame to let you be the pupil of the like of Vieira response:	But, don't transfer Divisions
context: Please permit my transfer to Conductor Division\That's fine. Until you permit me, I will submit as many as necessary\Even if you do not transfer,\I will take you as my pupil\Eh?\Because you seem to be interesting\it's a shame to let you be the pupil of the like of Vieira\But, don't transfer Divisions response:	it's better for you to continue your piano
context: That's fine. Until you permit me, I will submit as many as necessary\Even if you do not transfer,\I will take you as my pupil\Eh?\Because you seem to be interesting\it's a shame to let you be the pupil of the like of Vieira\But, don't transfer Divisions\it's better for you to continue your piano response:	In return for that, spend your other time
context: Even if you do not transfer,\I will take you as my pupil\Eh?\Because you seem to be interesting\it's a shame to let you be the pupil of the like of Vieira\But, don't transfer Divisions\it's better for you to continue your piano\In return for that, spend your other time response:	always with me
context: I will take you as my pupil\Eh?\Because you seem to be interesting\it's a shame to let you be the pupil of the like of Vieira\But, don't transfer Divisions\it's better for you to continue your piano\In return for that, spend your other time\always with me response:	Sensei!
context: Eh?\Because you seem to be interesting\it's a shame to let you be the pupil of the like of Vieira\But, don't transfer Divisions\it's better for you to continue your piano\In return for that, spend your other time\always with me\Sensei! response:	Yooosh!!
context: Because you seem to be interesting\it's a shame to let you be the pupil of the like of Vieira\But, don't transfer Divisions\it's better for you to continue your piano\In return for that, spend your other time\always with me\Sensei!\Yooosh!! response:	Since it's decided!
context: it's a shame to let you be the pupil of the like of Vieira\But, don't transfer Divisions\it's better for you to continue your piano\In return for that, spend your other time\always with me\Sensei!\Yooosh!!\Since it's decided! response:	let's go to Shibuya!
context: But, don't transfer Divisions\it's better for you to continue your piano\In return for that, spend your other time\always with me\Sensei!\Yooosh!!\Since it's decided!\let's go to Shibuya! response:	Huh?
context: it's better for you to continue your piano\In return for that, spend your other time\always with me\Sensei!\Yooosh!!\Since it's decided!\let's go to Shibuya!\Huh? response:	Together with Chiaki, we'll get gyaku-nampa! (=get girls approaching them)
context: In return for that, spend your other time\always with me\Sensei!\Yooosh!!\Since it's decided!\let's go to Shibuya!\Huh?\Together with Chiaki, we'll get gyaku-nampa! (=get girls approaching them) response:	Just a little more...
context: always with me\Sensei!\Yooosh!!\Since it's decided!\let's go to Shibuya!\Huh?\Together with Chiaki, we'll get gyaku-nampa! (=get girls approaching them)\Just a little more... response:	Just a little more
context: Sensei!\Yooosh!!\Since it's decided!\let's go to Shibuya!\Huh?\Together with Chiaki, we'll get gyaku-nampa! (=get girls approaching them)\Just a little more...\Just a little more response:	Look, what's that?
context: Yooosh!!\Since it's decided!\let's go to Shibuya!\Huh?\Together with Chiaki, we'll get gyaku-nampa! (=get girls approaching them)\Just a little more...\Just a little more\Look, what's that? response:	A music instrument is walking!
context: Since it's decided!\let's go to Shibuya!\Huh?\Together with Chiaki, we'll get gyaku-nampa! (=get girls approaching them)\Just a little more...\Just a little more\Look, what's that?\A music instrument is walking! response:	Ghost Kontrabass...
context: let's go to Shibuya!\Huh?\Together with Chiaki, we'll get gyaku-nampa! (=get girls approaching them)\Just a little more...\Just a little more\Look, what's that?\A music instrument is walking!\Ghost Kontrabass... response:	Look, look, Maki-chan, your lunch box is also walking!
context: Huh?\Together with Chiaki, we'll get gyaku-nampa! (=get girls approaching them)\Just a little more...\Just a little more\Look, what's that?\A music instrument is walking!\Ghost Kontrabass...\Look, look, Maki-chan, your lunch box is also walking! response:	Nodame!!!
context: Together with Chiaki, we'll get gyaku-nampa! (=get girls approaching them)\Just a little more...\Just a little more\Look, what's that?\A music instrument is walking!\Ghost Kontrabass...\Look, look, Maki-chan, your lunch box is also walking!\Nodame!!! response:	My Spring Excursion lunch box...
context: Just a little more...\Just a little more\Look, what's that?\A music instrument is walking!\Ghost Kontrabass...\Look, look, Maki-chan, your lunch box is also walking!\Nodame!!!\My Spring Excursion lunch box... response:	Err...
context: Just a little more\Look, what's that?\A music instrument is walking!\Ghost Kontrabass...\Look, look, Maki-chan, your lunch box is also walking!\Nodame!!!\My Spring Excursion lunch box...\Err... response:	That lunch box...
context: Look, what's that?\A music instrument is walking!\Ghost Kontrabass...\Look, look, Maki-chan, your lunch box is also walking!\Nodame!!!\My Spring Excursion lunch box...\Err...\That lunch box... response:	if you don't need it, may I eat it?
context: A music instrument is walking!\Ghost Kontrabass...\Look, look, Maki-chan, your lunch box is also walking!\Nodame!!!\My Spring Excursion lunch box...\Err...\That lunch box...\if you don't need it, may I eat it? response:	But the food fell off and is full of sands...
context: Ghost Kontrabass...\Look, look, Maki-chan, your lunch box is also walking!\Nodame!!!\My Spring Excursion lunch box...\Err...\That lunch box...\if you don't need it, may I eat it?\But the food fell off and is full of sands... response:	That's alright
context: Look, look, Maki-chan, your lunch box is also walking!\Nodame!!!\My Spring Excursion lunch box...\Err...\That lunch box...\if you don't need it, may I eat it?\But the food fell off and is full of sands...\That's alright response:	Hunger makes excellent spice.
context: Nodame!!!\My Spring Excursion lunch box...\Err...\That lunch box...\if you don't need it, may I eat it?\But the food fell off and is full of sands...\That's alright\Hunger makes excellent spice. response:	Oh no! I'm late for the orchestra's practice...
context: My Spring Excursion lunch box...\Err...\That lunch box...\if you don't need it, may I eat it?\But the food fell off and is full of sands...\That's alright\Hunger makes excellent spice.\Oh no! I'm late for the orchestra's practice... response:	unconsciously my eyes got stuck on food
context: Err...\That lunch box...\if you don't need it, may I eat it?\But the food fell off and is full of sands...\That's alright\Hunger makes excellent spice.\Oh no! I'm late for the orchestra's practice...\unconsciously my eyes got stuck on food response:	Nodame-chan, thank you for the meal!
context: That lunch box...\if you don't need it, may I eat it?\But the food fell off and is full of sands...\That's alright\Hunger makes excellent spice.\Oh no! I'm late for the orchestra's practice...\unconsciously my eyes got stuck on food\Nodame-chan, thank you for the meal! response:	Are you alright?
context: if you don't need it, may I eat it?\But the food fell off and is full of sands...\That's alright\Hunger makes excellent spice.\Oh no! I'm late for the orchestra's practice...\unconsciously my eyes got stuck on food\Nodame-chan, thank you for the meal!\Are you alright? response:	Oke?
context: But the food fell off and is full of sands...\That's alright\Hunger makes excellent spice.\Oh no! I'm late for the orchestra's practice...\unconsciously my eyes got stuck on food\Nodame-chan, thank you for the meal!\Are you alright?\Oke? response:	Eh?
context: That's alright\Hunger makes excellent spice.\Oh no! I'm late for the orchestra's practice...\unconsciously my eyes got stuck on food\Nodame-chan, thank you for the meal!\Are you alright?\Oke?\Eh? response:	Participating in the periodical performance?
context: Hunger makes excellent spice.\Oh no! I'm late for the orchestra's practice...\unconsciously my eyes got stuck on food\Nodame-chan, thank you for the meal!\Are you alright?\Oke?\Eh?\Participating in the periodical performance? response:	That will be S-Oke's debut!
context: Oh no! I'm late for the orchestra's practice...\unconsciously my eyes got stuck on food\Nodame-chan, thank you for the meal!\Are you alright?\Oke?\Eh?\Participating in the periodical performance?\That will be S-Oke's debut! response:	There are only two weeks left
context: unconsciously my eyes got stuck on food\Nodame-chan, thank you for the meal!\Are you alright?\Oke?\Eh?\Participating in the periodical performance?\That will be S-Oke's debut!\There are only two weeks left response:	Such an Oke like this! Are you serious?
context: Nodame-chan, thank you for the meal!\Are you alright?\Oke?\Eh?\Participating in the periodical performance?\That will be S-Oke's debut!\There are only two weeks left\Such an Oke like this! Are you serious? response:	In that periodical performance, A-Oke will also participate, you know!
context: Are you alright?\Oke?\Eh?\Participating in the periodical performance?\That will be S-Oke's debut!\There are only two weeks left\Such an Oke like this! Are you serious?\In that periodical performance, A-Oke will also participate, you know! response:	Yosh! That'll be my Concert Master debut! Let's not get beaten by A-Oke!
context: Oke?\Eh?\Participating in the periodical performance?\That will be S-Oke's debut!\There are only two weeks left\Such an Oke like this! Are you serious?\In that periodical performance, A-Oke will also participate, you know!\Yosh! That'll be my Concert Master debut! Let's not get beaten by A-Oke! response:	Let's not get beaten! Let's do it!
context: Eh?\Participating in the periodical performance?\That will be S-Oke's debut!\There are only two weeks left\Such an Oke like this! Are you serious?\In that periodical performance, A-Oke will also participate, you know!\Yosh! That'll be my Concert Master debut! Let's not get beaten by A-Oke!\Let's not get beaten! Let's do it! response:	Well, it's not that I'll appear in it anyway.
context: Participating in the periodical performance?\That will be S-Oke's debut!\There are only two weeks left\Such an Oke like this! Are you serious?\In that periodical performance, A-Oke will also participate, you know!\Yosh! That'll be my Concert Master debut! Let's not get beaten by A-Oke!\Let's not get beaten! Let's do it!\Well, it's not that I'll appear in it anyway. response:	And one more thing!
context: That will be S-Oke's debut!\There are only two weeks left\Such an Oke like this! Are you serious?\In that periodical performance, A-Oke will also participate, you know!\Yosh! That'll be my Concert Master debut! Let's not get beaten by A-Oke!\Let's not get beaten! Let's do it!\Well, it's not that I'll appear in it anyway.\And one more thing! response:	From today... for the role of Vice Conductor of this S-Oke...
context: There are only two weeks left\Such an Oke like this! Are you serious?\In that periodical performance, A-Oke will also participate, you know!\Yosh! That'll be my Concert Master debut! Let's not get beaten by A-Oke!\Let's not get beaten! Let's do it!\Well, it's not that I'll appear in it anyway.\And one more thing!\From today... for the role of Vice Conductor of this S-Oke... response:	I'll have Chiaki to do it!
context: Such an Oke like this! Are you serious?\In that periodical performance, A-Oke will also participate, you know!\Yosh! That'll be my Concert Master debut! Let's not get beaten by A-Oke!\Let's not get beaten! Let's do it!\Well, it's not that I'll appear in it anyway.\And one more thing!\From today... for the role of Vice Conductor of this S-Oke...\I'll have Chiaki to do it! response:	Huh?
context: In that periodical performance, A-Oke will also participate, you know!\Yosh! That'll be my Concert Master debut! Let's not get beaten by A-Oke!\Let's not get beaten! Let's do it!\Well, it's not that I'll appear in it anyway.\And one more thing!\From today... for the role of Vice Conductor of this S-Oke...\I'll have Chiaki to do it!\Huh? response:	Therefore, Chiaki...
context: Yosh! That'll be my Concert Master debut! Let's not get beaten by A-Oke!\Let's not get beaten! Let's do it!\Well, it's not that I'll appear in it anyway.\And one more thing!\From today... for the role of Vice Conductor of this S-Oke...\I'll have Chiaki to do it!\Huh?\Therefore, Chiaki... response:	here are the baton and score, the conducting instruction is written inside it
context: Let's not get beaten! Let's do it!\Well, it's not that I'll appear in it anyway.\And one more thing!\From today... for the role of Vice Conductor of this S-Oke...\I'll have Chiaki to do it!\Huh?\Therefore, Chiaki...\here are the baton and score, the conducting instruction is written inside it response:	I'm going to go to douhan (companion)
context: Well, it's not that I'll appear in it anyway.\And one more thing!\From today... for the role of Vice Conductor of this S-Oke...\I'll have Chiaki to do it!\Huh?\Therefore, Chiaki...\here are the baton and score, the conducting instruction is written inside it\I'm going to go to douhan (companion) response:	Please do the rest for me
context: And one more thing!\From today... for the role of Vice Conductor of this S-Oke...\I'll have Chiaki to do it!\Huh?\Therefore, Chiaki...\here are the baton and score, the conducting instruction is written inside it\I'm going to go to douhan (companion)\Please do the rest for me response:	Club One More Kiss
context: From today... for the role of Vice Conductor of this S-Oke...\I'll have Chiaki to do it!\Huh?\Therefore, Chiaki...\here are the baton and score, the conducting instruction is written inside it\I'm going to go to douhan (companion)\Please do the rest for me\Club One More Kiss response:	Companion
context: I'll have Chiaki to do it!\Huh?\Therefore, Chiaki...\here are the baton and score, the conducting instruction is written inside it\I'm going to go to douhan (companion)\Please do the rest for me\Club One More Kiss\Companion response:	Because I have a very important business to do now...
context: Huh?\Therefore, Chiaki...\here are the baton and score, the conducting instruction is written inside it\I'm going to go to douhan (companion)\Please do the rest for me\Club One More Kiss\Companion\Because I have a very important business to do now... response:	I leave it to Chiaki to do it
context: Therefore, Chiaki...\here are the baton and score, the conducting instruction is written inside it\I'm going to go to douhan (companion)\Please do the rest for me\Club One More Kiss\Companion\Because I have a very important business to do now...\I leave it to Chiaki to do it response:	Bye bye!
context: here are the baton and score, the conducting instruction is written inside it\I'm going to go to douhan (companion)\Please do the rest for me\Club One More Kiss\Companion\Because I have a very important business to do now...\I leave it to Chiaki to do it\Bye bye! response:	Wait!
context: I'm going to go to douhan (companion)\Please do the rest for me\Club One More Kiss\Companion\Because I have a very important business to do now...\I leave it to Chiaki to do it\Bye bye!\Wait! response:	We joined this Oke because we want to receive guidance from Sensei!
context: Please do the rest for me\Club One More Kiss\Companion\Because I have a very important business to do now...\I leave it to Chiaki to do it\Bye bye!\Wait!\We joined this Oke because we want to receive guidance from Sensei! response:	I am not responsible for S-Oke nor Conductor Division!
context: Club One More Kiss\Companion\Because I have a very important business to do now...\I leave it to Chiaki to do it\Bye bye!\Wait!\We joined this Oke because we want to receive guidance from Sensei!\I am not responsible for S-Oke nor Conductor Division! response:	I can't bother with S-Oke all the time!
context: Companion\Because I have a very important business to do now...\I leave it to Chiaki to do it\Bye bye!\Wait!\We joined this Oke because we want to receive guidance from Sensei!\I am not responsible for S-Oke nor Conductor Division!\I can't bother with S-Oke all the time! response:	And next, until I come here,
context: Because I have a very important business to do now...\I leave it to Chiaki to do it\Bye bye!\Wait!\We joined this Oke because we want to receive guidance from Sensei!\I am not responsible for S-Oke nor Conductor Division!\I can't bother with S-Oke all the time!\And next, until I come here, response:	all of you have your level up with Chiaki's help!
context: I leave it to Chiaki to do it\Bye bye!\Wait!\We joined this Oke because we want to receive guidance from Sensei!\I am not responsible for S-Oke nor Conductor Division!\I can't bother with S-Oke all the time!\And next, until I come here,\all of you have your level up with Chiaki's help! response:	with no one missing, do your best
context: Bye bye!\Wait!\We joined this Oke because we want to receive guidance from Sensei!\I am not responsible for S-Oke nor Conductor Division!\I can't bother with S-Oke all the time!\And next, until I come here,\all of you have your level up with Chiaki's help!\with no one missing, do your best response:	Bye bye!
context: Wait!\We joined this Oke because we want to receive guidance from Sensei!\I am not responsible for S-Oke nor Conductor Division!\I can't bother with S-Oke all the time!\And next, until I come here,\all of you have your level up with Chiaki's help!\with no one missing, do your best\Bye bye! response:	Why am I Vice Conductor?
context: We joined this Oke because we want to receive guidance from Sensei!\I am not responsible for S-Oke nor Conductor Division!\I can't bother with S-Oke all the time!\And next, until I come here,\all of you have your level up with Chiaki's help!\with no one missing, do your best\Bye bye!\Why am I Vice Conductor? response:	What's he thinking about, that Jiijii!
context: I am not responsible for S-Oke nor Conductor Division!\I can't bother with S-Oke all the time!\And next, until I come here,\all of you have your level up with Chiaki's help!\with no one missing, do your best\Bye bye!\Why am I Vice Conductor?\What's he thinking about, that Jiijii! response:	Well, don't think it too deeply
context: I can't bother with S-Oke all the time!\And next, until I come here,\all of you have your level up with Chiaki's help!\with no one missing, do your best\Bye bye!\Why am I Vice Conductor?\What's he thinking about, that Jiijii!\Well, don't think it too deeply response:	Don't you finally get to conduct in an Oke together with me?
context: And next, until I come here,\all of you have your level up with Chiaki's help!\with no one missing, do your best\Bye bye!\Why am I Vice Conductor?\What's he thinking about, that Jiijii!\Well, don't think it too deeply\Don't you finally get to conduct in an Oke together with me? response:	It's good to be shallow like you, people...
context: all of you have your level up with Chiaki's help!\with no one missing, do your best\Bye bye!\Why am I Vice Conductor?\What's he thinking about, that Jiijii!\Well, don't think it too deeply\Don't you finally get to conduct in an Oke together with me?\It's good to be shallow like you, people... response:	Dammit! Ignoring me who am from the Conductor Division!
context: with no one missing, do your best\Bye bye!\Why am I Vice Conductor?\What's he thinking about, that Jiijii!\Well, don't think it too deeply\Don't you finally get to conduct in an Oke together with me?\It's good to be shallow like you, people...\Dammit! Ignoring me who am from the Conductor Division! response:	Wait a minute!!
context: Bye bye!\Why am I Vice Conductor?\What's he thinking about, that Jiijii!\Well, don't think it too deeply\Don't you finally get to conduct in an Oke together with me?\It's good to be shallow like you, people...\Dammit! Ignoring me who am from the Conductor Division!\Wait a minute!! response:	Who are you?
context: Why am I Vice Conductor?\What's he thinking about, that Jiijii!\Well, don't think it too deeply\Don't you finally get to conduct in an Oke together with me?\It's good to be shallow like you, people...\Dammit! Ignoring me who am from the Conductor Division!\Wait a minute!!\Who are you? response:	I'm Number 2 in this Academy...
context: What's he thinking about, that Jiijii!\Well, don't think it too deeply\Don't you finally get to conduct in an Oke together with me?\It's good to be shallow like you, people...\Dammit! Ignoring me who am from the Conductor Division!\Wait a minute!!\Who are you?\I'm Number 2 in this Academy... response:	Are you OK?
context: Well, don't think it too deeply\Don't you finally get to conduct in an Oke together with me?\It's good to be shallow like you, people...\Dammit! Ignoring me who am from the Conductor Division!\Wait a minute!!\Who are you?\I'm Number 2 in this Academy...\Are you OK? response:	Sorry I am late!!
context: Don't you finally get to conduct in an Oke together with me?\It's good to be shallow like you, people...\Dammit! Ignoring me who am from the Conductor Division!\Wait a minute!!\Who are you?\I'm Number 2 in this Academy...\Are you OK?\Sorry I am late!! response:	Gehh! Sakura! You're late again because of your part-time work?
context: It's good to be shallow like you, people...\Dammit! Ignoring me who am from the Conductor Division!\Wait a minute!!\Who are you?\I'm Number 2 in this Academy...\Are you OK?\Sorry I am late!!\Gehh! Sakura! You're late again because of your part-time work? response:	Actually today is off-day
context: Dammit! Ignoring me who am from the Conductor Division!\Wait a minute!!\Who are you?\I'm Number 2 in this Academy...\Are you OK?\Sorry I am late!!\Gehh! Sakura! You're late again because of your part-time work?\Actually today is off-day response:	But since I don't have money for the train, I walked until here from home...
context: Wait a minute!!\Who are you?\I'm Number 2 in this Academy...\Are you OK?\Sorry I am late!!\Gehh! Sakura! You're late again because of your part-time work?\Actually today is off-day\But since I don't have money for the train, I walked until here from home... response:	Walked? From where?
context: Who are you?\I'm Number 2 in this Academy...\Are you OK?\Sorry I am late!!\Gehh! Sakura! You're late again because of your part-time work?\Actually today is off-day\But since I don't have money for the train, I walked until here from home...\Walked? From where? response:	From Nakano
context: I'm Number 2 in this Academy...\Are you OK?\Sorry I am late!!\Gehh! Sakura! You're late again because of your part-time work?\Actually today is off-day\But since I don't have money for the train, I walked until here from home...\Walked? From where?\From Nakano response:	NAKANO???
context: Are you OK?\Sorry I am late!!\Gehh! Sakura! You're late again because of your part-time work?\Actually today is off-day\But since I don't have money for the train, I walked until here from home...\Walked? From where?\From Nakano\NAKANO??? response:	Carrying this???
context: Sorry I am late!!\Gehh! Sakura! You're late again because of your part-time work?\Actually today is off-day\But since I don't have money for the train, I walked until here from home...\Walked? From where?\From Nakano\NAKANO???\Carrying this??? response:	I wanted to practice but in the end I couldn't, not having much time...
context: Gehh! Sakura! You're late again because of your part-time work?\Actually today is off-day\But since I don't have money for the train, I walked until here from home...\Walked? From where?\From Nakano\NAKANO???\Carrying this???\I wanted to practice but in the end I couldn't, not having much time... response:	Hurry, get ready!
context: Actually today is off-day\But since I don't have money for the train, I walked until here from home...\Walked? From where?\From Nakano\NAKANO???\Carrying this???\I wanted to practice but in the end I couldn't, not having much time...\Hurry, get ready! response:	Hai!
context: But since I don't have money for the train, I walked until here from home...\Walked? From where?\From Nakano\NAKANO???\Carrying this???\I wanted to practice but in the end I couldn't, not having much time...\Hurry, get ready!\Hai! response:	We begin from the 1st movement!
context: Walked? From where?\From Nakano\NAKANO???\Carrying this???\I wanted to practice but in the end I couldn't, not having much time...\Hurry, get ready!\Hai!\We begin from the 1st movement! response:	Eh? Shinichi is Stresemann's pupil?
context: From Nakano\NAKANO???\Carrying this???\I wanted to practice but in the end I couldn't, not having much time...\Hurry, get ready!\Hai!\We begin from the 1st movement!\Eh? Shinichi is Stresemann's pupil? response:	It seems so, I heard he's also participating in the orchestra's practice.
context: NAKANO???\Carrying this???\I wanted to practice but in the end I couldn't, not having much time...\Hurry, get ready!\Hai!\We begin from the 1st movement!\Eh? Shinichi is Stresemann's pupil?\It seems so, I heard he's also participating in the orchestra's practice. response:	Oh My!!
context: Carrying this???\I wanted to practice but in the end I couldn't, not having much time...\Hurry, get ready!\Hai!\We begin from the 1st movement!\Eh? Shinichi is Stresemann's pupil?\It seems so, I heard he's also participating in the orchestra's practice.\Oh My!! response:	Tagaya-san DID NOT know it???
context: I wanted to practice but in the end I couldn't, not having much time...\Hurry, get ready!\Hai!\We begin from the 1st movement!\Eh? Shinichi is Stresemann's pupil?\It seems so, I heard he's also participating in the orchestra's practice.\Oh My!!\Tagaya-san DID NOT know it??? response:	Bukko! (Ugly Girl)
context: Hurry, get ready!\Hai!\We begin from the 1st movement!\Eh? Shinichi is Stresemann's pupil?\It seems so, I heard he's also participating in the orchestra's practice.\Oh My!!\Tagaya-san DID NOT know it???\Bukko! (Ugly Girl) response:	Aren't you in keep relationship with Chiaki-kun?
context: Hai!\We begin from the 1st movement!\Eh? Shinichi is Stresemann's pupil?\It seems so, I heard he's also participating in the orchestra's practice.\Oh My!!\Tagaya-san DID NOT know it???\Bukko! (Ugly Girl)\Aren't you in keep relationship with Chiaki-kun? response:	Accckkk!!
context: We begin from the 1st movement!\Eh? Shinichi is Stresemann's pupil?\It seems so, I heard he's also participating in the orchestra's practice.\Oh My!!\Tagaya-san DID NOT know it???\Bukko! (Ugly Girl)\Aren't you in keep relationship with Chiaki-kun?\Accckkk!! response:	Ex-keep relationship, my mistake!!
context: Eh? Shinichi is Stresemann's pupil?\It seems so, I heard he's also participating in the orchestra's practice.\Oh My!!\Tagaya-san DID NOT know it???\Bukko! (Ugly Girl)\Aren't you in keep relationship with Chiaki-kun?\Accckkk!!\Ex-keep relationship, my mistake!! response:	Rather than that, Shitanoma-san...
context: It seems so, I heard he's also participating in the orchestra's practice.\Oh My!!\Tagaya-san DID NOT know it???\Bukko! (Ugly Girl)\Aren't you in keep relationship with Chiaki-kun?\Accckkk!!\Ex-keep relationship, my mistake!!\Rather than that, Shitanoma-san... response:	Congratulation for winning the role of the heroine!
context: Oh My!!\Tagaya-san DID NOT know it???\Bukko! (Ugly Girl)\Aren't you in keep relationship with Chiaki-kun?\Accckkk!!\Ex-keep relationship, my mistake!!\Rather than that, Shitanoma-san...\Congratulation for winning the role of the heroine! response:	Thank you!
context: Tagaya-san DID NOT know it???\Bukko! (Ugly Girl)\Aren't you in keep relationship with Chiaki-kun?\Accckkk!!\Ex-keep relationship, my mistake!!\Rather than that, Shitanoma-san...\Congratulation for winning the role of the heroine!\Thank you! response:	Well, because you becomes the heroine in my place
context: Bukko! (Ugly Girl)\Aren't you in keep relationship with Chiaki-kun?\Accckkk!!\Ex-keep relationship, my mistake!!\Rather than that, Shitanoma-san...\Congratulation for winning the role of the heroine!\Thank you!\Well, because you becomes the heroine in my place response:	Do your best...
context: Aren't you in keep relationship with Chiaki-kun?\Accckkk!!\Ex-keep relationship, my mistake!!\Rather than that, Shitanoma-san...\Congratulation for winning the role of the heroine!\Thank you!\Well, because you becomes the heroine in my place\Do your best... response:	in dieting!
context: Accckkk!!\Ex-keep relationship, my mistake!!\Rather than that, Shitanoma-san...\Congratulation for winning the role of the heroine!\Thank you!\Well, because you becomes the heroine in my place\Do your best...\in dieting! response:	Hey! Don't run in the locker!
context: Ex-keep relationship, my mistake!!\Rather than that, Shitanoma-san...\Congratulation for winning the role of the heroine!\Thank you!\Well, because you becomes the heroine in my place\Do your best...\in dieting!\Hey! Don't run in the locker! response:	is that really true?
context: Rather than that, Shitanoma-san...\Congratulation for winning the role of the heroine!\Thank you!\Well, because you becomes the heroine in my place\Do your best...\in dieting!\Hey! Don't run in the locker!\is that really true? response:	That Shinichi is participating in A-Oke?
context: Congratulation for winning the role of the heroine!\Thank you!\Well, because you becomes the heroine in my place\Do your best...\in dieting!\Hey! Don't run in the locker!\is that really true?\That Shinichi is participating in A-Oke? response:	Not A, but S!
context: Thank you!\Well, because you becomes the heroine in my place\Do your best...\in dieting!\Hey! Don't run in the locker!\is that really true?\That Shinichi is participating in A-Oke?\Not A, but S! response:	S-Oke?
context: Well, because you becomes the heroine in my place\Do your best...\in dieting!\Hey! Don't run in the locker!\is that really true?\That Shinichi is participating in A-Oke?\Not A, but S!\S-Oke? response:	That Oke with the underachiever members?
context: Do your best...\in dieting!\Hey! Don't run in the locker!\is that really true?\That Shinichi is participating in A-Oke?\Not A, but S!\S-Oke?\That Oke with the underachiever members? response:	Violin!
context: in dieting!\Hey! Don't run in the locker!\is that really true?\That Shinichi is participating in A-Oke?\Not A, but S!\S-Oke?\That Oke with the underachiever members?\Violin! response:	Are you people really looking at the score? Violin!
context: Hey! Don't run in the locker!\is that really true?\That Shinichi is participating in A-Oke?\Not A, but S!\S-Oke?\That Oke with the underachiever members?\Violin!\Are you people really looking at the score? Violin! response:	Are you people really looking at the score?
context: is that really true?\That Shinichi is participating in A-Oke?\Not A, but S!\S-Oke?\That Oke with the underachiever members?\Violin!\Are you people really looking at the score? Violin!\Are you people really looking at the score? response:	the 29th...
context: That Shinichi is participating in A-Oke?\Not A, but S!\S-Oke?\That Oke with the underachiever members?\Violin!\Are you people really looking at the score? Violin!\Are you people really looking at the score?\the 29th... response:	From the 29st mark, from here, feel more of the ensemble,
context: Not A, but S!\S-Oke?\That Oke with the underachiever members?\Violin!\Are you people really looking at the score? Violin!\Are you people really looking at the score?\the 29th...\From the 29st mark, from here, feel more of the ensemble, response:	so to blend well together...
context: S-Oke?\That Oke with the underachiever members?\Violin!\Are you people really looking at the score? Violin!\Are you people really looking at the score?\the 29th...\From the 29st mark, from here, feel more of the ensemble,\so to blend well together... response:	Hai...
context: That Oke with the underachiever members?\Violin!\Are you people really looking at the score? Violin!\Are you people really looking at the score?\the 29th...\From the 29st mark, from here, feel more of the ensemble,\so to blend well together...\Hai... response:	And then you, Horn!
context: Violin!\Are you people really looking at the score? Violin!\Are you people really looking at the score?\the 29th...\From the 29st mark, from here, feel more of the ensemble,\so to blend well together...\Hai...\And then you, Horn! response:	Hai?
context: Are you people really looking at the score? Violin!\Are you people really looking at the score?\the 29th...\From the 29st mark, from here, feel more of the ensemble,\so to blend well together...\Hai...\And then you, Horn!\Hai? response:	At the start of the 89th mark, you may enter suddenly and directly here
context: Are you people really looking at the score?\the 29th...\From the 29st mark, from here, feel more of the ensemble,\so to blend well together...\Hai...\And then you, Horn!\Hai?\At the start of the 89th mark, you may enter suddenly and directly here response:	sync with each other, the two of you
context: the 29th...\From the 29st mark, from here, feel more of the ensemble,\so to blend well together...\Hai...\And then you, Horn!\Hai?\At the start of the 89th mark, you may enter suddenly and directly here\sync with each other, the two of you response:	Hai!
context: From the 29st mark, from here, feel more of the ensemble,\so to blend well together...\Hai...\And then you, Horn!\Hai?\At the start of the 89th mark, you may enter suddenly and directly here\sync with each other, the two of you\Hai! response:	And next, Kontrabass group!
context: so to blend well together...\Hai...\And then you, Horn!\Hai?\At the start of the 89th mark, you may enter suddenly and directly here\sync with each other, the two of you\Hai!\And next, Kontrabass group! response:	Hai
context: Hai...\And then you, Horn!\Hai?\At the start of the 89th mark, you may enter suddenly and directly here\sync with each other, the two of you\Hai!\And next, Kontrabass group!\Hai response:	You!
context: And then you, Horn!\Hai?\At the start of the 89th mark, you may enter suddenly and directly here\sync with each other, the two of you\Hai!\And next, Kontrabass group!\Hai\You! response:	Practice before coming here.
