context: My first kiss under the moonlight with my adored Tuxedo Mask! response:	And yet, and yet...
context: Nephrite can be ousted any time we please.\We shall take this opportunity to see just how skilled he is.\What? A princess?\Yes. I'm thinking that the princess of the Diamond Kingdom\just might be the princess we've been looking for.\No way!\Not necessarily. We can't completely ignore Luna's intuition.\I think there is a need to check into this. response:	How?
context: We shall take this opportunity to see just how skilled he is.\What? A princess?\Yes. I'm thinking that the princess of the Diamond Kingdom\just might be the princess we've been looking for.\No way!\Not necessarily. We can't completely ignore Luna's intuition.\I think there is a need to check into this.\How? response:	Princess Diamond is surrounded by lots of bodyguards.
context: What? A princess?\Yes. I'm thinking that the princess of the Diamond Kingdom\just might be the princess we've been looking for.\No way!\Not necessarily. We can't completely ignore Luna's intuition.\I think there is a need to check into this.\How?\Princess Diamond is surrounded by lots of bodyguards. response:	And we can't get into the hall that the dinner party's being held at.
context: Yes. I'm thinking that the princess of the Diamond Kingdom\just might be the princess we've been looking for.\No way!\Not necessarily. We can't completely ignore Luna's intuition.\I think there is a need to check into this.\How?\Princess Diamond is surrounded by lots of bodyguards.\And we can't get into the hall that the dinner party's being held at. response:	We know all that!
context: just might be the princess we've been looking for.\No way!\Not necessarily. We can't completely ignore Luna's intuition.\I think there is a need to check into this.\How?\Princess Diamond is surrounded by lots of bodyguards.\And we can't get into the hall that the dinner party's being held at.\We know all that! response:	Our mission is to use our brains to find a way around that, remember?!
context: No way!\Not necessarily. We can't completely ignore Luna's intuition.\I think there is a need to check into this.\How?\Princess Diamond is surrounded by lots of bodyguards.\And we can't get into the hall that the dinner party's being held at.\We know all that!\Our mission is to use our brains to find a way around that, remember?! response:	Rei, you don't have to pin me with such a scary look!
context: Not necessarily. We can't completely ignore Luna's intuition.\I think there is a need to check into this.\How?\Princess Diamond is surrounded by lots of bodyguards.\And we can't get into the hall that the dinner party's being held at.\We know all that!\Our mission is to use our brains to find a way around that, remember?!\Rei, you don't have to pin me with such a scary look! response:	Don't cry to gloss things over!
context: I think there is a need to check into this.\How?\Princess Diamond is surrounded by lots of bodyguards.\And we can't get into the hall that the dinner party's being held at.\We know all that!\Our mission is to use our brains to find a way around that, remember?!\Rei, you don't have to pin me with such a scary look!\Don't cry to gloss things over! response:	Anyway, let's go to an area close to the dinner party tonight.
context: How?\Princess Diamond is surrounded by lots of bodyguards.\And we can't get into the hall that the dinner party's being held at.\We know all that!\Our mission is to use our brains to find a way around that, remember?!\Rei, you don't have to pin me with such a scary look!\Don't cry to gloss things over!\Anyway, let's go to an area close to the dinner party tonight. response:	And we'll wait for a chance to check whether Princess Diamond
context: Princess Diamond is surrounded by lots of bodyguards.\And we can't get into the hall that the dinner party's being held at.\We know all that!\Our mission is to use our brains to find a way around that, remember?!\Rei, you don't have to pin me with such a scary look!\Don't cry to gloss things over!\Anyway, let's go to an area close to the dinner party tonight.\And we'll wait for a chance to check whether Princess Diamond response:	really is the princess we've been looking for.
context: And we can't get into the hall that the dinner party's being held at.\We know all that!\Our mission is to use our brains to find a way around that, remember?!\Rei, you don't have to pin me with such a scary look!\Don't cry to gloss things over!\Anyway, let's go to an area close to the dinner party tonight.\And we'll wait for a chance to check whether Princess Diamond\really is the princess we've been looking for. response:	Okay.
context: We know all that!\Our mission is to use our brains to find a way around that, remember?!\Rei, you don't have to pin me with such a scary look!\Don't cry to gloss things over!\Anyway, let's go to an area close to the dinner party tonight.\And we'll wait for a chance to check whether Princess Diamond\really is the princess we've been looking for.\Okay. response:	Usagi, I need you to have a more passionate sense of duty!
context: Our mission is to use our brains to find a way around that, remember?!\Rei, you don't have to pin me with such a scary look!\Don't cry to gloss things over!\Anyway, let's go to an area close to the dinner party tonight.\And we'll wait for a chance to check whether Princess Diamond\really is the princess we've been looking for.\Okay.\Usagi, I need you to have a more passionate sense of duty! response:	I'm home!
context: Rei, you don't have to pin me with such a scary look!\Don't cry to gloss things over!\Anyway, let's go to an area close to the dinner party tonight.\And we'll wait for a chance to check whether Princess Diamond\really is the princess we've been looking for.\Okay.\Usagi, I need you to have a more passionate sense of duty!\I'm home! response:	Oh, Dad, what's up? Why are you all dressed up?
context: Don't cry to gloss things over!\Anyway, let's go to an area close to the dinner party tonight.\And we'll wait for a chance to check whether Princess Diamond\really is the princess we've been looking for.\Okay.\Usagi, I need you to have a more passionate sense of duty!\I'm home!\Oh, Dad, what's up? Why are you all dressed up? response:	I'm going to the Diamond Kingdom embassy.
context: Anyway, let's go to an area close to the dinner party tonight.\And we'll wait for a chance to check whether Princess Diamond\really is the princess we've been looking for.\Okay.\Usagi, I need you to have a more passionate sense of duty!\I'm home!\Oh, Dad, what's up? Why are you all dressed up?\I'm going to the Diamond Kingdom embassy. response:	What?! The dinner party?! No fair! I wanna get in, too!
context: And we'll wait for a chance to check whether Princess Diamond\really is the princess we've been looking for.\Okay.\Usagi, I need you to have a more passionate sense of duty!\I'm home!\Oh, Dad, what's up? Why are you all dressed up?\I'm going to the Diamond Kingdom embassy.\What?! The dinner party?! No fair! I wanna get in, too! response:	Dad's going there as a magazine reporter. It's work.
context: really is the princess we've been looking for.\Okay.\Usagi, I need you to have a more passionate sense of duty!\I'm home!\Oh, Dad, what's up? Why are you all dressed up?\I'm going to the Diamond Kingdom embassy.\What?! The dinner party?! No fair! I wanna get in, too!\Dad's going there as a magazine reporter. It's work. response:	Later. I'll tell you everything when I get back.
context: Okay.\Usagi, I need you to have a more passionate sense of duty!\I'm home!\Oh, Dad, what's up? Why are you all dressed up?\I'm going to the Diamond Kingdom embassy.\What?! The dinner party?! No fair! I wanna get in, too!\Dad's going there as a magazine reporter. It's work.\Later. I'll tell you everything when I get back. response:	I'm going to get inside, no matter what! Oh, I know!
context: Usagi, I need you to have a more passionate sense of duty!\I'm home!\Oh, Dad, what's up? Why are you all dressed up?\I'm going to the Diamond Kingdom embassy.\What?! The dinner party?! No fair! I wanna get in, too!\Dad's going there as a magazine reporter. It's work.\Later. I'll tell you everything when I get back.\I'm going to get inside, no matter what! Oh, I know! response:	What are you going to do?
context: I'm home!\Oh, Dad, what's up? Why are you all dressed up?\I'm going to the Diamond Kingdom embassy.\What?! The dinner party?! No fair! I wanna get in, too!\Dad's going there as a magazine reporter. It's work.\Later. I'll tell you everything when I get back.\I'm going to get inside, no matter what! Oh, I know!\What are you going to do? response:	Oh, you can't!
context: Oh, Dad, what's up? Why are you all dressed up?\I'm going to the Diamond Kingdom embassy.\What?! The dinner party?! No fair! I wanna get in, too!\Dad's going there as a magazine reporter. It's work.\Later. I'll tell you everything when I get back.\I'm going to get inside, no matter what! Oh, I know!\What are you going to do?\Oh, you can't! response:	Moon Power! Turn me into a pretty princess!
context: I'm going to the Diamond Kingdom embassy.\What?! The dinner party?! No fair! I wanna get in, too!\Dad's going there as a magazine reporter. It's work.\Later. I'll tell you everything when I get back.\I'm going to get inside, no matter what! Oh, I know!\What are you going to do?\Oh, you can't!\Moon Power! Turn me into a pretty princess! response:	Look at my dress! It's wonderful!
context: What?! The dinner party?! No fair! I wanna get in, too!\Dad's going there as a magazine reporter. It's work.\Later. I'll tell you everything when I get back.\I'm going to get inside, no matter what! Oh, I know!\What are you going to do?\Oh, you can't!\Moon Power! Turn me into a pretty princess!\Look at my dress! It's wonderful! response:	Honestly! You can't use the transforming pen
context: Dad's going there as a magazine reporter. It's work.\Later. I'll tell you everything when I get back.\I'm going to get inside, no matter what! Oh, I know!\What are you going to do?\Oh, you can't!\Moon Power! Turn me into a pretty princess!\Look at my dress! It's wonderful!\Honestly! You can't use the transforming pen response:	like it's some kind of toy!
context: Later. I'll tell you everything when I get back.\I'm going to get inside, no matter what! Oh, I know!\What are you going to do?\Oh, you can't!\Moon Power! Turn me into a pretty princess!\Look at my dress! It's wonderful!\Honestly! You can't use the transforming pen\like it's some kind of toy! response:	You're wrong!
context: I'm going to get inside, no matter what! Oh, I know!\What are you going to do?\Oh, you can't!\Moon Power! Turn me into a pretty princess!\Look at my dress! It's wonderful!\Honestly! You can't use the transforming pen\like it's some kind of toy!\You're wrong! response:	I have a mission!
context: What are you going to do?\Oh, you can't!\Moon Power! Turn me into a pretty princess!\Look at my dress! It's wonderful!\Honestly! You can't use the transforming pen\like it's some kind of toy!\You're wrong!\I have a mission! response:	I did this so I can find out if Princess Diamond
context: Oh, you can't!\Moon Power! Turn me into a pretty princess!\Look at my dress! It's wonderful!\Honestly! You can't use the transforming pen\like it's some kind of toy!\You're wrong!\I have a mission!\I did this so I can find out if Princess Diamond response:	is the princess we've been looking for.
context: Moon Power! Turn me into a pretty princess!\Look at my dress! It's wonderful!\Honestly! You can't use the transforming pen\like it's some kind of toy!\You're wrong!\I have a mission!\I did this so I can find out if Princess Diamond\is the princess we've been looking for. response:	Really?
context: Look at my dress! It's wonderful!\Honestly! You can't use the transforming pen\like it's some kind of toy!\You're wrong!\I have a mission!\I did this so I can find out if Princess Diamond\is the princess we've been looking for.\Really? response:	This is useless.
context: Honestly! You can't use the transforming pen\like it's some kind of toy!\You're wrong!\I have a mission!\I did this so I can find out if Princess Diamond\is the princess we've been looking for.\Really?\This is useless. response:	The Silver Crystal...
context: like it's some kind of toy!\You're wrong!\I have a mission!\I did this so I can find out if Princess Diamond\is the princess we've been looking for.\Really?\This is useless.\The Silver Crystal... response:	Look for the Silver Crystal!
context: You're wrong!\I have a mission!\I did this so I can find out if Princess Diamond\is the princess we've been looking for.\Really?\This is useless.\The Silver Crystal...\Look for the Silver Crystal! response:	What is the Silver Crystal?
context: I have a mission!\I did this so I can find out if Princess Diamond\is the princess we've been looking for.\Really?\This is useless.\The Silver Crystal...\Look for the Silver Crystal!\What is the Silver Crystal? response:	It's the same dream again.
context: I did this so I can find out if Princess Diamond\is the princess we've been looking for.\Really?\This is useless.\The Silver Crystal...\Look for the Silver Crystal!\What is the Silver Crystal?\It's the same dream again. response:	Diamond Kingdom Embassy
context: is the princess we've been looking for.\Really?\This is useless.\The Silver Crystal...\Look for the Silver Crystal!\What is the Silver Crystal?\It's the same dream again.\Diamond Kingdom Embassy response:	So, this is the place for the dinner party.
context: Really?\This is useless.\The Silver Crystal...\Look for the Silver Crystal!\What is the Silver Crystal?\It's the same dream again.\Diamond Kingdom Embassy\So, this is the place for the dinner party. response:	Oh, Usagi!
context: This is useless.\The Silver Crystal...\Look for the Silver Crystal!\What is the Silver Crystal?\It's the same dream again.\Diamond Kingdom Embassy\So, this is the place for the dinner party.\Oh, Usagi! response:	Usagi! Oh, Usagi!
context: The Silver Crystal...\Look for the Silver Crystal!\What is the Silver Crystal?\It's the same dream again.\Diamond Kingdom Embassy\So, this is the place for the dinner party.\Oh, Usagi!\Usagi! Oh, Usagi! response:	Usagi!
context: Look for the Silver Crystal!\What is the Silver Crystal?\It's the same dream again.\Diamond Kingdom Embassy\So, this is the place for the dinner party.\Oh, Usagi!\Usagi! Oh, Usagi!\Usagi! response:	Excuse me, your invitation?
context: What is the Silver Crystal?\It's the same dream again.\Diamond Kingdom Embassy\So, this is the place for the dinner party.\Oh, Usagi!\Usagi! Oh, Usagi!\Usagi!\Excuse me, your invitation? response:	I am the princess of the Ivanovich Kingdom!
context: It's the same dream again.\Diamond Kingdom Embassy\So, this is the place for the dinner party.\Oh, Usagi!\Usagi! Oh, Usagi!\Usagi!\Excuse me, your invitation?\I am the princess of the Ivanovich Kingdom! response:	What? Ivanovich Kingdom?
context: Diamond Kingdom Embassy\So, this is the place for the dinner party.\Oh, Usagi!\Usagi! Oh, Usagi!\Usagi!\Excuse me, your invitation?\I am the princess of the Ivanovich Kingdom!\What? Ivanovich Kingdom? response:	Talk about close.
context: So, this is the place for the dinner party.\Oh, Usagi!\Usagi! Oh, Usagi!\Usagi!\Excuse me, your invitation?\I am the princess of the Ivanovich Kingdom!\What? Ivanovich Kingdom?\Talk about close. response:	Wow! A masquerade!
context: Oh, Usagi!\Usagi! Oh, Usagi!\Usagi!\Excuse me, your invitation?\I am the princess of the Ivanovich Kingdom!\What? Ivanovich Kingdom?\Talk about close.\Wow! A masquerade! response:	It's wonderful! It's like something from a foreign movie!
context: Usagi! Oh, Usagi!\Usagi!\Excuse me, your invitation?\I am the princess of the Ivanovich Kingdom!\What? Ivanovich Kingdom?\Talk about close.\Wow! A masquerade!\It's wonderful! It's like something from a foreign movie! response:	That is Naru Osaka.
context: Usagi!\Excuse me, your invitation?\I am the princess of the Ivanovich Kingdom!\What? Ivanovich Kingdom?\Talk about close.\Wow! A masquerade!\It's wonderful! It's like something from a foreign movie!\That is Naru Osaka. response:	This is perfect.
context: Excuse me, your invitation?\I am the princess of the Ivanovich Kingdom!\What? Ivanovich Kingdom?\Talk about close.\Wow! A masquerade!\It's wonderful! It's like something from a foreign movie!\That is Naru Osaka.\This is perfect. response:	Excuse me, Miss, would you please dance with me?
context: I am the princess of the Ivanovich Kingdom!\What? Ivanovich Kingdom?\Talk about close.\Wow! A masquerade!\It's wonderful! It's like something from a foreign movie!\That is Naru Osaka.\This is perfect.\Excuse me, Miss, would you please dance with me? response:	What?
context: What? Ivanovich Kingdom?\Talk about close.\Wow! A masquerade!\It's wonderful! It's like something from a foreign movie!\That is Naru Osaka.\This is perfect.\Excuse me, Miss, would you please dance with me?\What? response:	It's me.
context: Talk about close.\Wow! A masquerade!\It's wonderful! It's like something from a foreign movie!\That is Naru Osaka.\This is perfect.\Excuse me, Miss, would you please dance with me?\What?\It's me. response:	Mr. Sanjoin!
context: Wow! A masquerade!\It's wonderful! It's like something from a foreign movie!\That is Naru Osaka.\This is perfect.\Excuse me, Miss, would you please dance with me?\What?\It's me.\Mr. Sanjoin! response:	Did you come here by yourself?
context: It's wonderful! It's like something from a foreign movie!\That is Naru Osaka.\This is perfect.\Excuse me, Miss, would you please dance with me?\What?\It's me.\Mr. Sanjoin!\Did you come here by yourself? response:	Yes... Did you come here by yourself?
context: That is Naru Osaka.\This is perfect.\Excuse me, Miss, would you please dance with me?\What?\It's me.\Mr. Sanjoin!\Did you come here by yourself?\Yes... Did you come here by yourself? response:	Yes...
context: This is perfect.\Excuse me, Miss, would you please dance with me?\What?\It's me.\Mr. Sanjoin!\Did you come here by yourself?\Yes... Did you come here by yourself?\Yes... response:	I came here in place of my mom.
context: Excuse me, Miss, would you please dance with me?\What?\It's me.\Mr. Sanjoin!\Did you come here by yourself?\Yes... Did you come here by yourself?\Yes...\I came here in place of my mom. response:	I never expected to see you here.
context: What?\It's me.\Mr. Sanjoin!\Did you come here by yourself?\Yes... Did you come here by yourself?\Yes...\I came here in place of my mom.\I never expected to see you here. response:	You have made my day!
context: It's me.\Mr. Sanjoin!\Did you come here by yourself?\Yes... Did you come here by yourself?\Yes...\I came here in place of my mom.\I never expected to see you here.\You have made my day! response:	Mr. Sanjoin.
context: Mr. Sanjoin!\Did you come here by yourself?\Yes... Did you come here by yourself?\Yes...\I came here in place of my mom.\I never expected to see you here.\You have made my day!\Mr. Sanjoin. response:	Oh, lucky Naru. She's already found a partner.
context: Did you come here by yourself?\Yes... Did you come here by yourself?\Yes...\I came here in place of my mom.\I never expected to see you here.\You have made my day!\Mr. Sanjoin.\Oh, lucky Naru. She's already found a partner. response:	She looks just like Usagi.
context: Yes... Did you come here by yourself?\Yes...\I came here in place of my mom.\I never expected to see you here.\You have made my day!\Mr. Sanjoin.\Oh, lucky Naru. She's already found a partner.\She looks just like Usagi. response:	I wonder if Usagi will be as beautiful when she grows up?
context: Yes...\I came here in place of my mom.\I never expected to see you here.\You have made my day!\Mr. Sanjoin.\Oh, lucky Naru. She's already found a partner.\She looks just like Usagi.\I wonder if Usagi will be as beautiful when she grows up? response:	Oh, it's Dad!
context: I came here in place of my mom.\I never expected to see you here.\You have made my day!\Mr. Sanjoin.\Oh, lucky Naru. She's already found a partner.\She looks just like Usagi.\I wonder if Usagi will be as beautiful when she grows up?\Oh, it's Dad! response:	He's taking pictures without even realizing who I am.
context: I never expected to see you here.\You have made my day!\Mr. Sanjoin.\Oh, lucky Naru. She's already found a partner.\She looks just like Usagi.\I wonder if Usagi will be as beautiful when she grows up?\Oh, it's Dad!\He's taking pictures without even realizing who I am. response:	Excuse me!
context: You have made my day!\Mr. Sanjoin.\Oh, lucky Naru. She's already found a partner.\She looks just like Usagi.\I wonder if Usagi will be as beautiful when she grows up?\Oh, it's Dad!\He's taking pictures without even realizing who I am.\Excuse me! response:	Oh, no! Excuse me!
context: Mr. Sanjoin.\Oh, lucky Naru. She's already found a partner.\She looks just like Usagi.\I wonder if Usagi will be as beautiful when she grows up?\Oh, it's Dad!\He's taking pictures without even realizing who I am.\Excuse me!\Oh, no! Excuse me! response:	Oh, no!
context: Oh, lucky Naru. She's already found a partner.\She looks just like Usagi.\I wonder if Usagi will be as beautiful when she grows up?\Oh, it's Dad!\He's taking pictures without even realizing who I am.\Excuse me!\Oh, no! Excuse me!\Oh, no! response:	If the Diamond Kingdom's secret treasure is the Silver Crystal,
context: She looks just like Usagi.\I wonder if Usagi will be as beautiful when she grows up?\Oh, it's Dad!\He's taking pictures without even realizing who I am.\Excuse me!\Oh, no! Excuse me!\Oh, no!\If the Diamond Kingdom's secret treasure is the Silver Crystal, response:	Let's see... Let's see...
context: I wonder if Usagi will be as beautiful when she grows up?\Oh, it's Dad!\He's taking pictures without even realizing who I am.\Excuse me!\Oh, no! Excuse me!\Oh, no!\If the Diamond Kingdom's secret treasure is the Silver Crystal,\Let's see... Let's see... response:	That girl...
context: Oh, it's Dad!\He's taking pictures without even realizing who I am.\Excuse me!\Oh, no! Excuse me!\Oh, no!\If the Diamond Kingdom's secret treasure is the Silver Crystal,\Let's see... Let's see...\That girl... response:	In a distant past...
context: He's taking pictures without even realizing who I am.\Excuse me!\Oh, no! Excuse me!\Oh, no!\If the Diamond Kingdom's secret treasure is the Silver Crystal,\Let's see... Let's see...\That girl...\In a distant past... response:	I feel like I've seen her before.
context: Excuse me!\Oh, no! Excuse me!\Oh, no!\If the Diamond Kingdom's secret treasure is the Silver Crystal,\Let's see... Let's see...\That girl...\In a distant past...\I feel like I've seen her before. response:	Mr. Sanjoin is so wonderful.
context: Oh, no! Excuse me!\Oh, no!\If the Diamond Kingdom's secret treasure is the Silver Crystal,\Let's see... Let's see...\That girl...\In a distant past...\I feel like I've seen her before.\Mr. Sanjoin is so wonderful. response:	I don't care what happens to me anymore.
context: Oh, no!\If the Diamond Kingdom's secret treasure is the Silver Crystal,\Let's see... Let's see...\That girl...\In a distant past...\I feel like I've seen her before.\Mr. Sanjoin is so wonderful.\I don't care what happens to me anymore. response:	You are like a star shining in the heavens!
context: If the Diamond Kingdom's secret treasure is the Silver Crystal,\Let's see... Let's see...\That girl...\In a distant past...\I feel like I've seen her before.\Mr. Sanjoin is so wonderful.\I don't care what happens to me anymore.\You are like a star shining in the heavens! response:	Please look at me.
context: Let's see... Let's see...\That girl...\In a distant past...\I feel like I've seen her before.\Mr. Sanjoin is so wonderful.\I don't care what happens to me anymore.\You are like a star shining in the heavens!\Please look at me. response:	Yes...
context: That girl...\In a distant past...\I feel like I've seen her before.\Mr. Sanjoin is so wonderful.\I don't care what happens to me anymore.\You are like a star shining in the heavens!\Please look at me.\Yes... response:	Naru Osaka, you are now under my control!
context: In a distant past...\I feel like I've seen her before.\Mr. Sanjoin is so wonderful.\I don't care what happens to me anymore.\You are like a star shining in the heavens!\Please look at me.\Yes...\Naru Osaka, you are now under my control! response:	Yes.
context: I feel like I've seen her before.\Mr. Sanjoin is so wonderful.\I don't care what happens to me anymore.\You are like a star shining in the heavens!\Please look at me.\Yes...\Naru Osaka, you are now under my control!\Yes. response:	I transformed into a princess, but it's no fun if I'm alone.
context: Mr. Sanjoin is so wonderful.\I don't care what happens to me anymore.\You are like a star shining in the heavens!\Please look at me.\Yes...\Naru Osaka, you are now under my control!\Yes.\I transformed into a princess, but it's no fun if I'm alone. response:	Would you care to dance?
context: I don't care what happens to me anymore.\You are like a star shining in the heavens!\Please look at me.\Yes...\Naru Osaka, you are now under my control!\Yes.\I transformed into a princess, but it's no fun if I'm alone.\Would you care to dance? response:	Oh, Tuxedo Mask! Would you care to dance?
context: You are like a star shining in the heavens!\Please look at me.\Yes...\Naru Osaka, you are now under my control!\Yes.\I transformed into a princess, but it's no fun if I'm alone.\Would you care to dance?\Oh, Tuxedo Mask! Would you care to dance? response:	Oh, Tuxedo Mask!
context: Please look at me.\Yes...\Naru Osaka, you are now under my control!\Yes.\I transformed into a princess, but it's no fun if I'm alone.\Would you care to dance?\Oh, Tuxedo Mask! Would you care to dance?\Oh, Tuxedo Mask! response:	No way! It can't be! How could this be? It's like a dream!
context: Yes...\Naru Osaka, you are now under my control!\Yes.\I transformed into a princess, but it's no fun if I'm alone.\Would you care to dance?\Oh, Tuxedo Mask! Would you care to dance?\Oh, Tuxedo Mask!\No way! It can't be! How could this be? It's like a dream! response:	What is this? It's strange...
context: Naru Osaka, you are now under my control!\Yes.\I transformed into a princess, but it's no fun if I'm alone.\Would you care to dance?\Oh, Tuxedo Mask! Would you care to dance?\Oh, Tuxedo Mask!\No way! It can't be! How could this be? It's like a dream!\What is this? It's strange... response:	I feel like I've danced with him before, a long time ago.
context: Yes.\I transformed into a princess, but it's no fun if I'm alone.\Would you care to dance?\Oh, Tuxedo Mask! Would you care to dance?\Oh, Tuxedo Mask!\No way! It can't be! How could this be? It's like a dream!\What is this? It's strange...\I feel like I've danced with him before, a long time ago. response:	Who are you?
context: I transformed into a princess, but it's no fun if I'm alone.\Would you care to dance?\Oh, Tuxedo Mask! Would you care to dance?\Oh, Tuxedo Mask!\No way! It can't be! How could this be? It's like a dream!\What is this? It's strange...\I feel like I've danced with him before, a long time ago.\Who are you? response:	I'm Naru! I'm a friend of Princess Diamond!
context: Would you care to dance?\Oh, Tuxedo Mask! Would you care to dance?\Oh, Tuxedo Mask!\No way! It can't be! How could this be? It's like a dream!\What is this? It's strange...\I feel like I've danced with him before, a long time ago.\Who are you?\I'm Naru! I'm a friend of Princess Diamond! response:	What did you say?
context: Oh, Tuxedo Mask! Would you care to dance?\Oh, Tuxedo Mask!\No way! It can't be! How could this be? It's like a dream!\What is this? It's strange...\I feel like I've danced with him before, a long time ago.\Who are you?\I'm Naru! I'm a friend of Princess Diamond!\What did you say? response:	Everyone is just interested in the secret treasure.
context: Oh, Tuxedo Mask!\No way! It can't be! How could this be? It's like a dream!\What is this? It's strange...\I feel like I've danced with him before, a long time ago.\Who are you?\I'm Naru! I'm a friend of Princess Diamond!\What did you say?\Everyone is just interested in the secret treasure. response:	I only wish I was more beautiful...
context: No way! It can't be! How could this be? It's like a dream!\What is this? It's strange...\I feel like I've danced with him before, a long time ago.\Who are you?\I'm Naru! I'm a friend of Princess Diamond!\What did you say?\Everyone is just interested in the secret treasure.\I only wish I was more beautiful... response:	I know I'm just a throw-in with the secret treasure.
context: What is this? It's strange...\I feel like I've danced with him before, a long time ago.\Who are you?\I'm Naru! I'm a friend of Princess Diamond!\What did you say?\Everyone is just interested in the secret treasure.\I only wish I was more beautiful...\I know I'm just a throw-in with the secret treasure. response:	Princess, someone calling herself your friend...
context: I feel like I've danced with him before, a long time ago.\Who are you?\I'm Naru! I'm a friend of Princess Diamond!\What did you say?\Everyone is just interested in the secret treasure.\I only wish I was more beautiful...\I know I'm just a throw-in with the secret treasure.\Princess, someone calling herself your friend... response:	I'm Naru! May I come in?
context: Who are you?\I'm Naru! I'm a friend of Princess Diamond!\What did you say?\Everyone is just interested in the secret treasure.\I only wish I was more beautiful...\I know I'm just a throw-in with the secret treasure.\Princess, someone calling herself your friend...\I'm Naru! May I come in? response:	Oh, please!
context: I'm Naru! I'm a friend of Princess Diamond!\What did you say?\Everyone is just interested in the secret treasure.\I only wish I was more beautiful...\I know I'm just a throw-in with the secret treasure.\Princess, someone calling herself your friend...\I'm Naru! May I come in?\Oh, please! response:	You seem like a fun person. May I help you?
context: What did you say?\Everyone is just interested in the secret treasure.\I only wish I was more beautiful...\I know I'm just a throw-in with the secret treasure.\Princess, someone calling herself your friend...\I'm Naru! May I come in?\Oh, please!\You seem like a fun person. May I help you? response:	All I want is the legendary secret treasure!
context: Everyone is just interested in the secret treasure.\I only wish I was more beautiful...\I know I'm just a throw-in with the secret treasure.\Princess, someone calling herself your friend...\I'm Naru! May I come in?\Oh, please!\You seem like a fun person. May I help you?\All I want is the legendary secret treasure! response:	What's going on?
context: I only wish I was more beautiful...\I know I'm just a throw-in with the secret treasure.\Princess, someone calling herself your friend...\I'm Naru! May I come in?\Oh, please!\You seem like a fun person. May I help you?\All I want is the legendary secret treasure!\What's going on? response:	Move! Out of my way!
context: I know I'm just a throw-in with the secret treasure.\Princess, someone calling herself your friend...\I'm Naru! May I come in?\Oh, please!\You seem like a fun person. May I help you?\All I want is the legendary secret treasure!\What's going on?\Move! Out of my way! response:	The legendary secret treasure is mine!
context: Princess, someone calling herself your friend...\I'm Naru! May I come in?\Oh, please!\You seem like a fun person. May I help you?\All I want is the legendary secret treasure!\What's going on?\Move! Out of my way!\The legendary secret treasure is mine! response:	Princess Diamond!
context: I'm Naru! May I come in?\Oh, please!\You seem like a fun person. May I help you?\All I want is the legendary secret treasure!\What's going on?\Move! Out of my way!\The legendary secret treasure is mine!\Princess Diamond! response:	Something is wrong!
context: Oh, please!\You seem like a fun person. May I help you?\All I want is the legendary secret treasure!\What's going on?\Move! Out of my way!\The legendary secret treasure is mine!\Princess Diamond!\Something is wrong! response:	Has she lost her mind?
context: You seem like a fun person. May I help you?\All I want is the legendary secret treasure!\What's going on?\Move! Out of my way!\The legendary secret treasure is mine!\Princess Diamond!\Something is wrong!\Has she lost her mind? response:	Usagi, it's terrible! Terrible!
context: All I want is the legendary secret treasure!\What's going on?\Move! Out of my way!\The legendary secret treasure is mine!\Princess Diamond!\Something is wrong!\Has she lost her mind?\Usagi, it's terrible! Terrible! response:	Princess Diamond has gone to the balcony with the secret treasure!
context: What's going on?\Move! Out of my way!\The legendary secret treasure is mine!\Princess Diamond!\Something is wrong!\Has she lost her mind?\Usagi, it's terrible! Terrible!\Princess Diamond has gone to the balcony with the secret treasure! response:	What?!
context: Move! Out of my way!\The legendary secret treasure is mine!\Princess Diamond!\Something is wrong!\Has she lost her mind?\Usagi, it's terrible! Terrible!\Princess Diamond has gone to the balcony with the secret treasure!\What?! response:	Oh, Nephrite!
context: The legendary secret treasure is mine!\Princess Diamond!\Something is wrong!\Has she lost her mind?\Usagi, it's terrible! Terrible!\Princess Diamond has gone to the balcony with the secret treasure!\What?!\Oh, Nephrite! response:	Oh, Princess Diamond, please wake up!
context: Princess Diamond!\Something is wrong!\Has she lost her mind?\Usagi, it's terrible! Terrible!\Princess Diamond has gone to the balcony with the secret treasure!\What?!\Oh, Nephrite!\Oh, Princess Diamond, please wake up! response:	Let go!
context: Something is wrong!\Has she lost her mind?\Usagi, it's terrible! Terrible!\Princess Diamond has gone to the balcony with the secret treasure!\What?!\Oh, Nephrite!\Oh, Princess Diamond, please wake up!\Let go! response:	I'm falling! Let go!
context: Has she lost her mind?\Usagi, it's terrible! Terrible!\Princess Diamond has gone to the balcony with the secret treasure!\What?!\Oh, Nephrite!\Oh, Princess Diamond, please wake up!\Let go!\I'm falling! Let go! response:	I'm falling!
context: Usagi, it's terrible! Terrible!\Princess Diamond has gone to the balcony with the secret treasure!\What?!\Oh, Nephrite!\Oh, Princess Diamond, please wake up!\Let go!\I'm falling! Let go!\I'm falling! response:	Usagi!
context: Princess Diamond has gone to the balcony with the secret treasure!\What?!\Oh, Nephrite!\Oh, Princess Diamond, please wake up!\Let go!\I'm falling! Let go!\I'm falling!\Usagi! response:	Tuxedo Mask?
context: What?!\Oh, Nephrite!\Oh, Princess Diamond, please wake up!\Let go!\I'm falling! Let go!\I'm falling!\Usagi!\Tuxedo Mask? response:	Both of you can fall and die together!
