context: -OP- response:	Looks like it wasn't just you.
context: So, you did like Menma... didn't you?\Shut up.\Jinta!\Huh?\We stopped by because we heard a good boy named Jinta lived here.\What's this? My good boy radar is going off!\Beep beep beep!\Hey, Menma... response:	We're not Menma.
context: Shut up.\Jinta!\Huh?\We stopped by because we heard a good boy named Jinta lived here.\What's this? My good boy radar is going off!\Beep beep beep!\Hey, Menma...\We're not Menma. response:	We're a stuffed animal and a Kokeshi spirit!
context: Jinta!\Huh?\We stopped by because we heard a good boy named Jinta lived here.\What's this? My good boy radar is going off!\Beep beep beep!\Hey, Menma...\We're not Menma.\We're a stuffed animal and a Kokeshi spirit! response:	Just kidding!
context: Huh?\We stopped by because we heard a good boy named Jinta lived here.\What's this? My good boy radar is going off!\Beep beep beep!\Hey, Menma...\We're not Menma.\We're a stuffed animal and a Kokeshi spirit!\Just kidding! response:	I'm really Menma!
context: We stopped by because we heard a good boy named Jinta lived here.\What's this? My good boy radar is going off!\Beep beep beep!\Hey, Menma...\We're not Menma.\We're a stuffed animal and a Kokeshi spirit!\Just kidding!\I'm really Menma! response:	Really Menma?
context: What's this? My good boy radar is going off!\Beep beep beep!\Hey, Menma...\We're not Menma.\We're a stuffed animal and a Kokeshi spirit!\Just kidding!\I'm really Menma!\Really Menma? response:	You really don't change.
context: Beep beep beep!\Hey, Menma...\We're not Menma.\We're a stuffed animal and a Kokeshi spirit!\Just kidding!\I'm really Menma!\Really Menma?\You really don't change. response:	Whaaat!
context: Hey, Menma...\We're not Menma.\We're a stuffed animal and a Kokeshi spirit!\Just kidding!\I'm really Menma!\Really Menma?\You really don't change.\Whaaat! response:	Don't worry about it.
context: We're not Menma.\We're a stuffed animal and a Kokeshi spirit!\Just kidding!\I'm really Menma!\Really Menma?\You really don't change.\Whaaat!\Don't worry about it. response:	Stop it, Jintan!
context: We're a stuffed animal and a Kokeshi spirit!\Just kidding!\I'm really Menma!\Really Menma?\You really don't change.\Whaaat!\Don't worry about it.\Stop it, Jintan! response:	Hey, Jintan.
context: Just kidding!\I'm really Menma!\Really Menma?\You really don't change.\Whaaat!\Don't worry about it.\Stop it, Jintan!\Hey, Jintan. response:	You like Menma... don't you?
context: I'm really Menma!\Really Menma?\You really don't change.\Whaaat!\Don't worry about it.\Stop it, Jintan!\Hey, Jintan.\You like Menma... don't you? response:	Hey, Menma.
context: Really Menma?\You really don't change.\Whaaat!\Don't worry about it.\Stop it, Jintan!\Hey, Jintan.\You like Menma... don't you?\Hey, Menma. response:	Huh?
context: You really don't change.\Whaaat!\Don't worry about it.\Stop it, Jintan!\Hey, Jintan.\You like Menma... don't you?\Hey, Menma.\Huh? response:	Forget it. Let's go to bed.
context: Whaaat!\Don't worry about it.\Stop it, Jintan!\Hey, Jintan.\You like Menma... don't you?\Hey, Menma.\Huh?\Forget it. Let's go to bed. response:	I'm turning off the light.
context: Don't worry about it.\Stop it, Jintan!\Hey, Jintan.\You like Menma... don't you?\Hey, Menma.\Huh?\Forget it. Let's go to bed.\I'm turning off the light. response:	Okay!
context: Stop it, Jintan!\Hey, Jintan.\You like Menma... don't you?\Hey, Menma.\Huh?\Forget it. Let's go to bed.\I'm turning off the light.\Okay! response:	Hey.
context: Hey, Jintan.\You like Menma... don't you?\Hey, Menma.\Huh?\Forget it. Let's go to bed.\I'm turning off the light.\Okay!\Hey. response:	Back then...
context: You like Menma... don't you?\Hey, Menma.\Huh?\Forget it. Let's go to bed.\I'm turning off the light.\Okay!\Hey.\Back then... response:	How did you...
context: Hey, Menma.\Huh?\Forget it. Let's go to bed.\I'm turning off the light.\Okay!\Hey.\Back then...\How did you... response:	really feel about me?
context: Huh?\Forget it. Let's go to bed.\I'm turning off the light.\Okay!\Hey.\Back then...\How did you...\really feel about me? response:	This is ridiculous.
context: Forget it. Let's go to bed.\I'm turning off the light.\Okay!\Hey.\Back then...\How did you...\really feel about me?\This is ridiculous. response:	A one-piece dress with a ribbon on the chest.
context: I'm turning off the light.\Okay!\Hey.\Back then...\How did you...\really feel about me?\This is ridiculous.\A one-piece dress with a ribbon on the chest. response:	I'm off to work, Touko.
context: Okay!\Hey.\Back then...\How did you...\really feel about me?\This is ridiculous.\A one-piece dress with a ribbon on the chest.\I'm off to work, Touko. response:	Jintan, I think the bill collector will come today.
context: Hey.\Back then...\How did you...\really feel about me?\This is ridiculous.\A one-piece dress with a ribbon on the chest.\I'm off to work, Touko.\Jintan, I think the bill collector will come today. response:	Give him the money from the top drawer.
context: Back then...\How did you...\really feel about me?\This is ridiculous.\A one-piece dress with a ribbon on the chest.\I'm off to work, Touko.\Jintan, I think the bill collector will come today.\Give him the money from the top drawer. response:	Sure.
context: How did you...\really feel about me?\This is ridiculous.\A one-piece dress with a ribbon on the chest.\I'm off to work, Touko.\Jintan, I think the bill collector will come today.\Give him the money from the top drawer.\Sure. response:	Have a safe trip.
context: really feel about me?\This is ridiculous.\A one-piece dress with a ribbon on the chest.\I'm off to work, Touko.\Jintan, I think the bill collector will come today.\Give him the money from the top drawer.\Sure.\Have a safe trip. response:	Have a safe trip!
context: This is ridiculous.\A one-piece dress with a ribbon on the chest.\I'm off to work, Touko.\Jintan, I think the bill collector will come today.\Give him the money from the top drawer.\Sure.\Have a safe trip.\Have a safe trip! response:	I'm off!
context: A one-piece dress with a ribbon on the chest.\I'm off to work, Touko.\Jintan, I think the bill collector will come today.\Give him the money from the top drawer.\Sure.\Have a safe trip.\Have a safe trip!\I'm off! response:	It's nothing.
context: I'm off to work, Touko.\Jintan, I think the bill collector will come today.\Give him the money from the top drawer.\Sure.\Have a safe trip.\Have a safe trip!\I'm off!\It's nothing. response:	There will be a string of hot days ahead, but as for me...
context: Jintan, I think the bill collector will come today.\Give him the money from the top drawer.\Sure.\Have a safe trip.\Have a safe trip!\I'm off!\It's nothing.\There will be a string of hot days ahead, but as for me... response:	Wow, this guy thinks of some weird stuff.
context: Give him the money from the top drawer.\Sure.\Have a safe trip.\Have a safe trip!\I'm off!\It's nothing.\There will be a string of hot days ahead, but as for me...\Wow, this guy thinks of some weird stuff. response:	Come to think of it,
context: Sure.\Have a safe trip.\Have a safe trip!\I'm off!\It's nothing.\There will be a string of hot days ahead, but as for me...\Wow, this guy thinks of some weird stuff.\Come to think of it, response:	she hasn't said anything about me not going back to school.
context: Have a safe trip.\Have a safe trip!\I'm off!\It's nothing.\There will be a string of hot days ahead, but as for me...\Wow, this guy thinks of some weird stuff.\Come to think of it,\she hasn't said anything about me not going back to school. response:	You'll fall! You'll fall! Be careful! That's dangerous!
context: Have a safe trip!\I'm off!\It's nothing.\There will be a string of hot days ahead, but as for me...\Wow, this guy thinks of some weird stuff.\Come to think of it,\she hasn't said anything about me not going back to school.\You'll fall! You'll fall! Be careful! That's dangerous! response:	Oh, I feel great!
context: I'm off!\It's nothing.\There will be a string of hot days ahead, but as for me...\Wow, this guy thinks of some weird stuff.\Come to think of it,\she hasn't said anything about me not going back to school.\You'll fall! You'll fall! Be careful! That's dangerous!\Oh, I feel great! response:	A visitor?
context: It's nothing.\There will be a string of hot days ahead, but as for me...\Wow, this guy thinks of some weird stuff.\Come to think of it,\she hasn't said anything about me not going back to school.\You'll fall! You'll fall! Be careful! That's dangerous!\Oh, I feel great!\A visitor? response:	Is it the bill collector?
context: There will be a string of hot days ahead, but as for me...\Wow, this guy thinks of some weird stuff.\Come to think of it,\she hasn't said anything about me not going back to school.\You'll fall! You'll fall! Be careful! That's dangerous!\Oh, I feel great!\A visitor?\Is it the bill collector? response:	Hello.
context: Wow, this guy thinks of some weird stuff.\Come to think of it,\she hasn't said anything about me not going back to school.\You'll fall! You'll fall! Be careful! That's dangerous!\Oh, I feel great!\A visitor?\Is it the bill collector?\Hello. response:	Tsuruko?
context: Come to think of it,\she hasn't said anything about me not going back to school.\You'll fall! You'll fall! Be careful! That's dangerous!\Oh, I feel great!\A visitor?\Is it the bill collector?\Hello.\Tsuruko? response:	Good morning.
context: she hasn't said anything about me not going back to school.\You'll fall! You'll fall! Be careful! That's dangerous!\Oh, I feel great!\A visitor?\Is it the bill collector?\Hello.\Tsuruko?\Good morning. response:	What are you... What about school?
context: You'll fall! You'll fall! Be careful! That's dangerous!\Oh, I feel great!\A visitor?\Is it the bill collector?\Hello.\Tsuruko?\Good morning.\What are you... What about school? response:	Oh, we're getting ready for the culture festival.
context: Oh, I feel great!\A visitor?\Is it the bill collector?\Hello.\Tsuruko?\Good morning.\What are you... What about school?\Oh, we're getting ready for the culture festival. response:	Huh?
context: A visitor?\Is it the bill collector?\Hello.\Tsuruko?\Good morning.\What are you... What about school?\Oh, we're getting ready for the culture festival.\Huh? response:	My class is doing an a capella kadaoke cafe.
context: Is it the bill collector?\Hello.\Tsuruko?\Good morning.\What are you... What about school?\Oh, we're getting ready for the culture festival.\Huh?\My class is doing an a capella kadaoke cafe. response:	Don't you think that's stupid?
context: Hello.\Tsuruko?\Good morning.\What are you... What about school?\Oh, we're getting ready for the culture festival.\Huh?\My class is doing an a capella kadaoke cafe.\Don't you think that's stupid? response:	I guess...
context: Tsuruko?\Good morning.\What are you... What about school?\Oh, we're getting ready for the culture festival.\Huh?\My class is doing an a capella kadaoke cafe.\Don't you think that's stupid?\I guess... response:	May I come inside?
context: Good morning.\What are you... What about school?\Oh, we're getting ready for the culture festival.\Huh?\My class is doing an a capella kadaoke cafe.\Don't you think that's stupid?\I guess...\May I come inside? response:	Sure.
context: What are you... What about school?\Oh, we're getting ready for the culture festival.\Huh?\My class is doing an a capella kadaoke cafe.\Don't you think that's stupid?\I guess...\May I come inside?\Sure. response:	Excuse me.
context: Oh, we're getting ready for the culture festival.\Huh?\My class is doing an a capella kadaoke cafe.\Don't you think that's stupid?\I guess...\May I come inside?\Sure.\Excuse me. response:	Wh-Why?
context: Huh?\My class is doing an a capella kadaoke cafe.\Don't you think that's stupid?\I guess...\May I come inside?\Sure.\Excuse me.\Wh-Why? response:	This place hasn't changed. How nostalgic.
context: My class is doing an a capella kadaoke cafe.\Don't you think that's stupid?\I guess...\May I come inside?\Sure.\Excuse me.\Wh-Why?\This place hasn't changed. How nostalgic. response:	Hey, why do you have the kotatsu on a wooden floor in your house?
context: Don't you think that's stupid?\I guess...\May I come inside?\Sure.\Excuse me.\Wh-Why?\This place hasn't changed. How nostalgic.\Hey, why do you have the kotatsu on a wooden floor in your house? response:	Why would I know?
context: I guess...\May I come inside?\Sure.\Excuse me.\Wh-Why?\This place hasn't changed. How nostalgic.\Hey, why do you have the kotatsu on a wooden floor in your house?\Why would I know? response:	Sweets, Jintan! You have to give your guest sweets!
context: May I come inside?\Sure.\Excuse me.\Wh-Why?\This place hasn't changed. How nostalgic.\Hey, why do you have the kotatsu on a wooden floor in your house?\Why would I know?\Sweets, Jintan! You have to give your guest sweets! response:	Hey, all I've got are some cookies.
context: Sure.\Excuse me.\Wh-Why?\This place hasn't changed. How nostalgic.\Hey, why do you have the kotatsu on a wooden floor in your house?\Why would I know?\Sweets, Jintan! You have to give your guest sweets!\Hey, all I've got are some cookies. response:	That muffin bread...
context: Excuse me.\Wh-Why?\This place hasn't changed. How nostalgic.\Hey, why do you have the kotatsu on a wooden floor in your house?\Why would I know?\Sweets, Jintan! You have to give your guest sweets!\Hey, all I've got are some cookies.\That muffin bread... response:	Huh?
context: Wh-Why?\This place hasn't changed. How nostalgic.\Hey, why do you have the kotatsu on a wooden floor in your house?\Why would I know?\Sweets, Jintan! You have to give your guest sweets!\Hey, all I've got are some cookies.\That muffin bread...\Huh? response:	It was more stiff than the kind your mom made.
context: This place hasn't changed. How nostalgic.\Hey, why do you have the kotatsu on a wooden floor in your house?\Why would I know?\Sweets, Jintan! You have to give your guest sweets!\Hey, all I've got are some cookies.\That muffin bread...\Huh?\It was more stiff than the kind your mom made. response:	Really?
context: Hey, why do you have the kotatsu on a wooden floor in your house?\Why would I know?\Sweets, Jintan! You have to give your guest sweets!\Hey, all I've got are some cookies.\That muffin bread...\Huh?\It was more stiff than the kind your mom made.\Really? response:	I think the flour wasn't sifted properly.
context: Why would I know?\Sweets, Jintan! You have to give your guest sweets!\Hey, all I've got are some cookies.\That muffin bread...\Huh?\It was more stiff than the kind your mom made.\Really?\I think the flour wasn't sifted properly. response:	If you add baking powder, it'll be more fluffy.
context: Sweets, Jintan! You have to give your guest sweets!\Hey, all I've got are some cookies.\That muffin bread...\Huh?\It was more stiff than the kind your mom made.\Really?\I think the flour wasn't sifted properly.\If you add baking powder, it'll be more fluffy. response:	Wow! So its bad taste wasn't because it didn't have raisins.
context: Hey, all I've got are some cookies.\That muffin bread...\Huh?\It was more stiff than the kind your mom made.\Really?\I think the flour wasn't sifted properly.\If you add baking powder, it'll be more fluffy.\Wow! So its bad taste wasn't because it didn't have raisins. response:	I didn't know you could cook.
context: That muffin bread...\Huh?\It was more stiff than the kind your mom made.\Really?\I think the flour wasn't sifted properly.\If you add baking powder, it'll be more fluffy.\Wow! So its bad taste wasn't because it didn't have raisins.\I didn't know you could cook. response:	Anyone can cook if they know the recipe.
context: Huh?\It was more stiff than the kind your mom made.\Really?\I think the flour wasn't sifted properly.\If you add baking powder, it'll be more fluffy.\Wow! So its bad taste wasn't because it didn't have raisins.\I didn't know you could cook.\Anyone can cook if they know the recipe. response:	I couldn't!
context: It was more stiff than the kind your mom made.\Really?\I think the flour wasn't sifted properly.\If you add baking powder, it'll be more fluffy.\Wow! So its bad taste wasn't because it didn't have raisins.\I didn't know you could cook.\Anyone can cook if they know the recipe.\I couldn't! response:	You just have to get the portions and timing right.
context: Really?\I think the flour wasn't sifted properly.\If you add baking powder, it'll be more fluffy.\Wow! So its bad taste wasn't because it didn't have raisins.\I didn't know you could cook.\Anyone can cook if they know the recipe.\I couldn't!\You just have to get the portions and timing right. response:	As long as you avoid stumbling in odd places that is.
context: I think the flour wasn't sifted properly.\If you add baking powder, it'll be more fluffy.\Wow! So its bad taste wasn't because it didn't have raisins.\I didn't know you could cook.\Anyone can cook if they know the recipe.\I couldn't!\You just have to get the portions and timing right.\As long as you avoid stumbling in odd places that is. response:	Why'd you come here? I have a bad feeling about your visit.
context: If you add baking powder, it'll be more fluffy.\Wow! So its bad taste wasn't because it didn't have raisins.\I didn't know you could cook.\Anyone can cook if they know the recipe.\I couldn't!\You just have to get the portions and timing right.\As long as you avoid stumbling in odd places that is.\Why'd you come here? I have a bad feeling about your visit. response:	What're you saying, Jintan?!
context: Wow! So its bad taste wasn't because it didn't have raisins.\I didn't know you could cook.\Anyone can cook if they know the recipe.\I couldn't!\You just have to get the portions and timing right.\As long as you avoid stumbling in odd places that is.\Why'd you come here? I have a bad feeling about your visit.\What're you saying, Jintan?! response:	I'll cut to the chase. I don't believe that Menma made this muffin bread.
context: I didn't know you could cook.\Anyone can cook if they know the recipe.\I couldn't!\You just have to get the portions and timing right.\As long as you avoid stumbling in odd places that is.\Why'd you come here? I have a bad feeling about your visit.\What're you saying, Jintan?!\I'll cut to the chase. I don't believe that Menma made this muffin bread. response:	I thought as much. How could I expect you to...
context: Anyone can cook if they know the recipe.\I couldn't!\You just have to get the portions and timing right.\As long as you avoid stumbling in odd places that is.\Why'd you come here? I have a bad feeling about your visit.\What're you saying, Jintan?!\I'll cut to the chase. I don't believe that Menma made this muffin bread.\I thought as much. How could I expect you to... response:	But that's exactly why I have a request for you.
context: I couldn't!\You just have to get the portions and timing right.\As long as you avoid stumbling in odd places that is.\Why'd you come here? I have a bad feeling about your visit.\What're you saying, Jintan?!\I'll cut to the chase. I don't believe that Menma made this muffin bread.\I thought as much. How could I expect you to...\But that's exactly why I have a request for you. response:	So what do you think he said?
context: You just have to get the portions and timing right.\As long as you avoid stumbling in odd places that is.\Why'd you come here? I have a bad feeling about your visit.\What're you saying, Jintan?!\I'll cut to the chase. I don't believe that Menma made this muffin bread.\I thought as much. How could I expect you to...\But that's exactly why I have a request for you.\So what do you think he said? response:	You smell great, but I bet your armpits smell even better!
context: As long as you avoid stumbling in odd places that is.\Why'd you come here? I have a bad feeling about your visit.\What're you saying, Jintan?!\I'll cut to the chase. I don't believe that Menma made this muffin bread.\I thought as much. How could I expect you to...\But that's exactly why I have a request for you.\So what do you think he said?\You smell great, but I bet your armpits smell even better! response:	What the?
context: Why'd you come here? I have a bad feeling about your visit.\What're you saying, Jintan?!\I'll cut to the chase. I don't believe that Menma made this muffin bread.\I thought as much. How could I expect you to...\But that's exactly why I have a request for you.\So what do you think he said?\You smell great, but I bet your armpits smell even better!\What the? response:	I mean what kind of pick-up line is that?
context: What're you saying, Jintan?!\I'll cut to the chase. I don't believe that Menma made this muffin bread.\I thought as much. How could I expect you to...\But that's exactly why I have a request for you.\So what do you think he said?\You smell great, but I bet your armpits smell even better!\What the?\I mean what kind of pick-up line is that? response:	How creepy.
context: I'll cut to the chase. I don't believe that Menma made this muffin bread.\I thought as much. How could I expect you to...\But that's exactly why I have a request for you.\So what do you think he said?\You smell great, but I bet your armpits smell even better!\What the?\I mean what kind of pick-up line is that?\How creepy. response:	You think he had an armpit fetish?
context: I thought as much. How could I expect you to...\But that's exactly why I have a request for you.\So what do you think he said?\You smell great, but I bet your armpits smell even better!\What the?\I mean what kind of pick-up line is that?\How creepy.\You think he had an armpit fetish? response:	Hey, Naruko, what's wrong?
context: But that's exactly why I have a request for you.\So what do you think he said?\You smell great, but I bet your armpits smell even better!\What the?\I mean what kind of pick-up line is that?\How creepy.\You think he had an armpit fetish?\Hey, Naruko, what's wrong? response:	Sorry, I just remembered something I need to do!
context: So what do you think he said?\You smell great, but I bet your armpits smell even better!\What the?\I mean what kind of pick-up line is that?\How creepy.\You think he had an armpit fetish?\Hey, Naruko, what's wrong?\Sorry, I just remembered something I need to do! response:	Hey, don't you think Naruko's been kind of unsociable lately?
context: You smell great, but I bet your armpits smell even better!\What the?\I mean what kind of pick-up line is that?\How creepy.\You think he had an armpit fetish?\Hey, Naruko, what's wrong?\Sorry, I just remembered something I need to do!\Hey, don't you think Naruko's been kind of unsociable lately? response:	Yeah, I know what you mean. It kind of pisses me off.
context: What the?\I mean what kind of pick-up line is that?\How creepy.\You think he had an armpit fetish?\Hey, Naruko, what's wrong?\Sorry, I just remembered something I need to do!\Hey, don't you think Naruko's been kind of unsociable lately?\Yeah, I know what you mean. It kind of pisses me off. response:	That's Yadomi, isn't it?
context: I mean what kind of pick-up line is that?\How creepy.\You think he had an armpit fetish?\Hey, Naruko, what's wrong?\Sorry, I just remembered something I need to do!\Hey, don't you think Naruko's been kind of unsociable lately?\Yeah, I know what you mean. It kind of pisses me off.\That's Yadomi, isn't it? response:	Can't you tell by looking at that lump of lethargy?
context: How creepy.\You think he had an armpit fetish?\Hey, Naruko, what's wrong?\Sorry, I just remembered something I need to do!\Hey, don't you think Naruko's been kind of unsociable lately?\Yeah, I know what you mean. It kind of pisses me off.\That's Yadomi, isn't it?\Can't you tell by looking at that lump of lethargy? response:	What are you doing out here?
context: You think he had an armpit fetish?\Hey, Naruko, what's wrong?\Sorry, I just remembered something I need to do!\Hey, don't you think Naruko's been kind of unsociable lately?\Yeah, I know what you mean. It kind of pisses me off.\That's Yadomi, isn't it?\Can't you tell by looking at that lump of lethargy?\What are you doing out here? response:	It's a Super Peace Busters engagement.
context: Hey, Naruko, what's wrong?\Sorry, I just remembered something I need to do!\Hey, don't you think Naruko's been kind of unsociable lately?\Yeah, I know what you mean. It kind of pisses me off.\That's Yadomi, isn't it?\Can't you tell by looking at that lump of lethargy?\What are you doing out here?\It's a Super Peace Busters engagement. response:	We're busting false peace.
context: Sorry, I just remembered something I need to do!\Hey, don't you think Naruko's been kind of unsociable lately?\Yeah, I know what you mean. It kind of pisses me off.\That's Yadomi, isn't it?\Can't you tell by looking at that lump of lethargy?\What are you doing out here?\It's a Super Peace Busters engagement.\We're busting false peace. response:	Hey, Jintan. Are you really going to do it? Why?
context: Hey, don't you think Naruko's been kind of unsociable lately?\Yeah, I know what you mean. It kind of pisses me off.\That's Yadomi, isn't it?\Can't you tell by looking at that lump of lethargy?\What are you doing out here?\It's a Super Peace Busters engagement.\We're busting false peace.\Hey, Jintan. Are you really going to do it? Why? response:	I, myself, don't know.
context: Yeah, I know what you mean. It kind of pisses me off.\That's Yadomi, isn't it?\Can't you tell by looking at that lump of lethargy?\What are you doing out here?\It's a Super Peace Busters engagement.\We're busting false peace.\Hey, Jintan. Are you really going to do it? Why?\I, myself, don't know. response:	Yo.
context: That's Yadomi, isn't it?\Can't you tell by looking at that lump of lethargy?\What are you doing out here?\It's a Super Peace Busters engagement.\We're busting false peace.\Hey, Jintan. Are you really going to do it? Why?\I, myself, don't know.\Yo. response:	H-Hey, wait.
context: Can't you tell by looking at that lump of lethargy?\What are you doing out here?\It's a Super Peace Busters engagement.\We're busting false peace.\Hey, Jintan. Are you really going to do it? Why?\I, myself, don't know.\Yo.\H-Hey, wait. response:	Hey.
context: What are you doing out here?\It's a Super Peace Busters engagement.\We're busting false peace.\Hey, Jintan. Are you really going to do it? Why?\I, myself, don't know.\Yo.\H-Hey, wait.\Hey. response:	Second semester has started.
context: It's a Super Peace Busters engagement.\We're busting false peace.\Hey, Jintan. Are you really going to do it? Why?\I, myself, don't know.\Yo.\H-Hey, wait.\Hey.\Second semester has started. response:	Can you afford to stroll around town like this?
context: We're busting false peace.\Hey, Jintan. Are you really going to do it? Why?\I, myself, don't know.\Yo.\H-Hey, wait.\Hey.\Second semester has started.\Can you afford to stroll around town like this? response:	Menma kept bugging me to go outside.
context: Hey, Jintan. Are you really going to do it? Why?\I, myself, don't know.\Yo.\H-Hey, wait.\Hey.\Second semester has started.\Can you afford to stroll around town like this?\Menma kept bugging me to go outside. response:	Hey, tell me what the Menma you saw was like.
context: I, myself, don't know.\Yo.\H-Hey, wait.\Hey.\Second semester has started.\Can you afford to stroll around town like this?\Menma kept bugging me to go outside.\Hey, tell me what the Menma you saw was like. response:	My Menma is...
context: Yo.\H-Hey, wait.\Hey.\Second semester has started.\Can you afford to stroll around town like this?\Menma kept bugging me to go outside.\Hey, tell me what the Menma you saw was like.\My Menma is... response:	That's the wrong way to put it.
context: H-Hey, wait.\Hey.\Second semester has started.\Can you afford to stroll around town like this?\Menma kept bugging me to go outside.\Hey, tell me what the Menma you saw was like.\My Menma is...\That's the wrong way to put it. response:	The Menma in my house is saying yours is a fake.
context: Hey.\Second semester has started.\Can you afford to stroll around town like this?\Menma kept bugging me to go outside.\Hey, tell me what the Menma you saw was like.\My Menma is...\That's the wrong way to put it.\The Menma in my house is saying yours is a fake. response:	We're all going to the secret base now.
context: Second semester has started.\Can you afford to stroll around town like this?\Menma kept bugging me to go outside.\Hey, tell me what the Menma you saw was like.\My Menma is...\That's the wrong way to put it.\The Menma in my house is saying yours is a fake.\We're all going to the secret base now. response:	And I'll bring Menma...
context: Can you afford to stroll around town like this?\Menma kept bugging me to go outside.\Hey, tell me what the Menma you saw was like.\My Menma is...\That's the wrong way to put it.\The Menma in my house is saying yours is a fake.\We're all going to the secret base now.\And I'll bring Menma... response:	If you'd like you can come too...
context: Menma kept bugging me to go outside.\Hey, tell me what the Menma you saw was like.\My Menma is...\That's the wrong way to put it.\The Menma in my house is saying yours is a fake.\We're all going to the secret base now.\And I'll bring Menma...\If you'd like you can come too... response:	You're getting carried away.
context: Hey, tell me what the Menma you saw was like.\My Menma is...\That's the wrong way to put it.\The Menma in my house is saying yours is a fake.\We're all going to the secret base now.\And I'll bring Menma...\If you'd like you can come too...\You're getting carried away. response:	Huh?
context: My Menma is...\That's the wrong way to put it.\The Menma in my house is saying yours is a fake.\We're all going to the secret base now.\And I'll bring Menma...\If you'd like you can come too...\You're getting carried away.\Huh? response:	This isn't like the old days when you played leader.
context: That's the wrong way to put it.\The Menma in my house is saying yours is a fake.\We're all going to the secret base now.\And I'll bring Menma...\If you'd like you can come too...\You're getting carried away.\Huh?\This isn't like the old days when you played leader. response:	And even back then I didn't acknowledge you.
context: The Menma in my house is saying yours is a fake.\We're all going to the secret base now.\And I'll bring Menma...\If you'd like you can come too...\You're getting carried away.\Huh?\This isn't like the old days when you played leader.\And even back then I didn't acknowledge you. response:	Don't talk to me like we're friends, you whipped dog.
context: We're all going to the secret base now.\And I'll bring Menma...\If you'd like you can come too...\You're getting carried away.\Huh?\This isn't like the old days when you played leader.\And even back then I didn't acknowledge you.\Don't talk to me like we're friends, you whipped dog. response:	What was that about?
context: And I'll bring Menma...\If you'd like you can come too...\You're getting carried away.\Huh?\This isn't like the old days when you played leader.\And even back then I didn't acknowledge you.\Don't talk to me like we're friends, you whipped dog.\What was that about? response:	Nice, Yadomi.
context: If you'd like you can come too...\You're getting carried away.\Huh?\This isn't like the old days when you played leader.\And even back then I didn't acknowledge you.\Don't talk to me like we're friends, you whipped dog.\What was that about?\Nice, Yadomi. response:	Don't mess with me.
context: You're getting carried away.\Huh?\This isn't like the old days when you played leader.\And even back then I didn't acknowledge you.\Don't talk to me like we're friends, you whipped dog.\What was that about?\Nice, Yadomi.\Don't mess with me. response:	Come out, Menma.
context: Huh?\This isn't like the old days when you played leader.\And even back then I didn't acknowledge you.\Don't talk to me like we're friends, you whipped dog.\What was that about?\Nice, Yadomi.\Don't mess with me.\Come out, Menma. response:	Let's...
context: This isn't like the old days when you played leader.\And even back then I didn't acknowledge you.\Don't talk to me like we're friends, you whipped dog.\What was that about?\Nice, Yadomi.\Don't mess with me.\Come out, Menma.\Let's... response:	show you...
context: And even back then I didn't acknowledge you.\Don't talk to me like we're friends, you whipped dog.\What was that about?\Nice, Yadomi.\Don't mess with me.\Come out, Menma.\Let's...\show you... response:	to him.
context: Don't talk to me like we're friends, you whipped dog.\What was that about?\Nice, Yadomi.\Don't mess with me.\Come out, Menma.\Let's...\show you...\to him. response:	You didn't have to go out of your way to come.
context: What was that about?\Nice, Yadomi.\Don't mess with me.\Come out, Menma.\Let's...\show you...\to him.\You didn't have to go out of your way to come. response:	I was free anyway. Give it a rest already.
context: Nice, Yadomi.\Don't mess with me.\Come out, Menma.\Let's...\show you...\to him.\You didn't have to go out of your way to come.\I was free anyway. Give it a rest already. response:	Want to try this? Bugs were biting me all over after the barbecue.
context: Don't mess with me.\Come out, Menma.\Let's...\show you...\to him.\You didn't have to go out of your way to come.\I was free anyway. Give it a rest already.\Want to try this? Bugs were biting me all over after the barbecue. response:	I'm fine. Why don't you show less skin?
context: Come out, Menma.\Let's...\show you...\to him.\You didn't have to go out of your way to come.\I was free anyway. Give it a rest already.\Want to try this? Bugs were biting me all over after the barbecue.\I'm fine. Why don't you show less skin? response:	You're not a whipped dog; you're a top dog.
context: Let's...\show you...\to him.\You didn't have to go out of your way to come.\I was free anyway. Give it a rest already.\Want to try this? Bugs were biting me all over after the barbecue.\I'm fine. Why don't you show less skin?\You're not a whipped dog; you're a top dog. response:	Why should I? This is cute.
context: show you...\to him.\You didn't have to go out of your way to come.\I was free anyway. Give it a rest already.\Want to try this? Bugs were biting me all over after the barbecue.\I'm fine. Why don't you show less skin?\You're not a whipped dog; you're a top dog.\Why should I? This is cute. response:	So, either way, I'm a dog.
context: to him.\You didn't have to go out of your way to come.\I was free anyway. Give it a rest already.\Want to try this? Bugs were biting me all over after the barbecue.\I'm fine. Why don't you show less skin?\You're not a whipped dog; you're a top dog.\Why should I? This is cute.\So, either way, I'm a dog. response:	Maybe the Menma that Yukiatsu saw isn't fake.
context: You didn't have to go out of your way to come.\I was free anyway. Give it a rest already.\Want to try this? Bugs were biting me all over after the barbecue.\I'm fine. Why don't you show less skin?\You're not a whipped dog; you're a top dog.\Why should I? This is cute.\So, either way, I'm a dog.\Maybe the Menma that Yukiatsu saw isn't fake. response:	Huh?
