context: eyecatch response:	Yuujirou-san, I'm sorry for being so cocky up until now.
context: Especially the order rotation!\It's good!\It's fair!\I never would have thought of something like that!\It kind of sounds like everyone's only concerned with doing well in the questionnaires.\That's not good for manga.\If you draw manga only for the sake of questionnaire results, your manga will end.\I know, right? response:	In Jack, my favorite manga is To Love-Ru.
context: It's good!\It's fair!\I never would have thought of something like that!\It kind of sounds like everyone's only concerned with doing well in the questionnaires.\That's not good for manga.\If you draw manga only for the sake of questionnaire results, your manga will end.\I know, right?\In Jack, my favorite manga is To Love-Ru. response:	Eh?! I didn't expect that!
context: It's fair!\I never would have thought of something like that!\It kind of sounds like everyone's only concerned with doing well in the questionnaires.\That's not good for manga.\If you draw manga only for the sake of questionnaire results, your manga will end.\I know, right?\In Jack, my favorite manga is To Love-Ru.\Eh?! I didn't expect that! response:	But it does really badly in the questionnaires.
context: I never would have thought of something like that!\It kind of sounds like everyone's only concerned with doing well in the questionnaires.\That's not good for manga.\If you draw manga only for the sake of questionnaire results, your manga will end.\I know, right?\In Jack, my favorite manga is To Love-Ru.\Eh?! I didn't expect that!\But it does really badly in the questionnaires. response:	Ah, I know what you're talking about!
context: It kind of sounds like everyone's only concerned with doing well in the questionnaires.\That's not good for manga.\If you draw manga only for the sake of questionnaire results, your manga will end.\I know, right?\In Jack, my favorite manga is To Love-Ru.\Eh?! I didn't expect that!\But it does really badly in the questionnaires.\Ah, I know what you're talking about! response:	Why is that?
context: That's not good for manga.\If you draw manga only for the sake of questionnaire results, your manga will end.\I know, right?\In Jack, my favorite manga is To Love-Ru.\Eh?! I didn't expect that!\But it does really badly in the questionnaires.\Ah, I know what you're talking about!\Why is that? response:	It's kinda ecchi,
context: If you draw manga only for the sake of questionnaire results, your manga will end.\I know, right?\In Jack, my favorite manga is To Love-Ru.\Eh?! I didn't expect that!\But it does really badly in the questionnaires.\Ah, I know what you're talking about!\Why is that?\It's kinda ecchi, response:	so most people don't want anyone to know it would be one they choose in their three most interesting.
context: I know, right?\In Jack, my favorite manga is To Love-Ru.\Eh?! I didn't expect that!\But it does really badly in the questionnaires.\Ah, I know what you're talking about!\Why is that?\It's kinda ecchi,\so most people don't want anyone to know it would be one they choose in their three most interesting. response:	There are times when...
context: In Jack, my favorite manga is To Love-Ru.\Eh?! I didn't expect that!\But it does really badly in the questionnaires.\Ah, I know what you're talking about!\Why is that?\It's kinda ecchi,\so most people don't want anyone to know it would be one they choose in their three most interesting.\There are times when... response:	even I've sent in questionnaires without writing in the numbers for mangas I liked, such as Ichigo 100 .
context: Eh?! I didn't expect that!\But it does really badly in the questionnaires.\Ah, I know what you're talking about!\Why is that?\It's kinda ecchi,\so most people don't want anyone to know it would be one they choose in their three most interesting.\There are times when...\even I've sent in questionnaires without writing in the numbers for mangas I liked, such as Ichigo 100 . response:	He's sent in questionnaires...
context: But it does really badly in the questionnaires.\Ah, I know what you're talking about!\Why is that?\It's kinda ecchi,\so most people don't want anyone to know it would be one they choose in their three most interesting.\There are times when...\even I've sent in questionnaires without writing in the numbers for mangas I liked, such as Ichigo 100 .\He's sent in questionnaires... response:	There are probably even grade schoolers who ask their parents to mail the questionnaires for them.
context: Ah, I know what you're talking about!\Why is that?\It's kinda ecchi,\so most people don't want anyone to know it would be one they choose in their three most interesting.\There are times when...\even I've sent in questionnaires without writing in the numbers for mangas I liked, such as Ichigo 100 .\He's sent in questionnaires...\There are probably even grade schoolers who ask their parents to mail the questionnaires for them. response:	So it must be hard for them to choose To Love-Ru!
context: Why is that?\It's kinda ecchi,\so most people don't want anyone to know it would be one they choose in their three most interesting.\There are times when...\even I've sent in questionnaires without writing in the numbers for mangas I liked, such as Ichigo 100 .\He's sent in questionnaires...\There are probably even grade schoolers who ask their parents to mail the questionnaires for them.\So it must be hard for them to choose To Love-Ru! response:	I understand!
context: It's kinda ecchi,\so most people don't want anyone to know it would be one they choose in their three most interesting.\There are times when...\even I've sent in questionnaires without writing in the numbers for mangas I liked, such as Ichigo 100 .\He's sent in questionnaires...\There are probably even grade schoolers who ask their parents to mail the questionnaires for them.\So it must be hard for them to choose To Love-Ru!\I understand! response:	Mm, because it's so ecchi.
context: so most people don't want anyone to know it would be one they choose in their three most interesting.\There are times when...\even I've sent in questionnaires without writing in the numbers for mangas I liked, such as Ichigo 100 .\He's sent in questionnaires...\There are probably even grade schoolers who ask their parents to mail the questionnaires for them.\So it must be hard for them to choose To Love-Ru!\I understand!\Mm, because it's so ecchi. response:	But To Love-Ru is a man's shounen manga.
context: There are times when...\even I've sent in questionnaires without writing in the numbers for mangas I liked, such as Ichigo 100 .\He's sent in questionnaires...\There are probably even grade schoolers who ask their parents to mail the questionnaires for them.\So it must be hard for them to choose To Love-Ru!\I understand!\Mm, because it's so ecchi.\But To Love-Ru is a man's shounen manga. response:	Yes, we understand perfectly.
context: even I've sent in questionnaires without writing in the numbers for mangas I liked, such as Ichigo 100 .\He's sent in questionnaires...\There are probably even grade schoolers who ask their parents to mail the questionnaires for them.\So it must be hard for them to choose To Love-Ru!\I understand!\Mm, because it's so ecchi.\But To Love-Ru is a man's shounen manga.\Yes, we understand perfectly. response:	But I think with To Love-Ru, they take that into consideration.
context: He's sent in questionnaires...\There are probably even grade schoolers who ask their parents to mail the questionnaires for them.\So it must be hard for them to choose To Love-Ru!\I understand!\Mm, because it's so ecchi.\But To Love-Ru is a man's shounen manga.\Yes, we understand perfectly.\But I think with To Love-Ru, they take that into consideration. response:	Yeah.
context: There are probably even grade schoolers who ask their parents to mail the questionnaires for them.\So it must be hard for them to choose To Love-Ru!\I understand!\Mm, because it's so ecchi.\But To Love-Ru is a man's shounen manga.\Yes, we understand perfectly.\But I think with To Love-Ru, they take that into consideration.\Yeah. response:	It has center color pages a lot.
context: So it must be hard for them to choose To Love-Ru!\I understand!\Mm, because it's so ecchi.\But To Love-Ru is a man's shounen manga.\Yes, we understand perfectly.\But I think with To Love-Ru, they take that into consideration.\Yeah.\It has center color pages a lot. response:	And I think the volumes sell well.
context: I understand!\Mm, because it's so ecchi.\But To Love-Ru is a man's shounen manga.\Yes, we understand perfectly.\But I think with To Love-Ru, they take that into consideration.\Yeah.\It has center color pages a lot.\And I think the volumes sell well. response:	Right there!
context: Mm, because it's so ecchi.\But To Love-Ru is a man's shounen manga.\Yes, we understand perfectly.\But I think with To Love-Ru, they take that into consideration.\Yeah.\It has center color pages a lot.\And I think the volumes sell well.\Right there! response:	Where?
context: But To Love-Ru is a man's shounen manga.\Yes, we understand perfectly.\But I think with To Love-Ru, they take that into consideration.\Yeah.\It has center color pages a lot.\And I think the volumes sell well.\Right there!\Where? response:	If it sells, I want them to pump out more color pages and stuff.
context: Yes, we understand perfectly.\But I think with To Love-Ru, they take that into consideration.\Yeah.\It has center color pages a lot.\And I think the volumes sell well.\Right there!\Where?\If it sells, I want them to pump out more color pages and stuff. response:	Well, if there are too many ecchi images on the cover, the magazine's image will
context: But I think with To Love-Ru, they take that into consideration.\Yeah.\It has center color pages a lot.\And I think the volumes sell well.\Right there!\Where?\If it sells, I want them to pump out more color pages and stuff.\Well, if there are too many ecchi images on the cover, the magazine's image will response:	Don't be stupid!
context: Yeah.\It has center color pages a lot.\And I think the volumes sell well.\Right there!\Where?\If it sells, I want them to pump out more color pages and stuff.\Well, if there are too many ecchi images on the cover, the magazine's image will\Don't be stupid! response:	Manga being a little ecchi, having panty shots and stuff is part of a boy's romanticism.
context: It has center color pages a lot.\And I think the volumes sell well.\Right there!\Where?\If it sells, I want them to pump out more color pages and stuff.\Well, if there are too many ecchi images on the cover, the magazine's image will\Don't be stupid!\Manga being a little ecchi, having panty shots and stuff is part of a boy's romanticism. response:	And men's dreams!
context: And I think the volumes sell well.\Right there!\Where?\If it sells, I want them to pump out more color pages and stuff.\Well, if there are too many ecchi images on the cover, the magazine's image will\Don't be stupid!\Manga being a little ecchi, having panty shots and stuff is part of a boy's romanticism.\And men's dreams! response:	We'll change Jack. I kind of understand that now.
context: Right there!\Where?\If it sells, I want them to pump out more color pages and stuff.\Well, if there are too many ecchi images on the cover, the magazine's image will\Don't be stupid!\Manga being a little ecchi, having panty shots and stuff is part of a boy's romanticism.\And men's dreams!\We'll change Jack. I kind of understand that now. response:	What you're saying is really interesting, Fukuda-sensei!
context: Where?\If it sells, I want them to pump out more color pages and stuff.\Well, if there are too many ecchi images on the cover, the magazine's image will\Don't be stupid!\Manga being a little ecchi, having panty shots and stuff is part of a boy's romanticism.\And men's dreams!\We'll change Jack. I kind of understand that now.\What you're saying is really interesting, Fukuda-sensei! response:	It sounds beneficial!
context: If it sells, I want them to pump out more color pages and stuff.\Well, if there are too many ecchi images on the cover, the magazine's image will\Don't be stupid!\Manga being a little ecchi, having panty shots and stuff is part of a boy's romanticism.\And men's dreams!\We'll change Jack. I kind of understand that now.\What you're saying is really interesting, Fukuda-sensei!\It sounds beneficial! response:	What else?
context: Well, if there are too many ecchi images on the cover, the magazine's image will\Don't be stupid!\Manga being a little ecchi, having panty shots and stuff is part of a boy's romanticism.\And men's dreams!\We'll change Jack. I kind of understand that now.\What you're saying is really interesting, Fukuda-sensei!\It sounds beneficial!\What else? response:	Of course, the contents of the manga have to change, but...
context: Don't be stupid!\Manga being a little ecchi, having panty shots and stuff is part of a boy's romanticism.\And men's dreams!\We'll change Jack. I kind of understand that now.\What you're saying is really interesting, Fukuda-sensei!\It sounds beneficial!\What else?\Of course, the contents of the manga have to change, but... response:	First, you'd need to give the covers a rotation by series.
context: Manga being a little ecchi, having panty shots and stuff is part of a boy's romanticism.\And men's dreams!\We'll change Jack. I kind of understand that now.\What you're saying is really interesting, Fukuda-sensei!\It sounds beneficial!\What else?\Of course, the contents of the manga have to change, but...\First, you'd need to give the covers a rotation by series. response:	That would make it fair.
context: And men's dreams!\We'll change Jack. I kind of understand that now.\What you're saying is really interesting, Fukuda-sensei!\It sounds beneficial!\What else?\Of course, the contents of the manga have to change, but...\First, you'd need to give the covers a rotation by series.\That would make it fair. response:	And the magazine should open with pull-out gravure shots of idols or posters.
context: We'll change Jack. I kind of understand that now.\What you're saying is really interesting, Fukuda-sensei!\It sounds beneficial!\What else?\Of course, the contents of the manga have to change, but...\First, you'd need to give the covers a rotation by series.\That would make it fair.\And the magazine should open with pull-out gravure shots of idols or posters. response:	No, that's not good!
context: What you're saying is really interesting, Fukuda-sensei!\It sounds beneficial!\What else?\Of course, the contents of the manga have to change, but...\First, you'd need to give the covers a rotation by series.\That would make it fair.\And the magazine should open with pull-out gravure shots of idols or posters.\No, that's not good! response:	That's just your personal preference, Fukuda-san!
context: It sounds beneficial!\What else?\Of course, the contents of the manga have to change, but...\First, you'd need to give the covers a rotation by series.\That would make it fair.\And the magazine should open with pull-out gravure shots of idols or posters.\No, that's not good!\That's just your personal preference, Fukuda-san! response:	Like hell it is!
context: What else?\Of course, the contents of the manga have to change, but...\First, you'd need to give the covers a rotation by series.\That would make it fair.\And the magazine should open with pull-out gravure shots of idols or posters.\No, that's not good!\That's just your personal preference, Fukuda-san!\Like hell it is! response:	All the other magazines do that, so Jack should too!
context: Of course, the contents of the manga have to change, but...\First, you'd need to give the covers a rotation by series.\That would make it fair.\And the magazine should open with pull-out gravure shots of idols or posters.\No, that's not good!\That's just your personal preference, Fukuda-san!\Like hell it is!\All the other magazines do that, so Jack should too! response:	Shounen needs idols!
context: First, you'd need to give the covers a rotation by series.\That would make it fair.\And the magazine should open with pull-out gravure shots of idols or posters.\No, that's not good!\That's just your personal preference, Fukuda-san!\Like hell it is!\All the other magazines do that, so Jack should too!\Shounen needs idols! response:	I'm telling you, that's not right!
context: That would make it fair.\And the magazine should open with pull-out gravure shots of idols or posters.\No, that's not good!\That's just your personal preference, Fukuda-san!\Like hell it is!\All the other magazines do that, so Jack should too!\Shounen needs idols!\I'm telling you, that's not right! response:	I think they take pride in the fact that they compete with just manga without any gravure shots!
context: And the magazine should open with pull-out gravure shots of idols or posters.\No, that's not good!\That's just your personal preference, Fukuda-san!\Like hell it is!\All the other magazines do that, so Jack should too!\Shounen needs idols!\I'm telling you, that's not right!\I think they take pride in the fact that they compete with just manga without any gravure shots! response:	What?!
context: No, that's not good!\That's just your personal preference, Fukuda-san!\Like hell it is!\All the other magazines do that, so Jack should too!\Shounen needs idols!\I'm telling you, that's not right!\I think they take pride in the fact that they compete with just manga without any gravure shots!\What?! response:	Then just throw out that stupid pride!
context: That's just your personal preference, Fukuda-san!\Like hell it is!\All the other magazines do that, so Jack should too!\Shounen needs idols!\I'm telling you, that's not right!\I think they take pride in the fact that they compete with just manga without any gravure shots!\What?!\Then just throw out that stupid pride! response:	Um...
context: Like hell it is!\All the other magazines do that, so Jack should too!\Shounen needs idols!\I'm telling you, that's not right!\I think they take pride in the fact that they compete with just manga without any gravure shots!\What?!\Then just throw out that stupid pride!\Um... response:	Could you argue about this after we've finished the manuscript?
context: All the other magazines do that, so Jack should too!\Shounen needs idols!\I'm telling you, that's not right!\I think they take pride in the fact that they compete with just manga without any gravure shots!\What?!\Then just throw out that stupid pride!\Um...\Could you argue about this after we've finished the manuscript? response:	He's coming to get it tomorrow.
context: Shounen needs idols!\I'm telling you, that's not right!\I think they take pride in the fact that they compete with just manga without any gravure shots!\What?!\Then just throw out that stupid pride!\Um...\Could you argue about this after we've finished the manuscript?\He's coming to get it tomorrow. response:	Ah, s-sorry. You're right.
context: I'm telling you, that's not right!\I think they take pride in the fact that they compete with just manga without any gravure shots!\What?!\Then just throw out that stupid pride!\Um...\Could you argue about this after we've finished the manuscript?\He's coming to get it tomorrow.\Ah, s-sorry. You're right. response:	Sorry. I got a little caught up in the moment.
context: I think they take pride in the fact that they compete with just manga without any gravure shots!\What?!\Then just throw out that stupid pride!\Um...\Could you argue about this after we've finished the manuscript?\He's coming to get it tomorrow.\Ah, s-sorry. You're right.\Sorry. I got a little caught up in the moment. response:	Niizuma-kun, how much is left?
context: What?!\Then just throw out that stupid pride!\Um...\Could you argue about this after we've finished the manuscript?\He's coming to get it tomorrow.\Ah, s-sorry. You're right.\Sorry. I got a little caught up in the moment.\Niizuma-kun, how much is left? response:	Ah, I'm done, but how much time do you think you'll need to finish up?
context: Then just throw out that stupid pride!\Um...\Could you argue about this after we've finished the manuscript?\He's coming to get it tomorrow.\Ah, s-sorry. You're right.\Sorry. I got a little caught up in the moment.\Niizuma-kun, how much is left?\Ah, I'm done, but how much time do you think you'll need to finish up? response:	Those backgrounds really give a good impression! Amazing!
context: Um...\Could you argue about this after we've finished the manuscript?\He's coming to get it tomorrow.\Ah, s-sorry. You're right.\Sorry. I got a little caught up in the moment.\Niizuma-kun, how much is left?\Ah, I'm done, but how much time do you think you'll need to finish up?\Those backgrounds really give a good impression! Amazing! response:	I told you, didn't I?
context: Could you argue about this after we've finished the manuscript?\He's coming to get it tomorrow.\Ah, s-sorry. You're right.\Sorry. I got a little caught up in the moment.\Niizuma-kun, how much is left?\Ah, I'm done, but how much time do you think you'll need to finish up?\Those backgrounds really give a good impression! Amazing!\I told you, didn't I? response:	Nakai-san's technique is extraordinary.
context: He's coming to get it tomorrow.\Ah, s-sorry. You're right.\Sorry. I got a little caught up in the moment.\Niizuma-kun, how much is left?\Ah, I'm done, but how much time do you think you'll need to finish up?\Those backgrounds really give a good impression! Amazing!\I told you, didn't I?\Nakai-san's technique is extraordinary. response:	Since coming here, I've probably learned the most from watching Nakai-san.
context: Ah, s-sorry. You're right.\Sorry. I got a little caught up in the moment.\Niizuma-kun, how much is left?\Ah, I'm done, but how much time do you think you'll need to finish up?\Those backgrounds really give a good impression! Amazing!\I told you, didn't I?\Nakai-san's technique is extraordinary.\Since coming here, I've probably learned the most from watching Nakai-san. response:	You don't need to compliment me.
context: Sorry. I got a little caught up in the moment.\Niizuma-kun, how much is left?\Ah, I'm done, but how much time do you think you'll need to finish up?\Those backgrounds really give a good impression! Amazing!\I told you, didn't I?\Nakai-san's technique is extraordinary.\Since coming here, I've probably learned the most from watching Nakai-san.\You don't need to compliment me. response:	Hurry up and get to the fill-in inking, whiting, and tones, please.
context: Niizuma-kun, how much is left?\Ah, I'm done, but how much time do you think you'll need to finish up?\Those backgrounds really give a good impression! Amazing!\I told you, didn't I?\Nakai-san's technique is extraordinary.\Since coming here, I've probably learned the most from watching Nakai-san.\You don't need to compliment me.\Hurry up and get to the fill-in inking, whiting, and tones, please. response:	Okay!
context: Ah, I'm done, but how much time do you think you'll need to finish up?\Those backgrounds really give a good impression! Amazing!\I told you, didn't I?\Nakai-san's technique is extraordinary.\Since coming here, I've probably learned the most from watching Nakai-san.\You don't need to compliment me.\Hurry up and get to the fill-in inking, whiting, and tones, please.\Okay! response:	It looks like it'll really be all right for me to leave it to you guys from here.
context: Those backgrounds really give a good impression! Amazing!\I told you, didn't I?\Nakai-san's technique is extraordinary.\Since coming here, I've probably learned the most from watching Nakai-san.\You don't need to compliment me.\Hurry up and get to the fill-in inking, whiting, and tones, please.\Okay!\It looks like it'll really be all right for me to leave it to you guys from here. response:	Going to sleep?
context: I told you, didn't I?\Nakai-san's technique is extraordinary.\Since coming here, I've probably learned the most from watching Nakai-san.\You don't need to compliment me.\Hurry up and get to the fill-in inking, whiting, and tones, please.\Okay!\It looks like it'll really be all right for me to leave it to you guys from here.\Going to sleep? response:	If you go to sleep now, you probably won't be up by the time Yuujirou comes.
context: Nakai-san's technique is extraordinary.\Since coming here, I've probably learned the most from watching Nakai-san.\You don't need to compliment me.\Hurry up and get to the fill-in inking, whiting, and tones, please.\Okay!\It looks like it'll really be all right for me to leave it to you guys from here.\Going to sleep?\If you go to sleep now, you probably won't be up by the time Yuujirou comes. response:	Well yeah, but...
context: Since coming here, I've probably learned the most from watching Nakai-san.\You don't need to compliment me.\Hurry up and get to the fill-in inking, whiting, and tones, please.\Okay!\It looks like it'll really be all right for me to leave it to you guys from here.\Going to sleep?\If you go to sleep now, you probably won't be up by the time Yuujirou comes.\Well yeah, but... response:	After he comes to get it, the next thing you were going to do was have a meeting.
context: You don't need to compliment me.\Hurry up and get to the fill-in inking, whiting, and tones, please.\Okay!\It looks like it'll really be all right for me to leave it to you guys from here.\Going to sleep?\If you go to sleep now, you probably won't be up by the time Yuujirou comes.\Well yeah, but...\After he comes to get it, the next thing you were going to do was have a meeting. response:	Oh, I'll make sure to have it, then.
context: Hurry up and get to the fill-in inking, whiting, and tones, please.\Okay!\It looks like it'll really be all right for me to leave it to you guys from here.\Going to sleep?\If you go to sleep now, you probably won't be up by the time Yuujirou comes.\Well yeah, but...\After he comes to get it, the next thing you were going to do was have a meeting.\Oh, I'll make sure to have it, then. response:	Before you go to sleep, you should think about what kinds of things you want to say.
context: Okay!\It looks like it'll really be all right for me to leave it to you guys from here.\Going to sleep?\If you go to sleep now, you probably won't be up by the time Yuujirou comes.\Well yeah, but...\After he comes to get it, the next thing you were going to do was have a meeting.\Oh, I'll make sure to have it, then.\Before you go to sleep, you should think about what kinds of things you want to say. response:	Ah, I see. You're right.
context: It looks like it'll really be all right for me to leave it to you guys from here.\Going to sleep?\If you go to sleep now, you probably won't be up by the time Yuujirou comes.\Well yeah, but...\After he comes to get it, the next thing you were going to do was have a meeting.\Oh, I'll make sure to have it, then.\Before you go to sleep, you should think about what kinds of things you want to say.\Ah, I see. You're right. response:	Otherwise Yuujirou-san will control the pace of the meeting.
context: Going to sleep?\If you go to sleep now, you probably won't be up by the time Yuujirou comes.\Well yeah, but...\After he comes to get it, the next thing you were going to do was have a meeting.\Oh, I'll make sure to have it, then.\Before you go to sleep, you should think about what kinds of things you want to say.\Ah, I see. You're right.\Otherwise Yuujirou-san will control the pace of the meeting. response:	And I'll have just woken up.
context: If you go to sleep now, you probably won't be up by the time Yuujirou comes.\Well yeah, but...\After he comes to get it, the next thing you were going to do was have a meeting.\Oh, I'll make sure to have it, then.\Before you go to sleep, you should think about what kinds of things you want to say.\Ah, I see. You're right.\Otherwise Yuujirou-san will control the pace of the meeting.\And I'll have just woken up. response:	Well then, I'll think about it.
context: Well yeah, but...\After he comes to get it, the next thing you were going to do was have a meeting.\Oh, I'll make sure to have it, then.\Before you go to sleep, you should think about what kinds of things you want to say.\Ah, I see. You're right.\Otherwise Yuujirou-san will control the pace of the meeting.\And I'll have just woken up.\Well then, I'll think about it. response:	Another
context: After he comes to get it, the next thing you were going to do was have a meeting.\Oh, I'll make sure to have it, then.\Before you go to sleep, you should think about what kinds of things you want to say.\Ah, I see. You're right.\Otherwise Yuujirou-san will control the pace of the meeting.\And I'll have just woken up.\Well then, I'll think about it.\Another response:	ally,
context: Oh, I'll make sure to have it, then.\Before you go to sleep, you should think about what kinds of things you want to say.\Ah, I see. You're right.\Otherwise Yuujirou-san will control the pace of the meeting.\And I'll have just woken up.\Well then, I'll think about it.\Another\ally, response:	I think I'll
context: Before you go to sleep, you should think about what kinds of things you want to say.\Ah, I see. You're right.\Otherwise Yuujirou-san will control the pace of the meeting.\And I'll have just woken up.\Well then, I'll think about it.\Another\ally,\I think I'll response:	put one in!
context: Ah, I see. You're right.\Otherwise Yuujirou-san will control the pace of the meeting.\And I'll have just woken up.\Well then, I'll think about it.\Another\ally,\I think I'll\put one in! response:	What do you think?
context: Otherwise Yuujirou-san will control the pace of the meeting.\And I'll have just woken up.\Well then, I'll think about it.\Another\ally,\I think I'll\put one in!\What do you think? response:	I told you I was only helping with the decisions for chapter five.
context: And I'll have just woken up.\Well then, I'll think about it.\Another\ally,\I think I'll\put one in!\What do you think?\I told you I was only helping with the decisions for chapter five. response:	Then I guess I'll put one in.
context: Well then, I'll think about it.\Another\ally,\I think I'll\put one in!\What do you think?\I told you I was only helping with the decisions for chapter five.\Then I guess I'll put one in. response:	My notebook... notebook...
context: Another\ally,\I think I'll\put one in!\What do you think?\I told you I was only helping with the decisions for chapter five.\Then I guess I'll put one in.\My notebook... notebook... response:	Where did I put that notebook... notebook...
context: ally,\I think I'll\put one in!\What do you think?\I told you I was only helping with the decisions for chapter five.\Then I guess I'll put one in.\My notebook... notebook...\Where did I put that notebook... notebook... response:	Notebook...
context: I think I'll\put one in!\What do you think?\I told you I was only helping with the decisions for chapter five.\Then I guess I'll put one in.\My notebook... notebook...\Where did I put that notebook... notebook...\Notebook... response:	Notebook?
context: put one in!\What do you think?\I told you I was only helping with the decisions for chapter five.\Then I guess I'll put one in.\My notebook... notebook...\Where did I put that notebook... notebook...\Notebook...\Notebook? response:	There it is.
context: What do you think?\I told you I was only helping with the decisions for chapter five.\Then I guess I'll put one in.\My notebook... notebook...\Where did I put that notebook... notebook...\Notebook...\Notebook?\There it is. response:	They're important notebooks, so I put them in my drawer.
context: I told you I was only helping with the decisions for chapter five.\Then I guess I'll put one in.\My notebook... notebook...\Where did I put that notebook... notebook...\Notebook...\Notebook?\There it is.\They're important notebooks, so I put them in my drawer. response:	Anyway, it should be a character that can fly.
context: Then I guess I'll put one in.\My notebook... notebook...\Where did I put that notebook... notebook...\Notebook...\Notebook?\There it is.\They're important notebooks, so I put them in my drawer.\Anyway, it should be a character that can fly. response:	I'm sure I drew a sparrow manga in my fourth year of elementary school. I can use that.
context: My notebook... notebook...\Where did I put that notebook... notebook...\Notebook...\Notebook?\There it is.\They're important notebooks, so I put them in my drawer.\Anyway, it should be a character that can fly.\I'm sure I drew a sparrow manga in my fourth year of elementary school. I can use that. response:	Niizuma-kun, are those character designs?
context: Where did I put that notebook... notebook...\Notebook...\Notebook?\There it is.\They're important notebooks, so I put them in my drawer.\Anyway, it should be a character that can fly.\I'm sure I drew a sparrow manga in my fourth year of elementary school. I can use that.\Niizuma-kun, are those character designs? response:	I've been drawing manga ever since I started elementary school, so I have plenty I can use.
context: Notebook...\Notebook?\There it is.\They're important notebooks, so I put them in my drawer.\Anyway, it should be a character that can fly.\I'm sure I drew a sparrow manga in my fourth year of elementary school. I can use that.\Niizuma-kun, are those character designs?\I've been drawing manga ever since I started elementary school, so I have plenty I can use. response:	My house in Aomori was pretty far in the country,
context: Notebook?\There it is.\They're important notebooks, so I put them in my drawer.\Anyway, it should be a character that can fly.\I'm sure I drew a sparrow manga in my fourth year of elementary school. I can use that.\Niizuma-kun, are those character designs?\I've been drawing manga ever since I started elementary school, so I have plenty I can use.\My house in Aomori was pretty far in the country, response:	so it took over half an hour to get to someone in my grade's house.
context: There it is.\They're important notebooks, so I put them in my drawer.\Anyway, it should be a character that can fly.\I'm sure I drew a sparrow manga in my fourth year of elementary school. I can use that.\Niizuma-kun, are those character designs?\I've been drawing manga ever since I started elementary school, so I have plenty I can use.\My house in Aomori was pretty far in the country,\so it took over half an hour to get to someone in my grade's house. response:	Everyone would play video games and stuff,
context: They're important notebooks, so I put them in my drawer.\Anyway, it should be a character that can fly.\I'm sure I drew a sparrow manga in my fourth year of elementary school. I can use that.\Niizuma-kun, are those character designs?\I've been drawing manga ever since I started elementary school, so I have plenty I can use.\My house in Aomori was pretty far in the country,\so it took over half an hour to get to someone in my grade's house.\Everyone would play video games and stuff, response:	but the place to buy them was far away too, and I didn't have any money.
context: Anyway, it should be a character that can fly.\I'm sure I drew a sparrow manga in my fourth year of elementary school. I can use that.\Niizuma-kun, are those character designs?\I've been drawing manga ever since I started elementary school, so I have plenty I can use.\My house in Aomori was pretty far in the country,\so it took over half an hour to get to someone in my grade's house.\Everyone would play video games and stuff,\but the place to buy them was far away too, and I didn't have any money. response:	So all I ever did was draw manga.
context: I'm sure I drew a sparrow manga in my fourth year of elementary school. I can use that.\Niizuma-kun, are those character designs?\I've been drawing manga ever since I started elementary school, so I have plenty I can use.\My house in Aomori was pretty far in the country,\so it took over half an hour to get to someone in my grade's house.\Everyone would play video games and stuff,\but the place to buy them was far away too, and I didn't have any money.\So all I ever did was draw manga. response:	But that was what I always had the most fun doing.
context: Niizuma-kun, are those character designs?\I've been drawing manga ever since I started elementary school, so I have plenty I can use.\My house in Aomori was pretty far in the country,\so it took over half an hour to get to someone in my grade's house.\Everyone would play video games and stuff,\but the place to buy them was far away too, and I didn't have any money.\So all I ever did was draw manga.\But that was what I always had the most fun doing. response:	Well, guys that end up being mangakas...
context: I've been drawing manga ever since I started elementary school, so I have plenty I can use.\My house in Aomori was pretty far in the country,\so it took over half an hour to get to someone in my grade's house.\Everyone would play video games and stuff,\but the place to buy them was far away too, and I didn't have any money.\So all I ever did was draw manga.\But that was what I always had the most fun doing.\Well, guys that end up being mangakas... response:	usually draw stuff in their notebooks starting from when they're little kids.
context: My house in Aomori was pretty far in the country,\so it took over half an hour to get to someone in my grade's house.\Everyone would play video games and stuff,\but the place to buy them was far away too, and I didn't have any money.\So all I ever did was draw manga.\But that was what I always had the most fun doing.\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids. response:	They get pretty good, so they end up wanting to be mangakas.
context: so it took over half an hour to get to someone in my grade's house.\Everyone would play video games and stuff,\but the place to buy them was far away too, and I didn't have any money.\So all I ever did was draw manga.\But that was what I always had the most fun doing.\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\They get pretty good, so they end up wanting to be mangakas. response:	I'm the same way.
context: Everyone would play video games and stuff,\but the place to buy them was far away too, and I didn't have any money.\So all I ever did was draw manga.\But that was what I always had the most fun doing.\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\They get pretty good, so they end up wanting to be mangakas.\I'm the same way. response:	Crow is a character I made when I was in elementary school.
context: but the place to buy them was far away too, and I didn't have any money.\So all I ever did was draw manga.\But that was what I always had the most fun doing.\Well, guys that end up being mangakas...\usually draw stuff in their notebooks starting from when they're little kids.\They get pretty good, so they end up wanting to be mangakas.\I'm the same way.\Crow is a character I made when I was in elementary school. response:	Elementary school?
