context: The passionate voices cheering from the third base bleachers have not died down. response:	There's Suzuki, they need him to do his best, don't they, Mr. Kiru?
context: SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out response:	Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly
context: Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly response:	Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?
context: Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it? response:	Endless Eight
context: Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight response:	You're late, Kyon! Show some more motivation!
context: Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\You're late, Kyon! Show some more motivation! response:	Yeah, yeah.
context: Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\You're late, Kyon! Show some more motivation!\Yeah, yeah. response:	I came just for you.
context: Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\You're late, Kyon! Show some more motivation!\Yeah, yeah.\I came just for you. response:	Oh, thank you.
context: Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\You're late, Kyon! Show some more motivation!\Yeah, yeah.\I came just for you.\Oh, thank you. response:	Okay, we're all here, so let's go.
context: Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\You're late, Kyon! Show some more motivation!\Yeah, yeah.\I came just for you.\Oh, thank you.\Okay, we're all here, so let's go. response:	Go where?
context: Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\You're late, Kyon! Show some more motivation!\Yeah, yeah.\I came just for you.\Oh, thank you.\Okay, we're all here, so let's go.\Go where? response:	To the public swimming pool, of course!
context: Endless Eight\You're late, Kyon! Show some more motivation!\Yeah, yeah.\I came just for you.\Oh, thank you.\Okay, we're all here, so let's go.\Go where?\To the public swimming pool, of course! response:	Well, I guess that makes sense considering what I brought.
context: You're late, Kyon! Show some more motivation!\Yeah, yeah.\I came just for you.\Oh, thank you.\Okay, we're all here, so let's go.\Go where?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought. response:	We have to do summer vacation-y things during our summer vacation!
context: Yeah, yeah.\I came just for you.\Oh, thank you.\Okay, we're all here, so let's go.\Go where?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation! response:	We can never get back the time that we've lost!
context: I came just for you.\Oh, thank you.\Okay, we're all here, so let's go.\Go where?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost! response:	And so we're going to do them now, during this,
context: Oh, thank you.\Okay, we're all here, so let's go.\Go where?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, during this, response:	our one and only summer as tenth graders.
context: Okay, we're all here, so let's go.\Go where?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, during this,\our one and only summer as tenth graders. response:	Okay, Kyon and Koizumi,
context: Go where?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, during this,\our one and only summer as tenth graders.\Okay, Kyon and Koizumi, response:	we're counting on you until we get to the pool.
context: To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, during this,\our one and only summer as tenth graders.\Okay, Kyon and Koizumi,\we're counting on you until we get to the pool. response:	I'd rather not ask this, but counting on us for what?
context: Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, during this,\our one and only summer as tenth graders.\Okay, Kyon and Koizumi,\we're counting on you until we get to the pool.\I'd rather not ask this, but counting on us for what? response:	We're going on your bikes!
context: We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, during this,\our one and only summer as tenth graders.\Okay, Kyon and Koizumi,\we're counting on you until we get to the pool.\I'd rather not ask this, but counting on us for what?\We're going on your bikes! response:	Oh, the scent of chlorine. This really makes it feel like a pool!
context: We can never get back the time that we've lost!\And so we're going to do them now, during this,\our one and only summer as tenth graders.\Okay, Kyon and Koizumi,\we're counting on you until we get to the pool.\I'd rather not ask this, but counting on us for what?\We're going on your bikes!\Oh, the scent of chlorine. This really makes it feel like a pool! response:	Woo hoo!
context: And so we're going to do them now, during this,\our one and only summer as tenth graders.\Okay, Kyon and Koizumi,\we're counting on you until we get to the pool.\I'd rather not ask this, but counting on us for what?\We're going on your bikes!\Oh, the scent of chlorine. This really makes it feel like a pool!\Woo hoo! response:	No diving It's dangerous Woo hoo!
context: our one and only summer as tenth graders.\Okay, Kyon and Koizumi,\we're counting on you until we get to the pool.\I'd rather not ask this, but counting on us for what?\We're going on your bikes!\Oh, the scent of chlorine. This really makes it feel like a pool!\Woo hoo!\No diving It's dangerous Woo hoo! response:	No diving It's dangerous
context: Okay, Kyon and Koizumi,\we're counting on you until we get to the pool.\I'd rather not ask this, but counting on us for what?\We're going on your bikes!\Oh, the scent of chlorine. This really makes it feel like a pool!\Woo hoo!\No diving It's dangerous Woo hoo!\No diving It's dangerous response:	Restrain thyself. Canst thou not read the no diving signs?
context: we're counting on you until we get to the pool.\I'd rather not ask this, but counting on us for what?\We're going on your bikes!\Oh, the scent of chlorine. This really makes it feel like a pool!\Woo hoo!\No diving It's dangerous Woo hoo!\No diving It's dangerous\Restrain thyself. Canst thou not read the no diving signs? response:	Hurry up and get in! The water's warm so it feels fine!
context: I'd rather not ask this, but counting on us for what?\We're going on your bikes!\Oh, the scent of chlorine. This really makes it feel like a pool!\Woo hoo!\No diving It's dangerous Woo hoo!\No diving It's dangerous\Restrain thyself. Canst thou not read the no diving signs?\Hurry up and get in! The water's warm so it feels fine! response:	In you go!
context: We're going on your bikes!\Oh, the scent of chlorine. This really makes it feel like a pool!\Woo hoo!\No diving It's dangerous Woo hoo!\No diving It's dangerous\Restrain thyself. Canst thou not read the no diving signs?\Hurry up and get in! The water's warm so it feels fine!\In you go! response:	That looks like fun.
context: Oh, the scent of chlorine. This really makes it feel like a pool!\Woo hoo!\No diving It's dangerous Woo hoo!\No diving It's dangerous\Restrain thyself. Canst thou not read the no diving signs?\Hurry up and get in! The water's warm so it feels fine!\In you go!\That looks like fun. response:	She has some rather normal ways of enjoying her time, don't you think?
context: Woo hoo!\No diving It's dangerous Woo hoo!\No diving It's dangerous\Restrain thyself. Canst thou not read the no diving signs?\Hurry up and get in! The water's warm so it feels fine!\In you go!\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think? response:	I don't think I can say that inviting someone to do something
context: No diving It's dangerous Woo hoo!\No diving It's dangerous\Restrain thyself. Canst thou not read the no diving signs?\Hurry up and get in! The water's warm so it feels fine!\In you go!\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\I don't think I can say that inviting someone to do something response:	by calling them out of the blue, and only giving a general idea
context: No diving It's dangerous\Restrain thyself. Canst thou not read the no diving signs?\Hurry up and get in! The water's warm so it feels fine!\In you go!\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\I don't think I can say that inviting someone to do something\by calling them out of the blue, and only giving a general idea response:	of what's going to happen as normal.
context: Restrain thyself. Canst thou not read the no diving signs?\Hurry up and get in! The water's warm so it feels fine!\In you go!\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\I don't think I can say that inviting someone to do something\by calling them out of the blue, and only giving a general idea\of what's going to happen as normal. response:	Well, there is the saying, Strike while the iron is hot.
context: Hurry up and get in! The water's warm so it feels fine!\In you go!\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\I don't think I can say that inviting someone to do something\by calling them out of the blue, and only giving a general idea\of what's going to happen as normal.\Well, there is the saying, Strike while the iron is hot. response:	Yeah, but when she strikes something,
context: In you go!\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\I don't think I can say that inviting someone to do something\by calling them out of the blue, and only giving a general idea\of what's going to happen as normal.\Well, there is the saying, Strike while the iron is hot.\Yeah, but when she strikes something, response:	we've never gotten anything but bad luck.
context: That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\I don't think I can say that inviting someone to do something\by calling them out of the blue, and only giving a general idea\of what's going to happen as normal.\Well, there is the saying, Strike while the iron is hot.\Yeah, but when she strikes something,\we've never gotten anything but bad luck. response:	Even so, this is more than peaceful enough.
context: She has some rather normal ways of enjoying her time, don't you think?\I don't think I can say that inviting someone to do something\by calling them out of the blue, and only giving a general idea\of what's going to happen as normal.\Well, there is the saying, Strike while the iron is hot.\Yeah, but when she strikes something,\we've never gotten anything but bad luck.\Even so, this is more than peaceful enough. response:	Miss Suzumiya, laughing and having a good time like that,
context: I don't think I can say that inviting someone to do something\by calling them out of the blue, and only giving a general idea\of what's going to happen as normal.\Well, there is the saying, Strike while the iron is hot.\Yeah, but when she strikes something,\we've never gotten anything but bad luck.\Even so, this is more than peaceful enough.\Miss Suzumiya, laughing and having a good time like that, response:	isn't likely to shake up the world, after all.
context: by calling them out of the blue, and only giving a general idea\of what's going to happen as normal.\Well, there is the saying, Strike while the iron is hot.\Yeah, but when she strikes something,\we've never gotten anything but bad luck.\Even so, this is more than peaceful enough.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all. response:	What's wrong?
context: of what's going to happen as normal.\Well, there is the saying, Strike while the iron is hot.\Yeah, but when she strikes something,\we've never gotten anything but bad luck.\Even so, this is more than peaceful enough.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\What's wrong? response:	It's nothing. It's probably just my imagination.
context: Well, there is the saying, Strike while the iron is hot.\Yeah, but when she strikes something,\we've never gotten anything but bad luck.\Even so, this is more than peaceful enough.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\What's wrong?\It's nothing. It's probably just my imagination. response:	Because so much has happened since the beginning of spring,
context: Yeah, but when she strikes something,\we've never gotten anything but bad luck.\Even so, this is more than peaceful enough.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\What's wrong?\It's nothing. It's probably just my imagination.\Because so much has happened since the beginning of spring, response:	I've become a little paranoid.
context: we've never gotten anything but bad luck.\Even so, this is more than peaceful enough.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\What's wrong?\It's nothing. It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid. response:	Almost! Let's go one more time!
context: Even so, this is more than peaceful enough.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\What's wrong?\It's nothing. It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Almost! Let's go one more time! response:	Delicious. So strawberry and delicious!
context: Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\What's wrong?\It's nothing. It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Almost! Let's go one more time!\Delicious. So strawberry and delicious! response:	Jeez.
context: isn't likely to shake up the world, after all.\What's wrong?\It's nothing. It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Almost! Let's go one more time!\Delicious. So strawberry and delicious!\Jeez. response:	I think it would be better to call this place a communal pool than a public pool.
context: What's wrong?\It's nothing. It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Almost! Let's go one more time!\Delicious. So strawberry and delicious!\Jeez.\I think it would be better to call this place a communal pool than a public pool. response:	I wonder why Haruhi chose this place.
context: It's nothing. It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Almost! Let's go one more time!\Delicious. So strawberry and delicious!\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place. response:	There it is again, that strange sensation.
context: Because so much has happened since the beginning of spring,\I've become a little paranoid.\Almost! Let's go one more time!\Delicious. So strawberry and delicious!\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\There it is again, that strange sensation. response:	It feels like I've seen this scene once before.
context: I've become a little paranoid.\Almost! Let's go one more time!\Delicious. So strawberry and delicious!\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\There it is again, that strange sensation.\It feels like I've seen this scene once before. response:	Where Nagato kind of looks like she's bored...
context: Almost! Let's go one more time!\Delicious. So strawberry and delicious!\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\There it is again, that strange sensation.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored... response:	Kyon!
context: Delicious. So strawberry and delicious!\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\There it is again, that strange sensation.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon! response:	Right, and then Haruhi says this...
context: Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\There it is again, that strange sensation.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this... response:	These two are my brigade members.
context: I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\There it is again, that strange sensation.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this...\These two are my brigade members. response:	They'll do anything you ask, so ask for anything you want!
context: I wonder why Haruhi chose this place.\There it is again, that strange sensation.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want! response:	Okay!
context: There it is again, that strange sensation.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay! response:	Okay, let's have some fun! We're going to play water soccer.
context: It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay!\Okay, let's have some fun! We're going to play water soccer. response:	Yeah, yeah.
context: Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah. response:	Well, deja vu isn't all that uncommon.
context: Kyon!\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon. response:	I've been thinking about how we should spend our summer vacation.
context: Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\I've been thinking about how we should spend our summer vacation. response:	What do you think?
context: These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\I've been thinking about how we should spend our summer vacation.\What do you think? response:	What is this supposed to be?
context: They'll do anything you ask, so ask for anything you want!\Okay!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\I've been thinking about how we should spend our summer vacation.\What do you think?\What is this supposed to be? response:	Summer outing, Bon festival, part-time job, batting center... What is this supposed to be?
context: Okay!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\I've been thinking about how we should spend our summer vacation.\What do you think?\What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center... What is this supposed to be? response:	Summer outing, Bon festival, part-time job, batting center...
context: Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\I've been thinking about how we should spend our summer vacation.\What do you think?\What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center... What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center... response:	Summer outing, Bon festival, part-time job, batting center... It's a schedule of how we'll spend the rest of our short summer vacation.
context: Yeah, yeah.\Well, deja vu isn't all that uncommon.\I've been thinking about how we should spend our summer vacation.\What do you think?\What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center... What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center...\Summer outing, Bon festival, part-time job, batting center... It's a schedule of how we'll spend the rest of our short summer vacation. response:	It's a schedule of how we'll spend the rest of our short summer vacation.
context: Well, deja vu isn't all that uncommon.\I've been thinking about how we should spend our summer vacation.\What do you think?\What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center... What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center...\Summer outing, Bon festival, part-time job, batting center... It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation. response:	- A schedule for who? - For us!
context: I've been thinking about how we should spend our summer vacation.\What do you think?\What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center... What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center...\Summer outing, Bon festival, part-time job, batting center... It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\- A schedule for who? - For us! response:	I realized that we only have two weeks of summer vacation left.
context: What do you think?\What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center... What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center...\Summer outing, Bon festival, part-time job, batting center... It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\- A schedule for who? - For us!\I realized that we only have two weeks of summer vacation left. response:	That fact blew me away.
context: What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center... What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center...\Summer outing, Bon festival, part-time job, batting center... It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\- A schedule for who? - For us!\I realized that we only have two weeks of summer vacation left.\That fact blew me away. response:	We still have so much left to do, but we've only got this much time left!
context: Summer outing, Bon festival, part-time job, batting center... What is this supposed to be?\Summer outing, Bon festival, part-time job, batting center...\Summer outing, Bon festival, part-time job, batting center... It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\- A schedule for who? - For us!\I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left! response:	We're going to pick up the pace!
context: Summer outing, Bon festival, part-time job, batting center...\Summer outing, Bon festival, part-time job, batting center... It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\- A schedule for who? - For us!\I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace! response:	All this, in just two weeks?
context: Summer outing, Bon festival, part-time job, batting center... It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\- A schedule for who? - For us!\I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this, in just two weeks? response:	Is there anything else you want to do, Mikuru?
context: It's a schedule of how we'll spend the rest of our short summer vacation.\- A schedule for who? - For us!\I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this, in just two weeks?\Is there anything else you want to do, Mikuru? response:	Umm... I'd like to try goldfish scooping.
context: - A schedule for who? - For us!\I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this, in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping. response:	Okay! Goldfish scooping...
context: I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this, in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping... response:	Pardon me for a moment.
context: That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this, in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment. response:	Thank you.
context: We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this, in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\Thank you. response:	We're starting tomorrow!
context: We're going to pick up the pace!\All this, in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\Thank you.\We're starting tomorrow! response:	Is there a place nearby having a Bon festival?
context: All this, in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\Thank you.\We're starting tomorrow!\Is there a place nearby having a Bon festival? response:	A fireworks show works, too.
context: Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\Thank you.\We're starting tomorrow!\Is there a place nearby having a Bon festival?\A fireworks show works, too. response:	At least try to find this stuff out first.
context: Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\Thank you.\We're starting tomorrow!\Is there a place nearby having a Bon festival?\A fireworks show works, too.\At least try to find this stuff out first. response:	I'll check around. I'll contact you when I find out.
context: Okay! Goldfish scooping...\Pardon me for a moment.\Thank you.\We're starting tomorrow!\Is there a place nearby having a Bon festival?\A fireworks show works, too.\At least try to find this stuff out first.\I'll check around. I'll contact you when I find out. response:	Okay, I'll leave it to you, Koizumi.
context: Pardon me for a moment.\Thank you.\We're starting tomorrow!\Is there a place nearby having a Bon festival?\A fireworks show works, too.\At least try to find this stuff out first.\I'll check around. I'll contact you when I find out.\Okay, I'll leave it to you, Koizumi. response:	All right, then, we're done for today!
context: Thank you.\We're starting tomorrow!\Is there a place nearby having a Bon festival?\A fireworks show works, too.\At least try to find this stuff out first.\I'll check around. I'll contact you when I find out.\Okay, I'll leave it to you, Koizumi.\All right, then, we're done for today! response:	Nagato.
context: We're starting tomorrow!\Is there a place nearby having a Bon festival?\A fireworks show works, too.\At least try to find this stuff out first.\I'll check around. I'll contact you when I find out.\Okay, I'll leave it to you, Koizumi.\All right, then, we're done for today!\Nagato. response:	Umm... no, it's nothing important.
context: Is there a place nearby having a Bon festival?\A fireworks show works, too.\At least try to find this stuff out first.\I'll check around. I'll contact you when I find out.\Okay, I'll leave it to you, Koizumi.\All right, then, we're done for today!\Nagato.\Umm... no, it's nothing important. response:	How have you been? Everything fine?
context: A fireworks show works, too.\At least try to find this stuff out first.\I'll check around. I'll contact you when I find out.\Okay, I'll leave it to you, Koizumi.\All right, then, we're done for today!\Nagato.\Umm... no, it's nothing important.\How have you been? Everything fine? response:	Fine.
context: At least try to find this stuff out first.\I'll check around. I'll contact you when I find out.\Okay, I'll leave it to you, Koizumi.\All right, then, we're done for today!\Nagato.\Umm... no, it's nothing important.\How have you been? Everything fine?\Fine. response:	That's good to hear.
context: I'll check around. I'll contact you when I find out.\Okay, I'll leave it to you, Koizumi.\All right, then, we're done for today!\Nagato.\Umm... no, it's nothing important.\How have you been? Everything fine?\Fine.\That's good to hear. response:	Right.
context: Okay, I'll leave it to you, Koizumi.\All right, then, we're done for today!\Nagato.\Umm... no, it's nothing important.\How have you been? Everything fine?\Fine.\That's good to hear.\Right. response:	Umm...
context: All right, then, we're done for today!\Nagato.\Umm... no, it's nothing important.\How have you been? Everything fine?\Fine.\That's good to hear.\Right.\Umm... response:	Sorry for stopping you. You can go now.
context: Nagato.\Umm... no, it's nothing important.\How have you been? Everything fine?\Fine.\That's good to hear.\Right.\Umm...\Sorry for stopping you. You can go now. response:	What the heck? Why did I talk to her?
context: Umm... no, it's nothing important.\How have you been? Everything fine?\Fine.\That's good to hear.\Right.\Umm...\Sorry for stopping you. You can go now.\What the heck? Why did I talk to her? response:	Koizumi was able to suddenly find a place that was holding a Bon festival the next day.
