context: Elementary school response:	Middle school
context: Get lost already.\W-What? This isn't your problem.\I was talking to Sadako.\You think you can beat me up?\You were in my middle school, so you must know me.\About my 99 consecutive victories dueling against guys.\The hell are you talking about?\Mess with Sadako again and I'll mess you up. response:	What the hell?
context: W-What? This isn't your problem.\I was talking to Sadako.\You think you can beat me up?\You were in my middle school, so you must know me.\About my 99 consecutive victories dueling against guys.\The hell are you talking about?\Mess with Sadako again and I'll mess you up.\What the hell? response:	Let's go.
context: I was talking to Sadako.\You think you can beat me up?\You were in my middle school, so you must know me.\About my 99 consecutive victories dueling against guys.\The hell are you talking about?\Mess with Sadako again and I'll mess you up.\What the hell?\Let's go. response:	Wait.
context: You think you can beat me up?\You were in my middle school, so you must know me.\About my 99 consecutive victories dueling against guys.\The hell are you talking about?\Mess with Sadako again and I'll mess you up.\What the hell?\Let's go.\Wait. response:	All that stuff... it really is a mistake.
context: You were in my middle school, so you must know me.\About my 99 consecutive victories dueling against guys.\The hell are you talking about?\Mess with Sadako again and I'll mess you up.\What the hell?\Let's go.\Wait.\All that stuff... it really is a mistake. response:	Just shut up.
context: About my 99 consecutive victories dueling against guys.\The hell are you talking about?\Mess with Sadako again and I'll mess you up.\What the hell?\Let's go.\Wait.\All that stuff... it really is a mistake.\Just shut up. response:	Fine.
context: The hell are you talking about?\Mess with Sadako again and I'll mess you up.\What the hell?\Let's go.\Wait.\All that stuff... it really is a mistake.\Just shut up.\Fine. response:	I'll take it back.
context: Mess with Sadako again and I'll mess you up.\What the hell?\Let's go.\Wait.\All that stuff... it really is a mistake.\Just shut up.\Fine.\I'll take it back. response:	Happy now?
context: What the hell?\Let's go.\Wait.\All that stuff... it really is a mistake.\Just shut up.\Fine.\I'll take it back.\Happy now? response:	They understood.
context: Let's go.\Wait.\All that stuff... it really is a mistake.\Just shut up.\Fine.\I'll take it back.\Happy now?\They understood. response:	Yano-san, Yoshida-san,
context: Wait.\All that stuff... it really is a mistake.\Just shut up.\Fine.\I'll take it back.\Happy now?\They understood.\Yano-san, Yoshida-san, response:	they understood.
context: All that stuff... it really is a mistake.\Just shut up.\Fine.\I'll take it back.\Happy now?\They understood.\Yano-san, Yoshida-san,\they understood. response:	They understood me.
context: Just shut up.\Fine.\I'll take it back.\Happy now?\They understood.\Yano-san, Yoshida-san,\they understood.\They understood me. response:	That the rumor was a mistake.
context: Fine.\I'll take it back.\Happy now?\They understood.\Yano-san, Yoshida-san,\they understood.\They understood me.\That the rumor was a mistake. response:	It's okay, Sadako.
context: I'll take it back.\Happy now?\They understood.\Yano-san, Yoshida-san,\they understood.\They understood me.\That the rumor was a mistake.\It's okay, Sadako. response:	It's fine.
context: Happy now?\They understood.\Yano-san, Yoshida-san,\they understood.\They understood me.\That the rumor was a mistake.\It's okay, Sadako.\It's fine. response:	It wasn't Sadako.
context: They understood.\Yano-san, Yoshida-san,\they understood.\They understood me.\That the rumor was a mistake.\It's okay, Sadako.\It's fine.\It wasn't Sadako. response:	She wouldn't do that.
context: Yano-san, Yoshida-san,\they understood.\They understood me.\That the rumor was a mistake.\It's okay, Sadako.\It's fine.\It wasn't Sadako.\She wouldn't do that. response:	Yano-san,
context: they understood.\They understood me.\That the rumor was a mistake.\It's okay, Sadako.\It's fine.\It wasn't Sadako.\She wouldn't do that.\Yano-san, response:	Yoshida-san.
context: They understood me.\That the rumor was a mistake.\It's okay, Sadako.\It's fine.\It wasn't Sadako.\She wouldn't do that.\Yano-san,\Yoshida-san. response:	Thanks.
context: That the rumor was a mistake.\It's okay, Sadako.\It's fine.\It wasn't Sadako.\She wouldn't do that.\Yano-san,\Yoshida-san.\Thanks. response:	Thanks for believing in me.
context: It's okay, Sadako.\It's fine.\It wasn't Sadako.\She wouldn't do that.\Yano-san,\Yoshida-san.\Thanks.\Thanks for believing in me. response:	K-Kazehaya?
context: It's fine.\It wasn't Sadako.\She wouldn't do that.\Yano-san,\Yoshida-san.\Thanks.\Thanks for believing in me.\K-Kazehaya? response:	Did we do something to piss you off?
context: It wasn't Sadako.\She wouldn't do that.\Yano-san,\Yoshida-san.\Thanks.\Thanks for believing in me.\K-Kazehaya?\Did we do something to piss you off? response:	I'm not pissed off.
context: She wouldn't do that.\Yano-san,\Yoshida-san.\Thanks.\Thanks for believing in me.\K-Kazehaya?\Did we do something to piss you off?\I'm not pissed off. response:	He's pissed off!
context: Yano-san,\Yoshida-san.\Thanks.\Thanks for believing in me.\K-Kazehaya?\Did we do something to piss you off?\I'm not pissed off.\He's pissed off! response:	I just...
context: Yoshida-san.\Thanks.\Thanks for believing in me.\K-Kazehaya?\Did we do something to piss you off?\I'm not pissed off.\He's pissed off!\I just... response:	hate stupid rumors.
context: Thanks.\Thanks for believing in me.\K-Kazehaya?\Did we do something to piss you off?\I'm not pissed off.\He's pissed off!\I just...\hate stupid rumors. response:	You knew those rumors about Yano and Yoshida were bullshit, didn't you?
context: Thanks for believing in me.\K-Kazehaya?\Did we do something to piss you off?\I'm not pissed off.\He's pissed off!\I just...\hate stupid rumors.\You knew those rumors about Yano and Yoshida were bullshit, didn't you? response:	You seriously thought Kuronuma would do it?
context: K-Kazehaya?\Did we do something to piss you off?\I'm not pissed off.\He's pissed off!\I just...\hate stupid rumors.\You knew those rumors about Yano and Yoshida were bullshit, didn't you?\You seriously thought Kuronuma would do it? response:	Well, I...
context: Did we do something to piss you off?\I'm not pissed off.\He's pissed off!\I just...\hate stupid rumors.\You knew those rumors about Yano and Yoshida were bullshit, didn't you?\You seriously thought Kuronuma would do it?\Well, I... response:	I don't know much about Kuronuma.
context: I'm not pissed off.\He's pissed off!\I just...\hate stupid rumors.\You knew those rumors about Yano and Yoshida were bullshit, didn't you?\You seriously thought Kuronuma would do it?\Well, I...\I don't know much about Kuronuma. response:	I thought maybe she did, since it was a rumor.
context: He's pissed off!\I just...\hate stupid rumors.\You knew those rumors about Yano and Yoshida were bullshit, didn't you?\You seriously thought Kuronuma would do it?\Well, I...\I don't know much about Kuronuma.\I thought maybe she did, since it was a rumor. response:	Sadako was defending them.
context: I just...\hate stupid rumors.\You knew those rumors about Yano and Yoshida were bullshit, didn't you?\You seriously thought Kuronuma would do it?\Well, I...\I don't know much about Kuronuma.\I thought maybe she did, since it was a rumor.\Sadako was defending them. response:	Defending them?
context: hate stupid rumors.\You knew those rumors about Yano and Yoshida were bullshit, didn't you?\You seriously thought Kuronuma would do it?\Well, I...\I don't know much about Kuronuma.\I thought maybe she did, since it was a rumor.\Sadako was defending them.\Defending them? response:	Even after she got pushed down,
context: You knew those rumors about Yano and Yoshida were bullshit, didn't you?\You seriously thought Kuronuma would do it?\Well, I...\I don't know much about Kuronuma.\I thought maybe she did, since it was a rumor.\Sadako was defending them.\Defending them?\Even after she got pushed down, response:	she was defending Yano-san and Yoshida-san.
context: You seriously thought Kuronuma would do it?\Well, I...\I don't know much about Kuronuma.\I thought maybe she did, since it was a rumor.\Sadako was defending them.\Defending them?\Even after she got pushed down,\she was defending Yano-san and Yoshida-san. response:	We couldn't do anything...
context: Well, I...\I don't know much about Kuronuma.\I thought maybe she did, since it was a rumor.\Sadako was defending them.\Defending them?\Even after she got pushed down,\she was defending Yano-san and Yoshida-san.\We couldn't do anything... response:	But Yano-san and Yoshida-san came to help her.
context: I don't know much about Kuronuma.\I thought maybe she did, since it was a rumor.\Sadako was defending them.\Defending them?\Even after she got pushed down,\she was defending Yano-san and Yoshida-san.\We couldn't do anything...\But Yano-san and Yoshida-san came to help her. response:	Really? Yano and Yoshida helped Sadako?
context: I thought maybe she did, since it was a rumor.\Sadako was defending them.\Defending them?\Even after she got pushed down,\she was defending Yano-san and Yoshida-san.\We couldn't do anything...\But Yano-san and Yoshida-san came to help her.\Really? Yano and Yoshida helped Sadako? response:	So it really was bullshit then.
context: Sadako was defending them.\Defending them?\Even after she got pushed down,\she was defending Yano-san and Yoshida-san.\We couldn't do anything...\But Yano-san and Yoshida-san came to help her.\Really? Yano and Yoshida helped Sadako?\So it really was bullshit then. response:	Oh, it was a rumor.
context: Defending them?\Even after she got pushed down,\she was defending Yano-san and Yoshida-san.\We couldn't do anything...\But Yano-san and Yoshida-san came to help her.\Really? Yano and Yoshida helped Sadako?\So it really was bullshit then.\Oh, it was a rumor. response:	I thought it was weird.
context: Even after she got pushed down,\she was defending Yano-san and Yoshida-san.\We couldn't do anything...\But Yano-san and Yoshida-san came to help her.\Really? Yano and Yoshida helped Sadako?\So it really was bullshit then.\Oh, it was a rumor.\I thought it was weird. response:	Oh yeah, Sadako's notes were good, no?
context: she was defending Yano-san and Yoshida-san.\We couldn't do anything...\But Yano-san and Yoshida-san came to help her.\Really? Yano and Yoshida helped Sadako?\So it really was bullshit then.\Oh, it was a rumor.\I thought it was weird.\Oh yeah, Sadako's notes were good, no? response:	Yeah, I aced the exam yesterday thanks to those notes.
context: We couldn't do anything...\But Yano-san and Yoshida-san came to help her.\Really? Yano and Yoshida helped Sadako?\So it really was bullshit then.\Oh, it was a rumor.\I thought it was weird.\Oh yeah, Sadako's notes were good, no?\Yeah, I aced the exam yesterday thanks to those notes. response:	Me too.
context: But Yano-san and Yoshida-san came to help her.\Really? Yano and Yoshida helped Sadako?\So it really was bullshit then.\Oh, it was a rumor.\I thought it was weird.\Oh yeah, Sadako's notes were good, no?\Yeah, I aced the exam yesterday thanks to those notes.\Me too. response:	Sadako's awesome.
context: Really? Yano and Yoshida helped Sadako?\So it really was bullshit then.\Oh, it was a rumor.\I thought it was weird.\Oh yeah, Sadako's notes were good, no?\Yeah, I aced the exam yesterday thanks to those notes.\Me too.\Sadako's awesome. response:	Oh yeah, I totally thought it was just a rumor.
context: So it really was bullshit then.\Oh, it was a rumor.\I thought it was weird.\Oh yeah, Sadako's notes were good, no?\Yeah, I aced the exam yesterday thanks to those notes.\Me too.\Sadako's awesome.\Oh yeah, I totally thought it was just a rumor. response:	Kuronuma's going to be so happy,
context: Oh, it was a rumor.\I thought it was weird.\Oh yeah, Sadako's notes were good, no?\Yeah, I aced the exam yesterday thanks to those notes.\Me too.\Sadako's awesome.\Oh yeah, I totally thought it was just a rumor.\Kuronuma's going to be so happy, response:	when she finds out that it was thanks to Hirano and Endou.
context: I thought it was weird.\Oh yeah, Sadako's notes were good, no?\Yeah, I aced the exam yesterday thanks to those notes.\Me too.\Sadako's awesome.\Oh yeah, I totally thought it was just a rumor.\Kuronuma's going to be so happy,\when she finds out that it was thanks to Hirano and Endou. response:	Good job, Hirano, Endou.
context: Oh yeah, Sadako's notes were good, no?\Yeah, I aced the exam yesterday thanks to those notes.\Me too.\Sadako's awesome.\Oh yeah, I totally thought it was just a rumor.\Kuronuma's going to be so happy,\when she finds out that it was thanks to Hirano and Endou.\Good job, Hirano, Endou. response:	Make the most of it, Kuronuma.
context: Yeah, I aced the exam yesterday thanks to those notes.\Me too.\Sadako's awesome.\Oh yeah, I totally thought it was just a rumor.\Kuronuma's going to be so happy,\when she finds out that it was thanks to Hirano and Endou.\Good job, Hirano, Endou.\Make the most of it, Kuronuma. response:	I thought I could stop the rumors by myself.
context: Me too.\Sadako's awesome.\Oh yeah, I totally thought it was just a rumor.\Kuronuma's going to be so happy,\when she finds out that it was thanks to Hirano and Endou.\Good job, Hirano, Endou.\Make the most of it, Kuronuma.\I thought I could stop the rumors by myself. response:	Sadako
context: Sadako's awesome.\Oh yeah, I totally thought it was just a rumor.\Kuronuma's going to be so happy,\when she finds out that it was thanks to Hirano and Endou.\Good job, Hirano, Endou.\Make the most of it, Kuronuma.\I thought I could stop the rumors by myself.\Sadako response:	I never thought I could do anything about it.
context: Oh yeah, I totally thought it was just a rumor.\Kuronuma's going to be so happy,\when she finds out that it was thanks to Hirano and Endou.\Good job, Hirano, Endou.\Make the most of it, Kuronuma.\I thought I could stop the rumors by myself.\Sadako\I never thought I could do anything about it. response:	It didn't work out.”
context: Kuronuma's going to be so happy,\when she finds out that it was thanks to Hirano and Endou.\Good job, Hirano, Endou.\Make the most of it, Kuronuma.\I thought I could stop the rumors by myself.\Sadako\I never thought I could do anything about it.\It didn't work out.” response:	Oh well.”
context: when she finds out that it was thanks to Hirano and Endou.\Good job, Hirano, Endou.\Make the most of it, Kuronuma.\I thought I could stop the rumors by myself.\Sadako\I never thought I could do anything about it.\It didn't work out.”\Oh well.” response:	I kept wanting to fit in with everyone,
context: Good job, Hirano, Endou.\Make the most of it, Kuronuma.\I thought I could stop the rumors by myself.\Sadako\I never thought I could do anything about it.\It didn't work out.”\Oh well.”\I kept wanting to fit in with everyone, response:	but somewhere inside I'd already given up.
context: Make the most of it, Kuronuma.\I thought I could stop the rumors by myself.\Sadako\I never thought I could do anything about it.\It didn't work out.”\Oh well.”\I kept wanting to fit in with everyone,\but somewhere inside I'd already given up. response:	Yet I couldn't give up on you two.
context: I thought I could stop the rumors by myself.\Sadako\I never thought I could do anything about it.\It didn't work out.”\Oh well.”\I kept wanting to fit in with everyone,\but somewhere inside I'd already given up.\Yet I couldn't give up on you two. response:	Even if it meant that there'd be bad rumors about you,
context: Sadako\I never thought I could do anything about it.\It didn't work out.”\Oh well.”\I kept wanting to fit in with everyone,\but somewhere inside I'd already given up.\Yet I couldn't give up on you two.\Even if it meant that there'd be bad rumors about you, response:	and you might get hurt...
context: I never thought I could do anything about it.\It didn't work out.”\Oh well.”\I kept wanting to fit in with everyone,\but somewhere inside I'd already given up.\Yet I couldn't give up on you two.\Even if it meant that there'd be bad rumors about you,\and you might get hurt... response:	I couldn't give you up.
context: It didn't work out.”\Oh well.”\I kept wanting to fit in with everyone,\but somewhere inside I'd already given up.\Yet I couldn't give up on you two.\Even if it meant that there'd be bad rumors about you,\and you might get hurt...\I couldn't give you up. response:	I don't know how to make you feel better when you get hurt,
context: Oh well.”\I kept wanting to fit in with everyone,\but somewhere inside I'd already given up.\Yet I couldn't give up on you two.\Even if it meant that there'd be bad rumors about you,\and you might get hurt...\I couldn't give you up.\I don't know how to make you feel better when you get hurt, response:	but I want to be with you.
context: I kept wanting to fit in with everyone,\but somewhere inside I'd already given up.\Yet I couldn't give up on you two.\Even if it meant that there'd be bad rumors about you,\and you might get hurt...\I couldn't give you up.\I don't know how to make you feel better when you get hurt,\but I want to be with you. response:	Like right now.
context: but somewhere inside I'd already given up.\Yet I couldn't give up on you two.\Even if it meant that there'd be bad rumors about you,\and you might get hurt...\I couldn't give you up.\I don't know how to make you feel better when you get hurt,\but I want to be with you.\Like right now. response:	No, I want to be closer to you.
context: Yet I couldn't give up on you two.\Even if it meant that there'd be bad rumors about you,\and you might get hurt...\I couldn't give you up.\I don't know how to make you feel better when you get hurt,\but I want to be with you.\Like right now.\No, I want to be closer to you. response:	Even if there are more rumors.
context: Even if it meant that there'd be bad rumors about you,\and you might get hurt...\I couldn't give you up.\I don't know how to make you feel better when you get hurt,\but I want to be with you.\Like right now.\No, I want to be closer to you.\Even if there are more rumors. response:	I'll stop all of them.
context: and you might get hurt...\I couldn't give you up.\I don't know how to make you feel better when you get hurt,\but I want to be with you.\Like right now.\No, I want to be closer to you.\Even if there are more rumors.\I'll stop all of them. response:	I'm being so selfish.
context: I couldn't give you up.\I don't know how to make you feel better when you get hurt,\but I want to be with you.\Like right now.\No, I want to be closer to you.\Even if there are more rumors.\I'll stop all of them.\I'm being so selfish. response:	But they're listening to me, without even looking away.
context: I don't know how to make you feel better when you get hurt,\but I want to be with you.\Like right now.\No, I want to be closer to you.\Even if there are more rumors.\I'll stop all of them.\I'm being so selfish.\But they're listening to me, without even looking away. response:	I want to be friends with you two.
context: but I want to be with you.\Like right now.\No, I want to be closer to you.\Even if there are more rumors.\I'll stop all of them.\I'm being so selfish.\But they're listening to me, without even looking away.\I want to be friends with you two. response:	Sadako,
context: Like right now.\No, I want to be closer to you.\Even if there are more rumors.\I'll stop all of them.\I'm being so selfish.\But they're listening to me, without even looking away.\I want to be friends with you two.\Sadako, response:	you thought we were hurt because of that?
context: No, I want to be closer to you.\Even if there are more rumors.\I'll stop all of them.\I'm being so selfish.\But they're listening to me, without even looking away.\I want to be friends with you two.\Sadako,\you thought we were hurt because of that? response:	That we would get hurt by you being around us?
context: Even if there are more rumors.\I'll stop all of them.\I'm being so selfish.\But they're listening to me, without even looking away.\I want to be friends with you two.\Sadako,\you thought we were hurt because of that?\That we would get hurt by you being around us? response:	And you still wanted to be with us?
context: I'll stop all of them.\I'm being so selfish.\But they're listening to me, without even looking away.\I want to be friends with you two.\Sadako,\you thought we were hurt because of that?\That we would get hurt by you being around us?\And you still wanted to be with us? response:	Is that why you were hurt?
context: I'm being so selfish.\But they're listening to me, without even looking away.\I want to be friends with you two.\Sadako,\you thought we were hurt because of that?\That we would get hurt by you being around us?\And you still wanted to be with us?\Is that why you were hurt? response:	Yano-san, I'm dirty right now, I just fell.
context: But they're listening to me, without even looking away.\I want to be friends with you two.\Sadako,\you thought we were hurt because of that?\That we would get hurt by you being around us?\And you still wanted to be with us?\Is that why you were hurt?\Yano-san, I'm dirty right now, I just fell. response:	You idiot.
context: I want to be friends with you two.\Sadako,\you thought we were hurt because of that?\That we would get hurt by you being around us?\And you still wanted to be with us?\Is that why you were hurt?\Yano-san, I'm dirty right now, I just fell.\You idiot. response:	You're an idiot.
context: Sadako,\you thought we were hurt because of that?\That we would get hurt by you being around us?\And you still wanted to be with us?\Is that why you were hurt?\Yano-san, I'm dirty right now, I just fell.\You idiot.\You're an idiot. response:	You just said everything I was about to ask.
context: you thought we were hurt because of that?\That we would get hurt by you being around us?\And you still wanted to be with us?\Is that why you were hurt?\Yano-san, I'm dirty right now, I just fell.\You idiot.\You're an idiot.\You just said everything I was about to ask. response:	I'm embarrassed for having doubted you.
context: That we would get hurt by you being around us?\And you still wanted to be with us?\Is that why you were hurt?\Yano-san, I'm dirty right now, I just fell.\You idiot.\You're an idiot.\You just said everything I was about to ask.\I'm embarrassed for having doubted you. response:	I'm sorry, Sadako.
context: And you still wanted to be with us?\Is that why you were hurt?\Yano-san, I'm dirty right now, I just fell.\You idiot.\You're an idiot.\You just said everything I was about to ask.\I'm embarrassed for having doubted you.\I'm sorry, Sadako. response:	Don't get used to being alone.
context: Is that why you were hurt?\Yano-san, I'm dirty right now, I just fell.\You idiot.\You're an idiot.\You just said everything I was about to ask.\I'm embarrassed for having doubted you.\I'm sorry, Sadako.\Don't get used to being alone. response:	Don't you know? We adore you so much.
context: Yano-san, I'm dirty right now, I just fell.\You idiot.\You're an idiot.\You just said everything I was about to ask.\I'm embarrassed for having doubted you.\I'm sorry, Sadako.\Don't get used to being alone.\Don't you know? We adore you so much. response:	Don't you know?
context: You idiot.\You're an idiot.\You just said everything I was about to ask.\I'm embarrassed for having doubted you.\I'm sorry, Sadako.\Don't get used to being alone.\Don't you know? We adore you so much.\Don't you know? response:	Becoming friends happens before you know it.
context: You're an idiot.\You just said everything I was about to ask.\I'm embarrassed for having doubted you.\I'm sorry, Sadako.\Don't get used to being alone.\Don't you know? We adore you so much.\Don't you know?\Becoming friends happens before you know it. response:	We were already friends, Sadako.
context: You just said everything I was about to ask.\I'm embarrassed for having doubted you.\I'm sorry, Sadako.\Don't get used to being alone.\Don't you know? We adore you so much.\Don't you know?\Becoming friends happens before you know it.\We were already friends, Sadako. response:	Friends?
context: I'm embarrassed for having doubted you.\I'm sorry, Sadako.\Don't get used to being alone.\Don't you know? We adore you so much.\Don't you know?\Becoming friends happens before you know it.\We were already friends, Sadako.\Friends? response:	We were?
context: I'm sorry, Sadako.\Don't get used to being alone.\Don't you know? We adore you so much.\Don't you know?\Becoming friends happens before you know it.\We were already friends, Sadako.\Friends?\We were? response:	Dammit, I'm going to hug you all.
context: Don't get used to being alone.\Don't you know? We adore you so much.\Don't you know?\Becoming friends happens before you know it.\We were already friends, Sadako.\Friends?\We were?\Dammit, I'm going to hug you all. response:	Stop it! Shut up!
context: Don't you know? We adore you so much.\Don't you know?\Becoming friends happens before you know it.\We were already friends, Sadako.\Friends?\We were?\Dammit, I'm going to hug you all.\Stop it! Shut up! response:	You're going to start a rumor again.
context: Don't you know?\Becoming friends happens before you know it.\We were already friends, Sadako.\Friends?\We were?\Dammit, I'm going to hug you all.\Stop it! Shut up!\You're going to start a rumor again. response:	Seriously, you cry too much.
context: Becoming friends happens before you know it.\We were already friends, Sadako.\Friends?\We were?\Dammit, I'm going to hug you all.\Stop it! Shut up!\You're going to start a rumor again.\Seriously, you cry too much. response:	Friends?
context: We were already friends, Sadako.\Friends?\We were?\Dammit, I'm going to hug you all.\Stop it! Shut up!\You're going to start a rumor again.\Seriously, you cry too much.\Friends? response:	You're teary-eyed too.
context: Friends?\We were?\Dammit, I'm going to hug you all.\Stop it! Shut up!\You're going to start a rumor again.\Seriously, you cry too much.\Friends?\You're teary-eyed too. response:	I can tell one of those horror stories now.
context: We were?\Dammit, I'm going to hug you all.\Stop it! Shut up!\You're going to start a rumor again.\Seriously, you cry too much.\Friends?\You're teary-eyed too.\I can tell one of those horror stories now. response:	My first friends.
context: Dammit, I'm going to hug you all.\Stop it! Shut up!\You're going to start a rumor again.\Seriously, you cry too much.\Friends?\You're teary-eyed too.\I can tell one of those horror stories now.\My first friends. response:	She's crying and laughing at the same time.
context: Stop it! Shut up!\You're going to start a rumor again.\Seriously, you cry too much.\Friends?\You're teary-eyed too.\I can tell one of those horror stories now.\My first friends.\She's crying and laughing at the same time. response:	They seem pretty happy together though.
context: You're going to start a rumor again.\Seriously, you cry too much.\Friends?\You're teary-eyed too.\I can tell one of those horror stories now.\My first friends.\She's crying and laughing at the same time.\They seem pretty happy together though. response:	What's going on?
context: Seriously, you cry too much.\Friends?\You're teary-eyed too.\I can tell one of those horror stories now.\My first friends.\She's crying and laughing at the same time.\They seem pretty happy together though.\What's going on? response:	That's so creepy.
context: Friends?\You're teary-eyed too.\I can tell one of those horror stories now.\My first friends.\She's crying and laughing at the same time.\They seem pretty happy together though.\What's going on?\That's so creepy. response:	It's solved!
context: You're teary-eyed too.\I can tell one of those horror stories now.\My first friends.\She's crying and laughing at the same time.\They seem pretty happy together though.\What's going on?\That's so creepy.\It's solved! response:	They switched roles, and now it's solved!
context: I can tell one of those horror stories now.\My first friends.\She's crying and laughing at the same time.\They seem pretty happy together though.\What's going on?\That's so creepy.\It's solved!\They switched roles, and now it's solved! response:	You hear that?
context: My first friends.\She's crying and laughing at the same time.\They seem pretty happy together though.\What's going on?\That's so creepy.\It's solved!\They switched roles, and now it's solved!\You hear that? response:	Guess I won't have to cheer her up, then.
context: She's crying and laughing at the same time.\They seem pretty happy together though.\What's going on?\That's so creepy.\It's solved!\They switched roles, and now it's solved!\You hear that?\Guess I won't have to cheer her up, then. response:	A fight!
context: They seem pretty happy together though.\What's going on?\That's so creepy.\It's solved!\They switched roles, and now it's solved!\You hear that?\Guess I won't have to cheer her up, then.\A fight! response:	Where's the fight?!
context: What's going on?\That's so creepy.\It's solved!\They switched roles, and now it's solved!\You hear that?\Guess I won't have to cheer her up, then.\A fight!\Where's the fight?! response:	Who's fighting?!
context: That's so creepy.\It's solved!\They switched roles, and now it's solved!\You hear that?\Guess I won't have to cheer her up, then.\A fight!\Where's the fight?!\Who's fighting?! response:	What?
context: It's solved!\They switched roles, and now it's solved!\You hear that?\Guess I won't have to cheer her up, then.\A fight!\Where's the fight?!\Who's fighting?!\What? response:	Got a problem?
context: They switched roles, and now it's solved!\You hear that?\Guess I won't have to cheer her up, then.\A fight!\Where's the fight?!\Who's fighting?!\What?\Got a problem? response:	We're busy right now.
context: You hear that?\Guess I won't have to cheer her up, then.\A fight!\Where's the fight?!\Who's fighting?!\What?\Got a problem?\We're busy right now. response:	What's this rotten teen drama?
context: Guess I won't have to cheer her up, then.\A fight!\Where's the fight?!\Who's fighting?!\What?\Got a problem?\We're busy right now.\What's this rotten teen drama? response:	That's so lame!
context: A fight!\Where's the fight?!\Who's fighting?!\What?\Got a problem?\We're busy right now.\What's this rotten teen drama?\That's so lame! response:	Start fighting!
context: Where's the fight?!\Who's fighting?!\What?\Got a problem?\We're busy right now.\What's this rotten teen drama?\That's so lame!\Start fighting! response:	You call yourself a teacher?
context: Who's fighting?!\What?\Got a problem?\We're busy right now.\What's this rotten teen drama?\That's so lame!\Start fighting!\You call yourself a teacher? response:	Dammit!
context: What?\Got a problem?\We're busy right now.\What's this rotten teen drama?\That's so lame!\Start fighting!\You call yourself a teacher?\Dammit! response:	Move!
context: Got a problem?\We're busy right now.\What's this rotten teen drama?\That's so lame!\Start fighting!\You call yourself a teacher?\Dammit!\Move! response:	Get lost, all of you! Like the bugs that you are!
context: We're busy right now.\What's this rotten teen drama?\That's so lame!\Start fighting!\You call yourself a teacher?\Dammit!\Move!\Get lost, all of you! Like the bugs that you are! response:	That bastard ruined it.
context: What's this rotten teen drama?\That's so lame!\Start fighting!\You call yourself a teacher?\Dammit!\Move!\Get lost, all of you! Like the bugs that you are!\That bastard ruined it. response:	Kazehaya-kun.
context: That's so lame!\Start fighting!\You call yourself a teacher?\Dammit!\Move!\Get lost, all of you! Like the bugs that you are!\That bastard ruined it.\Kazehaya-kun. response:	I'm glad.
context: Start fighting!\You call yourself a teacher?\Dammit!\Move!\Get lost, all of you! Like the bugs that you are!\That bastard ruined it.\Kazehaya-kun.\I'm glad. response:	I always heard what you told me.
context: You call yourself a teacher?\Dammit!\Move!\Get lost, all of you! Like the bugs that you are!\That bastard ruined it.\Kazehaya-kun.\I'm glad.\I always heard what you told me. response:	Go for it, go for it...”
context: Dammit!\Move!\Get lost, all of you! Like the bugs that you are!\That bastard ruined it.\Kazehaya-kun.\I'm glad.\I always heard what you told me.\Go for it, go for it...” response:	I heard it all along.
context: Move!\Get lost, all of you! Like the bugs that you are!\That bastard ruined it.\Kazehaya-kun.\I'm glad.\I always heard what you told me.\Go for it, go for it...”\I heard it all along. response:	Thanks, Kazehaya-kun.
context: Get lost, all of you! Like the bugs that you are!\That bastard ruined it.\Kazehaya-kun.\I'm glad.\I always heard what you told me.\Go for it, go for it...”\I heard it all along.\Thanks, Kazehaya-kun. response:	Wasn't she...
context: That bastard ruined it.\Kazehaya-kun.\I'm glad.\I always heard what you told me.\Go for it, go for it...”\I heard it all along.\Thanks, Kazehaya-kun.\Wasn't she... response:	I saw that, I totally saw that.
context: Kazehaya-kun.\I'm glad.\I always heard what you told me.\Go for it, go for it...”\I heard it all along.\Thanks, Kazehaya-kun.\Wasn't she...\I saw that, I totally saw that. response:	Exams ended, and my grades were horrible.
context: I'm glad.\I always heard what you told me.\Go for it, go for it...”\I heard it all along.\Thanks, Kazehaya-kun.\Wasn't she...\I saw that, I totally saw that.\Exams ended, and my grades were horrible. response:	Seriously? Sadako 30th?
context: I always heard what you told me.\Go for it, go for it...”\I heard it all along.\Thanks, Kazehaya-kun.\Wasn't she...\I saw that, I totally saw that.\Exams ended, and my grades were horrible.\Seriously? Sadako 30th? response:	That's still pretty good.
context: Go for it, go for it...”\I heard it all along.\Thanks, Kazehaya-kun.\Wasn't she...\I saw that, I totally saw that.\Exams ended, and my grades were horrible.\Seriously? Sadako 30th?\That's still pretty good. response:	The first day was bad.
context: I heard it all along.\Thanks, Kazehaya-kun.\Wasn't she...\I saw that, I totally saw that.\Exams ended, and my grades were horrible.\Seriously? Sadako 30th?\That's still pretty good.\The first day was bad. response:	But the class average was up dramatically for some reason.
context: Thanks, Kazehaya-kun.\Wasn't she...\I saw that, I totally saw that.\Exams ended, and my grades were horrible.\Seriously? Sadako 30th?\That's still pretty good.\The first day was bad.\But the class average was up dramatically for some reason. response:	Yay for Sadako's notes!
context: Wasn't she...\I saw that, I totally saw that.\Exams ended, and my grades were horrible.\Seriously? Sadako 30th?\That's still pretty good.\The first day was bad.\But the class average was up dramatically for some reason.\Yay for Sadako's notes! response:	Praise be!
