context: Is everything my fault? response:	Then what should I have done?
context: Kouda, sorry I'm late.\An emergency came up.\Oh, good work.\Shogi wasn't my favorite, but it was precious time that I could spend with my busy father.\So I did my best.\In the neighborhood and at school, I got bullied a lot.\I just couldn't seem to make any friends.\And yet, the words he said while on the other side of the shogi board response:	always made a deep impression on me.
context: An emergency came up.\Oh, good work.\Shogi wasn't my favorite, but it was precious time that I could spend with my busy father.\So I did my best.\In the neighborhood and at school, I got bullied a lot.\I just couldn't seem to make any friends.\And yet, the words he said while on the other side of the shogi board\always made a deep impression on me. response:	He was the only person outside of my family who did that.
context: Oh, good work.\Shogi wasn't my favorite, but it was precious time that I could spend with my busy father.\So I did my best.\In the neighborhood and at school, I got bullied a lot.\I just couldn't seem to make any friends.\And yet, the words he said while on the other side of the shogi board\always made a deep impression on me.\He was the only person outside of my family who did that. response:	One day, my normal life suddenly ended, as if it had been ripped away from me.
context: Shogi wasn't my favorite, but it was precious time that I could spend with my busy father.\So I did my best.\In the neighborhood and at school, I got bullied a lot.\I just couldn't seem to make any friends.\And yet, the words he said while on the other side of the shogi board\always made a deep impression on me.\He was the only person outside of my family who did that.\One day, my normal life suddenly ended, as if it had been ripped away from me. response:	When I returned from the school trip, my precious father, mother, and little sister...
context: So I did my best.\In the neighborhood and at school, I got bullied a lot.\I just couldn't seem to make any friends.\And yet, the words he said while on the other side of the shogi board\always made a deep impression on me.\He was the only person outside of my family who did that.\One day, my normal life suddenly ended, as if it had been ripped away from me.\When I returned from the school trip, my precious father, mother, and little sister... response:	They said it was an involvement with a drunken truck driver...
context: In the neighborhood and at school, I got bullied a lot.\I just couldn't seem to make any friends.\And yet, the words he said while on the other side of the shogi board\always made a deep impression on me.\He was the only person outside of my family who did that.\One day, my normal life suddenly ended, as if it had been ripped away from me.\When I returned from the school trip, my precious father, mother, and little sister...\They said it was an involvement with a drunken truck driver... response:	Apparently, the three of them were killed instantly.
context: I just couldn't seem to make any friends.\And yet, the words he said while on the other side of the shogi board\always made a deep impression on me.\He was the only person outside of my family who did that.\One day, my normal life suddenly ended, as if it had been ripped away from me.\When I returned from the school trip, my precious father, mother, and little sister...\They said it was an involvement with a drunken truck driver...\Apparently, the three of them were killed instantly. response:	I wonder what will happen to their son.
context: And yet, the words he said while on the other side of the shogi board\always made a deep impression on me.\He was the only person outside of my family who did that.\One day, my normal life suddenly ended, as if it had been ripped away from me.\When I returned from the school trip, my precious father, mother, and little sister...\They said it was an involvement with a drunken truck driver...\Apparently, the three of them were killed instantly.\I wonder what will happen to their son. response:	The younger sister, Kiwako, will probably take him in, right?
context: always made a deep impression on me.\He was the only person outside of my family who did that.\One day, my normal life suddenly ended, as if it had been ripped away from me.\When I returned from the school trip, my precious father, mother, and little sister...\They said it was an involvement with a drunken truck driver...\Apparently, the three of them were killed instantly.\I wonder what will happen to their son.\The younger sister, Kiwako, will probably take him in, right? response:	There's no way that woman would agree to it.
context: He was the only person outside of my family who did that.\One day, my normal life suddenly ended, as if it had been ripped away from me.\When I returned from the school trip, my precious father, mother, and little sister...\They said it was an involvement with a drunken truck driver...\Apparently, the three of them were killed instantly.\I wonder what will happen to their son.\The younger sister, Kiwako, will probably take him in, right?\There's no way that woman would agree to it. response:	Poor child.
context: One day, my normal life suddenly ended, as if it had been ripped away from me.\When I returned from the school trip, my precious father, mother, and little sister...\They said it was an involvement with a drunken truck driver...\Apparently, the three of them were killed instantly.\I wonder what will happen to their son.\The younger sister, Kiwako, will probably take him in, right?\There's no way that woman would agree to it.\Poor child. response:	I'll find a good orphanage for Rei.
context: When I returned from the school trip, my precious father, mother, and little sister...\They said it was an involvement with a drunken truck driver...\Apparently, the three of them were killed instantly.\I wonder what will happen to their son.\The younger sister, Kiwako, will probably take him in, right?\There's no way that woman would agree to it.\Poor child.\I'll find a good orphanage for Rei. response:	And then he arrived.
context: They said it was an involvement with a drunken truck driver...\Apparently, the three of them were killed instantly.\I wonder what will happen to their son.\The younger sister, Kiwako, will probably take him in, right?\There's no way that woman would agree to it.\Poor child.\I'll find a good orphanage for Rei.\And then he arrived. response:	Do you...
context: Apparently, the three of them were killed instantly.\I wonder what will happen to their son.\The younger sister, Kiwako, will probably take him in, right?\There's no way that woman would agree to it.\Poor child.\I'll find a good orphanage for Rei.\And then he arrived.\Do you... response:	This was the moment of an agreement.
context: I wonder what will happen to their son.\The younger sister, Kiwako, will probably take him in, right?\There's no way that woman would agree to it.\Poor child.\I'll find a good orphanage for Rei.\And then he arrived.\Do you...\This was the moment of an agreement. response:	The god of shogi and I were bound to each other by an ugly lie.
context: The younger sister, Kiwako, will probably take him in, right?\There's no way that woman would agree to it.\Poor child.\I'll find a good orphanage for Rei.\And then he arrived.\Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie. response:	Yes.
context: There's no way that woman would agree to it.\Poor child.\I'll find a good orphanage for Rei.\And then he arrived.\Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes. response:	I became the child of a shogi family.
context: Poor child.\I'll find a good orphanage for Rei.\And then he arrived.\Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes.\I became the child of a shogi family. response:	Waiting for me at that house of shogi...
context: I'll find a good orphanage for Rei.\And then he arrived.\Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes.\I became the child of a shogi family.\Waiting for me at that house of shogi... response:	Kyouko, the daughter, four years older than me,
context: And then he arrived.\Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes.\I became the child of a shogi family.\Waiting for me at that house of shogi...\Kyouko, the daughter, four years older than me, response:	and Ayumu, the son, a third-grader who was the same age as me.
context: Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes.\I became the child of a shogi family.\Waiting for me at that house of shogi...\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me. response:	Father loved shogi.
context: This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes.\I became the child of a shogi family.\Waiting for me at that house of shogi...\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Father loved shogi. response:	Good or bad, everything was centered around shogi for him.
context: The god of shogi and I were bound to each other by an ugly lie.\Yes.\I became the child of a shogi family.\Waiting for me at that house of shogi...\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Father loved shogi.\Good or bad, everything was centered around shogi for him. response:	Therefore, those who loved him had no choice but to get stronger...
context: Yes.\I became the child of a shogi family.\Waiting for me at that house of shogi...\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger... response:	And then...
context: I became the child of a shogi family.\Waiting for me at that house of shogi...\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\And then... response:	I'm quitting shogi.
context: Waiting for me at that house of shogi...\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\And then...\I'm quitting shogi. response:	Why?! Why do I have to quit the federation?
context: Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\And then...\I'm quitting shogi.\Why?! Why do I have to quit the federation? response:	If you can't beat Rei, there's no point in going on.
context: and Ayumu, the son, a third-grader who was the same age as me.\Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\And then...\I'm quitting shogi.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on. response:	You understand, right, Kyouko?
context: Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\And then...\I'm quitting shogi.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\You understand, right, Kyouko? response:	So in the end, only someone else's kid made the cut?
context: Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\And then...\I'm quitting shogi.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut? response:	That's Kiriyama's son, right?
context: Therefore, those who loved him had no choice but to get stronger...\And then...\I'm quitting shogi.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right? response:	So he went out of his way to raise his rival's child, who then upstaged his own kids.
context: And then...\I'm quitting shogi.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids. response:	How ironic.
context: I'm quitting shogi.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic. response:	The cuckoo lays its eggs in the nests of shrikes or meadow buntings.
context: Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings. response:	The hatched chick then tosses the original eggs out of the nest before they're hatched.
context: If you can't beat Rei, there's no point in going on.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched. response:	In this way, it takes over the nest.
context: You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest. response:	Ah, that's me.
context: So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\Ah, that's me. response:	You're really not going to high school?
context: That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\Ah, that's me.\You're really not going to high school? response:	Yes.
context: So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\Ah, that's me.\You're really not going to high school?\Yes. response:	I want to focus on shogi.
context: How ironic.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\Ah, that's me.\You're really not going to high school?\Yes.\I want to focus on shogi. response:	After I become a professional, I'll do my best to improve my performance,
context: The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\Ah, that's me.\You're really not going to high school?\Yes.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance, response:	I have to leave as soon as possible.
context: The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\Ah, that's me.\You're really not going to high school?\Yes.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I have to leave as soon as possible. response:	so I can become independent.
context: In this way, it takes over the nest.\Ah, that's me.\You're really not going to high school?\Yes.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I have to leave as soon as possible.\so I can become independent. response:	Before I devour the members of that family...
context: Ah, that's me.\You're really not going to high school?\Yes.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I have to leave as soon as possible.\so I can become independent.\Before I devour the members of that family... response:	Then, that dream came true and became reality.
context: You're really not going to high school?\Yes.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I have to leave as soon as possible.\so I can become independent.\Before I devour the members of that family...\Then, that dream came true and became reality. response:	I thought if I could support myself without any help,
context: Yes.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I have to leave as soon as possible.\so I can become independent.\Before I devour the members of that family...\Then, that dream came true and became reality.\I thought if I could support myself without any help, response:	that would become the place where I belong.
context: I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I have to leave as soon as possible.\so I can become independent.\Before I devour the members of that family...\Then, that dream came true and became reality.\I thought if I could support myself without any help,\that would become the place where I belong. response:	Hey, what gives? You better get it together.
context: After I become a professional, I'll do my best to improve my performance,\I have to leave as soon as possible.\so I can become independent.\Before I devour the members of that family...\Then, that dream came true and became reality.\I thought if I could support myself without any help,\that would become the place where I belong.\Hey, what gives? You better get it together. response:	Remember, you're the Future Master.
context: I have to leave as soon as possible.\so I can become independent.\Before I devour the members of that family...\Then, that dream came true and became reality.\I thought if I could support myself without any help,\that would become the place where I belong.\Hey, what gives? You better get it together.\Remember, you're the Future Master. response:	But in my second year, this year...
context: so I can become independent.\Before I devour the members of that family...\Then, that dream came true and became reality.\I thought if I could support myself without any help,\that would become the place where I belong.\Hey, what gives? You better get it together.\Remember, you're the Future Master.\But in my second year, this year... response:	I understand it in my head, but why can't I move?
context: Before I devour the members of that family...\Then, that dream came true and became reality.\I thought if I could support myself without any help,\that would become the place where I belong.\Hey, what gives? You better get it together.\Remember, you're the Future Master.\But in my second year, this year...\I understand it in my head, but why can't I move? response:	I say I have no reason to win, but why is it so painful when I lose?
context: Then, that dream came true and became reality.\I thought if I could support myself without any help,\that would become the place where I belong.\Hey, what gives? You better get it together.\Remember, you're the Future Master.\But in my second year, this year...\I understand it in my head, but why can't I move?\I say I have no reason to win, but why is it so painful when I lose? response:	I'm always half-hearted...
context: I thought if I could support myself without any help,\that would become the place where I belong.\Hey, what gives? You better get it together.\Remember, you're the Future Master.\But in my second year, this year...\I understand it in my head, but why can't I move?\I say I have no reason to win, but why is it so painful when I lose?\I'm always half-hearted... response:	Rei?
context: that would become the place where I belong.\Hey, what gives? You better get it together.\Remember, you're the Future Master.\But in my second year, this year...\I understand it in my head, but why can't I move?\I say I have no reason to win, but why is it so painful when I lose?\I'm always half-hearted...\Rei? response:	Hina.
context: Hey, what gives? You better get it together.\Remember, you're the Future Master.\But in my second year, this year...\I understand it in my head, but why can't I move?\I say I have no reason to win, but why is it so painful when I lose?\I'm always half-hearted...\Rei?\Hina. response:	Are you going to the shopping area, too?
context: Remember, you're the Future Master.\But in my second year, this year...\I understand it in my head, but why can't I move?\I say I have no reason to win, but why is it so painful when I lose?\I'm always half-hearted...\Rei?\Hina.\Are you going to the shopping area, too? response:	As I thought, Rei...
context: But in my second year, this year...\I understand it in my head, but why can't I move?\I say I have no reason to win, but why is it so painful when I lose?\I'm always half-hearted...\Rei?\Hina.\Are you going to the shopping area, too?\As I thought, Rei... response:	Rei is always quiet and mature like an adult...
context: I understand it in my head, but why can't I move?\I say I have no reason to win, but why is it so painful when I lose?\I'm always half-hearted...\Rei?\Hina.\Are you going to the shopping area, too?\As I thought, Rei...\Rei is always quiet and mature like an adult... response:	So... So...
context: I say I have no reason to win, but why is it so painful when I lose?\I'm always half-hearted...\Rei?\Hina.\Are you going to the shopping area, too?\As I thought, Rei...\Rei is always quiet and mature like an adult...\So... So... response:	Let's eat dinner together.
context: I'm always half-hearted...\Rei?\Hina.\Are you going to the shopping area, too?\As I thought, Rei...\Rei is always quiet and mature like an adult...\So... So...\Let's eat dinner together. response:	Gerrg
context: Rei?\Hina.\Are you going to the shopping area, too?\As I thought, Rei...\Rei is always quiet and mature like an adult...\So... So...\Let's eat dinner together.\Gerrg response:	Crunch
context: Hina.\Are you going to the shopping area, too?\As I thought, Rei...\Rei is always quiet and mature like an adult...\So... So...\Let's eat dinner together.\Gerrg\Crunch response:	Hey, Kawamoto.
context: Are you going to the shopping area, too?\As I thought, Rei...\Rei is always quiet and mature like an adult...\So... So...\Let's eat dinner together.\Gerrg\Crunch\Hey, Kawamoto. response:	I thought so. You became a professional shogi player in middle school.
context: As I thought, Rei...\Rei is always quiet and mature like an adult...\So... So...\Let's eat dinner together.\Gerrg\Crunch\Hey, Kawamoto.\I thought so. You became a professional shogi player in middle school. response:	Nice to meet you. I'm Yuusuke Takahashi.
context: Rei is always quiet and mature like an adult...\So... So...\Let's eat dinner together.\Gerrg\Crunch\Hey, Kawamoto.\I thought so. You became a professional shogi player in middle school.\Nice to meet you. I'm Yuusuke Takahashi. response:	I play baseball and hope to become a professional in the future.
context: So... So...\Let's eat dinner together.\Gerrg\Crunch\Hey, Kawamoto.\I thought so. You became a professional shogi player in middle school.\Nice to meet you. I'm Yuusuke Takahashi.\I play baseball and hope to become a professional in the future. response:	Mr. Kiriyama, after becoming a professional, you went back to high school a year later.
context: Let's eat dinner together.\Gerrg\Crunch\Hey, Kawamoto.\I thought so. You became a professional shogi player in middle school.\Nice to meet you. I'm Yuusuke Takahashi.\I play baseball and hope to become a professional in the future.\Mr. Kiriyama, after becoming a professional, you went back to high school a year later. response:	Why did you do that?
context: Gerrg\Crunch\Hey, Kawamoto.\I thought so. You became a professional shogi player in middle school.\Nice to meet you. I'm Yuusuke Takahashi.\I play baseball and hope to become a professional in the future.\Mr. Kiriyama, after becoming a professional, you went back to high school a year later.\Why did you do that? response:	But you didn't come back to high school because you wanted to study.
context: Crunch\Hey, Kawamoto.\I thought so. You became a professional shogi player in middle school.\Nice to meet you. I'm Yuusuke Takahashi.\I play baseball and hope to become a professional in the future.\Mr. Kiriyama, after becoming a professional, you went back to high school a year later.\Why did you do that?\But you didn't come back to high school because you wanted to study. response:	What should I convey to him?
context: Hey, Kawamoto.\I thought so. You became a professional shogi player in middle school.\Nice to meet you. I'm Yuusuke Takahashi.\I play baseball and hope to become a professional in the future.\Mr. Kiriyama, after becoming a professional, you went back to high school a year later.\Why did you do that?\But you didn't come back to high school because you wanted to study.\What should I convey to him? response:	I don't regret deciding on the direction of my life so early.
context: I thought so. You became a professional shogi player in middle school.\Nice to meet you. I'm Yuusuke Takahashi.\I play baseball and hope to become a professional in the future.\Mr. Kiriyama, after becoming a professional, you went back to high school a year later.\Why did you do that?\But you didn't come back to high school because you wanted to study.\What should I convey to him?\I don't regret deciding on the direction of my life so early. response:	But...
context: Nice to meet you. I'm Yuusuke Takahashi.\I play baseball and hope to become a professional in the future.\Mr. Kiriyama, after becoming a professional, you went back to high school a year later.\Why did you do that?\But you didn't come back to high school because you wanted to study.\What should I convey to him?\I don't regret deciding on the direction of my life so early.\But... response:	I think I wanted memories of not running away.
context: I play baseball and hope to become a professional in the future.\Mr. Kiriyama, after becoming a professional, you went back to high school a year later.\Why did you do that?\But you didn't come back to high school because you wanted to study.\What should I convey to him?\I don't regret deciding on the direction of my life so early.\But...\I think I wanted memories of not running away. response:	Probably.
context: Mr. Kiriyama, after becoming a professional, you went back to high school a year later.\Why did you do that?\But you didn't come back to high school because you wanted to study.\What should I convey to him?\I don't regret deciding on the direction of my life so early.\But...\I think I wanted memories of not running away.\Probably. response:	I see.
context: Why did you do that?\But you didn't come back to high school because you wanted to study.\What should I convey to him?\I don't regret deciding on the direction of my life so early.\But...\I think I wanted memories of not running away.\Probably.\I see. response:	Only I will know my own memories of running away and slacking off.
context: But you didn't come back to high school because you wanted to study.\What should I convey to him?\I don't regret deciding on the direction of my life so early.\But...\I think I wanted memories of not running away.\Probably.\I see.\Only I will know my own memories of running away and slacking off. response:	You'd think, But I slacked off that time after all.
context: What should I convey to him?\I don't regret deciding on the direction of my life so early.\But...\I think I wanted memories of not running away.\Probably.\I see.\Only I will know my own memories of running away and slacking off.\You'd think, But I slacked off that time after all. response:	I can't explain it well,
context: I don't regret deciding on the direction of my life so early.\But...\I think I wanted memories of not running away.\Probably.\I see.\Only I will know my own memories of running away and slacking off.\You'd think, But I slacked off that time after all.\I can't explain it well, response:	but you wanted to get rid of things like that, right?
context: But...\I think I wanted memories of not running away.\Probably.\I see.\Only I will know my own memories of running away and slacking off.\You'd think, But I slacked off that time after all.\I can't explain it well,\but you wanted to get rid of things like that, right? response:	It got through.
context: I think I wanted memories of not running away.\Probably.\I see.\Only I will know my own memories of running away and slacking off.\You'd think, But I slacked off that time after all.\I can't explain it well,\but you wanted to get rid of things like that, right?\It got through. response:	Yeah.
context: Probably.\I see.\Only I will know my own memories of running away and slacking off.\You'd think, But I slacked off that time after all.\I can't explain it well,\but you wanted to get rid of things like that, right?\It got through.\Yeah. response:	Um, if you don't mind, let's talk again.
context: I see.\Only I will know my own memories of running away and slacking off.\You'd think, But I slacked off that time after all.\I can't explain it well,\but you wanted to get rid of things like that, right?\It got through.\Yeah.\Um, if you don't mind, let's talk again. response:	Is that okay?
context: Only I will know my own memories of running away and slacking off.\You'd think, But I slacked off that time after all.\I can't explain it well,\but you wanted to get rid of things like that, right?\It got through.\Yeah.\Um, if you don't mind, let's talk again.\Is that okay? response:	You can get in touch with me through Hina... I mean Ms. Kawamoto.
context: You'd think, But I slacked off that time after all.\I can't explain it well,\but you wanted to get rid of things like that, right?\It got through.\Yeah.\Um, if you don't mind, let's talk again.\Is that okay?\You can get in touch with me through Hina... I mean Ms. Kawamoto. response:	Freeze
context: I can't explain it well,\but you wanted to get rid of things like that, right?\It got through.\Yeah.\Um, if you don't mind, let's talk again.\Is that okay?\You can get in touch with me through Hina... I mean Ms. Kawamoto.\Freeze response:	Nervous Nervous
context: but you wanted to get rid of things like that, right?\It got through.\Yeah.\Um, if you don't mind, let's talk again.\Is that okay?\You can get in touch with me through Hina... I mean Ms. Kawamoto.\Freeze\Nervous Nervous response:	It's been a while since I've come here. Since second grade?
context: It got through.\Yeah.\Um, if you don't mind, let's talk again.\Is that okay?\You can get in touch with me through Hina... I mean Ms. Kawamoto.\Freeze\Nervous Nervous\It's been a while since I've come here. Since second grade? response:	Freeze
context: Yeah.\Um, if you don't mind, let's talk again.\Is that okay?\You can get in touch with me through Hina... I mean Ms. Kawamoto.\Freeze\Nervous Nervous\It's been a while since I've come here. Since second grade?\Freeze response:	Freeze
context: Um, if you don't mind, let's talk again.\Is that okay?\You can get in touch with me through Hina... I mean Ms. Kawamoto.\Freeze\Nervous Nervous\It's been a while since I've come here. Since second grade?\Freeze\Freeze response:	57th NHK Cup (7)
context: Is that okay?\You can get in touch with me through Hina... I mean Ms. Kawamoto.\Freeze\Nervous Nervous\It's been a while since I've come here. Since second grade?\Freeze\Freeze\57th NHK Cup (7) response:	I wanted to ask Mr. Kiriyama something.
context: You can get in touch with me through Hina... I mean Ms. Kawamoto.\Freeze\Nervous Nervous\It's been a while since I've come here. Since second grade?\Freeze\Freeze\57th NHK Cup (7)\I wanted to ask Mr. Kiriyama something. response:	Wait a second. If Nikaidou is commentating...
context: Freeze\Nervous Nervous\It's been a while since I've come here. Since second grade?\Freeze\Freeze\57th NHK Cup (7)\I wanted to ask Mr. Kiriyama something.\Wait a second. If Nikaidou is commentating... response:	Hey, why don't we save this video for next time?
context: Nervous Nervous\It's been a while since I've come here. Since second grade?\Freeze\Freeze\57th NHK Cup (7)\I wanted to ask Mr. Kiriyama something.\Wait a second. If Nikaidou is commentating...\Hey, why don't we save this video for next time? response:	Black, 6-f-Gold General. White, 3-d-Bishop+.
context: It's been a while since I've come here. Since second grade?\Freeze\Freeze\57th NHK Cup (7)\I wanted to ask Mr. Kiriyama something.\Wait a second. If Nikaidou is commentating...\Hey, why don't we save this video for next time?\Black, 6-f-Gold General. White, 3-d-Bishop+. response:	R-R-Rei! Why are you on TV? You said you're in a shogi club, at school, right?
context: Freeze\Freeze\57th NHK Cup (7)\I wanted to ask Mr. Kiriyama something.\Wait a second. If Nikaidou is commentating...\Hey, why don't we save this video for next time?\Black, 6-f-Gold General. White, 3-d-Bishop+.\R-R-Rei! Why are you on TV? You said you're in a shogi club, at school, right? response:	- Rei, no run away! - Momo, you're heavy...
context: Freeze\57th NHK Cup (7)\I wanted to ask Mr. Kiriyama something.\Wait a second. If Nikaidou is commentating...\Hey, why don't we save this video for next time?\Black, 6-f-Gold General. White, 3-d-Bishop+.\R-R-Rei! Why are you on TV? You said you're in a shogi club, at school, right?\- Rei, no run away! - Momo, you're heavy... response:	Oh shoot.
context: 57th NHK Cup (7)\I wanted to ask Mr. Kiriyama something.\Wait a second. If Nikaidou is commentating...\Hey, why don't we save this video for next time?\Black, 6-f-Gold General. White, 3-d-Bishop+.\R-R-Rei! Why are you on TV? You said you're in a shogi club, at school, right?\- Rei, no run away! - Momo, you're heavy...\Oh shoot. response:	Crap. I didn't know Mr. Kiriyama was keeping it a secret.
context: I wanted to ask Mr. Kiriyama something.\Wait a second. If Nikaidou is commentating...\Hey, why don't we save this video for next time?\Black, 6-f-Gold General. White, 3-d-Bishop+.\R-R-Rei! Why are you on TV? You said you're in a shogi club, at school, right?\- Rei, no run away! - Momo, you're heavy...\Oh shoot.\Crap. I didn't know Mr. Kiriyama was keeping it a secret. response:	Don't try to act cool, Kiriyama!
context: Wait a second. If Nikaidou is commentating...\Hey, why don't we save this video for next time?\Black, 6-f-Gold General. White, 3-d-Bishop+.\R-R-Rei! Why are you on TV? You said you're in a shogi club, at school, right?\- Rei, no run away! - Momo, you're heavy...\Oh shoot.\Crap. I didn't know Mr. Kiriyama was keeping it a secret.\Don't try to act cool, Kiriyama! response:	You used to be more careful and single-minded back in the 3rd Dan league!
context: Hey, why don't we save this video for next time?\Black, 6-f-Gold General. White, 3-d-Bishop+.\R-R-Rei! Why are you on TV? You said you're in a shogi club, at school, right?\- Rei, no run away! - Momo, you're heavy...\Oh shoot.\Crap. I didn't know Mr. Kiriyama was keeping it a secret.\Don't try to act cool, Kiriyama!\You used to be more careful and single-minded back in the 3rd Dan league! response:	Bravery and recklessness are similar but different!
context: Black, 6-f-Gold General. White, 3-d-Bishop+.\R-R-Rei! Why are you on TV? You said you're in a shogi club, at school, right?\- Rei, no run away! - Momo, you're heavy...\Oh shoot.\Crap. I didn't know Mr. Kiriyama was keeping it a secret.\Don't try to act cool, Kiriyama!\You used to be more careful and single-minded back in the 3rd Dan league!\Bravery and recklessness are similar but different! response:	You're too close to the camera!
context: R-R-Rei! Why are you on TV? You said you're in a shogi club, at school, right?\- Rei, no run away! - Momo, you're heavy...\Oh shoot.\Crap. I didn't know Mr. Kiriyama was keeping it a secret.\Don't try to act cool, Kiriyama!\You used to be more careful and single-minded back in the 3rd Dan league!\Bravery and recklessness are similar but different!\You're too close to the camera! response:	Take better care of your shogi, and yourself, Kiriyama!
context: - Rei, no run away! - Momo, you're heavy...\Oh shoot.\Crap. I didn't know Mr. Kiriyama was keeping it a secret.\Don't try to act cool, Kiriyama!\You used to be more careful and single-minded back in the 3rd Dan league!\Bravery and recklessness are similar but different!\You're too close to the camera!\Take better care of your shogi, and yourself, Kiriyama! response:	- Wow, that's amazing. - They're BFF's after all.
