context: Are you okay? response:	You can rest easy now.
context: Kuririn...\Would you tell us about what you were saying earlier?\O- oh, right.\The Saiyans probably learned about there being Dragon Balls here on Earth,\via Goku's brother's radio, or whatever. The part about having wishes granted, too.\So, as long as they were here, they were trying to get the Dragon Balls, too.\Really?\Yeah. response:	But when they saw Piccolo's face, they called him something weird.
context: Would you tell us about what you were saying earlier?\O- oh, right.\The Saiyans probably learned about there being Dragon Balls here on Earth,\via Goku's brother's radio, or whatever. The part about having wishes granted, too.\So, as long as they were here, they were trying to get the Dragon Balls, too.\Really?\Yeah.\But when they saw Piccolo's face, they called him something weird. response:	A Namekian.
context: O- oh, right.\The Saiyans probably learned about there being Dragon Balls here on Earth,\via Goku's brother's radio, or whatever. The part about having wishes granted, too.\So, as long as they were here, they were trying to get the Dragon Balls, too.\Really?\Yeah.\But when they saw Piccolo's face, they called him something weird.\A Namekian. response:	Piccolo- and Kami- sama, too- appears to have been an alien.
context: The Saiyans probably learned about there being Dragon Balls here on Earth,\via Goku's brother's radio, or whatever. The part about having wishes granted, too.\So, as long as they were here, they were trying to get the Dragon Balls, too.\Really?\Yeah.\But when they saw Piccolo's face, they called him something weird.\A Namekian.\Piccolo- and Kami- sama, too- appears to have been an alien. response:	That's no wonder, what with his face.
context: via Goku's brother's radio, or whatever. The part about having wishes granted, too.\So, as long as they were here, they were trying to get the Dragon Balls, too.\Really?\Yeah.\But when they saw Piccolo's face, they called him something weird.\A Namekian.\Piccolo- and Kami- sama, too- appears to have been an alien.\That's no wonder, what with his face. response:	The important part is what they said next.
context: So, as long as they were here, they were trying to get the Dragon Balls, too.\Really?\Yeah.\But when they saw Piccolo's face, they called him something weird.\A Namekian.\Piccolo- and Kami- sama, too- appears to have been an alien.\That's no wonder, what with his face.\The important part is what they said next. response:	Nappa! Kill them!
context: Really?\Yeah.\But when they saw Piccolo's face, they called him something weird.\A Namekian.\Piccolo- and Kami- sama, too- appears to have been an alien.\That's no wonder, what with his face.\The important part is what they said next.\Nappa! Kill them! response:	But what about the Dragon Balls?
context: Yeah.\But when they saw Piccolo's face, they called him something weird.\A Namekian.\Piccolo- and Kami- sama, too- appears to have been an alien.\That's no wonder, what with his face.\The important part is what they said next.\Nappa! Kill them!\But what about the Dragon Balls? response:	I don't care! I have an idea.
context: But when they saw Piccolo's face, they called him something weird.\A Namekian.\Piccolo- and Kami- sama, too- appears to have been an alien.\That's no wonder, what with his face.\The important part is what they said next.\Nappa! Kill them!\But what about the Dragon Balls?\I don't care! I have an idea. response:	If we go to Planet Namek, the home world of that Namekian,
context: A Namekian.\Piccolo- and Kami- sama, too- appears to have been an alien.\That's no wonder, what with his face.\The important part is what they said next.\Nappa! Kill them!\But what about the Dragon Balls?\I don't care! I have an idea.\If we go to Planet Namek, the home world of that Namekian, response:	I'm sure that there will be Dragon Balls that are even more powerful.
context: Piccolo- and Kami- sama, too- appears to have been an alien.\That's no wonder, what with his face.\The important part is what they said next.\Nappa! Kill them!\But what about the Dragon Balls?\I don't care! I have an idea.\If we go to Planet Namek, the home world of that Namekian,\I'm sure that there will be Dragon Balls that are even more powerful. response:	Is that all they said? That's nonsense.
context: That's no wonder, what with his face.\The important part is what they said next.\Nappa! Kill them!\But what about the Dragon Balls?\I don't care! I have an idea.\If we go to Planet Namek, the home world of that Namekian,\I'm sure that there will be Dragon Balls that are even more powerful.\Is that all they said? That's nonsense. response:	I heard him, too.
context: The important part is what they said next.\Nappa! Kill them!\But what about the Dragon Balls?\I don't care! I have an idea.\If we go to Planet Namek, the home world of that Namekian,\I'm sure that there will be Dragon Balls that are even more powerful.\Is that all they said? That's nonsense.\I heard him, too. response:	He said that Namekians have the power to create mysterious balls.
context: Nappa! Kill them!\But what about the Dragon Balls?\I don't care! I have an idea.\If we go to Planet Namek, the home world of that Namekian,\I'm sure that there will be Dragon Balls that are even more powerful.\Is that all they said? That's nonsense.\I heard him, too.\He said that Namekians have the power to create mysterious balls. response:	If- and that's a really big if- we were able to go to this Planet Namek place,
context: But what about the Dragon Balls?\I don't care! I have an idea.\If we go to Planet Namek, the home world of that Namekian,\I'm sure that there will be Dragon Balls that are even more powerful.\Is that all they said? That's nonsense.\I heard him, too.\He said that Namekians have the power to create mysterious balls.\If- and that's a really big if- we were able to go to this Planet Namek place, response:	we might be able to obtain their Dragon Balls.
context: I don't care! I have an idea.\If we go to Planet Namek, the home world of that Namekian,\I'm sure that there will be Dragon Balls that are even more powerful.\Is that all they said? That's nonsense.\I heard him, too.\He said that Namekians have the power to create mysterious balls.\If- and that's a really big if- we were able to go to this Planet Namek place,\we might be able to obtain their Dragon Balls. response:	I- I get it.
context: If we go to Planet Namek, the home world of that Namekian,\I'm sure that there will be Dragon Balls that are even more powerful.\Is that all they said? That's nonsense.\I heard him, too.\He said that Namekians have the power to create mysterious balls.\If- and that's a really big if- we were able to go to this Planet Namek place,\we might be able to obtain their Dragon Balls.\I- I get it. response:	If you did that, you would be able to bring those who had died back to life.
context: I'm sure that there will be Dragon Balls that are even more powerful.\Is that all they said? That's nonsense.\I heard him, too.\He said that Namekians have the power to create mysterious balls.\If- and that's a really big if- we were able to go to this Planet Namek place,\we might be able to obtain their Dragon Balls.\I- I get it.\If you did that, you would be able to bring those who had died back to life. response:	Piccolo- san could come back to life!
context: Is that all they said? That's nonsense.\I heard him, too.\He said that Namekians have the power to create mysterious balls.\If- and that's a really big if- we were able to go to this Planet Namek place,\we might be able to obtain their Dragon Balls.\I- I get it.\If you did that, you would be able to bring those who had died back to life.\Piccolo- san could come back to life! response:	G- Gohan- chan, how can you say that!?
context: I heard him, too.\He said that Namekians have the power to create mysterious balls.\If- and that's a really big if- we were able to go to this Planet Namek place,\we might be able to obtain their Dragon Balls.\I- I get it.\If you did that, you would be able to bring those who had died back to life.\Piccolo- san could come back to life!\G- Gohan- chan, how can you say that!? response:	That's right! If Piccolo came back to life, so would Kami- sama!
context: He said that Namekians have the power to create mysterious balls.\If- and that's a really big if- we were able to go to this Planet Namek place,\we might be able to obtain their Dragon Balls.\I- I get it.\If you did that, you would be able to bring those who had died back to life.\Piccolo- san could come back to life!\G- Gohan- chan, how can you say that!?\That's right! If Piccolo came back to life, so would Kami- sama! response:	And that means we could restore the Dragon Balls here, too!
context: If- and that's a really big if- we were able to go to this Planet Namek place,\we might be able to obtain their Dragon Balls.\I- I get it.\If you did that, you would be able to bring those who had died back to life.\Piccolo- san could come back to life!\G- Gohan- chan, how can you say that!?\That's right! If Piccolo came back to life, so would Kami- sama!\And that means we could restore the Dragon Balls here, too! response:	-Banzai! Banzai! -T- that's incredible!
context: we might be able to obtain their Dragon Balls.\I- I get it.\If you did that, you would be able to bring those who had died back to life.\Piccolo- san could come back to life!\G- Gohan- chan, how can you say that!?\That's right! If Piccolo came back to life, so would Kami- sama!\And that means we could restore the Dragon Balls here, too!\-Banzai! Banzai! -T- that's incredible! response:	Then there's a chance... There really is a chance!
context: I- I get it.\If you did that, you would be able to bring those who had died back to life.\Piccolo- san could come back to life!\G- Gohan- chan, how can you say that!?\That's right! If Piccolo came back to life, so would Kami- sama!\And that means we could restore the Dragon Balls here, too!\-Banzai! Banzai! -T- that's incredible!\Then there's a chance... There really is a chance! response:	Isn't there? Isn't there? Isn't there?
context: If you did that, you would be able to bring those who had died back to life.\Piccolo- san could come back to life!\G- Gohan- chan, how can you say that!?\That's right! If Piccolo came back to life, so would Kami- sama!\And that means we could restore the Dragon Balls here, too!\-Banzai! Banzai! -T- that's incredible!\Then there's a chance... There really is a chance!\Isn't there? Isn't there? Isn't there? response:	You amateurs make it sound so nice and simple.
context: Piccolo- san could come back to life!\G- Gohan- chan, how can you say that!?\That's right! If Piccolo came back to life, so would Kami- sama!\And that means we could restore the Dragon Balls here, too!\-Banzai! Banzai! -T- that's incredible!\Then there's a chance... There really is a chance!\Isn't there? Isn't there? Isn't there?\You amateurs make it sound so nice and simple. response:	There's no way we could pull off that kind of dream. I hate to burst your bubble.
context: G- Gohan- chan, how can you say that!?\That's right! If Piccolo came back to life, so would Kami- sama!\And that means we could restore the Dragon Balls here, too!\-Banzai! Banzai! -T- that's incredible!\Then there's a chance... There really is a chance!\Isn't there? Isn't there? Isn't there?\You amateurs make it sound so nice and simple.\There's no way we could pull off that kind of dream. I hate to burst your bubble. response:	N- not even you can do it, Bulma- san?
context: That's right! If Piccolo came back to life, so would Kami- sama!\And that means we could restore the Dragon Balls here, too!\-Banzai! Banzai! -T- that's incredible!\Then there's a chance... There really is a chance!\Isn't there? Isn't there? Isn't there?\You amateurs make it sound so nice and simple.\There's no way we could pull off that kind of dream. I hate to burst your bubble.\N- not even you can do it, Bulma- san? response:	In the first place, Kuririn,
context: And that means we could restore the Dragon Balls here, too!\-Banzai! Banzai! -T- that's incredible!\Then there's a chance... There really is a chance!\Isn't there? Isn't there? Isn't there?\You amateurs make it sound so nice and simple.\There's no way we could pull off that kind of dream. I hate to burst your bubble.\N- not even you can do it, Bulma- san?\In the first place, Kuririn, response:	how are we supposed to know where this whatever-it's-called planet even is?
context: -Banzai! Banzai! -T- that's incredible!\Then there's a chance... There really is a chance!\Isn't there? Isn't there? Isn't there?\You amateurs make it sound so nice and simple.\There's no way we could pull off that kind of dream. I hate to burst your bubble.\N- not even you can do it, Bulma- san?\In the first place, Kuririn,\how are we supposed to know where this whatever-it's-called planet even is? response:	L- let me take care of that...
context: Then there's a chance... There really is a chance!\Isn't there? Isn't there? Isn't there?\You amateurs make it sound so nice and simple.\There's no way we could pull off that kind of dream. I hate to burst your bubble.\N- not even you can do it, Bulma- san?\In the first place, Kuririn,\how are we supposed to know where this whatever-it's-called planet even is?\L- let me take care of that... response:	Kaio- sama, you're listening, right?
context: Isn't there? Isn't there? Isn't there?\You amateurs make it sound so nice and simple.\There's no way we could pull off that kind of dream. I hate to burst your bubble.\N- not even you can do it, Bulma- san?\In the first place, Kuririn,\how are we supposed to know where this whatever-it's-called planet even is?\L- let me take care of that...\Kaio- sama, you're listening, right? response:	Do you know where this Planet Namek is?
context: You amateurs make it sound so nice and simple.\There's no way we could pull off that kind of dream. I hate to burst your bubble.\N- not even you can do it, Bulma- san?\In the first place, Kuririn,\how are we supposed to know where this whatever-it's-called planet even is?\L- let me take care of that...\Kaio- sama, you're listening, right?\Do you know where this Planet Namek is? response:	Planet Namek? Of course I know. Whatever else you may say, I am a Kaio, after all.
context: There's no way we could pull off that kind of dream. I hate to burst your bubble.\N- not even you can do it, Bulma- san?\In the first place, Kuririn,\how are we supposed to know where this whatever-it's-called planet even is?\L- let me take care of that...\Kaio- sama, you're listening, right?\Do you know where this Planet Namek is?\Planet Namek? Of course I know. Whatever else you may say, I am a Kaio, after all. response:	T- this is amazing. We can hear him, too. This gentleman is Kaio- sama, is he?
context: N- not even you can do it, Bulma- san?\In the first place, Kuririn,\how are we supposed to know where this whatever-it's-called planet even is?\L- let me take care of that...\Kaio- sama, you're listening, right?\Do you know where this Planet Namek is?\Planet Namek? Of course I know. Whatever else you may say, I am a Kaio, after all.\T- this is amazing. We can hear him, too. This gentleman is Kaio- sama, is he? response:	Kaio- sama, it looks like everyone else can hear you, too, so tell us.
context: In the first place, Kuririn,\how are we supposed to know where this whatever-it's-called planet even is?\L- let me take care of that...\Kaio- sama, you're listening, right?\Do you know where this Planet Namek is?\Planet Namek? Of course I know. Whatever else you may say, I am a Kaio, after all.\T- this is amazing. We can hear him, too. This gentleman is Kaio- sama, is he?\Kaio- sama, it looks like everyone else can hear you, too, so tell us. response:	Before I do, allow me to say one thing. You all did really well.
context: how are we supposed to know where this whatever-it's-called planet even is?\L- let me take care of that...\Kaio- sama, you're listening, right?\Do you know where this Planet Namek is?\Planet Namek? Of course I know. Whatever else you may say, I am a Kaio, after all.\T- this is amazing. We can hear him, too. This gentleman is Kaio- sama, is he?\Kaio- sama, it looks like everyone else can hear you, too, so tell us.\Before I do, allow me to say one thing. You all did really well. response:	Once Son Goku had been done in, I honestly thought it was hopeless.
context: L- let me take care of that...\Kaio- sama, you're listening, right?\Do you know where this Planet Namek is?\Planet Namek? Of course I know. Whatever else you may say, I am a Kaio, after all.\T- this is amazing. We can hear him, too. This gentleman is Kaio- sama, is he?\Kaio- sama, it looks like everyone else can hear you, too, so tell us.\Before I do, allow me to say one thing. You all did really well.\Once Son Goku had been done in, I honestly thought it was hopeless. response:	That was really something.
context: Kaio- sama, you're listening, right?\Do you know where this Planet Namek is?\Planet Namek? Of course I know. Whatever else you may say, I am a Kaio, after all.\T- this is amazing. We can hear him, too. This gentleman is Kaio- sama, is he?\Kaio- sama, it looks like everyone else can hear you, too, so tell us.\Before I do, allow me to say one thing. You all did really well.\Once Son Goku had been done in, I honestly thought it was hopeless.\That was really something. response:	Still, I got a pretty big shock. Not even Kaio-ken worked against him...
context: Do you know where this Planet Namek is?\Planet Namek? Of course I know. Whatever else you may say, I am a Kaio, after all.\T- this is amazing. We can hear him, too. This gentleman is Kaio- sama, is he?\Kaio- sama, it looks like everyone else can hear you, too, so tell us.\Before I do, allow me to say one thing. You all did really well.\Once Son Goku had been done in, I honestly thought it was hopeless.\That was really something.\Still, I got a pretty big shock. Not even Kaio-ken worked against him... response:	Yeah, even I greatly miscalculated that Saiyan Vegeta's strength.
context: Planet Namek? Of course I know. Whatever else you may say, I am a Kaio, after all.\T- this is amazing. We can hear him, too. This gentleman is Kaio- sama, is he?\Kaio- sama, it looks like everyone else can hear you, too, so tell us.\Before I do, allow me to say one thing. You all did really well.\Once Son Goku had been done in, I honestly thought it was hopeless.\That was really something.\Still, I got a pretty big shock. Not even Kaio-ken worked against him...\Yeah, even I greatly miscalculated that Saiyan Vegeta's strength. response:	Who knew he'd be that strong?
context: T- this is amazing. We can hear him, too. This gentleman is Kaio- sama, is he?\Kaio- sama, it looks like everyone else can hear you, too, so tell us.\Before I do, allow me to say one thing. You all did really well.\Once Son Goku had been done in, I honestly thought it was hopeless.\That was really something.\Still, I got a pretty big shock. Not even Kaio-ken worked against him...\Yeah, even I greatly miscalculated that Saiyan Vegeta's strength.\Who knew he'd be that strong? response:	M- maybe I really was wrong to let him get away...
context: Kaio- sama, it looks like everyone else can hear you, too, so tell us.\Before I do, allow me to say one thing. You all did really well.\Once Son Goku had been done in, I honestly thought it was hopeless.\That was really something.\Still, I got a pretty big shock. Not even Kaio-ken worked against him...\Yeah, even I greatly miscalculated that Saiyan Vegeta's strength.\Who knew he'd be that strong?\M- maybe I really was wrong to let him get away... response:	Maybe so.
context: Before I do, allow me to say one thing. You all did really well.\Once Son Goku had been done in, I honestly thought it was hopeless.\That was really something.\Still, I got a pretty big shock. Not even Kaio-ken worked against him...\Yeah, even I greatly miscalculated that Saiyan Vegeta's strength.\Who knew he'd be that strong?\M- maybe I really was wrong to let him get away...\Maybe so. response:	H- hey, what does he mean? Don't tell me Goku intentionally...
context: Once Son Goku had been done in, I honestly thought it was hopeless.\That was really something.\Still, I got a pretty big shock. Not even Kaio-ken worked against him...\Yeah, even I greatly miscalculated that Saiyan Vegeta's strength.\Who knew he'd be that strong?\M- maybe I really was wrong to let him get away...\Maybe so.\H- hey, what does he mean? Don't tell me Goku intentionally... response:	I- I'll tell you all the details later.
context: That was really something.\Still, I got a pretty big shock. Not even Kaio-ken worked against him...\Yeah, even I greatly miscalculated that Saiyan Vegeta's strength.\Who knew he'd be that strong?\M- maybe I really was wrong to let him get away...\Maybe so.\H- hey, what does he mean? Don't tell me Goku intentionally...\I- I'll tell you all the details later. response:	Now then, Planet Namek's location...
context: Still, I got a pretty big shock. Not even Kaio-ken worked against him...\Yeah, even I greatly miscalculated that Saiyan Vegeta's strength.\Who knew he'd be that strong?\M- maybe I really was wrong to let him get away...\Maybe so.\H- hey, what does he mean? Don't tell me Goku intentionally...\I- I'll tell you all the details later.\Now then, Planet Namek's location... response:	To put it in the terms you'd use on Earth... let's see...
context: Yeah, even I greatly miscalculated that Saiyan Vegeta's strength.\Who knew he'd be that strong?\M- maybe I really was wrong to let him get away...\Maybe so.\H- hey, what does he mean? Don't tell me Goku intentionally...\I- I'll tell you all the details later.\Now then, Planet Namek's location...\To put it in the terms you'd use on Earth... let's see... response:	Bearing SW66 by... no, no, let's see here...
context: Who knew he'd be that strong?\M- maybe I really was wrong to let him get away...\Maybe so.\H- hey, what does he mean? Don't tell me Goku intentionally...\I- I'll tell you all the details later.\Now then, Planet Namek's location...\To put it in the terms you'd use on Earth... let's see...\Bearing SW66 by... no, no, let's see here... response:	Bearing SU83 by... 9045XY, is it?
context: M- maybe I really was wrong to let him get away...\Maybe so.\H- hey, what does he mean? Don't tell me Goku intentionally...\I- I'll tell you all the details later.\Now then, Planet Namek's location...\To put it in the terms you'd use on Earth... let's see...\Bearing SW66 by... no, no, let's see here...\Bearing SU83 by... 9045XY, is it? response:	9045XY, did you say!?
context: Maybe so.\H- hey, what does he mean? Don't tell me Goku intentionally...\I- I'll tell you all the details later.\Now then, Planet Namek's location...\To put it in the terms you'd use on Earth... let's see...\Bearing SW66 by... no, no, let's see here...\Bearing SU83 by... 9045XY, is it?\9045XY, did you say!? response:	B- Bulma- san, do you know where that is?
context: H- hey, what does he mean? Don't tell me Goku intentionally...\I- I'll tell you all the details later.\Now then, Planet Namek's location...\To put it in the terms you'd use on Earth... let's see...\Bearing SW66 by... no, no, let's see here...\Bearing SU83 by... 9045XY, is it?\9045XY, did you say!?\B- Bulma- san, do you know where that is? response:	H- hey, Turtle- chan, take over piloting. I've got to calculate this.
context: I- I'll tell you all the details later.\Now then, Planet Namek's location...\To put it in the terms you'd use on Earth... let's see...\Bearing SW66 by... no, no, let's see here...\Bearing SU83 by... 9045XY, is it?\9045XY, did you say!?\B- Bulma- san, do you know where that is?\H- hey, Turtle- chan, take over piloting. I've got to calculate this. response:	T- Turtle- chan?
context: Now then, Planet Namek's location...\To put it in the terms you'd use on Earth... let's see...\Bearing SW66 by... no, no, let's see here...\Bearing SU83 by... 9045XY, is it?\9045XY, did you say!?\B- Bulma- san, do you know where that is?\H- hey, Turtle- chan, take over piloting. I've got to calculate this.\T- Turtle- chan? response:	I've got a bad feeling about this...
context: To put it in the terms you'd use on Earth... let's see...\Bearing SW66 by... no, no, let's see here...\Bearing SU83 by... 9045XY, is it?\9045XY, did you say!?\B- Bulma- san, do you know where that is?\H- hey, Turtle- chan, take over piloting. I've got to calculate this.\T- Turtle- chan?\I've got a bad feeling about this... response:	Planet Namek used to be a very beautiful planet, as I recall,
context: Bearing SW66 by... no, no, let's see here...\Bearing SU83 by... 9045XY, is it?\9045XY, did you say!?\B- Bulma- san, do you know where that is?\H- hey, Turtle- chan, take over piloting. I've got to calculate this.\T- Turtle- chan?\I've got a bad feeling about this...\Planet Namek used to be a very beautiful planet, as I recall, response:	but some time ago, they went through a terrible bout of abnormal weather.
context: Bearing SU83 by... 9045XY, is it?\9045XY, did you say!?\B- Bulma- san, do you know where that is?\H- hey, Turtle- chan, take over piloting. I've got to calculate this.\T- Turtle- chan?\I've got a bad feeling about this...\Planet Namek used to be a very beautiful planet, as I recall,\but some time ago, they went through a terrible bout of abnormal weather. response:	I thought that all of the Namekians died out at that time.
context: 9045XY, did you say!?\B- Bulma- san, do you know where that is?\H- hey, Turtle- chan, take over piloting. I've got to calculate this.\T- Turtle- chan?\I've got a bad feeling about this...\Planet Namek used to be a very beautiful planet, as I recall,\but some time ago, they went through a terrible bout of abnormal weather.\I thought that all of the Namekians died out at that time. response:	The planet itself is currently in the process of returning to normal,
context: B- Bulma- san, do you know where that is?\H- hey, Turtle- chan, take over piloting. I've got to calculate this.\T- Turtle- chan?\I've got a bad feeling about this...\Planet Namek used to be a very beautiful planet, as I recall,\but some time ago, they went through a terrible bout of abnormal weather.\I thought that all of the Namekians died out at that time.\The planet itself is currently in the process of returning to normal, response:	but as for whether or not anyone survived...
context: H- hey, Turtle- chan, take over piloting. I've got to calculate this.\T- Turtle- chan?\I've got a bad feeling about this...\Planet Namek used to be a very beautiful planet, as I recall,\but some time ago, they went through a terrible bout of abnormal weather.\I thought that all of the Namekians died out at that time.\The planet itself is currently in the process of returning to normal,\but as for whether or not anyone survived... response:	O- oh, no...
context: T- Turtle- chan?\I've got a bad feeling about this...\Planet Namek used to be a very beautiful planet, as I recall,\but some time ago, they went through a terrible bout of abnormal weather.\I thought that all of the Namekians died out at that time.\The planet itself is currently in the process of returning to normal,\but as for whether or not anyone survived...\O- oh, no... response:	This is hopeless. Ain't no way there're still Dragon Balls there.
context: I've got a bad feeling about this...\Planet Namek used to be a very beautiful planet, as I recall,\but some time ago, they went through a terrible bout of abnormal weather.\I thought that all of the Namekians died out at that time.\The planet itself is currently in the process of returning to normal,\but as for whether or not anyone survived...\O- oh, no...\This is hopeless. Ain't no way there're still Dragon Balls there. response:	H- hey, you!
context: Planet Namek used to be a very beautiful planet, as I recall,\but some time ago, they went through a terrible bout of abnormal weather.\I thought that all of the Namekians died out at that time.\The planet itself is currently in the process of returning to normal,\but as for whether or not anyone survived...\O- oh, no...\This is hopeless. Ain't no way there're still Dragon Balls there.\H- hey, you! response:	Don't panic. Once I check up on Planet Namek, I'll know.
context: but some time ago, they went through a terrible bout of abnormal weather.\I thought that all of the Namekians died out at that time.\The planet itself is currently in the process of returning to normal,\but as for whether or not anyone survived...\O- oh, no...\This is hopeless. Ain't no way there're still Dragon Balls there.\H- hey, you!\Don't panic. Once I check up on Planet Namek, I'll know. response:	Now, where was it? Let's see...
context: I thought that all of the Namekians died out at that time.\The planet itself is currently in the process of returning to normal,\but as for whether or not anyone survived...\O- oh, no...\This is hopeless. Ain't no way there're still Dragon Balls there.\H- hey, you!\Don't panic. Once I check up on Planet Namek, I'll know.\Now, where was it? Let's see... response:	This way, huh?
context: The planet itself is currently in the process of returning to normal,\but as for whether or not anyone survived...\O- oh, no...\This is hopeless. Ain't no way there're still Dragon Balls there.\H- hey, you!\Don't panic. Once I check up on Planet Namek, I'll know.\Now, where was it? Let's see...\This way, huh? response:	So that's it!
context: but as for whether or not anyone survived...\O- oh, no...\This is hopeless. Ain't no way there're still Dragon Balls there.\H- hey, you!\Don't panic. Once I check up on Planet Namek, I'll know.\Now, where was it? Let's see...\This way, huh?\So that's it! response:	That's the reason why Kami- or rather, the Namekian who became Kami- fled to Earth.
context: O- oh, no...\This is hopeless. Ain't no way there're still Dragon Balls there.\H- hey, you!\Don't panic. Once I check up on Planet Namek, I'll know.\Now, where was it? Let's see...\This way, huh?\So that's it!\That's the reason why Kami- or rather, the Namekian who became Kami- fled to Earth. response:	Kami himself may have forgotten that because he lost his memory,
context: This is hopeless. Ain't no way there're still Dragon Balls there.\H- hey, you!\Don't panic. Once I check up on Planet Namek, I'll know.\Now, where was it? Let's see...\This way, huh?\So that's it!\That's the reason why Kami- or rather, the Namekian who became Kami- fled to Earth.\Kami himself may have forgotten that because he lost his memory, response:	or maybe he was just too young a child. Either way, it's a sad past.
context: H- hey, you!\Don't panic. Once I check up on Planet Namek, I'll know.\Now, where was it? Let's see...\This way, huh?\So that's it!\That's the reason why Kami- or rather, the Namekian who became Kami- fled to Earth.\Kami himself may have forgotten that because he lost his memory,\or maybe he was just too young a child. Either way, it's a sad past. response:	Yeah, but Dragon Balls can grant any wish, right?
context: Don't panic. Once I check up on Planet Namek, I'll know.\Now, where was it? Let's see...\This way, huh?\So that's it!\That's the reason why Kami- or rather, the Namekian who became Kami- fled to Earth.\Kami himself may have forgotten that because he lost his memory,\or maybe he was just too young a child. Either way, it's a sad past.\Yeah, but Dragon Balls can grant any wish, right? response:	If they're the guys that could make them things,
context: Now, where was it? Let's see...\This way, huh?\So that's it!\That's the reason why Kami- or rather, the Namekian who became Kami- fled to Earth.\Kami himself may have forgotten that because he lost his memory,\or maybe he was just too young a child. Either way, it's a sad past.\Yeah, but Dragon Balls can grant any wish, right?\If they're the guys that could make them things, response:	they coulda just wished to have the abnormal weather stopped, right?
context: This way, huh?\So that's it!\That's the reason why Kami- or rather, the Namekian who became Kami- fled to Earth.\Kami himself may have forgotten that because he lost his memory,\or maybe he was just too young a child. Either way, it's a sad past.\Yeah, but Dragon Balls can grant any wish, right?\If they're the guys that could make them things,\they coulda just wished to have the abnormal weather stopped, right? response:	That probably wouldn't have worked.
context: So that's it!\That's the reason why Kami- or rather, the Namekian who became Kami- fled to Earth.\Kami himself may have forgotten that because he lost his memory,\or maybe he was just too young a child. Either way, it's a sad past.\Yeah, but Dragon Balls can grant any wish, right?\If they're the guys that could make them things,\they coulda just wished to have the abnormal weather stopped, right?\That probably wouldn't have worked. response:	Shen Long said that he couldn't grant a wish
context: That's the reason why Kami- or rather, the Namekian who became Kami- fled to Earth.\Kami himself may have forgotten that because he lost his memory,\or maybe he was just too young a child. Either way, it's a sad past.\Yeah, but Dragon Balls can grant any wish, right?\If they're the guys that could make them things,\they coulda just wished to have the abnormal weather stopped, right?\That probably wouldn't have worked.\Shen Long said that he couldn't grant a wish response:	that exceeded the power of the Dragon Balls' creator.
context: Kami himself may have forgotten that because he lost his memory,\or maybe he was just too young a child. Either way, it's a sad past.\Yeah, but Dragon Balls can grant any wish, right?\If they're the guys that could make them things,\they coulda just wished to have the abnormal weather stopped, right?\That probably wouldn't have worked.\Shen Long said that he couldn't grant a wish\that exceeded the power of the Dragon Balls' creator. response:	That means he couldn't rein in that incredible amount of power.
context: or maybe he was just too young a child. Either way, it's a sad past.\Yeah, but Dragon Balls can grant any wish, right?\If they're the guys that could make them things,\they coulda just wished to have the abnormal weather stopped, right?\That probably wouldn't have worked.\Shen Long said that he couldn't grant a wish\that exceeded the power of the Dragon Balls' creator.\That means he couldn't rein in that incredible amount of power. response:	That's why Shen Long couldn't do anything against the Saiyans.
context: Yeah, but Dragon Balls can grant any wish, right?\If they're the guys that could make them things,\they coulda just wished to have the abnormal weather stopped, right?\That probably wouldn't have worked.\Shen Long said that he couldn't grant a wish\that exceeded the power of the Dragon Balls' creator.\That means he couldn't rein in that incredible amount of power.\That's why Shen Long couldn't do anything against the Saiyans. response:	What're ya talkin' about? I guess the Dragon Balls ain't so great after all.
context: If they're the guys that could make them things,\they coulda just wished to have the abnormal weather stopped, right?\That probably wouldn't have worked.\Shen Long said that he couldn't grant a wish\that exceeded the power of the Dragon Balls' creator.\That means he couldn't rein in that incredible amount of power.\That's why Shen Long couldn't do anything against the Saiyans.\What're ya talkin' about? I guess the Dragon Balls ain't so great after all. response:	You're a sassy fellow!
context: they coulda just wished to have the abnormal weather stopped, right?\That probably wouldn't have worked.\Shen Long said that he couldn't grant a wish\that exceeded the power of the Dragon Balls' creator.\That means he couldn't rein in that incredible amount of power.\That's why Shen Long couldn't do anything against the Saiyans.\What're ya talkin' about? I guess the Dragon Balls ain't so great after all.\You're a sassy fellow! response:	What's this? There are some! There are some!
context: That probably wouldn't have worked.\Shen Long said that he couldn't grant a wish\that exceeded the power of the Dragon Balls' creator.\That means he couldn't rein in that incredible amount of power.\That's why Shen Long couldn't do anything against the Saiyans.\What're ya talkin' about? I guess the Dragon Balls ain't so great after all.\You're a sassy fellow!\What's this? There are some! There are some! response:	There are some Namekians! There's just under a hundred of them,
context: Shen Long said that he couldn't grant a wish\that exceeded the power of the Dragon Balls' creator.\That means he couldn't rein in that incredible amount of power.\That's why Shen Long couldn't do anything against the Saiyans.\What're ya talkin' about? I guess the Dragon Balls ain't so great after all.\You're a sassy fellow!\What's this? There are some! There are some!\There are some Namekians! There's just under a hundred of them, response:	but they survived, and are thriving again!
context: that exceeded the power of the Dragon Balls' creator.\That means he couldn't rein in that incredible amount of power.\That's why Shen Long couldn't do anything against the Saiyans.\What're ya talkin' about? I guess the Dragon Balls ain't so great after all.\You're a sassy fellow!\What's this? There are some! There are some!\There are some Namekians! There's just under a hundred of them,\but they survived, and are thriving again! response:	T- there're a hundred guys like that!?
