context: Here we come! response:	It's the start of Inuyasha!
context: Without your comrades,\you're so lonely, you can't bearit.\Shaddup!\I can fight alone!\However...\ljust don't like you making my friends yourfodder!\All talk.\The unbearable fear of being alone... response:	I shall devourit!
context: you're so lonely, you can't bearit.\Shaddup!\I can fight alone!\However...\ljust don't like you making my friends yourfodder!\All talk.\The unbearable fear of being alone...\I shall devourit! response:	Shaddup! Take this!
context: Shaddup!\I can fight alone!\However...\ljust don't like you making my friends yourfodder!\All talk.\The unbearable fear of being alone...\I shall devourit!\Shaddup! Take this! response:	Wind Scar!
context: I can fight alone!\However...\ljust don't like you making my friends yourfodder!\All talk.\The unbearable fear of being alone...\I shall devourit!\Shaddup! Take this!\Wind Scar! response:	He's the one who's all talk.
context: However...\ljust don't like you making my friends yourfodder!\All talk.\The unbearable fear of being alone...\I shall devourit!\Shaddup! Take this!\Wind Scar!\He's the one who's all talk. response:	Think you won?
context: ljust don't like you making my friends yourfodder!\All talk.\The unbearable fear of being alone...\I shall devourit!\Shaddup! Take this!\Wind Scar!\He's the one who's all talk.\Think you won? response:	What?!
context: All talk.\The unbearable fear of being alone...\I shall devourit!\Shaddup! Take this!\Wind Scar!\He's the one who's all talk.\Think you won?\What?! response:	Even if you destroy me,
context: The unbearable fear of being alone...\I shall devourit!\Shaddup! Take this!\Wind Scar!\He's the one who's all talk.\Think you won?\What?!\Even if you destroy me, response:	I'll devourtheir souls
context: I shall devourit!\Shaddup! Take this!\Wind Scar!\He's the one who's all talk.\Think you won?\What?!\Even if you destroy me,\I'll devourtheir souls response:	and with theirbodies... I shall grow another self.
context: Shaddup! Take this!\Wind Scar!\He's the one who's all talk.\Think you won?\What?!\Even if you destroy me,\I'll devourtheir souls\and with theirbodies... I shall grow another self. response:	And that will spell YOURend!
context: Wind Scar!\He's the one who's all talk.\Think you won?\What?!\Even if you destroy me,\I'll devourtheir souls\and with theirbodies... I shall grow another self.\And that will spell YOURend! response:	Being devoured by your formerfriends...
context: He's the one who's all talk.\Think you won?\What?!\Even if you destroy me,\I'll devourtheir souls\and with theirbodies... I shall grow another self.\And that will spell YOURend!\Being devoured by your formerfriends... response:	that is the fate that awaits you.
context: Think you won?\What?!\Even if you destroy me,\I'll devourtheir souls\and with theirbodies... I shall grow another self.\And that will spell YOURend!\Being devoured by your formerfriends...\that is the fate that awaits you. response:	And at that moment,
context: What?!\Even if you destroy me,\I'll devourtheir souls\and with theirbodies... I shall grow another self.\And that will spell YOURend!\Being devoured by your formerfriends...\that is the fate that awaits you.\And at that moment, response:	you will be truly released from the fear of loneliness.
context: Even if you destroy me,\I'll devourtheir souls\and with theirbodies... I shall grow another self.\And that will spell YOURend!\Being devoured by your formerfriends...\that is the fate that awaits you.\And at that moment,\you will be truly released from the fear of loneliness. response:	The cocoon won't disappear...
context: I'll devourtheir souls\and with theirbodies... I shall grow another self.\And that will spell YOURend!\Being devoured by your formerfriends...\that is the fate that awaits you.\And at that moment,\you will be truly released from the fear of loneliness.\The cocoon won't disappear... response:	What can I do?!
context: and with theirbodies... I shall grow another self.\And that will spell YOURend!\Being devoured by your formerfriends...\that is the fate that awaits you.\And at that moment,\you will be truly released from the fear of loneliness.\The cocoon won't disappear...\What can I do?! response:	Just what?!
context: And that will spell YOURend!\Being devoured by your formerfriends...\that is the fate that awaits you.\And at that moment,\you will be truly released from the fear of loneliness.\The cocoon won't disappear...\What can I do?!\Just what?! response:	Dammit!
context: Being devoured by your formerfriends...\that is the fate that awaits you.\And at that moment,\you will be truly released from the fear of loneliness.\The cocoon won't disappear...\What can I do?!\Just what?!\Dammit! response:	Why you...!
context: that is the fate that awaits you.\And at that moment,\you will be truly released from the fear of loneliness.\The cocoon won't disappear...\What can I do?!\Just what?!\Dammit!\Why you...! response:	Kagome!
context: And at that moment,\you will be truly released from the fear of loneliness.\The cocoon won't disappear...\What can I do?!\Just what?!\Dammit!\Why you...!\Kagome! response:	Shippo!
context: you will be truly released from the fear of loneliness.\The cocoon won't disappear...\What can I do?!\Just what?!\Dammit!\Why you...!\Kagome!\Shippo! response:	Miroku! Sango!
context: The cocoon won't disappear...\What can I do?!\Just what?!\Dammit!\Why you...!\Kagome!\Shippo!\Miroku! Sango! response:	Kohaku!
context: What can I do?!\Just what?!\Dammit!\Why you...!\Kagome!\Shippo!\Miroku! Sango!\Kohaku! response:	Sis! Rejoice forme!
context: Just what?!\Dammit!\Why you...!\Kagome!\Shippo!\Miroku! Sango!\Kohaku!\Sis! Rejoice forme! response:	I did it!
context: Dammit!\Why you...!\Kagome!\Shippo!\Miroku! Sango!\Kohaku!\Sis! Rejoice forme!\I did it! response:	I exterminated demons all by myself!
context: Why you...!\Kagome!\Shippo!\Miroku! Sango!\Kohaku!\Sis! Rejoice forme!\I did it!\I exterminated demons all by myself! response:	Exterminated demons?
context: Kagome!\Shippo!\Miroku! Sango!\Kohaku!\Sis! Rejoice forme!\I did it!\I exterminated demons all by myself!\Exterminated demons? response:	You!
context: Shippo!\Miroku! Sango!\Kohaku!\Sis! Rejoice forme!\I did it!\I exterminated demons all by myself!\Exterminated demons?\You! response:	Fatherwill praise me, won't he?
context: Miroku! Sango!\Kohaku!\Sis! Rejoice forme!\I did it!\I exterminated demons all by myself!\Exterminated demons?\You!\Fatherwill praise me, won't he? response:	Sister!
context: Kohaku!\Sis! Rejoice forme!\I did it!\I exterminated demons all by myself!\Exterminated demons?\You!\Fatherwill praise me, won't he?\Sister! response:	Kohaku!
context: Sis! Rejoice forme!\I did it!\I exterminated demons all by myself!\Exterminated demons?\You!\Fatherwill praise me, won't he?\Sister!\Kohaku! response:	It's yourfault, Sis.
context: I did it!\I exterminated demons all by myself!\Exterminated demons?\You!\Fatherwill praise me, won't he?\Sister!\Kohaku!\It's yourfault, Sis. response:	You didn't praise me.
context: I exterminated demons all by myself!\Exterminated demons?\You!\Fatherwill praise me, won't he?\Sister!\Kohaku!\It's yourfault, Sis.\You didn't praise me. response:	MasterMushin! Let me go!
context: Exterminated demons?\You!\Fatherwill praise me, won't he?\Sister!\Kohaku!\It's yourfault, Sis.\You didn't praise me.\MasterMushin! Let me go! response:	Please let me go!
context: You!\Fatherwill praise me, won't he?\Sister!\Kohaku!\It's yourfault, Sis.\You didn't praise me.\MasterMushin! Let me go!\Please let me go! response:	Miroku!
context: Fatherwill praise me, won't he?\Sister!\Kohaku!\It's yourfault, Sis.\You didn't praise me.\MasterMushin! Let me go!\Please let me go!\Miroku! response:	Your Wind Tunnel has reached its limit.
context: Sister!\Kohaku!\It's yourfault, Sis.\You didn't praise me.\MasterMushin! Let me go!\Please let me go!\Miroku!\Your Wind Tunnel has reached its limit. response:	Don'tgo anywhere!
context: Kohaku!\It's yourfault, Sis.\You didn't praise me.\MasterMushin! Let me go!\Please let me go!\Miroku!\Your Wind Tunnel has reached its limit.\Don'tgo anywhere! response:	I'll find Naraku!
context: It's yourfault, Sis.\You didn't praise me.\MasterMushin! Let me go!\Please let me go!\Miroku!\Your Wind Tunnel has reached its limit.\Don'tgo anywhere!\I'll find Naraku! response:	One more step...
context: You didn't praise me.\MasterMushin! Let me go!\Please let me go!\Miroku!\Your Wind Tunnel has reached its limit.\Don'tgo anywhere!\I'll find Naraku!\One more step... response:	Miroku, what's the matter?
context: MasterMushin! Let me go!\Please let me go!\Miroku!\Your Wind Tunnel has reached its limit.\Don'tgo anywhere!\I'll find Naraku!\One more step...\Miroku, what's the matter? response:	Don't come near!
context: Please let me go!\Miroku!\Your Wind Tunnel has reached its limit.\Don'tgo anywhere!\I'll find Naraku!\One more step...\Miroku, what's the matter?\Don't come near! response:	Miroku?
context: Miroku!\Your Wind Tunnel has reached its limit.\Don'tgo anywhere!\I'll find Naraku!\One more step...\Miroku, what's the matter?\Don't come near!\Miroku? response:	Miroku!
context: Your Wind Tunnel has reached its limit.\Don'tgo anywhere!\I'll find Naraku!\One more step...\Miroku, what's the matter?\Don't come near!\Miroku?\Miroku! response:	Don't come!
context: Don'tgo anywhere!\I'll find Naraku!\One more step...\Miroku, what's the matter?\Don't come near!\Miroku?\Miroku!\Don't come! response:	l-Impossible!
context: I'll find Naraku!\One more step...\Miroku, what's the matter?\Don't come near!\Miroku?\Miroku!\Don't come!\l-Impossible! response:	It's notexposed!
context: One more step...\Miroku, what's the matter?\Don't come near!\Miroku?\Miroku!\Don't come!\l-Impossible!\It's notexposed! response:	Monk... did you want so much to be saved?
context: Miroku, what's the matter?\Don't come near!\Miroku?\Miroku!\Don't come!\l-Impossible!\It's notexposed!\Monk... did you want so much to be saved? response:	At the expense of yourfriends' lives?
context: Don't come near!\Miroku?\Miroku!\Don't come!\l-Impossible!\It's notexposed!\Monk... did you want so much to be saved?\At the expense of yourfriends' lives? response:	It's all yourdoing!
context: Miroku?\Miroku!\Don't come!\l-Impossible!\It's notexposed!\Monk... did you want so much to be saved?\At the expense of yourfriends' lives?\It's all yourdoing! response:	Cursing my grandfather with the Wind Tunnel...
context: Miroku!\Don't come!\l-Impossible!\It's notexposed!\Monk... did you want so much to be saved?\At the expense of yourfriends' lives?\It's all yourdoing!\Cursing my grandfather with the Wind Tunnel... response:	Help!
context: Don't come!\l-Impossible!\It's notexposed!\Monk... did you want so much to be saved?\At the expense of yourfriends' lives?\It's all yourdoing!\Cursing my grandfather with the Wind Tunnel...\Help! response:	Oh... I've been dreaming.
context: l-Impossible!\It's notexposed!\Monk... did you want so much to be saved?\At the expense of yourfriends' lives?\It's all yourdoing!\Cursing my grandfather with the Wind Tunnel...\Help!\Oh... I've been dreaming. response:	What's the matter, Kagome?
context: It's notexposed!\Monk... did you want so much to be saved?\At the expense of yourfriends' lives?\It's all yourdoing!\Cursing my grandfather with the Wind Tunnel...\Help!\Oh... I've been dreaming.\What's the matter, Kagome? response:	It's unlike you to be dozing off.
context: Monk... did you want so much to be saved?\At the expense of yourfriends' lives?\It's all yourdoing!\Cursing my grandfather with the Wind Tunnel...\Help!\Oh... I've been dreaming.\What's the matter, Kagome?\It's unlike you to be dozing off. response:	You were sleeping so soundly.
context: At the expense of yourfriends' lives?\It's all yourdoing!\Cursing my grandfather with the Wind Tunnel...\Help!\Oh... I've been dreaming.\What's the matter, Kagome?\It's unlike you to be dozing off.\You were sleeping so soundly. response:	You've been cramming too hard.
context: It's all yourdoing!\Cursing my grandfather with the Wind Tunnel...\Help!\Oh... I've been dreaming.\What's the matter, Kagome?\It's unlike you to be dozing off.\You were sleeping so soundly.\You've been cramming too hard. response:	No such thing...
context: Cursing my grandfather with the Wind Tunnel...\Help!\Oh... I've been dreaming.\What's the matter, Kagome?\It's unlike you to be dozing off.\You were sleeping so soundly.\You've been cramming too hard.\No such thing... response:	This can't be!
context: Help!\Oh... I've been dreaming.\What's the matter, Kagome?\It's unlike you to be dozing off.\You were sleeping so soundly.\You've been cramming too hard.\No such thing...\This can't be! response:	Everyone, run!
context: Oh... I've been dreaming.\What's the matter, Kagome?\It's unlike you to be dozing off.\You were sleeping so soundly.\You've been cramming too hard.\No such thing...\This can't be!\Everyone, run! response:	It's dangerous to stay here!
context: What's the matter, Kagome?\It's unlike you to be dozing off.\You were sleeping so soundly.\You've been cramming too hard.\No such thing...\This can't be!\Everyone, run!\It's dangerous to stay here! response:	Damn! Blades of Blood!
context: It's unlike you to be dozing off.\You were sleeping so soundly.\You've been cramming too hard.\No such thing...\This can't be!\Everyone, run!\It's dangerous to stay here!\Damn! Blades of Blood! response:	Kagome!
context: You were sleeping so soundly.\You've been cramming too hard.\No such thing...\This can't be!\Everyone, run!\It's dangerous to stay here!\Damn! Blades of Blood!\Kagome! response:	Kagome!
context: You've been cramming too hard.\No such thing...\This can't be!\Everyone, run!\It's dangerous to stay here!\Damn! Blades of Blood!\Kagome!\Kagome! response:	Is that all there is to yourpowers?!
context: No such thing...\This can't be!\Everyone, run!\It's dangerous to stay here!\Damn! Blades of Blood!\Kagome!\Kagome!\Is that all there is to yourpowers?! response:	Was it so weak that a mere dream could devourit?!
context: This can't be!\Everyone, run!\It's dangerous to stay here!\Damn! Blades of Blood!\Kagome!\Kagome!\Is that all there is to yourpowers?!\Was it so weak that a mere dream could devourit?! response:	I misjudged you!
context: Everyone, run!\It's dangerous to stay here!\Damn! Blades of Blood!\Kagome!\Kagome!\Is that all there is to yourpowers?!\Was it so weak that a mere dream could devourit?!\I misjudged you! response:	If you're gonna give up so easily,
context: It's dangerous to stay here!\Damn! Blades of Blood!\Kagome!\Kagome!\Is that all there is to yourpowers?!\Was it so weak that a mere dream could devourit?!\I misjudged you!\If you're gonna give up so easily, response:	I'll defeat Naraku alone!
context: Damn! Blades of Blood!\Kagome!\Kagome!\Is that all there is to yourpowers?!\Was it so weak that a mere dream could devourit?!\I misjudged you!\If you're gonna give up so easily,\I'll defeat Naraku alone! response:	Don't come crying later!
context: Kagome!\Kagome!\Is that all there is to yourpowers?!\Was it so weak that a mere dream could devourit?!\I misjudged you!\If you're gonna give up so easily,\I'll defeat Naraku alone!\Don't come crying later! response:	Wake up!
context: Kagome!\Is that all there is to yourpowers?!\Was it so weak that a mere dream could devourit?!\I misjudged you!\If you're gonna give up so easily,\I'll defeat Naraku alone!\Don't come crying later!\Wake up! response:	Don't let a moth demon eat yourheart!
context: Is that all there is to yourpowers?!\Was it so weak that a mere dream could devourit?!\I misjudged you!\If you're gonna give up so easily,\I'll defeat Naraku alone!\Don't come crying later!\Wake up!\Don't let a moth demon eat yourheart! response:	Kagome!
context: Was it so weak that a mere dream could devourit?!\I misjudged you!\If you're gonna give up so easily,\I'll defeat Naraku alone!\Don't come crying later!\Wake up!\Don't let a moth demon eat yourheart!\Kagome! response:	You're not a weak girl like that!
context: I misjudged you!\If you're gonna give up so easily,\I'll defeat Naraku alone!\Don't come crying later!\Wake up!\Don't let a moth demon eat yourheart!\Kagome!\You're not a weak girl like that! response:	Tell me...
context: If you're gonna give up so easily,\I'll defeat Naraku alone!\Don't come crying later!\Wake up!\Don't let a moth demon eat yourheart!\Kagome!\You're not a weak girl like that!\Tell me... response:	Tell me...
context: I'll defeat Naraku alone!\Don't come crying later!\Wake up!\Don't let a moth demon eat yourheart!\Kagome!\You're not a weak girl like that!\Tell me...\Tell me... response:	To Sit!
context: Don't come crying later!\Wake up!\Don't let a moth demon eat yourheart!\Kagome!\You're not a weak girl like that!\Tell me...\Tell me...\To Sit! response:	Kohaku! Forgive me!
context: Wake up!\Don't let a moth demon eat yourheart!\Kagome!\You're not a weak girl like that!\Tell me...\Tell me...\To Sit!\Kohaku! Forgive me! response:	I must kill you, oryou can't return to me.
context: Don't let a moth demon eat yourheart!\Kagome!\You're not a weak girl like that!\Tell me...\Tell me...\To Sit!\Kohaku! Forgive me!\I must kill you, oryou can't return to me. response:	Why?
context: Kagome!\You're not a weak girl like that!\Tell me...\Tell me...\To Sit!\Kohaku! Forgive me!\I must kill you, oryou can't return to me.\Why? response:	Why is that, Sis?
context: You're not a weak girl like that!\Tell me...\Tell me...\To Sit!\Kohaku! Forgive me!\I must kill you, oryou can't return to me.\Why?\Why is that, Sis? response:	I'll kill you, then kill myself.
context: Tell me...\Tell me...\To Sit!\Kohaku! Forgive me!\I must kill you, oryou can't return to me.\Why?\Why is that, Sis?\I'll kill you, then kill myself. response:	This is the only way to get you back from Naraku!
context: Tell me...\To Sit!\Kohaku! Forgive me!\I must kill you, oryou can't return to me.\Why?\Why is that, Sis?\I'll kill you, then kill myself.\This is the only way to get you back from Naraku! response:	I'm sorry, Kohaku!
context: To Sit!\Kohaku! Forgive me!\I must kill you, oryou can't return to me.\Why?\Why is that, Sis?\I'll kill you, then kill myself.\This is the only way to get you back from Naraku!\I'm sorry, Kohaku! response:	Don't kill Kohaku.
context: Kohaku! Forgive me!\I must kill you, oryou can't return to me.\Why?\Why is that, Sis?\I'll kill you, then kill myself.\This is the only way to get you back from Naraku!\I'm sorry, Kohaku!\Don't kill Kohaku. response:	We mustget him back alive!
context: I must kill you, oryou can't return to me.\Why?\Why is that, Sis?\I'll kill you, then kill myself.\This is the only way to get you back from Naraku!\I'm sorry, Kohaku!\Don't kill Kohaku.\We mustget him back alive! response:	But... with me around...
context: Why?\Why is that, Sis?\I'll kill you, then kill myself.\This is the only way to get you back from Naraku!\I'm sorry, Kohaku!\Don't kill Kohaku.\We mustget him back alive!\But... with me around... response:	It only causes everyone trouble.
context: Why is that, Sis?\I'll kill you, then kill myself.\This is the only way to get you back from Naraku!\I'm sorry, Kohaku!\Don't kill Kohaku.\We mustget him back alive!\But... with me around...\It only causes everyone trouble. response:	Quit rambling!
context: I'll kill you, then kill myself.\This is the only way to get you back from Naraku!\I'm sorry, Kohaku!\Don't kill Kohaku.\We mustget him back alive!\But... with me around...\It only causes everyone trouble.\Quit rambling! response:	It's betterto stay together!
context: This is the only way to get you back from Naraku!\I'm sorry, Kohaku!\Don't kill Kohaku.\We mustget him back alive!\But... with me around...\It only causes everyone trouble.\Quit rambling!\It's betterto stay together! response:	You're good at fighting.
context: I'm sorry, Kohaku!\Don't kill Kohaku.\We mustget him back alive!\But... with me around...\It only causes everyone trouble.\Quit rambling!\It's betterto stay together!\You're good at fighting. response:	Inuyasha!
context: Don't kill Kohaku.\We mustget him back alive!\But... with me around...\It only causes everyone trouble.\Quit rambling!\It's betterto stay together!\You're good at fighting.\Inuyasha! response:	What're you afraid of!?
context: We mustget him back alive!\But... with me around...\It only causes everyone trouble.\Quit rambling!\It's betterto stay together!\You're good at fighting.\Inuyasha!\What're you afraid of!? response:	Inuyasha!
context: But... with me around...\It only causes everyone trouble.\Quit rambling!\It's betterto stay together!\You're good at fighting.\Inuyasha!\What're you afraid of!?\Inuyasha! response:	If you expose that hand once more, I'll cut it off!
context: It only causes everyone trouble.\Quit rambling!\It's betterto stay together!\You're good at fighting.\Inuyasha!\What're you afraid of!?\Inuyasha!\If you expose that hand once more, I'll cut it off! response:	Don't you want to defeat Naraku and break the curse of the Wind Tunnel?!
context: Quit rambling!\It's betterto stay together!\You're good at fighting.\Inuyasha!\What're you afraid of!?\Inuyasha!\If you expose that hand once more, I'll cut it off!\Don't you want to defeat Naraku and break the curse of the Wind Tunnel?! response:	This is no place to be wasting time!
context: It's betterto stay together!\You're good at fighting.\Inuyasha!\What're you afraid of!?\Inuyasha!\If you expose that hand once more, I'll cut it off!\Don't you want to defeat Naraku and break the curse of the Wind Tunnel?!\This is no place to be wasting time! response:	You're absolutely right, Inuyasha.
context: You're good at fighting.\Inuyasha!\What're you afraid of!?\Inuyasha!\If you expose that hand once more, I'll cut it off!\Don't you want to defeat Naraku and break the curse of the Wind Tunnel?!\This is no place to be wasting time!\You're absolutely right, Inuyasha. response:	Hang in there, Shippo!
context: Inuyasha!\What're you afraid of!?\Inuyasha!\If you expose that hand once more, I'll cut it off!\Don't you want to defeat Naraku and break the curse of the Wind Tunnel?!\This is no place to be wasting time!\You're absolutely right, Inuyasha.\Hang in there, Shippo! response:	Fox fire!
context: What're you afraid of!?\Inuyasha!\If you expose that hand once more, I'll cut it off!\Don't you want to defeat Naraku and break the curse of the Wind Tunnel?!\This is no place to be wasting time!\You're absolutely right, Inuyasha.\Hang in there, Shippo!\Fox fire! response:	All right!
context: Inuyasha!\If you expose that hand once more, I'll cut it off!\Don't you want to defeat Naraku and break the curse of the Wind Tunnel?!\This is no place to be wasting time!\You're absolutely right, Inuyasha.\Hang in there, Shippo!\Fox fire!\All right! response:	Hey Shippo, you've been trying hard.
context: If you expose that hand once more, I'll cut it off!\Don't you want to defeat Naraku and break the curse of the Wind Tunnel?!\This is no place to be wasting time!\You're absolutely right, Inuyasha.\Hang in there, Shippo!\Fox fire!\All right!\Hey Shippo, you've been trying hard. response:	Yeah!
context: Don't you want to defeat Naraku and break the curse of the Wind Tunnel?!\This is no place to be wasting time!\You're absolutely right, Inuyasha.\Hang in there, Shippo!\Fox fire!\All right!\Hey Shippo, you've been trying hard.\Yeah! response:	Kagome!
context: This is no place to be wasting time!\You're absolutely right, Inuyasha.\Hang in there, Shippo!\Fox fire!\All right!\Hey Shippo, you've been trying hard.\Yeah!\Kagome! response:	Inuyasha!
context: You're absolutely right, Inuyasha.\Hang in there, Shippo!\Fox fire!\All right!\Hey Shippo, you've been trying hard.\Yeah!\Kagome!\Inuyasha! response:	You smell nice.
context: Hang in there, Shippo!\Fox fire!\All right!\Hey Shippo, you've been trying hard.\Yeah!\Kagome!\Inuyasha!\You smell nice. response:	What a thing to say at a time like this...
context: Fox fire!\All right!\Hey Shippo, you've been trying hard.\Yeah!\Kagome!\Inuyasha!\You smell nice.\What a thing to say at a time like this... response:	Run, Inuyasha!
context: All right!\Hey Shippo, you've been trying hard.\Yeah!\Kagome!\Inuyasha!\You smell nice.\What a thing to say at a time like this...\Run, Inuyasha! response:	You can't win in your human form.
context: Hey Shippo, you've been trying hard.\Yeah!\Kagome!\Inuyasha!\You smell nice.\What a thing to say at a time like this...\Run, Inuyasha!\You can't win in your human form. response:	Fool!
context: Yeah!\Kagome!\Inuyasha!\You smell nice.\What a thing to say at a time like this...\Run, Inuyasha!\You can't win in your human form.\Fool! response:	As if I'd go without you!
context: Kagome!\Inuyasha!\You smell nice.\What a thing to say at a time like this...\Run, Inuyasha!\You can't win in your human form.\Fool!\As if I'd go without you! response:	I'll...
context: Inuyasha!\You smell nice.\What a thing to say at a time like this...\Run, Inuyasha!\You can't win in your human form.\Fool!\As if I'd go without you!\I'll... response:	That's right.
context: You smell nice.\What a thing to say at a time like this...\Run, Inuyasha!\You can't win in your human form.\Fool!\As if I'd go without you!\I'll...\That's right. response:	I have Inuyasha.
context: What a thing to say at a time like this...\Run, Inuyasha!\You can't win in your human form.\Fool!\As if I'd go without you!\I'll...\That's right.\I have Inuyasha. response:	As long as I'm with Inuyasha...
context: Run, Inuyasha!\You can't win in your human form.\Fool!\As if I'd go without you!\I'll...\That's right.\I have Inuyasha.\As long as I'm with Inuyasha... response:	As long as I'm with everyone...
context: You can't win in your human form.\Fool!\As if I'd go without you!\I'll...\That's right.\I have Inuyasha.\As long as I'm with Inuyasha...\As long as I'm with everyone... response:	I can overcome any adversity!
context: Fool!\As if I'd go without you!\I'll...\That's right.\I have Inuyasha.\As long as I'm with Inuyasha...\As long as I'm with everyone...\I can overcome any adversity! response:	Guys! Atta way, everyone!
context: As if I'd go without you!\I'll...\That's right.\I have Inuyasha.\As long as I'm with Inuyasha...\As long as I'm with everyone...\I can overcome any adversity!\Guys! Atta way, everyone! response:	That's what MYfriends are made of!
context: I'll...\That's right.\I have Inuyasha.\As long as I'm with Inuyasha...\As long as I'm with everyone...\I can overcome any adversity!\Guys! Atta way, everyone!\That's what MYfriends are made of! response:	Inuyasha!
context: That's right.\I have Inuyasha.\As long as I'm with Inuyasha...\As long as I'm with everyone...\I can overcome any adversity!\Guys! Atta way, everyone!\That's what MYfriends are made of!\Inuyasha! response:	Hey!
context: I have Inuyasha.\As long as I'm with Inuyasha...\As long as I'm with everyone...\I can overcome any adversity!\Guys! Atta way, everyone!\That's what MYfriends are made of!\Inuyasha!\Hey! response:	We're leaving this forest now!
context: As long as I'm with Inuyasha...\As long as I'm with everyone...\I can overcome any adversity!\Guys! Atta way, everyone!\That's what MYfriends are made of!\Inuyasha!\Hey!\We're leaving this forest now! response:	Overthere!
context: As long as I'm with everyone...\I can overcome any adversity!\Guys! Atta way, everyone!\That's what MYfriends are made of!\Inuyasha!\Hey!\We're leaving this forest now!\Overthere! response:	Take this!
context: I can overcome any adversity!\Guys! Atta way, everyone!\That's what MYfriends are made of!\Inuyasha!\Hey!\We're leaving this forest now!\Overthere!\Take this! response:	Wind Scar!
context: Guys! Atta way, everyone!\That's what MYfriends are made of!\Inuyasha!\Hey!\We're leaving this forest now!\Overthere!\Take this!\Wind Scar! response:	The forest disappeared.
context: That's what MYfriends are made of!\Inuyasha!\Hey!\We're leaving this forest now!\Overthere!\Take this!\Wind Scar!\The forest disappeared. response:	So it was all an illusion created by Garamaru.
context: Inuyasha!\Hey!\We're leaving this forest now!\Overthere!\Take this!\Wind Scar!\The forest disappeared.\So it was all an illusion created by Garamaru. response:	We wasted so much time because of him.
context: Hey!\We're leaving this forest now!\Overthere!\Take this!\Wind Scar!\The forest disappeared.\So it was all an illusion created by Garamaru.\We wasted so much time because of him. response:	I'll say!
context: We're leaving this forest now!\Overthere!\Take this!\Wind Scar!\The forest disappeared.\So it was all an illusion created by Garamaru.\We wasted so much time because of him.\I'll say! response:	Uh-huh...
context: Overthere!\Take this!\Wind Scar!\The forest disappeared.\So it was all an illusion created by Garamaru.\We wasted so much time because of him.\I'll say!\Uh-huh... response:	But y'know...
context: Take this!\Wind Scar!\The forest disappeared.\So it was all an illusion created by Garamaru.\We wasted so much time because of him.\I'll say!\Uh-huh...\But y'know... response:	Without me around, you guys are nothing!
context: Wind Scar!\The forest disappeared.\So it was all an illusion created by Garamaru.\We wasted so much time because of him.\I'll say!\Uh-huh...\But y'know...\Without me around, you guys are nothing! response:	What? Any complaints.
context: The forest disappeared.\So it was all an illusion created by Garamaru.\We wasted so much time because of him.\I'll say!\Uh-huh...\But y'know...\Without me around, you guys are nothing!\What? Any complaints. response:	Well, that's exactly true.
context: So it was all an illusion created by Garamaru.\We wasted so much time because of him.\I'll say!\Uh-huh...\But y'know...\Without me around, you guys are nothing!\What? Any complaints.\Well, that's exactly true. response:	At least today, we'll let itgo.
context: We wasted so much time because of him.\I'll say!\Uh-huh...\But y'know...\Without me around, you guys are nothing!\What? Any complaints.\Well, that's exactly true.\At least today, we'll let itgo. response:	What a way to put it!
context: I'll say!\Uh-huh...\But y'know...\Without me around, you guys are nothing!\What? Any complaints.\Well, that's exactly true.\At least today, we'll let itgo.\What a way to put it! response:	Nevermind, Inuyasha. Everyone acknowledges what you did.
context: Uh-huh...\But y'know...\Without me around, you guys are nothing!\What? Any complaints.\Well, that's exactly true.\At least today, we'll let itgo.\What a way to put it!\Nevermind, Inuyasha. Everyone acknowledges what you did. response:	No, I DO mind!
context: But y'know...\Without me around, you guys are nothing!\What? Any complaints.\Well, that's exactly true.\At least today, we'll let itgo.\What a way to put it!\Nevermind, Inuyasha. Everyone acknowledges what you did.\No, I DO mind! response:	If you really believe I saved you, at least say, thank you.
context: Without me around, you guys are nothing!\What? Any complaints.\Well, that's exactly true.\At least today, we'll let itgo.\What a way to put it!\Nevermind, Inuyasha. Everyone acknowledges what you did.\No, I DO mind!\If you really believe I saved you, at least say, thank you. response:	Well then, Kagome, as ourrepresentative, please say a word.
context: What? Any complaints.\Well, that's exactly true.\At least today, we'll let itgo.\What a way to put it!\Nevermind, Inuyasha. Everyone acknowledges what you did.\No, I DO mind!\If you really believe I saved you, at least say, thank you.\Well then, Kagome, as ourrepresentative, please say a word. response:	All right.
context: Well, that's exactly true.\At least today, we'll let itgo.\What a way to put it!\Nevermind, Inuyasha. Everyone acknowledges what you did.\No, I DO mind!\If you really believe I saved you, at least say, thank you.\Well then, Kagome, as ourrepresentative, please say a word.\All right. response:	What?!
context: At least today, we'll let itgo.\What a way to put it!\Nevermind, Inuyasha. Everyone acknowledges what you did.\No, I DO mind!\If you really believe I saved you, at least say, thank you.\Well then, Kagome, as ourrepresentative, please say a word.\All right.\What?! response:	Tell me... to SIT!
context: What a way to put it!\Nevermind, Inuyasha. Everyone acknowledges what you did.\No, I DO mind!\If you really believe I saved you, at least say, thank you.\Well then, Kagome, as ourrepresentative, please say a word.\All right.\What?!\Tell me... to SIT! response:	Inuyasha...
context: Nevermind, Inuyasha. Everyone acknowledges what you did.\No, I DO mind!\If you really believe I saved you, at least say, thank you.\Well then, Kagome, as ourrepresentative, please say a word.\All right.\What?!\Tell me... to SIT!\Inuyasha... response:	Th-ank you!
