context: I've never found this world fun. response:	Not even once.
context: Minors aren't allowed in this casino.\Well...\I told the manager we were observing for educational purposes,\and he let us in with a smile!\I did have to give him a sizable tip, though.\Tip?\What do you mean by tip?\Don't worry about it, Captain. response:	Just leave it to Akari, and it'll be fine, Captain.
context: Well...\I told the manager we were observing for educational purposes,\and he let us in with a smile!\I did have to give him a sizable tip, though.\Tip?\What do you mean by tip?\Don't worry about it, Captain.\Just leave it to Akari, and it'll be fine, Captain. response:	I don't see the problem, Captain.
context: I told the manager we were observing for educational purposes,\and he let us in with a smile!\I did have to give him a sizable tip, though.\Tip?\What do you mean by tip?\Don't worry about it, Captain.\Just leave it to Akari, and it'll be fine, Captain.\I don't see the problem, Captain. response:	Seriously, do you have to keep calling me that?
context: and he let us in with a smile!\I did have to give him a sizable tip, though.\Tip?\What do you mean by tip?\Don't worry about it, Captain.\Just leave it to Akari, and it'll be fine, Captain.\I don't see the problem, Captain.\Seriously, do you have to keep calling me that? response:	You guys are good friends, aren't you?
context: I did have to give him a sizable tip, though.\Tip?\What do you mean by tip?\Don't worry about it, Captain.\Just leave it to Akari, and it'll be fine, Captain.\I don't see the problem, Captain.\Seriously, do you have to keep calling me that?\You guys are good friends, aren't you? response:	I don't have any friends, so I'm jealous.
context: Tip?\What do you mean by tip?\Don't worry about it, Captain.\Just leave it to Akari, and it'll be fine, Captain.\I don't see the problem, Captain.\Seriously, do you have to keep calling me that?\You guys are good friends, aren't you?\I don't have any friends, so I'm jealous. response:	Zin!
context: What do you mean by tip?\Don't worry about it, Captain.\Just leave it to Akari, and it'll be fine, Captain.\I don't see the problem, Captain.\Seriously, do you have to keep calling me that?\You guys are good friends, aren't you?\I don't have any friends, so I'm jealous.\Zin! response:	Sir, you can't allow minors on the floor...
context: Don't worry about it, Captain.\Just leave it to Akari, and it'll be fine, Captain.\I don't see the problem, Captain.\Seriously, do you have to keep calling me that?\You guys are good friends, aren't you?\I don't have any friends, so I'm jealous.\Zin!\Sir, you can't allow minors on the floor... response:	They're fine!
context: Just leave it to Akari, and it'll be fine, Captain.\I don't see the problem, Captain.\Seriously, do you have to keep calling me that?\You guys are good friends, aren't you?\I don't have any friends, so I'm jealous.\Zin!\Sir, you can't allow minors on the floor...\They're fine! response:	Spend as much time observing as you like.
context: I don't see the problem, Captain.\Seriously, do you have to keep calling me that?\You guys are good friends, aren't you?\I don't have any friends, so I'm jealous.\Zin!\Sir, you can't allow minors on the floor...\They're fine!\Spend as much time observing as you like. response:	How much did you pay?
context: Seriously, do you have to keep calling me that?\You guys are good friends, aren't you?\I don't have any friends, so I'm jealous.\Zin!\Sir, you can't allow minors on the floor...\They're fine!\Spend as much time observing as you like.\How much did you pay? response:	Anyway, Zin...
context: You guys are good friends, aren't you?\I don't have any friends, so I'm jealous.\Zin!\Sir, you can't allow minors on the floor...\They're fine!\Spend as much time observing as you like.\How much did you pay?\Anyway, Zin... response:	You've got a friend here to see you.
context: I don't have any friends, so I'm jealous.\Zin!\Sir, you can't allow minors on the floor...\They're fine!\Spend as much time observing as you like.\How much did you pay?\Anyway, Zin...\You've got a friend here to see you. response:	You do have a friend.
context: Zin!\Sir, you can't allow minors on the floor...\They're fine!\Spend as much time observing as you like.\How much did you pay?\Anyway, Zin...\You've got a friend here to see you.\You do have a friend. response:	In the end, I'll never hold anything in my hand.
context: Sir, you can't allow minors on the floor...\They're fine!\Spend as much time observing as you like.\How much did you pay?\Anyway, Zin...\You've got a friend here to see you.\You do have a friend.\In the end, I'll never hold anything in my hand. response:	Naoko?
context: They're fine!\Spend as much time observing as you like.\How much did you pay?\Anyway, Zin...\You've got a friend here to see you.\You do have a friend.\In the end, I'll never hold anything in my hand.\Naoko? response:	Where are Daichi and Teppei?
context: Spend as much time observing as you like.\How much did you pay?\Anyway, Zin...\You've got a friend here to see you.\You do have a friend.\In the end, I'll never hold anything in my hand.\Naoko?\Where are Daichi and Teppei? response:	Looking for the Machine Goodfellow, as we were ordered to.
context: How much did you pay?\Anyway, Zin...\You've got a friend here to see you.\You do have a friend.\In the end, I'll never hold anything in my hand.\Naoko?\Where are Daichi and Teppei?\Looking for the Machine Goodfellow, as we were ordered to. response:	Shouldn't we help?
context: Anyway, Zin...\You've got a friend here to see you.\You do have a friend.\In the end, I'll never hold anything in my hand.\Naoko?\Where are Daichi and Teppei?\Looking for the Machine Goodfellow, as we were ordered to.\Shouldn't we help? response:	Leave that to the boys!
context: You've got a friend here to see you.\You do have a friend.\In the end, I'll never hold anything in my hand.\Naoko?\Where are Daichi and Teppei?\Looking for the Machine Goodfellow, as we were ordered to.\Shouldn't we help?\Leave that to the boys! response:	If anything is nearby,
context: You do have a friend.\In the end, I'll never hold anything in my hand.\Naoko?\Where are Daichi and Teppei?\Looking for the Machine Goodfellow, as we were ordered to.\Shouldn't we help?\Leave that to the boys!\If anything is nearby, response:	it's probably here, not in the casino.
context: In the end, I'll never hold anything in my hand.\Naoko?\Where are Daichi and Teppei?\Looking for the Machine Goodfellow, as we were ordered to.\Shouldn't we help?\Leave that to the boys!\If anything is nearby,\it's probably here, not in the casino. response:	Now, there's a coincidence.
context: Naoko?\Where are Daichi and Teppei?\Looking for the Machine Goodfellow, as we were ordered to.\Shouldn't we help?\Leave that to the boys!\If anything is nearby,\it's probably here, not in the casino.\Now, there's a coincidence. response:	What are you doing here, Daichi Manatsu-kun?
context: Where are Daichi and Teppei?\Looking for the Machine Goodfellow, as we were ordered to.\Shouldn't we help?\Leave that to the boys!\If anything is nearby,\it's probably here, not in the casino.\Now, there's a coincidence.\What are you doing here, Daichi Manatsu-kun? response:	I think there must be some fate that ties you... No, that ties your father and you to me.
context: Looking for the Machine Goodfellow, as we were ordered to.\Shouldn't we help?\Leave that to the boys!\If anything is nearby,\it's probably here, not in the casino.\Now, there's a coincidence.\What are you doing here, Daichi Manatsu-kun?\I think there must be some fate that ties you... No, that ties your father and you to me. response:	I'll tell you something interesting.
context: Shouldn't we help?\Leave that to the boys!\If anything is nearby,\it's probably here, not in the casino.\Now, there's a coincidence.\What are you doing here, Daichi Manatsu-kun?\I think there must be some fate that ties you... No, that ties your father and you to me.\I'll tell you something interesting. response:	I was the one who destroyed the Star Emblem.
context: Leave that to the boys!\If anything is nearby,\it's probably here, not in the casino.\Now, there's a coincidence.\What are you doing here, Daichi Manatsu-kun?\I think there must be some fate that ties you... No, that ties your father and you to me.\I'll tell you something interesting.\I was the one who destroyed the Star Emblem. response:	In other words, I'm the one who killed your father.
context: If anything is nearby,\it's probably here, not in the casino.\Now, there's a coincidence.\What are you doing here, Daichi Manatsu-kun?\I think there must be some fate that ties you... No, that ties your father and you to me.\I'll tell you something interesting.\I was the one who destroyed the Star Emblem.\In other words, I'm the one who killed your father. response:	Did you know that?
context: it's probably here, not in the casino.\Now, there's a coincidence.\What are you doing here, Daichi Manatsu-kun?\I think there must be some fate that ties you... No, that ties your father and you to me.\I'll tell you something interesting.\I was the one who destroyed the Star Emblem.\In other words, I'm the one who killed your father.\Did you know that? response:	Yes.
context: Now, there's a coincidence.\What are you doing here, Daichi Manatsu-kun?\I think there must be some fate that ties you... No, that ties your father and you to me.\I'll tell you something interesting.\I was the one who destroyed the Star Emblem.\In other words, I'm the one who killed your father.\Did you know that?\Yes. response:	I did.
context: What are you doing here, Daichi Manatsu-kun?\I think there must be some fate that ties you... No, that ties your father and you to me.\I'll tell you something interesting.\I was the one who destroyed the Star Emblem.\In other words, I'm the one who killed your father.\Did you know that?\Yes.\I did. response:	I heard gunfire!
context: I think there must be some fate that ties you... No, that ties your father and you to me.\I'll tell you something interesting.\I was the one who destroyed the Star Emblem.\In other words, I'm the one who killed your father.\Did you know that?\Yes.\I did.\I heard gunfire! response:	I saw Amarok.
context: I'll tell you something interesting.\I was the one who destroyed the Star Emblem.\In other words, I'm the one who killed your father.\Did you know that?\Yes.\I did.\I heard gunfire!\I saw Amarok. response:	So they're here, after all...
context: I was the one who destroyed the Star Emblem.\In other words, I'm the one who killed your father.\Did you know that?\Yes.\I did.\I heard gunfire!\I saw Amarok.\So they're here, after all... response:	Did you fire?
context: In other words, I'm the one who killed your father.\Did you know that?\Yes.\I did.\I heard gunfire!\I saw Amarok.\So they're here, after all...\Did you fire? response:	He escaped before I could.
context: Did you know that?\Yes.\I did.\I heard gunfire!\I saw Amarok.\So they're here, after all...\Did you fire?\He escaped before I could. response:	If you don't shoot next time, he'll kill you, Captain.
context: Yes.\I did.\I heard gunfire!\I saw Amarok.\So they're here, after all...\Did you fire?\He escaped before I could.\If you don't shoot next time, he'll kill you, Captain. response:	Seriously, do you have to keep calling me that?
context: I did.\I heard gunfire!\I saw Amarok.\So they're here, after all...\Did you fire?\He escaped before I could.\If you don't shoot next time, he'll kill you, Captain.\Seriously, do you have to keep calling me that? response:	The Neoteny is here.
context: I heard gunfire!\I saw Amarok.\So they're here, after all...\Did you fire?\He escaped before I could.\If you don't shoot next time, he'll kill you, Captain.\Seriously, do you have to keep calling me that?\The Neoteny is here. response:	Do they know what we're doing?
context: I saw Amarok.\So they're here, after all...\Did you fire?\He escaped before I could.\If you don't shoot next time, he'll kill you, Captain.\Seriously, do you have to keep calling me that?\The Neoteny is here.\Do they know what we're doing? response:	Perhaps it's the princess's singularity?
context: So they're here, after all...\Did you fire?\He escaped before I could.\If you don't shoot next time, he'll kill you, Captain.\Seriously, do you have to keep calling me that?\The Neoteny is here.\Do they know what we're doing?\Perhaps it's the princess's singularity? response:	One unexpected event after another...
context: Did you fire?\He escaped before I could.\If you don't shoot next time, he'll kill you, Captain.\Seriously, do you have to keep calling me that?\The Neoteny is here.\Do they know what we're doing?\Perhaps it's the princess's singularity?\One unexpected event after another... response:	But at least it's interesting.
context: He escaped before I could.\If you don't shoot next time, he'll kill you, Captain.\Seriously, do you have to keep calling me that?\The Neoteny is here.\Do they know what we're doing?\Perhaps it's the princess's singularity?\One unexpected event after another...\But at least it's interesting. response:	You've changed, Zin.
context: If you don't shoot next time, he'll kill you, Captain.\Seriously, do you have to keep calling me that?\The Neoteny is here.\Do they know what we're doing?\Perhaps it's the princess's singularity?\One unexpected event after another...\But at least it's interesting.\You've changed, Zin. response:	I don't think I'm the one that's changed.
context: Seriously, do you have to keep calling me that?\The Neoteny is here.\Do they know what we're doing?\Perhaps it's the princess's singularity?\One unexpected event after another...\But at least it's interesting.\You've changed, Zin.\I don't think I'm the one that's changed. response:	It's been about a year, hasn't it?
context: The Neoteny is here.\Do they know what we're doing?\Perhaps it's the princess's singularity?\One unexpected event after another...\But at least it's interesting.\You've changed, Zin.\I don't think I'm the one that's changed.\It's been about a year, hasn't it? response:	I'm amazed you found this place.
context: Do they know what we're doing?\Perhaps it's the princess's singularity?\One unexpected event after another...\But at least it's interesting.\You've changed, Zin.\I don't think I'm the one that's changed.\It's been about a year, hasn't it?\I'm amazed you found this place. response:	Someone at the facility told me.
context: Perhaps it's the princess's singularity?\One unexpected event after another...\But at least it's interesting.\You've changed, Zin.\I don't think I'm the one that's changed.\It's been about a year, hasn't it?\I'm amazed you found this place.\Someone at the facility told me. response:	Why did you drop out of school?
context: One unexpected event after another...\But at least it's interesting.\You've changed, Zin.\I don't think I'm the one that's changed.\It's been about a year, hasn't it?\I'm amazed you found this place.\Someone at the facility told me.\Why did you drop out of school? response:	This is a nice camera, isn't it?
context: But at least it's interesting.\You've changed, Zin.\I don't think I'm the one that's changed.\It's been about a year, hasn't it?\I'm amazed you found this place.\Someone at the facility told me.\Why did you drop out of school?\This is a nice camera, isn't it? response:	You don't have one, right?
context: You've changed, Zin.\I don't think I'm the one that's changed.\It's been about a year, hasn't it?\I'm amazed you found this place.\Someone at the facility told me.\Why did you drop out of school?\This is a nice camera, isn't it?\You don't have one, right? response:	I'll lend it to you.
context: I don't think I'm the one that's changed.\It's been about a year, hasn't it?\I'm amazed you found this place.\Someone at the facility told me.\Why did you drop out of school?\This is a nice camera, isn't it?\You don't have one, right?\I'll lend it to you. response:	After school, we'll have a photo shoot.
context: It's been about a year, hasn't it?\I'm amazed you found this place.\Someone at the facility told me.\Why did you drop out of school?\This is a nice camera, isn't it?\You don't have one, right?\I'll lend it to you.\After school, we'll have a photo shoot. response:	Let's see who can take a prettier photo of Naoko.
context: I'm amazed you found this place.\Someone at the facility told me.\Why did you drop out of school?\This is a nice camera, isn't it?\You don't have one, right?\I'll lend it to you.\After school, we'll have a photo shoot.\Let's see who can take a prettier photo of Naoko. response:	Cameras are great!
context: Someone at the facility told me.\Why did you drop out of school?\This is a nice camera, isn't it?\You don't have one, right?\I'll lend it to you.\After school, we'll have a photo shoot.\Let's see who can take a prettier photo of Naoko.\Cameras are great! response:	They make the whole world more fun.
context: Why did you drop out of school?\This is a nice camera, isn't it?\You don't have one, right?\I'll lend it to you.\After school, we'll have a photo shoot.\Let's see who can take a prettier photo of Naoko.\Cameras are great!\They make the whole world more fun. response:	That looked nice...
context: This is a nice camera, isn't it?\You don't have one, right?\I'll lend it to you.\After school, we'll have a photo shoot.\Let's see who can take a prettier photo of Naoko.\Cameras are great!\They make the whole world more fun.\That looked nice... response:	Let's take another.
context: You don't have one, right?\I'll lend it to you.\After school, we'll have a photo shoot.\Let's see who can take a prettier photo of Naoko.\Cameras are great!\They make the whole world more fun.\That looked nice...\Let's take another. response:	They were nice to me, and that was enough.
context: I'll lend it to you.\After school, we'll have a photo shoot.\Let's see who can take a prettier photo of Naoko.\Cameras are great!\They make the whole world more fun.\That looked nice...\Let's take another.\They were nice to me, and that was enough. response:	Grand Prize Setting Sun Takao Takami
context: After school, we'll have a photo shoot.\Let's see who can take a prettier photo of Naoko.\Cameras are great!\They make the whole world more fun.\That looked nice...\Let's take another.\They were nice to me, and that was enough.\Grand Prize Setting Sun Takao Takami response:	Is this the birth of a high school photographer?
context: Let's see who can take a prettier photo of Naoko.\Cameras are great!\They make the whole world more fun.\That looked nice...\Let's take another.\They were nice to me, and that was enough.\Grand Prize Setting Sun Takao Takami\Is this the birth of a high school photographer? response:	That's amazing, Takao...
context: Cameras are great!\They make the whole world more fun.\That looked nice...\Let's take another.\They were nice to me, and that was enough.\Grand Prize Setting Sun Takao Takami\Is this the birth of a high school photographer?\That's amazing, Takao... response:	I had a good model.
context: They make the whole world more fun.\That looked nice...\Let's take another.\They were nice to me, and that was enough.\Grand Prize Setting Sun Takao Takami\Is this the birth of a high school photographer?\That's amazing, Takao...\I had a good model. response:	In the end, I'll never hold anything in my hand.
context: That looked nice...\Let's take another.\They were nice to me, and that was enough.\Grand Prize Setting Sun Takao Takami\Is this the birth of a high school photographer?\That's amazing, Takao...\I had a good model.\In the end, I'll never hold anything in my hand. response:	At school, I never fit in.
context: Let's take another.\They were nice to me, and that was enough.\Grand Prize Setting Sun Takao Takami\Is this the birth of a high school photographer?\That's amazing, Takao...\I had a good model.\In the end, I'll never hold anything in my hand.\At school, I never fit in. response:	I planned to drop out, once I found a job.
context: They were nice to me, and that was enough.\Grand Prize Setting Sun Takao Takami\Is this the birth of a high school photographer?\That's amazing, Takao...\I had a good model.\In the end, I'll never hold anything in my hand.\At school, I never fit in.\I planned to drop out, once I found a job. response:	Since then, Takao says he's been a slump, and he can't take any good photos.
context: Grand Prize Setting Sun Takao Takami\Is this the birth of a high school photographer?\That's amazing, Takao...\I had a good model.\In the end, I'll never hold anything in my hand.\At school, I never fit in.\I planned to drop out, once I found a job.\Since then, Takao says he's been a slump, and he can't take any good photos. response:	Lately, he's been really angry all the time.
context: Is this the birth of a high school photographer?\That's amazing, Takao...\I had a good model.\In the end, I'll never hold anything in my hand.\At school, I never fit in.\I planned to drop out, once I found a job.\Since then, Takao says he's been a slump, and he can't take any good photos.\Lately, he's been really angry all the time. response:	Hey...
context: That's amazing, Takao...\I had a good model.\In the end, I'll never hold anything in my hand.\At school, I never fit in.\I planned to drop out, once I found a job.\Since then, Takao says he's been a slump, and he can't take any good photos.\Lately, he's been really angry all the time.\Hey... response:	Weren't you the one
context: I had a good model.\In the end, I'll never hold anything in my hand.\At school, I never fit in.\I planned to drop out, once I found a job.\Since then, Takao says he's been a slump, and he can't take any good photos.\Lately, he's been really angry all the time.\Hey...\Weren't you the one response:	who actually took that grand-prize picture?
context: In the end, I'll never hold anything in my hand.\At school, I never fit in.\I planned to drop out, once I found a job.\Since then, Takao says he's been a slump, and he can't take any good photos.\Lately, he's been really angry all the time.\Hey...\Weren't you the one\who actually took that grand-prize picture? response:	Come on!
context: At school, I never fit in.\I planned to drop out, once I found a job.\Since then, Takao says he's been a slump, and he can't take any good photos.\Lately, he's been really angry all the time.\Hey...\Weren't you the one\who actually took that grand-prize picture?\Come on! response:	It was my camera you took the picture with.
context: I planned to drop out, once I found a job.\Since then, Takao says he's been a slump, and he can't take any good photos.\Lately, he's been really angry all the time.\Hey...\Weren't you the one\who actually took that grand-prize picture?\Come on!\It was my camera you took the picture with. response:	Takao was the one who took that photo.
context: Since then, Takao says he's been a slump, and he can't take any good photos.\Lately, he's been really angry all the time.\Hey...\Weren't you the one\who actually took that grand-prize picture?\Come on!\It was my camera you took the picture with.\Takao was the one who took that photo. response:	Isn't that good enough?
context: Lately, he's been really angry all the time.\Hey...\Weren't you the one\who actually took that grand-prize picture?\Come on!\It was my camera you took the picture with.\Takao was the one who took that photo.\Isn't that good enough? response:	Then Hana's prediction was right.
context: Hey...\Weren't you the one\who actually took that grand-prize picture?\Come on!\It was my camera you took the picture with.\Takao was the one who took that photo.\Isn't that good enough?\Then Hana's prediction was right. response:	It was Pitz, not me.
context: Weren't you the one\who actually took that grand-prize picture?\Come on!\It was my camera you took the picture with.\Takao was the one who took that photo.\Isn't that good enough?\Then Hana's prediction was right.\It was Pitz, not me. response:	I'll confirm the information we have.
context: who actually took that grand-prize picture?\Come on!\It was my camera you took the picture with.\Takao was the one who took that photo.\Isn't that good enough?\Then Hana's prediction was right.\It was Pitz, not me.\I'll confirm the information we have. response:	The target's physical age is seventeen, the same as Teppei's.
context: Come on!\It was my camera you took the picture with.\Takao was the one who took that photo.\Isn't that good enough?\Then Hana's prediction was right.\It was Pitz, not me.\I'll confirm the information we have.\The target's physical age is seventeen, the same as Teppei's. response:	And tonight, the Machine Goodfellow will activate.
context: It was my camera you took the picture with.\Takao was the one who took that photo.\Isn't that good enough?\Then Hana's prediction was right.\It was Pitz, not me.\I'll confirm the information we have.\The target's physical age is seventeen, the same as Teppei's.\And tonight, the Machine Goodfellow will activate. response:	About the same age, huh?
context: Takao was the one who took that photo.\Isn't that good enough?\Then Hana's prediction was right.\It was Pitz, not me.\I'll confirm the information we have.\The target's physical age is seventeen, the same as Teppei's.\And tonight, the Machine Goodfellow will activate.\About the same age, huh? response:	About the same age?
context: Isn't that good enough?\Then Hana's prediction was right.\It was Pitz, not me.\I'll confirm the information we have.\The target's physical age is seventeen, the same as Teppei's.\And tonight, the Machine Goodfellow will activate.\About the same age, huh?\About the same age? response:	Who is it that wants to see me?
context: Then Hana's prediction was right.\It was Pitz, not me.\I'll confirm the information we have.\The target's physical age is seventeen, the same as Teppei's.\And tonight, the Machine Goodfellow will activate.\About the same age, huh?\About the same age?\Who is it that wants to see me? response:	The number two man in the Asanoda Yakuza, the de facto owners of this casino.
context: It was Pitz, not me.\I'll confirm the information we have.\The target's physical age is seventeen, the same as Teppei's.\And tonight, the Machine Goodfellow will activate.\About the same age, huh?\About the same age?\Who is it that wants to see me?\The number two man in the Asanoda Yakuza, the de facto owners of this casino. response:	Please make sure not to offend him.
context: I'll confirm the information we have.\The target's physical age is seventeen, the same as Teppei's.\And tonight, the Machine Goodfellow will activate.\About the same age, huh?\About the same age?\Who is it that wants to see me?\The number two man in the Asanoda Yakuza, the de facto owners of this casino.\Please make sure not to offend him. response:	Come in.
context: The target's physical age is seventeen, the same as Teppei's.\And tonight, the Machine Goodfellow will activate.\About the same age, huh?\About the same age?\Who is it that wants to see me?\The number two man in the Asanoda Yakuza, the de facto owners of this casino.\Please make sure not to offend him.\Come in. response:	You can leave.
context: And tonight, the Machine Goodfellow will activate.\About the same age, huh?\About the same age?\Who is it that wants to see me?\The number two man in the Asanoda Yakuza, the de facto owners of this casino.\Please make sure not to offend him.\Come in.\You can leave. response:	Want a drink?
context: About the same age, huh?\About the same age?\Who is it that wants to see me?\The number two man in the Asanoda Yakuza, the de facto owners of this casino.\Please make sure not to offend him.\Come in.\You can leave.\Want a drink? response:	No, I'm underage.
context: About the same age?\Who is it that wants to see me?\The number two man in the Asanoda Yakuza, the de facto owners of this casino.\Please make sure not to offend him.\Come in.\You can leave.\Want a drink?\No, I'm underage. response:	I've heard you're quite good.
context: Who is it that wants to see me?\The number two man in the Asanoda Yakuza, the de facto owners of this casino.\Please make sure not to offend him.\Come in.\You can leave.\Want a drink?\No, I'm underage.\I've heard you're quite good. response:	Is it true you can make a ball fall in any pocket, even after you've shot it?
context: The number two man in the Asanoda Yakuza, the de facto owners of this casino.\Please make sure not to offend him.\Come in.\You can leave.\Want a drink?\No, I'm underage.\I've heard you're quite good.\Is it true you can make a ball fall in any pocket, even after you've shot it? response:	Yes.
context: Please make sure not to offend him.\Come in.\You can leave.\Want a drink?\No, I'm underage.\I've heard you're quite good.\Is it true you can make a ball fall in any pocket, even after you've shot it?\Yes. response:	What kind of trick is that?
context: Come in.\You can leave.\Want a drink?\No, I'm underage.\I've heard you're quite good.\Is it true you can make a ball fall in any pocket, even after you've shot it?\Yes.\What kind of trick is that? response:	I don't know.
context: You can leave.\Want a drink?\No, I'm underage.\I've heard you're quite good.\Is it true you can make a ball fall in any pocket, even after you've shot it?\Yes.\What kind of trick is that?\I don't know. response:	But even after I shoot, it goes in any pocket I want if I focus hard enough.
context: Want a drink?\No, I'm underage.\I've heard you're quite good.\Is it true you can make a ball fall in any pocket, even after you've shot it?\Yes.\What kind of trick is that?\I don't know.\But even after I shoot, it goes in any pocket I want if I focus hard enough. response:	Then it isn't cheating...
context: No, I'm underage.\I've heard you're quite good.\Is it true you can make a ball fall in any pocket, even after you've shot it?\Yes.\What kind of trick is that?\I don't know.\But even after I shoot, it goes in any pocket I want if I focus hard enough.\Then it isn't cheating... response:	If the dealer controls the ball,
context: I've heard you're quite good.\Is it true you can make a ball fall in any pocket, even after you've shot it?\Yes.\What kind of trick is that?\I don't know.\But even after I shoot, it goes in any pocket I want if I focus hard enough.\Then it isn't cheating...\If the dealer controls the ball, response:	I think that counts as cheating.
context: Is it true you can make a ball fall in any pocket, even after you've shot it?\Yes.\What kind of trick is that?\I don't know.\But even after I shoot, it goes in any pocket I want if I focus hard enough.\Then it isn't cheating...\If the dealer controls the ball,\I think that counts as cheating. response:	Your talent will be useful in many ways.
context: Yes.\What kind of trick is that?\I don't know.\But even after I shoot, it goes in any pocket I want if I focus hard enough.\Then it isn't cheating...\If the dealer controls the ball,\I think that counts as cheating.\Your talent will be useful in many ways. response:	If you do what I tell you, I'll make it worth your while.
context: What kind of trick is that?\I don't know.\But even after I shoot, it goes in any pocket I want if I focus hard enough.\Then it isn't cheating...\If the dealer controls the ball,\I think that counts as cheating.\Your talent will be useful in many ways.\If you do what I tell you, I'll make it worth your while. response:	Your world will be a lot more fun.
context: I don't know.\But even after I shoot, it goes in any pocket I want if I focus hard enough.\Then it isn't cheating...\If the dealer controls the ball,\I think that counts as cheating.\Your talent will be useful in many ways.\If you do what I tell you, I'll make it worth your while.\Your world will be a lot more fun. response:	Cameras are great!
context: But even after I shoot, it goes in any pocket I want if I focus hard enough.\Then it isn't cheating...\If the dealer controls the ball,\I think that counts as cheating.\Your talent will be useful in many ways.\If you do what I tell you, I'll make it worth your while.\Your world will be a lot more fun.\Cameras are great! response:	They make the whole world more fun.
context: Then it isn't cheating...\If the dealer controls the ball,\I think that counts as cheating.\Your talent will be useful in many ways.\If you do what I tell you, I'll make it worth your while.\Your world will be a lot more fun.\Cameras are great!\They make the whole world more fun. response:	Come on!
context: If the dealer controls the ball,\I think that counts as cheating.\Your talent will be useful in many ways.\If you do what I tell you, I'll make it worth your while.\Your world will be a lot more fun.\Cameras are great!\They make the whole world more fun.\Come on! response:	It was my camera you took the picture with.
context: I think that counts as cheating.\Your talent will be useful in many ways.\If you do what I tell you, I'll make it worth your while.\Your world will be a lot more fun.\Cameras are great!\They make the whole world more fun.\Come on!\It was my camera you took the picture with. response:	But it won't be your talent that makes money.
context: Your talent will be useful in many ways.\If you do what I tell you, I'll make it worth your while.\Your world will be a lot more fun.\Cameras are great!\They make the whole world more fun.\Come on!\It was my camera you took the picture with.\But it won't be your talent that makes money. response:	It'll be this casino!
context: If you do what I tell you, I'll make it worth your while.\Your world will be a lot more fun.\Cameras are great!\They make the whole world more fun.\Come on!\It was my camera you took the picture with.\But it won't be your talent that makes money.\It'll be this casino! response:	You, and the money you make, will belong to the Asanoda.
context: Your world will be a lot more fun.\Cameras are great!\They make the whole world more fun.\Come on!\It was my camera you took the picture with.\But it won't be your talent that makes money.\It'll be this casino!\You, and the money you make, will belong to the Asanoda. response:	Don't forget that.
context: Cameras are great!\They make the whole world more fun.\Come on!\It was my camera you took the picture with.\But it won't be your talent that makes money.\It'll be this casino!\You, and the money you make, will belong to the Asanoda.\Don't forget that. response:	It doesn't matter where I am.
context: They make the whole world more fun.\Come on!\It was my camera you took the picture with.\But it won't be your talent that makes money.\It'll be this casino!\You, and the money you make, will belong to the Asanoda.\Don't forget that.\It doesn't matter where I am. response:	Nothing will ever change.
context: Come on!\It was my camera you took the picture with.\But it won't be your talent that makes money.\It'll be this casino!\You, and the money you make, will belong to the Asanoda.\Don't forget that.\It doesn't matter where I am.\Nothing will ever change. response:	Hi, there.
context: It was my camera you took the picture with.\But it won't be your talent that makes money.\It'll be this casino!\You, and the money you make, will belong to the Asanoda.\Don't forget that.\It doesn't matter where I am.\Nothing will ever change.\Hi, there. response:	Who the hell are you?!
context: But it won't be your talent that makes money.\It'll be this casino!\You, and the money you make, will belong to the Asanoda.\Don't forget that.\It doesn't matter where I am.\Nothing will ever change.\Hi, there.\Who the hell are you?! response:	Malkin and Amarok...
context: It'll be this casino!\You, and the money you make, will belong to the Asanoda.\Don't forget that.\It doesn't matter where I am.\Nothing will ever change.\Hi, there.\Who the hell are you?!\Malkin and Amarok... response:	Good morning, Zimbalt.
context: You, and the money you make, will belong to the Asanoda.\Don't forget that.\It doesn't matter where I am.\Nothing will ever change.\Hi, there.\Who the hell are you?!\Malkin and Amarok...\Good morning, Zimbalt. response:	How does it feel to be the real you again?
context: Don't forget that.\It doesn't matter where I am.\Nothing will ever change.\Hi, there.\Who the hell are you?!\Malkin and Amarok...\Good morning, Zimbalt.\How does it feel to be the real you again? response:	The real me...
context: It doesn't matter where I am.\Nothing will ever change.\Hi, there.\Who the hell are you?!\Malkin and Amarok...\Good morning, Zimbalt.\How does it feel to be the real you again?\The real me... response:	The world is about to get a lot more fun.
context: Nothing will ever change.\Hi, there.\Who the hell are you?!\Malkin and Amarok...\Good morning, Zimbalt.\How does it feel to be the real you again?\The real me...\The world is about to get a lot more fun. response:	I feel wonderful.
context: Hi, there.\Who the hell are you?!\Malkin and Amarok...\Good morning, Zimbalt.\How does it feel to be the real you again?\The real me...\The world is about to get a lot more fun.\I feel wonderful. response:	You know how to control it, don't you, Zimbalt?
context: Who the hell are you?!\Malkin and Amarok...\Good morning, Zimbalt.\How does it feel to be the real you again?\The real me...\The world is about to get a lot more fun.\I feel wonderful.\You know how to control it, don't you, Zimbalt? response:	Thanks to Moco's telepathic kiss,
context: Malkin and Amarok...\Good morning, Zimbalt.\How does it feel to be the real you again?\The real me...\The world is about to get a lot more fun.\I feel wonderful.\You know how to control it, don't you, Zimbalt?\Thanks to Moco's telepathic kiss, response:	it's all in my head.
