context: What's wrong? response:	Did you bite your tongue?
context: Besides, even if he did pass it on, nobody would ever know who did it.\Shall we go?\Um... What those mothers were talking about kind of hit home...\And that makes me even more depressed...\Like about work, I can relate...\Yeah, I know...\When it gets cold out, I become a nervous wreck.\But Kouki, the way he is... response:	Put your pajamas on now!
context: Shall we go?\Um... What those mothers were talking about kind of hit home...\And that makes me even more depressed...\Like about work, I can relate...\Yeah, I know...\When it gets cold out, I become a nervous wreck.\But Kouki, the way he is...\Put your pajamas on now! response:	But after clearing winter and it starts getting warm out,
context: Um... What those mothers were talking about kind of hit home...\And that makes me even more depressed...\Like about work, I can relate...\Yeah, I know...\When it gets cold out, I become a nervous wreck.\But Kouki, the way he is...\Put your pajamas on now!\But after clearing winter and it starts getting warm out, response:	I can finally breathe a sigh of relief.
context: And that makes me even more depressed...\Like about work, I can relate...\Yeah, I know...\When it gets cold out, I become a nervous wreck.\But Kouki, the way he is...\Put your pajamas on now!\But after clearing winter and it starts getting warm out,\I can finally breathe a sigh of relief. response:	Daikichi!
context: Like about work, I can relate...\Yeah, I know...\When it gets cold out, I become a nervous wreck.\But Kouki, the way he is...\Put your pajamas on now!\But after clearing winter and it starts getting warm out,\I can finally breathe a sigh of relief.\Daikichi! response:	Daikichi, I'll go get my satchel, so wait here!
context: Yeah, I know...\When it gets cold out, I become a nervous wreck.\But Kouki, the way he is...\Put your pajamas on now!\But after clearing winter and it starts getting warm out,\I can finally breathe a sigh of relief.\Daikichi!\Daikichi, I'll go get my satchel, so wait here! response:	Are you two dummies?!
context: When it gets cold out, I become a nervous wreck.\But Kouki, the way he is...\Put your pajamas on now!\But after clearing winter and it starts getting warm out,\I can finally breathe a sigh of relief.\Daikichi!\Daikichi, I'll go get my satchel, so wait here!\Are you two dummies?! response:	Kouki, your nose!
context: But Kouki, the way he is...\Put your pajamas on now!\But after clearing winter and it starts getting warm out,\I can finally breathe a sigh of relief.\Daikichi!\Daikichi, I'll go get my satchel, so wait here!\Are you two dummies?!\Kouki, your nose! response:	It's cold in the gym, which is why I told you to wear your jacket!
context: Put your pajamas on now!\But after clearing winter and it starts getting warm out,\I can finally breathe a sigh of relief.\Daikichi!\Daikichi, I'll go get my satchel, so wait here!\Are you two dummies?!\Kouki, your nose!\It's cold in the gym, which is why I told you to wear your jacket! response:	And don't run in the halls!
context: But after clearing winter and it starts getting warm out,\I can finally breathe a sigh of relief.\Daikichi!\Daikichi, I'll go get my satchel, so wait here!\Are you two dummies?!\Kouki, your nose!\It's cold in the gym, which is why I told you to wear your jacket!\And don't run in the halls! response:	Okay!
context: I can finally breathe a sigh of relief.\Daikichi!\Daikichi, I'll go get my satchel, so wait here!\Are you two dummies?!\Kouki, your nose!\It's cold in the gym, which is why I told you to wear your jacket!\And don't run in the halls!\Okay! response:	I said don't run!
context: Daikichi!\Daikichi, I'll go get my satchel, so wait here!\Are you two dummies?!\Kouki, your nose!\It's cold in the gym, which is why I told you to wear your jacket!\And don't run in the halls!\Okay!\I said don't run! response:	Kouki's baby teeth are already starting to come out, huh?
context: Daikichi, I'll go get my satchel, so wait here!\Are you two dummies?!\Kouki, your nose!\It's cold in the gym, which is why I told you to wear your jacket!\And don't run in the halls!\Okay!\I said don't run!\Kouki's baby teeth are already starting to come out, huh? response:	We live in an apartment complex,
context: Are you two dummies?!\Kouki, your nose!\It's cold in the gym, which is why I told you to wear your jacket!\And don't run in the halls!\Okay!\I said don't run!\Kouki's baby teeth are already starting to come out, huh?\We live in an apartment complex, response:	so throwing teeth onto the roof doesn't work.
context: Kouki, your nose!\It's cold in the gym, which is why I told you to wear your jacket!\And don't run in the halls!\Okay!\I said don't run!\Kouki's baby teeth are already starting to come out, huh?\We live in an apartment complex,\so throwing teeth onto the roof doesn't work. response:	Note: Lower baby teeth are thrown onto the roof as a charm
context: It's cold in the gym, which is why I told you to wear your jacket!\And don't run in the halls!\Okay!\I said don't run!\Kouki's baby teeth are already starting to come out, huh?\We live in an apartment complex,\so throwing teeth onto the roof doesn't work.\Note: Lower baby teeth are thrown onto the roof as a charm response:	to make the permanent bottom teeth come in straight
context: And don't run in the halls!\Okay!\I said don't run!\Kouki's baby teeth are already starting to come out, huh?\We live in an apartment complex,\so throwing teeth onto the roof doesn't work.\Note: Lower baby teeth are thrown onto the roof as a charm\to make the permanent bottom teeth come in straight response:	Recently, he doesn't listen to me at all.
context: Okay!\I said don't run!\Kouki's baby teeth are already starting to come out, huh?\We live in an apartment complex,\so throwing teeth onto the roof doesn't work.\Note: Lower baby teeth are thrown onto the roof as a charm\to make the permanent bottom teeth come in straight\Recently, he doesn't listen to me at all. response:	Well, I don't have room to talk...
context: I said don't run!\Kouki's baby teeth are already starting to come out, huh?\We live in an apartment complex,\so throwing teeth onto the roof doesn't work.\Note: Lower baby teeth are thrown onto the roof as a charm\to make the permanent bottom teeth come in straight\Recently, he doesn't listen to me at all.\Well, I don't have room to talk... response:	I used to wear the absolute minimum...
context: Kouki's baby teeth are already starting to come out, huh?\We live in an apartment complex,\so throwing teeth onto the roof doesn't work.\Note: Lower baby teeth are thrown onto the roof as a charm\to make the permanent bottom teeth come in straight\Recently, he doesn't listen to me at all.\Well, I don't have room to talk...\I used to wear the absolute minimum... response:	And run down the stairs full speed, skipping every other step...
context: We live in an apartment complex,\so throwing teeth onto the roof doesn't work.\Note: Lower baby teeth are thrown onto the roof as a charm\to make the permanent bottom teeth come in straight\Recently, he doesn't listen to me at all.\Well, I don't have room to talk...\I used to wear the absolute minimum...\And run down the stairs full speed, skipping every other step... response:	I'd wolf down lunch, drink the milk in one gulp...
context: so throwing teeth onto the roof doesn't work.\Note: Lower baby teeth are thrown onto the roof as a charm\to make the permanent bottom teeth come in straight\Recently, he doesn't listen to me at all.\Well, I don't have room to talk...\I used to wear the absolute minimum...\And run down the stairs full speed, skipping every other step...\I'd wolf down lunch, drink the milk in one gulp... response:	It feels really weird telling kids not to do everything that I did.
context: Note: Lower baby teeth are thrown onto the roof as a charm\to make the permanent bottom teeth come in straight\Recently, he doesn't listen to me at all.\Well, I don't have room to talk...\I used to wear the absolute minimum...\And run down the stairs full speed, skipping every other step...\I'd wolf down lunch, drink the milk in one gulp...\It feels really weird telling kids not to do everything that I did. response:	You did all that, Daikichi-san?
context: to make the permanent bottom teeth come in straight\Recently, he doesn't listen to me at all.\Well, I don't have room to talk...\I used to wear the absolute minimum...\And run down the stairs full speed, skipping every other step...\I'd wolf down lunch, drink the milk in one gulp...\It feels really weird telling kids not to do everything that I did.\You did all that, Daikichi-san? response:	I think it's relatively normal for a boy...
context: Recently, he doesn't listen to me at all.\Well, I don't have room to talk...\I used to wear the absolute minimum...\And run down the stairs full speed, skipping every other step...\I'd wolf down lunch, drink the milk in one gulp...\It feels really weird telling kids not to do everything that I did.\You did all that, Daikichi-san?\I think it's relatively normal for a boy... response:	Anyway, I don't think of Kouki as just another kid.
context: Well, I don't have room to talk...\I used to wear the absolute minimum...\And run down the stairs full speed, skipping every other step...\I'd wolf down lunch, drink the milk in one gulp...\It feels really weird telling kids not to do everything that I did.\You did all that, Daikichi-san?\I think it's relatively normal for a boy...\Anyway, I don't think of Kouki as just another kid. response:	S-Sorry...
context: I used to wear the absolute minimum...\And run down the stairs full speed, skipping every other step...\I'd wolf down lunch, drink the milk in one gulp...\It feels really weird telling kids not to do everything that I did.\You did all that, Daikichi-san?\I think it's relatively normal for a boy...\Anyway, I don't think of Kouki as just another kid.\S-Sorry... response:	But if you were like that too, Daikichi-san,
context: And run down the stairs full speed, skipping every other step...\I'd wolf down lunch, drink the milk in one gulp...\It feels really weird telling kids not to do everything that I did.\You did all that, Daikichi-san?\I think it's relatively normal for a boy...\Anyway, I don't think of Kouki as just another kid.\S-Sorry...\But if you were like that too, Daikichi-san, response:	it makes me feel a little relieved.
context: I'd wolf down lunch, drink the milk in one gulp...\It feels really weird telling kids not to do everything that I did.\You did all that, Daikichi-san?\I think it's relatively normal for a boy...\Anyway, I don't think of Kouki as just another kid.\S-Sorry...\But if you were like that too, Daikichi-san,\it makes me feel a little relieved. response:	What's wrong? Walk with Kouki!
context: It feels really weird telling kids not to do everything that I did.\You did all that, Daikichi-san?\I think it's relatively normal for a boy...\Anyway, I don't think of Kouki as just another kid.\S-Sorry...\But if you were like that too, Daikichi-san,\it makes me feel a little relieved.\What's wrong? Walk with Kouki! response:	I don't wanna!
context: You did all that, Daikichi-san?\I think it's relatively normal for a boy...\Anyway, I don't think of Kouki as just another kid.\S-Sorry...\But if you were like that too, Daikichi-san,\it makes me feel a little relieved.\What's wrong? Walk with Kouki!\I don't wanna! response:	Then let's split into the boys' team and girls' team!
context: I think it's relatively normal for a boy...\Anyway, I don't think of Kouki as just another kid.\S-Sorry...\But if you were like that too, Daikichi-san,\it makes me feel a little relieved.\What's wrong? Walk with Kouki!\I don't wanna!\Then let's split into the boys' team and girls' team! response:	I don't wanna!
context: Anyway, I don't think of Kouki as just another kid.\S-Sorry...\But if you were like that too, Daikichi-san,\it makes me feel a little relieved.\What's wrong? Walk with Kouki!\I don't wanna!\Then let's split into the boys' team and girls' team!\I don't wanna! response:	Is Rin-chan's face a little flushed?
context: S-Sorry...\But if you were like that too, Daikichi-san,\it makes me feel a little relieved.\What's wrong? Walk with Kouki!\I don't wanna!\Then let's split into the boys' team and girls' team!\I don't wanna!\Is Rin-chan's face a little flushed? response:	I think she's got a fever.
context: But if you were like that too, Daikichi-san,\it makes me feel a little relieved.\What's wrong? Walk with Kouki!\I don't wanna!\Then let's split into the boys' team and girls' team!\I don't wanna!\Is Rin-chan's face a little flushed?\I think she's got a fever. response:	It might get higher.
context: it makes me feel a little relieved.\What's wrong? Walk with Kouki!\I don't wanna!\Then let's split into the boys' team and girls' team!\I don't wanna!\Is Rin-chan's face a little flushed?\I think she's got a fever.\It might get higher. response:	That's a lot more flushed than usual!
context: What's wrong? Walk with Kouki!\I don't wanna!\Then let's split into the boys' team and girls' team!\I don't wanna!\Is Rin-chan's face a little flushed?\I think she's got a fever.\It might get higher.\That's a lot more flushed than usual! response:	Well, it's not the flu.
context: I don't wanna!\Then let's split into the boys' team and girls' team!\I don't wanna!\Is Rin-chan's face a little flushed?\I think she's got a fever.\It might get higher.\That's a lot more flushed than usual!\Well, it's not the flu. response:	For now, please have all of the family members wear a mask.
context: Then let's split into the boys' team and girls' team!\I don't wanna!\Is Rin-chan's face a little flushed?\I think she's got a fever.\It might get higher.\That's a lot more flushed than usual!\Well, it's not the flu.\For now, please have all of the family members wear a mask. response:	Sure!
context: I don't wanna!\Is Rin-chan's face a little flushed?\I think she's got a fever.\It might get higher.\That's a lot more flushed than usual!\Well, it's not the flu.\For now, please have all of the family members wear a mask.\Sure! response:	That's good news, huh?
context: Is Rin-chan's face a little flushed?\I think she's got a fever.\It might get higher.\That's a lot more flushed than usual!\Well, it's not the flu.\For now, please have all of the family members wear a mask.\Sure!\That's good news, huh? response:	Yeah!
context: I think she's got a fever.\It might get higher.\That's a lot more flushed than usual!\Well, it's not the flu.\For now, please have all of the family members wear a mask.\Sure!\That's good news, huh?\Yeah! response:	Huh?
context: It might get higher.\That's a lot more flushed than usual!\Well, it's not the flu.\For now, please have all of the family members wear a mask.\Sure!\That's good news, huh?\Yeah!\Huh? response:	Are you done?
context: That's a lot more flushed than usual!\Well, it's not the flu.\For now, please have all of the family members wear a mask.\Sure!\That's good news, huh?\Yeah!\Huh?\Are you done? response:	Yeah... I don't feel right here...
context: Well, it's not the flu.\For now, please have all of the family members wear a mask.\Sure!\That's good news, huh?\Yeah!\Huh?\Are you done?\Yeah... I don't feel right here... response:	The doctor said it was the stomach flu, so you don't have to force yourself.
context: For now, please have all of the family members wear a mask.\Sure!\That's good news, huh?\Yeah!\Huh?\Are you done?\Yeah... I don't feel right here...\The doctor said it was the stomach flu, so you don't have to force yourself. response:	Yeah... I feel kind of...
context: Sure!\That's good news, huh?\Yeah!\Huh?\Are you done?\Yeah... I don't feel right here...\The doctor said it was the stomach flu, so you don't have to force yourself.\Yeah... I feel kind of... response:	Rin!
context: That's good news, huh?\Yeah!\Huh?\Are you done?\Yeah... I don't feel right here...\The doctor said it was the stomach flu, so you don't have to force yourself.\Yeah... I feel kind of...\Rin! response:	W-Washbowl!
context: Yeah!\Huh?\Are you done?\Yeah... I don't feel right here...\The doctor said it was the stomach flu, so you don't have to force yourself.\Yeah... I feel kind of...\Rin!\W-Washbowl! response:	Rin does?!
context: Huh?\Are you done?\Yeah... I don't feel right here...\The doctor said it was the stomach flu, so you don't have to force yourself.\Yeah... I feel kind of...\Rin!\W-Washbowl!\Rin does?! response:	Call an ambulance right away!
context: Are you done?\Yeah... I don't feel right here...\The doctor said it was the stomach flu, so you don't have to force yourself.\Yeah... I feel kind of...\Rin!\W-Washbowl!\Rin does?!\Call an ambulance right away! response:	No, I already had her checked out by a doctor and we got medicine,
context: Yeah... I don't feel right here...\The doctor said it was the stomach flu, so you don't have to force yourself.\Yeah... I feel kind of...\Rin!\W-Washbowl!\Rin does?!\Call an ambulance right away!\No, I already had her checked out by a doctor and we got medicine, response:	but she won't take it!
context: The doctor said it was the stomach flu, so you don't have to force yourself.\Yeah... I feel kind of...\Rin!\W-Washbowl!\Rin does?!\Call an ambulance right away!\No, I already had her checked out by a doctor and we got medicine,\but she won't take it! response:	Her fever keeps climbing higher and she looks like she's miserable...
context: Yeah... I feel kind of...\Rin!\W-Washbowl!\Rin does?!\Call an ambulance right away!\No, I already had her checked out by a doctor and we got medicine,\but she won't take it!\Her fever keeps climbing higher and she looks like she's miserable... response:	I bet you had her wear light clothes!
context: Rin!\W-Washbowl!\Rin does?!\Call an ambulance right away!\No, I already had her checked out by a doctor and we got medicine,\but she won't take it!\Her fever keeps climbing higher and she looks like she's miserable...\I bet you had her wear light clothes! response:	Right now, that's irrelevant!
context: W-Washbowl!\Rin does?!\Call an ambulance right away!\No, I already had her checked out by a doctor and we got medicine,\but she won't take it!\Her fever keeps climbing higher and she looks like she's miserable...\I bet you had her wear light clothes!\Right now, that's irrelevant! response:	Did you try mixing the medicine in with juice?
context: Rin does?!\Call an ambulance right away!\No, I already had her checked out by a doctor and we got medicine,\but she won't take it!\Her fever keeps climbing higher and she looks like she's miserable...\I bet you had her wear light clothes!\Right now, that's irrelevant!\Did you try mixing the medicine in with juice? response:	You always drank it right away if it was mixed with something sweet.
context: Call an ambulance right away!\No, I already had her checked out by a doctor and we got medicine,\but she won't take it!\Her fever keeps climbing higher and she looks like she's miserable...\I bet you had her wear light clothes!\Right now, that's irrelevant!\Did you try mixing the medicine in with juice?\You always drank it right away if it was mixed with something sweet. response:	I'll try it.
context: No, I already had her checked out by a doctor and we got medicine,\but she won't take it!\Her fever keeps climbing higher and she looks like she's miserable...\I bet you had her wear light clothes!\Right now, that's irrelevant!\Did you try mixing the medicine in with juice?\You always drank it right away if it was mixed with something sweet.\I'll try it. response:	Thanks, Mom.
context: but she won't take it!\Her fever keeps climbing higher and she looks like she's miserable...\I bet you had her wear light clothes!\Right now, that's irrelevant!\Did you try mixing the medicine in with juice?\You always drank it right away if it was mixed with something sweet.\I'll try it.\Thanks, Mom. response:	Here, just try a little.
context: Her fever keeps climbing higher and she looks like she's miserable...\I bet you had her wear light clothes!\Right now, that's irrelevant!\Did you try mixing the medicine in with juice?\You always drank it right away if it was mixed with something sweet.\I'll try it.\Thanks, Mom.\Here, just try a little. response:	It's sweet.
context: I bet you had her wear light clothes!\Right now, that's irrelevant!\Did you try mixing the medicine in with juice?\You always drank it right away if it was mixed with something sweet.\I'll try it.\Thanks, Mom.\Here, just try a little.\It's sweet. response:	Come on, just a spoonful.
context: Right now, that's irrelevant!\Did you try mixing the medicine in with juice?\You always drank it right away if it was mixed with something sweet.\I'll try it.\Thanks, Mom.\Here, just try a little.\It's sweet.\Come on, just a spoonful. response:	Daikichi...
context: Did you try mixing the medicine in with juice?\You always drank it right away if it was mixed with something sweet.\I'll try it.\Thanks, Mom.\Here, just try a little.\It's sweet.\Come on, just a spoonful.\Daikichi... response:	I'm sorry for coming so early.
context: You always drank it right away if it was mixed with something sweet.\I'll try it.\Thanks, Mom.\Here, just try a little.\It's sweet.\Come on, just a spoonful.\Daikichi...\I'm sorry for coming so early. response:	How's Rin-chan?
context: I'll try it.\Thanks, Mom.\Here, just try a little.\It's sweet.\Come on, just a spoonful.\Daikichi...\I'm sorry for coming so early.\How's Rin-chan? response:	I'm sorry!
context: Thanks, Mom.\Here, just try a little.\It's sweet.\Come on, just a spoonful.\Daikichi...\I'm sorry for coming so early.\How's Rin-chan?\I'm sorry! response:	May I come in?
context: Here, just try a little.\It's sweet.\Come on, just a spoonful.\Daikichi...\I'm sorry for coming so early.\How's Rin-chan?\I'm sorry!\May I come in? response:	Daikichi, what's with that hair?
context: It's sweet.\Come on, just a spoonful.\Daikichi...\I'm sorry for coming so early.\How's Rin-chan?\I'm sorry!\May I come in?\Daikichi, what's with that hair? response:	Sure...
context: Come on, just a spoonful.\Daikichi...\I'm sorry for coming so early.\How's Rin-chan?\I'm sorry!\May I come in?\Daikichi, what's with that hair?\Sure... response:	She doesn't have the flu, but...
context: Daikichi...\I'm sorry for coming so early.\How's Rin-chan?\I'm sorry!\May I come in?\Daikichi, what's with that hair?\Sure...\She doesn't have the flu, but... response:	Kouki, go watch TV over there.
context: I'm sorry for coming so early.\How's Rin-chan?\I'm sorry!\May I come in?\Daikichi, what's with that hair?\Sure...\She doesn't have the flu, but...\Kouki, go watch TV over there. response:	Yay!
context: How's Rin-chan?\I'm sorry!\May I come in?\Daikichi, what's with that hair?\Sure...\She doesn't have the flu, but...\Kouki, go watch TV over there.\Yay! response:	Quietly!
context: I'm sorry!\May I come in?\Daikichi, what's with that hair?\Sure...\She doesn't have the flu, but...\Kouki, go watch TV over there.\Yay!\Quietly! response:	She finally fell asleep a little while ago...
context: May I come in?\Daikichi, what's with that hair?\Sure...\She doesn't have the flu, but...\Kouki, go watch TV over there.\Yay!\Quietly!\She finally fell asleep a little while ago... response:	Her fever keeps rising...
context: Daikichi, what's with that hair?\Sure...\She doesn't have the flu, but...\Kouki, go watch TV over there.\Yay!\Quietly!\She finally fell asleep a little while ago...\Her fever keeps rising... response:	And it seems like she's not able to sleep much...
context: Sure...\She doesn't have the flu, but...\Kouki, go watch TV over there.\Yay!\Quietly!\She finally fell asleep a little while ago...\Her fever keeps rising...\And it seems like she's not able to sleep much... response:	She's not sweating at all...
context: She doesn't have the flu, but...\Kouki, go watch TV over there.\Yay!\Quietly!\She finally fell asleep a little while ago...\Her fever keeps rising...\And it seems like she's not able to sleep much...\She's not sweating at all... response:	Has she been able to drink?
context: Kouki, go watch TV over there.\Yay!\Quietly!\She finally fell asleep a little while ago...\Her fever keeps rising...\And it seems like she's not able to sleep much...\She's not sweating at all...\Has she been able to drink? response:	I was told to at least give her sports drinks,
context: Yay!\Quietly!\She finally fell asleep a little while ago...\Her fever keeps rising...\And it seems like she's not able to sleep much...\She's not sweating at all...\Has she been able to drink?\I was told to at least give her sports drinks, response:	but she won't eat or drink anything!
context: Quietly!\She finally fell asleep a little while ago...\Her fever keeps rising...\And it seems like she's not able to sleep much...\She's not sweating at all...\Has she been able to drink?\I was told to at least give her sports drinks,\but she won't eat or drink anything! response:	I don't know what to do...
context: She finally fell asleep a little while ago...\Her fever keeps rising...\And it seems like she's not able to sleep much...\She's not sweating at all...\Has she been able to drink?\I was told to at least give her sports drinks,\but she won't eat or drink anything!\I don't know what to do... response:	W-What?!
context: Her fever keeps rising...\And it seems like she's not able to sleep much...\She's not sweating at all...\Has she been able to drink?\I was told to at least give her sports drinks,\but she won't eat or drink anything!\I don't know what to do...\W-What?! response:	You can't get flustered!
context: And it seems like she's not able to sleep much...\She's not sweating at all...\Has she been able to drink?\I was told to at least give her sports drinks,\but she won't eat or drink anything!\I don't know what to do...\W-What?!\You can't get flustered! response:	The adult has to stay calm and tell her it's going to be all right...
context: She's not sweating at all...\Has she been able to drink?\I was told to at least give her sports drinks,\but she won't eat or drink anything!\I don't know what to do...\W-What?!\You can't get flustered!\The adult has to stay calm and tell her it's going to be all right... response:	It's hard.
context: Has she been able to drink?\I was told to at least give her sports drinks,\but she won't eat or drink anything!\I don't know what to do...\W-What?!\You can't get flustered!\The adult has to stay calm and tell her it's going to be all right...\It's hard. response:	I've never seen Rin like that before.
context: I was told to at least give her sports drinks,\but she won't eat or drink anything!\I don't know what to do...\W-What?!\You can't get flustered!\The adult has to stay calm and tell her it's going to be all right...\It's hard.\I've never seen Rin like that before. response:	It's not hard! You can do it!
context: but she won't eat or drink anything!\I don't know what to do...\W-What?!\You can't get flustered!\The adult has to stay calm and tell her it's going to be all right...\It's hard.\I've never seen Rin like that before.\It's not hard! You can do it! response:	When a child is in real trouble,
context: I don't know what to do...\W-What?!\You can't get flustered!\The adult has to stay calm and tell her it's going to be all right...\It's hard.\I've never seen Rin like that before.\It's not hard! You can do it!\When a child is in real trouble, response:	an adult who will help needs to be by their side.
context: W-What?!\You can't get flustered!\The adult has to stay calm and tell her it's going to be all right...\It's hard.\I've never seen Rin like that before.\It's not hard! You can do it!\When a child is in real trouble,\an adult who will help needs to be by their side. response:	Rin-chan will be fine as long as you're there, Daikichi-san.
context: You can't get flustered!\The adult has to stay calm and tell her it's going to be all right...\It's hard.\I've never seen Rin like that before.\It's not hard! You can do it!\When a child is in real trouble,\an adult who will help needs to be by their side.\Rin-chan will be fine as long as you're there, Daikichi-san. response:	Rin-chan...
context: The adult has to stay calm and tell her it's going to be all right...\It's hard.\I've never seen Rin like that before.\It's not hard! You can do it!\When a child is in real trouble,\an adult who will help needs to be by their side.\Rin-chan will be fine as long as you're there, Daikichi-san.\Rin-chan... response:	Kouki-kun's mom...
context: It's hard.\I've never seen Rin like that before.\It's not hard! You can do it!\When a child is in real trouble,\an adult who will help needs to be by their side.\Rin-chan will be fine as long as you're there, Daikichi-san.\Rin-chan...\Kouki-kun's mom... response:	You must be thirsty.
context: I've never seen Rin like that before.\It's not hard! You can do it!\When a child is in real trouble,\an adult who will help needs to be by their side.\Rin-chan will be fine as long as you're there, Daikichi-san.\Rin-chan...\Kouki-kun's mom...\You must be thirsty. response:	Want to try sucking on some ice?
context: It's not hard! You can do it!\When a child is in real trouble,\an adult who will help needs to be by their side.\Rin-chan will be fine as long as you're there, Daikichi-san.\Rin-chan...\Kouki-kun's mom...\You must be thirsty.\Want to try sucking on some ice? response:	How's that?
context: When a child is in real trouble,\an adult who will help needs to be by their side.\Rin-chan will be fine as long as you're there, Daikichi-san.\Rin-chan...\Kouki-kun's mom...\You must be thirsty.\Want to try sucking on some ice?\How's that? response:	It feels good...
context: an adult who will help needs to be by their side.\Rin-chan will be fine as long as you're there, Daikichi-san.\Rin-chan...\Kouki-kun's mom...\You must be thirsty.\Want to try sucking on some ice?\How's that?\It feels good... response:	Rin! You're up?!
context: Rin-chan will be fine as long as you're there, Daikichi-san.\Rin-chan...\Kouki-kun's mom...\You must be thirsty.\Want to try sucking on some ice?\How's that?\It feels good...\Rin! You're up?! response:	I'm sorry, I was in the bathroom...
context: Rin-chan...\Kouki-kun's mom...\You must be thirsty.\Want to try sucking on some ice?\How's that?\It feels good...\Rin! You're up?!\I'm sorry, I was in the bathroom... response:	Daikichi-san!
context: Kouki-kun's mom...\You must be thirsty.\Want to try sucking on some ice?\How's that?\It feels good...\Rin! You're up?!\I'm sorry, I was in the bathroom...\Daikichi-san! response:	Sorry.
context: You must be thirsty.\Want to try sucking on some ice?\How's that?\It feels good...\Rin! You're up?!\I'm sorry, I was in the bathroom...\Daikichi-san!\Sorry. response:	In a little while, suck on some more ice.
context: Want to try sucking on some ice?\How's that?\It feels good...\Rin! You're up?!\I'm sorry, I was in the bathroom...\Daikichi-san!\Sorry.\In a little while, suck on some more ice. response:	Since if you have it all at once, you'll surprise your tummy...
context: How's that?\It feels good...\Rin! You're up?!\I'm sorry, I was in the bathroom...\Daikichi-san!\Sorry.\In a little while, suck on some more ice.\Since if you have it all at once, you'll surprise your tummy... response:	Okay.
context: It feels good...\Rin! You're up?!\I'm sorry, I was in the bathroom...\Daikichi-san!\Sorry.\In a little while, suck on some more ice.\Since if you have it all at once, you'll surprise your tummy...\Okay. response:	I just put something sweet and yummy in the fridge for later.
context: Rin! You're up?!\I'm sorry, I was in the bathroom...\Daikichi-san!\Sorry.\In a little while, suck on some more ice.\Since if you have it all at once, you'll surprise your tummy...\Okay.\I just put something sweet and yummy in the fridge for later. response:	Okay.
context: I'm sorry, I was in the bathroom...\Daikichi-san!\Sorry.\In a little while, suck on some more ice.\Since if you have it all at once, you'll surprise your tummy...\Okay.\I just put something sweet and yummy in the fridge for later.\Okay. response:	I'm sorry. You'll be late for work, won't you?
context: Daikichi-san!\Sorry.\In a little while, suck on some more ice.\Since if you have it all at once, you'll surprise your tummy...\Okay.\I just put something sweet and yummy in the fridge for later.\Okay.\I'm sorry. You'll be late for work, won't you? response:	Rin-chan is really doing her best.
context: Sorry.\In a little while, suck on some more ice.\Since if you have it all at once, you'll surprise your tummy...\Okay.\I just put something sweet and yummy in the fridge for later.\Okay.\I'm sorry. You'll be late for work, won't you?\Rin-chan is really doing her best. response:	If you're here for her, she'll be okay, Daikichi-san.
context: In a little while, suck on some more ice.\Since if you have it all at once, you'll surprise your tummy...\Okay.\I just put something sweet and yummy in the fridge for later.\Okay.\I'm sorry. You'll be late for work, won't you?\Rin-chan is really doing her best.\If you're here for her, she'll be okay, Daikichi-san. response:	Right. Thank you...
context: Since if you have it all at once, you'll surprise your tummy...\Okay.\I just put something sweet and yummy in the fridge for later.\Okay.\I'm sorry. You'll be late for work, won't you?\Rin-chan is really doing her best.\If you're here for her, she'll be okay, Daikichi-san.\Right. Thank you... response:	You too, Kouki, thank you.
context: Okay.\I just put something sweet and yummy in the fridge for later.\Okay.\I'm sorry. You'll be late for work, won't you?\Rin-chan is really doing her best.\If you're here for her, she'll be okay, Daikichi-san.\Right. Thank you...\You too, Kouki, thank you. response:	Sure.
context: I just put something sweet and yummy in the fridge for later.\Okay.\I'm sorry. You'll be late for work, won't you?\Rin-chan is really doing her best.\If you're here for her, she'll be okay, Daikichi-san.\Right. Thank you...\You too, Kouki, thank you.\Sure. response:	Sorry. I might have to take off tomorrow, too.
context: Okay.\I'm sorry. You'll be late for work, won't you?\Rin-chan is really doing her best.\If you're here for her, she'll be okay, Daikichi-san.\Right. Thank you...\You too, Kouki, thank you.\Sure.\Sorry. I might have to take off tomorrow, too. response:	If something comes up, give me a call.
context: I'm sorry. You'll be late for work, won't you?\Rin-chan is really doing her best.\If you're here for her, she'll be okay, Daikichi-san.\Right. Thank you...\You too, Kouki, thank you.\Sure.\Sorry. I might have to take off tomorrow, too.\If something comes up, give me a call. response:	Gotcha.
context: Rin-chan is really doing her best.\If you're here for her, she'll be okay, Daikichi-san.\Right. Thank you...\You too, Kouki, thank you.\Sure.\Sorry. I might have to take off tomorrow, too.\If something comes up, give me a call.\Gotcha. response:	Sorry for the trouble...
context: If you're here for her, she'll be okay, Daikichi-san.\Right. Thank you...\You too, Kouki, thank you.\Sure.\Sorry. I might have to take off tomorrow, too.\If something comes up, give me a call.\Gotcha.\Sorry for the trouble... response:	What are you talkin' about?!
context: Right. Thank you...\You too, Kouki, thank you.\Sure.\Sorry. I might have to take off tomorrow, too.\If something comes up, give me a call.\Gotcha.\Sorry for the trouble...\What are you talkin' about?! response:	Please, leave everything to me!
context: You too, Kouki, thank you.\Sure.\Sorry. I might have to take off tomorrow, too.\If something comes up, give me a call.\Gotcha.\Sorry for the trouble...\What are you talkin' about?!\Please, leave everything to me! response:	Thank you...
