context: Signs response:	Opening
context: The first line of defense will be the frontline unit of the Garrison!\The second line will be the cadet squads under our command!\The rearguard will be the Garrison's elite units!\We've already recieved word that the vanguard has been annihilated!\The outer gate was destroyed, and Titans have encroached upon the city!\This means that the Armored Titan might show up any moment to breach the inner gate!\That's...\No way... response:	If even Rose falls...
context: The second line will be the cadet squads under our command!\The rearguard will be the Garrison's elite units!\We've already recieved word that the vanguard has been annihilated!\The outer gate was destroyed, and Titans have encroached upon the city!\This means that the Armored Titan might show up any moment to breach the inner gate!\That's...\No way...\If even Rose falls... response:	Silence!
context: The rearguard will be the Garrison's elite units!\We've already recieved word that the vanguard has been annihilated!\The outer gate was destroyed, and Titans have encroached upon the city!\This means that the Armored Titan might show up any moment to breach the inner gate!\That's...\No way...\If even Rose falls...\Silence! response:	The frontline guards are already in combat!
context: We've already recieved word that the vanguard has been annihilated!\The outer gate was destroyed, and Titans have encroached upon the city!\This means that the Armored Titan might show up any moment to breach the inner gate!\That's...\No way...\If even Rose falls...\Silence!\The frontline guards are already in combat! response:	Defend Wall Rose until every civilian has evacuated!
context: The outer gate was destroyed, and Titans have encroached upon the city!\This means that the Armored Titan might show up any moment to breach the inner gate!\That's...\No way...\If even Rose falls...\Silence!\The frontline guards are already in combat!\Defend Wall Rose until every civilian has evacuated! response:	Also, in case you forgot, let me remind you
context: This means that the Armored Titan might show up any moment to breach the inner gate!\That's...\No way...\If even Rose falls...\Silence!\The frontline guards are already in combat!\Defend Wall Rose until every civilian has evacuated!\Also, in case you forgot, let me remind you response:	that desertion is a capital offense!
context: That's...\No way...\If even Rose falls...\Silence!\The frontline guards are already in combat!\Defend Wall Rose until every civilian has evacuated!\Also, in case you forgot, let me remind you\that desertion is a capital offense! response:	Vow on your hearts to devote your lives!
context: No way...\If even Rose falls...\Silence!\The frontline guards are already in combat!\Defend Wall Rose until every civilian has evacuated!\Also, in case you forgot, let me remind you\that desertion is a capital offense!\Vow on your hearts to devote your lives! response:	Dismissed!
context: If even Rose falls...\Silence!\The frontline guards are already in combat!\Defend Wall Rose until every civilian has evacuated!\Also, in case you forgot, let me remind you\that desertion is a capital offense!\Vow on your hearts to devote your lives!\Dismissed! response:	Why does it have to be today?
context: Silence!\The frontline guards are already in combat!\Defend Wall Rose until every civilian has evacuated!\Also, in case you forgot, let me remind you\that desertion is a capital offense!\Vow on your hearts to devote your lives!\Dismissed!\Why does it have to be today? response:	I'm supposed to go to the interior tomorrow!
context: The frontline guards are already in combat!\Defend Wall Rose until every civilian has evacuated!\Also, in case you forgot, let me remind you\that desertion is a capital offense!\Vow on your hearts to devote your lives!\Dismissed!\Why does it have to be today?\I'm supposed to go to the interior tomorrow! response:	Are you okay?
context: Defend Wall Rose until every civilian has evacuated!\Also, in case you forgot, let me remind you\that desertion is a capital offense!\Vow on your hearts to devote your lives!\Dismissed!\Why does it have to be today?\I'm supposed to go to the interior tomorrow!\Are you okay? response:	No! No! No!
context: Also, in case you forgot, let me remind you\that desertion is a capital offense!\Vow on your hearts to devote your lives!\Dismissed!\Why does it have to be today?\I'm supposed to go to the interior tomorrow!\Are you okay?\No! No! No! response:	Fuck off!
context: that desertion is a capital offense!\Vow on your hearts to devote your lives!\Dismissed!\Why does it have to be today?\I'm supposed to go to the interior tomorrow!\Are you okay?\No! No! No!\Fuck off! response:	Hey, Jean! What's with you?
context: Vow on your hearts to devote your lives!\Dismissed!\Why does it have to be today?\I'm supposed to go to the interior tomorrow!\Are you okay?\No! No! No!\Fuck off!\Hey, Jean! What's with you? response:	Don't give me that crap, you suicidal asshole!
context: Dismissed!\Why does it have to be today?\I'm supposed to go to the interior tomorrow!\Are you okay?\No! No! No!\Fuck off!\Hey, Jean! What's with you?\Don't give me that crap, you suicidal asshole! response:	You wanted to join the Recon Corps!
context: Why does it have to be today?\I'm supposed to go to the interior tomorrow!\Are you okay?\No! No! No!\Fuck off!\Hey, Jean! What's with you?\Don't give me that crap, you suicidal asshole!\You wanted to join the Recon Corps! response:	You were prepared to feed yourself to the Titans already!
context: I'm supposed to go to the interior tomorrow!\Are you okay?\No! No! No!\Fuck off!\Hey, Jean! What's with you?\Don't give me that crap, you suicidal asshole!\You wanted to join the Recon Corps!\You were prepared to feed yourself to the Titans already! response:	But I was going to the interior tomorrow, goddammit!
context: Are you okay?\No! No! No!\Fuck off!\Hey, Jean! What's with you?\Don't give me that crap, you suicidal asshole!\You wanted to join the Recon Corps!\You were prepared to feed yourself to the Titans already!\But I was going to the interior tomorrow, goddammit! response:	Calm down!
context: No! No! No!\Fuck off!\Hey, Jean! What's with you?\Don't give me that crap, you suicidal asshole!\You wanted to join the Recon Corps!\You were prepared to feed yourself to the Titans already!\But I was going to the interior tomorrow, goddammit!\Calm down! response:	Just chill out and accept my death?!
context: Fuck off!\Hey, Jean! What's with you?\Don't give me that crap, you suicidal asshole!\You wanted to join the Recon Corps!\You were prepared to feed yourself to the Titans already!\But I was going to the interior tomorrow, goddammit!\Calm down!\Just chill out and accept my death?! response:	No!
context: Hey, Jean! What's with you?\Don't give me that crap, you suicidal asshole!\You wanted to join the Recon Corps!\You were prepared to feed yourself to the Titans already!\But I was going to the interior tomorrow, goddammit!\Calm down!\Just chill out and accept my death?!\No! response:	Remember our three years of training!
context: Don't give me that crap, you suicidal asshole!\You wanted to join the Recon Corps!\You were prepared to feed yourself to the Titans already!\But I was going to the interior tomorrow, goddammit!\Calm down!\Just chill out and accept my death?!\No!\Remember our three years of training! response:	We've been on the verge of death many times during those three years.
context: You wanted to join the Recon Corps!\You were prepared to feed yourself to the Titans already!\But I was going to the interior tomorrow, goddammit!\Calm down!\Just chill out and accept my death?!\No!\Remember our three years of training!\We've been on the verge of death many times during those three years. response:	Some actually died.
context: You were prepared to feed yourself to the Titans already!\But I was going to the interior tomorrow, goddammit!\Calm down!\Just chill out and accept my death?!\No!\Remember our three years of training!\We've been on the verge of death many times during those three years.\Some actually died. response:	Some ran away, and some were sent away.
context: But I was going to the interior tomorrow, goddammit!\Calm down!\Just chill out and accept my death?!\No!\Remember our three years of training!\We've been on the verge of death many times during those three years.\Some actually died.\Some ran away, and some were sent away. response:	But we survived!
context: Calm down!\Just chill out and accept my death?!\No!\Remember our three years of training!\We've been on the verge of death many times during those three years.\Some actually died.\Some ran away, and some were sent away.\But we survived! response:	Didn't we?!
context: Just chill out and accept my death?!\No!\Remember our three years of training!\We've been on the verge of death many times during those three years.\Some actually died.\Some ran away, and some were sent away.\But we survived!\Didn't we?! response:	We're gonna survive today too!
context: No!\Remember our three years of training!\We've been on the verge of death many times during those three years.\Some actually died.\Some ran away, and some were sent away.\But we survived!\Didn't we?!\We're gonna survive today too! response:	You'll survive today, and you're bloody well going to interior tomorrow!
context: Remember our three years of training!\We've been on the verge of death many times during those three years.\Some actually died.\Some ran away, and some were sent away.\But we survived!\Didn't we?!\We're gonna survive today too!\You'll survive today, and you're bloody well going to interior tomorrow! response:	Dammit!
context: We've been on the verge of death many times during those three years.\Some actually died.\Some ran away, and some were sent away.\But we survived!\Didn't we?!\We're gonna survive today too!\You'll survive today, and you're bloody well going to interior tomorrow!\Dammit! response:	Let's go, Daz!
context: Some actually died.\Some ran away, and some were sent away.\But we survived!\Didn't we?!\We're gonna survive today too!\You'll survive today, and you're bloody well going to interior tomorrow!\Dammit!\Let's go, Daz! response:	You can't cower there forever!
context: Some ran away, and some were sent away.\But we survived!\Didn't we?!\We're gonna survive today too!\You'll survive today, and you're bloody well going to interior tomorrow!\Dammit!\Let's go, Daz!\You can't cower there forever! response:	Eren! If the battle gets too chaotic, come find me.
context: But we survived!\Didn't we?!\We're gonna survive today too!\You'll survive today, and you're bloody well going to interior tomorrow!\Dammit!\Let's go, Daz!\You can't cower there forever!\Eren! If the battle gets too chaotic, come find me. response:	Huh? We're in totally different squads!
context: Didn't we?!\We're gonna survive today too!\You'll survive today, and you're bloody well going to interior tomorrow!\Dammit!\Let's go, Daz!\You can't cower there forever!\Eren! If the battle gets too chaotic, come find me.\Huh? We're in totally different squads! response:	In the midst of the fray, nothing goes according to plan.
context: We're gonna survive today too!\You'll survive today, and you're bloody well going to interior tomorrow!\Dammit!\Let's go, Daz!\You can't cower there forever!\Eren! If the battle gets too chaotic, come find me.\Huh? We're in totally different squads!\In the midst of the fray, nothing goes according to plan. response:	I'll protect you.
context: You'll survive today, and you're bloody well going to interior tomorrow!\Dammit!\Let's go, Daz!\You can't cower there forever!\Eren! If the battle gets too chaotic, come find me.\Huh? We're in totally different squads!\In the midst of the fray, nothing goes according to plan.\I'll protect you. response:	What are you going on abo
context: Dammit!\Let's go, Daz!\You can't cower there forever!\Eren! If the battle gets too chaotic, come find me.\Huh? We're in totally different squads!\In the midst of the fray, nothing goes according to plan.\I'll protect you.\What are you going on abo response:	Trainee Ackerman! You were specially assigned to rear guard.
context: Let's go, Daz!\You can't cower there forever!\Eren! If the battle gets too chaotic, come find me.\Huh? We're in totally different squads!\In the midst of the fray, nothing goes according to plan.\I'll protect you.\What are you going on abo\Trainee Ackerman! You were specially assigned to rear guard. response:	Come with me.
context: You can't cower there forever!\Eren! If the battle gets too chaotic, come find me.\Huh? We're in totally different squads!\In the midst of the fray, nothing goes according to plan.\I'll protect you.\What are you going on abo\Trainee Ackerman! You were specially assigned to rear guard.\Come with me. response:	I'd only be in the way there, sir!
context: Eren! If the battle gets too chaotic, come find me.\Huh? We're in totally different squads!\In the midst of the fray, nothing goes according to plan.\I'll protect you.\What are you going on abo\Trainee Ackerman! You were specially assigned to rear guard.\Come with me.\I'd only be in the way there, sir! response:	I didn't ask for your opinion.
context: Huh? We're in totally different squads!\In the midst of the fray, nothing goes according to plan.\I'll protect you.\What are you going on abo\Trainee Ackerman! You were specially assigned to rear guard.\Come with me.\I'd only be in the way there, sir!\I didn't ask for your opinion. response:	The evacuation is going slow.
context: In the midst of the fray, nothing goes according to plan.\I'll protect you.\What are you going on abo\Trainee Ackerman! You were specially assigned to rear guard.\Come with me.\I'd only be in the way there, sir!\I didn't ask for your opinion.\The evacuation is going slow. response:	We need as many elite guards as possible protecting the civilians.
context: I'll protect you.\What are you going on abo\Trainee Ackerman! You were specially assigned to rear guard.\Come with me.\I'd only be in the way there, sir!\I didn't ask for your opinion.\The evacuation is going slow.\We need as many elite guards as possible protecting the civilians. response:	But I
context: What are you going on abo\Trainee Ackerman! You were specially assigned to rear guard.\Come with me.\I'd only be in the way there, sir!\I didn't ask for your opinion.\The evacuation is going slow.\We need as many elite guards as possible protecting the civilians.\But I response:	Get real, Mikasa!
context: Trainee Ackerman! You were specially assigned to rear guard.\Come with me.\I'd only be in the way there, sir!\I didn't ask for your opinion.\The evacuation is going slow.\We need as many elite guards as possible protecting the civilians.\But I\Get real, Mikasa! response:	It's so unlike you to panic!
context: Come with me.\I'd only be in the way there, sir!\I didn't ask for your opinion.\The evacuation is going slow.\We need as many elite guards as possible protecting the civilians.\But I\Get real, Mikasa!\It's so unlike you to panic! response:	Mankind is on the brink of extinction!
context: I'd only be in the way there, sir!\I didn't ask for your opinion.\The evacuation is going slow.\We need as many elite guards as possible protecting the civilians.\But I\Get real, Mikasa!\It's so unlike you to panic!\Mankind is on the brink of extinction! response:	No one gives a fuck about what you want!
context: I didn't ask for your opinion.\The evacuation is going slow.\We need as many elite guards as possible protecting the civilians.\But I\Get real, Mikasa!\It's so unlike you to panic!\Mankind is on the brink of extinction!\No one gives a fuck about what you want! response:	I'm sorry.
context: The evacuation is going slow.\We need as many elite guards as possible protecting the civilians.\But I\Get real, Mikasa!\It's so unlike you to panic!\Mankind is on the brink of extinction!\No one gives a fuck about what you want!\I'm sorry. response:	I lost my head.
context: We need as many elite guards as possible protecting the civilians.\But I\Get real, Mikasa!\It's so unlike you to panic!\Mankind is on the brink of extinction!\No one gives a fuck about what you want!\I'm sorry.\I lost my head. response:	Just one thing. Please.
context: But I\Get real, Mikasa!\It's so unlike you to panic!\Mankind is on the brink of extinction!\No one gives a fuck about what you want!\I'm sorry.\I lost my head.\Just one thing. Please. response:	Please... Don't die.
context: Get real, Mikasa!\It's so unlike you to panic!\Mankind is on the brink of extinction!\No one gives a fuck about what you want!\I'm sorry.\I lost my head.\Just one thing. Please.\Please... Don't die. response:	I won't die.
context: It's so unlike you to panic!\Mankind is on the brink of extinction!\No one gives a fuck about what you want!\I'm sorry.\I lost my head.\Just one thing. Please.\Please... Don't die.\I won't die. response:	I couldn't die even if I were killed here.
context: Mankind is on the brink of extinction!\No one gives a fuck about what you want!\I'm sorry.\I lost my head.\Just one thing. Please.\Please... Don't die.\I won't die.\I couldn't die even if I were killed here. response:	I don't know anything about this world yet.
context: No one gives a fuck about what you want!\I'm sorry.\I lost my head.\Just one thing. Please.\Please... Don't die.\I won't die.\I couldn't die even if I were killed here.\I don't know anything about this world yet. response:	Even the remnants of our historical literature offer no hints about the origins of the Titans.
context: I'm sorry.\I lost my head.\Just one thing. Please.\Please... Don't die.\I won't die.\I couldn't die even if I were killed here.\I don't know anything about this world yet.\Even the remnants of our historical literature offer no hints about the origins of the Titans. response:	We know next to nothing about them.
context: I lost my head.\Just one thing. Please.\Please... Don't die.\I won't die.\I couldn't die even if I were killed here.\I don't know anything about this world yet.\Even the remnants of our historical literature offer no hints about the origins of the Titans.\We know next to nothing about them. response:	What little we know about their bodies, we learned from the Recon Corps' most recent reports.
context: Just one thing. Please.\Please... Don't die.\I won't die.\I couldn't die even if I were killed here.\I don't know anything about this world yet.\Even the remnants of our historical literature offer no hints about the origins of the Titans.\We know next to nothing about them.\What little we know about their bodies, we learned from the Recon Corps' most recent reports. response:	The Titans show no signs of human-like intellect,
context: Please... Don't die.\I won't die.\I couldn't die even if I were killed here.\I don't know anything about this world yet.\Even the remnants of our historical literature offer no hints about the origins of the Titans.\We know next to nothing about them.\What little we know about their bodies, we learned from the Recon Corps' most recent reports.\The Titans show no signs of human-like intellect, response:	and therefore there are no known instances of successful communication with them.
context: I won't die.\I couldn't die even if I were killed here.\I don't know anything about this world yet.\Even the remnants of our historical literature offer no hints about the origins of the Titans.\We know next to nothing about them.\What little we know about their bodies, we learned from the Recon Corps' most recent reports.\The Titans show no signs of human-like intellect,\and therefore there are no known instances of successful communication with them. response:	Their body structure is fundamentally different from that of all other creatures.
context: I couldn't die even if I were killed here.\I don't know anything about this world yet.\Even the remnants of our historical literature offer no hints about the origins of the Titans.\We know next to nothing about them.\What little we know about their bodies, we learned from the Recon Corps' most recent reports.\The Titans show no signs of human-like intellect,\and therefore there are no known instances of successful communication with them.\Their body structure is fundamentally different from that of all other creatures. response:	They have no sexual organs, and their method of reproduction is unknown.
context: I don't know anything about this world yet.\Even the remnants of our historical literature offer no hints about the origins of the Titans.\We know next to nothing about them.\What little we know about their bodies, we learned from the Recon Corps' most recent reports.\The Titans show no signs of human-like intellect,\and therefore there are no known instances of successful communication with them.\Their body structure is fundamentally different from that of all other creatures.\They have no sexual organs, and their method of reproduction is unknown. response:	Most of them have a physique resembling human males.
context: Even the remnants of our historical literature offer no hints about the origins of the Titans.\We know next to nothing about them.\What little we know about their bodies, we learned from the Recon Corps' most recent reports.\The Titans show no signs of human-like intellect,\and therefore there are no known instances of successful communication with them.\Their body structure is fundamentally different from that of all other creatures.\They have no sexual organs, and their method of reproduction is unknown.\Most of them have a physique resembling human males. response:	Their bodies exhibit extremely high temperature.
context: We know next to nothing about them.\What little we know about their bodies, we learned from the Recon Corps' most recent reports.\The Titans show no signs of human-like intellect,\and therefore there are no known instances of successful communication with them.\Their body structure is fundamentally different from that of all other creatures.\They have no sexual organs, and their method of reproduction is unknown.\Most of them have a physique resembling human males.\Their bodies exhibit extremely high temperature. response:	To our confusion and dismay, they show no interest in any creatures except humans.
context: What little we know about their bodies, we learned from the Recon Corps' most recent reports.\The Titans show no signs of human-like intellect,\and therefore there are no known instances of successful communication with them.\Their body structure is fundamentally different from that of all other creatures.\They have no sexual organs, and their method of reproduction is unknown.\Most of them have a physique resembling human males.\Their bodies exhibit extremely high temperature.\To our confusion and dismay, they show no interest in any creatures except humans. response:	They are seemingly driven exclusively by the desire to consume humans,
context: The Titans show no signs of human-like intellect,\and therefore there are no known instances of successful communication with them.\Their body structure is fundamentally different from that of all other creatures.\They have no sexual organs, and their method of reproduction is unknown.\Most of them have a physique resembling human males.\Their bodies exhibit extremely high temperature.\To our confusion and dismay, they show no interest in any creatures except humans.\They are seemingly driven exclusively by the desire to consume humans, response:	yet from the fact that they survived in an environment devoid of humans for over a century,
context: and therefore there are no known instances of successful communication with them.\Their body structure is fundamentally different from that of all other creatures.\They have no sexual organs, and their method of reproduction is unknown.\Most of them have a physique resembling human males.\Their bodies exhibit extremely high temperature.\To our confusion and dismay, they show no interest in any creatures except humans.\They are seemingly driven exclusively by the desire to consume humans,\yet from the fact that they survived in an environment devoid of humans for over a century, response:	we can safely conjecture that they have no need to eat.
context: Their body structure is fundamentally different from that of all other creatures.\They have no sexual organs, and their method of reproduction is unknown.\Most of them have a physique resembling human males.\Their bodies exhibit extremely high temperature.\To our confusion and dismay, they show no interest in any creatures except humans.\They are seemingly driven exclusively by the desire to consume humans,\yet from the fact that they survived in an environment devoid of humans for over a century,\we can safely conjecture that they have no need to eat. response:	Thus, their likely purpose is not predation, but annihilation.
context: They have no sexual organs, and their method of reproduction is unknown.\Most of them have a physique resembling human males.\Their bodies exhibit extremely high temperature.\To our confusion and dismay, they show no interest in any creatures except humans.\They are seemingly driven exclusively by the desire to consume humans,\yet from the fact that they survived in an environment devoid of humans for over a century,\we can safely conjecture that they have no need to eat.\Thus, their likely purpose is not predation, but annihilation. response:	The main factor behind the human race being driven into such a corner
context: Most of them have a physique resembling human males.\Their bodies exhibit extremely high temperature.\To our confusion and dismay, they show no interest in any creatures except humans.\They are seemingly driven exclusively by the desire to consume humans,\yet from the fact that they survived in an environment devoid of humans for over a century,\we can safely conjecture that they have no need to eat.\Thus, their likely purpose is not predation, but annihilation.\The main factor behind the human race being driven into such a corner response:	is the Titans' astounding ability to survive.
context: Their bodies exhibit extremely high temperature.\To our confusion and dismay, they show no interest in any creatures except humans.\They are seemingly driven exclusively by the desire to consume humans,\yet from the fact that they survived in an environment devoid of humans for over a century,\we can safely conjecture that they have no need to eat.\Thus, their likely purpose is not predation, but annihilation.\The main factor behind the human race being driven into such a corner\is the Titans' astounding ability to survive. response:	Since long ago, mankind has fought using the technology of cannons,
context: To our confusion and dismay, they show no interest in any creatures except humans.\They are seemingly driven exclusively by the desire to consume humans,\yet from the fact that they survived in an environment devoid of humans for over a century,\we can safely conjecture that they have no need to eat.\Thus, their likely purpose is not predation, but annihilation.\The main factor behind the human race being driven into such a corner\is the Titans' astounding ability to survive.\Since long ago, mankind has fought using the technology of cannons, response:	but even such firepower couldn't stop the Titans.
context: They are seemingly driven exclusively by the desire to consume humans,\yet from the fact that they survived in an environment devoid of humans for over a century,\we can safely conjecture that they have no need to eat.\Thus, their likely purpose is not predation, but annihilation.\The main factor behind the human race being driven into such a corner\is the Titans' astounding ability to survive.\Since long ago, mankind has fought using the technology of cannons,\but even such firepower couldn't stop the Titans. response:	Even if a Titan's head gets blown off, it will regenerate in one or two minutes, though individual differences do exist.
context: yet from the fact that they survived in an environment devoid of humans for over a century,\we can safely conjecture that they have no need to eat.\Thus, their likely purpose is not predation, but annihilation.\The main factor behind the human race being driven into such a corner\is the Titans' astounding ability to survive.\Since long ago, mankind has fought using the technology of cannons,\but even such firepower couldn't stop the Titans.\Even if a Titan's head gets blown off, it will regenerate in one or two minutes, though individual differences do exist. response:	That's crazy...
context: we can safely conjecture that they have no need to eat.\Thus, their likely purpose is not predation, but annihilation.\The main factor behind the human race being driven into such a corner\is the Titans' astounding ability to survive.\Since long ago, mankind has fought using the technology of cannons,\but even such firepower couldn't stop the Titans.\Even if a Titan's head gets blown off, it will regenerate in one or two minutes, though individual differences do exist.\That's crazy... response:	As if their size wasn't enough to handle...
context: Thus, their likely purpose is not predation, but annihilation.\The main factor behind the human race being driven into such a corner\is the Titans' astounding ability to survive.\Since long ago, mankind has fought using the technology of cannons,\but even such firepower couldn't stop the Titans.\Even if a Titan's head gets blown off, it will regenerate in one or two minutes, though individual differences do exist.\That's crazy...\As if their size wasn't enough to handle... response:	Instructor, are the Titans invulnerable?
context: The main factor behind the human race being driven into such a corner\is the Titans' astounding ability to survive.\Since long ago, mankind has fought using the technology of cannons,\but even such firepower couldn't stop the Titans.\Even if a Titan's head gets blown off, it will regenerate in one or two minutes, though individual differences do exist.\That's crazy...\As if their size wasn't enough to handle...\Instructor, are the Titans invulnerable? response:	They are not.
context: is the Titans' astounding ability to survive.\Since long ago, mankind has fought using the technology of cannons,\but even such firepower couldn't stop the Titans.\Even if a Titan's head gets blown off, it will regenerate in one or two minutes, though individual differences do exist.\That's crazy...\As if their size wasn't enough to handle...\Instructor, are the Titans invulnerable?\They are not. response:	There is one way to defeat a Titan.
context: Since long ago, mankind has fought using the technology of cannons,\but even such firepower couldn't stop the Titans.\Even if a Titan's head gets blown off, it will regenerate in one or two minutes, though individual differences do exist.\That's crazy...\As if their size wasn't enough to handle...\Instructor, are the Titans invulnerable?\They are not.\There is one way to defeat a Titan. response:	Target them here.
context: but even such firepower couldn't stop the Titans.\Even if a Titan's head gets blown off, it will regenerate in one or two minutes, though individual differences do exist.\That's crazy...\As if their size wasn't enough to handle...\Instructor, are the Titans invulnerable?\They are not.\There is one way to defeat a Titan.\Target them here. response:	If significant damage is inflicted to this area, the Titan will die without regenerating.
context: Even if a Titan's head gets blown off, it will regenerate in one or two minutes, though individual differences do exist.\That's crazy...\As if their size wasn't enough to handle...\Instructor, are the Titans invulnerable?\They are not.\There is one way to defeat a Titan.\Target them here.\If significant damage is inflicted to this area, the Titan will die without regenerating. response:	To cut through their flesh, we use double blades like these.
context: That's crazy...\As if their size wasn't enough to handle...\Instructor, are the Titans invulnerable?\They are not.\There is one way to defeat a Titan.\Target them here.\If significant damage is inflicted to this area, the Titan will die without regenerating.\To cut through their flesh, we use double blades like these. response:	If the attack reaches their weak point, the Titan won't have time to regenerate, and die soon.
context: As if their size wasn't enough to handle...\Instructor, are the Titans invulnerable?\They are not.\There is one way to defeat a Titan.\Target them here.\If significant damage is inflicted to this area, the Titan will die without regenerating.\To cut through their flesh, we use double blades like these.\If the attack reaches their weak point, the Titan won't have time to regenerate, and die soon. response:	Hey, Armin!
context: Instructor, are the Titans invulnerable?\They are not.\There is one way to defeat a Titan.\Target them here.\If significant damage is inflicted to this area, the Titan will die without regenerating.\To cut through their flesh, we use double blades like these.\If the attack reaches their weak point, the Titan won't have time to regenerate, and die soon.\Hey, Armin! response:	Don't you think this is a great chance?
context: They are not.\There is one way to defeat a Titan.\Target them here.\If significant damage is inflicted to this area, the Titan will die without regenerating.\To cut through their flesh, we use double blades like these.\If the attack reaches their weak point, the Titan won't have time to regenerate, and die soon.\Hey, Armin!\Don't you think this is a great chance? response:	If we prove ourselves here in this first battle, before even entering the Recon Corps,
context: There is one way to defeat a Titan.\Target them here.\If significant damage is inflicted to this area, the Titan will die without regenerating.\To cut through their flesh, we use double blades like these.\If the attack reaches their weak point, the Titan won't have time to regenerate, and die soon.\Hey, Armin!\Don't you think this is a great chance?\If we prove ourselves here in this first battle, before even entering the Recon Corps, response:	surely they'll promote us right up the ladder!
context: Target them here.\If significant damage is inflicted to this area, the Titan will die without regenerating.\To cut through their flesh, we use double blades like these.\If the attack reaches their weak point, the Titan won't have time to regenerate, and die soon.\Hey, Armin!\Don't you think this is a great chance?\If we prove ourselves here in this first battle, before even entering the Recon Corps,\surely they'll promote us right up the ladder! response:	Yeah! Without a doubt!
context: If significant damage is inflicted to this area, the Titan will die without regenerating.\To cut through their flesh, we use double blades like these.\If the attack reaches their weak point, the Titan won't have time to regenerate, and die soon.\Hey, Armin!\Don't you think this is a great chance?\If we prove ourselves here in this first battle, before even entering the Recon Corps,\surely they'll promote us right up the ladder!\Yeah! Without a doubt! response:	Not to burst your bubble, but quite a few of us are aiming for the Recon Corps this year!
context: To cut through their flesh, we use double blades like these.\If the attack reaches their weak point, the Titan won't have time to regenerate, and die soon.\Hey, Armin!\Don't you think this is a great chance?\If we prove ourselves here in this first battle, before even entering the Recon Corps,\surely they'll promote us right up the ladder!\Yeah! Without a doubt!\Not to burst your bubble, but quite a few of us are aiming for the Recon Corps this year! response:	I lagged behind you earlier, Eren, but I'm not losing this time!
context: If the attack reaches their weak point, the Titan won't have time to regenerate, and die soon.\Hey, Armin!\Don't you think this is a great chance?\If we prove ourselves here in this first battle, before even entering the Recon Corps,\surely they'll promote us right up the ladder!\Yeah! Without a doubt!\Not to burst your bubble, but quite a few of us are aiming for the Recon Corps this year!\I lagged behind you earlier, Eren, but I'm not losing this time! response:	That's the spirit, Thomas!
context: Hey, Armin!\Don't you think this is a great chance?\If we prove ourselves here in this first battle, before even entering the Recon Corps,\surely they'll promote us right up the ladder!\Yeah! Without a doubt!\Not to burst your bubble, but quite a few of us are aiming for the Recon Corps this year!\I lagged behind you earlier, Eren, but I'm not losing this time!\That's the spirit, Thomas! response:	Let's have a contest to see who can slay more Titans!
context: Don't you think this is a great chance?\If we prove ourselves here in this first battle, before even entering the Recon Corps,\surely they'll promote us right up the ladder!\Yeah! Without a doubt!\Not to burst your bubble, but quite a few of us are aiming for the Recon Corps this year!\I lagged behind you earlier, Eren, but I'm not losing this time!\That's the spirit, Thomas!\Let's have a contest to see who can slay more Titans! response:	No fudging your numbers!
context: If we prove ourselves here in this first battle, before even entering the Recon Corps,\surely they'll promote us right up the ladder!\Yeah! Without a doubt!\Not to burst your bubble, but quite a few of us are aiming for the Recon Corps this year!\I lagged behind you earlier, Eren, but I'm not losing this time!\That's the spirit, Thomas!\Let's have a contest to see who can slay more Titans!\No fudging your numbers! response:	Squad 34, advance! Assist the frontline guard!
context: surely they'll promote us right up the ladder!\Yeah! Without a doubt!\Not to burst your bubble, but quite a few of us are aiming for the Recon Corps this year!\I lagged behind you earlier, Eren, but I'm not losing this time!\That's the spirit, Thomas!\Let's have a contest to see who can slay more Titans!\No fudging your numbers!\Squad 34, advance! Assist the frontline guard! response:	Right! Let's go!
context: Yeah! Without a doubt!\Not to burst your bubble, but quite a few of us are aiming for the Recon Corps this year!\I lagged behind you earlier, Eren, but I'm not losing this time!\That's the spirit, Thomas!\Let's have a contest to see who can slay more Titans!\No fudging your numbers!\Squad 34, advance! Assist the frontline guard!\Right! Let's go! response:	Yeah!
context: Not to burst your bubble, but quite a few of us are aiming for the Recon Corps this year!\I lagged behind you earlier, Eren, but I'm not losing this time!\That's the spirit, Thomas!\Let's have a contest to see who can slay more Titans!\No fudging your numbers!\Squad 34, advance! Assist the frontline guard!\Right! Let's go!\Yeah! response:	The Titans advanced this far?!
context: I lagged behind you earlier, Eren, but I'm not losing this time!\That's the spirit, Thomas!\Let's have a contest to see who can slay more Titans!\No fudging your numbers!\Squad 34, advance! Assist the frontline guard!\Right! Let's go!\Yeah!\The Titans advanced this far?! response:	The front guard's already been crushed?!
context: That's the spirit, Thomas!\Let's have a contest to see who can slay more Titans!\No fudging your numbers!\Squad 34, advance! Assist the frontline guard!\Right! Let's go!\Yeah!\The Titans advanced this far?!\The front guard's already been crushed?! response:	What are our glory-hound seniors doing?!
context: Let's have a contest to see who can slay more Titans!\No fudging your numbers!\Squad 34, advance! Assist the frontline guard!\Right! Let's go!\Yeah!\The Titans advanced this far?!\The front guard's already been crushed?!\What are our glory-hound seniors doing?! response:	I expected the situation to be bad, but this...
context: No fudging your numbers!\Squad 34, advance! Assist the frontline guard!\Right! Let's go!\Yeah!\The Titans advanced this far?!\The front guard's already been crushed?!\What are our glory-hound seniors doing?!\I expected the situation to be bad, but this... response:	An abnormal one! Watch out!
