context: Tilarna! response:	What's your problem?
context: What is porn?\This.\In addition to drugs and guns, we also handle prostitution and porno.\That magazine's not illegal...\Th-This is so...\I can't believe it!\You really are barbarians!\You're all crazy! response:	Huh?
context: This.\In addition to drugs and guns, we also handle prostitution and porno.\That magazine's not illegal...\Th-This is so...\I can't believe it!\You really are barbarians!\You're all crazy!\Huh? response:	Your mom and dad did this stuff!
context: In addition to drugs and guns, we also handle prostitution and porno.\That magazine's not illegal...\Th-This is so...\I can't believe it!\You really are barbarians!\You're all crazy!\Huh?\Your mom and dad did this stuff! response:	You're lying!
context: That magazine's not illegal...\Th-This is so...\I can't believe it!\You really are barbarians!\You're all crazy!\Huh?\Your mom and dad did this stuff!\You're lying! response:	How dare you insult my mother and father!
context: Th-This is so...\I can't believe it!\You really are barbarians!\You're all crazy!\Huh?\Your mom and dad did this stuff!\You're lying!\How dare you insult my mother and father! response:	That's going too far, even for you!
context: I can't believe it!\You really are barbarians!\You're all crazy!\Huh?\Your mom and dad did this stuff!\You're lying!\How dare you insult my mother and father!\That's going too far, even for you! response:	My mother... my mother...
context: You really are barbarians!\You're all crazy!\Huh?\Your mom and dad did this stuff!\You're lying!\How dare you insult my mother and father!\That's going too far, even for you!\My mother... my mother... response:	Would never... would never...
context: You're all crazy!\Huh?\Your mom and dad did this stuff!\You're lying!\How dare you insult my mother and father!\That's going too far, even for you!\My mother... my mother...\Would never... would never... response:	Fine, fine.
context: Huh?\Your mom and dad did this stuff!\You're lying!\How dare you insult my mother and father!\That's going too far, even for you!\My mother... my mother...\Would never... would never...\Fine, fine. response:	Then you divided from them, like bacteria.
context: Your mom and dad did this stuff!\You're lying!\How dare you insult my mother and father!\That's going too far, even for you!\My mother... my mother...\Would never... would never...\Fine, fine.\Then you divided from them, like bacteria. response:	I think if anything, it makes more sense than the alternative.
context: You're lying!\How dare you insult my mother and father!\That's going too far, even for you!\My mother... my mother...\Would never... would never...\Fine, fine.\Then you divided from them, like bacteria.\I think if anything, it makes more sense than the alternative. response:	Y-You okay?
context: How dare you insult my mother and father!\That's going too far, even for you!\My mother... my mother...\Would never... would never...\Fine, fine.\Then you divided from them, like bacteria.\I think if anything, it makes more sense than the alternative.\Y-You okay? response:	This... can't be...
context: That's going too far, even for you!\My mother... my mother...\Would never... would never...\Fine, fine.\Then you divided from them, like bacteria.\I think if anything, it makes more sense than the alternative.\Y-You okay?\This... can't be... response:	Come to think of it, your world doesn't have a lot of photographs, does it?
context: My mother... my mother...\Would never... would never...\Fine, fine.\Then you divided from them, like bacteria.\I think if anything, it makes more sense than the alternative.\Y-You okay?\This... can't be...\Come to think of it, your world doesn't have a lot of photographs, does it? response:	I guess porn would be a big shock.
context: Would never... would never...\Fine, fine.\Then you divided from them, like bacteria.\I think if anything, it makes more sense than the alternative.\Y-You okay?\This... can't be...\Come to think of it, your world doesn't have a lot of photographs, does it?\I guess porn would be a big shock. response:	Cammy, you busy?
context: Fine, fine.\Then you divided from them, like bacteria.\I think if anything, it makes more sense than the alternative.\Y-You okay?\This... can't be...\Come to think of it, your world doesn't have a lot of photographs, does it?\I guess porn would be a big shock.\Cammy, you busy? response:	I'm not helping you look for porn.
context: Then you divided from them, like bacteria.\I think if anything, it makes more sense than the alternative.\Y-You okay?\This... can't be...\Come to think of it, your world doesn't have a lot of photographs, does it?\I guess porn would be a big shock.\Cammy, you busy?\I'm not helping you look for porn. response:	Jamie, I was hoping you could help me with something...
context: I think if anything, it makes more sense than the alternative.\Y-You okay?\This... can't be...\Come to think of it, your world doesn't have a lot of photographs, does it?\I guess porn would be a big shock.\Cammy, you busy?\I'm not helping you look for porn.\Jamie, I was hoping you could help me with something... response:	Sorry, Kei, I need to turn in some paperwork.
context: Y-You okay?\This... can't be...\Come to think of it, your world doesn't have a lot of photographs, does it?\I guess porn would be a big shock.\Cammy, you busy?\I'm not helping you look for porn.\Jamie, I was hoping you could help me with something...\Sorry, Kei, I need to turn in some paperwork. response:	I see.
context: This... can't be...\Come to think of it, your world doesn't have a lot of photographs, does it?\I guess porn would be a big shock.\Cammy, you busy?\I'm not helping you look for porn.\Jamie, I was hoping you could help me with something...\Sorry, Kei, I need to turn in some paperwork.\I see. response:	Of course.
context: Come to think of it, your world doesn't have a lot of photographs, does it?\I guess porn would be a big shock.\Cammy, you busy?\I'm not helping you look for porn.\Jamie, I was hoping you could help me with something...\Sorry, Kei, I need to turn in some paperwork.\I see.\Of course. response:	Oh, Tony!
context: I guess porn would be a big shock.\Cammy, you busy?\I'm not helping you look for porn.\Jamie, I was hoping you could help me with something...\Sorry, Kei, I need to turn in some paperwork.\I see.\Of course.\Oh, Tony! response:	You're looking as handsome as ever!
context: Cammy, you busy?\I'm not helping you look for porn.\Jamie, I was hoping you could help me with something...\Sorry, Kei, I need to turn in some paperwork.\I see.\Of course.\Oh, Tony!\You're looking as handsome as ever! response:	Love the tie!
context: I'm not helping you look for porn.\Jamie, I was hoping you could help me with something...\Sorry, Kei, I need to turn in some paperwork.\I see.\Of course.\Oh, Tony!\You're looking as handsome as ever!\Love the tie! response:	Oh, thanks.
context: Jamie, I was hoping you could help me with something...\Sorry, Kei, I need to turn in some paperwork.\I see.\Of course.\Oh, Tony!\You're looking as handsome as ever!\Love the tie!\Oh, thanks. response:	I spent 30 minutes picking it out.
context: Sorry, Kei, I need to turn in some paperwork.\I see.\Of course.\Oh, Tony!\You're looking as handsome as ever!\Love the tie!\Oh, thanks.\I spent 30 minutes picking it out. response:	That's very kind of you.
context: I see.\Of course.\Oh, Tony!\You're looking as handsome as ever!\Love the tie!\Oh, thanks.\I spent 30 minutes picking it out.\That's very kind of you. response:	But you know, that's kind of a creepy greeting.
context: Of course.\Oh, Tony!\You're looking as handsome as ever!\Love the tie!\Oh, thanks.\I spent 30 minutes picking it out.\That's very kind of you.\But you know, that's kind of a creepy greeting. response:	You think?
context: Oh, Tony!\You're looking as handsome as ever!\Love the tie!\Oh, thanks.\I spent 30 minutes picking it out.\That's very kind of you.\But you know, that's kind of a creepy greeting.\You think? response:	Anyway, I was hoping I could get your help...
context: You're looking as handsome as ever!\Love the tie!\Oh, thanks.\I spent 30 minutes picking it out.\That's very kind of you.\But you know, that's kind of a creepy greeting.\You think?\Anyway, I was hoping I could get your help... response:	Kei is the absolute worst!
context: Love the tie!\Oh, thanks.\I spent 30 minutes picking it out.\That's very kind of you.\But you know, that's kind of a creepy greeting.\You think?\Anyway, I was hoping I could get your help...\Kei is the absolute worst! response:	Porn magazine theft?
context: Oh, thanks.\I spent 30 minutes picking it out.\That's very kind of you.\But you know, that's kind of a creepy greeting.\You think?\Anyway, I was hoping I could get your help...\Kei is the absolute worst!\Porn magazine theft? response:	Sure it's not a bunch of 12-year-olds?
context: I spent 30 minutes picking it out.\That's very kind of you.\But you know, that's kind of a creepy greeting.\You think?\Anyway, I was hoping I could get your help...\Kei is the absolute worst!\Porn magazine theft?\Sure it's not a bunch of 12-year-olds? response:	Probably intended for Leto Semani.
context: That's very kind of you.\But you know, that's kind of a creepy greeting.\You think?\Anyway, I was hoping I could get your help...\Kei is the absolute worst!\Porn magazine theft?\Sure it's not a bunch of 12-year-olds?\Probably intended for Leto Semani. response:	If they could smuggle them there, they'd make a fortune.
context: But you know, that's kind of a creepy greeting.\You think?\Anyway, I was hoping I could get your help...\Kei is the absolute worst!\Porn magazine theft?\Sure it's not a bunch of 12-year-olds?\Probably intended for Leto Semani.\If they could smuggle them there, they'd make a fortune. response:	Most people there don't even have TVs.
context: You think?\Anyway, I was hoping I could get your help...\Kei is the absolute worst!\Porn magazine theft?\Sure it's not a bunch of 12-year-olds?\Probably intended for Leto Semani.\If they could smuggle them there, they'd make a fortune.\Most people there don't even have TVs. response:	Men in every country are idiots!
context: Anyway, I was hoping I could get your help...\Kei is the absolute worst!\Porn magazine theft?\Sure it's not a bunch of 12-year-olds?\Probably intended for Leto Semani.\If they could smuggle them there, they'd make a fortune.\Most people there don't even have TVs.\Men in every country are idiots! response:	What do you want?
context: Kei is the absolute worst!\Porn magazine theft?\Sure it's not a bunch of 12-year-olds?\Probably intended for Leto Semani.\If they could smuggle them there, they'd make a fortune.\Most people there don't even have TVs.\Men in every country are idiots!\What do you want? response:	We're ruled by our genitals.
context: Porn magazine theft?\Sure it's not a bunch of 12-year-olds?\Probably intended for Leto Semani.\If they could smuggle them there, they'd make a fortune.\Most people there don't even have TVs.\Men in every country are idiots!\What do you want?\We're ruled by our genitals. response:	And there we go. It's from O'neill.
context: Sure it's not a bunch of 12-year-olds?\Probably intended for Leto Semani.\If they could smuggle them there, they'd make a fortune.\Most people there don't even have TVs.\Men in every country are idiots!\What do you want?\We're ruled by our genitals.\And there we go. It's from O'neill. response:	That was fast.
context: Probably intended for Leto Semani.\If they could smuggle them there, they'd make a fortune.\Most people there don't even have TVs.\Men in every country are idiots!\What do you want?\We're ruled by our genitals.\And there we go. It's from O'neill.\That was fast. response:	They're close. Hit it.
context: If they could smuggle them there, they'd make a fortune.\Most people there don't even have TVs.\Men in every country are idiots!\What do you want?\We're ruled by our genitals.\And there we go. It's from O'neill.\That was fast.\They're close. Hit it. response:	You look upset.
context: Most people there don't even have TVs.\Men in every country are idiots!\What do you want?\We're ruled by our genitals.\And there we go. It's from O'neill.\That was fast.\They're close. Hit it.\You look upset. response:	Of course I am.
context: Men in every country are idiots!\What do you want?\We're ruled by our genitals.\And there we go. It's from O'neill.\That was fast.\They're close. Hit it.\You look upset.\Of course I am. response:	I hate being McCloud.
context: What do you want?\We're ruled by our genitals.\And there we go. It's from O'neill.\That was fast.\They're close. Hit it.\You look upset.\Of course I am.\I hate being McCloud. response:	It's the worst.
context: We're ruled by our genitals.\And there we go. It's from O'neill.\That was fast.\They're close. Hit it.\You look upset.\Of course I am.\I hate being McCloud.\It's the worst. response:	I kind of like him.
context: And there we go. It's from O'neill.\That was fast.\They're close. Hit it.\You look upset.\Of course I am.\I hate being McCloud.\It's the worst.\I kind of like him. response:	Transformation complete.
context: That was fast.\They're close. Hit it.\You look upset.\Of course I am.\I hate being McCloud.\It's the worst.\I kind of like him.\Transformation complete. response:	Good luck in there, Detective McCloud.
context: They're close. Hit it.\You look upset.\Of course I am.\I hate being McCloud.\It's the worst.\I kind of like him.\Transformation complete.\Good luck in there, Detective McCloud. response:	Shut up. Or do you need me to put a bullet into you?
context: You look upset.\Of course I am.\I hate being McCloud.\It's the worst.\I kind of like him.\Transformation complete.\Good luck in there, Detective McCloud.\Shut up. Or do you need me to put a bullet into you? response:	I'll take a photo to send to your boyfriend.
context: Of course I am.\I hate being McCloud.\It's the worst.\I kind of like him.\Transformation complete.\Good luck in there, Detective McCloud.\Shut up. Or do you need me to put a bullet into you?\I'll take a photo to send to your boyfriend. response:	Stop it! Hey!
context: I hate being McCloud.\It's the worst.\I kind of like him.\Transformation complete.\Good luck in there, Detective McCloud.\Shut up. Or do you need me to put a bullet into you?\I'll take a photo to send to your boyfriend.\Stop it! Hey! response:	I was just kidding. We're here.
context: It's the worst.\I kind of like him.\Transformation complete.\Good luck in there, Detective McCloud.\Shut up. Or do you need me to put a bullet into you?\I'll take a photo to send to your boyfriend.\Stop it! Hey!\I was just kidding. We're here. response:	Shut up and introduce me to this little thief.
context: I kind of like him.\Transformation complete.\Good luck in there, Detective McCloud.\Shut up. Or do you need me to put a bullet into you?\I'll take a photo to send to your boyfriend.\Stop it! Hey!\I was just kidding. We're here.\Shut up and introduce me to this little thief. response:	Detective McBee,
context: Transformation complete.\Good luck in there, Detective McCloud.\Shut up. Or do you need me to put a bullet into you?\I'll take a photo to send to your boyfriend.\Stop it! Hey!\I was just kidding. We're here.\Shut up and introduce me to this little thief.\Detective McBee, response:	or are you McCloud now?
context: Good luck in there, Detective McCloud.\Shut up. Or do you need me to put a bullet into you?\I'll take a photo to send to your boyfriend.\Stop it! Hey!\I was just kidding. We're here.\Shut up and introduce me to this little thief.\Detective McBee,\or are you McCloud now? response:	I did what you asked
context: Shut up. Or do you need me to put a bullet into you?\I'll take a photo to send to your boyfriend.\Stop it! Hey!\I was just kidding. We're here.\Shut up and introduce me to this little thief.\Detective McBee,\or are you McCloud now?\I did what you asked response:	and checked if any of my flock were looking to sell some porn.
context: I'll take a photo to send to your boyfriend.\Stop it! Hey!\I was just kidding. We're here.\Shut up and introduce me to this little thief.\Detective McBee,\or are you McCloud now?\I did what you asked\and checked if any of my flock were looking to sell some porn. response:	On social networking?
context: Stop it! Hey!\I was just kidding. We're here.\Shut up and introduce me to this little thief.\Detective McBee,\or are you McCloud now?\I did what you asked\and checked if any of my flock were looking to sell some porn.\On social networking? response:	On social networking.
context: I was just kidding. We're here.\Shut up and introduce me to this little thief.\Detective McBee,\or are you McCloud now?\I did what you asked\and checked if any of my flock were looking to sell some porn.\On social networking?\On social networking. response:	People respond fast.
context: Shut up and introduce me to this little thief.\Detective McBee,\or are you McCloud now?\I did what you asked\and checked if any of my flock were looking to sell some porn.\On social networking?\On social networking.\People respond fast. response:	See? Over there.
context: Detective McBee,\or are you McCloud now?\I did what you asked\and checked if any of my flock were looking to sell some porn.\On social networking?\On social networking.\People respond fast.\See? Over there. response:	Hey, who are you?
context: or are you McCloud now?\I did what you asked\and checked if any of my flock were looking to sell some porn.\On social networking?\On social networking.\People respond fast.\See? Over there.\Hey, who are you? response:	I didn't say you could sit here!
context: I did what you asked\and checked if any of my flock were looking to sell some porn.\On social networking?\On social networking.\People respond fast.\See? Over there.\Hey, who are you?\I didn't say you could sit here! response:	Stop looking over your damn shoulder.
context: and checked if any of my flock were looking to sell some porn.\On social networking?\On social networking.\People respond fast.\See? Over there.\Hey, who are you?\I didn't say you could sit here!\Stop looking over your damn shoulder. response:	You're the fence.
context: On social networking?\On social networking.\People respond fast.\See? Over there.\Hey, who are you?\I didn't say you could sit here!\Stop looking over your damn shoulder.\You're the fence. response:	Give me your name.
context: On social networking.\People respond fast.\See? Over there.\Hey, who are you?\I didn't say you could sit here!\Stop looking over your damn shoulder.\You're the fence.\Give me your name. response:	G-Gavin.
context: People respond fast.\See? Over there.\Hey, who are you?\I didn't say you could sit here!\Stop looking over your damn shoulder.\You're the fence.\Give me your name.\G-Gavin. response:	I'm McCloud. That's Ivanov.
context: See? Over there.\Hey, who are you?\I didn't say you could sit here!\Stop looking over your damn shoulder.\You're the fence.\Give me your name.\G-Gavin.\I'm McCloud. That's Ivanov. response:	We don't do handshakes.
context: Hey, who are you?\I didn't say you could sit here!\Stop looking over your damn shoulder.\You're the fence.\Give me your name.\G-Gavin.\I'm McCloud. That's Ivanov.\We don't do handshakes. response:	Now let's talk business.
context: I didn't say you could sit here!\Stop looking over your damn shoulder.\You're the fence.\Give me your name.\G-Gavin.\I'm McCloud. That's Ivanov.\We don't do handshakes.\Now let's talk business. response:	O-Okay.
context: Stop looking over your damn shoulder.\You're the fence.\Give me your name.\G-Gavin.\I'm McCloud. That's Ivanov.\We don't do handshakes.\Now let's talk business.\O-Okay. response:	I'm in a hurry to sell it.
context: You're the fence.\Give me your name.\G-Gavin.\I'm McCloud. That's Ivanov.\We don't do handshakes.\Now let's talk business.\O-Okay.\I'm in a hurry to sell it. response:	I want proof you've got the money.
context: Give me your name.\G-Gavin.\I'm McCloud. That's Ivanov.\We don't do handshakes.\Now let's talk business.\O-Okay.\I'm in a hurry to sell it.\I want proof you've got the money. response:	Are you telling me you think I'm broke, kid?
context: G-Gavin.\I'm McCloud. That's Ivanov.\We don't do handshakes.\Now let's talk business.\O-Okay.\I'm in a hurry to sell it.\I want proof you've got the money.\Are you telling me you think I'm broke, kid? response:	I've been in this business since you were sucking on your mom's tits.
context: I'm McCloud. That's Ivanov.\We don't do handshakes.\Now let's talk business.\O-Okay.\I'm in a hurry to sell it.\I want proof you've got the money.\Are you telling me you think I'm broke, kid?\I've been in this business since you were sucking on your mom's tits. response:	Don't get on my bad side.
context: We don't do handshakes.\Now let's talk business.\O-Okay.\I'm in a hurry to sell it.\I want proof you've got the money.\Are you telling me you think I'm broke, kid?\I've been in this business since you were sucking on your mom's tits.\Don't get on my bad side. response:	I-I'm sorry. I'm in a hurry, that's all...
context: Now let's talk business.\O-Okay.\I'm in a hurry to sell it.\I want proof you've got the money.\Are you telling me you think I'm broke, kid?\I've been in this business since you were sucking on your mom's tits.\Don't get on my bad side.\I-I'm sorry. I'm in a hurry, that's all... response:	I'm a nice guy, you know.
context: O-Okay.\I'm in a hurry to sell it.\I want proof you've got the money.\Are you telling me you think I'm broke, kid?\I've been in this business since you were sucking on your mom's tits.\Don't get on my bad side.\I-I'm sorry. I'm in a hurry, that's all...\I'm a nice guy, you know. response:	But my partner isn't.
context: I'm in a hurry to sell it.\I want proof you've got the money.\Are you telling me you think I'm broke, kid?\I've been in this business since you were sucking on your mom's tits.\Don't get on my bad side.\I-I'm sorry. I'm in a hurry, that's all...\I'm a nice guy, you know.\But my partner isn't. response:	A week ago, he got in a fight with some moron thug,
context: I want proof you've got the money.\Are you telling me you think I'm broke, kid?\I've been in this business since you were sucking on your mom's tits.\Don't get on my bad side.\I-I'm sorry. I'm in a hurry, that's all...\I'm a nice guy, you know.\But my partner isn't.\A week ago, he got in a fight with some moron thug, response:	and ended up eating his eyeballs!
context: Are you telling me you think I'm broke, kid?\I've been in this business since you were sucking on your mom's tits.\Don't get on my bad side.\I-I'm sorry. I'm in a hurry, that's all...\I'm a nice guy, you know.\But my partner isn't.\A week ago, he got in a fight with some moron thug,\and ended up eating his eyeballs! response:	You don't want your eyeballs eaten, do you?
context: I've been in this business since you were sucking on your mom's tits.\Don't get on my bad side.\I-I'm sorry. I'm in a hurry, that's all...\I'm a nice guy, you know.\But my partner isn't.\A week ago, he got in a fight with some moron thug,\and ended up eating his eyeballs!\You don't want your eyeballs eaten, do you? response:	Um, sorry...
context: Don't get on my bad side.\I-I'm sorry. I'm in a hurry, that's all...\I'm a nice guy, you know.\But my partner isn't.\A week ago, he got in a fight with some moron thug,\and ended up eating his eyeballs!\You don't want your eyeballs eaten, do you?\Um, sorry... response:	We're here for work!
context: I-I'm sorry. I'm in a hurry, that's all...\I'm a nice guy, you know.\But my partner isn't.\A week ago, he got in a fight with some moron thug,\and ended up eating his eyeballs!\You don't want your eyeballs eaten, do you?\Um, sorry...\We're here for work! response:	Anyway, let's see the goods.
context: I'm a nice guy, you know.\But my partner isn't.\A week ago, he got in a fight with some moron thug,\and ended up eating his eyeballs!\You don't want your eyeballs eaten, do you?\Um, sorry...\We're here for work!\Anyway, let's see the goods. response:	This is it!
context: But my partner isn't.\A week ago, he got in a fight with some moron thug,\and ended up eating his eyeballs!\You don't want your eyeballs eaten, do you?\Um, sorry...\We're here for work!\Anyway, let's see the goods.\This is it! response:	Earth has porn everywhere!
context: A week ago, he got in a fight with some moron thug,\and ended up eating his eyeballs!\You don't want your eyeballs eaten, do you?\Um, sorry...\We're here for work!\Anyway, let's see the goods.\This is it!\Earth has porn everywhere! response:	But our world doesn't. Even photos are still rare.
context: and ended up eating his eyeballs!\You don't want your eyeballs eaten, do you?\Um, sorry...\We're here for work!\Anyway, let's see the goods.\This is it!\Earth has porn everywhere!\But our world doesn't. Even photos are still rare. response:	So that's where we got the idea!
context: You don't want your eyeballs eaten, do you?\Um, sorry...\We're here for work!\Anyway, let's see the goods.\This is it!\Earth has porn everywhere!\But our world doesn't. Even photos are still rare.\So that's where we got the idea! response:	A while back, some nobles there paid a ton for nudes of Miss July!
context: Um, sorry...\We're here for work!\Anyway, let's see the goods.\This is it!\Earth has porn everywhere!\But our world doesn't. Even photos are still rare.\So that's where we got the idea!\A while back, some nobles there paid a ton for nudes of Miss July! response:	Enough to buy a manor!
context: We're here for work!\Anyway, let's see the goods.\This is it!\Earth has porn everywhere!\But our world doesn't. Even photos are still rare.\So that's where we got the idea!\A while back, some nobles there paid a ton for nudes of Miss July!\Enough to buy a manor! response:	I want to live a good life too, you know?
context: Anyway, let's see the goods.\This is it!\Earth has porn everywhere!\But our world doesn't. Even photos are still rare.\So that's where we got the idea!\A while back, some nobles there paid a ton for nudes of Miss July!\Enough to buy a manor!\I want to live a good life too, you know? response:	Porn mags, huh?
context: This is it!\Earth has porn everywhere!\But our world doesn't. Even photos are still rare.\So that's where we got the idea!\A while back, some nobles there paid a ton for nudes of Miss July!\Enough to buy a manor!\I want to live a good life too, you know?\Porn mags, huh? response:	I got the biggest boner for Miss July, too.
context: Earth has porn everywhere!\But our world doesn't. Even photos are still rare.\So that's where we got the idea!\A while back, some nobles there paid a ton for nudes of Miss July!\Enough to buy a manor!\I want to live a good life too, you know?\Porn mags, huh?\I got the biggest boner for Miss July, too. response:	Really? You know her!
context: But our world doesn't. Even photos are still rare.\So that's where we got the idea!\A while back, some nobles there paid a ton for nudes of Miss July!\Enough to buy a manor!\I want to live a good life too, you know?\Porn mags, huh?\I got the biggest boner for Miss July, too.\Really? You know her! response:	Sure do!
context: So that's where we got the idea!\A while back, some nobles there paid a ton for nudes of Miss July!\Enough to buy a manor!\I want to live a good life too, you know?\Porn mags, huh?\I got the biggest boner for Miss July, too.\Really? You know her!\Sure do! response:	Those boobs were the best, huh?
context: A while back, some nobles there paid a ton for nudes of Miss July!\Enough to buy a manor!\I want to live a good life too, you know?\Porn mags, huh?\I got the biggest boner for Miss July, too.\Really? You know her!\Sure do!\Those boobs were the best, huh? response:	I pitched the biggest tent!
context: Enough to buy a manor!\I want to live a good life too, you know?\Porn mags, huh?\I got the biggest boner for Miss July, too.\Really? You know her!\Sure do!\Those boobs were the best, huh?\I pitched the biggest tent! response:	Miss July? Yuck!
context: I want to live a good life too, you know?\Porn mags, huh?\I got the biggest boner for Miss July, too.\Really? You know her!\Sure do!\Those boobs were the best, huh?\I pitched the biggest tent!\Miss July? Yuck! response:	That was awful!
context: Porn mags, huh?\I got the biggest boner for Miss July, too.\Really? You know her!\Sure do!\Those boobs were the best, huh?\I pitched the biggest tent!\Miss July? Yuck!\That was awful! response:	Boobs? Boners? I want to throw up!
context: I got the biggest boner for Miss July, too.\Really? You know her!\Sure do!\Those boobs were the best, huh?\I pitched the biggest tent!\Miss July? Yuck!\That was awful!\Boobs? Boners? I want to throw up! response:	That's not what making love is about, you know?
context: Really? You know her!\Sure do!\Those boobs were the best, huh?\I pitched the biggest tent!\Miss July? Yuck!\That was awful!\Boobs? Boners? I want to throw up!\That's not what making love is about, you know? response:	What's important is having two hearts connect!
context: Sure do!\Those boobs were the best, huh?\I pitched the biggest tent!\Miss July? Yuck!\That was awful!\Boobs? Boners? I want to throw up!\That's not what making love is about, you know?\What's important is having two hearts connect! response:	The more you hate it, the closer your acting gets to perfection.
context: Those boobs were the best, huh?\I pitched the biggest tent!\Miss July? Yuck!\That was awful!\Boobs? Boners? I want to throw up!\That's not what making love is about, you know?\What's important is having two hearts connect!\The more you hate it, the closer your acting gets to perfection. response:	It's ironic.
context: I pitched the biggest tent!\Miss July? Yuck!\That was awful!\Boobs? Boners? I want to throw up!\That's not what making love is about, you know?\What's important is having two hearts connect!\The more you hate it, the closer your acting gets to perfection.\It's ironic. response:	I want to quit.
context: Miss July? Yuck!\That was awful!\Boobs? Boners? I want to throw up!\That's not what making love is about, you know?\What's important is having two hearts connect!\The more you hate it, the closer your acting gets to perfection.\It's ironic.\I want to quit. response:	Don't say that.
context: That was awful!\Boobs? Boners? I want to throw up!\That's not what making love is about, you know?\What's important is having two hearts connect!\The more you hate it, the closer your acting gets to perfection.\It's ironic.\I want to quit.\Don't say that. response:	We've got our next step.
context: Boobs? Boners? I want to throw up!\That's not what making love is about, you know?\What's important is having two hearts connect!\The more you hate it, the closer your acting gets to perfection.\It's ironic.\I want to quit.\Don't say that.\We've got our next step. response:	I need some sugar.
context: That's not what making love is about, you know?\What's important is having two hearts connect!\The more you hate it, the closer your acting gets to perfection.\It's ironic.\I want to quit.\Don't say that.\We've got our next step.\I need some sugar. response:	Head to the donut shop.
context: What's important is having two hearts connect!\The more you hate it, the closer your acting gets to perfection.\It's ironic.\I want to quit.\Don't say that.\We've got our next step.\I need some sugar.\Head to the donut shop. response:	As you wish.
context: The more you hate it, the closer your acting gets to perfection.\It's ironic.\I want to quit.\Don't say that.\We've got our next step.\I need some sugar.\Head to the donut shop.\As you wish. response:	Fine. Get it set up.
context: It's ironic.\I want to quit.\Don't say that.\We've got our next step.\I need some sugar.\Head to the donut shop.\As you wish.\Fine. Get it set up. response:	Bye.
context: I want to quit.\Don't say that.\We've got our next step.\I need some sugar.\Head to the donut shop.\As you wish.\Fine. Get it set up.\Bye. response:	Let's head home.
context: Don't say that.\We've got our next step.\I need some sugar.\Head to the donut shop.\As you wish.\Fine. Get it set up.\Bye.\Let's head home. response:	I'm meeting Cecil tonight.
context: We've got our next step.\I need some sugar.\Head to the donut shop.\As you wish.\Fine. Get it set up.\Bye.\Let's head home.\I'm meeting Cecil tonight. response:	Cecil?
context: I need some sugar.\Head to the donut shop.\As you wish.\Fine. Get it set up.\Bye.\Let's head home.\I'm meeting Cecil tonight.\Cecil? response:	Matoba.
context: Head to the donut shop.\As you wish.\Fine. Get it set up.\Bye.\Let's head home.\I'm meeting Cecil tonight.\Cecil?\Matoba. response:	Is this...?
context: As you wish.\Fine. Get it set up.\Bye.\Let's head home.\I'm meeting Cecil tonight.\Cecil?\Matoba.\Is this...? response:	It's in the parking lot. Take a look.
context: Fine. Get it set up.\Bye.\Let's head home.\I'm meeting Cecil tonight.\Cecil?\Matoba.\Is this...?\It's in the parking lot. Take a look. response:	Wow!
context: Bye.\Let's head home.\I'm meeting Cecil tonight.\Cecil?\Matoba.\Is this...?\It's in the parking lot. Take a look.\Wow! response:	I liked your old car better. It was cuter.
context: Let's head home.\I'm meeting Cecil tonight.\Cecil?\Matoba.\Is this...?\It's in the parking lot. Take a look.\Wow!\I liked your old car better. It was cuter. response:	I'm taking it for a drive.
context: I'm meeting Cecil tonight.\Cecil?\Matoba.\Is this...?\It's in the parking lot. Take a look.\Wow!\I liked your old car better. It was cuter.\I'm taking it for a drive. response:	You're going to see Cecil, right?
context: Cecil?\Matoba.\Is this...?\It's in the parking lot. Take a look.\Wow!\I liked your old car better. It was cuter.\I'm taking it for a drive.\You're going to see Cecil, right? response:	Bye!
context: Matoba.\Is this...?\It's in the parking lot. Take a look.\Wow!\I liked your old car better. It was cuter.\I'm taking it for a drive.\You're going to see Cecil, right?\Bye! response:	Okay, press the pedal down slowly.
context: Is this...?\It's in the parking lot. Take a look.\Wow!\I liked your old car better. It was cuter.\I'm taking it for a drive.\You're going to see Cecil, right?\Bye!\Okay, press the pedal down slowly. response:	Okay.
context: It's in the parking lot. Take a look.\Wow!\I liked your old car better. It was cuter.\I'm taking it for a drive.\You're going to see Cecil, right?\Bye!\Okay, press the pedal down slowly.\Okay. response:	Just like that.
context: Wow!\I liked your old car better. It was cuter.\I'm taking it for a drive.\You're going to see Cecil, right?\Bye!\Okay, press the pedal down slowly.\Okay.\Just like that. response:	Now, gentle on the brakes.
context: I liked your old car better. It was cuter.\I'm taking it for a drive.\You're going to see Cecil, right?\Bye!\Okay, press the pedal down slowly.\Okay.\Just like that.\Now, gentle on the brakes. response:	Turn right...
context: I'm taking it for a drive.\You're going to see Cecil, right?\Bye!\Okay, press the pedal down slowly.\Okay.\Just like that.\Now, gentle on the brakes.\Turn right... response:	That's too far!
context: You're going to see Cecil, right?\Bye!\Okay, press the pedal down slowly.\Okay.\Just like that.\Now, gentle on the brakes.\Turn right...\That's too far! response:	Sorry!
context: Bye!\Okay, press the pedal down slowly.\Okay.\Just like that.\Now, gentle on the brakes.\Turn right...\That's too far!\Sorry! response:	It's fine.
context: Okay, press the pedal down slowly.\Okay.\Just like that.\Now, gentle on the brakes.\Turn right...\That's too far!\Sorry!\It's fine. response:	Something bothering you?
