context: Psychics response:	Mobgle Search
context: But you're a psychic, right? Come on, don't be so spoilsport.\I'm begging you. Curse this guy for me.\I'm afraid I can't.\You can't be serious! I traveled really far to come see you!\Nobody asked you to.\What? Is that how you talk to a customer?!\Are they going to fight?\All right, all right! Fine, I'll do it. response:	If there are h3 evil spirits, hthe exorcism hhfee on 1 of hhthem will be hhon the house!!
context: I'm begging you. Curse this guy for me.\I'm afraid I can't.\You can't be serious! I traveled really far to come see you!\Nobody asked you to.\What? Is that how you talk to a customer?!\Are they going to fight?\All right, all right! Fine, I'll do it.\If there are h3 evil spirits, hthe exorcism hhfee on 1 of hhthem will be hhon the house!! response:	Really?! I knew it'd be worth the trip!
context: I'm afraid I can't.\You can't be serious! I traveled really far to come see you!\Nobody asked you to.\What? Is that how you talk to a customer?!\Are they going to fight?\All right, all right! Fine, I'll do it.\If there are h3 evil spirits, hthe exorcism hhfee on 1 of hhthem will be hhon the house!!\Really?! I knew it'd be worth the trip! response:	The Spiritual Compendium 17th Edition
context: You can't be serious! I traveled really far to come see you!\Nobody asked you to.\What? Is that how you talk to a customer?!\Are they going to fight?\All right, all right! Fine, I'll do it.\If there are h3 evil spirits, hthe exorcism hhfee on 1 of hhthem will be hhon the house!!\Really?! I knew it'd be worth the trip!\The Spiritual Compendium 17th Edition response:	The Miraculous Unknown Psychic
context: Nobody asked you to.\What? Is that how you talk to a customer?!\Are they going to fight?\All right, all right! Fine, I'll do it.\If there are h3 evil spirits, hthe exorcism hhfee on 1 of hhthem will be hhon the house!!\Really?! I knew it'd be worth the trip!\The Spiritual Compendium 17th Edition\The Miraculous Unknown Psychic response:	But this is the only time I'm doing it.
context: What? Is that how you talk to a customer?!\Are they going to fight?\All right, all right! Fine, I'll do it.\If there are h3 evil spirits, hthe exorcism hhfee on 1 of hhthem will be hhon the house!!\Really?! I knew it'd be worth the trip!\The Spiritual Compendium 17th Edition\The Miraculous Unknown Psychic\But this is the only time I'm doing it. response:	And I won't be held responsible for what happens.
context: Are they going to fight?\All right, all right! Fine, I'll do it.\If there are h3 evil spirits, hthe exorcism hhfee on 1 of hhthem will be hhon the house!!\Really?! I knew it'd be worth the trip!\The Spiritual Compendium 17th Edition\The Miraculous Unknown Psychic\But this is the only time I'm doing it.\And I won't be held responsible for what happens. response:	Huh?
context: All right, all right! Fine, I'll do it.\If there are h3 evil spirits, hthe exorcism hhfee on 1 of hhthem will be hhon the house!!\Really?! I knew it'd be worth the trip!\The Spiritual Compendium 17th Edition\The Miraculous Unknown Psychic\But this is the only time I'm doing it.\And I won't be held responsible for what happens.\Huh? response:	Keep this on your person at all times.
context: If there are h3 evil spirits, hthe exorcism hhfee on 1 of hhthem will be hhon the house!!\Really?! I knew it'd be worth the trip!\The Spiritual Compendium 17th Edition\The Miraculous Unknown Psychic\But this is the only time I'm doing it.\And I won't be held responsible for what happens.\Huh?\Keep this on your person at all times. response:	Curse
context: Really?! I knew it'd be worth the trip!\The Spiritual Compendium 17th Edition\The Miraculous Unknown Psychic\But this is the only time I'm doing it.\And I won't be held responsible for what happens.\Huh?\Keep this on your person at all times.\Curse response:	The hell is this?
context: The Spiritual Compendium 17th Edition\The Miraculous Unknown Psychic\But this is the only time I'm doing it.\And I won't be held responsible for what happens.\Huh?\Keep this on your person at all times.\Curse\The hell is this? response:	It's a cursed, well, you know...
context: The Miraculous Unknown Psychic\But this is the only time I'm doing it.\And I won't be held responsible for what happens.\Huh?\Keep this on your person at all times.\Curse\The hell is this?\It's a cursed, well, you know... response:	As long as you have that with you, I'm sure something will happen someday.
context: But this is the only time I'm doing it.\And I won't be held responsible for what happens.\Huh?\Keep this on your person at all times.\Curse\The hell is this?\It's a cursed, well, you know...\As long as you have that with you, I'm sure something will happen someday. response:	Oh, I don't need any payment.
context: And I won't be held responsible for what happens.\Huh?\Keep this on your person at all times.\Curse\The hell is this?\It's a cursed, well, you know...\As long as you have that with you, I'm sure something will happen someday.\Oh, I don't need any payment. response:	But just make sure you don't tell anyone else about this.
context: Huh?\Keep this on your person at all times.\Curse\The hell is this?\It's a cursed, well, you know...\As long as you have that with you, I'm sure something will happen someday.\Oh, I don't need any payment.\But just make sure you don't tell anyone else about this. response:	I mean, I believe you,
context: Keep this on your person at all times.\Curse\The hell is this?\It's a cursed, well, you know...\As long as you have that with you, I'm sure something will happen someday.\Oh, I don't need any payment.\But just make sure you don't tell anyone else about this.\I mean, I believe you, response:	but if you're messing with me...
context: Curse\The hell is this?\It's a cursed, well, you know...\As long as you have that with you, I'm sure something will happen someday.\Oh, I don't need any payment.\But just make sure you don't tell anyone else about this.\I mean, I believe you,\but if you're messing with me... response:	I'm going to curse you.
context: The hell is this?\It's a cursed, well, you know...\As long as you have that with you, I'm sure something will happen someday.\Oh, I don't need any payment.\But just make sure you don't tell anyone else about this.\I mean, I believe you,\but if you're messing with me...\I'm going to curse you. response:	Man, he finally left.
context: It's a cursed, well, you know...\As long as you have that with you, I'm sure something will happen someday.\Oh, I don't need any payment.\But just make sure you don't tell anyone else about this.\I mean, I believe you,\but if you're messing with me...\I'm going to curse you.\Man, he finally left. response:	I mean, I can understand hating someone so much you want to curse them...
context: As long as you have that with you, I'm sure something will happen someday.\Oh, I don't need any payment.\But just make sure you don't tell anyone else about this.\I mean, I believe you,\but if you're messing with me...\I'm going to curse you.\Man, he finally left.\I mean, I can understand hating someone so much you want to curse them... response:	Do you have someone like that too, Master?
context: Oh, I don't need any payment.\But just make sure you don't tell anyone else about this.\I mean, I believe you,\but if you're messing with me...\I'm going to curse you.\Man, he finally left.\I mean, I can understand hating someone so much you want to curse them...\Do you have someone like that too, Master? response:	Nope.
context: But just make sure you don't tell anyone else about this.\I mean, I believe you,\but if you're messing with me...\I'm going to curse you.\Man, he finally left.\I mean, I can understand hating someone so much you want to curse them...\Do you have someone like that too, Master?\Nope. response:	Do you?
context: I mean, I believe you,\but if you're messing with me...\I'm going to curse you.\Man, he finally left.\I mean, I can understand hating someone so much you want to curse them...\Do you have someone like that too, Master?\Nope.\Do you? response:	Someone I want to curse?
context: but if you're messing with me...\I'm going to curse you.\Man, he finally left.\I mean, I can understand hating someone so much you want to curse them...\Do you have someone like that too, Master?\Nope.\Do you?\Someone I want to curse? response:	Uh, you don't need to think so hard about it.
context: I'm going to curse you.\Man, he finally left.\I mean, I can understand hating someone so much you want to curse them...\Do you have someone like that too, Master?\Nope.\Do you?\Someone I want to curse?\Uh, you don't need to think so hard about it. response:	Huh?
context: Man, he finally left.\I mean, I can understand hating someone so much you want to curse them...\Do you have someone like that too, Master?\Nope.\Do you?\Someone I want to curse?\Uh, you don't need to think so hard about it.\Huh? response:	Can't think of anyone.
context: I mean, I can understand hating someone so much you want to curse them...\Do you have someone like that too, Master?\Nope.\Do you?\Someone I want to curse?\Uh, you don't need to think so hard about it.\Huh?\Can't think of anyone. response:	Don't take so long, then! You actually scared me!
context: Do you have someone like that too, Master?\Nope.\Do you?\Someone I want to curse?\Uh, you don't need to think so hard about it.\Huh?\Can't think of anyone.\Don't take so long, then! You actually scared me! response:	Anyway, was it a good idea to give him that thing?
context: Nope.\Do you?\Someone I want to curse?\Uh, you don't need to think so hard about it.\Huh?\Can't think of anyone.\Don't take so long, then! You actually scared me!\Anyway, was it a good idea to give him that thing? response:	Well, I just cooked it up on the spot.
context: Do you?\Someone I want to curse?\Uh, you don't need to think so hard about it.\Huh?\Can't think of anyone.\Don't take so long, then! You actually scared me!\Anyway, was it a good idea to give him that thing?\Well, I just cooked it up on the spot. response:	I'm sure it won't harm anyone.
context: Someone I want to curse?\Uh, you don't need to think so hard about it.\Huh?\Can't think of anyone.\Don't take so long, then! You actually scared me!\Anyway, was it a good idea to give him that thing?\Well, I just cooked it up on the spot.\I'm sure it won't harm anyone. response:	Do you really think so?
context: Uh, you don't need to think so hard about it.\Huh?\Can't think of anyone.\Don't take so long, then! You actually scared me!\Anyway, was it a good idea to give him that thing?\Well, I just cooked it up on the spot.\I'm sure it won't harm anyone.\Do you really think so? response:	I mean...
context: Huh?\Can't think of anyone.\Don't take so long, then! You actually scared me!\Anyway, was it a good idea to give him that thing?\Well, I just cooked it up on the spot.\I'm sure it won't harm anyone.\Do you really think so?\I mean... response:	Even if it's a lie,
context: Can't think of anyone.\Don't take so long, then! You actually scared me!\Anyway, was it a good idea to give him that thing?\Well, I just cooked it up on the spot.\I'm sure it won't harm anyone.\Do you really think so?\I mean...\Even if it's a lie, response:	First in the world!
context: Don't take so long, then! You actually scared me!\Anyway, was it a good idea to give him that thing?\Well, I just cooked it up on the spot.\I'm sure it won't harm anyone.\Do you really think so?\I mean...\Even if it's a lie,\First in the world! response:	- Goku NERO - 0 Purine 0 Carbs Alcohol 4
context: Anyway, was it a good idea to give him that thing?\Well, I just cooked it up on the spot.\I'm sure it won't harm anyone.\Do you really think so?\I mean...\Even if it's a lie,\First in the world!\- Goku NERO - 0 Purine 0 Carbs Alcohol 4 response:	Pork Loin Tonkatsu Bento
context: Well, I just cooked it up on the spot.\I'm sure it won't harm anyone.\Do you really think so?\I mean...\Even if it's a lie,\First in the world!\- Goku NERO - 0 Purine 0 Carbs Alcohol 4\Pork Loin Tonkatsu Bento response:	in his mind, he believes that he's actually cursing someone.
context: I'm sure it won't harm anyone.\Do you really think so?\I mean...\Even if it's a lie,\First in the world!\- Goku NERO - 0 Purine 0 Carbs Alcohol 4\Pork Loin Tonkatsu Bento\in his mind, he believes that he's actually cursing someone. response:	Is he going to keep living under that impression?
context: Do you really think so?\I mean...\Even if it's a lie,\First in the world!\- Goku NERO - 0 Purine 0 Carbs Alcohol 4\Pork Loin Tonkatsu Bento\in his mind, he believes that he's actually cursing someone.\Is he going to keep living under that impression? response:	Isn't that rather frightening?
context: I mean...\Even if it's a lie,\First in the world!\- Goku NERO - 0 Purine 0 Carbs Alcohol 4\Pork Loin Tonkatsu Bento\in his mind, he believes that he's actually cursing someone.\Is he going to keep living under that impression?\Isn't that rather frightening? response:	Mob?
context: Even if it's a lie,\First in the world!\- Goku NERO - 0 Purine 0 Carbs Alcohol 4\Pork Loin Tonkatsu Bento\in his mind, he believes that he's actually cursing someone.\Is he going to keep living under that impression?\Isn't that rather frightening?\Mob? response:	Reigen Arataka
context: First in the world!\- Goku NERO - 0 Purine 0 Carbs Alcohol 4\Pork Loin Tonkatsu Bento\in his mind, he believes that he's actually cursing someone.\Is he going to keep living under that impression?\Isn't that rather frightening?\Mob?\Reigen Arataka response:	The New Star of the 21st Century
context: - Goku NERO - 0 Purine 0 Carbs Alcohol 4\Pork Loin Tonkatsu Bento\in his mind, he believes that he's actually cursing someone.\Is he going to keep living under that impression?\Isn't that rather frightening?\Mob?\Reigen Arataka\The New Star of the 21st Century response:	That's rare... He's actually voicing his own opinion.
context: Pork Loin Tonkatsu Bento\in his mind, he believes that he's actually cursing someone.\Is he going to keep living under that impression?\Isn't that rather frightening?\Mob?\Reigen Arataka\The New Star of the 21st Century\That's rare... He's actually voicing his own opinion. response:	Something's obviously bothering him.
context: in his mind, he believes that he's actually cursing someone.\Is he going to keep living under that impression?\Isn't that rather frightening?\Mob?\Reigen Arataka\The New Star of the 21st Century\That's rare... He's actually voicing his own opinion.\Something's obviously bothering him. response:	Did I miss something?
context: Is he going to keep living under that impression?\Isn't that rather frightening?\Mob?\Reigen Arataka\The New Star of the 21st Century\That's rare... He's actually voicing his own opinion.\Something's obviously bothering him.\Did I miss something? response:	Hello, this is Spirits and Such Consultation Office.
context: Isn't that rather frightening?\Mob?\Reigen Arataka\The New Star of the 21st Century\That's rare... He's actually voicing his own opinion.\Something's obviously bothering him.\Did I miss something?\Hello, this is Spirits and Such Consultation Office. response:	This is the place.
context: Mob?\Reigen Arataka\The New Star of the 21st Century\That's rare... He's actually voicing his own opinion.\Something's obviously bothering him.\Did I miss something?\Hello, this is Spirits and Such Consultation Office.\This is the place. response:	At first, I thought it was a stalker,
context: Reigen Arataka\The New Star of the 21st Century\That's rare... He's actually voicing his own opinion.\Something's obviously bothering him.\Did I miss something?\Hello, this is Spirits and Such Consultation Office.\This is the place.\At first, I thought it was a stalker, response:	so I talked to the police.
context: The New Star of the 21st Century\That's rare... He's actually voicing his own opinion.\Something's obviously bothering him.\Did I miss something?\Hello, this is Spirits and Such Consultation Office.\This is the place.\At first, I thought it was a stalker,\so I talked to the police. response:	But it just didn't seem human...
context: That's rare... He's actually voicing his own opinion.\Something's obviously bothering him.\Did I miss something?\Hello, this is Spirits and Such Consultation Office.\This is the place.\At first, I thought it was a stalker,\so I talked to the police.\But it just didn't seem human... response:	It was staring at me through the window the other day!
context: Something's obviously bothering him.\Did I miss something?\Hello, this is Spirits and Such Consultation Office.\This is the place.\At first, I thought it was a stalker,\so I talked to the police.\But it just didn't seem human...\It was staring at me through the window the other day! response:	The window?
context: Did I miss something?\Hello, this is Spirits and Such Consultation Office.\This is the place.\At first, I thought it was a stalker,\so I talked to the police.\But it just didn't seem human...\It was staring at me through the window the other day!\The window? response:	Seasoning Moving Center
context: Hello, this is Spirits and Such Consultation Office.\This is the place.\At first, I thought it was a stalker,\so I talked to the police.\But it just didn't seem human...\It was staring at me through the window the other day!\The window?\Seasoning Moving Center response:	We're on the fifth floor, and there's no balcony... I see.
context: This is the place.\At first, I thought it was a stalker,\so I talked to the police.\But it just didn't seem human...\It was staring at me through the window the other day!\The window?\Seasoning Moving Center\We're on the fifth floor, and there's no balcony... I see. response:	You here, Dimple?
context: At first, I thought it was a stalker,\so I talked to the police.\But it just didn't seem human...\It was staring at me through the window the other day!\The window?\Seasoning Moving Center\We're on the fifth floor, and there's no balcony... I see.\You here, Dimple? response:	The hell do you want?
context: so I talked to the police.\But it just didn't seem human...\It was staring at me through the window the other day!\The window?\Seasoning Moving Center\We're on the fifth floor, and there's no balcony... I see.\You here, Dimple?\The hell do you want? response:	Could you check things out around this window?
context: But it just didn't seem human...\It was staring at me through the window the other day!\The window?\Seasoning Moving Center\We're on the fifth floor, and there's no balcony... I see.\You here, Dimple?\The hell do you want?\Could you check things out around this window? response:	See if there's a rope or something dangling from the roof.
context: It was staring at me through the window the other day!\The window?\Seasoning Moving Center\We're on the fifth floor, and there's no balcony... I see.\You here, Dimple?\The hell do you want?\Could you check things out around this window?\See if there's a rope or something dangling from the roof. response:	And why do I have to do this?
context: The window?\Seasoning Moving Center\We're on the fifth floor, and there's no balcony... I see.\You here, Dimple?\The hell do you want?\Could you check things out around this window?\See if there's a rope or something dangling from the roof.\And why do I have to do this? response:	Feel free to eat any evil spirits you see.
context: Seasoning Moving Center\We're on the fifth floor, and there's no balcony... I see.\You here, Dimple?\The hell do you want?\Could you check things out around this window?\See if there's a rope or something dangling from the roof.\And why do I have to do this?\Feel free to eat any evil spirits you see. response:	Mob, do you sense anything?
context: We're on the fifth floor, and there's no balcony... I see.\You here, Dimple?\The hell do you want?\Could you check things out around this window?\See if there's a rope or something dangling from the roof.\And why do I have to do this?\Feel free to eat any evil spirits you see.\Mob, do you sense anything? response:	Yes, though it's faint.
context: You here, Dimple?\The hell do you want?\Could you check things out around this window?\See if there's a rope or something dangling from the roof.\And why do I have to do this?\Feel free to eat any evil spirits you see.\Mob, do you sense anything?\Yes, though it's faint. response:	Nope, not a damn thing.
context: The hell do you want?\Could you check things out around this window?\See if there's a rope or something dangling from the roof.\And why do I have to do this?\Feel free to eat any evil spirits you see.\Mob, do you sense anything?\Yes, though it's faint.\Nope, not a damn thing. response:	Why the hell did you close the window, you jerk?!
context: Could you check things out around this window?\See if there's a rope or something dangling from the roof.\And why do I have to do this?\Feel free to eat any evil spirits you see.\Mob, do you sense anything?\Yes, though it's faint.\Nope, not a damn thing.\Why the hell did you close the window, you jerk?! response:	But there definitely seems to be a stalker...
context: See if there's a rope or something dangling from the roof.\And why do I have to do this?\Feel free to eat any evil spirits you see.\Mob, do you sense anything?\Yes, though it's faint.\Nope, not a damn thing.\Why the hell did you close the window, you jerk?!\But there definitely seems to be a stalker... response:	What kind of interest would a ghost have in a living woman?
context: And why do I have to do this?\Feel free to eat any evil spirits you see.\Mob, do you sense anything?\Yes, though it's faint.\Nope, not a damn thing.\Why the hell did you close the window, you jerk?!\But there definitely seems to be a stalker...\What kind of interest would a ghost have in a living woman? response:	Beats me. It's pretty rare for spirits to have any sexual desires left.
context: Feel free to eat any evil spirits you see.\Mob, do you sense anything?\Yes, though it's faint.\Nope, not a damn thing.\Why the hell did you close the window, you jerk?!\But there definitely seems to be a stalker...\What kind of interest would a ghost have in a living woman?\Beats me. It's pretty rare for spirits to have any sexual desires left. response:	It's not like they can reproduce anymore.
context: Mob, do you sense anything?\Yes, though it's faint.\Nope, not a damn thing.\Why the hell did you close the window, you jerk?!\But there definitely seems to be a stalker...\What kind of interest would a ghost have in a living woman?\Beats me. It's pretty rare for spirits to have any sexual desires left.\It's not like they can reproduce anymore. response:	But does love always have to come with sexual desires?
context: Yes, though it's faint.\Nope, not a damn thing.\Why the hell did you close the window, you jerk?!\But there definitely seems to be a stalker...\What kind of interest would a ghost have in a living woman?\Beats me. It's pretty rare for spirits to have any sexual desires left.\It's not like they can reproduce anymore.\But does love always have to come with sexual desires? response:	Actually, I don't want to discuss this with you.
context: Nope, not a damn thing.\Why the hell did you close the window, you jerk?!\But there definitely seems to be a stalker...\What kind of interest would a ghost have in a living woman?\Beats me. It's pretty rare for spirits to have any sexual desires left.\It's not like they can reproduce anymore.\But does love always have to come with sexual desires?\Actually, I don't want to discuss this with you. response:	Right back at you, ya jerk.
context: Why the hell did you close the window, you jerk?!\But there definitely seems to be a stalker...\What kind of interest would a ghost have in a living woman?\Beats me. It's pretty rare for spirits to have any sexual desires left.\It's not like they can reproduce anymore.\But does love always have to come with sexual desires?\Actually, I don't want to discuss this with you.\Right back at you, ya jerk. response:	Is this... a poltergeist?
context: But there definitely seems to be a stalker...\What kind of interest would a ghost have in a living woman?\Beats me. It's pretty rare for spirits to have any sexual desires left.\It's not like they can reproduce anymore.\But does love always have to come with sexual desires?\Actually, I don't want to discuss this with you.\Right back at you, ya jerk.\Is this... a poltergeist? response:	What do I do? It must be mad I called you here.
context: What kind of interest would a ghost have in a living woman?\Beats me. It's pretty rare for spirits to have any sexual desires left.\It's not like they can reproduce anymore.\But does love always have to come with sexual desires?\Actually, I don't want to discuss this with you.\Right back at you, ya jerk.\Is this... a poltergeist?\What do I do? It must be mad I called you here. response:	Did it settle down?
context: Beats me. It's pretty rare for spirits to have any sexual desires left.\It's not like they can reproduce anymore.\But does love always have to come with sexual desires?\Actually, I don't want to discuss this with you.\Right back at you, ya jerk.\Is this... a poltergeist?\What do I do? It must be mad I called you here.\Did it settle down? response:	Outside the window!
context: It's not like they can reproduce anymore.\But does love always have to come with sexual desires?\Actually, I don't want to discuss this with you.\Right back at you, ya jerk.\Is this... a poltergeist?\What do I do? It must be mad I called you here.\Did it settle down?\Outside the window! response:	I'm sorry! I'm sorry!
context: But does love always have to come with sexual desires?\Actually, I don't want to discuss this with you.\Right back at you, ya jerk.\Is this... a poltergeist?\What do I do? It must be mad I called you here.\Did it settle down?\Outside the window!\I'm sorry! I'm sorry! response:	Mob! Vaporize it!
context: Actually, I don't want to discuss this with you.\Right back at you, ya jerk.\Is this... a poltergeist?\What do I do? It must be mad I called you here.\Did it settle down?\Outside the window!\I'm sorry! I'm sorry!\Mob! Vaporize it! response:	That's...
context: Right back at you, ya jerk.\Is this... a poltergeist?\What do I do? It must be mad I called you here.\Did it settle down?\Outside the window!\I'm sorry! I'm sorry!\Mob! Vaporize it!\That's... response:	a living person.
context: Is this... a poltergeist?\What do I do? It must be mad I called you here.\Did it settle down?\Outside the window!\I'm sorry! I'm sorry!\Mob! Vaporize it!\That's...\a living person. response:	So it is a stalker!
context: What do I do? It must be mad I called you here.\Did it settle down?\Outside the window!\I'm sorry! I'm sorry!\Mob! Vaporize it!\That's...\a living person.\So it is a stalker! response:	Damn it! He disappeared!
context: Did it settle down?\Outside the window!\I'm sorry! I'm sorry!\Mob! Vaporize it!\That's...\a living person.\So it is a stalker!\Damn it! He disappeared! response:	He's in the next apartment.
context: Outside the window!\I'm sorry! I'm sorry!\Mob! Vaporize it!\That's...\a living person.\So it is a stalker!\Damn it! He disappeared!\He's in the next apartment. response:	Who are these people? Why are they here?
context: I'm sorry! I'm sorry!\Mob! Vaporize it!\That's...\a living person.\So it is a stalker!\Damn it! He disappeared!\He's in the next apartment.\Who are these people? Why are they here? response:	It's not like I did anything wrong.
context: Mob! Vaporize it!\That's...\a living person.\So it is a stalker!\Damn it! He disappeared!\He's in the next apartment.\Who are these people? Why are they here?\It's not like I did anything wrong. response:	I mean, yeah, I'm sorry I used an out of body experience to spy on you.
context: That's...\a living person.\So it is a stalker!\Damn it! He disappeared!\He's in the next apartment.\Who are these people? Why are they here?\It's not like I did anything wrong.\I mean, yeah, I'm sorry I used an out of body experience to spy on you. response:	But I seriously fell for you at first sight!
context: a living person.\So it is a stalker!\Damn it! He disappeared!\He's in the next apartment.\Who are these people? Why are they here?\It's not like I did anything wrong.\I mean, yeah, I'm sorry I used an out of body experience to spy on you.\But I seriously fell for you at first sight! response:	I've never felt like this before... I didn't know what to do.
context: So it is a stalker!\Damn it! He disappeared!\He's in the next apartment.\Who are these people? Why are they here?\It's not like I did anything wrong.\I mean, yeah, I'm sorry I used an out of body experience to spy on you.\But I seriously fell for you at first sight!\I've never felt like this before... I didn't know what to do. response:	Y-Yeah... I'm serious about this.
context: Damn it! He disappeared!\He's in the next apartment.\Who are these people? Why are they here?\It's not like I did anything wrong.\I mean, yeah, I'm sorry I used an out of body experience to spy on you.\But I seriously fell for you at first sight!\I've never felt like this before... I didn't know what to do.\Y-Yeah... I'm serious about this. response:	I'm going to go out with her!
context: He's in the next apartment.\Who are these people? Why are they here?\It's not like I did anything wrong.\I mean, yeah, I'm sorry I used an out of body experience to spy on you.\But I seriously fell for you at first sight!\I've never felt like this before... I didn't know what to do.\Y-Yeah... I'm serious about this.\I'm going to go out with her! response:	Don't get in my way! I'll murder you!
context: Who are these people? Why are they here?\It's not like I did anything wrong.\I mean, yeah, I'm sorry I used an out of body experience to spy on you.\But I seriously fell for you at first sight!\I've never felt like this before... I didn't know what to do.\Y-Yeah... I'm serious about this.\I'm going to go out with her!\Don't get in my way! I'll murder you! response:	Why, you
context: It's not like I did anything wrong.\I mean, yeah, I'm sorry I used an out of body experience to spy on you.\But I seriously fell for you at first sight!\I've never felt like this before... I didn't know what to do.\Y-Yeah... I'm serious about this.\I'm going to go out with her!\Don't get in my way! I'll murder you!\Why, you response:	You pervy peeping tom!
context: I mean, yeah, I'm sorry I used an out of body experience to spy on you.\But I seriously fell for you at first sight!\I've never felt like this before... I didn't know what to do.\Y-Yeah... I'm serious about this.\I'm going to go out with her!\Don't get in my way! I'll murder you!\Why, you\You pervy peeping tom! response:	Ow, ow, owie!
context: But I seriously fell for you at first sight!\I've never felt like this before... I didn't know what to do.\Y-Yeah... I'm serious about this.\I'm going to go out with her!\Don't get in my way! I'll murder you!\Why, you\You pervy peeping tom!\Ow, ow, owie! response:	Say no to violence! Let me go! I'll call the cops, you bastard!
context: I've never felt like this before... I didn't know what to do.\Y-Yeah... I'm serious about this.\I'm going to go out with her!\Don't get in my way! I'll murder you!\Why, you\You pervy peeping tom!\Ow, ow, owie!\Say no to violence! Let me go! I'll call the cops, you bastard! response:	What are you talking about?
context: Y-Yeah... I'm serious about this.\I'm going to go out with her!\Don't get in my way! I'll murder you!\Why, you\You pervy peeping tom!\Ow, ow, owie!\Say no to violence! Let me go! I'll call the cops, you bastard!\What are you talking about? response:	I'm sorry! I was in the wrong! I'll never do it again!
context: I'm going to go out with her!\Don't get in my way! I'll murder you!\Why, you\You pervy peeping tom!\Ow, ow, owie!\Say no to violence! Let me go! I'll call the cops, you bastard!\What are you talking about?\I'm sorry! I was in the wrong! I'll never do it again! response:	Please forgive me!
context: Don't get in my way! I'll murder you!\Why, you\You pervy peeping tom!\Ow, ow, owie!\Say no to violence! Let me go! I'll call the cops, you bastard!\What are you talking about?\I'm sorry! I was in the wrong! I'll never do it again!\Please forgive me! response:	My feelings for you are genuine, though!
context: Why, you\You pervy peeping tom!\Ow, ow, owie!\Say no to violence! Let me go! I'll call the cops, you bastard!\What are you talking about?\I'm sorry! I was in the wrong! I'll never do it again!\Please forgive me!\My feelings for you are genuine, though! response:	So, please... p-p-p-p...
context: You pervy peeping tom!\Ow, ow, owie!\Say no to violence! Let me go! I'll call the cops, you bastard!\What are you talking about?\I'm sorry! I was in the wrong! I'll never do it again!\Please forgive me!\My feelings for you are genuine, though!\So, please... p-p-p-p... response:	You're seriously...
context: Ow, ow, owie!\Say no to violence! Let me go! I'll call the cops, you bastard!\What are you talking about?\I'm sorry! I was in the wrong! I'll never do it again!\Please forgive me!\My feelings for you are genuine, though!\So, please... p-p-p-p...\You're seriously... response:	You're seriously insanely creepy!
context: Say no to violence! Let me go! I'll call the cops, you bastard!\What are you talking about?\I'm sorry! I was in the wrong! I'll never do it again!\Please forgive me!\My feelings for you are genuine, though!\So, please... p-p-p-p...\You're seriously...\You're seriously insanely creepy! response:	I can't believe I was scared of that.
context: What are you talking about?\I'm sorry! I was in the wrong! I'll never do it again!\Please forgive me!\My feelings for you are genuine, though!\So, please... p-p-p-p...\You're seriously...\You're seriously insanely creepy!\I can't believe I was scared of that. response:	So he tried to hide his stalking tendencies behind a supernatural phenomenon.
context: I'm sorry! I was in the wrong! I'll never do it again!\Please forgive me!\My feelings for you are genuine, though!\So, please... p-p-p-p...\You're seriously...\You're seriously insanely creepy!\I can't believe I was scared of that.\So he tried to hide his stalking tendencies behind a supernatural phenomenon. response:	Don't try that at home, Shigeo.
context: Please forgive me!\My feelings for you are genuine, though!\So, please... p-p-p-p...\You're seriously...\You're seriously insanely creepy!\I can't believe I was scared of that.\So he tried to hide his stalking tendencies behind a supernatural phenomenon.\Don't try that at home, Shigeo. response:	Why?
context: My feelings for you are genuine, though!\So, please... p-p-p-p...\You're seriously...\You're seriously insanely creepy!\I can't believe I was scared of that.\So he tried to hide his stalking tendencies behind a supernatural phenomenon.\Don't try that at home, Shigeo.\Why? response:	Why does she feel so differently after finding out it was a human and not an evil spirit?
context: So, please... p-p-p-p...\You're seriously...\You're seriously insanely creepy!\I can't believe I was scared of that.\So he tried to hide his stalking tendencies behind a supernatural phenomenon.\Don't try that at home, Shigeo.\Why?\Why does she feel so differently after finding out it was a human and not an evil spirit? response:	I don't understand...
context: You're seriously...\You're seriously insanely creepy!\I can't believe I was scared of that.\So he tried to hide his stalking tendencies behind a supernatural phenomenon.\Don't try that at home, Shigeo.\Why?\Why does she feel so differently after finding out it was a human and not an evil spirit?\I don't understand... response:	Man, he's got a lot on his mind today.
context: You're seriously insanely creepy!\I can't believe I was scared of that.\So he tried to hide his stalking tendencies behind a supernatural phenomenon.\Don't try that at home, Shigeo.\Why?\Why does she feel so differently after finding out it was a human and not an evil spirit?\I don't understand...\Man, he's got a lot on his mind today. response:	Guess I'll pick his brain later.
context: I can't believe I was scared of that.\So he tried to hide his stalking tendencies behind a supernatural phenomenon.\Don't try that at home, Shigeo.\Why?\Why does she feel so differently after finding out it was a human and not an evil spirit?\I don't understand...\Man, he's got a lot on his mind today.\Guess I'll pick his brain later. response:	All right, let's head back and grab some soba on the way.
context: So he tried to hide his stalking tendencies behind a supernatural phenomenon.\Don't try that at home, Shigeo.\Why?\Why does she feel so differently after finding out it was a human and not an evil spirit?\I don't understand...\Man, he's got a lot on his mind today.\Guess I'll pick his brain later.\All right, let's head back and grab some soba on the way. response:	Okay...
context: Don't try that at home, Shigeo.\Why?\Why does she feel so differently after finding out it was a human and not an evil spirit?\I don't understand...\Man, he's got a lot on his mind today.\Guess I'll pick his brain later.\All right, let's head back and grab some soba on the way.\Okay... response:	Oh, there he is!
